0,0,0,0,0,0,0
1105.3,4.9521,732.13,0,0,0,0
952.9,5.1861,150.73,0,0.234,0,0
898.56,5.23,1033.6,0,0.27786,882.86,0
628.86,5.3991,172.27,0,0.44701,21.533,0
478.21,5.4288,796.73,0,0.47673,646,1
822.53,5.2,710.6,344.32,0.24795,559.86,1
1524.4,5.0981,495.26,1046.2,0.14598,344.53,1
2342.8,5.052,452.2,1864.6,0.099907,301.46,1
2095.5,5.1199,1270.5,1617.3,0.16777,1119.7,1
2590,5.1504,323,2111.8,0.19827,172.27,1
3476.5,5.1264,344.53,2998.3,0.17428,193.8,1
4295.4,5.2067,323,3817.2,0.25461,172.27,1
4902.2,5.1355,344.53,4424,0.18345,193.8,1
5146.1,5.135,344.53,4667.9,0.1829,193.8,1
5023.7,5.245,452.2,4545.4,0.29288,301.46,1
5317.3,5.3629,344.53,4839.1,0.41082,193.8,1
5321,5.2475,538.33,4842.8,0.2954,387.6,1
5497.9,5.2783,516.8,5019.7,0.32621,366.06,1
5752.7,5.1986,516.8,5274.5,0.24652,366.06,1
5124.6,5.2873,538.33,4646.4,0.33522,387.6,1
5375.4,5.0938,538.33,4897.2,0.14168,387.6,1
4789.5,5.2159,516.8,4311.3,0.26376,366.06,1
3765.2,5.2417,473.73,3287,0.28966,323,1
3027.9,5.1997,473.73,2549.7,0.24762,323,1
3015.4,5.1705,473.73,2537.2,0.21838,323,1
3090.4,5.1578,473.73,2612.2,0.20569,323,1
3374.3,5.1757,473.73,2896,0.22361,323,1
2756.5,5.2608,473.73,2278.3,0.30871,323,1
3097.8,5.1121,495.26,2619.6,0.15997,344.53,1
3138.7,5.0856,495.26,2660.4,0.13351,344.53,1
3079,5.1042,495.26,2600.8,0.15211,344.53,1
3891.8,5.1225,495.26,3413.6,0.17042,344.53,1
3618.1,5.2239,516.8,3139.8,0.27181,366.06,1
3491,5.1587,495.26,3012.8,0.20665,344.53,1
3221.5,5.2644,495.26,2743.3,0.31236,344.53,1
3532.6,5.1819,516.8,3054.3,0.22981,366.06,1
4211.5,5.2188,516.8,3733.2,0.26669,366.06,1
4990.2,5.1254,516.8,4512,0.1733,366.06,1
5386.5,5.178,516.8,4908.3,0.2259,366.06,1
5138.1,5.1261,516.8,4659.9,0.17405,366.06,1
4565.4,4.901,516.8,4087.2,0,366.06,1
4240.4,5.0631,516.8,3762.2,0.16212,366.06,1
4287.5,4.9948,516.8,3809.3,0.093833,366.06,1
4175.7,5.1107,516.8,3697.5,0.20966,366.06,1
3842.1,5.2569,516.8,3363.9,0.35589,366.06,1
4198.8,5.0965,516.8,3720.6,0.19547,366.06,1
4038.5,5.0572,516.8,3560.3,0.15617,366.06,1
3651.3,4.8799,516.8,3173,0,366.06,1
3589.7,4.8035,516.8,3111.5,0,366.06,1
3691.2,4.6818,516.8,3213,0,366.06,1
4003.2,4.6665,516.8,3525,0,366.06,1
3983.4,4.5637,538.33,3505.2,0,387.6,1
3101.8,4.6237,538.33,2623.6,0.059965,387.6,1
2674.9,4.6709,538.33,2196.7,0.10717,387.6,1
1864.8,4.7751,538.33,1386.6,0.21135,387.6,1
2062.9,4.8432,516.8,1584.7,0.27947,366.06,1
975.58,5.4487,452.2,497.38,0.88498,301.46,1
1040.9,5.4397,473.73,562.67,0.87603,323,1
1075.8,5.2922,452.2,597.62,0.72851,301.46,1
1187,5.0877,323,708.74,0.52399,172.27,1
895.82,5.0652,344.53,417.61,0.50149,193.8,1
790.95,5.0325,236.87,312.74,0.46883,86.133,0
641.03,5.0784,129.2,162.82,0.51468,0,0
758.12,4.887,409.13,279.91,0.32329,279.93,0
1001.8,4.7383,409.13,523.59,0.17457,279.93,0
757.46,4.9482,129.2,279.25,0.38453,0,0
1111.6,4.7816,323,633.43,0.21792,193.8,0
2283,4.4386,516.8,1804.8,0,387.6,0
3170.9,4.2611,516.8,2692.7,0,387.6,0
3934.2,4.3906,516.8,3456,0.1295,387.6,0
4228.2,4.4192,538.33,3750,0.15806,409.13,0
4396.1,4.4199,538.33,3917.9,0.15874,409.13,0
4351.9,4.4075,538.33,3873.7,0.14637,409.13,0
4644.8,4.4679,516.8,4166.6,0.20674,387.6,0
4712.6,4.4534,516.8,4234.4,0.1923,387.6,0
3571.4,4.6598,516.8,3093.2,0.39871,387.6,0
3865.3,4.5981,495.26,3387.1,0.33697,366.06,0
4004.9,4.6034,495.26,3526.7,0.34222,366.06,0
3367.5,4.6454,215.33,2889.3,0.38424,86.133,0
3884.4,4.4724,409.13,3406.2,0.2113,279.93,0
3714,4.6477,387.6,3235.8,0.3866,258.4,0
3171.3,4.4781,495.26,2693.1,0.21694,366.06,0
1959,4.7028,473.73,1480.8,0.44167,344.53,0
1601.1,4.7882,516.8,1122.9,0.52708,387.6,0
1697.7,4.8781,516.8,1219.5,0.61697,387.6,0
1302.5,5.1388,409.13,824.3,0.87768,279.93,0
1098.6,5.2987,366.06,620.43,1.0376,236.87,1
1507.2,5.2318,538.33,1029,0.9707,409.13,1
1447.6,5.2645,473.73,969.39,1.0034,344.53,1
2360.3,5.1629,473.73,1882.1,0.90177,344.53,1
2635.3,5.085,473.73,2157.1,0.82384,344.53,1
2364.4,5.1052,473.73,1886.2,0.84404,344.53,1
3338.6,5.1021,495.26,2860.4,0.84096,366.06,1
3836.3,5.1595,495.26,3358.1,0.8984,366.06,1
3850.2,5.0691,473.73,3372,0.80793,344.53,1
3287.8,5.0998,495.26,2809.6,0.83869,366.06,1
2741.1,5.1655,495.26,2262.9,0.90433,366.06,1
2573.1,5.1418,495.26,2094.9,0.88069,366.06,1
3250.2,5.0931,473.73,2772,0.83199,344.53,1
2945.7,5.2433,495.26,2467.4,0.9822,366.06,1
2622.7,5.2547,495.26,2144.4,0.99352,366.06,1
3066,5.1392,473.73,2587.8,0.87803,344.53,1
3338.4,5.0821,473.73,2860.2,0.821,344.53,1
2465.1,5.1936,495.26,1986.9,0.93251,366.06,1
3046.6,5.0301,495.26,2568.4,0.76897,366.06,1
3439.5,5.0241,473.73,2961.3,0.76292,344.53,1
2951.7,5.0514,473.73,2473.5,0.79029,344.53,1
3510.3,5.1197,473.73,3032.1,0.8586,344.53,1
3475.9,5.1209,473.73,2997.7,0.85981,344.53,1
3206.2,5.0675,452.2,2727.9,0.80633,323,1
2897.3,5.0613,452.2,2419.1,0.80018,323,1
2779.4,5.1609,452.2,2301.2,0.89973,323,1
1943,5.3535,452.2,1464.8,1.0923,323,1
1795.1,5.2659,452.2,1316.9,1.0048,323,1
2148.1,5.167,452.2,1669.9,0.90584,323,1
1766.5,5.2578,452.2,1288.3,0.99666,323,1
2121.4,5.2692,452.2,1643.2,1.008,323,1
1954.2,5.239,452.2,1475.9,0.97785,323,1
2179.4,5.1583,452.2,1701.2,0.89715,323,1
2410.8,5.147,473.73,1932.6,0.88582,344.53,1
2703.7,5.1461,452.2,2225.5,0.885,323,1
3132.6,5.1216,452.2,2654.4,0.86044,323,1
2385.3,5.2844,452.2,1907.1,1.0233,323,1
2152.3,5.1621,473.73,1674.1,0.90094,344.53,1
2034.1,5.1844,473.73,1555.9,0.92331,344.53,1
2134.7,5.2175,473.73,1656.4,0.95641,344.53,1
2274,5.1826,473.73,1795.8,0.92145,344.53,1
2362.6,5.2091,473.73,1884.4,0.94796,344.53,1
2370.9,5.2133,473.73,1892.6,0.95214,344.53,1
2238.1,5.3396,452.2,1759.9,1.0784,323,1
2201.3,5.2576,452.2,1723.1,0.99644,323,1
2446.1,5.2378,452.2,1967.9,0.9767,323,1
2163.2,5.2133,430.66,1685,0.95213,301.46,1
2256.6,5.2747,452.2,1778.4,1.0136,323,1
2318.4,5.2864,452.2,1840.2,1.0252,323,1
2593.1,5.2487,430.66,2114.9,0.98753,301.46,1
2729.2,5.2018,452.2,2251,0.94067,323,1
2459.1,5.2347,452.2,1980.9,0.9736,323,1
2791.8,5.1274,430.66,2313.6,0.86628,301.46,1
2275.7,5.1162,452.2,1797.5,0.85505,323,1
2009.8,5.3117,452.2,1531.5,1.0505,323,1
2631.4,5.1541,452.2,2153.2,0.89301,323,1
2248.3,5.1083,452.2,1770.1,0.84714,323,1
2027.9,5.11,452.2,1549.7,0.84889,323,1
2022.5,4.9596,452.2,1544.3,0.6985,323,1
1978.8,4.9836,452.2,1500.6,0.7225,323,1
2170.9,5.0138,473.73,1692.7,0.75262,344.53,1
2343,5.0583,473.73,1864.8,0.79715,344.53,1
2547.6,4.9324,473.73,2069.3,0.67124,344.53,1
2575.6,5.0786,473.73,2097.4,0.81742,344.53,1
2268.4,4.9283,473.73,1790.2,0.66716,344.53,1
2599.6,4.9299,473.73,2121.4,0.66873,344.53,1
2400.7,4.8168,473.73,1922.5,0.55568,344.53,1
2458.5,4.8151,473.73,1980.3,0.55397,344.53,1
2459.5,4.8716,495.26,1981.2,0.61046,366.06,1
2554.8,4.8857,495.26,2076.6,0.62456,366.06,1
2945.7,4.8524,495.26,2467.4,0.59128,366.06,1
3179.1,4.8482,495.26,2700.9,0.58703,366.06,1
3371.8,4.9643,495.26,2893.6,0.70314,366.06,1
2821.4,5.0138,495.26,2343.2,0.75271,366.06,1
3261.3,4.9929,495.26,2783.1,0.73177,366.06,1
3196.2,5.0178,495.26,2718,0.75667,366.06,1
3408.5,5.0164,495.26,2930.2,0.75528,366.06,1
3660.2,4.9466,473.73,3182,0.6855,344.53,1
3806.9,4.9008,473.73,3328.7,0.63968,344.53,1
3282,5.0023,473.73,2803.8,0.74118,344.53,1
3287.3,4.9249,473.73,2809.1,0.66375,344.53,1
3054.7,5.0087,473.73,2576.5,0.74754,344.53,1
5276.3,5.22,452.2,4798.1,0.95888,323,1
7614.3,5.133,968.99,7136.1,0.87189,839.79,1
6096.3,5.1596,452.2,5618.1,0.89842,323,1
9570.1,5.1728,452.2,9091.9,0.9117,323,1
8895.6,5.1969,258.4,8417.4,0.93573,129.2,1
9568.8,4.9718,430.66,9090.6,0.71067,301.46,1
8731.6,4.9458,258.4,8253.4,0.68468,129.2,1
8023.4,4.982,258.4,7545.2,0.72091,129.2,1
7745.6,4.8657,301.46,7267.4,0.60457,172.27,1
