0,0,0,0,0,0,0,0,0,0,0
0.11374,0.050817,0.0029032,0,0,0,0,0,0,0,0
0.11036,0.052632,0.019316,1,28,0,0.0018149,0.016413,1,28,0
0.095924,0.048094,0.0065488,0,0,0,0,0.0036456,0,0,0
0.08603,0.050817,0.0089836,0,0,0,0.0027223,0.0060804,0,0,0
0.081022,0.052632,0.010476,1,23,0,0.0045372,0.0075728,1,23,1
0.10007,0.049909,0.021606,1,28,0.019053,0.0018149,0.018702,1,28,1
0.14551,0.047187,0.011753,3,15,0.064491,0,0.00885,3,15,1
0.17302,0.043557,0.027092,2,15,0.091996,0,0.024189,2,15,1
0.18675,0.049909,0.023268,2,15,0.10573,0.0063521,0.020365,2,15,1
0.21617,0.048094,0.044351,2,15,0.13515,0.0045372,0.041448,2,15,1
0.237,0.040835,0.035876,3,15,0.15598,0,0.032973,3,15,1
0.27783,0.04265,0.037721,2,15,0.19681,0.0018149,0.034818,2,15,1
0.34117,0.045372,0.033533,2,15,0.26015,0.0045372,0.03063,2,15,1
0.34191,0.050817,0.046985,3,14,0.26088,0.0099819,0.044081,3,14,1
0.32434,0.046279,0.041486,3,14,0.24332,0.0054446,0.038583,3,14,1
0.33743,0.043557,0.058336,3,13,0.25641,0.0027223,0.055433,3,13,1
0.33475,0.055354,0.050472,3,14,0.25373,0.014519,0.047568,3,14,1
0.33208,0.058984,0.050421,3,4,0.25106,0.018149,0.047518,3,4,1
0.35197,0.061706,0.053386,4,4,0.27095,0.020871,0.050483,4,4,1
0.39327,0.053539,0.055622,4,4,0.31225,0.012704,0.052719,4,4,1
0.36865,0.051724,0.034695,3,15,0.28763,0.010889,0.031792,3,15,1
0.32917,0.055354,0.054446,3,13,0.24815,0.014519,0.051543,3,13,1
0.28744,0.061706,0.056417,3,15,0.20642,0.020871,0.053514,3,15,1
0.23658,0.076225,0.06223,4,4,0.15556,0.03539,0.059327,4,4,1
0.25424,0.07441,0.036358,3,14,0.17322,0.033575,0.033455,3,14,1
0.23828,0.079855,0.030413,3,13,0.15726,0.03902,0.02751,3,13,1
0.25225,0.07078,0.037086,3,13,0.17122,0.029946,0.034183,3,13,1
0.27674,0.053539,0.042911,3,13,0.19572,0.012704,0.040008,3,13,1
0.27881,0.049909,0.034303,4,4,0.19779,0.0090744,0.0314,4,4,1
0.28615,0.046279,0.0332,3,4,0.20513,0.0054446,0.030297,3,4,1
0.31013,0.040835,0.02587,4,4,0.22911,0,0.022967,4,4,1
0.32891,0.033575,0.030095,3,11,0.24788,0,0.027192,3,11,1
0.31352,0.047187,0.028537,5,4,0.2325,0.013612,0.025634,5,4,1
0.29234,0.054446,0.043215,3,11,0.21132,0.020871,0.040312,3,11,1
0.28573,0.049002,0.043364,5,5,0.20471,0.015426,0.04046,5,5,1
0.30027,0.051724,0.042122,3,4,0.21925,0.018149,0.039218,3,4,1
0.32575,0.053539,0.034627,3,11,0.24473,0.019964,0.031724,3,11,1
0.35174,0.047187,0.025984,4,11,0.27072,0.013612,0.023081,4,11,1
0.36255,0.046279,0.035838,4,11,0.28152,0.012704,0.032935,4,11,1
0.38748,0.041742,0.028999,3,3,0.30646,0.008167,0.026096,3,3,1
0.42743,0.029946,0.016567,4,10,0.34641,0,0.013664,4,10,1
0.41261,0.028131,0.039451,4,11,0.33159,0,0.036548,4,11,1
0.38034,0.040835,0.03573,3,4,0.29932,0.012704,0.032827,3,4,1
0.35669,0.058076,0.037803,4,4,0.27567,0.029946,0.0349,4,4,1
0.328,0.057169,0.057069,3,4,0.24698,0.029038,0.054166,3,4,1
0.35554,0.046279,0.036395,3,4,0.27452,0.018149,0.033492,3,4,1
0.37532,0.039927,0.037482,4,4,0.2943,0.011797,0.034579,4,4,1
0.36505,0.03176,0.024333,3,4,0.28403,0.0036298,0.021429,3,4,1
0.37169,0.029946,0.020954,4,3,0.29066,0.0018149,0.018051,4,3,1
0.38162,0.027223,0.026162,2,3,0.30059,0,0.023259,2,3,1
0.40159,0.022686,0.019419,2,21,0.32057,0,0.016516,2,21,1
0.41895,0.023593,0.012137,1,28,0.33793,0.00090744,0.0092336,1,28,1
0.37387,0.025408,0.027685,3,3,0.29285,0.0027223,0.024782,3,3,1
0.30238,0.025408,0.024338,4,3,0.22136,0.0027223,0.021435,4,3,1
0.26419,0.023593,0.027001,3,13,0.18316,0.00090744,0.024098,3,13,1
0.21608,0.023593,0.031705,2,13,0.13506,0.00090744,0.028802,2,13,1
0.15597,0.037205,0.025858,1,13,0.074947,0.014519,0.022955,1,13,1
0.12262,0.047187,0.03001,2,12,0.041602,0.024501,0.027107,2,12,1
0.1212,0.037205,0.019904,2,12,0.040173,0.014519,0.017001,2,12,1
0.12943,0.026316,0.01491,1,12,0.048409,0.0036298,0.012007,1,12,1
0.12309,0.030853,0.011186,1,16,0.042069,0.008167,0.0082824,1,16,1
0.10045,0.032668,0.016885,1,14,0.019433,0.0099819,0.013982,1,14,0
0.097558,0.034483,0.0041551,0,0,0.016536,0.011797,0.0012519,0,0,0
0.1104,0.033575,0.0066398,0,0,0.029379,0.010889,0.0037366,0,0,0
0.11892,0.022686,0.0053063,0,0,0.037896,0,0.0024031,0,0,0
0.12138,0.016334,0.017994,1,15,0.040354,0,0.015091,1,15,0
0.15569,0.016334,0.0027033,0,0,0.074672,0,0,0,0,0
0.23306,0.021779,0.0019588,0,0,0.15204,0.0054446,0,0,0,0
0.33286,0.021779,0.0029255,0,0,0.25184,0.0054446,0.00096673,0,0,0
0.37864,0.023593,0.0083212,0,0,0.29762,0.0072595,0.0063624,0,0,0
0.38441,0.022686,0.0024595,0,0,0.30339,0.0063521,0.00050069,0,0,0
0.41367,0.022686,0.012337,1,25,0.33265,0.0063521,0.010378,1,25,0
0.42621,0.023593,0.0085806,0,0,0.34518,0.0072595,0.0066218,0,0,0
0.42252,0.022686,0.008928,0,0,0.3415,0.0063521,0.0069692,0,0,0
