0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11374,0.050817,1105.3,4.9521,732.13,0.0029032,0,0,0.46422,23,0,0,0,0,0,0,0,0,0,0,0
0.11036,0.052632,952.9,5.1861,150.73,0.019316,1,28,0.43396,20,0,0.0018149,0,0.234,0,0.016413,1,28,0,0,0
0.095924,0.048094,898.56,5.23,1033.6,0.0065488,0,0,0.53025,22,0,0,0,0.27786,882.86,0.0036456,0,0,0.096295,2,0
0.08603,0.050817,628.86,5.3991,172.27,0.0089836,0,0,0.51252,20,0,0.0027223,0,0.44701,21.533,0.0060804,0,0,0.078566,0,0
0.081022,0.052632,478.21,5.4288,796.73,0.010476,1,23,0.44568,19,0,0.0045372,0,0.47673,646,0.0075728,1,23,0.011724,0,1
0.10007,0.049909,822.53,5.2,710.6,0.021606,1,28,0.59642,15,0.019053,0.0018149,344.32,0.24795,559.86,0.018702,1,28,0.16246,0,1
0.14551,0.047187,1524.4,5.0981,495.26,0.011753,3,15,0.50097,15,0.064491,0,1046.2,0.14598,344.53,0.00885,3,15,0.067013,0,1
0.17302,0.043557,2342.8,5.052,452.2,0.027092,2,15,0.50173,23,0.091996,0,1864.6,0.099907,301.46,0.024189,2,15,0.067772,8,1
0.18675,0.049909,2095.5,5.1199,1270.5,0.023268,2,15,0.69438,27,0.10573,0.0063521,1617.3,0.16777,1119.7,0.020365,2,15,0.26042,12,1
0.21617,0.048094,2590,5.1504,323,0.044351,2,15,0.67899,27,0.13515,0.0045372,2111.8,0.19827,172.27,0.041448,2,15,0.24503,12,1
0.237,0.040835,3476.5,5.1264,344.53,0.035876,3,15,0.69237,23,0.15598,0,2998.3,0.17428,193.8,0.032973,3,15,0.25842,8,1
0.27783,0.04265,4295.4,5.2067,323,0.037721,2,15,0.57169,31,0.19681,0.0018149,3817.2,0.25461,172.27,0.034818,2,15,0.13773,16,1
0.34117,0.045372,4902.2,5.1355,344.53,0.033533,2,15,0.71063,29,0.26015,0.0045372,4424,0.18345,193.8,0.03063,2,15,0.27667,14,1
0.34191,0.050817,5146.1,5.135,344.53,0.046985,3,14,0.70719,26,0.26088,0.0099819,4667.9,0.1829,193.8,0.044081,3,14,0.27323,11,1
0.32434,0.046279,5023.7,5.245,452.2,0.041486,3,14,0.75991,22,0.24332,0.0054446,4545.4,0.29288,301.46,0.038583,3,14,0.32596,7,1
0.33743,0.043557,5317.3,5.3629,344.53,0.058336,3,13,0.51375,26,0.25641,0.0027223,4839.1,0.41082,193.8,0.055433,3,13,0.0798,11,1
0.33475,0.055354,5321,5.2475,538.33,0.050472,3,14,0.59893,33,0.25373,0.014519,4842.8,0.2954,387.6,0.047568,3,14,0.16497,18,1
0.33208,0.058984,5497.9,5.2783,516.8,0.050421,3,4,0.66323,31,0.25106,0.018149,5019.7,0.32621,366.06,0.047518,3,4,0.22927,16,1
0.35197,0.061706,5752.7,5.1986,516.8,0.053386,4,4,1.0038,16,0.27095,0.020871,5274.5,0.24652,366.06,0.050483,4,4,0.56982,1,1
0.39327,0.053539,5124.6,5.2873,538.33,0.055622,4,4,0.77198,18,0.31225,0.012704,4646.4,0.33522,387.6,0.052719,4,4,0.33802,3,1
0.36865,0.051724,5375.4,5.0938,538.33,0.034695,3,15,0.81027,28,0.28763,0.010889,4897.2,0.14168,387.6,0.031792,3,15,0.37631,13,1
0.32917,0.055354,4789.5,5.2159,516.8,0.054446,3,13,0.74182,37,0.24815,0.014519,4311.3,0.26376,366.06,0.051543,3,13,0.30787,22,1
0.28744,0.061706,3765.2,5.2417,473.73,0.056417,3,15,0.92365,40,0.20642,0.020871,3287,0.28966,323,0.053514,3,15,0.4897,25,1
0.23658,0.076225,3027.9,5.1997,473.73,0.06223,4,4,1.0775,33,0.15556,0.03539,2549.7,0.24762,323,0.059327,4,4,0.64356,18,1
0.25424,0.07441,3015.4,5.1705,473.73,0.036358,3,14,1.0533,34,0.17322,0.033575,2537.2,0.21838,323,0.033455,3,14,0.61937,19,1
0.23828,0.079855,3090.4,5.1578,473.73,0.030413,3,13,1.0478,34,0.15726,0.03902,2612.2,0.20569,323,0.02751,3,13,0.6138,19,1
0.25225,0.07078,3374.3,5.1757,473.73,0.037086,3,13,1.042,34,0.17122,0.029946,2896,0.22361,323,0.034183,3,13,0.60803,19,1
0.27674,0.053539,2756.5,5.2608,473.73,0.042911,3,13,1.0995,10,0.19572,0.012704,2278.3,0.30871,323,0.040008,3,13,0.66557,0,1
0.27881,0.049909,3097.8,5.1121,495.26,0.034303,4,4,1.3538,9,0.19779,0.0090744,2619.6,0.15997,344.53,0.0314,4,4,0.91988,0,1
0.28615,0.046279,3138.7,5.0856,495.26,0.0332,3,4,1.4161,9,0.20513,0.0054446,2660.4,0.13351,344.53,0.030297,3,4,0.98218,0,1
0.31013,0.040835,3079,5.1042,495.26,0.02587,4,4,1.4343,9,0.22911,0,2600.8,0.15211,344.53,0.022967,4,4,1.0003,0,1
0.32891,0.033575,3891.8,5.1225,495.26,0.030095,3,11,1.367,9,0.24788,0,3413.6,0.17042,344.53,0.027192,3,11,0.93308,0,1
0.31352,0.047187,3618.1,5.2239,516.8,0.028537,5,4,1.1848,9,0.2325,0.013612,3139.8,0.27181,366.06,0.025634,5,4,0.75084,0,1
0.29234,0.054446,3491,5.1587,495.26,0.043215,3,11,1.2233,9,0.21132,0.020871,3012.8,0.20665,344.53,0.040312,3,11,0.78934,0,1
0.28573,0.049002,3221.5,5.2644,495.26,0.043364,5,5,1.2208,9,0.20471,0.015426,2743.3,0.31236,344.53,0.04046,5,5,0.78683,0,1
0.30027,0.051724,3532.6,5.1819,516.8,0.042122,3,4,1.3798,11,0.21925,0.018149,3054.3,0.22981,366.06,0.039218,3,4,0.94588,2,1
0.32575,0.053539,4211.5,5.2188,516.8,0.034627,3,11,1.2681,9,0.24473,0.019964,3733.2,0.26669,366.06,0.031724,3,11,0.83417,0,1
0.35174,0.047187,4990.2,5.1254,516.8,0.025984,4,11,1.0468,11,0.27072,0.013612,4512,0.1733,366.06,0.023081,4,11,0.61288,2,1
0.36255,0.046279,5386.5,5.178,516.8,0.035838,4,11,0.87001,10,0.28152,0.012704,4908.3,0.2259,366.06,0.032935,4,11,0.43605,1,1
0.38748,0.041742,5138.1,5.1261,516.8,0.028999,3,3,1.1569,9,0.30646,0.008167,4659.9,0.17405,366.06,0.026096,3,3,0.72293,0,1
0.42743,0.029946,4565.4,4.901,516.8,0.016567,4,10,1.4678,10,0.34641,0,4087.2,0,366.06,0.013664,4,10,1.0339,1,1
0.41261,0.028131,4240.4,5.0631,516.8,0.039451,4,11,1.3913,10,0.33159,0,3762.2,0.16212,366.06,0.036548,4,11,0.95736,1,1
0.38034,0.040835,4287.5,4.9948,516.8,0.03573,3,4,1.4815,10,0.29932,0.012704,3809.3,0.093833,366.06,0.032827,3,4,1.0475,1,1
