@relation featureMatrix-weka.filters.unsupervised.attribute.Remove-R10

@attribute unnormalizedSpectralEntropy numeric
@attribute unnormalizedSpectralEntropy_min numeric
@attribute normalizedSpectralEntropy numeric
@attribute normalizedSpectralEntropy_min numeric
@attribute mostDominantFrequency numeric
@attribute mostDominantFrequency_min numeric
@attribute cepstralMostDominantPeak numeric
@attribute cepstralMostDominantPeak_min numeric
@attribute cepstralLocPeak numeric
@attribute class {0,1}

@data
33.163,28.707,5.5808,-0.10032,236.87,129.2,0.002063,0.000784,68,0
34.38,29.925,5.6114,-0.069798,323,215.33,0.002139,0.000861,108,0
32.282,27.826,5.6655,-0.015628,796.73,689.06,0.001885,0.000606,65,0
9.7642,5.3088,5.2246,-0.45654,667.53,559.86,0.031858,0.03058,81,0
514.7,510.24,4.9392,-0.74198,732.13,624.46,0.055893,0.054614,73,1
839.57,835.11,4.4055,-1.2756,387.6,279.93,0.087243,0.085965,67,1
1156.1,1151.7,4.1233,-1.5579,387.6,279.93,0.098441,0.097163,65,1
1475.8,1471.3,4.0408,-1.6404,409.13,301.46,0.10531,0.10403,62,1
1582.9,1578.4,3.7931,-1.8881,409.13,301.46,0.08966,0.088382,61,1
1460.3,1455.8,3.8871,-1.7941,409.13,301.46,0.066747,0.065469,62,1
1464.7,1460.3,3.8208,-1.8604,387.6,279.93,0.077845,0.076566,68,1
1361,1356.5,3.8021,-1.8791,387.6,279.93,0.079565,0.078287,70,1
1313,1308.6,3.7137,-1.9675,366.06,258.4,0.088386,0.087108,72,1
1247.8,1243.3,3.8002,-1.8809,366.06,258.4,0.081728,0.080449,74,1
1424.9,1420.5,3.744,-1.9371,366.06,258.4,0.082329,0.081051,74,1
1508.3,1503.8,3.8453,-1.8359,366.06,258.4,0.097722,0.096444,75,1
1580.7,1576.3,3.8309,-1.8503,366.06,258.4,0.092808,0.09153,73,1
1588.2,1583.7,3.7355,-1.9457,366.06,258.4,0.099508,0.098229,72,1
1588.2,1583.7,3.8189,-1.8622,366.06,258.4,0.095685,0.094406,73,1
1523.1,1518.7,3.7553,-1.9259,366.06,258.4,0.084177,0.082898,72,1
1386.8,1382.3,3.8685,-1.8127,366.06,258.4,0.076374,0.075095,73,1
1479.1,1474.7,3.8778,-1.8034,366.06,258.4,0.086919,0.08564,78,1
1459.4,1455,3.838,-1.8432,344.53,236.87,0.075822,0.074544,82,1
1237.9,1233.4,4.0365,-1.6447,344.53,236.87,0.088105,0.086827,82,1
1348.3,1343.8,3.9136,-1.7675,344.53,236.87,0.080671,0.079392,82,1
1525,1520.6,3.8479,-1.8333,344.53,236.87,0.081643,0.080365,82,1
1505.9,1501.5,3.9511,-1.7301,344.53,236.87,0.082428,0.08115,81,1
1442.7,1438.2,4.0216,-1.6595,344.53,236.87,0.070705,0.069427,81,1
1714.4,1709.9,3.8986,-1.7826,667.53,559.86,0.1072,0.10592,85,1
1688.3,1683.8,3.7073,-1.9738,344.53,236.87,0.079951,0.078673,86,1
1508,1503.5,3.7428,-1.9384,344.53,236.87,0.07372,0.072441,81,1
1514.8,1510.3,3.8752,-1.8059,344.53,236.87,0.086696,0.085417,80,1
1444.8,1440.4,3.9826,-1.6985,344.53,236.87,0.082913,0.081635,81,1
1418.3,1413.8,3.97,-1.7111,344.53,236.87,0.080055,0.078776,82,1
1485.4,1481,3.9444,-1.7368,344.53,236.87,0.08924,0.087961,82,1
1599.2,1594.7,3.9118,-1.7694,344.53,236.87,0.09475,0.093472,82,1
1527.3,1522.9,3.8353,-1.8459,344.53,236.87,0.08285,0.081572,80,1
1673.6,1669.1,3.824,-1.8571,689.06,581.4,0.10051,0.099228,81,1
1706.9,1702.4,3.8618,-1.8193,667.53,559.86,0.10551,0.10423,82,1
1640,1635.5,3.76,-1.9211,667.53,559.86,0.094337,0.093059,81,1
1597.1,1592.7,3.6573,-2.0239,344.53,236.87,0.092573,0.091294,82,1
1653.8,1649.4,3.6529,-2.0283,667.53,559.86,0.088144,0.086865,83,1
1546,1541.5,3.769,-1.9122,344.53,236.87,0.090783,0.089504,82,1
1516.3,1511.8,3.7041,-1.9771,344.53,236.87,0.083335,0.082057,82,1
1628.3,1623.9,3.7759,-1.9052,344.53,236.87,0.079105,0.077827,83,1
1638.6,1634.1,3.778,-1.9031,344.53,236.87,0.0845,0.083222,83,1
1535.9,1531.5,3.7934,-1.8878,344.53,236.87,0.081554,0.080276,84,1
1689.6,1685.1,3.8097,-1.8715,344.53,236.87,0.075258,0.07398,86,1
1583.2,1578.8,3.9519,-1.7292,344.53,236.87,0.082462,0.081184,89,1
1492.5,1488.1,4,-1.6812,344.53,236.87,0.075737,0.074459,87,1
1392.3,1387.8,4.0742,-1.607,323,215.33,0.081557,0.080278,88,1
1195.3,1190.8,4.2784,-1.4028,323,215.33,0.056259,0.054981,93,1
669.98,665.52,4.6786,-1.0026,301.46,193.8,0.052129,0.050851,96,1
84.523,80.067,5.1889,-0.4923,279.93,172.27,0.03185,0.030572,18,1
83.176,78.721,5.4404,-0.24075,323,215.33,0.024161,0.022883,102,1
81.826,77.371,5.406,-0.27516,323,215.33,0.015733,0.014454,92,0
76.738,72.282,5.3658,-0.31539,301.46,193.8,0.015967,0.014688,98,0
74.14,69.684,5.4794,-0.2018,279.93,172.27,0.007975,0.006697,103,0
58.94,54.484,5.3433,-0.33791,301.46,193.8,0.0073,0.006021,113,0
43.564,39.108,5.3902,-0.29094,602.93,495.26,0.00406,0.002782,106,0
34.284,29.829,5.3887,-0.29248,323,215.33,0.003062,0.001784,87,0
34.769,30.313,5.4695,-0.21163,301.46,193.8,0.002212,0.000934,102,0
57.89,53.435,5.6504,-0.030747,301.46,193.8,0.004429,0.00315,83,0
105.15,100.7,5.6567,-0.024416,581.4,473.73,0.020864,0.019586,87,0
43.749,39.294,5.6723,-0.008841,2390.2,2282.5,0.028232,0.026954,55,0
555.39,550.93,5.5042,-0.177,2519.4,2411.7,0.03951,0.038232,92,0
398.82,394.36,5.4156,-0.26555,2497.9,2390.2,0.042465,0.041187,58,0
46.428,41.973,5.6248,-0.056375,2433.3,2325.6,0.034225,0.032946,71,0
91.064,86.609,5.6096,-0.071536,2519.4,2411.7,0.038552,0.037273,58,0
76.707,72.251,5.6663,-0.01489,193.8,86.133,0.025005,0.023727,48,0
41.847,37.392,5.5764,-0.10479,193.8,86.133,0.021176,0.019897,24,0
62.244,57.789,5.6392,-0.041975,150.73,43.066,0.020413,0.019135,136,0
80.597,76.142,5.66,-0.021126,150.73,43.066,0.026529,0.025251,21,0
97.707,93.252,5.6212,-0.059965,172.27,64.6,0.021836,0.020558,70,0
99.923,95.467,5.6217,-0.059447,8268.8,8161.1,0.016204,0.014926,26,0
80.298,75.843,5.4544,-0.22679,8053.4,7945.8,0.013666,0.012388,23,0
71.909,67.453,5.4676,-0.21359,7945.8,7838.1,0.008707,0.007429,84,0
65.314,60.858,5.5517,-0.12945,8742.5,8634.8,0.008389,0.007111,3,0
41.631,37.176,5.6923,0,8031.9,7924.2,0.003587,0.002309,79,0
30.537,26.081,5.6791,-0.013213,193.8,86.133,0.001377,0.000099,10,0
34.919,30.464,5.6586,-0.033696,236.87,129.2,0.001557,0.000279,42,0
71.057,66.602,5.6523,-0.039971,344.53,236.87,0.005953,0.004674,65,0
21.543,17.088,4.755,-0.93732,323,215.33,0.010146,0.008867,103,0
466.71,462.26,4.4693,-1.223,559.86,452.2,0.042776,0.041498,108,1
1001.3,996.85,4.6277,-1.0646,624.46,516.8,0.04452,0.043242,86,1
1381.3,1376.8,4.6746,-1.0177,710.6,602.93,0.061437,0.060158,71,1
1741.9,1737.4,4.5331,-1.1592,409.13,301.46,0.10026,0.098982,63,1
1972.2,1967.7,4.3707,-1.3216,409.13,301.46,0.11366,0.11238,59,1
2065.3,2060.9,3.9973,-1.6951,430.66,323,0.11153,0.11025,55,1
2091.4,2086.9,3.8684,-1.8239,430.66,323,0.11369,0.11242,56,1
1871.7,1867.3,3.8904,-1.8019,409.13,301.46,0.10547,0.10419,58,1
1743.8,1739.3,3.9907,-1.7016,409.13,301.46,0.09305,0.091772,61,1
1746.5,1742,3.9598,-1.7325,409.13,301.46,0.10442,0.10314,64,1
1660.1,1655.6,3.9604,-1.7319,387.6,279.93,0.11284,0.11157,65,1
1719,1714.6,3.9879,-1.7044,387.6,279.93,0.12377,0.12249,66,1
1780.5,1776,4.3309,-1.3614,387.6,279.93,0.11933,0.11805,68,1
1689.5,1685.1,4.0776,-1.6147,387.6,279.93,0.1249,0.12362,69,1
1550.4,1545.9,4.0367,-1.6556,387.6,279.93,0.1156,0.11432,68,1
1479.4,1474.9,4.0216,-1.6707,387.6,279.93,0.11049,0.10921,70,1
1438.8,1434.3,4.1316,-1.5608,387.6,279.93,0.11599,0.11471,71,1
1405.6,1401.1,4.0411,-1.6512,366.06,258.4,0.12253,0.12125,72,1
1482.5,1478.1,3.9905,-1.7018,732.13,624.46,0.12385,0.12257,73,1
1542.7,1538.2,4.0999,-1.5924,366.06,258.4,0.13509,0.13381,72,1
1599.5,1595.1,4.166,-1.5263,366.06,258.4,0.12361,0.12234,71,1
1572.7,1568.2,4.1905,-1.5018,387.6,279.93,0.12543,0.12415,69,1
1516.1,1511.6,4.3654,-1.3269,387.6,279.93,0.12451,0.12323,70,1
1487.7,1483.3,4.3415,-1.3508,732.13,624.46,0.13026,0.12898,71,1
1801.8,1797.3,4.4388,-1.2535,732.13,624.46,0.1389,0.13762,69,1
2030.6,2026.1,4.2533,-1.439,753.66,646,0.15502,0.15374,68,1
2044.9,2040.5,4.1687,-1.5236,753.66,646,0.15441,0.15313,69,1
2071.8,2067.4,4.1223,-1.57,753.66,646,0.16104,0.15976,69,1
2062.7,2058.3,4.1548,-1.5375,753.66,646,0.1613,0.16002,68,1
2072.9,2068.4,4.1122,-1.5801,753.66,646,0.16126,0.15998,68,1
2069.4,2064.9,4.1851,-1.5072,753.66,646,0.1597,0.15842,68,1
2086.8,2082.4,4.1504,-1.5419,753.66,646,0.17288,0.17161,68,1
2189.2,2184.7,4.1746,-1.5177,753.66,646,0.17312,0.17184,67,1
2287.9,2283.5,4.1548,-1.5375,753.66,646,0.18208,0.1808,67,1
2301.7,2297.3,4.1291,-1.5632,753.66,646,0.18441,0.18314,67,1
2290,2285.5,4.241,-1.4513,753.66,646,0.18589,0.18461,67,1
2298.7,2294.2,4.1835,-1.5088,753.66,646,0.19369,0.19241,68,1
2351,2346.5,4.3109,-1.3814,753.66,646,0.19162,0.19035,68,1
2315.5,2311,4.3564,-1.3359,753.66,646,0.18979,0.18852,68,1
2315.9,2311.4,4.4826,-1.2097,753.66,646,0.16615,0.16487,68,1
2429.4,2425,4.5797,-1.1126,387.6,279.93,0.13337,0.1321,67,1
2446.8,2442.3,4.6613,-1.031,387.6,279.93,0.1205,0.11922,67,1
2424.1,2419.6,4.7976,-0.89472,387.6,279.93,0.10317,0.1019,67,1
2293.2,2288.7,4.8146,-0.87766,387.6,279.93,0.10035,0.099072,68,1
2262.5,2258,5.0473,-0.64504,387.6,279.93,0.073037,0.071758,71,1
3461,3456.5,5.167,-0.52531,366.06,258.4,0.099009,0.09773,71,1
5132.8,5128.4,5.1794,-0.5129,1055.1,947.46,0.13633,0.13505,76,1
6434.3,6429.8,5.1865,-0.50579,1055.1,947.46,0.11248,0.1112,74,1
6730.3,6725.8,5.1093,-0.58297,1055.1,947.46,0.10599,0.10472,74,1
6280.9,6276.4,5.0802,-0.61208,2433.3,2325.6,0.12139,0.12011,74,1
7497.7,7493.2,5.2308,-0.46146,1055.1,947.46,0.09375,0.092472,76,1
7942.4,7937.9,5.2326,-0.45973,1055.1,947.46,0.14183,0.14055,77,1
8881.8,8877.3,5.297,-0.39533,1055.1,947.46,0.099913,0.098635,75,1
9276.1,9271.7,5.2591,-0.4332,1055.1,947.46,0.061029,0.059751,72,1
9993.3,9988.8,5.2676,-0.42467,1076.7,968.99,0.11458,0.1133,72,1
9938.6,9934.2,5.3144,-0.3779,2454.8,2347.1,0.086967,0.085689,75,1
10821,10817,5.4064,-0.28589,2433.3,2325.6,0.092446,0.091168,70,1
10561,10557,5.3411,-0.35118,2433.3,2325.6,0.10441,0.10314,71,1
10542,10538,5.3646,-0.32772,2433.3,2325.6,0.11669,0.11541,74,1
10812,10807,5.3983,-0.29399,2433.3,2325.6,0.14141,0.14013,76,1
11125,11121,5.377,-0.31526,2411.7,2304.1,0.094066,0.092788,80,1
12108,12103,5.4454,-0.2469,2562.5,2454.8,0.090204,0.088925,72,1
11148,11144,5.329,-0.36334,2540.9,2433.3,0.1295,0.12823,72,1
10302,10298,5.2568,-0.43554,2540.9,2433.3,0.11427,0.11299,85,1
10654,10649,5.2819,-0.41041,2540.9,2433.3,0.11982,0.11854,84,1
10579,10574,5.297,-0.39531,2540.9,2433.3,0.097889,0.096611,72,1
11404,11400,5.3866,-0.30573,2863.9,2756.2,0.080542,0.079263,85,1
11931,11926,5.4689,-0.22339,2885.4,2777.8,0.095313,0.094035,72,1
11703,11699,5.4075,-0.28483,2885.4,2777.8,0.10451,0.10324,72,1
12356,12352,5.4574,-0.23493,2885.4,2777.8,0.094172,0.092894,72,1
12170,12166,5.4739,-0.21841,2734.7,2627.1,0.079707,0.078429,74,1
12471,12466,5.4995,-0.19278,2907,2799.3,0.083612,0.082333,72,1
12392,12387,5.5194,-0.17293,689.06,581.4,0.081316,0.080038,73,1
11612,11607,5.4766,-0.21574,3057.7,2950,0.11629,0.11501,74,1
10042,10037,5.3357,-0.3566,3057.7,2950,0.15931,0.15804,77,1
10020,10016,5.392,-0.30027,3036.2,2928.5,0.13029,0.12901,78,1
9254.2,9249.8,5.4366,-0.25568,2993.1,2885.4,0.14759,0.14631,82,1
8131.6,8127.1,5.3747,-0.31759,2950,2842.4,0.12246,0.12118,82,1
7159,7154.6,5.3067,-0.38563,2907,2799.3,0.097388,0.09611,83,1
6416.3,6411.8,5.2617,-0.43064,2863.9,2756.2,0.15553,0.15426,87,1
6774.8,6770.4,5.2949,-0.39742,2863.9,2756.2,0.11438,0.1131,88,1
6399.5,6395,5.2994,-0.39294,2863.9,2756.2,0.13137,0.13009,88,1
6261.1,6256.6,5.3285,-0.36383,2885.4,2777.8,0.15835,0.15707,85,1
5775.9,5771.5,5.1311,-0.56123,2907,2799.3,0.25067,0.24939,84,1
6864.4,6860,5.1998,-0.49248,2907,2799.3,0.23289,0.23161,85,1
7477.4,7472.9,5.0558,-0.63652,5426.4,5318.7,0.32751,0.32623,86,1
7261.4,7256.9,4.7928,-0.89948,5706.3,5598.6,0.39416,0.39288,87,1
7213.4,7209,4.7431,-0.94922,5706.3,5598.6,0.39816,0.39688,87,1
7553.5,7549.1,4.928,-0.76426,2842.4,2734.7,0.33699,0.33571,87,1
7159.3,7154.9,5.0004,-0.6919,947.46,839.79,0.23884,0.23756,89,1
6215.3,6210.9,4.9689,-0.72344,925.93,818.26,0.23032,0.22904,92,1
5403.4,5398.9,4.9399,-0.75241,925.93,818.26,0.19331,0.19203,94,1
4776,4771.6,4.9001,-0.79225,904.39,796.73,0.14468,0.1434,98,1
3966.9,3962.4,4.6853,-1.007,882.86,775.2,0.1575,0.15622,101,1
3562.1,3557.7,4.5369,-1.1554,861.33,753.66,0.15742,0.15614,104,1
3046.5,3042.1,4.4578,-1.2346,861.33,753.66,0.14562,0.14434,105,1
2774.7,2770.2,4.3577,-1.3346,839.79,732.13,0.13548,0.1342,107,1
2580,2575.6,4.2545,-1.4378,839.79,732.13,0.12629,0.12501,109,1
2723,2718.5,4.1094,-1.5829,839.79,732.13,0.14281,0.14154,109,1
2769.8,2765.3,3.9681,-1.7243,839.79,732.13,0.15193,0.15065,107,1
2544.3,2539.9,4.006,-1.6863,839.79,732.13,0.14015,0.13888,108,1
2368.6,2364.1,3.975,-1.7174,839.79,732.13,0.14067,0.1394,109,1
2278.5,2274.1,4.0883,-1.604,839.79,732.13,0.12242,0.12114,108,1
2286.8,2282.4,3.8786,-1.8137,861.33,753.66,0.12704,0.12576,106,1
2158.8,2154.4,3.9038,-1.7885,861.33,710.6,0.12947,0.12819,106,1
2033.2,2028.7,3.9159,-1.7764,861.33,710.6,0.12187,0.12059,106,1
1992.3,1987.8,3.9345,-1.7578,861.33,710.6,0.12303,0.12175,105,1
1815.2,1805.4,3.944,-1.7483,861.33,710.6,0.11992,0.11864,105,1
1622.3,1612.5,3.9875,-1.7048,861.33,710.6,0.12134,0.12006,104,1
1411.4,1401.6,4.1083,-1.584,861.33,710.6,0.1098,0.10852,106,1
1066,1056.3,4.1589,-1.5334,839.79,689.06,0.098439,0.097161,108,1
897.81,888.05,4.1628,-1.5295,839.79,689.06,0.086797,0.085519,111,1
754.74,744.98,4.0781,-1.6142,818.26,667.53,0.093237,0.091959,111,1
712.7,702.94,4.168,-1.5243,839.79,689.06,0.086476,0.085198,109,1
736.83,727.07,4.109,-1.5833,839.79,689.06,0.086811,0.085533,107,1
711.57,701.81,4.1354,-1.5569,861.33,710.6,0.084533,0.083255,107,1
640.05,630.28,4.1687,-1.5236,861.33,710.6,0.07365,0.072371,105,1
563.73,553.96,4.173,-1.5193,839.79,689.06,0.072596,0.071318,107,1
516.77,507.01,4.205,-1.4873,581.4,430.66,0.07027,0.068991,107,1
629.33,619.57,4.064,-1.6283,581.4,430.66,0.077404,0.076125,101,1
690.46,680.69,3.9478,-1.7445,602.93,452.2,0.073498,0.072219,101,1
708.87,699.11,3.9638,-1.7285,602.93,452.2,0.084909,0.083631,101,1
761.11,751.34,3.9118,-1.7805,602.93,452.2,0.083221,0.081943,98,1
823.7,813.93,3.9341,-1.7582,602.93,452.2,0.083664,0.082385,97,1
826.46,816.7,3.8942,-1.7982,624.46,473.73,0.083742,0.082463,96,1
639.16,629.4,4.0481,-1.6442,602.93,452.2,0.084642,0.083363,99,1
648.94,639.17,4.0343,-1.658,602.93,452.2,0.093295,0.092017,99,1
779.27,769.5,4.0117,-1.6806,602.93,452.2,0.087554,0.086276,97,1
774.31,764.54,3.9868,-1.7055,602.93,452.2,0.08356,0.082282,97,1
692.27,682.51,3.9167,-1.7756,602.93,452.2,0.092075,0.090796,98,1
704.59,694.82,3.9416,-1.7507,602.93,452.2,0.097381,0.096102,98,1
739.93,730.17,3.9234,-1.7689,602.93,452.2,0.092938,0.09166,99,1
719,709.24,3.9385,-1.7538,602.93,452.2,0.090882,0.089603,99,1
636.35,626.59,3.9504,-1.7419,602.93,452.2,0.089931,0.088653,100,1
586.43,576.66,4.0244,-1.6679,602.93,452.2,0.086454,0.085175,101,1
747.9,738.14,4.017,-1.6753,602.93,452.2,0.098156,0.096878,99,1
830.43,820.67,3.9714,-1.7209,602.93,452.2,0.094921,0.093642,99,1
912.62,902.85,4.096,-1.5963,624.46,473.73,0.092359,0.09108,95,1
957.58,947.81,3.9096,-1.7827,624.46,473.73,0.10587,0.1046,95,1
909.72,899.96,3.9232,-1.7691,624.46,473.73,0.099727,0.098449,96,1
1066.8,1057,4.0549,-1.6374,624.46,473.73,0.095584,0.094306,93,1
1451.6,1441.9,3.7837,-1.9086,624.46,473.73,0.10849,0.10721,91,1
1850,1840.2,3.708,-1.9843,624.46,473.73,0.11276,0.11149,92,1
1708,1698.2,3.7986,-1.8937,624.46,473.73,0.093301,0.092022,92,1
1558.9,1549.2,3.9723,-1.72,602.93,452.2,0.035874,0.034595,98,1
259.51,249.75,3.9985,-1.6938,279.93,129.2,0.009136,0.007857,120,1
24.693,14.929,4.3588,-1.3336,624.46,473.73,0.012259,0.010981,94,0
26.066,16.302,4.2915,-1.4008,624.46,473.73,0.010799,0.00952,91,0
39.42,29.656,4.7833,-0.90904,323,172.27,0.008525,0.007246,94,0
42.693,32.929,4.9456,-0.74675,624.46,473.73,0.00558,0.004302,97,0
41.803,32.039,5.1012,-0.59113,301.46,150.73,0.00463,0.003352,86,0
39.018,29.253,5.2626,-0.42971,301.46,150.73,0.004017,0.00264,96,0
43.42,33.656,5.4682,-0.22413,581.4,430.66,0.003198,0.001821,95,0
49.488,39.724,5.4077,-0.28456,344.53,193.8,0.004357,0.002979,82,0
54.637,44.873,5.5512,-0.14116,602.93,452.2,0.003415,0.002038,87,0
64.868,55.104,5.4933,-0.19899,2282.5,2131.8,0.003526,0.002149,25,0
83.587,73.823,5.5743,-0.11798,947.46,796.73,0.008249,0.006872,29,0
88.564,78.799,5.5393,-0.15301,861.33,710.6,0.009148,0.007771,53,0
88.477,78.713,5.5222,-0.17013,1055.1,904.39,0.009592,0.008214,31,0
85.073,75.309,5.4462,-0.24607,1119.7,968.99,0.010966,0.009589,26,0
68.822,47.279,5.3281,-0.36421,1055.1,904.39,0.015876,0.014498,29,0
90.048,68.505,5.5063,-0.18599,1055.1,904.39,0.011805,0.010428,122,0
86.549,65.005,5.4638,-0.22853,968.99,818.26,0.015431,0.014054,46,0
102.28,80.737,5.6407,-0.051616,775.2,624.46,0.009747,0.00837,64,0
89.311,67.768,5.4979,-0.19438,904.39,753.66,0.014653,0.013276,95,0
87.92,66.376,5.5662,-0.12609,990.53,839.79,0.006258,0.004881,116,0
80.449,58.906,5.4751,-0.21723,968.99,818.26,0.007288,0.005911,54,0
74.97,53.427,5.5919,-0.10044,990.53,839.79,0.005636,0.004259,82,0
67.634,46.091,5.4761,-0.21617,1141.3,990.53,0.005957,0.00458,100,0
56.88,35.337,5.4773,-0.21498,925.93,775.2,0.003972,0.002595,86,0
48.97,27.427,5.4463,-0.246,968.99,818.26,0.002704,0.001327,123,0
38.16,16.616,5.4389,-0.2534,775.2,624.46,0.002927,0.00155,123,0
33.567,12.024,5.5511,-0.14122,323,172.27,0.002253,0.000876,114,0
39.357,17.814,5.6275,-0.064841,172.27,21.533,0.002327,0.00095,28,0
42.446,20.903,5.6384,-0.053951,990.53,839.79,0.002694,0.001317,82,0
47.432,25.889,5.4787,-0.21364,258.4,107.67,0.002843,0.001466,79,0
0.39021,0,4.4337,-1.2586,581.4,430.66,0.009925,0.008548,107,0
263,262.61,4.1882,-1.5041,667.53,516.8,0.007781,0.006404,95,1
151.51,151.12,4.5261,-1.1662,602.93,452.2,0.007245,0.005868,94,1
42.82,42.43,4.8982,-0.79411,732.13,581.4,0.011004,0.009627,153,1
299.54,299.15,4.7675,-0.92479,602.93,452.2,0.021269,0.019892,96,1
782.88,782.49,4.3214,-1.371,667.53,516.8,0.055006,0.053629,81,1
997.5,997.11,3.8855,-1.8068,689.06,538.33,0.091531,0.090154,77,1
1105.4,1105,3.7619,-1.9304,689.06,538.33,0.093725,0.092348,77,1
1252.7,1252.3,3.7089,-1.9834,689.06,538.33,0.098062,0.096685,77,1
1616.6,1616.2,3.7081,-1.9842,710.6,559.86,0.094521,0.093143,76,1
1774.6,1774.2,3.6353,-2.057,710.6,559.86,0.091322,0.089945,75,1
1701.1,1700.7,3.6984,-1.9939,689.06,538.33,0.088638,0.087261,78,1
1560.9,1560.5,3.6728,-2.0195,689.06,538.33,0.091552,0.090175,80,1
1362.2,1361.8,3.7092,-1.9831,689.06,538.33,0.076019,0.074642,79,1
1331.4,1331,3.4664,-2.2259,689.06,538.33,0.080134,0.078757,78,1
1376.5,1376.1,3.4792,-2.2131,689.06,538.33,0.085264,0.083887,78,1
1364.1,1363.7,3.581,-2.1113,689.06,538.33,0.082742,0.081365,78,1
1444.3,1443.9,3.5601,-2.1322,710.6,559.86,0.076977,0.0756,76,1
1514.2,1513.8,3.4152,-2.2771,710.6,559.86,0.070013,0.068636,73,1
1466.2,1465.8,3.5263,-2.166,710.6,559.86,0.072652,0.071275,73,1
1497.6,1497.2,3.537,-2.1553,710.6,559.86,0.072325,0.070948,74,1
1422.7,1422.4,3.6359,-2.0564,387.6,236.87,0.064176,0.062799,71,1
1398.5,1398.1,3.6754,-2.0169,366.06,215.33,0.065269,0.063892,72,1
1399.4,1399,3.5432,-2.1491,366.06,215.33,0.07019,0.068812,75,1
1382.4,1382,3.6212,-2.0711,366.06,215.33,0.075296,0.073919,73,1
1444.6,1444.2,3.4466,-2.2457,387.6,236.87,0.074534,0.073157,70,1
1536.2,1535.8,3.5103,-2.182,387.6,236.87,0.082798,0.081421,70,1
1395.9,1395.5,3.5503,-2.142,387.6,236.87,0.080194,0.078817,70,1
1394.2,1393.9,3.574,-2.1183,387.6,236.87,0.079624,0.078247,71,1
1476.3,1475.9,3.5222,-2.1701,366.06,215.33,0.079727,0.07835,73,1
1364.6,1364.2,3.5452,-2.1471,366.06,215.33,0.06958,0.068203,74,1
1417.5,1417.1,3.7443,-1.948,366.06,215.33,0.059424,0.058047,75,1
1275.4,1275,3.7339,-1.9584,344.53,193.8,0.05932,0.057943,82,1
1169.7,1169.3,3.7784,-1.9139,344.53,193.8,0.065679,0.064302,87,1
1303.3,1302.9,3.6832,-2.0091,344.53,193.8,0.06354,0.062163,87,1
1203.5,1203.1,3.8475,-1.8448,323,172.27,0.063537,0.06216,88,1
1181.7,1181.3,3.7469,-1.9454,323,172.27,0.067301,0.065924,90,1
1105,1104.7,3.8222,-1.8701,323,172.27,0.060103,0.058726,90,1
1136.1,1135.7,3.7059,-1.9864,323,172.27,0.063543,0.062166,89,1
1232.6,1232.2,3.9814,-1.7109,323,172.27,0.066904,0.065527,89,1
1117.4,1117,3.8735,-1.8188,323,172.27,0.067031,0.065654,93,1
957.48,957.09,3.8369,-1.8554,323,172.27,0.048853,0.047476,93,1
971.4,971.01,3.9682,-1.7241,323,172.27,0.053425,0.052048,97,1
718.18,717.79,4.0441,-1.6482,301.46,150.73,0.047471,0.046094,100,1
155.15,154.76,4.742,-0.95032,279.93,129.2,0.030847,0.02947,109,1
8.2217,7.8315,4.9052,-0.78711,301.46,150.73,0.017011,0.015634,95,1
582.08,581.69,3.8564,-1.8359,215.33,64.6,0.009644,0.008267,55,1
144.8,144.41,3.6208,-2.0715,172.27,21.533,0.006638,0.005261,23,1
126.98,126.59,3.493,-2.1993,215.33,64.6,0.002468,0.001091,117,1
582.87,582.48,2.7096,-2.9827,215.33,64.6,0.002664,0.001287,146,1
2.6958,2.3056,3.902,-1.7903,172.27,21.533,0.001162,0,46,1
34.145,33.755,4.8064,-0.88591,172.27,21.533,0.001457,0.000295,107,1
54.803,54.413,5.6626,-0.0297,172.27,21.533,0.003075,0.001912,156,1
82.7,82.31,5.4816,-0.21074,753.66,581.4,0.011964,0.010801,18,0
71.659,71.269,5.5274,-0.16493,6223.1,6050.8,0.01924,0.018078,132,0
102.56,102.17,5.6305,-0.061841,193.8,21.533,0.018602,0.01744,60,0
109.53,109.14,5.7273,0,990.53,818.26,0.012788,0.011626,39,0
99.929,99.538,5.6415,-0.085831,1098.2,925.93,0.013838,0.012676,93,0
100.43,100.04,5.6442,-0.083094,2153.3,1981.1,0.011228,0.010066,95,0
103.53,103.14,5.6404,-0.086956,2196.4,2024.1,0.015752,0.01459,89,0
104.98,104.59,5.654,-0.073323,6373.8,6201.6,0.015752,0.01459,44,0
80.132,79.742,5.4757,-0.25164,1615,1442.7,0.017785,0.016623,27,0
96.1,95.71,5.5793,-0.14799,925.93,753.66,0.011839,0.010677,21,0
88.247,87.857,5.5707,-0.1566,6675.3,6503,0.010704,0.009542,15,0
81.088,80.697,5.5214,-0.20593,6546.1,6373.8,0.009935,0.008773,14,0
86.696,86.305,5.5193,-0.20798,6546.1,6373.8,0.009007,0.007845,70,0
56.122,55.731,5.632,-0.095262,839.79,667.53,0.002849,0.001687,69,0
37.308,36.918,5.6564,-0.070914,818.26,646,0.002255,0.001092,59,0
37.757,37.367,5.7038,-0.023466,323,150.73,0.002169,0.001007,81,0
48.397,48.007,5.6496,-0.077683,279.93,107.67,0.003422,0.00226,129,0
84.494,84.104,5.6765,-0.050763,882.86,710.6,0.005996,0.004833,97,0
