@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.35174,0.047187,1.0468,11,0.27072,0.013612,0.61288,2,1
0.36255,0.046279,0.87001,10,0.28152,0.012704,0.43605,1,1
0.38748,0.041742,1.1569,9,0.30646,0.008167,0.72293,0,1
0.42743,0.029946,1.4678,10,0.34641,0,1.0339,1,1
0.41261,0.028131,1.3913,10,0.33159,0,0.95736,1,1
0.38034,0.040835,1.4815,10,0.29932,0.012704,1.0475,1,1
0.35669,0.058076,1.3228,9,0.27567,0.029946,0.88886,0,1
0.328,0.057169,1.2309,11,0.24698,0.029038,0.7969,2,1
0.35554,0.046279,1.4398,9,0.27452,0.018149,1.0058,0,1
0.37532,0.039927,1.4752,9,0.2943,0.011797,1.0412,0,1
0.36505,0.03176,1.4502,9,0.28403,0.0036298,1.0162,0,1
0.37169,0.029946,1.3756,9,0.29066,0.0018149,0.94168,0,1
0.38162,0.027223,1.4166,9,0.30059,0,0.9826,0,1
0.40159,0.022686,1.3741,10,0.32057,0,0.94014,1,1
0.41895,0.023593,1.5091,10,0.33793,0.00090744,1.0751,1,1
0.37387,0.025408,1.4878,10,0.29285,0.0027223,1.0539,1,1
0.30238,0.025408,1.4695,10,0.22136,0.0027223,1.0355,1,1
0.26419,0.023593,1.2011,10,0.18316,0.00090744,0.76713,1,1
0.21608,0.023593,1.3219,9,0.13506,0.00090744,0.8879,0,1
0.15597,0.037205,0.71995,8,0.074947,0.014519,0.286,0,1
0.12262,0.047187,0.44637,16,0.041602,0.024501,0.012418,8,1
0.1212,0.037205,0.32531,18,0.040173,0.014519,0,10,1
0.12943,0.026316,0.53292,9,0.048409,0.0036298,0.20761,1,1
0.12309,0.030853,0.47692,10,0.042069,0.008167,0.15161,2,1
0.10045,0.032668,0.53466,24,0.019433,0.0099819,0.20935,16,0
0.097558,0.034483,0.58892,8,0.016536,0.011797,0.26361,0,0
0.1104,0.033575,0.66574,10,0.029379,0.010889,0.34043,2,0
0.11892,0.022686,0.85086,7,0.037896,0,0.52554,0,0
0.12138,0.016334,0.60688,7,0.040354,0,0.28157,0,0
0.15569,0.016334,0.49423,11,0.074672,0,0.16892,4,0
0.23306,0.021779,0.95754,10,0.15204,0.0054446,0.63223,3,0
0.33286,0.021779,1.2903,10,0.25184,0.0054446,0.96502,3,0
0.37864,0.023593,1.3341,10,0.29762,0.0072595,1.0088,3,0
0.38441,0.022686,1.2236,10,0.30339,0.0063521,0.89824,3,0
0.41367,0.022686,1.2103,10,0.33265,0.0063521,0.88497,3,0
0.42621,0.023593,1.295,10,0.34518,0.0072595,0.96972,3,0
0.42252,0.022686,1.2542,10,0.3415,0.0063521,0.92885,3,0
0.40001,0.023593,1.0902,9,0.31899,0.0072595,0.76492,2,0
0.3242,0.029038,0.9233,9,0.24317,0.012704,0.59799,2,0
0.31747,0.027223,0.89137,9,0.23645,0.010889,0.56605,2,0
0.32764,0.023593,0.80318,9,0.24662,0.0072595,0.47787,2,0
0.29687,0.020871,0.47437,9,0.21584,0.0045372,0.14906,2,0
0.32943,0.023593,0.88105,8,0.24841,0.0072595,0.55574,1,0
0.31557,0.034483,0.87413,8,0.23455,0.018149,0.54882,1,0
0.25615,0.032668,0.69525,9,0.17513,0.016334,0.36994,2,0
0.22409,0.022686,0.70718,9,0.14307,0.0063521,0.38187,2,0
0.16253,0.034483,0.49486,8,0.081511,0.018149,0.16955,1,0
0.1551,0.03902,0.68106,11,0.074078,0.022686,0.35575,4,0
0.1621,0.027223,0.52935,12,0.081079,0.010889,0.20404,5,0
0.12463,0.024501,0.58123,15,0.043607,0.008167,0.25591,8,1
0.14387,0.026316,0.40959,10,0.062852,0.0099819,0.084279,3,1
0.1714,0.033575,0.78655,9,0.090381,0.017241,0.46124,2,1
0.19385,0.038113,1.0926,9,0.11282,0.021779,0.76726,2,1
0.22809,0.037205,0.8956,9,0.14706,0.020871,0.57028,2,1
0.26391,0.030853,0.84724,13,0.18289,0.014519,0.52193,6,1
0.26974,0.036298,1.1054,17,0.18871,0.019964,0.78008,10,1
0.28303,0.044465,0.79443,16,0.20201,0.028131,0.46912,9,1
0.27684,0.043557,0.65148,24,0.19582,0.027223,0.32617,17,1
0.26312,0.039927,0.73949,19,0.18209,0.023593,0.41418,12,1
0.2547,0.036298,0.91962,11,0.17368,0.019964,0.5943,4,1
0.23618,0.046279,0.9874,20,0.15516,0.029946,0.66208,13,1
0.26203,0.044465,1.2874,21,0.18101,0.028131,0.9621,14,1
0.253,0.039927,0.88765,24,0.17198,0.023593,0.56233,17,1
0.23706,0.048094,0.98711,33,0.15604,0.03176,0.6618,26,1
0.25501,0.04265,0.95137,18,0.17399,0.026316,0.62606,11,1
0.2615,0.033575,1.1388,11,0.18047,0.017241,0.8135,4,1
0.25246,0.03539,0.94761,9,0.17144,0.019056,0.6223,2,1
0.27432,0.041742,1.151,10,0.1933,0.025408,0.82572,3,1
0.28348,0.046279,0.93868,10,0.20246,0.029946,0.61336,3,1
0.27681,0.047187,0.94029,15,0.19578,0.030853,0.61498,8,1
0.28956,0.044465,1.075,9,0.20853,0.028131,0.7497,2,1
0.26408,0.050817,0.76849,8,0.18306,0.034483,0.44318,1,1
0.2518,0.045372,0.74459,11,0.17078,0.029038,0.41927,4,1
0.23544,0.051724,0.93176,21,0.15442,0.03539,0.60645,14,1
0.20557,0.064428,0.78304,32,0.12454,0.048094,0.45772,25,1
0.18997,0.065336,0.83886,28,0.10895,0.049002,0.51355,21,1
0.17326,0.072595,0.66154,81,0.092242,0.056261,0.33623,74,1
0.17037,0.071688,0.80636,90,0.089348,0.055354,0.48105,83,1
0.18045,0.063521,0.89905,54,0.099429,0.047187,0.57374,47,1
0.17406,0.068058,1.1116,48,0.093038,0.051724,0.78625,41,1
0.17384,0.065336,0.91293,36,0.092815,0.049002,0.58762,29,1
0.20526,0.044465,0.96181,9,0.12423,0.028131,0.6365,2,1
0.21502,0.045372,1.1005,8,0.134,0.029038,0.77524,1,1
0.22894,0.049002,0.79322,19,0.14792,0.032668,0.4679,12,1
0.22628,0.058076,0.72068,32,0.14526,0.041742,0.39537,25,1
0.20253,0.062613,0.78572,30,0.12151,0.046279,0.46041,23,1
0.19255,0.053539,0.97874,23,0.11153,0.037205,0.65343,16,1
0.20046,0.049909,0.99697,19,0.11944,0.033575,0.67166,12,1
0.21265,0.046279,1.0451,16,0.13163,0.029946,0.71974,9,1
0.2007,0.058076,1.1868,28,0.11968,0.041742,0.86149,21,1
0.20804,0.065336,1.0561,26,0.12702,0.049002,0.7308,19,1
0.21367,0.067151,1.0549,23,0.13264,0.050817,0.72961,16,1
0.2045,0.076225,0.8979,20,0.12348,0.059891,0.57259,13,1
0.20139,0.071688,0.77322,22,0.12036,0.055354,0.44791,15,1
0.18433,0.064428,0.68768,28,0.10331,0.048094,0.36237,21,1
0.18065,0.058984,0.72621,19,0.09963,0.04265,0.4009,12,1
0.18669,0.053539,0.77354,23,0.10566,0.037205,0.44823,16,1
0.19173,0.048094,0.83768,25,0.11071,0.03176,0.51237,18,1
0.20186,0.048094,0.64294,25,0.12083,0.03176,0.31763,18,1
0.21009,0.052632,0.59401,17,0.12906,0.036298,0.2687,10,1
0.20687,0.049909,0.56655,23,0.12584,0.033575,0.24124,16,1
0.19454,0.059891,0.72224,19,0.11352,0.043557,0.39692,12,1
0.18805,0.059891,0.90762,18,0.10703,0.043557,0.58231,11,1
0.18972,0.054446,0.66427,21,0.1087,0.038113,0.33895,14,1
0.18986,0.058984,0.6719,39,0.10884,0.04265,0.34659,32,1
0.1958,0.049909,0.94507,40,0.11478,0.033575,0.61976,33,1
0.1916,0.047187,1.0727,40,0.11058,0.030853,0.74737,33,1
0.18835,0.057169,1.0743,40,0.10733,0.040835,0.74898,33,1
0.19606,0.060799,1.0539,40,0.11504,0.044465,0.72861,33,1
0.20499,0.061706,1.1997,40,0.12397,0.045372,0.87434,33,1
0.23473,0.057169,1.2087,23,0.1537,0.040835,0.88336,16,1
0.2608,0.049909,1.4596,10,0.17977,0.033575,1.1343,3,1
0.25841,0.058076,1.4678,9,0.17739,0.041742,1.1425,2,1
0.24898,0.062613,1.4475,30,0.16796,0.046279,1.1222,23,1
0.26202,0.052632,1.4336,9,0.181,0.036298,1.1083,2,1
0.27535,0.049909,1.4885,9,0.19432,0.033575,1.1632,2,1
0.27321,0.047187,1.5038,9,0.19219,0.030853,1.1785,2,1
0.26895,0.044465,1.439,9,0.18793,0.028131,1.1137,2,1
0.2713,0.038113,1.3465,9,0.19028,0.021779,1.0211,2,1
0.28195,0.036298,1.399,9,0.20093,0.019964,1.0737,2,1
0.30455,0.033575,1.3459,9,0.22353,0.017241,1.0206,2,1
0.29554,0.037205,1.2206,9,0.21452,0.020871,0.89528,2,1
0.26148,0.045372,0.96387,9,0.18045,0.029038,0.63855,2,1
0.25123,0.044465,1.1937,9,0.17021,0.028131,0.86839,2,1
0.27281,0.044465,1.1075,9,0.19179,0.028131,0.78223,2,1
0.29305,0.045372,0.99933,9,0.21203,0.029038,0.67402,2,1
0.31286,0.040835,1.161,9,0.23184,0.024501,0.83571,2,1
0.31532,0.033575,1.2509,9,0.2343,0.017241,0.92561,2,1
0.29869,0.03539,1.2296,9,0.21766,0.019056,0.90433,2,1
0.28476,0.03902,1.1621,9,0.20374,0.022686,0.83674,2,1
0.27511,0.036298,0.96296,9,0.19409,0.019964,0.63765,2,1
0.33742,0.037205,0.56977,15,0.25639,0.020871,0.24445,8,1
0.3645,0.043557,0.3938,22,0.28347,0.027223,0.068491,15,1
0.41747,0.036298,0.53356,15,0.33645,0.019964,0.20825,8,1
0.49345,0.032668,0.89715,11,0.41243,0.016334,0.57184,4,1
0.50677,0.036298,0.52027,14,0.42575,0.019964,0.19496,7,1
0.48501,0.033575,0.40639,18,0.40399,0.017241,0.08108,11,1
0.47137,0.030853,0.47221,13,0.39035,0.014519,0.14689,6,1
0.47591,0.030853,0.65719,9,0.39489,0.014519,0.33188,2,1
0.43548,0.034483,0.49037,13,0.35446,0.018149,0.16506,6,1
0.39952,0.033575,0.34324,16,0.31849,0.017241,0.017926,9,1
0.41667,0.026316,0.65957,11,0.33565,0.0099819,0.33426,4,1
0.39334,0.021779,0.70398,7,0.31232,0.0054446,0.37866,0,1
0.35298,0.038113,0.38534,18,0.27196,0.021779,0.060031,11,1
0.32624,0.048094,0.29381,27,0.24521,0.03176,0,20,1
0.28699,0.039927,0.33617,29,0.20597,0.023593,0.042354,22,1
0.30965,0.025408,0.31642,13,0.22863,0.0090744,0.022609,6,1
0.31789,0.016334,0.47513,10,0.23687,0,0.18132,3,1
0.26189,0.029946,0.45167,13,0.18087,0.013612,0.15785,6,1
0.23179,0.037205,0.33589,12,0.15077,0.020871,0.042079,5,1
0.27269,0.029946,0.35416,13,0.19167,0.013612,0.060344,6,1
0.27289,0.022686,0.45578,14,0.19186,0.0063521,0.16196,7,1
0.26981,0.057169,0.23736,35,0.18879,0.040835,0,28,1
0.28542,0.082577,0.36366,38,0.2044,0.066243,0.12629,31,1
0.29128,0.049002,0.65208,23,0.21026,0.032668,0.41471,16,1
0.28396,0.043557,0.70115,13,0.20294,0.027223,0.46379,6,1
0.28087,0.044465,0.85325,9,0.19984,0.028131,0.61589,2,1
0.2603,0.033575,0.87234,9,0.17927,0.017241,0.63497,2,1
0.17657,0.050817,0.45707,27,0.095545,0.034483,0.21971,20,1
0.13819,0.066243,0.31364,34,0.057165,0.049909,0.076276,27,1
0.15455,0.043557,0.39987,26,0.073527,0.027223,0.16251,19,1
0.15934,0.026316,0.42671,17,0.078313,0.0099819,0.18935,10,1
0.13905,0.041742,0.41918,19,0.058024,0.025408,0.18181,12,1
0.11215,0.045372,0.51013,17,0.031128,0.029038,0.27277,10,0
0.096315,0.040835,0.68908,14,0.015293,0.024501,0.45172,7,0
0.08167,0.044465,0.31018,30,0.00064743,0.028131,0.072819,23,0
0.080011,0.044465,0.48832,20,0,0.028131,0.25095,13,0
0.083645,0.038113,0.56076,15,0.0036336,0.021779,0.32339,8,0
0.078896,0.027223,0.62226,9,0,0.010889,0.3849,2,0
0.069986,0.025408,0.71112,11,0,0.0090744,0.47376,4,0
0.063733,0.034483,0.40853,17,0,0.018149,0.17116,10,0
0.068694,0.038113,0.5017,15,0.0049609,0.021779,0.26434,8,0
0.058798,0.045372,0.48915,14,0,0.029038,0.25178,7,0
0.043769,0.046279,0.30438,26,0,0.029946,0.067014,19,0
0.049292,0.043557,0.36956,19,0.0055228,0.027223,0.13219,12,0
0.049416,0.041742,0.41247,13,0.0056471,0.025408,0.17511,6,0
0.047187,0.046279,0.29924,18,0.0034182,0.029946,0.061875,11,0
0.048427,0.053539,0.31594,26,0.0046582,0.037205,0.078574,19,0
0.05004,0.047187,0.32464,29,0.0062708,0.030853,0.087277,22,0
0.051523,0.047187,0.5259,24,0.0077537,0.030853,0.28853,17,0
0.045861,0.057169,0.37907,27,0.0020915,0.040835,0.14171,20,0
0.045098,0.064428,0.29716,37,0.0013285,0.048094,0.059801,30,0
0.058735,0.053539,0.47636,25,0.014966,0.037205,0.23899,18,0
0.061607,0.04265,0.46381,19,0.017838,0.026316,0.22645,12,0
0.059981,0.04265,0.51574,21,0.016212,0.026316,0.27838,14,0
0.0564,0.054446,0.55033,16,0.012631,0.038113,0.31296,9,0
0.058963,0.051724,0.52994,16,0.015194,0.03539,0.29257,9,0
0.061972,0.04265,0.41267,13,0.018203,0.026316,0.1753,6,0
0.053161,0.054446,0.42017,18,0.0093918,0.038113,0.18281,11,0
0.050323,0.057169,0.32325,26,0.0065542,0.040835,0.085882,19,0
0.055419,0.051724,0.26439,32,0.01165,0.03539,0.027029,25,0
0.068061,0.045372,0.53238,22,0.024292,0.029038,0.29501,15,0
0.075235,0.043557,0.71352,14,0.031466,0.027223,0.47615,7,0
0.074641,0.04265,0.467,18,0.030872,0.026316,0.22964,11,0
0.081122,0.056261,0.46427,19,0.037352,0.039927,0.22691,12,0
0.092899,0.059891,0.6787,21,0.049129,0.043557,0.44134,14,0
0.10255,0.058076,0.78376,22,0.058776,0.041742,0.5464,15,0
0.11031,0.061706,0.98012,14,0.066544,0.045372,0.74276,7,0
0.11179,0.055354,0.84896,15,0.068023,0.03902,0.61159,8,0
0.096696,0.059891,0.66652,18,0.052927,0.043557,0.42915,11,0
0.077645,0.067151,0.48394,20,0.033876,0.050817,0.24658,13,0
0.07378,0.058076,0.53188,24,0.030011,0.041742,0.29451,17,0
0.074773,0.068966,0.33218,41,0.031003,0.052632,0.094813,34,0
0.08935,0.07078,0.70185,20,0.04558,0.054446,0.46448,13,0
0.10441,0.054446,0.54425,19,0.06064,0.038113,0.30688,12,0
0.11169,0.053539,0.81645,15,0.067917,0.037205,0.57909,8,0
0.11531,0.049909,0.70827,13,0.071538,0.033575,0.47091,6,0
0.11813,0.049002,0.61885,13,0.074357,0.032668,0.38148,6,0
0.1187,0.049002,0.49607,14,0.074936,0.032668,0.2587,7,0
0.12966,0.053539,0.49401,18,0.085886,0.037205,0.25665,11,0
0.14218,0.053539,0.82186,13,0.09841,0.037205,0.58449,6,0
0.13922,0.043557,0.71994,16,0.095454,0.027223,0.48258,9,0
0.13818,0.041742,0.77209,14,0.094414,0.025408,0.53472,7,0
0.13911,0.03902,0.83976,14,0.095344,0.022686,0.60239,7,0
0.13732,0.037205,0.78335,14,0.093549,0.020871,0.54598,7,0
0.14151,0.044465,0.69242,14,0.097737,0.028131,0.45506,7,0
0.13997,0.046279,0.81634,15,0.096199,0.029946,0.57898,8,0
0.14428,0.047187,0.81186,15,0.10051,0.030853,0.57449,8,0
0.14058,0.049909,0.37639,24,0.096806,0.033575,0.13903,17,0
0.12862,0.044465,0.35447,22,0.084851,0.028131,0.1171,15,0
0.127,0.043557,0.37467,22,0.083232,0.027223,0.13731,15,0
0.12193,0.048094,0.32299,26,0.078165,0.03176,0.085623,19,0
0.14481,0.038113,0.45607,21,0.10104,0.021779,0.21871,14,0
0.18307,0.029038,0.66582,10,0.1393,0.012704,0.42846,3,0
0.19251,0.029038,0.64839,8,0.14874,0.012704,0.41103,1,0
0.23322,0.024501,0.47762,9,0.18945,0.008167,0.24026,2,0
0.30832,0.025408,0.77806,9,0.26455,0.0090744,0.54069,2,0
0.35518,0.027223,0.80772,10,0.31141,0.010889,0.57036,3,0
0.30727,0.03176,0.58762,11,0.2635,0.015426,0.35025,4,0
0.2128,0.036298,0.35579,17,0.16904,0.019964,0.11843,10,0
0.18841,0.03539,0.57966,11,0.14464,0.019056,0.3423,4,0
0.16066,0.03902,0.59394,14,0.11689,0.022686,0.35658,7,0
0.15359,0.036298,0.34731,19,0.10982,0.019964,0.10995,12,0
0.16261,0.033575,0.4424,14,0.11884,0.017241,0.20504,7,0
0.13226,0.039927,0.4166,15,0.088491,0.023593,0.17923,8,0
0.11572,0.043557,0.48938,21,0.071952,0.027223,0.25201,14,0
0.14656,0.038113,0.62187,11,0.10279,0.021779,0.38451,4,0
0.18496,0.03902,0.59434,9,0.14119,0.022686,0.35698,2,0
0.19282,0.036298,0.94947,8,0.14906,0.019964,0.7121,1,0
0.1693,0.03176,0.73925,8,0.12553,0.015426,0.50189,1,0
0.13666,0.046279,0.41662,14,0.092892,0.029946,0.17926,7,0
0.13998,0.044465,0.55823,12,0.09621,0.028131,0.32087,5,0
0.1511,0.036298,0.5259,13,0.10733,0.019964,0.28853,6,0
0.15294,0.045372,0.48927,15,0.10917,0.029038,0.2519,8,0
0.15923,0.049909,0.37697,18,0.11546,0.033575,0.1396,11,0
0.17157,0.047187,0.52815,22,0.1278,0.030853,0.29078,15,0
0.1853,0.053539,0.75282,15,0.14153,0.037205,0.51546,8,0
0.15884,0.061706,0.58035,20,0.11507,0.045372,0.34298,13,0
0.15152,0.056261,0.76394,21,0.10775,0.039927,0.52658,14,0
0.17968,0.046279,0.5524,16,0.13591,0.029946,0.31504,9,0
0.18166,0.04265,0.84327,12,0.13789,0.026316,0.60591,5,0
0.15179,0.051724,0.44981,18,0.10802,0.03539,0.21244,11,0
0.12568,0.055354,0.46708,14,0.08191,0.03902,0.22971,7,0
0.11812,0.059891,0.56693,24,0.074348,0.043557,0.32956,17,0
0.10632,0.066243,0.62982,27,0.062551,0.049909,0.39246,20,0
0.093926,0.071688,0.44015,29,0.050156,0.055354,0.20279,22,0
0.093865,0.077132,0.44663,35,0.050096,0.060799,0.20927,28,0
0.11999,0.052632,0.4087,16,0.076223,0.036298,0.17134,9,0
0.13807,0.032668,0.57394,18,0.094299,0.016334,0.33658,11,0
0.133,0.040835,0.60456,16,0.089235,0.024501,0.36719,9,0
0.13691,0.051724,0.43137,21,0.093145,0.03539,0.19401,14,0
0.13541,0.065336,0.5091,33,0.091642,0.049002,0.27174,26,0
0.12667,0.062613,0.44829,28,0.082903,0.046279,0.21093,21,0
0.13277,0.054446,0.49536,24,0.089004,0.038113,0.25799,17,0
0.11666,0.056261,0.54298,35,0.072889,0.039927,0.30561,28,0
0.09769,0.049002,0.51492,23,0.05392,0.032668,0.27756,16,0
0.10488,0.04265,0.52164,11,0.061114,0.026316,0.28428,4,0
0.11982,0.030853,0.70992,7,0.076054,0.014519,0.47256,0,0
0.11199,0.029038,0.59685,8,0.068216,0.012704,0.35949,1,0
0.084948,0.03539,0.44388,11,0.041179,0.019056,0.20651,4,0
0.073443,0.047187,0.25016,29,0.029674,0.030853,0.012799,22,0
0.071138,0.057169,0.2871,35,0.027368,0.040835,0.049735,28,0
0.075193,0.056261,0.40481,31,0.031424,0.039927,0.16744,24,0
0.063546,0.072595,0.35763,29,0.019777,0.056261,0.12027,22,0
0.055834,0.072595,0.33784,41,0.012065,0.056261,0.10048,34,0
0.060753,0.055354,0.28501,28,0.016984,0.03902,0.047643,21,0
0.057232,0.059891,0.39214,25,0.013463,0.043557,0.15478,18,0
0.063791,0.058984,0.28755,34,0.020022,0.04265,0.050186,27,0
0.074049,0.048094,0.38511,22,0.03028,0.03176,0.14775,15,0
0.080464,0.043557,0.42635,16,0.036695,0.027223,0.18898,9,0
0.10943,0.043557,0.86937,17,0.065658,0.027223,0.632,10,0
0.1157,0.043557,0.72039,17,0.071933,0.027223,0.48302,10,0
0.096755,0.041742,0.47208,16,0.052985,0.025408,0.23471,9,0
0.10144,0.038113,0.63022,19,0.05767,0.021779,0.39286,12,0
0.10097,0.038113,0.61799,15,0.057199,0.021779,0.38063,8,0
0.086093,0.043557,0.50313,13,0.042324,0.027223,0.26577,6,0
0.098732,0.044465,0.43423,24,0.054962,0.028131,0.19687,17,0
0.093743,0.049909,0.34788,31,0.049974,0.033575,0.11052,24,0
0.068313,0.062613,0.45336,27,0.024544,0.046279,0.216,20,0
0.062903,0.060799,0.35242,31,0.019134,0.044465,0.11506,24,0
0.062575,0.058984,0.46795,25,0.018805,0.04265,0.23058,18,0
0.061599,0.058984,0.41304,22,0.017829,0.04265,0.17567,15,0
0.051645,0.061706,0.33412,29,0.0078762,0.045372,0.096757,22,0
0.069462,0.054446,0.5034,27,0.025693,0.038113,0.26604,20,0
0.09434,0.037205,0.46873,18,0.050571,0.020871,0.23137,11,0
0.11042,0.038113,0.43134,25,0.066648,0.021779,0.19398,18,0
0.098686,0.049002,0.26098,19,0.054917,0.032668,0.023613,12,0
0.081765,0.048094,0.27049,23,0.037996,0.03176,0.033123,16,0
0.081397,0.046279,0.26939,19,0.037628,0.029946,0.032025,12,0
0.071756,0.048094,0.28468,29,0.027987,0.03176,0.047311,22,0
0.077068,0.050817,0.24572,24,0.033298,0.034483,0.0083555,17,0
0.086394,0.051724,0.27464,18,0.042625,0.03539,0.03728,11,0
0.081515,0.044465,0.4259,22,0.037746,0.028131,0.18854,15,0
0.076624,0.055354,0.45504,28,0.032855,0.03902,0.21767,21,0
0.074886,0.066243,0.44431,28,0.031117,0.049909,0.20695,21,0
0.075607,0.063521,0.37943,26,0.031838,0.047187,0.14206,19,0
0.079545,0.051724,0.38358,28,0.035776,0.03539,0.14622,21,0
0.080872,0.054446,0.48387,31,0.037103,0.038113,0.2465,24,0
0.080959,0.066243,0.43247,22,0.03719,0.049909,0.19511,15,0
0.067672,0.075318,0.41256,25,0.023903,0.058984,0.17519,18,0
0.066566,0.063521,0.42014,26,0.022797,0.047187,0.18278,19,0
0.067944,0.060799,0.42319,33,0.024175,0.044465,0.18582,26,0
0.064937,0.069873,0.38732,31,0.021168,0.053539,0.14996,24,0
0.083561,0.066243,0.31816,33,0.039792,0.049909,0.0808,26,0
0.094369,0.07078,0.31967,31,0.050599,0.054446,0.082307,24,0
0.084826,0.073503,0.56254,24,0.041057,0.057169,0.32517,17,0
0.092931,0.057169,0.48372,23,0.049162,0.040835,0.24636,16,0
0.11395,0.046279,0.62799,16,0.070176,0.029946,0.39063,9,0
0.13682,0.046279,0.88922,8,0.093055,0.029946,0.65185,1,0
0.15299,0.029946,1.126,8,0.10922,0.013612,0.88868,1,0
0.1416,0.028131,0.94463,8,0.09783,0.011797,0.70727,1,0
0.12548,0.045372,0.56763,12,0.08171,0.029038,0.33027,5,0
0.14202,0.050817,0.83241,14,0.098255,0.034483,0.59504,7,0
0.14546,0.046279,0.74944,8,0.10169,0.029946,0.51208,1,0
0.12624,0.053539,0.6888,11,0.082475,0.037205,0.45143,4,0
0.10687,0.054446,0.63201,15,0.063103,0.038113,0.39464,8,0
0.082709,0.051724,0.44207,27,0.03894,0.03539,0.20471,20,0
0.071471,0.050817,0.42627,15,0.027702,0.034483,0.18891,8,0
0.066586,0.047187,0.46243,15,0.022817,0.030853,0.22507,8,0
0.082137,0.041742,0.40773,15,0.038368,0.025408,0.17036,8,0
0.099608,0.038113,0.68963,12,0.055839,0.021779,0.45226,5,0
0.17633,0.056261,0.48099,53,0.13256,0.039927,0.24363,46,0
0.19229,0.077132,0.45595,53,0.14853,0.060799,0.21859,46,0
0.17346,0.059891,0.493,35,0.12969,0.043557,0.25564,28,0
0.18006,0.046279,0.52795,21,0.13629,0.029946,0.29058,14,0
0.16143,0.051724,0.45064,26,0.11766,0.03539,0.21328,19,1
0.15542,0.049909,0.44336,20,0.11165,0.033575,0.206,13,1
0.14029,0.049909,0.45551,18,0.096524,0.033575,0.21815,11,1
0.13192,0.056261,0.31595,23,0.08815,0.039927,0.078587,16,1
0.17907,0.046279,0.75014,12,0.1353,0.029946,0.51278,5,1
0.17758,0.041742,0.67836,19,0.13381,0.025408,0.44099,12,1
0.13129,0.047187,0.69569,18,0.08752,0.030853,0.45832,11,1
