@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.11916,0.019056,0.77532,6,1
0.12171,0.013612,0.83973,6,1
0.10383,0.018149,0.54019,6,0
0.081822,0.022686,0.42018,7,0
0.078851,0.027223,0.45179,7,0
0.071806,0.026316,0.45276,8,0
0.062357,0.020871,0.39623,11,0
0.053776,0.03176,0.38112,12,0
0.055854,0.026316,0.71872,10,0
0.069338,0.015426,0.72448,6,0
0.072069,0.013612,0.26448,19,0
0.067637,0.019964,0.58745,35,0
0.073931,0.030853,0.64321,22,0
0.10428,0.020871,0.594,6,0
0.10098,0.012704,0.56515,6,0
0.075041,0.015426,0.68848,7,0
0.075357,0.019964,0.57966,6,0
0.081639,0.019056,0.70738,8,0
0.0908,0.019964,0.41118,6,0
0.074963,0.022686,0.6076,11,0
0.058722,0.018149,0.57638,8,0
0.081531,0.013612,0.55101,2,0
0.084379,0.012704,0.56857,2,0
0.079647,0.015426,0.63366,2,0
0.077605,0.018149,0.53777,5,0
0.076358,0.019056,0.3425,6,0
0.095656,0.018149,0.37376,7,0
0.088364,0.020871,0.49921,9,0
0.06776,0.030853,0.19896,13,0
0.065772,0.024501,0.37823,6,0
0.068171,0.013612,0.43271,8,0
0.072527,0.019056,0.40643,7,0
0.074793,0.017241,0.45871,7,0
0.077953,0.013612,0.49273,7,0
0.086536,0.019056,0.43286,6,0
0.085791,0.028131,0.61186,6,0
0.077982,0.027223,0.59813,6,0
0.078662,0.026316,0.51053,8,0
0.073427,0.025408,0.49005,8,0
0.068996,0.025408,0.37928,6,0
0.067305,0.03176,0.577,17,0
0.077447,0.024501,0.46112,11,0
0.07802,0.023593,0.50516,9,0
0.058904,0.033575,0.40756,14,0
0.082698,0.027223,0.36789,8,0
0.086988,0.027223,0.53945,8,0
0.061956,0.028131,0.55514,11,0
0.050616,0.046279,0.50837,18,0
0.051564,0.047187,0.27927,27,0
0.066875,0.017241,0.13934,16,0
0.068241,0.021779,0.43206,12,0
0.054886,0.036298,0.56764,10,0
0.05033,0.030853,0.40796,19,0
0.058219,0.018149,0.1181,11,0
0.061906,0.015426,0.10808,14,0
0.064878,0.010889,0.52463,6,0
0.059049,0.019964,0.36148,10,0
0.06195,0.032668,0.4075,11,0
0.062382,0.037205,0.25025,8,0
0.046343,0.047187,0.3785,11,0
0.055229,0.03902,0.32095,8,0
0.064892,0.022686,0.52324,8,0
0.074619,0.011797,0.60698,7,0
0.075361,0.014519,0.79429,1,0
0.056865,0.019056,0.60746,9,0
0.065753,0.011797,0.3862,7,0
0.071253,0.019964,0.49941,6,0
0.073054,0.027223,0.30452,5,0
0.075064,0.019964,0.53038,3,0
0.055986,0.023593,0.5022,4,0
0.054577,0.026316,0.33046,9,0
0.056797,0.018149,0.57687,6,0
0.055595,0.013612,0.35851,9,0
0.066737,0.011797,0.56578,3,0
0.064456,0.014519,0.38817,8,0
0.062013,0.014519,0.39609,6,0
0.066395,0.015426,0.41235,5,0
0.052688,0.018149,0.41837,11,0
0.044706,0.021779,0.55121,12,0
0.04521,0.029946,0.44787,8,0
0.048296,0.033575,0.53372,7,0
0.061569,0.025408,0.60404,2,0
0.064417,0.021779,0.16868,10,0
0.072122,0.019056,0.32699,6,0
0.073095,0.015426,0.526,4,0
0.064814,0.013612,0.15778,11,0
0.068072,0.014519,0.13106,8,0
0.056254,0.030853,0.36591,7,0
0.057187,0.028131,0.53638,4,0
0.070391,0.013612,0.79837,3,0
0.064382,0.022686,0.23525,8,0
0.085238,0.016334,0.57209,1,0
0.086059,0.019056,0.67044,1,0
0.056039,0.030853,0.65779,6,0
0.049453,0.022686,0.66368,7,0
0.054482,0.022686,0.23241,12,0
0.059215,0.020871,0.35007,9,0
0.063601,0.016334,0.42951,9,0
0.064466,0.019056,0.36735,5,0
0.058499,0.021779,0.65028,5,0
0.056685,0.019964,0.4941,5,0
0.06061,0.0090744,0.091367,6,0
0.05395,0.026316,0.51191,5,0
0.051521,0.032668,0.18938,14,0
0.072011,0.010889,0.41144,1,0
0.073653,0.012704,0.66645,3,0
0.066429,0.015426,0.3445,6,0
0.062479,0.013612,0.65443,4,0
0.056244,0.020871,0.47602,5,0
0.075929,0.023593,0.43768,9,0
0.088692,0.020871,0.36582,9,0
0.090309,0.016334,0.27464,8,0
0.081792,0.013612,0.31289,9,0
0.056039,0.029946,0.42089,5,0
0.044811,0.029946,0.2759,16,0
0.045301,0.029038,0.54934,9,0
0.056678,0.033575,0.27975,16,0
0.079977,0.015426,0.36249,13,0
0.075501,0.010889,0.46448,4,0
0.06234,0.014519,0.69473,9,0
0.067293,0.014519,0.54878,8,0
0.061692,0.017241,0.30368,6,0
0.051126,0.022686,0.42916,11,0
0.044541,0.025408,0.65527,6,0
0.047426,0.021779,0.28962,13,0
0.06757,0.012704,0.52866,12,0
0.083915,0.010889,0.58143,8,0
0.075584,0.015426,0.5966,14,0
0.059866,0.023593,0.13632,19,0
0.068396,0.024501,0.12175,9,0
0.073018,0.014519,0.56708,9,0
0.060042,0.014519,0.41743,7,0
0.049163,0.026316,0.30453,13,0
0.053909,0.024501,0.53369,7,0
0.09494,0.010889,0.031859,11,0
0.15112,0.008167,0.033629,2,0
0.13873,0.018149,0.25869,6,0
0.06883,0.029038,0.32185,11,0
0.091792,0.015426,0.03695,10,0
0.14537,0,0.34555,14,0
0.15198,0.0027223,0.56735,16,0
0.11345,0.013612,0.41985,8,0
0.067646,0.027223,0.21917,15,0
0.059437,0.025408,0.19181,13,0
0.074029,0.014519,0.4573,13,0
0.096868,0.010889,0.56171,10,0
0.11008,0.012704,0.52905,14,0
0.097146,0.019056,0.26048,11,0
0.088229,0.019056,0.56403,8,0
0.08692,0.021779,0.59891,9,0
0.077454,0.027223,0.48559,8,0
0.070946,0.017241,0.34571,8,0
0.062345,0.018149,0.40168,10,0
0.058445,0.029946,0.35415,12,0
0.062584,0.033575,0.32459,14,0
0.057219,0.030853,0.26577,11,0
0.081283,0.017241,0.26652,5,0
0.084212,0.013612,0.55054,1,0
0.050785,0.024501,0.48454,11,0
0.051829,0.021779,0.42074,8,0
0.053305,0.037205,0.45382,15,0
0.063328,0.048094,0.44186,17,0
0.064719,0.029038,0.41428,19,0
0.0466,0.050817,0.29086,30,0
0.052197,0.072595,0.16664,84,0
0.052432,0.055354,0.36321,64,0
0.066917,0.03176,0.38473,7,0
0.070957,0.019964,0.57686,6,0
0.060767,0.029038,0.43669,10,0
0.063031,0.027223,0.43408,8,0
0.069542,0.027223,0.57929,8,0
0.06422,0.030853,0.50149,6,0
0.057995,0.018149,0.32312,10,0
0.059796,0.019056,0.35701,9,0
0.088633,0.026316,0.30041,11,1
0.11015,0.030853,0.4681,14,1
0.11107,0.033575,0.63744,14,1
0.1157,0.03176,0.25938,12,1
0.14847,0.032668,0.89226,14,1
0.15635,0.03539,0.89568,18,1
0.1342,0.037205,0.76025,13,1
0.12977,0.028131,0.97545,12,1
0.14822,0.033575,0.89061,17,1
0.15644,0.03902,1.0651,37,1
0.15404,0.036298,1.1718,39,1
0.16113,0.044465,1.2094,40,1
0.14704,0.044465,0.98144,26,1
0.13837,0.041742,0.86144,17,1
0.13045,0.040835,0.7599,8,1
0.11167,0.038113,0.82716,14,1
0.11195,0.03902,0.80265,15,1
0.11218,0.049002,0.78032,17,1
0.10066,0.053539,0.92252,13,1
0.10309,0.040835,0.9907,12,1
0.12084,0.032668,0.86767,12,1
0.13251,0.03176,0.89232,11,1
0.13979,0.03176,1.0394,11,1
0.13665,0.028131,0.86567,11,1
0.11701,0.025408,0.87204,11,1
0.096334,0.03902,0.66523,12,1
0.086917,0.047187,0.63685,11,1
0.087491,0.039927,0.55317,10,1
0.084887,0.036298,0.59449,14,1
0.083879,0.030853,0.61532,19,1
0.079415,0.03902,0.46461,19,1
0.085822,0.045372,0.59723,14,1
0.1,0.032668,0.71036,16,1
0.098218,0.023593,0.75815,20,1
0.094801,0.021779,0.54843,9,1
0.08872,0.024501,0.50702,16,1
0.085049,0.028131,0.76816,22,1
0.084795,0.036298,0.68913,20,1
0.089554,0.033575,0.69055,11,1
0.10668,0.025408,0.65773,15,1
0.10431,0.029946,0.55578,23,1
0.088056,0.03902,0.77541,21,1
0.10446,0.040835,0.72605,20,1
0.11043,0.041742,0.64368,11,1
0.095312,0.044465,0.84039,12,1
0.08992,0.037205,0.76051,10,1
0.1005,0.029946,0.736,11,1
0.12635,0.027223,0.45631,20,1
0.1334,0.03902,0.3851,24,1
0.22415,0.038113,0.77133,14,1
0.36253,0.025408,1.4619,10,1
0.42258,0.024501,1.6346,10,1
0.39915,0.022686,1.4478,10,1
0.43405,0.028131,1.2879,10,1
0.52608,0.03176,1.5495,11,1
0.62016,0.029038,1.5706,11,1
0.66207,0.026316,1.6074,11,1
0.63742,0.024501,1.5278,11,1
0.59585,0.024501,1.5654,10,1
0.53773,0.024501,1.5605,10,1
0.45053,0.023593,1.5322,10,1
0.36551,0.023593,1.4597,10,1
0.33599,0.022686,1.4709,9,1
0.31721,0.021779,1.4504,9,1
0.28722,0.027223,1.4288,9,1
0.27677,0.029946,0.69884,9,1
0.31269,0.029946,1.0297,9,1
0.30207,0.03176,1.067,9,1
0.25445,0.029038,0.55005,8,1
0.34139,0.018149,0.71823,17,1
0.35303,0.016334,0.77286,9,1
0.28216,0.029946,0.57449,21,1
0.33372,0.029038,1.0284,8,1
0.30485,0.026316,0.83933,13,1
0.22773,0.029946,0.7953,40,1
0.21782,0.029038,1.2138,40,1
0.17222,0.041742,1.1195,40,1
0.16576,0.049909,1.1063,40,1
0.19943,0.03902,1.0802,40,1
0.20894,0.03902,0.8366,40,1
0.23379,0.041742,0.91918,40,1
0.23988,0.040835,1.0279,30,1
0.20213,0.044465,1.1918,42,1
0.19968,0.044465,1.3574,42,1
0.20674,0.036298,1.3524,42,1
0.20484,0.030853,1.2944,42,1
0.20286,0.037205,1.1013,43,1
0.20608,0.045372,1.2672,32,1
0.21651,0.043557,1.3315,10,1
0.23122,0.04265,1.3647,9,1
0.24422,0.037205,1.3779,9,1
0.23705,0.036298,1.3841,9,1
0.227,0.044465,1.3102,9,1
0.24143,0.040835,1.2943,9,1
0.27284,0.039927,1.3656,16,1
0.30127,0.037205,1.4303,12,1
0.32525,0.026316,1.482,10,1
0.33483,0.022686,1.4754,10,1
0.34156,0.024501,1.5225,10,1
0.355,0.024501,1.5061,10,1
0.35831,0.022686,1.5213,9,1
0.37113,0.022686,1.5419,9,1
0.38592,0.022686,1.5091,9,1
0.38613,0.021779,1.5413,9,1
0.37741,0.022686,1.562,9,1
0.37043,0.022686,1.5436,9,1
0.3564,0.021779,1.5342,9,1
0.32497,0.021779,1.4729,9,1
0.3306,0.020871,1.5042,9,1
0.39428,0.020871,1.5559,9,1
0.46252,0.021779,1.6036,9,1
0.50194,0.021779,1.5992,9,1
0.50971,0.021779,1.6157,9,1
0.50065,0.020871,1.5733,9,1
0.46994,0.020871,1.5774,9,1
0.3859,0.019964,1.4771,8,1
0.2878,0.019056,1.4649,8,1
0.20628,0.020871,1.222,8,1
0.12234,0.019964,0.80417,7,1
0.086823,0.019056,0.36673,8,1
0.0885,0.024501,0.66254,15,1
0.11607,0.025408,0.35529,8,0
0.098203,0.026316,0.31059,14,0
0.10031,0.019056,0.1121,15,0
0.1018,0.024501,0.23354,17,0
0.08067,0.028131,0.3877,20,0
0.093499,0.020871,0.22403,8,0
0.080655,0.033575,0.39599,10,0
0.074209,0.029038,0.55809,7,0
0.069122,0.023593,0.55272,9,0
0.062813,0.019964,0.22291,15,0
0.063226,0.015426,0.27858,16,0
0.065226,0.022686,0.6082,11,0
0.075724,0.021779,0.78194,6,0
0.065882,0.021779,0.49058,9,0
0.06003,0.028131,0.38371,16,0
0.089136,0.015426,0.51174,5,0
0.08523,0.0099819,0.40318,5,0
0.071226,0.020871,0.16317,17,0
0.10428,0.014519,0.60995,16,0
0.10998,0.010889,0.61181,11,0
0.085114,0.024501,0.41153,10,0
0.068214,0.028131,0.40438,8,0
0.063435,0.019964,0.19995,11,0
0.070988,0.022686,0.39403,11,0
0.10569,0.015426,0.40221,11,0
0.11626,0.0054446,0.31936,13,0
0.085741,0.019056,0.39086,14,0
0.06337,0.030853,0.47753,20,0
0.080118,0.025408,0.21948,20,0
0.086104,0.020871,0.22336,24,0
0.082409,0.022686,0.3887,35,0
0.087115,0.013612,0.53542,26,0
0.074375,0.020871,0.14967,36,0
0.066483,0.03902,0.43934,33,0
0.062874,0.03902,0.45975,20,0
0.057765,0.032668,0.5224,24,0
0.075645,0.022686,0.37465,19,0
0.075271,0.026316,0.29792,19,0
0.080671,0.037205,0.36117,18,0
0.095201,0.027223,0.51119,7,0
0.081311,0.025408,0.48488,9,0
0.063792,0.036298,0.55183,15,0
0.059153,0.047187,0.45454,18,0
0.060396,0.038113,0.35292,20,0
0.084543,0.024501,0.44637,23,0
0.080909,0.029038,0.34579,23,0
0.065157,0.029038,0.34688,14,0
0.069673,0.028131,0.54266,13,0
0.07542,0.020871,0.38271,13,0
0.071723,0.024501,0.38804,14,0
0.052777,0.03176,0.33628,31,0
0.066116,0.038113,0.20663,29,1
0.11053,0.046279,0.35188,36,1
0.1824,0.051724,0.68852,23,1
0.27102,0.045372,1.3555,10,1
0.27366,0.038113,0.82642,10,1
0.25536,0.039927,0.68829,10,1
0.34247,0.034483,0.52522,11,1
0.35983,0.038113,0.99438,10,1
0.30348,0.048094,1.2718,11,1
0.27468,0.051724,1.3657,10,1
0.2289,0.056261,0.96287,23,1
0.16764,0.061706,0.65642,43,1
0.13772,0.056261,0.46111,39,1
0.10607,0.046279,0.51673,26,1
0.0672,0.039927,0.31772,34,1
0.052892,0.034483,0.23966,21,1
0.061388,0.025408,0.3451,13,1
0.067812,0.023593,0.43958,19,0
0.072044,0.023593,0.26044,20,0
0.07841,0.025408,0.52639,22,0
0.073628,0.029946,0.64909,27,0
0.076869,0.019056,0.69943,16,0
0.094275,0.019964,0.48728,10,0
0.09594,0.024501,0.69677,18,0
0.082614,0.026316,0.52506,23,0
0.063998,0.034483,0.16842,27,0
0.067185,0.032668,0.29729,20,0
0.076621,0.027223,0.55028,19,0
0.068962,0.028131,0.44141,24,0
0.059506,0.033575,0.60646,26,0
0.064433,0.026316,0.3815,22,0
0.07252,0.022686,0.55594,18,0
0.082888,0.024501,0.47611,17,0
0.10019,0.019056,0.69112,14,0
0.08384,0.03539,0.43913,16,0
0.054182,0.044465,0.56742,26,0
0.051375,0.040835,0.16545,26,0
0.058417,0.038113,0.22635,18,0
0.066506,0.028131,0.55552,18,0
0.058234,0.033575,0.65762,17,0
0.057522,0.036298,0.51186,16,0
0.057683,0.037205,0.34681,27,0
0.054622,0.041742,0.33214,19,0
0.06555,0.029038,0.53361,10,0
0.064232,0.022686,0.451,13,0
0.055002,0.032668,0.49584,18,0
0.059269,0.034483,0.39981,17,0
0.071332,0.022686,0.57621,20,0
0.072198,0.021779,0.497,20,0
0.059491,0.03539,0.28536,19,0
0.066403,0.020871,0.39511,28,0
0.078883,0.0063521,0.44315,21,0
0.08549,0.016334,0.63766,5,0
0.072477,0.022686,0.58294,6,0
0.051757,0.025408,0.4557,12,0
0.078276,0.017241,0.11718,19,0
0.10213,0.0090744,0.42585,18,0
0.091742,0.010889,0.17872,12,0
0.061961,0.020871,0.44821,16,0
0.078553,0.020871,0.52001,12,0
0.09845,0.010889,0.53081,12,0
0.085385,0.018149,0.38554,15,0
0.07491,0.025408,0.50487,19,0
0.074323,0.019964,0.39506,13,0
0.078173,0.020871,0.26094,15,0
0.11877,0.022686,0.72779,6,0
0.12617,0.017241,0.61234,8,0
0.087194,0.019964,0.58912,6,0
0.077501,0.026316,0.28368,16,0
0.082398,0.019964,0.35738,13,0
0.064515,0.021779,0.50663,15,0
0.069508,0.023593,0.48663,7,0
0.076062,0.017241,0.2985,11,0
0.068533,0.019056,0.5907,8,0
0.068161,0.027223,0.69604,2,0
0.063691,0.032668,0.27981,12,0
0.082302,0.022686,0.13997,9,0
0.081094,0.032668,0.41125,8,0
0.061149,0.037205,0.49225,7,0
0.066331,0.020871,0.25068,10,0
0.062153,0.021779,0.093969,14,0
0.076747,0.020871,0.10696,8,0
0.084203,0.013612,0.62644,4,0
0.065547,0.014519,0.56419,11,0
0.069871,0.015426,0.6109,6,0
0.073181,0.020871,0.51003,7,0
0.062753,0.034483,0.4025,14,0
0.05952,0.03176,0.49265,13,0
0.06696,0.019964,0.20999,12,0
0.085588,0.012704,0.43509,5,0
0.090053,0.0099819,0.70495,3,0
0.086893,0.0099819,0.86116,3,0
0.098834,0.0090744,0.5887,4,0
0.087371,0.016334,0.35075,9,0
0.062048,0.020871,0.39617,11,0
0.055031,0.027223,0.28562,17,0
0.055064,0.032668,0.23307,20,0
0.077764,0.019056,0.39007,5,0
0.078744,0.013612,0.45011,9,0
0.067452,0.015426,0.63861,12,0
0.07761,0.016334,0.76185,3,0
0.073257,0.020871,0.37226,8,0
0.056511,0.022686,0.28891,11,0
0.049118,0.033575,0.094485,19,0
0.063953,0.032668,0.48012,9,0
0.064362,0.027223,0.38934,9,0
0.053699,0.021779,0.49303,8,0
0.061722,0.019056,0.70743,8,0
0.083796,0.028131,0.5296,3,0
0.083571,0.027223,0.4114,5,0
0.063144,0.019056,0.51672,8,0
0.051523,0.029038,0.45984,11,0
0.06681,0.027223,0.50458,12,0
0.072462,0.021779,0.42281,9,0
0.058362,0.025408,0.22086,20,0
0.062369,0.019964,0.31823,16,0
0.059952,0.025408,0.46217,16,0
0.062258,0.023593,0.70799,19,0
0.066973,0.016334,0.62743,24,0
0.058518,0.028131,0.38153,31,0
0.061045,0.038113,0.28873,35,0
0.063691,0.032668,0.51968,27,0
0.056945,0.029946,0.27733,26,0
0.066113,0.019964,0.64671,20,0
0.064317,0.019056,0.18929,22,0
0.072383,0.017241,0.11114,15,0
0.07744,0.015426,0.5342,7,0
0.062208,0.024501,0.40303,12,0
0.067229,0.023593,0.32379,10,0
0.071641,0.018149,0.52307,6,0
0.062556,0.018149,0.28001,11,0
0.059387,0.015426,0.46323,14,0
0.051082,0.025408,0.18095,12,0
0.063836,0.028131,0.15599,12,0
0.06804,0.024501,0.39021,5,0
0.055062,0.029946,0.36762,9,0
0.076175,0.026316,0.13602,8,0
0.075243,0.03176,0.21056,11,0
0.068313,0.03902,0.43593,11,1
0.079222,0.029946,0.45752,13,1
0.09331,0.016334,0.31021,18,1
0.093795,0.020871,0.30727,14,1
0.075811,0.029946,0.36592,13,1
0.080057,0.034483,0.61052,13,1
0.090933,0.033575,0.79997,12,1
0.08622,0.022686,0.50114,13,1
0.090486,0.019964,0.59242,16,1
0.090966,0.024501,0.70889,8,1
0.10162,0.026316,0.80412,9,1
0.12015,0.023593,1.1154,9,1
0.10623,0.023593,1.1802,10,1
0.076261,0.025408,0.52446,12,1
0.060029,0.041742,0.29392,24,1
0.054008,0.061706,0.43078,21,1
0.083979,0.041742,0.29838,14,1
0.098639,0.017241,0.6865,2,1
0.087023,0.013612,0.5928,11,1
0.078716,0.019964,0.5358,13,1
0.073996,0.029038,0.52959,11,1
0.067303,0.029038,0.12182,14,1
0.047738,0.032668,0.30629,9,1
0.043421,0.029946,0.47609,14,0
0.046277,0.025408,0.59693,12,0
0.063033,0.026316,0.6966,9,0
0.085762,0.025408,0.5095,4,0
0.078268,0.030853,0.50568,7,0
0.054654,0.03539,0.45101,11,0
0.068292,0.030853,0.64688,4,0
0.075435,0.025408,0.39375,6,0
0.073891,0.020871,0.36309,8,0
0.077183,0.019964,0.58235,4,0
0.065729,0.022686,0.31667,12,0
0.069242,0.024501,0.31945,10,0
0.08385,0.019964,0.40093,7,0
0.086484,0.017241,0.33027,9,0
0.081081,0.020871,0.48064,10,0
0.062129,0.03176,0.4914,13,0
0.060129,0.03176,0.47962,7,0
0.052612,0.010889,0.33736,9,0
0.078041,0.051724,0.4587,23,0
0.075576,0.053539,0.44891,19,0
0.065625,0.049909,0.56055,20,0
0.058914,0.049909,0.53099,17,0
0.055676,0.044465,0.43628,18,0
0.067758,0.033575,0.66939,12,0
0.073545,0.030853,0.61346,16,0
0.077329,0.034483,0.6026,14,0
0.10685,0.03539,0.46971,11,1
0.15468,0.028131,0.54624,9,1
0.17096,0.026316,0.62572,11,1
0.18983,0.029038,0.57311,14,1
0.24042,0.027223,0.6588,16,1
0.25152,0.025408,0.74878,11,1
0.2557,0.023593,0.82141,8,1
0.2633,0.029946,0.8876,11,1
0.26628,0.029946,0.87123,10,1
0.26983,0.024501,0.67138,12,1
0.25583,0.025408,0.8764,10,1
0.26191,0.022686,0.91496,10,1
0.2701,0.022686,0.96589,10,1
0.23482,0.026316,0.77993,9,1
0.18238,0.027223,0.94906,8,1
0.15913,0.023593,1.1235,8,1
0.16972,0.023593,1.2902,8,1
0.17386,0.025408,1.136,8,1
0.15948,0.027223,1.03,8,1
0.15611,0.025408,1.0661,8,1
0.14413,0.023593,1.2477,8,1
0.15373,0.022686,1.212,8,1
0.16432,0.020871,1.3788,8,1
0.17244,0.021779,1.1361,8,1
0.18182,0.021779,1.0619,8,1
0.16502,0.029946,1.03,8,1
0.16818,0.03539,1.1211,8,1
0.17983,0.028131,1.1593,8,1
0.20392,0.023593,1.142,8,1
0.24472,0.027223,0.87826,8,1
0.23192,0.033575,0.84944,8,1
0.20561,0.032668,0.7344,10,1
0.19617,0.030853,0.7515,13,1
0.17493,0.029038,0.68111,11,1
0.17014,0.029946,0.97446,8,1
0.20615,0.028131,0.97249,8,1
0.20937,0.029038,0.81487,8,1
0.17648,0.032668,0.99916,7,1
0.18918,0.030853,1.0746,7,1
0.17948,0.036298,1.2144,7,1
0.14833,0.04265,0.92,9,1
0.1745,0.043557,1.032,12,1
0.19943,0.040835,0.91106,8,1
0.20765,0.037205,1.1165,7,1
0.1957,0.037205,1.0781,7,1
0.17663,0.033575,1.1683,7,1
0.18013,0.027223,1.1082,7,1
0.17099,0.034483,1.1517,7,1
0.17944,0.056261,0.85151,25,1
0.21739,0.077132,0.80202,44,1
0.24941,0.096189,0.62478,40,1
0.27987,0.092559,0.70532,46,1
0.31272,0.080762,0.57499,43,1
0.30512,0.089837,0.44197,44,1
0.30762,0.10254,0.45408,51,1
0.33151,0.10708,0.61443,47,1
0.33895,0.10345,0.76,47,1
0.35024,0.097096,0.72521,49,1
0.35833,0.10436,0.72104,49,1
0.36279,0.10708,0.80835,51,1
0.38059,0.092559,0.73208,50,1
0.39228,0.095281,0.85159,52,1
0.38993,0.086207,0.92587,52,1
0.39989,0.066243,0.96529,50,1
0.39961,0.066243,0.96951,35,1
0.39633,0.073503,0.7449,25,1
0.37674,0.077132,0.58032,36,1
0.34536,0.082577,0.46979,44,1
0.36903,0.091652,0.53154,43,1
0.38992,0.099819,0.61046,48,1
0.38551,0.10073,0.56538,50,1
0.39683,0.098911,0.45132,46,1
0.38696,0.10073,0.44036,49,1
0.3521,0.10345,0.74061,54,1
0.3229,0.10617,0.73283,54,1
0.2942,0.11434,0.73756,53,1
0.31122,0.11706,0.74531,52,1
0.315,0.11797,1.0576,51,1
0.28935,0.11434,1.1891,51,1
0.28021,0.10708,0.95238,48,1
0.25794,0.10617,1.074,55,1
0.25185,0.11162,1.0719,55,1
0.26045,0.11071,1.0349,54,1
0.27039,0.10163,0.99075,53,1
0.27393,0.10889,1.0158,53,1
0.26952,0.10163,1.0132,53,1
0.25036,0.07441,0.71621,52,1
0.23514,0.069873,0.69491,52,1
0.22971,0.082577,1.0007,51,1
0.21832,0.090744,0.77918,41,1
0.21543,0.083485,0.78072,49,1
0.20887,0.093466,0.82523,52,1
0.20121,0.11615,0.9659,52,1
0.20138,0.10617,0.87982,51,1
0.20021,0.093466,0.92767,50,1
0.19509,0.089837,0.85997,44,1
0.19386,0.061706,0.9514,21,1
0.19476,0.039927,0.74894,19,1
0.18021,0.038113,0.68956,19,1
0.16356,0.03539,0.67561,18,1
0.14689,0.030853,0.44437,17,1
0.12621,0.027223,0.45989,14,1
0.1126,0.038113,0.48326,17,1
0.098363,0.040835,0.41967,17,1
0.09787,0.036298,0.47908,16,1
0.10488,0.038113,0.70985,17,1
0.10422,0.039927,0.6188,19,1
0.095938,0.044465,0.41744,20,1
0.097332,0.064428,0.81987,21,1
0.10576,0.068966,1.0386,15,1
0.11453,0.061706,0.73796,23,1
0.13126,0.060799,0.93149,19,1
0.15529,0.044465,0.99851,16,1
0.1573,0.044465,0.75898,20,1
0.13125,0.063521,0.76614,26,1
0.11376,0.068058,0.92074,22,1
0.10542,0.087114,0.72741,82,1
0.089665,0.099819,0.64971,45,1
0.078996,0.08167,0.55263,64,1
0.07838,0.068058,0.5783,45,1
0.074516,0.053539,0.60997,32,1
0.078656,0.049002,0.50791,24,1
0.096622,0.07078,0.45214,31,1
0.095218,0.071688,0.58474,37,1
0.08955,0.058984,0.58061,47,1
0.09084,0.064428,0.58682,41,1
0.091825,0.073503,0.63794,54,1
0.1036,0.064428,0.56896,58,1
0.12593,0.049002,0.46987,47,1
0.12637,0.043557,0.65663,25,1
0.11,0.044465,0.5048,14,1
0.10295,0.046279,0.7384,12,1
0.10431,0.049002,0.67566,13,1
0.10155,0.054446,0.56282,11,1
0.079247,0.057169,0.38715,17,1
0.058743,0.049909,0.48961,28,1
0.065819,0.03902,0.4323,22,1
0.070992,0.036298,0.49767,10,1
0.055646,0.046279,0.3595,18,1
0.047769,0.055354,0.3684,24,1
0.051145,0.054446,0.58246,25,0
0.046591,0.066243,0.58734,56,0
0.043381,0.068058,0.53171,49,0
0.054826,0.045372,0.72118,16,0
0.059254,0.034483,0.88321,9,0
0.049456,0.03176,0.64748,10,0
0.040344,0.039927,0.40959,23,0
0.046002,0.044465,0.53759,40,0
0.059853,0.028131,0.40131,20,0
0.078337,0.019964,0.42475,10,0
0.088577,0.019964,0.73213,9,0
0.089108,0.022686,0.63036,10,0
0.080672,0.029038,0.53813,10,0
0.085561,0.025408,0.56917,12,0
0.10565,0.016334,0.59492,11,0
0.1108,0.018149,0.73539,8,0
0.10745,0.022686,0.64525,10,0
0.1045,0.024501,0.61229,15,0
0.10219,0.023593,0.54889,11,0
0.10354,0.020871,0.51575,13,0
0.2175,0.029946,0.42403,19,0
0.27416,0.045372,0.37857,19,0
0.30283,0.039927,0.36871,19,0
0.38113,0.029038,0.7599,12,0
0.42172,0.030853,0.525,16,0
0.39853,0.03176,0.36059,17,0
0.39086,0.029038,0.56606,7,0
0.40122,0.027223,0.6555,8,0
0.35542,0.029038,0.49133,10,0
0.30383,0.028131,0.39931,16,0
0.32196,0.022686,0.71587,8,0
0.30392,0.023593,0.73779,7,0
0.25408,0.041742,0.37254,18,0
0.23857,0.048094,0.34516,29,0
0.20632,0.036298,0.33872,27,0
0.21958,0.026316,0.29378,15,0
0.22994,0.019964,0.45258,8,0
0.18392,0.025408,0.44003,12,0
0.15688,0.03176,0.51972,10,0
0.18601,0.032668,0.31802,12,0
0.1887,0.026316,0.46731,14,0
0.19043,0.058984,0.27342,38,0
0.19714,0.086207,0.45818,41,0
0.19433,0.059891,0.80964,24,0
0.19092,0.039927,0.83583,16,0
0.19756,0.032668,0.8632,10,0
0.18084,0.038113,0.84478,10,0
0.1203,0.058076,0.4241,25,0
0.095338,0.064428,0.28854,33,0
0.1088,0.039927,0.40007,28,0
0.11752,0.03176,0.43464,11,0
0.11034,0.041742,0.41194,17,0
0.097378,0.036298,0.7028,17,0
0.080686,0.036298,0.62753,11,0
0.056559,0.050817,0.3179,30,0
0.054507,0.050817,0.49416,20,0
0.057376,0.038113,0.50567,17,0
0.055389,0.027223,0.60295,10,0
