@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.26264,0.066243,4964.4,-5.1789,968.99,1
0.29113,0.072595,4183.4,-5.0993,495.26,1
0.37523,0.062613,7606.7,-5.1058,452.2,1
0.41702,0.058984,7228.4,-5.0607,258.4,1
0.38154,0.057169,7362.2,-4.9883,236.87,1
0.36271,0.049002,6508.4,-5.0109,258.4,1
0.37325,0.045372,5657.5,-5.001,258.4,1
0.33158,0.046279,5621.5,-4.9319,301.46,1
0.27575,0.043557,4429.2,-4.986,301.46,1
0.29361,0.039927,4644.9,-5.02,430.66,1
0.28688,0.051724,4184,-4.8306,430.66,1
0.24491,0.067151,4094,-5.2097,107.67,1
0.23575,0.069873,4238.8,-5.1528,107.67,1
0.21153,0.07078,2849,-5.1302,1378.1,1
0.2131,0.049909,3245.6,-5.0086,86.133,1
0.22001,0.047187,3068.6,-4.9608,107.67,1
0.18836,0.060799,2380.1,-5.0872,107.67,1
0.16148,0.068058,2335.9,-5.1171,2670.1,1
0.17954,0.068966,2209.8,-5.0707,107.67,1
0.18109,0.058984,2682.5,-5.0231,107.67,1
0.18179,0.078947,2420.1,-5.427,107.67,1
0.17913,0.091652,2855,-5.6413,344.53,1
0.16649,0.065336,2160.3,-5.5069,366.06,1
0.16474,0.052632,1830.6,-5.3901,344.53,1
0.16954,0.050817,2063.1,-5.2189,344.53,1
0.15541,0.054446,1912,-5.1819,344.53,1
0.11133,0.066243,1105.9,-5.2923,366.06,1
0.090335,0.066243,650.92,-5.4128,990.53,1
0.094754,0.051724,1013.4,-5.2091,279.93,1
0.096807,0.048094,858.89,-5.2142,107.67,1
0.088691,0.056261,809.82,-5.2405,107.67,1
0.078435,0.057169,659.92,-5.2934,344.53,1
0.071576,0.058076,499.75,-5.3131,968.99,1
0.064551,0.058076,389.77,-5.3212,968.99,1
0.061976,0.057169,388.91,-5.3154,258.4,1
0.0679,0.051724,485.11,-5.1948,279.93,1
0.068173,0.049909,377.89,-5.1745,990.53,1
0.061686,0.058076,335.54,-5.2265,990.53,1
0.059551,0.056261,293.59,-5.2597,1012.1,1
0.061576,0.054446,323.46,-5.2478,1012.1,1
0.05834,0.062613,299.93,-5.258,1012.1,1
0.056344,0.062613,287.3,-5.2114,1012.1,1
0.059815,0.058076,290.18,-5.2555,1012.1,1
0.059747,0.060799,266.21,-5.2732,1012.1,1
0.058529,0.058984,267.69,-5.2406,1012.1,1
0.056981,0.055354,249.52,-5.2903,1012.1,1
0.057656,0.051724,225.41,-5.2949,990.53,1
0.057257,0.048094,261.25,-5.2134,968.99,1
0.055613,0.048094,214.98,-5.2217,968.99,1
0.05362,0.048094,176.08,-5.2631,968.99,1
0.050587,0.049002,192.61,-5.3622,947.46,1
0.047947,0.055354,170.93,-5.3116,947.46,1
0.048687,0.054446,203.76,-5.3089,947.46,1
0.049763,0.050817,187.51,-5.2996,947.46,1
0.050136,0.052632,198.09,-5.2932,947.46,1
0.049169,0.040835,122.7,-5.3275,947.46,1
0.045535,0.033575,124.03,-5.348,904.39,1
0.042995,0.043557,85.392,-5.4447,904.39,1
0.040617,0.058076,62.736,-5.504,861.33,1
0.044385,0.058076,82.493,-5.5374,387.6,1
0.048817,0.049002,159.63,-5.4049,409.13,1
0.048466,0.051724,109.82,-5.5005,947.46,1
0.05096,0.063521,118.39,-5.6182,236.87,1
0.055319,0.072595,277.33,-5.5646,215.33,1
0.060309,0.065336,136.65,-5.6603,236.87,1
0.065379,0.058076,409.55,-5.379,775.2,1
0.065974,0.056261,208.09,-5.5423,796.73,1
0.057228,0.057169,275.01,-5.5068,430.66,1
0.04902,0.059891,90.716,-5.6566,753.66,1
0.049781,0.051724,182.22,-5.5249,753.66,1
0.050926,0.050817,130.42,-5.6555,775.2,1
0.053234,0.055354,199.12,-5.5585,796.73,1
0.058533,0.059891,270.44,-5.548,430.66,1
0.071112,0.057169,458.5,-5.4011,775.2,1
0.079795,0.044465,388.63,-5.3463,775.2,1
0.07977,0.043557,521.81,-5.2974,775.2,1
0.073554,0.043557,404.38,-5.3586,796.73,1
0.070986,0.039927,346.36,-5.4547,215.33,1
0.079161,0.049002,646.49,-5.296,409.13,1
0.08082,0.057169,494.66,-5.425,215.33,1
0.083924,0.046279,505.76,-5.2203,796.73,1
0.082054,0.036298,374.38,-5.2835,818.26,1
0.075446,0.043557,563.82,-5.3145,818.26,1
0.079223,0.041742,592.1,-5.2671,387.6,1
0.080538,0.039927,424.81,-5.2027,818.26,1
0.082913,0.046279,495.05,-5.1946,818.26,1
0.081649,0.04265,666.28,-5.3338,775.2,1
0.080336,0.046279,654.38,-5.2527,753.66,1
0.079785,0.049909,467.6,-5.2841,796.73,1
0.074993,0.044465,625.68,-5.2452,753.66,1
0.082355,0.034483,557.22,-5.1189,430.66,1
0.09979,0.028131,724.43,-4.9588,409.13,0
0.10416,0.028131,795.97,-4.8777,473.73,0
0.12838,0.024501,1124.1,-4.7539,516.8,0
0.17706,0.025408,1938.2,-4.4781,516.8,0
0.21185,0.025408,2050.5,-4.403,516.8,0
0.18099,0.03176,1786.6,-4.7233,516.8,0
0.11566,0.043557,836,-5.0656,193.8,0
0.10245,0.044465,663.47,-5.1158,495.26,0
0.087348,0.048094,660.66,-5.1807,516.8,0
0.083137,0.041742,689.02,-5.5359,344.53,0
0.08799,0.037205,516.21,-5.3489,409.13,0
0.071343,0.051724,485.45,-5.305,538.33,0
0.06275,0.051724,306.9,-5.3876,473.73,0
0.079453,0.03902,586.11,-5.0931,452.2,0
0.099915,0.039927,586.61,-5.2716,473.73,0
0.10407,0.036298,851.03,-5.3872,452.2,0
0.091418,0.030853,651.1,-5.2767,473.73,0
0.073877,0.045372,352.77,-5.4097,473.73,0
0.075789,0.044465,419.13,-5.3267,473.73,0
0.081685,0.036298,595.48,-5.2249,689.06,0
0.082372,0.045372,689.86,-5.2148,473.73,0
0.085854,0.048094,453.08,-5.3301,258.4,0
0.092598,0.047187,802.45,-5.2652,452.2,0
0.10006,0.051724,896.29,-5.2777,452.2,0
0.085815,0.058076,683.42,-5.2642,1055.1,0
0.081828,0.055354,371.37,-5.4992,1033.6,0
0.097122,0.047187,750.25,-5.4624,430.66,0
0.098212,0.044465,761.24,-5.2978,430.66,0
0.082036,0.051724,391.53,-5.4664,409.13,0
0.068139,0.055354,389.32,-5.468,710.6,0
0.066003,0.059891,314.77,-5.5286,193.8,0
0.072299,0.056261,407.42,-5.4979,667.53,0
0.083955,0.04265,385.86,-5.5657,710.6,1
0.090738,0.043557,595.7,-5.386,753.66,1
0.098085,0.045372,740.86,-5.3991,753.66,1
0.10339,0.043557,705.91,-5.4083,796.73,1
0.11011,0.043557,786.73,-5.3085,796.73,1
0.11841,0.050817,859.47,-5.3664,796.73,1
0.11472,0.062613,1137.3,-5.5065,796.73,1
0.10813,0.052632,741.01,-5.4137,796.73,1
0.1204,0.043557,943.39,-5.2935,409.13,1
0.11712,0.051724,973.39,-5.2529,796.73,1
0.10186,0.053539,688.4,-5.2596,796.73,1
0.099177,0.055354,619.1,-5.2332,796.73,1
0.10126,0.055354,567.49,-5.1751,796.73,1
0.098221,0.050817,621.92,-5.163,796.73,1
0.095746,0.050817,657.48,-5.2532,796.73,1
0.097525,0.049002,583.09,-5.3915,796.73,1
0.087327,0.053539,621.11,-5.4367,796.73,1
0.085524,0.057169,534.27,-5.4985,818.26,1
0.09468,0.048094,664.72,-5.4448,409.13,1
0.09658,0.050817,703.33,-5.4207,430.66,1
0.085608,0.053539,563.95,-5.5823,409.13,1
0.079173,0.060799,561.94,-5.5924,409.13,1
0.092527,0.077132,820.14,-5.658,409.13,1
0.13225,0.088929,1411.1,-5.562,1184.3,1
0.17845,0.078947,2887.9,-5.5142,430.66,1
0.20298,0.072595,2709.3,-5.5217,430.66,1
0.21397,0.083485,3710.9,-5.4589,2368.7,1
0.246,0.091652,4145.7,-5.6535,2562.5,1
0.25812,0.092559,4499.5,-5.4957,2562.5,1
0.26222,0.095281,4540.9,-5.5483,2562.5,1
0.28801,0.10073,5086.2,-5.5805,1959.5,1
0.28674,0.098911,5258.5,-5.6452,2584,1
0.27621,0.10799,5469.8,-5.6662,2584,1
0.25465,0.10889,4405.6,-5.7254,2820.8,1
0.22814,0.098004,4070.3,-5.7119,1808.8,1
0.2442,0.10163,4368.4,-5.6892,1098.2,1
0.2781,0.10799,5323.5,-5.6889,796.73,1
0.28291,0.10436,5739.3,-5.7746,1593.5,1
0.27965,0.10254,5549,-5.7625,1571.9,1
0.28625,0.10163,4903.7,-5.8114,1636.5,1
0.286,0.11706,6157.8,-5.8001,2863.9,1
0.32981,0.12704,6940.4,-5.7751,2820.8,1
0.35892,0.11525,6276.7,-5.7961,1485.8,1
0.33073,0.12069,6595.6,-5.7654,1485.8,1
0.32389,0.13067,7161.3,-5.8014,3079.2,1
0.34078,0.12341,6881.5,-5.786,1507.3,1
0.35111,0.1216,6885,-5.7908,1507.3,1
0.36045,0.12523,7459.8,-5.6977,3079.2,1
0.36199,0.11978,7088.3,-5.6963,3057.7,1
0.39711,0.11525,7706,-5.692,3036.2,1
0.42398,0.11071,8372.3,-5.6243,1550.4,1
0.40439,0.10073,6965,-5.7159,1550.4,1
0.3848,0.097096,6590.6,-5.704,1550.4,1
0.33205,0.10436,6704.5,-5.7409,3036.2,1
0.30879,0.10708,6031.8,-5.6327,1507.3,1
0.35845,0.097096,6165.1,-5.6512,1550.4,1
0.36497,0.10436,6657.1,-5.6188,1507.3,1
0.34052,0.10436,6074.2,-5.5964,1485.8,1
0.309,0.10163,5127.2,-5.5959,1464.3,1
0.29015,0.10526,5235.1,-5.6287,1421.2,1
0.28073,0.11162,5149.9,-5.6012,1550.4,1
0.28493,0.11615,5026.5,-5.6098,2907,1
0.29052,0.11978,5318,-5.5949,1744.2,1
0.27951,0.11615,5171.9,-5.5462,1722.7,1
0.28071,0.11071,5198.3,-5.54,1679.6,1
0.27216,0.11978,4772.8,-5.5205,3122.3,1
0.27233,0.11887,4239,-5.4399,3036.2,1
0.2888,0.11162,5024.7,-5.453,3014.6,1
0.29388,0.11162,4748.1,-5.3313,3014.6,1
0.2838,0.11706,4894.8,-5.3812,3057.7,1
0.26963,0.11706,4063.7,-5.3095,2907,1
0.26973,0.12341,4859.4,-5.4105,1593.5,1
0.26693,0.1225,3844.3,-5.3738,1571.9,1
0.25874,0.11887,4433.1,-5.4368,2907,1
0.25421,0.11434,3757,-5.2875,1550.4,1
0.23909,0.10708,3695.7,-5.4047,1550.4,1
0.23385,0.11071,4086,-5.548,2863.9,1
0.23251,0.11071,4196,-5.5153,1528.9,1
0.23781,0.10799,3732.1,-5.3854,2950,1
0.25307,0.10436,3705.1,-5.2294,1507.3,1
0.24353,0.096189,3782.2,-5.3124,1507.3,1
0.24506,0.096189,3681.1,-5.2187,1485.8,1
0.25011,0.10073,3351.1,-5.2999,1464.3,1
0.2425,0.098004,3483.9,-5.2281,1464.3,1
0.24561,0.098911,3200.6,-5.2141,1442.7,1
0.23607,0.10163,3243.7,-5.1289,1442.7,1
0.23852,0.10526,3308.5,-5.1404,1442.7,1
0.25047,0.098911,3038.5,-5.0061,1442.7,1
0.26148,0.094374,3457.5,-5.1338,1464.3,1
0.27379,0.10345,3566,-5.1185,1464.3,1
0.26485,0.10254,3615.5,-5.0868,1464.3,1
0.25972,0.1098,3717.9,-5.2255,1485.8,1
0.25716,0.11706,2869.5,-4.985,1464.3,1
0.24002,0.11252,3336,-5.1725,1442.7,1
0.21331,0.10254,2467,-5.0061,1421.2,1
0.20237,0.10617,2307.6,-5.0488,1399.7,1
0.1933,0.11071,2437.3,-5.1477,1378.1,1
0.16998,0.10708,1816.9,-5.0007,2993.1,1
0.17066,0.1098,2034.9,-5.173,3014.6,1
0.17362,0.10708,2200.3,-5.154,2993.1,1
0.17785,0.10526,2309.5,-5.1149,1378.1,1
0.17487,0.10163,1789.7,-5.1017,2993.1,1
0.16352,0.095281,1948.6,-5.0892,1378.1,1
0.16012,0.090744,1974.4,-5.2736,1356.6,1
0.14464,0.098004,1572,-5.2821,2907,1
0.125,0.098911,1320.5,-5.2917,2885.4,1
0.11764,0.091652,1207.5,-5.4252,2842.4,1
0.10971,0.097096,1039.2,-5.4034,2799.3,1
0.099095,0.10617,862.62,-5.4838,2799.3,1
0.093996,0.093466,898.09,-5.4604,2799.3,1
0.091764,0.073503,830.85,-5.4444,1033.6,1
0.090498,0.067151,719.13,-5.3851,1012.1,1
0.10066,0.057169,913.3,-5.2808,1012.1,1
0.10711,0.049002,967.12,-5.2465,1012.1,1
0.10154,0.047187,795.06,-5.2343,990.53,1
0.09035,0.049002,637.51,-5.2095,968.99,1
0.077567,0.055354,416.69,-5.4532,947.46,1
0.069766,0.059891,509.68,-5.3244,624.46,1
0.073837,0.046279,527.57,-5.2959,624.46,1
0.076736,0.041742,466.71,-5.2784,624.46,1
0.065991,0.056261,422.39,-5.2765,947.46,1
0.058267,0.067151,251.32,-5.6428,452.2,1
0.050453,0.065336,222.45,-5.58,366.06,1
0.048688,0.054446,153.82,-5.5798,452.2,1
0.045082,0.065336,156.25,-5.5463,689.06,1
0.050771,0.092559,176.44,-5.8028,452.2,1
0.06397,0.093466,403.87,-5.7268,473.73,1
0.067134,0.07078,411.03,-5.6716,473.73,1
0.061003,0.065336,329.6,-5.625,732.13,1
0.055999,0.063521,194.96,-5.6424,495.26,1
0.05593,0.059891,274.24,-5.5589,968.99,1
0.054091,0.066243,227.37,-5.6832,1012.1,1
0.053214,0.071688,118.29,-5.7018,775.2,1
0.062473,0.07078,444.1,-5.5213,495.26,1
0.072923,0.065336,289.55,-5.6175,839.79,1
0.069559,0.051724,490.05,-5.3905,861.33,1
0.076496,0.051724,407.66,-5.337,882.86,1
0.13823,0.060799,1140.5,-5.4047,1055.1,1
0.15943,0.057169,1929.3,-5.0448,1033.6,1
0.13062,0.056261,1085.3,-5.2871,904.39,1
0.11771,0.054446,1006.2,-5.294,925.93,1
0.10895,0.062613,1008.7,-5.4867,925.93,1
0.10632,0.068058,906.45,-5.4437,925.93,1
0.11651,0.060799,939.22,-5.3765,925.93,1
0.11362,0.071688,946.76,-5.5284,925.93,1
0.11753,0.078947,1062.8,-5.4518,925.93,1
0.1255,0.071688,1272.4,-5.338,904.39,1
0.12052,0.061706,1070.2,-5.4826,904.39,1
0.12158,0.054446,1236.7,-5.4211,904.39,1
0.11881,0.053539,1067.3,-5.3405,882.86,1
0.10374,0.058076,816.86,-5.3872,882.86,1
0.095536,0.061706,841.76,-5.3649,861.33,1
0.088343,0.061706,705.31,-5.4041,861.33,1
0.077663,0.068966,516.91,-5.471,839.79,1
0.082531,0.059891,531.64,-5.4637,861.33,1
0.08928,0.051724,846.91,-5.4118,861.33,1
0.090912,0.065336,869.46,-5.5248,861.33,1
0.096728,0.072595,901.84,-5.4938,861.33,1
0.1059,0.059891,873.57,-5.4959,861.33,1
0.10951,0.051724,889.89,-5.3041,452.2,1
0.10354,0.061706,866.36,-5.2683,236.87,1
0.095912,0.058984,869.12,-5.4015,258.4,1
0.096618,0.050817,688.67,-5.3885,861.33,1
0.11694,0.050817,879.43,-5.1619,473.73,1
0.12598,0.045372,1239,-5.0666,473.73,1
0.10674,0.040835,855.81,-5.3314,861.33,1
0.090824,0.055354,684.32,-5.478,839.79,1
0.097747,0.061706,839.36,-5.5343,839.79,1
0.099173,0.058076,907.58,-5.5804,818.26,1
0.091209,0.058984,913.11,-5.494,1055.1,1
0.091334,0.061706,823.62,-5.4285,1033.6,1
0.087644,0.051724,791.97,-5.3712,775.2,1
0.070406,0.053539,246.7,-5.5216,495.26,0
0.081788,0.062613,729.98,-5.4437,990.53,0
0.090308,0.058984,714.09,-5.4456,990.53,0
0.088642,0.077132,603.09,-5.6232,947.46,0
0.10364,0.094374,1386.3,-5.6453,1012.1,0
0.1177,0.097096,1587.3,-5.6999,1033.6,0
0.13128,0.092559,1417.5,-5.665,2196.4,0
0.12132,0.092559,1620.7,-5.6416,1119.7,0
0.12644,0.091652,1474.4,-5.7133,1055.1,0
0.1545,0.07804,2092.9,-5.5976,1012.1,0
0.14169,0.07804,1875.5,-5.6559,990.53,0
0.11456,0.092559,1294.5,-5.7611,473.73,0
0.10479,0.097096,1160.9,-5.7766,1033.6,0
0.089856,0.084392,975.17,-5.7461,452.2,0
0.075453,0.083485,523.21,-5.8288,172.27,0
0.066835,0.079855,427.41,-5.7376,452.2,0
0.069948,0.068058,476.47,-5.6989,667.53,0
0.078499,0.07078,532.07,-5.6653,452.2,0
0.075514,0.08167,613.91,-5.5805,452.2,0
0.076148,0.088022,321.74,-5.7821,689.06,0
0.10368,0.088022,1333.5,-5.4333,1399.7,0
0.10724,0.082577,1063.3,-5.3971,1399.7,0
0.090291,0.078947,1043.6,-5.5083,366.06,0
0.081887,0.085299,635.04,-5.4482,990.53,0
0.070611,0.080762,397.08,-5.4535,473.73,0
0.10717,0.087114,1193,-5.5492,1033.6,0
0.12859,0.086207,1585.7,-5.4803,990.53,0
0.11213,0.065336,1179.2,-5.469,1012.1,0
0.0869,0.069873,826.79,-5.5113,1012.1,0
0.077144,0.068058,680.09,-5.4654,1012.1,0
0.091399,0.07804,722.55,-5.8286,882.86,0
0.092083,0.092559,1108.8,-5.698,1550.4,0
0.082879,0.085299,641.63,-5.7001,1270.5,0
0.076789,0.080762,563.89,-5.7007,710.6,0
0.078286,0.07804,541.34,-5.7279,581.4,0
0.079733,0.071688,606.36,-5.6401,646,1
0.085386,0.062613,542.22,-5.6149,710.6,1
0.089281,0.061706,715.89,-5.4626,732.13,1
0.090224,0.056261,590.65,-5.4941,775.2,1
0.10195,0.045372,662.09,-5.3768,796.73,1
0.10662,0.043557,800.36,-5.2821,796.73,1
0.1011,0.051724,606.03,-5.3833,409.13,1
0.09513,0.051724,685.05,-5.3952,430.66,1
0.095145,0.043557,579.23,-5.3069,430.66,1
0.10231,0.038113,497,-5.3824,409.13,1
0.10048,0.039927,698.03,-5.3026,409.13,1
0.093151,0.04265,462.13,-5.3848,409.13,1
0.09538,0.032668,459.59,-5.3298,430.66,1
0.09982,0.023593,583.94,-5.1865,430.66,1
0.10051,0.028131,479.52,-5.3058,430.66,1
0.099304,0.029946,440.39,-5.3509,430.66,1
0.096575,0.034483,494.62,-5.4499,430.66,1
0.1014,0.034483,582.45,-5.3242,430.66,1
0.10317,0.030853,563.25,-5.2077,430.66,1
0.092283,0.036298,493.72,-5.3241,430.66,1
0.084661,0.038113,391.97,-5.4603,409.13,1
0.074069,0.056261,324.95,-5.5796,430.66,1
0.075402,0.058076,405.98,-5.533,409.13,1
0.086588,0.056261,437.1,-5.592,409.13,1
0.09601,0.07441,886.5,-5.9263,409.13,1
0.10767,0.062613,796.2,-5.7269,409.13,1
0.11174,0.052632,771.83,-5.6138,409.13,1
0.093782,0.064428,668.14,-5.6572,409.13,1
0.088312,0.062613,620.21,-5.6231,409.13,1
0.094548,0.057169,716.16,-5.51,409.13,1
0.089248,0.057169,661.12,-5.6737,409.13,1
0.11378,0.055354,1088.1,-5.4174,775.2,1
0.12239,0.064428,946.82,-5.5339,796.73,1
0.13477,0.069873,1508.1,-5.5217,409.13,1
0.1756,0.065336,2389.3,-5.4955,1012.1,1
0.20063,0.067151,3071.9,-5.5089,732.13,1
0.20122,0.076225,2822,-5.5683,796.73,1
0.20787,0.086207,3257.9,-5.658,2497.9,1
0.21319,0.086207,3037.6,-5.6864,1033.6,1
0.20265,0.086207,3369.3,-5.5991,753.66,1
0.19667,0.093466,2852,-5.6906,775.2,1
0.18386,0.093466,2615.8,-5.6627,1141.3,1
0.21383,0.090744,3070.4,-5.7706,1076.7,1
0.25573,0.10073,4904.1,-5.6262,2691.7,1
0.27225,0.11162,4634.6,-5.7875,2713.2,1
0.2711,0.10526,5295.8,-5.7009,2820.8,1
0.25858,0.099819,5117.9,-5.706,1485.8,1
0.2631,0.12341,4634.2,-5.9026,1485.8,1
0.27475,0.12886,5322.9,-5.8205,2799.3,1
0.26369,0.11071,5152.6,-5.8221,2885.4,1
0.27809,0.10708,5527,-5.7744,2885.4,1
0.27597,0.10345,4824.2,-5.7609,1399.7,1
0.24322,0.098911,4503.6,-5.7409,1292,1
0.23974,0.10617,4263.5,-5.8013,1421.2,1
0.23808,0.1098,4355,-5.7917,2885.4,1
0.25195,0.10617,4050.8,-5.7906,1421.2,1
0.24673,0.095281,4452.5,-5.7778,1356.6,1
0.24501,0.090744,3685.4,-5.7143,1464.3,1
0.25642,0.094374,4690.1,-5.574,1421.2,1
0.23979,0.094374,3911.8,-5.5882,1248.9,1
0.22447,0.096189,3212.4,-5.6754,1399.7,1
0.23201,0.093466,3908.6,-5.6077,1421.2,1
0.23236,0.093466,3818.1,-5.6153,1464.3,1
0.24082,0.098004,3785.8,-5.5339,1442.7,1
0.27283,0.094374,4027.7,-5.5049,1421.2,1
0.26848,0.095281,4234.9,-5.4972,1399.7,1
0.242,0.099819,3650.6,-5.4987,1399.7,1
0.2422,0.10254,3504.2,-5.5311,2993.1,1
0.25591,0.10708,4338.1,-5.4517,2971.6,1
0.26188,0.10708,3885.5,-5.4744,2950,1
0.2598,0.1098,3891.3,-5.5064,2950,1
0.26008,0.11525,4100.2,-5.4326,2907,1
0.24816,0.11615,4142.6,-5.5055,1464.3,1
0.24629,0.10436,3937.5,-5.5028,1442.7,1
0.25306,0.10254,4253.4,-5.5774,1421.2,1
0.24658,0.10254,3942.7,-5.5413,3014.6,1
0.24115,0.099819,3974,-5.4504,2971.6,1
0.24962,0.10799,3867.4,-5.52,3036.2,1
0.23493,0.10799,3810.3,-5.4842,3014.6,1
0.1859,0.092559,3084.6,-5.541,2950,1
0.16184,0.086207,2619.7,-5.5007,473.73,1
0.17195,0.090744,2272.8,-5.4266,3014.6,1
0.17545,0.08167,1819.1,-5.4086,473.73,1
0.16613,0.075318,2345.8,-5.3827,473.73,1
0.17046,0.082577,2656.9,-5.3605,473.73,1
0.1649,0.092559,1823.9,-5.481,1485.8,1
0.14785,0.084392,2175.6,-5.5337,473.73,1
0.14397,0.072595,1932.3,-5.4703,1399.7,1
0.15466,0.063521,1948.4,-5.3968,473.73,1
0.1603,0.069873,2127.9,-5.2713,452.2,1
0.16437,0.071688,2227.4,-5.3685,452.2,1
0.17808,0.068966,2261.3,-5.3166,473.73,1
0.17167,0.072595,2135.1,-5.2126,1464.3,1
0.16561,0.07078,2481,-5.422,1507.3,1
0.15913,0.067151,2079.6,-5.3956,452.2,1
0.14978,0.077132,1744.3,-5.2952,1485.8,1
0.15721,0.08167,2000.2,-5.4225,1485.8,1
0.16086,0.085299,2242.5,-5.3889,1528.9,1
0.14538,0.089837,1979.9,-5.4712,2777.8,1
0.13137,0.082577,1645,-5.4688,1571.9,1
0.13203,0.087114,1778.7,-5.3831,1550.4,1
0.14151,0.085299,1843,-5.5286,1550.4,1
0.15777,0.084392,2400.6,-5.5109,1550.4,1
0.15728,0.088929,2195.5,-5.5194,1593.5,1
0.1589,0.084392,1931.7,-5.4466,1571.9,1
0.14283,0.079855,1681.9,-5.3305,1593.5,1
0.14263,0.083485,1523.4,-5.2856,1679.6,1
0.14517,0.095281,1988.2,-5.3975,1701.1,1
0.14263,0.096189,1827.6,-5.4265,1636.5,1
0.15425,0.093466,1676.8,-5.3758,1636.5,1
0.14613,0.093466,1967.6,-5.4079,1701.1,1
0.16267,0.10254,2243.8,-5.5102,1701.1,1
0.17427,0.098911,1567.8,-5.3932,3079.2,1
0.14674,0.079855,2297.7,-5.5253,1679.6,1
0.13038,0.089837,2046.2,-5.3196,1701.1,1
0.16743,0.099819,1586.3,-5.367,3122.3,1
0.1494,0.091652,2196,-5.4841,1722.7,1
0.14212,0.090744,2446.8,-5.5031,3208.4,1
0.15386,0.087114,1351.6,-5.4544,1636.5,1
0.13714,0.089837,1390.3,-5.4227,1636.5,1
0.12994,0.090744,1756.3,-5.3947,1679.6,1
0.11941,0.084392,1274.7,-5.5592,473.73,1
0.15086,0.08167,1967.7,-5.4213,1636.5,1
0.1604,0.079855,1706.8,-5.3935,1658.1,1
0.13615,0.082577,2197.8,-5.4013,1636.5,1
0.14103,0.084392,1359.9,-5.3036,1636.5,1
0.13123,0.075318,1785.3,-5.4155,1636.5,1
0.10237,0.067151,1079.7,-5.2703,409.13,1
0.11089,0.07078,1040.1,-5.2317,409.13,1
0.10463,0.07078,997.62,-5.3172,1571.9,1
0.097083,0.065336,817.55,-5.1564,1528.9,1
0.10406,0.057169,1003.9,-5.1954,516.8,1
0.098683,0.054446,808.6,-5.1567,495.26,1
0.082852,0.068966,529.1,-5.1697,258.4,1
0.071911,0.075318,694,-5.3951,236.87,1
0.076459,0.078947,713.17,-5.3616,258.4,1
0.079432,0.088022,552,-5.2114,2971.6,1
0.07617,0.090744,483.25,-5.2203,2950,1
0.08116,0.092559,618.62,-5.1909,1227.4,1
0.079804,0.083485,576.88,-5.1531,279.93,1
0.099523,0.054446,639.07,-5.1053,516.8,1
0.11149,0.033575,990.47,-4.8248,516.8,1
0.093427,0.047187,458.84,-5.1437,968.99,1
0.07974,0.051724,456.44,-5.2398,947.46,1
0.071694,0.054446,391.35,-5.4179,947.46,1
0.064347,0.058076,306.09,-5.5207,968.99,1
0.061787,0.056261,199.35,-5.6043,947.46,1
0.05509,0.084392,158.47,-5.7386,925.93,1
0.050557,0.12704,158.64,-5.8482,861.33,1
0.05354,0.11434,176.28,-5.8686,796.73,1
0.053127,0.092559,109.93,-5.8956,473.73,0
0.05745,0.096189,221.57,-5.7352,473.73,0
0.059877,0.085299,146.43,-5.7603,258.4,0
0.05204,0.08167,171.71,-5.6569,473.73,0
0.047471,0.078947,56.752,-5.7836,452.2,0
0.048704,0.069873,153.26,-5.5832,452.2,0
0.046043,0.068966,131.08,-5.501,430.66,0
0.046374,0.066243,16.484,-5.6318,452.2,0
0.053815,0.053539,256.11,-5.2724,495.26,0
0.052302,0.047187,205.8,-5.3123,516.8,0
0.048484,0.044465,117.03,-5.3337,667.53,0
0.056698,0.044465,315.44,-5.1066,430.66,0
0.059567,0.04265,280.87,-5.0553,430.66,0
0.067278,0.03176,300.79,-5.0047,473.73,0
0.11839,0.023593,721.73,-4.6273,516.8,0
0.18805,0.021779,1761.2,-4.1883,495.26,0
0.17762,0.022686,1372.6,-4.2129,495.26,0
0.10725,0.023593,738.41,-4.6335,473.73,0
0.095995,0.024501,656.53,-4.5362,473.73,0
0.09663,0.025408,594.83,-4.6367,495.26,0
0.088107,0.022686,627.46,-4.6011,495.26,0
0.067118,0.03176,175.26,-4.9828,279.93,0
0.076692,0.03176,416.65,-4.8644,236.87,0
0.083623,0.023593,517.06,-4.9456,495.26,0
0.077216,0.025408,419.79,-4.95,473.73,0
0.088771,0.033575,653.49,-5.1828,473.73,0
0.079712,0.054446,448.47,-5.3136,452.2,0
0.070788,0.058076,448.79,-5.361,258.4,0
0.073053,0.051724,415.39,-5.5354,258.4,0
0.064532,0.055354,337.5,-5.5302,236.87,0
0.052758,0.08167,63.479,-5.8472,452.2,0
0.05281,0.097096,206.17,-5.7202,409.13,0
0.055149,0.084392,184.31,-5.7181,473.73,0
0.062141,0.069873,220.99,-5.4921,387.6,0
0.078468,0.04265,347.08,-5.2728,409.13,0
0.081478,0.027223,375.63,-5.1061,387.6,0
0.076978,0.033575,428.77,-5.0109,409.13,0
0.076203,0.029038,544.45,-4.9413,409.13,0
0.071683,0.029946,301.25,-5.0553,839.79,0
0.068286,0.03539,392.26,-4.9942,624.46,0
0.060898,0.037205,315.14,-4.9786,646,0
