0,0,0,0,0
0.46919,22,0.10595,3.3166,0
0.42134,21,0.079732,3.2404,0
0.49937,23,0.13254,3.3912,0
0.4917,20,0.11482,4.4721,0
0.44574,21,0.10992,4.5826,1
0.43749,18,0.21709,6,1
0.66119,17,0.30646,6.5192,1
0.72157,23,0.30381,11.247,1
0.91701,28,0.13563,9.8995,1
0.76169,30,0.3023,0,1
0.67706,28,0.09525,5.2915,1
0.73489,32,0.20509,8.9443,1
0.79153,33,0.12319,0,1
0.77323,32,0.09966,0,1
0.81722,33,0.29582,4.062,1
0.55907,31,0.1708,0,1
0.71287,33,0.22419,5.7446,1
0.70008,33,0.10689,7.0356,1
0.7455,30,0.1439,9.4868,1
0.75563,27,0.2991,9,1
0.98228,36,0.345,11.225,1
0.99798,34,0.27532,7.1414,1
1.1342,33,0.34914,0,1
1.2129,34,0.18601,4.1231,1
1.1912,34,0.09394,0,1
1.1981,34,0.098727,0,1
1.2075,34,0.16372,20.616,1
1.2425,9,0.3547,10.607,1
1.41,9,0.41622,0,1
1.4882,9,0.27815,0,1
1.514,9,0.067922,0,1
1.4822,9,0.32039,0,1
1.3755,9,0.23332,0,1
1.403,9,0.051387,0,1
1.3717,9,0.1976,0,1
1.4599,9,0.20034,0,1
1.4267,9,0.24083,0,1
1.3786,9,0.29633,0,1
1.2993,9,0.044796,0,1
1.3817,9,0.40715,2.1213,1
1.5393,10,0.27599,2.2361,1
1.4807,10,0.13167,0,1
1.5627,10,0.11306,2.2361,1
1.4643,9,0.32086,2.1213,1
1.4221,9,0.20872,0,1
1.5256,9,0.30388,0,1
1.5431,9,0.1095,0,1
1.5411,9,0.19025,0,1
1.4962,9,0.083328,0,1
1.5318,9,0.026732,2.1213,1
1.4971,10,0.21179,2.2361,1
1.5918,10,0.22883,0,1
1.5629,10,0.067027,0,1
1.586,10,0.41718,0,1
1.3434,10,0.32274,2.2361,1
1.431,9,0.55135,3,1
0.91857,8,0.66014,4,1
0.48213,13,0.37449,11.113,1
0.3368,27,0.089775,7.3485,1
0.52999,9,0.19072,7.9373,1
0.47407,13,0.035256,9.5394,1
0.53523,23,0.17016,7.5829,0
0.58226,8,0.19103,7.2111,0
0.66058,10,0.2816,2.2361,0
0.82236,7,0.14622,3.2404,0
0.60858,7,0.32152,4.1833,0
0.48264,12,0.28791,4.2426,0
0.95207,10,0.58853,3.1623,0
1.2103,10,0.42702,0,0
1.2534,10,0.12756,0,0
1.1843,10,0.17884,0,0
1.1994,10,0.24559,0,0
1.2849,10,0.089117,0,0
1.2118,10,0.31339,2.2361,0
1.1228,9,0.42435,2.1213,0
0.89099,9,0.32918,0,0
0.87953,9,0.13324,0,0
0.85062,9,0.41169,2.1213,0
0.48103,10,0.055954,2.2361,0
0.86364,8,0.4073,3.4641,0
0.86519,7,0.26989,1.8708,0
0.69525,9,0.2448,3,0
0.6928,9,0.26514,2.1213,0
0.49232,8,0.052215,2,0
0.68173,10,0.11466,4.4721,0
0.53089,12,0.18698,3.4641,0
0.55001,12,0.13014,4.2426,1
0.46931,9,0.33196,3.6742,1
1.0196,9,0.65875,0,1
1.3205,9,0.35627,0,1
1.2119,9,0.35009,4.2426,1
1.1182,13,0.22096,6.245,1
1.2992,15,0.092003,3.873,1
1.1313,15,0.39745,6.7082,1
1.0199,21,0.053044,5.6125,1
1.1368,18,0.3348,10.392,1
1.2171,9,0.24373,2.1213,1
1.2344,19,0.37427,10.223,1
1.4441,20,0.15461,5.4772,1
1.2013,22,0.31261,11,1
1.2814,31,0.20112,10.416,1
1.2644,15,0.18641,12.845,1
1.3363,9,0.20055,5.1962,1
1.2042,9,0.036034,0,1
1.3385,9,0.11706,0,1
1.1838,9,0.30797,4.7434,1
1.1782,14,0.18077,0,1
1.2392,9,0.31226,5.1962,1
1.0209,8,0.30591,2,1
1.0559,8,0.29662,2.8284,1
1.1875,10,0.12979,8.9443,1
1.0275,24,0.2249,13.856,1
1.0891,26,0.18486,23.917,1
0.96478,68,0.1956,43.635,1
1.0098,82,0.27052,23.087,1
1.1097,55,0.35901,30.578,1
1.242,48,0.16713,26.833,1
1.0647,25,0.17582,22.079,1
1.184,9,0.31844,6.7082,1
1.236,15,0.29291,7.2457,1
1.0452,16,0.41522,9.3808,1
0.90612,26,0.2098,11.958,1
0.94801,27,0.38251,13.248,1
1.2148,13,0.42034,10.198,1
1.2389,11,0.16832,4.6904,1
1.2605,9,0.26008,6.364,1
1.3462,20,0.061947,12.649,1
1.2548,25,0.24927,13.229,1
1.2472,34,0.306,5.831,1
1.1047,23,0.37772,10.724,1
0.98888,24,0.3157,3.4641,1
0.9031,24,0.049042,3.4641,1
0.9942,23,0.23227,4.7958,1
1.0116,22,0.09012,3.3166,1
0.97815,24,0.28194,0,1
0.84909,22,0.21869,8.124,1
0.86549,18,0.16801,3,1
0.91432,21,0.26077,5.6125,1
1.0142,21,0.31782,6.4807,1
1.1135,17,0.12472,2.9155,1
0.98631,22,0.23323,15.556,1
1.0032,39,0.31076,18.735,1
1.1788,40,0.39259,4.4721,1
1.2647,40,0.21591,0,1
1.2526,40,0.063097,0,1
1.2583,40,0.20932,0,1
1.3222,40,0.094807,17.889,1
1.2719,24,0.30945,18.974,1
1.4728,10,0.39715,8.6603,1
1.4861,9,0.11819,10.392,1
1.4916,34,0.084571,9.2195,1
1.4765,14,0.094356,13.229,1
