0,0,0,0,0,0,0,0,0,0,0
0.06319,0.049909,378.19,-5.0016,732.13,0.0074257,0.0047587,120.04,0.72525,461.33,0
0.061444,0.049002,301.99,-5.2119,150.73,0.017274,0.0047152,127.67,0.84217,150.73,0
0.053477,0.049002,270.24,-5.2737,1033.6,0.018908,0.017001,146.54,0.84111,105.49,0
0.048074,0.060799,143.07,-5.4802,172.27,0.01402,0.018937,119.01,0.88232,142.84,0
0.0453,0.060799,72.261,-5.5579,796.73,0.018022,0.018937,56.295,0.65742,453.73,1
0.062414,0.049002,230.79,-5.3247,689.06,0.0473,0.017001,334.13,1.1215,322.28,1
0.11699,0.049002,1039.8,-5.0854,495.26,0.069712,0.0047152,868.74,0.83791,242.19,1
0.14549,0.049909,1682.5,-5.0485,452.2,0.050435,0.011656,637.25,0.38146,418.65,1
0.15196,0.054446,1522.5,-5.0278,1270.5,0.041856,0.014911,194.41,0.47739,720.96,1
0.16855,0.058076,1732.1,-5.1392,1270.5,0.049074,0.010267,875.64,0.60798,730.39,1
0.18053,0.058076,2407.8,-5.1716,430.66,0.064483,0,1191.7,0.1232,419.76,1
0.21462,0.058076,2911.8,-5.1333,452.2,0.096187,0.014519,1193,0.58978,69.776,1
0.26675,0.050817,3385.3,-5.0361,452.2,0.083567,0.0067907,1030.3,0.32044,0,1
0.26697,0.056261,3538.9,-5.0926,452.2,0.04465,0.019568,529.94,0.63461,0,1
0.25182,0.064428,3544,-5.1943,452.2,0.027865,0.013244,352.46,0.84973,69.776,1
0.26081,0.061706,3468.8,-5.3706,473.73,0.034485,0.010582,567.01,0.22824,566.86,1
0.26094,0.068058,3729.4,-5.1749,1808.8,0.021338,0.021522,874.69,0.49745,1089.9,1
0.25732,0.075318,3879.1,-5.2749,1787.3,0.041603,0.013072,1104.9,0.174,1074.5,1
0.27439,0.072595,4358.8,-5.1864,516.8,0.095556,0.024349,440.74,0.2334,582.59,1
0.32387,0.058984,3790,-5.2539,473.73,0.071533,0.013687,639.14,0.76675,71.418,1
0.30599,0.066243,4143.2,-4.9626,495.26,0.082549,0.017337,491.2,0.73526,73.023,1
0.27933,0.068058,3673.5,-5.036,495.26,0.074829,0.012426,1354.7,0.45816,73.023,1
0.2659,0.07078,3144.1,-5.0459,473.73,0.077061,0.025343,1279.2,0.22535,71.418,1
0.23467,0.086207,2632.6,-5.0159,473.73,0.048556,0.025786,846.42,0.42679,0,1
0.2458,0.086207,2599.8,-4.9733,473.73,0.0075457,0.013985,286.88,0.40508,0,1
0.23513,0.090744,2695.9,-4.9499,473.73,0.012559,0.011114,601.88,0.19684,0,1
0.24446,0.083485,2868.6,-4.989,473.73,0.056096,0.035355,640.08,0.50009,0,1
0.26087,0.060799,2410.2,-5.0502,473.73,0.055066,0.031072,462,0.38371,71.418,1
