0,0,0,0,0,0,0,0,0,0,0
0.06319,0.049909,0.0018094,0,0,0.0074257,0.0047587,0.0033973,0,0,0
0.061444,0.049002,0.014567,1,28,0.017274,0.0047152,0.0021709,0,0,0
0.053477,0.049002,0.0024564,0,0,0.018908,0.017001,0.0024319,0,0,0
0.048074,0.060799,0.0097519,0,0,0.01402,0.018937,0.0071431,0,0,0
0.0453,0.060799,0.012921,1,23,0.018022,0.018937,0.0071709,0.70711,17.944,1
0.062414,0.049002,0.017711,1,28,0.0473,0.017001,0.0042138,0.70711,10.583,1
0.11699,0.049002,0.014926,2,15,0.069712,0.0047152,0.0085964,0,9.8742,1
0.14549,0.049909,0.027613,1,15,0.050435,0.011656,0.015534,0,0,1
0.15196,0.054446,0.032404,2,15,0.041856,0.014911,0.016175,1,0,1
0.16855,0.058076,0.043761,2,15,0.049074,0.010267,0.013188,1,0,1
0.18053,0.058076,0.040352,3,15,0.064483,0,0.00201,1.2247,0,1
0.21462,0.058076,0.04356,3,15,0.096187,0.014519,0.014586,0,0,1
0.26675,0.050817,0.05012,3,15,0.083567,0.0067907,0.0090397,1.2247,9.083,1
0.26697,0.056261,0.046821,4,4,0.04465,0.019568,0.013373,0,0,1
0.25182,0.064428,0.057759,3,15,0.027865,0.013244,0.013979,0,0,1
0.26081,0.061706,0.053588,4,4,0.034485,0.010582,0.011282,0,2,1
0.26094,0.068058,0.06251,3,13,0.021338,0.021522,0.014456,0,0,1
0.25732,0.075318,0.060274,4,4,0.041603,0.013072,0.0083059,1.4142,4.2426,1
0.27439,0.072595,0.064799,4,4,0.095556,0.024349,0.016287,0,0,1
0.32387,0.058984,0.068461,4,4,0.071533,0.013687,0.028999,1.4142,4.6904,1
0.30599,0.066243,0.040232,3,15,0.082549,0.017337,0.018162,0,0,1
0.27933,0.068058,0.052064,4,4,0.074829,0.012426,0.021533,1.4142,4.6904,1
0.2659,0.07078,0.058045,4,4,0.077061,0.025343,0.015429,0,0,1
0.23467,0.086207,0.060266,4,4,0.048556,0.025786,0.021397,0,0,1
0.2458,0.086207,0.042851,4,4,0.0075457,0.013985,0.020879,1.4142,4.2426,1
0.23513,0.090744,0.039919,3,13,0.012559,0.011114,0.003345,0,0,1
0.24446,0.083485,0.04229,4,4,0.056096,0.035355,0.0090297,1.4142,4.2426,1
0.26087,0.060799,0.043775,4,4,0.055066,0.031072,0.0068372,0,0,1
0.26771,0.051724,0.040154,4,4,0.053386,0.015319,0.012126,1.4142,0,1
0.28216,0.051724,0.036451,3,4,0.071813,0.016067,0.0060377,1.2247,0,1
0.30426,0.041742,0.038154,3,4,0.071842,0.017408,0.011104,0,0,1
0.31609,0.037205,0.042914,3,4,0.021519,0.0091871,0.0053131,1.7321,0,1
0.30133,0.046279,0.036839,5,4,0.069226,0.018894,0.0060923,1.5811,0,1
0.28428,0.052632,0.044929,4,4,0.054963,0.01197,0.012226,1.4142,1.4142,1
0.28008,0.051724,0.043492,4,5,0.039878,0.0083908,0.015053,1.4142,1.5811,1
0.29564,0.049909,0.055349,5,5,0.078146,0.010641,0.0084309,0,2.2361,1
0.32139,0.047187,0.046061,4,3,0.083167,0.0092541,0.020987,0,1.7321,1
0.33868,0.046279,0.036224,5,3,0.065119,0.0079369,0.0041106,1.5811,0,1
0.34643,0.049909,0.046994,5,3,0.074522,0.0082422,0.0071203,2.2361,0,1
0.37074,0.043557,0.038382,3,3,0.10183,0.020851,0.020909,1.2247,1.2247,1
0.40237,0.029946,0.024213,4,4,0.074096,0.016067,0.012207,1.4142,1.4142,1
0.39803,0.026316,0.05069,4,4,0.064059,0.0069109,0.026057,0,0,1
0.38175,0.033575,0.051002,4,4,0.082566,0.020281,0.013063,1.4142,0,1
0.36232,0.050817,0.057382,3,4,0.086969,0.024484,0.019344,0,0,1
0.34,0.057169,0.064044,4,4,0.013131,0.0088213,0.015191,0,0,1
0.36333,0.048094,0.050175,3,4,0.086328,0.020362,0.019109,0,0,1
0.38102,0.039927,0.049489,4,4,0.042739,0.018058,0.018916,0,0,1
0.37292,0.03176,0.035715,3,4,0.030598,0.014702,0.016943,0,0,1
0.376,0.026316,0.033413,4,4,0.05391,0.010366,0.0072996,2,0,1
0.38838,0.023593,0.038904,5,4,0.089785,0.0065437,0.015685,0,1.4142,1
0.41751,0.022686,0.020766,4,3,0.10027,0,0.015907,2,3,1
