@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE class	{0,1}

@DATA
820.81,-5.5537,710.6,223.02,0.21958,123.7,1
918.14,-5.4749,732.13,499.71,0.70371,502.24,1
1364.8,-5.3728,21.533,598.41,0.24879,87.468,1
1442.9,-5.4518,21.533,247.97,0.51919,0,1
1450,-5.4717,21.533,386.33,0.18006,26.373,1
1648.8,-5.4637,86.133,464.14,0.69807,0,1
1711.3,-5.2933,21.533,384.56,0.78858,26.373,1
1821.6,-5.2287,21.533,615.3,0.36193,0,1
2127,-5.2432,21.533,526.21,0.60101,151.5,1
2082,-5.3665,2153.3,1331.7,0.50361,0,1
3830.5,-5.3378,21.533,2584,0.71352,151.5,1
5568.3,-5.5573,21.533,2761.7,0.90177,166.8,1
6569.8,-5.6304,2605.5,1644.2,0.17904,1827.1,1
6391.3,-5.5686,2584,276.9,0.31252,0,1
6593.8,-5.5953,2605.5,908.55,0.49893,976.62,1
6641.7,-5.6576,1851.9,2095.9,0.59892,199.69,1
5271,-5.7221,2648.6,1006.8,0.28757,1013.2,1
6257.1,-5.6865,2627.1,1724.3,0.1937,168.18,1
6221.4,-5.709,2627.1,387.54,0.20827,168.18,1
6305.4,-5.6713,2648.6,355.93,0.52739,168.87,1
6261.6,-5.6109,2648.6,204.34,0.62757,0,1
6292,-5.5309,2648.6,268.58,0.54075,1229.4,1
6238.6,-5.5051,1507.3,610.84,0.26351,927.43,1
6411.6,-5.5057,1507.3,868.01,0.46881,0,1
6473.7,-5.585,1507.3,939.72,0.62147,127.39,1
6684.5,-5.644,1485.8,1463.3,0.26222,126.48,1
7114.3,-5.6093,1485.8,1180.3,0.4238,0,1
7076.1,-5.58,1485.8,997.56,0.21015,126.48,1
7395.6,-5.6252,1464.3,1114.4,0.26762,125.56,1
6740.2,-5.5545,1464.3,1115.4,0.39011,0,1
7026.4,-5.5704,1464.3,615.35,0.15533,0,1
6632.5,-5.5632,1464.3,1590.3,0.19922,0,1
6263.8,-5.5846,1464.3,769.8,0.25118,0,1
6443.3,-5.5406,1464.3,831.36,0.21111,125.56,1
6478.3,-5.5685,1442.7,1180.5,0.098292,124.63,1
6013.1,-5.5371,1442.7,1200.6,0.16107,0,1
5998.9,-5.5592,1442.7,1015.5,0.16066,124.63,1
6356.9,-5.5278,1421.2,637.98,0.52271,974.01,1
6127,-5.4603,2777.8,1454.7,0.26428,1372.6,1
5666.1,-5.5022,2777.8,1300,0.13465,299.54,1
6723.5,-5.4537,2842.4,1777.9,0.34936,1979.2,1
6606.3,-5.4575,21.533,1727.9,0.3124,26.373,1
5819.6,-5.4895,2907,1973.4,0.36229,2040.3,1
5268,-5.4097,2885.4,1688.7,0.46151,0,1
4737,-5.4107,2907,1345.1,0.57621,353.83,1
4504,-5.2869,2799.3,179.05,0.36645,1367,1
4722.8,-5.3599,1571.9,484.56,0.19199,999.27,1
4603.4,-5.3007,1528.9,819.67,0.59176,128.3,1
4430.9,-5.2278,1550.4,665.3,0.095438,0,1
4803.2,-5.2972,1528.9,461.9,0.26572,181.44,1
4342,-5.2545,1507.3,248.23,0.15496,0,1
4774.9,-5.3064,1528.9,734.76,0.30611,128.3,1
4115.9,-5.2898,1485.8,1728.7,0.67219,178.87,1
3322.8,-5.1355,1485.8,1048.5,0.42307,126.48,1
3454.1,-5.2201,1464.3,958.37,0.4442,177.57,1
2791,-5.0599,1442.7,657.08,0.76517,1020.2,1
3144.7,-4.9887,21.533,528.85,0.2598,123.7,1
2968.8,-5.0329,21.533,913.44,0.83452,171.59,1
2582.7,-5.2654,2756.2,691.67,0.33555,1933.7,1
2598.4,-4.9901,2734.7,494.06,0.98748,1933.7,1
2394.8,-4.8746,21.533,570.15,0.66161,109.8,1
2326.9,-5.1697,1615,670.33,0.43426,1526.4,1
2008.5,-4.9476,2907,611.06,0.70218,1370.4,1
1955.1,-4.9704,2907,498.47,0.26822,250.19,1
1754.4,-4.9765,2863.9,287.16,0.42654,175.6,1
1861.1,-5.0435,2885.4,321.38,0.29194,557.37,1
1865.4,-5.0103,2648.6,212.63,0.42576,534.01,1
1812.6,-4.9711,2670.1,179.09,0.32727,1313.3,1
1830,-5.0534,1356.6,293.01,0.28842,1340.3,1
1906.4,-4.9382,21.533,454.33,0.63166,119.89,1
2046.5,-4.8918,21.533,380.41,0.33883,120.85,1
1765,-4.9851,1378.1,327.59,0.35762,966.84,1
1924.9,-4.9431,1378.1,815.35,0.59874,843.93,1
2455.7,-4.8401,344.53,200.22,0.24662,417.54,1
1892.3,-4.9682,366.06,644.7,0.57548,0,1
2016.4,-4.9734,344.53,248.35,0.51563,243.62,1
1831.1,-5.0752,21.533,710.69,0.6131,0,1
1464.7,-5.1216,344.53,261.07,0.52052,235.88,1
1924.2,-4.9694,344.53,336.07,0.39873,455.77,1
1347.4,-5.1855,1550.4,633.91,0.6128,428.51,1
1327.7,-5.1142,107.67,406.77,0.30167,278.69,1
1098.1,-5.1499,107.67,427.3,0.17704,372.97,1
995.11,-5.102,2691.7,186.19,0.63176,340.47,1
1167.8,-4.9935,21.533,277.95,0.26281,169.55,1
862.8,-5.0744,21.533,367.49,0.57032,0,1
854.73,-5.1217,21.533,190.51,0.39283,30.453,1
947.73,-5.0141,107.67,315.67,0.26474,136.19,1
644.45,-5.1496,366.06,345.09,0.66052,125.56,1
1317.3,-4.8447,21.533,662.78,0.83442,15.226,1
1311.4,-4.8622,344.53,575.67,0.71382,86.133,1
811.9,-5.0542,64.6,462.21,0.61227,87.468,1
785.11,-5.0106,107.67,162.22,0.53038,48.15,1
878.94,-4.942,21.533,343.08,0.73759,15.226,1
517.27,-5.2307,129.2,248.98,0.61503,74.593,1
639.26,-5.0866,107.67,234.22,0.377,212.62,1
345.64,-5.2866,968.99,78.545,0.22433,338.76,1
674.96,-5.0676,344.53,353.03,0.70064,322.28,1
714.94,-5.0929,366.06,187.18,0.46901,208.22,1
576.95,-5.1539,107.67,167.14,0.2145,112.92,1
618.11,-5.075,129.2,262.9,0.658,123.7,1
800.58,-4.9833,344.53,460.31,0.74699,136.19,1
1147.4,-4.8511,21.533,188.24,0.28871,0,1
862.34,-4.9489,344.53,477.82,0.65039,235.88,1
617.92,-5.022,344.53,242.01,0.49534,235.88,1
672.77,-5.0467,21.533,288.72,0.70817,0,1
865.74,-4.8233,344.53,153.77,0.46201,121.81,1
727.4,-4.9582,107.67,308.54,0.50267,131.86,1
603.99,-4.9252,21.533,265.6,0.32403,0,1
493.81,-5.0008,107.67,142.87,0.29327,76.131,1
686.66,-4.8908,129.2,155.65,0.41676,37.297,1
564.38,-4.9298,129.2,222.49,0.42958,0,1
511.23,-4.9657,129.2,108.38,0.45279,0,1
610.33,-4.8472,129.2,161.71,0.29976,0,1
425.54,-5.0027,129.2,242.88,0.6725,37.297,1
887.58,-4.6664,107.67,383.13,0.70344,76.131,1
756.3,-4.7907,21.533,407.91,0.89363,30.453,1
447.58,-4.9998,21.533,276.28,0.75074,21.533,1
415.22,-5.0161,64.6,85.929,0.20334,91.358,1
412.01,-5.0163,279.93,144.84,0.41999,77.639,1
517.05,-4.9458,107.67,175.47,0.47389,96.299,1
531.11,-4.9254,107.67,179.69,0.70688,107.67,1
395.47,-5.1487,323,221.32,0.12117,0,1
778.82,-4.9311,107.67,108.16,0.14601,0,1
425.51,-5.14,323,245.33,0.5042,204.28,1
495.94,-5.0301,366.06,233.69,0.68485,198.53,1
645.75,-4.9536,107.67,259.15,0.65495,34.047,1
287.93,-5.2033,344.53,174.56,0.58021,0,1
434.1,-5.0829,107.67,151.09,0.24185,107.67,1
393.11,-5.1802,129.2,124.62,0.44963,74.593,1
513.11,-5.0049,21.533,223.41,0.58344,34.047,1
587.64,-5.0442,21.533,210.09,0.6597,0,1
362.9,-5.1775,21.533,147.06,0.57325,30.453,1
706.84,-4.9173,107.67,308.55,0.70989,68.094,1
632.27,-4.9725,107.67,327.51,0.78102,34.047,1
367.55,-5.1626,129.2,254.31,0.83587,0,1
280.36,-5.2431,107.67,110.61,0.15384,186.48,1
454.82,-5.1536,775.2,210.77,0.71322,129.2,1
475.71,-5.0457,64.6,154.36,0.3935,146.84,1
354.65,-5.0922,107.67,159.84,0.70461,122.76,1
331.63,-5.2407,344.53,146.5,0.76056,0,1
225.21,-5.313,107.67,93.353,0.80462,112.92,1
409.02,-4.997,107.67,126.23,0.58874,34.047,1
303.13,-5.1742,86.133,68.333,0.22771,0,1
439.83,-5.0171,107.67,100.23,0.35465,122.76,1
257.45,-5.2244,366.06,34.186,0.21137,125.56,1
448.91,-5,21.533,102.46,0.60367,52.745,1
304.21,-5.0786,107.67,161.43,0.56265,0,1
277.58,-5.1246,21.533,122.36,0.20566,0,1
412.09,-5.0951,107.67,182.89,0.54176,0,1
439.92,-5.0094,21.533,166.36,0.75994,0,1
286.27,-4.8646,107.67,112.8,0.81317,68.094,0
351.03,-4.7376,107.67,135.56,0.53633,48.15,0
181.58,-4.986,150.73,82.133,0.47304,40.285,0
276.72,-4.8273,86.133,181.65,0.68671,30.453,0
420.05,-4.7906,129.2,116.64,0.81742,52.745,0
211.94,-5.1063,129.2,29.395,0.4762,37.297,0
428.21,-4.8794,107.67,121.41,0.77763,34.047,0
143.09,-5.3541,107.67,124.18,0.89933,34.047,0
212.68,-5.1816,129.2,60.515,0.31726,0,0
108.65,-5.393,107.67,95.873,0.92331,48.15,0
43.492,-5.4977,86.133,48.093,0.76835,30.453,0
215.02,-5.1782,86.133,168.26,1.0778,43.066,0
306.82,-5.049,129.2,59.767,0.6122,129.2,0
238.3,-5.0298,344.53,93.164,0.48311,60.905,0
233.98,-4.9562,107.67,146.22,0.77694,117.94,0
55.539,-5.2734,86.133,66.028,0.88229,0,0
76.982,-5.2515,107.67,51.955,0.70893,48.15,0
125.67,-5.0819,129.2,56.989,0.40345,37.297,0
25.295,-5.3155,129.2,42.041,0.85553,37.297,0
265.41,-4.8065,107.67,93.018,0.63592,48.15,0
90.493,-5.1472,86.133,74.38,0.65759,0,0
387.68,-4.6385,107.67,243.92,1.0408,34.047,0
397.42,-4.6802,107.67,216.92,0.95013,68.094,0
150.89,-5.0243,21.533,99.521,0.091366,15.226,0
266.13,-4.6835,86.133,77.203,0.31259,68.094,0
106.09,-5.066,129.2,80.279,0.92076,52.745,0
144.64,-5.0182,129.2,92.192,0.72989,37.297,0
223.62,-4.8537,107.67,107.91,0.22502,58.971,0
248.79,-4.9974,64.6,136.48,0.51202,0,0
373.35,-4.7488,107.67,177.46,0.60073,48.15,0
417.5,-4.8454,107.67,185.11,1.2164,34.047,0
209.19,-5.3596,129.2,50.804,1.0192,197.36,0
392.82,-5.233,710.6,259.09,0.8575,195.59,1
550.96,-5.0785,21.533,207.64,0.47006,26.373,1
549.33,-5.146,775.2,197.46,0.46763,540.48,1
692.91,-4.9935,775.2,248.71,0.6541,91.358,1
727.88,-4.9746,796.73,143.44,0.33084,92.618,1
749.45,-5.0375,796.73,173.74,0.038901,0,1
808.43,-4.974,796.73,59.254,0.43184,0,1
740.76,-4.9626,796.73,53.548,0.20187,0,1
800.69,-4.9576,796.73,175.78,0.12539,0,1
817.94,-4.9689,796.73,273.73,0.40359,0,1
983.9,-4.892,796.73,269.81,0.38364,0,1
965.91,-4.9087,796.73,239.14,0.15773,0,1
865.49,-4.8819,796.73,192.38,0.16455,0,1
880.38,-4.9198,796.73,196.26,0.68044,0,1
777.99,-5.0701,796.73,211,0.6421,555.71,1
994.84,-5.0825,21.533,437.97,0.21645,91.358,1
1163.6,-5.0517,21.533,349.18,0.20702,0,1
1204.4,-5.0994,21.533,344.22,0.80996,66.37,1
966.86,-5.309,430.66,431.63,0.82287,288.9,1
819.01,-5.3545,409.13,301.11,0.64472,66.37,1
745.45,-5.4642,409.13,91.66,0.66855,0,1
796.47,-5.5181,409.13,354.46,0.57133,0,1
1061,-5.5825,409.13,743.88,0.35803,281.58,1
1839.6,-5.4722,21.533,1386.1,0.47166,64.6,1
3149.7,-5.5012,21.533,1352.5,0.4386,0,1
3001.2,-5.5421,21.533,959.09,0.16692,158.97,1
3762.7,-5.4912,2368.7,1399.4,0.60297,1734.7,1
4042.1,-5.6745,2562.5,1332.2,0.35145,498.3,1
4640.8,-5.5347,2562.5,1032.3,0.57235,0,1
4501.3,-5.5562,2562.5,1293,0.40508,878.91,1
5383.6,-5.5938,1959.5,1492.5,0.48723,145.25,1
5328.9,-5.641,2584,1275,0.37935,898.22,1
5993.8,-5.6448,2584,970.84,0.47008,1819.5,1
5014.3,-5.7193,21.533,1990.6,0.47986,91.358,1
4413.4,-5.7253,1808.8,991.04,0.15876,986.78,1
4569.3,-5.7105,1098.2,1667.8,0.16689,745.47,1
5630.9,-5.7156,796.73,2107,0.50288,444.18,1
6146.1,-5.799,1593.5,501.69,0.4433,785.89,1
5549,-5.7833,1571.9,1831.4,0.18198,183.98,1
4937.2,-5.8105,1636.5,1349.7,0.27529,1028.2,1
6287,-5.8094,2863.9,2757.4,0.45631,1520.7,1
7355.9,-5.7388,21.533,1196.9,0.065224,121.81,1
6676.5,-5.8079,1485.8,1466.2,0.32369,1043,1
6712,-5.7749,1485.8,1791.3,0.14731,1088,1
7632.6,-5.8154,3079.2,2196.9,0.27669,1501.5,1
7976.6,-5.7485,21.533,1450.1,0.498,181.44,1
8159.8,-5.7292,21.533,1406.7,0.37661,181.44,1
8461.6,-5.699,3079.2,1787.5,0.037456,2162.1,1
7404.6,-5.7287,3057.7,1126,0.19591,256.6,1
8119.2,-5.7124,3036.2,2021.1,0.48489,1512.7,1
8410.8,-5.6464,1550.4,1825.1,0.2739,1073.2,1
7327.1,-5.739,1550.4,2423.5,0.47179,0,1
6807.7,-5.7239,1550.4,462.12,0.11469,1073.2,1
7389.9,-5.7344,3036.2,1134.7,0.44667,255.69,1
6459.2,-5.6543,1507.3,1545.4,0.3019,1058.2,1
6650.4,-5.7022,1550.4,1158.6,0.17204,0,1
6862.9,-5.644,1507.3,1097,0.48858,220.65,1
6299.7,-5.6176,1485.8,2010.3,0.28532,178.87,1
5579.9,-5.615,1464.3,1545.7,0.30987,217.47,1
5443.4,-5.6518,1421.2,894.18,0.21795,247.4,1
5286.1,-5.6318,1550.4,971.5,0.22443,1073.2,1
5086.3,-5.6339,2907,596.55,0.23444,530.74,1
5426.1,-5.6123,1744.2,1246.3,0.6126,1016.3,1
5658.9,-5.5002,1722.7,946.19,0.35425,235.88,1
5109.6,-5.5666,1679.6,1726.6,0.38672,1084.2,1
4492,-5.5539,3122.3,1280.3,0.62137,1455.3,1
4379.8,-5.4276,3036.2,779.77,0.52357,404.29,1
4769.7,-5.4529,3014.6,1057.5,0.29386,180.16,1
4848.8,-5.3959,3014.6,623.99,0.36258,254.78,1
4609,-5.4042,3057.7,1265.1,0.16691,405.72,1
4154.3,-5.3856,2907,524,0.21462,1458.9,1
4741.2,-5.4213,1593.5,82.262,0.10209,1031.3,1
4151.4,-5.3818,1571.9,343.65,0.34038,1016.1,1
4684.3,-5.4643,2907,948.29,0.50941,176.91,1
3767.5,-5.2868,1550.4,1143.8,0.10368,1025.5,1
3989.9,-5.4603,1550.4,575.91,0.64607,1009.1,1
3933.7,-5.4397,2863.9,681.88,0.44363,175.6,1
3753.5,-5.3879,1528.9,686.99,0.49935,256.6,1
3682.2,-5.3471,2950,963.37,0.81911,178.22,1
3249.4,-5.1369,1507.3,469.51,0.47125,1042.7,1
3817.9,-5.2607,1507.3,967.4,0.33185,127.39,1
3739.7,-5.1788,1485.8,767.87,0.45313,178.87,1
3502.6,-5.34,1464.3,343.77,0.53654,125.56,1
3672.2,-5.2866,1464.3,353.29,0.60803,125.56,1
3570.6,-5.2001,1442.7,707.35,0.56451,124.63,1
3391.9,-5.1641,1442.7,537.55,0.38869,0,1
3400.2,-5.1416,1442.7,395.79,0.53676,0,1
3484.1,-5.052,1442.7,1158.2,0.1173,124.63,1
4170.2,-5.147,1464.3,1134.2,0.58495,125.56,1
4101,-5.185,1464.3,955.9,0.20686,0,1
3724.6,-5.1305,1464.3,554.84,0.34236,125.56,1
4266.3,-5.2306,1485.8,757.79,0.52329,0,1
3455.4,-5.0258,1464.3,968.91,0.2235,177.57,1
3722.9,-5.2108,1442.7,835.89,0.22,215.87,1
3080,-5.0072,1399.7,1321.9,0.86942,173.61,1
2588.2,-4.9088,1399.7,901.62,0.29862,122.76,1
2451.8,-5.0436,1378.1,876.04,0.20717,1047.9,1
1962.2,-4.9259,2993.1,541.46,0.48158,0,1
2153,-5.1377,1378.1,363.25,0.77208,0,1
2084.8,-5.1579,2993.1,561.59,0.23514,0,1
2455.5,-5.1163,1378.1,359.55,0.63497,0,1
2190.1,-5.0003,2993.1,685.41,0.49776,0,1
2026.5,-5.0172,1378.1,118.14,0.7379,1061.9,1
2176.3,-5.2174,1356.6,423.1,0.5982,1018.3,1
1862,-5.1544,2907,789.19,0.1844,1490.7,1
1507.3,-5.2042,2885.4,693.61,0.74462,305.29,1
1223.7,-5.3675,2842.4,500.83,0.30924,349.87,1
1097.3,-5.2398,2799.3,467.82,0.070144,245.52,1
824.78,-5.3693,2799.3,343.55,0.61102,0,1
811.15,-5.3789,2799.3,164.27,0.36124,1941,1
758.24,-5.3208,107.67,236.71,0.3729,310.18,1
663.35,-5.3266,1012.1,217.2,0.75922,676.5,1
900.48,-5.1044,1012.1,269.82,0.63106,0,1
825.05,-5.1706,1012.1,194.55,0.45145,104.39,1
808.73,-5.1832,990.53,195.77,0.5193,146.05,1
730.27,-5.0665,968.99,341.04,0.06228,685.18,1
490.19,-5.1817,21.533,234.03,0.099949,95.088,1
506.81,-5.0704,129.2,224.43,0.62786,0,1
291.42,-5.3372,21.533,39.035,0.27088,34.047,1
496.36,-5.0429,21.533,328.2,1.0096,0,1
725.44,-4.933,21.533,280.89,0.79409,37.297,1
278.84,-5.2985,150.73,245.82,0.93444,80.57,1
292.02,-5.2626,107.67,199.07,0.88546,48.15,1
550.25,-5.0006,107.67,55.269,0.37865,68.094,1
303.12,-5.3199,21.533,209.54,0.92785,15.226,1
260.55,-5.3242,129.2,52.262,0.48294,0,1
282.16,-5.4075,21.533,264.25,0.95341,34.047,1
755.52,-4.988,21.533,443.75,1.1824,0,1
803.41,-4.847,21.533,418.66,1.0041,0,1
319.19,-5.4041,21.533,206.25,0.968,0,1
536.87,-5.1938,21.533,415.46,1.2704,0,1
962.19,-4.7826,21.533,231.92,0.70373,0,1
648.67,-4.9867,21.533,315.58,0.94252,30.453,1
655.13,-5.1389,107.67,259.85,0.77311,0,1
442.53,-5.2193,21.533,337.27,1.0835,30.453,1
1169.2,-4.689,21.533,750.3,1.1583,0,1
1405.5,-4.6471,21.533,411.52,0.54637,0,1
1410.2,-4.5605,21.533,500.76,0.71989,0,1
1761.1,-4.4198,21.533,214.36,0.61557,0,1
1358,-4.732,21.533,719.74,1.1194,98.678,1
998.18,-4.9494,925.93,177.47,0.4203,0,1
1294.9,-4.8034,21.533,191.14,0.30662,98.678,1
941.75,-4.9103,21.533,326.06,0.49021,0,1
1520.7,-4.7055,21.533,934.14,1.1104,0,1
2089.4,-4.3862,21.533,269.14,0.40933,21.533,1
1451.4,-4.7819,64.6,605.33,0.844,0,1
2594.3,-4.0883,21.533,1278.6,1.1828,21.533,1
2711.7,-4.0975,21.533,1416.5,1.2271,15.226,1
1114.5,-4.8233,43.066,195.91,0.32344,0,1
2780.6,-4.1409,21.533,1690.6,1.3266,15.226,1
3170.4,-3.9733,21.533,1622,1.1729,15.226,1
1120.8,-4.8334,43.066,382.59,0.45354,0,1
2909.2,-4.0584,21.533,1160.3,0.85296,15.226,1
2046.3,-4.4748,21.533,1274,1.2913,15.226,1
1322.9,-4.8036,43.066,679.02,0.81032,0,1
1349.3,-4.7482,21.533,477.83,0.53759,0,1
984.46,-4.9253,43.066,547.79,0.96351,134.47,1
739.66,-5.1252,861.33,451.43,0.95421,96.299,1
1535.5,-4.57,21.533,586.01,0.81679,92.618,1
1187,-4.8332,64.6,75.839,0.54831,0,1
1545.2,-4.4456,21.533,536.01,0.86952,21.533,1
1558.8,-4.4931,21.533,628.81,0.96795,0,1
1037.9,-4.8627,21.533,738.22,1.2866,95.088,1
508.66,-5.1739,861.33,226.4,0.40461,0,1
836.33,-4.926,21.533,444.26,0.94322,95.088,1
980.64,-4.8127,21.533,173.29,0.5391,15.226,1
775.09,-5.0467,43.066,42.986,0.16384,0,1
985.4,-4.8233,21.533,160.38,0.34514,15.226,1
827.29,-4.9973,21.533,329.91,0.74091,34.047,1
722.27,-5.043,129.2,218.55,0.16013,0,1
695.03,-5.0075,21.533,196.82,0.60203,34.047,1
833.75,-4.8983,21.533,279.5,0.12363,0,1
507.63,-5.0138,21.533,395.62,0.78746,34.047,0
217.12,-5.1456,129.2,180.92,0.67882,74.593,0
206.12,-5.1929,107.67,84.121,0.57205,68.094,0
285.78,-5.0196,43.066,60.354,0.16988,43.066,0
180.62,-5.1814,21.533,132.83,0.58877,15.226,0
481.14,-4.8858,21.533,203.82,0.61381,56.972,0
353.31,-5.0271,323,223.11,0.93958,102.14,0
199.38,-5.237,86.133,139.47,0.8582,113.94,0
158.2,-5.3084,21.533,56.256,0.36228,26.373,0
239.39,-5.1876,21.533,206.59,1.0689,0,0
514.77,-4.8679,21.533,239.98,0.85472,0,0
463.14,-4.8874,21.533,273.4,0.98769,30.453,0
191.98,-5.2671,107.67,145.9,0.90352,76.131,0
241.37,-5.1974,129.2,111,0.66333,37.297,0
294.07,-5.0978,129.2,217.13,1.1663,37.297,0
562.03,-4.6637,107.67,85.941,0.47277,0,0
320.35,-5.0019,129.2,263.86,1.0905,64.6,0
127.37,-5.1392,43.066,92.007,0.50298,30.453,0
187.42,-5.1004,86.133,90.8,0.43538,0,0
215.35,-5.0649,43.066,56.218,0.49759,21.533,0
216.77,-5.0026,107.67,164.61,0.96105,58.971,0
465.35,-4.6956,107.67,71.691,0.4279,68.094,0
194.69,-5.0806,21.533,53.81,0.29012,30.453,0
435.61,-4.7288,21.533,159.56,0.61368,0,0
311.58,-4.9213,21.533,128.03,0.40714,0,0
540.82,-4.6614,21.533,63.174,0.42892,30.453,0
296.82,-5.0002,107.67,170.36,0.7816,34.047,0
345.27,-4.9058,43.066,230.83,0.89361,43.066,0
605.46,-4.6747,21.533,423.44,1.2459,15.226,0
937.57,-4.2416,21.533,414.77,0.95932,34.047,0
238.49,-5.1086,129.2,118.68,0.74966,0,0
819.45,-4.4616,21.533,260.42,0.69836,34.047,0
404.01,-4.89,21.533,284.8,1.2711,34.047,0
417.92,-5.1225,129.2,325.97,0.50243,64.6,0
912.51,-4.7914,86.133,332.85,0.44731,68.094,0
660.75,-5.039,21.533,286.55,0.8413,15.226,1
663.96,-5.0724,107.67,124.16,0.34026,195.59,1
614.31,-5.0846,732.13,68.919,0.28558,494.33,1
679.43,-5.1044,775.2,217.65,0.24315,158.24,1
753.75,-5.0614,796.73,187.58,0.41088,92.618,1
772.79,-5.0377,796.73,255.28,0.36975,392.94,1
922.41,-5.0072,409.13,88.726,0.28921,273.65,1
755.72,-5.0043,430.66,307.56,0.24338,68.094,1
672.08,-5.0308,430.66,252.93,0.19456,296.81,1
946.1,-4.9893,21.533,371.9,0.38695,58.971,1
964.46,-4.9708,107.67,108.75,0.20471,144.45,1
970.62,-5.0061,409.13,325.26,0.68875,132.74,1
1182.5,-4.7813,21.533,416.04,0.81993,64.6,1
1263.4,-4.7249,21.533,337.77,0.6886,66.37,1
1001.9,-4.982,430.66,456.82,0.89708,296.81,1
846.77,-5.048,430.66,360.17,0.57078,0,1
695.46,-5.1111,430.66,182.1,0.56884,0,1
942.14,-4.9214,430.66,459.88,0.91394,296.81,1
1144.4,-4.7716,21.533,413.14,0.74796,66.37,1
1240.4,-4.6869,21.533,332.79,0.70715,0,1
965.86,-4.985,21.533,505.95,1.05,64.6,1
710.36,-5.1292,409.13,161.35,0.58188,281.58,1
892.56,-5.117,409.13,196.45,0.40213,281.58,1
796.83,-5.066,21.533,241.83,0.51729,64.6,1
1039.3,-5.0114,21.533,397.19,0.35023,30.453,1
1100.4,-5.017,107.67,196.45,0.20745,144.45,1
1109.5,-5.0286,409.13,504.33,0.75227,248.33,1
641.9,-5.2421,409.13,297.17,0.69687,162.57,1
834.34,-5.2138,538.33,330.49,0.32097,0,1
903.72,-5.2816,409.13,116.67,0.62193,296.81,1
864.46,-5.3603,107.67,273.04,0.56474,144.45,1
1076.2,-5.4006,796.73,552.92,0.36891,523.93,1
1432.6,-5.4107,796.73,894.94,0.14847,523.93,1
2194.3,-5.4088,107.67,1175.7,0.5004,107.67,1
2692.5,-5.5033,1012.1,883.7,0.61317,581.2,1
2774.4,-5.5454,775.2,223,0.44959,288.9,1
2656.6,-5.5762,796.73,900.23,0.51179,828.4,1
3384.5,-5.6393,2497.9,1151,0.35409,543.9,1
3439.5,-5.6207,1033.6,756.36,0.39162,943.54,1
3717.2,-5.5848,775.2,951.71,0.17192,316.47,1
2952.2,-5.6101,775.2,1149.1,0.13892,0,1
2822.7,-5.5917,775.2,796.11,0.67706,341.83,1
3401.3,-5.774,1076.7,2110.3,0.45097,1010,1
5441.4,-5.6621,2670.1,1917.5,0.22422,634.41,1
4752.7,-5.7918,1378.1,758.46,0.37398,322.28,1
5199.3,-5.7104,2820.8,1190.8,0.45241,389.69,1
5298.2,-5.7201,1485.8,911.95,0.68964,995.9,1
4885.4,-5.8767,1485.8,1078.2,0.60285,987.83,1
4822.3,-5.8438,2799.3,890.55,0.56641,575.79,1
5214.3,-5.7669,1248.9,1706.3,0.3778,231.92,1
5939,-5.7943,2885.4,213.54,0.42207,466.33,1
5199,-5.7054,1399.7,1781.1,0.36219,1056,1
4718.6,-5.7483,1292,1190.7,0.30304,117.94,1
4598,-5.7374,1421.2,894.13,0.11809,1064.1,1
5066.4,-5.7532,2885.4,608.27,0.11069,0,1
4744.1,-5.7416,1421.2,533.36,0.028761,1042.3,1
4946.5,-5.7535,1356.6,1412.5,0.43375,170.91,1
3937.5,-5.6762,1464.3,833.12,0.76406,251.12,1
4593.9,-5.5478,1442.7,492.25,0.62744,394.12,1
4043,-5.5343,1248.9,1629.5,0.55599,163.99,1
3280.4,-5.6595,1399.7,412.12,0.36388,347.21,1
3939.4,-5.5811,1421.2,1009.9,0.47607,214.25,1
3798.2,-5.5783,1464.3,863.15,0.37564,125.56,1
4331.7,-5.5305,1442.7,981.44,0.3354,176.26,1
4243,-5.5376,1421.2,1157.2,0.26069,174.94,1
3700.5,-5.5059,1399.7,1159.5,0.34228,122.76,1
3516.4,-5.495,1399.7,910.92,0.34058,1056,1
4172.5,-5.4637,2993.1,1674.4,0.51439,1533.8,1
4860.3,-5.3982,2971.6,349.8,0.22894,252.96,1
4222.8,-5.4831,2950,1453.7,0.5173,178.22,1
3859.3,-5.4958,2950,330.74,0.30375,252.04,1
4279.5,-5.4496,2907,1049.3,0.22632,306.42,1
4374,-5.5146,2885.4,1023,0.49553,1453.5,1
3801,-5.5386,1442.7,709.14,0.41802,1027.7,1
4109.3,-5.5777,1421.2,158.54,0.3592,1056.9,1
3813.2,-5.5849,3014.6,556.51,0.59378,1528.7,1
3946.9,-5.4514,2971.6,576.29,0.51048,178.87,1
3981.5,-5.4893,3036.2,687.12,0.28352,180.8,1
3709.8,-5.4807,2993.1,1085.4,0.20124,359.03,1
3346.4,-5.4745,2950,1424.8,0.19119,1553.7,1
2496.5,-5.494,1356.6,1217.6,0.57907,241.71,1
