@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE class	{0,1}

@DATA
1356,-5.3319,21.533,554.78,0.10043,15.226,1
1324.6,-5.4804,43.066,180.08,0.8674,30.453,1
1307.1,-5.6065,64.6,522.56,0.57937,292.49,1
906.76,-5.6002,2691.7,491.83,0.58252,170.23,1
773.51,-5.4853,43.066,228.81,0.76967,239.78,1
1042.1,-5.3842,21.533,524.91,0.46353,15.226,1
1302.3,-5.4055,64.6,619.14,0.46547,26.373,1
1630.8,-5.4643,43.066,663.61,0.1999,30.453,1
1842.4,-5.3909,21.533,405.73,0.31193,0,1
1809.5,-5.4282,43.066,512.23,0.44475,244.57,1
1552.4,-5.4637,2799.3,452.79,0.60073,0,1
1545.4,-5.5603,43.066,528.19,0.12027,244.57,1
1191.3,-5.4689,21.533,189.44,0.69048,0,1
1485.2,-5.386,43.066,455.68,0.63793,242.67,1
1470.9,-5.6201,2756.2,767.56,0.40211,0,1
2286.2,-5.4435,43.066,1052.9,0.64356,30.453,1
2440.9,-5.4679,2799.3,959.27,0.77622,1964.1,1
1532.2,-5.6639,2799.3,122.28,0.6104,300.69,1
2421.3,-5.5995,2863.9,1136,0.15831,351.2,1
2598,-5.655,2885.4,89.85,0.33398,176.26,1
2415.1,-5.56,2885.4,570.18,0.38869,249.26,1
2867.3,-5.7093,2842.4,413.03,0.21262,303,1
2534.1,-5.5442,2820.8,691.36,0.76387,246.46,1
3244.5,-5.4988,2885.4,600.78,0.28534,2009.6,1
2311.6,-5.5146,21.533,724.41,0.55603,21.533,1
2790.5,-5.6109,2842.4,550.75,0.65284,1994.6,1
2529,-5.3626,2820.8,604,0.59789,0,1
2502,-5.4776,2842.4,455.64,0.54466,303,1
2363.1,-5.4709,2885.4,864.42,0.47764,2001.9,1
1869.6,-5.561,64.6,260.06,0.57626,303,1
2290.7,-5.3515,43.066,1188.9,0.74195,30.453,1
3103.6,-5.3553,21.533,857.21,0.87301,0,1
1817.2,-5.6362,43.066,1175.9,0.93846,205.41,1
1581.8,-5.6678,1981.1,748.26,0.41331,146.05,1
2525.1,-5.6964,21.533,1062.5,0.80279,97.496,1
2475.9,-5.4415,2863.9,515.9,0.93175,2017.5,1
2310.1,-5.3774,2863.9,618.2,0.31599,175.6,1
2145.1,-5.4044,2885.4,357.18,0.49416,176.26,1
2191.2,-5.4677,2885.4,504.09,0.49387,2032.7,1
1913.1,-5.4936,21.533,348.02,0.60175,174.27,1
2064.6,-5.5996,64.6,545.83,0.69935,306.42,1
1624.5,-5.6683,2928.5,551.19,0.22282,251.12,1
1690.5,-5.6171,21.533,605.64,0.8004,0,1
2058.5,-5.4402,2928.5,380.39,0.63584,251.12,1
1831.1,-5.4684,64.6,335.42,0.79352,304.14,1
1935.6,-5.6705,64.6,375.19,0.55909,306.42,1
1685.7,-5.5787,2971.6,373.8,0.19881,2070.5,1
1769.8,-5.6563,2950,612.42,0.22278,2070.7,1
1261.8,-5.5611,64.6,435.09,0.58754,306.42,1
1469.8,-5.7805,43.066,817.3,0.03503,30.453,1
2170.8,-5.5607,21.533,680.21,0.85725,232.92,1
1896,-5.5162,5081.8,292.03,0.62948,330.8,1
2260.7,-5.7044,64.6,1516.8,0.71243,281.58,1
3931.3,-5.6941,2627.1,1926.7,0.62776,1857.6,1
4149.2,-5.566,2691.7,345.25,0.74483,380.66,1
3873.9,-5.4948,2734.7,1337,0.091373,297.21,1
3226.3,-5.5629,2756.2,1227.7,0.60653,298.37,1
2939.6,-5.627,2670.1,1133.8,0.30485,415.32,1
2351.8,-5.5299,2627.1,871.27,0.59173,168.18,1
2294,-5.5004,2648.6,771.94,0.18203,1842.1,1
2871.3,-5.5178,64.6,629.9,0.72877,117.94,1
2570.4,-5.3079,2217.9,1130.1,0.54615,1537.6,1
1877.5,-5.4055,2196.4,1331.6,0.74662,1537.8,1
681.43,-5.5141,64.6,614.02,0.77026,263.73,1
770.95,-5.1903,43.066,124.18,0.95557,21.533,1
721.44,-5.1623,43.066,330.29,0.5854,0,1
468.52,-5.323,43.066,317.85,0.84458,56.972,1
290.18,-5.4303,193.8,103.6,0.47122,0,1
394.56,-5.2413,43.066,287.44,1.2889,60.905,1
708.99,-4.7964,21.533,66.736,0.46367,0,1
381.99,-5.1516,43.066,291.93,0.93303,21.533,1
262.79,-5.1344,43.066,180.9,1.0021,21.533,0
631.06,-4.7604,21.533,375.16,1.1497,0,0
708.84,-4.5791,43.066,366.05,0.88659,30.453,0
253,-5.1038,64.6,266.64,1.2972,0,0
146.81,-5.2385,43.066,69.88,0.65961,30.453,0
319.53,-4.9376,21.533,143.61,0.99378,15.226,0
275.89,-4.8384,21.533,153.83,0.60466,21.533,0
147.98,-5.0888,64.6,21.797,0.16956,37.297,0
269.47,-4.8497,64.6,230.37,1.2187,37.297,0
541.87,-4.4762,21.533,255.49,0.2288,0,0
510.4,-4.8263,64.6,379.92,1.5475,0,0
-23.712,-5.4686,21.533,79.577,1.3252,21.533,0
670.02,-4.4379,21.533,163.95,0.41839,0,0
589.78,-4.5168,21.533,264.65,0.83337,15.226,0
432.52,-4.7454,43.066,161.11,0.50047,0,0
469.75,-4.6224,21.533,151.63,0.064259,15.226,0
334.62,-4.7472,21.533,209.26,0.72125,0,1
731.49,-4.8415,21.533,781.56,0.22506,0,1
2004.8,-4.7263,21.533,912.13,0.43883,0,1
1561.5,-4.76,21.533,334.2,0.26858,15.226,1
1861.7,-4.7566,43.066,817.75,0.86285,0,1
2279.9,-4.447,21.533,646.14,0.59097,15.226,1
1495.5,-4.5995,21.533,909.93,1.1986,0,1
1172.6,-5.0717,21.533,633.4,0.98531,15.226,1
811.16,-4.9824,43.066,592.55,1.164,0,1
2038.3,-4.5278,21.533,1108.7,0.9117,15.226,1
2017.3,-4.6152,21.533,729.49,0.77627,104.39,1
1510.7,-4.7889,1033.6,251.83,0.35401,723.21,1
2101.3,-4.5629,1033.6,213.01,0.022803,149.19,1
1467.5,-4.7887,1076.7,668.11,0.42474,152.26,1
2709.6,-4.4875,1076.7,1098.5,0.79274,0,1
2358.2,-4.5086,1076.7,1245,0.80669,107.67,1
1395.1,-4.7762,1098.2,698.77,0.71997,761.16,1
1658.2,-4.7257,21.533,1100.2,0.94238,107.67,1
2855.1,-4.4004,21.533,792.57,0.6178,0,1
2098.3,-4.8991,21.533,1259.2,1.3869,21.533,1
1343.7,-5.1856,64.6,181.33,0.54497,190.18,1
2049.3,-5.0137,1141.3,1272.1,1.004,156.76,1
2923.1,-4.7835,21.533,1919.2,0.99547,109.8,1
4569.6,-4.5994,21.533,1756.3,0.50887,137.04,1
4273.1,-4.6709,1765.7,716.79,0.943,1240.9,1
4329.1,-4.9801,1765.7,1840.2,0.96841,137.88,1
5837.6,-5.0475,1744.2,1607.4,0.92853,0,1
5214.4,-5.3217,1765.7,689.39,0.71528,238.81,1
5655.3,-5.2398,1679.6,1402.9,0.57883,1210.3,1
4518.3,-5.1939,21.533,1756,0.2653,73.023,1
4290.4,-5.2127,2174.9,1051.1,0.36801,0,1
4003.3,-5.1419,21.533,1088.5,0.48844,76.131,1
3698.4,-5.1199,1636.5,827.99,0.47862,1157.2,1
3632.5,-5.0524,1658.1,411.05,0.66028,0,1
3605.4,-4.9473,1636.5,936.44,0.43753,132.74,1
3146.1,-4.975,1636.5,877.65,0.27106,132.74,1
3115.7,-4.9178,1658.1,469.11,0.33897,133.61,1
3004.8,-5.0218,1658.1,379.62,0.61636,133.61,1
3211.7,-5.0691,1636.5,1122.9,0.23587,676.84,1
3790.1,-4.9998,1098.2,892.14,0.85123,543.69,1
3631.7,-5.3589,1098.2,1494,0.80852,947.95,1
2560.8,-5.2438,2734.7,996.62,0.85357,0,1
2855.9,-5.081,1098.2,891.13,0.70428,0,1
3117,-5.0485,2734.7,395.23,0.55715,1505.7,1
2956.2,-5.204,2756.2,105.8,0.62662,1501.8,1
3109.4,-5.1994,1098.2,991.39,0.20074,543.69,1
3588.4,-5.2195,2217.9,1120.7,0.62421,787.95,1
2409.4,-5.3487,1658.1,915.66,0.23615,654.55,1
2892.4,-5.1987,2734.7,1051.9,0.63676,1495.9,1
3174.4,-5.1928,21.533,1328.6,0.59695,170.91,1
4004.6,-5.0614,21.533,323.96,0.71326,107.67,1
3226.8,-5.3938,1098.2,427.23,0.55998,0,1
4117.7,-5.1777,21.533,561.84,0.77898,107.67,1
3380.1,-5.1594,21.533,1119.3,0.58969,106.58,1
3376.4,-5.0429,1076.7,1148.5,0.51706,0,1
4161.5,-5.0534,21.533,914.86,0.63957,106.58,1
2974.1,-5.2048,21.533,1536,0.676,103.27,1
2574.9,-5.229,1012.1,319.05,0.65194,0,1
3053.2,-5.0422,21.533,709.5,0.7603,103.27,1
2904.6,-4.9997,21.533,1201.7,0.52155,0,1
2058.8,-4.9334,21.533,1015.3,0.46525,21.533,1
1903.2,-5.0874,64.6,109.29,0.8565,0,1
2071.4,-4.645,21.533,500.01,0.78994,21.533,1
1661.8,-4.8187,21.533,1144.4,1.2124,21.533,1
495.3,-5.2551,64.6,479.5,0.61746,0,1
733.45,-4.9638,21.533,91.963,0.38554,79.118,0
518.37,-5.1952,646,139.31,0.59744,0,0
658.57,-5.1013,21.533,301,0.91364,81.996,0
793.51,-4.8679,21.533,196.22,0.66379,80.57,0
755.61,-4.9202,624.46,431.4,0.86809,0,0
1286.1,-4.5616,21.533,547.35,0.93363,80.57,0
1221.5,-4.538,21.533,651.49,0.92945,0,0
591.17,-4.9423,21.533,501.47,1.2363,30.453,0
370.73,-5.1565,107.67,156.77,0.33346,0,0
458.58,-4.9855,21.533,83.105,0.70578,30.453,0
400.85,-4.9567,21.533,72.37,0.39548,0,0
432.45,-5.0486,21.533,301.78,0.71446,30.453,0
822.03,-4.7545,107.67,161.19,0.17379,0,0
495.66,-5.0613,21.533,221.8,0.97411,0,0
623.52,-5.1295,107.67,305.59,0.61596,68.094,1
795.21,-5.2092,107.67,173.28,0.9239,0,1
548.01,-5.4572,107.67,371.79,0.69296,68.094,1
1299.7,-5.0332,21.533,953.2,1.1637,30.453,1
1946.2,-4.9191,21.533,440.31,0.30222,112.92,1
1498.9,-5.0704,1205.9,558.83,0.62066,845.02,1
1529.5,-5.071,1205.9,462.1,0.66599,113.94,1
1778.1,-4.8954,1184.3,313.16,0.33716,112.92,1
1419.2,-5.0246,1184.3,585.32,0.81359,586.76,1
1295.3,-5.1589,602.93,123.48,0.74231,418.65,1
1395.6,-5.2382,602.93,1099.6,0.74262,418.65,1
3028.1,-4.9484,21.533,1635,0.88704,110.85,1
3161.2,-4.9202,1744.2,1343.4,0.55871,1233.3,1
4170,-5.0752,1765.7,1712.2,0.74998,742.51,1
4567.2,-5.1418,2368.7,1432.9,0.33718,845.02,1
5069,-5.1195,2368.7,2181.2,0.46056,159.69,1
6444.4,-5.2247,2347.1,2374.7,0.89008,794.83,1
6819.1,-5.4227,2907,2018.1,1.0741,884.57,1
7638.9,-5.6502,2885.4,1262.8,0.93186,965.4,1
7236.7,-5.7301,2261,645.76,0.48094,854.57,1
7523.7,-5.731,2239.5,1513.8,0.58392,744.69,1
7845.9,-5.6111,2756.2,891.43,0.27315,861.33,1
7321.1,-5.7044,2777.8,2191.3,0.30703,244.57,1
6534.1,-5.6442,2799.3,1656.3,0.78211,868.03,1
6481.4,-5.4876,2239.5,1443.1,0.69833,791.77,1
7176.7,-5.4664,2239.5,1516.5,0.2674,0,1
7122.4,-5.5138,2239.5,1511.9,0.31697,0,1
6534.8,-5.5029,2239.5,468.6,0.40062,821.65,1
7189.6,-5.5721,2842.4,1892.5,0.085434,958.17,1
7531.1,-5.5055,2885.4,794.8,0.59701,249.26,1
7357.3,-5.4426,2885.4,1408.9,0.15404,0,1
6991.6,-5.4968,2885.4,1638.2,0.42286,176.26,1
6589.7,-5.3776,2863.9,249.4,0.69592,0,1
6972.7,-5.3167,2885.4,351.38,0.44259,176.26,1
6625.1,-5.3039,2842.4,1404.1,0.27302,247.4,1
6377.5,-5.3448,2842.4,268.2,0.18543,174.94,1
6602.5,-5.3167,2863.9,659.64,0.24913,248.33,1
6509.3,-5.3681,2885.4,747.14,0.34037,898.74,1
6431,-5.3599,2304.1,1343.8,0.40956,833.42,1
5947.8,-5.3055,2282.5,1239.1,0.55154,783.82,1
5914.7,-5.2452,2842.4,612.32,0.45536,892,1
5821,-5.2265,2842.4,789.06,0.27821,247.4,1
6128.6,-5.2748,2885.4,1485.6,0.10766,881.28,1
5100.7,-5.2221,2304.1,1664.6,0.46976,818.4,1
5042.2,-5.1903,2304.1,1722,0.47021,0,1
3924.4,-5.1369,2304.1,1604.7,0.3343,803.1,1
3729.9,-5.1468,2863.9,1147.3,0.58462,877.99,1
4630.2,-5.2697,2842.4,1610.2,0.39271,247.4,1
4849.7,-5.2053,2820.8,1173.9,0.35424,246.46,1
4061.9,-5.2215,2799.3,1040.5,0.5283,173.61,1
4316.6,-5.3123,2799.3,1150,0.91701,245.52,1
4674.7,-5.538,2756.2,1050.7,1.0448,298.37,1
3844.3,-5.7065,2734.7,1404,0.5848,1933.7,1
3649.2,-5.6579,21.533,347.76,0.45792,170.91,1
3778,-5.6323,21.533,331.98,0.27143,178.22,1
3590.9,-5.6841,2971.6,1249.1,0.7165,2659.1,1
2909,-5.813,4780.4,802.99,0.27047,2655.4,1
3147.6,-5.6589,21.533,368.66,0.90802,129.2,1
2995.4,-5.5216,3230,1203.3,0.41645,2268.7,1
2180.8,-5.5961,3208.4,1242.6,0.68312,371.72,1
1579.3,-5.6884,3143.8,664.04,0.45144,318.66,1
1622.4,-5.5244,3143.8,194.57,0.59686,0,1
1532.7,-5.5594,3143.8,586.06,0.22884,183.98,1
1174.2,-5.5433,3122.3,196.09,0.57591,2207.8,1
1598.2,-5.4397,21.533,570.43,0.59929,179.52,1
1581.4,-5.4112,129.2,491.17,0.41461,450.66,1
1293,-5.3762,3165.4,430.2,0.41475,412.8,1
1295.1,-5.3472,21.533,512.11,0.71963,183.98,1
1698,-5.1825,21.533,251.04,0.43444,183.98,1
1369.3,-5.2744,3165.4,462.3,0.41967,0,1
1385.9,-5.2493,21.533,247.16,0.35467,0,1
1281.2,-5.2265,3165.4,308.79,0.62275,2245.9,1
1237,-5.3977,3208.4,178.14,0.70824,321.92,1
1332.5,-5.4123,3230,354.03,0.41005,2237.8,1
1048.9,-5.4598,107.67,442.86,0.51348,152.26,1
958.51,-5.5089,2799.3,193.67,0.26633,173.61,1
1127.2,-5.4341,129.2,315.35,0.42344,423.61,1
782.06,-5.5749,21.533,237.73,0.59029,30.453,1
1271.7,-5.3091,43.066,412.92,0.090343,43.066,1
1050.2,-5.578,107.67,187.02,0.81832,391.17,1
1205.1,-5.5492,2885.4,459.71,0.56797,2009.6,1
1400.9,-5.4617,2907,208.82,0.31826,1437.3,1
1267.4,-5.5121,4306.6,107.23,0.60175,2492.6,1
1382.8,-5.3303,21.533,338.24,0.80109,214.79,1
1432.8,-5.2713,21.533,527.08,0.62144,227.38,1
995.01,-5.4768,4823.4,346.82,0.22519,0,1
1674.6,-5.2528,21.533,691.95,0.65909,227.38,1
1566.8,-5.3114,21.533,686.01,0.83267,0,1
1073.9,-5.5138,21.533,482.3,0.70593,173.61,1
1133.6,-5.4922,2820.8,131.66,0.57618,1987,1
1104.5,-5.3929,2820.8,282.96,0.43509,1956.2,1
988.63,-5.5624,107.67,365.4,0.635,380.66,1
834.37,-5.5379,129.2,19.445,0.56101,64.6,1
989.54,-5.4487,43.066,193.62,0.56999,21.533,1
910.14,-5.4187,107.67,136.17,0.1828,68.094,1
948.8,-5.4611,129.2,277.87,0.33623,74.593,1
1072.9,-5.3773,21.533,475.99,0.83184,34.047,1
1371.1,-5.2037,21.533,266.47,0.16734,0,1
969.33,-5.388,21.533,336.58,0.51087,30.453,1
1137.4,-5.3006,107.67,607.17,0.85887,131.86,1
1617.6,-5.1097,344.53,109.32,0.48521,210.98,1
1152.2,-5.2084,366.06,394.14,0.73224,62.78,1
1347.9,-5.3156,323,132.06,0.85097,235.88,1
1178,-5.4809,21.533,263.72,0.52875,15.226,1
1229.8,-5.4176,344.53,413.42,0.75466,235.88,1
1456,-5.2707,344.53,386.42,0.45388,872.03,1
1024.7,-5.4958,4758.8,154.24,0.58734,2469.2,1
1409.6,-5.3962,2907,402.68,0.72238,1650.1,1
1254.8,-5.3024,2885.4,334.8,0.6942,1634.5,1
1230.9,-5.578,4758.8,473.57,0.59006,2570.9,1
1619.2,-5.4272,107.67,332.7,0.69308,505,1
1367.6,-5.401,21.533,511.88,0.54861,170.23,1
1236,-5.5387,2799.3,258.29,0.59419,347.21,1
1259.7,-5.5284,107.67,577.94,0.49911,361.92,1
705.71,-5.6288,366.06,218.49,0.80517,125.56,1
1395,-5.2981,21.533,698.97,0.88187,60.905,1
1406.2,-5.3352,21.533,520.67,0.56611,21.533,1
1009.4,-5.4182,64.6,473.05,0.52291,52.745,1
962.78,-5.4361,107.67,148.6,0.44936,48.15,1
1055.2,-5.4925,21.533,428.78,0.73067,15.226,1
614.32,-5.6305,129.2,302.42,0.23145,64.6,1
757.49,-5.5115,86.133,302.02,0.55877,357.74,1
373.48,-5.7438,3100.8,74.056,0.30437,2169.6,1
786.85,-5.5438,3122.3,412.03,0.85057,2066.2,1
805,-5.4828,366.06,222.24,0.17799,0,1
664.15,-5.5554,3122.3,230.6,0.13796,608.1,1
644.87,-5.4897,129.2,232.47,0.70548,447.56,1
831.76,-5.374,21.533,521.22,0.69972,34.047,1
1298.1,-5.3075,21.533,507.71,0.64143,58.971,1
1228.9,-5.5291,344.53,397.94,0.60551,235.88,1
1040.4,-5.4401,344.53,279.54,0.085398,653.13,1
1078.7,-5.5264,2820.8,421.08,0.54046,0,1
1369.1,-5.3344,344.53,327.87,0.59599,60.905,1
1235.7,-5.3932,2842.4,484.58,0.81982,677.53,1
989.09,-5.5836,21.533,432.41,0.53976,26.373,1
857.63,-5.4976,2777.8,113.85,0.5061,386.7,1
1019.3,-5.4904,129.2,268.14,0.4218,413.64,1
998.7,-5.4328,129.2,206.39,0.23203,0,1
934.01,-5.5103,129.2,192.63,0.21379,0,1
1078.2,-5.4494,129.2,164.19,0.34028,415.32,1
984.02,-5.5528,2799.3,498.97,0.54198,173.61,1
1584.2,-5.3436,107.67,588.43,0.5862,58.971,1
1421.1,-5.4241,2863.9,439.28,0.49337,1971.1,1
1312.6,-5.4333,2820.8,383.18,0.24648,246.46,1
1197.4,-5.4018,2820.8,237.7,0.45671,0,1
1218.3,-5.3561,2820.8,308.14,0.22051,0,1
1353.3,-5.3836,2820.8,178.69,0.25774,0,1
1171.1,-5.3808,2820.8,83.909,0.17263,174.27,1
1365.3,-5.3947,2842.4,698.16,0.42634,349.87,1
1885.1,-5.4481,2907,490.05,0.26453,353.83,1
1620.1,-5.4204,2928.5,647.52,0.55806,307.56,1
1367.5,-5.5631,2971.6,430.59,0.17576,309.81,1
1891.3,-5.4315,2993.1,474.58,0.40272,253.87,1
1605.7,-5.6228,3014.6,428.98,0.73215,360.32,1
2120.5,-5.6222,3079.2,543.86,0.089413,407.14,1
1884.6,-5.6199,3122.3,157.82,0.71948,259.29,1
2146.9,-5.4379,3122.3,400.79,0.49146,916.74,1
2034.3,-5.5311,2584,715.9,0.69311,833.98,1
1643.1,-5.6117,2584,220,0.39976,833.98,1
2093.2,-5.4741,3122.3,859.89,0.81787,1815.1,1
2349.5,-5.3673,4694.2,770.3,0.097957,0,1
1588.1,-5.4777,3122.3,793.36,0.68912,1805.8,1
1556.9,-5.5407,2605.5,684.28,0.58835,1460.1,1
2189.6,-5.6027,4758.8,837.1,0.51994,2286.1,1
2196.9,-5.4441,4801.9,313.87,0.35518,227.38,1
2099.9,-5.5563,4780.4,583.04,0.39091,2291.2,1
1873.2,-5.4992,2605.5,559.46,0.54581,1691.6,1
1765.7,-5.448,2584,381.64,0.75502,0,1
2038.1,-5.2899,2605.5,538.13,0.63055,0,1
2049.9,-5.5983,2584,274.67,1.1854,0,1
1964.5,-5.7919,2605.5,745.2,0.54425,669.96,1
1484.6,-5.7006,2928.5,531.97,0.3574,1945.2,1
1583.3,-5.7471,21.533,35.439,0.37512,68.094,1
1483,-5.6516,2497.9,464.57,0.48143,1912.5,1
1292.2,-5.8291,2950,347.25,0.26605,776.84,1
1669.6,-5.6759,2907,391.77,0.59678,250.19,1
1476.1,-5.7036,2907,525.62,0.39649,750.58,1
2043.9,-5.6208,2519.4,870.3,0.87861,637.87,1
2217.2,-5.4289,2584,610.92,0.74314,288.9,1
1707.3,-5.4173,2584,604.59,0.50103,166.8,1
1789,-5.3362,2562.5,547.5,0.35081,332.2,1
1372.2,-5.4634,2497.9,648.18,0.9417,327.98,1
1176.6,-5.6609,2476.3,494.56,0.10903,1720.3,1
956.42,-5.4676,107.67,597.32,0.68421,357.09,1
430.51,-5.4896,107.67,323.28,0.53437,34.047,1
470.89,-5.3636,129.2,123.73,0.58257,0,1
365.49,-5.3631,107.67,170.91,0.3215,363.52,1
311.05,-5.3251,2584,33.274,0.55476,166.8,1
358.38,-5.2475,86.133,99.534,0.66515,325.14,1
366.34,-5.1564,129.2,96.593,0.48971,129.2,1
307.44,-5.1545,344.53,106.73,0.43058,60.905,1
292.23,-5.0845,107.67,185.94,0.76623,117.94,1
70.825,-5.3854,86.133,84.924,0.85041,0,1
88.572,-5.3531,107.67,56.06,0.77962,48.15,0
141.79,-5.1583,129.2,62.376,0.09329,37.297,0
33.69,-5.3565,129.2,47.471,0.88033,37.297,0
275.57,-4.869,107.67,94.87,0.64833,48.15,0
99.012,-5.1838,86.133,80.737,0.71745,0,0
407.23,-4.6704,107.67,246.33,1.0099,34.047,0
397.02,-4.7471,107.67,221.69,0.95359,68.094,0
159.65,-5.0535,21.533,99.826,0.24678,15.226,0
272.19,-4.723,86.133,73.969,0.27687,68.094,0
119.45,-5.0859,129.2,85.374,0.91679,52.745,0
150.15,-5.0535,129.2,91.224,0.71334,37.297,0
230.3,-4.8846,107.67,106.42,0.28452,58.971,0
248.51,-5.0203,64.6,140.32,0.56398,0,0
388.76,-4.7578,107.67,164.17,0.98512,48.15,0
387.17,-4.6124,107.67,248.25,1.037,34.047,0
70.401,-5.2241,129.2,91.843,1.1059,37.297,0
147.54,-5.0806,129.2,119.98,1.0726,83.398,0
265.55,-4.7712,21.533,58.734,0.18563,0,0
173.52,-5.0951,129.2,101.06,0.78061,74.593,0
383.26,-5.0104,107.67,169.22,0.6548,76.131,0
322.95,-5.2662,21.533,117.29,0.98316,30.453,1
298.07,-5.3775,21.533,114.7,0.64961,30.453,1
411.23,-5.4232,107.67,305.27,0.7091,257.05,1
751.29,-5.563,1248.9,535.23,0.73511,859.98,1
1173.8,-5.2289,1292,435.13,1.0009,117.94,1
1073.9,-5.1798,1270.5,296.06,0.58508,116.96,1
1337.1,-5.3611,1270.5,513.9,0.57873,1065.5,1
1468.9,-5.3047,3057.7,421.8,0.57887,1653,1
1579.3,-5.2347,3057.7,413.09,0.91125,362.88,1
1685,-5.622,3143.8,713.96,0.63632,882.34,1
2184.4,-5.3788,2562.5,1206.2,1.1776,830.5,1
3017.2,-5.1064,2605.5,1503.8,0.87664,236.87,1
3683.3,-5.0778,2605.5,1538.8,0.71261,167.49,1
4303,-5.3064,2627.1,1365,0.73061,237.84,1
4549.3,-5.279,2648.6,811.76,0.30422,168.87,1
4592.7,-5.3414,2648.6,319.16,0.55083,238.81,1
4593.7,-5.3926,2605.5,1013.8,0.78339,290.1,1
4145.2,-5.5691,2584,1088.5,0.80908,235.88,1
4022,-5.6277,2562.5,1026.8,0.5864,234.9,1
4669.5,-5.6913,2627.1,363.55,0.39722,168.18,1
4078.6,-5.6831,2540.9,1138,0.45364,0,1
4034.5,-5.6188,2627.1,833.11,0.27512,0,1
3734.6,-5.7101,2540.9,1095.7,0.65147,757.96,1
3391.6,-5.7675,3079.2,1083.1,0.39113,257.5,1
3042.8,-5.7631,2497.9,1072.5,0.30767,1381.8,1
2635.6,-5.7346,4608.1,759.22,0.61879,803.1,1
2605.4,-5.6296,2777.8,644.51,0.59187,1594.4,1
2316.7,-5.6102,2777.8,264.82,0.13638,1956.6,1
2544.9,-5.6362,21.533,284.66,0.50908,172.27,1
2380.4,-5.7021,21.533,640.98,0.25243,222.22,1
2199.6,-5.6139,4608.1,906.85,0.32475,3235.5,1
1632.7,-5.6646,4565,372.97,0.60743,221.7,1
2029.2,-5.4836,4586.6,541.18,0.62566,384.9,1
1921.3,-5.5218,4629.6,918.82,0.66815,1971.8,1
2908,-5.3219,2907,929.75,0.59925,1572.4,1
2515.9,-5.3869,2928.5,580.83,0.61712,307.56,1
2639.8,-5.4633,2971.6,1352.3,0.13962,2078.3,1
3901.4,-5.3797,21.533,1087.7,0.31814,34.047,1
3246.3,-5.5009,3079.2,1373,0.42977,1952.6,1
2740,-5.4469,2497.9,476.1,0.50303,867.76,1
3080.8,-5.408,2476.3,1187.4,0.68023,1751,1
3655.3,-5.2757,21.533,624.09,0.51052,162.57,1
3294,-5.3092,21.533,1147.4,0.30892,0,1
2855.9,-5.2398,21.533,1269,0.55279,181.44,1
2166.2,-5.4258,3079.2,796.77,0.73725,2162.1,1
2269.8,-5.4401,3057.7,369.92,0.25371,256.6,1
2286.8,-5.4495,3036.2,602,0.13882,313.16,1
2586.8,-5.4331,2993.1,1110.8,0.2035,310.93,1
3240.8,-5.4343,2971.6,971.75,0.63192,309.81,1
3169.5,-5.58,2928.5,1040.2,0.80831,355.13,1
2558.1,-5.6684,2885.4,554.59,0.58476,2017.4,1
2929.1,-5.7007,107.67,860.62,0.73418,48.15,1
3063.9,-5.4793,2928.5,304.23,0.78573,2055.5,1
2868.6,-5.4753,2993.1,13.352,0.62642,359.03,1
3063.7,-5.336,3014.6,632.87,0.57149,180.16,1
3130.1,-5.3529,3014.6,720.89,0.27875,970.19,1
2731.7,-5.307,2390.2,863.07,0.55971,878.65,1
2584.7,-5.2349,2368.7,582.03,0.40504,159.69,1
2993.8,-5.3696,2368.7,518.37,0.76793,1667.3,1
2405.2,-5.4545,21.533,629.23,0.16854,15.226,1
2664.6,-5.3801,2390.2,550.51,0.38139,1697.7,1
2177.7,-5.4004,2433.3,916.52,0.57538,228.9,1
1893.1,-5.5027,2433.3,488.42,0.51345,161.86,1
1925.7,-5.4963,2411.7,626.95,0.87819,279.1,1
2301.4,-5.222,2368.7,94.758,0.71956,159.69,1
1933.5,-5.298,2390.2,1174.3,0.98402,1674.8,1
874.85,-5.5876,21.533,663.98,0.72957,15.226,1
925.66,-5.4885,2411.7,487.01,0.92399,1705.3,1
1387.3,-5.2765,2433.3,332.1,0.69848,161.86,1
1084.7,-5.3036,2390.2,267.29,0.35035,226.87,1
1255.6,-5.2302,2390.2,158.9,0.27556,160.42,1
1044.4,-5.3326,2411.7,395.84,0.60414,1659,1
955.52,-5.3671,107.67,146.91,0.76784,189.57,1
1089.6,-5.5523,1744.2,284.89,0.328,1194.7,1
1104.5,-5.4058,1744.2,78.648,0.62677,0,1
1100.8,-5.407,1744.2,348.76,0.45316,1225.7,1
1325.5,-5.3298,21.533,183.15,0.05099,132.74,1
1151.4,-5.406,107.67,531.78,1.0039,58.971,1
834.29,-5.7027,86.133,172.21,0.17529,30.453,1
1222.5,-5.3952,129.2,58.091,1.3147,64.6,1
839.81,-5.0619,21.533,543.47,0.68853,15.226,1
519.12,-5.2079,150.73,363.87,0.77783,80.57,1
