@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE energy_delta	REAL
@ATTRIBUTE zeroCrossingRate_delta REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE cepstralMostDominantPeak_delta REAL
@ATTRIBUTE cepstralNumPeaks_delta REAL
@ATTRIBUTE cepstralLocFirstPeak_delta REAL
@ATTRIBUTE corMagPeak_delta REAL
@ATTRIBUTE corPeakCount_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
0.089856,0.084392,975.17,-5.7461,452.2,0.031114,2,7,0.354,46,0.036308,0.023966,557.6,0.3875,441.3,0.015733,1,6.4807,0.10873,9.5917,0
0.075453,0.083485,523.21,-5.8288,172.27,0.027796,1,24,0.28682,45,0.029471,0.013762,378.54,0.15748,0,0.003695,0,6.9282,0.083038,4.7434,0
0.066835,0.079855,427.41,-5.7376,452.2,0.030131,2,11,0.40208,47,0.013564,0.024818,99.947,0.61065,334.63,0.0069864,1,8.4558,0.14289,11.874,0
0.069948,0.068058,476.47,-5.6989,667.53,0.024556,2,11,0.38837,39,0.020198,0.017573,157.9,0.45399,0,0.007834,0,0,0.14243,19.748,0
0.078499,0.07078,532.07,-5.6653,452.2,0.025133,2,11,0.50655,27,0.014781,0.021948,191.22,0.57898,220.65,0.0079458,0,4.062,0.12267,5.1962,0
0.075514,0.08167,613.91,-5.5805,452.2,0.019532,2,8,0.44779,41,0.0094216,0.026534,254.09,0.571,231.42,0.0084596,0,0,0.20855,15.017,0
0.076148,0.088022,321.74,-5.7821,689.06,0.017805,2,11,0.3123,38,0.03275,0.01672,340.24,0.65245,571.34,0.012049,1,5.244,0.14692,13.784,0
0.10368,0.088022,1333.5,-5.4333,1399.7,0.03584,1,13,0.58602,31,0.04015,0.01548,703.16,1.0228,705.19,0.0058375,0,5.7009,0.26501,7.874,0
0.10724,0.082577,1063.3,-5.3971,1399.7,0.019706,2,16,0.55198,34,0.026798,0.019356,392.58,0.44984,850.49,0.011778,1,0,0.25641,12.369,0
0.090291,0.078947,1043.6,-5.5083,366.06,0.021762,2,13,0.3478,40,0.033834,0.010366,472.73,0.37539,273.65,0.015302,1,4.4159,0.13516,12.649,0
0.081887,0.085299,635.04,-5.4482,990.53,0.041224,1,13,0.44693,42,0.028386,0.008798,453.09,0.38629,230.92,0.018067,0,0,0.10217,11.225,0
0.070611,0.080762,397.08,-5.4535,473.73,0.037598,2,13,0.39451,46,0.029875,0.0085608,332.83,0.52456,101,0.017049,0,2.5495,0.10204,4.7958,0
0.10717,0.087114,1193,-5.5492,1033.6,0.056686,1,12,0.39414,41,0.055738,0.0154,842.01,0.27271,516.8,0.025738,0,2.4495,0.12486,11.979,0
0.12859,0.086207,1585.7,-5.4803,990.53,0.06097,2,12,0.47362,39,0.017859,0.030639,104.36,0.46881,103.27,0.034425,1,2.4495,0.11585,18.207,0
0.11213,0.065336,1179.2,-5.469,1012.1,0.017813,2,11,0.45082,24,0.048346,0.0231,668.92,0.29099,104.39,0.020342,1,2.3452,0.13193,11.489,0
0.0869,0.069873,826.79,-5.5113,1012.1,0.01451,1,13,0.3964,28,0.038988,0.0097524,454.26,0.099087,0,0.0046236,0,2.5495,0.091561,9.1652,0
0.077144,0.068058,680.09,-5.4654,1012.1,0.020759,2,12,0.40852,30,0.013173,0.016671,188.27,0.93129,255.69,0.01796,1.4142,5.4772,0.15173,13.416,0
0.091399,0.07804,722.55,-5.8286,882.86,0.045586,3,8,0.2837,40,0.026129,0.03092,393.57,0.82333,487.48,0.018682,0,0,0.11392,10,0
0.092083,0.092559,1108.8,-5.698,1550.4,0.036072,2,12,0.31703,35,0.019806,0.018329,211.81,0.60504,548.15,0.022852,1,3.4641,0.11111,9.3541,0
0.082879,0.085299,641.63,-5.7001,1270.5,0.016631,2,10,0.36158,35,0.025174,0.022431,418.12,0.08722,730.39,0.0089554,1,0,0.075061,9.3541,0
0.076789,0.080762,563.89,-5.7007,710.6,0.026427,1,12,0.28587,40,0.013278,0.017122,168.16,0.28121,494.8,0.010484,0,2.4495,0.029693,4.4721,0
0.078286,0.07804,541.34,-5.7279,581.4,0.024949,2,11,0.36775,34,0.010733,0.018817,107.22,0.41662,137.04,0.0092779,1.4142,0,0.2004,9.2195,0
0.079733,0.071688,606.36,-5.6401,646,0.019527,3,12,0.50428,35,0.016824,0.023515,16.371,0.56458,204.28,0.010852,0,2.4495,0.35789,18.708,1
0.085386,0.062613,542.22,-5.6149,710.6,0.012886,2,12,0.87573,14,0.02019,0.017678,172.32,0.70578,174.94,0.0073418,1.4142,6.4807,0.45496,11.832,1
0.089281,0.061706,715.89,-5.4626,732.13,0.011161,1,19,0.97701,15,0.014695,0.013999,131.66,0.57435,153.78,0.0037982,0.70711,10.677,0.08717,2.7386,1
0.090224,0.056261,590.65,-5.4941,775.2,0.015471,1,24,0.86017,15,0.023911,0.021436,126.05,0.48557,158.24,0.0050202,0.70711,15.1,0.060037,2.7386,1
0.10195,0.045372,662.09,-5.3768,796.73,0.0079034,0,0,0.98539,14,0.028908,0.016977,263.48,0.75488,92.618,0.0030363,0,0,0.27182,2.6458,1
0.10662,0.043557,800.36,-5.2821,796.73,0.013139,1,24,1.0101,14,0.0067635,0.011762,149.78,0.13139,392.94,0.0064219,0.70711,18.655,0.17235,0,1
0.1011,0.051724,606.03,-5.3833,409.13,0.014181,1,29,1.0442,14,0.024096,0.014533,186.92,0.55173,273.65,0.0021911,0,0,0.043936,0,1
0.09513,0.051724,685.05,-5.3952,430.66,0.013816,1,24,1.0064,14,0.016824,0.014533,95.815,0.45418,68.094,0.0056206,0.70711,18.655,0.10634,0,1
0.095145,0.043557,579.23,-5.3069,430.66,0.0096079,0,0,1.0217,14,0.018484,0.017217,233.37,0.18442,68.094,0.0042693,0,0,0.16097,0,1
0.10231,0.038113,497,-5.3824,409.13,0.01761,1,24,1.0572,14,0.016525,0.0083168,171.82,0.10657,66.37,0.0055009,1,13.416,0.26557,0,1
0.10048,0.039927,698.03,-5.3026,409.13,0.013045,2,15,1.1552,14,0.021454,0.0095173,110.31,0.079373,0,0.0025447,0,0,0.10815,0,1
0.093151,0.04265,462.13,-5.3848,409.13,0.016617,1,24,1.0369,14,0.015417,0.012442,234.72,0.27023,66.37,0.0063981,1,13.416,0.045071,3.7417,1
0.09538,0.032668,459.59,-5.3298,430.66,0.0081177,0,0,1.1512,12,0.017834,0.017643,167.31,0.72688,68.094,0.0054809,0,0,0.38722,6,1
0.09982,0.023593,583.94,-5.1865,430.66,0.0092158,0,0,1.2974,8,0.015995,0.007316,76.266,0.24906,0,0.0051832,0,0,0.23379,2,1
0.10051,0.028131,479.52,-5.3058,430.66,0.013948,1,24,1.2355,11,0.0050908,0.0094522,185.52,0.6604,0,0.0045719,0.70711,15.1,0.21253,5.7446,1
0.099304,0.029946,440.39,-5.3509,430.66,0.012213,1,19,1.2243,14,0.01397,0.0097524,57.676,0.62089,0,0.0034493,0.70711,13.077,0.10546,4.5826,1
0.096575,0.034483,494.62,-5.4499,430.66,0.012,2,6,1.2173,14,0.010067,0.0088446,187.44,0.26951,0,0.0019185,1.4142,6.245,0.25046,3.7417,1
0.1014,0.034483,582.45,-5.3242,430.66,0.012826,3,6,1.1212,12,0.01828,0.0079109,141.37,0.8031,0,0.004764,1.7321,4.2426,0.23195,5.4772,1
0.10317,0.030853,563.25,-5.2077,430.66,0.0084608,0,0,1.1214,9,0.02169,0.0052912,158.08,0.014732,0,0.0027182,0,0,0.16673,4.2426,1
0.092283,0.036298,493.72,-5.3241,430.66,0.01108,1,11,1.0716,8,0.02922,0.011478,205.62,0.82004,68.094,0.0076725,1.2247,5.7446,0.29466,2,1
0.084661,0.038113,391.97,-5.4603,409.13,0.019087,3,6,0.95932,8,0.027767,0.019505,181.87,0.83514,0,0.010025,1.2247,3.873,0.27428,7.4833,1
0.074069,0.056261,324.95,-5.5796,430.66,0.02161,2,6,0.91478,22,0.018517,0.023698,47.706,0.45053,0,0.0061835,1,3.4641,0.3087,10.488,1
0.075402,0.058076,405.98,-5.533,409.13,0.022625,2,10,0.75098,18,0.021725,0,150.88,0.18535,66.37,0.0082052,0,5.9161,0.19507,9.4868,1
0.086588,0.056261,437.1,-5.592,409.13,0.015659,2,13,0.81344,12,0.029869,0.021436,324.07,1.0487,0,0.011017,1.4142,5.099,0.087004,4.2426,1
0.09601,0.07441,886.5,-5.9263,409.13,0.038129,4,6,0.73236,21,0.031813,0.015373,398.96,0.63211,0,0.015729,1.4142,3,0.12224,5.6125,1
0.10767,0.062613,796.2,-5.7269,409.13,0.028636,3,10,0.85424,15,0.029101,0.026112,213.66,0.9461,0,0.015978,2.1213,4.4721,0.18768,7.746,1
0.11174,0.052632,771.83,-5.6138,409.13,0.020298,1,10,0.81484,13,0.027856,0.0069109,222.31,0.44214,0,0.0093623,0.70711,0,0.34353,6.245,1
0.093782,0.064428,668.14,-5.6572,409.13,0.02,2,10,0.56458,21,0.033145,0.017932,225.06,0.16266,0,0.0045961,1,0,0.13194,3.2404,1
0.088312,0.062613,620.21,-5.6231,409.13,0.018186,2,10,0.75317,14,0.0058185,0.015076,122.03,0.64346,0,0.0080794,0,3.873,0.20022,7,1
0.094548,0.057169,716.16,-5.51,409.13,0.027178,2,7,0.67103,14,0.0066515,0.012475,121.03,0.37328,0,0.017455,1,3.2404,0.29155,7.9373,1
0.089248,0.057169,661.12,-5.6737,409.13,0.040607,3,7,0.49981,23,0.029298,0.0072026,350.65,0.51232,273.65,0.014616,1.7321,1.8708,0.28189,3.3912,1
0.11378,0.055354,1088.1,-5.4174,775.2,0.0377,4,6,0.98899,15,0.043424,0.014175,394.26,0.61524,387.6,0.011381,1.4142,1.7321,0.45435,4.7434,1
0.12239,0.064428,946.82,-5.5339,796.73,0.047479,4,6,0.91728,26,0.035835,0.021627,445.91,0.53719,381.87,0.016243,0,0,0.43639,15.297,1
0.13477,0.069873,1508.1,-5.5217,409.13,0.048813,4,6,0.57377,33,0.059876,0.0056305,1042.9,0.3256,209.88,0.0017554,2,4.2426,0.30208,9.083,1
0.1756,0.065336,2389.3,-5.4955,1012.1,0.047353,2,12,0.59921,21,0.076042,0.0094304,1366.8,0.18787,404.29,0.019033,0,2.4495,0.10878,4.5826,1
0.20063,0.067151,3071.9,-5.5089,732.13,0.064113,4,7,0.53427,31,0.0507,0.019121,815.22,0.44771,280.76,0.017151,2,4.5826,0.16901,12.45,1
0.20122,0.076225,2822,-5.5683,796.73,0.056529,4,6,0.70614,31,0.026985,0.02695,512.29,0.64441,838.69,0.014002,2,1.7321,0.22153,13.638,1
0.20787,0.086207,3257.9,-5.658,2497.9,0.057176,6,6,0.39527,43,0.035275,0.020743,592.63,0.5779,543.9,0.020536,2.4495,0,0.27718,12.268,1
0.21319,0.086207,3037.6,-5.6864,1033.6,0.071281,6,6,0.31741,38,0.023588,0,411.35,0.40923,949.42,0.012728,1.7321,0,0.19715,4.3589,1
0.20265,0.086207,3369.3,-5.5991,753.66,0.05263,5,6,0.64017,42,0.040915,0.017689,559.15,0.10882,312.05,0.017251,0,2.4495,0.36605,11.225,1
0.19667,0.093466,2852,-5.6906,775.2,0.059972,6,8,0.73601,44,0.042984,0.018419,1036.6,0.4251,387.6,0.012049,2.4495,6,0.22321,11.489,1
0.18386,0.093466,2615.8,-5.6627,1141.3,0.047789,3,15,0.77556,36,0.039721,0.011279,534.43,0.47593,414.76,0.020151,1.2247,3.873,0.4127,7.3485,1
0.21383,0.090744,3070.4,-5.7706,1076.7,0.076966,5,6,0.29679,41,0.087663,0.018149,1874.3,0.32428,913.58,0.039368,2.2361,5.1962,0.21798,13.583,1
0.25573,0.10073,4904.1,-5.6262,2691.7,0.088061,5,6,0.45536,45,0.086428,0.032421,1958.5,0.21815,1484.1,0.02933,2.2361,0,0.19853,11.619,1
0.27225,0.11162,4634.6,-5.7875,2713.2,0.096504,7,6,0.4699,47,0.045731,0.015913,952.8,0.46494,418.65,0.026965,1.8708,0,0.14923,4.8477,1
0.2711,0.10526,5295.8,-5.7009,2820.8,0.10313,6,6,0.55015,46,0.043057,0.024917,1131.2,0.48195,1315.7,0.033906,0,0,0.13081,11.747,1
0.25858,0.099819,5117.9,-5.706,1485.8,0.074209,7,6,0.4077,41,0.032158,0.030096,1301.2,0.75852,995.9,0.011745,0,3,0.16593,4.5277,1
0.2631,0.12341,4634.2,-5.9026,1485.8,0.099412,6,3,0.41508,47,0.046128,0.04233,689.23,0.58132,987.83,0.034416,1.7321,0,0.061724,15.33,1
0.27475,0.12886,5322.9,-5.8205,2799.3,0.098039,8,6,0.42606,51,0.0090421,0.02861,1174.5,0.48401,1399.7,0.037194,2,3,0.1201,7.1414,1
0.26369,0.11071,5152.6,-5.8221,2885.4,0.07119,5,6,0.34738,49,0.020995,0.034721,725.09,0.3666,352.51,0.028132,2.2361,0,0.09205,9.8995,1
0.27809,0.10708,5527,-5.7744,2885.4,0.075806,6,6,0.47484,47,0.041311,0.019715,952.59,0.42025,1464.1,0.025932,3,0,0.21245,14.543,1
0.27597,0.10345,4824.2,-5.7609,1399.7,0.088933,8,6,0.53749,40,0.069369,0.020553,1571.1,0.31038,1056,0.020131,2,0,0.1849,7.746,1
0.24322,0.098911,4503.6,-5.7409,1292,0.066692,7,6,0.34763,44,0.066376,0.011603,1123.7,0.34037,117.94,0.014496,3.2404,0,0.15504,9.3808,1
0.23974,0.10617,4263.5,-5.8013,1421.2,0.082631,5,6,0.39921,44,0.024828,0.024043,562.74,0.38386,1064.1,0.0229,0,0,0.21928,6.6332,1
0.23808,0.1098,4355,-5.7917,2885.4,0.079385,7,6,0.58853,46,0.038124,0,680.5,0.17598,0,0.0018393,2.6458,0,0.15934,12.689,1
0.25195,0.10617,4050.8,-5.7906,1421.2,0.082716,7,6,0.48549,37,0.033019,0.027762,444.35,0.20102,1042.3,0.034671,1.8708,0,0.26866,8.6023,1
0.24673,0.095281,4452.5,-5.7778,1356.6,0.10845,6,6,0.29119,42,0.029247,0.02711,901.88,0.46937,170.91,0.02099,1.7321,0,0.14606,12.124,1
0.24501,0.090744,3685.4,-5.7143,1464.3,0.090842,6,6,0.33897,44,0.034444,0.0064166,661.72,0.76305,217.47,0.04623,2.4495,2.4495,0.18,14.832,1
0.25642,0.094374,4690.1,-5.574,1421.2,0.061396,8,8,0.48235,52,0.025868,0.013087,728.61,0.59289,391.17,0.016039,2,4.899,0.16944,5.099,1
0.23979,0.094374,3911.8,-5.5882,1248.9,0.082462,5,12,0.45801,43,0.061894,0.0092541,1700.1,0.53244,115.96,0.014533,1.5811,3.4641,0.15774,13.91,1
0.22447,0.096189,3212.4,-5.6754,1399.7,0.066519,7,6,0.37371,43,0.029561,0.0066063,71.577,0.23529,347.21,0.015994,1.8708,3.4641,0.11112,10.368,1
0.23201,0.093466,3908.6,-5.6077,1421.2,0.090153,4,8,0.39193,38,0.03026,0.011279,1088,0.41056,214.25,0.043515,2.4495,2.8284,0.10097,12.329,1
0.23236,0.093466,3818.1,-5.6153,1464.3,0.10853,4,8,0.42573,35,0.032004,0.014562,484.12,0.45512,125.56,0.0030339,1.4142,4.4721,0.22383,5.9161,1
0.24082,0.098004,3785.8,-5.5339,1442.7,0.089983,3,13,0.62728,40,0.069804,0.0066683,629.89,0.55271,176.26,0.034573,1.2247,5.099,0.40997,13.416,1
0.27283,0.094374,4027.7,-5.5049,1421.2,0.081961,3,12,0.96163,26,0.061425,0.011334,950.99,0.31776,174.94,0.037175,1.2247,0,0.35133,11.402,1
0.26848,0.095281,4234.9,-5.4972,1399.7,0.056259,4,13,0.88399,30,0.064331,0.016105,893.62,0.13117,122.76,0.026119,1.4142,0,0.15354,17.748,1
0.242,0.099819,3650.6,-5.4987,1399.7,0.057708,2,12,0.90829,47,0.056393,0.019035,1154.9,0.30526,1056,0.01181,1.4142,2.4495,0.18397,24.238,1
0.2422,0.10254,3504.2,-5.5311,2993.1,0.051426,2,12,0.80947,55,0.041047,0.019292,1097.6,0.36038,1533.8,0.015572,0,0,0.14898,14.832,1
0.25591,0.10708,4338.1,-5.4517,2971.6,0.067139,2,12,0.85345,55,0.050178,0.015586,909.38,0.39327,252.96,0.00355,1,0,0.13054,5.244,1
0.26188,0.10708,3885.5,-5.4744,2950,0.05105,3,12,0.8494,54,0.022567,0.012073,931.7,0.38686,178.22,0.019497,1.2247,0,0.10014,5.1962,1
0.2598,0.1098,3891.3,-5.5064,2950,0.052246,3,12,0.87706,54,0.015279,0.021175,646.37,0.3391,252.04,0.0053239,0,4.2426,0.052858,5.1962,1
0.26008,0.11525,4100.2,-5.4326,2907,0.052135,3,9,0.85577,53,0.038903,0.019132,717.7,0.047348,1469.6,0.014894,0,0,0.21172,11.511,1
0.24816,0.11615,4142.6,-5.5055,1464.3,0.043736,3,12,0.7723,49,0.041363,0.025148,580.57,0.43951,1035.4,0.010077,0,4.2426,0.22618,9.8995,1
0.24629,0.10436,3937.5,-5.5028,1442.7,0.056779,3,12,0.7233,49,0.024555,0.02665,467.18,0.44468,176.26,0.025228,0,0,0.037285,8.5732,1
0.25306,0.10254,4253.4,-5.5774,1421.2,0.066154,3,12,0.76846,52,0.0060819,0.0096462,104.85,0.32752,1056.9,0.014475,1.7321,2.4495,0.12768,11.402,1
0.24658,0.10254,3942.7,-5.5413,3014.6,0.063114,5,11,0.68087,54,0.038308,0.011814,742.13,0.5931,1528.7,0.018628,1.5811,0,0.18817,5.1962,1
0.24115,0.099819,3974,-5.4504,2971.6,0.07715,2,12,0.66445,53,0.019116,0.016484,386.7,0.24074,178.87,0.039559,1.7321,2.4495,0.12056,7.2801,1
0.24962,0.10799,3867.4,-5.52,3036.2,0.10368,2,12,0.63712,52,0.027874,0.020999,562.61,0.30505,255.69,0.04942,0,0,0.035355,10.198,1
0.23493,0.10799,3810.3,-5.4842,3014.6,0.12426,2,12,0.66837,49,0.086513,0.02886,1221.2,0.23986,360.32,0.041936,0,2.4495,0.26268,0,1
0.1859,0.092559,3084.6,-5.541,2950,0.075377,2,13,0.43065,52,0.08242,0.031747,1355.1,0.21376,1936,0.035106,0,0,0.20265,8.8318,1
0.16184,0.086207,2619.7,-5.5007,473.73,0.091562,2,12,0.47765,52,0.033592,0.0088446,1031.2,0.56099,123.7,0.035349,0,2.4495,0.11798,8.8318,1
0.17195,0.090744,2272.8,-5.4266,3014.6,0.10267,2,12,0.37237,55,0.034199,0.014348,953.85,0.49979,0,0.030755,0,0,0.031333,0,1
0.17545,0.08167,1819.1,-5.4086,473.73,0.073137,2,12,0.48292,52,0.02261,0.025099,257.79,0.34417,775.79,0.0343,0,0,0.2341,15.297,1
0.16613,0.075318,2345.8,-5.3827,473.73,0.070499,2,12,0.59933,46,0.020351,0.0058458,991.29,0.35983,0,0.023231,0,0,0.12067,17.944,1
0.17046,0.082577,2656.9,-5.3605,473.73,0.088447,2,12,0.53151,38,0.010241,0.026681,832.64,0.51322,489.61,0.012297,1,2.4495,0.23892,6.1644,1
0.1649,0.092559,1823.9,-5.481,1485.8,0.073918,3,13,0.38453,48,0.043178,0.0091647,662.53,0.68908,0,0.015193,0,0,0.15894,10.954,1
0.14785,0.084392,2175.6,-5.5337,473.73,0.082202,2,12,0.40011,43,0.039328,0.029024,343.32,0.17249,142.84,0.022111,1,2.4495,0.15916,11.358,1
0.14397,0.072595,1932.3,-5.4703,1399.7,0.062023,2,12,0.51115,54,0.02214,0.027524,468.5,0.61193,0,0.034895,1,0,0.21951,7.3485,1
0.15466,0.063521,1948.4,-5.3968,473.73,0.042938,3,12,0.58865,41,0.035528,0.0092985,436.57,0.73275,473.73,0.018681,0,0,0.24695,20.748,1
0.1603,0.069873,2127.9,-5.2713,452.2,0.045768,2,12,0.71834,33,0.027898,0.016892,544.87,0.27324,69.776,0.018475,1,2.4495,0.14203,9.9499,1
0.16437,0.071688,2227.4,-5.3685,452.2,0.057854,2,11,0.64481,35,0.038227,0.0057032,385.43,0.34865,69.776,0.017497,0,0,0.18412,4.1833,1
0.17808,0.068966,2261.3,-5.3166,473.73,0.056352,2,12,0.6132,34,0.025491,0.0055938,323.12,0.64385,489.61,0.013703,0,2.4495,0.18841,9.2195,1
0.17167,0.072595,2135.1,-5.2126,1464.3,0.051189,2,12,0.76059,30,0.032716,0.0081164,484.27,0.52417,869.9,0.0073363,0,2.4495,0.017206,7.746,1
0.16561,0.07078,2481,-5.422,1507.3,0.058455,2,11,0.61398,30,0.032221,0.013881,262.31,0.7044,873.36,0.0075402,1,0,0.25453,7.746,1
0.15913,0.067151,2079.6,-5.3956,452.2,0.053134,3,12,0.54956,34,0.035485,0.014604,875.22,0.58487,69.776,0.011582,0,2.4495,0.15279,10.1,1
0.14978,0.077132,1744.3,-5.2952,1485.8,0.053406,2,12,0.52902,36,0.011983,0.023663,263.21,0.26699,876.27,0.015451,1,0,0.157,4.2426,1
0.15721,0.08167,2000.2,-5.4225,1485.8,0.044194,2,12,0.45637,33,0.029518,0.018262,705.85,0.50414,178.87,0.01345,1,2.4495,0.13655,9.9499,1
0.16086,0.085299,2242.5,-5.3889,1528.9,0.045219,3,11,0.61073,42,0.030846,0.018663,150.64,0.3623,993.8,0.012464,0,2.3452,0.19481,17.146,1
0.14538,0.089837,1979.9,-5.4712,2777.8,0.051065,2,11,0.58065,47,0.046304,0.011058,769.12,0.46731,244.57,0.0041541,1,2.3452,0.11709,11.874,1
0.13137,0.082577,1645,-5.4688,1571.9,0.044543,2,12,0.56351,48,0.029612,0.010602,406.83,0.4909,982.18,0.015421,0,3.4641,0.14676,16.248,1
0.13203,0.087114,1778.7,-5.3831,1550.4,0.061742,2,13,0.5042,36,0.025873,0.010889,419.69,0.40136,129.2,0.0038369,1,0,0.053056,16.971,1
0.14151,0.085299,1843,-5.5286,1550.4,0.04502,3,12,0.57467,32,0.042672,0.010775,757,0.59448,0,0.012693,0,2.4495,0.10692,8.9443,1
0.15777,0.084392,2400.6,-5.5109,1550.4,0.054585,2,12,0.54399,41,0.035266,0.012376,650.49,0.1596,182.72,0.027968,1,0,0.074173,7.8422,1
0.15728,0.088929,2195.5,-5.5194,1593.5,0.07368,2,12,0.5949,35,0.0094264,0,717.4,0.42124,130.98,0.01587,0,0,0.19628,10.247,1
0.1589,0.084392,1931.7,-5.4466,1571.9,0.061421,2,12,0.67351,35,0.033881,0.019568,704.34,0.71725,0,0.022635,0,0,0.25341,15.652,1
0.14283,0.079855,1681.9,-5.3305,1593.5,0.056998,2,12,0.40421,49,0.034088,0.0060193,586.02,0.65518,292.88,0.021462,0,2.4495,0.218,14,1
0.14263,0.083485,1523.4,-5.2856,1679.6,0.077583,2,13,0.43836,43,0.012914,0.025376,483.01,0.42089,300.69,0.029859,0,0,0.10061,11.358,1
0.14517,0.095281,1988.2,-5.3975,1701.1,0.079981,2,12,0.45039,43,0.00049144,0.024602,549.96,0.61668,191.39,0.0044326,0,2.4495,0.12011,8.0312,1
0.14263,0.096189,1827.6,-5.4265,1636.5,0.077092,2,12,0.50242,46,0.025446,0.0093427,533.47,0.24286,229.91,0.020917,0,2.4495,0.074192,8.3066,1
0.15425,0.093466,1676.8,-5.3758,1636.5,0.06863,2,13,0.4723,46,0.016418,0.011279,342.57,0.22354,229.91,0.010147,1.4142,5.099,0.1731,12.689,1
0.14613,0.093466,1967.6,-5.4079,1701.1,0.074091,4,8,0.62931,39,0.02481,0.020593,746.89,0.60303,234.41,0.01556,0,2,0.13688,13.964,1
0.16267,0.10254,2243.8,-5.5102,1701.1,0.075166,2,12,0.53185,56,0.047843,0.016708,669.73,0.20107,1082.7,0.013059,1.4142,4.899,0.18498,22.45,1
0.17427,0.098911,1567.8,-5.3932,3079.2,0.069554,2,12,0.50063,57,0.037253,0.033496,205.58,0.20142,182.08,0.025588,0,2.4495,0.10836,23.875,1
0.14674,0.079855,2297.7,-5.5253,1679.6,0.093993,2,11,0.57875,36,0.056747,0.019035,741.36,0.45105,1075.8,0.0098972,0,0,0.076931,15.875,1
0.13038,0.089837,2046.2,-5.3196,1701.1,0.067469,2,12,0.52109,43,0.036724,0.029946,853.17,0.64886,1107.8,0.03402,0,2.4495,0.2204,18.547,1
0.16743,0.099819,1586.3,-5.367,3122.3,0.059686,2,12,0.39231,52,0.039907,0.0095173,344.66,0.66433,183.35,0.031149,0,0,0.16575,11.402,1
0.1494,0.091652,2196,-5.4841,1722.7,0.099981,2,12,0.38102,48,0.043483,0.020392,972.02,0.61083,272.38,0.04051,1,0,0.093597,10.954,1
0.14212,0.090744,2446.8,-5.5031,3208.4,0.092513,3,12,0.43829,57,0.017792,0.014348,1016.4,0.28586,371.72,0.030249,0,0,0.033666,16.882,1
0.15386,0.087114,1351.6,-5.4544,1636.5,0.0802,2,12,0.38619,58,0.019578,0.0062869,844.96,0.4682,1134.1,0.026746,1,0,0.085026,7.6158,1
0.13714,0.089837,1390.3,-5.4227,1636.5,0.074674,2,12,0.47573,55,0.040498,0.012769,530.44,0.40232,187.72,0.020766,1,0,0.19287,16.583,1
0.12994,0.090744,1756.3,-5.3947,1679.6,0.091749,3,12,0.54258,48,0.03394,0.015717,318.53,0.60682,988.18,0.020244,1.2247,6,0.12428,18.33,1
0.11941,0.084392,1274.7,-5.5592,473.73,0.06574,3,6,0.41879,41,0.035341,0.019568,367.08,0.27224,101,0.020307,1.2247,0,0.11474,12.806,1
0.15086,0.08167,1967.7,-5.4213,1636.5,0.079204,2,12,0.47972,40,0.055605,0.013612,652.03,0.67019,984.42,0.018848,1,6,0.11356,0,1
0.1604,0.079855,1706.8,-5.3935,1658.1,0.074711,2,12,0.47256,41,0.034339,0.0060193,443.1,0.23233,0,0.035833,0,2.4495,0.20171,4.5277,1
0.13615,0.082577,2197.8,-5.4013,1636.5,0.11358,2,11,0.65191,39,0.036315,0.013687,617.44,0.49276,132.74,0.029119,0,0,0.17756,4.4159,1
0.14103,0.084392,1359.9,-5.3036,1636.5,0.059779,2,12,0.56928,42,0.018626,0.017502,529.64,0.19429,0,0.018407,0,2.4495,0.19676,11.225,1
0.13123,0.075318,1785.3,-5.4155,1636.5,0.10224,2,12,0.5159,45,0.050363,0.025481,500.14,0.30048,1002.2,0.012179,0,0,0.19409,14.23,1
0.10237,0.067151,1079.7,-5.2703,409.13,0.056878,2,12,0.71533,51,0.032269,0.012343,634.23,0.69597,501.08,0.032063,0,0,0.22557,5.0498,1
0.11089,0.07078,1040.1,-5.2317,409.13,0.066092,2,12,0.65816,46,0.011179,0.011334,206.59,0.35023,487.72,0.024056,0,0,0.10851,20.347,1
0.10463,0.07078,997.62,-5.3172,1571.9,0.039367,2,12,0.67955,33,0.026876,0.013881,333.21,0.44763,938.12,0.025602,0,2.4495,0.24236,17.234,1
0.097083,0.065336,817.55,-5.1564,1528.9,0.032793,2,13,0.83104,28,0.0052595,0.021087,50.527,0.56022,898.09,0.010669,0,2.5495,0.10726,11.832,1
0.10406,0.057169,1003.9,-5.1954,516.8,0.04631,2,13,0.65186,43,0.0091232,0.017643,67.04,0.029022,516.8,0.006024,0,2.5495,0.074137,11.358,1
0.098683,0.054446,808.6,-5.1567,495.26,0.03436,2,12,0.81417,34,0.032345,0.017921,438.12,0.2575,252.96,0.016406,0,0,0.13735,9.2195,1
