@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
49.353,5.3148,753.66,47.061,2.0323,732.13,0
54.665,5.3395,732.13,52.374,2.057,710.6,0
73.866,5.4403,753.66,71.575,2.1578,732.13,0
85.667,5.5036,796.73,83.376,2.2212,775.2,0
82.002,5.4685,732.13,79.711,2.186,710.6,0
87.747,5.4839,732.13,85.455,2.2014,710.6,0
91.806,5.5418,775.2,89.515,2.2594,753.66,0
87.109,5.5665,753.66,84.817,2.284,732.13,0
79.547,5.5066,732.13,77.255,2.2241,710.6,0
68.185,5.4704,732.13,65.893,2.1879,710.6,0
76.531,5.5717,732.13,74.24,2.2892,710.6,0
71.326,5.5423,710.6,69.034,2.2598,689.06,0
84.745,5.6076,796.73,82.453,2.3251,775.2,0
101.03,5.6816,732.13,98.733,2.3991,710.6,0
107.14,5.7168,753.66,104.85,2.4343,732.13,0
95.577,5.6429,796.73,93.285,2.3605,775.2,0
104.86,5.6903,796.73,102.56,2.4079,775.2,0
98.253,5.8852,775.2,95.961,2.6027,753.66,0
109.65,5.7491,775.2,107.36,2.4666,753.66,0
90.946,6.1732,775.2,88.654,2.8907,753.66,0
125.45,5.8321,2088.7,123.16,2.5496,2067.2,0
115.69,6.0136,775.2,113.4,2.7311,753.66,0
96.278,6.312,430.66,93.986,3.0295,409.13,0
89.086,6.286,107.67,86.794,3.0035,86.133,0
86.646,6.2941,172.27,84.354,3.0116,150.73,0
82.164,6.1258,279.93,79.872,2.8433,258.4,0
86.466,6.108,258.4,84.174,2.8255,236.87,0
110.29,5.7298,775.2,108,2.4473,753.66,0
142.32,6.0259,2131.8,140.03,2.7434,2110.3,0
76.898,6.1502,409.13,74.606,2.8677,387.6,0
60.404,6.3706,107.67,58.112,3.0881,86.133,0
58.369,6.3569,236.87,56.077,3.0744,215.33,0
56.868,6.2797,21.533,54.576,2.9972,0,0
56.758,6.4302,301.46,54.466,3.1477,279.93,0
81.725,6.5124,236.87,79.434,3.2299,215.33,0
91.263,6.5448,172.27,88.971,3.2623,150.73,0
87.337,6.4886,430.66,85.045,3.2061,409.13,0
77.995,6.4651,279.93,75.704,3.1826,258.4,0
111.61,5.7766,2174.9,109.32,2.4941,2153.3,0
111.52,6.2851,1421.2,109.23,3.0026,1399.7,0
104.38,5.6501,753.66,102.09,2.3676,732.13,0
114.37,6.046,753.66,112.08,2.7635,732.13,0
93.922,5.5425,732.13,91.631,2.26,710.6,0
95.2,6.1532,710.6,92.908,2.8707,689.06,0
107.32,5.7918,732.13,105.03,2.5093,710.6,0
113.27,5.9393,710.6,110.98,2.6568,689.06,0
109.41,5.7187,732.13,107.12,2.4362,710.6,0
109.38,6.3624,236.87,107.09,3.0799,215.33,0
111.66,6.4168,1507.3,109.37,3.1343,1485.8,0
119.67,6.4612,1571.9,117.38,3.1787,1550.4,0
121.59,6.4588,796.73,119.3,3.1763,775.2,0
114.78,6.4041,473.73,112.49,3.1216,452.2,0
105.3,6.3435,452.2,103.01,3.0611,430.66,0
118.44,5.9878,1184.3,116.15,2.7053,1162.8,0
103.6,6.2004,559.86,101.3,2.9179,538.33,0
100.48,6.2285,775.2,98.186,2.946,753.66,0
109.97,6.4564,215.33,107.68,3.1739,193.8,0
100.4,6.3368,430.66,98.104,3.0543,409.13,0
98.205,6.3213,215.33,95.913,3.0388,193.8,0
94.808,6.4491,2002.6,92.517,3.1666,1981.1,0
99.21,6.4661,516.8,96.918,3.1836,495.26,0
97.794,6.4719,301.46,95.502,3.1895,279.93,0
95.968,6.4387,21.533,93.676,3.1562,0,0
104.45,6.544,559.86,102.16,3.2615,538.33,0
99.742,6.4951,279.93,97.45,3.2126,258.4,0
98.627,6.4602,258.4,96.336,3.1777,236.87,0
98.244,6.5007,21.533,95.952,3.2182,0,0
98.723,6.4807,516.8,96.431,3.1982,495.26,0
98.338,6.5163,516.8,96.046,3.2338,495.26,0
95.695,6.4618,21.533,93.403,3.1793,0,0
92.148,6.5626,1399.7,89.856,3.2801,1378.1,0
93.296,6.5299,86.133,91.004,3.2474,64.6,0
93.581,6.5309,21.533,91.29,3.2484,0,0
106.66,6.518,21.533,104.37,3.2355,0,0
118.83,6.5243,1033.6,116.53,3.2418,1012.1,0
136.05,6.5076,1184.3,133.76,3.2251,1162.8,0
115.11,6.5419,1851.9,112.82,3.2594,1830.3,0
111.83,6.4932,107.67,109.54,3.2107,86.133,0
111.61,6.626,193.8,109.32,3.3435,172.27,0
111.92,6.6301,21.533,109.63,3.3476,0,0
123.77,5.9119,344.53,121.48,2.6294,323,0
119.71,6.3007,732.13,117.42,3.0182,710.6,0
106.94,6.4151,2261,104.65,3.1326,2239.5,0
109.05,6.2804,2174.9,106.76,2.9979,2153.3,0
110.88,6.1986,2239.5,108.58,2.9161,2217.9,0
109.53,6.2842,2325.6,107.23,3.0017,2304.1,0
109.72,6.3168,2261,107.43,3.0343,2239.5,0
131.83,6.084,1959.5,129.54,2.8015,1938,0
125.41,6.1785,1959.5,123.12,2.896,1938,0
124.41,6.2353,2153.3,122.12,2.9528,2131.8,0
119.23,6.3432,2368.7,116.94,3.0607,2347.1,0
129.79,6.3159,1959.5,127.5,3.0334,1938,0
120.68,6.3929,1938,118.38,3.1104,1916.5,0
101.14,6.3115,2153.3,98.85,3.029,2131.8,0
90.213,6.3067,1765.7,87.921,3.0242,1744.2,0
87.494,6.3858,1808.8,85.202,3.1033,1787.3,0
90.64,5.9009,1830.3,88.348,2.6184,1808.8,0
86.405,6.2434,516.8,84.113,2.9609,495.26,0
90.156,6.1963,495.26,87.864,2.9138,473.73,0
95.651,6.4218,516.8,93.36,3.1393,495.26,0
85.161,6.4092,215.33,82.869,3.1268,193.8,0
76.089,6.1802,473.73,73.798,2.8977,452.2,0
76.064,6.1698,344.53,73.772,2.8874,323,0
73.507,6.2603,387.6,71.215,2.9778,366.06,0
71.62,6.3126,473.73,69.329,3.0301,452.2,0
69.583,6.1487,301.46,67.291,2.8662,279.93,0
67.936,6.2092,21.533,65.644,2.9267,0,0
78.24,6.4307,301.46,75.949,3.1482,279.93,0
95.936,6.2163,301.46,93.644,2.9338,279.93,0
63.049,5.4136,667.53,60.757,2.1311,646,1
7.8312,5.321,646,5.5395,2.0385,624.46,1
34.924,5.3387,667.53,32.632,2.0562,646,1
119.71,5.2688,689.06,117.42,1.9863,667.53,1
196.96,5.1862,689.06,194.67,1.9037,667.53,1
441.85,4.8826,710.6,439.55,1.6001,689.06,1
424.3,4.7079,689.06,422.01,1.4254,667.53,1
279.41,4.8432,430.66,277.12,1.5607,409.13,1
110.34,5.0076,452.2,108.04,1.7251,430.66,1
198.63,4.7397,473.73,196.33,1.4572,452.2,1
342.21,4.4065,495.26,339.92,1.124,473.73,1
586.77,3.8519,516.8,584.48,0.56943,495.26,1
475.45,4.2519,538.33,473.16,0.96937,516.8,1
39.864,5.326,516.8,37.572,2.0435,495.26,1
162.99,6.0964,516.8,160.7,2.8139,495.26,1
152.66,6.0386,2196.4,150.37,2.7561,2174.9,1
183.01,6.2296,2454.8,180.72,2.9471,2433.3,1
163.02,6.096,2476.3,160.72,2.8135,2454.8,1
181.98,6.2342,2368.7,179.69,2.9517,2347.1,1
158.45,6.0655,2390.2,156.16,2.783,2368.7,1
175.77,6.1986,2390.2,173.48,2.9161,2368.7,1
168.36,6.2387,2196.4,166.07,2.9562,2174.9,1
149.72,6.2256,2497.9,147.43,2.9431,2476.3,1
114.73,6.0896,2433.3,112.44,2.8071,2411.7,0
80.957,6.1431,21.533,78.665,2.8606,0,0
59.867,5.9705,21.533,57.576,2.688,0,0
57.41,6.2115,172.27,55.119,2.9291,150.73,0
64.304,5.7735,452.2,62.012,2.491,430.66,0
53.179,6.0631,495.26,50.887,2.7806,473.73,0
93.66,6.6081,21.533,91.368,3.3256,0,0
89.051,6.3408,21.533,86.759,3.0583,0,0
70.237,6.4612,129.2,67.946,3.1787,107.67,0
62.382,6.4377,129.2,60.09,3.1552,107.67,0
83.135,6.3221,64.6,80.843,3.0396,43.066,0
81.839,6.3521,86.133,79.547,3.0696,64.6,0
73.732,6.2532,129.2,71.441,2.9707,107.67,0
61.43,6.1371,21.533,59.138,2.8546,0,0
57.482,6.2364,43.066,55.19,2.9539,21.533,0
62.913,6.184,107.67,60.621,2.9015,86.133,0
60.56,6.0101,236.87,58.269,2.7276,215.33,0
49.594,6.0604,258.4,47.302,2.7779,236.87,0
338.61,4.6063,21.533,0,0,0,0
160.91,4.9646,64.6,0,0.35823,43.066,0
147.31,5.0799,64.6,0,0.47358,43.066,0
318.47,4.832,43.066,171.16,0.22564,21.533,0
431.82,4.78,43.066,284.51,0.17364,21.533,1
255.44,5.0501,43.066,108.13,0.44382,21.533,1
1206.2,5.0981,495.26,1058.9,0.49181,473.73,1
1711.9,5.0216,21.533,1564.6,0.41532,0,1
1589.4,4.8749,43.066,1442.1,0.2686,21.533,1
1237.3,5.1536,1270.5,1090,0.54729,1248.9,1
1571.6,5.2016,452.2,1424.3,0.59531,430.66,1
1938.8,5.0158,452.2,1791.5,0.40944,430.66,1
2086.8,4.8652,452.2,1939.5,0.25888,430.66,1
2053.3,5.0621,473.73,1906,0.45576,452.2,1
2100.4,5.1237,452.2,1953.1,0.51735,430.66,1
2636.6,5.139,452.2,2489.3,0.53263,430.66,1
2436.9,4.9811,473.73,2289.6,0.37473,452.2,1
2433.1,5.144,473.73,2285.8,0.53771,452.2,1
2563.6,5.1967,473.73,2416.3,0.59036,452.2,1
3124.8,5.0715,473.73,2977.5,0.46513,452.2,1
3083.9,4.8455,495.26,2936.6,0.23915,473.73,1
3150.3,4.9009,495.26,3003,0.29461,473.73,1
2816.7,4.9369,473.73,2669.4,0.33059,452.2,1
2915.1,4.8644,473.73,2767.8,0.2581,452.2,1
2536.1,4.8885,473.73,2388.8,0.28218,452.2,1
2836,4.8046,473.73,2688.7,0.19826,452.2,1
2851.4,4.8443,473.73,2704,0.23794,452.2,1
2419.8,4.9456,473.73,2272.5,0.33924,452.2,1
2513.1,4.8897,495.26,2365.8,0.28341,473.73,1
2900,4.785,495.26,2752.7,0.17868,473.73,1
2975.5,4.9252,495.26,2828.2,0.3189,473.73,1
2872.8,4.8363,495.26,2725.5,0.23,473.73,1
2921.4,4.9021,495.26,2774,0.29578,473.73,1
2820.4,4.884,516.8,2673,0.27762,495.26,1
2964.4,4.9896,516.8,2817.1,0.3833,495.26,1
2866.7,4.9534,516.8,2719.4,0.34703,495.26,1
3244.4,4.8504,516.8,3097.1,0.24412,495.26,1
3770.1,4.7436,516.8,3622.8,0.13732,495.26,1
3155.8,4.7945,516.8,3008.5,0.1882,495.26,1
3352.6,4.6927,516.8,3205.3,0.086333,495.26,1
3652.6,4.7728,516.8,3505.3,0.16646,495.26,1
3430.8,4.7356,516.8,3283.4,0.12931,495.26,1
4072,4.753,516.8,3924.7,0.14668,495.26,1
3530.6,4.7685,516.8,3383.3,0.16214,495.26,1
3515.2,4.8086,516.8,3367.9,0.20225,495.26,1
4394.3,4.6745,516.8,4247,0.068141,495.26,1
3508.1,4.6371,516.8,3360.8,0.030764,495.26,1
3263,4.5481,516.8,3115.7,0,495.26,1
3628.4,4.4995,516.8,3481.1,0,495.26,1
3199.1,4.4482,516.8,3051.8,0,495.26,1
3498.2,4.4123,516.8,3350.9,0,495.26,1
3721.5,4.2786,538.33,3574.2,0,516.8,1
3094.4,4.3422,538.33,2947.1,0.063578,516.8,1
2747.4,4.4763,538.33,2600.1,0.19771,516.8,1
1889.8,4.6743,538.33,1742.5,0.39569,516.8,1
1383.4,4.7369,516.8,1236.1,0.45831,495.26,1
803.83,5.0375,21.533,656.51,0.75891,0,1
326.27,5.4173,43.066,178.96,1.1387,21.533,1
231.01,5.3209,64.6,83.701,1.0423,43.066,1
106.15,5.4096,43.066,0,1.131,21.533,1
186.58,5.0701,21.533,80.43,0.79149,0,1
221.55,4.9487,43.066,115.4,0.67008,21.533,0
175.54,4.9398,64.6,69.396,0.6612,43.066,0
337.48,4.7261,43.066,231.33,0.4475,21.533,0
300.28,4.75,21.533,194.13,0.47137,0,0
129.77,5.0944,43.066,23.62,0.81585,21.533,0
162.21,5.0162,64.6,56.06,0.73761,43.066,0
488.85,4.4996,43.066,382.71,0.22103,21.533,0
286.88,4.8562,21.533,180.73,0.57761,0,0
44.236,5.456,64.6,0,1.1774,43.066,0
246.42,5.1269,64.6,202.18,0.84833,43.066,0
471.52,4.8642,43.066,427.28,0.58564,21.533,0
332.23,4.9365,21.533,287.99,0.65793,0,0
286.12,5.0739,64.6,241.88,0.79531,43.066,0
344.47,4.9236,64.6,300.24,0.64502,43.066,0
436.96,4.7646,21.533,392.72,0.48598,0,0
338.32,4.807,43.066,294.09,0.52838,21.533,0
200.78,5.0221,43.066,156.54,0.74346,21.533,0
362.54,4.6729,43.066,318.31,0.39434,21.533,0
132.12,5.0386,21.533,87.881,0.76003,0,0
138.47,4.96,64.6,94.233,0.68142,43.066,0
123.88,5.0189,64.6,79.64,0.74033,43.066,0
306.61,4.7141,43.066,262.38,0.43554,21.533,0
470.38,4.3688,21.533,426.14,0.090204,0,0
18.733,5.4451,43.066,0,1.1665,21.533,0
340.88,4.8053,64.6,322.15,0.52675,43.066,0
358.96,4.7683,43.066,340.23,0.48971,21.533,1
1121.1,4.8687,21.533,1102.4,0.59015,0,1
1184,4.919,495.26,1165.3,0.64035,473.73,1
1436.4,5.0668,473.73,1417.7,0.78815,452.2,1
1824.2,4.9737,473.73,1805.4,0.69512,452.2,1
2095,4.9123,473.73,2076.3,0.63372,452.2,1
1960.3,4.9464,473.73,1941.5,0.6678,452.2,1
1978.2,5.0736,495.26,1959.5,0.79501,473.73,1
2261.2,4.8886,495.26,2242.5,0.60995,473.73,1
2091.1,4.9419,495.26,2072.3,0.66326,473.73,1
2019.7,4.919,495.26,2001,0.64036,473.73,1
2198.5,5.0048,495.26,2179.8,0.72615,473.73,1
2213.7,4.9442,495.26,2194.9,0.6656,473.73,1
2455,4.8594,495.26,2436.3,0.58084,473.73,1
2330.4,4.9802,495.26,2311.7,0.7016,473.73,1
2286.4,4.8959,473.73,2267.7,0.61727,452.2,1
2350.4,4.8466,473.73,2331.7,0.56803,452.2,1
1998.3,5.0395,495.26,1979.5,0.76089,473.73,1
2013.8,4.8977,495.26,1995.1,0.61911,473.73,1
2152.7,4.982,473.73,2134,0.70342,452.2,1
2017.8,4.9338,473.73,1999,0.65524,452.2,1
2024.4,5.0609,473.73,2005.7,0.78228,452.2,1
2009.6,5.1471,473.73,1990.9,0.86847,452.2,1
1799.9,4.9887,452.2,1781.2,0.71011,430.66,1
1958.6,5.0025,452.2,1939.9,0.72386,430.66,1
1612.8,5.0796,452.2,1594.1,0.80103,430.66,1
1628.8,5.124,452.2,1610.1,0.8454,430.66,1
1725.9,5.0665,452.2,1707.2,0.78789,430.66,1
1678.3,5.1094,452.2,1659.6,0.83084,430.66,1
1494.1,5.1628,452.2,1475.4,0.88418,430.66,1
1648.7,5.116,452.2,1629.9,0.83744,430.66,1
1725.2,5.0669,452.2,1706.5,0.7883,430.66,1
1771.7,5.0623,452.2,1753,0.78371,430.66,1
1717.2,5.0343,452.2,1698.5,0.75566,430.66,1
1929.6,5.0137,452.2,1910.9,0.73514,430.66,1
1948,4.9596,452.2,1929.3,0.68102,430.66,1
1663.9,5.1111,473.73,1645.2,0.83253,452.2,1
1887.9,5.0007,473.73,1869.1,0.72209,452.2,1
2111.9,4.9713,473.73,2093.2,0.69271,452.2,1
2286.7,4.86,21.533,2268,0.58141,0,1
1995.5,4.9861,473.73,1976.7,0.70753,452.2,1
1822.3,4.9757,473.73,1803.6,0.69714,452.2,1
2262.5,4.8684,473.73,2243.8,0.58981,452.2,1
2332.4,4.8996,43.066,2313.7,0.62098,21.533,1
1725.2,5.0545,452.2,1706.5,0.7759,430.66,1
1275.7,5.2117,452.2,1257,0.93305,430.66,1
1748.6,4.9321,21.533,1729.9,0.65345,0,1
1704.2,4.9434,452.2,1685.5,0.66478,430.66,1
1512.3,5.0173,452.2,1493.6,0.73874,430.66,1
1608.1,5.0546,64.6,1589.4,0.77598,43.066,1
2008.2,4.8536,21.533,1989.5,0.57498,0,1
1500.6,4.8946,452.2,1481.8,0.61602,430.66,1
1402.4,4.9116,452.2,1383.7,0.63301,430.66,1
1709.4,4.7646,452.2,1690.6,0.48595,430.66,1
1637.8,4.8954,452.2,1619,0.61678,430.66,1
1546.8,4.8937,452.2,1528.1,0.61514,430.66,1
1582.6,4.8345,452.2,1563.9,0.55586,430.66,1
1914.6,4.8248,452.2,1895.8,0.54622,430.66,1
1928.3,4.7608,452.2,1909.6,0.48224,430.66,1
1753.2,4.8594,452.2,1734.4,0.58081,430.66,1
2082.8,4.7486,473.73,2064,0.47002,452.2,1
2436.6,4.7776,473.73,2417.9,0.49904,452.2,1
2491,4.7376,473.73,2472.3,0.45901,452.2,1
2194,4.8878,473.73,2175.3,0.60917,452.2,1
2105,4.6899,473.73,2086.3,0.4113,452.2,1
2221.2,4.6389,473.73,2202.5,0.36034,452.2,1
2252.7,4.7143,473.73,2234,0.43565,452.2,1
2309.8,4.7197,495.26,2291.1,0.44105,473.73,1
2542.2,4.6214,495.26,2523.5,0.34283,473.73,1
2629.6,4.6604,495.26,2610.8,0.38176,473.73,1
2438.2,4.7519,495.26,2419.5,0.47325,473.73,1
2369.6,4.6979,495.26,2350.8,0.41925,473.73,1
2583.3,4.806,495.26,2564.6,0.52736,473.73,1
2636.5,4.6927,495.26,2617.7,0.41411,473.73,1
2482.4,4.7715,495.26,2463.7,0.49288,473.73,1
2552.6,4.7563,495.26,2533.8,0.47773,473.73,1
2829.1,4.6827,495.26,2810.4,0.40413,473.73,1
2428.4,4.7725,473.73,2409.6,0.49392,452.2,1
2377.3,4.7076,473.73,2358.6,0.42899,452.2,1
2164,4.6848,473.73,2145.3,0.40621,452.2,1
2418.5,4.8152,473.73,2399.7,0.53659,452.2,1
2536.6,4.7537,473.73,2517.8,0.47513,452.2,1
2251,4.8294,473.73,2232.3,0.55081,452.2,1
2001.1,4.6915,473.73,1982.4,0.41286,452.2,1
2309.1,4.6979,452.2,2290.3,0.41935,430.66,1
2110,4.7463,452.2,2091.3,0.46774,430.66,1
1781.8,4.8288,452.2,1763.1,0.5502,430.66,1
1883.9,4.7679,430.66,1865.2,0.4893,409.13,1
1707.6,4.9294,430.66,1688.9,0.65079,409.13,1
1719.6,4.8897,796.73,1700.9,0.61109,775.2,1
1693.8,4.8607,753.66,1675.1,0.58208,732.13,1
1951.3,4.735,732.13,1932.6,0.45636,710.6,1
1870.4,4.7782,710.6,1851.7,0.49956,689.06,1
1173.5,4.9036,689.06,1154.8,0.62502,667.53,1
1019.9,4.9989,689.06,1001.2,0.72025,667.53,1
1073.1,5.0113,732.13,1054.3,0.73272,710.6,1
775.6,5.0456,21.533,756.86,0.76705,0,1
955.94,5.0125,64.6,937.21,0.73387,43.066,1
1071.6,5.023,64.6,1052.9,0.74436,43.066,1
1002.3,4.9731,21.533,983.61,0.69448,0,1
752.34,4.9411,43.066,733.6,0.66245,21.533,1
839.05,4.9802,710.6,820.32,0.70161,689.06,1
917.26,4.8578,64.6,898.52,0.57922,43.066,1
841.29,4.9225,21.533,822.56,0.64391,0,1
817.96,4.9659,538.33,799.23,0.68733,516.8,1
534.13,5.0202,495.26,515.4,0.74162,473.73,1
776.33,4.6726,495.26,757.6,0.39401,473.73,1
585.17,4.5734,21.533,566.44,0.29475,0,1
86.333,5.2242,43.066,67.6,0.94556,21.533,1
97.23,5.161,64.6,78.497,0.88238,43.066,1
482.21,4.5948,21.533,463.48,0.31622,0,1
391.66,4.5429,21.533,372.92,0.26434,0,1
145.24,5.1384,64.6,126.51,0.85979,43.066,1
256.71,4.8766,64.6,237.98,0.59796,43.066,1
705.07,4.2283,21.533,686.34,0,0,0
578.44,4.4122,21.533,559.7,0.18389,0,0
135,5.0384,64.6,116.27,0.81009,43.066,0
280.65,4.6828,43.066,261.92,0.45448,21.533,0
655.2,4.3468,21.533,636.47,0.11849,0,0
368.07,4.7219,43.066,349.34,0.49361,21.533,0
111.18,5.1061,64.6,92.448,0.87779,43.066,0
6.8294,5.4196,43.066,0,1.1913,21.533,0
436.84,4.541,43.066,430.01,0.31274,21.533,0
332.93,4.5688,43.066,326.1,0.34051,21.533,0
139.12,5.0249,64.6,132.29,0.79664,43.066,0
204.09,4.9099,21.533,197.26,0.68162,0,0
437.01,4.4648,43.066,430.18,0.2365,21.533,0
262.13,4.8022,64.6,255.3,0.57391,43.066,0
3.4705,5.4143,43.066,0,1.186,21.533,0
151.81,5.0567,21.533,148.34,0.82839,0,0
195.72,4.923,21.533,192.25,0.69467,0,0
131.69,5.0812,64.6,128.22,0.85296,43.066,0
329.87,4.717,64.6,326.4,0.48872,43.066,0
346.29,4.6823,43.066,342.82,0.454,21.533,0
398.84,4.5987,21.533,395.37,0.37041,0,0
325.79,4.787,64.6,322.32,0.55873,43.066,0
225.06,4.9102,43.066,221.59,0.68192,21.533,0
177.4,4.9628,43.066,173.93,0.73452,21.533,0
131.22,5.1063,21.533,127.75,0.87798,0,0
238.47,4.8095,64.6,235,0.58125,43.066,0
397.44,4.7893,43.066,393.97,0.56106,21.533,0
611.43,4.6633,21.533,607.96,0.43504,0,0
269.37,4.9895,43.066,265.9,0.76126,21.533,0
48.719,5.5862,64.6,45.248,1.3579,43.066,0
289.18,5.0923,43.066,285.71,0.86404,21.533,0
214.2,5.2582,21.533,210.73,1.0299,0,0
236.28,5.1564,43.066,232.81,0.92812,21.533,0
213.08,5.0151,64.6,209.61,0.78683,43.066,0
177.67,5.0826,43.066,174.2,0.85432,21.533,0
262.69,4.9676,21.533,259.22,0.73935,0,0
172.44,5.1507,64.6,168.97,0.92246,43.066,0
253.63,4.8866,43.066,250.16,0.6583,21.533,0
573.7,4.3179,43.066,570.23,0.089593,21.533,0
390.41,4.5593,21.533,386.94,0.33098,0,0
190.18,4.9953,64.6,186.71,0.767,43.066,0
223.13,5.1365,43.066,219.66,0.90822,21.533,0
362.79,4.9853,21.533,359.32,0.757,0,0
191.92,5.3376,64.6,188.45,1.1093,43.066,0
28.403,5.7034,43.066,24.932,1.4752,21.533,0
383.2,5.3352,43.066,379.73,1.107,21.533,0
278.12,5.6221,21.533,274.65,1.3938,0,0
349.18,5.6842,64.6,345.71,1.4559,43.066,0
313.29,5.6931,64.6,309.82,1.4649,43.066,0
393.52,5.4257,21.533,390.05,1.1974,0,0
362.46,5.4323,21.533,358.99,1.204,0,0
172.94,5.7823,43.066,169.47,1.554,21.533,0
321.83,5.5178,64.6,318.36,1.2895,43.066,0
342.13,5.4882,21.533,338.66,1.2599,0,0
316.68,5.5166,21.533,313.21,1.2883,0,0
410.19,5.4155,64.6,406.72,1.1873,43.066,0
387.28,5.3714,64.6,383.81,1.1431,43.066,0
529.06,5.4455,21.533,525.59,1.2172,0,0
50.376,6.208,43.066,46.905,1.9797,21.533,0
342.76,6.0346,64.6,339.29,1.8063,43.066,0
358,6.0087,64.6,354.53,1.7804,43.066,0
275.77,6.0317,21.533,272.3,1.8035,0,0
531.51,5.8356,21.533,528.04,1.6073,0,0
429.22,5.89,64.6,425.75,1.6617,43.066,0
615.56,5.6015,43.066,612.09,1.3732,21.533,0
501.58,5.6051,21.533,498.11,1.3768,0,0
479.09,5.5607,43.066,475.62,1.3324,21.533,0
403.86,5.4595,64.6,400.39,1.2312,43.066,0
292.93,5.4472,43.066,289.46,1.2189,21.533,0
311.49,5.267,21.533,308.02,1.0387,0,0
181.84,5.3861,21.533,178.37,1.1578,0,0
130.87,5.3703,64.6,127.4,1.142,43.066,0
310.38,4.9786,21.533,306.91,0.75034,0,0
553.07,4.5666,43.066,549.6,0.33836,21.533,0
456.91,4.7437,43.066,453.44,0.51538,21.533,0
320.01,4.8439,21.533,316.54,0.61566,0,0
88.409,5.2156,86.133,84.939,0.98728,64.6,0
419.65,4.7156,21.533,416.18,0.48727,0,0
111.32,5.1124,86.133,107.85,0.88417,64.6,0
207.36,4.8626,64.6,203.89,0.63432,43.066,0
490.31,4.3913,21.533,486.84,0.16303,0,0
584.81,4.3451,43.066,581.34,0.11683,21.533,0
156.72,5.0428,172.27,153.24,0.81449,150.73,0
145.25,5.0644,64.6,141.78,0.8361,43.066,0
551.73,4.2591,21.533,548.25,0.030869,0,0
96.523,5.0744,64.6,93.053,0.84614,43.066,0
58.121,5.1611,64.6,54.651,0.93279,43.066,0
541.14,4.3366,21.533,537.67,0.10829,0,0
9.7321,5.3976,172.27,6.2616,1.1694,150.73,0
853.94,4.0289,21.533,850.46,0,0,0
430.79,4.4603,64.6,427.32,0.43141,43.066,0
441.06,4.4541,21.533,437.59,0.42524,0,0
183.72,4.8607,64.6,180.25,0.83186,43.066,0
283.78,4.7191,64.6,280.31,0.69022,43.066,0
333.47,4.674,43.066,330,0.64516,21.533,0
166.9,4.9066,43.066,163.43,0.87774,21.533,0
737.72,4.1356,21.533,734.25,0.1068,0,0
200.24,4.799,64.6,196.77,0.77018,43.066,0
377.86,4.5984,64.6,374.39,0.56955,43.066,0
343.55,4.462,21.533,340.08,0.43311,0,0
189.71,4.8477,64.6,186.24,0.81883,43.066,0
108.35,5.0264,64.6,104.88,0.99757,43.066,0
354.57,4.528,64.6,351.1,0.49918,43.066,0
226.76,4.8335,21.533,223.29,0.80461,0,0
301.68,4.5513,43.066,298.21,0.52248,21.533,0
329.3,4.6635,64.6,325.83,0.63465,43.066,0
477.88,4.4362,43.066,474.41,0.40737,21.533,0
362.08,4.6784,21.533,358.61,0.64953,0,0
239.01,4.7553,64.6,235.54,0.72647,43.066,0
223.86,4.793,64.6,220.39,0.7641,43.066,0
541.11,4.3934,21.533,537.64,0.36452,0,0
275.89,4.5682,21.533,272.42,0.53939,0,0
270.76,4.6154,64.6,267.29,0.58653,43.066,0
388.54,4.5344,64.6,385.07,0.50559,43.066,0
469.45,4.2835,21.533,465.98,0.25466,0,0
324.2,4.6383,64.6,320.73,0.60945,43.066,0
214.41,4.8624,43.066,210.94,0.83353,21.533,0
428.79,4.4629,64.6,425.32,0.43408,43.066,0
301.74,4.6487,64.6,298.27,0.61982,43.066,0
327.9,4.7181,21.533,324.43,0.68929,0,0
203.19,4.8892,43.066,199.72,0.86038,21.533,0
172.23,4.9835,43.066,168.76,0.95466,21.533,0
762.6,4.1421,21.533,759.13,0.11329,0,0
539.23,4.2511,43.066,535.76,0.22222,21.533,0
199.95,4.762,64.6,196.48,0.73313,43.066,0
89.419,5.0669,21.533,85.949,1.038,0,0
294.18,4.6611,43.066,290.71,0.63228,21.533,0
393.88,4.5034,64.6,390.41,0.47456,43.066,0
154.12,4.9691,64.6,150.65,0.94028,43.066,0
262.45,4.6984,21.533,258.98,0.6696,0,0
717.44,4.0737,21.533,713.97,0.044875,0,0
330.35,4.6087,64.6,326.88,0.57988,43.066,0
171.33,4.9588,43.066,167.86,0.92994,21.533,0
396.06,4.5086,43.066,392.59,0.47976,21.533,0
133.47,5.0227,21.533,130,0.99384,0,0
294.57,4.717,64.6,291.1,0.68814,43.066,0
170.8,4.8561,64.6,167.33,0.82728,43.066,0
361.4,4.4803,43.066,357.93,0.45148,21.533,0
226.34,4.7871,21.533,222.87,0.75824,0,0
287.27,4.9008,64.6,283.8,0.87198,43.066,0
323.36,4.8583,43.066,319.89,0.82946,21.533,0
599.8,4.4266,21.533,596.33,0.39776,0,0
