@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.36232,0.050817,3762.9,4.8992,516.8,0.31702,0.024501,3690.6,0.11159,366.06,1
0.34,0.057169,3564.4,5.0059,516.8,0.2947,0.030853,3492.2,0.21826,366.06,1
0.36333,0.048094,3873.7,4.87,516.8,0.31803,0.021779,3801.4,0.082369,366.06,1
0.38102,0.039927,3729.2,4.7764,516.8,0.33572,0.013612,3656.9,0,366.06,1
0.37292,0.03176,3413.3,4.631,516.8,0.32762,0.0054446,3341,0,366.06,1
0.376,0.026316,3306.4,4.5686,516.8,0.3307,0,3234.1,0,366.06,1
0.38838,0.023593,3339.5,4.4884,516.8,0.34308,0,3267.3,0,366.06,1
0.41751,0.022686,3650.8,4.4878,516.8,0.37221,0,3578.6,0,366.06,1
0.43654,0.023593,3766.9,4.3228,538.33,0.39124,0.00090744,3694.6,0,387.6,1
0.38575,0.023593,2895.2,4.3909,538.33,0.34045,0.00090744,2822.9,0.068145,387.6,1
0.30098,0.023593,2356.2,4.5352,538.33,0.25568,0.00090744,2284,0.21236,387.6,1
0.24969,0.023593,1526.8,4.6618,538.33,0.20439,0.00090744,1454.6,0.33898,387.6,1
0.19837,0.023593,1509.8,4.7062,516.8,0.15307,0.00090744,1437.5,0.38337,366.06,1
0.13233,0.034483,555.53,5.3548,452.2,0.087029,0.011797,483.27,1.032,301.46,1
0.081775,0.04265,386.06,5.5189,452.2,0.036475,0.019964,313.8,1.1961,301.46,1
0.0695,0.037205,345.58,5.4409,150.73,0.0242,0.014519,273.32,1.1181,0,1
0.072868,0.03176,413.7,5.1796,323,0.027569,0.0090744,341.44,0.85676,172.27,1
0.069398,0.032668,285.06,5.1358,215.33,0.024099,0.0099819,212.8,0.81302,64.6,1
0.056154,0.034483,249.77,5.0753,236.87,0.010855,0.011797,177.51,0.75251,86.133,0
0.054794,0.037205,174.84,5.1331,129.2,0.0094947,0.014519,102.58,0.81034,0,0
0.061619,0.034483,250.72,4.9066,409.13,0.01632,0.011797,178.46,0.58385,279.93,0
0.065887,0.026316,347.81,4.7704,409.13,0.020587,0.0036298,275.55,0.44764,279.93,0
0.067939,0.018149,242.08,4.9642,129.2,0.022639,0,169.82,0.64141,0,0
0.085652,0.018149,399.76,4.824,323,0.040352,0,327.5,0.50117,193.8,0
0.12795,0.024501,928.75,4.4851,516.8,0.082651,0.0063521,856.49,0.16229,387.6,0
0.19609,0.022686,1429.1,4.2801,516.8,0.15079,0.0045372,1356.8,0,387.6,0
0.22847,0.023593,2096.7,4.286,516.8,0.18317,0.0054446,2024.4,0.0058656,387.6,0
0.22951,0.022686,2189.2,4.3901,538.33,0.18421,0.0045372,2117,0.10996,409.13,0
0.25832,0.022686,2328.6,4.3746,538.33,0.21302,0.0045372,2256.3,0.094493,409.13,0
0.27648,0.023593,2432.9,4.3321,538.33,0.23118,0.0054446,2360.6,0.051977,409.13,0
0.27562,0.022686,2613.6,4.3822,516.8,0.23032,0.0045372,2541.3,0.10204,387.6,0
0.25511,0.023593,2537.8,4.3628,516.8,0.20981,0.0054446,2465.6,0.082731,387.6,0
0.19327,0.027223,1569.8,4.723,516.8,0.14797,0.0090744,1497.6,0.4429,387.6,0
0.19047,0.025408,1779.1,4.613,495.26,0.14517,0.0072595,1706.8,0.33292,366.06,0
0.19712,0.023593,2117.9,4.5088,495.26,0.15182,0.0054446,2045.6,0.22867,366.06,0
0.16995,0.020871,1443.8,4.6597,215.33,0.12465,0.0027223,1371.5,0.37958,86.133,0
0.1942,0.023593,1834.8,4.429,409.13,0.1489,0.0054446,1762.5,0.14889,279.93,0
0.18695,0.034483,1809.3,4.5643,387.6,0.14165,0.016334,1737,0.28419,258.4,0
0.14688,0.032668,1453.3,4.408,495.26,0.10158,0.014519,1381,0.12788,366.06,0
0.12496,0.022686,782.22,4.716,473.73,0.079663,0.0045372,709.96,0.43586,344.53,0
0.089448,0.034483,606.29,4.798,516.8,0.044149,0.016334,534.02,0.51787,387.6,0
0.085269,0.040835,634.26,4.8978,516.8,0.03997,0.022686,561.99,0.61772,387.6,0
0.089299,0.03176,442.05,5.1613,409.13,0.043999,0.013612,369.79,0.88115,279.93,0
0.072387,0.026316,346.2,5.3249,366.06,0.027088,0.008167,273.94,1.0448,236.87,1
0.1074,0.026316,906.02,5.13,538.33,0.062098,0.008167,833.76,0.84989,409.13,1
0.14542,0.032668,1010.8,5.1222,473.73,0.10012,0.014519,938.56,0.84206,344.53,1
0.17284,0.039927,1690,5.0571,473.73,0.12754,0.021779,1617.7,0.77697,344.53,1
0.19655,0.044465,1890.7,5.0213,473.73,0.15125,0.026316,1818.5,0.74121,344.53,1
0.21816,0.03902,1774.2,4.9786,473.73,0.17286,0.020871,1701.9,0.69844,344.53,1
0.22765,0.036298,2449.8,4.9737,495.26,0.18235,0.018149,2377.5,0.69362,366.06,1
0.23562,0.039927,2692.3,5.0723,495.26,0.19032,0.021779,2620,0.79214,366.06,1
0.23031,0.046279,2764.8,4.9514,495.26,0.18501,0.028131,2692.6,0.67125,366.06,1
0.23054,0.045372,2571.1,4.9823,495.26,0.18524,0.027223,2498.9,0.70221,366.06,1
0.23116,0.047187,2192.9,4.9942,495.26,0.18586,0.029038,2120.6,0.71407,366.06,1
0.21844,0.051724,2066.9,5.0173,495.26,0.17314,0.033575,1994.6,0.73714,366.06,1
0.23124,0.045372,2532.4,4.9798,473.73,0.18594,0.027223,2460.2,0.69968,344.53,1
0.22764,0.051724,2255.5,5.088,495.26,0.18234,0.033575,2183.2,0.80786,366.06,1
0.22034,0.057169,2135.5,5.0977,495.26,0.17504,0.03902,2063.2,0.81755,366.06,1
0.22881,0.049909,2405.1,4.9979,473.73,0.18351,0.03176,2332.9,0.71778,344.53,1
0.23439,0.040835,2521,4.9706,473.73,0.18909,0.022686,2448.7,0.69051,344.53,1
0.22957,0.040835,2035.4,5.0454,495.26,0.18427,0.022686,1963.1,0.7653,366.06,1
0.24012,0.039927,2412.1,4.9027,495.26,0.19482,0.021779,2339.8,0.62261,366.06,1
0.24131,0.044465,2544.6,4.9687,473.73,0.19601,0.026316,2472.3,0.68855,344.53,1
0.23754,0.050817,2267.2,4.9184,473.73,0.19224,0.032668,2195,0.6383,344.53,1
0.24412,0.044465,2584.4,5.0278,473.73,0.19882,0.026316,2512.2,0.74767,344.53,1
0.21906,0.046279,2446.2,5.109,473.73,0.17376,0.028131,2374,0.82891,344.53,1
0.20799,0.041742,2347.5,4.9683,452.2,0.16269,0.023593,2275.2,0.68818,323,1
0.20032,0.052632,2149.9,4.9948,452.2,0.15503,0.034483,2077.6,0.71465,323,1
0.18012,0.069873,1999.6,5.0933,452.2,0.13482,0.051724,1927.3,0.81322,323,1
0.16547,0.071688,1503.1,5.2583,452.2,0.12017,0.053539,1430.9,0.97815,323,1
0.15261,0.071688,1384.9,5.1908,452.2,0.10731,0.053539,1312.7,0.91069,323,1
0.15,0.076225,1603,5.1171,452.2,0.1047,0.058076,1530.8,0.83701,323,1
0.16171,0.072595,1434.6,5.1611,452.2,0.11641,0.054446,1362.3,0.88097,323,1
0.16095,0.068966,1694.8,5.1437,452.2,0.11565,0.050817,1622.5,0.86363,323,1
0.16027,0.066243,1539.1,5.1452,452.2,0.11497,0.048094,1466.9,0.86512,323,1
0.1793,0.049909,1678.8,5.085,452.2,0.134,0.03176,1606.6,0.80491,323,1
0.18945,0.047187,1906.6,5.0448,452.2,0.14415,0.029038,1834.3,0.76468,323,1
0.19541,0.052632,2021.5,5.0565,452.2,0.15011,0.034483,1949.2,0.77635,323,1
0.18833,0.058984,2190.6,5.0591,452.2,0.14303,0.040835,2118.4,0.77903,323,1
0.17935,0.065336,1852.1,5.1588,452.2,0.13405,0.047187,1779.8,0.87872,323,1
0.17928,0.067151,1800.3,4.9945,473.73,0.13398,0.049002,1728,0.71435,344.53,1
0.18595,0.055354,1693,5.0559,473.73,0.14065,0.037205,1620.7,0.77581,344.53,1
0.19631,0.046279,1785.4,5.0447,473.73,0.15101,0.028131,1713.1,0.7646,344.53,1
0.19043,0.058076,1900.5,5.0317,473.73,0.14513,0.039927,1828.3,0.75159,344.53,1
0.19566,0.065336,1983,5.0257,473.73,0.15036,0.047187,1910.7,0.74556,344.53,1
0.19847,0.065336,1979.3,5.0266,473.73,0.15317,0.047187,1907,0.74651,344.53,1
0.18556,0.065336,1804.3,5.192,452.2,0.14026,0.047187,1732,0.91185,323,1
0.17232,0.071688,1683.5,5.1815,452.2,0.12702,0.053539,1611.2,0.9014,323,1
0.15692,0.075318,1728.5,5.1941,452.2,0.11162,0.057169,1656.3,0.91402,323,1
0.15644,0.063521,1604.4,5.1206,452.2,0.11115,0.045372,1532.1,0.84044,323,1
0.16,0.060799,1666,5.1577,452.2,0.1147,0.04265,1593.7,0.8776,323,1
0.16126,0.061706,1677.7,5.1592,452.2,0.11596,0.043557,1605.5,0.87908,323,1
0.16523,0.067151,1813.3,5.1745,430.66,0.11993,0.049002,1741,0.8944,301.46,1
0.16825,0.068058,1894.9,5.1254,452.2,0.12295,0.049909,1822.7,0.84526,323,1
0.16452,0.062613,1644.7,5.1561,452.2,0.11922,0.044465,1572.5,0.87598,323,1
0.16103,0.064428,1873,5.0313,430.66,0.11573,0.046279,1800.8,0.75116,301.46,1
0.16452,0.058076,1718,4.9284,452.2,0.11922,0.039927,1645.7,0.64829,323,1
0.16513,0.056261,1516.2,5.1279,452.2,0.11983,0.038113,1444,0.84777,323,1
0.16596,0.057169,1907.8,4.9865,452.2,0.12066,0.03902,1835.6,0.70639,323,1
0.17543,0.055354,1703.9,4.9049,452.2,0.13013,0.037205,1631.6,0.62474,323,1
0.17488,0.060799,1682.6,4.8501,452.2,0.12958,0.04265,1610.3,0.56997,323,1
0.17577,0.061706,1626.9,4.7649,452.2,0.13047,0.043557,1554.6,0.48476,323,1
0.18495,0.061706,1700.2,4.7555,452.2,0.13965,0.043557,1627.9,0.47536,323,1
0.19904,0.063521,1905.8,4.7437,473.73,0.15374,0.045372,1833.5,0.46359,344.53,1
0.22474,0.057169,2084.4,4.8242,473.73,0.17944,0.03902,2012.2,0.5441,344.53,1
0.24348,0.053539,2257.5,4.7024,473.73,0.19818,0.03539,2185.3,0.42232,344.53,1
0.24503,0.054446,2287.1,4.8561,473.73,0.19973,0.036298,2214.9,0.57602,344.53,1
0.23996,0.062613,2072.4,4.6297,473.73,0.19466,0.044465,2000.1,0.34962,344.53,1
0.24476,0.065336,2235.7,4.6427,473.73,0.19946,0.047187,2163.4,0.36256,344.53,1
0.25166,0.058984,2119.8,4.5734,473.73,0.20636,0.040835,2047.5,0.29325,344.53,1
0.25494,0.051724,2210.9,4.5785,495.26,0.20964,0.033575,2138.6,0.29834,366.06,1
0.2607,0.044465,2258.6,4.6406,495.26,0.2154,0.026316,2186.3,0.36046,366.06,1
0.26662,0.034483,2369.1,4.6264,495.26,0.22132,0.016334,2296.8,0.34631,366.06,1
0.27321,0.030853,2611.7,4.6641,495.26,0.22791,0.012704,2539.4,0.38394,366.06,1
0.28496,0.026316,2712.3,4.6564,495.26,0.23966,0.008167,2640.1,0.37626,366.06,1
0.27571,0.022686,2758.7,4.8039,495.26,0.23041,0.0045372,2686.4,0.52374,366.06,1
0.25164,0.029038,2426,4.8311,495.26,0.20634,0.010889,2353.7,0.55097,366.06,1
0.24935,0.03539,2748.4,4.8028,495.26,0.20405,0.017241,2676.2,0.52266,366.06,1
0.26437,0.03902,2678,4.8448,495.26,0.21907,0.020871,2605.8,0.56469,366.06,1
0.27066,0.041742,2762.5,4.8527,495.26,0.22536,0.023593,2690.2,0.57254,366.06,1
0.27894,0.03902,2879.1,4.8485,473.73,0.23364,0.020871,2806.8,0.56836,344.53,1
0.27663,0.03176,2890.3,4.7771,473.73,0.23133,0.013612,2818.1,0.49703,344.53,1
0.26483,0.03176,2576.2,4.8117,473.73,0.21953,0.013612,2504,0.53155,344.53,1
0.25671,0.038113,2619.7,4.801,473.73,0.21141,0.019964,2547.5,0.52088,344.53,1
0.24612,0.036298,2530.3,4.8589,473.73,0.20082,0.018149,2458,0.57882,344.53,1
0.27263,0.03902,3560.3,5.12,473.73,0.22733,0.020871,3488.1,0.8399,344.53,1
0.27362,0.050817,4994.1,5.0339,473.73,0.22832,0.032668,4921.9,0.75379,344.53,1
0.33495,0.040835,4030.5,5.026,452.2,0.28965,0.022686,3958.2,0.74587,323,1
0.41876,0.032668,7526.1,4.9686,452.2,0.37346,0.014519,7453.8,0.68846,323,1
0.42434,0.034483,6494.9,5.0005,258.4,0.37904,0.016334,6422.6,0.72036,129.2,1
0.39176,0.03539,7411.8,4.8553,430.66,0.34646,0.017241,7339.6,0.57517,301.46,1
0.3755,0.032668,6086.4,4.8394,258.4,0.3302,0.014519,6014.2,0.55924,129.2,1
0.38803,0.029038,5696.8,4.84,258.4,0.34273,0.010889,5624.5,0.55985,129.2,1
0.36218,0.03539,5746.6,4.7268,301.46,0.31688,0.017241,5674.3,0.44671,172.27,1
0.31175,0.037205,4482,4.874,732.13,0.26645,0.019056,4409.8,0.59388,602.93,1
0.30901,0.025408,4654.2,4.7879,430.66,0.26371,0.0072595,4582,0.50775,301.46,1
0.2788,0.026316,3459.6,4.7418,430.66,0.2335,0.008167,3387.3,0.46166,301.46,1
0.2266,0.039927,3515.6,5.1251,107.67,0.1813,0.021779,3443.3,0.84503,0,1
0.2139,0.04265,3594.2,5.1561,107.67,0.1686,0.024501,3521.9,0.87603,0,1
0.18093,0.039927,1928.6,5.124,409.13,0.13563,0.021779,1856.3,0.84394,301.46,1
0.18501,0.029038,2383.4,4.8971,86.133,0.13972,0.010889,2311.1,0.61701,0,1
0.20078,0.019964,2289.7,4.7818,107.67,0.15548,0.0018149,2217.4,0.50167,21.533,1
0.17036,0.026316,1694,4.962,107.67,0.12506,0.008167,1621.7,0.68188,21.533,1
0.14668,0.033575,1482.2,4.8587,279.93,0.10138,0.015426,1410,0.57855,193.8,1
0.17531,0.029946,1865.1,4.7826,710.6,0.13001,0.011797,1792.8,0.50251,624.46,1
0.17267,0.026316,2278.3,4.8436,107.67,0.12737,0.008167,2206,0.5635,21.533,1
0.1759,0.049909,1965.7,5.3771,107.67,0.1306,0.03176,1893.4,1.097,21.533,1
0.18835,0.068966,3222.8,5.6116,344.53,0.14305,0.050817,3150.5,1.3315,258.4,1
0.18395,0.047187,2088.2,5.4274,366.06,0.13865,0.029038,2015.9,1.1473,279.93,1
0.18114,0.033575,2109.5,5.2749,495.26,0.13584,0.015426,2037.2,0.99476,409.13,1
0.16741,0.034483,1821.6,5.1243,344.53,0.12211,0.016334,1749.3,0.84422,258.4,1
0.14554,0.030853,1501.2,5.0981,344.53,0.10025,0.012704,1428.9,0.81801,258.4,1
0.09896,0.045372,774.59,5.2882,366.06,0.05366,0.027223,702.33,1.0081,279.93,1
0.077036,0.064428,369.39,5.4503,646,0.031736,0.046279,297.13,1.1702,559.86,1
0.084484,0.043557,829.47,5.1367,279.93,0.039185,0.025408,757.2,0.85659,193.8,1
0.087681,0.024501,564.21,5.0627,107.67,0.042382,0.0063521,491.95,0.78258,21.533,1
0.076878,0.037205,522.6,5.0986,258.4,0.031578,0.019056,450.33,0.81845,172.27,1
0.062149,0.04265,356.69,5.1963,258.4,0.016849,0.024501,284.43,0.91623,172.27,0
0.053445,0.04265,196.48,5.315,366.06,0.0081453,0.024501,124.22,1.0349,279.93,0
0.045215,0.044465,151.58,5.2687,279.93,0,0.026316,79.32,0.98861,193.8,0
0.044332,0.043557,117.11,5.3216,258.4,0,0.025408,44.85,1.0415,172.27,0
0.046071,0.040835,176.19,5.1642,279.93,0.0017392,0.022686,103.93,0.88408,193.8,0
0.043523,0.029038,118.34,5.1615,279.93,0,0.010889,46.078,0.88138,193.8,0
0.038639,0.025408,71.297,5.2231,258.4,0,0.0072595,0,0.94301,172.27,0
0.035128,0.034483,44.165,5.2872,258.4,0,0.016334,0,1.0071,172.27,0
0.037851,0.03902,19.407,5.3507,581.4,0.0027222,0.020871,0,1.0706,495.26,0
0.032359,0.044465,25.592,5.3161,258.4,0,0.026316,6.1852,1.036,172.27,0
0.024129,0.046279,35.451,5.42,129.2,0,0.028131,16.044,1.1398,43.066,0
0.027208,0.046279,76.76,5.592,107.67,0.0030792,0.028131,57.353,1.3119,21.533,0
0.02716,0.044465,31.862,5.4581,559.86,0.0030307,0.026316,12.455,1.178,473.73,0
0.025947,0.046279,20.129,5.4133,301.46,0.0018182,0.028131,0.72145,1.1332,215.33,0
0.026624,0.049909,51.918,5.5397,258.4,0.0024953,0.03176,32.51,1.2596,172.27,0
0.0275,0.045372,40.5,5.4734,387.6,0.0033713,0.027223,21.092,1.1932,301.46,0
0.028416,0.047187,1.6389,5.3789,150.73,0.0042875,0.029038,0,1.0988,64.6,0
0.025329,0.057169,46.959,5.5092,279.93,0.0012004,0.03902,45.32,1.2291,193.8,0
0.024801,0.061706,75.383,5.6071,495.26,0.00067193,0.043557,73.744,1.327,409.13,0
0.032326,0.050817,18.768,5.4726,150.73,0.008197,0.032668,17.129,1.1925,64.6,0
0.033961,0.043557,11.081,5.4097,150.73,0.0098323,0.025408,9.4419,1.1296,64.6,0
0.033056,0.04265,32.667,5.3872,172.27,0.0089267,0.024501,31.028,1.1071,86.133,0
0.031049,0.055354,6.4531,5.4119,409.13,0.0069203,0.037205,4.8142,1.1318,323,0
0.032435,0.054446,8.9179,5.4334,387.6,0.0083064,0.036298,7.2791,1.1533,301.46,0
0.034098,0.043557,6.3679,5.3849,409.13,0.0099685,0.025408,4.7291,1.1048,323,0
0.029225,0.054446,28.502,5.4539,581.4,0.0050963,0.036298,26.864,1.1738,495.26,0
0.027638,0.057169,40.129,5.6118,387.6,0.0035091,0.03902,38.49,1.3317,301.46,0
0.030465,0.050817,39.679,5.6444,236.87,0.0063362,0.032668,38.04,1.3643,150.73,0
0.037486,0.045372,8.098,5.5721,387.6,0.013357,0.027223,6.4592,1.292,301.46,0
0.041381,0.04265,27.341,5.4843,409.13,0.017252,0.024501,25.702,1.2041,323,0
0.040967,0.041742,39.619,5.5428,215.33,0.016838,0.023593,37.98,1.2627,129.2,0
0.044618,0.056261,30.208,5.6895,236.87,0.020489,0.038113,28.569,1.4094,150.73,0
0.051104,0.059891,172.62,5.6098,409.13,0.026975,0.041742,170.98,1.3297,323,0
0.056406,0.058076,106.26,5.6494,236.87,0.032277,0.039927,104.62,1.3692,150.73,0
0.060722,0.059891,269.33,5.4397,775.2,0.036593,0.041742,267.7,1.1596,689.06,0
0.061491,0.054446,214.08,5.5293,796.73,0.037362,0.036298,212.44,1.2492,710.6,0
0.053188,0.060799,163.77,5.577,430.66,0.029059,0.04265,162.14,1.2969,344.53,0
0.042736,0.067151,21.28,5.7495,775.2,0.018607,0.049002,19.641,1.4694,689.06,0
0.040581,0.058076,76.066,5.622,775.2,0.016452,0.039927,74.427,1.3418,689.06,0
0.041157,0.069873,7.7272,5.7604,409.13,0.017028,0.051724,6.0883,1.4803,323,0
0.049187,0.071688,137.67,5.5591,775.2,0.025058,0.053539,136.03,1.279,689.06,0
0.057431,0.054446,270.92,5.5271,430.66,0.033302,0.036298,269.28,1.247,344.53,0
0.061382,0.050817,312.7,5.4532,409.13,0.037253,0.032668,311.06,1.173,323,0
0.063413,0.049002,207.34,5.4632,775.2,0.039284,0.030853,205.7,1.1831,689.06,0
0.065029,0.049002,366.14,5.3868,775.2,0.0409,0.030853,364.5,1.1067,689.06,0
0.065332,0.047187,283.32,5.4537,538.33,0.041203,0.029038,281.68,1.1735,452.2,0
0.07134,0.053539,340.27,5.4154,215.33,0.047211,0.03539,338.63,1.1353,129.2,0
0.078244,0.054446,606.81,5.3208,409.13,0.054115,0.036298,605.17,1.0407,323,0
0.076636,0.046279,458.98,5.4036,215.33,0.052507,0.028131,457.34,1.1235,129.2,0
0.076082,0.044465,372.71,5.3195,796.73,0.051953,0.026316,371.07,1.0394,710.6,0
0.076612,0.040835,391.61,5.2425,796.73,0.052483,0.022686,389.97,0.96236,710.6,0
0.075487,0.037205,469.87,5.3218,818.26,0.051358,0.019056,468.23,1.0417,732.13,0
0.077823,0.043557,492.5,5.2772,387.6,0.053694,0.025408,490.86,0.99706,301.46,0
0.077156,0.045372,442.42,5.1498,818.26,0.053027,0.027223,440.78,0.86968,732.13,0
0.079438,0.046279,476.91,5.1844,818.26,0.055309,0.028131,475.27,0.90429,732.13,0
0.0775,0.048094,560.86,5.3609,236.87,0.053371,0.029946,559.22,1.0808,150.73,0
0.070963,0.04265,600.9,5.2683,409.13,0.046834,0.024501,599.27,0.9882,323,0
0.069913,0.043557,337.42,5.3126,818.26,0.045784,0.025408,335.78,1.0325,732.13,0
0.067156,0.048094,471.08,5.2635,409.13,0.043027,0.029946,469.44,0.98343,323,0
0.079744,0.038113,446.67,5.1668,861.33,0.055615,0.019964,445.03,0.88672,775.2,0
0.10068,0.029038,753.88,4.9507,409.13,0.076552,0.010889,752.24,0.67059,323,0
0.10582,0.029038,817.23,4.8808,473.73,0.081687,0.010889,815.59,0.60067,387.6,0
0.13047,0.024501,1147.7,4.7563,516.8,0.10634,0.0063521,1146.1,0.47615,430.66,0
0.17979,0.025408,1986.8,4.4819,516.8,0.15566,0.0072595,1985.2,0.20174,430.66,0
0.21538,0.027223,2095.1,4.3903,516.8,0.19125,0.0090744,2093.4,0.1102,430.66,0
0.18404,0.03176,1849,4.6652,516.8,0.15991,0.013612,1847.3,0.38509,430.66,0
0.11745,0.036298,855.02,4.9203,193.8,0.093317,0.018149,853.38,0.6402,107.67,0
0.10375,0.03539,713.98,4.9254,495.26,0.079616,0.017241,712.34,0.6453,409.13,0
0.088458,0.03902,702.82,5.0126,516.8,0.064329,0.020871,701.18,0.73254,430.66,0
0.084514,0.036298,720.51,5.4597,344.53,0.060385,0.018149,718.87,1.1796,258.4,0
0.089476,0.033575,561.03,5.2089,409.13,0.065347,0.015426,559.39,0.92881,323,0
0.072776,0.040835,526.28,5.1975,538.33,0.048647,0.022686,524.64,0.91735,452.2,0
0.063586,0.044465,338.59,5.3001,473.73,0.039457,0.026316,336.95,1.02,387.6,0
0.080707,0.040835,607.53,5.0464,452.2,0.056578,0.022686,605.9,0.76633,366.06,0
0.10189,0.041742,609.24,5.2546,473.73,0.077765,0.023593,607.6,0.97446,387.6,0
0.10612,0.036298,884.22,5.3822,452.2,0.081987,0.018149,882.58,1.1021,366.06,0
0.093063,0.03176,673.4,5.2707,473.73,0.068934,0.013612,671.76,0.99056,387.6,0
0.075103,0.045372,368.6,5.4017,473.73,0.050974,0.027223,366.96,1.1216,387.6,0
