@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
1762.3,5.3163,344.53,0.013838,2,18,1761.3,0.72284,258.4,0.012876,2,18,1
1300,5.2378,344.53,0.015681,2,18,1299.1,0.64434,258.4,0.014719,2,18,1
1701.6,5.1232,344.53,0.018027,2,12,1700.6,0.52972,258.4,0.017064,2,12,1
1454.9,5.2072,344.53,0.020882,3,12,1453.9,0.61371,258.4,0.01992,3,12,1
2088.7,4.8964,344.53,0.01671,1,18,2087.7,0.3029,258.4,0.015747,1,18,1
2390.8,4.8618,667.53,0.021974,2,13,2389.9,0.26834,581.4,0.021011,2,13,1
2914.4,4.7057,667.53,0.0058458,0,0,2913.4,0.11227,581.4,0.0048834,0,0,1
3530.1,4.7207,516.8,0.011461,1,18,3529.1,0.12722,430.66,0.010498,1,18,1
3567.6,4.7337,516.8,0.019251,2,18,3566.6,0.14023,430.66,0.018288,2,18,1
3214.5,4.8786,344.53,0.020947,2,18,3213.5,0.28518,258.4,0.019984,2,18,1
1995.4,5.1085,366.06,0.026296,3,12,1994.4,0.51508,279.93,0.025334,3,12,1
2122.3,5.008,344.53,0.022574,5,9,2121.3,0.41453,258.4,0.021612,5,9,1
1860.3,5.0954,344.53,0.022509,3,8,1859.3,0.50196,258.4,0.021547,3,8,1
2015.2,5.271,344.53,0.035908,2,13,2014.2,0.67756,258.4,0.034946,2,13,1
2004.4,4.9624,689.06,0.017539,3,8,2003.4,0.36893,602.93,0.016577,3,8,1
1796.8,5.0922,667.53,0.015519,1,18,1795.9,0.4987,581.4,0.014557,1,18,1
1855.2,4.8948,667.53,0.013426,1,18,1854.3,0.30133,581.4,0.012463,1,18,1
1962.2,4.8945,344.53,0.014363,2,8,1961.3,0.30107,258.4,0.013401,2,8,1
2046.8,5.0126,667.53,0.0082523,0,0,2045.8,0.4192,581.4,0.0072898,0,0,1
2368.2,5.2011,667.53,0.021853,1,22,2367.2,0.6076,581.4,0.020891,1,22,1
2062,5.0352,344.53,0.0096031,0,0,2061,0.44178,258.4,0.0086406,0,0,1
1491.2,5.2391,344.53,0.011682,2,8,1490.2,0.64567,258.4,0.010719,2,8,1
1710.1,5.1818,344.53,0.00606,0,0,1709.1,0.58836,258.4,0.0050975,0,0,1
1623.3,5.1015,344.53,0.0081552,0,0,1622.3,0.50801,258.4,0.0071927,0,0,1
2390,5.0837,344.53,0.016349,1,18,2389,0.49028,258.4,0.015387,1,18,1
1910.7,5.252,344.53,0.010399,3,8,1909.7,0.65856,258.4,0.009437,3,8,1
1910.7,5.4153,344.53,0.031983,3,8,1909.7,0.82187,258.4,0.031021,3,8,1
1875.3,5.4537,323,0.013694,2,10,1874.3,0.86025,236.87,0.012731,2,10,1
2024,5.4728,323,0.019961,5,10,2023,0.87937,236.87,0.018998,5,10,1
1042.2,5.9892,301.46,0.051777,4,8,1041.3,1.3958,215.33,0.050815,4,8,1
1099.3,5.9279,430.66,0.042655,4,9,1098.3,1.3345,344.53,0.041692,4,9,1
1132.5,5.5498,430.66,0.020337,2,8,1131.5,0.9563,344.53,0.019374,2,8,1
651.97,5.6488,409.13,0.014425,1,9,650.98,1.0553,323,0.013462,1,9,0
673.48,5.5407,710.6,0.034672,2,8,672.49,0.94722,624.46,0.033709,2,8,0
523.11,5.5508,193.8,0.025519,2,9,522.12,0.95737,107.67,0.024557,2,9,0
384.2,5.5777,387.6,0.0064171,0,0,383.21,0.98421,301.46,0.0054547,0,0,0
260.59,5.7044,538.33,0.015563,1,12,259.6,1.111,452.2,0.0146,1,12,0
363.9,5.5802,387.6,0.023387,1,11,362.91,0.98679,301.46,0.022424,1,11,0
501.88,5.5515,753.66,0.023538,2,10,500.89,0.95807,667.53,0.022575,2,10,0
680.03,5.4522,710.6,0.026163,2,12,679.04,0.85876,624.46,0.025201,2,12,0
693.34,5.6411,409.13,0.023892,2,9,692.35,1.0476,323,0.022929,2,9,0
632.3,5.9798,258.4,0.024732,3,9,631.31,1.3864,172.27,0.02377,3,9,0
1487.4,5.953,215.33,0.047874,3,7,1486.4,1.3595,129.2,0.046911,3,7,0
936.23,5.9613,236.87,0.043009,3,7,935.24,1.3679,150.73,0.042047,3,7,0
794.55,5.9994,409.13,0.034757,2,13,793.56,1.4059,323,0.033795,2,13,0
681.84,6.0524,129.2,0.043744,5,7,680.85,1.4589,43.066,0.042782,5,7,0
279.69,6.1071,107.67,0.025072,3,12,278.7,1.5136,21.533,0.02411,3,12,0
343.52,5.9738,107.67,0.018496,2,13,342.53,1.3804,21.533,0.017534,2,13,0
407.39,5.7629,387.6,0.031745,1,13,406.4,1.1695,301.46,0.030782,1,13,0
358.54,5.8311,409.13,0.011581,1,12,357.55,1.2376,323,0.010618,1,12,0
153.09,5.8939,107.67,0.015745,1,13,152.1,1.3004,21.533,0.014782,1,13,0
88.958,5.9277,344.53,0.025355,2,9,87.969,1.3343,258.4,0.024392,2,9,0
177.23,5.8109,129.2,0.032135,5,9,176.25,1.2174,43.066,0.031172,5,9,0
121.63,5.6984,129.2,0.026957,1,16,120.64,1.105,43.066,0.025995,1,16,0
38.802,5.7473,818.26,0.024082,1,13,37.814,1.1538,732.13,0.023119,1,13,0
68.06,5.6789,215.33,0.014045,1,15,67.071,1.0854,129.2,0.013083,1,15,0
28.458,5.6859,129.2,0.0048338,0,0,27.469,1.0924,43.066,0.0038713,0,0,0
62.556,5.5834,409.13,0.0059352,0,0,61.567,0.98992,323,0.0049727,0,0,0
167.91,5.6107,150.73,0.010033,1,11,166.92,1.0172,64.6,0.0090704,1,11,0
175.96,5.6318,387.6,0.010457,1,12,174.97,1.0384,301.46,0.0094942,1,12,0
595.01,5.2035,559.86,0.012953,1,30,594.02,0.61001,473.73,0.01199,1,30,1
1157.5,5.0923,624.46,0.030914,2,9,1156.5,0.49886,538.33,0.029951,2,9,1
1451.8,5.1454,710.6,0.031403,3,9,1450.8,0.552,624.46,0.03044,3,9,1
1576,5.1579,387.6,0.019281,2,9,1575,0.56442,301.46,0.018319,2,9,1
1970.6,4.9642,430.66,0.019874,3,9,1969.6,0.3707,344.53,0.018911,3,9,1
1808.3,4.9698,430.66,0.016977,2,9,1807.3,0.37631,344.53,0.016014,2,9,1
1639,4.9672,430.66,0.021344,2,9,1638,0.37377,344.53,0.020381,2,9,1
1629.4,5.084,409.13,0.025536,3,10,1628.4,0.49054,323,0.024574,3,10,1
1433.7,5.078,409.13,0.021301,3,10,1432.8,0.48459,323,0.020338,3,10,1
1436.5,5.0806,409.13,0.021278,2,8,1435.5,0.4872,323,0.020315,2,8,1
1258.2,5.0792,387.6,0.015554,2,10,1257.2,0.48579,301.46,0.014591,2,10,1
1323.8,4.9907,387.6,0.012271,2,17,1322.8,0.39722,301.46,0.011309,2,17,1
1449,5.1163,387.6,0.031002,3,9,1448,0.52281,301.46,0.03004,3,9,1
1211.7,4.9988,387.6,0.026613,3,8,1210.7,0.4054,301.46,0.025651,3,8,1
1215.7,4.9822,387.6,0.019049,2,8,1214.7,0.38874,301.46,0.018086,2,8,1
1168.5,5.188,387.6,0.012225,1,20,1167.5,0.59452,301.46,0.011262,1,20,1
1625,5.0845,366.06,0.015435,1,17,1624,0.49102,279.93,0.014473,1,17,1
1355.8,5.1914,366.06,0.018509,2,18,1354.8,0.59792,279.93,0.017546,2,18,1
1301.1,5.1055,366.06,0.012748,2,8,1300.1,0.51207,279.93,0.011786,2,8,1
1295.4,5.106,366.06,0.010623,1,8,1294.4,0.51251,279.93,0.0096602,1,8,1
1287.1,5.1339,366.06,0.019711,3,8,1286.1,0.54045,279.93,0.018748,3,8,1
1442.6,5.1494,387.6,0.021492,3,8,1441.6,0.55596,301.46,0.020529,3,8,1
1415.2,5.2645,387.6,0.024117,3,11,1414.2,0.67109,301.46,0.023154,3,11,1
1343.7,5.3067,732.13,0.014692,2,8,1342.7,0.71326,646,0.013729,2,8,1
1251.8,5.2992,732.13,0.031644,3,4,1250.9,0.70577,646,0.030682,3,4,1
1673,5.082,753.66,0.028146,5,4,1672,0.48858,667.53,0.027183,5,4,1
1779,5.0394,753.66,0.019164,1,18,1778,0.44596,667.53,0.018202,1,18,1
1698.1,5.0624,753.66,0.02352,3,11,1697.1,0.46897,667.53,0.022558,3,11,1
1724.1,5.1548,753.66,0.028261,2,18,1723.1,0.56134,667.53,0.027298,2,18,1
1511.6,5.1282,753.66,0.033886,3,8,1510.6,0.53473,667.53,0.032924,3,8,1
1461.5,5.1833,753.66,0.027223,2,13,1460.5,0.58982,667.53,0.026261,2,13,1
1563.2,5.1408,753.66,0.020907,2,8,1562.2,0.54737,667.53,0.019945,2,8,1
1856.3,5.028,753.66,0.01716,3,11,1855.3,0.43452,667.53,0.016197,3,11,1
1823.7,5.0053,753.66,0.01864,2,18,1822.7,0.41183,667.53,0.017678,2,18,1
1916.1,5.2428,753.66,0.022195,2,19,1915.1,0.64936,667.53,0.021232,2,19,1
2125.2,5.2697,753.66,0.025992,4,8,2124.2,0.67624,667.53,0.02503,4,8,1
2142.3,5.1731,753.66,0.023809,3,11,2141.3,0.57966,667.53,0.022847,3,11,1
1912.5,5.2551,753.66,0.033956,2,19,1911.5,0.66169,667.53,0.032994,2,19,1
2135,5.2476,753.66,0.016752,2,12,2134,0.65419,667.53,0.01579,2,12,1
2380,5.1649,409.13,0.023305,2,13,2379,0.57149,323,0.022343,2,13,1
1940.5,5.2637,753.66,0.030723,3,7,1939.5,0.67025,667.53,0.02976,3,7,1
2497,5.1539,409.13,0.033517,4,7,2496,0.5605,323,0.032554,4,7,1
1967.6,5.4695,387.6,0.032632,4,7,1966.6,0.87607,301.46,0.03167,4,7,1
2670.2,5.2894,387.6,0.045712,2,7,2669.3,0.69599,301.46,0.04475,2,7,1
1857.3,5.4862,387.6,0.042134,4,7,1856.3,0.8927,301.46,0.041171,4,7,1
3079.1,5.6331,366.06,0.062494,3,7,3078.1,1.0397,279.93,0.061531,3,7,1
4193.5,5.5716,1055.1,0.078299,3,7,4192.5,0.97813,968.99,0.077336,3,7,1
5538.9,5.6158,1055.1,0.086627,3,4,5537.9,1.0224,968.99,0.085665,3,4,1
5849,5.6011,1055.1,0.12354,2,7,5848,1.0077,968.99,0.12257,2,7,1
5450.6,5.5618,2433.3,0.076292,4,7,5449.6,0.9683,2347.1,0.075329,4,7,1
6785.1,5.7032,1055.1,0.098277,3,7,6784.1,1.1097,968.99,0.097315,3,7,1
7173.5,5.786,1055.1,0.11225,4,7,7172.6,1.1926,968.99,0.11129,4,7,1
8269.1,5.8458,1055.1,0.10069,5,4,8268.1,1.2523,968.99,0.099727,5,4,1
8708,5.8675,1055.1,0.1193,3,4,8707,1.2741,968.99,0.11834,3,4,1
9695.9,5.8506,1076.7,0.10497,3,4,9694.9,1.2572,990.53,0.10401,3,4,1
10113,5.954,2454.8,0.08196,5,4,10112,1.3606,2368.7,0.080997,5,4,1
10465,5.9886,2433.3,0.13262,6,4,10464,1.3952,2347.1,0.13166,6,4,1
10327,5.9715,2433.3,0.11627,6,4,10326,1.378,2347.1,0.11531,6,4,1
10424,6.0246,2433.3,0.11136,5,4,10423,1.4312,2347.1,0.1104,5,4,1
11020,6.0816,2433.3,0.12197,6,4,11019,1.4881,2347.1,0.121,6,4,1
11292,6.078,2411.7,0.14657,4,4,11291,1.4845,2325.6,0.14561,4,4,1
11984,6.0962,2562.5,0.15272,7,4,11983,1.5027,2476.3,0.15176,7,4,1
11011,6.0194,2540.9,0.13462,5,7,11010,1.4259,2454.8,0.13365,5,7,1
10052,5.9449,2540.9,0.11581,6,4,10051,1.3515,2454.8,0.11485,6,4,1
10456,5.9598,2540.9,0.13077,4,7,10455,1.3663,2454.8,0.1298,4,7,1
10273,5.9903,2540.9,0.11942,6,4,10272,1.3968,2454.8,0.11846,6,4,1
11326,6.1046,2885.4,0.14003,7,4,11325,1.5111,2799.3,0.13907,7,4,1
11813,6.1098,2885.4,0.14051,4,7,11812,1.5164,2799.3,0.13955,4,7,1
11224,6.0403,2540.9,0.13062,8,4,11223,1.4469,2454.8,0.12966,8,4,1
12135,6.1187,2885.4,0.12886,4,7,12134,1.5252,2799.3,0.1279,4,7,1
11777,6.1155,2734.7,0.12509,6,7,11776,1.5221,2648.6,0.12412,6,7,1
11985,6.1109,2907,0.13018,5,7,11984,1.5174,2820.8,0.12922,5,7,1
12103,6.1185,689.06,0.14186,6,3,12102,1.525,602.93,0.1409,6,3,1
11455,6.1175,3057.7,0.11273,8,4,11454,1.524,2971.6,0.11177,8,4,1
9714.6,6.0021,3057.7,0.10166,4,3,9713.6,1.4087,2971.6,0.1007,4,3,1
9618.2,6.0728,3036.2,0.10042,6,3,9617.2,1.4793,2950,0.099453,6,3,1
9050.5,6.0441,2993.1,0.13057,5,3,9049.5,1.4506,2907,0.12961,5,3,1
7583.2,6.0067,2950,0.11555,4,7,7582.2,1.4132,2863.9,0.11458,4,7,1
6690.6,5.9366,2907,0.12367,4,3,6689.6,1.3432,2820.8,0.12271,4,3,1
5625.6,5.8661,2863.9,0.098345,6,3,5624.6,1.2727,2777.8,0.097383,6,3,1
6060.2,5.8915,2863.9,0.11946,5,3,6059.3,1.298,2777.8,0.1185,5,3,1
5823.5,5.8924,2863.9,0.094845,5,3,5822.5,1.2989,2777.8,0.093883,5,3,1
5682.4,5.877,2885.4,0.10943,5,3,5681.4,1.2835,2799.3,0.10847,5,3,1
5425.3,5.7728,2907,0.087414,4,3,5424.3,1.1793,2820.8,0.086452,4,3,1
6446.8,5.8978,2907,0.17685,4,6,6445.8,1.3044,2820.8,0.17588,4,6,1
7369.1,5.8968,5426.4,0.16452,5,7,7368.1,1.3034,5340.2,0.16356,5,7,1
7492.6,5.8119,5706.3,0.15895,5,7,7491.6,1.2185,5620.2,0.15799,5,7,1
7322.5,5.7307,5706.3,0.12905,4,6,7321.5,1.1372,5620.2,0.12796,4,6,1
7470.3,5.8741,5684.8,0.15781,4,6,7469.3,1.2807,5598.6,0.15564,4,6,1
6627.2,5.7952,947.46,0.132,4,6,6626.2,1.2017,861.33,0.12983,4,6,1
5465.5,5.6836,925.93,0.12212,5,6,5464.5,1.0902,839.79,0.11996,5,6,1
4757.6,5.6009,925.93,0.12684,4,6,4756.6,1.0074,839.79,0.12467,4,6,1
4063.9,5.5389,904.39,0.11503,5,6,4063,0.94543,818.26,0.11287,5,6,1
3272.5,5.4083,882.86,0.10766,5,6,3271.5,0.81489,796.73,0.10549,5,6,1
3069.8,5.2571,861.33,0.085247,5,6,3068.9,0.66363,775.2,0.083079,5,6,1
2859.8,5.1862,861.33,0.067757,3,6,2858.8,0.59273,775.2,0.065589,3,6,1
2627.4,5.0924,839.79,0.057816,3,13,2626.4,0.49894,753.66,0.055648,3,13,1
2353.9,5.1541,839.79,0.037773,3,13,2352.9,0.56068,753.66,0.034867,3,13,1
2414.2,4.9452,839.79,0.026981,3,13,2413.2,0.35177,753.66,0.024075,3,13,1
2491.8,4.8973,839.79,0.027705,3,13,2490.8,0.3038,753.66,0.024799,3,13,1
2220.1,4.8764,839.79,0.034462,3,13,2219.1,0.28299,753.66,0.031556,3,13,1
2236.3,5.0773,839.79,0.013302,1,13,2235.4,0.48383,753.66,0.010396,1,13,1
2378,5.1925,839.79,0.02228,2,12,2377,0.59905,753.66,0.019374,2,12,1
2275.2,5.0697,861.33,0.022117,1,13,2274.2,0.38372,775.2,0.019211,1,13,1
2127.4,5.0393,861.33,0.015013,1,20,2126.4,0.35333,775.2,0.012107,1,20,1
1763.9,4.9312,861.33,0.017644,2,12,1762.9,0.24522,775.2,0.014738,2,12,1
1522.3,5.0341,861.33,0.037258,1,13,1521.3,0.34817,775.2,0.034352,1,13,1
1532.5,5.0893,861.33,0.015668,3,12,1531.5,0.40336,753.66,0.012762,3,12,1
1268.9,5.0768,861.33,0.021744,2,13,1267.9,0.37113,753.66,0.018838,2,13,1
1485,5.2067,861.33,0.016965,2,13,1484.1,0.50096,753.66,0.014059,2,13,1
963.55,5.2708,839.79,0.026632,2,12,962.56,0.56509,732.13,0.023726,2,12,1
1144.9,5.1595,839.79,0.019546,1,12,1143.9,0.4538,732.13,0.01664,1,12,1
698.03,5.2249,818.26,0.01328,1,11,697.05,0.51915,710.6,0.010374,1,11,1
1802,5.3154,990.53,0.027396,1,12,1801,0.60973,882.86,0.02449,1,12,1
2846.5,4.9831,1033.6,0.0213,1,12,2845.5,0.27734,925.93,0.018394,1,12,1
1506.6,5.3331,1033.6,0.022092,2,11,1505.6,0.62739,925.93,0.019186,2,11,1
1196,5.4044,581.4,0.02458,1,11,1195,0.69868,473.73,0.021675,1,11,1
1160.4,5.5632,839.79,0.016386,2,10,1159.4,0.85748,732.13,0.01348,2,10,1
885.42,5.6304,1033.6,0.025562,2,10,884.43,0.92464,925.93,0.022656,2,10,1
996.98,5.5134,581.4,0.035253,2,10,995.99,0.80765,473.73,0.032347,2,10,1
914.56,5.6758,602.93,0.028141,1,9,913.57,0.97009,495.26,0.025236,1,9,1
1187.2,5.5583,602.93,0.051023,2,10,1186.3,0.85263,495.26,0.048117,2,10,1
1457.4,5.3586,602.93,0.03889,2,10,1456.4,0.65284,495.26,0.035984,2,10,1
1237.6,5.5855,602.93,0.045286,2,10,1236.6,0.8798,495.26,0.04238,2,10,1
1667.8,5.4025,990.53,0.017441,2,10,1666.8,0.69676,882.86,0.014535,2,10,1
1054.8,5.4342,602.93,0.017971,2,10,1053.8,0.72844,495.26,0.015066,2,10,1
839.31,5.4541,602.93,0.011348,1,23,838.32,0.74838,495.26,0.0084421,1,23,1
941.78,5.4242,602.93,0.0085885,0,0,940.79,0.71846,495.26,0.0056826,0,0,1
1102.7,5.3339,602.93,0.013563,2,10,1101.7,0.62816,495.26,0.009848,2,10,1
604.61,5.4248,602.93,0.019362,2,11,603.62,0.71904,495.26,0.015646,2,11,1
866.41,5.2954,602.93,0.010628,1,14,865.42,0.5897,495.26,0.0069125,1,14,1
1171.6,5.4128,602.93,0.020948,1,11,1170.6,0.70708,495.26,0.017233,1,11,1
1003.6,5.5376,602.93,0.014054,2,18,1002.6,0.83184,495.26,0.010339,2,18,1
1140.5,5.4558,602.93,0.016453,2,8,1139.6,0.75007,495.26,0.012737,2,8,1
1434.6,5.3799,602.93,0.015913,1,18,1433.6,0.67419,495.26,0.012197,1,18,1
1373.6,5.2258,452.2,0.0096588,0,0,1372.6,0.52006,344.53,0.0059433,0,0,1
1303.6,5.2031,236.87,0.010242,1,25,1302.6,0.49742,129.2,0.0065261,1,25,1
1308.8,5.3768,602.93,0.016823,1,13,1307.8,0.67107,495.26,0.013107,1,13,1
1196.5,5.3221,624.46,0.01254,2,13,1195.5,0.61642,516.8,0.0088242,2,13,1
1345.5,5.1718,473.73,0.011249,2,11,1330.1,0.4661,366.06,0.0075333,2,11,1
1818.7,5.1227,473.73,0.017774,2,11,1803.3,0.41695,366.06,0.014058,2,11,1
1841.6,5.0761,646,0.0041711,0,0,1825.3,0.37041,538.33,0.00045566,0,0,1
1768.5,5.1562,624.46,0.012156,1,12,1752.2,0.45046,516.8,0.0084408,1,12,1
2214.4,5.1796,624.46,0.018837,1,13,2198,0.47389,516.8,0.015121,1,13,1
2067,5.3842,602.93,0.021248,1,22,2050.7,0.67852,495.26,0.017532,1,22,1
919.48,5.6011,473.73,0.028342,2,11,903.14,0.89543,366.06,0.024626,2,11,1
891.72,5.5075,689.06,0.020336,2,11,875.38,0.80181,581.4,0.01662,2,11,0
637.66,5.4886,473.73,0.014339,2,10,621.33,0.78289,366.06,0.010623,2,10,0
386.14,5.5296,495.26,0.0090639,0,0,369.81,0.82387,387.6,0.0053484,0,0,0
1155,5.4486,990.53,0.019402,2,11,1138.7,0.74293,882.86,0.015288,2,11,0
1121.6,5.4557,990.53,0.011224,1,30,1101.8,0.74999,882.86,0.0071096,1,30,0
984.49,5.6235,947.46,0.022216,2,13,956.03,0.9178,839.79,0.018045,2,13,0
2116.9,5.6441,1012.1,0.034076,2,9,2088.4,0.93836,904.39,0.029905,2,9,0
2415.1,5.7021,1033.6,0.025995,2,13,2386.6,0.99643,925.93,0.021824,2,13,0
2143.4,5.6593,2196.4,0.033375,3,15,2115,0.95358,2088.7,0.029204,3,15,0
2420.3,5.6272,1119.7,0.016211,3,12,2391.9,0.92145,1012.1,0.01204,3,12,0
2256.7,5.6828,1055.1,0.017383,4,8,2228.2,0.97709,947.46,0.013211,4,8,0
3123,5.5973,1012.1,0.021517,1,14,3094.6,0.89156,904.39,0.017346,1,14,0
2782.6,5.6451,990.53,0.038716,1,13,2754.1,0.9394,882.86,0.034545,1,13,0
2027.2,5.7447,473.73,0.035933,2,11,1998.7,1.0389,366.06,0.031762,2,11,0
1877.5,5.7549,1033.6,0.04859,3,12,1849.1,1.0492,925.93,0.044419,3,12,0
1536.1,5.7347,452.2,0.033597,2,8,1507.6,1.029,344.53,0.029426,2,8,0
879.98,5.851,172.27,0.029303,3,8,851.52,1.1453,64.6,0.025132,3,8,0
743.82,5.7525,452.2,0.031488,2,13,715.36,1.0468,344.53,0.027317,2,13,0
820.97,5.7076,667.53,0.028433,2,11,792.51,1.0019,559.86,0.024262,2,11,0
883.47,5.6755,452.2,0.030531,2,12,855.01,0.96977,344.53,0.02636,2,12,0
984.8,5.5878,452.2,0.024018,2,8,956.34,0.88212,344.53,0.019847,2,8,0
595.94,5.786,689.06,0.020737,2,12,567.48,1.0803,581.4,0.016566,2,12,0
2008.1,5.4336,1399.7,0.038021,1,13,1979.6,0.72787,1292,0.033849,1,13,0
1615.2,5.4033,1399.7,0.022751,2,16,1586.8,0.69754,1292,0.01858,2,16,0
1609,5.5075,947.46,0.025156,2,12,1580.5,0.80179,839.79,0.020985,2,12,0
1008.8,5.4505,990.53,0.046675,1,12,980.33,0.74477,882.86,0.042504,1,12,0
673.22,5.4544,473.73,0.0419,2,13,644.77,0.74864,366.06,0.037729,2,13,0
1825.5,5.5507,1033.6,0.062558,1,12,1797,0.84496,925.93,0.058386,1,12,0
2370.1,5.4816,990.53,0.068037,2,12,2341.7,0.77585,882.86,0.063866,2,12,0
1793.6,5.4714,1012.1,0.023411,3,11,1765.2,0.76567,904.39,0.01924,3,11,0
1300,5.5093,1012.1,0.01753,1,13,1271.6,0.80362,904.39,0.013359,1,13,0
1293.4,5.4225,1012.1,0.021064,2,12,1264.9,0.71681,904.39,0.016893,2,12,1
1271.5,5.82,882.86,0.051656,3,8,1243.1,1.1143,775.2,0.047485,3,8,1
1787,5.6953,1550.4,0.039799,2,12,1758.5,0.98955,1442.7,0.035628,2,12,1
1152.5,5.6733,1270.5,0.02429,2,10,1124,0.96754,1162.8,0.020119,2,10,1
1403.8,5.5136,667.53,0.026419,1,12,1375.4,0.80785,559.86,0.022248,1,12,1
1220.4,5.5118,689.06,0.021542,2,11,1191.9,0.80605,581.4,0.017371,2,11,1
1342.9,5.3858,689.06,0.013589,1,11,1314.4,0.68005,581.4,0.0094177,1,11,1
1337.8,5.3726,689.06,0.017074,2,8,1309.3,0.66692,581.4,0.012902,2,8,1
1672.8,5.1775,710.6,0.01926,2,11,1644.3,0.47183,602.93,0.015089,2,11,1
1695.2,5.1258,710.6,0.011308,2,11,1666.7,0.40512,602.93,0.0071371,2,11,1
1657.4,5.0488,689.06,0.016867,2,11,1629,0.31513,581.4,0.012695,2,11,1
1557.5,5.0057,689.06,0.0071091,0,0,1529,0.12927,581.4,0.0029379,0,0,1
1347.7,5.0473,689.06,0.0094466,0,0,1319.3,0.17082,581.4,0.0052755,0,0,1
1131.1,5.1753,689.06,0.0075819,0,0,1102.7,0.29884,581.4,0.0034108,0,0,1
1227.6,4.9468,689.06,0.0056269,0,0,1199.1,0.070323,581.4,0.0014558,0,0,1
1067.2,5.0393,689.06,0.017392,1,26,1038.7,0.16287,581.4,0.013221,1,26,1
1404.2,5.0206,710.6,0.0041833,0,0,1375.7,0.14417,602.93,1.2124e-05,0,0,1
1336.8,4.9177,710.6,0.0063677,0,0,1308.4,0.041279,602.93,0.0021965,0,0,1
1282.3,4.8745,710.6,0.010182,1,10,1253.8,0,602.93,0.0060104,1,10,1
1091.4,4.8921,366.06,0.010216,1,11,1063,0.017686,258.4,0.0060448,1,11,1
1110.6,4.9622,366.06,0.0079963,0,0,1082.2,0.087773,258.4,0.0038252,0,0,1
1038.2,5.0618,366.06,0.0095534,0,0,1009.7,0.18732,258.4,0.0053822,0,0,1
1118,5.1746,366.06,0.013189,2,11,1089.6,0.30011,258.4,0.0090174,2,11,1
1338.9,5.0407,366.06,0.015402,1,29,1310.5,0.16621,258.4,0.011231,1,29,1
1162.2,4.9873,387.6,0.0047431,0,0,1133.8,0.11284,279.93,0.00057191,0,0,1
1136.8,5.0074,387.6,0.01281,2,13,1108.4,0.13296,279.93,0.0086392,2,13,1
1207,4.9002,387.6,0.0093861,0,0,1178.6,0.025691,279.93,0.0052149,0,0,1
945.87,5.1226,366.06,0.01509,1,27,917.41,0.24812,258.4,0.010919,1,27,1
1313.6,4.9134,366.06,0.0077386,0,0,1285.2,0.038985,258.4,0.0035675,0,0,1
1099.8,5.271,366.06,0.024683,1,13,1071.3,0.39652,258.4,0.020512,1,13,1
1773.2,5.709,366.06,0.041455,3,10,1744.7,0.83453,258.4,0.037284,3,10,1
1345.4,5.6564,344.53,0.03106,2,10,1316.9,0.78189,236.87,0.026889,2,10,1
1277.3,5.5831,323,0.023255,3,12,1248.9,0.70861,215.33,0.019084,3,12,1
1562.6,5.4915,344.53,0.024997,2,10,1534.2,0.61707,236.87,0.020826,2,10,1
1046.4,5.6268,323,0.028254,2,8,1018,0.75232,215.33,0.024083,2,8,1
1193.8,5.409,323,0.013816,1,20,1165.3,0.53456,215.33,0.0096447,1,20,1
1166.1,5.4164,323,0.025635,2,8,1137.6,0.54194,215.33,0.021463,2,8,1
1110.8,5.4314,323,0.019121,3,8,1082.3,0.55696,215.33,0.01495,3,8,1
1318.5,5.3191,323,0.016821,4,12,1290,0.44459,215.33,0.012649,4,12,1
1053.9,5.3611,323,0.026698,1,20,1025.5,0.48659,215.33,0.022527,1,20,1
987.68,5.4506,323,0.022386,2,13,959.23,0.57609,215.33,0.018215,2,13,1
1108.3,5.4939,323,0.024472,3,8,1079.8,0.6194,215.33,0.020301,3,8,1
1043.7,5.7382,301.46,0.030768,3,12,1015.2,0.86376,193.8,0.026597,3,12,1
632.14,5.9777,732.13,0.036835,4,12,603.68,1.1032,624.46,0.032664,4,12,1
497.04,5.9118,732.13,0.039815,2,10,468.58,1.0373,624.46,0.035644,2,10,1
579.19,5.5904,215.33,0.010656,1,12,550.73,0.71595,107.67,0.0064852,1,12,1
549.87,5.8165,172.27,0.030187,2,10,521.41,0.94202,64.6,0.026016,2,10,1
390.49,5.7371,215.33,0.017694,2,8,362.03,0.86267,107.67,0.013523,2,8,1
857.36,5.224,215.33,0.010654,1,20,828.9,0.34954,107.67,0.0064826,1,20,1
181.19,5.7098,172.27,0.011917,1,23,152.73,0.83534,64.6,0.0077459,1,23,1
218.37,5.7189,387.6,0.0065683,0,0,189.91,0.84448,279.93,0.0023971,0,0,1
487.43,5.6987,430.66,0.018354,1,29,458.97,0.82421,323,0.014183,1,29,1
