@relation featureMatrix

@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.0046077,0.057169,79.522,5.1967,301.46,0
0.0082575,0.051724,80.272,5.2008,150.73,0
0.017315,0.045372,147.65,5.1494,301.46,0
0.022394,0.043557,176.63,5.0336,323,0
0.021912,0.041742,208.56,5.0861,129.2,0
0.026593,0.055354,222.81,5.2147,150.73,0
0.034994,0.059891,439.67,5.1927,323,0
0.041868,0.058076,342.29,5.1976,150.73,0
0.047435,0.059891,552.3,5.0325,689.06,0
0.04846,0.054446,502.07,5.1095,710.6,0
0.037698,0.060799,416.8,5.1777,344.53,0
0.024134,0.066243,223.86,5.3256,689.06,0
0.021358,0.057169,273.71,5.2105,689.06,0
0.022087,0.068058,195.78,5.312,323,0
0.032487,0.068966,368.45,5.1153,689.06,0
0.043197,0.053539,555.42,5.1546,344.53,0
0.04835,0.053539,632.39,5.0311,323,0
0.050958,0.051724,458.93,5.0551,689.06,0
0.053012,0.049909,683.86,4.9815,689.06,0
0.053415,0.048094,603.84,5.0191,452.2,0
0.061213,0.053539,658.48,5.0032,129.2,0
0.07015,0.053539,1047.4,4.9518,323,0
0.068055,0.043557,859.5,5.0227,129.2,0
0.067325,0.04265,716.32,4.9427,710.6,0
0.068001,0.040835,705.99,4.9075,710.6,0
0.066627,0.038113,830.53,4.9974,732.13,0
0.069634,0.044465,820.96,4.9871,301.46,0
0.068659,0.046279,746.8,4.8388,732.13,0
0.071673,0.047187,843.01,4.8842,732.13,0
0.0691,0.049909,973.16,5.0882,150.73,0
0.060604,0.044465,1005.8,5.0033,323,0
0.059342,0.043557,619.92,5.01,732.13,0
0.055751,0.048094,819.07,4.9879,323,0
0.072064,0.038113,760.7,4.8705,775.2,0
0.099267,0.029038,1124.6,4.6981,323,0
0.10596,0.029038,1191.1,4.6074,387.6,0
0.13785,0.024501,1736.7,4.5141,430.66,0
0.20144,0.025408,2844.1,4.2385,430.66,0
0.24618,0.027223,2982.6,4.1913,430.66,0
0.20558,0.03176,2540.4,4.4661,430.66,0
0.12093,0.036298,1216.8,4.6942,107.67,0
0.10316,0.03539,1087.2,4.6248,409.13,0
0.083361,0.03902,1114.4,4.7179,430.66,0
0.078281,0.036298,1186.8,5.2107,258.4,0
0.084711,0.033575,878.85,4.9153,323,0
0.06307,0.040835,858.84,4.9254,452.2,0
0.051216,0.043557,604.98,4.9879,387.6,0
0.07331,0.038113,979.99,4.7639,366.06,0
0.10073,0.03902,989.62,4.9681,387.6,0
0.10627,0.03539,1415.2,5.0885,366.06,0
0.089418,0.03176,1100.8,4.9661,387.6,0
0.066145,0.046279,656.37,5.0641,387.6,0
0.068553,0.044465,759.42,5.0229,387.6,0
0.076516,0.036298,991.35,4.9023,602.93,0
0.077869,0.045372,1110,4.9286,387.6,0
0.082318,0.049909,807.62,5.0371,172.27,0
0.091105,0.047187,1288.2,4.9781,366.06,0
0.10089,0.051724,1503.1,4.9878,366.06,0
0.082004,0.059891,1154.7,4.994,968.99,0
0.076783,0.056261,745.01,5.1278,947.46,0
0.096824,0.046279,1272.7,5.1167,344.53,0
0.0982,0.04265,1263.3,4.953,344.53,0
0.076942,0.050817,765.47,5.1082,323,0
0.058331,0.054446,752.67,5.0654,624.46,0
0.052942,0.061706,610.77,5.1063,129.2,0
0.044583,0.068058,459.15,5.1691,301.46,0
0.035729,0.069873,344.01,5.268,452.2,0
0.035697,0.075318,463.64,5.1724,301.46,0
0.054347,0.052632,586.39,5.1772,667.53,0
0.067236,0.032668,771.19,5.0532,624.46,0
0.063584,0.03902,784.87,4.9819,323,0
0.066307,0.049909,616.27,5.1328,193.8,0
0.065221,0.065336,1154.1,5.273,129.2,0
0.05901,0.062613,663.81,5.122,150.73,0
0.063428,0.054446,626.13,5.1282,323,0
0.051954,0.057169,480.54,5.124,43.066,0
0.03842,0.049909,297.05,5.2217,21.533,0
0.043537,0.043557,306,5.0902,21.533,0
0.054188,0.032668,412.23,4.7896,301.46,0
0.04863,0.029946,325.28,4.9372,323,0
0.029378,0.03539,181.79,5.0622,43.066,0
0.021145,0.048094,209.59,5.2119,279.93,0
0.019481,0.058076,209.91,5.2096,43.066,0
0.022333,0.058984,170.91,5.1557,43.066,0
0.013975,0.075318,127.79,5.22,732.13,0
0.0085512,0.073503,119.11,5.2407,129.2,0
0.01203,0.059891,93.388,5.2601,43.066,0
0.0094859,0.063521,117.9,5.1672,323,0
0.014212,0.058984,204.13,5.2336,64.6,0
0.021538,0.047187,161.16,5.2153,21.533,0
0.026194,0.04265,250.84,5.0073,21.533,0
0.046833,0.043557,455.44,4.9598,839.79,0
0.051266,0.043557,477.87,4.955,839.79,0
0.037706,0.041742,340.98,5.1114,64.6,0
0.041088,0.039927,413.23,4.9827,366.06,0
0.040864,0.039927,412.99,5.0454,366.06,0
0.030188,0.044465,242.48,5.1545,344.53,0
0.039204,0.045372,344.74,5.2102,21.533,0
0.035685,0.049909,169.52,5.2794,21.533,0
0.017521,0.063521,271.76,5.2777,366.06,0
0.013704,0.061706,154.73,5.3159,602.93,0
0.01341,0.062613,169.81,5.1286,624.46,0
0.012667,0.061706,123.91,5.2018,344.53,0
0.0056499,0.058984,58.649,5.2612,366.06,0
0.018462,0.050817,202.98,5.0345,236.87,0
0.03609,0.03539,364.29,5.1535,258.4,0
0.047463,0.038113,435.81,5.0408,43.066,0
0.039079,0.050817,395.06,5.0712,193.8,0
0.027007,0.049909,339.73,5.0858,323,0
0.026759,0.046279,252.62,5.1242,43.066,0
0.019901,0.046279,230.47,5.135,387.6,0
0.023672,0.049002,259.29,5.1538,581.4,0
0.030241,0.051724,411.91,5.0925,538.33,0
0.027108,0.044465,311.11,5.122,21.533,0
0.02398,0.057169,294.92,5.1434,172.27,0
0.022539,0.068966,219.57,5.2044,602.93,0
0.023056,0.069873,291.61,5.1042,409.13,0
0.02594,0.064428,317.73,5.1031,301.46,0
0.026643,0.060799,394.53,5.127,366.06,0
0.026755,0.062613,296.34,5.1713,387.6,0
0.01741,0.08167,275.16,5.2049,301.46,0
0.016435,0.07441,215.49,5.2107,344.53,0
0.01741,0.062613,257.17,5.1427,624.46,0
0.015286,0.071688,141.97,5.1663,366.06,0
0.028384,0.068058,325.53,5.2943,64.6,0
0.036022,0.07078,374.83,5.3401,1658.1,0
0.029378,0.073503,411.9,5.1458,366.06,0
0.035027,0.057169,367.78,5.196,366.06,0
0.050077,0.046279,711.03,5.0386,366.06,0
0.066665,0.046279,664.48,4.9926,344.53,0
0.077933,0.029946,776.48,4.7891,344.53,0
0.069832,0.028131,721.48,4.9296,344.53,0
0.058574,0.045372,814.81,5.1069,344.53,0
0.07059,0.050817,1016.7,5.0241,344.53,0
0.07348,0.048094,614.45,5.0625,344.53,0
0.059556,0.062613,782.36,5.1617,344.53,0
0.045792,0.068966,415.02,5.259,366.06,0
0.028772,0.063521,357.14,5.2682,344.53,0
0.020439,0.055354,180.85,5.2915,624.46,0
0.017169,0.048094,192.41,5.2185,646,0
0.027685,0.040835,267.41,5.0549,646,0
0.039998,0.038113,421.97,4.8987,387.6,0
0.095288,0.057169,1478.4,5.4684,236.87,0
0.10643,0.076225,1992.6,5.4278,193.8,0
0.092445,0.058984,1621,5.3218,387.6,0
0.097162,0.048094,1393.5,5.1312,387.6,0
0.089413,0.056261,1201.4,5.1643,667.53,1
0.092038,0.049909,1512.5,5.0418,624.46,1
0.084138,0.04265,1112.9,4.9835,689.06,1
0.080269,0.043557,802.04,5.1127,732.13,1
0.12653,0.037205,1738.9,4.8151,559.86,1
0.12999,0.041742,1566.1,4.6501,624.46,1
0.092544,0.049909,1012.3,4.9278,344.53,1
0.094783,0.041742,1178.3,4.8079,344.53,1
0.097709,0.047187,984.45,4.7657,366.06,1
0.10879,0.050817,1329.8,4.5566,366.06,1
0.11361,0.048094,1120.4,4.5969,366.06,1
0.11402,0.050817,1286.7,4.6524,366.06,1
0.10222,0.051724,1091.7,4.7633,366.06,1
0.077406,0.048094,851.28,4.8618,366.06,1
0.080363,0.048094,789.51,4.9442,344.53,1
0.090566,0.057169,1275,5.0767,344.53,1
0.084963,0.062613,1300.7,5.1108,323,1
0.074614,0.054446,948.65,5.0671,323,1
0.073955,0.052632,1080,5.0171,667.53,1
0.079374,0.045372,1083.3,5.0253,646,1
0.097048,0.038113,1176.9,4.8547,602.93,1
0.10269,0.037205,1187.4,4.838,581.4,1
0.094988,0.03902,990.73,4.8853,559.86,1
0.093199,0.04265,997.3,4.8988,538.33,1
0.083552,0.044465,1112.8,4.9785,473.73,1
0.069744,0.049002,886.63,5.0452,452.2,1
0.069224,0.043557,1053.7,5.0274,430.66,1
0.070326,0.03902,774.78,5.1032,387.6,1
0.06722,0.044465,785.87,5.1015,387.6,1
0.073231,0.050817,1048.5,5.0762,387.6,1
0.072589,0.052632,996.83,5.0259,387.6,1
0.068217,0.050817,1077.1,5.0392,602.93,1
0.070779,0.049909,855.06,5.0568,387.6,1
0.06169,0.056261,823.73,5.1259,366.06,1
0.051685,0.053539,636.09,5.0636,602.93,1
0.051016,0.050817,610.16,5.0739,624.46,1
0.063409,0.052632,740.58,5.058,387.6,1
0.07114,0.047187,1057.4,4.8867,409.13,1
0.069998,0.044465,973.68,5.0061,538.33,1
0.069623,0.044465,828.04,4.9732,538.33,1
0.067077,0.04265,821.87,4.9377,409.13,1
0.070426,0.049002,714.53,5.1621,430.66,1
0.067353,0.055354,975.92,5.0113,430.66,1
0.064874,0.046279,719.65,5.0985,430.66,1
0.058759,0.055354,799.11,4.9734,452.2,1
0.05826,0.079855,770.26,5.3146,452.2,1
0.072598,0.083485,1218.6,5.2457,430.66,1
0.082709,0.058076,1015.7,5.2266,473.73,1
0.08786,0.046279,1284.7,5.1065,559.86,1
0.19237,0.041742,1925,4.9715,387.6,1
0.32618,0.026316,3658.7,4.4892,452.2,1
0.38573,0.024501,3722.8,4.2431,430.66,1
0.37606,0.026316,2911.4,4.3315,409.13,1
0.40238,0.028131,4077.8,4.2428,430.66,1
0.47413,0.03176,4670.4,4.4053,473.73,1
0.55342,0.030853,6804.6,4.4445,473.73,1
0.58618,0.028131,6356.7,4.044,473.73,1
0.56802,0.026316,6245.3,4.3544,473.73,1
0.53219,0.024501,6074.2,4.3802,452.2,1
0.4826,0.023593,4948.3,4.3291,452.2,1
0.4057,0.023593,4469.3,4.4276,430.66,1
0.31669,0.023593,3647.9,4.7228,430.66,1
0.29712,0.022686,2770,4.6383,409.13,1
0.27289,0.025408,2963.5,4.6091,409.13,1
0.22202,0.034483,2568.8,4.8706,387.6,1
0.18628,0.046279,2132.7,5.0141,366.06,1
0.17382,0.053539,2409.7,4.8976,366.06,1
0.16445,0.053539,2326,5.0636,366.06,1
0.15684,0.049002,2173.2,5.0612,366.06,1
0.16887,0.039927,2049.3,4.8763,366.06,1
0.16712,0.038113,1857,4.7648,366.06,1
0.16211,0.041742,1908.1,4.802,366.06,1
0.16653,0.03539,2090.9,4.7137,366.06,1
0.16525,0.032668,1748.5,4.6843,366.06,1
0.16533,0.033575,1804.1,4.61,344.53,1
0.16331,0.04265,2103.4,4.8287,344.53,1
0.13729,0.061706,1674.7,5.0242,344.53,1
0.13771,0.058076,1896.8,4.9632,344.53,1
0.16164,0.041742,2034.3,4.884,344.53,1
0.16018,0.036298,1980.4,4.7315,344.53,1
0.15419,0.047187,2173.7,4.8497,344.53,1
0.15927,0.052632,2252.6,4.9197,366.06,1
0.19706,0.043557,2297.1,4.7163,366.06,1
0.24505,0.033575,2785.6,4.4248,366.06,1
0.25952,0.027223,3259.2,4.4929,366.06,1
0.22094,0.043557,2755.1,4.7133,366.06,1
0.16569,0.062613,1961.5,4.8776,387.6,1
0.18855,0.053539,2501.2,4.899,387.6,1
0.19614,0.050817,2601.3,4.9966,387.6,1
0.19796,0.051724,2801.6,4.9757,387.6,1
0.20445,0.046279,2926.4,4.8666,387.6,1
0.18435,0.049002,2231.9,4.8545,387.6,1
0.19416,0.048094,2478.8,4.6808,387.6,1
0.22498,0.049909,2863.2,4.8751,409.13,1
0.26405,0.045372,3530.9,4.7905,409.13,1
0.29402,0.037205,3600.9,4.7044,409.13,1
0.3055,0.033575,4521.2,4.9672,409.13,1
0.31037,0.037205,4579.5,5.0657,409.13,1
0.3207,0.04265,4470,4.9627,409.13,1
0.33803,0.033575,4894.2,4.9365,409.13,1
0.34045,0.030853,4584.4,4.9897,409.13,1
0.34577,0.037205,5710.3,4.9759,409.13,1
0.36559,0.03176,5195.7,4.9346,409.13,1
0.35383,0.026316,4481.5,4.8719,409.13,1
0.33585,0.026316,4286.4,4.8308,409.13,1
0.34308,0.023593,3913,4.7916,409.13,1
0.32322,0.023593,3546.3,4.6918,387.6,1
0.29329,0.025408,3191.1,4.6419,387.6,1
0.2996,0.024501,3359.7,4.6441,387.6,1
0.36431,0.022686,3356,4.5482,387.6,1
0.43108,0.021779,4156.7,4.1272,387.6,1
0.45988,0.023593,4216,4.0538,387.6,1
0.46749,0.022686,5042.3,4.4022,387.6,1
0.45149,0.020871,4445.6,4.2481,387.6,1
0.41661,0.020871,4195.8,4.4025,366.06,1
0.33721,0.020871,3494.8,4.4114,366.06,1
0.25219,0.020871,2193.4,4.4121,344.53,1
0.2016,0.054446,3006.4,5.0619,323,1
0.14344,0.075318,2379.2,5.2177,882.86,1
0.11078,0.066243,1972.8,5.1852,904.39,1
0.081327,0.072595,1405.9,5.2171,301.46,1
0.066454,0.060799,1125.3,5.2017,904.39,0
0.084831,0.069873,1247.8,5.3836,775.2,0
0.085024,0.090744,1786.7,5.317,1442.7,0
0.069063,0.087114,1056.9,5.3558,1162.8,0
0.053963,0.090744,854.7,5.3796,473.73,0
0.046173,0.094374,658.52,5.4124,193.8,0
0.036997,0.096189,673.28,5.3678,839.79,0
0.031004,0.098911,438.35,5.4495,409.13,0
0.035757,0.091652,554.48,5.3322,882.86,0
0.032405,0.07441,478.37,5.3011,366.06,0
0.028084,0.069873,388.41,5.2971,904.39,0
0.032116,0.068966,480.66,5.2146,904.39,0
0.030184,0.057169,318.71,5.2471,215.33,0
0.025293,0.057169,487.38,5.1966,947.46,0
0.019024,0.062613,281.48,5.1958,882.86,0
0.020588,0.065336,172.15,5.2812,301.46,0
0.019553,0.073503,367.58,5.2343,258.4,0
0.015711,0.071688,261.38,5.2135,1033.6,0
0.011367,0.068966,117.09,5.3429,968.99,0
0.0028615,0.077132,53.255,5.3789,301.46,0
0.0030309,0.078947,81.421,5.3597,150.73,0
0.0045827,0.086207,87.361,5.4188,387.6,0
0.0093703,0.099819,142.44,5.4603,1184.3,0
0.017358,0.068966,119.07,5.3964,0,0
0.016999,0.048094,82.886,5.3681,21.533,0
0.010928,0.057169,105.69,5.3913,0,0
0.008388,0.063521,81.636,5.3463,21.533,0
0.01356,0.062613,120.89,5.3794,301.46,0
0.015398,0.076225,151.06,5.281,301.46,0
0.022546,0.11525,251.33,5.4235,323,0
0.035683,0.12886,754.23,5.6564,301.46,0
0.035229,0.1216,484.23,5.5787,301.46,0
0.038359,0.090744,534.58,5.4601,366.06,0
0.037931,0.07078,520.96,5.442,366.06,0
0.031556,0.07804,436.32,5.4021,344.53,0
0.030875,0.076225,456.13,5.216,323,0
0.02886,0.069873,373.66,5.2651,646,0
0.0423,0.055354,393.28,5.1357,646,0
0.042141,0.041742,439.42,4.9629,646,0
0.033466,0.045372,346.68,5.1094,646,0
0.055728,0.040835,517.89,4.956,624.46,0
0.072678,0.041742,716.98,4.9049,602.93,0
0.057424,0.066243,555.32,5.2401,602.93,0
0.052613,0.079855,807.85,5.261,624.46,0
0.048205,0.07804,583.34,5.3063,624.46,0
0.022253,0.080762,250.15,5.4114,624.46,0
0.02247,0.10254,400.44,5.5542,279.93,0
0.022392,0.10526,291.73,5.4578,1033.6,0
0.022202,0.076225,377.93,5.2706,624.46,0
0.020076,0.072595,144.49,5.3793,624.46,0
0.024042,0.073503,340.11,5.3031,279.93,0
0.040586,0.073503,627.62,5.3136,1485.8,1
0.084367,0.072595,1061.1,5.3344,538.33,1
0.17001,0.061706,3026.6,5.2663,387.6,1
