@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
4711.7,4.6339,1141.3,1.2795,17,1
5149.2,4.6343,1141.3,1.3064,19,1
4876,4.5373,1141.3,1.3373,22,1
4543.7,4.5665,1141.3,1.3475,18,1
4537.5,4.5959,1141.3,1.3442,19,1
4892,4.601,1162.8,1.3685,19,1
5153.6,4.5088,1162.8,1.4082,24,1
5213.3,4.5117,1162.8,1.4054,24,1
5534,4.4651,1162.8,1.381,24,1
5349.1,4.5539,1162.8,1.4088,24,1
5589,4.4491,1162.8,1.5032,24,1
5868.8,4.4218,1162.8,1.4925,24,1
5398.2,4.4925,1162.8,1.4638,15,1
5036.5,4.505,1184.3,1.3916,18,1
5173.7,4.6221,1184.3,1.3753,9,1
4570,4.697,1205.9,1.2614,23,1
5361.5,4.6719,1205.9,1.3427,16,1
5469.3,4.7926,1227.4,1.2825,7,1
4872.7,4.8445,1248.9,1.2561,12,1
5094.5,4.8448,1248.9,1.3248,9,1
4561.1,4.7731,1270.5,1.3835,5,1
4182.1,4.7455,1270.5,1.4299,5,1
3708.5,4.7664,1270.5,1.4153,7,1
3580.7,4.8698,1292,1.2882,19,1
2948.9,5.0137,1313.5,1.178,20,1
3702.4,4.7623,1313.5,1.4944,8,1
2940.4,4.8086,1335.1,1.3443,14,1
3028.9,4.8616,1313.5,1.3663,11,1
3143.3,5.0356,1292,1.1529,8,1
2304.4,5.1331,1270.5,0.95189,8,1
1945.5,5.3072,1184.3,1.0081,4,1
695.59,5.2655,0,0.64582,5,1
422.3,5.2202,86.133,0.47513,5,1
891.11,5.232,646,0.39642,6,1
2116.6,5.1014,1012.1,0.73799,4,1
2840.2,5.1016,1033.6,0.87175,4,1
2371.7,5.1664,1141.3,0.87383,4,1
3238.3,4.8833,1098.2,1.4148,4,1
3267,4.5679,1098.2,1.6538,4,1
2675.8,4.472,1076.7,1.6382,4,1
2079.3,4.809,1055.1,1.4391,4,1
2200.9,4.8649,1012.1,1.4205,4,1
2093.4,4.7236,990.53,1.4262,4,1
2031.9,4.6169,990.53,1.5607,4,1
1752.9,4.7014,990.53,1.4868,3,1
1781.2,4.8009,990.53,1.3767,3,1
1736.1,4.6705,990.53,1.4314,3,1
1831.7,4.6051,990.53,1.3343,3,1
1703,4.6258,990.53,1.2963,5,1
1430.5,4.6449,990.53,1.3463,3,1
1418.6,4.706,990.53,1.2315,4,1
1304.9,4.5979,990.53,1.289,5,1
1308.1,4.6411,1012.1,1.3831,5,1
1516.4,4.6183,1012.1,1.4461,5,1
1701.4,4.5306,1012.1,1.5072,5,1
1770.1,4.5165,1012.1,1.5488,5,1
1571.8,4.6079,1012.1,1.383,5,1
1562.2,4.5899,1012.1,1.2636,5,1
1573.9,4.5028,1012.1,1.3509,5,1
1716.3,4.4876,1012.1,1.4334,5,1
1457.1,4.5126,1012.1,1.4314,5,1
1540.7,4.5006,1012.1,1.4463,5,1
1423.9,4.5792,1012.1,1.3959,5,1
1492.1,4.5586,1012.1,1.362,5,1
1364.9,4.5411,1012.1,1.3866,5,1
1446.1,4.539,1012.1,1.146,4,1
1482.2,4.5796,1012.1,1.0585,4,1
1572.8,4.549,1012.1,1.2059,3,1
1463.9,4.6037,1012.1,1.2586,3,1
1267.5,4.647,990.53,1.302,3,1
988.88,4.766,990.53,1.2883,3,1
1201.7,4.6932,990.53,1.3727,3,1
1199.9,4.7712,990.53,1.4409,3,1
1009,4.7236,968.99,1.4264,3,1
1035.8,4.6824,968.99,1.2134,3,1
874.64,4.8351,86.133,0.71944,4,1
501.61,4.9565,86.133,0.40484,7,1
354.46,5.0249,0,0.569,3,1
385.97,4.9766,86.133,0.31729,3,1
390.48,4.8448,86.133,0.26037,3,1
287.79,4.9208,129.2,0.18959,4,1
219.93,4.9463,86.133,0.024996,2,1
121.84,5.1204,107.67,0.057374,3,1
158.66,5.0727,86.133,0.054855,4,1
357.19,4.8855,86.133,0.16474,3,1
297.58,4.9041,0,0.21412,3,1
308.26,4.9066,0,0.34422,3,1
218.88,4.972,0,0.31867,3,1
111.82,5.1237,86.133,0.13018,3,1
85.407,5.129,86.133,0.036822,1,1
43.169,5.1514,43.066,0.11816,4,1
222.05,4.7958,107.67,0.43782,2,1
255.65,4.8131,366.06,0.3101,2,1
258.26,4.7894,86.133,0.3253,3,1
181.82,4.8982,0,0.24193,3,1
163.75,4.8749,0,0.1384,3,1
129.94,4.9584,86.133,0.045304,3,1
150.73,4.8565,86.133,0.18345,2,1
234.52,4.7918,129.2,0.51861,2,1
214.48,4.8833,0,0.15385,2,1
115.96,4.9451,107.67,0.035158,3,1
169.89,4.9315,107.67,0.16149,3,1
223.11,4.806,86.133,0.18416,3,1
203.42,4.7368,129.2,0.24438,3,1
184.95,4.7893,86.133,0.18733,3,1
141.49,4.8764,86.133,0.046787,3,1
217.43,4.8143,43.066,0.12951,3,1
141.44,4.8821,86.133,0.1202,3,1
237.63,4.7146,107.67,0.058627,3,1
251.64,4.6244,86.133,0.30655,2,1
172.64,4.8152,107.67,0.2684,2,1
173.76,4.7253,129.2,0.28944,3,1
188.31,4.7289,0,0.29237,2,1
229.99,4.7386,86.133,0.24118,3,1
309.65,4.72,775.2,0.43486,3,1
366.62,4.5839,0,0.62829,3,1
316.41,4.5831,0,0.32669,3,1
173.36,4.8668,0,0.20339,3,1
104.2,4.8546,0,0.11133,4,1
143.87,4.8255,0,0.014312,3,1
39.364,4.947,86.133,0,1,1
111.16,4.833,86.133,0.0030739,3,1
49.406,4.9813,107.67,0.0044127,2,1
93.541,4.8604,86.133,0,1,1
111.67,4.9384,129.2,0.0074869,2,1
42.073,4.9824,86.133,0.021712,3,1
184.09,4.7685,86.133,0.0039308,1,1
112.34,4.8561,107.67,0.025745,4,1
59.238,4.9992,86.133,0.036952,1,1
55.294,4.9747,107.67,0.012519,2,1
135.2,5.0749,107.67,0.00013406,1,1
36.096,5.2384,86.133,6.14e-05,1,1
63.554,5.309,129.2,0.02042,1,1
238.01,5.2884,86.133,0.31857,2,1
826.58,4.9939,775.2,0.7972,2,1
1056.6,4.832,753.66,1.2046,3,1
1298.2,4.8615,732.13,1.1272,3,1
1099.5,4.8587,710.6,1.0177,3,1
701.33,4.7015,689.06,1.0542,3,1
708.93,4.8148,646,0.9867,3,1
656.51,4.8456,602.93,0.73697,3,1
440.73,4.9381,0,0.51131,2,1
447.56,4.836,473.73,0.17054,3,1
254.9,4.914,0,0.28686,2,1
290.34,4.8042,0,0.15323,1,1
131.75,4.9025,21.533,0.1962,1,1
303.13,4.697,344.53,0.1528,2,1
136.26,4.9719,0,0.073599,3,1
132.58,4.86,0,0.042055,1,1
130.96,4.8818,107.67,0,1,0
187.74,4.7339,86.133,0.0062166,2,0
171.4,4.8741,129.2,0.029894,1,0
117.64,4.846,86.133,0.020402,1,0
172.67,4.7597,129.2,0.014059,1,0
0,4.6979,0,0,4,0
0,4.9205,0,0.0023975,4,0
20.827,4.9019,861.33,0.093163,3,0
0,5.015,21.533,0,3,0
0,5.0204,0,0,5,1
282.27,5.129,689.06,0.041016,7,1
820.09,5.0677,968.99,0.040911,7,1
1036.7,4.8387,1055.1,0.5696,4,1
1256.6,4.7637,1076.7,0.62963,5,1
1159.3,4.8637,301.46,0.13903,8,1
1496.3,4.6264,323,0.28879,5,1
1697.4,4.7963,301.46,0.31903,4,1
1838.7,4.663,323,0.35037,4,1
2690.1,4.57,323,0.35438,4,1
2597.3,4.7612,1033.6,0.34095,4,1
2715,4.7643,1012.1,0.40284,4,1
2965.8,4.6894,1012.1,0.44012,4,1
2862.8,4.6743,1033.6,0.63377,4,1
3635.4,4.4812,516.8,0.95742,4,1
3317.2,4.4932,516.8,0.87741,4,1
2589.2,4.4621,516.8,0.78194,3,1
1995.1,4.5867,516.8,0.71538,2,1
914.59,4.8775,495.26,0.43371,12,1
534.59,5.0994,1658.1,0.55905,8,1
924.27,4.8921,1098.2,0.72852,8,1
1435.4,4.6713,1119.7,1.07,6,1
1808,4.6542,1701.1,1.2273,6,1
2444.9,4.4047,1722.7,1.3458,6,1
3291.7,4.3734,1744.2,1.4603,6,1
3443.3,4.4021,1744.2,1.4257,6,1
4087.6,4.4821,1722.7,1.402,6,1
3910.9,4.8657,1744.2,1.0791,6,1
4694,4.8081,1658.1,1.0498,7,1
3580.1,4.8426,1636.5,0.85523,8,1
3762.6,4.7618,1615,0.93814,10,1
2998.9,4.8225,1615,0.95404,8,1
3495.7,4.7232,1615,1.001,6,1
3722.8,4.6817,1636.5,0.88865,6,1
3700.6,4.7275,1615,0.6176,6,1
3791.6,4.7408,1615,0.65252,9,1
3155.1,4.7245,1636.5,0.81074,8,1
2868.8,4.6987,1636.5,0.92044,8,1
2866.8,4.7559,1615,0.92255,6,1
3177.5,4.6986,1076.7,0.89804,6,1
3211.8,4.8825,1076.7,0.9787,6,1
2166.4,4.8523,2713.2,0.99122,10,1
2560.4,4.7232,1076.7,1.0522,10,1
2784.2,4.6255,2713.2,1.0782,11,1
2428.9,4.7136,2734.7,0.97264,12,1
2611.2,4.8112,1076.7,0.72824,15,1
3292.4,4.8148,2196.4,0.75536,11,1
2215.7,4.8704,1636.5,0.70499,12,1
2003.4,4.7364,2713.2,0.89131,12,1
2189.4,4.7618,2713.2,0.96011,10,1
2239.6,4.7403,2691.7,0.96824,10,1
2395.4,4.9754,1076.7,1.0334,10,1
3037.4,4.901,1055.1,1.0631,6,1
2602.8,4.9667,1033.6,0.86428,11,1
2996.9,4.7686,1055.1,0.9818,6,1
3240.1,4.8921,1033.6,0.95197,5,1
1736.2,5.1184,1012.1,0.59182,7,1
1834.5,4.97,990.53,0.79273,5,1
1763.3,4.8974,968.99,0.76519,5,1
1004,5.1577,387.6,0.29523,6,1
968.28,4.9665,387.6,0.36001,9,1
634,5.0344,387.6,0.32545,6,1
655.23,4.9023,387.6,0.26678,5,1
1327.3,4.6491,495.26,0.73503,2,1
1653.8,4.3141,495.26,0.92955,2,1
2412.2,4.1396,495.26,1.0311,2,0
2465.6,4.1819,516.8,0.96146,2,0
2645.5,4.1133,516.8,1.0714,2,0
2868.7,4.0447,516.8,1.0748,2,0
2908.6,4.1302,495.26,1.0141,2,0
3027.6,4.1489,495.26,1.0399,2,0
1827.3,4.4552,495.26,0.64576,2,0
1957.9,4.376,473.73,0.71093,2,0
2414.4,4.2593,473.73,0.71896,2,0
1401.3,4.4664,193.8,0.49823,2,0
1879.9,4.2311,387.6,0.77337,2,0
1934.2,4.3854,366.06,0.7072,1,0
1489.9,4.2431,473.73,0.52438,2,0
710.89,4.522,452.2,0.8362,2,0
553.28,4.7063,452.2,0.65397,2,1
960.8,4.855,495.26,0.62425,4,1
679.78,5.057,387.6,0.35876,4,1
796.35,5.0071,344.53,0.33572,11,1
1237.5,4.9479,1162.8,0.54796,10,1
1287.2,4.8684,1184.3,0.78658,5,1
1254.4,4.8805,1184.3,0.83925,4,1
1604.5,4.6545,1162.8,0.92409,4,1
1265,4.7527,1162.8,0.69863,4,1
1525.3,4.8034,473.73,0.59479,4,1
1940.2,4.8687,538.33,0.2745,10,1
2605.4,4.799,1722.7,0.68767,6,1
3394.7,4.6118,1722.7,1.1488,6,1
3702.7,4.6458,1744.2,1.1186,9,1
4119.1,4.6778,2347.1,1.0653,9,1
4967.2,4.6702,2347.1,1.1446,9,1
6114.9,4.6653,2325.6,1.1439,9,1
6144.2,4.6742,2885.4,1.1304,12,1
6762.6,4.8998,2863.9,1.0569,11,1
6198.4,5.0888,2239.5,0.9307,12,1
6182.5,5.0072,2217.9,0.81102,11,1
6913,4.9639,2734.7,0.93924,14,1
6193.5,5.0881,2756.2,0.79622,14,1
5751.4,5.0563,2777.8,1.0527,10,1
6112.1,4.92,2217.9,1.214,8,1
6511.1,4.8976,2217.9,1.2567,8,1
6677.5,4.9249,2217.9,1.1726,8,1
5659.3,4.8941,2217.9,1.226,9,1
6384.7,4.7534,2820.8,1.2354,11,1
6429.7,4.6789,2863.9,1.2418,11,1
6546.1,4.6944,2863.9,1.2789,11,1
6226.7,4.7994,2863.9,1.1933,13,1
5569.5,4.573,2842.4,1.2675,11,1
5928.1,4.5952,2863.9,1.2438,13,1
5429.6,4.6944,2820.8,1.2162,11,1
5172.6,4.6664,2820.8,1.3383,11,1
5679.2,4.5751,2842.4,1.2364,11,1
5332.8,4.7305,2863.9,1.0966,13,1
5503.3,4.7652,2282.5,1.0671,13,1
5194.3,4.6726,2261,1.2172,11,1
4765.8,4.5217,2820.8,1.3542,11,1
4956.9,4.5887,2820.8,1.2648,11,1
4940.9,4.604,2863.9,1.1837,13,1
4303.3,4.6295,2282.5,1.1754,13,1
4304.5,4.5713,2282.5,1.1939,9,1
3178.9,4.6255,2282.5,1.1089,13,1
3086.8,4.7231,2842.4,1.2208,11,1
3972.7,4.6821,2820.8,1.2541,11,1
4011.5,4.6785,2799.3,1.3293,10,1
3458.2,4.7294,2777.8,1.349,10,1
3691.1,4.7094,2777.8,1.3217,10,1
4183.2,4.9676,2734.7,1.0448,10,1
3433.1,5.2612,2627.1,0.60181,10,1
3000,5.2583,2562.5,0.36017,12,1
3132,5.2647,3014.6,0.46502,11,1
3007.9,5.3218,2950,0.41334,11,1
2292.4,5.4688,4758.8,0.29727,16,1
2206.9,5.3978,3230,0.50023,18,1
2082.8,5.327,3208.4,0.68998,16,1
1713.8,5.3361,3186.9,0.75203,12,1
1049.3,5.415,3122.3,0.53133,12,1
876.11,5.3605,3122.3,0.66792,12,1
1107.9,5.2713,3122.3,0.8765,12,1
786.81,5.3049,3100.8,0.87619,12,1
742.51,5.3091,3100.8,0.8212,14,1
750.38,5.2865,3143.8,0.90923,12,1
823.03,5.108,3143.8,1.1337,12,1
496.84,5.2016,3122.3,1.0441,12,1
703.93,5.1497,3100.8,1.081,12,1
734.4,5.0094,3143.8,1.1753,12,1
543.96,5.0806,3143.8,1.049,12,1
507.35,5.0126,3143.8,1.1094,12,1
656.58,5.0918,3186.9,0.97229,12,1
845.22,5.0866,3208.4,0.78162,13,1
849.69,5.1095,430.66,0.5326,13,1
957.68,5.0698,2777.8,0.43093,10,1
686.97,5.1256,172.27,0.30253,14,1
714.92,5.1273,193.8,0.31356,17,1
950.68,5.0462,366.06,0.33694,16,1
985.33,5.1007,172.27,0.28372,14,1
1497.8,5.0479,452.2,0.45033,15,1
1559.1,5.0592,2885.4,0.50916,15,1
1305.2,5.1265,4285.1,0.37247,17,1
1045.8,4.9883,452.2,0.40895,15,1
963.44,5.0416,366.06,0.36651,17,1
3128.6,5.0392,1076.7,0.13256,19,1
5014.6,5.0157,947.46,0.1103,14,1
3847.8,5.069,473.73,0.39559,10,1
7935.4,4.9448,430.66,0.35896,3,1
7373.7,5.0048,236.87,0,6,1
7030.6,4.8685,387.6,0,4,1
6607.7,4.8693,236.87,0.033961,6,1
5441.8,4.8482,236.87,0.30288,1,1
5429.7,4.8146,279.93,0.24147,5,1
4276.3,4.9063,258.4,0.28514,8,1
4003.3,4.8591,409.13,0.60937,7,1
3802.6,4.7698,409.13,0.55455,4,1
3173.3,5.1801,86.133,0,11,1
3400.5,5.2446,86.133,0.067019,13,1
2040,5.1962,64.6,0.1001,16,1
2256.6,5.0053,64.6,0.056415,17,1
2174.3,4.9382,86.133,0.026454,17,1
1351.7,5.2532,64.6,0,17,1
1793.6,5.122,258.4,0.16069,13,1
1620,5.1237,86.133,0.12343,16,1
1860.3,5.1225,86.133,0.045722,17,1
2224,5.3535,86.133,0.18982,18,1
3800.3,5.4677,323,0.3654,17,1
2760.7,5.2818,344.53,0.67435,15,1
2201.1,5.322,323,0.60284,17,1
2575.5,5.1709,323,0.72603,11,1
2264.8,5.1305,323,0.76414,10,1
1490.1,5.3038,344.53,0.44458,10,1
864.74,5.4341,2713.2,0.18311,13,1
1186.6,5.2739,258.4,0.040201,14,1
666.81,5.3112,86.133,0.075852,15,1
739.49,5.315,236.87,0.16332,16,1
729.32,5.2576,236.87,0.26273,17,1
551.17,5.3243,344.53,0.33432,17,1
448.69,5.4418,3079.2,0.34883,16,1
404.83,5.4028,236.87,0.50435,16,1
506.66,5.3556,258.4,0.43954,13,1
322.09,5.3395,258.4,0.37834,12,1
392.42,5.3206,3100.8,0.63918,12,1
258.69,5.3874,3079.2,0.67606,12,1
270.02,5.3222,3100.8,0.65955,12,1
273.74,5.2965,3122.3,0.78565,12,1
93.246,5.3155,3122.3,0.86819,12,1
256.84,5.3353,3122.3,0.69446,12,1
429.43,5.4269,3208.4,0.50356,13,1
349.89,5.275,3230,0.87191,17,1
493.75,5.2738,2799.3,0.86644,18,1
475.55,5.1516,2820.8,1.1007,18,1
448.72,5.1602,2820.8,1.0647,18,1
354.9,5.3118,2777.8,0.90032,15,1
310.11,5.2416,2756.2,1.035,16,1
370.34,5.3451,2777.8,0.89828,15,1
476.23,5.1966,2777.8,0.9778,15,1
495.6,5.2351,2777.8,0.96658,11,1
397.72,5.2149,2756.2,0.92057,19,1
540.32,5.2256,2777.8,0.82719,12,1
665.33,5.1876,2842.4,0.87999,12,1
614.22,5.1288,2842.4,1.0152,11,1
673.43,5.1499,2799.3,1.0908,10,1
673.35,5.1035,2799.3,1.1061,10,1
722.01,5.0392,2799.3,1.0944,10,1
751.74,5.0735,2799.3,1.0458,10,1
635.39,5.1054,2799.3,1.0096,10,1
857.43,5.0833,2820.8,1.005,10,1
1239,5.1869,2885.4,0.91133,11,1
1209.3,5.0867,2907,1.0821,11,1
1073.5,5.2053,2950,0.92117,11,1
1449.7,5.135,2971.6,0.94853,11,1
1327.3,5.2845,2993.1,0.80766,11,1
1356.5,5.2054,3057.7,0.92067,12,1
1241.3,5.1938,3100.8,1.0613,16,1
1369,5.0567,3100.8,1.1919,19,1
1317.2,5.109,2562.5,1.0216,15,1
1422.2,5.2429,2562.5,0.86933,12,1
1694.9,5.1132,3100.8,0.93073,17,1
1732.7,5.0201,4672.7,1.0156,18,1
1411.2,5.0882,3036.2,0.84797,14,1
1404.2,5.1283,2519.4,0.85545,14,1
1890.4,5.1628,4672.7,0.7749,18,1
2286.7,5.0891,4715.8,0.89787,18,1
2087.7,5.1601,4694.2,0.67809,18,1
1624.3,5.0656,2519.4,0.79613,10,1
1727,4.9944,2497.9,0.98903,9,1
1819.7,5.0113,2519.4,0.95092,9,1
2024.6,5.1186,2497.9,0.85046,9,1
1815.8,5.3121,2519.4,0.58628,9,1
1612.3,5.2426,2842.4,0.39935,15,1
1604.1,5.3771,2411.7,0.40925,13,1
1786.9,5.3093,2433.3,0.55727,12,1
1190.1,5.3687,2863.9,0.42223,11,1
1702.9,5.3331,2820.8,0.51601,11,1
1462.7,5.2701,2820.8,0.44618,11,1
2191.4,5.1902,2433.3,0.70682,9,1
2331.5,4.9953,2497.9,1.01,9,1
2653.6,4.9783,2497.9,0.98856,9,1
3400.6,4.7885,430.66,0.92997,9,1
3222.5,4.7482,430.66,0.86055,4,1
2778.6,5.0467,430.66,0.71605,2,1
1268.6,5.115,107.67,0.25686,5,1
940.4,4.9604,409.13,0.17967,8,1
896.03,4.9799,430.66,0.31322,7,1
869.28,5.2595,258.4,0.27229,6,1
705.8,5.0345,323,0.26897,9,1
567.41,5.0475,452.2,0.26905,9,1
267.57,5.0793,387.6,0.46882,2,1
592.71,4.8237,366.06,0.3554,2,1
611.95,5.0199,387.6,0.43432,2,1
991.53,5.105,366.06,0.96063,2,1
704.74,4.9901,387.6,0.78171,2,0
298.79,5.1124,387.6,0.17476,3,0
372.75,5.0128,387.6,0.18618,3,0
587.1,4.9204,602.93,0.20752,3,0
683.56,4.9316,387.6,0.28569,3,0
413.56,5.0405,172.27,0.16802,4,0
843.04,4.9672,366.06,0.52977,4,0
1042.8,4.9949,366.06,0.57894,4,0
727.01,4.9976,968.99,0.40092,4,0
359.27,5.1343,947.46,0.63399,4,0
832.64,5.1169,344.53,0.40475,3,0
822.98,4.9506,344.53,0.65529,3,0
374.66,5.1108,323,0.50274,3,0
360.53,5.0651,624.46,0.28967,2,0
239.39,5.1083,129.2,0.039167,5,0
95.854,5.1675,301.46,0.036928,7,0
0,5.2658,452.2,0.065353,7,0
112.22,5.1679,301.46,0.21157,4,0
215.87,5.1729,667.53,0.26099,4,0
409.3,5.087,624.46,0.41522,3,0
521.21,5.0994,323,0.2454,4,1
345.93,5.2214,193.8,0.096032,5,1
881.1,5.3667,129.2,0.088803,11,1
882.82,5.2728,1162.8,0.39011,10,1
1149.3,5.0925,1205.9,0.63186,8,1
915.05,5.0337,1184.3,0.79007,12,1
824.2,5.1387,1184.3,0.67462,12,1
976.61,5.0346,2971.6,0.92811,12,1
1323.8,4.8532,2971.6,1.0252,12,1
1335.4,5.2525,2433.3,0.78365,13,1
1632.7,5.0019,2476.3,1.1425,9,1
2209.8,4.836,2519.4,1.2476,9,1
2602,4.6756,2519.4,1.3912,9,1
3263.7,4.8271,2540.9,1.4084,9,1
3815.5,4.6498,2562.5,1.4496,10,1
3735.9,4.6586,2562.5,1.4191,10,1
3785.9,4.7496,2519.4,1.3817,9,1
3396.5,5.0571,2497.9,1.211,9,1
3186.8,5.1673,2476.3,1.2394,9,1
3593.1,5.2873,2540.9,0.87064,11,1
3068.1,5.2791,2454.8,0.76178,10,1
3474.8,5.2131,2540.9,1.0156,10,1
2979.7,5.2542,2454.8,0.87853,9,1
2834.3,5.3512,2993.1,0.54753,11,1
2663.6,5.4039,2411.7,0.4103,14,1
2266.9,5.3887,4522,0.2652,16,1
2029.4,5.3373,2691.7,0.67797,10,1
1743.1,5.3984,2691.7,0.8417,10,1
1762.4,5.4038,2713.2,0.59189,10,1
1594.1,5.361,4522,0.64288,17,1
1323.4,5.2697,4522,0.81126,17,1
1141.6,5.2561,4478.9,0.92377,17,1
1233.4,5.1027,4500.4,1.1071,17,1
1111.5,5.1371,4543.5,1.0964,17,1
2403.7,4.897,2820.8,1.3373,11,1
2094.9,5.0341,2842.4,1.2068,11,1
2168.3,5.1375,2907,0.99092,13,1
2350.2,5.1748,2950,0.9767,12,1
2176.3,5.1481,2993.1,1.1135,12,1
2077.6,4.9927,2411.7,1.2718,12,1
2072.7,4.9765,2390.2,1.306,12,1
2041.8,5.0226,2993.1,1.2884,12,1
1977,5.0814,3014.6,1.1454,12,1
1896,4.963,2390.2,1.2462,12,1
1581.4,5.0504,2993.1,1.2601,12,1
1462.8,5.0857,2971.6,1.2132,12,1
1575.6,5.1008,2950,1.1767,11,1
1682.6,5.0994,2907,1.2026,11,1
2215.9,5.129,2885.4,1.166,11,1
2046.2,5.1784,2842.4,1.0494,11,1
1739.2,5.281,2799.3,0.89836,11,1
1735.6,5.3983,4565,0.94877,15,1
2141.1,5.0332,2842.4,1.1032,11,1
1965,5.0196,2885.4,1.1879,11,1
2382.1,4.9649,2928.5,1.3348,11,1
2549.4,4.9575,2928.5,1.374,11,1
2143,4.9135,2304.1,1.2709,9,1
2310.5,4.8808,2282.5,1.2675,9,1
2626.8,5.0152,2282.5,1.1189,9,1
1872.7,5.1453,2261,0.86356,13,1
2574.4,4.8814,2304.1,1.1375,9,1
2253.7,4.9851,2347.1,1.1672,9,1
1795.8,5.1652,2347.1,0.88311,10,1
2060,5.1334,2325.6,0.89712,9,1
1871.7,4.9723,2282.5,1.1282,9,1
1971.6,5.026,2304.1,1.2016,9,1
625.46,5.2889,366.06,0.62315,9,1
770.46,5.167,2325.6,0.7063,10,1
809.68,5.0417,2347.1,0.94946,9,1
599.97,5.0396,2304.1,0.93639,9,1
916,4.9674,2304.1,1.0373,9,1
711.75,5.0486,2325.6,0.88286,9,1
1450.5,5.4866,236.87,0.37073,11,1
2029.7,5.4799,193.8,0.38048,11,1
1985.6,5.3498,538.33,0.383,14,1
1704.8,5.1783,387.6,0.34062,12,1
1400.3,5.2605,1658.1,0.29276,10,1
1121.8,5.2352,323,0.19884,9,1
731.82,5.3693,193.8,0.2069,9,1
744.45,5.3029,344.53,0.18791,9,1
625.01,5.0756,387.6,0.6371,2,1
277.18,5.0476,366.06,0.57897,3,1
110.6,5.1029,495.26,0.34558,6,1
0,5.1103,516.8,0.42944,4,1
0,5.154,538.33,0.41045,5,1
0,5.1019,538.33,0.40037,6,1
0,5.0778,538.33,0.38148,4,1
21.243,5.1943,538.33,0.4094,2,1
0,5.4207,279.93,0.15821,8,0
103.16,5.2559,538.33,0.25841,5,0
113.23,5.2426,387.6,0.17671,7,0
376.5,5.317,1399.7,0.31498,10,0
644.93,5.2352,968.99,0.35095,10,0
280.82,5.3092,387.6,0.092289,7,0
437.04,5.1914,301.46,0.22283,7,0
421.15,5.1958,323,0.23824,4,0
545.58,5.0018,344.53,0.57744,2,0
387.93,5.0728,344.53,0.23904,2,0
317.95,5.1574,193.8,0,7,0
194.59,5.2487,387.6,0.086623,6,0
440.55,5.1061,839.79,0.47438,4,0
387.95,5.1585,818.26,0.24274,7,0
517.63,5.1952,990.53,0.169,5,0
491.18,5.3608,366.06,0.33979,7,1
624.87,5.2969,1033.6,0.46143,6,1
842.25,5.2689,387.6,0.42201,9,1
742.61,5.1806,366.06,0.32274,7,1
701.34,5.1524,1055.1,0.49124,4,1
794.82,5.0433,387.6,0.52206,4,1
973.98,4.9609,387.6,0.48814,4,1
538.82,5.0211,387.6,0.42765,4,1
462.99,5.1211,387.6,0.44614,4,1
461.12,5.1401,1033.6,0.2343,5,1
739.9,5.1367,538.33,0.17305,6,1
979.14,4.9617,473.73,0.37278,5,1
848.55,5.0418,538.33,0.49431,7,1
997.14,4.9989,1033.6,0.67314,8,1
678.33,5.2947,2777.8,0.60096,11,1
1050.6,5.211,2842.4,0.77368,16,1
1012.5,5.2034,4629.6,0.72332,18,1
979.45,5.1878,4694.2,0.71616,18,1
861.38,5.387,1744.2,0.61877,17,1
1230.5,5.3705,538.33,0.44419,12,1
951.41,5.3197,538.33,0.40301,13,1
618.38,5.3151,646,0.38248,12,1
563.34,5.3919,2971.6,0.4426,12,1
550.28,5.3775,2993.1,0.46359,12,1
880.08,5.4028,1162.8,0.56542,10,1
851.93,5.2708,2950,0.64681,18,1
1243.1,5.2046,4694.2,0.78832,18,1
1199.2,5.2005,4715.8,0.7113,18,1
1109.4,5.376,2971.6,0.46109,17,1
1128.1,5.4374,430.66,0.26768,14,1
1758.3,5.3254,882.86,0.64415,4,1
3310.8,5.0579,925.93,1.0124,6,1
1929.9,5.2058,1205.9,0.79881,5,1
1662.9,5.3776,1205.9,0.68509,5,1
1510.7,5.456,1205.9,0.35517,11,1
1039.3,5.4562,925.93,0.3371,12,1
1131.1,5.4273,1076.7,0.41288,10,1
1094.4,5.4727,1076.7,0.33039,11,1
1333.6,5.3815,495.26,0.40269,13,1
1082.7,5.2755,839.79,0.48905,13,1
987.57,5.311,409.13,0.42385,5,1
1226.1,5.2093,796.73,0.52819,3,1
705.88,5.2478,796.73,0.41341,3,1
490.93,5.2617,279.93,0.3197,6,1
522.06,5.2445,1162.8,0.31356,4,1
449.41,5.1813,839.79,0.50391,3,1
144.72,5.3767,861.33,0.18462,4,1
305.05,5.2226,279.93,0.12761,6,1
674,5.2037,258.4,0.27444,7,1
620.08,5.2658,43.066,0.054773,7,1
640.35,5.2405,43.066,0.031753,6,0
771.06,5.1307,258.4,0.25726,3,0
737.06,4.9698,258.4,0.30482,2,0
688.61,4.9211,43.066,0.07777,4,0
802.9,5.1307,43.066,0.1688,4,0
446.18,5.1936,43.066,0.37853,4,0
677.6,4.8893,279.93,1.0817,2,0
993.67,4.7833,279.93,0.89484,2,1
855.95,5.0827,64.6,0.29856,4,1
