@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
1083.4,4.7076,279.93,0.60665,1,1
948.59,4.6387,279.93,0.80754,2,1
734.67,4.7834,279.93,0.93295,2,1
814.7,4.6838,279.93,1.0214,2,1
951.35,4.4023,279.93,1.2585,2,1
1110.7,4.5597,279.93,0.99413,2,1
1048.1,4.6035,301.46,0.89108,2,1
1156.7,4.5977,279.93,0.80749,2,1
1155.8,4.618,279.93,0.87176,2,1
1046.5,4.6317,279.93,0.89383,2,1
1782.8,4.5186,279.93,0.87678,2,1
2047,4.5953,279.93,0.71696,2,1
2320.7,4.5938,301.46,0.59062,2,1
1945.9,4.6689,258.4,0.15525,4,1
1773.1,4.605,366.06,0.50321,2,1
1467.9,4.6869,301.46,0.59629,2,1
1239.6,4.7527,279.93,0.61926,3,1
2015.8,4.5806,301.46,0.57707,2,1
1929.3,4.504,279.93,0.41516,2,1
1304.4,4.8008,279.93,0.52919,1,1
1380.7,4.7249,258.4,0.8775,1,1
1527.9,4.7645,279.93,0.92301,1,1
685.33,4.9359,236.87,0.52051,1,1
1399.8,4.6576,258.4,0.39719,1,1
1581.2,4.5829,236.87,0.42207,1,1
1731.4,4.5367,258.4,0.84809,1,1
984.07,4.7175,236.87,0.87527,1,1
1006.5,4.6803,236.87,0.80645,1,1
983.78,4.7351,236.87,0.91439,1,1
1243.5,4.7606,236.87,0.84215,1,1
1152.8,5.1268,258.4,0.52331,8,1
2977.1,5.1151,236.87,0.4445,8,1
3463.1,5.2302,236.87,0.24574,8,1
3918.1,5.1859,215.33,0.33752,9,1
4841.4,5.2575,925.93,0.32297,9,1
5327.5,5.2614,193.8,0.091293,6,1
5558.6,5.2891,2454.8,0.067307,9,1
5601.5,5.2885,2476.3,0.15334,9,1
5751.9,5.2966,2454.8,0.06875,9,1
6525.8,5.3486,2605.5,0.17042,10,1
6518.4,5.3122,2627.1,0.097848,10,1
6780.5,5.2817,2605.5,0.15446,10,1
7317.6,5.2786,366.06,0.29765,10,1
7054.5,5.1529,366.06,0.38724,10,1
6940.2,5.2123,387.6,0.48201,11,1
6635.2,5.0984,387.6,0.5471,9,1
6597.1,5.1627,387.6,0.65079,4,1
6417.8,5.1389,366.06,0.65851,4,1
7147.2,5.2937,366.06,0.52378,5,1
6552.2,5.3285,366.06,0.25706,10,1
6940.4,5.3523,344.53,0.32275,8,1
7406.2,5.2808,344.53,0.35312,10,1
6989.5,5.3042,1227.4,0.30471,10,1
7788.3,5.3278,258.4,0.32142,7,1
8132.7,5.3939,236.87,0.22032,9,1
6332.1,5.2905,344.53,0.37749,11,1
5301.7,5.3357,2799.3,0.38627,11,1
4494.9,5.3138,2756.2,0.4357,11,1
4728.7,5.2252,2734.7,0.5145,11,1
4382.2,5.1237,2670.1,0.73981,10,1
3853.2,5.2037,2627.1,0.91315,10,1
3665.8,5.1703,2584,0.67397,10,1
3265.2,5.0569,2842.4,0.76466,11,1
3261.1,5.1751,2820.8,0.7819,11,1
3484,5.1616,2820.8,0.74237,11,1
3236,5.0718,2756.2,0.6526,11,1
3996.6,5.1433,2756.2,0.67269,11,1
3944.1,5.1083,2734.7,0.61998,11,1
3525.4,5.1171,2713.2,0.50016,11,1
2840.7,5.1371,279.93,0.43142,10,1
2600.7,5.0748,2648.6,0.67561,10,1
2788,5.1229,1270.5,0.43602,10,1
2833.9,5.1238,301.46,0.34316,10,1
2790.8,5.1476,2713.2,0.4505,11,1
2436.9,5.1464,2691.7,0.61651,10,1
2335.3,5.0989,2648.6,0.53326,10,1
2611,5.1801,2605.5,0.59215,10,1
2185.8,5.1975,925.93,0.51311,9,1
1976,4.9587,925.93,0.53759,4,1
1918.1,4.8409,904.39,0.43653,4,1
1743,4.8555,882.86,0.24031,3,1
1588.1,4.8634,839.79,0.2595,3,1
1275.8,4.7578,43.066,0,3,1
889.05,4.8123,236.87,0,2,1
511.25,4.8543,0,0.18772,3,1
637.84,4.9117,0,0.103,2,1
317.73,5.0665,0,0.20026,3,1
473,4.9002,818.26,0.42977,3,1
588.46,4.9165,839.79,0.47734,4,1
313.86,5.0251,925.93,0.15539,3,1
485.62,5.1202,710.6,0.51096,8,1
622.35,5.0445,710.6,0.76899,3,1
811.33,5.0506,710.6,0.45502,2,1
996.02,5.0079,753.66,0.65634,3,1
1214.6,4.9338,775.2,0.70249,3,1
1414.7,4.9139,258.4,0.50611,3,1
956.2,5.0081,732.13,0.52497,3,1
591.75,5.015,753.66,0.71892,4,1
574.59,4.873,301.46,0.4406,17,1
376.65,5.1307,753.66,0.38061,17,1
250.44,5.1219,452.2,0.25836,13,1
280.1,5.0741,279.93,0.5424,11,1
208.15,5.0781,279.93,0.48603,5,1
326.23,5.0435,409.13,0.12398,5,1
319.56,5.035,21.533,0.072723,7,1
485.21,4.88,452.2,0.23039,5,1
280.2,5.0805,86.133,0.15063,8,1
346.61,5.1499,107.67,0.0062844,10,1
419.06,5.1693,107.67,0,10,1
400.22,5.0687,86.133,0,10,1
628.24,5.0448,86.133,0.29219,6,1
1068,4.8478,495.26,0.45659,4,1
547.95,5.0115,279.93,0.24736,2,1
457.68,4.9738,516.8,0.52987,3,1
403.3,5.0941,538.33,0.47214,2,1
424.47,5.0456,21.533,0.38551,2,1
201.83,5.0766,0,0.25546,3,1
0,5.2379,21.533,0.0086093,5,1
88.772,5.0002,279.93,0.24452,3,1
136.31,4.9608,452.2,0.31894,2,1
32.733,5.0311,86.133,0.19884,4,1
0,5.142,21.533,0.32604,5,1
121.59,5.0452,387.6,0.66707,4,0
116.39,5.0975,387.6,0.46748,12,0
28.521,5.19,64.6,0.31991,10,0
167.65,4.9865,366.06,0.73595,3,0
89.273,4.9043,366.06,0.94947,2,0
73.433,4.9155,366.06,0.62665,2,0
0,5.0954,0,0.086243,6,0
89.274,4.9418,129.2,0.12448,8,0
147.49,4.915,64.6,0.022432,7,0
392.12,4.6757,366.06,0.19345,2,0
596.41,4.4869,366.06,0.38513,2,0
499.53,4.5106,86.133,0.15237,1,0
402.94,4.6029,107.67,0.1368,1,0
610.16,4.4981,279.93,0.13245,2,0
646.91,4.4535,86.133,0.25578,2,0
880.17,4.4063,366.06,0.45729,2,0
1045.1,4.4393,366.06,0.33029,2,0
752.67,4.7266,366.06,0.17377,3,0
735.72,4.5709,86.133,0.34495,1,0
490.28,4.6822,279.93,0.15838,2,0
3060.9,4.775,990.53,0.31797,3,0
5438.7,4.7827,861.33,0.30388,3,0
4063.4,4.8235,387.6,0.59662,3,0
7857,4.857,344.53,0.67406,2,0
7382,4.8455,150.73,0.22505,4,0
7109.3,4.6678,301.46,0.13842,4,0
6850.5,4.5823,150.73,0.21694,2,0
5785.1,4.5958,150.73,0.49083,1,0
5378.9,4.5204,193.8,0.4143,2,0
4560.7,4.6158,193.8,0.41333,3,0
4259.8,4.5098,323,0.80426,2,0
4156.7,4.3975,323,0.74268,2,0
3561.6,5.0516,0,0.11724,5,0
3932.6,5.0856,0,0.16023,7,0
2188.2,4.9544,0,0.20851,5,0
2484.1,4.7013,0,0.12223,3,0
2290,4.5846,21.533,0.093722,2,0
1194.9,4.9054,21.533,0.027497,4,0
1676.8,4.6682,193.8,0.25915,2,0
1497.2,4.6918,21.533,0.07817,4,0
2104.8,4.7656,21.533,0.0069176,3,0
2327.5,5.2248,21.533,0.21844,7,0
3770.3,5.4524,258.4,0.48504,8,0
2708.7,5.253,279.93,0.78876,4,0
2161,5.2172,258.4,0.82091,3,0
2249.2,4.9602,258.4,0.89906,1,0
2200.5,4.9237,258.4,0.85179,2,0
1152.4,5.0792,279.93,0.48604,6,0
601.26,5.208,559.86,0.15317,8,0
1261.9,4.928,193.8,0.21241,6,0
789.99,4.8894,172.27,0.18583,3,0
808.59,4.9077,21.533,0.25308,3,0
932.42,4.7493,193.8,0.57065,3,0
380.17,5.008,279.93,0.30614,3,0
244.47,4.9846,193.8,0.082346,6,0
233.76,4.9791,172.27,0.27058,5,0
284.27,4.8688,193.8,0.20866,6,0
191.23,4.8174,193.8,0.28167,2,0
179.38,4.9368,172.27,0.080564,3,0
59.489,4.9979,172.27,0.18844,6,0
55.532,5.0168,344.53,0.18624,3,0
70.359,4.928,172.27,0.2677,4,0
0,5.1715,43.066,0.15593,6,0
0,5.2233,21.533,0.10311,6,0
69.967,5.1439,473.73,0.36655,2,0
96.524,5.0758,215.33,0.26529,4,0
35.237,5.2534,172.27,0.26243,6,0
51.372,5.1693,301.46,0.11157,5,0
95.776,5.0956,64.6,0.2047,6,0
38.556,5.2098,193.8,0.15423,7,0
16.529,5.2424,409.13,0.15559,7,0
157.77,5.182,64.6,0.099789,4,0
99.561,5.1471,64.6,0.056206,5,0
175.37,5.0331,86.133,0.12983,6,0
140.36,5.0374,323,0.31334,3,0
160.64,5.0125,301.46,0.11442,5,0
134.59,4.9562,323,0.29688,4,0
106.67,4.9927,495.26,0.22551,4,0
102.22,5.1954,301.46,0.17892,6,0
102.71,5.2022,150.73,0.1837,6,0
177.36,5.1482,301.46,0.42875,2,0
211.36,5.0309,323,0.67928,1,0
255.16,5.0806,129.2,0.18341,3,0
267.45,5.2145,150.73,0.20944,2,0
515.46,5.1944,323,0.33495,1,0
406.37,5.1978,150.73,0.35762,3,0
638.49,5.0358,689.06,0.7068,3,0
585.39,5.1077,710.6,0.79539,3,0
513.72,5.1857,344.53,0.56592,4,0
531.37,5.2613,667.53,0.51037,5,1
795.82,5.0815,301.46,0.69636,6,1
751.34,5.0167,689.06,0.86831,4,1
1154.7,4.7868,323,1.0589,3,1
1802.6,4.6792,323,1.287,1,1
1787.7,4.584,323,1.2587,1,1
1667.9,4.5808,301.46,1.0976,3,1
1476.1,4.7383,301.46,0.90863,3,1
1381.2,4.7263,301.46,0.90542,1,1
1642.6,4.6484,279.93,0.84633,3,1
2263.9,4.6697,279.93,0.85641,3,1
1753.6,4.8602,279.93,0.6848,3,1
1769.9,4.6391,279.93,0.92966,3,1
1691.2,4.6799,279.93,0.90628,3,1
2121.6,4.6978,279.93,0.97935,3,1
2106.1,4.6115,301.46,1.0256,1,1
1795.6,4.587,279.93,0.96562,1,1
1922.6,4.7011,279.93,0.68293,2,1
1931.6,4.8775,258.4,0.76616,3,1
1923.1,4.8614,258.4,0.83694,2,1
1354.8,4.8189,258.4,0.87045,3,1
1774.8,4.766,258.4,0.9096,3,1
1478.3,4.826,258.4,0.77163,3,1
2150,4.5469,258.4,0.65928,2,1
2401.5,4.5063,581.4,0.54808,3,1
3098.3,4.4077,581.4,0.43415,3,1
3778.5,4.3553,430.66,0.45277,2,1
3911.4,4.3395,430.66,0.77059,2,1
3374,4.5187,430.66,0.66231,2,1
2018.7,4.6912,279.93,0.41211,2,1
2206.3,4.5095,258.4,0.53217,3,1
1935.4,4.6443,258.4,0.79578,1,1
2114.8,4.9938,258.4,0.83295,3,1
1993.2,4.6267,602.93,0.87444,3,1
1795.8,4.7863,581.4,0.80732,3,1
1862.8,4.5491,581.4,1.0418,3,1
2033.6,4.5493,258.4,0.83943,3,1
2092.4,4.7173,581.4,0.60975,3,1
2529.7,4.8874,581.4,0.58709,3,1
2153.7,4.6987,258.4,0.64556,2,1
1497.6,4.8127,258.4,0.87398,1,1
1755.9,4.7768,258.4,0.82325,2,1
1690.4,4.6589,258.4,0.97958,2,1
2463,4.636,258.4,0.87657,2,1
1997.4,4.7198,258.4,0.69787,3,1
2033.4,4.9056,258.4,0.42865,3,1
2094.1,4.9029,236.87,0.35411,4,1
2218.9,4.8301,236.87,0.5601,4,1
1181.6,5.16,215.33,0.48167,4,1
1409.3,5.1953,344.53,0.48063,3,1
1446.1,4.9661,344.53,0.7651,3,1
903.92,5.1329,323,0.59584,3,0
898.96,5.0452,624.46,0.36967,2,0
701.75,5.1043,107.67,0.13795,5,0
535.92,5.1698,301.46,0.12514,7,0
410.02,5.2651,452.2,0.16166,7,0
541.24,5.1705,301.46,0.31591,4,0
675.48,5.1769,667.53,0.36018,4,0
886.42,5.0541,624.46,0.53022,3,0
895.24,5.0137,323,0.41795,4,0
818.74,5.2974,172.27,0.19124,7,0
1693,5.4217,129.2,0.211,9,0
1017.9,5.3506,150.73,0.38879,9,0
857.36,5.3651,323,0.32651,9,0
694.15,5.3634,43.066,0.16874,14,0
359.47,5.4129,21.533,0.050416,12,0
366.5,5.2898,21.533,0.35479,5,0
481.83,5.0579,301.46,0.66192,1,0
383.69,5.2017,323,0.53389,1,0
211.18,5.26,21.533,0.29139,6,0
238.88,5.3227,258.4,0.22,8,0
249.98,5.2795,43.066,0.28054,8,0
207.43,5.2064,43.066,0.27311,7,0
159.63,5.2524,732.13,0.31059,6,0
146.68,5.244,129.2,0.14829,7,0
121.16,5.2581,43.066,0.11749,6,0
148.05,5.1599,323,0.33155,5,0
253.83,5.2315,64.6,0.068675,8,0
259.49,5.2023,21.533,0.052032,7,0
540.22,4.9107,473.73,0.45213,4,1
1132.1,4.8004,861.33,0.80071,3,1
1373.1,4.8875,624.46,0.42296,2,1
1425.1,4.9027,301.46,0.84006,3,1
1825.2,4.7017,344.53,1.2146,1,1
1675.2,4.6781,344.53,1.25,2,1
1483.1,4.6477,344.53,1.3474,2,1
1359.5,4.7794,323,1.3324,1,1
1274.1,4.7045,323,1.3723,1,1
1395.3,4.7414,323,1.3768,1,1
1211.3,4.7773,301.46,1.1704,5,1
1245.1,4.6961,301.46,1.1739,3,1
1368.9,4.7996,301.46,1.1472,3,1
1112,4.6651,301.46,1.1201,3,1
1177.3,4.6672,301.46,1.0942,3,1
1070,4.9014,301.46,0.94835,3,1
1538.1,4.758,279.93,1.0216,3,1
1250.7,4.8621,301.46,0.86801,3,1
1285.8,4.7855,279.93,1.0431,3,1
1147.4,4.795,279.93,1.0529,3,1
1237.9,4.7801,279.93,1.0489,3,1
1388.1,4.8096,301.46,1.0156,5,1
1387.2,4.9244,301.46,0.97029,5,1
1271,4.9714,646,0.96616,3,1
1197.6,4.9286,646,1.1508,3,1
1587.7,4.7656,667.53,1.2314,3,1
1715.9,4.7556,667.53,1.1452,3,1
1625.2,4.7731,667.53,1.2058,3,1
1636.1,4.8428,667.53,1.2479,3,1
1423.7,4.8102,667.53,1.2376,3,1
1356.2,4.8714,667.53,1.2145,3,1
1484.8,4.8384,667.53,1.2661,3,1
1773.8,4.7248,667.53,1.2967,3,1
1683.5,4.6811,667.53,1.2721,3,1
1763,4.9561,667.53,1.1359,3,1
2040.2,4.9497,667.53,1.0951,3,1
2096,4.8756,667.53,1.1717,5,1
1810.8,4.9517,667.53,1.0848,6,1
2090.1,4.9791,667.53,0.88917,4,1
2343.8,4.8815,323,0.96705,6,1
1856.8,5.0185,667.53,0.97755,8,1
2496.4,4.8476,323,1.1515,5,1
1903.1,5.2158,301.46,0.8943,3,1
2691.9,4.9575,323,1.0699,2,1
1837.9,5.1343,301.46,0.84598,4,1
2876.8,5.2923,279.93,0.78053,8,1
3848.8,5.2287,968.99,0.90267,8,1
5123.4,5.1753,968.99,1.1654,9,1
5443.6,5.1174,2368.7,1.2892,9,1
5135.3,5.1042,2347.1,1.2916,9,1
6385.5,5.1985,968.99,1.2426,9,1
6811.4,5.2334,968.99,1.1204,6,1
7891.5,5.2935,968.99,1.0714,9,1
8200.6,5.2986,990.53,1.0716,9,1
9182.7,5.2677,990.53,1.0744,9,1
9390.3,5.3626,2368.7,0.82449,9,1
9657.4,5.4014,2347.1,0.40535,9,1
9650.1,5.3659,2347.1,0.38298,10,1
9532.2,5.3551,2347.1,0.79106,8,1
9962.5,5.3921,2347.1,1.0454,8,1
10102,5.3649,2325.6,0.81404,9,1
10847,5.4214,2476.3,0.32804,11,1
9931.8,5.328,2454.8,0.54796,9,1
9188.4,5.2671,2454.8,0.73446,9,1
9440.4,5.2478,2454.8,0.64492,9,1
9232.4,5.3024,2454.8,0.50799,11,1
9934.3,5.364,2799.3,0.50535,11,1
10723,5.4747,2799.3,0.49807,12,1
10074,5.3743,2454.8,0.45155,11,1
10816,5.4447,2799.3,0.45181,11,1
10625,5.4782,2648.6,0.36815,14,1
10822,5.4993,2820.8,0.30661,14,1
10986,5.5061,602.93,0.30446,18,1
10338,5.4797,2971.6,0.34807,14,1
8774.8,5.3225,2971.6,0.89823,12,1
8562.4,5.3731,2950,1.0772,12,1
8233,5.4366,2907,0.89776,11,1
6868.8,5.3641,2842.4,0.96869,11,1
6152.3,5.3235,2820.8,1.0078,11,1
5131.3,5.2788,2777.8,1.0666,11,1
5508,5.2941,2777.8,1.1151,11,1
5390,5.3669,2777.8,0.96638,11,1
5244.2,5.3828,2799.3,0.86501,11,1
5077.5,5.2326,2820.8,1.0021,11,1
5851.6,5.2519,2820.8,1.0615,21,1
6581.7,5.2139,5340.2,1.0984,21,1
6645.8,5.0515,5620.2,1.1781,20,1
6562.9,4.9776,5620.2,1.1919,22,1
6759,5.1398,5598.6,1.0508,21,1
6137.3,5.1877,861.33,0.87959,19,1
5011.9,5.1094,839.79,1.1453,15,1
4415,5.0945,839.79,1.2006,3,1
3696.4,5.0698,818.26,1.2244,3,1
3082.6,4.9505,796.73,1.2326,3,1
2880.8,4.829,775.2,1.2527,3,1
2740.3,4.8013,775.2,1.1985,3,1
2549.7,4.7248,753.66,1.3319,3,1
2195.6,4.843,753.66,1.2799,3,1
2350.5,4.6573,753.66,1.3905,3,1
2389.2,4.6219,753.66,1.4097,3,1
2084.5,4.6165,753.66,1.4341,3,1
2202,4.8515,753.66,1.4426,3,1
2417.2,4.9775,753.66,1.2202,3,1
2224.5,4.8793,775.2,1.23,3,1
2143,4.8061,775.2,1.3029,3,1
1715.7,4.7558,775.2,1.3632,3,1
1456.6,4.822,775.2,1.3089,3,1
1509.5,4.8509,753.66,1.3358,3,1
1214.6,4.8118,753.66,1.2195,3,1
1509.7,4.9446,753.66,0.99363,3,1
1001.8,4.9959,732.13,0.84944,3,1
1218.7,4.8895,732.13,0.93221,3,1
739.19,4.936,452.2,0.64703,3,1
2104.7,5.0759,882.86,0.76134,4,1
3226.5,4.7804,925.93,1.1704,4,1
1714.3,5.106,925.93,0.5469,4,1
1342.6,5.1581,473.73,0.42549,6,1
1348.3,5.2457,732.13,0.32279,6,1
1048.1,5.2792,925.93,0.45542,4,1
1158.8,5.1967,473.73,0.62301,4,1
1066.2,5.3537,495.26,0.5535,8,1
1359.3,5.2701,495.26,0.69205,13,1
1632.4,5.0886,495.26,0.66992,12,1
1389,5.2855,495.26,0.37617,4,1
1872.7,5.1262,882.86,0.43054,3,1
1208.1,5.134,882.86,0.33085,4,1
943.93,5.1503,495.26,0.27462,5,1
1060.5,5.1208,495.26,0.46699,2,1
1165.8,5.0579,495.26,0.4819,2,1
639.94,5.0994,495.26,0.64796,4,1
917.27,4.9614,495.26,0.8887,2,1
1299.6,5.1226,495.26,0.46757,4,1
1109.6,5.1817,495.26,0.14066,4,1
1273.4,5.1135,495.26,0.4574,2,1
1561.9,5.0367,495.26,0.30372,3,1
1498.7,4.8939,344.53,0.21467,3,1
1429.3,4.8704,129.2,0.04268,3,1
1454.7,5.0632,129.2,0.19661,5,1
1277.3,4.9977,516.8,0.34715,4,1
1487.9,4.7872,366.06,0.48976,3,1
1968.8,4.7522,366.06,0.41783,3,1
1934.8,4.7925,538.33,0.54551,3,1
1683.8,4.8699,516.8,0.91622,3,1
2161.6,4.9526,516.8,0.83819,3,1
2102.8,5.1634,495.26,0.45372,2,1
1102.9,5.3235,366.06,0.13124,7,1
1040.3,5.2166,581.4,0.22486,6,0
737.9,5.1868,366.06,0.20441,5,0
431.22,5.2013,387.6,0.31765,5,0
1345.7,5.1865,882.86,0.54644,3,0
1323.8,5.1672,882.86,0.71543,3,0
1176.4,5.3056,839.79,0.36467,8,0
2494.4,5.3698,904.39,0.30897,9,0
2852.8,5.4007,925.93,0.34109,7,0
2527.6,5.3877,2088.7,0.34372,8,0
2835.1,5.3663,1012.1,0.23233,10,0
2634.7,5.4119,947.46,0.4003,5,0
3657.5,5.3206,904.39,0.37265,6,0
3270.1,5.3377,882.86,0.46126,8,0
2377.4,5.4339,366.06,0.31083,7,0
2183.6,5.4278,925.93,0.29335,10,0
1790,5.3983,344.53,0.15746,10,0
999.73,5.4868,64.6,0.18874,10,0
880.15,5.3903,344.53,0.14687,10,0
971.63,5.3621,559.86,0.16765,9,0
1052.5,5.2674,344.53,0.38609,6,0
1068.4,5.1962,344.53,0.38079,5,0
712.28,5.3827,581.4,0.24116,8,0
2340.4,5.1725,1292,0.52359,6,0
1902.3,5.1526,1292,0.48275,5,0
1879.2,5.2538,258.4,0.30594,8,0
1160.7,5.1615,882.86,0.43759,6,0
751.47,5.1533,366.06,0.30053,11,0
2141,5.3059,925.93,0.35044,7,0
2810.2,5.2099,882.86,0.40346,7,0
2122.8,5.1899,904.39,0.38171,4,0
1495.9,5.2189,904.39,0.27973,5,0
1402.3,5.1812,904.39,0.22158,6,1
1446.7,5.3809,775.2,0.1703,11,1
2021.5,5.3205,1442.7,0.26061,8,1
1271.7,5.3362,1162.8,0.24928,7,1
1464.7,5.2191,559.86,0.64973,3,1
1222.7,5.1841,581.4,0.88383,3,1
1346.4,5.0973,581.4,0.99259,3,1
1291.9,5.0777,581.4,1.1635,3,1
1606,4.9416,602.93,1.1832,3,1
1580.4,4.8804,602.93,1.1982,3,1
1517.9,4.8129,581.4,1.2049,3,1
1438.9,4.7698,581.4,1.1607,3,1
1257.8,4.7643,581.4,1.0153,3,1
1030.6,4.8984,581.4,1.0489,3,1
1127.3,4.6767,581.4,1.094,3,1
935.24,4.7388,581.4,1.0285,3,1
1312.5,4.7838,602.93,1.0852,3,1
1210.8,4.6888,602.93,1.1266,3,1
1150,4.6525,602.93,1.099,3,1
916.94,4.6432,258.4,1.0943,3,1
974.42,4.6932,258.4,1.0894,3,1
907.08,4.7667,258.4,1.0651,4,1
1004.9,4.8806,258.4,1.0227,3,1
1138,4.7058,258.4,1.1087,3,1
952.13,4.6618,279.93,1.0846,2,1
912.12,4.7117,279.93,1.1812,1,1
1049.2,4.5639,279.93,1.25,1,1
759.35,4.844,258.4,0.98577,2,1
1166.8,4.6093,258.4,1.1447,3,1
998.48,5.0037,258.4,1.0385,6,1
1756.5,5.3118,258.4,1.0099,6,1
1319.3,5.2487,236.87,1.0036,3,1
1270.7,5.1279,215.33,0.8456,5,1
1550.2,5.0307,236.87,0.91515,2,1
1009.1,5.1338,215.33,0.85788,2,1
1187,4.8853,215.33,0.98833,1,1
1162.5,4.8813,215.33,1.0126,2,1
1079.9,4.8604,215.33,0.86775,2,1
1247.2,4.7215,215.33,0.8094,2,1
1017.7,4.6959,215.33,0.96363,2,1
981.28,4.7392,215.33,0.97786,3,1
1129.8,4.7559,602.93,1.0685,3,1
1093.8,5.0137,193.8,0.8841,3,1
749.63,5.2722,624.46,0.74302,3,1
585.6,5.3177,624.46,0.54024,5,1
523.11,5.1893,107.67,0.04396,4,1
470.9,5.4785,64.6,0,11,1
401.56,5.3694,107.67,0.21406,11,1
746.49,4.9468,107.67,0.1747,3,1
125.13,5.3585,624.46,0.19669,5,1
261.41,5.294,279.93,0.2066,6,1
554.7,5.339,323,0.21254,7,1
734.68,5.3945,538.33,0.19769,9,0
1437.9,5.4764,925.93,0.16921,11,0
1562,5.4149,559.86,0.14286,11,0
1374.7,5.5815,215.33,0.15483,12,0
1420.3,5.4547,624.46,0.18122,10,0
969.91,5.4515,1615,0.12987,8,0
689.61,5.4319,323,0.28755,7,0
566.05,5.4703,279.93,0.25127,10,0
431.68,5.477,538.33,0.14812,9,0
499.46,5.3887,2196.4,0.23157,9,0
566.59,5.3925,0,0.19189,7,0
496.19,5.4082,947.46,0.27371,5,0
715.49,5.4627,1507.3,0.21795,7,0
730.02,5.387,667.53,0.22954,9,0
558.46,5.3193,947.46,0.22054,8,0
524.03,5.4334,301.46,0.22069,10,0
325.1,5.3343,301.46,0.27985,8,0
225.52,5.2543,301.46,0.7224,3,0
799.51,5.2764,301.46,0.27641,9,0
2325.4,5.2228,473.73,0.42547,7,1
1666.4,5.2642,538.33,0.38232,6,1
1471.8,5.0922,602.93,0.799,3,1
1389.4,5.1278,646,0.97828,3,1
1897.1,5.0546,301.46,1.0104,3,1
1339.4,5.0371,323,1.0409,2,1
1531.9,4.855,301.46,1.1316,3,1
1111.1,4.9581,301.46,1.0274,4,1
1387.6,4.7519,279.93,0.85782,2,1
1902.6,4.4027,387.6,0.73618,2,1
2074.4,4.4409,387.6,0.74955,2,1
1639.2,4.7246,279.93,0.65081,2,1
1414.2,4.8405,258.4,0.6124,2,1
1496.8,4.7019,409.13,0.53169,2,1
1626,4.6411,602.93,0.72034,3,1
1669.3,4.6794,602.93,0.70947,3,1
1484.9,4.6197,602.93,0.80703,3,1
1690.7,4.5572,624.46,0.70958,3,1
1632.1,4.6567,387.6,0.70667,2,1
1697.6,4.6354,279.93,0.80728,2,1
1151.1,4.7094,279.93,0.77473,3,1
1662.2,4.4843,279.93,0.89285,3,1
1449.2,4.6171,624.46,0.8216,3,1
1437.8,4.6722,602.93,0.72457,3,1
1728.1,4.6153,366.06,0.6125,2,1
1899.5,4.6697,258.4,0.67559,2,1
2142.9,4.4642,387.6,0.38482,2,1
1749.3,4.5976,387.6,0.5268,2,1
1588.8,4.5152,258.4,0.31893,2,1
1375.5,4.5422,366.06,0.39289,2,1
1532.1,4.5317,258.4,0.32391,2,1
1154.6,4.5954,258.4,0.47023,3,1
1011.8,4.439,236.87,0.82577,3,1
970.14,4.5101,236.87,1.0754,3,1
837.96,4.5646,258.4,1.0223,1,1
815.57,4.5348,258.4,0.93997,3,1
888.51,4.4036,258.4,1.0822,3,1
803.19,4.5439,258.4,0.96269,3,1
795.57,4.4622,258.4,0.93525,3,1
768.05,4.5039,258.4,0.9105,3,1
1103.6,4.4797,258.4,0.87061,2,1
1009.6,4.4765,258.4,0.82104,2,1
989.09,4.5212,258.4,0.77609,3,1
1046.1,4.5082,258.4,0.89768,3,1
1041.9,4.5353,258.4,0.65796,3,1
1489.5,4.4472,236.87,0.89367,3,1
630.86,4.7511,236.87,0.72533,3,1
1226.5,4.4647,236.87,0.86116,2,1
1046.3,4.4958,236.87,0.8246,3,1
1151,4.5336,236.87,0.94244,2,1
553.1,4.7952,215.33,0.62577,2,1
411.05,4.8655,387.6,0.33201,4,1
224.1,4.8474,172.27,0.36398,4,0
328.27,4.803,387.6,0.18998,2,0
528.85,4.7333,387.6,0.31539,2,0
382.48,4.7745,516.8,0.25969,3,0
542.65,4.7879,387.6,0.66188,3,0
628.45,4.8759,366.06,0.59594,3,0
474.05,4.7695,323,0.55184,2,0
238.25,4.9628,323,0.65655,3,0
313.32,5.0382,366.06,0.82574,3,0
124.36,5.0445,366.06,0.76502,1,0
248.85,4.8745,323,1.1144,1,0
551.76,5.0123,323,0.57728,1,0
624.01,5.1249,323,0.23432,5,0
283.85,5.1115,344.53,0.27876,4,0
452.33,4.8306,430.66,0.77008,2,0
562.84,4.7454,409.13,0.70785,2,0
221.75,4.9453,172.27,0.36902,2,0
76.644,5.0021,150.73,0.20306,3,0
103.61,4.9232,172.27,0.094628,4,0
0,4.9499,366.06,0.46748,2,0
0,5.1584,1098.2,0.22414,4,0
185.68,4.9885,366.06,0.29672,4,0
329.32,4.8248,193.8,0.28511,3,0
595.68,4.6603,193.8,0.70892,2,0
1509.5,4.332,430.66,1.1277,2,1
828.06,4.7975,538.33,0.41023,2,1
935.12,4.855,602.93,0.76372,3,1
1304.2,4.8903,646,1.135,3,1
1481.5,4.8197,301.46,1.0667,1,1
