@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
759.42,4.8917,0,1
820.54,4.8262,86.133,1
933.11,4.8774,882.86,1
873.56,4.8835,0,1
932.23,4.834,0,1
1061.4,4.782,904.39,1
1159.8,4.8067,86.133,1
1621.2,4.6581,323,1
1340.6,4.7554,344.53,1
1432.4,4.7066,301.46,1
1068.2,4.8279,0,1
1360.5,4.8263,323,1
1748.9,4.7473,323,1
1411.1,4.8375,925.93,1
1340.3,4.8317,925.93,1
1449.8,4.7941,925.93,1
1490.9,4.8287,925.93,1
1543.6,4.7873,925.93,1
1478.3,4.8081,925.93,1
1501.3,4.8464,925.93,1
1631.1,4.7886,925.93,1
1640,4.7474,925.93,1
1945.7,4.7437,0,1
1976.7,4.724,925.93,1
1620.9,4.7721,925.93,1
1733.8,4.7234,925.93,1
1915.7,4.7671,925.93,1
1770.2,4.7449,925.93,1
1793.5,4.7066,925.93,1
1753.1,4.7292,925.93,1
2033.3,4.7062,947.46,1
1979.7,4.75,925.93,1
1892.7,4.7687,925.93,1
1764.7,4.7092,925.93,1
1909.5,4.7466,925.93,1
1962.3,4.7223,925.93,1
1856.9,4.6625,925.93,1
1757.3,4.677,925.93,1
1574.8,4.7175,925.93,1
1833.5,4.6486,925.93,1
1730.1,4.7839,925.93,1
1541.4,4.758,925.93,1
1450.5,4.7002,925.93,1
1504.6,4.7434,925.93,1
1503,4.7194,947.46,1
1699,4.7312,925.93,1
1783.5,4.7473,925.93,1
1801.1,4.7443,947.46,1
2123.1,4.7161,947.46,1
1882.5,4.7896,947.46,1
1755,4.8311,947.46,1
1794,4.8192,947.46,1
2021.2,4.8107,947.46,1
2133.9,4.7776,947.46,1
2037.1,4.7511,947.46,1
2129.5,4.7606,968.99,1
2044.5,4.8169,968.99,1
2107.6,4.8123,968.99,1
2001.9,4.8222,968.99,1
2028.7,4.8477,968.99,1
2022.5,4.769,968.99,1
2209.5,4.7495,968.99,1
2343.1,4.7034,968.99,1
2746.9,4.6141,968.99,1
2702.7,4.6396,968.99,1
2882,4.6031,990.53,1
2798.7,4.5973,990.53,1
2626.3,4.6365,990.53,1
2335.4,4.7551,990.53,1
2025.4,4.8147,1012.1,1
2214,4.8308,1012.1,1
2535.6,4.7032,1012.1,1
2473.8,4.6443,1012.1,1
2367.1,4.7241,1012.1,1
2387.6,4.6529,1012.1,1
2147.6,4.711,1033.6,1
2098.2,4.7512,1033.6,1
2135.2,4.8206,1033.6,1
1974,4.8071,1055.1,1
1872.4,4.8353,1055.1,1
1947,4.7097,1055.1,1
1861,4.6003,1076.7,1
1747,4.665,1076.7,1
1796.3,4.4842,1076.7,1
1776.4,4.4837,1076.7,1
1748.3,4.4743,1076.7,1
1773.7,4.4075,1076.7,1
1909.3,4.4193,1076.7,1
2139.3,4.4641,1076.7,1
2006.3,4.4476,1076.7,1
1788.4,4.4244,1076.7,1
1790.8,4.4185,1076.7,1
1691.8,4.3949,1076.7,1
1700.6,4.4031,1076.7,1
1662.5,4.4135,1055.1,1
1604.8,4.5289,1055.1,1
1770.3,4.5985,1055.1,1
1803.4,4.6673,1033.6,1
1794.1,4.6522,1033.6,1
1530.8,4.7316,1012.1,1
1813.5,4.6316,1033.6,1
1405.3,4.6418,1012.1,1
1344.1,4.627,1012.1,1
1490.6,4.6094,1012.1,1
1202.2,4.6132,990.53,1
1042.1,4.6107,990.53,1
918.15,4.7368,990.53,1
973.01,4.5285,990.53,1
818.49,4.5317,990.53,1
795.29,4.5701,990.53,1
645.32,4.6679,990.53,1
813.1,4.4768,990.53,1
908.57,4.4673,990.53,1
927.15,4.4277,990.53,1
830.4,4.5357,968.99,1
675.04,4.6661,968.99,1
732.63,4.722,968.99,1
554.37,4.7354,968.99,1
613.66,4.8146,968.99,1
526.69,4.7775,968.99,1
396.31,4.7338,968.99,1
417.92,4.7743,968.99,1
348.17,4.7915,947.46,1
411,4.7902,947.46,1
295.95,4.8347,86.133,1
328.11,4.7365,968.99,1
296.31,4.6381,968.99,1
340.23,4.5808,968.99,1
455.28,4.4894,968.99,1
484.09,4.4908,990.53,1
297.78,4.6597,1012.1,1
286.87,4.7217,0,1
331.9,4.6239,0,1
250.1,4.7456,0,1
55.769,5.1094,0,1
2.1305,5.1622,0,1
32.253,5.0149,107.67,1
0,5.0751,0,1
53.079,4.9823,0,1
47.795,4.9503,0,1
0,5.1086,0,1
53.614,4.9757,0,1
129.48,4.7317,0,1
71.287,4.9263,0,1
0,5.0655,86.133,1
0,5.1309,86.133,1
31.252,4.9698,21.533,1
89.876,4.822,0,1
38.972,4.9335,0,1
73.729,4.874,0,1
127.45,4.7905,64.6,1
49.368,4.9112,0,1
156,5.0197,0,1
586.26,5.0063,689.06,1
797.01,4.7947,667.53,1
728.09,4.8007,646,1
964.24,4.8357,624.46,1
1016.8,4.6887,0,1
883.84,4.686,0,1
583.27,4.9085,538.33,1
538.75,4.8578,0,1
363.23,4.8414,0,1
451.48,4.722,0,1
126.31,5.0493,0,1
91.409,5.061,0,1
140.24,4.9501,64.6,1
101.21,4.9231,86.133,1
277.08,4.6615,0,1
245.96,4.7112,0,0
310.79,4.5638,0,0
318.39,4.5912,86.133,0
330.06,4.5653,86.133,0
306.89,4.6758,129.2,0
285.96,4.6643,86.133,0
218.54,4.7904,107.67,0
118.37,4.91,107.67,0
325.2,4.6157,86.133,0
117.39,4.8642,107.67,0
75.776,4.9445,86.133,0
61.895,4.9985,0,0
117.14,4.7496,107.67,0
28.527,5.0339,107.67,0
83.93,4.8384,86.133,0
128.53,4.8065,107.67,0
48.946,4.983,86.133,0
50.144,4.9363,0,0
56.727,4.9173,0,0
110.69,4.8742,86.133,0
108.34,4.8098,107.67,0
99.02,4.7817,86.133,0
118.6,4.8597,107.67,0
178.22,4.9338,86.133,0
266.19,4.8885,86.133,1
311.26,4.9274,0,1
329.72,5.0934,107.67,1
298.33,4.9949,5168,1
388.3,5.0069,0,1
683.98,4.7986,86.133,1
757.96,5.0071,1808.8,1
887.34,4.9289,1787.3,1
1017.3,4.6951,1808.8,1
1298.9,4.5349,1851.9,1
1444.1,4.4627,1873.4,1
1480.4,4.4203,1894.9,1
1748,4.3495,1894.9,1
2057,4.5076,1938,1
1907.7,4.5489,1959.5,1
1529.2,4.8318,2002.6,1
1425.9,4.8203,2024.1,1
1720,4.6932,2024.1,1
1502.3,4.6915,2045.7,1
1499.6,4.591,2045.7,1
1514.6,4.5818,2067.2,1
1618.7,4.541,2088.7,1
1283.5,4.5684,2088.7,1
1371.3,4.6051,2088.7,1
1340.8,4.6661,6287.7,1
1470.3,4.6364,6287.7,1
1666.2,4.6123,6287.7,1
1554.6,4.6265,6287.7,1
1537.1,4.6767,6266.2,1
1296.7,4.6782,6266.2,1
1635.9,4.6849,2088.7,1
1987,4.4699,2067.2,1
1918.2,4.5852,2067.2,1
2026,4.6532,2067.2,1
1961.6,4.3957,2067.2,1
2102.3,4.5595,2024.1,1
1825.8,4.5361,2024.1,1
2039.9,4.6016,2002.6,1
2012,4.5861,2024.1,1
2032.4,4.4321,2024.1,1
1799.5,4.425,2024.1,1
1724.1,4.4412,2045.7,1
1805.4,4.557,2045.7,1
1672,4.4963,2067.2,1
2101.7,4.5234,2067.2,1
1900.9,4.5118,2045.7,1
1607.6,4.755,2024.1,1
1777.6,4.6045,2024.1,1
1361.9,4.7508,2045.7,1
1142.1,4.7483,2045.7,1
1167.3,4.8826,2045.7,1
952.53,4.9956,0,1
934.6,4.8575,2024.1,1
1514.1,4.6998,1981.1,1
2146,5.0031,1894.9,1
1330,5.2981,0,1
394.22,5.4523,0,1
159.23,5.4279,86.133,1
122.54,5.3679,0,1
174.36,5.3341,0,1
1183.4,5.0893,0,1
1943.1,5.2196,0,1
3057.1,5.1565,0,1
2770.9,4.9583,0,1
2435.1,4.9131,1162.8,1
2671.1,4.7663,1141.3,1
2373.1,4.7952,1098.2,1
2301.6,4.8469,0,1
1794.6,4.9284,0,1
1542.3,4.9153,43.066,1
1329.2,4.8728,0,1
1051.1,4.9056,0,1
943.78,4.7986,21.533,1
1039.4,4.8231,0,1
1078.1,4.7492,0,1
1133.6,4.6637,21.533,1
1176.2,4.6662,0,1
1141,4.7816,0,1
971.92,4.7427,21.533,1
1097.7,4.7443,0,1
918.38,4.6998,21.533,1
975.28,4.7401,1076.7,1
1077.2,4.7459,0,1
1019.7,4.7066,43.066,1
860.54,4.7065,0,1
1052,4.8314,0,1
1156.6,4.8328,0,1
1124.2,4.6944,1055.1,1
1086.6,4.6896,0,1
999.16,4.7176,0,1
1052.8,4.6876,1055.1,1
1017.1,4.7713,0,1
896.33,4.7953,0,1
870.37,4.8563,2627.1,1
1016.5,4.7133,0,1
1133.6,4.6086,0,1
1172.1,4.7093,1033.6,1
1071.3,4.8237,1033.6,1
989.87,4.8288,2584,1
989.6,4.77,1033.6,1
1025.7,4.8314,1012.1,1
1020.9,4.8644,0,1
1028.3,4.8451,1012.1,1
828.34,4.8688,1012.1,1
811.19,4.8625,1012.1,1
862.67,4.778,1012.1,1
1024.3,4.7208,1012.1,1
983.63,4.7711,0,1
986.21,4.7497,1012.1,1
1071.2,4.7266,1012.1,1
1027.5,4.7638,1012.1,1
725.13,4.8366,86.133,1
810.48,4.8242,990.53,1
829.55,4.7421,990.53,1
946.68,4.7655,990.53,1
872.84,4.7879,990.53,1
804.61,4.7843,968.99,1
668.05,4.8129,86.133,1
252.33,5.1444,0,1
264.22,5.138,0,1
477.55,4.8602,0,1
421.38,4.9956,0,1
384.12,5.0142,86.133,1
390.98,4.9842,21.533,1
377.55,5.0024,0,1
164.62,5.148,0,1
261.02,5.1083,107.67,1
377.52,5.0502,0,1
307.09,5.0729,0,1
284.53,5.0152,107.67,1
431.16,4.9023,64.6,1
299.68,4.8579,0,1
171.09,5.1176,86.133,1
81.154,5.1107,86.133,1
140.74,5.0422,0,1
158.18,5.0348,0,1
180.94,4.9734,107.67,1
217.28,4.9392,107.67,1
97.138,5.0047,86.133,1
95.483,5.0525,129.2,0
191.6,4.9163,0,0
216.88,4.8985,86.133,0
273.08,4.8443,21.533,0
154.33,4.9937,0,0
115.65,5.042,0,0
192.32,4.9338,0,0
311.41,4.7315,0,0
150.79,4.957,43.066,0
170.76,4.892,86.133,0
224.35,4.8153,0,0
177.05,4.9052,0,0
172.17,5.0023,0,0
182.5,4.8536,129.2,0
202.22,4.8712,86.133,1
153.38,5.0001,0,1
206.53,4.8549,0,1
254.19,4.9301,86.133,1
271.71,4.7835,43.066,1
263.2,4.8961,86.133,1
289.18,4.8128,495.26,1
281.08,4.8004,107.67,1
193.04,4.9764,86.133,1
195.53,4.9526,86.133,1
190.83,4.9574,107.67,1
187.33,4.8686,86.133,1
191.44,4.868,107.67,1
215.65,4.9183,86.133,1
133.72,4.9949,0,1
149.72,4.9933,0,1
167.07,4.9308,86.133,1
197.28,4.9691,107.67,1
131.85,4.9791,86.133,1
221.41,4.7923,86.133,1
193.65,4.8844,0,1
157.11,4.9036,86.133,1
133.12,4.9417,0,1
110.53,5.0472,64.6,1
145.08,5.0276,0,1
235.98,4.9194,0,1
220.24,4.9075,107.67,1
222.26,4.95,107.67,1
131.46,4.9777,107.67,1
168.4,4.9315,0,1
335.47,4.7116,258.4,1
93.403,5.0387,0,1
188.2,4.8001,0,1
193.82,4.7607,0,1
317.79,4.725,0,1
156.89,4.9653,86.133,1
188.09,4.8496,107.67,1
102.46,4.9461,86.133,1
134.31,4.9668,43.066,1
124.43,4.9478,86.133,1
41.472,5.0601,0,1
55.425,5.1707,0,1
92.178,5.3021,0,1
120.03,5.5382,0,1
607.94,5.497,107.67,1
1776.6,5.4086,818.26,1
2623.3,5.3927,818.26,1
2487.4,5.3176,796.73,1
1954.4,5.34,753.66,1
2867.4,5.2221,732.13,1
2677.3,5.0077,710.6,1
1825.6,5.1411,646,1
1355.3,5.3147,581.4,1
1050,5.1985,538.33,1
590.96,5.1539,107.67,1
263.03,5.2648,86.133,1
266.8,5.1826,107.67,1
194.54,5.1601,107.67,1
57.601,5.2863,86.133,1
36.535,5.2437,43.066,1
59.061,5.1328,86.133,0
57.045,5.1557,107.67,0
37.37,5.2357,107.67,0
58.087,5.1066,86.133,0
53.334,5.0954,129.2,0
131.08,5.0657,64.6,0
36.047,5.1739,86.133,0
12.996,5.0974,107.67,0
10.161,5.2442,86.133,0
47.994,5.1505,129.2,0
55.211,5.1694,0,0
185.86,4.8952,86.133,0
124.46,5.0082,43.066,0
109.44,4.9925,0,0
0,5.2598,0,0
47.722,5.2147,0,0
49.846,5.1193,86.133,0
63.755,5.096,107.67,0
127.98,5.0713,0,0
151.92,5.0277,0,0
234.92,4.7846,0,0
113.83,4.9182,86.133,0
79.346,5.0677,0,0
125.01,5.0511,0,0
179.47,4.966,0,0
117.88,5.0481,0,0
273,4.7467,0,0
50.015,5.1433,64.6,0
169.9,4.9502,0,1
312.09,5.0241,0,1
256.94,5.2464,0,1
274.66,5.3167,107.67,1
660.39,5.1536,0,1
1223.2,4.7586,1033.6,1
2307.7,4.6083,1033.6,1
3440.1,4.6486,1055.1,1
3891.6,4.5975,1076.7,1
4087,4.6654,1076.7,1
3833.7,4.7576,1098.2,1
3897.2,4.8285,1098.2,1
4452,4.7555,1098.2,1
4097.8,4.7573,1119.7,1
4997.4,4.6947,1119.7,1
5205.1,4.6313,1119.7,1
4568.8,4.6903,1141.3,1
4668.4,4.7777,1141.3,1
4825.2,4.6582,1141.3,1
4873.5,4.7128,1141.3,1
5222.8,4.6547,1141.3,1
4814.1,4.6837,1141.3,1
4602.7,4.6358,1141.3,1
4646.4,4.5944,1141.3,1
4711.7,4.6339,1141.3,1
5149.2,4.6343,1141.3,1
4876,4.5373,1141.3,1
4543.7,4.5665,1141.3,1
4537.5,4.5959,1141.3,1
4892,4.601,1162.8,1
5153.6,4.5088,1162.8,1
5213.3,4.5117,1162.8,1
5534,4.4651,1162.8,1
5349.1,4.5539,1162.8,1
5589,4.4491,1162.8,1
5868.8,4.4218,1162.8,1
5398.2,4.4925,1162.8,1
5036.5,4.505,1184.3,1
5173.7,4.6221,1184.3,1
4570,4.697,1205.9,1
5361.5,4.6719,1205.9,1
5469.3,4.7926,1227.4,1
4872.7,4.8445,1248.9,1
5094.5,4.8448,1248.9,1
4561.1,4.7731,1270.5,1
4182.1,4.7455,1270.5,1
3708.5,4.7664,1270.5,1
3580.7,4.8698,1292,1
2948.9,5.0137,1313.5,1
3702.4,4.7623,1313.5,1
2940.4,4.8086,1335.1,1
3028.9,4.8616,1313.5,1
3143.3,5.0356,1292,1
2304.4,5.1331,1270.5,1
1945.5,5.3072,1184.3,1
695.59,5.2655,0,1
422.3,5.2202,86.133,1
891.11,5.232,646,1
2116.6,5.1014,1012.1,1
2840.2,5.1016,1033.6,1
2371.7,5.1664,1141.3,1
3238.3,4.8833,1098.2,1
3267,4.5679,1098.2,1
2675.8,4.472,1076.7,1
2079.3,4.809,1055.1,1
2200.9,4.8649,1012.1,1
2093.4,4.7236,990.53,1
2031.9,4.6169,990.53,1
1752.9,4.7014,990.53,1
1781.2,4.8009,990.53,1
1736.1,4.6705,990.53,1
1831.7,4.6051,990.53,1
1703,4.6258,990.53,1
1430.5,4.6449,990.53,1
1418.6,4.706,990.53,1
1304.9,4.5979,990.53,1
1308.1,4.6411,1012.1,1
1516.4,4.6183,1012.1,1
1701.4,4.5306,1012.1,1
1770.1,4.5165,1012.1,1
1571.8,4.6079,1012.1,1
1562.2,4.5899,1012.1,1
1573.9,4.5028,1012.1,1
1716.3,4.4876,1012.1,1
1457.1,4.5126,1012.1,1
1540.7,4.5006,1012.1,1
1423.9,4.5792,1012.1,1
1492.1,4.5586,1012.1,1
1364.9,4.5411,1012.1,1
1446.1,4.539,1012.1,1
1482.2,4.5796,1012.1,1
1572.8,4.549,1012.1,1
1463.9,4.6037,1012.1,1
1267.5,4.647,990.53,1
988.88,4.766,990.53,1
1201.7,4.6932,990.53,1
1199.9,4.7712,990.53,1
1009,4.7236,968.99,1
1035.8,4.6824,968.99,1
874.64,4.8351,86.133,1
501.61,4.9565,86.133,1
354.46,5.0249,0,1
385.97,4.9766,86.133,1
390.48,4.8448,86.133,1
287.79,4.9208,129.2,1
219.93,4.9463,86.133,1
121.84,5.1204,107.67,1
158.66,5.0727,86.133,1
357.19,4.8855,86.133,1
297.58,4.9041,0,1
308.26,4.9066,0,1
218.88,4.972,0,1
111.82,5.1237,86.133,1
85.407,5.129,86.133,1
43.169,5.1514,43.066,1
222.05,4.7958,107.67,1
255.65,4.8131,366.06,1
258.26,4.7894,86.133,1
181.82,4.8982,0,1
163.75,4.8749,0,1
129.94,4.9584,86.133,1
150.73,4.8565,86.133,1
234.52,4.7918,129.2,1
214.48,4.8833,0,1
115.96,4.9451,107.67,1
169.89,4.9315,107.67,1
223.11,4.806,86.133,1
203.42,4.7368,129.2,1
184.95,4.7893,86.133,1
141.49,4.8764,86.133,1
217.43,4.8143,43.066,1
141.44,4.8821,86.133,1
237.63,4.7146,107.67,1
251.64,4.6244,86.133,1
172.64,4.8152,107.67,1
173.76,4.7253,129.2,1
188.31,4.7289,0,1
229.99,4.7386,86.133,1
309.65,4.72,775.2,1
366.62,4.5839,0,1
316.41,4.5831,0,1
173.36,4.8668,0,1
104.2,4.8546,0,1
143.87,4.8255,0,1
39.364,4.947,86.133,1
111.16,4.833,86.133,1
49.406,4.9813,107.67,1
93.541,4.8604,86.133,1
111.67,4.9384,129.2,1
42.073,4.9824,86.133,1
184.09,4.7685,86.133,1
112.34,4.8561,107.67,1
59.238,4.9992,86.133,1
55.294,4.9747,107.67,1
135.2,5.0749,107.67,1
36.096,5.2384,86.133,1
63.554,5.309,129.2,1
238.01,5.2884,86.133,1
826.58,4.9939,775.2,1
1056.6,4.832,753.66,1
1298.2,4.8615,732.13,1
1099.5,4.8587,710.6,1
701.33,4.7015,689.06,1
708.93,4.8148,646,1
656.51,4.8456,602.93,1
440.73,4.9381,0,1
447.56,4.836,473.73,1
254.9,4.914,0,1
290.34,4.8042,0,1
131.75,4.9025,21.533,1
303.13,4.697,344.53,1
136.26,4.9719,0,1
132.58,4.86,0,1
130.96,4.8818,107.67,0
187.74,4.7339,86.133,0
171.4,4.8741,129.2,0
117.64,4.846,86.133,0
172.67,4.7597,129.2,0
0,4.6979,0,0
0,4.9205,0,0
20.827,4.9019,861.33,0
0,5.015,21.533,0
0,5.0204,0,1
282.27,5.129,689.06,1
820.09,5.0677,968.99,1
1036.7,4.8387,1055.1,1
1256.6,4.7637,1076.7,1
1159.3,4.8637,301.46,1
1496.3,4.6264,323,1
1697.4,4.7963,301.46,1
1838.7,4.663,323,1
2690.1,4.57,323,1
2597.3,4.7612,1033.6,1
2715,4.7643,1012.1,1
2965.8,4.6894,1012.1,1
2862.8,4.6743,1033.6,1
3635.4,4.4812,516.8,1
3317.2,4.4932,516.8,1
2589.2,4.4621,516.8,1
1995.1,4.5867,516.8,1
914.59,4.8775,495.26,1
534.59,5.0994,1658.1,1
924.27,4.8921,1098.2,1
1435.4,4.6713,1119.7,1
1808,4.6542,1701.1,1
2444.9,4.4047,1722.7,1
3291.7,4.3734,1744.2,1
3443.3,4.4021,1744.2,1
4087.6,4.4821,1722.7,1
3910.9,4.8657,1744.2,1
4694,4.8081,1658.1,1
3580.1,4.8426,1636.5,1
3762.6,4.7618,1615,1
2998.9,4.8225,1615,1
3495.7,4.7232,1615,1
3722.8,4.6817,1636.5,1
3700.6,4.7275,1615,1
3791.6,4.7408,1615,1
3155.1,4.7245,1636.5,1
2868.8,4.6987,1636.5,1
2866.8,4.7559,1615,1
3177.5,4.6986,1076.7,1
3211.8,4.8825,1076.7,1
2166.4,4.8523,2713.2,1
2560.4,4.7232,1076.7,1
2784.2,4.6255,2713.2,1
2428.9,4.7136,2734.7,1
2611.2,4.8112,1076.7,1
3292.4,4.8148,2196.4,1
2215.7,4.8704,1636.5,1
2003.4,4.7364,2713.2,1
2189.4,4.7618,2713.2,1
2239.6,4.7403,2691.7,1
2395.4,4.9754,1076.7,1
3037.4,4.901,1055.1,1
2602.8,4.9667,1033.6,1
2996.9,4.7686,1055.1,1
3240.1,4.8921,1033.6,1
1736.2,5.1184,1012.1,1
1834.5,4.97,990.53,1
1763.3,4.8974,968.99,1
1004,5.1577,387.6,1
968.28,4.9665,387.6,1
634,5.0344,387.6,1
655.23,4.9023,387.6,1
1327.3,4.6491,495.26,1
1653.8,4.3141,495.26,1
2412.2,4.1396,495.26,0
2465.6,4.1819,516.8,0
2645.5,4.1133,516.8,0
2868.7,4.0447,516.8,0
2908.6,4.1302,495.26,0
3027.6,4.1489,495.26,0
1827.3,4.4552,495.26,0
1957.9,4.376,473.73,0
2414.4,4.2593,473.73,0
1401.3,4.4664,193.8,0
1879.9,4.2311,387.6,0
1934.2,4.3854,366.06,0
1489.9,4.2431,473.73,0
710.89,4.522,452.2,0
553.28,4.7063,452.2,1
960.8,4.855,495.26,1
679.78,5.057,387.6,1
796.35,5.0071,344.53,1
1237.5,4.9479,1162.8,1
1287.2,4.8684,1184.3,1
1254.4,4.8805,1184.3,1
1604.5,4.6545,1162.8,1
1265,4.7527,1162.8,1
1525.3,4.8034,473.73,1
1940.2,4.8687,538.33,1
2605.4,4.799,1722.7,1
3394.7,4.6118,1722.7,1
3702.7,4.6458,1744.2,1
4119.1,4.6778,2347.1,1
4967.2,4.6702,2347.1,1
6114.9,4.6653,2325.6,1
6144.2,4.6742,2885.4,1
6762.6,4.8998,2863.9,1
6198.4,5.0888,2239.5,1
6182.5,5.0072,2217.9,1
6913,4.9639,2734.7,1
6193.5,5.0881,2756.2,1
5751.4,5.0563,2777.8,1
6112.1,4.92,2217.9,1
6511.1,4.8976,2217.9,1
6677.5,4.9249,2217.9,1
5659.3,4.8941,2217.9,1
6384.7,4.7534,2820.8,1
6429.7,4.6789,2863.9,1
6546.1,4.6944,2863.9,1
6226.7,4.7994,2863.9,1
5569.5,4.573,2842.4,1
5928.1,4.5952,2863.9,1
5429.6,4.6944,2820.8,1
5172.6,4.6664,2820.8,1
5679.2,4.5751,2842.4,1
5332.8,4.7305,2863.9,1
5503.3,4.7652,2282.5,1
5194.3,4.6726,2261,1
4765.8,4.5217,2820.8,1
4956.9,4.5887,2820.8,1
4940.9,4.604,2863.9,1
4303.3,4.6295,2282.5,1
4304.5,4.5713,2282.5,1
3178.9,4.6255,2282.5,1
3086.8,4.7231,2842.4,1
3972.7,4.6821,2820.8,1
4011.5,4.6785,2799.3,1
3458.2,4.7294,2777.8,1
3691.1,4.7094,2777.8,1
4183.2,4.9676,2734.7,1
3433.1,5.2612,2627.1,1
3000,5.2583,2562.5,1
3132,5.2647,3014.6,1
3007.9,5.3218,2950,1
2292.4,5.4688,4758.8,1
2206.9,5.3978,3230,1
2082.8,5.327,3208.4,1
1713.8,5.3361,3186.9,1
1049.3,5.415,3122.3,1
876.11,5.3605,3122.3,1
1107.9,5.2713,3122.3,1
786.81,5.3049,3100.8,1
742.51,5.3091,3100.8,1
750.38,5.2865,3143.8,1
823.03,5.108,3143.8,1
496.84,5.2016,3122.3,1
703.93,5.1497,3100.8,1
734.4,5.0094,3143.8,1
543.96,5.0806,3143.8,1
507.35,5.0126,3143.8,1
656.58,5.0918,3186.9,1
845.22,5.0866,3208.4,1
849.69,5.1095,430.66,1
957.68,5.0698,2777.8,1
686.97,5.1256,172.27,1
714.92,5.1273,193.8,1
950.68,5.0462,366.06,1
985.33,5.1007,172.27,1
1497.8,5.0479,452.2,1
1559.1,5.0592,2885.4,1
1305.2,5.1265,4285.1,1
1045.8,4.9883,452.2,1
963.44,5.0416,366.06,1
3128.6,5.0392,1076.7,1
5014.6,5.0157,947.46,1
3847.8,5.069,473.73,1
7935.4,4.9448,430.66,1
7373.7,5.0048,236.87,1
7030.6,4.8685,387.6,1
6607.7,4.8693,236.87,1
5441.8,4.8482,236.87,1
5429.7,4.8146,279.93,1
4276.3,4.9063,258.4,1
4003.3,4.8591,409.13,1
3802.6,4.7698,409.13,1
3173.3,5.1801,86.133,1
3400.5,5.2446,86.133,1
2040,5.1962,64.6,1
2256.6,5.0053,64.6,1
2174.3,4.9382,86.133,1
1351.7,5.2532,64.6,1
1793.6,5.122,258.4,1
1620,5.1237,86.133,1
1860.3,5.1225,86.133,1
2224,5.3535,86.133,1
3800.3,5.4677,323,1
2760.7,5.2818,344.53,1
2201.1,5.322,323,1
2575.5,5.1709,323,1
2264.8,5.1305,323,1
1490.1,5.3038,344.53,1
864.74,5.4341,2713.2,1
1186.6,5.2739,258.4,1
666.81,5.3112,86.133,1
739.49,5.315,236.87,1
729.32,5.2576,236.87,1
551.17,5.3243,344.53,1
448.69,5.4418,3079.2,1
404.83,5.4028,236.87,1
506.66,5.3556,258.4,1
322.09,5.3395,258.4,1
392.42,5.3206,3100.8,1
258.69,5.3874,3079.2,1
270.02,5.3222,3100.8,1
273.74,5.2965,3122.3,1
93.246,5.3155,3122.3,1
256.84,5.3353,3122.3,1
429.43,5.4269,3208.4,1
349.89,5.275,3230,1
493.75,5.2738,2799.3,1
475.55,5.1516,2820.8,1
448.72,5.1602,2820.8,1
354.9,5.3118,2777.8,1
310.11,5.2416,2756.2,1
370.34,5.3451,2777.8,1
476.23,5.1966,2777.8,1
495.6,5.2351,2777.8,1
397.72,5.2149,2756.2,1
540.32,5.2256,2777.8,1
665.33,5.1876,2842.4,1
614.22,5.1288,2842.4,1
673.43,5.1499,2799.3,1
673.35,5.1035,2799.3,1
722.01,5.0392,2799.3,1
751.74,5.0735,2799.3,1
635.39,5.1054,2799.3,1
857.43,5.0833,2820.8,1
1239,5.1869,2885.4,1
1209.3,5.0867,2907,1
1073.5,5.2053,2950,1
1449.7,5.135,2971.6,1
1327.3,5.2845,2993.1,1
1356.5,5.2054,3057.7,1
1241.3,5.1938,3100.8,1
1369,5.0567,3100.8,1
1317.2,5.109,2562.5,1
1422.2,5.2429,2562.5,1
1694.9,5.1132,3100.8,1
1732.7,5.0201,4672.7,1
1411.2,5.0882,3036.2,1
1404.2,5.1283,2519.4,1
1890.4,5.1628,4672.7,1
2286.7,5.0891,4715.8,1
2087.7,5.1601,4694.2,1
1624.3,5.0656,2519.4,1
1727,4.9944,2497.9,1
1819.7,5.0113,2519.4,1
2024.6,5.1186,2497.9,1
1815.8,5.3121,2519.4,1
1612.3,5.2426,2842.4,1
1604.1,5.3771,2411.7,1
1786.9,5.3093,2433.3,1
1190.1,5.3687,2863.9,1
1702.9,5.3331,2820.8,1
1462.7,5.2701,2820.8,1
2191.4,5.1902,2433.3,1
2331.5,4.9953,2497.9,1
2653.6,4.9783,2497.9,1
3400.6,4.7885,430.66,1
3222.5,4.7482,430.66,1
2778.6,5.0467,430.66,1
1268.6,5.115,107.67,1
940.4,4.9604,409.13,1
896.03,4.9799,430.66,1
869.28,5.2595,258.4,1
705.8,5.0345,323,1
567.41,5.0475,452.2,1
267.57,5.0793,387.6,1
592.71,4.8237,366.06,1
611.95,5.0199,387.6,1
991.53,5.105,366.06,1
704.74,4.9901,387.6,0
298.79,5.1124,387.6,0
372.75,5.0128,387.6,0
587.1,4.9204,602.93,0
683.56,4.9316,387.6,0
413.56,5.0405,172.27,0
843.04,4.9672,366.06,0
1042.8,4.9949,366.06,0
727.01,4.9976,968.99,0
359.27,5.1343,947.46,0
832.64,5.1169,344.53,0
822.98,4.9506,344.53,0
374.66,5.1108,323,0
360.53,5.0651,624.46,0
239.39,5.1083,129.2,0
95.854,5.1675,301.46,0
0,5.2658,452.2,0
112.22,5.1679,301.46,0
215.87,5.1729,667.53,0
