@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3-4-weka.filters.unsupervised.attribute.Remove-R3'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute mostDominantFrequency numeric
@attribute class {0,1}

@data
313.27,624.46,1
290.12,602.93,1
271.79,602.93,1
286.14,602.93,1
329.85,581.4,1
477.93,581.4,1
505.47,581.4,1
409.19,581.4,1
378.8,559.86,1
292.89,538.33,1
312.65,538.33,1
75.124,538.33,1
212.71,516.8,1
271.72,1033.6,1
900.69,516.8,1
491.63,516.8,1
443.6,646,1
557.3,624.46,1
599.39,516.8,1
689.62,581.4,1
657.82,193.8,1
869.04,215.33,0
1283.1,387.6,0
1597.7,387.6,0
1271.3,409.13,0
777.69,215.33,0
565.45,215.33,0
403.67,215.33,0
517.47,193.8,0
571.24,193.8,0
360.09,387.6,0
155.27,387.6,0
517.74,387.6,0
467.66,387.6,0
446.38,409.13,0
245.7,495.26,0
245.32,473.73,0
222.35,581.4,0
235.87,409.13,0
216.6,581.4,0
105.54,473.73,0
35.791,452.2,0
50.476,236.87,0
77.552,258.4,0
250.25,689.06,0
177.48,689.06,0
196.66,409.13,0
251.26,581.4,0
87.691,430.66,0
202.23,236.87,0
0,258.4,0
0,21.533,0
25.366,64.6,0
38.905,64.6,0
44.74,43.066,0
18.51,43.066,0
1.9576,43.066,0
0,64.6,0
8.8126,21.533,0
58.794,43.066,0
122.49,64.6,0
234.92,21.533,0
552.38,64.6,1
784.79,689.06,1
829.41,710.6,1
871.41,710.6,1
764.83,689.06,1
708.15,667.53,1
712.47,667.53,1
597.29,646,1
589.66,646,1
550.06,64.6,1
668.47,64.6,1
557.25,646,1
538.44,43.066,1
521.19,646,1
552.48,64.6,1
575.36,21.533,1
641.82,646,1
636.66,624.46,1
560.48,64.6,1
772.72,646,1
750.89,646,1
740.12,624.46,1
745.88,624.46,1
653.14,624.46,1
651.53,624.46,1
632.07,624.46,1
564.29,43.066,1
523.58,21.533,1
549.69,64.6,1
576.6,64.6,1
389.54,21.533,1
479.78,43.066,1
447.68,839.79,1
429.07,43.066,1
386.59,21.533,1
287.79,64.6,1
310.42,64.6,1
382.76,21.533,1
264.08,21.533,1
280.48,64.6,1
168.3,64.6,1
85.346,21.533,1
117.5,43.066,1
343.22,64.6,1
253.46,64.6,1
207.61,21.533,1
102.61,43.066,1
103.92,64.6,1
58.469,43.066,1
20.68,21.533,1
33.705,43.066,1
32.775,64.6,1
79.448,43.066,1
71.048,21.533,1
62.177,43.066,1
104.87,64.6,1
139.22,43.066,1
153.61,21.533,1
88.35,64.6,1
155.28,64.6,1
177.76,43.066,1
157.57,21.533,1
269.55,64.6,1
244.34,64.6,1
201.74,21.533,1
188.31,43.066,1
286.71,43.066,1
238.02,43.066,1
194.77,21.533,1
174.8,64.6,1
230.73,64.6,1
262.17,43.066,1
254.29,21.533,1
256.87,43.066,1
275.26,64.6,1
331.99,43.066,1
386.24,21.533,1
363.59,64.6,1
331.94,64.6,1
353.81,21.533,1
428.21,43.066,1
307.6,64.6,1
409.24,64.6,1
322.54,21.533,1
340.37,64.6,1
320.55,64.6,1
381.94,64.6,1
242.08,21.533,1
326.45,43.066,1
396.63,64.6,1
279.03,43.066,1
281.65,21.533,1
163.5,43.066,1
177.11,64.6,1
189.76,43.066,1
339.51,21.533,1
321.4,64.6,1
340.7,64.6,1
362.19,43.066,1
543.68,21.533,1
594.65,43.066,1
617.2,64.6,1
908.96,21.533,1
1016.4,43.066,1
1029.3,64.6,1
980.53,64.6,1
1154.4,21.533,1
1460.2,43.066,1
1515.8,64.6,1
2783.4,43.066,1
4736.9,21.533,1
5743.7,2605.5,1
5578.5,2584,1
5791.8,2605.5,1
5391.7,21.533,1
4731.4,2648.6,1
5448.5,2627.1,1
5419.3,21.533,1
5531,2648.6,1
5614.8,2648.6,1
5706.2,2648.6,1
5921.5,1507.3,1
5562.7,1507.3,1
5876.8,1507.3,1
5850.7,1485.8,1
5904.4,1485.8,1
6104.1,1485.8,1
6447.8,1464.3,1
6009.1,1464.3,1
6405.9,1464.3,1
5959,1464.3,1
5837.7,1464.3,1
6089.5,1464.3,1
5539.4,1442.7,1
5577,1442.7,1
5445.8,1442.7,1
5387.1,1421.2,1
5364.1,2777.8,1
4857.3,2777.8,1
5698.3,2842.4,1
5261.3,21.533,1
4694.5,2907,1
4476.4,2863.9,1
4181.5,2907,1
3776.5,2799.3,1
4279.1,1571.9,1
4069.9,1528.9,1
3790.2,1528.9,1
4239.8,1528.9,1
3959.7,1507.3,1
3868.3,1528.9,1
3639.7,1485.8,1
2817.1,1485.8,1
3087.9,1464.3,1
2387.3,1442.7,1
2312.4,2842.4,1
2122.3,21.533,1
2177.8,2756.2,1
1711.8,2734.7,1
1629.4,21.533,1
1935.1,21.533,1
1516.2,64.6,1
1520.1,64.6,1
1267.4,21.533,1
1444.3,21.533,1
1256,64.6,1
1219.8,64.6,1
1294.8,21.533,1
1212.7,64.6,1
1217.8,64.6,1
1366.4,21.533,1
1228.9,21.533,1
1278.3,64.6,1
1274.6,64.6,1
1117.3,21.533,1
1146.2,43.066,1
890.04,2885.4,1
984.83,64.6,1
1024,21.533,1
803.17,64.6,1
648.08,64.6,1
574.68,43.066,1
441.51,21.533,1
413.67,43.066,1
390.03,64.6,1
370.71,21.533,1
281.34,21.533,1
346.6,64.6,1
329.26,64.6,1
359.42,21.533,1
434.26,21.533,1
270.73,64.6,1
287.15,43.066,1
385.01,21.533,1
440.15,43.066,1
279.81,64.6,1
260.51,43.066,1
293.22,43.066,1
273.4,43.066,1
280.8,64.6,1
341.26,21.533,1
338.35,43.066,1
232.89,64.6,1
181.61,43.066,1
255.95,21.533,1
193.22,21.533,1
192.27,64.6,1
214.05,64.6,1
194.81,43.066,1
145.37,21.533,1
107.53,64.6,1
179.13,43.066,1
89.353,43.066,1
196.44,21.533,1
85.666,64.6,1
199.84,43.066,1
174.08,21.533,1
22.273,43.066,1
53.448,64.6,1
47.374,43.066,1
91.067,21.533,1
117.68,43.066,1
37.727,64.6,1
56.956,43.066,1
77.814,21.533,1
62.419,64.6,1
62.009,43.066,1
18.151,43.066,1
61.175,21.533,1
55.876,64.6,1
64.559,43.066,1
69.396,21.533,1
40.765,64.6,1
114.74,43.066,1
182.03,43.066,1
136.88,21.533,1
227.8,64.6,1
242.84,64.6,1
205.61,21.533,1
63.76,21.533,1
54.141,43.066,1
97.731,64.6,1
159.15,21.533,1
86.625,21.533,1
84.075,64.6,1
103.31,64.6,1
164.24,21.533,1
250.44,43.066,1
397.48,64.6,1
187.67,64.6,0
186.17,21.533,0
291.98,21.533,0
245.8,64.6,0
222.69,43.066,0
177.59,21.533,0
246.04,43.066,0
119.17,64.6,0
46.536,43.066,0
0,21.533,0
16.92,21.533,0
0,64.6,0
10.103,21.533,0
2.9914,43.066,0
41.293,43.066,0
0,21.533,0
15.794,86.133,0
76.09,21.533,0
14.402,86.133,0
38.013,64.6,0
0,21.533,0
124.18,43.066,0
12.518,172.27,0
62.075,64.6,0
12.515,21.533,0
20.937,64.6,0
11.242,64.6,0
63.064,21.533,0
13.415,43.066,0
50.714,21.533,0
13.079,64.6,0
387.42,21.533,0
209.06,64.6,1
305.39,64.6,1
368.2,43.066,1
436.38,43.066,1
495.84,21.533,1
484.16,64.6,1
607.31,64.6,1
544.79,21.533,1
555.47,64.6,1
618.4,64.6,1
615.16,64.6,1
657.46,21.533,1
536.62,43.066,1
717.74,64.6,1
568.32,43.066,1
607.36,21.533,1
551.09,64.6,1
626.62,64.6,1
783.94,21.533,1
546.83,21.533,1
492.37,64.6,1
629.96,64.6,1
794.01,21.533,1
1286.5,64.6,1
2430.1,43.066,1
2517.1,64.6,1
3078.2,64.6,1
3605.3,21.533,1
3980.2,2562.5,1
3902.3,2562.5,1
4941.4,21.533,1
4554.9,43.066,1
5041.2,2584,1
4001.2,2820.8,1
3387.8,43.066,1
4163.4,64.6,1
4864.9,64.6,1
5170.6,1571.9,1
4981.6,21.533,1
4083.1,64.6,1
5398.7,2863.9,1
6267.3,43.066,1
5573.8,1485.8,1
5854.9,1485.8,1
6423.7,3079.2,1
6043,1507.3,1
6353.8,1507.3,1
7213.7,3079.2,1
6352,3057.7,1
7312.4,3036.2,1
7508.7,1550.4,1
6453.8,1550.4,1
5858.2,1550.4,1
5983.7,3036.2,1
5377.9,1507.3,1
5776.3,1550.4,1
5902.5,1507.3,1
5656.6,1485.8,1
4704.4,1464.3,1
4853.7,1421.2,1
4657.2,43.066,1
4442.4,21.533,1
4728,1744.2,1
4693.1,1722.7,1
4313.1,21.533,1
4178.3,3122.3,1
3814.3,3036.2,1
4145.8,3014.6,1
4426.6,3014.6,1
3992.8,43.066,1
3640.3,2907,1
4518.2,1593.5,1
3392.3,21.533,1
4201,2907,1
3271.1,1550.4,1
3131.1,1550.4,1
3356.8,21.533,1
3030,64.6,1
3121.4,64.6,1
2722.2,1507.3,1
3015.2,43.066,1
2964.1,1485.8,1
2864.1,1464.3,1
2825.5,1464.3,1
2922.9,1442.7,1
2835.6,1442.7,1
2935,1442.7,1
2744.3,1442.7,1
3136.8,1464.3,1
3308.8,1464.3,1
3342,1464.3,1
3351.6,1485.8,1
2714.6,1464.3,1
3211.6,1442.7,1
2321,1399.7,1
1984.1,21.533,1
1865.4,1378.1,1
1550.1,2993.1,1
1772.3,64.6,1
1724.9,21.533,1
1799.7,64.6,1
1496.7,64.6,1
1491,21.533,1
1633.7,21.533,1
1221.5,64.6,1
1081.6,64.6,1
944.11,21.533,1
796.57,21.533,1
721.13,64.6,1
633.91,43.066,1
515.13,43.066,1
449.66,43.066,1
528.31,64.6,1
536.95,43.066,1
483.22,21.533,1
437.66,43.066,1
309.3,64.6,1
170.8,21.533,1
146.76,64.6,1
128.03,64.6,1
92.323,64.6,1
105.19,21.533,1
26.693,21.533,1
36.94,64.6,1
24.01,64.6,1
26.882,21.533,1
191.09,43.066,1
75.261,64.6,1
28.461,64.6,1
110.88,21.533,1
178.58,43.066,1
138.97,64.6,1
194.97,43.066,1
194.17,64.6,1
188.62,21.533,1
262.35,43.066,1
321.91,43.066,1
357.46,21.533,1
373.93,43.066,1
453.69,64.6,1
564.64,64.6,1
647.08,21.533,1
583.46,64.6,1
610.93,64.6,1
560.24,21.533,1
625.27,43.066,1
719.14,43.066,1
644.82,21.533,1
592.82,904.39,1
489.66,21.533,1
463.01,64.6,1
432.94,21.533,1
523.6,64.6,1
509.12,21.533,1
394.35,64.6,1
354,129.2,1
433.31,21.533,1
478.55,64.6,1
497.56,64.6,1
449.02,21.533,1
577.15,193.8,1
544.48,43.066,1
455.2,64.6,1
439.14,21.533,1
471.86,21.533,1
415.31,64.6,1
329.38,43.066,1
301.81,21.533,1
308.75,43.066,1
191.65,64.6,1
250.98,64.6,1
307.79,21.533,1
174.72,43.066,0
62.303,64.6,0
41.373,21.533,0
15.199,43.066,0
21.49,64.6,0
43.611,64.6,0
5.4936,64.6,0
56.91,21.533,0
2.84,43.066,0
24.447,64.6,0
4.1261,21.533,0
37.665,21.533,0
93.485,64.6,0
37.862,43.066,0
9.2821,43.066,0
51.556,43.066,0
43.575,64.6,0
0,43.066,0
13.581,21.533,0
3.1409,43.066,0
34.865,64.6,0
104.5,21.533,0
18.105,43.066,0
10.792,43.066,0
132.55,64.6,0
9.1608,21.533,0
0,43.066,0
25.055,64.6,0
41.952,64.6,0
25.211,21.533,0
11.456,43.066,0
13.26,43.066,0
43.141,64.6,0
144.7,21.533,0
179.78,43.066,0
238.44,64.6,1
331.61,21.533,1
340.45,21.533,1
391.87,64.6,1
492.25,64.6,1
489.97,43.066,1
422.24,21.533,1
493.94,43.066,1
424.77,64.6,1
535.46,21.533,1
495.66,43.066,1
496.47,64.6,1
445.61,430.66,1
553.84,430.66,1
473.87,21.533,1
518.27,430.66,1
506.74,43.066,1
559.32,21.533,1
625.33,430.66,1
462.37,64.6,1
520.82,21.533,1
396.2,43.066,1
466.64,64.6,1
439.57,409.13,1
576.54,21.533,1
586.88,21.533,1
748.72,64.6,1
544.37,409.13,1
387.15,21.533,1
586.43,43.066,1
621.46,64.6,1
748.17,64.6,1
1047.7,21.533,1
1568.5,64.6,1
2028.8,64.6,1
2514.4,43.066,1
2363.8,21.533,1
3100.7,64.6,1
2623.8,1033.6,1
2928.4,21.533,1
2642.3,21.533,1
2249.4,64.6,1
2840.9,64.6,1
4837.4,21.533,1
4110.3,21.533,1
4725.7,2820.8,1
4452.4,1485.8,1
3817.1,21.533,1
4341,21.533,1
4619.8,64.6,1
5193.6,2885.4,1
4347.4,21.533,1
3764.1,1292,1
3754.8,1421.2,1
3993.6,2885.4,1
3584.3,1421.2,1
4002.3,43.066,1
3373.6,1464.3,1
4135,1421.2,1
3627.8,1248.9,1
3182.4,64.6,1
3618.8,1421.2,1
3607.3,1464.3,1
3716.4,1442.7,1
3919,1421.2,1
3489.6,1399.7,1
2993.4,1399.7,1
3263.8,64.6,1
3895.5,2971.6,1
3538.1,2950,1
3540,2950,1
3668.4,2907,1
3714.7,2885.4,1
3535.6,1442.7,1
3486.2,21.533,1
3313.7,3014.6,1
3248.7,2971.6,1
3233.6,21.533,1
3257.1,2993.1,1
2727.5,2950,1
2230,43.066,1
1813.9,21.533,1
1325.5,2993.1,1
1563.3,64.6,1
2029.8,43.066,1
1433.7,1485.8,1
1748.1,21.533,1
1584,64.6,1
1433,64.6,1
1363.5,21.533,1
1425,1528.9,1
1547.4,64.6,1
1484.4,21.533,1
1806.2,1507.3,1
1414.1,64.6,1
1276.1,1485.8,1
1401.8,21.533,1
2000,1528.9,1
1784.4,43.066,1
1334.6,21.533,1
1395.9,43.066,1
1618.1,43.066,1
2221,1550.4,1
1992,1593.5,1
1717.1,21.533,1
1325.9,64.6,1
1140.1,64.6,1
1678.2,21.533,1
1804.9,43.066,1
1345.8,64.6,1
1540.5,1701.1,1
2064.9,43.066,1
1122.3,21.533,1
1893.7,64.6,1
1371.6,43.066,1
1250,21.533,1
1869.5,43.066,1
2184.7,64.6,1
1011.7,64.6,1
934.06,21.533,1
1434.7,43.066,1
802.03,64.6,1
1421.5,43.066,1
1303.7,21.533,1
1798.5,43.066,1
1019.9,64.6,1
1521.7,21.533,1
758.75,21.533,1
704.65,43.066,1
616.18,64.6,1
530.75,21.533,1
555.98,21.533,1
473.27,64.6,1
282.63,43.066,1
442.45,21.533,1
490.73,43.066,1
621.93,64.6,1
488.97,43.066,1
439.98,21.533,1
412.27,43.066,1
302.2,64.6,1
378.84,21.533,1
217.39,43.066,1
252.54,64.6,1
238.21,64.6,1
141.48,21.533,1
186.16,21.533,1
136.48,64.6,1
86.302,43.066,1
62.683,21.533,1
29.593,21.533,0
94.287,64.6,0
56.546,64.6,0
34.657,21.533,0
39.119,43.066,0
35.396,64.6,0
43.068,43.066,0
55.803,21.533,0
24.541,64.6,0
2.6213,64.6,0
0,21.533,0
51.589,21.533,0
10.498,64.6,0
7.7558,43.066,0
5.1325,21.533,0
23.918,43.066,0
0,64.6,0
26.007,64.6,0
41.612,21.533,0
41.943,21.533,0
39.193,64.6,0
35.917,43.066,0
5.1321,43.066,0
37.967,43.066,0
83.914,193.8,0
0.29973,43.066,0
14.234,21.533,0
30.984,43.066,0
45.384,43.066,0
43.914,21.533,0
3.8616,43.066,0
14.667,64.6,0
16.989,43.066,0
41.424,21.533,0
36.295,21.533,0
35.737,64.6,0
20.781,64.6,0
18.805,21.533,0
16.003,64.6,0
45.66,64.6,0
0.90538,64.6,0
14.378,21.533,0
27.688,64.6,0
1.7156,64.6,0
34.27,43.066,0
62.218,21.533,0
11.725,64.6,0
15.237,64.6,0
60.181,43.066,0
18.013,21.533,0
44.997,64.6,0
9.2985,64.6,0
41.494,21.533,0
31.755,43.066,0
17.287,64.6,0
29.986,64.6,0
3.1603,43.066,0
22.079,21.533,0
48.799,64.6,0
169.66,43.066,0
279.41,21.533,1
433.9,43.066,1
397.54,64.6,1
462.64,43.066,1
390.74,43.066,1
417.54,43.066,1
297.46,64.6,1
381.69,21.533,1
352.94,21.533,1
319.63,43.066,1
420.8,64.6,1
378.37,21.533,1
387.46,43.066,1
439.91,64.6,1
492.06,21.533,1
460.18,21.533,1
615.69,64.6,1
650.87,21.533,1
593.52,775.2,1
642.52,21.533,1
701.99,64.6,1
697.45,796.73,1
738.17,775.2,1
727.43,21.533,1
767.39,64.6,1
830.68,64.6,1
635.16,21.533,1
676.62,409.13,1
688.01,64.6,1
723.15,43.066,1
767.58,796.73,1
695.38,21.533,1
540.61,64.6,1
639.88,43.066,1
963.42,21.533,1
853.65,43.066,1
962.03,43.066,1
1137,64.6,1
1761.1,21.533,1
2617.3,990.53,1
2007,947.46,1
2971.2,21.533,1
4083.8,1808.8,1
4291.6,2239.5,1
4126.3,2627.1,1
3106.9,21.533,1
4324.7,21.533,1
4520.9,64.6,1
4451.6,1227.4,1
3748.3,21.533,1
3080.3,43.066,1
3649.5,2691.7,1
2853.2,64.6,1
3320.3,21.533,1
2748.3,64.6,1
3117.4,1248.9,1
3126.3,1292,1
4053,43.066,1
4710.6,64.6,1
3973.4,2799.3,1
3770,2691.7,1
4329.3,64.6,1
2991.3,64.6,1
3649.1,2670.1,1
2605.8,1270.5,1
2971.8,1227.4,1
2058.7,1055.1,1
2217.5,1055.1,1
1868.9,21.533,1
1935.2,1033.6,1
1899.8,1033.6,1
1598.8,64.6,1
1381.5,21.533,1
1081.8,64.6,1
1223.6,64.6,1
1326.2,1012.1,1
1444.5,1012.1,1
1536.6,990.53,1
1646.5,990.53,1
1401.7,968.99,1
1345.9,968.99,1
1277.1,968.99,1
1409.1,947.46,1
1326.6,968.99,1
861.59,21.533,1
733.06,64.6,1
789.2,43.066,1
859.14,21.533,1
884.4,43.066,1
844.56,64.6,1
763.32,43.066,1
814.02,21.533,1
669.24,43.066,1
522.02,64.6,1
436.47,21.533,1
369.75,21.533,1
363.4,64.6,1
351.83,64.6,1
290.86,21.533,1
341.1,64.6,1
428.21,64.6,1
452.53,64.6,1
357.18,21.533,1
266.36,43.066,1
251.69,64.6,1
146.09,21.533,1
132.04,21.533,1
176.75,64.6,1
100.18,64.6,1
217.63,21.533,1
180.6,21.533,1
35.942,64.6,1
13.284,21.533,1
60.2,43.066,1
84.339,64.6,1
25.752,64.6,1
16.564,43.066,0
83.358,43.066,0
81.574,21.533,0
27.338,64.6,0
18.802,21.533,0
14.268,43.066,0
28.005,43.066,0
29.632,43.066,0
30.482,43.066,0
14.497,21.533,0
7.9269,43.066,0
35.614,64.6,0
27.769,21.533,0
41.285,43.066,0
54.899,64.6,0
7.3514,43.066,0
31.464,21.533,0
5.4065,43.066,0
10.676,64.6,0
23.951,21.533,0
1.3436,43.066,0
27.016,64.6,0
28.627,64.6,0
30.734,21.533,0
12.25,43.066,0
17.008,64.6,0
40.382,64.6,0
28.72,21.533,0
68.186,43.066,0
70.234,21.533,0
0,21.533,0
18.663,21.533,0
38.167,43.066,0
0,21.533,0
14.686,21.533,0
0.072851,21.533,0
92.018,21.533,0
127.28,21.533,0
240.84,43.066,0
144.73,21.533,0
322.05,21.533,0
580.54,21.533,1
808.81,689.06,1
954.5,21.533,1
822.28,21.533,1
1099.2,689.06,1
908.7,21.533,1
905.62,667.53,1
925.11,21.533,1
702.74,21.533,1
613.62,646,1
702.12,21.533,1
746.29,21.533,1
831.77,21.533,1
755.02,646,1
780.95,21.533,1
981.67,21.533,1
957.78,21.533,1
822.21,21.533,1
823.86,43.066,1
1059.9,21.533,1
1125.3,21.533,1
1184.3,21.533,1
952.71,21.533,1
812.04,64.6,1
1014.2,21.533,1
787.24,624.46,1
881.67,21.533,1
844.45,21.533,1
480.29,581.4,1
647.63,861.33,1
934.91,21.533,1
554.19,861.33,1
659.23,21.533,1
780.09,818.26,1
642.23,818.26,1
437.18,818.26,1
761.92,818.26,1
488.62,21.533,1
412.85,21.533,1
464.31,21.533,1
272.98,107.67,1
227.66,21.533,1
409.92,21.533,1
391.27,21.533,1
358.85,21.533,1
378.75,21.533,1
169.86,21.533,1
215.19,64.6,1
142.69,21.533,1
380.45,21.533,1
483.96,21.533,1
444.29,21.533,1
276.11,21.533,1
322.88,21.533,1
648.8,64.6,1
354.43,21.533,1
440.97,21.533,1
311.72,64.6,1
431.43,21.533,1
653.68,624.46,1
528.79,21.533,1
464.74,21.533,1
480.26,64.6,1
446.33,21.533,1
612.21,21.533,1
481.61,21.533,1
542.13,64.6,1
380.03,21.533,1
276.75,21.533,1
610.37,21.533,1
594.88,21.533,1
653.07,21.533,1
517.4,107.67,1
632.55,107.67,1
340.27,107.67,1
468.6,21.533,1
495.11,21.533,1
513.18,43.066,1
450.68,21.533,1
638.72,21.533,1
551.11,21.533,1
418.43,129.2,1
478.41,21.533,1
545.18,21.533,1
407.15,624.46,1
339.43,21.533,1
531.42,21.533,1
590.63,323,1
310.7,21.533,1
369.23,107.67,1
480.39,129.2,1
877.16,193.8,1
326.12,21.533,1
647.16,107.67,1
555.39,21.533,1
450.71,21.533,1
577.27,344.53,1
773.74,21.533,1
715.9,86.133,1
759.56,107.67,1
946.65,732.13,1
1083.8,21.533,1
1139.4,21.533,1
1062.3,21.533,1
1336.9,86.133,1
1297.6,21.533,1
1064.1,21.533,1
1419.3,21.533,1
1710.1,64.6,1
2907.3,21.533,1
4724.6,21.533,1
5935.1,2605.5,1
5705,2584,1
5859,21.533,1
5823.2,21.533,1
4814.4,2648.6,1
5696.8,2627.1,1
5692.3,2627.1,1
5722.5,2648.6,1
5569.2,2648.6,1
5496.4,2648.6,1
5601.4,1507.3,1
5857.8,1507.3,1
5939.8,1507.3,1
5968.5,1485.8,1
6315.1,1485.8,1
6253.1,1485.8,1
6593.7,1464.3,1
6198.1,1464.3,1
6305.2,1464.3,1
5928.1,1464.3,1
5824.6,1464.3,1
5832.7,1464.3,1
5802.6,1442.7,1
5677.8,1442.7,1
5697.4,1442.7,1
5649.3,1421.2,1
5400.2,2777.8,1
5113.4,2756.2,1
5887.8,2842.4,1
5627.7,21.533,1
5206.2,2907,1
4596.2,2885.4,1
4223.2,2907,1
4234,2799.3,1
4363.5,1571.9,1
4191.9,1528.9,1
4105.5,1550.4,1
4294.8,1528.9,1
4027.9,1507.3,1
4128.8,1528.9,1
3668.1,1485.8,1
3053.4,1485.8,1
3072.2,1464.3,1
2507.8,1442.7,1
2379.9,21.533,1
2225.5,21.533,1
2316.7,2756.2,1
1930.4,21.533,1
1650.9,21.533,1
1943.4,1615,1
1811.9,2907,1
1643.8,2907,1
1463.7,2863.9,1
1560.7,2885.4,1
1440.4,21.533,1
1381.2,107.67,1
1560,1356.6,1
1541.8,21.533,1
1462.6,21.533,1
1504.1,1378.1,1
1545.9,107.67,1
2132.6,344.53,1
1715.7,366.06,1
1734.2,323,1
1508.1,21.533,1
1407.8,344.53,1
1647.8,344.53,1
1202.9,344.53,1
1075.2,107.67,1
921.65,107.67,1
866.88,21.533,1
760.7,21.533,1
575.2,21.533,1
580.74,21.533,1
613.31,107.67,1
577.68,366.06,1
995.07,21.533,1
1008.4,344.53,1
597.94,64.6,1
575.79,107.67,1
588.12,21.533,1
421.88,129.2,1
387.8,107.67,1
353.74,968.99,1
631.17,344.53,1
586.31,366.06,1
485.6,107.67,1
451.71,129.2,1
683.08,344.53,1
745.01,21.533,1
658.89,344.53,1
478.67,344.53,1
452.09,21.533,1
637.99,344.53,1
531.93,107.67,1
341.14,21.533,1
242.17,107.67,1
301.35,129.2,1
276.13,129.2,1
313.64,129.2,1
341.54,129.2,1
321.63,129.2,1
619.55,107.67,1
522.74,21.533,1
380.68,21.533,1
313.18,64.6,1
425.18,279.93,1
422.8,107.67,1
319.03,107.67,1
412.2,323,1
422.84,107.67,1
459.14,323,1
372.92,366.06,1
485.96,107.67,1
270.59,344.53,1
230.84,107.67,1
284.92,129.2,1
374.58,21.533,1
313.42,21.533,1
324.23,21.533,1
465.2,107.67,1
439.92,107.67,1
280.34,129.2,1
160.26,107.67,1
226.28,129.2,1
125.77,64.6,1
69.77,107.67,1
225.4,344.53,1
80.667,107.67,1
10.89,107.67,1
82.652,86.133,1
71.239,107.67,1
100.49,366.06,1
93.292,21.533,1
35.359,107.67,1
94.797,21.533,1
140.56,107.67,1
136.4,21.533,1
0,107.67,0
45.198,107.67,0
91.335,150.73,0
125.98,86.133,0
215.61,129.2,0
134.88,129.2,0
30.831,107.67,0
68.52,107.67,0
45.737,129.2,0
24.728,107.67,0
32.273,86.133,0
0,86.133,0
141.9,129.2,0
194.49,344.53,0
25.152,107.67,0
4.665,86.133,0
27.401,107.67,0
0,129.2,0
9.8061,129.2,0
50.557,107.67,0
44.599,86.133,0
0,107.67,0
103.8,107.67,0
73.737,21.533,0
14.825,86.133,0
12.916,129.2,0
1.1352,129.2,0
0.43609,107.67,0
135.54,64.6,0
117.87,107.67,0
56.205,107.67,0
114.23,129.2,0
322.7,129.2,1
269.16,21.533,1
469.67,775.2,1
433.49,107.67,1
571.31,796.73,1
596.04,796.73,1
567.75,796.73,1
639.45,796.73,1
623.05,796.73,1
644.65,796.73,1
685.51,796.73,1
682.44,107.67,1
751.12,796.73,1
787.67,796.73,1
648.35,796.73,1
635.72,21.533,1
732.4,21.533,1
851.35,21.533,1
690.63,21.533,1
620.68,21.533,1
687.96,409.13,1
716.77,409.13,1
968.76,409.13,1
1435.6,21.533,1
2485.1,21.533,1
2548,21.533,1
3303.6,2368.7,1
3618.2,2562.5,1
4180.6,2562.5,1
4042.4,2562.5,1
4926.9,1959.5,1
4700,2584,1
5253.6,2584,1
4223.7,21.533,1
3870,1808.8,1
4118,1098.2,1
4969.9,796.73,1
5413.5,1593.5,1
5037.3,1571.9,1
4365.6,1636.5,1
5508.3,2863.9,1
5804.5,21.533,1
5629.7,1485.8,1
5871.5,1485.8,1
6558.5,3079.2,1
6361.7,21.533,1
6750.1,21.533,1
7342.7,21.533,1
6666.2,3057.7,1
7445.5,3036.2,1
7737.8,1550.4,1
6673.9,1550.4,1
5817.8,1550.4,1
6449.3,3036.2,1
5932.7,1507.3,1
6007.4,1550.4,1
6300.7,1507.3,1
5829.8,1485.8,1
5063.4,1464.3,1
4984.2,1421.2,1
4918,1550.4,1
4701.4,2907,1
4864.1,1744.2,1
4799.1,1722.7,1
4745.5,1679.6,1
4152.8,3122.3,1
3972.4,3036.2,1
4404.7,3014.6,1
4302,3014.6,1
4329,3057.7,1
3665.1,2907,1
4478.2,1593.5,1
3603.7,1571.9,1
4199.4,2907,1
3536.4,1550.4,1
3543.1,1550.4,1
3504.4,2863.9,1
3413.9,1528.9,1
3361.3,2950,1
2909.9,1507.3,1
3159.9,1507.3,1
3322.6,1485.8,1
3129.5,1464.3,1
3119,1464.3,1
2918.4,1442.7,1
2968.1,1442.7,1
3112.2,1442.7,1
3017.5,1442.7,1
3469.7,1464.3,1
3679.3,1464.3,1
3530.5,1464.3,1
3633.8,1485.8,1
2939.1,1464.3,1
3321.3,1442.7,1
2521.8,1399.7,1
2252.5,1399.7,1
2091.7,1378.1,1
1832.7,2993.1,1
1951.9,1378.1,1
1923.1,2993.1,1
2167.8,1378.1,1
1741.9,107.67,1
1770.2,1378.1,1
1752.2,1356.6,1
1475.4,21.533,1
1217,2885.4,1
1148.4,2842.4,1
874.54,107.67,1
759.35,2799.3,1
717.72,2799.3,1
513.1,107.67,1
640.77,1012.1,1
679.56,107.67,1
729.82,1012.1,1
675.15,990.53,1
510.09,107.67,1
334.8,21.533,1
239.95,129.2,1
238.02,21.533,1
239.91,21.533,1
318.07,21.533,1
140.43,150.73,1
207.8,107.67,1
204.23,107.67,1
195.44,21.533,1
206.19,129.2,1
276.54,21.533,1
300.29,21.533,1
166.15,21.533,1
195.67,21.533,1
331.41,21.533,1
211.14,21.533,1
