@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.25913,0.19531,8,7,1
0.3824,0.31858,4,3,1
0.41026,0.34643,4,3,1
0.45838,0.39456,3,2,1
0.74145,0.67762,3,2,1
1.1004,1.0366,3,2,1
0.56547,0.50164,3,2,1
1.27,1.2061,5,4,1
1.305,1.2412,3,2,1
1.5719,1.5081,2,1,1
1.6669,1.6031,2,1,1
1.5983,1.5345,2,1,1
1.3944,1.3306,2,1,1
0.85399,0.79016,3,2,1
0.38909,0.32527,10,9,1
0.48062,0.4168,10,9,1
0.39373,0.32991,10,9,1
0.37954,0.31572,10,9,1
0.53147,0.46764,9,8,1
0.36017,0.29634,9,8,1
0.31931,0.25549,12,11,1
0.39213,0.32831,9,8,1
0.30135,0.23753,9,8,0
0.26143,0.19761,8,7,0
0.29329,0.22947,9,8,0
0.1654,0.10158,16,15,0
0.5502,0.48638,7,6,0
0.43643,0.37261,7,6,0
0.11477,0.050945,37,36,0
0.096089,0.032267,36,35,0
0.15719,0.093368,28,27,0
0.11991,0.056091,23,22,0
0.098356,0.034534,24,23,0
0.15214,0.088313,19,18,0
0.16946,0.10563,20,19,0
0.22872,0.1649,13,12,0
0.23208,0.16826,10,9,0
0.16637,0.10254,15,14,0
0.17046,0.10663,14,13,0
0.26549,0.20166,13,12,0
0.44146,0,9,0,0
0.5895,0.14805,3,0,0
0.54845,0.107,7,4,0
0.47692,0.035461,11,8,0
0.53213,0.090677,20,17,1
0.84716,0.40571,2,0,1
1.02,0.57852,2,0,1
1.0426,0.60118,3,1,1
1.2994,0.85799,6,4,1
1.2866,0.84515,6,4,1
1.1444,0.70292,6,4,1
1.3464,0.90492,6,4,1
1.4231,0.98169,6,4,1
1.3572,0.91579,6,4,1
1.2936,0.85216,6,4,1
1.2438,0.80231,6,4,1
1.3675,0.92606,6,4,1
1.3089,0.86747,6,4,1
1.2574,0.81591,6,4,1
1.3613,0.91989,7,5,1
1.3962,0.95474,7,5,1
1.3965,0.95508,7,5,1
1.4049,0.96342,7,5,1
1.4393,0.99784,7,5,1
1.4393,0.99789,7,5,1
1.4143,0.97286,7,5,1
1.4544,1.0129,7,5,1
1.518,1.0765,3,1,1
1.5361,1.0947,2,0,1
1.5586,1.1172,2,0,1
1.5852,1.1437,2,0,1
1.5298,1.0883,2,0,1
1.4689,1.0275,2,0,1
1.4586,1.0171,2,0,1
1.4139,0.97248,2,0,1
1.3839,0.94248,2,0,1
1.4742,1.0328,2,0,1
1.5244,1.0829,2,0,1
1.548,1.1065,2,0,1
1.5722,1.1307,2,0,1
1.5747,1.1332,2,0,1
1.5861,1.1446,2,0,1
1.5845,1.143,2,0,1
1.5539,1.1124,2,0,1
1.5302,1.0888,2,0,1
1.5449,1.1034,2,0,1
1.5817,1.1402,2,0,1
1.6089,1.1675,2,0,1
1.6316,1.1901,2,0,1
1.6393,1.1979,2,0,1
1.5807,1.1392,2,0,1
1.6322,1.1908,2,0,1
1.6308,1.1893,2,0,1
1.6444,1.203,2,0,1
1.4974,1.0559,2,0,1
1.6712,1.2297,2,0,1
1.4768,1.0354,2,0,1
1.2668,0.82537,2,0,1
0.65975,0.21829,6,4,1
0.59271,0.15125,7,5,1
0.87907,0.43761,3,1,1
1.3678,0.92632,2,0,0
1.3946,0.95316,2,0,0
0.4694,0.027944,2,0,0
0.28137,0,6,4,0
0.10338,0,7,5,0
0.13705,0.033671,6,4,0
0.38795,0.28457,10,8,0
0.49675,0.39337,8,6,0
0.79611,0.69273,8,6,0
0.73976,0.63638,7,5,0
0.48386,0.38048,10,8,0
0.28873,0.18535,10,8,0
0.25402,0.15064,19,17,0
0.26176,0.15838,17,15,0
0.44977,0.34639,10,8,0
0.3738,0.27042,16,14,0
0.22,0.11662,19,17,0
0.23282,0.12944,19,17,0
0.33895,0.23557,12,10,0
0.14109,0.03771,9,7,0
0.33174,0.22836,12,10,0
0.15177,0.048394,22,20,0
0.10186,0,17,15,0
0.20834,0.10648,17,15,0
0.29391,0.19205,13,11,0
0.47498,0.37312,2,0,1
1.2446,1.1428,2,0,1
1.4952,1.3933,2,0,1
1.5638,1.4619,2,0,1
1.5208,1.4189,2,0,1
1.4871,1.3852,2,0,1
1.4519,1.3501,9,7,1
1.4193,1.3174,8,6,1
