@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.27433,0.27311,0.037205,0.023593,0.12232,0.12095,108,105,1
0.27602,0.2748,0.038113,0.024501,0.12661,0.12524,106,103,1
0.26092,0.25971,0.037205,0.023593,0.12968,0.12831,106,103,1
0.24536,0.24415,0.037205,0.023593,0.12195,0.12058,106,103,1
0.23115,0.22994,0.038113,0.024501,0.12282,0.12145,105,102,1
0.21321,0.21199,0.037205,0.023593,0.11984,0.11847,105,102,1
0.19336,0.19214,0.037205,0.023593,0.12121,0.11984,104,101,1
0.17211,0.17089,0.038113,0.024501,0.10983,0.10847,106,103,1
0.14625,0.14503,0.037205,0.023593,0.098842,0.097473,108,105,1
0.12777,0.12655,0.03539,0.021779,0.086683,0.085313,111,108,1
0.11685,0.11563,0.03539,0.021779,0.093385,0.092016,111,108,1
0.10509,0.10387,0.037205,0.023593,0.086531,0.085162,109,106,1
0.1099,0.10869,0.037205,0.023593,0.087377,0.086007,107,104,1
0.10567,0.10445,0.039927,0.026316,0.084293,0.082924,107,104,1
0.099645,0.09843,0.040835,0.027223,0.073182,0.071812,105,102,1
0.093158,0.091943,0.043557,0.029946,0.072634,0.071264,107,104,1
0.089438,0.088223,0.049002,0.03539,0.070282,0.068912,107,104,1
0.097662,0.096447,0.047187,0.033575,0.077423,0.076054,101,98,1
0.10837,0.10715,0.039927,0.026316,0.074059,0.07269,101,98,1
0.11414,0.11292,0.03539,0.021779,0.085518,0.084148,101,98,1
0.11454,0.11333,0.029946,0.016334,0.083354,0.081984,99,96,1
0.12387,0.12266,0.026316,0.012704,0.084399,0.08303,97,94,1
0.12157,0.12035,0.032668,0.019056,0.084032,0.082662,96,93,1
0.10345,0.10224,0.037205,0.023593,0.085239,0.083869,99,96,1
0.10329,0.10208,0.03902,0.025408,0.09317,0.091801,99,96,1
0.11431,0.1131,0.036298,0.022686,0.08749,0.08612,97,94,1
0.11247,0.11126,0.033575,0.019964,0.083731,0.082362,97,94,1
0.10781,0.10659,0.038113,0.024501,0.092326,0.090957,98,95,1
0.10657,0.10535,0.03902,0.025408,0.097563,0.096193,98,95,1
0.1078,0.10659,0.038113,0.024501,0.09286,0.091491,99,96,1
0.10914,0.10792,0.03902,0.025408,0.091598,0.090228,99,96,1
0.098777,0.097562,0.039927,0.026316,0.090224,0.088854,100,97,1
0.096811,0.095596,0.040835,0.027223,0.087056,0.085687,101,98,1
0.10833,0.10712,0.040835,0.027223,0.098444,0.097074,99,96,1
0.11709,0.11588,0.046279,0.032668,0.094889,0.093519,99,96,1
0.12929,0.12807,0.054446,0.040835,0.092825,0.091455,95,92,1
0.13275,0.13153,0.055354,0.041742,0.1061,0.10473,95,92,1
0.12847,0.12726,0.053539,0.039927,0.10011,0.098743,96,93,1
0.14852,0.14731,0.052632,0.03902,0.096061,0.094692,93,90,1
0.18963,0.18842,0.043557,0.029946,0.10866,0.10729,91,88,1
0.21742,0.2162,0.032668,0.019056,0.11301,0.11164,92,89,1
0.21128,0.21006,0.030853,0.017241,0.093152,0.091782,92,89,1
0.16422,0.163,0.025408,0.011797,0.035718,0.034349,98,95,1
0.087433,0.086219,0.024501,0.010889,0.0090085,0.007639,120,117,1
0.013303,0.012089,0.033575,0.019964,0.011625,0.010256,94,91,0
0.009801,0.0085863,0.046279,0.032668,0.010996,0.0096265,91,88,0
0.0054452,0.0042305,0.048094,0.034483,0.0085354,0.0071659,94,91,0
0.0042387,0.003024,0.066243,0.052632,0.0059241,0.0045546,97,94,0
0.0034979,0.0022832,0.092559,0.078947,0.0044347,0.0030652,91,88,0
0.0027664,0.0015517,0.14519,0.13158,0.0039206,0.0025511,93,90,0
0.0022076,0.00087624,0.18693,0.17332,0.0025904,0.0012209,79,76,0
0.0023082,0.00097682,0.16425,0.15064,0.0038211,0.0024515,95,92,0
0.0026782,0.0013468,0.16606,0.15245,0.0035589,0.0021894,100,97,0
0.0036176,0.0022658,0.1824,0.16878,0.0049899,0.0036204,104,101,0
0.0057038,0.004352,0.19056,0.17695,0.0085903,0.0072207,29,26,0
0.0071781,0.0058263,0.20962,0.19601,0.0097989,0.0084294,53,50,0
0.0087579,0.0074061,0.17514,0.16152,0.0095432,0.0081737,31,28,0
0.011004,0.009652,0.12886,0.11525,0.010462,0.0090929,26,23,0
0.012808,0.011456,0.11887,0.10526,0.015387,0.014018,29,26,0
0.013056,0.011704,0.12432,0.11071,0.01182,0.010451,123,120,0
0.011183,0.009831,0.16243,0.14882,0.015556,0.014187,46,43,0
0.0096267,0.0082749,0.18693,0.17332,0.010641,0.0092717,64,61,0
0.0089105,0.0075587,0.18058,0.16697,0.014242,0.012873,95,92,0
0.0070982,0.0057464,0.18603,0.17241,0.0059928,0.0046232,116,113,0
0.0058121,0.0044603,0.17967,0.16606,0.0068037,0.0054341,91,88,0
0.0049027,0.0035509,0.17151,0.15789,0.0057248,0.0043553,82,79,0
0.0038923,0.0025405,0.16425,0.15064,0.0064206,0.0050511,100,97,0
0.003381,0.0020292,0.15154,0.13793,0.0049444,0.0035749,86,83,0
0.0024073,0.0010555,0.17604,0.16243,0.0028043,0.0014348,123,120,0
0.0019027,0.00055089,0.18875,0.17514,0.0032032,0.0018337,70,67,0
0.0014209,6.9105e-05,0.22232,0.20871,0.0020793,0.00070975,114,111,0
0.0013224,0,0.25862,0.24501,0.0016842,0.00031464,94,91,0
0.0015604,0.00023797,0.22686,0.21325,0.0013997,3.0171e-05,75,72,0
0.0025629,0.0012405,0.1588,0.14519,0.0027172,0.0013477,79,76,0
0.024256,0.022934,0.078947,0.065336,0.0099069,0.0085374,107,104,0
0.04655,0.045227,0.033575,0.019964,0.0075095,0.00614,95,92,1
0.044195,0.042873,0.034483,0.020871,0.007056,0.0056865,94,91,1
0.032648,0.031326,0.03902,0.025408,0.01002,0.0086508,153,150,1
0.06866,0.067337,0.038113,0.024501,0.021069,0.0197,96,93,1
0.1121,0.11078,0.032668,0.019056,0.05479,0.053421,81,78,1
0.1396,0.13828,0.030853,0.017241,0.09167,0.090301,77,74,1
0.15437,0.15305,0.029946,0.016334,0.093853,0.092484,77,74,1
0.17559,0.17427,0.029038,0.015426,0.097905,0.096535,77,74,1
0.20464,0.20332,0.029946,0.016334,0.094633,0.093264,76,73,1
0.21499,0.21366,0.030853,0.017241,0.091446,0.090077,75,72,1
0.21105,0.20973,0.030853,0.017241,0.088474,0.087104,78,75,1
0.2,0.19867,0.030853,0.017241,0.091713,0.090344,80,77,1
0.18469,0.18337,0.029946,0.016334,0.076329,0.07496,79,76,1
0.18024,0.17892,0.029946,0.016334,0.080008,0.078638,78,75,1
0.17824,0.17692,0.030853,0.017241,0.085404,0.084035,78,75,1
0.17914,0.17781,0.030853,0.017241,0.082982,0.081612,78,75,1
0.19124,0.18991,0.030853,0.017241,0.077236,0.075867,76,73,1
0.19992,0.1986,0.030853,0.017241,0.069948,0.068579,73,70,1
0.19421,0.19289,0.03176,0.018149,0.072714,0.071344,73,70,1
0.19574,0.19442,0.029946,0.016334,0.072488,0.071119,74,71,1
0.19576,0.19444,0.021779,0.008167,0.064144,0.062774,71,68,1
0.19351,0.19219,0.016334,0.0027223,0.065267,0.063898,72,69,1
0.19821,0.19689,0.016334,0.0027223,0.069959,0.068589,75,72,1
0.19665,0.19533,0.015426,0.0018149,0.07536,0.07399,73,70,1
0.2059,0.20457,0.015426,0.0018149,0.07457,0.0732,70,67,1
0.20906,0.20774,0.016334,0.0027223,0.082914,0.081544,70,67,1
0.20197,0.20065,0.016334,0.0027223,0.080089,0.07872,70,67,1
0.19667,0.19535,0.016334,0.0027223,0.079826,0.078457,71,68,1
0.19419,0.19286,0.016334,0.0027223,0.079971,0.078602,73,70,1
0.19774,0.19642,0.016334,0.0027223,0.06963,0.06826,74,71,1
0.19794,0.19662,0.015426,0,0.060036,0.058667,75,72,1
0.18734,0.18602,0.014519,0,0.058764,0.057394,82,79,1
0.18204,0.18072,0.016334,0.0018149,0.065445,0.064076,87,84,1
0.18926,0.18794,0.017241,0.0027223,0.063461,0.062091,87,84,1
0.18137,0.18005,0.017241,0.0027223,0.063352,0.061982,88,85,1
0.17122,0.1699,0.017241,0.0027223,0.067224,0.065854,90,87,1
0.17165,0.17033,0.019056,0.0045372,0.060277,0.058908,90,87,1
0.17596,0.17464,0.021779,0.0072595,0.063567,0.062198,89,86,1
0.17862,0.1773,0.028131,0.013612,0.067496,0.066127,89,86,1
0.17047,0.16915,0.034483,0.019964,0.067003,0.065634,93,90,1
0.15711,0.15579,0.051724,0.037205,0.04874,0.047371,93,90,1
0.15542,0.1541,0.069873,0.055354,0.053652,0.052282,97,94,1
0.12848,0.12716,0.068966,0.054446,0.047573,0.046203,100,97,1
0.0655,0.064177,0.12523,0.11071,0.030873,0.029503,109,106,1
0.057582,0.056259,0.13158,0.11706,0.016887,0.015517,95,92,1
0.087084,0.085762,0.051724,0.037205,0.0094134,0.0080438,55,52,1
0.082123,0.080801,0.015426,0.00090744,0.006422,0.0050525,23,20,1
0.071693,0.070371,0.0099819,0,0.0024538,0.0010842,52,49,1
0.083663,0.082341,0.0099819,0,0.0024853,0.0011158,146,143,1
0.063795,0.062473,0.0099819,0,0.0010384,0,53,50,1
0.013999,0.012677,0.10617,0.096189,0.001399,0.00036065,16,13,1
0.0040859,0.0027635,0.26134,0.25136,0.0031494,0.002111,138,135,1
0.015721,0.014398,0.2804,0.27042,0.012034,0.010996,18,15,0
0.018001,0.016678,0.25136,0.24138,0.018517,0.017478,132,129,0
0.011903,0.01058,0.28494,0.27495,0.018656,0.017618,60,57,0
0.0093746,0.0080522,0.29038,0.2804,0.013234,0.012196,39,36,0
0.0084946,0.0071722,0.25681,0.24682,0.014007,0.012968,93,90,0
0.0089881,0.0076657,0.22232,0.21234,0.011177,0.010139,95,79,0
0.010972,0.0096494,0.21325,0.20327,0.015954,0.014916,89,73,0
0.010867,0.0095445,0.2314,0.22142,0.015785,0.014747,44,28,0
0.012253,0.010931,0.2323,0.22232,0.017839,0.016801,27,11,0
0.011562,0.010239,0.24138,0.2314,0.011845,0.010806,21,5,0
0.0080826,0.0067602,0.3049,0.29492,0.010847,0.0098082,14,0,0
0.0079339,0.0066115,0.32033,0.31034,0.010118,0.0090799,14,0,0
0.0059836,0.0046612,0.28131,0.27132,0.0089132,0.0078748,70,56,0
0.0035601,0.0022377,0.23049,0.22051,0.0030677,0.0020294,69,55,0
0.0016572,0.00033481,0.25318,0.24319,0.0029352,0.0018968,59,45,0
0.0016038,0.00028143,0.33303,0.32305,0.0023745,0.0013361,81,67,0
0.0033591,0.0020368,0.33666,0.32668,0.0030997,0.0020613,35,21,0
0.011144,0.0098214,0.30309,0.2931,0.006007,0.0049687,97,83,0
0.053065,0.051743,0.15699,0.14701,0.020123,0.019085,110,96,0
0.11164,0.11031,0.025408,0.015426,0.043579,0.04254,107,93,1
0.17236,0.17103,0.025408,0.015426,0.045167,0.044129,96,82,1
0.20399,0.20267,0.029946,0.019964,0.075857,0.074819,79,65,1
0.2177,0.21638,0.03176,0.021779,0.091847,0.090808,72,58,1
0.23903,0.23771,0.029946,0.019964,0.093025,0.091987,65,51,1
0.24527,0.24395,0.021779,0.011797,0.065317,0.064278,63,49,1
0.24089,0.23957,0.017241,0.0072595,0.071403,0.070364,65,51,1
0.2341,0.23278,0.016334,0.0063521,0.078636,0.077597,71,57,1
0.22166,0.22034,0.015426,0.0054446,0.081541,0.080503,74,60,1
0.20933,0.20801,0.016334,0.0063521,0.075032,0.073993,76,62,1
0.20082,0.1995,0.015426,0.0054446,0.081667,0.080629,77,63,1
0.19204,0.19072,0.014519,0.0045372,0.071613,0.070575,79,65,1
0.17777,0.17645,0.014519,0.0045372,0.071901,0.070863,79,65,1
0.17371,0.17239,0.015426,0.0054446,0.070842,0.069804,83,69,1
0.18401,0.18269,0.015426,0.0054446,0.066553,0.065515,82,68,1
0.19265,0.19133,0.015426,0.0054446,0.069367,0.068329,79,65,1
0.18894,0.18762,0.020871,0.010889,0.071577,0.070539,76,62,1
0.19342,0.19209,0.027223,0.017241,0.08976,0.088722,76,62,1
0.21167,0.21035,0.029946,0.019964,0.088784,0.087746,76,62,1
0.21742,0.2161,0.030853,0.020871,0.087438,0.086399,76,62,1
0.20882,0.2075,0.022686,0.012704,0.080644,0.079606,76,62,1
0.20469,0.20337,0.019056,0.0090744,0.088571,0.087532,76,62,1
0.21052,0.2092,0.026316,0.016334,0.088751,0.087712,77,63,1
0.20423,0.2029,0.028131,0.018149,0.083973,0.082935,78,64,1
0.18594,0.18461,0.020871,0.010889,0.066861,0.065822,82,68,1
0.18674,0.18542,0.016334,0.0063521,0.075932,0.074894,83,69,1
0.19776,0.19644,0.016334,0.0063521,0.072581,0.071543,83,69,1
0.19906,0.19774,0.014519,0.0045372,0.072539,0.0715,84,70,1
0.19876,0.19744,0.014519,0.0045372,0.065582,0.064543,85,71,1
0.20088,0.19956,0.014519,0.0045372,0.072158,0.07112,86,72,1
0.19852,0.1972,0.014519,0.0045372,0.067193,0.066155,86,72,1
0.19288,0.19156,0.013612,0.0036298,0.070849,0.069811,86,72,1
0.18649,0.18517,0.013612,0.0036298,0.068654,0.067615,88,74,1
0.1847,0.18338,0.013612,0.0036298,0.071034,0.069996,88,74,1
0.18855,0.18723,0.016334,0.0063521,0.064218,0.06318,82,68,1
0.19385,0.19252,0.016334,0.0063521,0.069914,0.068875,84,70,1
0.19626,0.19494,0.014519,0.0045372,0.066492,0.065454,84,70,1
0.19502,0.1937,0.014519,0.0045372,0.064692,0.063654,86,72,1
0.19077,0.18944,0.014519,0.0045372,0.061367,0.060329,85,71,1
0.18393,0.18261,0.014519,0.0045372,0.064357,0.063319,86,72,1
0.18662,0.1853,0.014519,0.0045372,0.068586,0.067548,86,72,1
0.19561,0.19429,0.014519,0.0045372,0.065674,0.064636,84,70,1
0.19554,0.19422,0.014519,0.0045372,0.075597,0.074559,83,69,1
0.19016,0.18884,0.014519,0.0045372,0.075128,0.07409,84,70,1
0.18406,0.18274,0.014519,0.0045372,0.069371,0.068332,87,73,1
0.18002,0.1787,0.013612,0.0036298,0.064319,0.06328,89,75,1
0.1758,0.17448,0.013612,0.0036298,0.06916,0.068121,90,76,1
0.17101,0.16969,0.014519,0.0045372,0.067202,0.066164,91,77,1
0.16562,0.1643,0.013612,0.0036298,0.060911,0.059872,92,78,1
0.14991,0.14859,0.012704,0.0027223,0.058156,0.057118,95,81,1
0.11943,0.1181,0.036298,0.026316,0.045481,0.044443,103,89,1
0.071077,0.069755,0.063521,0.053539,0.02435,0.023312,118,104,1
0.017548,0.016226,0.086207,0.076225,0.014429,0.013391,92,78,0
0.0091056,0.0077832,0.063521,0.053539,0.0091448,0.0081065,95,81,0
0.01242,0.011098,0.033575,0.023593,0.0046315,0.0035931,102,88,0
0.011743,0.01042,0.03539,0.025408,0.0023398,0.0013014,110,96,0
0.019231,0.017909,0.07804,0.068058,0.017907,0.016869,111,97,0
0.021012,0.01969,0.14065,0.13067,0.015856,0.014818,109,95,0
0.015073,0.01375,0.13793,0.12795,0.017274,0.016236,46,32,0
0.016393,0.01507,0.14701,0.13702,0.021805,0.020767,50,36,0
0.017487,0.016165,0.16606,0.15608,0.016442,0.015403,47,33,0
0.01634,0.015017,0.19419,0.18421,0.018187,0.017148,44,30,0
0.014263,0.012941,0.23412,0.22414,0.020169,0.01913,50,36,0
0.014702,0.01338,0.27495,0.26497,0.02064,0.019602,84,70,0
0.017185,0.015862,0.29583,0.28584,0.019855,0.018817,45,31,0
0.019647,0.018325,0.30581,0.29583,0.022072,0.021033,50,36,0
0.018461,0.017138,0.34301,0.33303,0.02458,0.023542,5,0,0
0.015231,0.013909,0.35209,0.34211,0.014385,0.013347,90,85,0
0.013335,0.012013,0.36116,0.35118,0.019325,0.018287,90,85,0
0.010244,0.008922,0.34846,0.33848,0.010946,0.009908,80,75,0
0.00639,0.0050676,0.28947,0.27949,0.010848,0.0098099,75,70,0
0.0033615,0.0020391,0.2069,0.19691,0.0026029,0.0015645,33,28,0
0.0015385,0.00021611,0.17967,0.16969,0.0021388,0.0011005,102,97,0
0.0014876,0.00016523,0.22323,0.21325,0.0016885,0.00065012,66,61,0
0.023259,0.021937,0.15699,0.14701,0.007745,0.0067066,62,57,0
0.058656,0.057334,0.050817,0.040835,0.01349,0.012451,152,147,0
0.084852,0.083529,0.032668,0.022686,0.015849,0.01481,12,7,1
0.1272,0.12588,0.030853,0.020871,0.03815,0.037112,93,88,1
0.16915,0.16783,0.03176,0.021779,0.068378,0.06734,76,71,1
0.1965,0.19518,0.034483,0.024501,0.093478,0.092439,71,66,1
0.2233,0.22198,0.028131,0.018149,0.092349,0.09131,65,60,1
0.24296,0.24164,0.019964,0.0099819,0.073297,0.072259,61,56,1
0.23631,0.23499,0.017241,0.0072595,0.076702,0.075663,64,59,1
0.21594,0.21462,0.016334,0.0063521,0.077838,0.0768,68,63,1
0.20221,0.20089,0.015426,0.0054446,0.076344,0.075306,71,66,1
0.19281,0.19148,0.015426,0.0054446,0.070038,0.069,75,70,1
0.19123,0.18991,0.016334,0.0063521,0.076007,0.074969,75,70,1
0.18974,0.18841,0.015426,0.0054446,0.067394,0.066356,74,69,1
0.19957,0.19824,0.015426,0.0054446,0.076546,0.075508,73,68,1
0.21187,0.21055,0.016334,0.0063521,0.079814,0.078776,72,67,1
0.21436,0.21304,0.016334,0.0063521,0.082786,0.081748,72,67,1
0.22089,0.21957,0.017241,0.0072595,0.085644,0.084605,75,70,1
0.21974,0.21842,0.016334,0.0063521,0.083938,0.082899,75,70,1
0.21349,0.21217,0.016334,0.0063521,0.088648,0.08761,74,69,1
0.21897,0.21765,0.016334,0.0063521,0.082435,0.081396,75,70,1
0.22146,0.22014,0.015426,0.0054446,0.083823,0.082785,75,70,1
0.22072,0.21939,0.015426,0.0054446,0.085325,0.084286,75,70,1
0.22522,0.2239,0.015426,0.0054446,0.080629,0.07959,75,70,1
0.22118,0.21985,0.016334,0.0063521,0.077242,0.076203,76,71,1
0.21138,0.21006,0.015426,0.0054446,0.080427,0.079388,77,72,1
0.21297,0.21165,0.014519,0.0045372,0.082432,0.081394,75,70,1
0.21839,0.21706,0.015426,0.0054446,0.080193,0.079155,78,73,1
0.21231,0.21099,0.015426,0.0054446,0.085642,0.084604,77,72,1
0.20575,0.20443,0.015426,0.0054446,0.086989,0.085951,77,72,1
0.20526,0.20394,0.014519,0.0045372,0.087643,0.086605,77,72,1
0.20447,0.20315,0.015426,0.0054446,0.071344,0.070306,77,72,1
0.20441,0.20309,0.017241,0.0072595,0.071514,0.070476,79,74,1
0.20315,0.20183,0.016334,0.0063521,0.070029,0.06899,82,77,1
0.20256,0.20124,0.016334,0.0063521,0.072653,0.071615,82,77,1
0.19583,0.1945,0.016334,0.0063521,0.067314,0.066276,88,83,1
0.18506,0.18374,0.022686,0.012704,0.068209,0.067171,91,86,1
0.17383,0.17251,0.048094,0.038113,0.050938,0.049899,93,88,1
0.16429,0.16297,0.04265,0.032668,0.059941,0.058902,93,88,1
0.17533,0.17401,0.03539,0.025408,0.054335,0.053296,94,89,1
0.15431,0.15299,0.10163,0.091652,0.045405,0.044366,100,95,1
0.099269,0.097947,0.14701,0.13702,0.040184,0.039146,118,113,1
0.069364,0.068042,0.13521,0.12523,0.026609,0.025571,36,31,1
0.075973,0.07465,0.095281,0.085299,0.014954,0.013916,58,53,1
0.067565,0.066242,0.073503,0.063521,0.009015,0.0079766,45,40,1
0.014933,0.013611,0.10708,0.097096,0.0070056,0.0059672,124,119,0
0.012589,0.011267,0.076225,0.066243,0.0051431,0.0041047,91,86,0
0.011453,0.01013,0.038113,0.028131,0.001584,0.00054564,62,57,0
0.0065231,0.0052007,0.095281,0.085299,0.0022758,0.0012374,111,106,0
0.0034415,0.0021191,0.22777,0.21779,0.0022231,0.0011847,17,12,0
0.011781,0.010459,0.26588,0.2559,0.011836,0.010798,50,45,0
0.02105,0.019727,0.21234,0.20236,0.014487,0.013449,148,143,0
0.018981,0.017659,0.25045,0.24047,0.016708,0.015669,24,19,0
0.008491,0.0071686,0.28766,0.27768,0.0099139,0.0088755,33,28,0
0.0069134,0.005591,0.27586,0.26588,0.010444,0.0094059,67,62,0
0.0075878,0.0062654,0.26951,0.25953,0.014518,0.01348,86,81,0
0.01115,0.0098279,0.2441,0.23412,0.009369,0.0083306,150,145,0
0.011426,0.010103,0.22595,0.21597,0.01125,0.010212,17,12,0
0.0085221,0.0071997,0.2314,0.22142,0.012546,0.011508,68,63,0
0.0084467,0.0071244,0.24138,0.2314,0.011264,0.010226,70,65,0
0.0083744,0.007052,0.25408,0.2441,0.011562,0.010523,48,43,0
0.007585,0.0062626,0.2441,0.23412,0.011255,0.010217,67,62,0
0.0065927,0.0052703,0.23866,0.22868,0.0096928,0.0086544,52,47,0
0.0050971,0.0037747,0.24955,0.23956,0.0068959,0.0058575,67,62,0
0.0033336,0.0020112,0.22958,0.2196,0.0040637,0.0030253,72,67,0
0.0021024,0.00077997,0.23321,0.22323,0.0026999,0.0016616,111,106,0
0.0013256,3.1753e-06,0.25681,0.24682,0.0023486,0.0013102,67,62,0
0.0014144,9.197e-05,0.27042,0.26044,0.0017692,0.0007308,67,62,0
0.0031918,0.0018694,0.32668,0.3167,0.0044891,0.0034507,26,21,0
0.022992,0.02167,0.30127,0.29129,0.0086711,0.0076327,75,70,0
0.070582,0.06926,0.1343,0.12432,0.029373,0.028335,98,93,1
0.1318,0.13047,0.027223,0.017241,0.05105,0.050012,86,81,1
0.18754,0.18622,0.029946,0.019964,0.081704,0.080665,79,74,1
0.21257,0.21125,0.029946,0.019964,0.082474,0.081435,70,65,1
0.23527,0.23394,0.022686,0.012704,0.099459,0.098421,63,58,1
0.26244,0.26112,0.017241,0.0072595,0.085164,0.084126,60,55,1
0.2567,0.25538,0.018149,0.008167,0.082827,0.081789,63,58,1
0.24559,0.24426,0.018149,0.008167,0.067351,0.066312,64,59,1
0.23951,0.23819,0.015426,0.0054446,0.075757,0.074718,72,67,1
0.21868,0.21736,0.017241,0.0072595,0.067901,0.066862,72,67,1
0.20602,0.20469,0.017241,0.0072595,0.063984,0.062946,80,75,1
0.19745,0.19612,0.014519,0.0045372,0.060236,0.059197,83,78,1
0.19176,0.19043,0.014519,0.0045372,0.055799,0.054761,84,79,1
0.19626,0.19494,0.014519,0.0045372,0.057456,0.056417,86,81,1
0.21184,0.21052,0.016334,0.0063521,0.048539,0.047501,84,79,1
0.20268,0.20135,0.019964,0.0099819,0.048361,0.047322,88,83,1
0.17669,0.17536,0.019056,0.0090744,0.057279,0.056241,91,86,1
0.17263,0.1713,0.015426,0.0054446,0.056485,0.055447,92,87,1
0.16785,0.16653,0.016334,0.0063521,0.059227,0.058188,89,84,1
0.17044,0.16912,0.017241,0.0072595,0.066715,0.065676,90,85,1
0.17561,0.17429,0.028131,0.018149,0.064215,0.063176,90,85,1
0.18221,0.18088,0.026316,0.016334,0.06408,0.063041,87,82,1
0.18723,0.18591,0.015426,0.0054446,0.066,0.064962,87,82,1
0.18421,0.18288,0.016334,0.0063521,0.068187,0.067148,88,83,1
0.1773,0.17597,0.015426,0.0054446,0.060274,0.059236,89,84,1
0.15868,0.15735,0.026316,0.016334,0.058867,0.057828,94,89,1
0.13255,0.13122,0.049909,0.039927,0.045465,0.044426,106,101,1
0.11827,0.11694,0.068966,0.058984,0.052668,0.05163,97,92,1
0.10005,0.098726,0.07441,0.064428,0.042985,0.041946,87,82,1
0.07097,0.069644,0.061706,0.051724,0.04019,0.039151,95,90,1
0.054501,0.053176,0.062613,0.052632,0.02694,0.025901,92,87,1
0.052877,0.051551,0.064428,0.054446,0.018913,0.017874,103,98,1
0.043642,0.042317,0.039927,0.029946,0.010944,0.0099052,99,94,0
0.022022,0.020696,0.037205,0.027223,0.004943,0.0039047,98,93,0
0.010688,0.0093624,0.069873,0.059891,0.0026263,0.0015879,96,91,0
0.0035789,0.0022533,0.087114,0.077132,0.0026129,0.0015745,106,101,0
0.0024887,0.0011631,0.11162,0.10163,0.0021381,0.0010997,102,97,0
0.0025381,0.0012126,0.2323,0.22232,0.0041187,0.0030803,82,77,0
0.0046584,0.0033329,0.3784,0.36842,0.0059496,0.0049112,26,21,0
0.010867,0.0095413,0.38929,0.37931,0.011934,0.010896,51,46,0
0.013518,0.012192,0.31125,0.30127,0.01489,0.013852,104,99,0
0.017196,0.01587,0.29673,0.28675,0.015228,0.01419,21,16,0
0.017076,0.015751,0.28947,0.27949,0.017083,0.016045,132,127,0
0.01084,0.009514,0.27949,0.26951,0.014506,0.013468,23,18,0
0.0084556,0.00713,0.29583,0.28584,0.01278,0.011741,47,42,0
0.0083707,0.0070451,0.30672,0.29673,0.012644,0.011606,60,55,0
0.0084336,0.007108,0.30944,0.29946,0.016808,0.01577,39,34,0
0.0087144,0.0073889,0.28766,0.27768,0.01383,0.012792,71,66,0
0.0096695,0.0083439,0.2559,0.24592,0.015378,0.014339,53,48,0
0.0081708,0.0068452,0.27677,0.26679,0.0094291,0.0083908,109,104,0
0.0053478,0.0040222,0.28131,0.27132,0.0075624,0.006524,67,62,0
0.0048593,0.0035337,0.27314,0.26316,0.0075722,0.0065338,41,36,0
0.0039574,0.0026319,0.25862,0.24864,0.006951,0.0059126,68,63,0
0.0025186,0.001193,0.23956,0.22958,0.0037963,0.0027579,68,63,0
0.0014994,0.00017379,0.25953,0.24955,0.0019859,0.00094757,103,98,0
0.0013608,3.5194e-05,0.26407,0.25408,0.0016572,0.00061881,95,90,0
0.0015419,0.00021636,0.22777,0.21779,0.0027931,0.0017547,79,74,0
0.013246,0.011921,0.11525,0.10526,0.0061012,0.0050628,20,15,0
0.013194,0.011868,0.019056,0.0090744,0.0024595,0.0014212,116,111,0
0.00070306,0,0.22414,0,0.0008033,0,102,0,0
0.00064107,0,0.22142,0,0.00095476,0.00015147,30,0,0
0.00060029,0,0.23503,0.013612,0.00096449,0.00016119,120,90,0
0.00073884,0.00013854,0.23775,0.016334,0.00098204,0.00017875,79,49,0
0.0013027,0.00070238,0.22686,0.0054446,0.0019646,0.0011613,58,28,0
0.0091481,0.0085479,0.15064,0,0.0066368,0.0058335,14,0,0
0.015695,0.015095,0.058984,0,0.01087,0.010066,149,135,0
0.024019,0.023418,0.036298,0,0.015498,0.014695,153,139,0
0.031736,0.031136,0.043557,0.0072595,0.016815,0.016012,119,105,0
0.045168,0.044567,0.040835,0.0045372,0.039738,0.038935,97,83,0
0.07279,0.07219,0.033575,0,0.063686,0.062882,87,73,0
0.11776,0.11716,0.029946,0,0.080991,0.080188,81,67,1
0.15529,0.15469,0.032668,0.0027223,0.11468,0.11388,78,64,1
0.16389,0.16329,0.032668,0.0027223,0.1098,0.109,77,63,1
0.15904,0.15844,0.030853,0.00090744,0.070865,0.070062,77,63,1
0.15523,0.15463,0.030853,0.00090744,0.063957,0.063154,77,63,1
0.15132,0.15072,0.029946,0,0.070067,0.069264,84,70,1
0.14708,0.14648,0.029038,0,0.077647,0.076843,85,71,1
0.13777,0.13717,0.028131,0,0.073268,0.072465,88,74,1
0.12805,0.12745,0.028131,0,0.068998,0.068195,88,74,1
0.12477,0.12417,0.028131,0,0.070184,0.069381,87,73,1
0.12324,0.12264,0.028131,0,0.074674,0.073871,86,72,1
0.11747,0.11686,0.028131,0,0.075072,0.074268,87,73,1
0.11411,0.11351,0.027223,0,0.065574,0.064771,88,74,1
