@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
1.283,1.2002,4,21,1
1.2351,1.1523,4,21,1
1.3359,1.2532,3,22,1
1.4526,1.3698,3,22,1
1.5509,1.4681,3,22,1
1.4876,1.4048,3,22,1
1.4817,1.3989,3,22,1
1.4242,1.3414,3,22,1
1.3886,1.3058,3,22,1
1.0476,0.9648,3,22,1
0.47543,0.39265,3,22,1
0.57269,0.4899,3,22,1
0.60744,0.52465,3,22,1
0.68866,0.60588,3,22,1
0.8483,0.76552,3,22,1
0.87465,0.79187,3,22,1
0.65086,0.56808,3,22,1
0.80738,0.7246,2,23,1
1.1553,1.0726,2,23,1
1.5785,1.4957,2,23,1
1.6569,1.5741,2,23,1
1.0455,0.96268,2,23,1
1.3359,1.2531,2,23,1
1.4705,1.3877,2,23,1
1.3803,1.2975,2,23,1
1.3343,1.2515,2,23,1
1.5628,1.48,2,23,1
1.6432,1.5604,2,23,0
1.6478,1.565,2,23,0
1.5955,1.5127,2,23,0
1.0409,0.9581,3,22,0
0.3202,0.23741,9,16,0
0.37876,0.29598,10,15,0
0.47477,0.39199,11,14,0
0.47362,0.39083,11,14,0
0.44278,0.36,13,12,0
0.43018,0.34739,10,15,0
0.3117,0.22892,12,13,0
0.27984,0.19705,11,14,0
0.27744,0.19466,26,0,0
0.24998,0.1672,24,2,0
0.30503,0.22224,22,4,0
0.23546,0.15267,30,0,0
0.22973,0.14695,30,0,0
0.29562,0.21283,25,5,0
0.30105,0.21826,24,6,0
0.21128,0.1285,25,5,0
0.25875,0.17596,26,4,0
0.34098,0.25819,30,0,0
0.24109,0.15831,30,0,0
0.20203,0.11925,43,0,0
0.27987,0.19709,33,10,0
0.26551,0.18273,34,9,0
0.2286,0.14581,33,10,0
0.24537,0.16259,37,6,0
0.17273,0.089946,39,4,0
0.26398,0.18119,47,0,0
0.17895,0.09616,46,1,0
0.25091,0.16813,28,19,0
0.18731,0.10452,51,0,0
0.19978,0.117,33,18,0
0.10931,0.026525,32,19,0
0.11169,0.028908,44,7,0
0.19722,0.11444,38,13,0
0.18394,0.10116,26,25,0
0.18907,0.10628,37,14,0
0.23648,0.1537,26,25,0
0.19722,0.11444,26,25,0
0.23212,0.14933,23,28,0
0.24804,0.16526,23,28,0
0.2373,0.15452,27,24,0
0.23987,0.15709,33,18,0
0.17973,0.096946,40,11,0
0.27188,0.18909,30,21,0
0.25549,0.17271,28,23,0
0.31345,0.23067,18,33,0
0.29187,0.20908,22,29,0
0.3335,0.25071,19,32,0
0.37416,0.29137,13,38,0
0.089661,0.0068757,14,37,0
0.096536,0.01375,6,45,0
0.49134,0.40855,9,42,0
0.012231,0,9,42,0
0.00043054,0,2,49,0
0.035738,0.035307,21,30,0
0.070158,0.069728,50,1,0
0.045828,0.045397,47,4,0
0.082127,0.081697,29,22,0
0.059591,0.059161,26,25,0
0.05221,0.05178,31,20,0
0.54946,0.54902,16,35,0
0.89575,0.89532,7,44,0
0.51042,0.50999,9,42,0
0.096193,0.095763,20,31,0
0.18337,0.18294,30,21,0
0.71188,0.71145,20,31,0
0.57431,0.57388,27,24,0
0.22182,0.22139,22,29,0
0.10929,0.10886,33,18,0
0.23032,0.22989,40,11,0
0.18574,0.18531,11,40,0
0.30523,0.3048,10,41,0
0.20973,0.2093,17,34,0
0.098766,0.098336,35,16,0
0.044338,0.043907,36,15,0
0.019875,0.019445,39,12,0
0.084372,0.083941,25,26,0
0.31895,0.31851,22,29,0
0.33993,0.3395,17,34,0
0.095337,0.094906,31,20,0
0.28518,0.28475,13,38,0
0.44604,0.44561,14,37,0
0.33269,0.33226,19,32,0
0.051069,0.050638,31,20,0
0.11641,0.11598,36,15,0
0.065602,0.065171,55,0,0
0.0209,0.020469,52,3,0
0.083109,0.082679,37,18,0
0.096221,0.095791,36,19,0
0.28662,0.28619,16,39,0
0.24815,0.24772,12,43,0
0.24686,0.24643,14,41,0
0.16694,0.16651,15,40,0
0.29538,0.29495,17,38,0
0.27759,0.27716,19,36,0
0.098781,0.09835,29,26,0
0.28144,0.28101,17,38,0
0.16126,0.16083,29,26,0
0.24344,0.24301,32,23,0
0.23369,0.23326,51,4,0
0.09001,0.08958,57,0,0
0.097779,0.097349,59,0,0
0.12702,0.12659,49,10,0
0.11948,0.11905,56,3,0
0.24273,0.2423,48,11,0
0.3942,0.39377,31,28,0
0.34227,0.34184,9,50,0
0.29817,0.29774,6,53,0
0.13117,0.13074,12,47,0
0.25229,0.25186,29,30,0
0.28481,0.28438,18,41,0
0.31836,0.31793,27,32,0
0.23042,0.22999,31,28,0
0.040698,0.040268,28,31,0
0.10789,0.10746,30,29,0
0.42398,0.42355,12,47,0
0.24182,0.24139,14,45,0
0.20343,0.203,14,45,0
0.21241,0.21198,13,46,0
0.18877,0.18834,17,42,0
0.17058,0.17015,14,45,0
0.18923,0.1888,17,42,0
0.16439,0.16396,23,36,0
0.23801,0.23758,25,34,0
0.20525,0.20482,27,32,0
0.2025,0.20207,20,39,0
0.16856,0.16813,11,48,0
0.31826,0.31783,8,51,0
0.40437,0.40394,6,53,0
0.1522,0.15177,13,46,0
0.1485,0.14807,17,42,0
0.19844,0.19801,23,36,0
0.2098,0.20937,20,39,0
0.24945,0.24902,16,43,0
0.42571,0.42528,12,47,0
0.43716,0.43673,11,48,0
0.58327,0.58284,13,46,0
0.50783,0.50739,10,49,0
0.30664,0.30621,10,49,0
0.36315,0.36272,12,47,0
0.35023,0.3498,13,46,0
0.45147,0.45104,13,46,0
0.34687,0.34644,12,47,0
0.35397,0.35354,13,46,0
0.27434,0.27391,14,45,0
0.31169,0.31126,9,50,0
0.41028,0.40985,9,50,0
0.29598,0.29554,10,49,0
0.25926,0.25883,12,47,0
0.17686,0.17643,14,45,0
0.30037,0.29994,8,51,0
0.41045,0.41002,4,55,0
0.45844,0.45801,4,55,0
0.31622,0.31578,13,46,0
0.53588,0.53545,9,50,0
0.53586,0.53543,16,43,0
0.23467,0.23424,25,34,0
0.30854,0.30811,27,32,0
0.34201,0.34157,35,24,0
0.38596,0.38553,36,23,0
0.28564,0.28521,37,22,0
0.2117,0.21127,17,42,0
0.543,0.54257,13,46,0
0.49136,0.49093,9,50,0
0.15522,0.15479,10,49,0
0.0037314,0.0033009,3,56,0
0,0,1,58,0
0.0087333,0.0087333,3,56,0
0.034555,0.034555,13,46,0
0.89864,0.89864,3,56,1
0.67381,0.67381,3,56,1
1.1963,1.1963,3,56,1
0.83931,0.83931,2,57,1
1.2991,1.2991,3,56,1
1.1308,1.1308,3,56,1
1.1102,1.1102,3,56,1
1.3515,1.3515,6,53,1
1.515,1.515,6,53,1
1.6333,1.6333,10,49,1
1.6269,1.6269,9,50,1
1.6263,1.6263,9,50,1
1.5576,1.5576,9,50,1
1.4978,1.4978,6,53,1
1.4091,1.4091,6,53,1
1.2399,1.2399,6,53,1
1.2299,1.2299,5,54,1
1.2643,1.2643,7,52,1
1.3396,1.3396,3,56,1
1.3643,1.3643,3,56,1
1.3906,1.3906,3,56,1
1.4523,1.4523,3,56,1
1.5774,1.5774,3,56,1
1.4833,1.4833,2,57,1
1.3481,1.3481,2,57,1
1.1153,1.1153,3,56,1
1.2296,1.2296,4,55,1
1.0467,1.0467,3,56,1
1.0048,1.0048,3,56,1
0.93634,0.93634,4,55,1
0.91678,0.91678,5,54,1
0.66088,0.66088,5,54,1
0.72706,0.72706,6,53,1
0.72955,0.72955,6,53,1
0.90363,0.90363,5,54,1
1.1634,1.1634,6,53,1
1.2576,1.2576,6,53,1
1.2541,1.2541,5,54,1
1.2202,1.2202,5,54,1
1.2182,1.2182,5,54,1
1.3082,1.3082,5,54,1
1.3299,1.3299,6,53,1
1.3482,1.3482,6,53,1
1.3872,1.3872,5,54,1
1.3874,1.3874,2,57,1
1.3575,1.3575,3,56,1
1.2732,1.2732,5,54,1
0.98344,0.98344,2,57,1
0.46136,0.46136,5,54,1
1.2448,1.2448,2,57,1
1.6773,1.6773,2,57,1
1.7998,1.7998,2,57,1
1.7291,1.7291,2,57,1
1.6531,1.6531,2,57,1
1.7469,1.7469,2,57,1
1.7474,1.7474,2,57,1
1.7705,1.7705,2,57,1
1.747,1.747,2,57,1
1.761,1.761,2,57,1
1.7629,1.7629,2,57,1
1.7509,1.7509,2,57,1
1.716,1.716,2,57,1
1.7223,1.7223,2,57,1
1.7639,1.7639,2,57,1
1.7558,1.7558,2,57,1
1.6827,1.6827,2,57,1
1.6653,1.6653,2,57,1
1.5804,1.5804,2,57,1
1.5953,1.5953,2,57,1
1.6555,1.6555,2,57,1
1.6842,1.6842,2,57,1
1.6722,1.6722,2,57,1
1.6784,1.6784,2,57,1
1.6782,1.6782,7,52,1
1.6676,1.6676,10,49,1
1.649,1.649,10,49,1
1.6215,1.6215,9,50,1
1.6059,1.6059,9,50,1
1.6611,1.6611,9,50,1
1.6634,1.6634,10,49,1
1.5342,1.5342,9,50,1
1.4406,1.4406,10,49,1
1.5662,1.5662,10,49,1
1.5836,1.5836,10,49,1
1.5664,1.5664,10,49,1
1.5538,1.5538,10,49,1
1.5764,1.5764,10,49,1
1.6085,1.6085,8,51,1
1.6339,1.6339,2,57,1
1.6619,1.6619,2,57,1
1.6506,1.6506,2,57,1
1.6247,1.6247,2,57,1
1.5819,1.5819,2,57,1
1.5377,1.5377,2,57,1
1.572,1.572,4,55,1
1.6246,1.6246,2,57,1
1.6691,1.6691,2,57,1
1.7075,1.7075,2,57,1
1.7283,1.7283,2,57,1
1.7286,1.7286,2,57,1
1.7271,1.7271,2,57,1
1.717,1.717,2,57,1
1.7156,1.7156,2,57,1
1.7377,1.7377,2,57,1
1.7497,1.7497,2,57,1
1.7547,1.7547,2,57,1
1.7548,1.7548,2,57,1
1.7159,1.7159,2,57,1
1.7188,1.7188,2,57,1
1.7742,1.7742,2,57,1
1.7886,1.7886,2,57,1
1.78,1.78,2,57,1
1.7904,1.7904,2,57,1
1.7752,1.7752,2,57,1
1.7816,1.7816,2,57,1
1.7391,1.7391,2,57,1
1.7383,1.7383,2,57,1
1.6447,1.6447,2,57,1
1.5561,1.5561,1,58,1
1.1595,1.1595,2,57,1
1.5203,1.5203,2,57,1
1.5644,1.5644,2,57,0
1.2419,1.2419,2,57,0
1.4982,1.4982,2,57,0
0.96703,0.96703,3,56,0
0.98746,0.98746,3,56,0
0.80319,0.80319,9,50,0
0.51784,0.51784,9,50,0
0.56443,0.56443,9,50,0
0.36002,0.36002,12,47,0
0.20534,0.20534,11,48,0
0.39321,0.39321,9,50,0
0.56763,0.56763,9,50,0
0.53513,0.53513,9,50,0
0.48796,0.48796,9,50,0
0.5044,0.5044,10,49,0
0.48861,0.48861,12,47,0
0.23265,0.23265,19,40,0
0.11009,0.11009,19,40,0
0.11617,0.11617,21,38,0
0.14463,0.14463,25,34,0
0.21884,0.21884,21,38,0
0.22158,0.22158,24,35,0
0.16038,0.16038,25,34,0
0.19075,0.19075,24,35,0
0.25109,0.25109,24,35,0
0.68402,0.68402,6,53,0
0.68755,0.68755,3,56,0
1.0371,1.0371,3,56,0
0.58915,0.58915,3,56,0
0.27205,0.27205,4,55,0
0.81398,0.81398,3,56,0
0.77998,0.77998,3,56,0
0.73984,0.73984,3,56,0
0.7386,0.7386,3,56,0
0.70246,0.70246,3,56,0
0.58219,0.58219,4,55,0
0.64026,0.64026,6,53,0
0.64475,0.64475,5,54,0
0.77506,0.77506,4,55,0
0.7672,0.7672,4,55,0
0.82443,0.82443,3,56,0
0.67406,0.67406,4,55,0
0.49884,0.49884,7,52,0
0.5524,0.5524,4,55,0
0.67702,0.67702,5,54,0
0.51915,0.51915,10,49,0
0.45879,0.45879,9,50,0
0.58784,0.58784,7,52,0
0.53814,0.53814,9,50,0
0.56446,0.56446,10,49,0
0.46488,0.46488,10,49,0
0.62397,0.62397,8,51,1
0.57697,0.57697,8,51,1
1.06,1.06,2,57,1
1.6146,1.6146,2,57,1
1.3373,1.3373,2,57,1
0.98168,0.98168,2,57,1
1.0743,1.0743,3,56,1
1.1507,1.1507,2,57,1
1.5253,1.5253,4,55,1
1.5573,1.5573,4,55,1
1.3047,1.3047,5,54,1
0.86493,0.86493,9,50,1
1.0316,1.0316,8,51,1
1.2095,1.2095,3,56,1
0.544,0.544,10,49,1
0.52217,0.52217,8,51,1
0.76712,0.76712,5,54,1
0.74897,0.74897,10,49,0
0.64865,0.64865,10,49,0
0.47239,0.47239,9,50,0
0.49435,0.49435,8,51,0
0.45642,0.45642,7,52,0
0.40711,0.40711,5,54,0
0.21818,0.21818,24,35,0
0.13426,0.13426,30,29,0
0.8615,0.8615,7,52,0
0.8129,0.8129,7,52,0
0.86292,0.86292,8,51,0
0.96597,0.96597,9,50,0
1.028,1.028,5,54,0
1.0118,1.0118,6,53,0
0.99893,0.99893,7,52,0
1.0068,1.0068,7,52,0
0.99558,0.99558,7,52,0
0.96697,0.96697,7,52,0
0.93114,0.93114,9,50,0
0.99204,0.99204,7,52,0
1.0703,1.0703,3,56,0
1.0549,1.0549,3,56,0
1.0111,1.0111,3,56,0
0.84371,0.84371,3,56,0
0.90388,0.90388,3,56,0
0.88761,0.88761,3,56,0
0.68568,0.68568,3,56,0
0.94448,0.94448,4,55,0
0.92648,0.92648,10,49,0
0.71477,0.71477,8,51,0
0.88022,0.88022,9,50,0
0.81508,0.81508,3,56,0
0.71885,0.71885,8,51,0
0.75026,0.75026,9,50,0
0.32658,0.32658,19,40,0
0.21369,0.21369,17,42,0
0.11747,0.11747,13,46,0
0.089275,0.089275,12,47,0
0.47446,0.47446,10,49,0
0.59373,0.59373,8,51,0
0.43299,0.43299,9,50,0
0.46649,0.46649,9,50,0
0.11762,0.11762,27,32,0
0.20319,0.20319,41,18,0
0.27278,0.27278,41,18,0
0.15297,0.15297,41,18,0
0.11207,0.11207,47,12,0
0.16075,0.16075,39,20,0
0.15531,0.15531,40,19,0
0.18338,0.18338,17,42,0
0.62753,0.62753,9,50,0
0.4163,0.4163,8,51,0
0.60155,0.60155,6,53,0
0.69554,0.69554,4,55,0
0.73336,0.73336,4,55,0
0.35873,0.35873,9,50,0
0.55501,0.55501,4,55,0
0.70591,0.70591,4,55,0
0.77111,0.77111,5,54,0
0.29987,0.29987,21,38,0
0.20306,0.20306,22,37,0
0.29706,0.29706,17,42,0
0.22379,0.22379,21,38,0
0.22675,0.22675,26,30,0
0.6366,0.6366,14,42,0
0.41327,0.41327,8,40,0
0.20938,0.20938,11,36,0
0.35802,0.35802,8,39,0
0.13531,0.13531,21,26,0
0.29096,0.29096,20,27,0
0.12823,0.12823,20,27,0
0.1681,0.1681,23,24,0
0.18847,0.18847,21,26,0
0.17222,0.17222,22,25,0
0.19824,0.19824,24,23,0
0.14956,0.14956,32,15,0
0.13963,0.13963,28,19,0
0.13649,0.13649,28,19,0
0.15627,0.15627,25,22,0
0.28799,0.28799,28,19,0
0.25358,0.25358,31,16,0
0.15179,0.15179,28,19,0
0.249,0.249,33,14,0
0.1861,0.1861,25,22,0
0.11938,0.11938,30,17,0
0.17952,0.17952,23,24,0
0.24047,0.24047,26,21,0
0.21866,0.21866,31,16,0
0.18962,0.18962,23,24,0
0.19438,0.19438,25,22,0
0.12231,0.12231,42,5,0
0.13021,0.13021,37,10,0
0.52189,0.52189,9,38,0
0.54103,0.54103,10,37,0
0.49704,0.49704,10,37,0
0.48588,0.48588,10,37,0
0.5286,0.5286,9,38,0
0.67425,0.67425,10,37,0
0.90261,0.90261,10,37,0
0.51989,0.51989,11,36,0
0.51272,0.51272,12,35,0
0.5252,0.5252,14,33,0
0.3909,0.3909,14,33,0
0.40566,0.40566,11,36,0
0.55756,0.55756,10,37,0
0.29327,0.29327,22,25,0
0.38615,0.38615,11,36,0
0.46812,0.46812,9,38,0
0.94926,0.94926,8,39,0
0.64123,0.64123,8,39,0
0.66772,0.66772,5,42,0
0.38332,0.38332,14,33,0
0.15648,0.15648,31,16,0
0.40486,0.40486,14,33,0
0.28004,0.28004,16,31,0
0.22762,0.22762,10,37,0
0.63413,0.63413,7,40,0
0.13871,0.13871,13,34,0
0.30036,0.30036,17,30,0
0.28999,0.28999,39,8,0
0.49141,0.49141,7,40,0
0.42056,0.42056,10,37,1
0.44493,0.44493,9,38,1
0.64221,0.64221,4,43,1
0.77588,0.77588,4,43,1
0.75378,0.75378,3,44,1
0.98299,0.98299,3,44,1
1.1587,1.1587,3,44,1
0.87109,0.86236,3,44,1
1.27,1.2354,6,41,1
1.305,1.2158,4,43,1
1.5748,1.4855,2,45,1
1.7878,1.6985,2,45,1
1.7915,1.7022,2,45,1
1.509,1.4197,2,45,1
0.85399,0.76471,4,43,1
0.60142,0.51214,11,36,1
0.63389,0.54461,11,36,1
0.70547,0.61619,11,36,1
0.73694,0.64767,11,36,1
0.55536,0.46608,10,37,1
0.41562,0.32634,10,37,1
0.38649,0.29722,13,34,1
0.47401,0.38473,11,36,1
0.44809,0.35881,10,37,0
0.35023,0.26096,9,38,0
0.38117,0.2919,10,37,0
0.1654,0.076127,17,30,0
0.5502,0.46092,8,39,0
0.43643,0.34715,8,39,0
0.1715,0.082227,44,3,0
0.11807,0.02879,43,4,0
0.21583,0.12655,30,17,0
0.20743,0.11815,25,22,0
0.098356,0.0090811,27,20,0
0.15214,0.06286,23,24,0
0.16946,0.080182,23,24,0
0.22872,0.13945,16,31,0
0.23208,0.14281,14,33,0
0.16637,0.077092,22,25,0
0.17046,0.081181,19,28,0
0.26549,0.17621,17,30,0
0.44211,0,9,0,0
0.5895,0.14739,4,5,0
0.76331,0.3212,9,0,0
0.74888,0.30676,13,0,0
0.6716,0.22948,24,0,1
0.84716,0.40505,2,22,1
1.02,0.57786,2,22,1
1.0426,0.60052,5,19,1
1.2994,0.85733,8,16,1
1.2866,0.84449,8,16,1
1.1444,0.70226,8,16,1
1.3464,0.90426,8,16,1
1.4231,0.98103,8,16,1
1.3572,0.91514,8,16,1
1.2936,0.8515,8,16,1
1.2438,0.80166,8,16,1
1.3675,0.92541,8,16,1
1.3089,0.86681,8,16,1
1.2574,0.81525,8,16,1
1.3613,0.91923,9,15,1
1.3962,0.95408,9,15,1
1.3965,0.95442,9,15,1
1.4049,0.96276,9,15,1
1.4393,0.99719,9,15,1
1.4393,0.99723,9,15,1
1.4143,0.97221,9,15,1
1.4544,1.0122,9,15,1
1.518,1.0758,4,20,1
1.6041,1.162,2,22,1
1.6836,1.2415,2,22,1
1.7357,1.2936,2,22,1
1.7028,1.2607,2,22,1
1.6574,1.2153,2,22,1
1.6631,1.221,2,22,1
1.6582,1.2161,2,22,1
1.6843,1.2422,2,22,1
1.7302,1.2881,2,22,1
1.7432,1.3011,2,22,1
1.7333,1.2912,2,22,1
1.7285,1.2863,2,22,1
1.7327,1.2906,2,22,1
1.7413,1.2992,2,22,1
1.7412,1.2991,2,22,1
1.7339,1.2918,2,22,1
1.7309,1.2888,2,22,1
1.7409,1.2988,2,22,1
1.7581,1.316,2,22,1
1.7628,1.3207,2,22,1
1.7627,1.3206,2,22,1
1.7652,1.3231,2,22,1
1.7504,1.3083,2,22,1
1.7933,1.3512,2,22,1
1.788,1.3459,2,22,1
1.7939,1.3518,2,22,1
1.6904,1.2483,2,22,1
1.7456,1.3034,2,22,1
1.4768,1.0347,2,22,1
1.2668,0.82472,2,22,1
0.65975,0.21764,7,17,1
0.66549,0.22338,9,15,1
0.98771,0.54559,3,21,1
1.513,1.0709,2,22,0
1.3946,0.9525,2,22,0
0.4694,0.027286,2,22,0
0.28137,0,6,18,0
0.10338,0,8,16,0
0.13705,0.033671,8,16,0
0.38795,0.28457,13,11,0
0.57629,0.47291,10,14,0
0.97922,0.87584,10,14,0
0.96068,0.8573,9,15,0
0.55319,0.44981,12,12,0
0.34418,0.2408,12,12,0
0.25402,0.15064,23,1,0
0.4205,0.31712,21,3,0
0.44977,0.34639,13,11,0
0.3738,0.27042,20,4,0
0.22,0.11662,23,1,0
0.25053,0.14715,23,1,0
0.33895,0.23557,14,10,0
0.14109,0.03771,10,14,0
0.33174,0.22836,12,12,0
0.15177,0.048394,23,1,0
0.10186,0,18,6,0
0.20834,0.10648,20,4,0
0.29391,0.19205,17,7,0
0.47498,0.37312,2,22,1
1.2446,1.1428,2,22,1
1.5137,1.4118,2,22,1
1.5948,1.4929,2,22,1
1.5724,1.4705,2,22,1
1.5595,1.4577,2,22,1
1.6129,1.511,10,14,1
1.6105,1.5086,9,15,1
1.5877,1.4858,2,22,1
1.604,1.5022,2,22,1
1.6253,1.5234,2,22,1
1.6138,1.512,2,22,1
1.6234,1.5215,2,22,1
1.6412,1.5394,2,22,1
1.6501,1.5483,2,22,1
1.6086,1.5067,2,22,1
1.5921,1.4902,2,22,1
1.611,1.5091,2,22,1
1.6153,1.5134,2,22,1
1.6037,1.5018,2,22,1
1.5996,1.4977,3,21,1
1.5905,1.4887,2,22,1
1.511,1.4092,2,22,1
1.4948,1.393,2,22,1
1.5156,1.4137,4,20,1
1.4742,1.3724,8,16,1
1.4037,1.3019,14,10,1
1.4076,1.3057,16,8,1
1.4036,1.3017,16,8,1
1.4018,1.2999,15,9,1
1.424,1.3221,10,14,1
1.4256,1.3237,5,19,1
1.4661,1.3642,4,20,1
1.456,1.3541,5,19,1
1.4183,1.3164,4,20,1
1.39,1.2882,5,19,1
1.4341,1.3322,4,20,1
1.5178,1.4159,2,22,1
1.5671,1.4652,2,22,1
1.5573,1.4555,2,22,1
1.5414,1.4395,2,22,1
1.5277,1.4258,6,18,1
1.5134,1.4115,10,14,1
1.4411,1.3392,10,14,1
1.2952,1.1934,9,15,1
1.2175,1.1157,6,18,1
1.182,1.0801,6,18,1
1.2094,1.1076,6,18,1
1.1933,1.0914,6,18,1
1.199,1.0971,6,18,1
1.2225,1.1206,6,18,1
1.2185,1.1166,6,18,1
1.2204,1.1186,6,18,1
1.2247,1.1228,8,16,1
1.2349,1.133,6,18,1
1.3967,1.2948,9,15,1
1.4948,1.3929,9,15,1
1.5423,1.4404,9,15,1
