@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
607.13,361.25,4.8879,-0.33531,323,172.27,0.022065,0.002173,38,-108,1
438.41,192.53,4.8316,-0.39168,344.53,193.8,0.021613,0.0017216,72,-74,1
361.03,115.15,4.8061,-0.41718,236.87,86.133,0.014663,0,130,-16,0
287.23,41.352,4.8271,-0.39611,129.2,0,0.012639,0,97,-49,0
391.86,145.98,4.5488,-0.67446,409.13,279.93,0.022194,0.0095548,71,-75,0
494.51,248.63,4.4704,-0.7529,409.13,279.93,0.020252,0.0076124,88,-58,0
260.92,15.035,4.8067,-0.41655,129.2,0,0.016546,0.0039073,72,-74,0
598.51,352.63,4.5051,-0.71811,323,193.8,0.015574,0.0029353,72,-74,0
1357.6,1111.7,4.1814,-1.0418,516.8,387.6,0.01526,0.0026206,126,-20,0
2023,1777.1,3.985,-1.2382,516.8,387.6,0.020967,0.0083277,114,-32,0
2760.8,2514.9,4.0556,-1.1676,516.8,387.6,0.028382,0.015743,19,-127,0
2889.6,2643.8,4.1077,-1.1155,538.33,409.13,0.034445,0.021806,15,-131,0
3050.3,2804.4,4.067,-1.1562,538.33,409.13,0.02424,0.011601,39,-107,0
3213,2967.1,4.0665,-1.1568,538.33,409.13,0.025144,0.012505,33,-113,0
3355.2,3109.3,4.1111,-1.1121,516.8,387.6,0.030904,0.018265,103,-43,0
3396.6,3150.7,4.1539,-1.0694,516.8,387.6,0.021644,0.0090051,36,-110,0
2200.2,1954.3,4.4357,-0.78755,516.8,387.6,0.026154,0.013515,38,-108,0
2356.1,2110.2,4.3797,-0.84351,495.26,366.06,0.024137,0.011498,27,-119,0
2784,2538.1,4.3152,-0.90807,495.26,366.06,0.025941,0.013301,29,-117,0
1789.4,1543.6,4.4477,-0.77551,215.33,86.133,0.024586,0.011947,24,-122,0
2281,2035.1,4.2209,-1.0023,409.13,279.93,0.037856,0.025217,46,-100,0
2343.6,2097.7,4.3532,-0.87008,387.6,258.4,0.025123,0.012484,21,-125,0
1890.4,1644.5,4.1514,-1.0718,495.26,366.06,0.027349,0.014709,37,-109,0
1067.5,821.61,4.4716,-0.75167,473.73,344.53,0.021502,0.0088632,39,-107,0
819.77,573.89,4.5391,-0.68412,516.8,387.6,0.027812,0.015173,24,-122,0
948.91,703.03,4.6188,-0.60445,516.8,387.6,0.029281,0.016642,22,-124,0
647.31,401.43,4.8599,-0.36332,409.13,279.93,0.028426,0.015787,44,-102,0
569.05,323.16,4.9818,-0.24148,366.06,236.87,0.026193,0.013553,93,-53,1
1139.8,893.88,4.881,-0.34228,538.33,409.13,0.026089,0.01345,40,-106,1
1197.9,951.99,4.8641,-0.35915,473.73,344.53,0.053777,0.041138,42,-104,1
2007.9,1762,4.851,-0.37225,473.73,344.53,0.064911,0.052272,44,-102,1
2255.2,2009.4,4.8055,-0.41775,473.73,344.53,0.07874,0.066101,44,-102,1
2072.8,1826.9,4.782,-0.44129,473.73,344.53,0.094455,0.081816,44,-102,1
2851.9,2606.1,4.7769,-0.4464,495.26,366.06,0.09765,0.085011,42,-104,1
3087.9,2842,4.8614,-0.3619,495.26,366.06,0.090566,0.077927,41,-105,1
3196.8,2950.9,4.7582,-0.46501,495.26,366.06,0.10189,0.089247,41,-105,1
2815.7,2569.9,4.7679,-0.45531,495.26,366.06,0.098611,0.085972,41,-105,1
2391,2145.1,4.8139,-0.40933,495.26,366.06,0.092254,0.079615,41,-105,1
2249.1,2003.2,4.8205,-0.40278,495.26,366.06,0.099445,0.086806,42,-104,1
2866.3,2620.4,4.7392,-0.48406,473.73,344.53,0.090608,0.077969,42,-104,1
2561.9,2316,4.9073,-0.31597,495.26,366.06,0.089829,0.07719,42,-104,1
2404.2,2158.3,4.8942,-0.32904,495.26,366.06,0.099387,0.086748,42,-104,1
2715.5,2469.6,4.7913,-0.43193,473.73,344.53,0.093088,0.080448,42,-104,1
2848.5,2602.7,4.7683,-0.45494,473.73,344.53,0.093507,0.080868,138,-8,1
2183.2,1937.3,4.8212,-0.40201,495.26,366.06,0.10603,0.093388,42,-104,1
2746,2500.1,4.6737,-0.54956,495.26,366.06,0.098331,0.085692,136,-10,1
2905.5,2659.6,4.7117,-0.51153,473.73,344.53,0.10042,0.087777,42,-104,1
2552.9,2307,4.6955,-0.52778,473.73,344.53,0.11984,0.1072,43,-103,1
2926.5,2680.6,4.7943,-0.42895,473.73,344.53,0.10905,0.096407,44,-102,1
2763.7,2517.8,4.8949,-0.32837,473.73,344.53,0.086379,0.073739,46,-100,1
2648.8,2402.9,4.7714,-0.45189,452.2,323,0.093406,0.080766,47,-99,1
2324.1,2078.2,4.7499,-0.47333,452.2,323,0.10621,0.093574,48,-98,1
2186.1,1940.2,4.859,-0.36426,452.2,323,0.11003,0.097386,48,-98,1
1626.6,1380.7,5.0201,-0.20318,452.2,323,0.087112,0.074473,49,-97,1
1495.6,1249.7,4.9619,-0.2613,452.2,323,0.089314,0.076675,49,-97,1
1786.5,1540.7,4.8698,-0.35349,452.2,323,0.098802,0.086163,49,-97,1
1600.6,1354.7,4.8843,-0.33891,452.2,323,0.091441,0.078801,50,-96,1
1900.7,1654.8,4.8885,-0.33472,452.2,323,0.10199,0.089346,49,-97,1
1779,1533.1,4.9044,-0.31887,452.2,323,0.11881,0.10617,49,-97,1
1957.9,1712,4.8087,-0.41454,452.2,323,0.11673,0.10409,48,-98,1
2135,1889.1,4.8085,-0.41475,473.73,344.53,0.099519,0.08688,47,-99,1
2230.8,1985,4.7974,-0.42589,452.2,323,0.10942,0.096777,48,-98,1
2471.2,2225.3,4.817,-0.40623,452.2,323,0.11367,0.10103,48,-98,1
2029.2,1783.3,4.9215,-0.30178,452.2,323,0.1064,0.093758,47,-99,1
1954.8,1708.9,4.7409,-0.48231,473.73,344.53,0.11067,0.098027,46,-100,1
1846.1,1600.2,4.7664,-0.45684,473.73,344.53,0.11201,0.099367,45,-101,1
2011.1,1765.2,4.7766,-0.44661,473.73,344.53,0.1114,0.098766,46,-100,1
2105.4,1859.5,4.7675,-0.45578,473.73,344.53,0.10362,0.090984,46,-100,1
2260.3,2014.4,4.7671,-0.4562,473.73,344.53,0.10442,0.091782,46,-100,1
2229.8,1983.9,4.7454,-0.47785,473.73,344.53,0.10082,0.08818,146,0,1
2054,1808.1,4.8963,-0.32698,452.2,323,0.10031,0.08767,48,-98,1
1896.7,1650.8,4.9031,-0.32019,452.2,323,0.10065,0.088008,49,-97,1
1968.8,1723,4.9313,-0.29196,452.2,323,0.10364,0.090999,50,-96,1
1801.8,1555.9,4.8602,-0.36304,452.2,323,0.11029,0.097646,51,-95,1
1884.6,1638.8,4.913,-0.31028,452.2,323,0.088861,0.076222,52,-94,1
1884.1,1638.2,4.916,-0.30726,452.2,323,0.084094,0.071455,52,-94,1
1964.9,1719,4.9579,-0.26533,430.66,301.46,0.097834,0.085194,51,-95,1
2078.4,1832.6,4.9041,-0.31915,452.2,323,0.098555,0.085915,52,-94,1
1842,1596.1,4.9254,-0.29787,452.2,323,0.10418,0.091546,51,-95,1
2130.1,1884.2,4.8022,-0.42109,430.66,301.46,0.10159,0.088952,51,-95,1
1973.8,1727.9,4.714,-0.50927,452.2,323,0.10507,0.092429,51,-95,1
1670,1424.1,4.9202,-0.30308,452.2,323,0.099936,0.087297,50,-96,1
2015.1,1769.3,4.8525,-0.37074,452.2,323,0.089372,0.076733,49,-97,1
1865.7,1619.8,4.6931,-0.53012,452.2,323,0.096412,0.083773,49,-97,1
1826.5,1580.6,4.6388,-0.58441,452.2,323,0.097633,0.084994,48,-98,1
1795.2,1549.3,4.548,-0.67529,452.2,323,0.10354,0.090897,48,-98,1
1881.6,1635.7,4.52,-0.70323,452.2,323,0.11843,0.10579,48,-98,1
2073.9,1828,4.5151,-0.70813,473.73,344.53,0.12357,0.11094,47,-99,1
2224,1978.1,4.6219,-0.60131,473.73,344.53,0.11775,0.10511,45,-101,1
2475,2229.2,4.4961,-0.72719,473.73,344.53,0.11941,0.10677,43,-103,1
2514.6,2268.7,4.6616,-0.56165,473.73,344.53,0.087198,0.074559,44,-102,1
2218.8,1972.9,4.4077,-0.81557,473.73,344.53,0.10496,0.092319,44,-102,1
2472.2,2226.3,4.4681,-0.75519,473.73,344.53,0.12098,0.10834,43,-103,1
2319.5,2073.7,4.3517,-0.87155,473.73,344.53,0.10979,0.097147,43,-103,1
2403.1,2157.3,4.3226,-0.90063,473.73,344.53,0.11439,0.10175,42,-104,1
2438.9,2193,4.4203,-0.80296,495.26,366.06,0.098148,0.085509,41,-105,1
2553.8,2308,4.4337,-0.78953,495.26,366.06,0.086512,0.073873,41,-105,1
2738.1,2492.3,4.4375,-0.7858,495.26,366.06,0.098607,0.085968,40,-106,1
2944.9,2699.1,4.4177,-0.80552,495.26,366.06,0.10978,0.097142,40,-106,1
2991.9,2746,4.5918,-0.63144,495.26,366.06,0.086863,0.074224,41,-105,1
2565.2,2319.3,4.6309,-0.59231,495.26,366.06,0.079824,0.067185,42,-104,1
2930.2,2684.3,4.62,-0.60322,495.26,366.06,0.088981,0.076341,136,-10,1
2900.1,2654.2,4.6345,-0.58877,495.26,366.06,0.093086,0.080447,42,-104,1
2960,2714.1,4.6689,-0.55436,495.26,366.06,0.082929,0.07029,42,-104,1
3138.6,2892.7,4.6196,-0.60365,473.73,344.53,0.086073,0.073433,43,-103,1
3216,2970.1,4.5457,-0.67751,473.73,344.53,0.083895,0.071256,139,-7,1
2846.5,2600.7,4.6169,-0.60635,473.73,344.53,0.09819,0.085551,43,-103,1
2780.1,2534.3,4.5855,-0.63776,473.73,344.53,0.098849,0.08621,43,-103,1
2682.5,2436.6,4.6408,-0.58248,473.73,344.53,0.093195,0.080556,45,-101,1
4165,3919.1,4.9343,-0.28898,452.2,323,0.057502,0.044863,144,-2,1
6170.4,5924.5,4.8411,-0.38218,473.73,344.53,0.049529,0.03689,47,-99,1
4878.6,4632.8,4.8481,-0.37514,452.2,323,0.045333,0.032694,149,0,1
8303.6,8057.8,4.821,-0.40225,452.2,323,0.054439,0.041799,48,-101,1
7573.8,7327.9,4.8637,-0.35956,258.4,129.2,0.06103,0.048391,26,-123,1
7815.9,7570,4.7009,-0.52235,430.66,301.46,0.031337,0.018698,24,-125,1
7006.6,6760.7,4.6821,-0.54116,258.4,129.2,0.030274,0.017635,55,-94,1
6432,6186.1,4.6904,-0.53282,258.4,129.2,0.042188,0.029549,61,-88,1
6096.2,5850.3,4.6031,-0.62012,301.46,172.27,0.029964,0.017325,47,-102,1
4894,4648.1,4.7373,-0.48591,732.13,602.93,0.036773,0.024134,71,-78,1
5070.3,4824.4,4.616,-0.60729,430.66,301.46,0.039515,0.026876,78,-71,1
4226.3,3980.4,4.4982,-0.7251,430.66,301.46,0.030348,0.017709,29,-120,1
3879.2,3633.3,5.012,-0.21129,107.67,0,0.035873,0.023234,80,-69,1
4079.6,3833.7,5.0898,-0.13342,107.67,0,0.0445,0.031861,84,-65,1
2377.8,2131.9,4.9735,-0.24974,86.133,0,0.027828,0.015189,71,-78,1
2668.9,2423,4.7737,-0.44952,86.133,0,0.026659,0.01402,67,-82,1
2268.4,2022.5,4.674,-0.54928,107.67,21.533,0.031753,0.019114,46,-103,1
1749.8,1503.9,4.8352,-0.38801,107.67,21.533,0.022399,0.0097602,25,-124,1
1805.5,1559.6,4.6311,-0.59219,279.93,193.8,0.021705,0.0090663,96,-53,1
1976.2,1730.3,4.6244,-0.59888,710.6,624.46,0.02396,0.011321,56,-93,1
2352.1,2106.2,4.7526,-0.47064,107.67,21.533,0.018463,0.0058238,81,-68,1
2412.7,2166.9,5.1618,-0.061493,107.67,21.533,0.051863,0.039224,72,-77,1
4173.9,3928,5.3954,0,344.53,258.4,0.042435,0.029796,29,-120,1
2843.7,2597.8,5.2084,-0.18695,366.06,279.93,0.038307,0.025667,96,-53,1
2659,2413.1,5.0989,-0.29651,344.53,258.4,0.03334,0.020701,34,-115,1
2232.7,1986.8,4.9352,-0.46018,344.53,258.4,0.035051,0.022412,41,-108,1
2050.7,1804.8,4.9115,-0.48387,344.53,258.4,0.039125,0.026485,70,-79,1
1169.2,923.3,5.0569,-0.33854,366.06,279.93,0.033799,0.02116,69,-80,1
662.43,416.55,5.2012,-0.19419,646,559.86,0.022218,0.0095793,33,-116,1
1152.1,906.18,4.9446,-0.4508,279.93,193.8,0.022922,0.010283,62,-87,1
700.1,454.22,4.91,-0.48544,107.67,21.533,0.0326,0.019961,37,-112,1
708.6,462.72,4.9182,-0.47719,258.4,172.27,0.021399,0.0087601,70,-79,1
589.39,343.51,4.9199,-0.47553,258.4,172.27,0.025555,0.012915,158,0,0
396.82,150.94,5.0332,-0.36223,366.06,279.93,0.018652,0.0060126,88,-70,0
324.78,78.903,4.98,-0.41538,279.93,193.8,0.021748,0.0091089,65,-93,0
301.17,55.293,4.971,-0.4244,258.4,172.27,0.017957,0.0053181,72,-86,0
353.33,107.45,4.8658,-0.52964,279.93,193.8,0.016843,0.0042041,128,-30,0
261.07,15.192,4.8316,-0.5638,279.93,193.8,0.014074,0.0014345,113,-45,0
228.71,0,4.8482,-0.5472,258.4,172.27,0.014579,0.0019398,55,-103,0
147.72,0,4.9448,-0.45064,258.4,172.27,0.020201,0.0075618,35,-123,0
141.77,0,4.9856,-0.40981,581.4,495.26,0.013439,0.00079951,113,-45,0
157.48,15.714,4.9162,-0.47918,258.4,172.27,0.014867,0.0022275,85,-73,0
21.059,0,5.1063,-0.28913,129.2,43.066,0.013112,0.00047238,90,-68,0
7.3432,0,5.1439,-0.25149,107.67,21.533,0.010079,0,98,-60,0
69.931,62.588,5.0406,-0.35485,559.86,473.73,0.011402,0.0013227,80,-78,0
96.855,89.512,4.9987,-0.39667,301.46,215.33,0.013918,0.0038388,109,-49,0
33.385,26.041,5.1502,-0.24523,258.4,172.27,0.014831,0.0047517,46,-112,0
41.644,34.301,5.0889,-0.30648,387.6,301.46,0.018962,0.0088826,34,-124,0
85.978,78.635,5.0291,-0.36626,150.73,64.6,0.017049,0.0069695,48,-110,0
39.545,32.202,5.1089,-0.2865,279.93,193.8,0.0147,0.0046211,21,-137,0
14.84,7.4967,5.2044,-0.19101,495.26,409.13,0.015349,0.0052697,146,-12,0
138.5,131.15,5.1532,-0.24224,150.73,64.6,0.021421,0.011342,96,-62,0
87.789,80.446,5.1125,-0.28288,150.73,64.6,0.022196,0.012117,109,-49,0
157.73,150.39,5.0154,-0.38002,172.27,86.133,0.01938,0.0093009,111,-47,0
119.25,111.91,5.0236,-0.3718,409.13,323,0.015021,0.0049421,115,-43,0
138.97,131.63,5.0065,-0.3889,387.6,301.46,0.011132,0.0010529,15,-143,0
115.72,108.38,4.9514,-0.44405,409.13,323,0.014413,0.0043338,106,-52,0
93.233,85.89,4.9948,-0.40061,581.4,495.26,0.017243,0.007164,37,-121,0
86.866,79.522,5.1967,-0.19871,387.6,301.46,0.016058,0.0059793,37,-121,0
87.615,80.272,5.2008,-0.19464,236.87,150.73,0.016637,0.0065576,89,-69,0
155,147.65,5.1494,-0.24605,387.6,301.46,0.023924,0.013845,60,-98,0
183.97,176.63,5.0336,-0.36181,409.13,323,0.019982,0.0099025,33,-125,0
215.9,208.56,5.0861,-0.30927,215.33,129.2,0.021298,0.011219,34,-124,0
230.15,222.81,5.2147,-0.18067,236.87,150.73,0.020463,0.010384,104,-54,0
447.01,439.67,5.1927,-0.20272,409.13,323,0.033322,0.023243,51,-107,0
349.63,342.29,5.1976,-0.19784,236.87,150.73,0.026366,0.016287,63,-95,0
559.65,552.3,5.0325,-0.3629,775.2,689.06,0.026088,0.016009,63,-95,0
509.41,502.07,5.1095,-0.28587,796.73,710.6,0.036335,0.026255,60,-98,0
424.15,416.8,5.1777,-0.21766,430.66,344.53,0.024501,0.014422,66,-92,0
231.21,223.86,5.3256,-0.069755,775.2,689.06,0.022263,0.012184,62,-96,0
281.05,273.71,5.2105,-0.18487,775.2,689.06,0.024319,0.014239,119,-39,0
203.12,195.78,5.312,-0.083422,409.13,323,0.022591,0.012512,65,-93,0
375.79,368.45,5.1153,-0.28014,775.2,689.06,0.032781,0.022702,62,-96,0
562.77,555.42,5.1546,-0.24083,430.66,344.53,0.022082,0.012003,118,-40,0
639.73,632.39,5.0311,-0.36425,409.13,323,0.025485,0.015406,64,-94,0
466.27,458.93,5.0551,-0.3403,775.2,689.06,0.017104,0.0070249,67,-91,0
691.2,683.86,4.9815,-0.41389,775.2,689.06,0.026131,0.016052,122,-36,0
611.18,603.84,5.0191,-0.37635,538.33,452.2,0.018979,0.0088997,128,-30,0
665.82,658.48,5.0032,-0.39216,215.33,129.2,0.021872,0.011793,76,-82,0
1054.8,1047.4,4.9518,-0.44362,409.13,323,0.028615,0.018536,62,-96,0
866.84,859.5,5.0227,-0.37271,215.33,129.2,0.030667,0.020588,52,-106,0
723.66,716.32,4.9427,-0.45274,796.73,710.6,0.026741,0.016661,76,-82,0
713.34,705.99,4.9075,-0.4879,796.73,710.6,0.022931,0.012851,118,-40,0
837.87,830.53,4.9974,-0.39799,818.26,732.13,0.027719,0.01764,117,-41,0
828.3,820.96,4.9871,-0.40829,387.6,301.46,0.029639,0.01956,33,-125,0
754.14,746.8,4.8388,-0.5566,818.26,732.13,0.031439,0.02136,50,-108,0
850.36,843.01,4.8842,-0.51124,818.26,732.13,0.025542,0.015463,116,-42,0
980.5,973.16,5.0882,-0.30724,236.87,150.73,0.023346,0.013267,120,-38,0
1013.2,1005.8,5.0033,-0.3921,409.13,323,0.021247,0.011168,72,-86,0
627.27,619.92,5.01,-0.38543,818.26,732.13,0.016367,0.0062875,73,-85,0
826.41,819.07,4.9879,-0.40752,409.13,323,0.028103,0.018024,86,-72,0
768.04,760.7,4.8705,-0.52491,861.33,775.2,0.025929,0.01585,113,-45,0
1131.9,1124.6,4.6981,-0.6973,409.13,323,0.024611,0.014532,39,-119,0
1198.5,1191.1,4.6074,-0.78804,473.73,387.6,0.02483,0.01475,46,-112,0
1744.1,1736.7,4.5141,-0.8813,516.8,430.66,0.030546,0.020467,45,-113,0
2851.5,2844.1,4.2385,-1.1569,516.8,430.66,0.030938,0.020859,31,-127,0
2989.9,2982.6,4.1913,-1.2041,516.8,430.66,0.034875,0.024796,39,-119,0
2547.7,2540.4,4.4661,-0.92931,516.8,430.66,0.026047,0.015968,23,-135,0
1224.1,1216.8,4.6942,-0.70115,193.8,107.67,0.025289,0.01521,64,-94,0
1094.5,1087.2,4.6248,-0.77063,495.26,409.13,0.02135,0.011271,45,-113,0
1121.8,1114.4,4.7179,-0.67748,516.8,430.66,0.02463,0.014551,136,-22,0
1194.1,1186.8,5.2107,-0.18468,344.53,258.4,0.027137,0.017058,35,-123,0
886.19,878.85,4.9153,-0.48009,409.13,323,0.023033,0.012954,133,-25,0
866.19,858.84,4.9254,-0.46997,538.33,452.2,0.020297,0.010218,40,-118,0
612.32,604.98,4.9879,-0.4075,473.73,387.6,0.017095,0.0070164,89,-69,0
987.33,979.99,4.7639,-0.6315,452.2,366.06,0.021307,0.011228,56,-102,0
996.96,989.62,4.9681,-0.42727,473.73,387.6,0.02351,0.013431,47,-111,0
1422.5,1415.2,5.0885,-0.30692,452.2,366.06,0.038398,0.028319,43,-115,0
1108.2,1100.8,4.9661,-0.42927,473.73,387.6,0.026706,0.016627,15,-143,0
663.71,656.37,5.0641,-0.33135,473.73,387.6,0.020709,0.01063,84,-74,0
766.77,759.42,5.0229,-0.37245,473.73,387.6,0.019039,0.0089603,51,-107,0
998.69,991.35,4.9023,-0.4931,689.06,602.93,0.032494,0.022414,70,-88,0
1117.4,1110,4.9286,-0.46678,473.73,387.6,0.034396,0.024317,53,-105,0
814.96,807.62,5.0371,-0.35827,258.4,172.27,0.028278,0.018199,16,-142,0
1295.5,1288.2,4.9781,-0.4173,452.2,366.06,0.026808,0.016729,40,-118,0
1510.4,1503.1,4.9878,-0.40763,452.2,366.06,0.037687,0.027608,40,-118,0
1162.1,1154.7,4.994,-0.4014,1055.1,968.99,0.032175,0.022095,72,-86,0
752.36,745.01,5.1278,-0.26765,1033.6,947.46,0.033827,0.023748,33,-125,0
1280.1,1272.7,5.1167,-0.27866,430.66,344.53,0.033146,0.023067,74,-84,0
1270.6,1263.3,4.953,-0.44243,430.66,344.53,0.036401,0.026322,75,-83,0
772.81,765.47,5.1082,-0.28721,409.13,323,0.032897,0.022818,22,-136,0
760.02,752.67,5.0654,-0.33003,710.6,624.46,0.02927,0.019191,13,-145,0
618.11,610.77,5.1063,-0.28914,215.33,129.2,0.01854,0.0084608,36,-122,0
466.5,459.15,5.1691,-0.22627,387.6,301.46,0.023659,0.01358,76,-82,0
351.36,344.01,5.268,-0.1274,538.33,452.2,0.02017,0.010091,39,-119,0
470.99,463.64,5.1724,-0.22304,387.6,301.46,0.025628,0.015549,50,-108,0
593.73,586.39,5.1772,-0.21822,753.66,667.53,0.024438,0.014359,125,-33,0
778.53,771.19,5.0532,-0.34224,710.6,624.46,0.034785,0.024706,135,-23,0
792.22,784.87,4.9819,-0.41348,409.13,323,0.026459,0.01638,9,-149,0
623.62,616.27,5.1328,-0.26257,279.93,193.8,0.019926,0.0098473,9,-149,0
1161.4,1154.1,5.273,-0.12241,215.33,129.2,0.038867,0.028788,33,-125,0
671.15,663.81,5.122,-0.27342,236.87,150.73,0.027874,0.017795,128,-30,0
633.47,626.13,5.1282,-0.26723,409.13,323,0.025273,0.015194,60,-98,0
