@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.34481,0.28357,5,-9,0
0.48693,0.42569,4,-10,0
0.27193,0.2107,5,-9,0
0.3186,0.25736,6,-8,0
0.29761,0.23637,4,-10,0
0.33319,0.27195,4,-10,0
0.20285,0.14161,8,-6,0
0.13754,0.076299,9,-5,0
0.36225,0.30101,5,-9,0
0.42687,0.36564,6,-8,0
0.16065,0.099412,5,-9,0
0.043154,0,6,-8,0
0.23216,0.18901,6,-8,0
0.04589,0.0027361,12,-2,0
0.52801,0.48485,3,-11,0
0.59006,0.5469,4,-10,0
0.32871,0.28556,14,0,0
0.28771,0.24456,14,0,0
0.27074,0.22758,12,-2,0
0.58236,0.53921,11,-3,0
0.57882,0.53566,6,-8,0
0.32878,0.28563,6,-8,0
0.42935,0.3862,6,-8,0
0.77155,0.7284,3,-11,0
1.0735,1.0304,3,-11,0
0.88492,0.84176,3,-11,0
0.77977,0.73661,3,-11,0
1.2238,1.1807,3,-11,0
1.3103,1.2671,3,-11,0
1.0117,0.96859,3,-11,0
0.91183,0.86867,4,-10,0
0.69224,0.64908,5,-9,0
0.33481,0.29165,6,-8,0
0.34256,0.29941,14,0,0
0.28428,0.24113,13,-1,0
0.77148,0.72832,3,-11,0
0.65839,0.61524,5,-9,0
0.30631,0.26316,7,-7,0
0.30801,0.26486,8,-6,1
0.22168,0.17853,8,-6,1
0.62878,0.58563,3,-11,1
1.3395,1.2963,2,-12,1
1.192,1.1489,2,-12,1
0.84738,0.80423,2,-12,1
0.85748,0.81433,3,-11,1
0.99163,0.94848,2,-12,1
1.3893,1.3461,3,-11,1
1.3774,1.3343,2,-12,1
1.1482,1.1051,2,-12,1
0.62568,0.58253,6,-8,1
0.53949,0.49634,8,-6,1
0.5727,0.52954,7,-7,1
0.3037,0.26055,8,-6,1
0.27902,0.23587,8,-6,1
0.27756,0.23441,10,-4,1
0.33358,0.29042,8,-6,0
0.78771,0.74456,2,-12,0
0.43765,0.3945,9,-5,0
0.34819,0.30504,9,-5,0
0.3066,0.26345,9,-5,0
0.15268,0.10952,8,-6,0
0.16861,0.12546,9,-5,0
0.20727,0.16411,8,-6,0
0.43613,0.39298,8,-6,0
0.47304,0.42989,7,-7,0
0.5493,0.50614,7,-7,0
0.82997,0.78682,2,-12,0
1.1911,1.1479,2,-12,0
1.2316,1.1884,2,-12,0
0.95441,0.91125,2,-12,0
1.0387,0.99554,2,-12,0
0.9979,0.95475,2,-12,0
0.87708,0.83392,3,-11,0
0.76509,0.72193,2,-12,0
0.52173,0.47858,3,-11,0
1.0006,0.95745,2,-12,0
1.3205,1.2773,2,-12,0
1.1392,1.096,2,-12,0
0.67829,0.63514,3,-11,0
0.70571,0.66255,3,-11,0
0.78882,0.74567,2,-12,0
1.0222,0.97906,2,-12,0
1.2655,1.2224,2,-12,0
1.1963,1.1531,2,-12,0
1.1571,1.114,2,-12,0
1.1926,1.1495,2,-12,0
1.0779,1.0347,2,-12,0
1.0609,1.0178,2,-12,0
0.64591,0.60275,2,-12,0
0.1155,0.07235,2,-12,0
0.14052,0.09737,3,-11,0
0.58727,0.54412,2,-12,0
0.54994,0.50678,2,-12,0
0.33235,0.2892,2,-12,0
0.18141,0.13825,5,-9,0
0.23563,0.19248,7,-7,0
0.32353,0.28038,2,-12,0
0.52135,0.47819,2,-12,0
0.41112,0.36797,2,-12,0
0.83214,0.78899,2,-12,0
1.1612,1.1181,2,-12,0
0.70026,0.65711,3,-11,0
0.56355,0.52039,2,-12,0
0.68743,0.64428,2,-12,0
0.36102,0.31787,3,-11,0
0.46138,0.41823,3,-11,0
0.41506,0.37191,3,-11,0
0.41785,0.3747,4,-10,0
0.47188,0.42872,4,-10,0
0.60399,0.56083,4,-10,0
0.4209,0.37775,4,-10,0
0.2974,0.25425,2,-12,0
0.3925,0.34935,2,-12,0
0.30952,0.26637,3,-11,0
0.69554,0.65238,3,-11,0
0.63061,0.58745,2,-12,0
0.56513,0.52198,2,-12,0
0.68214,0.63899,3,-11,0
0.86754,0.82438,3,-11,0
0.87511,0.83196,1,-13,0
1.2024,1.1593,1,-13,0
0.63415,0.591,1,-13,0
0.27607,0.23292,5,-9,0
0.3206,0.27745,3,-11,0
0.81333,0.77018,2,-12,0
0.7617,0.71855,2,-12,0
0.42625,0.3831,2,-12,0
0.25224,0.20908,3,-11,0
0.12839,0.085231,4,-10,0
0.51638,0.47323,2,-12,0
0.26512,0.22196,4,-10,0
0.33895,0.2958,4,-10,0
0.3113,0.26815,3,-11,0
0.88185,0.8387,2,-12,0
1.2684,1.2252,2,-12,0
0.70224,0.65908,2,-12,0
0.47012,0.42696,6,-8,0
0.23909,0.19594,13,-1,0
0.10579,0.06264,13,-1,0
0.28459,0.24144,11,-3,0
0.27166,0.22851,23,0,0
0.22461,0.18146,29,0,0
0.56809,0.52493,24,-5,0
0.52866,0.4855,18,-11,0
0.34633,0.30318,12,-17,0
0.44791,0.40476,12,-17,0
0.79214,0.74898,4,-25,0
0.44534,0.40218,6,-23,0
0.23414,0.19098,6,-23,0
0.35704,0.31389,7,-22,0
0.50918,0.46602,4,-25,0
0.69189,0.64874,2,-27,0
0.39293,0.34978,4,-25,0
0.39891,0.35576,3,-26,0
0.29568,0.25253,3,-26,0
0.40495,0.3618,3,-26,0
0.22601,0.18286,4,-25,0
0.65375,0.61059,2,-27,0
1.1007,1.0576,2,-27,0
1.1642,1.121,2,-27,0
0.71143,0.66828,2,-27,0
0.5726,0.52945,2,-27,0
0.57206,0.52891,2,-27,0
0.74736,0.70421,2,-27,0
0.26492,0.22176,2,-27,0
0.55251,0.50935,2,-27,0
0.64876,0.60561,2,-27,0
0.62069,0.57754,2,-27,0
0.58407,0.54091,2,-27,0
0.42324,0.38009,6,-23,0
0.12731,0.084161,5,-24,0
0.074954,0.0318,5,-24,0
0.22462,0.18147,8,-21,0
0.40854,0.36538,10,-19,0
0.36082,0.31767,14,-15,0
0.50545,0.4623,10,-19,0
0.58114,0.53798,6,-23,1
0.59621,0.55306,1,-28,1
0.69373,0.65058,1,-28,1
0.62869,0.58554,1,-28,1
0.48149,0.43833,2,-27,1
0.2188,0.17565,4,-25,1
0.42849,0.38534,3,-26,1
0.62057,0.57742,3,-26,1
0.20772,0.16456,7,-22,1
0.20952,0.16636,4,-25,1
1.0318,0.98861,2,-27,1
1.2916,1.2484,2,-27,1
1.1883,1.1452,2,-27,1
0.64042,0.59727,2,-27,1
0.2873,0.24415,4,-25,1
0.23514,0.19198,5,-24,1
0.15202,0.10887,5,-24,1
0.18272,0.13957,4,-25,1
0.17623,0.13308,6,-23,1
0.29009,0.24693,4,-25,1
0.05677,0.013616,6,-23,1
0.36903,0.32587,2,-27,1
0.54724,0.50409,3,-26,1
0.46373,0.42058,3,-26,0
0.73567,0.69252,3,-26,0
0.49966,0.45651,3,-26,0
0.46588,0.42273,3,-26,0
0.88702,0.84387,2,-27,0
0.85242,0.80927,2,-27,0
0.60408,0.56092,2,-27,0
0.47608,0.43293,2,-27,0
0.47595,0.4328,1,-28,0
0.34789,0.30474,3,-26,0
0.35505,0.31189,3,-26,0
0.28752,0.24437,3,-26,0
0.56336,0.5202,3,-26,0
0.53265,0.48949,4,-25,0
0.45813,0.41497,4,-25,0
0.27788,0.23473,5,-24,0
0.6982,0.65505,4,-25,0
0.83744,0.79429,3,-26,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0.065406,0.065406,4,0,1
0.47967,0.47967,2,-2,1
0.53001,0.53001,3,-1,1
0.64582,0.64582,5,0,1
0.85346,0.85346,6,0,1
0.89391,0.89391,6,0,1
0.98902,0.98902,6,0,1
1.1748,1.1748,6,0,1
1.1495,1.1495,6,0,1
1.0637,1.0637,6,0,1
0.99503,0.99503,6,0,1
1.0892,1.0892,6,0,1
1.1708,1.1708,6,0,1
1.183,1.183,6,0,1
1.2561,1.2561,7,0,1
1.1292,1.1292,7,0,1
1.1528,1.1528,7,0,1
1.2801,1.2801,7,0,1
1.2539,1.2539,7,0,1
1.1087,1.1087,7,0,1
1.0503,1.0503,7,0,1
1.2788,1.2788,8,0,1
1.3476,1.3476,3,-5,1
1.2869,1.2869,2,-6,1
1.3412,1.3412,2,-6,1
1.4218,1.4218,2,-6,1
1.3887,1.3887,2,-6,1
1.3237,1.3237,2,-6,1
1.3325,1.3325,2,-6,1
1.3331,1.3331,2,-6,1
1.2586,1.2586,2,-6,1
1.2675,1.2675,2,-6,1
1.3849,1.3849,2,-6,1
1.4528,1.4528,2,-6,1
1.4256,1.4256,2,-6,1
1.4157,1.4157,2,-6,1
1.4685,1.4685,2,-6,1
1.4681,1.4681,2,-6,1
1.4256,1.4256,2,-6,1
1.4044,1.4044,2,-6,1
1.4097,1.4097,2,-6,1
1.3574,1.3574,2,-6,1
1.4423,1.4423,2,-6,1
1.4706,1.4706,2,-6,1
1.4764,1.4764,2,-6,1
1.473,1.473,2,-6,1
1.5719,1.5719,2,-6,1
1.4991,1.4991,2,-6,1
1.3736,1.3736,2,-6,1
1.066,1.066,2,-6,1
1.2126,1.2126,2,-6,1
0.99703,0.99703,2,-6,1
0.11442,0.11442,2,-6,1
0.00013661,0.00013661,1,-7,1
0.015722,0.015722,6,-2,1
0.0095737,0.0095737,5,-3,1
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0.0065446,0.0065446,3,-5,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0,0,1,-7,0
0.00069063,0.00069063,5,-3,0
