@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
15.639,15.237,4.6442,0.5006,64.6,43.066,0
60.583,60.181,4.4953,0.35179,43.066,21.533,0
18.414,18.013,4.8063,0.66279,21.533,0,0
45.399,44.997,5.0402,0.89666,64.6,43.066,0
9.7001,9.2985,4.7345,0.59099,64.6,43.066,0
41.896,41.494,4.5769,0.43331,21.533,0,0
32.157,31.755,4.5633,0.4198,43.066,21.533,0
17.689,17.287,4.6744,0.53087,64.6,43.066,0
30.388,29.986,4.9672,0.82367,64.6,43.066,0
3.562,3.1603,4.7629,0.61938,43.066,21.533,0
22.481,22.079,5.1378,0.99428,21.533,0,0
49.201,48.799,5.051,0.90744,64.6,43.066,0
170.06,169.66,4.8141,0.67056,43.066,21.533,0
279.81,279.41,4.6844,0.5409,21.533,0,1
434.3,433.9,4.5884,0.44482,43.066,21.533,1
397.94,397.54,4.4107,0.26719,64.6,43.066,1
463.04,462.64,4.2705,0.12694,43.066,21.533,1
391.14,390.74,4.2784,0.13486,43.066,21.533,1
417.94,417.54,4.2925,0.14897,43.066,21.533,1
297.86,297.46,4.3779,0.23439,64.6,43.066,1
382.09,381.69,4.2117,0.068188,21.533,0,1
353.34,352.94,4.2568,0.11329,21.533,0,1
320.04,319.63,4.3487,0.20517,43.066,21.533,1
421.21,420.8,4.268,0.12442,64.6,43.066,1
378.77,378.37,4.2848,0.14123,21.533,0,1
387.86,387.46,4.3386,0.1951,43.066,21.533,1
440.32,439.91,4.2952,0.15161,64.6,43.066,1
492.46,492.06,4.2777,0.13418,21.533,0,1
460.58,460.18,4.3042,0.16062,21.533,0,1
616.09,615.69,4.2933,0.14973,64.6,43.066,1
651.27,650.87,4.3052,0.16161,21.533,0,1
593.92,593.52,4.2882,0.1447,775.2,753.66,1
642.92,642.52,4.275,0.063253,21.533,0,1
702.39,701.99,4.3355,0.12374,64.6,43.066,1
697.85,697.45,4.2942,0.082469,796.73,775.2,1
738.57,738.17,4.3534,0.14168,775.2,753.66,1
727.83,727.43,4.4562,0.24445,21.533,0,1
767.79,767.39,4.5821,0.37032,64.6,43.066,1
831.08,830.68,4.7396,0.52789,64.6,43.066,1
635.56,635.16,4.9031,0.69139,21.533,0,1
677.02,676.62,4.9847,0.77292,409.13,387.6,1
688.42,688.01,4.9423,0.73059,64.6,43.066,1
723.55,723.15,4.8744,0.66263,43.066,21.533,1
767.98,767.58,4.8617,0.64994,796.73,775.2,1
695.78,695.38,4.9806,0.76886,21.533,0,1
541.01,540.61,4.9519,0.74016,64.6,43.066,1
640.28,639.88,5.0465,0.83477,43.066,21.533,1
963.82,963.42,4.8947,0.68291,21.533,0,1
854.05,853.65,5.0298,0.8181,43.066,21.533,1
962.43,962.03,5.0752,0.86347,43.066,21.533,1
1137.4,1137,5.122,0.91026,64.6,43.066,1
1761.5,1761.1,5.2551,1.0433,21.533,0,1
2617.7,2617.3,5.1131,0.90132,990.53,968.99,1
2007.4,2007,5.2403,1.0286,947.46,925.93,1
2971.6,2971.2,5.2252,1.0134,21.533,0,1
4084.2,4083.8,5.109,0.89729,1808.8,1787.3,1
4292,4291.6,5.2024,0.99062,2239.5,2217.9,1
4126.7,4126.3,5.2327,1.021,2627.1,2605.5,1
3107.3,3106.9,5.3041,1.0924,21.533,0,1
4325.1,4324.7,5.2334,1.0216,21.533,0,1
4521.3,4520.9,5.2589,1.0471,64.6,43.066,1
4452,4451.6,5.2438,1.0321,1227.4,1205.9,1
3748.7,3748.3,5.2601,1.0484,21.533,0,1
3080.7,3080.3,5.2328,1.0211,43.066,21.533,1
3649.9,3649.5,5.2444,1.0327,2691.7,2670.1,1
2853.6,2853.2,5.363,1.1512,64.6,43.066,1
3320.7,3320.3,5.1762,0.96447,21.533,0,1
2748.7,2748.3,5.2129,1.0012,64.6,43.066,1
3117.8,3117.4,5.2305,1.0188,1248.9,1227.4,1
3126.7,3126.3,5.2107,0.99894,1292,1270.5,1
4053.4,4053,5.2344,1.0226,43.066,21.533,1
4711,4710.6,5.2233,1.0115,64.6,43.066,1
3973.8,3973.4,5.2212,1.0095,2799.3,2777.8,1
3770.4,3770,5.2019,0.99015,2691.7,2670.1,1
4329.8,4329.3,5.1618,0.9501,64.6,43.066,1
2991.7,2991.3,5.1221,0.91033,64.6,43.066,1
3649.5,3649.1,5.1073,0.89553,2670.1,2648.6,1
2606.2,2605.8,5.1316,0.91985,1270.5,1248.9,1
2972.2,2971.8,4.998,0.78629,1227.4,1205.9,1
2059.1,2058.7,5.0792,0.86744,1055.1,1033.6,1
2217.9,2217.5,4.911,0.69929,1055.1,1033.6,1
1869.3,1868.9,4.8918,0.68007,21.533,0,1
1935.6,1935.2,4.9198,0.70802,1033.6,1012.1,1
1900.2,1899.8,4.9752,0.76341,1033.6,1012.1,1
1599.2,1598.8,4.9824,0.77067,64.6,43.066,1
1381.9,1381.5,4.99,0.77823,21.533,0,1
1082.2,1081.8,4.9448,0.73303,64.6,43.066,1
1224,1223.6,4.9336,0.72188,64.6,43.066,1
1326.6,1326.2,4.5264,0.31471,1012.1,990.53,1
1444.9,1444.5,4.3733,0.16159,1012.1,990.53,1
1537,1536.6,4.3061,0.094341,990.53,968.99,1
1646.9,1646.5,4.2664,0.054628,990.53,968.99,1
1402.1,1401.7,4.2727,0.060993,968.99,947.46,1
1346.3,1345.9,4.3143,0.10253,968.99,947.46,1
1277.5,1277.1,4.2371,0.025379,968.99,947.46,1
1409.5,1409.1,4.0936,0,947.46,925.93,1
1327,1326.6,4.1291,0.035471,968.99,947.46,1
861.99,861.59,4.3443,0.25066,21.533,0,1
733.47,733.06,4.3815,0.28784,64.6,43.066,1
789.6,789.2,4.2651,0.17146,43.066,21.533,1
859.55,859.14,4.2767,0.18301,21.533,0,1
884.8,884.4,4.2503,0.15668,43.066,21.533,1
844.96,844.56,4.2131,0.1195,64.6,43.066,1
763.73,763.32,4.2689,0.17525,43.066,21.533,1
814.42,814.02,4.2316,0.13799,21.533,0,1
669.65,669.24,4.2453,0.15162,43.066,21.533,1
522.42,522.02,4.2511,0.15749,64.6,43.066,1
436.87,436.47,4.3363,0.24268,21.533,0,1
370.15,369.75,4.3946,0.30094,21.533,0,1
363.8,363.4,4.3292,0.23552,64.6,43.066,1
352.24,351.83,4.3716,0.27793,64.6,43.066,1
291.26,290.86,4.3533,0.25963,21.533,0,1
341.5,341.1,4.44,0.34634,64.6,43.066,1
428.61,428.21,4.327,0.23333,64.6,43.066,1
452.94,452.53,4.2989,0.20529,64.6,43.066,1
357.58,357.18,4.3704,0.27681,21.533,0,1
266.76,266.36,4.4579,0.36429,43.066,21.533,1
252.09,251.69,4.4244,0.33079,64.6,43.066,1
146.49,146.09,4.6209,0.52723,21.533,0,1
132.44,132.04,4.6033,0.50965,21.533,0,1
177.15,176.75,4.4281,0.33442,64.6,43.066,1
100.59,100.18,4.6463,0.55264,64.6,43.066,1
218.03,217.63,4.3944,0.30077,21.533,0,1
181,180.6,4.4287,0.33509,21.533,0,1
36.344,35.942,4.8479,0.75427,64.6,43.066,1
13.686,13.284,4.9047,0.81102,21.533,0,1
60.602,60.2,4.7458,0.65218,43.066,21.533,1
84.741,84.339,4.4661,0.37245,64.6,43.066,1
26.154,25.752,4.9728,0.87913,64.6,43.066,1
16.966,16.564,4.9223,0.82863,43.066,21.533,0
83.76,83.358,4.6594,0.56581,43.066,21.533,0
81.975,81.574,4.5276,0.43392,21.533,0,0
27.74,27.338,4.9559,0.86227,64.6,43.066,0
19.204,18.802,4.869,0.77535,21.533,0,0
14.67,14.268,4.8339,0.74023,43.066,21.533,0
28.407,28.005,4.6064,0.51277,43.066,21.533,0
30.034,29.632,5.0116,0.91799,43.066,21.533,0
30.883,30.482,4.9296,0.83598,43.066,21.533,0
14.899,14.497,4.8558,0.7622,21.533,0,0
8.3286,7.9269,4.798,0.70432,43.066,21.533,0
36.016,35.614,5.0358,0.94217,64.6,43.066,0
28.17,27.769,4.9425,0.84889,21.533,0,0
41.686,41.285,4.6028,0.50914,43.066,21.533,0
55.301,54.899,4.4825,0.38882,64.6,43.066,0
7.7531,7.3514,4.7226,0.62897,43.066,21.533,0
31.866,31.464,4.6371,0.54344,21.533,0,0
5.8082,5.4065,4.7753,0.68165,43.066,21.533,0
11.078,10.676,4.6678,0.57417,64.6,43.066,0
24.353,23.951,4.8933,0.79962,21.533,0,0
1.7453,1.3436,4.8593,0.76567,43.066,21.533,0
27.417,27.016,5.0497,0.9561,64.6,43.066,0
29.029,28.627,5.0353,0.9417,64.6,43.066,0
31.136,30.734,5.0545,0.96082,21.533,0,0
12.651,12.25,4.8796,0.786,43.066,21.533,0
17.41,17.008,4.8554,0.76181,64.6,43.066,0
40.784,40.382,5.0987,1.0051,64.6,43.066,0
29.121,28.72,4.9798,0.88618,21.533,0,0
68.587,68.186,5.2805,1.1869,43.066,21.533,0
70.635,70.234,5.4407,1.3471,21.533,0,0
103.5,0,4.9653,0,21.533,0,0
122.17,18.663,4.8974,0,21.533,0,0
141.67,38.167,4.8065,0,43.066,21.533,0
15.727,0,5.1412,0.33475,21.533,0,0
30.413,14.686,5.2359,0.42939,21.533,0,0
15.8,0.072851,5.1152,0.30869,21.533,0,0
107.75,92.018,4.9633,0.1568,21.533,0,0
143,127.28,4.9554,0.14889,21.533,0,0
256.56,240.84,4.9704,0.16392,43.066,21.533,0
160.45,144.73,5.0738,0.26728,21.533,0,0
337.78,322.05,4.8314,0.024883,21.533,0,0
596.27,580.54,4.6371,0,21.533,0,1
824.54,808.81,4.4521,0,689.06,667.53,1
970.23,954.5,4.3899,0,21.533,0,1
838,822.28,4.2519,0,21.533,0,1
1114.9,1099.2,4.2375,0,689.06,667.53,1
924.42,908.7,4.2598,0.022328,21.533,0,1
921.34,905.62,4.2727,0.035178,667.53,646,1
940.84,925.11,4.2765,0.039001,21.533,0,1
718.46,702.74,4.3349,0.097445,21.533,0,1
629.35,613.62,4.3525,0.11501,646,624.46,1
717.85,702.12,4.4325,0.19505,21.533,0,1
762.02,746.29,4.3715,0.13399,21.533,0,1
847.49,831.77,4.4344,0.19687,21.533,0,1
770.75,755.02,4.4423,0.20487,646,624.46,1
796.67,780.95,4.5136,0.27613,21.533,0,1
997.4,981.67,4.3483,0.11083,21.533,0,1
973.51,957.78,4.3577,0.12024,21.533,0,1
837.94,822.21,4.3797,0.14217,21.533,0,1
839.59,823.86,4.5106,0.27307,43.066,21.533,1
1075.6,1059.9,4.4184,0.18097,21.533,0,1
1141.1,1125.3,4.3853,0.14779,21.533,0,1
1200,1184.3,4.3956,0.15811,21.533,0,1
968.44,952.71,4.4233,0.18579,21.533,0,1
827.77,812.04,4.571,0.33352,64.6,43.066,1
1029.9,1014.2,4.4418,0.20428,21.533,0,1
802.97,787.24,4.6291,0.39163,624.46,602.93,1
897.4,881.67,4.6763,0.43885,21.533,0,1
860.17,844.45,4.6535,0.41605,21.533,0,1
496.02,480.29,4.948,0.71047,581.4,559.86,1
663.35,647.63,4.7675,0.53,861.33,839.79,1
950.64,934.91,4.6589,0.42144,21.533,0,1
569.92,554.19,4.8335,0.59603,861.33,839.79,1
674.96,659.23,4.7576,0.52009,21.533,0,1
795.82,780.09,4.6659,0.42842,818.26,796.73,1
657.96,642.23,4.6665,0.42902,818.26,796.73,1
452.91,437.18,4.7473,0.50981,818.26,796.73,1
777.65,761.92,4.5874,0.34989,818.26,796.73,1
504.34,488.62,4.7139,0.47645,21.533,0,1
428.57,412.85,4.7841,0.54667,21.533,0,1
480.04,464.31,4.8079,0.57042,21.533,0,1
288.7,272.98,4.8725,0.635,107.67,86.133,1
243.38,227.66,4.9562,0.71872,21.533,0,1
425.64,409.92,4.7841,0.54666,21.533,0,1
407,391.27,4.8068,0.56934,21.533,0,1
374.58,358.85,4.8212,0.58373,21.533,0,1
394.48,378.75,4.7962,0.55873,21.533,0,1
185.59,169.86,4.9974,0.75988,21.533,0,1
230.92,215.19,4.9704,0.7329,64.6,43.066,1
158.42,142.69,5.0077,0.77025,21.533,0,1
396.18,380.45,4.8245,0.58703,21.533,0,1
499.69,483.96,4.6811,0.44359,21.533,0,1
460.02,444.29,4.6187,0.38121,21.533,0,1
291.83,276.11,4.7941,0.55666,21.533,0,1
338.6,322.88,4.96,0.72254,21.533,0,1
664.53,648.8,4.7524,0.51493,64.6,43.066,1
370.16,354.43,4.9175,0.67999,21.533,0,1
456.7,440.97,4.9185,0.68099,21.533,0,1
327.45,311.72,4.8542,0.61668,64.6,43.066,1
447.16,431.43,4.8834,0.64594,21.533,0,1
669.41,653.68,4.7843,0.54682,624.46,602.93,1
544.52,528.79,4.7908,0.55337,21.533,0,1
480.47,464.74,4.8309,0.59343,21.533,0,1
495.99,480.26,4.7077,0.47026,64.6,43.066,1
462.06,446.33,4.9145,0.67707,21.533,0,1
627.93,612.21,4.8639,0.62641,21.533,0,1
497.33,481.61,4.8931,0.65557,21.533,0,1
557.86,542.13,4.9122,0.67472,64.6,43.066,1
395.76,380.03,5.0259,0.78846,21.533,0,1
292.48,276.75,5.0993,0.86181,21.533,0,1
626.1,610.37,4.9187,0.68126,21.533,0,1
610.6,594.88,4.9219,0.68445,21.533,0,1
668.79,653.07,4.8852,0.64769,21.533,0,1
533.13,517.4,4.973,0.73556,107.67,86.133,1
648.28,632.55,4.946,0.70856,107.67,86.133,1
355.99,340.27,5.1269,0.88938,107.67,86.133,1
484.32,468.6,5.0922,0.85469,21.533,0,1
510.84,495.11,4.9993,0.76185,21.533,0,1
528.91,513.18,4.9894,0.75195,43.066,21.533,1
466.41,450.68,5.0306,0.79314,21.533,0,1
654.45,638.72,4.8778,0.64034,21.533,0,1
566.83,551.11,4.9503,0.71285,21.533,0,1
434.16,418.43,5.0118,0.7743,129.2,107.67,1
494.13,478.41,4.9848,0.7473,21.533,0,1
560.91,545.18,4.9448,0.70729,21.533,0,1
422.88,407.15,5.0428,0.80537,624.46,602.93,1
355.16,339.43,5.0463,0.80877,21.533,0,1
547.15,531.42,4.9404,0.70296,21.533,0,1
606.36,590.63,4.8743,0.63684,323,301.46,1
326.43,310.7,5.0439,0.80645,21.533,0,1
384.96,369.23,5.0327,0.79518,107.67,86.133,1
496.11,480.39,5.0071,0.76959,129.2,107.67,1
892.88,877.16,4.7504,0.51297,193.8,172.27,1
341.85,326.12,5.1028,0.86535,21.533,0,1
662.89,647.16,5.2511,1.0136,107.67,86.133,1
571.12,555.39,5.3426,1.1051,21.533,0,1
466.43,450.71,5.3808,1.1434,21.533,0,1
593,577.27,5.3359,1.0984,344.53,323,1
789.47,773.74,5.2193,0.98182,21.533,0,1
731.63,715.9,5.2192,0.9817,86.133,64.6,1
775.28,759.56,5.2834,1.046,107.67,86.133,1
962.37,946.65,5.168,0.93052,732.13,710.6,1
1099.6,1083.8,5.162,0.92455,21.533,0,1
1155.1,1139.4,5.2383,1.0008,21.533,0,1
1078.1,1062.3,5.2663,1.0288,21.533,0,1
1352.6,1336.9,5.2266,0.98909,86.133,64.6,1
1313.3,1297.6,5.1077,0.87021,21.533,0,1
1079.9,1064.1,5.1823,0.9448,21.533,0,1
1435,1419.3,5.1313,0.89384,21.533,0,1
1725.8,1710.1,5.1044,0.86692,64.6,43.066,1
2923,2907.3,5.1559,0.91838,21.533,0,1
4740.3,4724.6,5.1828,0.94535,21.533,0,1
5950.8,5935.1,5.2615,1.0241,2605.5,2584,1
5720.8,5705,5.1644,0.92691,2584,2562.5,1
5874.7,5859,5.1751,0.93757,21.533,0,1
5839,5823.2,5.2918,1.0543,21.533,0,1
4830.2,4814.4,5.241,1.0035,2648.6,2627.1,1
5712.6,5696.8,5.273,1.0356,2627.1,2605.5,1
5708.1,5692.3,5.2769,1.0395,2627.1,2605.5,1
5738.2,5722.5,5.1999,0.96246,2648.6,2627.1,1
5585,5569.2,5.1091,0.87166,2648.6,2627.1,1
5512.2,5496.4,5.0546,0.81709,2648.6,2627.1,1
5617.2,5601.4,5.0147,0.77726,1507.3,1485.8,1
5873.6,5857.8,5.034,0.79651,1507.3,1485.8,1
5955.5,5939.8,5.1602,0.92273,1507.3,1485.8,1
5984.2,5968.5,5.1895,0.95204,1485.8,1464.3,1
6330.8,6315.1,5.2382,1.0007,1485.8,1464.3,1
6268.9,6253.1,5.1938,0.9563,1485.8,1464.3,1
6609.4,6593.7,5.2374,0.99997,1464.3,1442.7,1
6213.8,6198.1,5.1644,0.92689,1464.3,1442.7,1
6321,6305.2,5.196,0.95856,1464.3,1442.7,1
5943.8,5928.1,5.1528,0.91537,1464.3,1442.7,1
5840.3,5824.6,5.1846,0.94713,1464.3,1442.7,1
5848.5,5832.7,5.1594,0.92188,1464.3,1442.7,1
5818.3,5802.6,5.2051,0.96763,1442.7,1421.2,1
5693.6,5677.8,5.1662,0.92867,1442.7,1421.2,1
5713.2,5697.4,5.1885,0.95106,1442.7,1421.2,1
5665,5649.3,5.1579,0.92044,1421.2,1399.7,1
5415.9,5400.2,5.1004,0.86297,2777.8,2756.2,1
5129.2,5113.4,5.1279,0.89038,2756.2,2734.7,1
5903.5,5887.8,5.1281,0.89058,2842.4,2820.8,1
5643.5,5627.7,5.1696,0.93214,21.533,0,1
5222,5206.2,5.1394,0.90196,2907,2885.4,1
4611.9,4596.2,5.1045,0.86697,2885.4,2863.9,1
4238.9,4223.2,5.0907,0.85326,2907,2885.4,1
4249.7,4234,4.9659,0.7284,2799.3,2777.8,1
4379.3,4363.5,5.0094,0.77191,1571.9,1550.4,1
4207.7,4191.9,5.0068,0.76935,1528.9,1507.3,1
4121.3,4105.5,4.9074,0.66993,1550.4,1528.9,1
4310.5,4294.8,5.0064,0.7689,1528.9,1507.3,1
4043.6,4027.9,4.9466,0.70907,1507.3,1485.8,1
4144.5,4128.8,5.043,0.80551,1528.9,1507.3,1
3683.9,3668.1,5.0299,0.79242,1485.8,1464.3,1
3069.1,3053.4,4.8479,0.61038,1485.8,1464.3,1
3087.9,3072.2,4.9802,0.74271,1464.3,1442.7,1
2523.5,2507.8,4.8327,0.59523,1442.7,1421.2,1
2395.6,2379.9,4.8303,0.59281,21.533,0,1
2241.2,2225.5,4.911,0.67347,21.533,0,1
2332.4,2316.7,5.0358,0.79836,2756.2,2734.7,1
1946.1,1930.4,4.8504,0.61295,21.533,0,1
1666.7,1650.9,4.7681,0.53059,21.533,0,1
1959.1,1943.4,4.9983,0.76086,1615,1593.5,1
1827.6,1811.9,4.781,0.54352,2907,2885.4,1
1659.5,1643.8,4.7825,0.54505,2907,2885.4,1
1479.4,1463.7,4.8061,0.56861,2863.9,2842.4,1
1576.5,1560.7,4.8788,0.64127,2885.4,2863.9,1
1456.1,1440.4,4.8792,0.64177,21.533,0,1
1397,1381.2,4.8341,0.59662,107.67,86.133,1
1575.8,1560,4.8788,0.64135,1356.6,1335.1,1
1557.5,1541.8,4.7804,0.54295,21.533,0,1
1478.4,1462.6,4.7754,0.5379,21.533,0,1
1519.9,1504.1,4.8129,0.57543,1378.1,1356.6,1
1561.6,1545.9,4.7942,0.55674,107.67,86.133,1
2148.3,2132.6,4.6581,0.42059,344.53,323,1
1731.5,1715.7,4.7549,0.51743,366.06,344.53,1
1750,1734.2,4.7987,0.56123,323,301.46,1
1523.9,1508.1,4.9173,0.67979,21.533,0,1
1423.5,1407.8,4.8995,0.66204,344.53,323,1
1663.5,1647.8,4.811,0.57355,344.53,323,1
1218.6,1202.9,4.9829,0.74537,344.53,323,1
1090.9,1075.2,4.9753,0.73782,107.67,86.133,1
937.37,921.65,5.0009,0.76343,107.67,86.133,1
882.61,866.88,4.9201,0.68258,21.533,0,1
776.42,760.7,4.9389,0.70139,21.533,0,1
590.93,575.2,5.0121,0.77459,21.533,0,1
596.47,580.74,5.0575,0.82001,21.533,0,1
629.04,613.31,4.9518,0.71428,107.67,86.133,1
593.41,577.68,4.9324,0.69493,366.06,344.53,1
1010.8,995.07,4.7201,0.48267,21.533,0,1
1024.1,1008.4,4.7183,0.48079,344.53,323,1
613.67,597.94,4.9073,0.66987,64.6,43.066,1
591.52,575.79,4.8854,0.64791,107.67,86.133,1
603.84,588.12,4.8339,0.59641,21.533,0,1
437.6,421.88,5.0555,0.81806,129.2,107.67,1
403.53,387.8,5.0225,0.78503,107.67,86.133,1
369.47,353.74,4.9969,0.75937,968.99,947.46,1
646.89,631.17,4.799,0.56151,344.53,323,1
602.04,586.31,4.8853,0.64778,366.06,344.53,1
501.33,485.6,4.944,0.7065,107.67,86.133,1
467.43,451.71,4.9385,0.70105,129.2,107.67,1
698.8,683.08,4.773,0.53554,344.53,323,1
760.74,745.01,4.7743,0.5368,21.533,0,1
674.61,658.89,4.75,0.51249,344.53,323,1
494.4,478.67,4.8029,0.56545,344.53,323,1
467.81,452.09,4.9239,0.68638,21.533,0,1
653.72,637.99,4.6392,0.40176,344.53,323,1
547.66,531.93,4.824,0.58657,107.67,86.133,1
356.86,341.14,4.8765,0.63899,21.533,0,1
257.9,242.17,4.9468,0.70935,107.67,86.133,1
317.08,301.35,4.9613,0.72382,129.2,107.67,1
291.85,276.13,4.9437,0.70621,129.2,107.67,1
329.36,313.64,4.8652,0.62772,129.2,107.67,1
357.26,341.54,4.8143,0.57683,129.2,107.67,1
337.35,321.63,4.7915,0.55407,129.2,107.67,1
635.28,619.55,4.5413,0.30385,107.67,86.133,1
538.47,522.74,4.6377,0.40024,21.533,0,1
396.4,380.68,4.7709,0.53344,21.533,0,1
328.91,313.18,4.8217,0.58423,64.6,43.066,1
440.91,425.18,4.6954,0.45794,279.93,258.4,1
438.52,422.8,4.7076,0.47013,107.67,86.133,1
334.76,319.03,4.8672,0.62976,107.67,86.133,1
427.93,412.2,4.8199,0.58238,323,301.46,1
438.56,422.84,4.9268,0.68937,107.67,86.133,1
474.87,459.14,4.8216,0.5841,323,301.46,1
388.65,372.92,4.8391,0.60162,366.06,344.53,1
501.69,485.96,4.8199,0.58243,107.67,86.133,1
286.31,270.59,4.9412,0.70373,344.53,323,1
246.57,230.84,5.0777,0.84019,107.67,86.133,1
300.65,284.92,5.0456,0.80809,129.2,107.67,1
390.3,374.58,4.8781,0.64059,21.533,0,1
329.14,313.42,5.0764,0.83891,21.533,0,1
339.96,324.23,4.9717,0.73426,21.533,0,1
480.92,465.2,4.8731,0.63566,107.67,86.133,1
455.72,439.92,4.9158,0.67832,107.67,86.133,1
296.14,280.34,5.0105,0.77304,129.2,107.67,1
268,160.26,5.0444,0.80694,107.67,86.133,1
369.28,226.28,5.0173,0.7798,129.2,107.67,1
284.19,125.77,5.0229,0.78546,64.6,43.066,1
228.19,69.77,5.0217,0.78423,107.67,86.133,1
383.82,225.4,4.9238,0.68629,344.53,323,1
239.09,80.667,5.0297,0.79218,107.67,86.133,1
169.31,10.89,5.042,0.80453,107.67,86.133,1
241.07,82.652,4.9721,0.73467,86.133,64.6,1
229.66,71.239,5.0143,0.77686,107.67,86.133,1
258.91,100.49,4.9404,0.70288,366.06,344.53,1
251.71,93.292,4.9266,0.66682,21.533,0,1
193.78,35.359,4.9386,0.66592,107.67,86.133,1
253.22,94.797,4.8786,0.60207,21.533,0,1
298.98,140.56,4.9167,0.58177,107.67,86.133,1
294.82,136.4,4.8766,0.52828,21.533,0,1
42.112,0,5.1297,0.7814,107.67,86.133,0
87.311,45.198,4.9791,0.63075,107.67,86.133,0
133.45,91.335,4.7804,0.43211,150.73,129.2,0
168.1,125.98,4.7429,0.39461,86.133,64.6,0
257.72,215.61,4.6999,0.35164,129.2,107.67,0
176.99,134.88,4.8494,0.50108,129.2,107.67,0
72.943,30.831,5.1499,0.79217,107.67,86.133,0
110.63,68.52,5.1076,0.7279,107.67,86.133,0
87.849,45.737,5.0809,0.69559,129.2,107.67,0
66.84,24.728,5.1712,0.78598,107.67,86.133,0
74.385,32.273,5.1118,0.7265,86.133,64.6,0
34.352,0,5.2621,0.86646,86.133,64.6,0
176.25,141.9,4.9465,0.52325,129.2,107.67,0
228.84,194.49,4.6944,0.25262,344.53,323,0
59.504,25.152,5.0768,0.63504,107.67,86.133,0
39.017,4.665,5.0678,0.5265,86.133,64.6,0
61.753,27.401,5.0484,0.50708,107.67,86.133,0
9.2676,0,5.1396,0.59827,129.2,107.67,0
19.074,9.8061,5.0868,0.5455,129.2,107.67,0
59.825,50.557,4.9565,0.41522,107.67,86.133,0
53.866,44.599,4.9806,0.43922,86.133,64.6,0
0.033801,0,5.2094,0.66812,107.67,86.133,0
103.83,103.8,4.9182,0.37686,107.67,86.133,0
73.771,73.737,4.9377,0.39638,21.533,0,0
14.859,14.825,5.0283,0.48692,86.133,64.6,0
12.949,12.916,5.0668,0.52545,129.2,107.67,0
1.169,1.1352,5.1525,0.61118,129.2,107.67,0
0.46989,0.43609,5.1517,0.61034,107.67,86.133,0
135.57,135.54,4.8972,0.35591,64.6,43.066,0
117.9,117.87,4.8731,0.33173,107.67,86.133,0
56.239,56.205,5.2003,0.65896,107.67,86.133,0
114.26,114.23,5.2081,0.66675,129.2,107.67,0
322.73,322.7,4.9739,0.43254,129.2,107.67,1
269.19,269.16,5.0345,0.4932,21.533,0,1
469.71,469.67,4.8549,0.31354,775.2,753.66,1
433.52,433.49,4.8312,0.2899,107.67,86.133,1
571.35,571.31,4.6679,0.12659,796.73,775.2,1
596.08,596.04,4.7371,0.19575,796.73,775.2,1
567.78,567.75,4.6808,0.13942,796.73,775.2,1
639.48,639.45,4.6249,0.083545,796.73,775.2,1
623.09,623.05,4.6732,0.13183,796.73,775.2,1
644.68,644.65,4.6827,0.14142,796.73,775.2,1
685.55,685.51,4.662,0.1207,796.73,775.2,1
682.47,682.44,4.717,0.17565,107.67,86.133,1
751.15,751.12,4.5583,0.01698,796.73,775.2,1
787.7,787.67,4.5826,0.041284,796.73,775.2,1
648.38,648.35,4.7306,0.18925,796.73,775.2,1
635.75,635.72,4.8842,0.34283,21.533,0,1
732.44,732.4,4.8792,0.33783,21.533,0,1
851.39,851.35,4.8442,0.30283,21.533,0,1
690.67,690.63,5.0619,0.52062,21.533,0,1
620.72,620.68,5.0832,0.54182,21.533,0,1
688,687.96,5.0779,0.53657,409.13,387.6,1
716.81,716.77,5.1411,0.59973,409.13,387.6,1
968.79,968.76,5.1444,0.60308,409.13,387.6,1
1435.7,1435.6,5.1464,0.60505,21.533,0,1
2485.1,2485.1,5.2034,0.66211,21.533,0,1
2548.1,2548,5.1963,0.65501,21.533,0,1
3303.6,3303.6,5.1075,0.56614,2368.7,2347.1,1
3618.2,3618.2,5.2789,0.73754,2562.5,2540.9,1
4180.7,4180.6,5.1456,0.60425,2562.5,2540.9,1
4042.4,4042.4,5.156,0.61464,2562.5,2540.9,1
4927,4926.9,5.1794,0.63809,1959.5,1938,1
4700,4700,5.2189,0.67755,2584,2562.5,1
5253.6,5253.6,5.2273,0.68596,2584,2562.5,1
4223.7,4223.7,5.3043,0.76296,21.533,0,1
3870.1,3870,5.2668,0.72545,1808.8,1787.3,1
4118,4118,5.2422,0.70088,1098.2,1076.7,1
4969.9,4969.9,5.2951,0.75382,796.73,775.2,1
5413.5,5413.5,5.3062,0.76486,1593.5,1571.9,1
5037.3,5037.3,5.2963,0.75499,1571.9,1550.4,1
4365.6,4365.6,5.3025,0.76122,1636.5,1615,1
5508.3,5508.3,5.2731,0.73175,2863.9,2842.4,1
5804.6,5804.5,5.2846,0.74323,21.533,0,1
5629.8,5629.7,5.2859,0.74462,1485.8,1464.3,1
5871.5,5871.5,5.1908,0.64946,1485.8,1464.3,1
