@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.24767,0.1817,0.044465,0.032668,2067.1,2044.9,4.6585,0.49503,861.33,839.79,0.10465,0.092643,105,92,1.2433,1.2433,3,2,1
0.2411,0.17513,0.040835,0.029038,2218.6,2196.5,4.6957,0.53223,839.79,818.26,0.086821,0.074811,106,93,1.2109,1.2109,3,2,1
0.2203,0.15434,0.040835,0.029038,1889.1,1867,4.6018,0.43838,839.79,818.26,0.07798,0.06597,109,96,1.2651,1.2651,3,2,1
0.24771,0.18175,0.037205,0.025408,2042.6,2020.5,4.5063,0.34284,839.79,818.26,0.092004,0.079994,109,96,1.342,1.342,3,2,1
0.26451,0.19855,0.036298,0.024501,2321.7,2299.6,4.4422,0.27881,839.79,818.26,0.092808,0.080799,107,94,1.3078,1.3078,3,2,1
0.25071,0.18475,0.037205,0.025408,2143.3,2121.2,4.4846,0.3212,839.79,818.26,0.080442,0.068432,108,95,1.4152,1.4152,3,2,1
0.22918,0.16322,0.037205,0.025408,2061.4,2039.3,4.4198,0.2564,839.79,818.26,0.076844,0.064834,109,96,1.3891,1.3891,3,2,1
0.22994,0.16398,0.037205,0.025408,1914.4,1892.2,4.584,0.4206,839.79,818.26,0.069616,0.057607,108,95,1.2469,1.2469,3,2,1
0.25642,0.19046,0.038113,0.026316,1897.9,1875.8,4.4645,0.30104,861.33,839.79,0.065053,0.053044,105,92,1.3415,1.3415,3,2,1
0.23898,0.17302,0.03539,0.023593,1471.2,1449,4.6068,0.44333,861.33,839.79,0.064652,0.052642,105,92,1.2587,1.2587,3,2,1
0.20167,0.1357,0.034483,0.022686,1540,1517.9,4.5584,0.39493,861.33,839.79,0.066276,0.054266,106,93,1.2218,1.2218,3,2,1
0.22473,0.15876,0.030853,0.019056,1512.7,1490.6,4.559,0.39561,861.33,839.79,0.067897,0.055887,104,91,0.923,0.923,3,2,1
0.22748,0.16152,0.028131,0.016334,1386.7,1364.6,4.5748,0.41136,21.533,0,0.067685,0.055675,105,92,0.9442,0.9442,3,2,1
0.1899,0.12394,0.030853,0.019056,1200.2,1178,4.6321,0.46871,21.533,0,0.073129,0.061119,104,91,1.088,1.088,3,2,1
0.16991,0.10394,0.033575,0.021779,1164.6,1142.5,4.721,0.55753,861.33,839.79,0.064596,0.052587,106,93,0.82271,0.82271,3,2,1
0.18076,0.11479,0.029946,0.018149,958.55,936.4,4.7029,0.53946,21.533,0,0.054127,0.042117,108,95,0.62438,0.62438,3,2,1
0.22997,0.164,0.021779,0.0099819,828.12,805.97,4.7849,0.62143,21.533,0,0.049095,0.037085,111,98,0.74171,0.74171,3,2,1
0.212,0.14603,0.024501,0.012704,1036.4,1014.3,4.6629,0.49947,21.533,0,0.045149,0.03314,111,98,0.3021,0.3021,2,1,1
0.27254,0.20658,0.013612,0.0018149,623.94,601.79,4.8686,0.70513,21.533,0,0.04849,0.036481,109,96,0.072385,0.072385,3,2,1
0.30785,0.24188,0.0036298,0,755.28,733.13,4.7566,0.59316,21.533,0,0.035055,0.023045,107,94,0.68997,0.68997,4,3,1
0.20491,0.13894,0.013612,0.0099819,941.46,919.31,4.6936,0.53014,21.533,0,0.048397,0.036388,107,94,0.4315,0.4315,4,3,1
0.15294,0.086972,0.022686,0.019056,715.71,693.56,4.7445,0.58112,43.066,21.533,0.031594,0.019584,105,92,0.20805,0.20805,4,3,1
0.14847,0.082504,0.03176,0.028131,628.9,606.75,4.754,0.59062,21.533,0,0.030248,0.018238,105,92,0.31654,0.31654,4,3,1
0.14399,0.078029,0.029946,0.026316,455.84,433.69,4.8717,0.70828,21.533,0,0.025199,0.013189,107,94,0.41799,0.41799,5,4,1
0.23128,0.16531,0.010889,0.0072595,649.65,627.5,4.7672,0.60374,21.533,0,0.033552,0.021542,101,88,0.32364,0.32364,2,1,1
0.28021,0.21425,0.0036298,0,624.84,602.69,4.7632,0.59979,21.533,0,0.031751,0.019741,101,88,0.40897,0.40897,2,1,1
0.30115,0.23519,0.008167,0.0045372,797.24,775.09,4.7349,0.57148,64.6,43.066,0.042404,0.030395,100,87,0.047801,0.047801,2,1,1
0.38379,0.31783,0.0045372,0.00090744,625.37,603.23,4.6471,0.48371,21.533,0,0.043731,0.031722,98,85,0.18932,0.18932,2,1,1
0.37561,0.30965,0.0072595,0.0036298,581.19,559.04,4.7124,0.54898,21.533,0,0.040416,0.028406,98,85,0.31956,0.31956,2,1,1
0.29209,0.22613,0.015426,0.011797,588.29,566.14,4.7226,0.55921,43.066,21.533,0.035272,0.023262,96,83,0.042252,0.042252,2,1,1
0.42072,0.35476,0.008167,0.0045372,454.58,432.43,4.8509,0.68751,21.533,0,0.032444,0.020434,98,85,0.0038948,0.0038948,3,2,1
0.43847,0.37251,0.0054446,0.0018149,280.39,258.24,4.8954,0.73199,21.533,0,0.034189,0.022179,98,85,0.0092519,0.0092519,1,0,1
0.33593,0.26997,0.0099819,0.0063521,649.61,627.46,4.7241,0.56069,43.066,21.533,0.044144,0.032134,96,83,0.013668,0.013668,1,0,1
0.40114,0.33518,0.0045372,0.00090744,546.02,523.87,4.7503,0.58691,21.533,0,0.035681,0.023672,96,83,0.062177,0.062177,3,2,1
0.34926,0.2833,0.0090744,0.0054446,652.28,630.13,4.7421,0.57863,21.533,0,0.037292,0.025282,98,85,0.031856,0.031856,2,1,1
0.24405,0.17809,0.0099819,0.0063521,685.82,663.67,4.7342,0.57075,43.066,21.533,0.046671,0.034662,98,85,0.027105,0.027105,2,1,1
0.24266,0.1767,0.008167,0.0045372,594.49,572.34,4.805,0.64156,21.533,0,0.028556,0.016547,99,86,0.34289,0.34289,2,1,1
0.15678,0.090818,0.023593,0.019964,619.07,596.92,4.7267,0.56325,43.066,21.533,0.037073,0.025063,99,86,0.37741,0.37741,2,1,1
0.14268,0.076712,0.020871,0.017241,714.94,692.79,4.6751,0.51163,107.67,86.133,0.033639,0.021629,100,87,0.3017,0.3017,2,1,1
0.20252,0.13656,0.0099819,0.0063521,711.51,689.36,4.7181,0.55464,21.533,0,0.042408,0.030398,102,89,0.20535,0.20535,2,1,1
0.2223,0.15634,0.0099819,0.0063521,711.05,688.9,4.7067,0.54322,64.6,43.066,0.04687,0.034861,99,86,0.12525,0.12525,3,2,1
0.27925,0.21329,0.0045372,0.00090744,728.25,706.11,4.6205,0.45712,21.533,0,0.047584,0.035575,99,86,0.26974,0.26974,2,1,1
0.27259,0.20663,0.010889,0.0072595,884.4,862.25,4.6727,0.50925,21.533,0,0.044023,0.032014,95,82,0.52171,0.52171,3,2,1
0.16162,0.095656,0.03902,0.03539,663.33,641.18,4.741,0.57758,21.533,0,0.04764,0.035631,95,82,0.44767,0.44767,2,1,1
0.12133,0.055362,0.043557,0.039927,791.01,768.86,4.6117,0.44826,624.46,602.93,0.049819,0.037809,96,83,0.89847,0.89847,2,1,1
0.15903,0.093062,0.028131,0.024501,787.85,765.7,4.6273,0.46386,21.533,0,0.046974,0.034965,93,80,1.0483,1.0483,2,1,1
0.19962,0.13366,0.029946,0.026316,1108.4,1086.2,4.4065,0.24305,21.533,0,0.059273,0.047264,91,78,1.1711,1.1711,3,2,1
0.21491,0.14895,0.028131,0.024501,1452.9,1430.8,4.2623,0.098898,624.46,602.93,0.063945,0.051936,92,79,0.85283,0.85283,3,2,1
0.21838,0.15241,0.016334,0.012704,1431,1408.8,4.3756,0.21217,21.533,0,0.058244,0.046235,93,80,0.96329,0.96329,3,2,1
0.18128,0.11531,0.012704,0.0090744,1094.8,1072.6,4.5267,0.36328,21.533,0,0.028948,0.016938,94,81,0.75062,0.75062,2,1,1
0.13834,0.07238,0.010889,0.0072595,290.77,268.62,4.8274,0.66394,129.2,107.67,0.016741,0.0047318,132,119,0.07773,0.07773,2,1,1
0.13507,0.069104,0.008167,0.0045372,153.32,131.17,5.0128,0.84935,21.533,0,0.019543,0.0075335,79,66,0.0075465,0.0075465,1,0,0
0.12534,0.05938,0.018149,0.014519,132.71,110.56,5.0419,0.87851,21.533,0,0.014995,0.0029851,40,20,0,0,1,0,0
0.11222,0.04626,0.028131,0.024501,273.31,251.16,4.8461,0.68265,21.533,0,0.017888,0.0058782,120,100,0,0,1,0,0
0.090151,0.024188,0.026316,0.022686,268.12,245.97,4.919,0.75556,129.2,107.67,0.028315,0.016305,77,57,0.096042,0.096042,5,4,0
0.096138,0.030175,0.022686,0.019056,242.99,220.84,4.9584,0.79499,107.67,86.133,0.021897,0.0098871,75,55,0.15757,0.15757,5,4,0
0.089571,0.023608,0.030853,0.027223,201.92,179.77,5.0062,0.84278,43.066,21.533,0.022388,0.0098494,85,65,0.053317,0.053317,3,2,0
0.083852,0.017888,0.036298,0.032668,281.74,259.59,4.8821,0.7187,21.533,0,0.030422,0.017884,81,61,0.19041,0.19041,2,1,0
0.11147,0.045509,0.026316,0.022686,525.69,503.54,4.6693,0.50591,21.533,0,0.025242,0.012703,39,19,0.15322,0.15322,3,2,0
0.11089,0.044923,0.023593,0.019964,461.99,439.84,4.6609,0.49752,323,301.46,0.025781,0.013242,83,63,0.41831,0.41831,1,0,0
0.097497,0.031533,0.025408,0.021779,166.85,144.7,5.015,0.85156,86.133,64.6,0.02013,0.0075908,81,61,0.34736,0.34736,1,0,0
0.087375,0.021412,0.026316,0.022686,189.19,167.04,5.0749,0.91149,21.533,0,0.017345,0.0048064,66,46,0.0018146,0.0018146,1,0,0
0.11079,0.044826,0.019964,0.016334,143.44,121.29,5.204,1.0405,21.533,0,0.018273,0.0057345,86,66,0.054124,0.054124,4,3,0
0.13667,0.070708,0.019964,0.016334,284.08,261.93,4.9217,0.75827,21.533,0,0.024134,0.011596,41,21,0.0012848,0.0012848,1,0,0
0.11332,0.047362,0.023593,0.019964,187.29,165.14,5.1304,0.96694,21.533,0,0.021093,0.0085542,42,22,0.00038514,0.00038514,2,1,0
0.085932,0.019968,0.016334,0.012704,274.96,252.81,5.0421,0.87864,107.67,86.133,0.020605,0.0080667,29,9,0.10294,0.10294,2,1,0
0.092078,0.026115,0.013612,0.0099819,348.73,326.58,4.9329,0.76949,129.2,107.67,0.018434,0.0058952,84,64,0.034671,0.034671,3,2,0
0.11112,0.045159,0.018149,0.014519,358.45,336.3,4.9261,0.76272,129.2,107.67,0.025112,0.012573,78,58,0.0049056,0.0049056,2,1,0
0.11817,0.05221,0.028131,0.024501,248.55,226.4,4.96,0.79662,107.67,86.133,0.020234,0.0076954,82,62,0.043945,0.043945,1,0,0
0.096445,0.030482,0.027223,0.023593,400.32,378.17,4.8557,0.69224,129.2,107.67,0.022976,0.010437,78,58,0.023044,0.023044,3,2,0
0.074166,0.0082028,0.024501,0.020871,125.34,103.19,5.104,0.94054,43.066,21.533,0.0192,0.0066616,77,57,0.10675,0.10675,3,2,0
0.081439,0.015476,0.026316,0.022686,197.22,175.07,5.0194,0.85595,86.133,64.6,0.020761,0.0082226,78,58,0.029911,0.029911,1,0,0
0.088119,0.022156,0.023593,0.019964,220.26,198.11,4.9978,0.83433,43.066,21.533,0.016017,0.0034778,37,17,0.0080718,0.0080718,2,1,0
0.089588,0.023624,0.019056,0.015426,134.8,112.65,5.1389,0.97544,107.67,86.133,0.017706,0.0051671,81,61,0,0,1,0,0
0.11407,0.048103,0.016334,0.012704,167.93,145.78,5.0728,0.90934,107.67,86.133,0.020947,0.0084085,83,63,0,0,1,0,0
0.11192,0.045957,0.026316,0.022686,138.29,116.14,5.1511,0.98766,21.533,0,0.018961,0.006422,81,61,0.010085,0.010085,1,0,0
0.10291,0.036944,0.028131,0.024501,176.45,154.3,5.1007,0.93723,21.533,0,0.018512,0.0059732,81,61,0,0,1,0,0
0.11676,0.050794,0.021779,0.018149,191.3,169.15,5.0572,0.89377,21.533,0,0.019341,0.0068026,78,58,0.011473,0.011473,3,2,0
0.11639,0.050424,0.020871,0.017241,382,359.85,4.8032,0.63982,21.533,0,0.020366,0.0078276,33,13,0.057172,0.057172,2,1,0
0.11668,0.050719,0.020871,0.017241,186.64,164.49,5.1126,0.94918,107.67,86.133,0.020143,0.007604,54,34,0,0,1,0,0
0.11065,0.044686,0.017241,0.013612,318.94,296.79,4.8746,0.71118,43.066,21.533,0.017118,0.0045794,79,59,0.02125,0.02125,1,0,0
0.13259,0.066624,0.016334,0.012704,429.46,407.31,4.7704,0.60697,21.533,0,0.019814,0.0072755,78,58,0.066038,0.066038,3,2,0
0.17509,0.10913,0.023593,0.019964,368.09,345.94,4.8895,0.72607,21.533,0,0.020981,0.0084423,76,56,0,0,1,0,1
0.14777,0.081807,0.033575,0.029946,363.59,341.44,4.9711,0.80765,129.2,107.67,0.018856,0.0063174,75,55,0.010031,0.010031,1,0,1
0.1488,0.082834,0.022686,0.019056,345.46,323.31,4.9517,0.78826,21.533,0,0.019473,0.0069344,75,55,0.014252,0.014252,2,1,1
0.15723,0.091271,0.019964,0.016334,444.05,421.9,4.9601,0.79666,21.533,0,0.027146,0.014607,81,61,0.17497,0.17497,3,2,1
0.14304,0.077079,0.03176,0.028131,861.5,839.35,4.7389,0.57546,129.2,107.67,0.038555,0.026016,81,61,0.37196,0.37196,3,2,1
0.18022,0.11425,0.026316,0.022686,1280.6,1258.4,4.5488,0.38538,86.133,64.6,0.046902,0.034363,77,57,0.63305,0.63305,3,2,1
0.17758,0.11162,0.027223,0.023593,1284.6,1262.4,4.4561,0.29267,689.06,667.53,0.053162,0.040623,77,57,0.99029,0.99029,3,2,1
0.17323,0.10727,0.03176,0.028131,1046.1,1023.9,4.5213,0.35783,689.06,667.53,0.048332,0.035793,77,57,0.9456,0.9456,3,2,1
0.1849,0.11894,0.032668,0.029038,1366.6,1344.5,4.4072,0.24375,710.6,689.06,0.059789,0.04725,76,56,1.0462,1.0462,3,2,1
0.18665,0.12069,0.027223,0.023593,1498.7,1476.5,4.4488,0.28534,710.6,689.06,0.049064,0.036525,74,54,1.1741,1.1741,3,2,1
0.17367,0.10771,0.025408,0.021779,1306.4,1284.2,4.444,0.28054,689.06,667.53,0.042538,0.029999,78,58,1.236,1.236,3,2,1
0.16834,0.10238,0.026316,0.022686,1168.3,1146.2,4.5198,0.35634,689.06,667.53,0.045539,0.033,80,60,0.95283,0.95283,3,2,1
0.1723,0.10634,0.026316,0.022686,1306.5,1284.4,4.4881,0.32465,689.06,667.53,0.041686,0.029148,79,59,0.76211,0.76211,3,2,1
0.1591,0.093137,0.030853,0.027223,1030.5,1008.4,4.4623,0.29892,689.06,667.53,0.038781,0.026242,79,59,0.83528,0.83528,3,2,1
0.15741,0.091447,0.028131,0.024501,1096.7,1074.6,4.4555,0.29208,689.06,667.53,0.043119,0.03058,78,58,0.93953,0.93953,3,2,1
0.19219,0.12623,0.019964,0.016334,1388.4,1366.3,4.4227,0.25925,689.06,667.53,0.04404,0.031502,78,58,0.74841,0.74841,3,2,1
0.20064,0.13468,0.024501,0.020871,1393,1370.8,4.3843,0.2209,710.6,689.06,0.039428,0.026889,77,57,0.78609,0.78609,3,2,1
0.19231,0.12635,0.029946,0.026316,1518.6,1496.4,4.361,0.1976,366.06,344.53,0.035451,0.022912,79,59,0.99679,0.99679,3,2,1
0.21017,0.14421,0.023593,0.019964,1364.9,1342.8,4.4191,0.25567,21.533,0,0.028401,0.015862,77,57,0.9955,0.9955,3,2,1
0.21821,0.15225,0.020871,0.017241,1144.3,1122.2,4.4443,0.28083,21.533,0,0.043976,0.031437,74,54,0.8964,0.8964,3,2,1
0.20556,0.13959,0.022686,0.019056,1390.4,1368.2,4.3472,0.11461,366.06,344.53,0.034541,0.022002,77,57,0.92178,0.92178,1,0,1
0.19686,0.1309,0.022686,0.019056,1670,1647.9,4.2637,0.031151,366.06,344.53,0.039978,0.027439,72,52,1.2012,1.2012,1,0,1
0.19318,0.12722,0.022686,0.019056,1237.6,1215.5,4.3501,0.11754,366.06,344.53,0.033092,0.020554,81,61,1.0678,1.0678,1,0,1
0.18364,0.11768,0.020871,0.017241,1461.6,1439.4,4.3099,0.077306,366.06,344.53,0.039614,0.027076,73,53,0.99646,0.99646,1,0,1
0.20182,0.13586,0.019964,0.016334,1076.1,1054,4.4977,0.26517,21.533,0,0.029512,0.016973,70,50,0.9446,0.9446,3,2,1
0.2206,0.15464,0.018149,0.014519,1242.8,1220.6,4.4312,0.19861,21.533,0,0.035474,0.022936,70,50,1.0144,1.0144,3,2,1
0.20135,0.13539,0.013612,0.0099819,1371.2,1349,4.4865,0.25397,21.533,0,0.038653,0.026114,76,56,0.93075,0.93075,1,0,1
0.16718,0.10122,0.017241,0.013612,1243.3,1221.2,4.4198,0.15746,387.6,366.06,0.031031,0.018492,77,57,0.89879,0.89879,1,0,1
0.17268,0.10671,0.023593,0.019964,1230.8,1208.6,4.4866,0.22424,366.06,344.53,0.035871,0.023332,73,53,0.69966,0.69966,3,2,1
0.19036,0.1244,0.027223,0.023593,1076.7,1054.6,4.5188,0.25645,21.533,0,0.031934,0.019395,74,54,0.79076,0.79076,3,2,1
0.19206,0.12609,0.027223,0.023593,1252.2,1230.1,4.42,0.15771,366.06,344.53,0.037692,0.025153,78,58,0.97289,0.97289,2,1,1
0.18809,0.12213,0.023593,0.019964,1314.6,1292.4,4.4695,0.20722,344.53,323,0.029714,0.017176,78,58,0.69758,0.69758,2,1,1
0.16624,0.10028,0.029946,0.026316,918.86,896.71,4.6093,0.34699,323,301.46,0.042123,0.029584,78,58,0.68249,0.68249,4,3,1
0.16624,0.10027,0.038113,0.034483,1362.4,1340.3,4.433,0.17071,344.53,323,0.040892,0.028353,76,56,1.0409,1.0409,2,1,1
0.16147,0.095506,0.03902,0.03539,1263.1,1240.9,4.5239,0.26158,323,301.46,0.036157,0.023618,80,60,0.93254,0.93254,2,1,1
0.15019,0.08423,0.037205,0.033575,1144.3,1122.1,4.5295,0.2672,323,301.46,0.030027,0.017488,81,61,0.78688,0.78688,3,2,1
0.16705,0.10109,0.029946,0.026316,982.12,959.97,4.6491,0.38678,323,301.46,0.039213,0.026674,81,52,0.56414,0.56414,4,3,1
0.17409,0.10813,0.022686,0.019056,1137.7,1115.5,4.4782,0.21591,323,301.46,0.033266,0.020727,80,51,0.84054,0.84054,1,0,1
0.18195,0.11598,0.03176,0.028131,1155.7,1095.5,4.53,0.26767,323,301.46,0.037515,0.024976,89,60,0.78726,0.78726,2,1,1
0.17957,0.1136,0.039927,0.036298,1087.8,1027.6,4.4531,0.19075,107.67,86.133,0.03465,0.022111,79,50,0.36823,0.36823,1,0,1
0.15564,0.089675,0.039927,0.036298,1022.5,927.25,4.5516,0.28925,323,301.46,0.022563,0.010024,79,50,0.3307,0.3307,1,0,1
0.13267,0.066706,0.046279,0.04265,869.44,774.17,4.702,0.43967,301.46,279.93,0.029424,0.016885,75,46,0.71936,0.71936,2,1,1
0.10581,0.039847,0.073503,0.069873,627.66,532.4,4.727,0.46463,301.46,279.93,0.030895,0.01714,95,66,0.77653,0.77653,6,5,1
0.084715,0.018752,0.063521,0.059891,405.31,310.04,4.953,0.69068,21.533,0,0.023969,0.010214,100,71,0.30475,0.30475,7,6,1
0.12214,0.056175,0.019964,0.016334,186.88,91.613,5.1113,0.84901,107.67,86.133,0.019542,0.005788,123,94,0,0,1,0,1
0.1202,0.054241,0.024501,0.020871,552.43,457.16,4.7646,0.50232,86.133,64.6,0.021214,0.007459,61,32,0.0027879,0.0027879,3,2,1
0.099542,0.033578,0.024501,0.020871,258.61,163.34,4.9324,0.67004,107.67,86.133,0.024733,0.010978,77,48,0.010569,0.010569,2,1,1
0.11051,0.044544,0.014519,0.010889,468.48,373.22,4.7085,0.44616,107.67,86.133,0.023462,0.0097076,129,100,0.082698,0.082698,2,1,1
0.12256,0.056601,0.014519,0.010889,589.94,494.68,4.5262,0.26387,215.33,193.8,0.01631,0.0025552,134,105,0.088289,0.088289,1,0,1
0.11471,0.04875,0.022686,0.019056,316.52,221.25,4.8415,0.57919,107.67,86.133,0.017063,0.0033084,126,97,0.0033958,0.0033958,2,1,1
0.076709,0.010746,0.030853,0.027223,253.04,157.77,4.9243,0.66195,21.533,0,0.01806,0.0043051,41,12,0.036006,0.036006,3,2,1
0.087999,0.022036,0.040835,0.037205,220.91,125.64,5.0499,0.78761,86.133,64.6,0.018413,0.0046586,122,93,0.042223,0.042223,2,1,1
0.11815,0.052192,0.044465,0.040835,252.19,156.93,5.1387,0.87638,21.533,0,0.014755,0.0010007,76,47,0,0,1,0,0
0.11218,0.046216,0.033575,0.029946,360.32,265.05,5.0973,0.83492,21.533,0,0.027477,0.013723,123,94,0.091141,0.091141,3,2,0
0.0924,0.026437,0.027223,0.023593,339.03,243.76,5.0198,0.75744,129.2,107.67,0.020545,0.0067901,112,83,0.20521,0.20521,2,1,0
0.083045,0.017082,0.026316,0.022686,335.19,239.92,5.0385,0.77622,129.2,107.67,0.02169,0.007935,38,9,0.24128,0.24128,2,1,0
0.082563,0.0166,0.03176,0.028131,234.66,139.4,5.0831,0.82073,129.2,107.67,0.015721,0.0019663,78,49,0.14483,0.14483,1,0,0
0.089792,0.023829,0.023593,0.019964,297.19,201.92,4.9956,0.7333,21.533,0,0.018063,0.0043088,100,71,0.066027,0.066027,2,1,0
0.078717,0.012754,0.029038,0.025408,547.12,438.47,4.791,0.52869,279.93,258.4,0.02183,0.0080759,82,53,0.55119,0.55119,1,0,0
0.10944,0.042686,0.030853,0.027223,211.89,103.24,5.1615,0.89917,21.533,0,0.024217,0.010463,78,49,0.17903,0.17903,3,2,0
0.14387,0.069703,0.010889,0.0072595,358.73,233.39,4.8591,0.59673,21.533,0,0.024314,0.010559,78,49,0.18167,0.18167,1,0,0
0.14102,0.066852,0.014519,0.010889,357.55,232.21,4.8896,0.62727,21.533,0,0.020527,0.0057721,92,63,0.012289,0.012289,1,0,0
0.12446,0.050293,0.020871,0.017241,552.56,427.23,4.7752,0.51287,21.533,0,0.033408,0.018653,88,59,0.0036416,0.0036416,2,1,0
0.10668,0.032512,0.022686,0.019056,325.11,199.77,5.0368,0.77448,107.67,86.133,0.020871,0.0061159,15,0,0.057664,0.057664,1,0,0
0.094203,0.020036,0.023593,0.019964,373.24,247.9,4.9773,0.71501,129.2,107.67,0.021757,0.0070019,91,76,0.05196,0.05196,2,1,0
0.083587,0.0094205,0.027223,0.023593,242.43,117.1,4.9575,0.6952,107.67,86.133,0.016775,0.0020203,150,135,0.012723,0.012723,1,0,0
0.075027,0.00086047,0.03902,0.03539,294.19,168.86,4.9657,0.70336,64.6,43.066,0.016621,0.0018659,145,130,0.063439,0.063439,1,0,0
0.089979,0.015813,0.028131,0.024501,273.88,148.55,4.9305,0.66822,107.67,86.133,0.024889,0.010134,85,70,0.05392,0.05392,2,1,0
0.10082,0.026656,0.021779,0.018149,194.35,69.012,5.0541,0.79181,21.533,0,0.016837,0.0020819,124,109,0.034781,0.034781,3,2,0
0.10589,0.031721,0.027223,0.023593,229.52,104.18,5.2058,0.94344,21.533,0,0.018899,0.004144,49,34,0.087366,0.087366,3,2,0
0.12432,0.050153,0.025408,0.021779,434.79,309.45,5.1086,0.84624,21.533,0,0.029818,0.015062,112,97,0.14267,0.14267,4,3,0
0.13852,0.064351,0.030853,0.027223,637.28,511.95,5.0078,0.74547,21.533,0,0.027982,0.013227,115,100,0.5895,0.5895,2,1,1
0.1713,0.097131,0.033575,0.029946,1311.2,1185.9,4.8136,0.55127,624.46,602.93,0.039476,0.024721,89,74,0.69653,0.69653,3,2,1
0.20603,0.13186,0.03176,0.028131,1415.2,1289.9,4.6621,0.39982,689.06,667.53,0.044274,0.029518,80,65,0.76694,0.76694,3,2,1
0.20871,0.13454,0.028131,0.024501,1559,1433.7,4.7719,0.50962,21.533,0,0.054572,0.039816,71,56,0.96384,0.96384,3,2,1
0.20503,0.13086,0.028131,0.024501,1581.6,1456.3,4.7293,0.46693,387.6,366.06,0.064468,0.049713,66,51,0.84044,0.84044,3,2,1
0.19831,0.12415,0.026316,0.022686,1552.8,1427.4,4.5357,0.27339,409.13,387.6,0.036466,0.021711,60,45,1.0497,1.0497,1,0,1
0.19644,0.12227,0.023593,0.019964,1412.5,1287.2,4.6057,0.34335,387.6,366.06,0.032504,0.017749,65,50,1.1808,1.1808,1,0,1
0.19869,0.12452,0.029038,0.025408,1508.8,1383.5,4.5017,0.23934,387.6,366.06,0.038631,0.023876,71,56,1.0627,1.0627,1,0,1
0.18645,0.11228,0.029038,0.025408,1390.3,1265,4.6224,0.3601,366.06,344.53,0.039081,0.024326,73,58,1.0148,1.0148,2,1,1
0.16103,0.08686,0.024501,0.020871,1119.1,993.81,4.6314,0.36904,366.06,344.53,0.038759,0.024004,76,61,0.99478,0.99478,2,1,1
0.16701,0.092846,0.019964,0.016334,1110.9,985.57,4.6644,0.40207,366.06,344.53,0.035515,0.02076,83,68,0.97421,0.97421,1,0,1
0.18114,0.10697,0.026316,0.022686,1516.3,1391,4.433,0.17072,344.53,323,0.036328,0.021573,78,63,1.0031,1.0031,1,0,1
0.18149,0.10733,0.03176,0.028131,1200.3,1075,4.6305,0.36816,366.06,344.53,0.043062,0.028307,80,65,0.58709,0.58709,2,1,1
0.19913,0.12496,0.028131,0.024501,1155.5,1030.1,4.6039,0.34162,344.53,323,0.036618,0.021862,83,68,0.44375,0.44375,3,2,1
0.18177,0.1076,0.030853,0.027223,1083.1,957.74,4.5718,0.30949,344.53,323,0.030435,0.015679,85,70,0.62511,0.62511,3,2,1
0.1561,0.08193,0.026316,0.022686,1152.9,1027.5,4.5626,0.30023,344.53,323,0.035494,0.020738,84,69,0.98509,0.98509,3,2,1
0.15194,0.077779,0.026316,0.022686,1059.1,933.75,4.6297,0.36736,366.06,344.53,0.040057,0.025302,77,62,0.93568,0.93568,3,2,1
0.16868,0.094513,0.027223,0.023593,1231.9,1106.6,4.5094,0.24712,366.06,344.53,0.047187,0.032432,76,61,0.95418,0.95418,3,2,1
0.18679,0.11263,0.024501,0.020871,1286.6,1161.3,4.614,0.35167,710.6,689.06,0.048006,0.033251,76,61,0.9644,0.9644,3,2,1
0.1742,0.10004,0.030853,0.027223,1434.8,1309.5,4.5305,0.26819,710.6,689.06,0.05452,0.039764,76,61,1.1368,1.1368,3,2,1
0.17256,0.098397,0.028131,0.024501,1196.6,1071.3,4.4727,0.21037,366.06,344.53,0.03853,0.023775,75,60,1.0372,1.0372,3,2,1
0.16639,0.092219,0.027223,0.023593,1245.5,1120.2,4.4078,0.14546,366.06,344.53,0.044397,0.029641,76,61,1.045,1.045,3,2,1
0.17346,0.099295,0.033575,0.029946,1388.2,1262.8,4.5014,0.23911,710.6,689.06,0.047122,0.032367,77,62,1.1305,1.1305,3,2,1
0.18544,0.11127,0.027223,0.023593,1315.5,1190.2,4.4298,0.16748,689.06,667.53,0.046241,0.031486,79,64,0.99784,0.99784,3,2,1
0.16861,0.094443,0.019964,0.016334,1025.1,899.75,4.4083,0.14593,366.06,344.53,0.033949,0.019193,82,67,0.79539,0.79539,3,2,1
