@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
715.55,452.33,4.8306,0.42783,516.8,430.66,0.034571,0.019483,54,44,0
826.05,562.84,4.7454,0.34261,495.26,409.13,0.020991,0.0059039,142,132,0
484.97,221.75,4.9453,0.54253,258.4,172.27,0.028263,0.013175,41,31,0
339.86,76.644,5.0021,0.59939,236.87,150.73,0.021281,0.0061931,114,104,0
366.83,103.61,4.9232,0.52045,258.4,172.27,0.018666,0.0035782,22,12,0
201.65,0,4.9499,0.54719,452.2,366.06,0.020963,0.0058754,62,52,0
196.33,0,5.1584,0.75565,1184.3,1098.2,0.020647,0.00556,143,133,0
382.01,185.68,4.9885,0.58573,452.2,366.06,0.030399,0.015312,24,14,0
525.65,329.32,4.8248,0.42207,279.93,193.8,0.020357,0.0052698,55,45,0
792,595.68,4.6603,0.25755,279.93,193.8,0.020317,0.0052291,42,32,0
1705.9,1509.5,4.332,0,516.8,430.66,0.029344,0.014257,137,127,1
1024.4,828.06,4.7975,0.46555,624.46,538.33,0.026534,0.011447,93,83,1
1131.4,935.12,4.855,0.52308,689.06,602.93,0.045208,0.030121,78,68,1
1500.5,1304.2,4.8903,0.55839,732.13,646,0.066564,0.051477,71,61,1
1677.8,1481.5,4.8197,0.48778,387.6,301.46,0.04999,0.034903,65,55,1
1600,1403.6,4.5951,0.26312,409.13,323,0.043243,0.028156,65,55,1
1492.8,1296.5,4.7441,0.41218,387.6,301.46,0.050482,0.035394,66,56,1
1378.5,1182.2,4.774,0.44202,387.6,301.46,0.052894,0.037806,67,57,1
1383.2,1186.8,4.7233,0.39131,387.6,301.46,0.059987,0.044899,70,60,1
1183.6,987.31,4.9272,0.59526,366.06,279.93,0.047125,0.032038,61,51,1
1233,1036.7,4.8857,0.55379,366.06,279.93,0.0324,0.017312,71,61,1
1155.9,959.59,4.8106,0.47868,366.06,279.93,0.040597,0.02551,73,63,1
1540.5,1344.2,4.7075,0.37556,366.06,279.93,0.045115,0.030027,70,60,1
1252,1055.7,4.7894,0.4574,366.06,279.93,0.047943,0.032856,78,68,1
1502.6,1306.3,4.7197,0.38779,366.06,279.93,0.047755,0.032668,76,66,1
1554.9,1358.5,4.5599,0.2279,366.06,279.93,0.043757,0.02867,74,64,1
1301.5,1105.2,4.6012,0.26927,366.06,279.93,0.042035,0.026947,73,63,1
1735.8,1539.5,4.4313,0.09933,366.06,279.93,0.044991,0.029903,74,64,1
1455.3,1259,4.5712,0.2392,366.06,279.93,0.038816,0.023729,75,65,1
1463.6,1267.2,4.4875,0.15554,366.06,279.93,0.050609,0.035522,75,65,1
1694.2,1497.9,4.4711,0.13916,366.06,279.93,0.046059,0.030972,75,65,1
1520.5,1324.2,4.5059,0.1739,366.06,279.93,0.044861,0.029774,75,65,1
1591.6,1395.2,4.4262,0.094254,366.06,279.93,0.041011,0.025923,75,65,1
2375.7,2179.4,4.3543,0.022369,366.06,279.93,0.039631,0.024544,77,67,1
3817.3,3621,4.1514,0,495.26,409.13,0.022739,0.0076516,71,61,1
3062.9,2866.5,4.145,0,495.26,409.13,0.023572,0.0084842,130,120,1
2034.4,1838.1,4.4124,0.26741,473.73,387.6,0.028448,0.01336,13,3,1
1828.7,1632.4,4.4307,0.28564,473.73,387.6,0.0318,0.016712,77,67,1
1696.8,1500.5,4.3995,0.25445,495.26,409.13,0.032084,0.016996,77,67,1
1907.2,1710.9,4.3912,0.24614,495.26,409.13,0.022729,0.0076416,77,67,1
1541.1,1344.8,4.3239,0.1789,344.53,258.4,0.031874,0.016786,82,72,1
1774.9,1578.6,4.3574,0.21234,344.53,258.4,0.032377,0.017289,82,72,1
1804.9,1608.6,4.5455,0.40047,344.53,258.4,0.02751,0.012422,13,3,1
1783.5,1587.2,4.4619,0.31683,344.53,258.4,0.031513,0.016425,88,78,1
1732.6,1536.3,4.8852,0.74019,323,236.87,0.030383,0.015296,96,86,1
1699.7,1503.4,4.8483,0.70325,323,236.87,0.032962,0.017874,160,150,1
1651.3,1455,4.8653,0.72033,323,236.87,0.03438,0.019293,98,88,1
1643.3,1447,4.9196,0.7746,323,236.87,0.033949,0.018862,84,74,1
1200.5,1004.2,4.9694,0.82442,301.46,215.33,0.033487,0.0184,40,30,1
551.02,354.69,5.4864,1.3413,323,236.87,0.044958,0.029871,54,44,1
687.12,490.79,5.1513,1.0062,215.33,129.2,0.035906,0.020819,50,40,1
646.17,449.84,5.1227,0.97765,473.73,387.6,0.030023,0.014936,33,23,1
746.82,550.49,4.936,0.79097,387.6,301.46,0.027895,0.012807,51,41,1
833.79,637.46,4.7951,0.65005,409.13,323,0.021953,0.0068656,44,34,0
779.93,583.61,4.7035,0.55848,387.6,301.46,0.02509,0.010002,84,74,0
877.54,681.21,4.6412,0.4962,409.13,323,0.031348,0.01626,85,75,0
1055.8,859.5,4.6364,0.49142,409.13,323,0.026688,0.011601,119,109,0
653.71,457.39,4.7304,0.58539,839.79,753.66,0.021705,0.0066179,36,26,0
838.04,641.71,4.7293,0.58429,624.46,538.33,0.027796,0.012709,70,60,0
706.29,509.96,4.7291,0.58406,646,559.86,0.019193,0.0041058,94,84,0
470.39,274.06,5.0174,0.87233,236.87,150.73,0.02184,0.0067522,97,87,0
497.23,300.9,4.9745,0.82949,236.87,150.73,0.020786,0.0056991,57,47,0
431.17,234.84,4.936,0.79098,236.87,150.73,0.028905,0.013818,25,15,0
336.02,139.69,4.9424,0.7974,409.13,323,0.019272,0.0041844,74,64,0
299.47,103.15,5.0838,0.93875,344.53,258.4,0.01736,0.0022723,118,108,0
349.71,153.38,5.0603,0.91523,236.87,150.73,0.021911,0.0068233,79,69,0
413.69,217.36,5.0459,0.90087,430.66,344.53,0.027021,0.011933,14,4,0
291.8,95.476,5.0932,0.94816,323,236.87,0.019013,0.0039256,29,19,0
380.99,184.66,4.9335,0.78852,236.87,150.73,0.024862,0.0097745,28,18,0
405.92,209.59,4.8857,0.74073,236.87,150.73,0.020318,0.005231,45,35,0
207.13,10.809,4.9423,0.79723,236.87,150.73,0.024142,0.0090545,23,13,0
255.66,59.334,5.0006,0.85555,581.4,495.26,0.01935,0.0042623,29,19,0
349.63,153.3,4.8593,0.71428,430.66,344.53,0.017105,0.0020171,32,22,0
364.17,167.84,4.8267,0.68166,538.33,452.2,0.023307,0.0082191,134,124,0
1064.9,868.61,4.4493,0.3043,258.4,172.27,0.027479,0.012391,145,135,0
711.42,515.1,4.6185,0.47349,667.53,581.4,0.024075,0.0089878,89,79,0
730.76,534.44,4.592,0.44697,667.53,581.4,0.020087,0.0050001,88,78,0
1092.2,895.87,4.3778,0.23282,624.46,538.33,0.022054,0.0069667,37,27,0
1410.3,1214,4.4389,0.29391,667.53,581.4,0.025357,0.010269,91,81,1
1545,1348.7,4.4789,0.33389,430.66,344.53,0.02625,0.011162,79,69,1
1876.6,1680.3,4.5423,0.39727,689.06,602.93,0.044209,0.029121,79,69,1
1502,1305.7,4.7203,0.57528,732.13,646,0.038195,0.023108,70,60,1
1899.3,1703,4.6343,0.48932,387.6,301.46,0.06118,0.046093,63,53,1
1909.4,1713.1,4.3541,0.20907,409.13,323,0.043531,0.028443,60,50,1
1919.9,1723.6,4.4922,0.34716,409.13,323,0.03894,0.023852,63,53,1
1728.7,1532.4,4.4058,0.26074,387.6,301.46,0.033999,0.018912,74,64,1
1633.9,1437.6,4.5271,0.38206,387.6,301.46,0.032344,0.017256,69,59,1
2084.6,1888.3,4.5304,0.38535,366.06,279.93,0.036165,0.021077,55,45,1
2326.7,2130.4,4.5432,0.39814,344.53,258.4,0.028057,0.01297,67,57,1
2246.9,2050.5,4.576,0.43098,344.53,258.4,0.041461,0.026374,74,64,1
2162,1965.6,4.6623,0.5173,344.53,258.4,0.03555,0.020462,78,68,1
2772.2,2575.9,4.5433,0.39831,344.53,258.4,0.036562,0.021475,78,68,1
2834.5,2638.2,4.6678,0.52273,947.46,861.33,0.030944,0.015856,84,74,1
3400.4,3204.1,4.5152,0.37015,236.87,150.73,0.031595,0.016508,28,18,1
3207.5,3011.2,4.6552,0.5102,323,236.87,0.036712,0.021625,81,71,1
2921.5,2725.2,4.6627,0.51768,323,236.87,0.05073,0.035643,105,92,1
3591,3394.6,4.5925,0.44749,323,236.87,0.042287,0.027199,103,90,1
2685.4,2489,4.6835,0.53852,344.53,258.4,0.037554,0.022467,90,77,1
2919.6,2723.2,4.5757,0.43065,646,559.86,0.032987,0.017899,82,69,1
2920.3,2724,4.5198,0.37482,667.53,581.4,0.028622,0.013534,74,61,1
1950.7,1754.4,4.6756,0.53055,689.06,602.93,0.033513,0.018425,74,61,1
2331,2134.7,4.4324,0.28738,344.53,258.4,0.028488,0.013401,88,75,1
2545,2348.6,4.491,0.34594,344.53,258.4,0.02789,0.012802,81,68,1
1811.8,1615.5,4.6374,0.49242,516.8,430.66,0.031466,0.016378,99,86,1
1650.5,1454.1,4.6918,0.54677,344.53,258.4,0.031309,0.016222,94,81,1
1078,881.67,4.8931,0.7481,323,236.87,0.036107,0.021019,87,74,1
1700.4,1504.1,4.7061,0.5611,344.53,258.4,0.037419,0.022331,45,32,1
1269,1072.7,4.7925,0.64752,495.26,409.13,0.038433,0.023346,31,18,1
1470.2,1273.9,4.6247,0.47963,495.26,409.13,0.03333,0.018242,134,121,1
1207.5,1011.2,4.7154,0.57038,495.26,409.13,0.034679,0.019591,49,36,1
1075.1,878.81,4.7484,0.60334,473.73,387.6,0.027609,0.012522,52,39,0
650.14,453.82,4.8432,0.69815,495.26,409.13,0.023583,0.0084959,45,32,0
558.25,361.93,4.8907,0.74569,473.73,387.6,0.023675,0.0085874,53,40,0
269.45,73.12,5.0144,0.86941,495.26,409.13,0.022008,0.006921,31,18,0
306.54,110.21,5.0518,0.90682,236.87,150.73,0.018934,0.0038462,96,83,0
353.23,156.91,4.9472,0.80215,258.4,172.27,0.021121,0.0060333,151,138,0
559.4,363.07,4.6988,0.55379,473.73,387.6,0.022327,0.0072396,133,120,0
555.74,359.42,4.8809,0.73592,279.93,193.8,0.014265,0,18,5,0
587.22,390.89,5.0185,0.8735,258.4,172.27,0.026082,0.011817,99,86,0
513.41,317.09,5.0565,0.91152,495.26,409.13,0.022628,0.0083626,21,8,0
522.07,325.74,5.0162,0.8712,602.93,516.8,0.023,0.0087348,106,93,0
358.44,162.12,4.8469,0.70186,172.27,86.133,0.016105,0.0018402,63,50,0
444.37,248.04,4.8369,0.69192,344.53,258.4,0.016899,0.0026341,67,54,0
203.48,7.1559,5.014,0.86894,323,236.87,0.022918,0.008653,60,47,0
257.18,60.85,5.011,0.86599,301.46,215.33,0.01919,0.0049249,21,8,0
317.12,120.8,4.9438,0.79874,581.4,495.26,0.020229,0.0059638,25,12,0
147.9,0,5.0019,0.85687,387.6,301.46,0.020142,0.0058769,123,110,0
110.03,0,5.0571,0.91206,409.13,323,0.017219,0.0029543,61,48,0
242.82,132.8,4.9082,0.76315,236.87,150.73,0.02062,0.0063553,132,119,0
389.48,279.45,4.7005,0.55549,258.4,172.27,0.015643,0.0013783,125,112,0
942.77,832.74,4.4816,0.33657,710.6,624.46,0.02514,0.010876,142,129,0
1096.1,986.12,4.4481,0.30306,473.73,387.6,0.020695,0.0064303,153,140,0
1012.9,902.85,4.5122,0.36713,861.33,775.2,0.019672,0.0054072,20,7,0
1319.8,1209.8,4.375,0.22994,236.87,150.73,0.01945,0.0051847,37,24,0
880.48,770.46,4.6745,0.52943,236.87,150.73,0.021484,0.0072195,41,28,0
1151.9,1041.9,4.6303,0.48524,430.66,344.53,0.015833,0.0015681,112,99,0
757.21,647.18,4.6629,0.51789,452.2,366.06,0.021027,0.006762,46,33,0
46.679,0,4.8148,0,21.533,0,0.01002,0,110,0,0
5.1495,0,4.889,0.074267,64.6,43.066,0.010859,0.00083894,81,0,0
12.286,7.1366,5.0448,0.23008,64.6,43.066,0.01269,0.0026696,113,32,0
24.229,19.079,5.0763,0.26154,43.066,21.533,0.013726,0.0037057,155,74,0
80.586,75.436,4.7744,0,43.066,21.533,0.011093,0.0010726,59,0,0
48.675,43.525,4.8356,0.061203,43.066,21.533,0.011971,0.0019513,113,54,0
21.67,16.521,4.8973,0.12289,64.6,43.066,0.014934,0.0049145,33,0,0
117.17,112.02,4.8195,0.045085,21.533,0,0.013629,0.0036092,120,87,0
235.48,230.33,4.7851,0.010745,43.066,21.533,0.023742,0.013722,99,66,1
540.85,535.7,4.6688,0,64.6,43.066,0.03447,0.02445,76,43,1
540.34,535.19,4.6421,0,21.533,0,0.051897,0.041878,61,28,1
709.37,704.22,4.4706,0,64.6,43.066,0.057288,0.047269,56,23,1
863.6,858.45,4.4105,0,43.066,21.533,0.070059,0.060039,54,21,1
641.73,636.58,4.4464,0.035915,64.6,43.066,0.066526,0.056506,51,18,1
729.49,724.34,4.3574,0,21.533,0,0.060384,0.050364,51,18,1
710.79,705.64,4.2471,0,43.066,21.533,0.055373,0.045353,51,18,1
621.15,616,4.2257,0,43.066,21.533,0.052516,0.042496,53,20,1
643.18,638.03,4.2145,0,430.66,409.13,0.049456,0.039436,55,22,1
616.36,611.22,4.2165,0.0019957,430.66,409.13,0.048218,0.038198,57,24,1
651.26,646.11,4.2983,0.083864,21.533,0,0.045263,0.035243,57,24,1
803.61,798.46,4.1877,0,64.6,43.066,0.05565,0.04563,56,23,1
875.17,870.02,4.1972,0.0095272,64.6,43.066,0.053514,0.043494,56,23,1
700.31,695.16,4.1427,0,430.66,409.13,0.052698,0.042678,56,23,1
797.73,792.58,4.2071,0.064445,43.066,21.533,0.053593,0.043573,56,23,1
775.96,770.81,4.1834,0.040659,430.66,409.13,0.056357,0.046337,57,24,1
791.52,786.37,4.169,0.02631,64.6,43.066,0.055603,0.045583,56,23,1
728.58,723.43,4.2829,0.14017,21.533,0,0.056336,0.046316,57,24,1
882.52,877.38,4.2773,0.13457,430.66,409.13,0.060094,0.050074,55,22,1
857.89,852.74,4.2101,0.067385,430.66,409.13,0.058247,0.048227,55,22,1
841.2,836.05,4.27,0.12729,430.66,409.13,0.057771,0.047751,54,21,1
1018.6,1013.5,4.2477,0.10496,430.66,409.13,0.050964,0.040944,54,21,1
869.99,864.84,4.3449,0.2022,430.66,409.13,0.061229,0.051209,54,21,1
882.28,877.13,4.3749,0.23222,430.66,409.13,0.061926,0.051907,54,21,1
924.68,919.53,4.3762,0.2335,430.66,409.13,0.059069,0.049049,54,21,1
881.06,875.91,4.4443,0.30156,430.66,409.13,0.066864,0.056845,53,20,1
921.9,916.75,4.4699,0.32719,430.66,409.13,0.07186,0.06184,54,21,1
1059.2,1054.1,4.37,0.22727,430.66,409.13,0.071394,0.061374,54,21,1
930.34,925.19,4.4246,0.28186,43.066,21.533,0.066929,0.056909,53,20,1
973.26,968.11,4.3835,0.24085,430.66,409.13,0.065066,0.055046,55,22,1
979.06,973.91,4.3989,0.25618,430.66,409.13,0.060873,0.050853,54,21,1
1160.2,1155.1,4.3933,0.25057,430.66,409.13,0.065201,0.055181,54,21,1
1107.9,1102.8,4.4293,0.28657,430.66,409.13,0.056188,0.046168,54,21,1
1281.8,1276.7,4.5074,0.36474,430.66,409.13,0.057039,0.047019,54,21,1
975.93,970.78,4.6553,0.51265,430.66,409.13,0.048994,0.038974,54,21,1
1171.4,1166.2,4.6505,0.5078,430.66,409.13,0.028521,0.018501,61,28,1
1192.2,1187,4.7131,0.57038,21.533,0,0.034237,0.024217,62,29,1
1226.6,1221.4,4.8045,0.66178,64.6,43.066,0.034685,0.024665,63,30,1
1368.1,1362.9,4.7515,0.60885,409.13,387.6,0.032754,0.022734,58,25,1
1387.2,1382.1,4.7162,0.57355,21.533,0,0.036391,0.026371,67,34,1
1420.5,1415.3,4.5978,0.45508,21.533,0,0.034894,0.024874,58,25,1
1376.1,1370.9,4.6412,0.49855,409.13,387.6,0.036943,0.026923,57,24,1
1209.3,1204.2,4.701,0.55827,409.13,387.6,0.031531,0.021511,68,35,1
1173.8,1168.6,4.7064,0.56374,21.533,0,0.036131,0.026111,61,28,1
1136.7,1131.5,4.774,0.63126,43.066,21.533,0.036002,0.025983,62,29,1
1358.3,1353.1,4.6374,0.49473,64.6,43.066,0.032751,0.022731,69,36,1
1330.4,1325.3,4.6543,0.51163,387.6,366.06,0.037607,0.027588,58,25,1
1517.1,1511.9,4.9898,0.84707,21.533,0,0.041555,0.031536,58,25,1
2957.8,2952.7,5.071,0.92828,387.6,366.06,0.049975,0.039955,59,26,1
3533.2,3528,5.1773,1.0346,64.6,43.066,0.057595,0.047575,62,29,1
4052.8,4047.7,5.2264,1.0837,2519.4,2497.9,0.047238,0.037218,55,22,1
5221.3,5216.2,5.3083,1.1656,1076.7,1055.1,0.056672,0.046653,75,42,1
5839,5833.8,5.2807,1.138,43.066,21.533,0.042182,0.032162,79,46,1
5878.4,5873.3,5.2645,1.1218,64.6,43.066,0.082602,0.072582,71,38,1
5684.2,5679.1,5.3057,1.163,2627.1,2605.5,0.060799,0.050779,14,0,1
6137.6,6132.5,5.28,1.1373,2605.5,2584,0.062469,0.052449,68,54,1
6906.5,6901.4,5.3478,1.2051,2562.5,2540.9,0.052462,0.042443,84,70,1
6505.1,6499.9,5.3293,1.1866,2777.8,2756.2,0.056075,0.046055,72,58,1
6619.9,6614.7,5.3216,1.1789,2756.2,2734.7,0.062197,0.052177,71,57,1
6637.6,6632.4,5.2514,1.1087,2756.2,2734.7,0.059855,0.049835,72,58,1
6377.2,6372,5.2434,1.1007,2863.9,2842.4,0.050731,0.040711,85,71,1
5898.9,5893.7,5.2158,1.0731,2863.9,2842.4,0.055746,0.045726,74,60,1
4741.2,4736.1,5.2351,1.0924,861.33,839.79,0.052307,0.042287,107,93,1
5241.8,5236.7,5.3317,1.189,21.533,0,0.059196,0.049176,71,57,1
5174.1,5169,5.3491,1.2064,2756.2,2734.7,0.051565,0.041545,74,60,1
5898.4,5893.2,5.4537,1.311,64.6,43.066,0.057496,0.047476,85,71,1
5674.1,5669,5.376,1.2333,21.533,0,0.06353,0.05351,77,63,1
6158.7,6153.5,5.3671,1.2244,1378.1,1356.6,0.066772,0.056752,78,64,1
6118.9,6113.8,5.276,1.1333,2734.7,2713.2,0.056312,0.046292,78,64,1
6530.3,6525.1,5.2497,1.107,1378.1,1356.6,0.10006,0.090035,80,66,1
6503.6,6498.4,5.3539,1.2112,1356.6,1335.1,0.0563,0.04628,75,61,1
6832.6,6827.4,5.4016,1.2589,1335.1,1313.5,0.057672,0.047652,82,68,1
5399.3,5394.1,5.3429,1.2002,2950,2928.5,0.068131,0.058111,86,72,1
4747.8,4742.6,5.3299,1.1872,2950,2928.5,0.06415,0.05413,85,71,1
5022.1,5017,5.3363,1.1936,21.533,0,0.10107,0.091053,84,70,1
4570.3,4565.2,5.2399,1.0972,2885.4,2863.9,0.067046,0.057026,87,73,1
3928.6,3923.5,5.1111,0.96835,2820.8,2799.3,0.11353,0.10351,89,75,1
4121.9,4116.7,5.1873,1.0446,2777.8,2756.2,0.10096,0.09094,91,77,1
3626.8,3621.7,5.1727,1.03,21.533,0,0.1108,0.10078,94,80,1
3591.6,3586.5,5.0207,0.87797,2993.1,2971.6,0.15449,0.14447,95,81,1
3396.4,3391.3,5.084,0.94126,2971.6,2950,0.12421,0.11419,97,83,1
2997.5,2992.4,5.1367,0.994,21.533,0,0.12586,0.11584,96,82,1
3525.2,3520,5.0272,0.88455,43.066,21.533,0.14438,0.13436,100,86,1
3217.4,3212.3,5.1077,0.96501,64.6,43.066,0.11757,0.10755,100,86,1
3124.9,3119.8,5.0251,0.88239,2885.4,2863.9,0.12139,0.11137,101,87,1
2992.9,2987.8,5.1019,0.95923,21.533,0,0.12717,0.11715,102,88,1
2352.5,2347.3,5.0899,0.94719,64.6,43.066,0.14359,0.13357,104,90,1
2656.1,2651,4.9699,0.82723,2799.3,2777.8,0.15717,0.14715,106,92,1
2776.1,2770.9,5.0907,0.94805,1421.2,1399.7,0.14601,0.13599,104,90,1
2407.2,2402,5.0815,0.93883,21.533,0,0.17502,0.165,102,88,1
2634.8,2629.7,5.0488,0.90608,43.066,21.533,0.16364,0.15362,102,88,1
2550.1,2544.9,5.0663,0.92362,64.6,43.066,0.15571,0.14569,103,89,1
2126.1,2120.9,5.0985,0.9558,43.066,21.533,0.13714,0.12712,106,92,1
2453.3,2448.1,5.1193,0.97661,21.533,0,0.1175,0.10748,109,95,1
2129,2123.9,5.184,1.0413,43.066,21.533,0.10062,0.090596,112,98,1
1675.6,1670.4,4.9587,0.81602,64.6,43.066,0.11322,0.1032,114,100,1
1633.2,1628.1,4.8756,0.73292,43.066,21.533,0.10664,0.096618,116,102,1
1388.2,1383,4.9026,0.75985,21.533,0,0.075133,0.065113,120,106,1
1126.4,1121.3,4.9134,0.77071,64.6,43.066,0.065709,0.055689,126,112,1
640.78,635.63,5.0236,0.88091,64.6,43.066,0.028003,0.017983,144,130,1
369.74,364.59,5.1034,0.96068,43.066,21.533,0.024638,0.014618,46,32,1
384.14,378.99,5.0495,0.90682,21.533,0,0.019094,0.0090745,49,35,1
350.82,345.67,5.0531,0.91043,43.066,21.533,0.024297,0.014277,153,139,1
424.33,419.18,4.9957,0.85296,64.6,43.066,0.032743,0.022724,147,133,1
494.4,489.26,4.8136,0.67093,21.533,0,0.058553,0.048533,142,128,1
567.93,562.78,4.9463,0.80364,43.066,21.533,0.04466,0.03464,135,121,1
579.54,574.39,4.978,0.83531,64.6,43.066,0.049967,0.039947,119,105,1
693.16,688.01,4.9963,0.85357,64.6,43.066,0.071163,0.061144,114,100,1
849.03,843.88,4.9184,0.77567,21.533,0,0.090178,0.080158,113,99,1
812.73,807.58,4.9755,0.83276,43.066,21.533,0.073749,0.063729,113,99,1
846.34,841.19,4.9853,0.84261,64.6,43.066,0.073442,0.063422,102,88,1
961.22,956.07,4.9477,0.80499,43.066,21.533,0.093425,0.083405,101,87,1
912.38,907.23,4.9391,0.79642,21.533,0,0.091313,0.081293,104,90,1
812.68,807.53,4.9697,0.82704,839.79,818.26,0.076838,0.066818,107,93,1
836.23,831.08,4.7818,0.63914,172.27,150.73,0.088667,0.078647,103,89,1
625.67,620.52,4.8098,0.66714,64.6,43.066,0.092077,0.082057,103,89,1
545.48,540.34,4.963,0.82028,21.533,0,0.07934,0.06932,104,90,1
395.58,390.43,4.9476,0.8049,64.6,43.066,0.067098,0.057078,107,93,1
326.98,321.83,4.9918,0.84906,64.6,43.066,0.05328,0.04326,107,93,1
161.04,155.89,5.2185,1.0758,21.533,0,0.032132,0.022112,125,111,1
223.64,218.49,5.0534,0.9107,43.066,21.533,0.038516,0.028496,121,107,1
314.51,309.36,4.9495,0.80682,21.533,0,0.048458,0.038438,109,95,1
198.09,192.94,5.0225,0.87985,21.533,0,0.05424,0.04422,107,93,1
259.09,253.94,5.0344,0.89172,21.533,0,0.05526,0.04524,103,89,1
250.31,245.16,4.9921,0.84944,64.6,43.066,0.068328,0.058308,106,92,1
330.89,325.74,4.9025,0.75978,64.6,43.066,0.055136,0.045116,107,93,1
306.45,301.3,5.0254,0.8827,64.6,43.066,0.062855,0.052835,103,89,1
442.24,437.09,4.8535,0.71081,21.533,0,0.060283,0.050264,98,84,1
336.59,331.44,4.9126,0.76987,64.6,43.066,0.065505,0.055485,96,82,1
435.5,430.35,4.7985,0.65581,64.6,43.066,0.058932,0.048912,91,77,1
403.15,398,4.742,0.59929,21.533,0,0.059493,0.049473,89,75,1
451.03,445.88,4.6536,0.51085,43.066,21.533,0.060174,0.050154,89,75,1
295.89,290.74,4.8849,0.74224,64.6,43.066,0.057008,0.046988,91,77,1
408.68,403.53,4.865,0.72234,64.6,43.066,0.041448,0.031428,99,85,1
466.39,461.24,4.794,0.65128,64.6,43.066,0.038198,0.028179,103,89,1
425.89,420.74,4.8048,0.66207,21.533,0,0.053272,0.043252,102,88,1
302.21,297.06,4.9497,0.807,43.066,21.533,0.017615,0.0075954,15,1,1
249.92,244.77,4.9642,0.8215,64.6,43.066,0.02111,0.01109,39,25,1
213.21,208.06,4.8828,0.74007,21.533,0,0.015663,0.0056434,137,123,1
127.9,122.75,4.9474,0.80472,43.066,21.533,0.016073,0.0060535,135,121,0
57.406,52.257,5.0425,0.89979,64.6,43.066,0.015801,0.0057815,95,81,0
40.096,34.947,5.0401,0.89739,64.6,43.066,0.016314,0.0062944,113,99,0
48.485,43.336,5.0113,0.86863,21.533,0,0.014243,0.0042229,121,107,0
66.412,61.262,4.9177,0.77504,21.533,0,0.013882,0.0038617,93,79,0
85.021,79.871,4.9213,0.77862,64.6,43.066,0.012341,0.0023206,75,61,0
25.448,20.299,5.1572,1.0145,43.066,21.533,0.011775,0.0017553,152,138,0
88.766,83.616,4.8793,0.73657,21.533,0,0.015043,0.0050234,56,42,0
47.163,42.014,5.0218,0.87909,21.533,0,0.015491,0.0054709,9,0,0
14.832,9.6826,5.0541,0.91136,64.6,43.066,0.013639,0.003619,139,130,0
158.18,153.03,4.7202,0.57747,43.066,21.533,0.017207,0.0071873,12,3,0
1.9154,0,5.032,0.88932,21.533,0,0.010024,4.573e-06,142,133,0
15.724,13.809,4.9785,0.83583,43.066,21.533,0.011723,0.0017035,128,119,0
11.397,9.4815,5.1318,0.9891,64.6,43.066,0.011595,0.0015753,61,52,0
65.378,63.463,4.8523,0.70955,43.066,21.533,0.010069,4.8715e-05,138,129,0
13.911,11.995,5.0159,0.87321,21.533,0,0.0097885,0,85,76,0
58.875,56.96,4.8705,0.72777,64.6,43.066,0.010128,0.0003398,12,3,0
194.56,192.65,4.8567,0.71402,43.066,21.533,0.014903,0.005115,142,133,0
255.71,253.8,4.7347,0.59201,43.066,21.533,0.029836,0.020048,129,120,0
165.13,163.22,4.7371,0.5944,21.533,0,0.012482,0.0026938,71,62,0
11.519,9.6039,4.9652,0.82252,43.066,21.533,0.011481,0.0016922,34,25,0
40.464,38.548,4.9053,0.76258,43.066,21.533,0.012815,0.0030268,88,79,0
142.4,140.48,4.747,0.60431,21.533,0,0.015011,0.0052226,41,32,0
13.434,11.518,5.118,0.97531,21.533,0,0.015147,0.0053586,134,125,0
40.369,38.454,5.0253,0.88257,64.6,43.066,0.016075,0.0062864,42,33,0
35.235,33.32,4.9371,0.79438,64.6,43.066,0.010164,0.00037588,116,107,0
36.423,34.507,4.9483,0.80559,21.533,0,0.015963,0.006175,18,9,0
130.45,128.53,4.5403,0.39757,21.533,0,0.012873,0.0030847,35,26,0
39.822,37.906,4.8644,0.7217,64.6,43.066,0.012433,0.002645,49,40,0
96.723,94.807,4.7584,0.61568,64.6,43.066,0.013624,0.0038356,36,27,0
121.95,120.04,4.5993,0.45658,21.533,0,0.015718,0.0059293,62,53,0
8.4026,6.4872,4.9108,0.76807,64.6,43.066,0.012793,0.003005,62,53,0
31.652,29.736,4.8761,0.73341,64.6,43.066,0.014398,0.0046097,80,71,0
140.81,138.9,4.6984,0.55566,21.533,0,0.015065,0.0052766,103,94,0
53.165,51.249,5.056,0.91332,21.533,0,0.01393,0.0041412,143,134,0
200.68,198.76,4.7575,0.61475,64.6,43.066,0.02041,0.010621,127,118,0
253.06,251.14,4.6501,0.50736,64.6,43.066,0.02959,0.019801,120,111,0
326.28,324.36,4.7101,0.56738,21.533,0,0.035226,0.025438,108,99,0
