@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.083738,0.021208,0.048094,0.025408,627.72,326.23,5.0435,0.70514,516.8,409.13,1
0.10287,0.040336,0.058984,0.036298,621.04,319.56,5.035,0.69664,129.2,21.533,1
0.10091,0.03838,0.061706,0.03902,786.7,485.21,4.88,0.54164,559.86,452.2,1
0.094755,0.032225,0.053539,0.030853,581.69,280.2,5.0805,0.74214,193.8,86.133,1
0.096623,0.034093,0.052632,0.029946,648.1,346.61,5.1499,0.81155,215.33,107.67,1
0.098377,0.035847,0.063521,0.040835,720.55,419.06,5.1693,0.83095,215.33,107.67,1
0.1124,0.049868,0.055354,0.032668,701.71,400.22,5.0687,0.73039,193.8,86.133,1
0.13414,0.071611,0.037205,0.014519,929.72,628.24,5.0448,0.70646,193.8,86.133,1
0.13352,0.070992,0.030853,0.008167,1369.5,1068,4.8478,0.50942,602.93,495.26,1
0.11486,0.052329,0.038113,0.015426,849.44,547.95,5.0115,0.6732,387.6,279.93,1
0.10407,0.041542,0.044465,0.021779,759.17,457.68,4.9738,0.63544,624.46,516.8,1
0.107,0.044473,0.039927,0.017241,704.78,403.3,5.0941,0.7558,646,538.33,1
0.10613,0.043602,0.050817,0.028131,725.96,424.47,5.0456,0.70722,129.2,21.533,1
0.08405,0.02152,0.051724,0.029038,503.32,201.83,5.0766,0.73821,107.67,0,1
0.062796,0.00026583,0.041742,0.019056,249.16,0,5.2379,0.89959,129.2,21.533,1
0.068158,0.0056278,0.039927,0.017241,337.93,88.772,5.0002,0.66182,387.6,279.93,1
0.074255,0.011725,0.040835,0.018149,385.46,136.31,4.9608,0.62243,559.86,452.2,1
0.05966,0,0.049909,0.027223,281.89,32.733,5.0311,0.69274,193.8,86.133,1
0.052508,0,0.053539,0.030853,160.3,0,5.142,0.80365,129.2,21.533,1
0.056584,0.0040757,0.054446,0.03176,281.89,121.59,5.0452,0.70685,495.26,387.6,0
0.051912,0,0.068058,0.045372,276.69,116.39,5.0975,0.75917,495.26,387.6,0
0.048705,0,0.069873,0.047187,188.82,28.521,5.19,0.85165,172.27,64.6,0
0.061612,0.012908,0.046279,0.023593,327.95,167.65,4.9865,0.64816,473.73,366.06,0
0.066583,0.017878,0.03539,0.012704,249.57,89.273,4.9043,0.566,473.73,366.06,0
0.05557,0.0068649,0.03176,0.0090744,233.73,73.433,4.9155,0.57718,473.73,366.06,0
0.045341,0,0.039927,0.017241,122.67,0,5.0954,0.75705,107.67,0,0
0.051709,0.0063683,0.044465,0.021779,211.94,89.274,4.9418,0.60351,236.87,129.2,0
0.067289,0.021947,0.029038,0.0063521,270.16,147.49,4.915,0.57666,172.27,64.6,0
0.088051,0.04271,0.020871,0,514.8,392.12,4.6757,0.33732,473.73,366.06,0
0.099545,0.054204,0.019964,0,719.08,596.41,4.4869,0.14855,473.73,366.06,0
0.10013,0.054788,0.022686,0.0027223,622.21,499.53,4.5106,0.1723,193.8,86.133,0
0.090651,0.04531,0.028131,0.008167,525.61,402.94,4.6029,0.26461,215.33,107.67,0
0.096149,0.050807,0.024501,0.0045372,732.83,610.16,4.4981,0.15979,387.6,279.93,0
0.11875,0.073414,0.016334,0,769.58,646.91,4.4535,0.11517,193.8,86.133,0
0.12453,0.079187,0.018149,0.0018149,1002.8,880.17,4.4063,0.067925,473.73,366.06,0
0.12084,0.075502,0.022686,0.0063521,1167.8,1045.1,4.4393,0.10101,473.73,366.06,0
0.11724,0.071901,0.024501,0.008167,875.34,752.67,4.7266,0.38829,473.73,366.06,0
0.11409,0.068751,0.022686,0.0063521,858.39,735.72,4.5709,0.23258,193.8,86.133,0
0.11598,0.070641,0.019964,0.0036298,612.95,490.28,4.6822,0.34386,387.6,279.93,0
0.24095,0.19561,0.029946,0.013612,3183.6,3060.9,4.775,0.4367,1098.2,990.53,0
0.30417,0.25883,0.045372,0.029038,5561.4,5438.7,4.7827,0.44437,968.99,861.33,0
0.33325,0.28791,0.039927,0.023593,4186.1,4063.4,4.8235,0.48515,495.26,387.6,0
0.41318,0.36784,0.029038,0.012704,7979.7,7857,4.857,0.51864,452.2,344.53,0
0.45473,0.40939,0.030853,0.014519,7504.7,7382,4.8455,0.50714,258.4,150.73,0
0.42993,0.38459,0.03176,0.015426,7232,7109.3,4.6678,0.3295,409.13,301.46,0
0.42159,0.37624,0.029038,0.012704,6973.2,6850.5,4.5823,0.24397,258.4,150.73,0
0.43168,0.38634,0.027223,0.010889,5907.8,5785.1,4.5958,0.25742,258.4,150.73,0
0.38444,0.3391,0.029038,0.012704,5501.6,5378.9,4.5204,0.18203,301.46,193.8,0
0.33443,0.28909,0.027223,0.010889,4683.4,4560.7,4.6158,0.27744,301.46,193.8,0
0.353,0.30766,0.021779,0.0054446,4382.5,4259.8,4.5098,0.17142,430.66,323,0
0.33357,0.28823,0.023593,0.0072595,4279.4,4156.7,4.3975,0.059171,430.66,323,0
0.28277,0.23743,0.041742,0.025408,3684.3,3561.6,5.0516,0.71325,107.67,0,0
0.26495,0.21961,0.048094,0.03176,4055.3,3932.6,5.0856,0.74726,107.67,0,0
0.23066,0.18531,0.034483,0.018149,2310.9,2188.2,4.9544,0.61607,86.133,0,0
0.2458,0.20046,0.022686,0.0063521,2606.8,2484.1,4.7013,0.36294,86.133,0,0
0.25584,0.2105,0.018149,0.0018149,2412.7,2290,4.5846,0.24627,107.67,21.533,0
0.204,0.15866,0.023593,0.0072595,1317.6,1194.9,4.9054,0.56703,107.67,21.533,0
0.17484,0.1295,0.026316,0.0099819,1799.5,1676.8,4.6682,0.32984,279.93,193.8,0
0.20733,0.16199,0.029038,0.012704,1619.9,1497.2,4.6918,0.35341,107.67,21.533,0
0.21042,0.16507,0.026316,0.0099819,2227.5,2104.8,4.7656,0.42727,107.67,21.533,0
0.21283,0.16749,0.057169,0.040835,2450.2,2327.5,5.2248,0.88646,107.67,21.533,0
0.2212,0.17585,0.084392,0.068058,3892.9,3770.3,5.4524,1.1141,344.53,258.4,0
0.21836,0.17302,0.059891,0.043557,2831.4,2708.7,5.253,0.91468,366.06,279.93,0
0.21368,0.16834,0.039927,0.023593,2283.6,2161,5.2172,0.87891,344.53,258.4,0
0.22127,0.17593,0.032668,0.016334,2371.9,2249.2,4.9602,0.62191,344.53,258.4,0
0.20309,0.15775,0.038113,0.021779,2323.2,2200.5,4.9237,0.58534,344.53,258.4,0
0.13519,0.089844,0.058076,0.041742,1275.1,1152.4,5.0792,0.74083,366.06,279.93,0
0.10701,0.061672,0.067151,0.050817,723.93,601.26,5.208,0.86965,646,559.86,0
0.1219,0.076555,0.040835,0.024501,1384.5,1261.9,4.928,0.5897,279.93,193.8,0
0.12968,0.084341,0.026316,0.0099819,912.66,789.99,4.8894,0.55108,258.4,172.27,0
0.1182,0.072856,0.036298,0.019964,931.26,808.59,4.9077,0.56937,107.67,21.533,0
0.10235,0.057008,0.033575,0.017241,1055.1,932.42,4.7493,0.411,279.93,193.8,0
0.086886,0.041544,0.036298,0.019964,502.84,380.17,5.008,0.66962,366.06,279.93,0
0.063494,0.018153,0.051724,0.03539,367.15,244.47,4.9846,0.64626,279.93,193.8,0
0.061355,0.016014,0.049909,0.033575,356.43,233.76,4.9791,0.64072,258.4,172.27,0
0.064582,0.019241,0.037205,0.020871,406.94,284.27,4.8688,0.53048,279.93,193.8,0
0.062,0.016659,0.027223,0.010889,313.9,191.23,4.8174,0.47906,279.93,193.8,0
0.055191,0.00985,0.032668,0.016334,302.05,179.38,4.9368,0.59845,258.4,172.27,0
0.049615,0.0042733,0.043557,0.027223,182.16,59.489,4.9979,0.65958,258.4,172.27,0
0.053462,0.0081212,0.040835,0.024501,178.2,55.532,5.0168,0.67846,430.66,344.53,0
0.045882,0.00054111,0.049909,0.033575,193.03,70.359,4.928,0.5897,258.4,172.27,0
0.034214,0,0.055354,0.03902,33.921,0,5.1715,0.8332,129.2,43.066,0
0.038408,0.0041937,0.045372,0.029038,16.921,0,5.2233,0.88496,107.67,21.533,0
0.038325,0.0041112,0.03902,0.022686,86.888,69.967,5.1439,0.80554,559.86,473.73,0
0.036481,0.0022673,0.049909,0.033575,113.45,96.524,5.0758,0.73746,301.46,215.33,0
0.038277,0.0040635,0.058076,0.041742,52.158,35.237,5.2534,0.91501,258.4,172.27,0
0.04001,0.0057962,0.053539,0.037205,68.293,51.372,5.1693,0.83098,387.6,301.46,0
0.040375,0.0061607,0.055354,0.03902,112.7,95.776,5.0956,0.75726,150.73,64.6,0
0.035687,0.0014729,0.066243,0.049909,55.477,38.556,5.2098,0.87142,279.93,193.8,0
0.03574,0.001526,0.067151,0.050817,33.45,16.529,5.2424,0.90404,495.26,409.13,0
0.045852,0.011638,0.051724,0.03539,174.69,157.77,5.182,0.84362,150.73,64.6,0
0.047659,0.013445,0.043557,0.027223,116.48,99.561,5.1471,0.80875,150.73,64.6,0
0.046534,0.01232,0.041742,0.025408,192.29,175.37,5.0331,0.69475,172.27,86.133,0
0.044017,0.0098033,0.058076,0.041742,157.28,140.36,5.0374,0.69907,409.13,323,0
0.04604,0.011826,0.057169,0.040835,177.57,160.64,5.0125,0.67417,387.6,301.46,0
0.048335,0.014121,0.043557,0.027223,151.51,134.59,4.9562,0.61791,409.13,323,0
0.041416,0.0072016,0.053539,0.037205,123.59,106.67,4.9927,0.65435,581.4,495.26,0
0.039221,0.0050066,0.059891,0.043557,119.14,102.22,5.1954,0.85705,387.6,301.46,0
0.043221,0.0090067,0.051724,0.03539,119.63,102.71,5.2022,0.8639,236.87,150.73,0
0.052893,0.018679,0.04265,0.026316,194.28,177.36,5.1482,0.80981,387.6,301.46,0
0.058622,0.024408,0.040835,0.024501,228.28,211.36,5.0309,0.69257,409.13,323,0
0.05833,0.024116,0.040835,0.024501,272.08,255.16,5.0806,0.74224,215.33,129.2,0
0.063089,0.028875,0.056261,0.039927,284.37,267.45,5.2145,0.8762,236.87,150.73,0
0.072339,0.038125,0.059891,0.043557,532.38,515.46,5.1944,0.85604,409.13,323,0
0.079968,0.045754,0.058076,0.041742,423.29,406.37,5.1978,0.85942,236.87,150.73,0
0.085742,0.051529,0.057169,0.040835,655.42,638.49,5.0358,0.69746,775.2,689.06,0
0.086901,0.052687,0.049909,0.033575,602.31,585.39,5.1077,0.76935,796.73,710.6,0
0.079229,0.045015,0.061706,0.045372,530.64,513.72,5.1857,0.84737,430.66,344.53,0
0.080975,0.046761,0.059891,0.043557,548.29,531.37,5.2613,0.92295,753.66,667.53,1
0.091881,0.057667,0.053539,0.037205,812.74,795.82,5.0815,0.74314,387.6,301.46,1
0.10742,0.073201,0.053539,0.037205,768.26,751.34,5.0167,0.67838,775.2,689.06,1
0.14801,0.1138,0.033575,0.017241,1171.6,1154.7,4.7868,0.44844,409.13,323,1
0.18964,0.15542,0.027223,0.010889,1819.5,1802.6,4.6792,0.34081,409.13,323,1
0.20215,0.16793,0.03176,0.015426,1804.7,1787.7,4.584,0.2457,409.13,323,1
0.19325,0.15904,0.03539,0.019056,1684.8,1667.9,4.5808,0.2425,387.6,301.46,1
0.17302,0.13881,0.032668,0.016334,1493,1476.1,4.7383,0.39991,387.6,301.46,1
0.15944,0.12523,0.030853,0.014519,1398.1,1381.2,4.7263,0.38797,387.6,301.46,1
0.17362,0.13941,0.033575,0.017241,1659.6,1642.6,4.6484,0.31004,366.06,279.93,1
0.18704,0.15282,0.029946,0.013612,2280.8,2263.9,4.6697,0.33133,366.06,279.93,1
0.17893,0.14472,0.027223,0.010889,1770.5,1753.6,4.8602,0.52183,366.06,279.93,1
0.18176,0.14755,0.028131,0.011797,1786.8,1769.9,4.6391,0.3008,366.06,279.93,1
0.18724,0.15303,0.033575,0.017241,1708.1,1691.2,4.6799,0.34161,366.06,279.93,1
0.19092,0.1567,0.037205,0.020871,2138.5,2121.6,4.6978,0.35949,366.06,279.93,1
0.2083,0.17409,0.036298,0.019964,2123,2106.1,4.6115,0.27316,387.6,301.46,1
0.19645,0.16224,0.03176,0.015426,1812.5,1795.6,4.587,0.24867,366.06,279.93,1
0.17921,0.145,0.04265,0.026316,1939.5,1922.6,4.7011,0.36275,366.06,279.93,1
0.17037,0.13616,0.058076,0.041742,1948.5,1931.6,4.8775,0.53913,344.53,258.4,1
0.17241,0.1382,0.047187,0.030853,1940,1923.1,4.8614,0.52307,344.53,258.4,1
0.17163,0.13742,0.038113,0.021779,1371.7,1354.8,4.8189,0.4806,344.53,258.4,1
0.16426,0.13005,0.043557,0.027223,1791.7,1774.8,4.766,0.42769,344.53,258.4,1
0.18168,0.14747,0.03539,0.019056,1495.2,1478.3,4.826,0.48765,344.53,258.4,1
0.20161,0.16739,0.029038,0.012704,2166.9,2150,4.5469,0.16375,344.53,258.4,1
0.2156,0.18139,0.029038,0.012704,2418.4,2401.5,4.5063,0.10882,667.53,581.4,1
0.24298,0.20877,0.026316,0.0099819,3115.2,3098.3,4.4077,0.010163,667.53,581.4,1
0.29422,0.26001,0.026316,0.0099819,3795.4,3778.5,4.3553,0,516.8,430.66,1
0.32695,0.29273,0.027223,0.010889,3928.3,3911.4,4.3395,0,516.8,430.66,1
0.27454,0.24032,0.03539,0.019056,3390.9,3374,4.5187,0.17918,516.8,430.66,1
0.20617,0.17196,0.043557,0.027223,2035.6,2018.7,4.6912,0.35173,366.06,279.93,1
0.21885,0.18464,0.032668,0.016334,2223.2,2206.3,4.5095,0.17002,344.53,258.4,1
0.1985,0.16429,0.023593,0.0072595,1952.3,1935.4,4.6443,0.30481,344.53,258.4,1
0.18376,0.14955,0.030853,0.014519,2131.7,2114.8,4.9938,0.65433,344.53,258.4,1
0.19471,0.16049,0.037205,0.020871,2010.1,1993.2,4.6267,0.28715,689.06,602.93,1
0.18431,0.1501,0.040835,0.024501,1812.7,1795.8,4.7863,0.44675,667.53,581.4,1
0.18731,0.1531,0.036298,0.019964,1879.8,1862.8,4.5491,0.20963,667.53,581.4,1
0.19918,0.16497,0.034483,0.018149,2050.6,2033.6,4.5493,0.20984,344.53,258.4,1
0.20695,0.17274,0.039927,0.023593,2109.3,2092.4,4.7173,0.37775,667.53,581.4,1
0.21205,0.17783,0.039927,0.023593,2546.6,2529.7,4.8874,0.54789,667.53,581.4,1
0.20411,0.1699,0.027223,0.010889,2170.6,2153.7,4.6987,0.35922,344.53,258.4,1
0.18203,0.14782,0.024501,0.008167,1514.5,1497.6,4.8127,0.47323,344.53,258.4,1
0.17136,0.13714,0.032668,0.016334,1772.9,1755.9,4.7768,0.43726,344.53,258.4,1
0.19113,0.15691,0.029038,0.012704,1707.3,1690.4,4.6589,0.31942,344.53,258.4,1
0.21562,0.1814,0.036298,0.019964,2479.9,2463,4.636,0.29648,344.53,258.4,1
0.20766,0.17345,0.051724,0.03539,2014.3,1997.4,4.7198,0.38027,344.53,258.4,1
0.18159,0.14738,0.055354,0.03902,2050.4,2033.4,4.9056,0.56613,344.53,258.4,1
0.17846,0.14424,0.060799,0.044465,2111,2094.1,4.9029,0.56342,323,236.87,1
0.17211,0.1379,0.057169,0.040835,2235.9,2218.9,4.8301,0.49059,323,236.87,1
0.14877,0.11455,0.07078,0.054446,1198.5,1181.6,5.16,0.8205,301.46,215.33,1
0.14193,0.10771,0.071688,0.055354,1426.3,1409.3,5.1953,0.85582,430.66,344.53,1
0.14137,0.10716,0.049909,0.033575,1463,1446.1,4.9661,0.62659,430.66,344.53,1
0.11956,0.085342,0.054446,0.038113,920.84,903.92,5.1329,0.79344,409.13,323,0
0.098815,0.064601,0.052632,0.036298,915.88,898.96,5.0452,0.70571,710.6,624.46,0
0.091858,0.057644,0.062613,0.046279,718.67,701.75,5.1043,0.76484,193.8,107.67,0
0.082422,0.048208,0.071688,0.055354,552.84,535.92,5.1698,0.83031,387.6,301.46,0
0.073096,0.038882,0.068058,0.051724,426.94,410.02,5.2651,0.9256,538.33,452.2,0
0.072939,0.038725,0.069873,0.053539,558.16,541.24,5.1705,0.83101,387.6,301.46,0
0.09299,0.058776,0.049909,0.033575,692.41,675.48,5.1769,0.83736,753.66,667.53,0
0.10746,0.073242,0.032668,0.016334,903.34,886.42,5.0541,0.71463,710.6,624.46,0
0.10322,0.069006,0.047187,0.030853,912.16,895.24,5.0137,0.67414,409.13,323,0
0.11459,0.08038,0.073503,0.057169,835.67,818.74,5.2974,0.95791,258.4,172.27,0
0.12156,0.087348,0.10254,0.086207,1709.9,1693,5.4217,1.0822,215.33,129.2,0
0.10977,0.075552,0.1098,0.093466,1034.8,1017.9,5.3506,1.0111,236.87,150.73,0
0.10894,0.074729,0.10526,0.088929,874.28,857.36,5.3651,1.0256,409.13,323,0
0.095214,0.061,0.098911,0.082577,711.07,694.15,5.3634,1.0239,129.2,43.066,0
0.07773,0.043516,0.095281,0.078947,376.39,359.47,5.4129,1.0734,107.67,21.533,0
0.083714,0.0495,0.098004,0.08167,383.42,366.5,5.2898,0.95031,107.67,21.533,0
0.094123,0.059909,0.068058,0.051724,498.75,481.83,5.0579,0.71837,387.6,301.46,0
0.087959,0.053745,0.064428,0.048094,400.61,383.69,5.2017,0.86223,409.13,323,0
0.067588,0.033375,0.07441,0.058076,228.1,211.18,5.26,0.9205,107.67,21.533,0
0.057262,0.023048,0.07804,0.061706,255.8,238.88,5.3227,0.98317,344.53,258.4,0
0.056058,0.021844,0.085299,0.068966,266.9,249.98,5.2795,0.94003,129.2,43.066,0
0.059155,0.024941,0.067151,0.050817,224.35,207.43,5.2064,0.86691,129.2,43.066,0
0.04988,0.015666,0.075318,0.058984,176.55,159.63,5.2524,0.91285,818.26,732.13,0
0.043394,0.0091805,0.073503,0.057169,163.6,146.68,5.244,0.9045,215.33,129.2,0
0.047302,0.013088,0.058076,0.041742,138.08,121.16,5.2581,0.91856,129.2,43.066,0
0.044728,0.010514,0.065336,0.049002,164.97,148.05,5.1599,0.82036,409.13,323,0
0.049959,0.015745,0.061706,0.045372,270.76,253.83,5.2315,0.89203,150.73,64.6,0
0.062533,0.02832,0.050817,0.034483,276.41,259.49,5.2023,0.86282,107.67,21.533,0
0.08415,0.049936,0.04265,0.026316,557.14,540.22,4.9107,0.57117,559.86,473.73,1
0.12881,0.094598,0.039927,0.023593,1149,1132.1,4.8004,0.46085,947.46,861.33,1
0.14687,0.11266,0.03902,0.022686,1390,1373.1,4.8875,0.548,710.6,624.46,1
0.16165,0.12744,0.039927,0.023593,1442,1425.1,4.9027,0.56324,387.6,301.46,1
0.19702,0.1628,0.032668,0.016334,1842.1,1825.2,4.7017,0.36223,430.66,344.53,1
0.20192,0.1677,0.022686,0.0063521,1692.1,1675.2,4.6781,0.33858,430.66,344.53,1
0.18561,0.15139,0.021779,0.0054446,1500,1483.1,4.6477,0.30819,430.66,344.53,1
0.18441,0.15019,0.024501,0.008167,1376.4,1359.5,4.7794,0.43987,409.13,323,1
0.18172,0.14751,0.026316,0.0099819,1291,1274.1,4.7045,0.36498,409.13,323,1
0.16949,0.13528,0.034483,0.018149,1412.2,1395.3,4.7414,0.40186,409.13,323,1
0.15756,0.12335,0.04265,0.026316,1228.2,1211.3,4.7773,0.43775,387.6,301.46,1
0.15538,0.12117,0.038113,0.021779,1262,1245.1,4.6961,0.35662,387.6,301.46,1
0.15709,0.12287,0.036298,0.019964,1385.8,1368.9,4.7996,0.46012,387.6,301.46,1
0.14693,0.11271,0.037205,0.020871,1128.9,1112,4.6651,0.32557,387.6,301.46,1
0.14284,0.10863,0.03176,0.015426,1194.3,1177.3,4.6672,0.32768,387.6,301.46,1
0.15233,0.11812,0.034483,0.018149,1086.9,1070,4.9014,0.56193,387.6,301.46,1
0.15913,0.12492,0.043557,0.027223,1555,1538.1,4.758,0.41851,366.06,279.93,1
0.14954,0.11533,0.041742,0.025408,1267.6,1250.7,4.8621,0.52262,387.6,301.46,1
0.14525,0.11103,0.03902,0.022686,1302.7,1285.8,4.7855,0.44599,366.06,279.93,1
0.1529,0.11869,0.033575,0.017241,1164.3,1147.4,4.795,0.45552,366.06,279.93,1
0.14684,0.11262,0.032668,0.016334,1254.9,1237.9,4.7801,0.4406,366.06,279.93,1
0.14407,0.10985,0.034483,0.018149,1405.1,1388.1,4.8096,0.47012,387.6,301.46,1
0.1464,0.11219,0.039927,0.023593,1404.1,1387.2,4.9244,0.5849,387.6,301.46,1
0.14242,0.1082,0.050817,0.034483,1287.9,1271,4.9714,0.6319,732.13,646,1
0.15473,0.12051,0.052632,0.036298,1214.5,1197.6,4.9286,0.58914,732.13,646,1
0.17318,0.13897,0.046279,0.029946,1604.6,1587.7,4.7656,0.42609,753.66,667.53,1
0.17114,0.13693,0.04265,0.026316,1732.9,1715.9,4.7556,0.41609,753.66,667.53,1
0.16819,0.13397,0.055354,0.03902,1642.1,1625.2,4.7731,0.43357,753.66,667.53,1
0.16986,0.13565,0.058076,0.041742,1653,1636.1,4.8428,0.50333,753.66,667.53,1
0.15409,0.11988,0.050817,0.034483,1440.6,1423.7,4.8102,0.47068,753.66,667.53,1
0.15442,0.12021,0.049002,0.032668,1373.1,1356.2,4.8714,0.53193,753.66,667.53,1
0.16997,0.13576,0.058076,0.041742,1501.7,1484.8,4.8384,0.49891,753.66,667.53,1
0.18101,0.1468,0.058984,0.04265,1790.7,1773.8,4.7248,0.38532,753.66,667.53,1
0.17947,0.14526,0.055354,0.03902,1700.4,1683.5,4.6811,0.34156,753.66,667.53,1
0.17551,0.1413,0.058984,0.04265,1780,1763,4.9561,0.61656,753.66,667.53,1
0.18337,0.14916,0.063521,0.047187,2057.1,2040.2,4.9497,0.61019,753.66,667.53,1
0.18699,0.15278,0.068058,0.051724,2112.9,2096,4.8756,0.53605,753.66,667.53,1
0.19063,0.15641,0.060799,0.044465,1827.7,1810.8,4.9517,0.61221,753.66,667.53,1
0.17118,0.13697,0.060799,0.044465,2107,2090.1,4.9791,0.63957,753.66,667.53,1
0.17913,0.14491,0.055354,0.03902,2360.8,2343.8,4.8815,0.54203,409.13,323,1
0.20709,0.17287,0.047187,0.030853,1873.7,1856.8,5.0185,0.67895,753.66,667.53,1
0.19916,0.16495,0.044465,0.028131,2513.3,2496.4,4.8476,0.50807,409.13,323,1
0.19166,0.15745,0.044465,0.028131,1920,1903.1,5.2158,0.87626,387.6,301.46,1
0.18961,0.1554,0.054446,0.038113,2708.9,2691.9,4.9575,0.61795,409.13,323,1
0.1958,0.16158,0.052632,0.036298,1854.8,1837.9,5.1343,0.79476,387.6,301.46,1
0.20572,0.17151,0.077132,0.060799,2893.7,2876.8,5.2923,0.95282,366.06,279.93,1
0.24544,0.21122,0.097096,0.080762,3865.7,3848.8,5.2287,0.88918,1055.1,968.99,1
0.2982,0.26398,0.090744,0.07441,5140.4,5123.4,5.1753,0.83578,1055.1,968.99,1
0.33175,0.29753,0.084392,0.068058,5460.5,5443.6,5.1174,0.77794,2454.8,2368.7,1
0.35158,0.31737,0.075318,0.058984,5152.2,5135.3,5.1042,0.76472,2433.3,2347.1,1
0.36957,0.33536,0.080762,0.064428,6402.4,6385.5,5.1985,0.859,1055.1,968.99,1
0.39037,0.35616,0.095281,0.078947,6828.3,6811.4,5.2334,0.89391,1055.1,968.99,1
0.41349,0.37927,0.10617,0.089837,7908.5,7891.5,5.2935,0.95395,1055.1,968.99,1
0.43713,0.40292,0.094374,0.07804,8217.5,8200.6,5.2986,0.95911,1076.7,990.53,1
0.45661,0.4224,0.085299,0.068966,9199.6,9182.7,5.2677,0.92816,1076.7,990.53,1
0.46324,0.42903,0.10073,0.084392,9407.2,9390.3,5.3626,1.0231,2454.8,2368.7,1
0.44548,0.41126,0.11343,0.097096,9674.3,9657.4,5.4014,1.0619,2433.3,2347.1,1
0.44754,0.41333,0.12795,0.11162,9667,9650.1,5.3659,1.0264,2433.3,2347.1,1
0.46906,0.43485,0.13249,0.11615,9549.2,9532.2,5.3551,1.0155,2433.3,2347.1,1
0.47226,0.43805,0.13067,0.11434,9979.4,9962.5,5.3921,1.0526,2433.3,2347.1,1
0.46211,0.4279,0.1461,0.12976,10119,10102,5.3649,1.0254,2411.7,2325.6,1
0.4619,0.42769,0.14519,0.12886,10864,10847,5.4214,1.0819,2562.5,2476.3,1
0.46055,0.42633,0.12886,0.11252,9948.7,9931.8,5.328,0.98845,2540.9,2454.8,1
0.45158,0.41737,0.12704,0.11071,9205.3,9188.4,5.2671,0.92764,2540.9,2454.8,1
0.44389,0.40968,0.12976,0.11343,9457.4,9440.4,5.2478,0.90826,2540.9,2454.8,1
0.44033,0.40612,0.12886,0.11252,9249.3,9232.4,5.3024,0.96291,2540.9,2454.8,1
0.44986,0.41565,0.12613,0.1098,9951.3,9934.3,5.364,1.0245,2885.4,2799.3,1
0.45124,0.41702,0.12523,0.10889,10740,10723,5.4747,1.1352,2885.4,2799.3,1
0.44674,0.41253,0.12523,0.10889,10091,10074,5.3743,1.0348,2540.9,2454.8,1
0.44018,0.40597,0.12613,0.1098,10833,10816,5.4447,1.1052,2885.4,2799.3,1
0.43652,0.40231,0.13975,0.12341,10642,10625,5.4782,1.1387,2734.7,2648.6,1
0.43384,0.39963,0.16062,0.14428,10839,10822,5.4993,1.1598,2907,2820.8,1
0.42881,0.3946,0.16334,0.14701,11003,10986,5.5061,1.1666,689.06,602.93,1
0.42132,0.38711,0.15245,0.13612,10355,10338,5.4797,1.1401,3057.7,2971.6,1
0.41675,0.38253,0.14701,0.13067,8791.7,8774.8,5.3225,0.983,3057.7,2971.6,1
0.41412,0.37991,0.13884,0.1225,8579.3,8562.4,5.3731,1.0336,3036.2,2950,1
0.38732,0.35311,0.13975,0.12341,8249.9,8233,5.4366,1.0971,2993.1,2907,1
0.35573,0.32152,0.16243,0.1461,6885.8,6868.8,5.3641,1.0246,2928.5,2842.4,1
0.3332,0.29899,0.15789,0.14156,6169.2,6152.3,5.3235,0.98395,2907,2820.8,1
0.31799,0.28378,0.13067,0.11434,5148.3,5131.3,5.2788,0.93934,2863.9,2777.8,1
0.3119,0.27768,0.12704,0.11071,5524.9,5508,5.2941,0.95457,2863.9,2777.8,1
0.29163,0.25742,0.12886,0.11252,5406.9,5390,5.3669,1.0274,2863.9,2777.8,1
0.28031,0.24609,0.12613,0.1098,5261.1,5244.2,5.3828,1.0433,2885.4,2799.3,1
0.29476,0.26055,0.11978,0.10345,5094.4,5077.5,5.2326,0.89305,2907,2820.8,1
0.32451,0.29029,0.15245,0.13612,5868.5,5851.6,5.2519,0.91244,2907,2820.8,1
0.34991,0.3157,0.19147,0.17514,6598.6,6581.7,5.2139,0.8744,5426.4,5340.2,1
0.37316,0.33894,0.18784,0.16969,6662.7,6645.8,5.0515,0.71202,5706.3,5620.2,1
0.38618,0.35196,0.17241,0.15426,6579.8,6562.9,4.9776,0.63809,5706.3,5620.2,1
0.36869,0.33447,0.15154,0.13339,6775.9,6759,5.1398,0.80029,5684.8,5598.6,1
0.33623,0.30202,0.13793,0.11978,6154.2,6137.3,5.1877,0.84822,947.46,861.33,1
0.30891,0.2747,0.10889,0.090744,5028.8,5011.9,5.1094,0.76991,925.93,839.79,1
0.28656,0.25235,0.069873,0.051724,4432,4415,5.0945,0.75503,925.93,839.79,1
0.25543,0.22122,0.063521,0.045372,3713.3,3696.4,5.0698,0.73025,904.39,818.26,1
0.25392,0.21971,0.058984,0.040835,3099.5,3082.6,4.9505,0.61099,882.86,796.73,1
