@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.16237,0.11514,0.053539,0.032668,0.047125,0.032038,61,51,1
0.15349,0.10627,0.063521,0.04265,0.0324,0.017312,71,61,1
0.15552,0.1083,0.044465,0.023593,0.040597,0.02551,73,63,1
0.16517,0.11795,0.029946,0.0090744,0.045115,0.030027,70,60,1
0.15839,0.11116,0.030853,0.0099819,0.047943,0.032856,78,68,1
0.1599,0.11268,0.029038,0.008167,0.047755,0.032668,76,66,1
0.17271,0.12549,0.033575,0.012704,0.043757,0.02867,74,64,1
0.18096,0.13374,0.03539,0.014519,0.042035,0.026947,73,63,1
0.17166,0.12444,0.029946,0.0090744,0.044991,0.029903,74,64,1
0.16451,0.11729,0.026316,0.0054446,0.038816,0.023729,75,65,1
0.16694,0.11971,0.021779,0.00090744,0.050609,0.035522,75,65,1
0.16435,0.11712,0.029946,0.0090744,0.046059,0.030972,75,65,1
0.17583,0.1286,0.029946,0.0090744,0.044861,0.029774,75,65,1
0.18373,0.13651,0.032668,0.011797,0.041011,0.025923,75,65,1
0.23241,0.18519,0.033575,0.012704,0.039631,0.024544,77,67,1
0.30206,0.25484,0.025408,0.0045372,0.022739,0.0076516,71,61,1
0.28393,0.23671,0.025408,0.0045372,0.023572,0.0084842,130,120,1
0.19871,0.15148,0.029946,0.0090744,0.028448,0.01336,13,3,1
0.17185,0.12463,0.027223,0.0063521,0.0318,0.016712,77,67,1
0.17951,0.13228,0.026316,0.0054446,0.032084,0.016996,77,67,1
0.18363,0.1364,0.023593,0.0027223,0.022729,0.0076416,77,67,1
0.17507,0.12784,0.021779,0.00090744,0.031874,0.016786,82,72,1
0.18721,0.13998,0.029038,0.008167,0.032377,0.017289,82,72,1
0.19269,0.14547,0.030853,0.0099819,0.02751,0.012422,13,3,1
0.18,0.13278,0.032668,0.011797,0.031513,0.016425,88,78,1
0.17802,0.1308,0.03902,0.018149,0.030383,0.015296,96,86,1
0.17161,0.12438,0.051724,0.030853,0.032962,0.017874,160,150,1
0.15638,0.10915,0.067151,0.046279,0.03438,0.019293,98,88,1
0.14722,0.099998,0.058984,0.038113,0.033949,0.018862,84,74,1
0.13242,0.08519,0.085299,0.064428,0.033487,0.0184,40,30,1
0.098165,0.05094,0.11978,0.098911,0.044958,0.029871,54,44,1
0.087868,0.040642,0.10617,0.085299,0.035906,0.020819,50,40,1
0.096647,0.049422,0.07078,0.049909,0.030023,0.014936,33,23,1
0.10564,0.058413,0.03902,0.018149,0.027895,0.012807,51,41,1
0.11541,0.068181,0.032668,0.011797,0.021953,0.0068656,44,34,0
0.11578,0.068551,0.026316,0.0054446,0.02509,0.010002,84,74,0
0.109,0.061774,0.032668,0.011797,0.031348,0.01626,85,75,0
0.10963,0.062407,0.030853,0.0099819,0.026688,0.011601,119,109,0
0.10336,0.056134,0.030853,0.0099819,0.021705,0.0066179,36,26,0
0.099144,0.051919,0.036298,0.015426,0.027796,0.012709,70,60,0
0.090165,0.042939,0.043557,0.022686,0.019193,0.0041058,94,84,0
0.074461,0.027236,0.060799,0.039927,0.02184,0.0067522,97,87,0
0.070375,0.023149,0.050817,0.029946,0.020786,0.0056991,57,47,0
0.072033,0.024808,0.033575,0.012704,0.028905,0.013818,25,15,0
0.064197,0.016972,0.049909,0.029038,0.019272,0.0041844,74,64,0
0.062317,0.015092,0.062613,0.041742,0.01736,0.0022723,118,108,0
0.068036,0.020811,0.054446,0.033575,0.021911,0.0068233,79,69,0
0.062124,0.014899,0.056261,0.03539,0.027021,0.011933,14,4,0
0.05777,0.010545,0.064428,0.043557,0.019013,0.0039256,29,19,0
0.063789,0.016564,0.059891,0.03902,0.024862,0.0097745,28,18,0
0.067631,0.020406,0.049002,0.028131,0.020318,0.005231,45,35,0
0.058645,0.01142,0.048094,0.027223,0.024142,0.0090545,23,13,0
0.055164,0.0079387,0.039927,0.019056,0.01935,0.0042623,29,19,0
0.057459,0.010234,0.03902,0.018149,0.017105,0.0020171,32,22,0
0.067128,0.019903,0.03902,0.018149,0.023307,0.0082191,134,124,0
0.10503,0.057809,0.026316,0.0054446,0.027479,0.012391,145,135,0
0.10571,0.058486,0.033575,0.012704,0.024075,0.0089878,89,79,0
0.10257,0.055343,0.03539,0.014519,0.020087,0.0050001,88,78,0
0.12637,0.079145,0.037205,0.016334,0.022054,0.0069667,37,27,0
0.12469,0.077461,0.032668,0.011797,0.025357,0.010269,91,81,1
0.1569,0.10968,0.025408,0.0045372,0.02625,0.011162,79,69,1
0.18564,0.13842,0.029946,0.0090744,0.044209,0.029121,79,69,1
0.17839,0.13116,0.03176,0.010889,0.038195,0.023108,70,60,1
0.19325,0.14602,0.030853,0.0099819,0.06118,0.046093,63,53,1
0.21286,0.16563,0.026316,0.0054446,0.043531,0.028443,60,50,1
0.21421,0.16698,0.020871,0,0.03894,0.023852,63,53,1
0.19964,0.15241,0.024501,0.0036298,0.033999,0.018912,74,64,1
0.17539,0.12816,0.032668,0.011797,0.032344,0.017256,69,59,1
0.19525,0.14803,0.03539,0.014519,0.036165,0.021077,55,45,1
0.20814,0.16091,0.03539,0.014519,0.028057,0.01297,67,57,1
0.19874,0.15152,0.034483,0.013612,0.041461,0.026374,74,64,1
0.19917,0.15194,0.039927,0.019056,0.03555,0.020462,78,68,1
0.21952,0.17229,0.044465,0.023593,0.036562,0.021475,78,68,1
0.24902,0.20179,0.034483,0.013612,0.030944,0.015856,84,74,1
0.23579,0.18856,0.037205,0.016334,0.031595,0.016508,28,18,1
0.22446,0.17724,0.04265,0.021779,0.036712,0.021625,81,71,1
0.24735,0.20013,0.04265,0.021779,0.05073,0.035643,105,92,1
0.24759,0.20037,0.047187,0.026316,0.042287,0.027199,103,90,1
0.21159,0.16437,0.043557,0.022686,0.037554,0.022467,90,77,1
0.2414,0.19417,0.033575,0.012704,0.032987,0.017899,82,69,1
0.24662,0.1994,0.034483,0.013612,0.028622,0.013534,74,61,1
0.20031,0.15309,0.037205,0.016334,0.033513,0.018425,74,61,1
0.2045,0.15727,0.028131,0.0072595,0.028488,0.013401,88,75,1
0.2135,0.16627,0.025408,0.0045372,0.02789,0.012802,81,68,1
0.18943,0.1422,0.03902,0.018149,0.031466,0.016378,99,86,1
0.14708,0.099853,0.055354,0.034483,0.031309,0.016222,94,81,1
0.13782,0.090591,0.061706,0.040835,0.036107,0.021019,87,74,1
0.1554,0.10817,0.051724,0.030853,0.037419,0.022331,45,32,1
0.18069,0.13346,0.03902,0.018149,0.038433,0.023346,31,18,1
0.18522,0.13799,0.028131,0.0072595,0.03333,0.018242,134,121,1
0.16028,0.11306,0.032668,0.011797,0.034679,0.019591,49,36,1
0.12568,0.078458,0.040835,0.019964,0.027609,0.012522,52,39,0
0.10826,0.061033,0.037205,0.016334,0.023583,0.0084959,45,32,0
0.080845,0.03362,0.044465,0.023593,0.023675,0.0085874,53,40,0
0.06286,0.015634,0.049909,0.029038,0.022008,0.006921,31,18,0
0.060485,0.01326,0.057169,0.036298,0.018934,0.0038462,96,83,0
0.064416,0.017191,0.050817,0.029946,0.021121,0.0060333,151,138,0
0.079755,0.03253,0.029946,0.0090744,0.022327,0.0072396,133,120,0
0.082438,0.035213,0.048094,0.027223,0.014265,0,18,5,0
0.080406,0.033181,0.058076,0.037205,0.026082,0.011817,99,86,0
0.084095,0.03687,0.050817,0.029946,0.022628,0.0083626,21,8,0
0.072944,0.025719,0.058076,0.037205,0.023,0.0087348,106,93,0
0.068781,0.021556,0.047187,0.026316,0.016105,0.0018402,63,50,0
0.074037,0.026812,0.03539,0.014519,0.016899,0.0026341,67,54,0
0.063291,0.016066,0.045372,0.024501,0.022918,0.008653,60,47,0
0.048991,0.0017664,0.054446,0.033575,0.01919,0.0049249,21,8,0
0.048957,0.0017319,0.048094,0.027223,0.020229,0.0059638,25,12,0
0.048588,0.0013628,0.043557,0.022686,0.020142,0.0058769,123,110,0
0.0451,0,0.046279,0.025408,0.017219,0.0029543,61,48,0
0.054401,0.0093008,0.040835,0.019964,0.02062,0.0063553,132,119,0
0.08295,0.03785,0.03539,0.014519,0.015643,0.0013783,125,112,0
0.10086,0.05576,0.034483,0.013612,0.02514,0.010876,142,129,0
0.11969,0.074593,0.032668,0.011797,0.020695,0.0064303,153,140,0
0.12795,0.082852,0.029946,0.0090744,0.019672,0.0054072,20,7,0
0.11951,0.07441,0.029038,0.008167,0.01945,0.0051847,37,24,0
0.1038,0.058695,0.032668,0.011797,0.021484,0.0072195,41,28,0
0.12315,0.07805,0.028131,0.0072595,0.015833,0.0015681,112,99,0
0.10694,0.061844,0.0099819,0,0.021027,0.006762,46,33,0
0.1354,0,0.014519,0,0.01002,0,110,0,0
0.12656,0,0.015426,0.00090744,0.010859,0.00083894,81,0,0
0.11525,0,0.008167,0,0.01269,0.0026696,113,32,0
0.12478,0.0095305,0.0036298,0,0.013726,0.0037057,155,74,0
0.14095,0.025706,0.010889,0.0072595,0.011093,0.0010726,59,0,0
0.13264,0.017394,0.0099819,0.0063521,0.011971,0.0019513,113,54,0
0.12986,0.014615,0.0045372,0.00090744,0.014934,0.0049145,33,0,0
0.14639,0.031137,0.0045372,0.00090744,0.013629,0.0036092,120,87,0
0.15697,0.041719,0.016334,0.012704,0.023742,0.013722,99,66,1
0.13334,0.018089,0.036298,0.032668,0.03447,0.02445,76,43,1
0.1377,0.022455,0.033575,0.029946,0.051897,0.041878,61,28,1
0.15023,0.034979,0.025408,0.021779,0.057288,0.047269,56,23,1
0.15107,0.03582,0.029946,0.026316,0.070059,0.060039,54,21,1
0.14598,0.030728,0.028131,0.024501,0.066526,0.056506,51,18,1
0.14673,0.031478,0.019964,0.016334,0.060384,0.050364,51,18,1
0.17343,0.058181,0.014519,0.010889,0.055373,0.045353,51,18,1
0.1716,0.056356,0.014519,0.010889,0.052516,0.042496,53,20,1
0.14866,0.033412,0.024501,0.020871,0.049456,0.039436,55,22,1
0.13447,0.019223,0.030853,0.027223,0.048218,0.038198,57,24,1
0.16003,0.044782,0.029038,0.025408,0.045263,0.035243,57,24,1
0.1959,0.08065,0.019964,0.016334,0.05565,0.04563,56,23,1
0.18719,0.071937,0.019964,0.016334,0.053514,0.043494,56,23,1
0.16056,0.04531,0.021779,0.018149,0.052698,0.042678,56,23,1
0.17062,0.055367,0.021779,0.018149,0.053593,0.043573,56,23,1
0.19421,0.078958,0.019964,0.016334,0.056357,0.046337,57,24,1
0.20396,0.088707,0.018149,0.014519,0.055603,0.045583,56,23,1
0.17412,0.058869,0.023593,0.019964,0.056336,0.046316,57,24,1
0.15808,0.042828,0.025408,0.021779,0.060094,0.050074,55,22,1
0.17672,0.061468,0.025408,0.021779,0.058247,0.048227,55,22,1
0.17975,0.064501,0.020871,0.017241,0.057771,0.047751,54,21,1
0.16982,0.054576,0.018149,0.014519,0.050964,0.040944,54,21,1
0.15797,0.04272,0.022686,0.019056,0.061229,0.051209,54,21,1
0.16223,0.04698,0.026316,0.022686,0.061926,0.051907,54,21,1
0.16168,0.046431,0.028131,0.024501,0.059069,0.049049,54,21,1
0.15451,0.039266,0.029038,0.025408,0.066864,0.056845,53,20,1
0.1752,0.059948,0.036298,0.032668,0.07186,0.06184,54,21,1
0.2039,0.088652,0.03539,0.03176,0.071394,0.061374,54,21,1
0.19513,0.079882,0.029946,0.026316,0.066929,0.056909,53,20,1
0.17404,0.058788,0.03539,0.03176,0.065066,0.055046,55,22,1
0.18926,0.074011,0.040835,0.037205,0.060873,0.050853,54,21,1
0.20595,0.090705,0.030853,0.027223,0.065201,0.055181,54,21,1
0.19229,0.077042,0.024501,0.020871,0.056188,0.046168,54,21,1
0.18595,0.070705,0.033575,0.029946,0.057039,0.047019,54,21,1
0.1814,0.066148,0.026316,0.022686,0.048994,0.038974,54,21,1
0.17859,0.063346,0.023593,0.019964,0.028521,0.018501,61,28,1
0.21008,0.094834,0.027223,0.023593,0.034237,0.024217,62,29,1
0.22297,0.10772,0.032668,0.029038,0.034685,0.024665,63,30,1
0.20391,0.088661,0.03176,0.028131,0.032754,0.022734,58,25,1
0.205,0.089753,0.024501,0.020871,0.036391,0.026371,67,34,1
0.21473,0.099479,0.030853,0.027223,0.034894,0.024874,58,25,1
0.19294,0.077694,0.040835,0.037205,0.036943,0.026923,57,24,1
0.17995,0.064698,0.041742,0.038113,0.031531,0.021511,68,35,1
0.19924,0.083994,0.034483,0.030853,0.036131,0.026111,61,28,1
0.2145,0.099254,0.024501,0.020871,0.036002,0.025983,62,29,1
0.22096,0.10571,0.041742,0.038113,0.032751,0.022731,69,36,1
0.20269,0.087441,0.053539,0.049909,0.037607,0.027588,58,25,1
0.19352,0.078269,0.048094,0.044465,0.041555,0.031536,58,25,1
0.23109,0.11585,0.068966,0.065336,0.049975,0.039955,59,26,1
0.2586,0.14335,0.083485,0.079855,0.057595,0.047575,62,29,1
0.26919,0.15395,0.07804,0.07441,0.047238,0.037218,55,22,1
0.2942,0.17895,0.082577,0.078947,0.056672,0.046653,75,42,1
0.30606,0.19081,0.088022,0.084392,0.042182,0.032162,79,46,1
0.3138,0.19855,0.088022,0.084392,0.082602,0.072582,71,38,1
0.3264,0.21115,0.091652,0.088022,0.060799,0.050779,14,0,1
0.33483,0.21958,0.087114,0.083485,0.062469,0.052449,68,54,1
0.33795,0.2227,0.088929,0.085299,0.052462,0.042443,84,70,1
0.34873,0.23348,0.10073,0.097096,0.056075,0.046055,72,58,1
0.354,0.23875,0.10436,0.10073,0.062197,0.052177,71,57,1
0.34797,0.23272,0.10345,0.099819,0.059855,0.049835,72,58,1
0.35906,0.24381,0.10708,0.10345,0.050731,0.040711,85,71,1
0.34409,0.22885,0.10163,0.098004,0.055746,0.045726,74,60,1
0.31968,0.20443,0.088929,0.085299,0.052307,0.042287,107,93,1
0.30066,0.18541,0.089837,0.086207,0.059196,0.049176,71,57,1
0.30452,0.18927,0.097096,0.093466,0.051565,0.041545,74,60,1
0.31729,0.20204,0.095281,0.091652,0.057496,0.047476,85,71,1
0.31637,0.20112,0.087114,0.083485,0.06353,0.05351,77,63,1
0.33799,0.22274,0.088929,0.085299,0.066772,0.056752,78,64,1
0.36143,0.24619,0.10163,0.098004,0.056312,0.046292,78,64,1
0.35778,0.24253,0.1098,0.10617,0.10006,0.090035,80,66,1
0.34893,0.23369,0.12069,0.11706,0.0563,0.04628,75,61,1
0.34889,0.23364,0.11887,0.11525,0.057672,0.047652,82,68,1
0.31944,0.2042,0.11615,0.11252,0.068131,0.058111,86,72,1
0.30128,0.18604,0.10799,0.10436,0.06415,0.05413,85,71,1
0.30285,0.1876,0.091652,0.088022,0.10107,0.091053,84,70,1
0.30527,0.19002,0.10073,0.097096,0.067046,0.057026,87,73,1
0.30602,0.19077,0.10617,0.10254,0.11353,0.10351,89,75,1
0.29375,0.1785,0.10526,0.10163,0.10096,0.09094,91,77,1
0.28143,0.16618,0.10708,0.10345,0.1108,0.10078,94,80,1
0.27005,0.1548,0.095281,0.091652,0.15449,0.14447,95,81,1
0.26617,0.15092,0.095281,0.091652,0.12421,0.11419,97,83,1
0.26522,0.14997,0.10345,0.099819,0.12586,0.11584,96,82,1
0.2835,0.16826,0.092559,0.088929,0.14438,0.13436,100,86,1
0.29214,0.17689,0.082577,0.078947,0.11757,0.10755,100,86,1
0.26721,0.15196,0.088929,0.085299,0.12139,0.11137,101,87,1
0.23492,0.11967,0.083485,0.079855,0.12717,0.11715,102,88,1
0.23001,0.11476,0.07078,0.067151,0.14359,0.13357,104,90,1
0.24304,0.12779,0.073503,0.069873,0.15717,0.14715,106,92,1
0.23681,0.12156,0.088929,0.085299,0.14601,0.13599,104,90,1
0.21591,0.10066,0.090744,0.087114,0.17502,0.165,102,88,1
0.22381,0.10857,0.086207,0.082577,0.16364,0.15362,102,88,1
0.23748,0.12224,0.07804,0.07441,0.15571,0.14569,103,89,1
0.23627,0.12102,0.07078,0.067151,0.13714,0.12712,106,92,1
0.21938,0.10414,0.07804,0.07441,0.1175,0.10748,109,95,1
0.21019,0.094942,0.08167,0.07804,0.10062,0.090596,112,98,1
0.22225,0.107,0.069873,0.066243,0.11322,0.1032,114,100,1
0.19873,0.083477,0.054446,0.050817,0.10664,0.096618,116,102,1
0.16254,0.047292,0.049002,0.045372,0.075133,0.065113,120,106,1
0.16298,0.04773,0.040835,0.037205,0.065709,0.055689,126,112,1
0.1671,0.051853,0.028131,0.024501,0.028003,0.017983,144,130,1
0.14497,0.029719,0.030853,0.027223,0.024638,0.014618,46,32,1
0.11486,0,0.049002,0.045372,0.019094,0.0090745,49,35,1
0.12133,0.0064673,0.03539,0.03176,0.024297,0.014277,153,139,1
0.13425,0.019393,0.028131,0.024501,0.032743,0.022724,147,133,1
0.13384,0.018979,0.039927,0.036298,0.058553,0.048533,142,128,1
0.14479,0.029925,0.038113,0.034483,0.04466,0.03464,135,121,1
0.15535,0.040484,0.029946,0.026316,0.049967,0.039947,119,105,1
0.15692,0.042058,0.027223,0.023593,0.071163,0.061144,114,100,1
0.13913,0.024269,0.040835,0.037205,0.090178,0.080158,113,99,1
0.14264,0.02778,0.040835,0.037205,0.073749,0.063729,113,99,1
0.18144,0.066581,0.029946,0.026316,0.073442,0.063422,102,88,1
0.18708,0.072218,0.03539,0.03176,0.093425,0.083405,101,87,1
0.16089,0.046029,0.055354,0.051724,0.091313,0.081293,104,90,1
0.15505,0.040192,0.044465,0.040835,0.076838,0.066818,107,93,1
0.169,0.054135,0.032668,0.029038,0.088667,0.078647,103,89,1
0.16895,0.054089,0.034483,0.030853,0.092077,0.082057,103,89,1
0.18526,0.070403,0.021779,0.018149,0.07934,0.06932,104,90,1
0.17011,0.055246,0.037205,0.033575,0.067098,0.057078,107,93,1
0.12697,0.012107,0.03902,0.03539,0.05328,0.04326,107,93,1
0.15471,0.03985,0.016334,0.012704,0.032132,0.022112,125,111,1
0.20453,0.089665,0.013612,0.0099819,0.038516,0.028496,121,107,1
0.17132,0.056455,0.046279,0.04265,0.048458,0.038438,109,95,1
0.10685,0,0.048094,0.044465,0.05424,0.04422,107,93,1
0.14746,0.040605,0.017241,0.013612,0.05526,0.04524,103,89,1
0.15937,0.052522,0.03176,0.028131,0.068328,0.058308,106,92,1
0.15681,0.049962,0.03176,0.028131,0.055136,0.045116,107,93,1
0.16487,0.058018,0.022686,0.019056,0.062855,0.052835,103,89,1
0.16892,0.062066,0.030853,0.027223,0.060283,0.050264,98,84,1
0.15894,0.052086,0.029946,0.026316,0.065505,0.055485,96,82,1
0.1443,0.03745,0.029946,0.026316,0.058932,0.048912,91,77,1
0.13759,0.030737,0.025408,0.021779,0.059493,0.049473,89,75,1
0.1245,0.017646,0.034483,0.030853,0.060174,0.050154,89,75,1
0.13257,0.025719,0.033575,0.029946,0.057008,0.046988,91,77,1
0.15531,0.048465,0.023593,0.019964,0.041448,0.031428,99,85,1
0.1552,0.048354,0.025408,0.021779,0.038198,0.028179,103,89,1
0.13773,0.030884,0.016334,0.012704,0.053272,0.043252,102,88,1
0.14152,0.034669,0.008167,0.0045372,0.017615,0.0075954,15,1,1
0.15924,0.052387,0.0099819,0.0063521,0.02111,0.01109,39,25,1
0.14882,0.041965,0.014519,0.010889,0.015663,0.0056434,137,123,1
0.13886,0.032009,0.0090744,0.0054446,0.016073,0.0060535,135,121,0
0.1264,0.019546,0.0045372,0.00090744,0.015801,0.0057815,95,81,0
0.11951,0.01266,0.033575,0.029946,0.016314,0.0062944,113,99,0
0.11658,0.0097326,0.041742,0.038113,0.014243,0.0042229,121,107,0
0.12784,0.020989,0.012704,0.0090744,0.013882,0.0038617,93,79,0
0.16458,0.05773,0.0027223,0,0.012341,0.0023206,75,61,0
0.16379,0.05694,0.00090744,0,0.011775,0.0017553,152,138,0
0.11677,0.0099201,0.015426,0.014519,0.015043,0.0050234,56,42,0
0.097182,0,0.021779,0.020871,0.015491,0.0054709,9,0,0
0.14342,0.046237,0.014519,0.013612,0.013639,0.003619,139,130,0
0.13843,0.041251,0.024501,0.023593,0.017207,0.0071873,12,3,0
0.10712,0.0099362,0.022686,0.021779,0.010024,4.573e-06,142,133,0
0.14021,0.043028,0.0063521,0.0054446,0.011723,0.0017035,128,119,0
0.159,0.061815,0.00090744,0,0.011595,0.0015753,61,52,0
0.13079,0.033603,0.0036298,0.0027223,0.010069,4.8715e-05,138,129,0
0.11556,0.018379,0.0036298,0.0027223,0.0097885,0,85,76,0
0.12534,0.028162,0.022686,0.021779,0.010128,0.0003398,12,3,0
0.11588,0.018701,0.044465,0.043557,0.014903,0.005115,142,133,0
0.13233,0.035149,0.029038,0.028131,0.029836,0.020048,129,120,0
0.14462,0.04744,0.012704,0.011797,0.012482,0.0026938,71,62,0
0.12352,0.026337,0.017241,0.016334,0.011481,0.0016922,34,25,0
0.12151,0.024325,0.015426,0.014519,0.012815,0.0030268,88,79,0
0.13248,0.035295,0.014519,0.013612,0.015011,0.0052226,41,32,0
0.12573,0.02855,0.019964,0.019056,0.015147,0.0053586,134,125,0
0.14904,0.051857,0.0099819,0.0090744,0.016075,0.0062864,42,33,0
0.16226,0.065082,0.00090744,0,0.010164,0.00037588,116,107,0
0.12355,0.026367,0.025408,0.024501,0.015963,0.006175,18,9,0
0.11257,0.015386,0.032668,0.03176,0.012873,0.0030847,35,26,0
0.14943,0.052243,0.008167,0.0072595,0.012433,0.002645,49,40,0
0.13371,0.036527,0.019964,0.019056,0.013624,0.0038356,36,27,0
0.11967,0.022488,0.04265,0.041742,0.015718,0.0059293,62,53,0
0.14583,0.048652,0.022686,0.021779,0.012793,0.003005,62,53,0
0.13039,0.033206,0.010889,0.0099819,0.014398,0.0046097,80,71,0
0.094375,0,0.03539,0.034483,0.015065,0.0052766,103,94,0
0.10402,0.0096418,0.027223,0.026316,0.01393,0.0041412,143,134,0
0.16352,0.069146,0.0045372,0.0036298,0.02041,0.010621,127,118,0
0.16211,0.067739,0.010889,0.0099819,0.02959,0.019801,120,111,0
0.13564,0.04127,0.014519,0.013612,0.035226,0.025438,108,99,0
0.12044,0.02606,0.011797,0.010889,0.026469,0.016681,113,104,0
0.097425,0.0030495,0.022686,0.021779,0.020734,0.010945,40,31,0
0.10871,0.014333,0.017241,0.016334,0.016434,0.0066452,93,84,0
0.10894,0.014569,0.016334,0.015426,0.015442,0.0056531,37,28,0
0.10964,0.015266,0.029038,0.028131,0.01663,0.0068411,81,72,0
0.11364,0.019269,0.053539,0.052632,0.017945,0.0081566,153,144,0
0.11336,0.018989,0.046279,0.045372,0.015815,0.0060262,115,106,0
0.11551,0.02113,0.036298,0.03539,0.015855,0.0060662,68,59,0
0.1149,0.020521,0.029946,0.029038,0.013921,0.0041322,119,110,0
0.12618,0.031802,0.011797,0.010889,0.015585,0.0057965,124,115,0
0.13924,0.044866,0.014519,0.013612,0.018549,0.0087604,124,115,0
0.1284,0.034023,0.022686,0.021779,0.014254,0.0044657,92,83,0
0.13783,0.043455,0.020871,0.019964,0.020818,0.01103,113,104,0
0.16423,0.069854,0.0090744,0.008167,0.032998,0.023209,101,92,0
0.15643,0.062058,0.025408,0.024501,0.023817,0.014028,107,98,0
0.1572,0.062826,0.020871,0.019964,0.010509,0.00072081,126,117,0
0.1588,0.064428,0.008167,0.0072595,0.014134,0.0043458,127,118,0
0.14236,0.047986,0.023593,0.022686,0.012755,0.0029663,96,87,0
0.15508,0.060704,0.027223,0.026316,0.013434,0.0036451,127,118,0
0.14954,0.055169,0.036298,0.03539,0.017306,0.0075171,77,68,0
0.11405,0.019678,0.060799,0.059891,0.017312,0.0075232,41,32,0
0.10907,0.014693,0.049909,0.049002,0.012424,0.0026356,65,56,0
0.11958,0.025208,0.025408,0.024501,0.016605,0.0068161,97,88,0
0.12641,0.032038,0.012704,0.011797,0.012212,0.0024232,98,89,0
0.1409,0.046524,0.012704,0.011797,0.011572,0.0017839,136,127,0
0.11981,0.025434,0.030853,0.029946,0.013147,0.0033583,49,40,0
0.11759,0.023215,0.039927,0.03902,0.015564,0.0057759,106,97,0
0.13666,0.04228,0.030853,0.029946,0.017654,0.0078655,82,73,0
0.11367,0.019298,0.03176,0.030853,0.014542,0.0047533,137,128,0
0.07677,0,0.071688,0.07078,0.014658,0.0048697,13,4,0
0.089403,0.012633,0.054446,0.053539,0.014018,0.0042295,62,53,0
0.14492,0.06815,0.00090744,0,0.018906,0.0091174,31,22,0
0.1641,0.08733,0.00090744,0,0.017763,0.0079741,129,120,0
0.14865,0.071881,0.0054446,0.0045372,0.014629,0.0048403,95,86,0
0.14131,0.064542,0.0090744,0.008167,0.012691,0.0029026,121,112,0
0.14807,0.071297,0.0045372,0.0036298,0.015302,0.0055131,94,85,0
0.14352,0.066752,0.026316,0.025408,0.016487,0.0066984,88,79,0
0.10582,0.029048,0.044465,0.043557,0.014298,0.0045092,48,39,0
0.09841,0.021641,0.019056,0.018149,0.017289,0.0075006,133,124,0
0.15145,0.074682,0.0054446,0.0045372,0.011406,0.0016175,123,114,0
0.16883,0.092061,0.016334,0.015426,0.01421,0.0044214,69,60,0
0.1391,0.06233,0.029038,0.028131,0.013194,0.0034056,53,44,0
0.12721,0.050443,0.020871,0.019964,0.020695,0.010907,52,43,0
0.14045,0.063678,0.013612,0.012704,0.022968,0.01318,58,49,0
0.12772,0.050953,0.032668,0.03176,0.020754,0.010965,78,69,0
0.1106,0.033831,0.038113,0.037205,0.016014,0.0062253,127,118,0
0.13969,0.06292,0.016334,0.015426,0.018546,0.008758,130,121,0
0.15195,0.075178,0.00090744,0,0.01429,0.004502,57,48,0
0.11824,0.041472,0.013612,0.012704,0.016227,0.0064385,104,95,0
0.11271,0.03594,0.019964,0.019056,0.014079,0.0042907,54,45,0
0.12567,0.048898,0.013612,0.012704,0.021364,0.011575,85,76,0
0.14406,0.067288,0.015426,0.014519,0.041802,0.032014,73,64,1
0.18249,0.10572,0.025408,0.024501,0.060776,0.050987,67,58,1
0.20155,0.12478,0.027223,0.026316,0.070234,0.060446,64,55,1
0.20664,0.12987,0.026316,0.025408,0.072826,0.063038,62,53,1
0.20427,0.1275,0.037205,0.036298,0.060659,0.050871,61,52,1
0.20691,0.13014,0.03176,0.030853,0.055288,0.045499,61,52,1
0.20428,0.12751,0.022686,0.021779,0.062584,0.052795,67,58,1
0.18769,0.11092,0.032668,0.03176,0.053852,0.044064,70,61,1
0.18448,0.10771,0.036298,0.03539,0.053725,0.043937,71,62,1
0.19361,0.11684,0.049002,0.048094,0.053776,0.043988,75,66,1
0.22094,0.14417,0.049002,0.048094,0.049854,0.040065,71,62,1
0.22294,0.14617,0.038113,0.037205,0.057669,0.04788,72,63,1
0.2123,0.13553,0.046279,0.045372,0.04914,0.039351,70,61,1
0.21444,0.13767,0.03539,0.034483,0.059599,0.049811,72,63,1
0.21291,0.13614,0.032668,0.03176,0.059034,0.049245,74,65,1
0.21498,0.13821,0.030853,0.029946,0.059894,0.050106,73,64,1
0.19746,0.12069,0.034483,0.033575,0.062229,0.052441,73,64,1
0.19672,0.11995,0.037205,0.036298,0.055321,0.045532,79,70,1
0.24272,0.16595,0.021779,0.020871,0.046868,0.037079,79,70,1
0.25184,0.17507,0.021779,0.020871,0.056296,0.046508,83,74,1
0.20712,0.13035,0.047187,0.046279,0.045361,0.035573,76,67,1
0.18908,0.11231,0.068966,0.068058,0.056984,0.047196,81,72,1
0.21745,0.14068,0.058076,0.057169,0.05441,0.044622,83,74,1
0.21391,0.13714,0.062613,0.061706,0.051372,0.041583,84,75,1
