@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
2697.7,2514,5.4219,0.21362,6072.4,5921.6,1
2447.6,2263.8,5.5489,0.086676,1399.7,1248.9,1
2334.3,2150.5,5.6076,0.027965,215.33,64.6,1
1939.1,1755.4,5.5359,0.099621,193.8,43.066,1
1508.5,1324.7,5.6578,0,925.93,775.2,1
1224.1,1040.4,5.5873,0.070528,193.8,43.066,1
1258.9,1075.1,5.4508,0.20696,236.87,86.133,1
1178,994.25,5.5031,0.15475,258.4,107.67,1
1234,1050.3,5.5461,0.11172,258.4,107.67,1
1130.4,946.72,5.5155,0.14234,193.8,43.066,1
1196,1012.2,5.5741,0.083737,172.27,21.533,1
1100.4,916.71,5.4663,0.19151,193.8,43.066,1
1132.8,949.12,5.5415,0.11634,258.4,107.67,1
1181.5,997.76,5.4838,0.17399,258.4,107.67,1
1448.8,1265.1,5.4389,0.21893,236.87,86.133,1
1457.8,1274,5.2932,0.36459,861.33,710.6,1
1364.7,1180.9,5.2506,0.40716,193.8,43.066,1
1136.9,953.22,5.2492,0.40856,882.86,732.13,1
1377.3,1193.6,5.1669,0.49086,193.8,43.066,1
1197.9,1014.2,5.1463,0.51147,236.87,86.133,1
1116.2,932.51,5.2286,0.42919,861.33,710.6,1
1510.6,1326.9,5.2132,0.44456,882.86,732.13,1
1746.2,1562.5,5.1279,0.52991,904.39,753.66,1
2059.3,1875.6,4.9228,0.73505,904.39,753.66,1
1848.5,1664.8,4.9005,0.75727,904.39,753.66,1
2048.9,1865.2,4.8273,0.83046,904.39,753.66,1
1637.1,1453.4,4.975,0.68284,904.39,753.66,1
1969.6,1785.9,4.9716,0.68616,925.93,775.2,1
2580.2,2396.5,5.1774,0.48039,990.53,839.79,1
3768.2,3584.5,4.8601,0.79773,990.53,839.79,1
3365.7,3182,4.4989,1.1589,904.39,753.66,1
1224.4,1040.6,4.9974,0.66038,904.39,753.66,1
531.93,348.21,5.2715,0.38633,904.39,753.66,1
225.99,42.264,5.4624,0.19543,129.2,0,1
294.08,110.36,5.3178,0.33997,215.33,86.133,0
262.47,78.75,5.3392,0.31865,236.87,107.67,0
225.49,41.768,5.4363,0.22152,215.33,86.133,0
340.3,156.58,5.3121,0.34574,215.33,86.133,0
590.03,406.31,5.0822,0.57555,236.87,107.67,0
737.47,553.75,4.7997,0.85811,215.33,86.133,0
599.66,415.94,5.0153,0.64249,193.8,64.6,0
599.42,415.69,4.9698,0.68798,215.33,86.133,0
649.57,465.85,4.7832,0.87462,236.87,107.67,0
389.15,205.43,5.2428,0.41497,301.46,172.27,0
352.13,168.41,5.3498,0.30796,236.87,107.67,0
406.69,222.97,5.2592,0.39862,279.93,150.73,0
358.69,174.96,5.263,0.39484,236.87,107.67,0
371.66,187.93,5.2924,0.36536,193.8,64.6,0
332.55,148.83,5.3204,0.3374,150.73,21.533,0
318.73,135,5.3445,0.31327,301.46,172.27,0
243.67,59.942,5.433,0.22477,366.06,236.87,0
508.42,324.7,5.2028,0.45501,236.87,107.67,0
372.04,188.32,5.1654,0.49237,236.87,107.67,0
432.53,248.81,5.3028,0.35503,193.8,64.6,0
326.27,142.54,5.3008,0.35695,279.93,150.73,0
492.86,309.14,5.0886,0.56921,193.8,64.6,0
335.33,151.61,5.2574,0.40039,215.33,86.133,0
583.67,399.94,5.0328,0.62497,215.33,86.133,0
248.6,64.875,5.3254,0.33242,172.27,43.066,0
293.26,109.54,5.3537,0.30413,215.33,86.133,0
320.06,136.33,5.3105,0.34729,172.27,43.066,0
308.54,124.81,5.3677,0.29014,236.87,107.67,0
197.81,14.085,5.4564,0.20138,215.33,86.133,0
205.34,21.62,5.5143,0.14353,258.4,129.2,0
521.77,338.04,5.1571,0.50066,215.33,86.133,0
397.61,213.89,5.2361,0.42174,236.87,107.67,0
283.18,99.46,5.3675,0.29033,172.27,43.066,0
488.81,305.09,5.1385,0.51929,236.87,107.67,0
361.58,177.86,5.3313,0.3265,236.87,107.67,0
305.33,121.6,5.4914,0.16641,172.27,43.066,0
369.15,185.43,5.3688,0.28901,172.27,43.066,0
694.63,510.9,4.9967,0.66108,193.8,64.6,0
629.42,445.7,5.0982,0.55959,193.8,64.6,0
480.9,297.18,5.2771,0.38069,279.93,150.73,0
314.42,130.7,5.4984,0.15939,344.53,215.33,0
733.1,549.37,5.027,0.63082,193.8,64.6,0
610.92,427.2,5.1176,0.54017,215.33,86.133,0
927.39,743.66,5.2799,0.37791,193.8,64.6,0
644.49,460.77,5.4588,0.19904,150.73,21.533,0
920.2,736.48,5.2613,0.39654,193.8,64.6,0
904.86,721.14,5.3893,0.26854,193.8,64.6,0
930.14,746.42,5.5057,0.15213,150.73,21.533,0
765.03,581.31,5.6541,0.00365,129.2,0,0
893.12,709.4,5.6705,0,258.4,129.2,0
972.08,788.35,5.603,0.067486,215.33,86.133,0
907.36,723.63,5.6217,0.048787,193.8,64.6,0
930.51,746.79,5.5364,0.13409,258.4,129.2,0
1160.8,977.06,5.4467,0.22373,258.4,129.2,0
845.35,661.62,5.6292,0.041298,236.87,107.67,1
728.23,544.51,5.5616,0.10888,172.27,43.066,1
1051.3,867.6,5.5368,0.13362,172.27,43.066,1
904.79,721.07,5.5681,0.10234,279.93,150.73,1
1245.3,1061.6,5.4875,0.18299,215.33,86.133,1
1020.4,836.7,5.5543,0.11619,193.8,64.6,1
1160.6,976.9,5.5172,0.1533,236.87,107.67,1
1002.8,819.06,5.6139,0.056596,193.8,64.6,1
941.13,757.41,5.5521,0.11833,279.93,150.73,1
693.05,509.32,5.5731,0.097344,301.46,172.27,1
828.73,645,5.4979,0.17251,215.33,86.133,1
743.14,559.42,5.4922,0.1783,193.8,64.6,1
724.14,540.42,5.5723,0.098185,215.33,86.133,1
877.64,693.92,5.4664,0.20401,193.8,64.6,1
770.85,587.13,5.4578,0.21266,193.8,64.6,1
909.01,725.29,5.4814,0.18901,258.4,129.2,1
1132,948.32,5.513,0.15746,236.87,107.67,1
1150.2,966.47,5.4677,0.20276,236.87,107.67,1
1082.8,899.05,5.4134,0.25701,172.27,43.066,1
1221.2,1037.5,5.3812,0.28926,258.4,129.2,1
1277.7,1094,5.4054,0.26506,258.4,129.2,1
1456.7,1273,5.376,0.29447,495.26,366.06,1
1335,1151.3,5.4827,0.1878,1033.6,904.39,1
1264.8,1081.1,5.4455,0.22494,1098.2,968.99,1
1303.3,1119.6,5.472,0.19843,150.73,21.533,1
1722.4,1538.7,5.4118,0.25867,193.8,64.6,1
1384.8,1201,5.4727,0.19778,258.4,129.2,1
1845.2,1661.4,5.3583,0.31212,258.4,129.2,1
1521.9,1338.2,5.3713,0.29912,215.33,86.133,1
2013.9,1830.2,5.1619,0.50857,215.33,86.133,1
1509.1,1325.4,5.3992,0.27128,215.33,86.133,1
1422.3,1238.6,5.2761,0.39432,516.8,387.6,1
1442.6,1258.9,5.3504,0.32005,236.87,107.67,1
1692.1,1508.4,5.3151,0.35538,215.33,86.133,1
1410.6,1226.9,5.2647,0.40579,172.27,43.066,1
1501.7,1318,5.2042,0.46627,861.33,732.13,1
1525.2,1341.5,5.3045,0.366,495.26,366.06,1
2037.4,1853.7,5.0676,0.60283,193.8,64.6,1
1800.9,1617.2,5.2271,0.44336,882.86,753.66,1
1412.9,1229.2,5.2951,0.37537,882.86,753.66,1
1990.3,1806.6,5.3231,0.34737,904.39,775.2,1
2013.5,1829.8,5.3453,0.32512,904.39,775.2,1
2084,1900.3,5.1815,0.48891,925.93,796.73,1
2319.5,2135.8,5.1912,0.47923,925.93,796.73,1
2200,2016.2,5.1901,0.48039,925.93,796.73,1
2423.1,2239.3,5.1666,0.50388,925.93,796.73,1
2197.1,2013.4,5.2411,0.4294,925.93,796.73,1
2391.9,2208.1,5.0954,0.5751,925.93,796.73,1
2211.4,2027.7,5.0201,0.65032,925.93,796.73,1
2193.7,2010,5.0848,0.58561,947.46,818.26,1
1856.6,1672.9,5.1342,0.53624,968.99,839.79,1
2013.9,1830.2,5.0877,0.58278,947.46,818.26,1
2230.9,2047.2,5.0916,0.57886,925.93,796.73,1
1883.8,1700.1,5.1124,0.55802,925.93,796.73,1
1690.4,1506.7,5.1444,0.52607,925.93,796.73,1
2055.9,1872.2,5.1568,0.51368,925.93,796.73,1
2518.3,2334.6,5.2191,0.45132,904.39,775.2,1
2566.6,2382.8,5.1916,0.47886,904.39,775.2,1
2470.5,2286.8,5.181,0.48947,925.93,796.73,1
2333.4,2149.7,5.1793,0.49117,925.93,796.73,1
2334.5,2150.8,5.0867,0.58373,925.93,796.73,1
2462.6,2278.9,5.2613,0.40913,925.93,796.73,1
2216.8,2033,5.2615,0.40895,947.46,818.26,1
2210.9,2027.2,5.2038,0.46669,947.46,818.26,1
2191.6,2007.9,5.1843,0.48614,947.46,818.26,1
2632,2448.3,5.055,0.61548,947.46,818.26,1
2659.5,2475.8,5.0694,0.60105,968.99,839.79,1
2658.7,2475,5.2187,0.45177,947.46,818.26,1
2080.8,1897,5.2916,0.37883,947.46,818.26,1
2476.8,2293.1,5.2286,0.44182,968.99,839.79,1
2139.3,1955.5,5.1604,0.51005,968.99,839.79,1
2779,2595.3,5.1218,0.54863,968.99,839.79,1
2667.8,2484.1,5.1051,0.56536,947.46,818.26,1
2891,2707.2,5.0257,0.64478,947.46,818.26,1
2977.1,2793.3,4.9158,0.75466,947.46,818.26,1
2572.6,2388.9,4.8949,0.7756,947.46,818.26,1
2622.6,2438.9,4.8828,0.78767,925.93,796.73,1
3055.1,2871.4,4.7654,0.90507,925.93,796.73,1
3404,3220.2,4.6137,1.0568,925.93,796.73,1
3279.8,3096.1,4.798,0.87246,947.46,818.26,1
3297,3113.3,4.7539,0.91656,947.46,818.26,1
3241.6,3057.8,4.5972,1.0732,925.93,796.73,1
3595,3411.3,4.5793,1.0911,925.93,796.73,1
3814.8,3631.1,4.4068,1.2636,925.93,796.73,1
4026.3,3842.6,4.3177,1.3528,925.93,796.73,1
4197.3,4013.6,4.3016,1.3689,925.93,796.73,1
3962.3,3778.5,4.0328,1.6377,925.93,796.73,1
4282.5,4098.8,4.2439,1.4266,925.93,796.73,1
4388.2,4204.5,4.2687,1.4018,904.39,775.2,1
4459,4275.3,4.1576,1.5129,904.39,775.2,1
4764.1,4580.3,4.0965,1.5739,904.39,775.2,1
4752.7,4569,4.0617,1.6088,904.39,775.2,1
4480.1,4296.3,4.0172,1.6533,882.86,753.66,1
4338.5,4154.8,4.1836,1.4868,882.86,753.66,1
4229.5,4045.8,4.1079,1.5626,882.86,753.66,1
3902.9,3719.2,4.1948,1.4756,861.33,732.13,1
3291.3,3107.6,4.343,1.3274,839.79,710.6,1
3295.7,3112,4.463,1.2075,818.26,689.06,1
1949.2,1765.4,4.855,0.81549,818.26,689.06,1
1036.1,852.42,5.1046,0.56588,818.26,689.06,1
760.51,576.79,5.1326,0.53786,796.73,667.53,1
631.15,447.42,5.0419,0.62858,215.33,86.133,1
500.25,316.52,5.3242,0.34622,732.13,602.93,1
399.17,215.45,5.2563,0.41413,172.27,43.066,1
373.71,189.98,5.2883,0.38213,193.8,64.6,0
518.12,334.4,5.142,0.52841,215.33,86.133,0
327.36,143.64,5.4169,0.25359,193.8,64.6,0
431.88,234.07,5.1814,0.48907,236.87,107.67,0
300.11,102.3,5.3672,0.30328,236.87,107.67,0
94.522,0,5.5643,0.10613,150.73,21.533,0
433.45,338.92,5.2161,0.45439,193.8,64.6,0
376.07,281.55,5.3118,0.35867,172.27,43.066,0
386.48,291.96,5.407,0.26346,258.4,129.2,0
344.2,249.68,5.3515,0.31896,215.33,86.133,0
372.36,277.84,5.4025,0.26799,193.8,64.6,0
355.29,260.77,5.5114,0.15908,236.87,107.67,0
1166.5,1072,5.3964,0.27408,215.33,86.133,0
2048.9,1954.4,5.5933,0.077164,172.27,43.066,0
2432.7,2338.1,5.6602,0.010249,301.46,172.27,0
3222.4,3127.9,5.6414,0.029092,215.33,86.133,0
3099.8,3005.3,5.6716,0,193.8,64.6,0
3418.7,3324.2,5.6171,0.054517,279.93,150.73,0
2753.7,2659.1,5.6009,0.070666,215.33,86.133,0
2078.7,1984.2,5.5837,0.087907,236.87,107.67,0
1738.3,1643.7,5.6019,0.0697,323,193.8,0
889.2,794.68,5.6103,0.061268,258.4,129.2,0
639.32,544.8,5.6091,0.062542,150.73,21.533,0
875.76,781.24,5.4,0.27162,215.33,86.133,0
512.83,418.3,5.4289,0.24268,236.87,107.67,0
637.24,542.72,5.3147,0.35694,193.8,64.6,0
542.74,448.22,5.2776,0.39402,236.87,107.67,0
444.74,350.22,5.4022,0.26936,215.33,86.133,0
321.08,226.56,5.4254,0.24617,236.87,107.67,0
519.33,424.81,5.2822,0.38938,258.4,129.2,0
548.87,454.34,5.3287,0.34292,236.87,107.67,0
350.69,256.17,5.4552,0.21637,172.27,43.066,0
565.55,471.03,5.4104,0.2612,344.53,215.33,0
861.52,767,5.4555,0.21609,279.93,150.73,0
762.07,667.55,5.6108,0.060834,172.27,43.066,0
1048.8,954.23,5.5409,0.13066,193.8,64.6,0
800.4,705.87,5.6526,0.019023,150.73,21.533,0
1252.9,1158.4,5.5653,0.10633,193.8,64.6,0
1181.9,1087.4,5.5498,0.12176,215.33,86.133,0
878.97,784.45,5.553,0.11856,193.8,64.6,0
848.59,754.07,5.4922,0.1794,236.87,107.67,0
578.27,483.75,5.4601,0.21151,172.27,43.066,0
585.56,491.03,5.4009,0.27066,236.87,107.67,0
640.09,545.57,5.4024,0.26915,172.27,43.066,0
555.57,461.05,5.4985,0.17311,258.4,129.2,0
861.44,766.92,5.3361,0.33551,258.4,129.2,0
1164.7,1070.2,5.2312,0.44039,818.26,689.06,0
665.73,571.21,5.5052,0.16636,150.73,21.533,0
510.55,416.03,5.491,0.18064,236.87,107.67,0
762.18,667.66,5.3737,0.29788,172.27,43.066,0
480,385.48,5.4831,0.18847,366.06,236.87,0
553.32,458.8,5.2864,0.3852,236.87,107.67,0
591.82,497.3,5.2606,0.41104,236.87,107.67,0
227.7,133.18,5.5022,0.16942,172.27,43.066,0
304.35,209.83,5.4287,0.24294,172.27,43.066,0
425.93,331.41,5.3239,0.34773,215.33,86.133,0
434.42,339.9,5.3546,0.31702,215.33,86.133,0
373.59,279.07,5.3923,0.27926,344.53,215.33,0
428.18,333.66,5.3627,0.30886,258.4,129.2,0
755.02,660.5,5.1119,0.55967,236.87,107.67,0
271.94,177.42,5.5187,0.15292,215.33,86.133,0
559.87,465.35,5.1958,0.47584,258.4,129.2,0
478.89,384.37,5.2337,0.43791,193.8,64.6,0
193.98,99.462,5.4819,0.18972,193.8,64.6,0
410.67,316.15,5.254,0.4176,236.87,107.67,0
258.66,164.14,5.3494,0.32219,193.8,64.6,0
239.54,145.01,5.3914,0.28019,172.27,43.066,0
257.77,163.24,5.3954,0.27618,258.4,129.2,0
597.1,502.57,4.9983,0.6733,215.33,86.133,0
278.46,183.93,5.424,0.24756,236.87,107.67,0
303.6,209.08,5.3635,0.30806,258.4,129.2,0
400.44,305.92,5.2574,0.4142,215.33,86.133,0
517.48,422.96,5.1014,0.57016,215.33,86.133,0
391.15,296.63,5.1338,0.53776,215.33,86.133,0
628.17,533.65,5.0489,0.62269,215.33,86.133,0
308.09,213.56,5.2929,0.37874,301.46,172.27,0
541.29,446.76,5.068,0.60362,215.33,86.133,0
371.9,277.38,5.3194,0.35224,193.8,64.6,0
536.3,441.77,5.1268,0.54484,193.8,64.6,0
527.35,432.82,5.0731,0.59847,172.27,43.066,0
506.69,412.16,5.1647,0.50694,215.33,86.133,0
204.67,110.14,5.4287,0.2429,279.93,150.73,0
386.49,291.97,5.2164,0.45519,172.27,43.066,0
633.82,539.3,4.9493,0.72233,236.87,107.67,0
190.95,96.427,5.4357,0.2359,150.73,21.533,0
318.76,224.24,5.2377,0.43386,193.8,64.6,0
663.39,568.87,5.0323,0.63932,215.33,86.133,0
408.34,313.82,5.1739,0.4977,344.53,215.33,0
341.31,246.78,5.3104,0.36121,150.73,21.533,0
467.83,373.31,5.1322,0.53942,215.33,86.133,0
506.12,411.59,5.0439,0.62772,236.87,107.67,0
567.12,472.6,5.0845,0.58709,236.87,107.67,0
514.16,419.64,5.0563,0.61528,215.33,86.133,0
288.09,193.57,5.2876,0.38399,236.87,107.67,0
335.9,241.38,5.2464,0.42523,236.87,107.67,0
366.19,271.67,5.2229,0.44869,193.8,64.6,0
230.67,136.15,5.4702,0.20136,172.27,43.066,0
650.01,555.49,4.9797,0.69195,215.33,86.133,0
470.83,376.3,4.9994,0.67217,193.8,64.6,0
294.7,200.17,5.3299,0.34169,236.87,107.67,0
274.53,180.01,5.3391,0.33246,215.33,86.133,0
448.16,353.64,5.1511,0.52046,193.8,64.6,0
425.86,331.34,5.1385,0.5331,236.87,107.67,0
456.58,362.06,5.122,0.54958,236.87,107.67,0
420.24,325.72,5.1876,0.48403,193.8,64.6,0
641.04,546.52,4.9821,0.68954,193.8,64.6,0
404.98,310.46,5.2482,0.42338,193.8,64.6,0
522.26,427.74,5.1248,0.54682,215.33,86.133,0
540.2,445.68,5.0565,0.61508,193.8,64.6,0
617.79,523.27,5.0874,0.58425,236.87,107.67,0
555.1,460.58,5.1208,0.55084,215.33,86.133,0
506.28,411.76,5.1134,0.55819,279.93,150.73,0
479.38,384.85,5.2018,0.46983,215.33,86.133,0
517.85,423.33,5.0852,0.5864,495.26,366.06,0
675.52,580.99,4.9669,0.70469,495.26,366.06,0
512.84,418.31,5.144,0.52758,495.26,366.06,0
841.35,746.83,4.8966,0.77504,495.26,366.06,0
435.1,340.57,5.0308,0.64082,495.26,366.06,0
534.11,439.59,5.1244,0.54715,495.26,366.06,0
413.86,319.34,5.2012,0.47036,495.26,366.06,0
465.75,371.23,5.1432,0.52837,495.26,366.06,0
765.45,670.93,5.0684,0.60324,495.26,366.06,0
617.72,523.19,5.0664,0.60522,516.8,387.6,0
670.58,576.05,5.3364,0.33521,495.26,366.06,0
930.36,835.83,5.4548,0.2168,495.26,366.06,0
2208.3,2113.8,5.336,0.33558,258.4,129.2,0
2262.5,2168,5.4651,0.20652,1421.2,1292,0
2003.3,1908.8,5.4906,0.18102,1442.7,1313.5,0
1516.1,1421.6,5.4043,0.26733,1442.7,1313.5,0
1826.4,1731.9,5.3847,0.28688,1421.2,1292,0
1032.5,937.98,5.4248,0.24684,1399.7,1270.5,0
1030.4,935.92,5.4215,0.25014,215.33,86.133,0
829.94,735.42,5.4046,0.26701,215.33,86.133,0
871.54,777.02,5.3629,0.30871,236.87,107.67,0
555.07,460.54,5.5163,0.15529,279.93,150.73,0
577.67,483.15,5.4395,0.23214,279.93,150.73,0
380,285.47,5.5267,0.14491,150.73,21.533,0
333.22,238.7,5.457,0.21457,258.4,129.2,0
452.16,357.63,5.4086,0.26298,258.4,129.2,0
395.27,300.74,5.4074,0.26416,215.33,86.133,0
409.32,314.79,5.3933,0.27829,279.93,150.73,0
310.72,216.19,5.4018,0.26976,150.73,21.533,0
458.72,364.2,5.3239,0.3477,150.73,21.533,0
301.02,206.49,5.3957,0.27588,193.8,64.6,0
303.99,209.47,5.4275,0.24405,323,193.8,0
254.54,160.01,5.4019,0.26973,172.27,43.066,0
539.46,444.94,5.1782,0.4934,323,193.8,0
101.57,7.0474,5.4641,0.20753,215.33,86.133,0
