@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.10533,0.10533,22,7,1
0.10759,0.10759,23,6,1
0.20981,0.20981,20,9,1
0.090282,0.090282,22,7,1
0.081945,0.081945,22,7,1
0.055375,0.055375,22,7,1
0.13971,0.13971,19,10,1
0.41309,0.41309,20,9,1
0.050907,0.050907,26,3,1
0.038702,0.038702,17,12,1
0.048893,0.048893,22,7,1
0.027216,0.027216,14,15,1
0.059663,0.059663,18,11,1
0.20696,0.20696,18,11,1
0.21633,0.21633,20,9,1
0.098609,0.098609,13,16,1
0.097347,0.097347,17,12,1
0.25902,0.25902,20,9,1
0.43418,0.43418,22,7,1
0.40658,0.40658,23,6,1
0.3277,0.3277,15,14,1
0.32367,0.32367,17,12,1
0.32493,0.32493,19,10,1
0.2364,0.2364,21,8,1
0.39981,0.39981,18,11,1
0.40183,0.40183,14,15,1
0.28904,0.28904,15,14,1
0.10619,0.10619,14,15,1
0.15381,0.15381,19,10,1
0.49562,0.49562,24,5,1
0.48198,0.48198,24,5,1
0.40036,0.40036,19,10,1
0.47398,0.47398,25,4,1
0.68371,0.68371,27,2,1
0.50739,0.50739,12,17,1
0.6263,0.6263,16,13,1
0.67366,0.67366,17,12,1
0.56953,0.56953,28,1,1
0.60437,0.60437,16,13,1
0.8548,0.8548,18,11,1
0.95747,0.95747,19,10,1
0.8946,0.8946,14,15,1
0.85403,0.85403,18,11,1
0.81135,0.81135,24,5,1
0.85175,0.85175,8,21,1
0.87276,0.87276,6,23,1
0.8922,0.8922,6,23,1
0.9393,0.9393,7,22,1
1.1115,1.1115,9,20,1
1.0557,1.0557,9,20,1
0.89393,0.89393,14,15,1
0.96256,0.96256,10,19,1
1.1952,1.1952,10,19,1
1.035,1.035,12,17,1
0.84463,0.84463,18,11,1
0.89097,0.89097,25,4,1
1.0098,1.0098,21,8,1
1.1034,1.1034,15,14,1
1.1489,1.1489,21,8,1
1.037,1.037,17,12,1
1.0104,1.0104,23,6,1
0.85327,0.85327,23,6,1
0.86141,0.86141,24,5,1
0.94232,0.94232,23,6,1
0.97064,0.97064,22,7,1
1.0613,1.0613,10,19,1
1.0221,1.0221,10,19,1
0.95077,0.95077,9,20,1
1.1078,1.1078,5,24,1
1.2393,1.2393,4,25,1
1.3121,1.3121,4,25,1
1.3624,1.3624,4,25,1
1.3719,1.3719,4,25,1
1.4146,1.4146,4,25,1
1.4912,1.4912,4,25,1
1.5245,1.5245,4,25,1
1.5818,1.5818,4,25,1
1.5899,1.5899,4,25,1
1.6098,1.6098,4,25,1
1.7064,1.7064,4,25,1
1.7793,1.7793,4,25,1
1.8194,1.8194,4,25,1
1.8298,1.8298,4,25,1
1.8361,1.8361,4,25,1
1.84,1.84,4,25,1
1.8312,1.8312,4,25,1
1.8263,1.8263,4,25,1
1.8454,1.8454,4,25,1
1.853,1.853,4,25,1
1.8585,1.8585,4,25,1
1.8462,1.8462,4,25,1
1.8207,1.8207,4,25,1
1.8255,1.8255,4,25,1
1.8124,1.8124,4,25,1
1.7692,1.7692,4,25,1
1.7388,1.7388,3,26,1
1.4049,1.4049,3,26,1
0.90935,0.90935,3,26,1
0.5811,0.5811,3,26,1
0.13607,0.13607,6,23,1
0.40714,0.40714,5,24,1
0.1298,0.1298,8,21,1
0.0060344,0.0060344,1,28,0
0.033656,0.033656,4,25,0
0.052654,0.052654,4,25,0
0.030286,0.030286,6,23,0
0.1327,0.1327,11,18,0
0.18183,0.18183,10,19,0
0,0,1,28,0
0.019479,0.019479,4,25,0
0.12011,0.12011,6,23,0
0.063296,0.063296,3,26,0
0.011417,0.011417,6,23,0
0.019029,0.019029,5,24,0
0.037429,0.037429,24,5,0
0.12392,0.12392,26,3,0
0.22659,0.22659,24,5,0
0.1259,0.1259,29,0,0
0.090491,0.090491,28,1,0
0.10636,0.10636,26,3,0
0.057938,0.057938,22,7,0
0.09412,0.09412,20,9,0
0.16595,0.16595,19,10,0
0.18203,0.18203,21,8,0
