@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
3665.9,-5.1698,1464.3,0.75709,38,1
2637.4,-5.0981,1442.7,1.0403,52,1
2934,-5.1254,2842.4,0.87991,52,1
2752.6,-5.0865,21.533,0.73398,51,1
2602.1,-5.2794,2756.2,0.69477,50,1
2057.1,-5.0736,2734.7,1.0232,50,1
2186.6,-4.9225,21.533,1.0704,49,1
2544.3,-5.1968,21.533,0.707,44,1
1914.3,-4.9648,2907,1.0146,53,1
2042.5,-4.951,64.6,0.93737,53,1
1764.3,-4.9496,21.533,1.0338,53,1
1884.5,-5.059,21.533,0.97017,52,1
1535.2,-5.096,2648.6,0.88302,48,1
1734.9,-4.9936,64.6,0.90256,48,1
1829.7,-5.0207,21.533,0.97093,49,1
1684.4,-4.9398,64.6,0.86807,49,1
1562.3,-4.9886,1378.1,0.87663,49,1
1772.8,-4.9879,1378.1,1.0555,49,1
1612.2,-4.9908,1378.1,1.0371,50,1
1739.7,-4.9335,64.6,0.7169,50,1
1672.2,-4.9697,64.6,0.7864,49,1
1495,-5.0284,21.533,0.91531,49,1
1608,-5.1154,43.066,0.80241,48,1
1006.4,-5.2115,2885.4,1.0438,48,1
1326.4,-5.1358,64.6,0.92985,48,1
1470.7,-5.2089,21.533,0.7973,38,1
1050.2,-5.2792,64.6,0.70486,45,1
721.64,-5.3999,64.6,0.62119,48,1
934.47,-5.1638,43.066,0.69959,49,1
875.78,-5.074,21.533,0.62663,49,1
569.42,-5.2872,43.066,0.52645,48,1
506.79,-5.2797,64.6,0.43572,48,1
819.79,-5.0442,21.533,0.3259,48,1
715.26,-5.045,21.533,0.34462,48,1
495.41,-5.3182,64.6,0.28823,46,1
628.94,-5.1979,64.6,0.22226,45,1
1061.7,-4.8515,21.533,0.27553,32,1
889.2,-4.9435,21.533,0.27921,28,1
410.77,-5.262,64.6,0.17226,29,1
596.34,-5.0876,43.066,0.25382,26,1
989.02,-4.8427,21.533,0.29276,32,1
709.18,-5.048,43.066,0.35083,27,1
465.78,-5.2522,64.6,0.49091,21,1
340.26,-5.3635,1012.1,0.49546,27,1
753.82,-4.9552,43.066,0.41118,30,1
678.83,-4.9658,43.066,0.3786,40,1
489.63,-5.1935,64.6,0.28963,40,1
575.64,-5.1326,21.533,0.50772,40,1
777.92,-4.9744,43.066,0.47659,32,1
545.33,-5.1079,64.6,0.31352,31,1
271.82,-5.3919,43.066,0.39554,27,1
450.11,-5.2557,21.533,0.73164,18,1
450.77,-5.1362,21.533,0.67833,17,1
394.62,-5.1694,64.6,0.30723,19,1
584.99,-5.0217,64.6,0.17215,17,1
573.65,-4.9725,43.066,0.16768,17,1
592.62,-4.9095,21.533,0.23595,17,1
480.99,-5.0626,64.6,0.13445,17,1
402.04,-5.0925,43.066,0.19385,17,1
315.48,-5.1448,43.066,0.31095,17,1
266.3,-5.2513,21.533,0.43181,17,1
356.55,-5.0937,64.6,0.091365,16,1
539.3,-4.9742,43.066,0.17508,14,1
713.39,-4.9353,21.533,0.14704,13,1
356.91,-5.1896,43.066,0.144,19,1
170.9,-5.6121,64.6,0.051631,26,1
404.17,-5.1708,43.066,0.097194,18,1
315.26,-5.3584,21.533,0.11288,19,1
328.47,-5.2804,43.066,0.041448,17,1
329.38,-5.1518,64.6,0.039797,10,1
290.52,-5.2253,43.066,0.1085,19,1
348.62,-5.1339,21.533,0.18922,19,1
282.2,-5.2505,64.6,0.11461,19,1
362.74,-5.0464,43.066,0.093915,14,1
677.67,-4.6521,43.066,0.012483,12,1
525.04,-4.8375,21.533,0.053353,15,1
326.84,-5.1568,64.6,0.055748,10,1
304.38,-5.2372,43.066,0.093537,16,1
495.55,-5.1344,21.533,0.09504,20,1
310.46,-5.3781,64.6,0.07528,20,1
153.03,-5.6481,43.066,0.2139,22,1
537.87,-5.3599,43.066,0.2501,19,1
456.15,-5.6079,21.533,0.2172,24,1
526.05,-5.6545,64.6,0.095347,30,1
426.85,-5.6881,64.6,0.11027,42,1
543.43,-5.4495,21.533,0.15232,41,1
483.87,-5.4454,21.533,0.10298,20,1
275.66,-5.7682,43.066,0.073916,42,1
448.62,-5.5365,64.6,0.034191,34,1
468.96,-5.5411,21.533,0.17165,48,1
418.67,-5.5532,21.533,0.12383,46,1
548.01,-5.4545,64.6,0.019856,20,1
532.67,-5.417,64.6,0.027986,15,1
654.18,-5.4501,21.533,0.19178,15,1
278.58,-6.0521,43.066,0.46224,23,1
524.37,-5.9791,64.6,0.10369,82,1
369.85,-6.0037,64.6,0.011381,86,0
281.85,-6.0304,21.533,0.085931,115,0
529.29,-5.8384,21.533,0.10727,93,0
432.65,-5.8897,64.6,0.023787,60,0
625.73,-5.6022,43.066,0.011405,38,0
497.17,-5.6205,21.533,0.14464,62,0
506.17,-5.5926,43.066,0.031653,29,0
410.62,-5.502,64.6,0.0076113,25,0
286.34,-5.5277,43.066,0.0022468,20,0
312.2,-5.3666,21.533,0.037242,29,0
180.77,-5.4715,21.533,0.049214,22,0
135.7,-5.4309,64.6,0.0085006,12,0
307.58,-5.0481,21.533,0.0060556,14,0
542.5,-4.6229,43.066,0.025278,12,0
458.36,-4.7821,43.066,0.11883,10,0
315.5,-4.8872,21.533,0.11532,16,0
87.838,-5.2351,86.133,0.0003099,2,0
421.24,-4.7261,21.533,0.19051,5,0
114.83,-5.1142,86.133,0.27696,21,0
207.98,-4.8687,64.6,0.00030026,6,0
493.69,-4.3935,21.533,0.0096166,13,0
583.37,-4.3536,43.066,0.094248,7,0
152.87,-5.0554,172.27,0.23419,3,0
144.53,-5.0652,64.6,0.10115,17,0
554.71,-4.2623,21.533,0.011353,4,0
99.055,-5.0662,64.6,0.070073,3,0
58.944,-5.156,64.6,0.0041484,7,0
547.26,-4.3277,21.533,0.015875,29,0
-11.336,-5.4096,43.066,0.26097,9,0
856.36,-4.0324,21.533,3.6479e-05,1,0
464.72,-4.8334,64.6,0.013656,11,0
630.55,-4.9886,21.533,0.60751,19,0
464.75,-5.1513,64.6,0.4536,12,1
612.31,-5.0906,64.6,0.38838,13,1
725.28,-4.9935,43.066,0.60964,13,1
573.86,-5.0818,775.2,0.72809,14,1
1259.3,-4.5852,21.533,0.55181,14,1
768.67,-4.9011,64.6,0.50508,14,1
945.78,-4.8934,64.6,0.7032,14,1
960.14,-4.7606,21.533,1.0684,15,1
832.52,-4.9391,796.73,0.89607,18,1
800.66,-4.931,796.73,0.76714,21,1
992.73,-4.824,64.6,0.79053,21,1
894.01,-4.941,21.533,1.158,15,1
926.82,-4.7934,796.73,0.97047,14,1
959.8,-4.8841,796.73,0.63102,14,1
1113,-4.9635,43.066,0.65044,14,1
913.77,-5.2271,21.533,0.86114,14,1
875.35,-5.2354,64.6,0.7054,14,1
893.73,-5.3004,64.6,0.43034,14,1
1240.5,-5.2093,21.533,0.47483,18,1
933.59,-5.2549,21.533,0.572,20,1
896.36,-5.3968,64.6,0.2964,18,1
1100.8,-5.3485,64.6,0.32378,15,1
1366.2,-5.43,21.533,0.44955,27,1
1746.3,-5.5391,64.6,0.36389,37,1
2893.8,-5.553,43.066,0.32977,39,1
3207.5,-5.5392,64.6,0.31962,42,1
3692.8,-5.4879,2368.7,0.55085,39,1
4307,-5.6776,2562.5,0.44306,41,1
4633.9,-5.5501,2562.5,0.65676,45,1
4492.9,-5.5847,2562.5,0.45248,43,1
6111.7,-5.5264,21.533,0.65514,44,1
5519.9,-5.5974,2584,0.54434,44,1
5741.2,-5.6587,2584,0.46354,46,1
4600.1,-5.7504,2820.8,0.32943,44,1
4151.9,-5.7147,43.066,0.34725,44,1
5049,-5.676,64.6,0.24568,46,1
5496.7,-5.7132,796.73,0.39445,41,1
5998.7,-5.7844,1571.9,0.50428,37,1
6239.9,-5.723,21.533,0.5218,40,1
4970.9,-5.7718,64.6,0.2823,45,1
6228.2,-5.7935,2863.9,0.45479,49,1
7354.4,-5.7603,2820.8,0.40914,49,1
6259.2,-5.809,1485.8,0.41563,41,1
6905.2,-5.7714,1485.8,0.50604,45,1
7433.9,-5.7953,3079.2,0.39851,43,1
7060.7,-5.7916,1507.3,0.3845,48,1
7318.6,-5.7743,1507.3,0.43702,54,1
8065.1,-5.7168,3079.2,0.34791,53,1
7273.4,-5.7185,3057.7,0.49283,55,1
8565.1,-5.6786,3036.2,0.48626,46,1
8191.5,-5.6375,1550.4,0.76907,54,1
7336.6,-5.7224,1550.4,0.77977,28,1
7002.4,-5.675,1550.4,0.74258,31,1
7007.6,-5.7431,3036.2,0.52817,56,1
6106.2,-5.6493,1507.3,0.49794,46,1
6392,-5.6639,1550.4,0.81212,33,1
6664.3,-5.6417,1507.3,0.81639,37,1
6597.4,-5.584,1485.8,0.71184,32,1
5227,-5.6031,1464.3,0.54469,33,1
5666.7,-5.6343,1421.2,0.54668,51,1
5682.6,-5.5563,43.066,0.64986,51,1
5418.7,-5.6142,21.533,0.72403,49,1
5529.1,-5.5598,1744.2,0.82921,47,1
5435.6,-5.5433,1722.7,0.36076,50,1
5137.4,-5.5616,1679.6,0.65745,51,1
4890.9,-5.5213,3122.3,0.52784,56,1
4210.2,-5.4503,3036.2,0.65907,56,1
4741,-5.4388,3014.6,0.78636,55,1
5359.7,-5.3024,3014.6,0.71314,54,1
5033.8,-5.3927,3057.7,0.53229,53,1
4141.3,-5.3773,2907,0.50376,47,1
5236.4,-5.372,1593.5,0.38134,54,1
4118.5,-5.3737,1571.9,0.56417,52,1
4920.7,-5.4302,2907,0.68204,46,1
3733.8,-5.2934,1550.4,0.6659,45,1
3639.6,-5.4494,1550.4,0.63458,46,1
4066.3,-5.3718,21.533,0.6167,54,1
3654,-5.3511,1528.9,0.53589,53,1
3686.5,-5.3306,64.6,0.44829,53,1
3152.2,-5.0625,1507.3,0.72868,48,1
3973.9,-5.2531,43.066,0.5733,46,1
3699.1,-5.0834,1485.8,0.80359,37,1
3296.3,-5.3187,1464.3,0.95497,51,1
3376.3,-5.2472,1464.3,0.94114,46,1
3765.9,-5.1423,1442.7,0.71142,36,1
3618.1,-5.1566,1442.7,0.71302,45,1
3411.6,-5.1511,1442.7,0.74926,40,1
3432.1,-4.9741,1442.7,0.84837,35,1
3709.7,-5.1971,1464.3,0.8824,45,1
3877.7,-5.1153,1464.3,0.91674,53,1
3863,-5.0602,1464.3,0.81586,51,1
4047.1,-5.2287,1485.8,0.77607,51,1
3302,-4.9512,1464.3,1.0923,53,1
3887.8,-5.2152,1442.7,0.66655,49,1
2897.9,-5.0076,1399.7,0.87672,42,1
2512.7,-4.882,1399.7,1.0459,40,1
2266.5,-5.0272,1378.1,0.9885,40,1
1905.3,-4.8317,2993.1,0.97851,55,1
2491.6,-5.0324,64.6,0.75976,55,1
2264.4,-5.0655,21.533,0.90694,53,1
2280.3,-5.0428,1378.1,0.95973,52,1
1828.3,-4.9665,2993.1,0.88148,53,1
2039.5,-4.9968,21.533,1.0515,43,1
2217.4,-5.2528,21.533,0.71354,36,1
1481.5,-5.2359,2907,0.82876,53,1
1477.6,-5.1661,64.6,0.77473,53,1
1630.8,-5.1143,21.533,0.49094,52,1
1383.8,-5.0424,21.533,0.6083,51,1
932.91,-5.2722,2799.3,0.58174,51,1
1026.6,-5.1826,43.066,0.54829,51,1
1090.2,-5.0676,43.066,0.41603,47,1
844.11,-5.1213,43.066,0.48149,19,1
644.07,-5.1763,1012.1,0.63528,18,1
1124.1,-4.9229,43.066,0.51256,18,1
1098.3,-4.9313,21.533,0.511,18,1
929.32,-4.8669,43.066,0.49983,17,1
420.26,-5.3155,64.6,0.36673,17,1
552.97,-5.0273,21.533,0.13133,19,1
783.74,-4.7721,64.6,0.025463,13,1
350.57,-5.0914,64.6,0.037774,18,1
434.01,-5.0648,64.6,0.10036,16,1
421.06,-5.0027,21.533,0.48604,26,1
468.57,-4.8531,21.533,0.024477,4,1
404.05,-4.9572,64.6,0.0078736,13,1
499.68,-4.8529,64.6,0.0083009,7,1
411.76,-4.9741,21.533,0.083891,30,1
470.43,-5.036,43.066,0.084955,13,1
327.95,-5.2575,64.6,0.024274,19,1
285.88,-5.2109,64.6,0.042197,18,1
290.82,-5.3412,21.533,0.34199,34,1
643.58,-4.9734,43.066,0.10748,20,1
383.85,-5.2718,64.6,0.075383,14,1
494.92,-5.0653,43.066,0.27712,20,1
544.61,-5.1444,64.6,0.2581,18,1
829.51,-4.8045,21.533,0.2516,15,1
698.56,-4.9601,43.066,0.24419,15,1
517.99,-5.1641,43.066,0.78509,16,1
742.8,-4.8969,21.533,0.82789,16,1
866.64,-4.8658,43.066,0.45226,16,1
702.86,-5.0294,64.6,0.60261,16,1
859.71,-4.9435,925.93,0.87128,16,1
1227.8,-4.652,21.533,1.055,16,1
770.73,-4.9987,925.93,0.784,16,1
858.6,-4.934,925.93,0.87552,16,1
1130.5,-4.7018,21.533,0.96841,16,1
989.99,-4.8583,925.93,0.95494,16,1
1121.7,-4.818,43.066,0.74124,16,1
1357,-4.6544,21.533,0.80728,16,1
858.65,-4.9968,904.39,0.83395,16,1
1070,-4.83,21.533,0.69885,16,1
855.8,-4.9909,64.6,0.46685,16,1
982.3,-4.8364,21.533,0.5242,16,1
898.14,-5.0305,64.6,0.57394,15,1
896.92,-4.9723,21.533,0.62732,15,1
592.3,-5.2162,43.066,0.66405,15,1
497.73,-5.2138,861.33,0.58089,20,1
1068.7,-4.815,21.533,0.54776,17,1
900.65,-4.9064,64.6,0.43772,20,1
660.09,-5.0984,64.6,0.61851,25,1
654.57,-5.0981,21.533,0.91155,22,1
817.05,-4.9572,193.8,0.70885,20,1
788.83,-4.9561,43.066,0.7291,15,1
570.37,-5.1135,861.33,0.77321,15,1
584.65,-5.0517,861.33,0.93805,15,1
870.39,-4.8538,21.533,0.69076,15,1
860.41,-4.858,64.6,0.46022,15,1
518.22,-5.1443,839.79,0.67117,15,1
512.03,-5.1243,21.533,0.80761,15,1
552.29,-5.1462,43.066,0.6831,16,1
392.52,-5.2036,64.6,0.32789,14,1
538.53,-5.0664,64.6,0.33162,18,1
742.8,-4.9292,21.533,0.49738,19,1
906.9,-4.4597,43.066,0.043048,8,0
278.11,-4.7373,64.6,0.023864,16,0
415.42,-4.4052,21.533,0.30617,8,0
308.84,-4.5822,43.066,0.019236,13,0
304.55,-4.6275,64.6,0,1,0
3.8162,-5.3408,64.6,0.00065474,9,0
197.99,-4.9595,64.6,0.00031928,8,0
380.74,-4.6187,21.533,0.0060415,18,0
223.17,-4.9306,43.066,0.002472,19,0
222.78,-4.9246,64.6,0.00013636,1,0
502.73,-4.4242,21.533,0.0016779,11,0
294.97,-4.7094,21.533,0.011019,18,0
252.49,-4.8727,64.6,0.045878,17,0
253.4,-4.7304,43.066,0.015442,8,0
413.02,-4.4436,43.066,0.022555,8,0
204.45,-4.8877,43.066,0.050173,16,0
147.68,-4.993,64.6,0.09027,11,0
449.89,-4.4383,43.066,0.018092,5,0
383.78,-4.3874,21.533,0.0062578,8,0
148.11,-4.9358,43.066,0.011633,2,0
189.65,-4.8744,64.6,0.091022,11,0
754.87,-4.1041,21.533,0.033128,12,0
666.21,-4.0575,43.066,0.00066523,2,0
301.33,-4.6029,43.066,0.0057914,10,0
324.73,-4.5953,64.6,0.049188,4,0
358.95,-4.4479,21.533,0.14597,13,0
596.58,-4.1563,43.066,0,1,0
352.3,-4.5247,64.6,6.6815e-05,1,0
102.66,-4.9602,64.6,0.019444,8,0
296.8,-4.5848,21.533,0.023837,9,0
239.26,-4.7137,43.066,0.048008,13,0
221.93,-4.7564,43.066,3.546e-05,2,0
292.35,-4.7623,64.6,0.00034305,10,0
632.42,-4.6182,21.533,0.036031,15,0
496.26,-4.9722,43.066,0.058021,21,0
525.77,-4.9922,64.6,0.15433,12,1
627.81,-4.9965,21.533,0.55666,12,1
569.66,-5.0122,21.533,0.86695,13,1
648.03,-5.019,64.6,0.7151,14,1
569.43,-4.9745,796.73,0.76241,14,1
765.68,-4.8009,43.066,0.9083,14,1
700.85,-4.8304,21.533,1.0066,14,1
744.71,-4.8501,43.066,0.61493,14,1
789.6,-4.7719,64.6,0.5854,14,1
825.7,-4.8535,21.533,0.67854,14,1
916.16,-4.7969,43.066,0.65949,14,1
785.71,-4.8644,430.66,0.67453,14,1
686.08,-4.8265,430.66,0.7723,8,1
793.79,-4.8028,430.66,0.94821,9,1
841,-4.7005,21.533,0.97792,16,1
722.31,-4.876,430.66,0.70648,17,1
1000.3,-4.7165,43.066,0.59647,18,1
1117.5,-4.6204,21.533,0.59348,17,1
783.51,-4.8336,430.66,0.83271,9,1
698.06,-4.8711,430.66,0.74836,7,1
726.79,-5.1044,409.13,0.82153,7,1
763.43,-5.0718,43.066,0.66395,12,1
771.5,-5.1388,64.6,0.5376,8,1
571.51,-5.1823,409.13,0.48431,7,1
1011.6,-4.9768,21.533,0.46945,12,1
1144.9,-4.9051,21.533,0.61568,7,1
1026.6,-5.0644,64.6,0.44105,7,1
695.16,-5.2559,409.13,0.54462,8,1
712.33,-5.2604,21.533,0.56702,11,1
932.49,-5.2772,43.066,0.28284,11,1
806.81,-5.4367,64.6,0.36705,13,1
1062.3,-5.4043,64.6,0.48607,16,1
1486,-5.3716,21.533,0.85821,22,1
2005.3,-5.4793,64.6,0.32616,35,1
2491.7,-5.5202,1012.1,0.47098,22,1
3189.7,-5.5297,43.066,0.40934,31,1
2872.8,-5.579,796.73,0.46826,32,1
3656,-5.6257,64.6,0.32124,43,1
3044,-5.6633,1033.6,0.31759,38,1
3433.3,-5.6129,775.2,0.58147,41,1
3348.2,-5.5587,21.533,0.66464,43,1
2654.3,-5.6217,775.2,0.63138,38,1
3542.1,-5.7414,64.6,0.20806,41,1
5905.8,-5.6209,21.533,0.42113,45,1
4771.8,-5.7715,1378.1,0.48254,47,1
5540.1,-5.6845,2820.8,0.56803,46,1
5217.6,-5.7203,1485.8,0.48351,39,1
4540.6,-5.89,1485.8,0.39458,45,1
5113.9,-5.8161,2799.3,0.34623,50,1
5427.4,-5.7638,64.6,0.26809,49,1
5961.9,-5.7749,2885.4,0.40085,44,1
5239.2,-5.6928,1399.7,0.53799,41,1
4348.1,-5.7584,1292,0.34108,46,1
4347.1,-5.7684,1421.2,0.34862,42,1
4834.2,-5.7475,2885.4,0.54056,47,1
4447.6,-5.7602,1421.2,0.46114,35,1
4614.9,-5.7656,1356.6,0.2528,42,1
3848.3,-5.7072,1464.3,0.33031,45,1
4817.6,-5.5324,1421.2,0.4818,50,1
4206.4,-5.5159,1248.9,0.47156,46,1
3665.3,-5.6523,64.6,0.30542,44,1
4057.3,-5.5363,1421.2,0.40042,36,1
4202.5,-5.5519,1464.3,0.42778,34,1
4407.1,-5.5629,1442.7,0.56441,38,1
4281.7,-5.5088,1421.2,0.95387,26,1
3826,-5.5164,1399.7,0.90377,31,1
3433.5,-5.5194,1399.7,0.87714,49,1
4097.9,-5.4526,2993.1,0.70238,55,1
4480,-5.4006,2971.6,0.73595,55,1
4010,-5.4944,2950,0.83016,54,1
4157.9,-5.47,2950,0.8675,54,1
4156.4,-5.4523,2907,0.84351,53,1
4136.4,-5.5433,2885.4,0.7449,52,1
3959.7,-5.5069,1442.7,0.69918,50,1
4272.1,-5.5898,21.533,0.72926,52,1
3864.9,-5.5326,3014.6,0.63724,54,1
3708.6,-5.4265,2971.6,0.59433,54,1
4204.4,-5.4026,21.533,0.67062,54,1
3819.4,-5.4774,2993.1,0.65753,47,1
3073.2,-5.5282,2950,0.39947,51,1
2543.7,-5.5153,1356.6,0.36578,51,1
2491,-5.2953,21.533,0.39585,56,1
1558.2,-5.4597,2993.1,0.50249,54,1
1771.7,-5.4815,1485.8,0.41446,50,1
2714.9,-5.3042,43.066,0.49226,40,1
1732.8,-5.5077,1485.8,0.37195,49,1
2087.6,-5.5229,21.533,0.37028,44,1
2052.9,-5.4567,64.6,0.5586,52,1
1775.3,-5.3741,1507.3,0.61171,40,1
2050,-5.2204,21.533,0.64984,32,1
1654.7,-5.4545,1528.9,0.51226,39,1
1898.8,-5.4013,1485.8,0.45117,34,1
2277.4,-5.0796,21.533,0.72751,28,1
2137.5,-5.4404,1507.3,0.47587,27,1
1782.1,-5.4899,64.6,0.42237,37,1
1549.1,-5.347,1485.8,0.57077,37,1
2028.8,-5.3477,21.533,0.53503,33,1
2208,-5.4657,1528.9,0.61824,39,1
2173.5,-5.4748,43.066,0.55694,44,1
1743.5,-5.4418,21.533,0.4266,49,1
1876.3,-5.3596,43.066,0.40143,37,1
2294.5,-5.4676,43.066,0.41172,35,1
2509.3,-5.5438,1550.4,0.4154,41,1
2351.4,-5.5321,1593.5,0.56666,33,1
2427,-5.3865,21.533,0.49649,35,1
1831.8,-5.2888,64.6,0.2589,50,1
1397.5,-5.3712,64.6,0.29706,44,1
2205.6,-5.4348,21.533,0.38904,43,1
2259.8,-5.3912,43.066,0.42499,46,1
1779.6,-5.3547,64.6,0.41898,48,1
1784.7,-5.4729,1701.1,0.58619,43,1
2421.5,-5.4935,1701.1,0.47638,57,1
1508.6,-5.3816,21.533,0.49866,56,1
2325.8,-5.4909,64.6,0.46517,34,1
1939.4,-5.2534,43.066,0.43743,46,1
1685.9,-5.3072,21.533,0.37878,54,1
2377.5,-5.4088,43.066,0.35141,46,1
2467.6,-5.5047,3208.4,0.29249,54,1
1404.1,-5.3893,64.6,0.31456,57,1
1277.6,-5.4128,21.533,0.4662,54,1
1930.6,-5.3559,43.066,0.46714,44,1
1090,-5.5696,64.6,0.28045,42,1
2067.1,-5.2992,43.066,0.41472,41,1
1904.5,-5.2794,21.533,0.43172,39,1
2073.4,-5.3975,1636.5,0.57145,36,1
1269.6,-5.3195,1636.5,0.46585,43,1
1892.4,-5.4387,21.533,0.40903,45,1
1213.6,-5.2283,21.533,0.37178,53,1
977.54,-5.3096,43.066,0.31213,50,1
1022.3,-5.2983,64.6,0.29497,35,1
1178.1,-4.8793,21.533,0.48429,28,1
992.12,-5.2093,21.533,0.3435,46,1
663.48,-5.2209,64.6,0.25981,38,1
530.15,-5.2627,43.066,0.20963,44,1
865.03,-5.3334,21.533,0.20868,48,1
919.91,-5.2941,43.066,0.19796,50,1
836.02,-5.2305,64.6,0.33028,54,1
857.91,-5.0525,43.066,0.54809,54,1
1023.5,-4.8566,21.533,0.51163,53,1
650.56,-5.1109,43.066,0.45733,53,1
403.09,-5.2465,64.6,0.46649,50,1
697,-4.9872,21.533,0.60835,17,1
738.07,-4.8781,43.066,0.44018,17,1
576.1,-4.9247,64.6,0.44222,17,1
398.2,-5.0607,64.6,0.51559,17,1
363.62,-5.0006,21.533,0.66797,17,1
322.26,-5.0879,21.533,0.41667,17,1
358.2,-5.0095,64.6,0.23218,16,1
86.54,-5.3994,43.066,0.11798,20,1
293.46,-4.9295,21.533,0.25875,16,1
274.7,-4.882,21.533,0.16796,18,0
321.19,-4.7832,64.6,0.075828,7,0
371.85,-4.7782,64.6,0.074294,25,0
94.504,-5.1364,21.533,0.26551,27,0
149.38,-4.9952,43.066,0.0021538,7,0
149.85,-4.8129,64.6,4.6403e-05,3,0
140.92,-4.862,43.066,0.0028666,27,0
348.51,-4.509,21.533,0.24086,11,0
138.24,-4.883,64.6,0.10205,5,0
274.78,-4.6469,64.6,1.1349e-05,2,0
323.76,-4.5684,21.533,0.058793,24,0
317.67,-4.6175,21.533,0.014384,5,0
117.63,-5.0152,64.6,6.0912e-06,1,0
290.4,-4.5764,43.066,0.0021139,2,0
197.99,-4.8259,21.533,0.13218,16,0
16.972,-5.2801,43.066,0.17874,12,0
78.602,-5.0736,64.6,0.052347,6,0
501.66,-4.4321,64.6,6.8216e-05,2,0
207.62,-4.6977,21.533,0.00049455,20,0
276.78,-4.6503,21.533,0.10254,12,0
171.66,-4.8943,64.6,0.036475,16,0
430.53,-4.434,43.066,0.019222,9,0
360.16,-4.5696,43.066,0.13438,9,0
238.95,-4.818,43.066,0.052963,14,0
100.57,-5.0708,193.8,0.112,20,0
213.93,-4.8229,43.066,0.2024,8,0
503.41,-4.3442,21.533,0,1,0
217.33,-4.8502,43.066,0.00024893,2,0
154.34,-4.8841,43.066,0.011151,9,0
477.68,-4.4083,21.533,0.086597,3,0
558.97,-4.328,43.066,0.0018098,2,0
198.81,-4.9327,64.6,0.004624,7,0
89.501,-5.1699,43.066,0.021931,7,0
254.86,-4.833,21.533,0.092907,15,0
216.91,-4.7843,21.533,0.013864,13,0
108.59,-5.0071,64.6,0,1,0
212.46,-4.7953,64.6,0.0010028,4,0
448.76,-4.4128,21.533,0.017572,14,0
419.59,-4.4716,64.6,0.00087264,11,0
371.46,-4.589,64.6,0,1,0
150.98,-4.8648,64.6,0.031822,14,0
249.37,-4.6233,21.533,0.6067,10,0
313.87,-4.6498,64.6,0.0077672,8,0
253.72,-4.7094,64.6,1.9515e-06,1,0
271.06,-4.5784,43.066,0.0034388,21,0
376.02,-4.4725,21.533,0.056318,23,0
353.79,-4.5326,64.6,0.00010038,3,0
201.58,-4.806,64.6,6.135e-06,1,0
387.94,-4.4644,43.066,0.045972,9,0
244.28,-4.6309,21.533,0.15192,3,0
240.09,-4.6183,64.6,2.3103e-06,1,0
465.88,-4.267,64.6,3.5264e-05,1,0
442.99,-4.4358,21.533,0.060807,16,0
208.53,-4.8019,43.066,0.023387,21,0
71.364,-5.1561,64.6,0.030686,3,0
262.09,-4.6636,64.6,9.4713e-05,2,0
670.75,-4.0507,43.066,0.00022158,6,0
339.95,-4.8108,21.533,0.073414,7,0
265.53,-5.163,64.6,0.077312,15,0
561.34,-4.9154,43.066,0.18215,12,0
798.98,-4.7571,21.533,0.42285,13,1
628.06,-5.0407,43.066,0.76682,14,1
559.85,-4.9876,64.6,0.72452,14,1
689.32,-4.7687,43.066,0.69206,14,1
805.83,-4.6713,43.066,0.58328,14,1
693.97,-4.796,43.066,0.5621,13,1
510.63,-4.9581,387.6,0.49403,13,1
927.23,-4.5278,21.533,0.57593,13,1
747.51,-4.6316,21.533,0.70302,13,1
474.98,-4.9033,43.066,0.44349,13,1
688.35,-4.7953,64.6,0.60042,13,1
661.56,-4.7596,21.533,0.8467,13,1
758.49,-4.7403,43.066,0.53976,14,1
650.29,-4.9343,64.6,0.53818,14,1
591.51,-4.9171,409.13,0.90942,14,1
778.69,-4.7549,21.533,0.83869,14,1
1217.7,-4.6507,64.6,0.52266,14,1
1115.1,-4.7264,21.533,0.86971,14,1
634.73,-4.9275,775.2,1.2381,14,1
1306.9,-4.5418,21.533,1.1351,14,1
1120,-4.7337,796.73,0.77535,14,1
1021.2,-4.7045,796.73,1.1728,14,1
941.41,-4.8385,775.2,1.2041,14,1
1333.2,-4.6639,21.533,1.0247,14,1
1195.6,-4.8992,775.2,0.81393,14,1
1134.2,-5.0849,796.73,0.79924,14,1
1032.3,-5.1801,21.533,0.73985,14,1
729.44,-5.4183,409.13,0.80102,14,1
916.68,-5.3149,409.13,0.60009,15,1
1068,-5.1916,43.066,0.69416,14,1
861.66,-5.3123,796.73,0.74495,14,1
1245.5,-5.1594,21.533,0.59804,15,1
906.68,-5.228,64.6,0.33659,14,1
948.28,-5.3709,43.066,0.38871,14,1
1358.6,-5.2718,21.533,0.53487,25,1
1123.8,-5.4875,43.066,0.59969,14,1
1355,-5.506,43.066,0.31721,18,1
1454.9,-5.5698,64.6,0.38172,26,1
2618.1,-5.5666,21.533,0.32815,35,1
2945.9,-5.5799,990.53,0.40112,34,1
2268.8,-5.6948,947.46,0.38121,39,1
3550.6,-5.7242,21.533,0.3389,41,1
5006.6,-5.7861,1808.8,0.41153,46,1
5049.3,-5.8742,2239.5,0.39021,44,1
