@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE energy_delta	REAL
@ATTRIBUTE zeroCrossingRate_delta REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE cepstralMostDominantPeak_delta REAL
@ATTRIBUTE cepstralNumPeaks_delta REAL
@ATTRIBUTE cepstralLocFirstPeak_delta REAL
@ATTRIBUTE corMagPeak_delta REAL
@ATTRIBUTE corPeakCount_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
0.19287,0.037205,1816.6,-5.1272,689.06,0.012355,2,11,0.90969,12,0.0079225,-0.00090744,-26.588,0.05851,172.27,-0.0012105,-0.5,-6.5,-0.0084767,0,1
0.20021,0.033575,1695.9,-5.0502,689.06,0.0098431,0,0,0.95182,12,0.0061465,-0.003176,18.274,0.085685,10.767,-0.0018335,-1,-5.5,0.0072302,0,1
0.20517,0.030853,1853.2,-4.9558,710.6,0.0086883,0,0,0.92415,12,0.0010027,-0.0018149,55.617,-0.027379,-107.67,0.0095703,1,6,-0.034708,0,1
0.20221,0.029946,1807.2,-5.105,473.73,0.028984,2,12,0.88241,12,-0.0042772,-0.0036298,16.189,-0.021518,-172.27,0.0037968,1,5.5,-0.0067875,-1,1
0.19661,0.023593,1885.5,-4.9988,366.06,0.016282,2,11,0.91058,10,-0.011818,0,-224.29,0.018037,-53.833,-0.0087977,-0.5,-0.5,0.036856,0,1
0.17857,0.029946,1358.6,-5.0689,366.06,0.011388,1,11,0.95612,12,-0.0014022,0.0045372,-24.227,0.086969,0,0.00071913,0.5,0.5,0.07744,1,1
0.19381,0.032668,1837.1,-4.8249,366.06,0.01772,3,12,1.0655,12,0.013127,-0.00090744,143.35,0.069953,172.27,-0.003114,-0.5,-5.5,0.024092,0,1
0.20483,0.028131,1645.3,-4.929,710.6,0.0051603,0,0,1.0043,12,-0.0012829,-0.0018149,-97.221,-0.085477,161.5,-0.0021669,-1,3,-0.086365,0,1
0.19124,0.029038,1642.6,-4.9959,689.06,0.013386,1,18,0.89272,12,-0.0069209,0.0027223,95.586,-0.017257,-183.03,0.0023851,0,0,-0.097495,-1,1
0.19099,0.033575,1836.4,-4.9635,344.53,0.0099306,0,0,0.80931,10,0.0088662,0.0018149,170.04,-0.029457,-172.27,-0.0010735,0,2.5,-0.024863,-2,1
0.20897,0.032668,1982.7,-5.0548,344.53,0.011239,1,23,0.843,8,0.01597,-0.003176,192.63,0.048079,0,0.0015146,0.5,6,0.046375,0.5,1
0.22293,0.027223,2221.7,-4.8673,344.53,0.01296,1,12,0.90206,11,-0.00026593,-0.0036298,-47.448,0.035968,0,0.00031934,0,-2,-0.029249,0.5,1
0.20844,0.025408,1887.8,-4.9828,344.53,0.011878,1,19,0.7845,9,-0.015995,0,-242.98,-0.047083,0,-0.00081794,0,-0.5,-0.0084472,-1.5,1
0.19094,0.027223,1735.7,-4.9615,344.53,0.011324,1,11,0.88517,8,-0.0106,0.0018149,-169.67,-0.0053204,0,0.00065959,0.5,-3.5,0.036961,-0.5,1
0.18724,0.029038,1548.5,-4.9935,344.53,0.013197,2,12,0.85842,8,-0.0052658,0.0018149,-29.764,-0.0027922,0,0.0014087,0,0.5,-0.042271,2.5,1
0.1804,0.030853,1676.2,-4.9671,344.53,0.014141,1,12,0.80063,13,-0.008729,0.0036298,-84.256,-0.014513,0,0.0028519,-0.5,0,-0.009473,2.5,1
0.16978,0.036298,1380,-5.0225,344.53,0.018901,1,12,0.83948,13,-0.0097209,0.0013612,-239.98,0.010077,-10.767,-0.0014396,0,-2,0.097562,-1,1
0.16096,0.033575,1196.3,-4.9469,323,0.011262,1,8,0.99575,11,-0.0044112,-0.0040835,-105.07,-0.01911,0,-0.003025,0.5,0.5,0.16413,-1,1
0.16096,0.028131,1169.8,-5.0607,344.53,0.012851,2,13,1.1677,11,-0.0012084,-0.003176,-66.472,-0.05109,10.767,0.0016775,0.5,0,0.077625,0.5,1
0.15855,0.027223,1063.3,-5.0491,344.53,0.014617,2,8,1.151,12,-0.003887,-0.00045372,-52.312,0.065141,0,-0.0032957,-1,-6.5,-0.0075108,-0.5,1
0.15319,0.027223,1065.2,-4.9304,344.53,0.0062595,0,0,1.1527,10,0.0019879,-0.0018149,41.892,0.10997,0,0.00063235,-0.5,1.5,0.041152,-0.5,1
0.16252,0.023593,1147.1,-4.8292,344.53,0.015882,1,11,1.2333,11,0.0050535,-0.0036298,-1.8341,-0.0078982,0,0.0066182,0.5,5.5,-0.0015634,0.5,1
0.16329,0.019964,1061.5,-4.9462,344.53,0.019496,1,11,1.1496,11,-0.0029782,0.0018149,-40.706,-0.018933,0,0.0013894,0,0,-0.014355,0,1
0.15656,0.027223,1065.7,-4.867,344.53,0.018661,1,11,1.2046,11,-0.0028489,0.0045372,-21.579,0.012458,0,0.0022054,0,0,-0.044325,0,1
0.1576,0.029038,1018.4,-4.9213,344.53,0.023907,1,11,1.0609,11,0.00051799,-0.0040835,119.73,-0.026595,0,0.00015478,0,0.5,-0.071312,-1,1
0.1576,0.019056,1305.2,-4.9202,344.53,0.01897,1,12,1.062,9,0.0010452,-0.0045372,108.72,0.018253,0,-0.0018924,0,0.5,-0.031887,0.5,1
0.15969,0.019964,1235.8,-4.8848,344.53,0.020122,1,12,0.99715,12,0.0052739,0.0018149,-44.024,0.014406,0,-0.0029726,0.5,0,-0.042625,1.5,1
0.16815,0.022686,1217.1,-4.8914,344.53,0.013025,2,12,0.97672,12,0.0027887,0.00090744,17.356,0.029327,0,-0.0050444,0,0,0.019012,-0.5,1
0.16526,0.021779,1270.5,-4.8262,344.53,0.010033,1,12,1.0352,11,0.0030862,0.00045372,12.993,-0.0051303,0,0.00052611,-0.5,0,-0.042689,0,1
0.17432,0.023593,1243.1,-4.9017,344.53,0.014077,1,12,0.89134,12,0.0026833,0.0022686,184.92,0.014935,-10.767,-0.0015799,-0.5,-6,-0.031013,-1.5,1
0.17063,0.026316,1640.4,-4.7963,323,0.0068731,0,0,0.97315,8,-0.013817,0.0022686,-198.86,-0.13894,-10.767,-0.0012467,0,0,0.030955,0,1
0.14669,0.028131,845.37,-5.1796,323,0.011584,1,12,0.95325,12,-0.0089262,0.00045372,-135.76,-0.046287,0,0.0023097,1,5.5,0.017064,2,1
0.15278,0.027223,1368.9,-4.8889,323,0.011492,2,11,1.0073,12,0.01029,-0.00090744,205.39,0.11777,0,-0.0026055,-0.5,-6,0.0587,-0.5,1
0.16727,0.026316,1256.2,-4.944,323,0.006373,0,0,1.0707,11,-0.00091256,0.0013612,-37.333,-0.054273,0,-0.0019971,-1,-5.5,0.037525,-2,1
0.15095,0.029946,1294.2,-4.9974,323,0.0074984,0,0,1.0823,8,-0.029071,0.0063521,-280.07,-0.21471,-10.767,-0.00033232,0,0,-0.13652,1,1
0.10912,0.03902,696.03,-5.3734,301.46,0.0057083,0,0,0.7976,13,-0.036149,0.0095281,-415.17,-0.24571,75.366,-0.00057806,0,0,-0.28165,4.5,1
0.078656,0.049002,463.86,-5.4888,473.73,0.0063422,0,0,0.51902,17,-0.017407,0.0013612,-182.57,0.023703,-21.533,-0.0016307,0,0,-0.14348,3,1
0.074311,0.041742,330.89,-5.326,258.4,0.0024468,0,0,0.51064,19,0.0018081,-0.0058984,-25.161,0.14692,0,-0.0029909,0,0,-0.0028882,-3,0
0.082273,0.037205,413.54,-5.195,473.73,0.0003605,0,0,0.51324,11,0.0035834,-0.003176,135.6,0.12561,107.67,0.0034527,0,0,-0.023345,-4,0
0.081478,0.03539,602.09,-5.0748,473.73,0.0093522,0,0,0.46395,11,-0.0026506,0,22.696,0.023719,64.6,0.0071694,0.5,5.5,-0.056343,2,0
0.076971,0.037205,458.93,-5.1476,602.93,0.014699,1,11,0.40056,15,0.0022313,0.0054446,-19.424,-0.091151,0,0.0014572,0.5,5.5,0.1403,3.5,0
0.08594,0.046279,563.24,-5.2571,473.73,0.012267,1,11,0.74455,18,0.011036,0.00090744,90.99,-0.091656,-75.366,-0.00147,0,7.5,0.2029,-1,0
0.099044,0.03902,640.91,-5.3309,452.2,0.011759,1,26,0.80637,13,0.0024749,-0.0063521,-20.766,0.0079773,-32.3,-0.0011289,0,8,-0.09402,-4.5,0
0.09089,0.033575,521.71,-5.2412,409.13,0.010009,1,27,0.5565,9,-0.011455,-0.00045372,-156.52,-0.072808,-21.533,0.00080345,0,-6.5,-0.12978,0.5,0
0.076134,0.038113,327.87,-5.4765,409.13,0.013366,1,13,0.5468,14,-0.01082,0.0099819,-47.801,-0.12875,21.533,0.0097769,0,-8,0.1352,5,0
0.06925,0.053539,426.1,-5.4987,452.2,0.029563,1,11,0.82691,19,-0.0023435,0.0040835,-67.533,-0.085977,21.533,0.0023048,0,-1,0.043834,3.5,0
0.071447,0.046279,192.81,-5.6484,452.2,0.017976,1,11,0.63447,21,0.0053864,-0.011343,-60.208,0.0025232,-21.533,-0.0070653,0,0,0.11628,-6,0
0.080022,0.030853,305.69,-5.4936,409.13,0.015432,1,11,1.0595,7,0.010723,-0.0027223,187.7,0.059103,-21.533,-0.0019999,0.5,-0.5,0.11583,-6.5,0
0.092893,0.040835,568.21,-5.5302,409.13,0.013976,2,10,0.86612,8,0.0029786,0.017241,162.5,-0.069427,0,0.0096365,0.5,0,-0.22925,5.5,0
0.08598,0.065336,630.69,-5.6325,409.13,0.034705,2,11,0.60096,18,-0.0089942,0.014065,-117.18,-0.09606,10.767,0.012988,0,0.5,-0.20975,15,0
0.074905,0.068966,333.85,-5.7224,430.66,0.039952,2,11,0.44663,38,0.0031988,-0.0086207,-83.088,0.038287,53.833,-0.0046923,1,0,0.19362,-2.5,0
0.092377,0.048094,464.51,-5.5559,516.8,0.025321,4,11,0.98819,13,0.01224,-0.01588,124.57,0.1682,32.3,-0.0052484,0,0.5,0.34402,-14,0
0.099384,0.037205,582.99,-5.386,495.26,0.029455,2,12,1.1347,10,-0.0064251,0.00045372,-93.927,-0.056367,-129.2,0.0051816,-0.5,0,-0.10725,2,0
0.079527,0.049002,276.66,-5.6686,258.4,0.035684,3,11,0.7737,17,-0.02109,0.012704,-203.87,-0.086556,-129.2,-0.0095362,-0.5,0,-0.22762,6.5,0
0.057205,0.062613,175.25,-5.5591,236.87,0.010383,1,12,0.67943,23,-0.010455,-0.0022686,-30.311,0.10221,0,-0.0093147,-1,0,-0.093462,-1.5,0
0.058616,0.044465,216.04,-5.4642,258.4,0.017055,1,11,0.58677,14,-0.0043738,-0.012704,-43.767,0.09871,107.67,-0.0034411,-0.5,-6,-0.12311,-4.5,0
0.048458,0.037205,87.716,-5.3617,452.2,0.0035004,0,0,0.43321,14,-0.0082865,0.0036298,-73.585,-0.029038,462.96,-0.0043682,-0.5,-5.5,-0.058017,6.5,0
0.042043,0.051724,68.865,-5.5223,1184.3,0.0083181,0,0,0.47074,27,0.004149,0.0058984,70.705,0.0012856,0,0.0025851,0,0,0.074827,5.5,0
0.056756,0.049002,229.13,-5.3591,452.2,0.0086706,0,0,0.58287,25,0.013635,-0.0086207,139.68,0.15467,-452.2,-0.00048063,0,0,0.13317,-7.5,0
0.069313,0.034483,348.22,-5.2129,279.93,0.0073568,0,0,0.73708,12,0.029673,-0.0090744,203.86,0.16521,-86.133,-0.0013275,0,0,0.088392,-8,0
0.1161,0.030853,636.85,-5.0287,279.93,0.0060156,0,0,0.75965,9,0.039421,-0.0018149,570.62,0.26205,118.43,-0.0024125,0,0,0.20655,-1.5,0
0.14816,0.030853,1489.5,-4.6888,516.8,0.0025319,0,0,1.1502,9,0.014966,0.00090744,160.83,-0.047504,172.27,-0.00064049,0,0,-0.1849,1,1
0.14603,0.032668,958.5,-5.1237,624.46,0.0047346,0,0,0.38985,11,-0.00058935,0.0027223,-187.02,-0.23067,86.133,0.0063783,0.5,14,-0.076736,1.5,1
0.14698,0.036298,1115.4,-5.1502,689.06,0.015288,1,28,0.99671,12,0.0074066,0.0036298,256.82,-0.03262,53.833,0.0057239,1,1.5,0.42142,1,1
0.16085,0.039927,1472.1,-5.1889,732.13,0.016182,2,3,1.2327,13,0.023867,-0.0013612,281.46,-0.0062396,-150.73,0.0084935,2,-12,0.029334,-1,1
0.19471,0.033575,1678.3,-5.1627,387.6,0.032275,5,4,1.0554,10,0.028554,-0.0054446,68.532,0.10766,-161.5,0.0023804,0,0.5,0.054164,-3,1
0.21796,0.029038,1609.2,-4.9736,409.13,0.020943,2,4,1.341,7,0.002585,0,-93.653,0.010044,0,0.0056321,-2,-0.5,0.13452,-1.5,1
0.19988,0.033575,1491,-5.1426,387.6,0.04354,1,3,1.3244,7,-0.016318,0.0027223,-104.05,-0.14677,-10.767,0.023901,1,-0.5,0.022932,0,1
0.18532,0.034483,1401.1,-5.2671,387.6,0.068745,4,3,1.3869,7,-0.0065247,-0.0036298,-52.931,-0.08567,0,0.022907,1.5,0,0.047611,1,1
0.18683,0.026316,1385.2,-5.3139,387.6,0.089353,4,3,1.4196,9,-0.0060911,-0.00045372,-110.14,-0.10025,-10.767,-0.00080126,0,0.5,-0.098131,0.5,1
0.17314,0.033575,1180.8,-5.4676,366.06,0.067143,4,4,1.1906,8,-0.011569,0.0077132,-77.468,-0.079793,-10.767,-0.0048543,0,0,-0.18578,1,1
0.16369,0.041742,1230.2,-5.4735,366.06,0.079644,4,3,1.0481,11,-0.0040679,-0.0018149,-40.301,0.039183,0,-0.0075887,-0.5,-0.5,-0.0053258,-0.5,1
0.165,0.029946,1100.2,-5.3893,366.06,0.051965,3,3,1.18,7,0.0064455,-0.0095281,136.51,0.14472,0,-0.024909,-1,0,0.049846,-1.5,1
0.17658,0.022686,1503.3,-5.184,366.06,0.029826,2,3,1.1478,8,0.0038332,-0.003176,71.882,0.080304,0,-0.013945,0,0,-0.024537,1.5,1
0.17267,0.023593,1244,-5.2287,366.06,0.024075,3,3,1.1309,10,-0.0011134,-0.00045372,-20.672,0.03894,0,-0.0092488,-0.5,13.5,0.043022,-0.5,1
0.17436,0.021779,1461.9,-5.1062,366.06,0.011329,1,30,1.2338,7,0.0073731,0.00045372,150.32,0.11312,0,-0.0020174,-0.5,8,0.02754,-2,1
0.18741,0.024501,1544.6,-5.0024,366.06,0.02004,2,19,1.186,6,0.01021,0.0022686,-88.532,0.019116,0,0.0038409,0,-5,-0.039523,0,1
0.19478,0.026316,1284.9,-5.0679,366.06,0.019011,1,20,1.1548,7,-0.0014976,-0.00090744,70.138,0.062603,0,-0.0051236,-1,-9.5,-0.0073789,0,1
0.18442,0.022686,1684.9,-4.8772,366.06,0.0097929,0,0,1.1712,6,-0.0079595,-0.0027223,65.228,0.041904,0,-0.00331,0,-1,0.01901,1,1
0.17886,0.020871,1415.3,-4.9841,366.06,0.012391,1,18,1.1928,9,-0.0012543,-0.0018149,-123.29,-0.014011,0,0.0031667,1,11,-0.00054662,2,1
0.18191,0.019056,1438.3,-4.9052,366.06,0.016126,2,22,1.1701,10,-0.00022851,0.003176,131.32,0.057625,0,-0.0012501,-0.5,-9,-0.044963,1.5,1
0.1784,0.027223,1678,-4.8689,366.06,0.0098903,0,0,1.1029,12,0.0036949,0.0036298,23.945,0.0043645,0,0.00056192,-0.5,-1.5,-0.012726,-0.5,1
0.1893,0.026316,1486.2,-4.8965,366.06,0.01725,1,19,1.1447,9,0.008301,-0.00045372,-70.148,-0.0032126,0,0.00036672,0.5,10,0.017072,-1,1
0.195,0.026316,1537.7,-4.8753,366.06,0.010624,1,20,1.137,10,0.021308,0.00045372,357.92,0.068578,0,-0.0010835,0.5,0,-0.18445,-1,1
0.23192,0.027223,2202,-4.7594,366.06,0.015083,2,19,0.77578,7,0.047362,-0.003176,980.35,0.18143,64.6,0.00072709,0.5,-0.5,-0.18253,-0.5,1
0.28973,0.019964,3498.4,-4.5124,495.26,0.012078,2,19,0.77196,9,0.021057,-0.00090744,317.21,0.10223,64.6,-0.00018538,-0.5,3.5,0.014994,1.5,1
0.27403,0.025408,2836.5,-4.5549,495.26,0.014713,1,26,0.80577,10,-0.044576,0.008167,-794.49,-0.17223,-64.6,-0.00099008,-0.5,4,0.018726,1,1
0.20058,0.036298,1909.4,-4.8569,366.06,0.010098,1,27,0.80941,11,-0.049029,0.0049909,-555.8,-0.16511,-64.6,-0.0022787,0,-3.5,0.055421,0.5,1
0.17597,0.03539,1724.9,-4.8851,366.06,0.010155,1,19,0.91661,11,-0.008682,-0.0049909,-158.77,0.0052695,0,-0.00096616,-0.5,-13.5,-0.035281,0,1
0.18321,0.026316,1591.8,-4.8464,366.06,0.0081655,0,0,0.73885,11,0.0064605,-0.0077132,38.371,0.027962,0,0.004718,0,0,-0.10289,0,1
0.18889,0.019964,1801.6,-4.8292,366.06,0.019591,1,19,0.71084,11,0.0006062,-0.003176,-49.916,0.044111,-10.767,0.00030861,0,0,0.088584,0.5,1
0.18442,0.019964,1492,-4.7581,344.53,0.0087827,0,0,0.91602,12,0.0027537,0.0054446,-72.473,-0.02473,-10.767,-0.0045319,0,0,0.084712,0.5,1
0.1944,0.030853,1656.7,-4.8787,344.53,0.010527,1,19,0.88026,12,0.0070074,0.0063521,88.394,-0.12658,0,0.00095662,0.5,5,-0.034992,-1,1
0.19844,0.032668,1668.8,-5.0113,344.53,0.010696,1,10,0.84604,10,-0.0040545,-0.00090744,4.3813,-0.070563,0,-0.00061398,-0.5,-9.5,0.0038491,-2,1
0.18629,0.029038,1665.4,-5.0198,344.53,0.0092994,0,0,0.88796,8,-0.0089067,0.003176,-53.848,-0.23526,-10.767,0.0082421,1,0.5,-0.043551,-2,1
0.18063,0.03902,1561.1,-5.4818,323,0.02718,3,11,0.75893,6,-0.0057847,0.0095281,-82.903,-0.24592,-10.767,0.012857,0.5,9.5,0.010587,0,1
0.17472,0.048094,1499.6,-5.5116,323,0.035014,1,19,0.90913,8,-0.010119,0.0095281,-56.483,-0.03243,0,0.0053503,-1,4.5,0.036835,3.5,1
0.16039,0.058076,1448.1,-5.5467,323,0.037881,1,20,0.8326,13,-0.011058,0.0090744,-7.4693,-0.047425,0,-0.0025678,0.5,-4,-0.026767,3.5,1
0.15261,0.066243,1484.7,-5.6065,323,0.029879,2,11,0.8556,15,-0.011736,0.014519,-119.63,-0.15214,-10.767,-0.0083264,2,-8.5,-0.19657,23,1
0.13692,0.087114,1208.9,-5.851,301.46,0.021228,5,3,0.43947,59,-0.027111,0.01951,-362.63,-0.41882,0,0.023995,3,-4,-0.24179,51,1
0.098385,0.10526,759.43,-6.4441,323,0.077869,8,3,0.37201,117,-0.026224,0.0063521,-340.48,-0.071235,-43.066,0.0015969,-0.5,2.5,-0.010415,11,1
0.084469,0.099819,527.91,-5.9934,215.33,0.024422,4,8,0.41864,81,-0.0024002,-0.020417,-105.57,0.34535,75.366,-0.01933,-2,0,0.053991,-34.5,1
0.093584,0.064428,548.28,-5.7534,473.73,0.039209,4,3,0.48,48,0.00793,-0.032214,61.286,0.2682,-10.767,0.0015634,-1,-2.5,0.025574,-31.5,1
0.10033,0.03539,650.49,-5.457,193.8,0.027548,2,3,0.46979,18,0.0048736,-0.015426,21.085,0.23148,-32.3,-0.013772,-1.5,5,0.1501,-18,1
0.10333,0.033575,590.45,-5.2905,409.13,0.011666,1,13,0.7802,12,0.0011958,-0.0036298,-45.045,0.13568,96.899,-0.0065433,-0.5,0,0.24909,-5.5,0
0.10272,0.028131,560.4,-5.1857,387.6,0.014462,1,3,0.96796,7,-0.0033344,0.00045372,27.91,0.12999,0,-0.0037211,-0.5,-6.5,0.0097238,-1.5,0
0.096663,0.034483,646.27,-5.0305,409.13,0.0042242,0,0,0.79965,9,-0.0025707,0.0018149,141.03,0.1245,10.767,-0.0031943,-0.5,-1.5,-0.020327,1,0
0.097579,0.03176,842.45,-4.9367,409.13,0.0080733,0,0,0.92731,9,-0.0023313,-0.0013612,-77.184,-0.032823,215.33,-0.0010098,0,0,-0.083797,4.5,0
0.092,0.03176,491.9,-5.0961,839.79,0.0022046,0,0,0.63206,18,-0.0045466,0.0036298,-116.16,-0.14602,107.67,-0.0022095,0,0,-0.058657,2.5,0
0.088486,0.03902,610.13,-5.2287,624.46,0.0036543,0,0,0.81,14,-0.0054353,0.0072595,-0.14289,-0.10822,-96.899,0.0032657,0,0,0.14833,-3.5,0
0.081129,0.046279,491.62,-5.3126,646,0.0087359,0,0,0.92872,11,-0.010662,0.013158,-156.55,-0.19923,-193.8,0.0062399,0.5,10,0.020256,0,0
0.067162,0.065336,297.04,-5.6272,236.87,0.016134,1,20,0.85051,14,-0.009136,0.0054446,-86.758,-0.071758,-204.57,-0.00089183,0,0,-0.16838,3,0
0.062857,0.057169,318.1,-5.4561,236.87,0.0069523,0,0,0.59196,17,-0.0014838,-0.014065,-17.495,0.099991,0,-0.0060908,-0.5,-10,-0.16212,-2,0
0.064194,0.037205,262.05,-5.4272,236.87,0.0039523,0,0,0.52628,10,-0.0028329,0,-69.652,-0.007525,86.133,0.0015176,0,0,-0.12583,-0.5,0
0.057191,0.057169,178.8,-5.4711,409.13,0.0099874,0,0,0.3403,16,-0.0042432,0.015426,-37.888,-0.067957,53.833,0.0048709,0.5,5.5,-0.070572,5,0
0.055708,0.068058,186.27,-5.5631,344.53,0.013694,1,11,0.38513,20,0.0017766,-0.0013612,17.688,-0.040397,-86.133,0.0013403,0.5,5.5,-0.024041,2.5,0
0.060745,0.054446,214.17,-5.5519,236.87,0.012668,1,11,0.29222,21,-0.00016041,-0.0058984,39.63,0.026633,43.066,0.0018811,0,0.5,0.015628,1,0
0.055387,0.056261,265.53,-5.5098,430.66,0.017456,1,12,0.41639,22,-0.0045531,0.003176,-31.201,-0.023197,43.066,0.0025218,0,5,0.021843,1,0
0.051638,0.060799,151.77,-5.5983,323,0.017712,1,21,0.33591,23,0.00083103,0.0018149,-21.987,0.0056795,-96.899,-0.0034347,0,3.5,0.025344,-1.5,0
0.057049,0.059891,221.56,-5.4985,236.87,0.010587,1,19,0.46708,19,0.0043942,-0.0027223,45.256,0.10479,-43.066,-0.0061873,-0.5,-10.5,0.10265,-2,0
0.060427,0.055354,242.28,-5.3887,236.87,0.0053371,0,0,0.5412,19,-0.0023542,-0.0049909,-57.684,0.013296,0,0.001368,0,3,-0.01315,2,0
0.05234,0.049909,106.19,-5.4719,236.87,0.013323,1,25,0.44078,23,-0.0056223,-0.0086207,-70.58,-0.064792,172.27,0.00084192,0,0,-0.056612,-2,0
0.049182,0.038113,101.12,-5.5183,581.4,0.0070209,0,0,0.42798,15,-0.00059457,-0.0054446,46.949,0.074918,96.899,-0.0040927,-0.5,-12.5,0.093066,-3.5,0
0.051151,0.03902,200.09,-5.3221,430.66,0.0051375,0,0,0.62691,16,0.0052735,0.00045372,57.426,0.16201,-21.533,-0.0023513,0,0,-0.018798,-2.5,0
0.059729,0.03902,215.97,-5.1943,538.33,0.0023184,0,0,0.39038,10,0.021165,-0.0063521,326.36,0.28903,-86.133,-0.002554,0,0,0.052541,-2,0
0.093481,0.026316,852.81,-4.744,258.4,2.9462e-05,0,0,0.73199,12,0.017172,-0.0022686,156.53,0.1188,64.6,-1.0609e-05,0,0,0.15292,1,0
0.094074,0.034483,529.03,-4.9567,667.53,0.0022972,0,0,0.69622,12,-0.0011365,0.0045372,-157.15,-0.11151,204.57,0.00027848,0,0,0.0012028,0,0
0.091208,0.03539,538.51,-4.967,667.53,0.00058641,0,0,0.7344,12,0.009597,0.0018149,144.02,0.043017,-21.533,0.00017849,0,0,-0.011411,0,0
0.11327,0.038113,817.06,-4.8707,624.46,0.0026542,0,0,0.6734,12,0.011916,0.0022686,301.58,0.065617,0,0.0040511,0,0,-0.039852,0,0
0.11504,0.039927,1141.7,-4.8358,667.53,0.0086885,0,0,0.6547,12,0.019633,-0.0027223,290.13,-0.0046431,-96.899,0.008837,1,8.5,-0.094722,-0.5,1
0.15253,0.032668,1397.3,-4.8799,430.66,0.020328,2,17,0.48396,11,0.037054,-0.0036298,349.86,-0.0079791,10.767,0.012921,1.5,5,0.14147,0,1
0.18915,0.032668,1841.4,-4.8517,689.06,0.03453,3,10,0.93764,12,0.018424,0,63.016,-0.058425,150.73,0.0032429,0.5,-3.5,0.23772,1,1
0.18938,0.032668,1523.4,-4.9968,732.13,0.026814,3,10,0.9594,13,0.008704,-0.0027223,37.706,-0.039201,-150.73,0.0016234,-0.5,4.5,0.085559,0.5,1
0.20656,0.027223,1916.8,-4.9301,387.6,0.037776,2,19,1.1088,13,0.019753,-0.0058984,192.76,0.16251,-161.5,-0.0047062,-1,5,0.1863,-3,1
0.22889,0.020871,1908.9,-4.6718,409.13,0.017401,1,20,1.332,7,0.011543,-0.0049909,10.092,0.035633,10.767,-0.011922,0,0,0.0934,-3,1
0.22964,0.017241,1937,-4.8589,409.13,0.013932,2,19,1.2956,7,-0.0069286,-0.0018149,-98.964,-0.094441,-10.767,-0.00040024,0,0,-0.002459,0,1
0.21503,0.017241,1711,-4.8606,387.6,0.016601,1,20,1.3271,7,-0.01909,0.0022686,-164.39,-0.07078,-10.767,0.0007065,0,0,-0.048022,0,1
0.19146,0.021779,1608.2,-5.0004,387.6,0.015345,2,19,1.1995,7,-0.0070311,0.0090744,114.67,-0.071577,-10.767,0.0005735,0.5,1.5,-0.19368,2,1
0.20097,0.03539,1940.3,-5.0038,366.06,0.017748,2,23,0.93972,11,0.0088069,0.010436,244.28,-0.029853,-21.533,-0.0010659,-0.5,0,-0.2297,3,1
0.20908,0.04265,2096.8,-5.0601,344.53,0.013213,1,19,0.74011,13,4.3024e-07,0.0013612,41.721,-0.06168,-10.767,-0.001473,0,-2,-0.019045,1.5,1
0.20097,0.038113,2023.7,-5.1272,344.53,0.014802,2,19,0.90163,14,-0.0043827,-0.0022686,-96.033,-0.074356,0,0.0024315,1,-4,0.10293,-1,1
0.20031,0.038113,1904.7,-5.2089,344.53,0.018076,3,11,0.94598,11,0.007494,0.0027223,218.49,0.036242,0,-0.00067481,0,0,0.0090873,0,1
0.21596,0.043557,2460.7,-5.0547,344.53,0.013452,2,19,0.91981,14,0.022957,-0.00090744,377.84,0.070255,0,0.0012372,-1,8,-0.25991,4,1
0.24623,0.036298,2660.4,-5.0684,344.53,0.020551,1,27,0.42615,19,0.0083358,-0.0045372,517.9,0.084212,-64.6,0.0042308,0,0,-0.23271,1,1
0.23263,0.034483,3496.5,-4.8863,215.33,0.021914,2,19,0.45439,16,-0.014208,0.0040835,94.656,-0.019667,-10.767,0.00090801,1,-7.5,0.14963,0,1
0.21781,0.044465,2849.7,-5.1077,323,0.022367,3,12,0.72542,19,0.0030179,0.0058984,-474.7,-0.16592,53.833,-0.0035265,0.5,-4,0.17467,-1,1
0.23866,0.046279,2547.1,-5.2181,323,0.014861,3,11,0.80374,14,0.0090295,0.0027223,174.73,0.016068,0,-0.0010775,0,-0.5,0.10246,-0.5,1
0.23587,0.049909,3199.2,-5.0755,323,0.020212,3,11,0.93034,18,-0.017083,-0.00045372,-106.05,0.023673,10.767,0.0012619,-0.5,0,-0.030339,0.5,1
0.2045,0.045372,2335,-5.1708,344.53,0.017385,2,11,0.74306,15,-0.0020842,-0.0072595,-298.88,0.028598,161.5,0.0055645,-0.5,4.5,0.017601,-3.5,1
