0,0,0,0,0,0,0,0,0,0,0,0,0
378.19,-5.0016,732.13,0.0018094,0,0,-38.103,-0.10516,-290.7,0.0063788,0.5,14,0
301.99,-5.2119,150.73,0.014567,1,28,-53.978,-0.13608,150.73,0.00032354,0,0,0
270.24,-5.2737,1033.6,0.0024564,0,0,-79.458,-0.13415,10.767,-0.0024076,-0.5,-14,0
143.07,-5.4802,172.27,0.0097519,0,0,-98.989,-0.14206,-118.43,0.0052322,0.5,11.5,0
72.261,-5.5579,796.73,0.012921,1,23,43.857,0.077764,258.4,0.0039797,0.5,14,1
230.79,-5.3247,689.06,0.017711,1,28,483.75,0.23621,-150.73,0.0010025,0.5,-4,1
1039.8,-5.0854,495.26,0.014926,2,15,725.85,0.13806,-118.43,0.004951,0,-6.5,1
1682.5,-5.0485,452.2,0.027613,1,15,241.36,0.028822,387.6,0.0087388,0,0,1
1522.5,-5.0278,1270.5,0.032404,2,15,24.826,-0.045329,409.13,0.0080736,0.5,0,1
1732.1,-5.1392,1270.5,0.043761,2,15,442.66,-0.071925,-419.9,0.0039742,0.5,0,1
2407.8,-5.1716,430.66,0.040352,3,15,589.85,0.0029347,-409.13,-0.00010012,0.5,0,1
2911.8,-5.1333,452.2,0.04356,3,15,488.76,0.067762,10.767,0.0048842,0,0,1
3385.3,-5.0361,452.2,0.05012,3,15,313.55,0.020389,0,0.0016304,0.5,-5.5,1
3538.9,-5.0926,452.2,0.046821,4,4,79.357,-0.079082,0,0.0038194,0,0,1
3544,-5.1943,452.2,0.057759,3,15,-35.052,-0.13901,10.767,0.0033833,0,0,1
3468.8,-5.3706,473.73,0.053588,4,4,92.681,0.0097001,678.3,0.0023752,0,-1,1
3729.4,-5.1749,1808.8,0.06251,3,13,205.15,0.047819,656.76,0.0033431,0,0,1
3879.1,-5.2749,1787.3,0.060274,4,4,314.7,-0.0057396,-646,0.0011446,0.5,-4.5,1
4358.8,-5.1864,516.8,0.064799,4,4,-44.566,0.010504,-656.76,0.0040937,0,0,1
3790,-5.2539,473.73,0.068461,4,4,-107.78,0.1119,-10.767,-0.012283,-0.5,5.5,1
4143.2,-4.9626,495.26,0.040232,3,15,-58.235,0.10894,10.767,-0.0081989,0,0,1
3673.5,-5.036,495.26,0.052064,4,4,-499.56,-0.041681,-10.767,0.0089062,0.5,-5.5,1
3144.1,-5.0459,473.73,0.058045,4,4,-520.47,0.010064,-10.767,0.0041013,0,0,1
2632.6,-5.0159,473.73,0.060266,4,4,-272.14,0.036315,0,-0.0075968,0,0,1
2599.8,-4.9733,473.73,0.042851,4,4,31.657,0.032993,0,-0.010174,-0.5,4.5,1
2695.9,-4.9499,473.73,0.039919,3,13,134.37,-0.0078278,0,-0.0002803,0,0,1
2868.6,-4.989,473.73,0.04229,4,4,-142.83,-0.050128,0,0.001928,0.5,-4.5,1
2410.2,-5.0502,473.73,0.043775,4,4,-88.558,0.029154,10.767,-0.0010679,0,0,1
2691.5,-4.9306,495.26,0.040154,4,4,182.35,0.092428,10.767,-0.0036619,-0.5,0,1
2774.9,-4.8653,495.26,0.036451,3,4,95.702,0.013994,0,-0.0010001,-0.5,0,1
2882.9,-4.9027,495.26,0.038154,3,4,257.25,-0.032567,0,0.0032316,0,0,1
3289.4,-4.9305,495.26,0.042914,3,4,122.38,-0.064755,10.767,-0.0006578,1,0,1
3127.6,-5.0322,516.8,0.036839,5,4,-120.69,-0.018574,0,0.0010075,0.5,0,1
3048.1,-4.9676,495.26,0.044929,4,4,-123.25,-0.030629,0,0.0033267,-0.5,0.5,1
2881.1,-5.0934,516.8,0.043492,4,5,60.921,-0.0098121,10.767,0.0052098,0.5,0.5,1
3169.9,-4.9872,516.8,0.055349,5,5,349.91,0.03472,0,0.0012842,0,-1,1
3580.9,-5.024,516.8,0.046061,4,3,459.45,0.0031786,0,-0.0095626,0,-1,1
4088.8,-4.9809,516.8,0.036224,5,3,393.19,0.0045124,0,0.00046646,0.5,0,1
4367.3,-5.015,516.8,0.046994,5,3,7.6007,0.0017938,0,0.0010788,-1,0,1
4104,-4.9773,516.8,0.038382,3,3,-107.62,0.11367,0,-0.01139,-0.5,0.5,1
4152.1,-4.7876,516.8,0.024213,4,4,-117.36,0.062929,0,0.0061541,0.5,0.5,1
3869.3,-4.8514,516.8,0.05069,4,4,-86.933,-0.0056204,0,0.013394,0,0,1
3978.2,-4.7989,516.8,0.051002,4,4,-53.189,-0.023882,0,0.003346,-0.5,0,1
3762.9,-4.8992,516.8,0.057382,3,4,-206.89,-0.10351,0,0.0065211,0,0,1
3564.4,-5.0059,516.8,0.064044,4,4,55.38,0.014609,0,-0.0036033,0,0,1
3873.7,-4.87,516.8,0.050175,3,4,82.377,0.11476,0,-0.0072775,0,0,1
3729.2,-4.7764,516.8,0.049489,4,4,-230.19,0.11948,0,-0.0072303,0,0,1
3413.3,-4.631,516.8,0.035715,3,4,-211.39,0.10387,0,-0.0080376,0,0,1
3306.4,-4.5686,516.8,0.033413,4,4,-36.877,0.071331,0,0.0015947,1,0,1
3339.5,-4.4884,516.8,0.038904,5,4,172.21,0.040428,0,-0.0063239,0,-0.5,1
3650.8,-4.4878,516.8,0.020766,4,3,213.66,0.082781,10.767,-0.012185,-1,3,1
3766.9,-4.3228,538.33,0.014534,3,10,-377.84,0.048408,10.767,0.0055255,-0.5,0,1
2895.2,-4.3909,538.33,0.031817,3,3,-705.32,-0.10618,0,0.0096938,0.5,-3.5,1
2356.2,-4.5352,538.33,0.033921,4,3,-684.17,-0.13542,0,-0.0003501,0,0,1
1526.8,-4.6618,538.33,0.031116,3,3,-423.21,-0.085506,-10.767,-0.00011226,-0.5,0,1
1509.8,-4.7062,516.8,0.033697,3,3,-485.64,-0.34654,-43.066,-0.003108,-1,5,1
555.53,-5.3548,452.2,0.0249,1,13,-561.87,-0.40638,-32.3,-0.0011819,-1,5,1
386.06,-5.5189,452.2,0.031333,1,13,-104.98,-0.043015,-150.73,-0.0024134,0.5,-0.5,1
345.58,-5.4409,150.73,0.020074,2,12,13.82,0.16968,-64.6,-0.0090295,0,0,1
413.7,-5.1796,323,0.013274,1,13,-30.26,0.15253,32.3,-0.0056193,-1,-6,1
285.06,-5.1358,215.33,0.0088349,0,0,-81.964,0.052125,-43.066,-0.00064385,0,1,1
249.77,-5.0753,236.87,0.011986,1,15,-55.11,0.0013391,-43.066,-0.0032798,0,0,0
174.84,-5.1331,129.2,0.0022754,0,0,0.47384,0.084332,86.133,-0.0046309,-0.5,-7.5,0
250.72,-4.9066,409.13,0.0027245,0,0,86.485,0.18135,139.97,-0.00024803,0,0,0
347.81,-4.7704,409.13,0.0017793,0,0,-4.3178,-0.028781,-139.97,0.0042127,0.5,7.5,0
242.08,-4.9642,129.2,0.01115,1,15,25.977,-0.026764,-43.066,-0.00016657,0,0,0
399.76,-4.824,323,0.0014462,0,0,343.33,0.23956,193.8,-0.0053258,-0.5,-7.5,0
928.75,-4.4851,516.8,0.00049832,0,0,514.67,0.27193,96.899,-0.00012145,0,0,0
1429.1,-4.2801,516.8,0.0012033,0,0,583.98,0.099554,0,0.0022922,0,0,0
2096.7,-4.286,516.8,0.0050828,0,0,380.06,-0.05498,10.767,0.0037889,0,0,0
2189.2,-4.3901,538.33,0.008781,0,0,115.92,-0.044314,10.767,0.0039913,0.5,12,0
2328.6,-4.3746,538.33,0.013065,1,24,121.82,0.028992,0,0.004372,1,7.5,0
2432.9,-4.3321,538.33,0.017525,2,15,142.51,-0.0037729,-10.767,-0.0010685,0,0,0
2613.6,-4.3822,516.8,0.010928,1,24,52.487,-0.015377,-10.767,-0.0047178,-1,-7.5,0
2537.8,-4.3628,516.8,0.0080894,0,0,-521.87,-0.17043,0,-0.0021213,-0.5,-12,0
1569.8,-4.723,516.8,0.0066859,0,0,-379.37,-0.12509,-10.767,-0.0024584,0,0,0
1779.1,-4.613,495.26,0.0031726,0,0,274.02,0.10711,-10.767,0.0048978,0.5,7.5,0
2117.9,-4.5088,495.26,0.016482,1,15,-167.67,-0.02333,-139.97,0.0076056,0.5,7,0
1443.8,-4.6597,215.33,0.018384,1,14,-141.54,0.039893,-43.066,0.0012897,0,-0.5,0
1834.8,-4.429,409.13,0.019061,1,14,182.75,0.047692,86.133,0.0013402,0,-0.5,0
1809.3,-4.5643,387.6,0.021064,1,13,-190.75,0.010505,43.066,-0.0053365,-0.5,-7,0
1453.3,-4.408,495.26,0.0083881,0,0,-513.52,-0.075832,43.066,-0.0098177,-0.5,-6.5,0
782.22,-4.716,473.73,0.0014289,0,0,-423.5,-0.195,10.767,-0.0025275,0,0,0
606.29,-4.798,516.8,0.003333,0,0,-73.981,-0.090932,21.533,0.0031388,0,0,0
634.26,-4.8978,516.8,0.0077064,0,0,-82.118,-0.18164,-53.833,0.0055898,0.5,4,0
442.05,-5.1613,409.13,0.014513,1,8,-144.03,-0.21354,-75.366,0.0041012,1,4,0
346.2,-5.3249,366.06,0.015909,2,8,231.99,0.01563,64.6,-0.0052173,-0.5,-4,1
906.02,-5.13,538.33,0.0040781,0,0,332.31,0.10137,53.833,-0.0020107,0.5,2.5,1
1010.8,-5.1222,473.73,0.011888,3,13,391.97,0.036463,-32.3,0.017033,0.5,6.5,1
1690,-5.0571,473.73,0.038145,1,13,439.95,0.050423,0,0.020074,0.5,-4.5,1
1890.7,-5.0213,473.73,0.052036,4,4,42.105,0.039262,0,0.002403,1,-4.5,1
1774.2,-4.9786,473.73,0.042951,3,4,279.52,0.023797,10.767,-0.0047482,-0.5,0,1
2449.8,-4.9737,495.26,0.04254,3,4,459.06,-0.04685,10.767,0.010652,0.5,0,1
2692.3,-5.0723,495.26,0.064254,4,4,157.53,0.011184,0,0.0058608,0,0,1
2764.8,-4.9514,495.26,0.054261,3,4,-60.586,0.044966,0,-0.0043346,-0.5,0,1
2571.1,-4.9823,495.26,0.055585,3,4,-285.97,-0.021411,0,0.00099206,0,0,1
2192.9,-4.9942,495.26,0.056245,3,4,-252.12,-0.017463,0,-0.002209,0.5,0,1
2066.9,-5.0173,495.26,0.051167,4,4,169.77,0.0071953,-10.767,-0.0080359,0.5,0,1
2532.4,-4.9798,473.73,0.040174,4,4,94.298,-0.035359,0,-0.00035552,-0.5,0,1
2255.5,-5.088,495.26,0.050456,3,4,-198.49,-0.058936,10.767,0.0010889,0,0,1
2135.5,-5.0977,495.26,0.042352,4,4,74.826,0.045036,-10.767,0.0025889,0,0,1
2405.1,-4.9979,473.73,0.055634,3,4,192.75,0.063523,-10.767,-0.00027254,0,0,1
2521,-4.9706,473.73,0.041806,4,4,-184.89,-0.023759,10.767,-0.0050055,0.5,0,1
2035.4,-5.0454,495.26,0.045623,4,4,-54.442,0.033948,10.767,-0.00097469,-0.5,0,1
2412.1,-4.9027,495.26,0.039857,3,4,254.61,0.038378,-10.767,0.0072738,-1,0,1
2544.6,-4.9687,473.73,0.060171,2,4,-72.42,-0.0078454,-10.767,0.008695,0,0,1
2267.2,-4.9184,473.73,0.057247,3,4,19.915,-0.029562,0,0.0034958,0.5,0,1
2584.4,-5.0278,473.73,0.067162,3,4,89.505,-0.095305,0,0.015459,-0.5,0,1
