@relation featureMatrix


@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE class	{0,1}

@DATA
639.21,-5.1453,538.33,203.52,0.084834,-258.4,1
1018,-4.9939,21.533,417.12,0.11479,-258.4,1
1473.5,-4.9157,21.533,489.59,-0.052197,236.87,1
1997.2,-5.0983,495.26,1075.8,0.04518,258.4,1
3625,-4.8254,538.33,991.82,0.22313,21.533,1
3980.8,-4.652,538.33,-329.95,-0.0083066,-10.767,1
2965.1,-4.842,516.8,26.95,-0.10665,0,1
4034.7,-4.8653,538.33,892.34,0.02656,32.3,1
4749.8,-4.7889,581.4,1682.6,0.05678,21.533,1
7399.8,-4.7518,581.4,1201.4,0.16124,0,1
7152.6,-4.4664,581.4,-383.28,0.1379,0,1
6633.3,-4.476,581.4,-446.23,0.07439,-10.767,1
6260.2,-4.3176,559.86,-665.05,-0.032613,-10.767,1
5303.2,-4.5412,559.86,-984.06,-0.12578,-10.767,1
4292,-4.5692,538.33,-870.48,-0.057466,-10.767,1
3562.2,-4.6561,538.33,-786.19,-0.021217,-10.767,1
2719.7,-4.6116,516.8,-355.35,0.07247,-10.767,1
2851.5,-4.5112,516.8,170.79,0.11787,-247.63,1
3061.2,-4.3758,21.533,-423.82,-0.063608,-10.767,1
2003.9,-4.6384,495.26,153.2,0.1074,0,1
3367.6,-4.161,21.533,666.41,0.23947,-236.87,1
3336.7,-4.1595,21.533,-803.34,-0.2368,226.1,1
1760.9,-4.6346,473.73,-16.592,0.0026822,0,1
3303.5,-4.1541,21.533,983.32,0.30928,-226.1,1
3727.6,-4.0161,21.533,-574.6,-0.18186,226.1,1
2154.3,-4.5178,473.73,-33.918,-0.025,0,1
3659.8,-4.0661,21.533,426.98,0.088229,-226.1,1
3008.2,-4.3414,21.533,-735.17,-0.23709,215.33,1
2189.4,-4.5403,452.2,-469.33,-0.1207,0,1
2069.6,-4.5828,21.533,-298.04,-0.065189,0,1
1593.3,-4.6706,452.2,-320.48,-0.10159,215.33,1
1428.6,-4.786,452.2,266.42,0.11679,-215.33,1
2126.2,-4.4371,21.533,202.9,0.097027,0,1
1834.4,-4.5919,452.2,188.46,-0.072053,0,1
2503.1,-4.5812,21.533,351.1,0.019689,-215.33,1
2536.6,-4.5525,21.533,-167.98,-0.030514,226.1,1
2167.1,-4.6422,473.73,-384.13,-0.043987,226.1,1
1768.3,-4.6405,473.73,-92.144,0.011345,0,1
1982.9,-4.6195,473.73,177.83,0.00047202,0,1
2124,-4.6396,473.73,-53.353,-0.11061,0,1
1876.1,-4.8407,473.73,14.095,-0.0058918,10.767,1
2152.2,-4.6513,495.26,21.069,0.081961,10.767,1
1918.3,-4.6768,495.26,76.577,0.0016561,0,1
2305.3,-4.648,495.26,212.5,0.020531,0,1
2343.3,-4.6357,495.26,40.36,0.0019619,0,1
2386.1,-4.6441,495.26,-63.606,-0.068534,0,1
2216.1,-4.7728,495.26,-125.09,-0.069567,10.767,1
2135.9,-4.7832,516.8,115.73,0.065203,10.767,1
2447.5,-4.6424,516.8,385.35,0.11397,0,1
2906.6,-4.5553,516.8,205.26,0.089879,0,1
2858,-4.4626,516.8,63.467,0.019134,0,1
3033.5,-4.517,516.8,159.5,0.014564,0,1
3177,-4.4335,516.8,1.3956,0.043419,0,1
3036.3,-4.4302,516.8,-67.498,0.035951,0,1
3042,-4.3616,516.8,124.73,0.094873,0,1
3285.7,-4.2404,516.8,244.67,0.031153,0,1
3531.4,-4.2993,516.8,119.36,0.022642,0,1
3524.5,-4.1952,516.8,-191.99,0.045226,0,1
3147.4,-4.2089,516.8,-233.1,-0.0036573,0,1
3058.3,-4.2025,516.8,-64.016,-0.044215,-10.767,1
3019.4,-4.2973,495.26,-42.964,-0.073202,-10.767,1
2972.4,-4.3489,495.26,-135.89,0.007486,0,1
2747.6,-4.2823,495.26,35.679,0.15332,0,1
3043.7,-4.0422,495.26,512.35,0.16808,0,1
3772.3,-3.9462,495.26,521.21,0.084771,0,1
4086.1,-3.8727,495.26,230.51,0.031889,0,1
4233.3,-3.8824,495.26,25.888,-0.016647,0,1
4137.9,-3.906,495.26,-269.5,0.070046,-10.767,1
3694.3,-3.7423,473.73,-503.03,-0.010136,-10.767,1
3131.8,-3.9263,473.73,-829.35,-0.13137,-10.767,1
2035.6,-4.005,452.2,-766.57,-0.14986,-21.533,1
1598.7,-4.226,430.66,-656.83,-0.35562,-10.767,1
721.97,-4.7163,430.66,-618.29,-0.35443,-193.8,1
362.13,-4.9348,43.066,-62.685,0.026145,-204.57,1
596.6,-4.664,21.533,282.65,0.33703,-10.767,1
927.42,-4.2608,21.533,-180.86,-0.21477,53.833,0
234.89,-5.0935,129.2,-63.446,-0.094243,0,0
800.53,-4.4493,21.533,74.135,0.11479,-53.833,0
383.15,-4.8639,21.533,-241.59,-0.28891,53.833,0
317.35,-5.0271,129.2,218.18,0.12289,32.3,0
819.52,-4.6182,86.133,49.312,0.06392,-53.833,0
415.97,-4.8993,21.533,-242.39,-0.19956,10.767,0
334.73,-5.0173,107.67,-92.971,-0.076517,43.066,0
230.03,-5.0523,107.67,-44.471,-0.047272,-21.533,0
245.79,-5.1118,64.6,23.014,-0.04037,-43.066,0
276.06,-5.133,21.533,23.559,0.022113,32.3,0
292.91,-5.0676,129.2,41.43,0.050214,53.833,0
358.92,-5.0326,129.2,-22.192,0.0064876,-10.767,0
248.52,-5.0546,107.67,-56.432,-0.03586,10.767,0
246.06,-5.1043,150.73,103.09,0.094601,-43.066,0
454.71,-4.8654,21.533,108.05,0.11799,-21.533,0
462.15,-4.8684,107.67,-25.064,-0.063152,10.767,0
404.58,-4.9917,43.066,77.212,0.087321,-43.066,0
616.57,-4.6937,21.533,139.02,0.2096,-10.767,0
682.62,-4.5725,21.533,-81.221,-0.095284,0,0
454.13,-4.8843,21.533,-149.15,-0.19399,0,0
384.33,-4.9605,21.533,-128.52,-0.13275,21.533,0
197.09,-5.1498,64.6,-0.496,0.017135,43.066,0
383.33,-4.9262,107.67,202.36,0.25052,-21.533,0
601.8,-4.6487,21.533,180.58,0.21044,-43.066,0
744.5,-4.5054,21.533,-36.495,-0.071766,0,0
528.81,-4.7923,21.533,-212.28,-0.25553,64.6,0
319.94,-5.0164,150.73,-97.288,-0.091299,43.066,0
334.24,-4.9749,107.67,71.485,0.053732,-64.6,0
462.91,-4.909,21.533,120.87,0.11706,-43.066,0
575.98,-4.7407,21.533,46.498,0.045099,43.066,0
555.9,-4.8188,107.67,-28.687,-0.079336,21.533,0
518.61,-4.8994,64.6,-161.46,-0.20229,0,0
232.98,-5.2233,107.67,-109.69,-0.10077,226.1,0
299.23,-5.101,516.8,35.415,0.060026,10.767,0
303.81,-5.1033,129.2,71.142,0.098633,-204.57,0
441.52,-4.9037,107.67,59.129,0.04328,-10.767,0
422.07,-5.0167,107.67,-27.803,-0.10952,10.767,0
385.91,-5.1227,129.2,106,0.10712,0,0
634.07,-4.8025,107.67,62.649,0.10622,0,0
511.21,-4.9103,129.2,-189.19,-0.19698,0,0
255.69,-5.1965,107.67,-82.549,-0.10519,-53.833,0
346.11,-5.1207,21.533,-2.2712,-0.0046316,-43.066,0
251.14,-5.2057,21.533,98.703,0.1164,43.066,0
543.52,-4.8879,107.67,62.49,0.070724,53.833,0
376.12,-5.0643,129.2,-159.79,-0.14019,0,0
223.93,-5.1683,107.67,75.124,0.059643,-10.767,0
526.37,-4.945,107.67,57.147,0.077486,-43.066,0
338.23,-5.0133,21.533,-68.461,-0.040977,0,0
389.45,-5.0269,107.67,-75.427,-0.13322,0,0
187.37,-5.2797,21.533,-92.791,-0.17506,-10.767,0
203.87,-5.3771,86.133,331.06,0.040672,0,1
849.5,-5.1984,21.533,1008.4,0.089741,215.33,1
2220.6,-5.1976,516.8,1030.6,0.17909,247.63,1
2910.6,-4.8402,516.8,279.65,0.17332,32.3,1
2779.9,-4.8509,581.4,-262.21,-0.043486,0,1
2386.2,-4.9272,516.8,560.52,0.091842,32.3,1
3900.9,-4.6673,646,900.56,0.123,21.533,1
4187.3,-4.6812,559.86,-415.35,-0.056065,-53.833,1
3070.2,-4.7794,538.33,-419.47,-0.19428,-21.533,1
3348.4,-5.0698,516.8,-228.1,-0.2379,-10.767,1
2614,-5.2552,516.8,-618.52,-0.068826,-21.533,1
2111.3,-5.2074,473.73,-572.93,0.011224,129.2,1
1468.2,-5.2327,775.2,-693.63,-0.053108,139.97,1
724.05,-5.3136,753.66,-489.27,0.025269,-333.76,1
489.65,-5.1822,107.67,-290.85,0.00070999,-150.73,1
142.36,-5.3122,452.2,-102.39,0.087563,0,1
284.87,-5.0071,107.67,58.787,0.15446,-215.33,1
259.93,-5.0033,21.533,55.497,0.026322,-43.066,0
395.86,-4.9544,21.533,72.221,-0.048186,0,0
404.37,-5.0997,21.533,-58.871,-0.15558,0,0
278.12,-5.2656,21.533,-47.163,-0.091371,53.833,0
310.05,-5.2824,129.2,174.67,0.19813,0,0
627.45,-4.8693,21.533,133.82,0.15234,-53.833,0
577.69,-4.9777,21.533,-126.95,-0.15281,0,0
373.56,-5.1749,21.533,-185.94,-0.20966,10.767,0
205.8,-5.3971,43.066,-24.248,-0.0049456,0,0
325.06,-5.1848,21.533,92.451,0.10418,-10.767,0
390.71,-5.1887,21.533,-15.95,-0.093285,53.833,0
293.16,-5.3714,129.2,-61.653,-0.073269,53.833,0
267.4,-5.3352,129.2,-14.567,0.013976,0,0
264.02,-5.3435,129.2,37.096,0.050948,0,0
341.59,-5.2333,129.2,104.36,0.14827,-10.767,0
472.74,-5.0469,107.67,59.196,0.09369,0,0
459.98,-5.046,129.2,-16.209,0.010666,10.767,0
440.32,-5.0256,129.2,-176.67,-0.2011,-10.767,0
106.65,-5.4481,107.67,-118.01,-0.15435,-32.3,0
204.29,-5.3343,64.6,103.87,0.13358,0,0
314.39,-5.181,107.67,29.396,0.051162,32.3,0
263.08,-5.232,129.2,-56.017,-0.12127,10.767,0
202.35,-5.4235,129.2,4.167,-0.025368,-10.767,0
271.42,-5.2827,107.67,-36.076,0.00084741,10.767,0
130.2,-5.4218,150.73,2.5437,-0.0025166,-10.767,0
276.51,-5.2877,86.133,54.678,0.10564,-21.533,0
239.56,-5.2106,107.67,-83.155,-0.022702,21.533,0
110.2,-5.3331,129.2,-23.182,-0.036761,0,0
193.19,-5.2841,107.67,35.635,0.061758,10.767,0
181.47,-5.2096,150.73,59.246,0.058117,-43.066,0
311.69,-5.1678,21.533,125.65,0.17025,-21.533,0
432.78,-4.8691,107.67,-57.684,-0.081271,21.533,0
196.32,-5.3304,64.6,-40.916,-0.048426,-43.066,0
350.94,-4.966,21.533,17.662,0.14811,-21.533,0
231.64,-5.0342,21.533,63.722,0.084271,0,0
478.39,-4.7974,21.533,61.781,0.081849,43.066,0
355.2,-4.8705,107.67,-174.58,-0.22095,53.833,0
129.24,-5.2393,129.2,25.649,-0.02621,-43.066,0
406.5,-4.9229,21.533,211.75,0.23573,-53.833,0
552.74,-4.7679,21.533,70.689,0.031556,0,0
547.88,-4.8598,21.533,-149.73,-0.11193,43.066,0
253.28,-4.9917,107.67,-103.32,-0.031237,0,0
341.24,-4.9222,21.533,162.83,0.1506,-43.066,0
578.94,-4.6905,21.533,125.3,0.098127,0,0
591.84,-4.726,21.533,-60.628,-0.059233,0,0
457.68,-4.809,21.533,-99.166,-0.10498,0,0
393.51,-4.936,21.533,-123.81,-0.15702,32.3,0
210.05,-5.123,86.133,243.5,0.23863,0,0
880.51,-4.4587,21.533,322.55,0.33587,-32.3,0
855.16,-4.4513,21.533,-197.54,-0.19721,0,0
485.43,-4.8531,21.533,-293.26,-0.32737,53.833,0
268.65,-5.106,129.2,39.781,-0.016439,0,0
564.99,-4.886,21.533,-28.558,0.02825,-53.833,0
211.54,-5.0495,21.533,-141.4,-0.095663,43.066,0
282.19,-5.0773,107.67,108.83,0.085092,53.833,0
429.19,-4.8793,129.2,-0.58274,0.021878,10.767,0
281.02,-5.0336,129.2,-84.328,-0.096063,-10.767,0
260.53,-5.0715,107.67,-45.622,-0.093312,-10.767,0
189.78,-5.2202,107.67,133.57,0.10282,-21.533,0
527.67,-4.8658,64.6,82.426,0.14002,0,0
354.63,-4.9401,107.67,-180.63,-0.17147,32.3,0
166.41,-5.2088,129.2,-41.031,-0.058601,-21.533,0
272.57,-5.0573,64.6,50.385,0.084969,-32.3,0
267.18,-5.0388,64.6,-2.4104,0.035908,10.767,0
267.75,-4.9855,86.133,75.844,0.1128,21.533,0
418.87,-4.8132,107.67,-9.6952,-0.047947,21.533,0
248.36,-5.0814,129.2,-41.204,-0.063633,10.767,0
336.46,-4.9405,129.2,50.581,0.070643,-10.767,0
349.52,-4.9401,107.67,-24.507,-0.057374,10.767,0
287.44,-5.0552,150.73,-78.846,-0.094404,0,0
191.83,-5.1289,107.67,-11.782,0.045985,-43.066,0
263.88,-4.9633,64.6,150.29,0.20846,0,0
492.4,-4.712,107.67,74.768,0.07748,21.533,0
413.42,-4.8083,107.67,-95.756,-0.12114,10.767,0
300.89,-4.9543,129.2,125.82,0.12453,0,0
665.06,-4.5593,107.67,53.7,0.021769,-10.767,0
408.29,-4.9107,107.67,-216.79,-0.25936,118.43,0
231.47,-5.078,344.53,-51.014,-0.036493,0,0
306.26,-4.9837,107.67,-45.804,-0.091974,-32.3,0
139.87,-5.2619,279.93,72.365,0.12783,-10.767,0
450.99,-4.7281,86.133,82.707,0.11422,-75.366,0
305.28,-5.0335,129.2,-67.404,-0.086825,21.533,0
316.18,-4.9017,129.2,-19.278,0.012648,-10.767,0
266.73,-5.0082,107.67,4.4911,0.0049922,-21.533,0
325.17,-4.8917,86.133,-56.349,-0.068072,-10.767,0
154.03,-5.1443,86.133,-49.642,-0.087279,-10.767,0
225.88,-5.0663,64.6,-46.969,-0.093012,0,0
60.09,-5.3304,86.133,74.057,0.1261,21.533,0
374,-4.8141,107.67,55.285,0.090164,21.533,0
170.66,-5.15,129.2,-81.598,-0.10404,10.767,0
210.8,-5.0222,129.2,142.96,0.19861,-10.767,0
456.58,-4.7528,107.67,65.795,0.031205,-53.833,0
342.39,-4.9598,21.533,-120.57,-0.14204,10.767,0
215.44,-5.0369,129.2,-115.36,-0.083074,43.066,0
111.66,-5.1259,107.67,13.225,0.0074962,0,0
241.89,-5.0219,129.2,123.77,0.15923,0,0
359.19,-4.8075,107.67,50.946,0.089813,-53.833,0
343.79,-4.8423,21.533,-2.7204,-0.052599,-43.066,0
353.75,-4.9127,21.533,-77.804,-0.13549,43.066,0
188.18,-5.1133,107.67,-14.491,-0.00037183,53.833,0
324.77,-4.9134,129.2,59.071,0.065784,0,0
306.32,-4.9817,107.67,-18.922,-0.066228,-10.767,0
286.93,-5.0459,107.67,-22.292,-0.028641,-43.066,0
261.74,-5.039,21.533,-2.5658,0.060057,0,0
281.8,-4.9258,107.67,-63.96,-0.027904,21.533,0
133.82,-5.0948,64.6,-9.5382,-0.012464,10.767,0
262.72,-4.9507,129.2,130.2,0.15306,10.767,0
394.21,-4.7887,86.133,-9.6224,-0.016292,-21.533,0
243.47,-4.9833,86.133,2.9906,0.037282,10.767,0
400.19,-4.7141,107.67,3.2401,0.013197,64.6,0
249.95,-4.9569,215.33,-32.645,-0.057281,10.767,0
334.9,-4.8287,129.2,57.73,0.073739,-53.833,0
365.41,-4.8094,107.67,-71.122,-0.10231,0,0
192.66,-5.0333,129.2,-107.86,-0.12487,10.767,0
149.69,-5.0591,129.2,12.171,0.046738,-32.3,0
217,-4.9398,64.6,19.382,-0.019301,-21.533,0
188.45,-5.0977,86.133,59.334,0.0082493,21.533,0
335.67,-4.9233,107.67,-8.1605,0.042962,21.533,0
172.13,-5.0118,129.2,26.26,0.081715,-21.533,0
388.19,-4.7599,64.6,64.955,0.069018,-21.533,0
302.04,-4.8738,86.133,-10.773,-0.085887,43.066,0
366.65,-4.9316,150.73,58.549,-0.032224,10.767,1
419.14,-4.9382,107.67,53.028,0.016037,-64.6,1
472.7,-4.8996,21.533,101.11,-0.0064802,-43.066,1
621.36,-4.9512,21.533,49.838,-0.046353,0,1
572.38,-4.9923,21.533,-54.027,-0.03768,344.53,1
513.3,-5.0265,710.6,51.284,0.078834,333.76,1
674.95,-4.8346,689.06,31.106,0.062402,-344.53,1
575.52,-4.9017,21.533,-112.6,-0.053611,-279.93,1
449.74,-4.9418,129.2,33.304,0.050511,43.066,1
642.12,-4.8007,107.67,37.911,0.048121,183.03,1
525.56,-4.8456,495.26,128.8,0.15844,204.57,1
899.73,-4.4838,516.8,96.032,0.098793,21.533,1
717.62,-4.648,538.33,-282.48,-0.35081,-193.8,1
334.76,-5.1855,129.2,-246.08,-0.31015,-215.33,1
225.46,-5.2683,107.67,-161.93,-0.2431,32.3,1
10.909,-5.6717,193.8,79.379,0.077951,0,1
384.21,-5.1124,107.67,268.7,0.35658,-43.066,1
548.32,-4.9585,107.67,44.023,0.082863,-43.066,1
472.26,-4.9467,21.533,-133.11,-0.12884,0,1
282.1,-5.2162,107.67,-98.916,-0.13308,43.066,1
274.43,-5.2128,107.67,-18.861,0.081329,-43.066,1
244.38,-5.0535,21.533,-73.752,-0.0081441,75.366,1
126.92,-5.2291,258.4,-75.42,-0.13135,53.833,1
93.54,-5.3162,129.2,-18.125,0.019772,-64.6,0
90.675,-5.1896,129.2,17.559,0.079968,0,0
128.66,-5.1563,129.2,189.72,0.23862,-10.767,0
470.12,-4.7123,107.67,93.411,0.131,-10.767,0
315.48,-4.8943,107.67,-123.09,-0.14288,-43.066,0
223.94,-4.9981,21.533,-68.669,-0.088579,0,0
178.14,-5.0714,107.67,98.854,0.13482,43.066,0
421.65,-4.7285,107.67,-17.444,-0.046142,21.533,0
143.25,-5.1637,150.73,-9.9039,0.01268,0,0
401.85,-4.7031,107.67,13.243,0.0082166,-10.767,0
169.74,-5.1473,129.2,-89.319,-0.15772,0,0
223.21,-5.0185,107.67,162.57,0.18117,0,0
494.88,-4.7849,129.2,16.527,-0.0036731,-43.066,0
256.26,-5.0259,21.533,-4.6335,-0.0065028,-53.833,0
485.61,-4.798,21.533,28.053,0.046778,0,0
312.37,-4.9323,21.533,-162.64,-0.20327,43.066,0
160.34,-5.2045,107.67,-84.856,-0.11225,64.6,0
142.66,-5.1568,150.73,-8.8426,0.023824,21.533,0
581.67,-4.9336,732.13,-59.685,-0.12814,-290.7,0
462.3,-5.1899,150.73,-72.63,-0.1351,150.73,0
436.41,-5.2038,1033.6,-93.724,-0.073091,10.767,0
274.85,-5.336,172.27,-115.31,-0.054302,-118.43,0
205.78,-5.3124,796.73,68.514,0.10185,269.17,0
411.88,-5.1324,710.6,143.53,0.14282,-312.23,0
492.84,-5.0267,172.27,58.809,0.065089,-183.03,0
529.5,-5.0022,344.53,134.73,0.023324,75.366,0
762.3,-4.9801,323,354.4,0.039894,172.27,1
1238.3,-4.9224,689.06,585.56,0.13555,10.767,1
1933.4,-4.709,344.53,484.9,0.045786,-183.03,1
2208.1,-4.8308,323,501.12,-0.036354,0,1
2935.7,-4.7817,344.53,295.4,0.060968,10.767,1
2798.9,-4.7089,344.53,120.77,-0.0055388,53.833,1
3177.2,-4.7928,452.2,286.75,-0.073711,53.833,1
3372.4,-4.8563,452.2,135.11,0.016244,0,1
3447.4,-4.7603,452.2,-177.37,0.035688,43.066,1
3017.7,-4.7849,538.33,-179.53,0.06128,32.3,1
3088.4,-4.6377,516.8,-143.37,0.043324,0,1
2730.9,-4.6983,538.33,-170.13,0.011694,10.767,1
2748.1,-4.6143,538.33,-98.881,0.0021107,-53.833,1
2533.2,-4.6941,430.66,-578,-0.1179,-53.833,1
1592.1,-4.8502,430.66,-781.38,-0.19952,0,1
970.4,-5.0931,430.66,-106.33,0.0080369,0,1
1379.4,-4.8341,430.66,45.963,0.062948,0,1
1062.3,-4.9672,430.66,-35.948,-0.11232,0,1
1307.6,-5.0587,430.66,62.977,-0.029426,0,1
1188.3,-5.026,430.66,-158.23,-0.032914,0,1
991.1,-5.1245,430.66,-29.96,-0.0063875,0,1
1128.4,-5.0388,430.66,128.48,0.13975,0,1
1248.1,-4.845,430.66,141.15,0.026654,0,1
1410.7,-4.9855,430.66,-1.9327,-0.092125,10.767,1
1244.2,-5.0293,452.2,7.8353,-0.028597,0,1
1426.3,-5.0427,430.66,77.607,-0.012021,-10.767,1
1399.4,-5.0533,430.66,-66.634,-0.015772,0,1
1293.1,-5.0743,430.66,372.4,0.07868,0,1
2144.2,-4.896,430.66,567.11,0.067894,0,1
2427.3,-4.9385,430.66,250.03,-0.023931,10.767,1
2644.3,-4.9438,452.2,-99.702,-0.05541,0,1
2227.9,-5.0493,430.66,-309.11,-0.024142,32.3,1
2026.1,-4.9921,516.8,-263.71,-0.014999,10.767,1
1700.4,-5.0793,452.2,-266.19,-0.066794,-43.066,1
1493.7,-5.1257,430.66,239.1,0.044753,0,1
2178.6,-4.9898,452.2,361.75,0.089197,0,1
2217.2,-4.9473,430.66,-261.61,-0.089175,-10.767,1
1655.4,-5.1681,430.66,-268.88,-0.096344,-10.767,1
1679.4,-5.14,409.13,90.141,0.021372,-10.767,1
1835.7,-5.1254,409.13,-285.72,-0.094439,0,1
1108,-5.3289,409.13,-34.058,0.012502,0,1
1767.6,-5.1004,409.13,432.03,0.13635,0,1
1972,-5.0562,409.13,178.42,0.054158,0,1
2124.4,-4.9921,409.13,-245.19,-0.048463,-10.767,1
1481.7,-5.1531,387.6,-356.53,-0.074741,-10.767,1
1411.4,-5.1415,387.6,10.363,-0.0099544,0,1
1502.4,-5.173,387.6,125.59,-0.047047,0,1
1662.5,-5.2356,387.6,55.199,-0.18694,10.767,1
1612.8,-5.5469,409.13,951.28,-0.12924,0,1
3565.1,-5.4941,387.6,1224.5,-0.038432,-10.767,1
4061.7,-5.6237,387.6,503.34,-0.0447,-10.767,1
4571.8,-5.5835,366.06,770.82,-0.032439,344.53,1
5603.3,-5.6886,1076.7,818.41,-0.036726,1119.7,1
6208.6,-5.657,2605.5,411.21,-0.02124,764.43,1
6425.8,-5.7311,2605.5,92.793,-0.03204,10.767,1
6394.2,-5.721,2627.1,61.03,-0.012096,0,1
6547.8,-5.7553,2605.5,561.87,-0.052394,64.6,1
7517.9,-5.8258,2756.2,441.66,-0.016843,86.133,1
7431.2,-5.789,2777.8,-26.867,0.022273,0,1
7464.2,-5.7813,2756.2,234,0.0072429,0,1
7899.2,-5.7745,2777.8,91.519,0.035417,-1109,1
7647.2,-5.7105,538.33,-132.6,0.026692,-1119.7,1
7634,-5.7211,538.33,-232.21,0.047945,0,1
7182.8,-5.6146,538.33,-229.37,0.028538,0,1
7175.2,-5.664,538.33,-100.17,-0.024963,-10.767,1
6982.5,-5.6645,516.8,245.67,-0.037428,-10.767,1
7666.6,-5.7389,516.8,93.942,-0.045245,0,1
7170.4,-5.755,516.8,-25.529,-0.02212,430.66,1
7615.5,-5.7831,1378.1,408.92,0.004612,1109,1
7988.2,-5.7458,2734.7,119.61,0.015284,0,1
7854.7,-5.7526,1378.1,317.44,-0.041466,-1162.8,1
8623.1,-5.8287,409.13,516.64,-0.045109,-21.533,1
8888,-5.8428,1335.1,-807.54,0.032739,1270.5,1
7008,-5.7632,2950,-1439.2,0.0252,807.5,1
6009.5,-5.7924,2950,-889.71,0.0043247,-21.533,1
5228.6,-5.7546,2907,-336.88,0.057222,-32.3,1
5335.8,-5.6779,2885.4,-87.397,0.089243,-43.066,1
5053.8,-5.5761,2820.8,-442.72,0.0038825,-53.833,1
4450.3,-5.6702,2777.8,-402.82,0.0018966,-43.066,1
4248.1,-5.5723,2734.7,-328.27,0.099038,107.67,1
3793.8,-5.4721,2993.1,-243.96,0.0048462,118.43,1
3760.2,-5.5626,2971.6,74.074,-0.045196,-10.767,1
3941.9,-5.5625,2971.6,-28.286,0.073071,-32.3,1
3703.6,-5.4164,2907,202.1,0.011319,-32.3,1
4346.1,-5.5398,2907,333.07,-0.023009,-10.767,1
4369.8,-5.4625,2885.4,-252.74,0.010265,-21.533,1
3840.6,-5.5193,2863.9,-559.9,-0.027835,-32.3,1
3250,-5.5181,2820.8,-391.98,0.020801,-32.3,1
3056.7,-5.4777,2799.3,-9.8131,-0.015365,-699.83,1
3230.4,-5.5489,1421.2,82.854,-0.024174,-678.3,1
3222.4,-5.5261,1442.7,-43.697,-0.018839,721.36,1
3143,-5.5865,2863.9,-175.13,0.0039556,699.83,1
2872.1,-5.5182,2842.4,-191.59,0.053728,-32.3,1
2759.8,-5.4791,2799.3,74.173,-0.012178,-43.066,1
3020.5,-5.5425,2756.2,-12.051,-0.016088,-861.33,1
2735.7,-5.5113,1076.7,-340,0.14582,-839.79,1
2340.5,-5.2509,1076.7,-206.41,0.19896,-10.767,1
2322.9,-5.1134,1055.1,-106.19,0.077526,-21.533,1
2128.1,-5.0958,1033.6,-195.19,0.0069639,-32.3,1
1932.5,-5.0994,990.53,-268.44,0.037191,-419.9,1
1591.2,-5.0214,193.8,-387.46,-0.0062712,-301.46,1
1157.6,-5.112,387.6,-332.83,-0.044595,-32.3,1
925.54,-5.1106,129.2,-59.201,-0.024108,-139.97,1
1039.2,-5.1602,107.67,-112.87,-0.10423,-10.767,1
699.8,-5.3191,107.67,-108.49,-0.0088946,409.13,1
822.18,-5.178,925.93,121.03,0.056832,419.9,1
941.87,-5.2054,947.46,-83.587,-0.069951,53.833,1
655.01,-5.3179,1033.6,-53.15,-0.10084,-64.6,1
835.56,-5.4071,818.26,124.6,-0.002523,-107.67,1
904.21,-5.3229,818.26,125.84,0.03375,0,1
1087.2,-5.3396,818.26,223.13,0.027128,21.533,1
1350.5,-5.2687,861.33,268.4,0.075572,32.3,1
1624,-5.1885,882.86,234.02,0.054597,0,1
1818.5,-5.1595,861.33,-142.86,-0.036844,-21.533,1
1338.3,-5.2622,839.79,-413.14,-0.051784,0,1
992.22,-5.263,861.33,-205.67,0.057285,10.767,1
926.97,-5.1476,861.33,-167.94,-0.081469,0,1
656.34,-5.426,861.33,-187.26,-0.12604,-150.73,1
552.44,-5.3997,559.86,-85.539,0.00092089,-236.87,1
485.26,-5.4241,387.6,-58.201,-0.018478,-86.133,1
436.04,-5.4366,387.6,26.353,0.00097114,64.6,1
537.97,-5.4222,516.8,91.851,0.054492,86.133,1
619.74,-5.3276,559.86,134.31,0.14215,21.533,1
806.59,-5.1379,559.86,4.022,-0.0038781,-183.03,1
627.79,-5.3354,193.8,-76.669,-0.14043,-172.27,1
653.26,-5.4187,215.33,54.199,-0.044415,10.767,1
736.18,-5.4242,215.33,65.807,0.052288,-10.767,1
784.87,-5.3142,193.8,134.94,0.057845,-10.767,1
1006.1,-5.3085,193.8,311.54,0.096836,204.57,1
1407.9,-5.1205,602.93,-53.363,0.020141,96.899,1
899.34,-5.2683,387.6,-341.44,-0.081539,21.533,1
725.07,-5.2836,646,-85.172,-0.046112,129.2,1
728.99,-5.3605,646,53.66,0.017103,0,1
832.39,-5.2494,646,-90.191,0.010448,-269.17,1
548.61,-5.3396,107.67,-284.02,-0.12938,-258.4,1
264.34,-5.5081,129.2,-103.54,0.013858,236.87,1
341.53,-5.3119,581.4,39.813,0.09391,215.33,1
343.97,-5.3203,559.86,-61.625,-0.050962,-193.8,1
218.28,-5.4138,193.8,-106.86,-0.062289,-215.33,1
130.25,-5.4449,129.2,-22.969,-0.013383,150.73,1
172.34,-5.4406,495.26,11.259,-0.022293,183.03,0
152.76,-5.4895,495.26,-27.233,-0.04702,-161.5,0
117.88,-5.5346,172.27,31.944,0.078154,-10.767,0
