@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
1550.2,1545.6,5.0812,1.224,2950,2928.5,0.15618,0.14246,37,15,1
1943.2,1938.6,5.0723,1.152,2907,2885.4,0.1688,0.15508,39,17,1
1696.5,1691.9,4.9944,1.0096,2907,2885.4,0.15925,0.14553,38,16,1
2372.4,2367.8,4.926,0.94124,2519.4,2497.9,0.15942,0.14571,35,13,1
2486.2,2481.6,4.6819,0.69714,2584,2562.5,0.1895,0.17579,33,11,1
2098,2093.4,4.7178,0.73308,2584,2562.5,0.16654,0.15283,33,11,1
2071.8,2067.2,4.6009,0.61612,2562.5,2540.9,0.1676,0.15389,34,12,1
1295.4,1290.8,4.8849,0.90017,2497.9,2476.3,0.14476,0.13105,36,14,1
1346.1,1341.5,5.1653,1.1806,2476.3,2454.8,0.085263,0.071548,37,15,1
735.05,730.45,5.2975,1.3127,2196.4,2174.9,0.040637,0.026921,48,26,1
309.57,304.96,5.1808,1.1961,2540.9,2519.4,0.058835,0.04512,36,14,1
237.16,232.55,5.1419,1.0519,2519.4,2497.9,0.046595,0.03288,36,14,1
244.94,240.33,5.0155,0.81527,2584,2562.5,0.048089,0.034374,35,13,1
253.36,248.75,4.8401,0.63995,2584,2562.5,0.048185,0.034469,35,13,1
87.454,82.847,5.0244,0.82425,2605.5,2584,0.043793,0.030078,34,12,1
18.974,14.367,5.2633,1.0631,2562.5,2540.9,0.030106,0.01639,35,13,1
20.778,16.171,5.1358,0.93558,2584,2562.5,0.034836,0.021121,35,13,1
28.991,24.384,5.0737,0.87354,2584,2562.5,0.027446,0.013731,35,13,1
70.375,65.768,5.295,1.0948,2584,2562.5,0.027623,0.013908,34,12,1
65.848,61.241,5.219,1.0188,2497.9,2476.3,0.024146,0.010431,35,13,0
64.819,60.212,5.1768,0.97667,2562.5,2540.9,0.02169,0.0079746,35,13,0
66.669,62.062,5.2025,1.0023,2584,2562.5,0.020127,0.0064112,36,14,0
64.569,59.962,5.1744,0.97425,2368.7,2347.1,0.015672,0.0019564,35,13,0
67.866,63.259,5.3222,1.122,2476.3,2454.8,0.013573,0,36,14,0
63.969,59.362,5.3356,1.1354,2584,2562.5,0.01196,0,35,13,0
57.457,52.85,5.2362,1.036,2519.4,2497.9,0.012951,0.00099061,35,13,0
57.4,52.794,5.215,1.0149,2519.4,2497.9,0.0095073,0,35,13,0
52.872,48.265,5.2157,1.0155,2540.9,2519.4,0.0097936,0.00028633,35,13,0
49.187,44.581,5.1139,0.91372,21.533,0,0.012085,0.002578,35,13,0
48.345,43.738,5.2143,1.0141,2519.4,2497.9,0.0077203,0,36,14,0
46.791,42.184,5.1766,0.97644,2584,2562.5,0.007921,0.00020078,34,12,0
44.415,39.808,5.2417,1.0415,64.6,43.066,0.0066602,0,35,13,0
41.854,37.247,5.4123,1.2121,43.066,21.533,0.0039648,0,36,14,0
36.695,32.089,5.2941,1.0939,21.533,0,0.0041764,0.00021161,35,13,0
35.272,30.665,5.276,1.0759,64.6,43.066,0.0043684,0.00040364,36,14,0
36.046,31.439,5.399,1.1988,21.533,0,0.0032359,0,35,13,0
33.221,28.614,5.4913,1.2911,21.533,0,0.0029923,0,34,12,0
63.467,58.86,5.5451,1.3449,64.6,43.066,0.0040014,0.0010091,89,67,0
51.797,47.191,5.3263,1.1261,1378.1,1356.6,0.018243,0.01525,45,23,0
69.077,64.47,5.2641,1.0639,1076.7,1055.1,0.037304,0.034312,29,7,1
109.9,105.29,5.0961,0.89593,1722.7,1701.1,0.088475,0.085483,24,2,1
235.44,230.84,5.0448,0.84459,2950,2928.5,0.11126,0.10827,22,0,1
829.22,824.62,4.9803,0.78013,1248.9,1227.4,0.12988,0.12689,19,0,1
1332.9,1328.3,4.6421,0.44187,1292,1270.5,0.14542,0.14242,17,0,1
1172.7,1168.1,4.5031,0.30295,1270.5,1248.9,0.1392,0.1362,17,0,1
1387.2,1382.6,4.7679,0.56769,1270.5,1248.9,0.15935,0.15636,17,0,1
1486.5,1481.9,4.5766,0.37639,3057.7,3036.2,0.17068,0.16769,19,2,1
1915.4,1910.8,4.5403,0.34013,3057.7,3036.2,0.17386,0.17087,20,3,1
2014,2009.4,5.1023,0.90213,3143.8,3122.3,0.092898,0.089906,17,0,1
2679.3,2674.7,4.7248,0.52466,2562.5,2540.9,0.18002,0.17703,16,0,1
3413.6,3409,4.5355,0.33527,2605.5,2584,0.19727,0.19427,15,0,1
3887.5,3882.9,4.3907,0.19055,2605.5,2584,0.18736,0.18436,15,0,1
4771.9,4767.3,4.7237,0.52356,2627.1,2605.5,0.14461,0.14162,15,0,1
4979,4974.4,4.5525,0.35227,2648.6,2627.1,0.22923,0.22624,14,0,1
5086.3,5081.7,4.4824,0.28218,2648.6,2627.1,0.258,0.25501,15,1,1
5441.1,5436.5,4.6813,0.48113,2605.5,2584,0.21698,0.21399,15,1,1
5036.9,5032.3,4.9084,0.70823,2584,2562.5,0.14783,0.14484,16,2,1
4802.7,4798.1,5.0059,0.80569,2562.5,2540.9,0.13427,0.13128,16,2,1
5370.3,5365.7,5.1986,0.99838,2627.1,2605.5,0.094779,0.091787,16,2,1
4583,4578.4,5.1758,0.97566,2540.9,2519.4,0.09797,0.094977,16,2,1
4796.3,4791.7,5.107,0.90686,2627.1,2605.5,0.11093,0.10793,16,2,1
4227.5,4222.9,5.1065,0.90629,2540.9,2519.4,0.12072,0.11772,16,2,1
4269.2,4264.6,5.1899,0.98969,3079.2,3057.7,0.089334,0.086342,19,5,1
3904.5,3899.9,5.2783,1.0781,2497.9,2476.3,0.08188,0.078887,21,7,1
3386.9,3382.3,5.2519,1.0517,4608.1,4586.6,0.12096,0.11797,23,9,1
3306.9,3302.3,5.1764,0.97625,2777.8,2756.2,0.10429,0.1013,27,13,1
2638,2619,5.212,1.0118,2777.8,2756.2,0.093838,0.090846,27,13,1
2882.2,2863.2,5.2485,1.0483,2799.3,2777.8,0.08452,0.081527,26,12,1
2567.7,2548.7,5.221,1.0208,4608.1,4586.6,0.099787,0.096795,23,9,1
2345.6,2326.7,5.0924,0.89224,4608.1,4586.6,0.1396,0.13661,24,10,1
2000.5,1981.5,5.0437,0.84353,4565,4543.5,0.13684,0.13385,24,10,1
2173.3,2154.3,4.8794,0.67917,4586.6,4565,0.14862,0.14562,24,10,1
2010.5,1991.5,4.898,0.69781,4629.6,4608.1,0.19672,0.19372,24,10,1
3593.9,3574.9,4.6692,0.46903,2907,2885.4,0.21726,0.21427,23,9,1
3033.6,3014.6,4.6741,0.47391,2928.5,2907,0.22363,0.22064,23,9,1
3004.9,2986,4.799,0.59884,2971.6,2950,0.20391,0.20092,22,8,1
3492.5,3473.5,4.9317,0.73149,3036.2,3014.6,0.18928,0.18629,21,7,1
3307.5,3288.5,4.8804,0.68024,3079.2,3057.7,0.1908,0.18781,19,5,1
3363.5,3344.5,4.7151,0.51496,2497.9,2476.3,0.18033,0.17733,19,5,1
3342.5,3323.6,4.6727,0.47251,2476.3,2454.8,0.22086,0.21787,19,5,1
3231.8,3212.8,4.6868,0.48658,3079.2,3057.7,0.22553,0.22254,19,5,1
2916.7,2897.7,4.7396,0.50078,3100.8,3079.2,0.22936,0.22637,19,5,1
2778.3,2759.4,4.5712,0.27581,2476.3,2454.8,0.20521,0.20222,19,5,1
2481.7,2462.8,4.7105,0.41505,3079.2,3057.7,0.21873,0.21574,19,5,1
2557.3,2538.4,4.8002,0.50482,3057.7,3036.2,0.18763,0.18463,19,5,1
2560.7,2541.8,4.7893,0.49386,3036.2,3014.6,0.21329,0.21029,20,6,1
2624.8,2605.8,4.7773,0.48185,2993.1,2971.6,0.20507,0.20208,21,7,1
3176.9,3157.9,4.7982,0.50279,2971.6,2950,0.18669,0.1837,22,8,1
3044,3025,4.8895,0.59406,2928.5,2907,0.17349,0.17049,23,9,1
2732.8,2713.8,5.0727,0.77727,2885.4,2863.9,0.15162,0.14863,23,9,1
2941.6,2922.6,5.2477,0.95231,4651.2,4629.6,0.12482,0.12183,23,9,1
3190.1,3171.2,4.7819,0.48649,2928.5,2907,0.2145,0.2115,23,9,1
3181,3162,4.766,0.47056,2993.1,2971.6,0.20386,0.20087,21,7,1
3449.8,3430.8,4.6328,0.33734,3014.6,2993.1,0.22132,0.21833,21,7,1
3756.1,3737.1,4.6054,0.31002,3014.6,2993.1,0.2672,0.26421,21,7,1
2914.6,2895.6,4.4987,0.20323,2390.2,2368.7,0.21217,0.20918,22,8,1
3201.9,3182.9,4.4363,0.14087,2368.7,2347.1,0.26562,0.26262,22,8,1
3379.9,3360.9,4.6189,0.32348,2368.7,2347.1,0.25661,0.25361,23,9,1
2502.4,2483.4,4.7711,0.47566,2347.1,2325.6,0.24025,0.23725,23,9,1
3235.3,3216.3,4.5402,0.24482,2390.2,2368.7,0.23256,0.22956,22,8,1
2821.6,2802.6,4.6248,0.32933,2433.3,2411.7,0.18041,0.17741,20,6,1
2276,2257,4.7926,0.49718,2433.3,2411.7,0.16922,0.16623,20,6,1
2287.5,2268.5,4.746,0.45062,2411.7,2390.2,0.20404,0.20105,21,7,1
2460.3,2441.3,4.5306,0.23521,2368.7,2347.1,0.20497,0.20197,22,8,1
2458.6,2439.7,4.5065,0.21108,2390.2,2368.7,0.18417,0.18118,22,8,1
855.62,836.65,4.955,0.65954,3036.2,3014.6,0.14734,0.14435,20,6,1
1159.5,1140.5,4.6873,0.37074,2411.7,2390.2,0.15589,0.1529,21,7,1
1375.4,1356.4,4.5726,0.256,2433.3,2411.7,0.16921,0.16622,21,7,1
1136.9,1118,4.5546,0.23802,2390.2,2368.7,0.15469,0.1517,21,7,1
1516,1497,4.5001,0.1835,2390.2,2368.7,0.15682,0.15383,21,7,1
944.89,925.92,4.6712,0.34851,2411.7,2390.2,0.13956,0.13657,21,7,1
791.26,772.28,4.7563,0.43356,2390.2,2368.7,0.15918,0.15619,21,7,1
1072.6,1053.6,4.8596,0.53328,1744.2,1722.7,0.17013,0.16714,23,9,1
1206.4,1187.4,4.6397,0.24898,1744.2,1722.7,0.16048,0.15748,24,10,1
1188.3,1169.4,4.6555,0.26474,1744.2,1722.7,0.17194,0.16895,24,10,1
1125.8,1106.8,4.7421,0.3514,1744.2,1722.7,0.16613,0.16314,23,9,1
884.15,865.18,4.9018,0.51104,1744.2,1722.7,0.13499,0.13199,23,9,1
757.92,738.95,5.3051,0.91434,1141.3,1119.7,0.084459,0.081466,25,11,1
972.21,953.24,5.1949,0.80416,2325.6,2304.1,0.050472,0.04748,24,10,1
373.36,354.39,5.0199,0.6292,602.93,581.4,0.06336,0.060367,24,10,1
274.47,255.5,4.9183,0.52755,602.93,581.4,0.058374,0.055381,23,9,1
179.45,160.48,4.9084,0.51763,602.93,581.4,0.052507,0.049515,24,10,1
57.548,38.574,5.0258,0.63511,602.93,581.4,0.046275,0.043282,23,9,1
48.392,29.418,4.9355,0.54478,1744.2,1722.7,0.049271,0.046279,23,9,1
26.167,7.1935,5.0217,0.63093,2325.6,2304.1,0.048364,0.045372,23,9,1
43.172,24.199,5.179,0.78824,1787.3,1765.7,0.033096,0.030104,24,10,1
38.492,19.519,5.1057,0.71494,2390.2,2368.7,0.036927,0.033935,24,10,1
48.969,29.996,5.0969,0.70618,1184.3,1162.8,0.029891,0.026899,23,9,0
59.237,40.264,5.109,0.71828,2390.2,2368.7,0.026797,0.023805,23,9,0
53.88,34.907,5.0364,0.64563,1744.2,1722.7,0.027138,0.024145,24,10,0
54.61,35.636,5.0065,0.61574,602.93,581.4,0.020123,0.017131,24,10,0
51.524,32.55,4.943,0.55227,1184.3,1162.8,0.017977,0.014985,23,9,0
59.243,40.27,5.1326,0.74191,2347.1,2325.6,0.016722,0.013729,23,9,0
56.733,37.759,5.107,0.7163,1184.3,1162.8,0.013654,0.010662,24,10,0
50.249,31.275,4.9819,0.59113,1162.8,1141.3,0.013566,0.010573,23,9,0
51.568,32.594,5.092,0.70128,21.533,0,0.013896,0.010903,23,9,0
47.657,28.684,4.9826,0.59187,2390.2,2368.7,0.014213,0.01122,23,9,0
47.026,28.052,5.1664,0.77567,21.533,0,0.010154,0.0071612,23,9,0
45.509,26.535,5.1777,0.78698,1722.7,1701.1,0.0079149,0.0049226,24,10,0
41.227,22.254,5.2333,0.84255,21.533,0,0.0055882,0.0025959,23,9,0
83.427,64.453,5.5083,1.1176,1184.3,1162.8,0.01022,0.0072277,91,77,0
5.5143,0,5.3301,0.93934,1378.1,1356.6,0.025589,0.022597,42,28,0
148.82,143.3,5.2872,0.89645,1636.5,1615,0.071372,0.068379,29,15,1
404.18,398.67,4.8057,0.41494,1141.3,1119.7,0.10928,0.10629,27,13,1
370.99,365.47,4.7782,0.38748,1141.3,1119.7,0.09962,0.096627,25,11,1
228.96,223.45,4.923,0.53229,581.4,559.86,0.079248,0.076256,26,12,1
352.31,346.8,4.4597,0.068986,1119.7,1098.2,0.072564,0.069571,28,14,1
189.66,184.15,4.7137,0.32295,1119.7,1098.2,0.063465,0.060473,29,15,1
315.73,310.21,4.4713,0.080582,1098.2,1076.7,0.069631,0.066638,29,15,1
177.43,171.91,4.7957,0.405,1076.7,1055.1,0.064015,0.061022,32,18,1
201.39,195.88,4.5782,0.18744,1076.7,1055.1,0.060768,0.057776,33,19,1
181.29,175.78,4.7522,0.36146,1098.2,1076.7,0.076031,0.073039,32,18,1
182.3,176.79,4.9121,0.52135,559.86,538.33,0.088307,0.085314,29,15,1
469.55,464.03,4.4831,0.092397,1076.7,1055.1,0.11108,0.10809,28,14,1
500.81,495.3,4.5584,0.16771,2756.2,2734.7,0.12743,0.12443,27,13,1
758.8,753.28,4.4472,0.056488,1119.7,1098.2,0.15351,0.15052,26,12,1
689.32,683.8,4.8173,0.42655,2863.9,2842.4,0.15226,0.14927,24,10,1
1033.6,1028.1,4.7363,0.34554,2928.5,2907,0.18016,0.17717,23,9,1
1068,1062.5,4.6902,0.2995,4715.8,4694.2,0.16785,0.16486,22,8,1
1009.9,1004.4,4.8741,0.4834,4780.4,4758.8,0.15591,0.15291,21,7,1
739.84,734.33,5.0349,0.64415,4845,4823.4,0.13989,0.1369,20,6,1
928.5,922.99,5.0658,0.67509,624.46,602.93,0.13848,0.13549,19,5,1
636.86,631.35,4.9308,0.54002,624.46,602.93,0.12354,0.12055,19,5,1
416.21,410.69,4.9332,0.54247,3079.2,3057.7,0.11188,0.10889,19,5,1
454.06,448.54,5.1074,0.71664,3079.2,3057.7,0.10709,0.1041,19,5,1
529.49,523.97,5.1163,0.72557,3079.2,3057.7,0.11208,0.10909,19,5,1
971.4,965.89,5.1518,0.76108,1248.9,1227.4,0.11979,0.1168,18,4,1
1117.7,1112.2,4.9392,0.54849,3036.2,3014.6,0.16637,0.16338,20,6,1
1299.6,1294.1,4.6701,0.27937,4801.9,4780.4,0.18016,0.17717,21,7,1
1300.5,1295,4.6329,0.24216,3036.2,3014.6,0.20899,0.206,20,6,1
1249.9,1244.4,5.2826,0.89186,3079.2,3057.7,0.10013,0.097141,19,5,1
1541.8,1536.3,5.3627,0.97198,2497.9,2476.3,0.069701,0.066709,19,5,1
1460.6,1455.1,5.271,0.88028,1270.5,1248.9,0.058144,0.055152,17,3,1
1650.9,1645.4,5.3244,0.9337,1270.5,1248.9,0.053385,0.050392,20,6,1
1473.4,1467.9,5.1368,0.74602,1313.5,1292,0.07831,0.075318,15,1,1
1665.3,1659.8,5.2802,0.88951,1313.5,1292,0.05683,0.053838,22,8,1
1201.9,1196.4,5.2474,0.85668,2950,2928.5,0.098578,0.095585,22,8,1
933.14,927.62,5.3191,0.92835,1184.3,1162.8,0.086906,0.083914,23,9,1
997.59,992.07,5.2453,0.85458,1184.3,1162.8,0.089064,0.086072,23,9,1
958.66,953.15,5.2088,0.81809,1184.3,1162.8,0.054647,0.051655,98,84,1
1126.3,1120.8,5.1468,0.75604,602.93,581.4,0.061006,0.058014,102,88,1
519.88,514.36,5.2355,0.84479,602.93,581.4,0.050255,0.047263,28,14,1
368.51,363,4.9836,0.59283,602.93,581.4,0.044744,0.041751,24,10,1
166.24,160.73,5.1079,0.71717,602.93,581.4,0.032126,0.029134,24,10,1
167.59,162.07,4.9719,0.58119,602.93,581.4,0.039371,0.036378,23,9,1
113.46,107.95,4.9287,0.53794,602.93,581.4,0.032613,0.029621,23,9,1
41.431,35.917,5.055,0.66426,602.93,581.4,0.038112,0.035119,23,9,1
29.052,23.537,5.1324,0.74166,624.46,602.93,0.02608,0.023087,23,9,1
39.218,33.704,5.2019,0.81112,1184.3,1162.8,0.023416,0.020424,24,10,1
26.057,20.543,5.0541,0.66337,1184.3,1162.8,0.026949,0.023956,23,9,1
43.892,38.378,5.0406,0.64989,1205.9,1184.3,0.019048,0.016056,23,9,1
67.326,61.812,5.2266,0.83583,21.533,0,0.013994,0.011002,23,9,1
52.881,47.366,5.0172,0.62646,1184.3,1162.8,0.018132,0.01514,22,8,0
47.823,42.308,4.9402,0.54951,1184.3,1162.8,0.021123,0.018131,23,9,0
50.524,45.01,4.9412,0.55049,1227.4,1205.9,0.019614,0.016622,22,8,0
60.491,54.977,5.2048,0.81412,43.066,21.533,0.0083601,0.0053679,23,9,0
57.861,52.347,5.1518,0.76107,21.533,0,0.0095416,0.0065493,23,9,0
50.765,45.251,4.9671,0.57632,1184.3,1162.8,0.01388,0.010888,22,8,0
60.713,55.198,5.2427,0.85196,21.533,0,0.0078741,0.0048818,20,6,0
49.579,44.065,5.1083,0.71753,1335.1,1313.5,0.015234,0.012242,45,31,1
147.01,141.49,5.0366,0.64584,1335.1,1313.5,0.036282,0.033289,42,28,1
181.8,176.29,5.3243,0.93352,1055.1,1033.6,0.052449,0.049457,29,15,1
400.65,395.14,5.1181,0.72733,1162.8,1141.3,0.095629,0.092637,25,11,1
587.19,581.67,4.4734,0.08269,1184.3,1162.8,0.099161,0.096169,22,8,1
413.01,407.5,4.5789,0.18812,1184.3,1162.8,0.081601,0.078609,23,9,1
498.14,492.63,4.5538,0.16309,1162.8,1141.3,0.085115,0.082123,24,10,1
497.16,491.65,4.4006,0.0098416,1184.3,1162.8,0.082889,0.079896,25,11,1
248.87,243.35,4.6732,0.28243,1141.3,1119.7,0.080082,0.07709,25,11,1
349.31,343.8,4.6591,0.26833,1162.8,1141.3,0.08417,0.081177,27,13,1
522.23,516.72,4.3797,0,1141.3,1119.7,0.08647,0.083478,29,15,1
538.24,532.73,4.7929,0.41328,1184.3,1162.8,0.077713,0.074721,25,11,1
501.96,496.44,4.5749,0.19528,1184.3,1162.8,0.10194,0.09895,22,8,1
418.49,412.97,4.6149,0.23528,1205.9,1184.3,0.10019,0.097198,22,8,1
487.91,482.39,4.5186,0.13894,1098.2,1076.7,0.10471,0.10172,22,8,1
631.61,626.1,4.4745,0.094855,2907,2885.4,0.12187,0.11888,23,9,1
800.89,795.38,4.5131,0.13348,1184.3,1162.8,0.12475,0.12176,22,8,1
816.22,810.71,4.8681,0.48846,602.93,581.4,0.10886,0.10587,23,9,1
1223.9,1218.3,4.9479,0.5682,602.93,581.4,0.082589,0.079597,24,10,1
1349.3,1343.8,4.9688,0.58911,1335.1,1313.5,0.060775,0.057783,23,9,1
951.4,945.88,5.1881,0.80846,602.93,581.4,0.063672,0.06068,23,9,1
1443.5,1438,5.0402,0.66058,602.93,581.4,0.058336,0.055344,23,9,1
1168.1,1162.6,5.0668,0.68715,1313.5,1292,0.072772,0.06978,22,8,1
1189.7,1184.2,5.0281,0.64849,1313.5,1292,0.085246,0.082253,22,8,1
1075.4,1069.9,5.1784,0.79876,1205.9,1184.3,0.063351,0.060359,24,10,1
1392.3,1386.8,4.9894,0.60978,1335.1,1313.5,0.059766,0.056774,84,70,1
1672.5,1667,4.8478,0.46809,1313.5,1292,0.066622,0.063629,87,73,1
1302.4,1296.9,4.8368,0.45717,1292,1270.5,0.066478,0.063486,86,72,1
509.16,503.64,5.1379,0.75827,1248.9,1227.4,0.10733,0.10434,22,8,1
576.77,571.26,4.9222,0.54258,2907,2885.4,0.10438,0.10139,23,9,1
468.77,463.26,4.8792,0.4995,1184.3,1162.8,0.096313,0.09332,24,10,1
422.72,417.21,5.1502,0.77055,1313.5,1292,0.067153,0.064161,25,11,1
309.49,303.98,4.8368,0.45717,624.46,602.93,0.047897,0.044904,24,10,1
212.61,207.1,4.7207,0.341,1141.3,1119.7,0.043673,0.040681,24,10,1
71.845,66.331,4.8518,0.47217,1162.8,1141.3,0.034911,0.031919,23,9,1
228.7,223.19,4.4361,0.056478,602.93,581.4,0.049772,0.046779,23,9,1
110.39,104.88,4.5402,0.16055,602.93,581.4,0.040457,0.037465,24,10,1
42.883,37.369,4.7465,0.36683,602.93,581.4,0.032372,0.029379,23,9,1
7.363,1.8487,4.7598,0.38015,1205.9,1184.3,0.0389,0.035908,24,10,1
28.471,22.957,4.8465,0.46687,624.46,602.93,0.030169,0.027177,24,10,1
48.822,43.307,4.9683,0.58864,602.93,581.4,0.025238,0.022246,24,10,1
50.138,44.623,4.9505,0.57085,602.93,581.4,0.021232,0.01824,24,10,0
42.516,37.002,4.8334,0.45373,1184.3,1162.8,0.021578,0.018586,23,9,0
35.587,30.073,4.6861,0.30645,1184.3,1162.8,0.026857,0.023865,23,9,0
46.132,40.618,4.8316,0.45189,602.93,581.4,0.015733,0.01274,24,10,0
31.343,25.829,4.5304,0.15075,1205.9,1184.3,0.020284,0.017292,23,9,0
39.118,33.603,4.6768,0.29718,602.93,581.4,0.0141,0.011108,24,10,0
41.951,36.437,4.7604,0.38073,602.93,581.4,0.013501,0.010509,24,10,0
48.243,42.728,5.1254,0.74571,21.533,0,0.0084724,0.0054802,23,9,0
63.146,57.632,5.1685,0.78886,1313.5,1292,0.014785,0.011792,51,37,1
167.58,162.07,5.1197,0.74002,1313.5,1292,0.034788,0.031796,44,30,1
596.85,591.33,5.2698,0.89013,1076.7,1055.1,0.059997,0.057004,27,13,1
603.95,598.43,5.2373,0.85766,1205.9,1184.3,0.077487,0.074495,20,6,1
1651.8,1646.2,4.5544,0.1747,1292,1270.5,0.14747,0.14448,16,2,1
2203.6,2198.1,4.0193,0,1313.5,1292,0.13472,0.13172,15,1,1
2506,2500.5,4.0277,0.0083993,1313.5,1292,0.15061,0.14762,16,2,1
2077.9,2072.4,4.4527,0.43336,1313.5,1292,0.15849,0.1555,16,2,1
1389.7,1384.2,4.8551,0.8358,1270.5,1248.9,0.11233,0.10933,18,4,1
1346.3,1340.8,4.8874,0.86807,1184.3,1162.8,0.085749,0.082757,22,8,1
1727.4,1721.9,5.0465,1.0272,1184.3,1162.8,0.045853,0.04286,23,9,1
1812.4,1806.9,5.0737,1.0544,1162.8,1141.3,0.06463,0.061638,24,10,1
1224.5,1219,5.0833,1.0639,1205.9,1184.3,0.10002,0.097033,18,4,1
1603.5,1598,4.9096,0.89029,1270.5,1248.9,0.14801,0.14501,18,4,1
1461.7,1456.2,4.6274,0.60806,1248.9,1227.4,0.17467,0.17168,19,5,1
1372.5,1367,4.7898,0.77054,1248.9,1227.4,0.1998,0.19681,20,6,1
1463.5,1458,4.6924,0.67314,1851.9,1830.3,0.20196,0.19896,20,6,1
1811.1,1805.6,4.62,0.60072,2433.3,2411.7,0.24103,0.23803,20,6,1
2089.8,2084.3,4.8314,0.81205,2433.3,2411.7,0.25848,0.25549,21,7,1
2487.6,2482.1,5.0812,1.0619,2347.1,2325.6,0.20035,0.19736,23,9,1
3395.9,3390.4,5.146,1.1267,2799.3,2777.8,0.1426,0.13961,26,12,1
3548,3542.4,4.9984,0.9791,2713.2,2691.7,0.14575,0.14275,30,16,1
2390.7,2385.2,5.1824,1.1631,2605.5,2584,0.13904,0.13605,33,19,1
2022.4,2016.9,5.1309,1.1116,2562.5,2540.9,0.1505,0.14751,34,20,1
1592.6,1587.1,5.1194,1.1001,4586.6,4565,0.18425,0.18126,34,20,1
1667.3,1661.8,5.1521,1.1328,4586.6,4565,0.20301,0.20002,34,20,1
1759.3,1753.8,5.0066,0.98731,2584,2562.5,0.17114,0.16815,33,19,1
1596.8,1591.3,5.2643,1.245,2540.9,2519.4,0.18154,0.17855,35,21,1
1168.3,1162.8,5.4281,1.4088,2971.6,2950,0.1487,0.14469,37,23,1
1173.4,1167.9,5.278,1.2587,4371.2,4349.7,0.13776,0.13217,38,24,1
1262.4,1256.9,5.2634,1.2441,2907,2885.4,0.14501,0.13942,39,25,1
1207.8,1202.3,5.3535,1.3342,2842.4,2820.8,0.13072,0.12513,40,26,1
1322.1,1316.6,5.4127,1.3934,2756.2,2734.7,0.12117,0.11558,44,30,1
909.6,904.09,5.2819,1.2626,2713.2,2691.7,0.12629,0.12071,45,31,1
792.68,787.16,5.3579,1.3386,3143.8,3122.3,0.14192,0.13633,46,32,1
900.51,894.99,5.2371,1.2178,3100.8,3079.2,0.13106,0.12547,47,33,1
913.61,908.09,5.213,1.1937,3100.8,3079.2,0.13262,0.12703,47,33,1
988.32,982.81,5.2057,1.1864,3079.2,3057.7,0.14568,0.14009,48,34,1
898.71,893.2,5.0713,1.052,3100.8,3079.2,0.14248,0.13689,47,33,1
829.51,824,5.0167,0.99737,3100.8,3079.2,0.13521,0.12962,47,33,1
842.98,837.47,5.0598,1.0405,3122.3,3100.8,0.16339,0.1578,47,33,1
938.3,932.78,5.1594,1.1401,3100.8,3079.2,0.17272,0.16713,48,34,1
825.35,819.84,5.1924,1.1731,3036.2,3014.6,0.15616,0.15057,49,35,1
747.11,741.6,5.0758,1.0565,3036.2,3014.6,0.13996,0.13437,49,35,1
782.18,776.67,5.0873,1.068,3057.7,3036.2,0.14476,0.13917,49,35,1
744.34,738.82,5.2284,1.2091,3036.2,3014.6,0.15145,0.14586,50,35,1
724.37,718.86,5.2661,1.2468,2971.6,2950,0.12399,0.1184,51,36,1
648.41,642.9,5.2361,1.2168,2971.6,2950,0.11239,0.1068,53,38,1
446.49,440.97,5.1967,1.1774,3359.2,3337.6,0.10844,0.10285,53,38,1
449.44,443.93,5.2679,1.2486,3359.2,3337.6,0.099116,0.093528,53,38,1
418.31,412.79,5.215,1.1957,3337.6,3316.1,0.087045,0.081457,53,38,1
427.13,421.61,5.1936,1.1743,3337.6,3316.1,0.098899,0.093311,53,38,1
430.7,425.18,5.1678,1.1485,3316.1,3294.6,0.12333,0.11774,54,39,1
492.71,487.19,5.1135,1.0941,3316.1,3294.6,0.12398,0.11839,54,39,1
541.17,535.65,5.1109,1.0916,3337.6,3316.1,0.1351,0.12951,53,38,1
427.88,422.37,5.1069,1.0876,3316.1,3294.6,0.12553,0.11994,54,39,1
482.42,476.91,5.239,1.2197,3359.2,3337.6,0.13601,0.13042,53,38,1
645.94,640.43,5.2508,1.2315,2993.1,2971.6,0.14086,0.13528,51,36,1
665.4,659.89,5.0846,1.0653,3036.2,3014.6,0.13195,0.12636,50,35,1
656.45,650.94,5.0026,0.98334,3014.6,2993.1,0.14144,0.13585,50,35,1
648.82,643.3,5.1037,1.0844,4672.7,4651.2,0.1536,0.14801,51,36,1
692.97,687.45,5.0241,1.0048,2993.1,2971.6,0.15152,0.14593,52,37,1
585.55,580.04,5.0682,1.0489,4629.6,4608.1,0.14036,0.13477,52,37,1
527.86,522.35,5.0231,1.0038,3359.2,3337.6,0.12454,0.11895,53,38,1
