@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
941.41,923.97,4.9074,1.1078,409.13,236.87,0.036429,0.035919,56,50,1
1053.3,1035.9,4.8096,1.01,409.13,236.87,0.025208,0.024698,58,52,1
1114.4,1097,4.7738,0.97424,796.73,624.46,0.03115,0.03064,59,53,1
929.09,911.65,4.9485,1.1489,409.13,236.87,0.026146,0.025636,59,53,1
708.17,690.73,4.9158,1.1162,409.13,236.87,0.035231,0.034721,61,55,1
926.35,908.91,4.9817,1.1821,387.6,215.33,0.029157,0.028647,62,56,1
1361.5,1344,4.8007,1.0011,753.66,581.4,0.036896,0.036386,63,57,1
1267.3,1249.8,4.9432,1.1437,753.66,581.4,0.029393,0.028883,62,56,1
1332.3,1314.8,5.0198,1.2202,753.66,581.4,0.027652,0.027141,67,61,1
1711.9,1694.5,5.0752,1.2756,732.13,559.86,0.04592,0.045409,76,70,1
2635,2617.6,5.2589,1.4593,753.66,581.4,0.036079,0.035569,79,73,1
3669.5,3652.1,5.1158,1.3162,990.53,818.26,0.045417,0.044907,126,120,1
2874.4,2856.9,5.2372,1.4376,947.46,775.2,0.043026,0.042516,72,66,1
3988.6,3971.1,5.2402,1.4406,2454.8,2282.5,0.044054,0.043544,22,16,1
5246.7,5229.3,5.1395,1.34,1808.8,1636.5,0.057638,0.057128,21,15,1
5463.3,5445.8,5.2205,1.4209,2239.5,2067.2,0.058941,0.058431,50,44,1
5378.7,5361.3,5.2469,1.4473,2627.1,2454.8,0.046477,0.045967,132,126,1
4278.9,4261.4,5.3026,1.503,2584,2411.7,0.05021,0.0497,32,26,1
5758.7,5741.2,5.227,1.4274,2584,2411.7,0.059177,0.058667,40,34,1
5639.4,5621.9,5.2685,1.4689,1033.6,861.33,0.045956,0.045446,73,67,1
5693.6,5676.2,5.259,1.4594,1227.4,1055.1,0.052348,0.051838,100,94,1
5034.2,5016.7,5.2637,1.4641,2648.6,2476.3,0.066086,0.065576,79,73,1
4298.8,4281.3,5.2375,1.4379,1292,1119.7,0.044603,0.044093,108,102,1
4765.2,4747.7,5.2388,1.4392,2691.7,2519.4,0.06572,0.06521,43,37,1
3877.7,3860.3,5.3642,1.5646,2627.1,2454.8,0.052644,0.052134,14,8,1
4345.9,4328.5,5.1996,1.4,2670.1,2497.9,0.047422,0.046912,44,38,1
3698.5,3681.1,5.2084,1.4088,1055.1,882.86,0.057264,0.056754,63,57,1
4138.3,4120.8,5.2239,1.4243,1248.9,1076.7,0.05526,0.05475,107,101,1
4084,4066.5,5.2229,1.4233,1292,1119.7,0.039,0.03849,75,69,1
5499.9,5482.5,5.2413,1.4417,1076.7,904.39,0.045184,0.044674,22,16,1
6089.9,6072.5,5.2375,1.4379,2734.7,2562.5,0.063644,0.063134,14,8,1
5176.1,5158.6,5.2283,1.4287,2799.3,2627.1,0.05197,0.05146,76,70,1
5104.6,5087.1,5.201,1.4015,1055.1,882.86,0.050254,0.049744,82,76,1
5741,5723.5,5.1696,1.37,1248.9,1076.7,0.05885,0.05834,72,66,1
4093.9,4076.5,5.1232,1.3236,1270.5,1098.2,0.04209,0.04158,127,121,1
4961.2,4943.7,5.1028,1.3033,2670.1,2497.9,0.039919,0.039409,70,64,1
3701.3,3683.9,5.1104,1.3108,1270.5,1098.2,0.04663,0.046119,84,78,1
4131.6,4114.1,4.9854,1.1859,1227.4,1055.1,0.055208,0.054698,66,60,1
2971.1,2953.6,5.0597,1.2601,1055.1,882.86,0.044696,0.044186,79,73,1
2939.7,2922.3,4.8964,1.0968,1055.1,882.86,0.073375,0.072865,75,69,1
2638.1,2620.7,4.8503,1.0507,1033.6,861.33,0.085468,0.084958,75,69,1
2619.1,2601.6,4.8734,1.0738,1033.6,861.33,0.080084,0.079574,78,72,1
2525.3,2507.8,4.959,1.1594,1033.6,861.33,0.068294,0.067784,77,71,1
2145.5,2128.1,4.9353,1.1357,1033.6,861.33,0.070794,0.070284,80,74,1
1867.4,1850,4.9472,1.1477,1012.1,839.79,0.084247,0.083737,79,73,1
1468.4,1451,4.8815,1.0819,1012.1,839.79,0.080846,0.080336,80,74,1
1651.3,1633.9,4.8562,1.0566,1012.1,839.79,0.089002,0.088492,82,76,1
1791.6,1774.2,4.448,0.64841,1012.1,839.79,0.1087,0.10819,80,74,1
2082,2064.6,4.2019,0.40229,1012.1,839.79,0.12437,0.12386,82,76,1
2096.3,2078.8,4.0841,0.28453,990.53,818.26,0.12801,0.1275,83,77,1
2068.4,2051,4.0786,0.27902,990.53,818.26,0.12619,0.12568,85,79,1
1884.1,1866.6,4.023,0.22339,968.99,796.73,0.13318,0.13267,86,80,1
1818.6,1801.2,3.9935,0.19394,968.99,796.73,0.12394,0.12343,87,81,1
1837.5,1820.1,3.9285,0.12886,968.99,796.73,0.12482,0.12431,88,82,1
1927.6,1910.2,3.758,0,947.46,775.2,0.11972,0.11921,87,81,1
1702.2,1684.8,3.8225,0.064469,968.99,796.73,0.10896,0.10845,87,81,1
1169,1151.6,3.9228,0.16477,968.99,796.73,0.098637,0.098127,87,81,1
1033.3,1015.9,3.9025,0.14446,968.99,796.73,0.1012,0.10069,87,81,1
1051.2,1033.8,3.8252,0.067216,968.99,796.73,0.10198,0.10147,87,81,1
1086.4,1068.9,3.768,0.010012,968.99,796.73,0.10124,0.10073,88,82,1
1090,1072.6,3.7935,0.035532,968.99,796.73,0.1012,0.10069,88,82,1
1061.3,1043.9,3.7746,0.016597,646,473.73,0.09878,0.09827,88,82,1
1011.8,994.34,3.8209,0.062925,646,473.73,0.089927,0.089417,90,84,1
990.29,972.85,3.7609,0.0029251,624.46,452.2,0.092697,0.092187,91,85,1
910.2,892.76,3.6925,0,624.46,452.2,0.087621,0.087111,92,86,1
737.97,720.53,3.7116,0.019093,624.46,452.2,0.078583,0.078073,93,87,1
584.73,567.29,3.7027,0.010164,624.46,452.2,0.069412,0.068902,95,89,1
552.12,534.68,3.6496,0,602.93,430.66,0.064246,0.063736,96,90,1
463.78,446.34,3.653,0.0033665,602.93,430.66,0.05754,0.05703,98,92,1
414.71,397.27,3.6856,0.035989,602.93,430.66,0.053439,0.052929,100,94,1
476.22,458.78,3.5908,0,602.93,430.66,0.055667,0.055157,101,95,1
420.32,402.88,3.8344,0.24366,581.4,409.13,0.051655,0.051145,104,98,1
460.28,442.83,3.7893,0.19851,581.4,409.13,0.052244,0.051734,106,100,1
522.76,505.32,3.6892,0.098375,581.4,409.13,0.057702,0.057192,104,98,1
460.55,443.11,3.8095,0.21873,581.4,409.13,0.058884,0.058374,108,102,1
325.9,308.46,3.9223,0.33152,559.86,387.6,0.054236,0.053725,112,106,1
330.79,313.35,3.8,0.20926,538.33,366.06,0.052927,0.052417,115,109,1
259.39,241.95,3.9036,0.3128,538.33,366.06,0.051586,0.051076,118,112,1
192.01,174.57,4.0114,0.42064,538.33,366.06,0.045374,0.044864,120,114,1
156.63,139.19,4.0416,0.45084,516.8,344.53,0.045717,0.045207,122,116,1
112.75,95.31,4.1355,0.54467,516.8,344.53,0.039827,0.039317,123,117,1
107.37,89.923,4.1524,0.56164,516.8,344.53,0.042359,0.041849,124,118,1
74.055,56.613,4.3126,0.72184,516.8,344.53,0.037526,0.037016,127,121,1
32.353,14.911,4.5023,0.91148,495.26,323,0.03199,0.03148,134,128,1
3.429,0,4.6765,1.0857,667.53,495.26,0.015776,0.015266,148,142,1
17.002,13.573,4.6943,1.1036,624.46,452.2,0.00883,0.00832,15,9,1
38.087,34.658,4.7835,1.1927,538.33,366.06,0.007819,0.0073089,16,10,1
53.183,49.754,4.975,1.3842,581.4,409.13,0.0055268,0.0050168,14,4,1
43.109,39.68,4.8717,1.2809,646,473.73,0.0059484,0.0054384,14,4,0
63.029,59.6,4.5214,0.9306,602.93,430.66,0.0067902,0.0062801,145,131,0
39.911,36.482,4.2858,0.69506,581.4,409.13,0.0059665,0.0054565,15,1,0
34.813,31.384,4.9229,1.3322,602.93,430.66,0.0023452,0.0018352,96,82,0
27.919,24.49,5.221,1.6302,538.33,366.06,0.0014943,0.00098426,137,123,0
24.455,21.026,5.2226,1.6318,581.4,409.13,0.0015828,0.0010728,110,96,0
22.058,18.629,5.207,1.6162,602.93,430.66,0.0020759,0.0015658,97,83,0
22.536,19.107,5.5533,1.9625,215.33,43.066,0.00093198,0.00042193,95,81,0
40.326,36.897,5.3842,1.7934,646,473.73,0.0016967,0.0011866,94,80,0
28.558,25.129,5.5944,2.0036,258.4,86.133,0.001213,0.00070292,134,120,0
31.278,27.849,5.6503,2.0595,8484.1,8311.8,0.0025914,0.0020814,15,1,0
67.258,63.829,5.4572,1.8664,839.79,667.53,0.0039413,0.0034312,123,109,0
52.512,49.083,5.6223,2.0315,215.33,43.066,0.0020624,0.0015523,64,50,0
52.395,48.966,5.687,2.0962,667.53,495.26,0.0031133,0.0026032,95,81,0
55.812,52.383,5.6963,2.1055,2411.7,2239.5,0.0031241,0.002614,37,23,0
59.925,56.495,5.6581,2.0673,2454.8,2282.5,0.0039627,0.0034527,133,119,0
56.47,53.041,5.6838,2.0931,904.39,732.13,0.0033793,0.0028692,59,45,0
57.599,54.17,5.6233,2.0325,667.53,495.26,0.0031765,0.0026665,89,75,0
55.277,51.848,5.5785,1.9877,2691.7,2519.4,0.0033414,0.0028313,96,82,0
56.138,52.709,5.5988,2.008,2691.7,2519.4,0.0048557,0.0043456,16,2,0
47.142,43.713,5.5486,1.9578,775.2,602.93,0.0023549,0.0018449,70,56,0
46.013,42.584,5.6063,2.0155,796.73,624.46,0.0023075,0.0017974,78,64,0
37.128,33.699,5.6151,2.0243,882.86,710.6,0.0018992,0.0013892,144,130,0
34.563,31.134,5.5723,1.9816,236.87,64.6,0.0013439,0.00083387,32,18,0
29.702,26.273,5.4988,1.908,495.26,323,0.0016004,0.0010904,41,27,0
26.849,23.42,5.4743,1.8835,602.93,430.66,0.0014795,0.00096947,106,92,0
24.91,21.481,5.5824,1.9916,387.6,215.33,0.0011048,0.00059473,63,49,0
22.403,18.974,5.6651,2.0743,193.8,21.533,0.00091639,0.00040634,21,7,0
21.916,18.487,5.6241,2.0333,753.66,581.4,0.00082518,0.00031513,60,46,0
4.5357,1.1066,4.9522,1.3614,279.93,107.67,0.00011476,0,39,25,0
538.99,0,4.6569,0,732.13,0,0.02422,0,123,0,0
428.88,0,4.9306,0.27371,150.73,0,0.024135,0,32,0,0
439.58,10.7,4.9013,0.24441,1033.6,882.86,0.027041,0.002906,123,91,0
283.54,0,4.9953,0.3384,172.27,21.533,0.021339,0,119,87,0
226.85,0,4.939,0.28214,796.73,646,0.014886,0,119,87,0
383.59,156.74,4.8511,0.19425,710.6,559.86,0.017194,0.0023077,139,107,0
427.46,200.61,4.7962,0.13938,172.27,21.533,0.017713,0.0028271,65,33,0
546.15,319.3,4.7428,0.085936,796.73,646,0.025006,0.01012,60,28,0
685.22,458.38,4.7725,0.11564,323,172.27,0.01881,0.0039245,114,82,0
848.39,621.55,4.713,0.056101,323,172.27,0.024266,0.0093797,91,59,0
1634.2,1407.3,4.488,0,344.53,193.8,0.033796,0.01891,87,55,0
1904.5,1677.6,4.6546,0.16658,323,172.27,0.033583,0.018698,75,43,1
2614.8,2388,4.5667,0.078678,344.53,193.8,0.065209,0.050323,78,46,1
3015.2,2788.3,4.4747,0,344.53,193.8,0.068649,0.053763,77,45,1
2561.9,2335.1,4.5852,0.11051,344.53,193.8,0.028551,0.013666,76,44,1
2622.6,2395.7,4.7724,0.29777,689.06,538.33,0.04668,0.031794,23,0,1
2725.8,2498.9,4.5733,0.0986,538.33,387.6,0.024941,0.010055,54,31,1
3117.3,2890.5,4.4984,0.023739,538.33,387.6,0.02502,0.010134,31,8,1
3299.7,3072.9,4.3925,0,516.8,366.06,0.028195,0.013309,22,0,1
3112.2,2885.3,4.3608,0,538.33,387.6,0.022459,0.007573,133,111,1
2537,2310.1,4.2977,0,538.33,387.6,0.022129,0.0072427,19,0,1
2318.2,2091.3,4.3327,0.034971,538.33,387.6,0.021597,0.0067113,129,110,1
1222.9,996.09,4.6281,0.33037,646,495.26,0.02705,0.012164,87,68,1
969.99,743.14,4.6401,0.34239,646,495.26,0.033259,0.018373,88,69,1
1131.5,904.65,4.5869,0.2892,646,495.26,0.030483,0.015597,88,69,1
903.24,676.4,4.6873,0.38963,646,495.26,0.027554,0.012668,90,71,1
1137.7,910.82,4.6175,0.31983,646,495.26,0.049763,0.034878,89,70,1
1146.8,919.97,4.5959,0.29818,646,495.26,0.03932,0.024434,90,71,1
828.2,601.36,4.7364,0.43867,624.46,473.73,0.030443,0.015557,92,73,1
924.54,697.69,4.6222,0.32453,646,495.26,0.029389,0.014503,91,72,1
1069.1,842.29,4.5165,0.21876,646,495.26,0.038542,0.023657,89,70,1
1267,1040.1,4.5248,0.22712,646,495.26,0.024828,0.0099422,90,71,1
1345.5,1118.6,4.5915,0.29382,624.46,473.73,0.032533,0.017647,94,75,1
1705.6,1478.8,4.4381,0.14036,624.46,473.73,0.044288,0.029403,94,75,1
1115.5,888.66,4.6293,0.3316,624.46,473.73,0.029592,0.014706,92,73,1
1126.8,899.96,4.5221,0.22435,624.46,473.73,0.032425,0.017539,93,74,1
1312.8,1086,4.6698,0.37206,624.46,473.73,0.045927,0.031041,94,75,1
1641.7,1414.8,4.7248,0.42707,602.93,452.2,0.032068,0.017182,22,3,1
2150.8,1924,4.7084,0.41068,452.2,301.46,0.040638,0.025752,101,82,1
2200.4,1973.6,4.6986,0.40093,323,172.27,0.039208,0.024322,106,87,1
1715.7,1488.9,4.6551,0.3574,516.8,366.06,0.04629,0.031404,105,86,1
1302.6,1075.7,4.7327,0.43497,581.4,430.66,0.053506,0.038621,106,87,1
1159.4,932.54,4.7892,0.49152,559.86,409.13,0.048392,0.033506,106,87,1
1274.9,1048.1,4.7254,0.4277,516.8,366.06,0.037315,0.022429,109,90,1
1186.5,959.67,4.6077,0.30998,516.8,366.06,0.045688,0.030802,113,94,1
982.82,755.97,4.78,0.48229,818.26,667.53,0.04187,0.026984,113,94,1
1017.7,790.88,4.7123,0.41463,818.26,667.53,0.034152,0.019266,112,93,1
754.59,527.74,4.7974,0.49966,818.26,667.53,0.041039,0.026153,115,96,1
698.12,471.28,4.6842,0.38654,430.66,279.93,0.043648,0.028762,115,96,1
698.78,471.94,4.7285,0.43076,215.33,64.6,0.02242,0.0075339,127,108,1
1110.7,883.83,4.4621,0.16437,215.33,64.6,0.026998,0.012112,124,105,1
694.81,467.97,4.6465,0.34876,409.13,258.4,0.020868,0.0059819,132,113,1
216.87,0,4.9495,0.65178,129.2,0,0.016166,0.0012805,42,23,1
391.41,174.54,4.8489,0.55115,107.67,0,0.019352,0.0044666,84,65,1
432.77,215.9,4.9007,0.60297,129.2,21.533,0.037415,0.022529,122,103,1
401.66,184.78,4.9686,0.67094,753.66,646,0.033236,0.01835,127,108,1
322.52,105.65,5.1856,0.8879,753.66,646,0.029587,0.014701,132,113,1
465.41,248.54,5.2337,0.93601,150.73,43.066,0.026516,0.01163,136,117,1
567.83,350.96,4.9923,0.69464,150.73,43.066,0.020098,0.0052123,153,134,1
560.24,343.37,4.8988,0.60109,323,215.33,0.02076,0.0058738,39,20,1
424.77,207.9,4.9284,0.63068,344.53,236.87,0.025101,0.010215,94,75,1
325.98,109.11,4.9216,0.62387,236.87,129.2,0.014299,0,127,108,1
269.53,52.66,4.8772,0.57949,129.2,21.533,0.01286,0,130,111,1
366.31,149.44,4.7351,0.43743,409.13,301.46,0.017117,0.0042564,46,27,1
468.5,251.63,4.6647,0.36704,409.13,301.46,0.02275,0.0098897,88,69,1
319.39,102.52,4.9263,0.62859,409.13,301.46,0.023035,0.010175,123,104,1
598.97,382.1,4.7353,0.4376,323,215.33,0.020583,0.007723,113,94,1
1347.9,1131,4.3937,0.095993,516.8,409.13,0.02162,0.0087591,116,97,1
2003.1,1786.2,4.1576,0,516.8,409.13,0.039171,0.02631,106,87,1
2783.4,2566.5,4.1356,0,516.8,409.13,0.034984,0.022123,107,88,1
2767.7,2550.8,4.2,0.064442,538.33,430.66,0.026151,0.01329,104,85,1
3086.7,2869.9,4.1131,0,538.33,430.66,0.038883,0.026023,101,82,1
3133.6,2916.8,4.0643,0,538.33,430.66,0.034745,0.021885,102,83,1
3482,3265.2,4.1851,0.1208,516.8,409.13,0.050258,0.037397,102,83,1
3325.8,3109,4.2174,0.15307,516.8,409.13,0.045201,0.032341,101,82,1
2174.5,1957.6,4.5445,0.4802,516.8,409.13,0.036786,0.023925,99,80,1
2498.3,2281.4,4.4423,0.37801,495.26,387.6,0.041901,0.02904,98,79,1
2941.5,2724.6,4.4006,0.33633,495.26,387.6,0.049988,0.037128,99,80,1
1951.8,1734.9,4.6074,0.5431,581.4,473.73,0.046924,0.034064,99,80,1
2317,2100.1,4.4365,0.37215,409.13,301.46,0.044853,0.031992,100,81,1
2425.6,2208.7,4.5361,0.47183,387.6,279.93,0.048123,0.035262,97,78,1
2115.9,1899.1,4.4291,0.36478,495.26,387.6,0.050771,0.037911,95,76,1
1161.8,944.93,4.7119,0.64758,473.73,366.06,0.057043,0.044183,94,75,1
951.23,734.36,4.8027,0.73837,516.8,409.13,0.0548,0.041939,94,75,1
1002.2,785.31,4.8998,0.83547,516.8,409.13,0.045353,0.032492,93,74,1
725.08,508.2,5.1445,1.0802,409.13,301.46,0.047346,0.034485,90,71,1
889.65,672.78,5.0999,1.0356,366.06,258.4,0.066854,0.053994,88,69,1
820.67,603.8,5.0783,1.014,646,538.33,0.065702,0.052841,86,67,1
776.51,559.64,5.0114,0.94708,495.26,387.6,0.059667,0.046806,85,66,1
888.56,671.69,5.0428,0.97851,667.53,559.86,0.062158,0.049297,85,66,1
943.45,726.57,4.908,0.84364,409.13,301.46,0.068134,0.055274,84,65,1
1027.8,810.9,4.9389,0.87462,366.06,258.4,0.074565,0.061705,85,66,1
1278.6,1061.8,4.8992,0.8349,495.26,387.6,0.057495,0.044634,87,68,1
1772.7,1555.8,4.7982,0.73392,559.86,452.2,0.057716,0.044856,87,68,1
1666.9,1450,4.7347,0.67043,452.2,344.53,0.055399,0.042539,89,70,1
1121.1,904.21,4.8661,0.80177,430.66,323,0.052857,0.039996,91,72,1
784.53,567.65,4.9546,0.89027,624.46,516.8,0.039933,0.027072,92,73,1
947.78,730.91,4.918,0.85368,495.26,387.6,0.050029,0.037168,94,75,1
1001.6,784.73,5.0415,0.97718,452.2,344.53,0.050821,0.037961,95,76,1
1211,994.16,4.901,0.83671,430.66,323,0.048606,0.035746,96,77,1
848.68,631.81,4.9612,0.89694,473.73,366.06,0.0513,0.038439,94,75,1
882.85,665.98,4.9631,0.89883,387.6,279.93,0.046016,0.033156,91,72,1
1158.7,941.79,4.8315,0.7672,366.06,258.4,0.048204,0.035344,89,70,1
724.61,507.74,4.8608,0.79652,646,538.33,0.046822,0.033961,86,67,1
924.61,707.74,4.6962,0.6319,430.66,323,0.048221,0.03536,85,66,1
1102.9,886.06,4.6393,0.57499,387.6,279.93,0.049326,0.036466,85,66,1
899.71,682.84,4.7223,0.65799,193.8,86.133,0.048737,0.035877,84,65,1
1080.3,863.4,4.8154,0.75112,215.33,107.67,0.052106,0.039246,82,63,1
1272.7,1055.8,4.7921,0.72775,193.8,86.133,0.061671,0.048811,80,61,1
1080.8,863.94,4.8692,0.80493,689.06,581.4,0.061495,0.048635,77,58,1
861.17,644.3,4.8937,0.82937,732.13,624.46,0.064815,0.051955,73,54,1
1051.5,834.67,4.8774,0.81312,387.6,279.93,0.073851,0.060991,70,51,1
1025.9,808.99,4.9872,0.92291,753.66,646,0.058238,0.045378,68,49,1
1367.6,1150.8,4.9608,0.89653,473.73,366.06,0.047916,0.035056,68,49,1
1497.6,1280.8,4.9658,0.90149,387.6,279.93,0.040503,0.027642,40,21,1
1250.6,1033.7,5.0703,1.006,366.06,258.4,0.02797,0.01511,73,54,1
1364.9,1148.1,5.0168,0.95249,1830.3,1722.7,0.028776,0.015915,69,50,1
1515.6,1298.7,4.8877,0.82343,387.6,279.93,0.028036,0.015176,67,48,1
1936.5,1719.6,4.9759,0.91156,387.6,279.93,0.03482,0.02196,66,47,1
1944.1,1727.3,4.993,0.92865,2153.3,2045.7,0.025152,0.012291,65,46,1
3438.5,3221.6,5.1005,1.0362,2217.9,2110.3,0.055689,0.042829,65,46,1
5333.2,5116.3,5.1797,1.1154,2217.9,2110.3,0.056786,0.043925,62,43,1
6373.8,6156.9,5.2823,1.2179,2605.5,2497.9,0.059936,0.047076,30,11,1
6130.2,5913.3,5.2104,1.1461,2584,2476.3,0.051073,0.038213,67,48,1
6160.3,5943.4,5.2146,1.1503,2605.5,2497.9,0.063898,0.051037,65,46,1
5808.9,5592.1,5.2927,1.2284,1851.9,1744.2,0.054007,0.041147,66,47,1
5012.3,4795.4,5.2574,1.1931,1528.9,1421.2,0.061287,0.048427,60,41,1
5806.1,5589.3,5.2644,1.2001,2627.1,2519.4,0.043507,0.030647,59,40,1
5931.5,5714.6,5.2986,1.2343,2627.1,2519.4,0.04443,0.03157,54,35,1
5903.3,5686.5,5.2325,1.1682,2648.6,2540.9,0.059098,0.046237,64,45,1
5900.4,5683.5,5.1459,1.0816,2648.6,2540.9,0.070308,0.057447,65,46,1
6053.2,5836.3,5.1174,1.0531,2648.6,2540.9,0.092059,0.079199,65,46,1
6217.3,6000.5,5.0677,1.0034,1507.3,1399.7,0.076381,0.06352,65,46,1
6208.1,5991.2,5.0857,1.0214,1507.3,1399.7,0.066502,0.053641,65,46,1
6163.4,5946.5,5.1864,1.1221,1507.3,1399.7,0.071045,0.058185,65,46,1
6618,6401.1,5.2505,1.1862,1485.8,1378.1,0.072572,0.059711,66,47,1
6543,6326.1,5.2641,1.1998,1485.8,1378.1,0.053747,0.040887,66,47,1
6493.4,6276.5,5.2276,1.1633,1485.8,1378.1,0.057565,0.044705,66,47,1
7041.5,6824.7,5.2858,1.2215,1464.3,1356.6,0.051299,0.038439,64,45,1
6516.4,6299.5,5.1895,1.1252,1464.3,1356.6,0.055303,0.042443,64,45,1
6574.9,6358.1,5.1952,1.1308,1464.3,1356.6,0.05453,0.041669,65,46,1
6625.7,6408.8,5.2275,1.1632,1464.3,1356.6,0.051694,0.038834,65,46,1
6065.4,5848.5,5.2033,1.139,1464.3,1356.6,0.064932,0.052072,66,47,1
6283,6066.2,5.1942,1.1299,1464.3,1356.6,0.051499,0.038639,65,46,1
5920.8,5703.9,5.223,1.1587,1442.7,1335.1,0.066141,0.053281,65,46,1
5868.6,5651.8,5.1956,1.1313,1442.7,1335.1,0.048224,0.035363,66,47,1
5834.6,5617.7,5.2122,1.1479,1442.7,1335.1,0.058054,0.045194,67,48,1
5872.2,5655.4,5.1816,1.1172,1421.2,1313.5,0.048218,0.035357,69,50,1
5495.6,5278.7,5.1081,1.0437,2777.8,2670.1,0.051719,0.038859,77,58,1
5239.1,5022.2,5.1641,1.0998,2777.8,2670.1,0.047726,0.034866,77,58,1
6143.3,5926.4,5.1633,1.099,2842.4,2734.7,0.060546,0.047686,75,56,1
5673.8,5456.9,5.1813,1.117,2907,2799.3,0.059912,0.047052,78,59,1
5237.2,5020.3,5.1728,1.1085,2907,2799.3,0.06424,0.051379,76,57,1
4787.1,4570.3,5.0709,1.0066,2863.9,2756.2,0.065879,0.053019,88,69,1
4392.3,4175.4,5.0661,1.0018,2907,2799.3,0.075895,0.063035,86,67,1
4150,3933.1,4.9927,0.92836,2799.3,2691.7,0.076049,0.063189,90,71,1
4639.2,4422.4,5.0356,0.97132,1571.9,1464.3,0.076623,0.063763,89,70,1
4671,4454.2,5.0608,0.99649,1528.9,1421.2,0.060977,0.048117,92,73,1
4457.8,4240.9,5.019,0.9547,1528.9,1421.2,0.10738,0.094515,91,72,1
4950.2,4733.3,5.0527,0.98836,1528.9,1421.2,0.078584,0.065723,91,72,1
4631.6,4414.7,5.0247,0.96042,1507.3,1399.7,0.058167,0.045306,93,74,1
4772.4,4555.5,5.101,1.0367,1528.9,1421.2,0.079775,0.066914,91,72,1
4335.7,4118.8,5.1137,1.0494,1485.8,1378.1,0.048527,0.035666,95,76,1
3887.9,3671,4.9541,0.88977,1485.8,1378.1,0.084217,0.071357,99,80,1
4125.1,3908.2,5.0798,1.0155,1464.3,1356.6,0.035102,0.022241,105,86,1
3146.3,2929.4,4.936,0.8717,1442.7,1335.1,0.079098,0.066238,102,83,1
2994.7,2777.9,4.9799,0.91558,2842.4,2734.7,0.080959,0.068098,104,85,1
2699.6,2482.7,4.9289,0.86455,2777.8,2670.1,0.074198,0.061338,107,88,1
4691.9,4475.1,5.1189,1.0546,1098.2,990.53,0.038515,0.025655,109,90,1
6058.6,5841.7,5.0121,0.94784,968.99,861.33,0.048511,0.035651,94,75,1
5070.6,4853.8,4.9304,0.86612,495.26,387.6,0.064156,0.051296,112,93,1
8317.8,8100.9,4.9166,0.85227,452.2,344.53,0.04575,0.032889,129,110,1
8260.4,8043.5,4.9526,0.88828,258.4,150.73,0.039875,0.027014,24,5,1
7737.4,7520.5,4.8437,0.77942,236.87,129.2,0.03944,0.026579,114,95,1
7352.5,7135.6,4.8228,0.75848,258.4,150.73,0.049729,0.036868,118,99,1
6250.2,6033.3,4.8619,0.79756,258.4,150.73,0.053319,0.040459,117,98,1
6086.9,5870,4.7972,0.73287,301.46,193.8,0.047269,0.034408,114,95,1
4994,4777.2,4.8033,0.73903,301.46,193.8,0.064463,0.051603,114,95,1
5091.7,4874.9,4.8552,0.79091,430.66,323,0.073147,0.060287,112,93,1
4827.2,4610.3,4.6504,0.58608,430.66,323,0.083271,0.07041,111,92,1
4296.5,4079.7,5.1093,1.045,107.67,0,0.047612,0.034751,110,91,1
4648.9,4432,5.092,1.0277,107.67,0,0.058283,0.045422,111,92,1
3205.1,2988.2,5.0173,0.95301,279.93,172.27,0.071694,0.058834,110,91,1
3397.1,3180.2,4.9169,0.85259,86.133,0,0.071181,0.058321,110,91,1
3043.7,2826.8,4.9316,0.86728,107.67,21.533,0.085185,0.072325,111,92,1
2409.9,2193.1,4.9521,0.88784,107.67,21.533,0.081821,0.068961,111,92,1
2614.3,2397.4,4.9395,0.87515,279.93,193.8,0.071519,0.058658,114,95,1
2311.7,2094.8,4.8955,0.83121,107.67,21.533,0.095691,0.082831,116,97,1
2633.6,2416.8,4.9505,0.88617,107.67,21.533,0.075499,0.062639,117,98,1
2745.4,2528.5,5.2204,1.1561,107.67,21.533,0.044928,0.032068,90,71,1
3661.9,3445,5.4095,1.3452,344.53,258.4,0.042871,0.030011,62,43,1
2800.6,2583.7,5.2775,1.2132,366.06,279.93,0.037536,0.024675,128,109,1
2207.4,1990.6,5.1849,1.1206,344.53,258.4,0.036999,0.024138,69,50,1
2426.2,2209.3,5.0266,0.96226,344.53,258.4,0.04131,0.028449,129,110,1
2364.5,2147.7,4.9981,0.93374,344.53,258.4,0.036233,0.023373,70,51,1
1426.9,1210,5.0897,1.0254,366.06,279.93,0.056514,0.043654,133,114,1
898.59,681.72,5.2043,1.14,990.53,904.39,0.050992,0.038131,133,114,1
1247.6,1030.8,5.0117,0.94738,279.93,193.8,0.034963,0.022103,134,115,1
956.47,739.59,5.0529,0.98857,107.67,21.533,0.044737,0.031876,132,113,1
