@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
39.5,29.311,5.5868,2.0064,21.533,0,0.21804,0.13525,19,17,0
50.471,40.282,5.6946,2.1142,2368.7,2347.1,0.23415,0.15137,20,18,0
42.961,32.772,5.6581,2.0778,2368.7,2347.1,0.21905,0.13626,23,21,0
43.262,33.072,5.6332,2.0528,775.2,753.66,0.23423,0.15145,28,26,0
46.763,36.574,5.6879,2.1075,430.66,409.13,0.16925,0.086467,35,33,0
51.49,41.301,5.687,2.1066,1485.8,1464.3,0.26105,0.17826,24,22,0
49.355,39.165,5.6596,2.0792,1485.8,1464.3,0.25549,0.17271,23,21,0
53.377,43.188,5.6241,2.0437,2411.7,2390.2,0.28423,0.20144,14,12,0
60.71,50.521,5.7018,2.1214,1507.3,1485.8,0.27755,0.19476,18,16,0
58.713,48.524,5.5993,2.0189,2304.1,2282.5,0.31524,0.23245,17,15,0
49.26,39.071,5.5316,1.9513,2045.7,2024.1,0.29673,0.21395,11,9,0
47.013,36.824,5.3725,1.7921,258.4,236.87,0.086571,0.0037857,13,11,0
46.461,36.272,5.1589,1.5785,150.73,129.2,0.096536,0.01375,6,4,0
35.7,25.511,5.0582,1.4779,452.2,430.66,0.49134,0.40855,8,6,0
40.043,29.854,5.2878,1.7075,215.33,193.8,0.012231,0,9,7,0
28.809,18.62,4.9608,1.3805,236.87,215.33,0.00043054,0,2,0,0
27.14,16.951,5.2824,1.702,193.8,172.27,0.035738,0.035307,21,19,0
29.594,19.405,5.3975,1.8172,150.73,129.2,0.070158,0.069728,44,42,0
29.787,19.598,5.6018,2.0214,236.87,215.33,0.045828,0.045397,42,40,0
25.684,15.495,5.1735,1.5931,258.4,236.87,0.082127,0.081697,29,27,0
25.076,14.887,5.2668,1.6864,215.33,193.8,0.059591,0.059161,25,23,0
24.62,14.431,5.2573,1.6769,409.13,387.6,0.05221,0.05178,31,29,0
27.437,17.248,5.0953,1.5149,516.8,495.26,0.48432,0.48389,13,11,0
24.991,14.802,4.9816,1.4013,516.8,495.26,0.78041,0.77998,6,4,0
28.74,18.551,5.2488,1.6684,516.8,495.26,0.51042,0.50999,9,7,0
28.654,18.465,5.0912,1.5108,236.87,215.33,0.096193,0.095763,20,18,0
31.903,21.714,5.409,1.8287,279.93,258.4,0.18337,0.18294,30,28,0
27.471,17.282,5.2352,1.6549,279.93,258.4,0.71188,0.71145,18,16,0
26.669,16.48,5.4072,1.8269,279.93,258.4,0.57283,0.5724,25,23,0
27.844,17.655,5.3768,1.7965,279.93,258.4,0.22182,0.22139,21,19,0
31.271,21.082,5.4953,1.915,236.87,215.33,0.10929,0.10886,28,26,0
28.523,18.333,5.3938,1.8134,279.93,258.4,0.23032,0.22989,36,34,0
27.399,17.21,5.1854,1.6051,301.46,279.93,0.18574,0.18531,11,9,0
27.41,17.221,5.0995,1.5191,258.4,236.87,0.30523,0.3048,10,8,0
26.427,16.238,5.2741,1.6938,258.4,236.87,0.20973,0.2093,17,15,0
25.709,15.52,5.2329,1.6526,236.87,215.33,0.098766,0.098336,33,31,0
24.452,14.263,5.4014,1.8211,193.8,172.27,0.044338,0.043907,32,30,0
25.563,15.374,5.4244,1.8441,172.27,150.73,0.019875,0.019445,37,35,0
27.511,17.322,5.1381,1.5578,193.8,172.27,0.084372,0.083941,25,23,0
24.976,14.787,5.2867,1.7064,279.93,258.4,0.31895,0.31851,22,20,0
24.198,14.009,5.0739,1.4935,258.4,236.87,0.33993,0.3395,17,15,0
24.461,14.272,5.3307,1.7503,258.4,236.87,0.095337,0.094906,31,29,0
24.751,14.562,5.1141,1.5337,258.4,236.87,0.28518,0.28475,13,11,0
22.809,12.62,4.9006,1.3203,258.4,236.87,0.44604,0.44561,14,12,0
21.995,11.806,5.2641,1.6838,279.93,258.4,0.33269,0.33226,19,17,0
22.988,12.799,5.2535,1.6732,258.4,236.87,0.051069,0.050638,30,28,0
32.458,22.269,5.6371,2.0567,430.66,409.13,0.11641,0.11598,29,27,0
26.349,16.159,5.4313,1.851,215.33,193.8,0.065602,0.065171,52,50,0
24.231,14.042,5.3278,1.7475,215.33,193.8,0.0209,0.020469,50,48,0
21.925,11.736,5.335,1.7547,258.4,236.87,0.083109,0.082679,34,32,0
22.314,12.125,5.4903,1.8863,258.4,236.87,0.096221,0.095791,31,29,0
40.665,30.476,5.5848,1.9808,236.87,215.33,0.20216,0.20173,14,12,0
42.278,32.088,5.5267,1.9228,172.27,150.73,0.24208,0.24165,10,8,0
40.53,30.341,5.4482,1.8442,215.33,193.8,0.24686,0.24643,11,9,0
36.828,26.639,5.5018,1.8978,279.93,258.4,0.16694,0.16651,11,9,0
34.175,23.986,5.412,1.8081,409.13,387.6,0.29538,0.29495,16,14,0
