@relation featureMatrix

@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE cepstralLocPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.0072963,0.0060143,52,41,0
0.0064012,0.0051192,19,8,0
0.0077736,0.0064916,116,105,0
0.010285,0.0090032,91,80,0
0.0079253,0.0066433,90,79,0
0.0078637,0.0065817,126,115,0
0.0092791,0.0079971,76,65,0
0.013838,0.012556,90,79,0
0.0098589,0.0085769,90,79,0
0.0092783,0.0079962,105,94,0
0.0081877,0.0069057,113,102,0
0.0065306,0.0052486,65,54,0
0.0090163,0.0077343,106,95,0
0.0069623,0.0056803,110,99,0
0.0038274,0.0025454,109,98,0
0.0057606,0.0044786,77,66,0
0.0020483,0.00076629,119,108,0
0.0022024,0.00092036,99,88,0
0.0019834,0.00070142,92,81,0
0.0012784,0,79,68,0
0.0014183,0.00013994,20,9,0
0.002321,0.0010426,48,37,0
0.0028917,0.0016133,68,57,0
0.0015744,0.00029598,14,3,0
0.0019096,0.00063117,71,60,0
0.0020626,0.00078426,68,57,0
0.0021391,0.00086076,108,97,0
0.0018847,0.00060629,65,54,0
0.031858,0.03058,81,70,0
0.055893,0.054614,73,62,1
0.087243,0.085965,67,56,1
0.098441,0.097163,65,54,1
0.10531,0.10403,62,51,1
0.08966,0.088382,61,50,1
0.066747,0.065469,62,51,1
0.077845,0.076566,68,57,1
0.079565,0.078287,70,59,1
0.088386,0.087108,72,61,1
0.081728,0.080449,74,63,1
0.082329,0.081051,74,63,1
0.097722,0.096444,75,64,1
0.092808,0.09153,73,62,1
0.099508,0.098229,72,61,1
0.095685,0.094406,73,62,1
0.084177,0.082898,72,61,1
0.076374,0.075095,73,62,1
0.086919,0.08564,78,67,1
0.075822,0.074544,82,71,1
0.088105,0.086827,82,71,1
0.080671,0.079392,82,71,1
0.081643,0.080365,82,71,1
0.082428,0.08115,81,70,1
0.070705,0.069427,81,70,1
0.1072,0.10592,85,74,1
0.079951,0.078673,86,75,1
0.07372,0.072441,81,70,1
0.086696,0.085417,80,69,1
0.082913,0.081635,81,70,1
0.080055,0.078776,82,71,1
0.08924,0.087961,82,71,1
0.09475,0.093472,82,71,1
0.08285,0.081572,80,69,1
0.10051,0.099228,81,70,1
0.10551,0.10423,82,71,1
0.094337,0.093059,81,70,1
0.092573,0.091294,82,71,1
0.088144,0.086865,83,72,1
0.090783,0.089504,82,71,1
0.083335,0.082057,82,71,1
0.079105,0.077827,83,72,1
0.0845,0.083222,83,72,1
0.081554,0.080276,84,73,1
0.075258,0.07398,86,75,1
0.082462,0.081184,89,78,1
0.075737,0.074459,87,76,1
0.081557,0.080278,88,77,1
0.056259,0.054981,93,82,1
0.052129,0.050851,96,85,1
0.03185,0.030572,18,7,1
0.024161,0.022883,102,91,1
0.015733,0.014454,92,81,0
0.015967,0.014688,98,87,0
0.0079754,0.006697,103,92,0
0.0072996,0.0060212,113,102,0
0.0040601,0.0027817,106,95,0
0.0030624,0.001784,87,76,0
0.0022124,0.000934,102,91,0
0.0044285,0.0031501,83,72,0
0.020864,0.019586,87,76,0
0.028232,0.026954,55,44,0
0.03951,0.038232,92,81,0
0.042465,0.041187,58,47,0
0.034225,0.032946,71,60,0
0.038552,0.037273,58,47,0
0.025005,0.023727,48,37,0
0.021176,0.019897,24,13,0
0.020413,0.019135,136,125,0
0.026529,0.025251,21,10,0
0.021836,0.020558,70,59,0
0.016204,0.014926,26,15,0
0.013666,0.012388,23,12,0
0.0087074,0.0074291,84,73,0
0.0083891,0.0071108,3,0,0
0.0035872,0.0023088,79,76,0
0.0013771,9.8668e-05,10,7,0
0.0015574,0.00027906,42,39,0
0.0059528,0.0046744,65,62,0
0.010146,0.0088671,103,100,0
0.042776,0.041498,108,105,1
0.04452,0.043242,86,83,1
0.061437,0.060158,71,68,1
0.10026,0.098982,63,60,1
0.11366,0.11238,59,56,1
0.11153,0.11025,55,52,1
0.11369,0.11242,56,53,1
0.10547,0.10419,58,55,1
0.09305,0.091772,61,58,1
0.10442,0.10314,64,61,1
0.11284,0.11157,65,62,1
0.12377,0.12249,66,63,1
0.11933,0.11805,68,65,1
0.1249,0.12362,69,66,1
0.1156,0.11432,68,65,1
0.11049,0.10921,70,67,1
0.11599,0.11471,71,68,1
0.12253,0.12125,72,69,1
0.12385,0.12257,73,70,1
0.13509,0.13381,72,69,1
0.12361,0.12234,71,68,1
0.12543,0.12415,69,66,1
0.12451,0.12323,70,67,1
0.13026,0.12898,71,68,1
0.1389,0.13762,69,66,1
0.15502,0.15374,68,65,1
0.15441,0.15313,69,66,1
0.16104,0.15976,69,66,1
0.1613,0.16002,68,65,1
0.16126,0.15998,68,65,1
0.1597,0.15842,68,65,1
0.17288,0.17161,68,65,1
0.17312,0.17184,67,64,1
0.18208,0.1808,67,64,1
0.18441,0.18314,67,64,1
0.18589,0.18461,67,64,1
0.19369,0.19241,68,65,1
0.19162,0.19035,68,65,1
0.18979,0.18852,68,65,1
0.16615,0.16487,68,65,1
0.13337,0.1321,67,64,1
0.1205,0.11922,67,64,1
0.10317,0.1019,67,64,1
0.10035,0.099072,68,65,1
0.073037,0.071758,71,68,1
0.099009,0.09773,71,68,1
0.13633,0.13505,76,73,1
0.11248,0.1112,74,71,1
0.10599,0.10472,74,71,1
0.12139,0.12011,74,71,1
0.09375,0.092472,76,73,1
0.14183,0.14055,77,74,1
0.099913,0.098635,75,72,1
0.061029,0.059751,72,69,1
0.11458,0.1133,72,69,1
0.086967,0.085689,75,72,1
0.092446,0.091168,70,67,1
0.10441,0.10314,71,68,1
0.11669,0.11541,74,71,1
0.14141,0.14013,76,73,1
0.094066,0.092788,80,77,1
0.090204,0.088925,72,69,1
0.1295,0.12823,72,69,1
0.11427,0.11299,85,82,1
0.11982,0.11854,84,81,1
0.097889,0.096611,72,69,1
0.080542,0.079263,85,82,1
0.095313,0.094035,72,69,1
0.10451,0.10324,72,69,1
0.094172,0.092894,72,69,1
0.079707,0.078429,74,71,1
0.083612,0.082333,72,69,1
0.081316,0.080038,73,70,1
0.11629,0.11501,74,71,1
0.15931,0.15804,77,74,1
0.13029,0.12901,78,75,1
0.14759,0.14631,82,79,1
0.12246,0.12118,82,79,1
0.097388,0.09611,83,80,1
0.15553,0.15426,87,84,1
0.11438,0.1131,88,85,1
0.13137,0.13009,88,85,1
0.15835,0.15707,85,82,1
0.25067,0.24939,84,81,1
0.23289,0.23161,85,82,1
0.32751,0.32623,86,83,1
0.39416,0.39288,87,84,1
0.39816,0.39688,87,84,1
0.33699,0.33571,87,84,1
0.23884,0.23756,89,86,1
0.23032,0.22904,92,89,1
0.19331,0.19203,94,91,1
0.14468,0.1434,98,95,1
0.1575,0.15622,101,98,1
0.15742,0.15614,104,101,1
0.14562,0.14434,105,102,1
0.13548,0.1342,107,104,1
0.12629,0.12501,109,106,1
0.14281,0.14154,109,106,1
0.15193,0.15065,107,104,1
0.14015,0.13888,108,105,1
0.14067,0.1394,109,106,1
0.12242,0.12114,108,105,1
0.12704,0.12576,106,103,1
0.12947,0.12819,106,103,1
0.12187,0.12059,106,103,1
0.12303,0.12175,105,102,1
0.11992,0.11864,105,102,1
0.12134,0.12006,104,101,1
0.1098,0.10852,106,103,1
0.098439,0.097161,108,105,1
0.086797,0.085519,111,108,1
0.093237,0.091959,111,108,1
0.086476,0.085198,109,106,1
0.086811,0.085533,107,104,1
0.084533,0.083255,107,104,1
0.07365,0.072371,105,102,1
0.072596,0.071318,107,104,1
0.07027,0.068991,107,104,1
0.077404,0.076125,101,98,1
0.073498,0.072219,101,98,1
0.084909,0.083631,101,98,1
0.083221,0.081943,98,95,1
0.083664,0.082385,97,94,1
0.083742,0.082463,96,93,1
0.084642,0.083363,99,96,1
0.093295,0.092017,99,96,1
0.087554,0.086276,97,94,1
0.08356,0.082282,97,94,1
0.092075,0.090796,98,95,1
0.097381,0.096102,98,95,1
0.092938,0.09166,99,96,1
0.090882,0.089603,99,96,1
0.089931,0.088653,100,97,1
0.086454,0.085175,101,98,1
0.098156,0.096878,99,96,1
0.094921,0.093642,99,96,1
0.092359,0.09108,95,92,1
0.10587,0.1046,95,92,1
0.099727,0.098449,96,93,1
0.095584,0.094306,93,90,1
0.10849,0.10721,91,88,1
0.11276,0.11149,92,89,1
0.093301,0.092022,92,89,1
0.035874,0.034595,98,95,1
0.0091358,0.0078574,120,117,1
0.012259,0.010981,94,91,0
0.010799,0.0095202,91,88,0
0.0085246,0.0072462,94,91,0
0.0055803,0.0043019,97,94,0
0.00463,0.0033517,86,83,0
0.0040174,0.0026403,96,93,0
0.0031979,0.0018208,95,92,0
0.0043565,0.0029794,82,79,0
0.0034147,0.0020376,87,84,0
0.003526,0.0021489,25,22,0
0.0082487,0.0068717,29,26,0
0.0091484,0.0077714,53,50,0
0.0095915,0.0082144,31,28,0
0.010966,0.0095892,26,23,0
0.015876,0.014498,29,26,0
0.011805,0.010428,122,119,0
0.015431,0.014054,46,43,0
0.0097467,0.0083697,64,61,0
0.014653,0.013276,95,92,0
0.0062583,0.0048812,116,113,0
0.0072879,0.0059108,54,51,0
0.0056363,0.0042592,82,79,0
0.0059568,0.0045797,100,97,0
0.0039717,0.0025946,86,83,0
0.0027036,0.0013266,123,120,0
0.0029269,0.0015498,123,120,0
0.0022528,0.00087571,114,111,0
0.0023268,0.00094971,28,25,0
0.0026937,0.0013167,82,79,0
0.0028428,0.0014657,79,76,0
0.009925,0.008548,107,104,0
0.0077811,0.0064041,95,92,1
0.0072454,0.0058684,94,91,1
0.011004,0.009627,153,150,1
0.021269,0.019892,96,93,1
0.055006,0.053629,81,78,1
0.091531,0.090154,77,74,1
0.093725,0.092348,77,74,1
0.098062,0.096685,77,74,1
0.094521,0.093143,76,73,1
0.091322,0.089945,75,72,1
0.088638,0.087261,78,75,1
0.091552,0.090175,80,77,1
0.076019,0.074642,79,76,1
0.080134,0.078757,78,75,1
0.085264,0.083887,78,75,1
0.082742,0.081365,78,75,1
0.076977,0.0756,76,73,1
0.070013,0.068636,73,70,1
0.072652,0.071275,73,70,1
0.072325,0.070948,74,71,1
0.064176,0.062799,71,68,1
0.065269,0.063892,72,69,1
0.07019,0.068812,75,72,1
0.075296,0.073919,73,70,1
0.074534,0.073157,70,67,1
0.082798,0.081421,70,67,1
0.080194,0.078817,70,67,1
0.079624,0.078247,71,68,1
0.079727,0.07835,73,70,1
0.06958,0.068203,74,71,1
0.059424,0.058047,75,72,1
0.05932,0.057943,82,79,1
0.065679,0.064302,87,84,1
0.06354,0.062163,87,84,1
0.063537,0.06216,88,85,1
0.067301,0.065924,90,87,1
0.060103,0.058726,90,87,1
0.063543,0.062166,89,86,1
0.066904,0.065527,89,86,1
0.067031,0.065654,93,90,1
0.048853,0.047476,93,90,1
0.053425,0.052048,97,94,1
0.047471,0.046094,100,97,1
0.030847,0.02947,109,106,1
0.017011,0.015634,95,92,1
0.0096442,0.0082671,55,52,1
0.0066376,0.0052606,23,20,1
0.0024678,0.0010908,117,114,1
0.0026636,0.0012866,146,143,1
0.0011621,0,46,43,1
0.001457,0.00029491,107,104,1
0.0030745,0.0019124,156,153,1
0.011964,0.010801,18,15,0
0.01924,0.018078,132,129,0
0.018602,0.01744,60,57,0
0.012788,0.011626,39,36,0
0.013838,0.012676,93,90,0
0.011228,0.010066,95,85,0
0.015752,0.01459,89,79,0
0.015752,0.01459,44,26,0
0.017785,0.016623,27,9,0
0.011839,0.010677,21,3,0
0.010704,0.0095416,15,0,0
0.0099348,0.0087727,14,0,0
0.0090068,0.0078447,70,56,0
0.0028493,0.0016872,69,55,0
0.0022545,0.0010924,59,45,0
0.0021693,0.0010073,81,67,0
0.0034216,0.0022595,129,115,0
0.0059955,0.0048334,97,83,0
0.020551,0.019389,110,96,0
0.043752,0.04259,108,94,1
0.045549,0.044387,96,82,1
0.075951,0.074788,79,65,1
0.09181,0.090648,72,58,1
0.093029,0.091867,65,51,1
0.065435,0.064272,63,49,1
0.071505,0.070342,65,51,1
0.078669,0.077507,71,57,1
0.081535,0.080373,74,60,1
0.075108,0.073946,76,62,1
0.081924,0.080762,77,63,1
0.071697,0.070535,79,65,1
0.071406,0.070244,79,65,1
0.070854,0.069692,83,69,1
0.066774,0.065612,82,68,1
0.069316,0.068154,79,65,1
0.0716,0.070438,76,62,1
0.089667,0.088505,76,62,1
0.088686,0.087524,76,62,1
0.087413,0.086251,76,62,1
0.080601,0.079439,76,62,1
0.08872,0.087558,76,62,1
0.088986,0.087824,77,63,1
0.083774,0.082612,78,64,1
0.066822,0.06566,82,68,1
0.075933,0.074771,83,69,1
0.072096,0.070934,83,69,1
0.072331,0.071169,84,70,1
0.065083,0.063921,85,71,1
0.072038,0.070876,86,72,1
0.067184,0.066022,86,72,1
0.070841,0.069679,86,72,1
0.068484,0.067322,88,74,1
0.070826,0.069664,88,74,1
0.064398,0.063236,82,68,1
0.070006,0.068844,84,70,1
0.066572,0.06541,84,70,1
0.064333,0.063171,87,73,1
0.061574,0.060412,85,71,1
0.064075,0.062913,86,72,1
0.068495,0.067333,86,72,1
0.065261,0.064099,84,70,1
0.07549,0.074327,83,69,1
0.075006,0.073844,84,70,1
0.069212,0.06805,87,73,1
0.064675,0.063513,89,75,1
0.068883,0.067721,90,76,1
0.067072,0.06591,91,77,1
0.060966,0.059804,92,78,1
0.058045,0.056883,95,81,1
0.045618,0.044456,103,89,1
0.024595,0.023433,118,104,1
0.014234,0.013072,92,78,0
0.0086781,0.007516,95,81,0
0.0053868,0.0042247,102,88,0
0.0029586,0.0017966,110,96,0
0.018437,0.017275,111,97,0
0.016027,0.014865,109,95,0
0.017253,0.016091,46,32,0
0.021429,0.020267,50,36,0
0.01679,0.015628,47,33,0
0.018068,0.016906,44,30,0
0.019532,0.01837,50,36,0
0.020483,0.019321,84,70,0
0.019767,0.018605,45,31,0
0.022121,0.020959,83,69,0
0.024604,0.023442,5,0,0
0.014319,0.013157,90,85,0
0.019273,0.018111,90,85,0
0.010565,0.0094029,80,75,0
0.010669,0.0095068,75,70,0
0.0027615,0.0015994,114,109,0
0.0016784,0.0005163,102,97,0
0.0016938,0.00053175,66,61,0
0.0073876,0.0062255,62,57,0
0.013479,0.012317,152,147,0
0.015811,0.014649,12,7,1
0.038286,0.037124,93,88,1
0.068719,0.067557,76,71,1
0.093748,0.092585,71,66,1
0.092251,0.091088,65,60,1
0.073094,0.071931,61,56,1
0.076697,0.075535,64,59,1
0.078065,0.076902,68,63,1
0.076398,0.075236,71,66,1
0.069989,0.068827,75,70,1
0.07591,0.074748,75,70,1
0.067268,0.066106,74,69,1
0.076652,0.07549,73,68,1
0.079686,0.078524,72,67,1
0.082923,0.081761,72,67,1
0.085728,0.084566,75,70,1
0.083933,0.082771,75,70,1
0.088733,0.087571,74,69,1
0.082398,0.081236,75,70,1
0.084254,0.083092,75,70,1
0.085419,0.084257,75,70,1
0.080586,0.079424,75,70,1
0.077343,0.076181,76,71,1
0.080124,0.078961,77,72,1
0.081532,0.08037,75,70,1
0.079929,0.078767,78,73,1
0.08517,0.084008,77,72,1
0.086972,0.08581,77,72,1
0.086976,0.085814,77,72,1
0.07074,0.069578,77,72,1
0.071461,0.070299,79,74,1
0.070073,0.068911,82,77,1
0.072397,0.071235,82,77,1
0.067462,0.0663,88,83,1
0.068019,0.066857,91,86,1
0.050939,0.049777,93,88,1
0.059678,0.058516,93,88,1
0.054592,0.05343,94,89,1
0.045275,0.044113,100,95,1
0.040289,0.039127,118,113,1
0.02675,0.025588,36,31,1
0.014996,0.013834,58,53,1
0.0091669,0.0080048,45,40,1
0.0068224,0.0056603,124,119,0
0.0048753,0.0037132,91,86,0
0.0013914,0.00022931,62,57,0
0.0019793,0.00081717,111,106,0
0.0022194,0.0010573,47,42,0
0.011566,0.010404,50,45,0
0.014236,0.013074,148,143,0
0.01685,0.015688,24,19,0
0.0097166,0.0085546,33,28,0
0.010438,0.0092756,67,62,0
0.014202,0.01304,86,81,0
0.0095224,0.0083603,150,145,0
0.011199,0.010037,17,12,0
0.012336,0.011174,68,63,0
0.011773,0.010611,70,65,0
0.011115,0.0099534,48,43,0
0.010889,0.0097272,32,27,0
0.0099021,0.00874,52,47,0
0.0066332,0.0054711,67,62,0
0.0043677,0.0032056,36,31,0
0.0026351,0.0014731,111,106,0
0.0020417,0.00087962,145,140,0
0.0018116,0.00064955,67,62,0
0.0045206,0.0033585,26,21,0
0.0089431,0.007781,75,70,0
0.029256,0.028094,98,93,1
0.05088,0.049718,86,81,1
0.081638,0.080476,79,74,1
0.082137,0.080975,70,65,1
0.09936,0.098198,63,58,1
0.085145,0.083983,60,55,1
0.082622,0.08146,63,58,1
0.067029,0.065867,64,59,1
0.075486,0.074324,72,67,1
0.067487,0.066325,72,67,1
0.06395,0.062788,80,75,1
0.059389,0.058227,83,78,1
0.05577,0.054608,84,79,1
0.057563,0.056401,86,81,1
0.048634,0.047471,84,79,1
0.048469,0.047307,88,83,1
0.05711,0.055948,91,86,1
0.055579,0.054417,92,87,1
0.059015,0.057853,89,84,1
0.06591,0.064748,90,85,1
0.064337,0.063175,90,85,1
0.064294,0.063132,87,82,1
0.06604,0.064878,87,82,1
0.068486,0.067324,88,83,1
0.060232,0.05907,89,84,1
0.058263,0.057101,94,89,1
0.045905,0.044743,106,101,1
0.052912,0.05175,97,92,1
0.042453,0.041291,87,82,1
0.039945,0.038783,95,90,1
0.026854,0.025692,92,87,1
0.018872,0.01771,103,98,1
0.010721,0.0095585,99,94,0
0.0048302,0.0036682,70,65,0
0.0020658,0.00090373,96,91,0
0.002348,0.0011859,106,101,0
0.0021734,0.0010113,102,97,0
0.0038932,0.0027311,82,77,0
0.0060555,0.0048934,26,21,0
0.011774,0.010611,51,46,0
0.015,0.013838,104,99,0
0.015342,0.01418,21,16,0
0.016992,0.01583,132,127,0
0.014399,0.013237,23,18,0
0.01329,0.012128,47,42,0
0.012221,0.011058,60,55,0
0.016779,0.015617,39,34,0
0.013703,0.012541,71,66,0
0.015128,0.013966,53,48,0
0.0093125,0.0081504,109,104,0
0.0079659,0.0068038,67,62,0
0.0072339,0.0060718,41,36,0
0.0067235,0.0055614,68,63,0
0.0041422,0.0029801,68,63,0
0.0018636,0.0007015,26,21,0
0.0016659,0.00050384,43,38,0
0.0030055,0.0018434,117,112,0
0.0056104,0.0044483,20,15,0
0.0025929,0.0014308,116,111,0
0.02548,0,124,0,0
0.025392,0,32,0,0
0.028657,0.0032647,125,93,0
0.022571,0,118,86,0
0.01659,0,118,86,0
0.016644,5.4471e-05,139,107,0
0.018741,0.0021512,66,34,0
0.022451,0.0058606,60,28,0
0.019967,0.0033767,114,82,1
0.030251,0.013661,76,44,1
0.027788,0.011198,64,32,1
0.036073,0.019483,115,83,1
0.043434,0.026844,54,22,1
0.034344,0.017754,58,26,1
0.035019,0.018429,51,19,1
0.036491,0.019901,58,26,1
0.043807,0.027217,53,21,1
0.028431,0.011841,106,74,1
0.030056,0.013466,33,1,1
0.02941,0.01282,121,89,1
0.028362,0.011772,50,18,1
0.026841,0.010252,56,24,1
0.045487,0.028897,56,24,1
0.043685,0.027095,56,24,1
0.039903,0.023313,56,24,1
0.029265,0.012675,57,25,1
0.031961,0.015371,56,24,1
0.038365,0.021776,55,23,1
0.042989,0.026399,55,23,1
0.040621,0.024031,55,23,1
0.039824,0.023234,54,22,1
0.039884,0.023294,54,22,1
0.045171,0.028582,54,22,1
0.041752,0.025162,54,22,1
0.039504,0.022914,54,22,1
0.052169,0.035579,54,22,1
0.042449,0.025859,54,22,1
0.04423,0.02764,53,21,1
0.035198,0.018608,52,20,1
0.055008,0.038418,54,22,1
0.044363,0.027773,54,22,1
0.048349,0.031759,54,22,1
0.049098,0.032508,54,22,1
0.050264,0.033674,54,22,1
0.029195,0.012605,52,20,1
0.034995,0.018405,53,21,1
0.03075,0.01416,63,31,1
0.041241,0.024651,58,26,1
0.030213,0.013623,67,35,1
0.033409,0.016819,67,35,1
0.036371,0.019781,68,36,1
0.03656,0.01997,69,37,1
0.031417,0.014827,61,29,1
0.03454,0.01795,71,39,1
0.033059,0.016469,69,37,1
0.035111,0.018521,68,36,1
0.04645,0.02986,58,26,1
0.047494,0.030904,75,43,1
0.04103,0.02444,61,29,1
0.041217,0.024627,62,30,1
0.064999,0.048409,73,41,1
0.041244,0.024654,79,47,1
0.069586,0.052996,71,39,1
0.051346,0.034756,77,45,1
0.055765,0.039175,68,36,1
0.056251,0.039661,84,52,1
0.057686,0.041096,20,0,1
0.057151,0.040561,18,0,1
0.047023,0.030433,71,53,1
0.058722,0.042132,85,67,1
0.066157,0.049567,42,24,1
0.059009,0.042419,115,97,1
0.047084,0.030494,71,53,1
0.056493,0.039903,27,9,1
0.062724,0.046134,35,17,1
0.046979,0.030389,43,25,1
0.058037,0.041447,40,22,1
0.053983,0.037393,43,25,1
0.080536,0.063946,76,58,1
0.063673,0.047083,74,56,1
0.062387,0.045797,78,60,1
0.076272,0.059682,47,29,1
0.069354,0.052765,85,67,1
0.10142,0.084834,84,66,1
0.055801,0.039211,86,68,1
0.11678,0.10019,89,71,1
0.09656,0.07997,92,74,1
0.093294,0.076704,94,76,1
0.13904,0.12245,95,77,1
0.12326,0.10667,97,79,1
0.11738,0.10079,96,78,1
0.12094,0.10435,100,82,1
0.10519,0.088603,100,82,1
0.089691,0.073101,101,83,1
0.12767,0.11108,102,84,1
0.099556,0.082966,105,87,1
0.12521,0.10862,106,88,1
0.13599,0.1194,104,86,1
0.14617,0.12958,102,84,1
0.14949,0.1329,102,84,1
0.14449,0.1279,103,85,1
0.11284,0.096252,106,88,1
0.097027,0.080437,109,91,1
0.082943,0.066353,111,93,1
0.090761,0.074171,115,97,1
0.080664,0.064074,116,98,1
0.053953,0.037363,120,102,1
0.051065,0.034475,126,108,1
0.024982,0.0083923,153,135,1
0.022052,0.0054625,127,109,1
0.024132,0.0075419,127,109,1
0.023117,0.0065272,155,137,1
0.017179,0.00058862,151,133,1
0.045941,0.029351,141,123,1
0.037942,0.021352,136,118,1
0.03082,0.01423,118,100,1
0.039503,0.022913,114,96,1
0.069135,0.052545,113,95,1
0.054205,0.037615,113,95,1
0.052097,0.035507,103,85,1
0.075202,0.058612,101,83,1
0.075692,0.059102,104,86,1
0.057092,0.040502,107,89,1
0.06747,0.05088,103,85,1
0.073069,0.056479,102,84,1
0.060213,0.043623,104,86,1
0.043718,0.027128,107,89,1
0.033764,0.017174,107,89,1
0.033949,0.017359,55,37,1
0.02983,0.01324,121,103,1
0.026644,0.010054,107,89,1
0.046407,0.029817,107,89,1
0.03499,0.0184,104,86,1
0.038959,0.022369,106,88,1
0.035227,0.018637,107,89,1
0.019862,0.0032717,68,50,1
0.031486,0.014896,98,80,1
0.041567,0.024977,96,78,1
0.020846,0.004256,91,73,1
0.039808,0.023218,89,71,1
0.030133,0.013543,89,71,1
0.028527,0.011937,90,72,1
0.019388,0.0027979,96,78,1
0.030346,0.013756,102,84,1
0.03116,0.01457,102,84,1
0.022001,0.0054106,114,96,1
0.018569,0.0019794,141,123,1
0.016465,0,73,55,1
0.025835,0.0093693,43,25,0
0.02755,0.011085,88,70,0
0.020838,0.0043732,44,26,0
0.025136,0.008671,46,28,0
0.024646,0.0081809,38,20,0
0.019351,0.0028861,43,25,0
0.016364,0,141,123,0
0.017184,0.00081972,142,124,0
0.015529,0,44,26,0
0.018535,0.003006,45,27,0
0.019298,0.0037698,45,27,0
0.0148,0,45,27,0
0.015995,0.0011952,80,62,0
0.022338,0.0075385,23,5,0
0.015502,0.000702,75,57,0
0.024865,0.010065,79,61,0
0.018762,0.0039624,38,20,0
0.02285,0.0080506,35,17,0
0.02432,0.0095206,43,25,0
0.01701,0.0022104,36,18,0
0.033354,0.018555,18,0,0
0.03985,0.02505,38,20,0
0.039378,0.024578,32,14,0
0.044325,0.029525,48,30,0
0.043831,0.029031,24,6,0
0.038695,0.023895,27,9,0
0.034109,0.019309,113,95,0
0.029837,0.015037,46,28,0
0.029222,0.014422,82,64,0
0.024582,0.0097817,145,127,0
0.027101,0.012301,31,13,0
0.033954,0.019154,28,10,0
0.041966,0.027167,28,10,0
0.036438,0.021638,82,64,0
0.032578,0.017779,34,16,0
0.025822,0.011022,66,48,0
0.026003,0.011203,94,76,0
0.026467,0.011667,63,45,0
0.023453,0.008653,129,111,0
0.0243,0.0095,27,9,0
0.025856,0.011056,86,68,0
0.050824,0.036024,72,54,0
0.042565,0.027765,62,44,0
0.041038,0.026238,76,58,0
0.031779,0.016979,34,16,0
0.035621,0.020821,63,45,0
0.038105,0.023305,70,52,0
0.034261,0.019461,69,51,0
0.022848,0.0080486,33,15,0
0.02261,0.0078105,64,46,0
0.027831,0.013031,36,18,0
0.028374,0.013574,96,78,0
0.036534,0.021734,108,90,0
0.019949,0.0051487,87,69,0
0.024571,0.0097711,65,47,0
0.01883,0.0040303,72,54,0
0.016652,0.0018517,128,110,0
0.015787,0.0009873,113,95,0
0.019498,0.004698,66,48,0
0.02118,0.0063804,35,17,0
0.014873,7.3023e-05,114,96,0
0.0155,0.00069968,119,101,0
0.013702,0,101,83,0
0.013236,0,97,79,0
0.012724,0,17,0,0
0.016591,0.0038667,110,93,0
0.014332,0.0016079,44,27,0
0.020745,0.0080211,89,72,0
0.021175,0.0084515,48,31,0
0.014745,0.0020212,125,108,0
0.016295,0.0035714,146,129,0
0.021307,0.008583,96,79,0
0.02146,0.0087364,108,91,0
0.020642,0.0079178,111,94,0
0.013747,0.0010227,115,98,0
0.011391,0,32,15,0
0.015167,0.0037758,107,90,0
0.017295,0.0059038,38,21,0
0.015976,0.0045845,37,20,0
0.016487,0.0050957,89,72,0
0.025132,0.013741,60,43,0
0.020523,0.0091314,33,16,0
0.022898,0.011507,57,40,0
0.021388,0.0099972,104,87,0
0.0341,0.022709,51,34,0
0.028167,0.016776,63,46,0
0.027253,0.015862,63,46,0
0.03727,0.025879,60,43,0
0.027715,0.016324,66,49,0
0.031323,0.019932,62,45,1
0.03837,0.026979,65,48,1
0.056593,0.045202,65,48,1
0.057612,0.046221,62,45,1
0.044502,0.033111,62,45,1
0.036813,0.025422,61,44,1
0.040703,0.029312,67,50,1
0.035453,0.024062,77,60,1
0.028173,0.016782,72,55,1
0.032211,0.020819,80,63,1
0.038304,0.026913,63,46,1
0.035022,0.023631,75,58,1
0.045154,0.033763,75,58,1
0.038509,0.027118,67,50,1
0.037385,0.025994,73,56,1
0.040896,0.029505,66,49,1
0.035664,0.024273,74,57,1
0.037352,0.025961,72,55,1
0.026994,0.015603,88,71,1
0.037807,0.026416,82,65,1
0.031917,0.020526,75,58,1
0.04072,0.029329,83,66,1
0.03292,0.021529,81,64,1
0.036729,0.025338,87,70,1
0.03675,0.025359,85,68,1
0.026136,0.014745,86,69,1
0.028967,0.017576,44,27,1
0.032076,0.020685,41,24,1
0.03426,0.022869,25,8,1
0.03233,0.020939,62,45,1
0.032961,0.02157,82,65,1
0.030633,0.019242,82,65,1
0.038837,0.027446,69,52,1
0.043892,0.0325,81,64,1
0.041562,0.030171,82,65,1
0.041843,0.030452,81,64,1
0.039798,0.028407,82,65,1
0.033206,0.021815,83,66,1
0.038562,0.027171,68,51,1
0.033574,0.022183,76,59,1
0.046819,0.035428,83,66,1
0.031582,0.020191,83,66,1
0.043412,0.032021,70,53,1
0.032614,0.021223,52,35,1
0.035568,0.024177,84,67,1
0.038522,0.027131,73,56,1
0.036479,0.025088,80,63,1
0.036369,0.024978,97,80,1
0.037494,0.026103,35,18,1
0.039543,0.028152,84,67,1
0.038443,0.027051,74,57,1
0.032977,0.021586,22,5,0
0.033957,0.022566,13,0,0
0.020887,0.0094958,36,23,0
0.025304,0.013913,77,64,0
