@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
4175.4,5.0661,2799.3,0.063035,86,1
3933.1,4.9927,2691.7,0.063189,90,1
4422.4,5.0356,1464.3,0.063763,89,1
4454.2,5.0608,1421.2,0.048117,92,1
4240.9,5.019,1421.2,0.094515,91,1
4733.3,5.0527,1421.2,0.065723,91,1
4414.7,5.0247,1399.7,0.045306,93,1
4555.5,5.101,1421.2,0.066914,91,1
4118.8,5.1137,1378.1,0.035666,95,1
3671,4.9541,1378.1,0.071357,99,1
3908.2,5.0798,1356.6,0.022241,105,1
2929.4,4.936,1335.1,0.066238,102,1
2777.9,4.9799,2734.7,0.068098,104,1
2482.7,4.9289,2670.1,0.061338,107,1
4475.1,5.1189,990.53,0.025655,109,1
5841.7,5.0121,861.33,0.035651,94,1
4853.8,4.9304,387.6,0.051296,112,1
8100.9,4.9166,344.53,0.032889,129,1
8043.5,4.9526,150.73,0.027014,24,1
7520.5,4.8437,129.2,0.026579,114,1
7135.6,4.8228,150.73,0.036868,118,1
6033.3,4.8619,150.73,0.040459,117,1
5870,4.7972,193.8,0.034408,114,1
4777.2,4.8033,193.8,0.051603,114,1
4874.9,4.8552,323,0.060287,112,1
4610.3,4.6504,323,0.07041,111,1
4079.7,5.1093,0,0.034751,110,1
4432,5.092,0,0.045422,111,1
2988.2,5.0173,172.27,0.058834,110,1
3180.2,4.9169,0,0.058321,110,1
2826.8,4.9316,21.533,0.072325,111,1
2193.1,4.9521,21.533,0.068961,111,1
2397.4,4.9395,193.8,0.058658,114,1
2094.8,4.8955,21.533,0.082831,116,1
2416.8,4.9505,21.533,0.062639,117,1
2528.5,5.2204,21.533,0.032068,90,1
3445,5.4095,258.4,0.030011,62,1
2583.7,5.2775,279.93,0.024675,128,1
1990.6,5.1849,258.4,0.024138,69,1
2209.3,5.0266,258.4,0.028449,129,1
2147.7,4.9981,258.4,0.023373,70,1
1210,5.0897,279.93,0.043654,133,1
681.72,5.2043,904.39,0.038131,133,1
1030.8,5.0117,193.8,0.022103,134,1
739.59,5.0529,21.533,0.031876,132,1
744.59,5.077,21.533,0.037712,132,1
649.48,5.0645,258.4,0.04278,131,1
466.62,5.0929,279.93,0.036602,132,1
323.88,5.0867,882.86,0.029513,133,1
333.53,5.0654,172.27,0.037174,131,1
427.16,4.9532,193.8,0.048295,131,1
286.08,4.9112,904.39,0.042589,131,1
255.39,4.9637,904.39,0.046099,129,1
157.37,4.9825,925.93,0.038838,126,1
226.8,4.994,925.93,0.044276,125,1
196.27,4.9887,925.93,0.045733,125,1
124.37,4.9778,925.93,0.049702,124,1
166.11,4.9918,947.46,0.05775,124,1
146.1,4.9723,925.93,0.050407,124,1
164.95,4.9606,925.93,0.03976,126,1
123.99,4.9958,925.93,0.041017,127,1
91.412,5.0071,904.39,0.018904,132,1
132.44,4.9566,882.86,0.030204,132,1
82.737,4.9433,882.86,0.036096,131,1
42.737,5.0031,882.86,0.029486,133,1
74.815,5.1175,861.33,0.021343,136,1
16.913,5.0663,861.33,0.019372,136,1
107.02,5.005,861.33,0.013837,138,1
82.504,4.9973,861.33,0.018907,138,1
108.38,4.9746,861.33,0.028618,138,1
16.373,4.9994,861.33,0.023086,138,1
28.208,5.0064,818.26,0.014132,143,1
0,5.1096,818.26,0.011289,51,1
0,5.13,775.2,0.0069556,89,1
36.335,5.1671,301.46,0.0088448,60,1
129.61,5.0394,323,0.0078516,54,1
83.786,5.1055,107.67,0.012027,138,1
121.59,5.1981,150.73,0.0050715,45,1
345.95,5.1899,129.2,0.019677,51,1
170.24,5.2395,150.73,0.016083,75,1
491.86,5.0138,689.06,0.020869,132,1
277.27,5.1329,710.6,0.014765,50,1
332.05,5.1527,344.53,0.017016,134,1
95.855,5.2787,689.06,0.015467,134,1
185.9,5.158,667.53,0.018383,129,1
126.99,5.2844,323,0.012723,124,1
228.77,5.1555,710.6,0.014073,30,1
336.28,5.1846,344.53,0.0128,41,1
574.64,5.0273,689.06,0.012521,60,1
453.76,4.9911,689.06,0.013216,124,1
637.46,4.9343,689.06,0.01937,122,1
510.74,4.9838,452.2,0.010043,123,1
434.15,5.0678,129.2,0.0082672,82,1
852.17,4.9476,323,0.014707,121,1
669.81,5.0605,129.2,0.014365,52,1
636.64,4.8924,710.6,0.01863,122,1
462.45,4.955,732.13,0.013258,66,1
709.53,5.0221,732.13,0.014481,125,1
705.24,4.9962,301.46,0.017824,33,1
511.26,4.8868,732.13,0.017165,50,1
632.62,4.8939,732.13,0.013466,115,1
861.3,5.0806,689.06,0.0094886,123,1
835.28,4.997,667.53,0.012261,130,1
540.9,5.0129,710.6,0.011758,122,1
746.12,5.0017,667.53,0.010228,86,1
647.94,4.8538,344.53,0.012512,112,1
878.74,4.7051,323,0.0095791,39,0
949.82,4.6066,387.6,0.011856,46,0
1469.8,4.5154,430.66,0.016799,45,0
2523.3,4.2358,430.66,0.017931,31,0
2682.2,4.1877,430.66,0.023116,39,0
2218.9,4.4985,430.66,0.013145,27,0
994.29,4.7728,107.67,0.013788,46,0
837.47,4.7383,409.13,0.0086772,45,0
874.65,4.7958,430.66,0.01967,136,0
947.48,5.2261,258.4,0.016417,35,0
642.44,4.9784,323,0.011116,130,0
623.01,4.9711,452.2,0.008789,45,0
381.98,5.0281,387.6,0.0043271,89,0
749.07,4.7909,366.06,0.0080481,56,0
753.86,4.9756,387.6,0.0099779,47,0
1150.5,5.0912,366.06,0.026633,43,0
856.32,4.969,387.6,0.014495,15,0
437.03,5.0665,387.6,0.0075543,84,0
535.46,5.0231,387.6,0.0064764,45,0
754.6,4.9077,602.93,0.018971,70,0
862.99,4.9277,387.6,0.020395,52,0
575.21,5.0376,172.27,0.014737,17,0
1033.9,4.9762,366.06,0.013838,40,0
1235.7,4.9855,366.06,0.023889,40,0
909.04,4.9923,968.99,0.018933,72,0
519.01,5.1268,947.46,0.019753,33,0
1020.3,5.1163,344.53,0.019313,74,0
1011.5,4.9523,344.53,0.022808,75,0
538.9,5.1062,323,0.019675,22,0
526.75,5.0638,624.46,0.014698,13,0
398.69,5.1211,107.67,0.007138,33,0
465.55,5.1272,301.46,0.0095809,8,0
428.81,5.1946,624.46,0.026815,74,1
691.71,5.0338,301.46,0.029914,68,1
861.6,5.0575,667.53,0.028604,65,1
831.17,5.0447,710.6,0.042171,63,1
890.49,4.9405,710.6,0.037592,62,1
981.49,4.9954,710.6,0.045627,61,1
1396.1,5.1605,710.6,0.042021,53,1
771.29,5.0948,710.6,0.05098,62,1
941.76,5.0119,323,0.043609,61,1
958.01,4.9757,323,0.056841,61,1
615.16,4.9956,710.6,0.030931,61,1
498.76,4.9396,710.6,0.031363,61,1
480.04,4.8642,710.6,0.044545,62,1
498.42,4.8929,710.6,0.039669,61,1
556.31,4.9504,710.6,0.035824,59,1
567.02,5.0804,710.6,0.017911,61,1
545.89,5.1149,710.6,0.012537,61,1
458.45,5.1566,732.13,0.012327,56,1
658.26,5.0928,323,0.022132,57,1
673.11,5.0434,344.53,0.03127,59,1
538.81,5.1983,323,0.018232,60,1
511.84,5.196,323,0.017542,58,1
780.4,5.2257,323,0.011483,57,1
1400.7,5.1674,1098.2,0.035441,62,1
2851.6,5.1692,344.53,0.017652,160,1
2695.6,5.1374,861.33,0.023346,36,1
3732,5.0958,1098.2,0.038064,58,1
4048.2,5.2813,2476.3,0.022039,19,1
4393.8,5.1472,2476.3,0.02847,59,1
4443.2,5.1694,2476.3,0.034497,18,1
4880.9,5.1908,1873.4,0.038105,61,1
4938.5,5.2371,2497.9,0.041418,18,1
5196.9,5.2854,2497.9,0.035524,18,1
4254.6,5.3051,2734.7,0.035995,55,1
3988.7,5.269,1722.7,0.036963,72,1
4177.6,5.2495,1012.1,0.028792,77,1
5087.8,5.3012,710.6,0.040406,56,1
5330,5.2939,1507.3,0.028993,67,1
5233.1,5.3082,1485.8,0.044684,64,1
4693.2,5.3322,1550.4,0.025753,56,1
5818.7,5.297,2777.8,0.030031,56,1
6517.2,5.2938,2734.7,0.056394,76,1
5998.9,5.2966,1399.7,0.039121,74,1
6042.7,5.2298,1399.7,0.037733,69,1
6600.1,5.32,2993.1,0.053342,65,1
6339.8,5.277,1421.2,0.037351,64,1
6515.4,5.299,1421.2,0.044533,72,1
7076.1,5.2779,2993.1,0.061707,74,1
6678.6,5.2302,2971.6,0.023049,40,1
7262.5,5.2814,2950,0.047743,52,1
7835.4,5.1772,1464.3,0.039801,66,1
6486.9,5.209,1464.3,0.031475,62,1
6223.1,5.1967,1464.3,0.038507,62,1
6382.6,5.3168,2950,0.032854,65,1
5848.1,5.2368,1421.2,0.030993,121,1
5914.9,5.2259,1464.3,0.037863,64,1
6323.6,5.1833,1421.2,0.03047,89,1
5865.1,5.2012,1399.7,0.028715,34,1
4928.8,5.1802,1378.1,0.034938,72,1
5076.8,5.2516,1335.1,0.022928,69,1
5056.7,5.261,1464.3,0.023445,72,1
4870.4,5.2484,1679.6,0.034343,72,1
5259.3,5.2512,1658.1,0.035139,44,1
5196,5.2201,1636.5,0.026791,74,1
5193.8,5.2098,1593.5,0.031717,74,1
4838.6,5.1758,3036.2,0.027413,79,1
4284.6,5.1502,2950,0.030606,80,1
5065.5,5.1529,2928.5,0.066742,79,1
4793.5,5.0778,2928.5,0.043761,79,1
4919.2,5.1561,2971.6,0.022481,62,1
4065.3,5.0739,2820.8,0.050782,84,1
4801.6,5.146,1507.3,0.039214,89,1
3822,5.0996,1485.8,0.032134,91,1
4399.8,5.1362,2820.8,0.034664,86,1
3728.7,5.0683,1464.3,0.034164,89,1
3742.3,5.1294,1464.3,0.021492,88,1
4281.6,5.3197,2777.8,0.038084,84,1
4485.4,5.2912,1442.7,0.022802,91,1
3946.4,5.2108,2863.9,0.015318,97,1
3905.8,5.039,1421.2,0.054638,95,1
3953.1,5.1188,1421.2,0.016803,95,1
3817.5,5.0305,1399.7,0.052486,97,1
3389.4,5.0528,1378.1,0.016272,99,1
3547.2,4.9868,1378.1,0.019535,96,1
3253.1,4.9899,1356.6,0.022665,36,1
3218.7,4.9208,1356.6,0.052553,102,1
3297.1,4.9349,1356.6,0.032277,99,1
3017.1,4.8319,1356.6,0.074697,103,1
3413.4,4.9381,1378.1,0.033172,98,1
3549.1,4.9096,1378.1,0.055516,101,1
3552.5,4.8591,1378.1,0.082361,100,1
3692.2,5.0337,1399.7,0.029109,101,1
2829.2,4.7656,1378.1,0.068903,100,1
3308.6,4.9285,1356.6,0.03537,103,1
2444.2,4.7891,1335.1,0.07378,105,1
2335.7,4.8848,1313.5,0.056786,108,1
2594.2,4.981,1292,0.043303,110,1
1857.5,4.8473,2907,0.071966,111,1
2088.7,5.0111,2928.5,0.04465,110,1
2279.3,4.9692,2907,0.049501,111,1
2416.6,4.9332,1292,0.052005,108,1
1843.6,4.8913,2907,0.061552,110,1
1993,4.8749,1292,0.077487,110,1
2019.4,5.0521,1270.5,0.02945,112,1
1655.9,5.0329,2820.8,0.062329,116,1
1371.6,5.0176,2799.3,0.057455,117,1
1333.9,5.155,2756.2,0.055181,120,1
1108.9,5.1412,2713.2,0.05008,121,1
928.83,5.2083,2713.2,0.04344,122,1
1021.9,5.1662,2713.2,0.040549,122,1
947.7,5.1545,366.06,0.027197,122,1
794.59,5.1146,925.93,0.031911,123,1
1023.4,5.0442,387.6,0.031025,124,1
1094.2,5.0158,925.93,0.026572,127,1
835.78,4.9951,904.39,0.011945,53,1
688.31,4.9916,861.33,0.024717,134,1
430.66,5.1957,430.66,0.017599,139,1
633.73,5.0141,538.33,0.0072638,102,1
617.74,5.0026,538.33,0.0093596,33,1
527.32,4.9899,538.33,0.011016,93,1
462.37,4.965,861.33,0.0097353,33,1
263.26,5.2996,366.06,0.01418,50,1
296.83,5.2047,279.93,0.014247,91,1
175.21,5.2524,366.06,0.012365,138,1
168.07,5.2001,602.93,0.0090649,22,1
257.88,5.434,366.06,0.0097485,59,1
569.31,5.3869,387.6,0.014302,87,1
535.74,5.3229,387.6,0.0041949,47,1
450.65,5.2426,646,0.0075789,73,1
237.22,5.2987,409.13,0.015677,52,1
312.96,5.2121,882.86,0.020231,83,1
280.61,5.2862,904.39,0.018348,123,1
95.477,5.3044,667.53,0.010604,120,1
523.46,5.187,387.6,0.019393,152,1
327.14,5.2811,818.26,0.0086737,111,1
552.87,5.0829,753.66,0.017515,105,1
415.02,5.0184,775.2,0.028362,102,1
1488,5.1279,947.46,0.017914,115,1
2489.8,4.7939,925.93,0.021698,113,1
1328.6,5.0599,796.73,0.016259,154,1
1152.7,5.0931,818.26,0.015566,95,1
1184.8,5.2333,818.26,0.020758,95,1
1042.6,5.1568,796.73,0.025592,94,1
1079,5.129,818.26,0.028191,92,1
1123.8,5.2401,818.26,0.022466,94,1
1251.2,5.2213,818.26,0.021025,94,1
1499.1,5.1118,796.73,0.038562,95,1
1257.1,5.2251,710.6,0.020869,96,1
1502.1,5.1742,796.73,0.019232,52,1
1257.4,5.0798,689.06,0.015889,99,1
906.17,5.1469,689.06,0.026759,102,1
961.99,5.1312,667.53,0.024183,104,1
752.37,5.1532,667.53,0.030259,105,1
511,5.1986,646,0.033456,106,1
539.78,5.1829,667.53,0.033865,105,1
974.85,5.1548,667.53,0.016097,104,1
1006,5.2216,667.53,0.024533,104,1
1047.1,5.1902,667.53,0.041422,105,1
1008.5,5.1382,258.4,0.022194,105,1
1052.6,4.9939,258.4,0.024134,105,1
1020,4.9671,43.066,0.016505,39,1
1049.4,5.1433,64.6,0.014914,104,1
789.97,5.0981,667.53,0.031568,105,1
1044.4,4.8806,279.93,0.019187,54,1
1484.3,4.811,279.93,0.023881,105,1
1029.5,5.043,64.6,0.011499,105,1
830.37,5.1079,64.6,0.017346,107,1
1014.8,5.2604,279.93,0.016716,108,1
1154.3,5.319,624.46,0.029525,66,1
1173.7,5.2463,279.93,0.021056,52,1
1028.8,5.1654,839.79,0.018592,119,1
942.25,5.1162,279.93,0.018035,72,1
290.17,5.1674,301.46,0.010077,72,0
1002.7,5.1851,796.73,0.018219,31,0
992.11,5.1648,796.73,0.013939,96,0
842.01,5.308,753.66,0.01864,55,0
1887.2,5.3717,818.26,0.016281,95,0
2183.2,5.3976,839.79,0.021003,125,0
1919,5.3908,2002.6,0.029779,150,0
2188.4,5.3692,925.93,0.023209,27,0
1997.6,5.4234,861.33,0.032584,31,0
2862.4,5.3169,818.26,0.021285,39,0
2560.3,5.3375,796.73,0.037031,43,0
1759.5,5.441,279.93,0.016409,45,0
1565.7,5.4342,839.79,0.018544,40,0
1298.6,5.4002,258.4,0.017807,88,0
639.04,5.4851,0,0.0086236,100,0
531.91,5.3906,279.93,0.010993,98,0
601.05,5.3628,495.26,0.017865,72,0
683.52,5.2672,279.93,0.011582,157,0
703.38,5.1973,279.93,0.0059911,40,0
391.46,5.3791,516.8,0.010535,17,0
1776.1,5.1708,1227.4,0.022566,36,0
1397.6,5.1542,1227.4,0.02424,10,0
1368.3,5.2549,193.8,0.016636,39,0
777.31,5.1633,818.26,0.024999,38,0
430.68,5.1546,301.46,0.020057,39,0
1586.5,5.3052,861.33,0.015889,62,0
2154,5.2091,818.26,0.017086,39,0
1577.3,5.1915,839.79,0.011944,39,0
1048.8,5.2284,839.79,0.012484,58,0
820.47,5.2083,839.79,0.0089663,115,0
947.35,5.3836,710.6,0.027809,114,0
1440,5.3218,1378.1,0.025917,31,0
799.2,5.358,1098.2,0.021263,90,0
690.65,5.3478,538.33,0.0102,32,0
623.91,5.3614,409.13,0.026696,104,0
692.52,5.3192,495.26,0.012589,88,1
560.45,5.2915,538.33,0.019008,80,1
775.44,5.1694,559.86,0.02796,71,1
580.72,5.1949,602.93,0.0089755,119,1
631.22,5.0921,624.46,0.017371,70,1
804.13,4.9814,624.46,0.0207,59,1
582.08,5.012,236.87,0.025203,67,1
693.98,4.9887,258.4,0.0096325,69,1
554.33,4.9333,258.4,0.023753,58,1
431.39,4.9616,236.87,0.02792,59,1
694.63,4.9417,236.87,0.024907,60,1
382.53,5.0192,236.87,0.025465,58,1
372.74,5.0027,258.4,0.018097,57,1
496.71,4.8406,258.4,0.034881,57,1
381.72,4.9574,258.4,0.021439,56,1
345.89,4.9644,258.4,0.023805,56,1
425.39,5.092,258.4,0.034664,56,1
433.68,4.9884,258.4,0.024967,56,1
422.58,4.858,258.4,0.020725,57,1
351.05,4.9866,258.4,0.018903,62,1
242.48,5.1032,236.87,0.0079322,60,1
171.8,5.2259,258.4,0.0042098,46,1
286.43,5.1692,236.87,0.011607,52,1
381.24,5.2233,236.87,0.018646,27,1
1003,5.4836,236.87,0.021764,53,1
836.13,5.3559,236.87,0.017172,62,1
804.37,5.2353,236.87,0.013337,29,1
689.96,5.2742,236.87,0.021559,123,1
621.06,5.2491,236.87,0.012742,65,1
718.13,5.11,236.87,0.011607,59,1
635.17,5.2697,236.87,0.018992,57,1
1105.4,4.987,602.93,0.03025,65,1
877.6,5.1288,624.46,0.024165,64,1
1431.7,5.1929,236.87,0.039775,67,1
2372,5.1486,839.79,0.018024,80,1
3071.9,5.1214,559.86,0.042201,69,1
2824.1,5.1956,624.46,0.025405,64,1
3212.5,5.2445,2325.6,0.029579,74,1
2994.5,5.1876,861.33,0.026516,48,1
3268.8,5.1957,581.4,0.036414,69,1
2793.4,5.2561,602.93,0.022024,69,1
2598.3,5.2395,968.99,0.025742,66,1
2978.5,5.3018,904.39,0.028098,68,1
4645.8,5.1744,2519.4,0.030713,75,1
4317.8,5.3251,2540.9,0.036344,13,1
5104.3,5.2581,2648.6,0.031265,73,1
4963.2,5.2468,1442.7,0.028596,46,1
4476.1,5.3911,1313.5,0.028164,124,1
5277.8,5.3266,2627.1,0.030048,116,1
5002.2,5.3715,2713.2,0.035701,81,1
5325.2,5.3305,2713.2,0.041148,90,1
4732.1,5.2991,1227.4,0.045796,41,1
4425.9,5.2857,1119.7,0.029501,47,1
4054.2,5.3204,1248.9,0.028447,76,1
4126.5,5.283,2713.2,0.032695,13,1
3826.1,5.2589,1248.9,0.028532,29,1
4304.4,5.299,1184.3,0.026346,109,1
3607.6,5.2626,1292,0.028895,63,1
4701.5,5.1746,1248.9,0.036401,74,1
3896.2,5.2381,1076.7,0.019433,25,1
3140.3,5.2872,1227.4,0.023905,63,1
3851.6,5.2348,1248.9,0.026928,74,1
3827.1,5.2181,1292,0.019175,58,1
3697.1,5.1454,1270.5,0.035804,74,1
3990.3,5.1126,1248.9,0.047994,71,1
4419.3,5.192,1227.4,0.025615,44,1
3726,5.1653,1227.4,0.029399,79,1
3455.2,5.187,2820.8,0.020827,74,1
4276,5.1544,2799.3,0.027555,79,1
3844.4,5.1349,2777.8,0.031189,81,1
3835.1,5.1445,2777.8,0.021548,70,1
3997,5.1126,2734.7,0.023561,98,1
4092.3,5.2259,1292,0.025751,85,1
3935,5.1881,1270.5,0.019861,73,1
4224.6,5.2152,301.46,0.03146,74,1
4009.1,5.2342,301.46,0.0202,77,1
3963.8,5.1706,2799.3,0.0151,80,1
3875.2,5.2011,2863.9,0.019823,80,1
3836.5,5.1574,323,0.019481,85,1
3078.2,5.1998,301.46,0.024627,84,1
2689.9,5.1333,301.46,0.013104,148,1
2308.6,5.1154,2842.4,0.029196,93,1
1916.4,5.0215,301.46,0.010265,138,1
2464.4,5.0265,301.46,0.026589,35,1
2689.3,5.0866,301.46,0.031283,88,1
1852.7,5.118,1313.5,0.016989,6,1
2164.5,5.2258,301.46,0.012477,47,1
1942,5.2338,279.93,0.012686,10,1
1995.9,5.1274,301.46,0.0063205,138,1
2248.3,5.0245,279.93,0.020592,95,1
2341,5.1456,279.93,0.022869,94,1
2398.2,5.0673,301.46,0.0088062,61,1
2183.4,4.9879,301.46,0.024279,97,1
2533.6,5.1691,279.93,0.018458,9,1
2156.4,5.1252,279.93,0.017652,91,1
1801.8,5.0308,1313.5,0.032944,98,1
1999.8,5.1775,1313.5,0.011457,93,1
2201.2,5.155,1356.6,0.023369,89,1
1899.1,5.2277,2605.5,0.0055622,61,1
1580.4,5.209,1399.7,0.010501,94,1
1722.3,5.1281,1378.1,0.0038026,32,1
1704.6,5.2669,1378.1,0.0068575,95,1
2329.1,5.2398,1378.1,0,97,1
2094.3,5.1937,1421.2,0.026487,94,1
1841.1,5.1174,1399.7,0.011104,23,1
1660.5,5.0852,1421.2,0.021673,109,1
1478.5,5.0333,1507.3,0.0062901,108,1
1896.1,5.1377,1528.9,0.02826,100,1
1763.9,5.1659,1464.3,0.019989,111,1
1671.9,5.108,1464.3,0.010241,119,1
2022.3,5.0648,1528.9,0.017138,107,1
2197.5,5.1678,1528.9,0.0041698,93,1
1595.6,5.1343,2907,0.0081272,109,1
2248.5,5.264,1507.3,0.01149,23,1
2090,5.0908,1528.9,0.0095464,103,1
1547.2,5.1364,2950,0.0072803,76,1
2195.3,5.191,1550.4,0.025234,29,1
2378,5.1987,3014.6,0.018761,98,1
1350.2,5.1354,1464.3,0.0095363,28,1
1431.6,5.0935,301.46,0.0090828,72,1
1786.3,5.0773,1507.3,0.011797,101,1
1344.9,5.1841,301.46,0.021569,28,1
2018.8,5.1502,1464.3,0.018167,26,1
1707.3,5.1359,1485.8,0.0020107,55,1
2174.8,5.1343,1464.3,0.017551,28,1
1321.8,5.0428,1464.3,0.016562,111,1
1755.1,5.0894,1464.3,0.010034,33,1
1035.5,5.0212,236.87,0.011735,65,1
1041.4,4.9938,236.87,0.0083144,64,1
1012,5.0644,1378.1,0.011347,97,1
771.14,4.9537,1356.6,0.037091,121,1
1008.6,4.9579,344.53,0.012152,119,1
799.14,4.8993,323,0.024272,125,1
454.36,4.9014,86.133,0.033106,123,1
599.83,5.1571,64.6,0.0067692,120,1
601.61,5.1377,86.133,0,19,1
407.03,4.9977,2799.3,0.030985,126,1
347.43,5.0379,2777.8,0.042453,128,1
533.83,4.9761,1055.1,0.041063,130,1
506.98,4.8991,107.67,0.036128,131,1
612.04,4.8289,344.53,0.03696,132,1
1114.6,4.5379,344.53,0.042048,134,1
401.83,4.8367,796.73,0.015949,135,1
382.27,4.9667,775.2,0.027627,137,1
333.41,5.1471,775.2,0.024231,136,1
274.21,5.1881,796.73,0.019673,133,1
115.04,5.2138,775.2,0.010307,41,1
96.057,5.2827,753.66,0.012393,142,1
63.523,5.3752,689.06,0.019839,55,1
86.623,5.344,279.93,0.019986,70,1
8.9295,5.4243,301.46,0.016072,55,0
158.71,5.2073,301.46,0.011433,29,0
99.762,5.2171,86.133,0.0060601,10,0
109.16,5.1884,301.46,0.014026,41,0
0,5.3055,279.93,0.0088642,79,0
128.65,5.1692,279.93,0.0013403,76,0
77.83,5.0758,258.4,0.0042975,47,0
0,5.1774,279.93,0.0021865,29,0
304.22,4.8684,323,0.0059677,40,0
247.47,4.9208,344.53,0,30,0
123.95,4.9329,495.26,0.0011631,100,0
381.84,4.7404,258.4,0,18,0
344.66,4.6991,258.4,0.012357,46,0
358.16,4.6593,301.46,0.0051103,73,0
935.92,4.353,344.53,0.007724,132,0
2319.5,3.9774,323,0.0050319,32,0
1788.2,3.9697,323,0.012695,134,0
935.76,4.3599,301.46,0.0071346,30,0
826.35,4.2555,301.46,0.0065171,30,0
750.72,4.3664,323,0.0031932,49,0
777.83,4.3329,323,0.008833,39,0
177.97,4.6309,107.67,0,43,0
516.47,4.5085,64.6,0.0043242,39,0
648.87,4.6945,323,0.01289,13,0
521.17,4.64,301.46,0.009729,161,0
867.93,4.9077,301.46,0.014332,59,0
606.67,5.0269,279.93,0.016973,52,0
619.95,5.0153,86.133,0.01358,43,0
581.64,5.1464,86.133,0.012484,42,0
480.31,5.0734,64.6,0.018044,40,0
111.35,5.3788,279.93,0.014782,54,0
286.71,5.2022,236.87,0.014714,39,0
254.04,5.1973,301.46,0.016806,34,0
305.43,5.0069,215.33,0.015444,50,0
465.37,4.8344,236.87,0.012415,44,0
468.29,4.6855,215.33,0.012076,84,0
550.79,4.6265,236.87,0.018902,85,0
677.14,4.6428,236.87,0.015495,118,0
337.08,4.7277,667.53,0.010121,36,0
475.39,4.6825,452.2,0.013503,71,0
368.04,4.6251,473.73,0.0059106,94,0
145.68,4.7544,64.6,0.0055213,50,0
198.47,4.928,64.6,0.0069382,57,0
154.83,4.854,64.6,0.015409,26,0
86.459,4.8439,236.87,0.0073493,75,0
48.618,4.9567,172.27,0.0078811,118,0
88.056,4.9168,64.6,0.012284,81,0
135.39,4.9711,258.4,0.013748,14,0
32.793,5.0164,150.73,0.008549,29,0
106.18,4.8612,409.13,0.0054868,28,0
129.42,4.8234,64.6,0.0059764,45,0
0,4.8952,64.6,0.011237,24,0
46.929,4.9559,409.13,0.0072266,28,0
123.2,4.8323,258.4,0.0059895,33,0
135.83,4.8209,366.06,0.011864,134,0
725.43,4.4472,86.133,0.016938,145,0
428.44,4.611,495.26,0.013468,89,0
441.31,4.6902,495.26,0.011652,25,0
766.5,4.5846,452.2,0.0047546,35,0
1004.2,4.5932,495.26,0.016014,71,0
1096.9,4.5136,258.4,0.020169,66,1
798.22,4.7039,624.46,0.020592,58,1
775.91,4.7291,646,0.028487,57,1
636.05,4.6171,624.46,0.023467,59,1
688.6,4.5707,236.87,0.012552,65,1
708.95,4.7097,215.33,0.01012,53,1
658.88,4.7003,215.33,0.019799,75,1
575.82,4.7808,581.4,0.01587,68,1
987.98,4.6593,667.53,0.023273,55,1
1659.6,4.5039,150.73,0.033314,68,1
1480.3,4.5809,150.73,0.027397,67,1
1324.6,4.75,646,0.0097465,79,1
2036.7,4.5857,667.53,0.01213,144,1
1787.2,4.6304,710.6,0.022826,57,1
2151.9,4.6207,150.73,0.014791,127,1
2422,4.6828,818.26,0.013857,63,1
2115.6,4.7468,624.46,0.030081,109,1
2571.1,4.6745,667.53,0.018464,103,1
2139,4.737,86.133,0.023822,43,1
2262.1,4.7155,409.13,0.035641,63,1
2599.3,4.6091,452.2,0.022913,63,1
1949.2,4.619,538.33,0.035016,63,1
1635.6,4.6865,538.33,0.031876,63,1
1628,4.7884,538.33,0.04116,63,1
2106.7,4.7082,279.93,0.045566,63,1
1523,4.84,559.86,0.032454,62,1
1295.2,4.9657,150.73,0.024819,65,1
1413.5,4.9402,258.4,0.030524,63,1
1569.9,4.8911,258.4,0.034456,55,1
1806.9,4.7746,236.87,0.033606,55,1
1891.6,4.715,258.4,0.031258,48,1
1499.8,4.9115,236.87,0.023612,49,1
946.18,4.9222,258.4,0.02131,61,1
934.25,4.9775,236.87,0.020134,60,1
1103.6,4.9589,495.26,0.027868,63,1
910.45,5.1079,516.8,0.010058,107,1
1116.6,5.0771,516.8,0.019705,67,1
1719.9,5.0755,516.8,0.024583,76,1
2155,5.2195,538.33,0.023908,79,1
2877,5.1373,753.66,0.031169,126,1
2597.2,5.2209,710.6,0.028568,140,1
3331.3,5.2183,2217.9,0.037164,22,1
4445,5.1314,1571.9,0.044498,69,1
4671.7,5.2504,2002.6,0.04535,50,1
4371.2,5.2336,2390.2,0.036626,32,1
3512.7,5.2973,2347.1,0.043894,32,1
4786.9,5.2394,2347.1,0.039351,40,1
4592.8,5.2922,796.73,0.034903,73,1
4592.2,5.2635,990.53,0.039622,77,1
4123.9,5.2695,2411.7,0.045563,79,1
3489.5,5.2143,1141.3,0.036079,108,1
4070.2,5.2188,452.2,0.052442,43,1
3460.6,5.3268,2390.2,0.041237,14,1
3567.9,5.1805,2433.3,0.037996,79,1
3600.7,5.17,818.26,0.042618,66,1
3474.7,5.2338,1012.1,0.042385,107,1
3721.3,5.1926,1055.1,0.028259,46,1
4932,5.2164,193.8,0.043127,22,1
