@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
1557.9,4.8735,904.39,0.12676,44,1
1592.5,4.8889,904.39,0.12905,44,1
1550.7,4.8307,904.39,0.12026,43,1
1579.1,4.9064,925.93,0.11735,43,1
1553.2,4.8756,925.93,0.11475,43,1
1403.6,4.9263,904.39,0.1057,44,1
1413.9,4.8566,904.39,0.11462,44,1
1515,4.873,904.39,0.1229,44,1
1309.9,4.8715,904.39,0.12164,45,1
1221.2,4.9098,904.39,0.11256,45,1
1285.8,4.8675,882.86,0.12006,46,1
993.02,4.9239,0,0.10838,46,1
877.06,4.9966,0,0.1037,47,1
873.11,4.9464,882.86,0.095777,47,1
862.3,4.9395,0,0.091077,47,1
737.87,4.9817,0,0.076714,48,1
684.78,4.9813,0,0.086532,48,1
900.03,4.8666,861.33,0.090731,48,1
741.63,4.9648,861.33,0.081265,48,1
702.38,4.8937,86.133,0.080435,48,1
629.27,4.9788,107.67,0.078246,48,1
759.42,4.8917,0,0.086954,47,1
820.54,4.8262,86.133,0.10508,47,1
933.11,4.8774,882.86,0.099509,47,1
873.56,4.8835,0,0.089467,46,1
932.23,4.834,0,0.097872,46,1
1061.4,4.782,904.39,0.10299,45,1
1159.8,4.8067,86.133,0.10335,45,1
1621.2,4.6581,323,0.10264,45,1
1340.6,4.7554,344.53,0.09759,45,1
1432.4,4.7066,301.46,0.096293,45,1
1068.2,4.8279,0,0.10474,45,1
1360.5,4.8263,323,0.1088,44,1
1748.9,4.7473,323,0.11455,43,1
1411.1,4.8375,925.93,0.11144,43,1
1340.3,4.8317,925.93,0.123,43,1
1449.8,4.7941,925.93,0.12016,43,1
1490.9,4.8287,925.93,0.12596,43,1
1543.6,4.7873,925.93,0.12033,43,1
1478.3,4.8081,925.93,0.11296,43,1
1501.3,4.8464,925.93,0.11245,42,1
1631.1,4.7886,925.93,0.12014,42,1
1640,4.7474,925.93,0.1132,42,1
1945.7,4.7437,0,0.11634,42,1
1976.7,4.724,925.93,0.11554,42,1
1620.9,4.7721,925.93,0.11037,42,1
1733.8,4.7234,925.93,0.12264,41,1
1915.7,4.7671,925.93,0.13452,41,1
1770.2,4.7449,925.93,0.12023,41,1
1793.5,4.7066,925.93,0.12629,41,1
1753.1,4.7292,925.93,0.12724,41,1
2033.3,4.7062,947.46,0.13352,41,1
1979.7,4.75,925.93,0.13483,41,1
1892.7,4.7687,925.93,0.12955,41,1
1764.7,4.7092,925.93,0.12054,42,1
1909.5,4.7466,925.93,0.11526,41,1
1962.3,4.7223,925.93,0.11635,42,1
1856.9,4.6625,925.93,0.11104,41,1
1757.3,4.677,925.93,0.11533,42,1
1574.8,4.7175,925.93,0.10776,41,1
1833.5,4.6486,925.93,0.11809,42,1
1730.1,4.7839,925.93,0.12017,42,1
1541.4,4.758,925.93,0.11956,41,1
1450.5,4.7002,925.93,0.11894,41,1
1504.6,4.7434,925.93,0.115,41,1
1503,4.7194,947.46,0.12434,41,1
1699,4.7312,925.93,0.12066,41,1
1783.5,4.7473,925.93,0.12309,41,1
1801.1,4.7443,947.46,0.13825,41,1
2123.1,4.7161,947.46,0.13567,41,1
1882.5,4.7896,947.46,0.1284,40,1
1755,4.8311,947.46,0.13805,40,1
1794,4.8192,947.46,0.13034,40,1
2021.2,4.8107,947.46,0.13508,40,1
2133.9,4.7776,947.46,0.14076,40,1
2037.1,4.7511,947.46,0.13796,39,1
2129.5,4.7606,968.99,0.13419,39,1
2044.5,4.8169,968.99,0.13531,39,1
2107.6,4.8123,968.99,0.12951,39,1
2001.9,4.8222,968.99,0.12452,38,1
2028.7,4.8477,968.99,0.13446,38,1
2022.5,4.769,968.99,0.14215,38,1
2209.5,4.7495,968.99,0.14418,38,1
2343.1,4.7034,968.99,0.13879,37,1
2746.9,4.6141,968.99,0.13748,37,1
2702.7,4.6396,968.99,0.12478,37,1
2882,4.6031,990.53,0.1381,37,1
2798.7,4.5973,990.53,0.12615,37,1
2626.3,4.6365,990.53,0.12935,37,1
2335.4,4.7551,990.53,0.13238,36,1
2025.4,4.8147,1012.1,0.15765,35,1
2214,4.8308,1012.1,0.14172,34,1
2535.6,4.7032,1012.1,0.14498,34,1
2473.8,4.6443,1012.1,0.15471,34,1
2367.1,4.7241,1012.1,0.14018,34,1
2387.6,4.6529,1012.1,0.1341,33,1
2147.6,4.711,1033.6,0.15599,33,1
2098.2,4.7512,1033.6,0.15191,33,1
2135.2,4.8206,1033.6,0.15854,32,1
1974,4.8071,1055.1,0.14947,32,1
1872.4,4.8353,1055.1,0.13987,31,1
1947,4.7097,1055.1,0.13187,30,1
1861,4.6003,1076.7,0.11093,30,1
1747,4.665,1076.7,0.10538,29,1
1796.3,4.4842,1076.7,0.11127,29,1
1776.4,4.4837,1076.7,0.10885,29,1
1748.3,4.4743,1076.7,0.10992,29,1
1773.7,4.4075,1076.7,0.10717,29,1
1909.3,4.4193,1076.7,0.099909,29,1
2139.3,4.4641,1076.7,0.11141,29,1
2006.3,4.4476,1076.7,0.10896,29,1
1788.4,4.4244,1076.7,0.097042,29,1
1790.8,4.4185,1076.7,0.1016,29,1
1691.8,4.3949,1076.7,0.09633,29,1
1700.6,4.4031,1076.7,0.09996,29,1
1662.5,4.4135,1055.1,0.10557,30,1
1604.8,4.5289,1055.1,0.11634,30,1
1770.3,4.5985,1055.1,0.11905,31,1
1803.4,4.6673,1033.6,0.13236,32,1
1794.1,4.6522,1033.6,0.12306,32,1
1530.8,4.7316,1012.1,0.13902,33,1
1813.5,4.6316,1033.6,0.12257,33,1
1405.3,4.6418,1012.1,0.11711,34,1
1344.1,4.627,1012.1,0.11473,34,1
1490.6,4.6094,1012.1,0.11731,35,1
1202.2,4.6132,990.53,0.095608,35,1
1042.1,4.6107,990.53,0.092675,36,1
918.15,4.7368,990.53,0.081993,36,1
973.01,4.5285,990.53,0.079865,36,1
818.49,4.5317,990.53,0.068221,36,1
795.29,4.5701,990.53,0.077306,36,1
645.32,4.6679,990.53,0.06889,36,1
813.1,4.4768,990.53,0.063475,37,1
908.57,4.4673,990.53,0.062662,37,1
927.15,4.4277,990.53,0.063424,37,1
830.4,4.5357,968.99,0.065028,37,1
675.04,4.6661,968.99,0.079421,38,1
732.63,4.722,968.99,0.07562,38,1
554.37,4.7354,968.99,0.067486,39,1
613.66,4.8146,968.99,0.065215,39,1
526.69,4.7775,968.99,0.061966,39,1
396.31,4.7338,968.99,0.048974,38,1
417.92,4.7743,968.99,0.052887,39,1
348.17,4.7915,947.46,0.057088,39,1
411,4.7902,947.46,0.062586,39,1
295.95,4.8347,86.133,0.056093,39,1
328.11,4.7365,968.99,0.038407,39,1
296.31,4.6381,968.99,0.03624,38,1
340.23,4.5808,968.99,0.033132,38,1
455.28,4.4894,968.99,0.032968,37,1
484.09,4.4908,990.53,0.031343,35,1
297.78,4.6597,1012.1,0.031937,35,1
286.87,4.7217,0,0.024558,123,1
331.9,4.6239,0,0.019586,35,1
250.1,4.7456,0,0.025924,34,1
55.769,5.1094,0,0.010028,32,1
2.1305,5.1622,0,0,70,1
32.253,5.0149,107.67,0.00098024,50,1
0,5.0751,0,0.0075249,55,1
53.079,4.9823,0,0.0020938,57,1
47.795,4.9503,0,0.0051123,57,1
0,5.1086,0,0.0028337,57,1
53.614,4.9757,0,0.0052961,61,1
129.48,4.7317,0,0.0054586,113,1
71.287,4.9263,0,0,58,1
0,5.0655,86.133,0,113,1
0,5.1309,86.133,0.0050568,114,1
31.252,4.9698,21.533,0.0074999,68,1
89.876,4.822,0,0.0064195,70,1
38.972,4.9335,0,0.006089,78,1
73.729,4.874,0,0.0029389,68,1
127.45,4.7905,64.6,0.003075,54,1
49.368,4.9112,0,0.0025912,74,1
156,5.0197,0,0.0089527,72,1
586.26,5.0063,689.06,0.036375,72,1
797.01,4.7947,667.53,0.020099,76,1
728.09,4.8007,646,0.020878,69,1
964.24,4.8357,624.46,0.026957,16,1
1016.8,4.6887,0,0.021696,84,1
883.84,4.686,0,0.023914,88,1
583.27,4.9085,538.33,0.02014,113,1
538.75,4.8578,0,0.010512,42,1
363.23,4.8414,0,0.015952,39,1
451.48,4.722,0,0.015137,66,1
126.31,5.0493,0,0.0068353,47,1
91.409,5.061,0,0.0027919,108,1
140.24,4.9501,64.6,0.00091623,80,1
101.21,4.9231,86.133,0.0018688,86,1
277.08,4.6615,0,0,110,1
245.96,4.7112,0,0.0077832,115,0
310.79,4.5638,0,0.0054501,111,0
318.39,4.5912,86.133,0.0064348,113,0
330.06,4.5653,86.133,0.0028464,95,0
306.89,4.6758,129.2,0.013192,85,0
285.96,4.6643,86.133,0.0020755,18,0
218.54,4.7904,107.67,0.0072025,49,0
118.37,4.91,107.67,0.0027873,37,0
325.2,4.6157,86.133,0.0053911,93,0
117.39,4.8642,107.67,0.003105,88,0
75.776,4.9445,86.133,0.0027376,15,0
61.895,4.9985,0,0.0025443,14,0
117.14,4.7496,107.67,0.01073,66,0
28.527,5.0339,107.67,0.0049072,103,0
83.93,4.8384,86.133,0.0035279,130,0
128.53,4.8065,107.67,0.0048088,47,0
48.946,4.983,86.133,0.0018371,105,0
50.144,4.9363,0,0.0064714,67,0
56.727,4.9173,0,0.001001,60,0
110.69,4.8742,86.133,0.0069303,103,0
108.34,4.8098,107.67,0.0025637,69,0
99.02,4.7817,86.133,0.003696,78,0
118.6,4.8597,107.67,0.0010395,64,0
178.22,4.9338,86.133,0.022102,68,0
266.19,4.8885,86.133,0.028143,68,1
311.26,4.9274,0,0.029763,20,1
329.72,5.0934,107.67,0.0355,49,1
298.33,4.9949,5168,0.034213,75,1
388.3,5.0069,0,0.042572,23,1
683.98,4.7986,86.133,0.056648,22,1
757.96,5.0071,1808.8,0.048246,21,1
887.34,4.9289,1787.3,0.045882,46,1
1017.3,4.6951,1808.8,0.069482,20,1
1298.9,4.5349,1851.9,0.058453,42,1
1444.1,4.4627,1873.4,0.056926,18,1
1480.4,4.4203,1894.9,0.054688,17,1
1748,4.3495,1894.9,0.067475,17,1
2057,4.5076,1938,0.071672,16,1
1907.7,4.5489,1959.5,0.079848,15,1
1529.2,4.8318,2002.6,0.061274,14,1
1425.9,4.8203,2024.1,0.068483,13,1
1720,4.6932,2024.1,0.080281,34,1
1502.3,4.6915,2045.7,0.082914,12,1
1499.6,4.591,2045.7,0.085428,12,1
1514.6,4.5818,2067.2,0.07196,32,1
1618.7,4.541,2088.7,0.065408,32,1
1283.5,4.5684,2088.7,0.06111,32,1
1371.3,4.6051,2088.7,0.065375,32,1
1340.8,4.6661,6287.7,0.055394,31,1
1470.3,4.6364,6287.7,0.069432,31,1
1666.2,4.6123,6287.7,0.067566,31,1
1554.6,4.6265,6287.7,0.081998,31,1
1537.1,4.6767,6266.2,0.068137,31,1
1296.7,4.6782,6266.2,0.061043,31,1
1635.9,4.6849,2088.7,0.076215,32,1
1987,4.4699,2067.2,0.074951,32,1
1918.2,4.5852,2067.2,0.075611,32,1
2026,4.6532,2067.2,0.075596,11,1
1961.6,4.3957,2067.2,0.10445,11,1
2102.3,4.5595,2024.1,0.10057,12,1
1825.8,4.5361,2024.1,0.086573,12,1
2039.9,4.6016,2002.6,0.089349,13,1
2012,4.5861,2024.1,0.086949,13,1
2032.4,4.4321,2024.1,0.092242,12,1
1799.5,4.425,2024.1,0.088818,12,1
1724.1,4.4412,2045.7,0.085065,12,1
1805.4,4.557,2045.7,0.092846,12,1
1672,4.4963,2067.2,0.070421,33,1
2101.7,4.5234,2067.2,0.076718,11,1
1900.9,4.5118,2045.7,0.095634,12,1
1607.6,4.755,2024.1,0.10115,12,1
1777.6,4.6045,2024.1,0.10854,12,1
1361.9,4.7508,2045.7,0.092423,12,1
1142.1,4.7483,2045.7,0.071186,12,1
1167.3,4.8826,2045.7,0.088577,12,1
952.53,4.9956,0,0.073573,12,1
934.6,4.8575,2024.1,0.075133,12,1
1514.1,4.6998,1981.1,0.076752,13,1
2146,5.0031,1894.9,0.070934,44,1
1330,5.2981,0,0.034156,31,1
394.22,5.4523,0,0.025546,20,1
159.23,5.4279,86.133,0.014993,62,1
122.54,5.3679,0,0.016065,92,1
174.36,5.3341,0,0.014194,16,1
1183.4,5.0893,0,0.056744,10,1
1943.1,5.2196,0,0.057296,8,1
3057.1,5.1565,0,0.10949,92,1
2770.9,4.9583,0,0.1046,21,1
2435.1,4.9131,1162.8,0.12456,23,1
2671.1,4.7663,1141.3,0.093415,25,1
2373.1,4.7952,1098.2,0.10717,27,1
2301.6,4.8469,0,0.10595,29,1
1794.6,4.9284,0,0.10539,30,1
1542.3,4.9153,43.066,0.092685,30,1
1329.2,4.8728,0,0.092223,30,1
1051.1,4.9056,0,0.091819,30,1
943.78,4.7986,21.533,0.079286,30,1
1039.4,4.8231,0,0.092965,30,1
1078.1,4.7492,0,0.08903,30,1
1133.6,4.6637,21.533,0.090355,30,1
1176.2,4.6662,0,0.092045,30,1
1141,4.7816,0,0.085987,30,1
971.92,4.7427,21.533,0.091248,30,1
1097.7,4.7443,0,0.083462,30,1
918.38,4.6998,21.533,0.086328,30,1
975.28,4.7401,1076.7,0.086478,30,1
1077.2,4.7459,0,0.089337,30,1
1019.7,4.7066,43.066,0.096543,30,1
860.54,4.7065,0,0.083792,30,1
1052,4.8314,0,0.099182,30,1
1156.6,4.8328,0,0.10071,30,1
1124.2,4.6944,1055.1,0.095308,30,1
1086.6,4.6896,0,0.093631,30,1
999.16,4.7176,0,0.091269,30,1
1052.8,4.6876,1055.1,0.095998,30,1
1017.1,4.7713,0,0.095422,30,1
896.33,4.7953,0,0.095308,31,1
870.37,4.8563,2627.1,0.09266,31,1
1016.5,4.7133,0,0.088871,31,1
1133.6,4.6086,0,0.098089,32,1
1172.1,4.7093,1033.6,0.099617,32,1
1071.3,4.8237,1033.6,0.10031,32,1
989.87,4.8288,2584,0.089611,33,1
989.6,4.77,1033.6,0.088889,33,1
1025.7,4.8314,1012.1,0.10205,33,1
1020.9,4.8644,0,0.082494,33,1
1028.3,4.8451,1012.1,0.094596,34,1
828.34,4.8688,1012.1,0.093575,34,1
811.19,4.8625,1012.1,0.0874,34,1
862.67,4.778,1012.1,0.089494,34,1
1024.3,4.7208,1012.1,0.085339,34,1
983.63,4.7711,0,0.082501,34,1
986.21,4.7497,1012.1,0.085643,35,1
1071.2,4.7266,1012.1,0.081761,35,1
1027.5,4.7638,1012.1,0.09246,35,1
725.13,4.8366,86.133,0.080986,35,1
810.48,4.8242,990.53,0.074858,36,1
829.55,4.7421,990.53,0.086874,36,1
946.68,4.7655,990.53,0.085656,36,1
872.84,4.7879,990.53,0.087677,37,1
804.61,4.7843,968.99,0.080233,38,1
668.05,4.8129,86.133,0.063543,39,1
252.33,5.1444,0,0.046745,40,1
264.22,5.138,0,0.036569,134,1
477.55,4.8602,0,0.05006,40,1
421.38,4.9956,0,0.04186,41,1
384.12,5.0142,86.133,0.038914,42,1
390.98,4.9842,21.533,0.047582,42,1
377.55,5.0024,0,0.035925,42,1
164.62,5.148,0,0.038755,43,1
261.02,5.1083,107.67,0.043667,44,1
377.52,5.0502,0,0.03883,45,1
307.09,5.0729,0,0.033862,46,1
284.53,5.0152,107.67,0.033095,48,1
431.16,4.9023,64.6,0.01757,49,1
299.68,4.8579,0,0.01009,47,1
171.09,5.1176,86.133,0.01375,75,1
81.154,5.1107,86.133,0.010768,39,1
140.74,5.0422,0,0.0089721,12,1
158.18,5.0348,0,0.011425,126,1
180.94,4.9734,107.67,0.0095214,85,1
217.28,4.9392,107.67,0.0070405,79,1
97.138,5.0047,86.133,0.0080121,39,1
95.483,5.0525,129.2,0.0083254,113,0
191.6,4.9163,0,0.0041495,57,0
216.88,4.8985,86.133,0.005772,77,0
273.08,4.8443,21.533,0.011451,80,0
154.33,4.9937,0,0.007669,127,0
115.65,5.042,0,0.012983,81,0
192.32,4.9338,0,0.013916,76,0
311.41,4.7315,0,0.010046,76,0
150.79,4.957,43.066,0.0059907,34,0
170.76,4.892,86.133,0.0077013,82,0
224.35,4.8153,0,0.016793,80,0
177.05,4.9052,0,0.0069715,30,0
172.17,5.0023,0,0.010274,78,0
182.5,4.8536,129.2,0.0081419,79,0
202.22,4.8712,86.133,0.016891,80,1
153.38,5.0001,0,0.011409,81,1
206.53,4.8549,0,0.011106,144,1
254.19,4.9301,86.133,0.019221,125,1
271.71,4.7835,43.066,0.012847,123,1
263.2,4.8961,86.133,0.016538,78,1
289.18,4.8128,495.26,0.015859,129,1
281.08,4.8004,107.67,0.018502,123,1
193.04,4.9764,86.133,0.014739,78,1
195.53,4.9526,86.133,0.0060288,58,1
190.83,4.9574,107.67,0.0087235,123,1
187.33,4.8686,86.133,0.0050898,128,1
191.44,4.868,107.67,0.0091778,126,1
215.65,4.9183,86.133,0.012529,66,1
133.72,4.9949,0,0.01534,125,1
149.72,4.9933,0,0.011605,124,1
167.07,4.9308,86.133,0.014264,65,1
197.28,4.9691,107.67,0.013828,64,1
131.85,4.9791,86.133,0.015017,124,1
221.41,4.7923,86.133,0.0142,124,1
193.65,4.8844,0,0.012785,125,1
157.11,4.9036,86.133,0.0079361,125,1
133.12,4.9417,0,0.010443,123,1
110.53,5.0472,64.6,0.013006,122,1
145.08,5.0276,0,0.007112,63,1
235.98,4.9194,0,0.022446,122,1
220.24,4.9075,107.67,0.015081,122,1
222.26,4.95,107.67,0.015048,122,1
131.46,4.9777,107.67,0.0097326,124,1
168.4,4.9315,0,0.0091591,66,1
335.47,4.7116,258.4,0.012055,125,1
93.403,5.0387,0,0.0059984,78,1
188.2,4.8001,0,0.009107,78,1
193.82,4.7607,0,0.0047183,87,1
317.79,4.725,0,0.015569,90,1
156.89,4.9653,86.133,0.0057181,90,1
188.09,4.8496,107.67,0.0056017,91,1
102.46,4.9461,86.133,0.0042934,88,1
134.31,4.9668,43.066,0.0051362,145,1
124.43,4.9478,86.133,0.012744,85,1
41.472,5.0601,0,0.0052827,125,1
55.425,5.1707,0,0.0090586,81,1
92.178,5.3021,0,0.011494,85,1
120.03,5.5382,0,0.013555,52,1
607.94,5.497,107.67,0.02165,62,1
1776.6,5.4086,818.26,0.032375,54,1
2623.3,5.3927,818.26,0.047857,59,1
2487.4,5.3176,796.73,0.069366,60,1
1954.4,5.34,753.66,0.045902,64,1
2867.4,5.2221,732.13,0.067121,67,1
2677.3,5.0077,710.6,0.044782,75,1
1825.6,5.1411,646,0.031973,90,1
1355.3,5.3147,581.4,0.026651,87,1
1050,5.1985,538.33,0.021488,96,1
590.96,5.1539,107.67,0.024063,50,1
263.03,5.2648,86.133,0.015269,83,1
266.8,5.1826,107.67,0.016152,88,1
194.54,5.1601,107.67,0.011095,53,1
57.601,5.2863,86.133,0.012276,91,1
36.535,5.2437,43.066,0.010824,117,1
59.061,5.1328,86.133,0.0037609,38,0
57.045,5.1557,107.67,0.013263,122,0
37.37,5.2357,107.67,0.0062295,27,0
58.087,5.1066,86.133,0.012586,122,0
53.334,5.0954,129.2,0.010107,86,0
131.08,5.0657,64.6,0.0064556,35,0
36.047,5.1739,86.133,0.0050271,61,0
12.996,5.0974,107.67,0.0018568,50,0
10.161,5.2442,86.133,0.0076713,83,0
47.994,5.1505,129.2,0.0048083,86,0
55.211,5.1694,0,0.0059862,137,0
185.86,4.8952,86.133,0.005905,57,0
124.46,5.0082,43.066,0.020134,84,0
109.44,4.9925,0,0.0033936,60,0
0,5.2598,0,0.0065377,85,0
47.722,5.2147,0,0.0069532,85,0
49.846,5.1193,86.133,0.0056174,82,0
63.755,5.096,107.67,0.0049146,57,0
127.98,5.0713,0,0.011286,64,0
151.92,5.0277,0,0.0042716,116,0
234.92,4.7846,0,0.012663,84,0
113.83,4.9182,86.133,0.0070204,63,0
79.346,5.0677,0,0.0064549,63,0
125.01,5.0511,0,0.0040207,29,0
179.47,4.966,0,0.0076111,120,0
117.88,5.0481,0,0.0041958,59,0
273,4.7467,0,0.0038017,122,0
50.015,5.1433,64.6,0.0030429,91,0
169.9,4.9502,0,0.004004,49,1
312.09,5.0241,0,0.0072369,90,1
256.94,5.2464,0,0.02664,27,1
274.66,5.3167,107.67,0.02809,26,1
660.39,5.1536,0,0.070079,33,1
1223.2,4.7586,1033.6,0.10877,32,1
2307.7,4.6083,1033.6,0.13119,32,1
3440.1,4.6486,1055.1,0.18333,31,1
3891.6,4.5975,1076.7,0.18257,30,1
4087,4.6654,1076.7,0.18296,29,1
3833.7,4.7576,1098.2,0.20375,28,1
3897.2,4.8285,1098.2,0.20852,27,1
4452,4.7555,1098.2,0.19475,27,1
4097.8,4.7573,1119.7,0.21987,26,1
4997.4,4.6947,1119.7,0.20701,26,1
5205.1,4.6313,1119.7,0.21483,25,1
4568.8,4.6903,1141.3,0.21901,25,1
4668.4,4.7777,1141.3,0.18599,25,1
4825.2,4.6582,1141.3,0.18804,25,1
4873.5,4.7128,1141.3,0.16622,25,1
5222.8,4.6547,1141.3,0.19371,24,1
4814.1,4.6837,1141.3,0.14439,24,1
4602.7,4.6358,1141.3,0.18109,24,1
4646.4,4.5944,1141.3,0.19368,24,1
4711.7,4.6339,1141.3,0.16621,24,1
5149.2,4.6343,1141.3,0.17362,24,1
4876,4.5373,1141.3,0.18055,24,1
4543.7,4.5665,1141.3,0.15562,24,1
4537.5,4.5959,1141.3,0.14595,23,1
4892,4.601,1162.8,0.17046,23,1
5153.6,4.5088,1162.8,0.19778,23,1
5213.3,4.5117,1162.8,0.18918,23,1
5534,4.4651,1162.8,0.19745,23,1
5349.1,4.5539,1162.8,0.1942,23,1
5589,4.4491,1162.8,0.2035,23,1
5868.8,4.4218,1162.8,0.19129,23,1
5398.2,4.4925,1162.8,0.1959,22,1
5036.5,4.505,1184.3,0.20935,22,1
5173.7,4.6221,1184.3,0.22324,21,1
4570,4.697,1205.9,0.22282,21,1
5361.5,4.6719,1205.9,0.20831,20,1
5469.3,4.7926,1227.4,0.1949,19,1
4872.7,4.8445,1248.9,0.19943,19,1
5094.5,4.8448,1248.9,0.18096,18,1
4561.1,4.7731,1270.5,0.15393,17,1
4182.1,4.7455,1270.5,0.15093,16,1
3708.5,4.7664,1270.5,0.12894,16,1
3580.7,4.8698,1292,0.15835,15,1
2948.9,5.0137,1313.5,0.14829,15,1
3702.4,4.7623,1313.5,0.12259,14,1
2940.4,4.8086,1335.1,0.14218,14,1
3028.9,4.8616,1313.5,0.14639,14,1
3143.3,5.0356,1292,0.14994,15,1
2304.4,5.1331,1270.5,0.098418,15,1
1945.5,5.3072,1184.3,0.046277,15,1
695.59,5.2655,0,0.043543,15,1
422.3,5.2202,86.133,0.035124,14,1
891.11,5.232,646,0.03212,14,1
2116.6,5.1014,1012.1,0.027067,15,1
2840.2,5.1016,1033.6,0.041466,68,1
2371.7,5.1664,1141.3,0.02435,24,1
3238.3,4.8833,1098.2,0.037523,23,1
3267,4.5679,1098.2,0.088006,108,1
2675.8,4.472,1076.7,0.05269,30,1
2079.3,4.809,1055.1,0.042087,30,1
2200.9,4.8649,1012.1,0.073291,121,1
2093.4,4.7236,990.53,0.082017,35,1
2031.9,4.6169,990.53,0.099585,36,1
1752.9,4.7014,990.53,0.099095,36,1
1781.2,4.8009,990.53,0.086429,36,1
1736.1,4.6705,990.53,0.10769,36,1
1831.7,4.6051,990.53,0.10912,36,1
1703,4.6258,990.53,0.10872,36,1
1430.5,4.6449,990.53,0.094675,36,1
1418.6,4.706,990.53,0.10468,36,1
1304.9,4.5979,990.53,0.10297,36,1
1308.1,4.6411,1012.1,0.094467,35,1
1516.4,4.6183,1012.1,0.10711,35,1
1701.4,4.5306,1012.1,0.1099,34,1
1770.1,4.5165,1012.1,0.10778,34,1
1571.8,4.6079,1012.1,0.10106,34,1
1562.2,4.5899,1012.1,0.10096,34,1
1573.9,4.5028,1012.1,0.10558,34,1
1716.3,4.4876,1012.1,0.10533,34,1
1457.1,4.5126,1012.1,0.097256,34,1
1540.7,4.5006,1012.1,0.099397,34,1
1423.9,4.5792,1012.1,0.10455,34,1
1492.1,4.5586,1012.1,0.099006,34,1
1364.9,4.5411,1012.1,0.10381,34,1
1446.1,4.539,1012.1,0.096618,34,1
1482.2,4.5796,1012.1,0.095056,34,1
1572.8,4.549,1012.1,0.10028,35,1
1463.9,4.6037,1012.1,0.1002,35,1
1267.5,4.647,990.53,0.090763,35,1
988.88,4.766,990.53,0.10064,36,1
1201.7,4.6932,990.53,0.10069,36,1
1199.9,4.7712,990.53,0.095701,37,1
1009,4.7236,968.99,0.088837,37,1
1035.8,4.6824,968.99,0.074809,38,1
874.64,4.8351,86.133,0.076277,39,1
501.61,4.9565,86.133,0.05685,39,1
354.46,5.0249,0,0.040893,40,1
385.97,4.9766,86.133,0.033609,41,1
390.48,4.8448,86.133,0.027627,136,1
287.79,4.9208,129.2,0.022649,39,1
219.93,4.9463,86.133,0.018302,42,1
121.84,5.1204,107.67,0.016528,42,1
158.66,5.0727,86.133,0.020258,40,1
357.19,4.8855,86.133,0.026823,37,1
297.58,4.9041,0,0.029562,37,1
308.26,4.9066,0,0.027114,127,1
218.88,4.972,0,0.019642,36,1
111.82,5.1237,86.133,0.0090688,37,1
85.407,5.129,86.133,0,33,1
43.169,5.1514,43.066,0.0024366,89,1
222.05,4.7958,107.67,0.01468,57,1
255.65,4.8131,366.06,0.0075594,57,1
258.26,4.7894,86.133,0.018581,56,1
181.82,4.8982,0,0.0088286,108,1
163.75,4.8749,0,0.010309,56,1
129.94,4.9584,86.133,0.0091813,56,1
150.73,4.8565,86.133,0.016477,56,1
234.52,4.7918,129.2,0.019212,57,1
214.48,4.8833,0,0.016051,57,1
115.96,4.9451,107.67,0.013882,57,1
169.89,4.9315,107.67,0.020008,56,1
223.11,4.806,86.133,0.020452,56,1
203.42,4.7368,129.2,0.019568,56,1
184.95,4.7893,86.133,0.020247,57,1
141.49,4.8764,86.133,0.014877,55,1
217.43,4.8143,43.066,0.0059456,110,1
141.44,4.8821,86.133,0.016643,57,1
237.63,4.7146,107.67,0.012979,114,1
251.64,4.6244,86.133,0.011551,59,1
172.64,4.8152,107.67,0.012515,60,1
173.76,4.7253,129.2,0.018862,60,1
188.31,4.7289,0,0.013498,60,1
229.99,4.7386,86.133,0.012725,62,1
309.65,4.72,775.2,0.013213,61,1
366.62,4.5839,0,0.017598,61,1
316.41,4.5831,0,0.020445,123,1
173.36,4.8668,0,0.004553,80,1
104.2,4.8546,0,0.013362,124,1
143.87,4.8255,0,0.010575,15,1
39.364,4.947,86.133,0.0043706,102,1
111.16,4.833,86.133,0.013474,80,1
49.406,4.9813,107.67,0.0039816,125,1
93.541,4.8604,86.133,0.0063135,30,1
111.67,4.9384,129.2,0.0082263,103,1
42.073,4.9824,86.133,0.014531,29,1
184.09,4.7685,86.133,0.0090304,81,1
112.34,4.8561,107.67,0.0043757,13,1
59.238,4.9992,86.133,0.0089206,14,1
55.294,4.9747,107.67,0.0068136,79,1
135.2,5.0749,107.67,0.0043229,22,1
36.096,5.2384,86.133,0.0039401,15,1
63.554,5.309,129.2,0.0046196,35,1
238.01,5.2884,86.133,0.015597,110,1
826.58,4.9939,775.2,0.037119,62,1
1056.6,4.832,753.66,0.034586,66,1
1298.2,4.8615,732.13,0.040725,67,1
1099.5,4.8587,710.6,0.035409,69,1
701.33,4.7015,689.06,0.032427,75,1
708.93,4.8148,646,0.032842,83,1
656.51,4.8456,602.93,0.015888,85,1
440.73,4.9381,0,0.012371,93,1
447.56,4.836,473.73,0.01119,39,1
254.9,4.914,0,0.014896,34,1
290.34,4.8042,0,0.0059687,71,1
