@relation featureMatrix

@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
0.088025,126,1
0.083548,127,1
0.070332,131,1
0.07735,132,1
0.080385,131,1
0.071553,132,1
0.071224,136,1
0.071649,136,1
0.06534,137,1
0.064218,138,1
0.063246,138,1
0.062917,139,1
0.049423,144,1
0.051656,148,1
0.031568,152,1
0.029166,159,1
0.028399,143,1
0.048478,138,1
0.046337,140,1
0.042731,137,1
0.052152,128,1
0.053331,130,1
0.050209,131,1
0.05259,132,1
0.055786,131,1
0.051777,130,1
0.055945,124,1
0.048438,125,1
0.047027,130,1
0.054891,127,1
0.057523,124,1
0.044126,122,1
0.055538,122,1
0.053528,122,1
0.051261,123,1
0.048882,125,1
0.050092,124,1
0.046211,127,1
0.046589,130,1
0.046317,128,1
0.042956,126,1
0.048884,128,1
0.047187,125,1
0.053272,125,1
0.052967,123,1
0.043777,123,1
0.019472,125,1
0,124,0
0.00042165,123,0
0.00026,122,0
0,124,0
0.0013419,61,0
0.0073755,50,0
0.018362,46,0
0.010876,46,0
0.0099051,38,0
0.012214,45,0
0.006878,56,0
0.0053938,54,0
0.0043776,52,0
0.0037755,50,0
6.4764e-05,36,0
0.00024644,35,0
0.00025747,87,0
0,42,0
0.00055624,54,0
0,97,0
0,62,0
0,49,0
0,48,0
0,99,0
0,130,0
0.00015333,29,0
0,57,0
0,46,0
7.069e-05,122,0
0.00097578,96,0
0.03052,95,0
0.041381,82,0
0.066709,73,1
0.070633,69,1
0.089543,65,1
0.092138,63,1
0.094116,62,1
0.10371,61,1
0.10474,62,1
0.11018,62,1
0.10968,62,1
0.10892,61,1
0.10647,61,1
0.10507,61,1
0.10276,62,1
0.097978,61,1
0.070774,59,1
0.046005,61,1
0.043108,61,1
0.045202,60,1
0.053263,57,1
0.054402,59,1
0.038744,57,1
0.036183,58,1
0.035997,57,1
0.061414,62,1
0.036015,161,1
0.033433,68,1
0.060022,58,1
0.049277,37,1
0.039859,63,1
0.049423,18,1
0.059596,61,1
0.059083,18,1
0.055175,65,1
0.053766,55,1
0.053511,39,1
0.048563,77,1
0.062457,56,1
0.045727,85,1
0.068054,64,1
0.048596,56,1
0.05287,55,1
0.073126,76,1
0.055197,71,1
0.063779,7,1
0.074787,65,1
0.057295,47,1
0.061945,72,1
0.07055,74,1
0.048471,54,1
0.078996,52,1
0.073563,66,1
0.048553,62,1
0.052141,61,1
0.04847,66,1
0.052982,64,1
0.059626,64,1
0.057315,34,1
0.049673,80,1
0.065243,72,1
0.046082,69,1
0.044809,73,1
0.046721,69,1
0.048603,71,1
0.049544,74,1
0.054055,75,1
0.050505,79,1
0.063902,80,1
0.10198,79,1
0.060401,79,1
0.05626,92,1
0.087711,84,1
0.056593,88,1
0.055042,91,1
0.060326,86,1
0.068009,89,1
0.053303,89,1
0.060612,86,1
0.046025,91,1
0.050528,94,1
0.10164,95,1
0.051186,91,1
0.095209,98,1
0.040824,96,1
0.055187,97,1
0.052049,99,1
0.090156,101,1
0.064165,99,1
0.1085,103,1
0.061496,98,1
0.083227,102,1
0.11492,100,1
0.063058,97,1
0.1044,100,1
0.05381,101,1
0.094581,106,1
0.11068,108,1
0.073626,109,1
0.13416,110,1
0.082731,110,1
0.081926,111,1
0.087241,109,1
0.11441,110,1
0.12967,110,1
0.055959,112,1
0.10534,116,1
0.11268,117,1
0.10581,119,1
0.12272,121,1
0.12782,122,1
0.12938,122,1
0.10614,122,1
0.10648,123,1
0.1092,124,1
0.093305,126,1
0.074171,131,1
0.080506,134,1
0.06542,139,1
0.032053,153,1
0.01112,35,1
0.011885,35,1
0.012094,33,1
0.0072241,36,1
0.0086436,36,1
0.0071495,49,1
0.0076157,35,1
0.0068334,36,1
0.013685,49,1
0.047717,157,1
0.045382,159,1
0.032179,150,1
0.035753,133,1
0.049413,123,1
0.077079,120,1
0.065561,116,1
0.064898,111,1
0.076368,105,1
0.086078,102,1
0.094539,100,1
0.10052,98,1
0.09447,97,1
0.10792,95,1
0.11226,95,1
0.1093,94,1
0.10943,94,1
0.10781,94,1
0.11176,94,1
0.10526,95,1
0.10697,96,1
0.10271,98,1
0.10434,99,1
0.10012,102,1
0.10639,104,1
0.10786,105,1
0.10823,106,1
0.10676,105,1
0.11167,104,1
0.11081,104,1
0.11105,104,1
0.11337,104,1
0.11124,104,1
0.10917,104,1
0.10876,105,1
0.10674,105,1
0.10545,105,1
0.1002,105,1
0.099158,105,1
0.096349,107,1
0.088607,109,1
0.074619,112,1
0.075194,116,1
0.065286,121,1
0.059776,122,1
0.019474,128,0
0.0047742,123,0
0.0036907,119,0
0.0031332,120,0
0.0026857,121,0
0.0057189,49,0
0.0089488,39,0
0.012677,48,0
0.0097699,40,0
0.0087343,45,0
0.0067458,116,0
0.006919,37,0
0.0070282,36,0
0.0054188,41,0
0.0051251,98,0
0.0055014,30,0
0.0049381,35,0
0.0056715,46,0
0.0052772,113,0
0.0015517,63,0
0.0022037,52,0
0.0013713,56,0
0.00038379,60,0
0.00068285,55,0
0.0001099,62,0
0.00039057,54,0
6.3795e-05,133,0
5.4508e-05,100,0
0.00011231,105,0
0.00051443,29,0
0.0017397,29,0
0.0034867,28,0
0.0094854,126,0
0.011825,132,0
0.028284,106,0
0.039426,86,1
0.054092,75,1
0.06417,70,1
0.069018,63,1
0.077932,60,1
0.082245,59,1
0.081458,59,1
0.077367,58,1
0.071703,58,1
0.083297,59,1
0.085607,59,1
0.084956,58,1
0.068038,57,1
0.077113,56,1
0.075373,56,1
0.08391,56,1
0.081454,56,1
0.076113,56,1
0.069437,57,1
0.052117,57,1
0.04304,55,1
0.044798,56,1
0.04349,61,1
0.038988,56,1
0.0315,58,1
0.022307,65,1
0.024977,65,1
0.036945,61,1
0.033989,63,1
0.031527,60,1
0.034492,66,1
0.042354,65,1
0.062454,64,1
0.055516,67,1
0.034699,79,1
0.057542,69,1
0.04126,55,1
0.047104,74,1
0.050909,48,1
0.063363,69,1
0.045424,66,1
0.053692,69,1
0.049497,68,1
0.054651,75,1
0.056304,13,1
0.05019,41,1
0.057782,59,1
0.05401,44,1
0.056131,56,1
0.047883,13,1
0.057302,90,1
0.056005,39,1
0.055626,66,1
0.062834,75,1
0.056718,40,1
0.042698,83,1
0.038924,57,1
0.043158,121,1
0.067948,74,1
0.046038,63,1
0.049488,63,1
0.049061,74,1
0.0488,58,1
0.069135,74,1
0.069393,71,1
0.042512,11,1
0.070731,79,1
0.049567,76,1
0.049537,80,1
0.058209,81,1
0.051772,83,1
0.055429,84,1
0.044896,85,1
0.043271,87,1
0.059494,76,1
0.050754,77,1
0.04305,80,1
0.04482,81,1
0.040474,82,1
0.041726,83,1
0.044473,84,1
0.058093,94,1
0.03469,93,1
0.046158,89,1
0.062578,88,1
0.028194,6,1
0.032111,91,1
0.031735,10,1
0.03479,93,1
0.048046,93,1
0.063219,94,1
0.03866,95,1
0.059381,97,1
0.041068,93,1
0.045059,91,1
0.062986,98,1
0.038718,93,1
0.046988,89,1
0.035721,92,1
0.038586,94,1
0.025493,102,1
0.036205,95,1
0.026258,97,1
0.049169,94,1
0.031779,94,1
0.037607,109,1
0.034444,109,1
0.054404,100,1
0.044096,112,1
0.04362,119,1
0.043998,107,1
0.03001,93,1
0.026841,112,1
0.032325,88,1
0.032335,103,1
0.023123,107,1
0.036066,96,1
0.039974,98,1
0.041158,114,1
0.035398,110,1
0.037184,103,1
0.033757,55,1
0.036053,108,1
0.016964,126,1
0.034808,90,1
0.044424,111,1
0.021606,96,1
0.034988,116,1
0.036759,117,1
0.035882,113,1
0.083137,121,1
0.043539,119,1
0.062495,124,1
0.078082,123,1
0.042792,120,1
0.022553,125,1
0.062832,126,1
0.092199,128,1
0.096956,130,1
0.094098,131,1
0.091115,132,1
0.079423,133,1
0.063615,135,1
0.055209,135,1
0.060554,135,1
0.055482,133,1
0.044743,137,1
0.032125,144,1
0.017034,159,1
0.0067496,51,1
0.00541,53,0
0.0039711,100,0
0.0029109,70,0
0.0034964,82,0
0.0018619,7,0
0.0011274,21,0
0.00039805,101,0
0.00010807,50,0
0,23,0
0,17,0
0.00021128,84,0
0.00013219,113,0
6.7194e-05,127,0
2.9217e-06,6,0
0.00015041,131,0
0.0013807,108,0
0.0020245,113,0
0.00027257,87,0
0.00021581,131,0
0.00032132,91,0
0.00022862,40,0
0.00045162,48,0
0.0027636,65,0
0.0020918,118,0
0.0026576,47,0
0.0021915,47,0
0.0036377,52,0
0.0039876,18,0
0.0042065,15,0
0.004566,59,0
0.0044499,60,0
0.0043611,79,0
0.0030802,74,0
0.0050233,135,0
0.0030148,63,0
0.0024056,78,0
0.0022715,75,0
0.0012359,70,0
0.0016076,118,0
0.0005379,54,0
0.00035681,76,0
0.00012046,62,0
2.1878e-06,141,0
0.00019732,55,0
7.1236e-05,80,0
0.00019751,120,0
0,37,0
0.00023877,151,0
0.00025432,115,0
0.00028092,41,0
0.00022251,56,0
0.00010348,119,0
0.00033927,133,0
0.00015808,125,0
0.00028901,59,0
0.00043897,127,0
0.00047292,36,0
0.022077,95,0
0.041436,83,0
0.04698,76,0
0.058786,66,1
0.059971,58,1
0.059015,57,1
0.060259,59,1
0.052322,62,1
0.054673,66,1
0.059259,67,1
0.051505,68,1
0.062116,68,1
0.061457,68,1
0.055654,67,1
0.059622,66,1
0.063251,65,1
0.066482,64,1
0.078386,63,1
0.079151,63,1
0.083217,63,1
0.090358,64,1
0.093342,63,1
0.097307,63,1
0.093214,62,1
0.095358,63,1
0.10394,63,1
0.10783,63,1
0.10041,63,1
0.070044,62,1
0.053586,63,1
0.040193,62,1
0.035739,56,1
0.024574,58,1
0.030462,59,1
0.025667,59,1
0.034799,61,1
0.028608,62,1
0.036273,63,1
0.028908,62,1
0.027095,67,1
0.045522,76,1
0.0356,79,1
0.044911,126,1
0.042551,72,1
0.043504,22,1
0.057172,21,1
0.058402,50,1
0.045936,132,1
0.049645,32,1
0.05867,40,1
0.045529,73,1
0.051824,100,1
0.065564,79,1
0.044042,108,1
0.065179,43,1
0.052108,14,1
0.046893,44,1
0.056644,63,1
0.054681,107,1
0.038496,75,1
0.044636,33,1
0.063076,14,1
0.051532,76,1
0.049702,82,1
0.058424,72,1
0.041603,127,1
0.039369,70,1
0.046197,84,1
0.05462,66,1
0.04455,79,1
0.072789,75,1
0.084997,75,1
0.079732,78,1
0.067828,77,1
0.070236,80,1
0.083755,79,1
0.080356,80,1
0.08845,82,1
0.10829,80,1
0.12404,82,1
0.12755,83,1
0.12576,85,1
0.13276,86,1
0.12346,87,1
0.12434,88,1
0.1192,87,1
0.10842,87,1
0.098122,87,1
0.10092,87,1
0.1015,87,1
0.10069,88,1
0.10077,88,1
0.098406,88,1
0.089375,90,1
0.092251,91,1
0.087148,92,1
0.078068,93,1
0.068947,95,1
0.063909,96,1
0.057101,98,1
0.053019,100,1
0.055122,101,1
0.050981,104,1
0.051737,106,1
0.05703,104,1
0.058368,108,1
0.053798,112,1
0.052481,115,1
0.05107,118,1
0.044955,120,1
0.045105,122,1
0.03922,123,1
0.042145,124,1
0.036738,126,1
0.031973,134,1
0.015152,148,1
0.008403,15,1
0.0075067,16,1
0.004905,14,1
0.0060246,15,0
0.0064828,12,0
0.0051358,123,0
0.0026325,96,0
0.0010443,110,0
0.00044657,16,0
0.0011828,21,0
0.0006551,104,0
0.00068105,11,0
0.00068357,134,0
0.0020968,15,0
0.003798,123,0
0.0015338,64,0
0.0022462,95,0
0.0025364,13,0
0.0034056,133,0
0.0029027,59,0
0.0028833,89,0
0.0024368,147,0
0.0041961,16,0
0.0018696,64,0
0.0016188,78,0
0.0013588,51,0
0.00098348,50,0
0.00090846,41,0
0.0012617,106,0
0.00072176,63,0
0.00040677,21,0
0.00027501,20,0
0,59,0
0,110,0
0.0005935,81,0
0.001647,113,0
0.0025455,98,0
0.0018887,77,0
0.00029129,13,0
0.00067693,153,0
0.0052986,153,0
0.0090158,108,0
0.022131,96,0
0.039012,84,0
0.057184,80,1
0.07995,78,1
0.077395,77,1
0.050716,77,1
0.044496,77,1
0.048183,84,1
0.055456,85,1
0.048611,88,1
0.042173,88,1
0.042961,87,1
0.039895,86,1
0.045289,86,1
0.040139,88,1
0.042746,90,1
0.03916,90,1
0.048431,89,1
0.039853,90,1
0.042334,92,1
0.039775,91,1
0.041657,89,1
0.04973,91,1
0.050536,94,1
0.054808,94,1
0.050893,92,1
0.045431,92,1
0.057277,93,1
0.048011,96,1
0.056226,101,1
0.048851,106,1
0.067225,105,1
0.057282,106,1
0.04126,106,1
0.0419,109,1
0.04992,113,1
0.05292,113,1
0.044005,112,1
0.047693,115,1
0.044412,115,1
0.036196,119,1
0.025968,125,1
0.01311,144,1
0.024632,149,1
0.020967,138,1
0.038664,123,1
0.035529,127,1
0.037167,131,1
0.021786,136,1
0.016963,146,1
0.019082,158,1
0.016873,150,1
0.018593,145,1
0.0014572,40,1
0.0050435,108,1
0.0081431,136,1
0.021273,122,1
0.025527,117,1
0.029273,109,1
0.043064,106,1
0.04398,107,1
0.042307,103,1
0.048399,102,1
0.05583,102,1
0.050868,102,1
0.058849,101,1
0.05833,99,1
0.059411,98,1
0.063562,99,1
0.057574,99,1
0.054698,100,1
0.059921,96,1
0.065387,95,1
0.070561,94,1
0.072911,94,1
0.066756,93,1
0.058123,90,1
0.073083,88,1
0.079017,86,1
0.082289,85,1
0.06896,85,1
0.076769,84,1
0.074908,85,1
0.06767,86,1
0.07092,87,1
0.063899,89,1
0.057792,91,1
0.061027,92,1
0.054758,94,1
0.058226,95,1
0.054102,96,1
0.051066,94,1
0.058271,91,1
0.05203,89,1
0.047157,86,1
0.051708,86,1
0.050661,85,1
0.056622,84,1
0.061476,82,1
0.058403,80,1
0.060154,76,1
0.076961,73,1
0.080846,71,1
0.059535,68,1
0.04032,68,1
0.025466,68,1
0.020437,73,1
0.019446,69,1
0.02181,67,1
0.026198,64,1
0.02249,65,1
0.042996,65,1
0.042376,62,1
0.049914,31,1
0.04675,66,1
0.040777,66,1
0.047094,66,1
0.05127,60,1
0.033644,63,1
0.036092,64,1
0.052342,64,1
0.0606,64,1
0.085981,65,1
0.064523,66,1
0.055155,65,1
0.068435,65,1
0.065542,65,1
0.043696,67,1
0.051535,66,1
0.044265,64,1
0.048475,64,1
0.059549,65,1
0.045245,65,1
0.054057,65,1
0.056892,65,1
0.043538,65,1
0.038073,65,1
0.047295,67,1
0.04573,69,1
0.041513,70,1
0.035944,94,1
0.040933,74,1
0.047387,78,1
0.051948,84,1
0.050596,87,1
0.066847,86,1
0.062102,90,1
0.069495,89,1
0.050905,93,1
0.08909,92,1
0.071266,90,1
0.05169,93,1
0.063104,91,1
0.030354,96,1
0.08613,98,1
0.039971,104,1
0.087629,102,1
0.086942,104,1
0.069247,107,1
0.031313,110,1
0.086891,109,1
0.10089,111,1
0.036672,112,1
0.10557,114,1
0.10601,115,1
0.096696,117,1
0.099014,116,1
0.09451,114,1
0.11647,114,1
0.11837,112,1
0.11573,111,1
0.12079,111,1
0.12017,110,1
0.11649,110,1
0.11701,110,1
0.11713,111,1
0.10733,111,1
0.084714,114,1
0.10263,116,1
0.10291,117,1
0.091533,120,1
0.093884,124,1
0.089715,128,1
0.09773,129,1
0.09094,129,1
0.085504,132,1
0.08134,133,1
0.078829,133,1
0.075101,134,1
0.07889,132,1
0.083317,132,1
0.07254,131,1
0.06689,132,1
0.066324,133,1
0.068446,132,1
0.061212,131,1
0.053985,131,1
0.058227,129,1
0.062072,127,1
0.064665,125,1
0.065448,125,1
0.06396,124,1
0.064847,124,1
0.061009,124,1
0.055284,126,1
0.057585,127,1
0.044449,130,1
0.050618,132,1
0.047862,132,1
0.047981,132,1
0.04843,136,1
0.046034,136,1
0.035441,137,1
0.035682,138,1
0.038954,138,1
0.036087,138,1
0.025073,145,1
0.025647,149,1
0.016607,153,1
0.014672,158,1
0.017228,145,1
0.016842,140,1
0.020747,141,1
0.025428,136,1
0.027138,128,1
0.02711,130,1
0.023074,132,1
0.021363,132,1
0.027096,130,1
0.025393,129,1
0.029967,124,1
0.023614,124,1
0.023399,131,1
0.028129,127,1
0.029017,123,1
0.029398,123,1
0.030648,122,1
0.033387,121,1
0.024449,122,1
0.024985,126,1
0.035861,124,1
0.020774,124,1
0.027107,130,1
0.029372,126,1
0.020202,127,1
0.023172,128,1
0.021204,125,1
0.024758,126,1
0.01749,124,1
0.030561,53,1
0.023448,74,1
0.02414,51,0
0.028779,97,0
0.020125,88,0
0.016432,54,0
0.020544,37,0
0.013765,68,0
0.0089073,34,0
0.016639,55,0
0.0086545,117,0
0.0099773,123,0
0.012436,89,0
0.0088779,60,0
0.0048602,46,0
0.0020099,123,0
0.00082771,103,0
0.0024271,154,0
0.0024308,123,0
0.0072106,47,0
0,86,0
3.9887e-05,98,0
0.00040216,43,0
0,71,0
0.0065382,35,0
0.0028772,82,0
0.0022216,104,0
0,15,0
0.0019024,54,0
0.00029109,91,0
0,136,0
0.0027475,90,0
0.011548,95,0
0.022967,82,0
0.042898,74,1
0.051748,68,1
0.054257,65,1
0.059551,63,1
0.062312,62,1
0.071858,61,1
0.070897,62,1
0.073208,62,1
0.074988,62,1
0.072767,61,1
0.072397,61,1
0.073707,61,1
0.069345,62,1
0.063985,61,1
0.056871,59,1
0.032096,60,1
0.03426,61,1
0.032173,60,1
0.03733,56,1
0.037961,59,1
0.025432,59,1
0.031873,58,1
0.028538,57,1
0.052866,61,1
0.028987,161,1
0.023272,21,1
0.048157,58,1
0.034817,20,1
0.035423,55,1
0.041038,17,1
0.050758,60,1
0.051436,18,1
0.050897,65,1
0.042988,55,1
0.035409,72,1
0.037609,77,1
0.046459,56,1
0.033857,84,1
0.054668,64,1
0.037818,56,1
0.044136,55,1
0.0539,76,1
0.04767,71,1
0.051621,69,1
0.05441,65,1
0.040563,64,1
0.04332,58,1
0.053282,74,1
0.040112,54,1
0.057593,52,1
0.045531,66,1
0.039493,62,1
0.045934,62,1
0.038761,77,1
0.041499,64,1
0.047693,64,1
0.048272,34,1
0.037025,34,1
0.048849,72,1
0.036175,69,1
0.031843,72,1
0.034403,69,1
0.035681,24,1
0.036196,73,1
0.044596,75,1
0.029453,78,1
0.04491,79,1
0.067992,79,1
0.047919,80,1
0.041682,92,1
0.066656,84,1
0.039369,89,1
0.043266,91,1
0.043195,86,1
0.041888,89,1
0.043893,88,1
0.048662,86,1
0.031568,89,1
0.031376,92,1
0.076951,95,1
0.038505,93,1
0.067844,98,1
0.027627,96,1
0.033854,98,1
0.033642,99,1
0.068153,101,1
0.045339,102,1
0.082463,103,1
0.041738,98,1
0.055294,101,1
0.082251,99,1
0.045751,97,1
0.080856,100,1
0.042407,102,1
0.070746,106,1
0.090457,108,1
0.066159,110,1
0.11516,110,1
0.07013,110,1
0.065826,111,1
0.074753,109,1
0.097659,110,1
0.10657,110,1
0.044628,113,1
0.081434,116,1
0.089526,117,1
0.083784,119,1
0.10071,121,1
0.10407,122,1
0.090197,122,1
0.075403,122,1
0.079999,123,1
0.075475,124,1
0.071563,127,1
0.053348,132,1
0.058875,134,1
0.045217,139,1
0.012477,153,1
0.0063189,124,1
0.013931,126,1
0.0066742,135,1
0.0034815,30,1
0.0036436,34,1
0.00406,32,1
0.0068804,36,1
0.0021294,48,1
0.0071384,116,1
0.02614,157,1
0.025934,159,1
0.019644,150,1
0.023615,132,1
0.032614,123,1
0.045489,119,1
0.044533,116,1
0.046447,110,1
0.057597,105,1
0.056606,101,1
0.064571,100,1
0.070461,98,1
0.068865,97,1
0.080426,95,1
0.084771,94,1
0.075749,94,1
0.080869,94,1
0.076657,94,1
0.080725,94,1
0.072855,95,1
0.080626,96,1
0.071315,98,1
0.072247,99,1
0.073035,102,1
0.071087,104,1
0.067694,105,1
0.068448,106,1
0.070644,105,1
0.071219,104,1
0.079393,104,1
0.075593,104,1
0.077874,105,1
0.076234,104,1
0.071147,105,1
0.072042,105,1
0.070264,105,1
0.066262,104,1
0.066724,104,1
0.064043,106,1
0.069891,107,1
0.063987,109,1
0.054574,112,1
0.050418,116,1
0.046018,120,1
0.038896,122,1
0.0055234,124,0
0.00038856,27,0
0,138,0
0.0025365,33,0
0.0067455,63,0
0.0061983,104,0
0.0029823,118,0
0.0025707,38,0
0.0046664,117,0
0.0090122,116,0
0.0023462,144,0
0.0010171,101,0
0.00077718,43,0
0.0025012,125,0
0.00058186,150,0
0.00082241,32,0
0.00069672,22,0
0.0043666,104,0
0.0044876,70,0
0.0012916,133,0
0.0029289,65,0
0.0047601,132,0
0.0045649,75,0
0.0030604,62,0
0.00079627,26,0
0.00068989,42,0
0.0039627,67,0
0.0019951,58,0
0.0032546,48,0
0.0010344,134,0
0.0028684,78,0
0.0021692,147,0
0.0065331,118,0
0.0097302,132,0
0.014279,106,0
0.022181,86,1
0.032131,74,1
0.045471,71,1
0.043068,63,1
0.047907,60,1
0.054132,59,1
0.052756,59,1
0.051211,58,1
0.045657,58,1
0.057504,59,1
0.05668,60,1
0.054007,58,1
0.044001,57,1
0.054213,56,1
0.05192,56,1
0.050845,56,1
0.054696,56,1
0.049429,56,1
0.048723,57,1
0.033426,57,1
0.025088,56,1
0.032435,57,1
0.026845,61,1
0.02687,56,1
0.017897,59,1
0.01304,66,1
0.0089716,51,1
0.021235,61,1
0.018757,62,1
0.021539,59,1
0.026992,66,1
0.032877,65,1
0.051815,64,1
0.047889,67,1
0.024043,80,1
0.046677,69,1
0.029073,64,1
0.035196,74,1
0.046486,48,1
0.054406,69,1
0.031862,66,1
0.041672,69,1
0.040426,67,1
0.043468,77,1
0.042954,13,1
0.04692,71,1
0.039312,60,1
0.040128,44,1
0.043757,86,1
0.035328,46,1
0.039013,90,1
0.050503,41,1
0.040122,66,1
0.048204,76,1
0.042092,13,1
0.03238,54,1
0.029372,63,1
0.033899,38,1
0.056069,74,1
0.034538,25,1
0.03793,63,1
0.043126,74,1
0.031707,106,1
0.05564,74,1
0.062872,71,1
0.035558,72,1
0.053093,79,1
0.044395,77,1
0.04906,80,1
0.049731,81,1
0.04384,82,1
0.047857,70,1
0.036227,85,1
0.036794,86,1
0.038901,76,1
0.04565,77,1
0.034561,79,1
0.033332,81,1
0.029798,86,1
0.040065,83,1
0.035319,85,1
0.047605,93,1
0.027515,93,1
0.036269,91,1
0.05087,88,1
0.022292,6,1
0.023265,89,1
0.022224,10,1
0.018039,94,1
0.03769,93,1
0.05455,94,1
0.029522,95,1
0.049976,97,1
0.032238,93,1
0.035461,91,1
0.048251,98,1
0.026158,93,1
0.03971,89,1
0.02618,93,1
0.026721,96,1
0.01867,6,1
0.023352,95,1
0.016121,96,1
0.041338,94,1
0.02413,94,1
0.027855,109,1
0.023629,109,1
0.044163,100,1
0.03082,111,1
0.033151,120,1
0.032812,106,1
0.025901,93,1
0.012234,110,1
0.020058,19,1
0.019469,102,1
0.012835,96,1
0.024871,95,1
0.031703,99,1
0.024417,114,1
0.025996,110,1
0.025788,103,1
0.026887,54,1
0.028888,108,1
0.011993,30,1
0.018656,89,1
0.031541,112,1
0.016049,33,1
0.018412,116,1
0.021008,118,1
0.027246,113,1
0.065041,121,1
0.036321,118,1
0.041721,125,1
0.058532,122,1
0.028494,122,1
0.014384,125,1
0.054009,126,1
0.07545,128,1
0.074774,130,1
0.067701,131,1
0.065886,132,1
0.052774,132,1
0.038416,134,1
0.036557,137,1
0.035467,134,1
0.031526,133,1
0.02482,137,1
0.021469,144,1
0.010434,107,1
0.0010436,49,1
0.002937,54,0
0.0016754,65,0
0.0025781,130,0
0.00085771,92,0
0.0016883,120,0
0.0010537,43,0
0.0034693,75,0
0.0026875,93,0
0.0026688,101,0
0.0014236,111,0
0.0011024,105,0
0.0076334,85,0
0.00036758,23,0
0.0028709,75,0
0.001619,125,0
0.0029584,73,0
0.0039905,114,0
0.0038766,50,0
0.0021468,72,0
0.0011019,78,0
0.0067231,112,0
0.0028866,50,0
0.00062681,52,0
0.0037845,122,0
0.0096407,135,0
0.0012448,97,0
0.0022058,60,0
0.0010265,75,0
0.0076654,115,0
0.0027809,49,0
0.0034276,47,0
0.0076203,64,0
0.0078391,111,0
0.0014863,107,0
0.0052767,40,0
0.0025283,60,0
0.0003084,46,0
0.0029074,103,0
0.0017168,106,0
0.00055959,144,0
0.000271,118,0
0.00022091,133,0
0.0023856,119,0
0.0019299,28,0
0.0023834,133,0
0.0033108,111,0
0.0021177,41,0
0.0014669,59,0
0.0065384,106,0
0.0026,120,0
0.0027907,57,0
0.0035178,117,0
0.0027424,101,0
0.00098979,117,0
0.0068026,62,0
0.0036113,72,0
0.0006233,117,0
0.0042834,95,0
0.021881,82,0
0.02697,76,0
0.035024,67,1
0.043392,59,1
0.038056,57,1
0.033434,59,1
0.028346,63,1
0.032468,66,1
0.029986,67,1
0.028277,66,1
0.03952,68,1
0.02913,67,1
0.028912,67,1
0.035465,67,1
0.035723,65,1
0.037273,64,1
0.039949,63,1
0.046046,63,1
0.051072,63,1
0.055191,64,1
0.061553,63,1
0.064733,63,1
0.061964,63,1
0.062414,63,1
0.074928,63,1
0.078234,63,1
0.071875,62,1
0.054289,62,1
0.036663,64,1
0.028509,62,1
0.024739,57,1
0.014906,58,1
0.020713,59,1
0.016733,71,1
0.023676,63,1
0.02181,61,1
0.020336,64,1
0.017242,83,1
0.019971,68,1
0.03819,76,1
0.029423,79,1
0.03117,126,1
0.036665,72,1
0.034102,22,1
0.047383,14,1
0.050927,50,1
0.036119,67,1
0.045181,32,1
0.044132,40,1
0.03954,32,1
0.042381,100,1
0.050106,79,1
0.032606,44,1
0.045268,43,1
0.042518,14,1
0.035919,15,1
0.044591,63,1
0.037781,94,1
0.026863,12,1
0.035845,62,1
0.056251,14,1
0.047863,76,1
0.03788,76,1
0.050641,72,1
0.032608,11,1
0.026537,71,1
0.039053,84,1
0.03815,66,1
0.02921,79,1
0.054798,75,1
0.07255,75,1
0.062081,78,1
0.044412,76,1
0.049975,80,1
0.065192,79,1
0.064634,80,1
0.064975,79,1
0.094234,80,1
0.098991,82,1
0.10124,83,1
0.094572,85,1
0.09885,86,1
0.094915,87,1
0.091836,88,1
0.085039,88,1
0.074598,87,1
0.063394,87,1
0.062953,86,1
0.063616,87,1
0.06866,88,1
0.070635,88,1
0.063962,88,1
0.056091,90,1
0.058429,91,1
0.057322,92,1
0.047188,93,1
0.045287,94,1
0.037251,97,1
0.032444,98,1
0.033806,100,1
0.031313,101,1
0.030809,105,1
0.025378,106,1
0.034314,104,1
0.033916,111,1
0.033687,112,1
0.023306,115,1
0.026315,118,1
0.025778,121,1
0.016337,122,1
0.018204,122,1
0.02455,123,1
0.01563,126,1
0.015825,133,1
0.005774,149,1
0.0049359,64,1
0.0031031,84,1
0.0036859,54,1
0,57,0
0.0029746,110,0
0.0031246,109,0
0.0053768,131,0
0.0012578,43,0
0.0014222,55,0
0.0024364,143,0
0.0063882,58,0
0.0096452,53,0
0.0023574,131,0
0.0028892,85,0
0.0027303,95,0
0.0044186,113,0
0.00064023,112,0
0.0018381,80,0
0.0031329,95,0
0.0061821,73,0
0.0039967,60,0
0.0027537,109,0
0.0030371,62,0
0.0032698,113,0
0.001812,136,0
0.006674,97,0
0.0046597,33,0
0.0057201,125,0
0.005571,120,0
0.0030682,150,0
0.0018653,32,0
0.0034392,75,0
0,20,0
0,127,0
1.1887e-05,86,0
0,79,0
9.385e-05,45,0
0.0011102,58,0
0.005972,14,0
0.010086,149,0
0.014667,153,0
0.016429,119,0
0.039211,97,0
0.062698,87,0
0.080401,81,1
0.11394,78,1
0.10902,77,1
0.069831,77,1
0.063502,77,1
0.069063,84,1
0.077108,85,1
0.073583,88,1
0.068564,88,1
0.069433,87,1
0.073956,86,1
0.074448,87,1
