@relation featureMatrix

@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE class	{0,1}

@DATA
0.076607,0.023593,1
0.085446,0.025408,1
0.10426,0.036298,1
0.24231,0.034483,1
0.40014,0.023593,1
0.46627,0.022686,1
0.44948,0.022686,1
0.47642,0.028131,1
0.55806,0.03176,1
0.65128,0.029038,1
0.69158,0.026316,1
0.66372,0.024501,1
0.62079,0.024501,1
0.57019,0.024501,1
0.49284,0.023593,1
0.41235,0.023593,1
0.37944,0.022686,1
0.33265,0.021779,1
0.2672,0.021779,1
0.23235,0.020871,1
0.22155,0.024501,1
0.20188,0.033575,1
0.19473,0.038113,1
0.21324,0.030853,1
0.22513,0.021779,1
0.22833,0.019964,1
0.22529,0.019964,1
0.2171,0.030853,1
0.20368,0.039927,1
0.186,0.03902,1
0.17485,0.044465,1
0.17067,0.050817,1
0.17588,0.047187,1
0.18241,0.040835,1
0.18715,0.056261,1
0.19768,0.061706,1
0.21559,0.047187,1
0.22753,0.048094,1
0.22511,0.066243,1
0.22236,0.060799,1
0.22055,0.041742,1
0.22239,0.041742,1
0.23733,0.043557,1
0.2565,0.04265,1
0.2641,0.037205,1
0.26328,0.038113,1
0.26842,0.040835,1
0.28479,0.037205,1
0.3186,0.036298,1
0.35197,0.03176,1
0.37274,0.024501,1
0.38415,0.022686,1
0.39603,0.022686,1
0.40672,0.022686,1
0.40848,0.022686,1
0.41343,0.022686,1
0.42554,0.022686,1
0.43043,0.021779,1
0.42344,0.022686,1
0.4185,0.022686,1
0.40486,0.021779,1
0.37485,0.021779,1
0.38254,0.020871,1
0.45161,0.020871,1
0.51421,0.021779,1
0.54769,0.021779,1
0.55891,0.021779,1
0.54686,0.020871,1
0.51395,0.019964,1
0.4334,0.019964,1
0.33093,0.019964,1
0.22471,0.019056,1
0.10277,0.019056,1
0.046807,0.019964,1
0.015142,0.029038,1
0.0086361,0.044465,0
0.0043516,0.066243,0
0.0032675,0.080762,0
0.0026475,0.085299,0
0.0023815,0.075318,0
0.0022423,0.083485,0
0.0016705,0.10526,0
0.0017194,0.10889,0
0.0020657,0.10617,0
0.0023026,0.098004,0
0.0021811,0.094374,0
0.0019211,0.097096,0
0.0018722,0.11434,0
0.0016296,0.12886,0
0.0012901,0.12886,0
0.0010955,0.14247,0
0.00087042,0.14428,0
0.0014827,0.1216,0
0.0016891,0.14247,0
0.0013596,0.18149,0
0.0013317,0.17332,0
0.0015155,0.16969,0
0.0016395,0.17786,0
0.001926,0.17151,0
0.0018682,0.16788,0
0.0070447,0.14791,0
0.0080737,0.11071,0
0.0095531,0.084392,0
0.011541,0.10617,0
0.0096991,0.11252,0
0.0096104,0.089837,0
0.0074176,0.14065,0
0.011736,0.14428,0
0.017406,0.084392,0
0.018056,0.087114,0
0.018261,0.086207,0
0.020019,0.066243,0
0.025856,0.049002,0
0.032203,0.03902,0
0.034654,0.039927,0
0.036404,0.03902,0
0.036111,0.03539,0
0.034022,0.036298,0
0.032783,0.040835,0
0.031344,0.045372,0
0.028553,0.063521,0
0.023573,0.075318,0
0.019829,0.090744,0
0.021305,0.089837,0
0.022091,0.073503,0
0.023278,0.073503,0
0.034787,0.075318,1
0.091999,0.07078,1
0.20752,0.058076,1
0.32999,0.03902,1
0.32451,0.029038,1
0.29312,0.028131,1
0.38586,0.026316,1
0.40861,0.032668,1
0.34808,0.04265,1
0.30635,0.053539,1
0.24847,0.07441,1
0.16955,0.078947,1
0.14234,0.057169,1
0.10052,0.062613,1
0.042806,0.072595,1
0.020833,0.059891,1
0.011338,0.060799,1
0.0042105,0.077132,0
0.003275,0.078947,0
0.0016493,0.07804,0
0.00058334,0.084392,0
0.0004645,0.091652,0
0.00038844,0.10799,0
0,0.11343,0
0,0.11706,0
0.006883,0.10254,0
0.012304,0.10345,0
0.015326,0.092559,0
0.017866,0.053539,0
0.019476,0.044465,0
0.019518,0.043557,0
0.019095,0.044465,0
0.018675,0.051724,0
0.017685,0.060799,0
0.016508,0.051724,0
0.015993,0.049909,0
0.016439,0.049909,0
0.017861,0.049909,0
0.018771,0.046279,0
0.019431,0.037205,0
0.021825,0.045372,0
0.020624,0.050817,0
0.01654,0.049909,0
0.014495,0.056261,0
0.011352,0.066243,0
0.012569,0.07078,0
0.014672,0.096189,0
0.010476,0.099819,0
0.0039217,0.085299,0
0.009417,0.088929,0
0.0092919,0.1225,0
0.00094459,0.14338,0
0.00079689,0.14701,0
0.00074603,0.14065,0
0.0010716,0.1098,0
0.0055531,0.098911,0
0.0056125,0.08167,0
0.004992,0.080762,0
0.0046685,0.10889,0
0,0.13975,0
0,0.16334,0
0,0.1588,0
4.5809e-05,0.1588,0
0.00025315,0.14519,0
0.00073441,0.13975,0
0.00071559,0.17151,0
0.001223,0.16697,0
0.0045946,0.12795,0
0.0085213,0.10073,0
0.0079771,0.093466,0
0.0084342,0.091652,0
0.0079201,0.088022,0
0.0025955,0.10163,0
0.0047806,0.11071,0
0.0094961,0.10708,0
0.0081482,0.11887,0
0.0017105,0.14247,0
0.0017048,0.16334,0
0.0019428,0.18058,0
0.0020831,0.17877,0
0.001837,0.16788,0
0.0030401,0.15064,0
0.003943,0.1225,0
0.0029997,0.11434,0
0.0019653,0.11887,0
0.0017791,0.14428,0
0.0013976,0.15699,0
0.0013933,0.13975,0
0.0012244,0.15789,0
0.00095641,0.17332,0
0.0010964,0.16606,0
0.00094462,0.16697,0
0.00096295,0.17695,0
0.0009378,0.20599,0
0.00091146,0.21234,0
0.0010315,0.18875,0
0.00099835,0.18693,0
0.00085889,0.19691,0
0.00078644,0.19691,0
0.00069272,0.20962,0
0.00059605,0.22595,0
0.00075224,0.20417,0
0.00096975,0.1951,0
0.0017958,0.19873,0
0.0019691,0.18421,0
0.0013855,0.19147,0
0.0012079,0.21416,0
0.0010408,0.23321,0
0.00094996,0.24592,0
0.005962,0.19419,0
0.0059956,0.16788,0
0.0017552,0.15971,0
0.0022928,0.13158,0
0.0029331,0.14156,0
0.0026287,0.16606,0
0.0028196,0.16697,0
0.0049506,0.13158,0
0.0046674,0.14156,0
0.0030337,0.15608,0
0.002874,0.15699,0
0.0031404,0.16062,0
0.0027403,0.17332,0
0.0015538,0.17332,0
0.0013228,0.15971,0
0.0017682,0.14156,0
0.0024773,0.11162,0
0.0024259,0.1098,0
0.0017306,0.13521,0
0.0011916,0.15154,0
0.00096125,0.1343,0
0.0010618,0.10708,0
0.0011553,0.11071,0
0.0010512,0.10799,0
0.00095723,0.093466,0
0.000817,0.096189,0
0.00079255,0.10073,0
0.00055789,0.14428,0
0.0067867,0.14973,0
0.018188,0.07441,1
0.026567,0.052632,1
0.033725,0.056261,1
0.042734,0.052632,1
0.054386,0.047187,1
0.071638,0.032668,1
0.079409,0.033575,1
0.06448,0.043557,1
0.051451,0.043557,1
0.06108,0.030853,1
0.090983,0.022686,1
0.12199,0.022686,1
0.10989,0.024501,1
0.060627,0.068058,1
0.022859,0.14247,1
0.013641,0.16243,1
0.01404,0.15517,1
0.013439,0.17332,1
0.01286,0.17514,1
0.012979,0.15245,1
0.01067,0.15608,1
0.0076953,0.17695,1
0.0059123,0.16425,1
0.0037067,0.13067,0
0.0016892,0.091652,0
0.00088571,0.089837,0
0.0005398,0.10617,0
0.0010696,0.10163,0
0.00089496,0.1216,0
0.00075936,0.16334,0
0.00096222,0.1588,0
0.00040588,0.14156,0
0.00031249,0.14973,0
0.00058529,0.15154,0
0.00072113,0.16425,0
0.0007334,0.14519,0
0.00059318,0.1098,0
0.00042239,0.12341,0
0.00038036,0.13521,0
0.00059423,0.097096,0
9.1384e-05,0.040835,0
0,0.051724,0
0,0.053539,0
0,0.049909,0
0,0.055354,0
0,0.057169,1
0.017416,0.049002,1
0.069928,0.049909,1
0.098676,0.050817,1
0.10764,0.053539,1
0.12896,0.054446,1
0.14359,0.050817,1
0.1811,0.054446,1
0.24109,0.049002,1
0.24233,0.052632,1
0.22276,0.058984,1
0.23247,0.051724,1
0.23216,0.058076,1
0.22902,0.071688,1
0.24786,0.067151,1
0.29579,0.051724,1
0.27381,0.064428,1
0.24098,0.066243,1
0.21888,0.067151,1
0.18041,0.084392,1
0.19298,0.084392,1
0.17958,0.087114,1
0.19081,0.07804,1
0.21111,0.060799,1
0.21662,0.055354,1
0.22823,0.051724,1
0.25135,0.044465,1
0.26583,0.03902,1
0.25026,0.047187,1
0.23098,0.053539,1
0.22561,0.053539,1
0.24107,0.051724,1
0.26739,0.049002,1
0.2867,0.046279,1
0.29544,0.051724,1
0.32124,0.047187,1
0.35708,0.029946,1
0.3491,0.026316,1
0.32552,0.037205,1
0.30332,0.054446,1
0.27845,0.057169,1
0.30493,0.048094,1
0.32434,0.039927,1
0.3155,0.03176,1
0.32043,0.028131,1
0.3317,0.025408,1
0.35606,0.024501,1
0.37466,0.025408,1
0.32788,0.023593,1
0.24887,0.022686,1
0.20128,0.022686,1
0.1499,0.023593,1
0.084225,0.036298,1
0.038312,0.044465,1
0.029936,0.037205,1
0.035134,0.029038,1
0.030645,0.03176,1
0.013944,0.03539,0
0.012062,0.037205,0
0.021088,0.03539,0
0.026879,0.028131,0
0.02911,0.019964,0
0.052777,0.016334,0
0.10784,0.022686,0
0.19455,0.022686,0
0.2358,0.023593,0
0.23815,0.022686,0
0.27457,0.022686,0
0.29469,0.023593,0
0.2907,0.022686,0
0.26528,0.023593,0
0.18946,0.027223,0
0.18555,0.025408,0
0.19407,0.023593,0
0.16187,0.020871,0
0.1932,0.023593,0
0.18385,0.034483,0
0.13223,0.032668,0
0.10374,0.022686,0
0.057691,0.034483,0
0.052328,0.040835,0
0.057435,0.03176,0
0.033125,0.026316,1
0.062154,0.024501,1
0.097469,0.034483,1
0.12476,0.043557,1
0.15291,0.04265,1
0.17926,0.03539,1
0.18665,0.03902,1
0.1962,0.044465,1
0.18984,0.046279,1
0.18495,0.043557,1
0.18341,0.043557,1
0.16858,0.049909,1
0.18585,0.04265,1
0.18038,0.047187,1
0.17014,0.052632,1
0.18217,0.043557,1
0.18845,0.040835,1
0.18216,0.04265,1
0.19665,0.039927,1
0.20056,0.048094,1
0.19602,0.054446,1
0.20521,0.044465,1
0.17923,0.04265,1
0.16749,0.039927,1
0.15714,0.049002,1
0.13362,0.069873,1
0.11824,0.07441,1
0.10316,0.072595,1
0.10038,0.078947,1
0.11266,0.072595,1
0.11015,0.065336,1
0.10933,0.058984,1
0.13287,0.048094,1
0.14321,0.050817,1
0.15135,0.058076,1
0.14501,0.058076,1
0.13137,0.056261,1
0.12835,0.059891,1
0.13557,0.051724,1
0.14689,0.044465,1
0.13899,0.058076,1
0.1449,0.067151,1
0.14849,0.07078,1
0.13668,0.076225,1
0.12653,0.073503,1
0.11013,0.071688,1
0.10859,0.062613,1
0.113,0.054446,1
0.11572,0.049909,1
0.12198,0.060799,1
0.12647,0.07078,1
0.12252,0.064428,1
0.11624,0.062613,1
0.11704,0.056261,1
0.11785,0.058076,1
0.11818,0.066243,1
0.12707,0.057169,1
0.12548,0.053539,1
0.1251,0.058076,1
0.13397,0.059891,1
0.14628,0.061706,1
0.17363,0.057169,1
0.19531,0.051724,1
0.19556,0.054446,1
0.18886,0.062613,1
0.19662,0.059891,1
0.20615,0.053539,1
0.2078,0.049002,1
0.21003,0.044465,1
0.21445,0.034483,1
0.22238,0.032668,1
0.23765,0.028131,1
0.22786,0.026316,1
0.19998,0.036298,1
0.19517,0.03902,1
0.21238,0.040835,1
0.22305,0.043557,1
0.23544,0.03902,1
0.23498,0.03176,1
0.2215,0.03176,1
0.21107,0.03902,1
0.20086,0.036298,1
0.24219,0.03902,1
0.25427,0.049002,1
0.31499,0.038113,1
0.39598,0.030853,1
0.40812,0.034483,1
0.38228,0.03539,1
0.36341,0.032668,1
0.37193,0.029038,1
0.33797,0.034483,1
0.29349,0.037205,1
0.30298,0.03176,1
0.2731,0.03176,1
0.22123,0.045372,1
0.20245,0.049002,1
0.1636,0.041742,1
0.17557,0.029038,1
0.19135,0.019964,1
0.14864,0.029946,1
0.11956,0.03176,1
0.15516,0.026316,1
0.15273,0.028131,1
0.15394,0.055354,1
0.1694,0.075318,1
0.16764,0.049002,1
0.16304,0.043557,1
0.15196,0.043557,1
0.1293,0.032668,1
0.068843,0.046279,1
0.040902,0.062613,1
0.051571,0.04265,1
0.055379,0.024501,1
0.041137,0.043557,1
0.021989,0.048094,0
0.01071,0.041742,0
0.00018353,0.045372,0
0,0.045372,0
0.0024166,0.040835,0
0,0.029038,0
0,0.025408,0
0,0.034483,0
0.0035338,0.038113,0
0,0.045372,0
0,0.048094,0
0.0039653,0.045372,0
0.0039728,0.044465,0
0.0023937,0.049002,0
0.0032743,0.050817,0
0.0044165,0.043557,0
0.0055423,0.045372,0
0.0015244,0.056261,0
0.00090627,0.062613,0
0.010645,0.051724,0
0.012731,0.04265,0
0.011565,0.04265,0
0.0089868,0.056261,0
0.010797,0.053539,0
0.012948,0.04265,0
0.0066487,0.053539,0
0.0046077,0.057169,0
0.0082575,0.051724,0
0.017315,0.045372,0
0.022394,0.043557,0
0.021912,0.041742,0
0.026593,0.055354,0
0.034994,0.059891,0
0.041868,0.058076,0
0.047435,0.059891,0
0.04846,0.054446,0
0.037698,0.060799,0
0.024134,0.066243,0
0.021358,0.057169,0
0.022087,0.068058,0
0.032487,0.068966,0
0.043197,0.053539,0
0.04835,0.053539,0
0.050958,0.051724,0
0.053012,0.049909,0
0.053415,0.048094,0
0.061213,0.053539,0
0.07015,0.053539,0
0.068055,0.043557,0
0.067325,0.04265,0
0.068001,0.040835,0
0.066627,0.038113,0
0.069634,0.044465,0
0.068659,0.046279,0
0.071673,0.047187,0
0.0691,0.049909,0
0.060604,0.044465,0
0.059342,0.043557,0
0.055751,0.048094,0
0.072064,0.038113,0
0.099267,0.029038,0
0.10596,0.029038,0
0.13785,0.024501,0
0.20144,0.025408,0
0.24618,0.027223,0
0.20558,0.03176,0
0.12093,0.036298,0
0.10316,0.03539,0
0.083361,0.03902,0
0.078281,0.036298,0
0.084711,0.033575,0
0.06307,0.040835,0
0.051216,0.043557,0
0.07331,0.038113,0
0.10073,0.03902,0
0.10627,0.03539,0
0.089418,0.03176,0
0.066145,0.046279,0
0.068553,0.044465,0
0.076516,0.036298,0
0.077869,0.045372,0
0.082318,0.049909,0
0.091105,0.047187,0
0.10089,0.051724,0
0.082004,0.059891,0
0.076783,0.056261,0
0.096824,0.046279,0
0.0982,0.04265,0
0.076942,0.050817,0
0.058331,0.054446,0
0.052942,0.061706,0
0.044583,0.068058,0
0.035729,0.069873,0
0.035697,0.075318,0
0.054347,0.052632,0
0.067236,0.032668,0
0.063584,0.03902,0
0.066307,0.049909,0
0.065221,0.065336,0
0.05901,0.062613,0
0.063428,0.054446,0
0.051954,0.057169,0
0.03842,0.049909,0
0.043537,0.043557,0
0.054188,0.032668,0
0.04863,0.029946,0
0.029378,0.03539,0
0.021145,0.048094,0
0.019481,0.058076,0
0.022333,0.058984,0
0.013975,0.075318,0
0.0085512,0.073503,0
0.01203,0.059891,0
0.0094859,0.063521,0
0.014212,0.058984,0
0.021538,0.047187,0
0.026194,0.04265,0
0.046833,0.043557,0
0.051266,0.043557,0
0.037706,0.041742,0
0.041088,0.039927,0
0.040864,0.039927,0
0.030188,0.044465,0
0.039204,0.045372,0
0.035685,0.049909,0
0.017521,0.063521,0
0.013704,0.061706,0
0.01341,0.062613,0
0.012667,0.061706,0
0.0056499,0.058984,0
0.018462,0.050817,0
0.03609,0.03539,0
0.047463,0.038113,0
0.039079,0.050817,0
0.027007,0.049909,0
0.026759,0.046279,0
0.019901,0.046279,0
0.023672,0.049002,0
0.030241,0.051724,0
0.027108,0.044465,0
0.02398,0.057169,0
0.022539,0.068966,0
0.023056,0.069873,0
0.02594,0.064428,0
0.026643,0.060799,0
0.026755,0.062613,0
0.01741,0.08167,0
0.016435,0.07441,0
0.01741,0.062613,0
0.015286,0.071688,0
0.028384,0.068058,0
0.036022,0.07078,0
0.029378,0.073503,0
0.035027,0.057169,0
0.050077,0.046279,0
0.066665,0.046279,0
0.077933,0.029946,0
0.069832,0.028131,0
0.058574,0.045372,0
0.07059,0.050817,0
0.07348,0.048094,0
0.059556,0.062613,0
0.045792,0.068966,0
0.028772,0.063521,0
0.020439,0.055354,0
0.017169,0.048094,0
0.027685,0.040835,0
0.039998,0.038113,0
0.095288,0.057169,0
0.10643,0.076225,0
0.092445,0.058984,0
0.097162,0.048094,0
0.089413,0.056261,1
0.092038,0.049909,1
0.084138,0.04265,1
0.080269,0.043557,1
0.12653,0.037205,1
0.12999,0.041742,1
0.092544,0.049909,1
0.094783,0.041742,1
0.097709,0.047187,1
0.10879,0.050817,1
0.11361,0.048094,1
0.11402,0.050817,1
0.10222,0.051724,1
0.077406,0.048094,1
0.080363,0.048094,1
0.090566,0.057169,1
0.084963,0.062613,1
0.074614,0.054446,1
0.073955,0.052632,1
0.079374,0.045372,1
0.097048,0.038113,1
0.10269,0.037205,1
0.094988,0.03902,1
0.093199,0.04265,1
0.083552,0.044465,1
0.069744,0.049002,1
0.069224,0.043557,1
0.070326,0.03902,1
0.06722,0.044465,1
0.073231,0.050817,1
0.072589,0.052632,1
0.068217,0.050817,1
