@relation featureMatrix

@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE class	{0,1}

@DATA
0.18716,0.016334,1
0.19243,0.016334,1
0.19495,0.014519,1
0.1937,0.014519,1
0.18941,0.014519,1
0.18264,0.014519,1
0.18523,0.014519,1
0.19404,0.014519,1
0.19404,0.014519,1
0.18874,0.014519,1
0.18272,0.014519,1
0.17859,0.013612,1
0.17427,0.013612,1
0.16967,0.014519,1
0.16439,0.013612,1
0.14871,0.012704,1
0.11815,0.03539,1
0.069671,0.064428,1
0.01632,0.079855,0
0.0081444,0.058076,0
0.011392,0.024501,0
0.010553,0.020871,0
0.017763,0.079855,0
0.019527,0.14519,0
0.013817,0.1343,0
0.015104,0.14428,0
0.01616,0.17241,0
0.015044,0.19964,0
0.012861,0.23866,0
0.013383,0.28221,0
0.015875,0.29764,0
0.018306,0.3049,0
0.017126,0.34392,0
0.013912,0.3539,0
0.012023,0.36116,0
0.0088911,0.35481,0
0.0050201,0.30672,0
0.0019672,0.23049,0
0,0.20508,0
1.3507e-05,0.23684,0
0.02187,0.16515,0
0.057231,0.055354,0
0.083509,0.030853,1
0.12593,0.030853,1
0.16786,0.03176,1
0.19516,0.033575,1
0.22195,0.027223,1
0.24172,0.019964,1
0.23504,0.017241,1
0.2147,0.016334,1
0.20102,0.014519,1
0.19146,0.014519,1
0.18984,0.016334,1
0.18837,0.015426,1
0.19829,0.015426,1
0.21055,0.016334,1
0.21307,0.016334,1
0.2196,0.017241,1
0.21838,0.017241,1
0.21214,0.017241,1
0.21756,0.017241,1
0.22005,0.016334,1
0.21922,0.015426,1
0.22377,0.015426,1
0.21986,0.016334,1
0.21013,0.015426,1
0.21169,0.014519,1
0.21691,0.015426,1
0.21071,0.015426,1
0.20412,0.015426,1
0.20367,0.014519,1
0.203,0.015426,1
0.20309,0.017241,1
0.20191,0.016334,1
0.20137,0.016334,1
0.19459,0.016334,1
0.18357,0.022686,1
0.17249,0.048094,1
0.163,0.04265,1
0.17378,0.037205,1
0.15292,0.099819,1
0.098058,0.14338,1
0.06818,0.1343,1
0.074852,0.094374,1
0.066433,0.075318,1
0.013896,0.11071,0
0.011112,0.082577,0
0.0099215,0.049909,0
0.0051614,0.093466,0
0.0022224,0.21506,0
0.010478,0.26316,0
0.019754,0.21325,0
0.017706,0.25136,0
0.0072356,0.28857,0
0.0056174,0.27405,0
0.0062694,0.26588,0
0.0098377,0.24682,0
0.010133,0.22958,0
0.0072382,0.23775,0
0.0071587,0.24773,0
0.0070966,0.25045,0
0.0062911,0.23775,0
0.0052993,0.23503,0
0.0037692,0.24864,0
0.0019488,0.25045,0
0.00074403,0.26134,0
0.00019236,0.26225,0
0.00025198,0.27405,0
0.0018773,0.32033,0
0.021865,0.27858,0
0.069247,0.12523,1
0.1305,0.029038,1
0.18629,0.029946,1
0.21129,0.029946,1
0.23392,0.022686,1
0.26113,0.017241,1
0.25539,0.018149,1
0.2442,0.019056,1
0.23816,0.016334,1
0.21732,0.017241,1
0.20451,0.017241,1
0.19604,0.014519,1
0.19048,0.014519,1
0.19489,0.018149,1
0.21066,0.019964,1
0.20148,0.018149,1
0.17557,0.016334,1
0.17168,0.014519,1
0.16664,0.016334,1
0.16905,0.017241,1
0.17428,0.028131,1
0.18081,0.026316,1
0.1858,0.015426,1
0.18295,0.016334,1
0.17613,0.013612,1
0.15723,0.024501,1
0.13096,0.049909,1
0.11712,0.07078,1
0.099005,0.075318,1
0.069882,0.065336,1
0.053267,0.066243,1
0.051619,0.064428,1
0.042493,0.038113,0
0.020958,0.029946,0
0.0095463,0.060799,0
0.0022615,0.092559,0
0.0010061,0.12069,0
0.0011753,0.22505,0
0.0033801,0.37024,0
0.009578,0.39383,0
0.012224,0.31942,0
0.015884,0.29764,0
0.015744,0.28766,0
0.0095131,0.28221,0
0.0071348,0.29401,0
0.0070352,0.31034,0
0.0071363,0.3167,0
0.0074076,0.28675,0
0.0083551,0.25499,0
0.0068659,0.27314,0
0.0040476,0.28312,0
0.0035411,0.28312,0
0.0026752,0.25045,0
0.0013477,0.21143,0
0.00034086,0.25045,0
0.00013262,0.26679,0
0.00026767,0.24047,0
0.012047,0.13158,0
0.011993,0.021779,0
0,0.051724,0
0,0.053539,0
0,0.049909,0
0,0.049909,0
0,0.044465,0
0.013635,0.033575,0
0.019807,0.030853,0
0.023236,0.032668,0
0.052034,0.033575,1
0.10174,0.029946,1
0.1191,0.028131,1
0.14142,0.030853,1
0.19797,0.027223,1
0.20678,0.026316,1
0.20561,0.026316,1
0.2147,0.029946,1
0.21881,0.029946,1
0.22434,0.024501,1
0.21578,0.025408,1
0.22523,0.022686,1
0.22928,0.022686,1
0.1837,0.026316,1
0.12007,0.030853,1
0.090541,0.026316,1
0.10152,0.022686,1
0.1061,0.023593,1
0.091624,0.027223,1
0.086317,0.027223,1
0.07055,0.029038,1
0.081616,0.029038,1
0.094487,0.025408,1
0.10484,0.027223,1
0.11527,0.023593,1
0.096665,0.026316,1
0.098792,0.028131,1
0.1098,0.024501,1
0.13714,0.027223,1
0.18448,0.028131,1
0.17659,0.03539,1
0.14827,0.04265,1
0.13615,0.036298,1
0.11001,0.032668,1
0.099676,0.039927,1
0.14203,0.040835,1
0.14452,0.034483,1
0.10557,0.03539,1
0.11713,0.036298,1
0.10646,0.039927,1
0.073152,0.03902,1
0.10373,0.027223,1
0.13132,0.022686,1
0.13848,0.030853,1
0.12476,0.043557,1
0.10532,0.03902,1
0.10801,0.028131,1
0.096197,0.03539,1
0.10314,0.056261,1
0.14003,0.077132,1
0.17087,0.089837,1
0.20191,0.082577,1
0.23262,0.077132,1
0.22245,0.091652,1
0.22449,0.10345,1
0.24911,0.10708,1
0.25846,0.099819,1
0.26947,0.093466,1
0.27854,0.098911,1
0.28709,0.098004,1
0.31372,0.087114,1
0.33031,0.091652,1
0.32881,0.082577,1
0.34396,0.068058,1
0.34961,0.065336,1
0.34776,0.059891,1
0.32433,0.066243,1
0.28362,0.08167,1
0.30523,0.086207,1
0.32361,0.087114,1
0.31524,0.090744,1
0.33101,0.094374,1
0.32088,0.095281,1
0.28272,0.098004,1
0.25123,0.10708,1
0.21836,0.11525,1
0.23337,0.11343,1
0.23512,0.11615,1
0.20684,0.11615,1
0.19964,0.10708,1
0.17894,0.10254,1
0.1715,0.1098,1
0.18066,0.10889,1
0.19479,0.097096,1
0.19866,0.10526,1
0.19719,0.10345,1
0.1846,0.078947,1
0.16754,0.072595,1
0.15566,0.079855,1
0.14409,0.082577,1
0.14644,0.08167,1
0.13805,0.089837,1
0.12829,0.10254,1
0.12877,0.098004,1
0.12735,0.089837,1
0.12303,0.080762,1
0.12296,0.059891,1
0.12826,0.041742,1
0.11542,0.036298,1
0.10256,0.03539,1
0.091571,0.03176,1
0.073801,0.025408,1
0.057979,0.033575,1
0.04127,0.04265,1
0.038441,0.039927,1
0.045257,0.036298,1
0.044753,0.038113,1
0.033729,0.044465,1
0.032011,0.064428,1
0.040366,0.065336,1
0.051512,0.058076,1
0.065192,0.068058,1
0.09166,0.051724,1
0.097308,0.040835,1
0.068223,0.057169,1
0.048685,0.062613,1
0.041985,0.073503,1
0.027801,0.090744,1
0.017589,0.080762,1
0.018428,0.07078,1
0.016077,0.058984,1
0.021208,0.048094,1
0.040336,0.058984,1
0.03838,0.061706,1
0.032225,0.053539,1
0.034093,0.052632,1
0.035847,0.063521,1
0.049868,0.055354,1
0.071611,0.037205,1
0.070992,0.030853,1
0.052329,0.038113,1
0.041542,0.044465,1
0.044473,0.039927,1
0.043602,0.050817,1
0.02152,0.051724,1
0.00026583,0.041742,1
0.0056278,0.039927,1
0.011725,0.040835,1
0,0.049909,1
0,0.053539,1
0.0040757,0.054446,0
0,0.068058,0
0,0.069873,0
0.012908,0.046279,0
0.017878,0.03539,0
0.0068649,0.03176,0
0,0.039927,0
0.0063683,0.044465,0
0.021947,0.029038,0
0.04271,0.020871,0
0.054204,0.019964,0
0.054788,0.022686,0
0.04531,0.028131,0
0.050807,0.024501,0
0.073414,0.016334,0
0.079187,0.018149,0
0.075502,0.022686,0
0.071901,0.024501,0
0.068751,0.022686,0
0.070641,0.019964,0
0.19561,0.029946,0
0.25883,0.045372,0
0.28791,0.039927,0
0.36784,0.029038,0
0.40939,0.030853,0
0.38459,0.03176,0
0.37624,0.029038,0
0.38634,0.027223,0
0.3391,0.029038,0
0.28909,0.027223,0
0.30766,0.021779,0
0.28823,0.023593,0
0.23743,0.041742,0
0.21961,0.048094,0
0.18531,0.034483,0
0.20046,0.022686,0
0.2105,0.018149,0
0.15866,0.023593,0
0.1295,0.026316,0
0.16199,0.029038,0
0.16507,0.026316,0
0.16749,0.057169,0
0.17585,0.084392,0
0.17302,0.059891,0
0.16834,0.039927,0
0.17593,0.032668,0
0.15775,0.038113,0
0.089844,0.058076,0
0.061672,0.067151,0
0.076555,0.040835,0
0.084341,0.026316,0
0.072856,0.036298,0
0.057008,0.033575,0
0.041544,0.036298,0
0.018153,0.051724,0
0.016014,0.049909,0
0.019241,0.037205,0
0.016659,0.027223,0
0.00985,0.032668,0
0.0042733,0.043557,0
0.0081212,0.040835,0
0.00054111,0.049909,0
0,0.055354,0
0.0041937,0.045372,0
0.0041112,0.03902,0
0.0022673,0.049909,0
0.0040635,0.058076,0
0.0057962,0.053539,0
0.0061607,0.055354,0
0.0014729,0.066243,0
0.001526,0.067151,0
0.011638,0.051724,0
0.013445,0.043557,0
0.01232,0.041742,0
0.0098033,0.058076,0
0.011826,0.057169,0
0.014121,0.043557,0
0.0072016,0.053539,0
0.0050066,0.059891,0
0.0090067,0.051724,0
0.018679,0.04265,0
0.024408,0.040835,0
0.024116,0.040835,0
0.028875,0.056261,0
0.038125,0.059891,0
0.045754,0.058076,0
0.051529,0.057169,0
0.052687,0.049909,0
0.045015,0.061706,0
0.046761,0.059891,1
0.057667,0.053539,1
0.073201,0.053539,1
0.1138,0.033575,1
0.15542,0.027223,1
0.16793,0.03176,1
0.15904,0.03539,1
0.13881,0.032668,1
0.12523,0.030853,1
0.13941,0.033575,1
0.15282,0.029946,1
0.14472,0.027223,1
0.14755,0.028131,1
0.15303,0.033575,1
0.1567,0.037205,1
0.17409,0.036298,1
0.16224,0.03176,1
0.145,0.04265,1
0.13616,0.058076,1
0.1382,0.047187,1
0.13742,0.038113,1
0.13005,0.043557,1
0.14747,0.03539,1
0.16739,0.029038,1
0.18139,0.029038,1
0.20877,0.026316,1
0.26001,0.026316,1
0.29273,0.027223,1
0.24032,0.03539,1
0.17196,0.043557,1
0.18464,0.032668,1
0.16429,0.023593,1
0.14955,0.030853,1
0.16049,0.037205,1
0.1501,0.040835,1
0.1531,0.036298,1
0.16497,0.034483,1
0.17274,0.039927,1
0.17783,0.039927,1
0.1699,0.027223,1
0.14782,0.024501,1
0.13714,0.032668,1
0.15691,0.029038,1
0.1814,0.036298,1
0.17345,0.051724,1
0.14738,0.055354,1
0.14424,0.060799,1
0.1379,0.057169,1
0.11455,0.07078,1
0.10771,0.071688,1
0.10716,0.049909,1
0.085342,0.054446,0
0.064601,0.052632,0
0.057644,0.062613,0
0.048208,0.071688,0
0.038882,0.068058,0
0.038725,0.069873,0
0.058776,0.049909,0
0.073242,0.032668,0
0.069006,0.047187,0
0.08038,0.073503,0
0.087348,0.10254,0
0.075552,0.1098,0
0.074729,0.10526,0
0.061,0.098911,0
0.043516,0.095281,0
0.0495,0.098004,0
0.059909,0.068058,0
0.053745,0.064428,0
0.033375,0.07441,0
0.023048,0.07804,0
0.021844,0.085299,0
0.024941,0.067151,0
0.015666,0.075318,0
0.0091805,0.073503,0
0.013088,0.058076,0
0.010514,0.065336,0
0.015745,0.061706,0
0.02832,0.050817,0
0.049936,0.04265,1
0.094598,0.039927,1
0.11266,0.03902,1
0.12744,0.039927,1
0.1628,0.032668,1
0.1677,0.022686,1
0.15139,0.021779,1
0.15019,0.024501,1
0.14751,0.026316,1
0.13528,0.034483,1
0.12335,0.04265,1
0.12117,0.038113,1
0.12287,0.036298,1
0.11271,0.037205,1
0.10863,0.03176,1
0.11812,0.034483,1
0.12492,0.043557,1
0.11533,0.041742,1
0.11103,0.03902,1
0.11869,0.033575,1
0.11262,0.032668,1
0.10985,0.034483,1
0.11219,0.039927,1
0.1082,0.050817,1
0.12051,0.052632,1
0.13897,0.046279,1
0.13693,0.04265,1
0.13397,0.055354,1
0.13565,0.058076,1
0.11988,0.050817,1
0.12021,0.049002,1
0.13576,0.058076,1
0.1468,0.058984,1
0.14526,0.055354,1
0.1413,0.058984,1
0.14916,0.063521,1
0.15278,0.068058,1
0.15641,0.060799,1
0.13697,0.060799,1
0.14491,0.055354,1
0.17287,0.047187,1
0.16495,0.044465,1
0.15745,0.044465,1
0.1554,0.054446,1
0.16158,0.052632,1
0.17151,0.077132,1
0.21122,0.097096,1
0.26398,0.090744,1
0.29753,0.084392,1
0.31737,0.075318,1
0.33536,0.080762,1
0.35616,0.095281,1
0.37927,0.10617,1
0.40292,0.094374,1
0.4224,0.085299,1
0.42903,0.10073,1
0.41126,0.11343,1
0.41333,0.12795,1
0.43485,0.13249,1
0.43805,0.13067,1
0.4279,0.1461,1
0.42769,0.14519,1
0.42633,0.12886,1
0.41737,0.12704,1
0.40968,0.12976,1
0.40612,0.12886,1
0.41565,0.12613,1
0.41702,0.12523,1
0.41253,0.12523,1
0.40597,0.12613,1
0.40231,0.13975,1
0.39963,0.16062,1
0.3946,0.16334,1
0.38711,0.15245,1
0.38253,0.14701,1
0.37991,0.13884,1
0.35311,0.13975,1
0.32152,0.16243,1
0.29899,0.15789,1
0.28378,0.13067,1
0.27768,0.12704,1
0.25742,0.12886,1
0.24609,0.12613,1
0.26055,0.11978,1
0.29029,0.15245,1
0.3157,0.19147,1
0.33894,0.18784,1
0.35196,0.17241,1
0.33447,0.15154,1
0.30202,0.13793,1
0.2747,0.10889,1
0.25235,0.069873,1
0.22122,0.063521,1
0.21971,0.058984,1
0.21781,0.047187,1
0.20474,0.041742,1
0.1949,0.03902,1
0.18397,0.036298,1
0.20053,0.037205,1
0.20054,0.037205,1
0.18837,0.037205,1
0.18292,0.047187,1
0.18362,0.053539,1
0.18652,0.044465,1
0.17096,0.041742,1
0.1526,0.041742,1
0.13435,0.03902,1
0.1185,0.039927,1
0.11098,0.04265,1
0.11159,0.043557,1
0.10679,0.047187,1
0.08928,0.047187,1
0.074271,0.048094,1
0.15902,0.055354,1
0.19138,0.059891,1
0.13166,0.066243,1
0.097034,0.068966,1
0.084224,0.069873,1
0.07682,0.07078,1
0.071284,0.08167,1
0.075594,0.091652,1
0.088685,0.086207,1
0.092984,0.085299,1
0.1047,0.080762,1
0.10446,0.067151,1
0.084922,0.053539,1
0.070572,0.049002,1
0.074741,0.050817,1
0.077898,0.047187,1
0.066676,0.057169,1
0.073227,0.062613,1
0.082885,0.054446,1
0.076198,0.051724,1
0.090596,0.049909,1
0.11063,0.045372,1
0.10559,0.041742,1
0.10348,0.04265,1
0.10241,0.051724,1
0.10249,0.054446,1
0.12145,0.039927,1
0.14083,0.03539,1
0.14469,0.04265,1
0.14619,0.044465,1
0.1502,0.046279,1
0.12026,0.054446,1
0.079409,0.061706,1
0.06419,0.068058,0
0.053976,0.060799,0
0.043505,0.059891,0
0.078963,0.062613,0
0.086597,0.061706,0
0.084189,0.08167,0
0.10604,0.095281,0
0.12624,0.096189,0
0.14493,0.095281,0
0.13041,0.091652,0
0.13876,0.089837,0
0.17864,0.079855,0
0.15974,0.07804,0
0.12188,0.092559,0
0.10927,0.098911,0
0.086947,0.087114,0
0.064964,0.086207,0
0.052273,0.083485,0
0.056867,0.071688,0
0.06966,0.067151,0
0.065113,0.072595,0
0.066157,0.088022,0
0.10556,0.093466,0
0.1105,0.084392,0
0.086704,0.077132,0
0.074623,0.082577,0
0.058262,0.079855,0
0.11101,0.087114,0
0.1418,0.086207,0
0.11799,0.066243,0
0.082089,0.072595,0
0.074466,0.071688,1
0.095449,0.07441,1
0.091798,0.084392,1
0.079435,0.08167,1
0.091908,0.07078,1
0.10299,0.056261,1
0.096576,0.046279,1
0.10483,0.040835,1
0.12919,0.039927,1
0.13091,0.040835,1
0.1246,0.03902,1
0.12145,0.032668,1
0.10314,0.03539,1
0.097032,0.037205,1
0.096668,0.038113,1
0.096143,0.036298,1
0.10977,0.030853,1
0.11267,0.036298,1
0.1044,0.040835,1
0.099933,0.033575,1
0.093451,0.029038,1
0.093792,0.030853,1
0.10385,0.029038,1
0.1134,0.026316,1
0.1084,0.026316,1
0.11088,0.025408,1
0.11389,0.027223,1
0.09786,0.039927,1
0.10304,0.043557,1
0.11194,0.051724,1
0.11483,0.058984,1
0.11798,0.052632,1
0.11089,0.056261,1
0.10633,0.057169,1
0.10161,0.049002,1
0.098343,0.038113,1
0.10122,0.046279,1
0.10717,0.044465,1
0.10596,0.043557,1
0.098661,0.057169,1
0.097185,0.054446,1
0.10689,0.053539,1
0.090833,0.068058,1
0.063492,0.076225,1
0.051173,0.069873,1
0.038132,0.064428,1
0.039906,0.077132,1
0.04031,0.073503,1
0.046306,0.051724,1
0.033965,0.068966,1
0.019023,0.078947,1
0.034105,0.073503,1
0.048398,0.088022,0
0.065543,0.097096,0
0.075148,0.11343,0
0.074525,0.12341,0
0.068352,0.10163,0
0.053364,0.094374,0
0.038727,0.094374,0
0.030263,0.10073,0
0.024755,0.10708,0
0.017935,0.088929,0
0.020289,0.082577,0
0.02338,0.085299,0
0.029147,0.091652,0
0.030918,0.085299,0
0.021905,0.079855,0
0.018529,0.077132,0
0.014442,0.072595,0
0.0057165,0.063521,0
0.065352,0.072595,0
0.098294,0.088022,1
0.092518,0.068966,1
0.096363,0.051724,1
0.097016,0.049909,1
0.1136,0.049002,1
0.1143,0.04265,1
0.11292,0.03176,1
0.10597,0.030853,1
0.11576,0.029946,1
0.1609,0.023593,1
0.16674,0.022686,1
0.12885,0.030853,1
0.11818,0.034483,1
0.12398,0.03176,1
0.11856,0.037205,1
0.12489,0.03902,1
0.13242,0.033575,1
0.14043,0.027223,1
0.13713,0.033575,1
0.12725,0.032668,1
0.10585,0.03902,1
0.12328,0.039927,1
0.13435,0.029946,1
0.12255,0.03539,1
0.12703,0.03176,1
0.14631,0.024501,1
0.161,0.025408,1
0.14534,0.027223,1
0.12526,0.027223,1
0.12063,0.029038,1
0.11254,0.025408,1
0.099122,0.027223,1
0.088205,0.033575,1
0.087311,0.03176,1
0.084176,0.027223,1
0.077408,0.023593,1
0.086531,0.021779,1
0.087478,0.022686,1
0.080904,0.028131,1
0.083958,0.027223,1
0.084365,0.022686,1
0.08533,0.020871,1
0.094602,0.025408,1
0.091922,0.027223,1
0.10384,0.025408,1
0.10067,0.026316,1
0.074744,0.03902,1
0.082273,0.037205,1
0.098995,0.023593,1
0.08397,0.03176,1
0.043255,0.043557,1
0.019176,0.045372,1
0.020786,0.03539,0
0.029373,0.036298,0
0.028688,0.03539,0
0.023996,0.03902,0
0.03387,0.047187,0
0.048777,0.038113,0
0.039148,0.03902,0
0.022102,0.043557,0
0.014536,0.053539,0
0.017298,0.044465,0
0.027536,0.027223,0
0.041656,0.038113,0
0.033647,0.057169,0
0.021219,0.061706,0
0.041035,0.046279,0
0.048998,0.034483,0
0.026593,0.046279,0
0.0016642,0.058984,0
0.0033837,0.04265,0
0,0.039927,0
0,0.054446,0
0.01655,0.049002,0
0.029693,0.034483,0
0.080805,0.027223,0
0.11379,0.021779,1
0.10136,0.026316,1
0.090666,0.03902,1
0.10053,0.041742,1
0.13328,0.033575,1
0.15506,0.030853,1
0.13605,0.037205,1
0.12353,0.043557,1
0.12796,0.03902,1
0.11514,0.053539,1
0.10627,0.063521,1
0.1083,0.044465,1
0.11795,0.029946,1
0.11116,0.030853,1
0.11268,0.029038,1
0.12549,0.033575,1
0.13374,0.03539,1
0.12444,0.029946,1
0.11729,0.026316,1
0.11971,0.021779,1
0.11712,0.029946,1
0.1286,0.029946,1
0.13651,0.032668,1
0.18519,0.033575,1
0.25484,0.025408,1
0.23671,0.025408,1
0.15148,0.029946,1
0.12463,0.027223,1
0.13228,0.026316,1
0.1364,0.023593,1
0.12784,0.021779,1
0.13998,0.029038,1
0.14547,0.030853,1
0.13278,0.032668,1
0.1308,0.03902,1
0.12438,0.051724,1
0.10915,0.067151,1
0.099998,0.058984,1
0.08519,0.085299,1
0.05094,0.11978,1
0.040642,0.10617,1
0.049422,0.07078,1
0.058413,0.03902,1
0.068181,0.032668,0
0.068551,0.026316,0
0.061774,0.032668,0
0.062407,0.030853,0
0.056134,0.030853,0
0.051919,0.036298,0
0.042939,0.043557,0
0.027236,0.060799,0
0.023149,0.050817,0
0.024808,0.033575,0
0.016972,0.049909,0
0.015092,0.062613,0
0.020811,0.054446,0
0.014899,0.056261,0
0.010545,0.064428,0
0.016564,0.059891,0
0.020406,0.049002,0
0.01142,0.048094,0
0.0079387,0.039927,0
0.010234,0.03902,0
0.019903,0.03902,0
0.057809,0.026316,0
0.058486,0.033575,0
0.055343,0.03539,0
0.079145,0.037205,0
0.077461,0.032668,1
0.10968,0.025408,1
0.13842,0.029946,1
0.13116,0.03176,1
0.14602,0.030853,1
0.16563,0.026316,1
0.16698,0.020871,1
0.15241,0.024501,1
0.12816,0.032668,1
0.14803,0.03539,1
0.16091,0.03539,1
0.15152,0.034483,1
0.15194,0.039927,1
0.17229,0.044465,1
0.20179,0.034483,1
0.18856,0.037205,1
0.17724,0.04265,1
0.20013,0.04265,1
0.20037,0.047187,1
0.16437,0.043557,1
0.19417,0.033575,1
0.1994,0.034483,1
0.15309,0.037205,1
0.15727,0.028131,1
0.16627,0.025408,1
0.1422,0.03902,1
0.099853,0.055354,1
0.090591,0.061706,1
0.10817,0.051724,1
0.13346,0.03902,1
0.13799,0.028131,1
0.11306,0.032668,1
0.078458,0.040835,0
0.061033,0.037205,0
0.03362,0.044465,0
0.015634,0.049909,0
0.01326,0.057169,0
0.017191,0.050817,0
0.03253,0.029946,0
0.035213,0.048094,0
0.033181,0.058076,0
0.03687,0.050817,0
0.025719,0.058076,0
0.021556,0.047187,0
0.026812,0.03539,0
0.016066,0.045372,0
0.0017664,0.054446,0
0.0017319,0.048094,0
0.0013628,0.043557,0
0,0.046279,0
0.0093008,0.040835,0
0.03785,0.03539,0
0.05576,0.034483,0
0.074593,0.032668,0
0.082852,0.029946,0
0.07441,0.029038,0
0.058695,0.032668,0
0.07805,0.028131,0
0.061844,0.0099819,0
0,0.2078,0
0,0.21597,0
0,0.24229,0
0,0.23321,0
0.00023228,0.22505,0
0.0013409,0.21053,0
0.016553,0.11706,0
0.037122,0.045372,0
0.06267,0.037205,1
0.092139,0.03176,1
0.11079,0.033575,1
0.12584,0.03539,1
0.13495,0.03902,1
0.13413,0.046279,1
0.14059,0.03539,1
0.14704,0.020871,1
0.14768,0.019056,1
0.14554,0.021779,1
0.14314,0.021779,1
0.14912,0.018149,1
0.15673,0.021779,1
0.15977,0.023593,1
0.15965,0.026316,1
0.15786,0.026316,1
0.15894,0.019964,1
0.16247,0.019056,1
0.16586,0.023593,1
0.17119,0.022686,1
0.17499,0.019056,1
0.17391,0.019056,1
0.16824,0.018149,1
0.17042,0.018149,1
0.17681,0.019056,1
0.17623,0.020871,1
0.17713,0.021779,1
0.18065,0.026316,1
0.18694,0.026316,1
0.18778,0.019964,1
0.18525,0.019056,1
0.18898,0.019056,1
0.19792,0.018149,1
0.19978,0.021779,1
0.19371,0.024501,1
0.19256,0.020871,1
0.19528,0.018149,1
0.19463,0.018149,1
0.19711,0.018149,1
0.20347,0.018149,1
0.20124,0.020871,1
0.20378,0.026316,1
0.20015,0.029946,1
0.19777,0.030853,1
0.19504,0.029946,1
0.18376,0.029946,1
0.18928,0.03176,1
0.19402,0.03539,1
0.21431,0.047187,1
0.24968,0.073503,1
0.27637,0.099819,1
0.30347,0.096189,1
0.3412,0.095281,1
0.34614,0.092559,1
0.34888,0.090744,1
0.36556,0.10526,1
0.37147,0.099819,1
0.38253,0.097096,1
0.38924,0.11343,1
0.38658,0.11887,1
0.39077,0.11252,1
0.39932,0.11071,1
0.38612,0.097096,1
0.36737,0.088929,1
0.33936,0.093466,1
0.33589,0.10436,1
0.34435,0.10799,1
0.34361,0.10254,1
0.37518,0.1098,1
0.4012,0.11797,1
0.39686,0.11525,1
0.3944,0.11887,1
0.38729,0.1225,1
0.3609,0.11978,1
0.34181,0.11434,1
0.32562,0.11252,1
0.34324,0.12069,1
0.35062,0.12432,1
0.33128,0.12432,1
0.3173,0.11252,1
0.29348,0.11162,1
0.2897,0.11887,1
0.29374,0.11525,1
0.29272,0.11525,1
0.29624,0.12069,1
0.28757,0.1098,1
0.25179,0.092559,1
0.24207,0.098004,1
0.25561,0.10436,1
0.24589,0.10345,1
0.22884,0.11162,1
0.22742,0.11615,1
0.22138,0.11434,1
0.2173,0.1098,1
0.21759,0.11162,1
0.21442,0.095281,1
0.21508,0.067151,1
0.19779,0.058076,1
0.17624,0.049909,1
0.14441,0.044465,1
0.10251,0.046279,1
0.073688,0.054446,1
0.065128,0.052632,1
0.067003,0.046279,1
0.079267,0.045372,1
0.08821,0.04265,1
0.086047,0.045372,1
0.088421,0.055354,1
0.1019,0.069873,1
0.10725,0.068058,1
0.10666,0.056261,1
0.13154,0.048094,1
0.14568,0.039927,1
0.13621,0.038113,1
0.12419,0.045372,1
0.1164,0.053539,1
0.10364,0.077132,1
0.085038,0.10436,1
0.072549,0.10073,1
0.063088,0.098004,1
0.054836,0.090744,1
0.049591,0.077132,1
0.055557,0.093466,1
0.059073,0.098004,1
0.061342,0.078947,1
0.062668,0.085299,1
0.061966,0.099819,1
0.067382,0.098911,1
0.079718,0.085299,1
0.084379,0.067151,1
0.087105,0.047187,1
0.093273,0.034483,1
0.091005,0.036298,1
0.0792,0.03176,1
0.064422,0.027223,1
0.057946,0.026316,1
0.057405,0.029038,1
0.046484,0.043557,1
0.029395,0.041742,1
0.019298,0.041742,1
0.013197,0.07441,0
0.0086734,0.096189,0
0.003534,0.11978,0
0.0011708,0.14338,0
0.00076854,0.15245,0
0.0002043,0.17332,0
5.3295e-05,0.19964,0
0,0.23775,0
0,0.2804,0
0.0001002,0.24682,0
9.699e-05,0.24047,0
0,0.27949,0
0.00014282,0.25136,0
0.00027335,0.2323,0
0.00017475,0.23503,0
3.9172e-05,0.21416,0
0.0099843,0.13521,0
0.020402,0.076225,0
0.024329,0.059891,0
0.017097,0.083485,0
0.0039841,0.17604,0
0.0055706,0.17241,0
0.011544,0.088929,0
0.013023,0.062613,0
0.010658,0.068058,0
0.0086485,0.090744,0
0.006124,0.13249,0
0.0025813,0.19964,0
0.00042137,0.22051,0
0.0017008,0.20599,0
0.0018839,0.20417,0
0.00073558,0.22142,0
0.0018312,0.24047,0
0.0096476,0.15608,0
0.017525,0.077132,0
0.024381,0.064428,0
0.032085,0.044465,0
0.041778,0.03539,0
0.042069,0.03539,0
0.030171,0.048094,0
0.020141,0.067151,0
0.015162,0.07804,0
0.014153,0.078947,0
0.017313,0.07078,0
0.014874,0.066243,0
0.0090268,0.082577,0
0.005456,0.13612,0
0.0047807,0.1588,0
0.012344,0.10163,0
0.020342,0.056261,0
0.039623,0.038113,0
0.069701,0.026316,0
0.067229,0.021779,0
0.031122,0.03539,0
0.0040672,0.091652,0
0.0017082,0.10254,0
0.0021439,0.082577,0
0.0046172,0.098004,0
0.01138,0.11978,0
0.010968,0.14428,0
0.0043159,0.1588,0
0.0044395,0.16062,0
0.0049603,0.16062,0
0.0051797,0.16243,0
0.0053504,0.17786,0
0.0059214,0.17967,0
0.0075351,0.16152,0
0.0078134,0.15426,0
0.0067723,0.16425,0
0.0062313,0.17332,0
0.0054515,0.16425,0
0.0043161,0.16152,0
