@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.039443,34.248,21.533,0.020871,-5.0082,0.00272,0,0,0.12005,27,0
0.043698,-8.6172,64.6,0.0054446,-5.1926,0.0038036,0,0,0.039245,18,0
0.047673,30.206,43.066,0.0063521,-4.9743,0.0030169,0,0,0.078548,20,0
0.056506,188.88,43.066,0.016334,-4.3736,0.0019279,0,0,0.00025791,2,0
0.057436,98.878,21.533,0.012704,-4.6766,0.0023107,0,0,0.01268,22,0
0.054588,4.8317,64.6,0.0027223,-5.0471,0.0027707,0,0,6.5524e-05,3,0
0.04638,10.359,43.066,0.048094,-5.1689,0.0048121,0,0,0.0043164,9,0
0.0473,74.127,21.533,0.054446,-5.0015,0.0090043,0,0,0.0063274,11,0
0.050585,-13.442,64.6,0.024501,-5.3449,0.0051618,0,0,0.019514,20,0
0.041615,-95.713,43.066,0.046279,-5.7288,0.0045853,0,0,0.018295,50,0
0.041724,56.744,43.066,0.071688,-5.3519,0.0085566,0,0,0.0092375,45,0
0.047785,-9.3591,21.533,0.082577,-5.6438,0.014818,2,2,0.064472,78,0
0.059298,7.8359,64.6,0.053539,-5.6939,0.01048,1,7,0.010119,48,0
0.05887,-5.1082,64.6,0.019056,-5.7021,0.017908,1,2,0.056292,62,0
0.052453,52.067,21.533,0.032668,-5.4274,0.0076286,0,0,0.11901,60,0
0.051507,42.479,21.533,0.043557,-5.4374,0.0080646,0,0,0.0047363,35,0
0.052584,-62.405,43.066,0.019056,-5.7931,0.013927,1,26,0.0027364,43,0
0.057325,13.781,64.6,0.0063521,-5.5273,0.0067153,0,0,0.0011822,30,0
0.048732,22.273,21.533,0.039927,-5.4945,0.011045,2,6,0.048231,83,0
0.044256,7.9776,21.533,0.044465,-5.5417,0.0071179,0,0,0.011705,79,0
0.06736,55.775,64.6,0.011797,-5.4161,0.0094602,0,0,0.0015574,10,0
0.074903,53.933,64.6,0.0063521,-5.371,0.011068,1,27,0.00055253,13,0
0.053766,94.44,21.533,0.069873,-5.4666,0.0094327,0,0,0.014331,41,0
0.039455,-150.81,43.066,0.10799,-6.205,0.015433,2,6,0.051283,125,0
0.052914,-37.647,64.6,0.060799,-6.0415,0.015347,1,6,0.037206,103,0
0.052289,-29.96,64.6,0.049002,-6.0092,0.01049,2,20,0.011965,85,0
0.040497,-58.528,21.533,0.068058,-6.0308,0.014001,2,6,0.095169,115,0
0.04612,52.436,21.533,0.083485,-5.8507,0.015619,2,17,0.11073,93,0
0.066118,13.378,64.6,0.053539,-5.897,0.010729,1,26,0.023969,58,0
0.064832,117.65,43.066,0.020871,-5.6254,0.0078523,0,0,0.011012,40,0
0.047932,71.922,21.533,0.039927,-5.6214,0.0073276,0,0,0.14619,59,0
0.059048,71.955,43.066,0.030853,-5.5612,0.0064837,0,0,0.028318,30,0
0.066518,42.353,64.6,0.0045372,-5.5104,0.0093048,0,0,0.0066273,14,0
0.054399,12.425,43.066,0.017241,-5.4627,0.0072163,0,0,0.0012901,17,0
0.040371,32.253,21.533,0.038113,-5.306,0.003033,0,0,0.038836,27,0
0.041598,-25.126,21.533,0.028131,-5.4548,0.0039593,0,0,0.048071,17,0
0.044772,-43.41,64.6,0.024501,-5.4804,0.0032677,0,0,0.0093545,12,0
0.047046,40.338,21.533,0.023593,-5.138,0.0025401,0,0,0.011322,11,0
0.057023,167.46,43.066,0.0072595,-4.6429,0.0033184,0,0,0.02653,10,0
0.058871,124.43,43.066,0.0099819,-4.8135,0.002818,0,0,0.11099,6,0
0.048255,53.417,21.533,0.0099819,-4.947,0.0028772,0,0,0.059073,31,0
0.045523,-36.683,86.133,0.012704,-5.2443,0.0031322,0,0,0.0013099,12,0
0.040524,103.67,21.533,0.026316,-4.7794,0.0012217,0,0,0.22328,6,0
0.034791,-22.214,107.67,0.026316,-5.1323,0.0029893,0,0,0.28837,14,0
0.051284,19.593,64.6,0.018149,-4.9149,0.0015369,0,0,0.00050087,6,0
0.052866,156.8,21.533,0.010889,-4.4142,0.0011149,0,0,0.0036695,7,0
0.053,190.91,43.066,0.010889,-4.4113,0.002964,0,0,0.092465,7,0
0.049655,-13.158,172.27,0.022686,-5.119,0.0027953,0,0,0.22982,4,0
0.035614,-10.977,64.6,0.026316,-5.0965,0.0023796,0,0,0.082165,17,0
0.046123,186.19,21.533,0.029946,-4.2938,0.0025628,0,0,0.0109,5,0
0.046165,-27.463,64.6,0.045372,-5.0952,0.00287,0,0,0.075884,2,0
0.046255,-42.188,64.6,0.029946,-5.1727,0.0021728,0,0,0.0061813,4,0
0.047145,176.38,21.533,0.016334,-4.3625,0.0010613,0,0,0.026811,15,0
0.036304,-77.896,43.066,0.021779,-5.4287,0.0023058,0,0,0.26855,14,0
0.070836,330.06,21.533,0.008167,-4.0651,0.0018587,0,0,4.6092e-06,1,0
0.071073,125.87,64.6,0.017241,-4.5142,0.0021152,0,0,0.014092,17,0
0.038372,135.16,21.533,0.039927,-4.4961,0.0029397,0,0,0.78531,23,0
0.044664,13.55,64.6,0.025408,-4.8893,0.0020542,0,0,0.039547,12,0
0.053811,62.178,64.6,0.0027223,-4.7201,0.0022459,0,0,4.1422e-05,2,0
0.045357,75.467,43.066,0.026316,-4.6939,0.002795,0,0,0.00035151,7,0
0.04137,4.6485,43.066,0.030853,-4.9555,0.0016433,0,0,0.2702,4,0
0.063726,274.45,21.533,0.012704,-4.1548,0.0033363,0,0,5.6718e-05,3,0
0.064381,18.95,64.6,0.020871,-4.8305,0.0018519,0,0,0.00011055,4,0
0.051106,97.194,64.6,0.013612,-4.6499,0.0025744,0,0,0.0004932,10,0
0.045225,93.114,21.533,0.014519,-4.5094,0.0024575,0,0,0.21052,13,0
0.041914,18.41,64.6,0.024501,-4.8527,0.0017396,0,0,7.8717e-05,4,0
0.050852,-25.21,64.6,0.016334,-5.0804,0.0016911,0,0,5.1956e-05,1,0
0.048321,97.1,64.6,0.026316,-4.5315,0.0016594,0,0,0.0052372,6,0
0.032309,32.13,21.533,0.032668,-4.8404,0.0021549,0,0,0.18697,33,0
0.042947,73.089,43.066,0.020871,-4.6035,0.0022117,0,0,6.3035e-05,2,0
0.06071,71.524,64.6,0.011797,-4.7175,0.0014747,0,0,5.4723e-06,1,0
0.057172,148.17,43.066,0.018149,-4.4604,0.0023893,0,0,0.017888,2,0
0.0368,89.013,21.533,0.054446,-4.7106,0.0017626,0,0,0.18067,23,0
0.042579,38.439,64.6,0.03902,-4.7776,0.0024482,0,0,0.00051558,18,0
0.054494,26.087,64.6,0.0036298,-4.8363,0.0011869,0,0,0.04537,4,0
0.046944,173.99,21.533,0.012704,-4.4199,0.0018155,0,0,0.080291,6,0
0.042611,56.838,21.533,0.015426,-4.6052,0.0022955,0,0,0.00023741,2,0
0.058001,60.172,64.6,0.0063521,-4.6256,0.0026849,0,0,0.00019369,8,0
0.05953,107.77,64.6,0.0027223,-4.5739,0.0013151,0,0,0.0078964,17,0
0.049526,147.65,21.533,0.0072595,-4.3269,0.0032244,0,0,0.065778,8,0
0.051102,82.851,64.6,0.011797,-4.6335,0.0032383,0,0,0.035419,2,0
0.050657,23.071,43.066,0.0099819,-4.8997,0.0022934,0,0,0.13631,4,0
0.052404,124.31,64.6,0.0027223,-4.5018,0.0015841,0,0,8.9747e-05,3,0
0.049297,61.742,64.6,0.013612,-4.7614,0.0023977,0,0,0.009222,5,0
0.034629,70.105,21.533,0.03176,-4.759,0.003919,0,0,0.024249,8,0
0.041118,18.001,43.066,0.019056,-4.9284,0.0022981,0,0,0.00057301,9,0
0.048246,-0.92123,43.066,0.0063521,-5.0325,0.0021975,0,0,0.016506,19,0
0.058173,287.39,21.533,0.0090744,-4.1701,0.0017056,0,0,0,1,0
0.068284,181.1,43.066,0.0027223,-4.3055,0.0018997,0,0,0.0022176,8,0
0.055573,22.137,64.6,0.0036298,-4.808,0.0045234,0,0,1.1015e-05,1,0
0.033994,-30.991,21.533,0.0054446,-5.1235,0.0028975,0,0,0.36137,14,0
0.042005,71.845,43.066,0.0045372,-4.632,0.0022994,0,0,0.00019943,2,0
0.055304,107.09,64.6,0.011797,-4.5664,0.0023475,0,0,0,1,0
0.053834,-0.7829,64.6,0.014519,-4.9722,0.0023194,0,0,0.0093895,6,0
0.049373,46.546,21.533,0.0054446,-4.7357,0.0031458,0,0,0.00847,18,0
0.061593,265.92,21.533,0.0054446,-4.0494,0.0013712,0,0,0.00027968,8,0
0.06607,83.28,64.6,0.0045372,-4.6075,0.0033461,0,0,0.000481,3,0
0.055194,10.263,43.066,0.0063521,-4.9171,0.0026565,0,0,0.0040516,3,0
0.038883,111.32,43.066,0.021779,-4.5085,0.0028207,0,0,0.07462,11,0
0.031826,-9.5158,21.533,0.023593,-5.0113,0.002494,0,0,0.25498,33,0
0.045758,63.775,64.6,0.008167,-4.7215,0.0018344,0,0,0.023909,13,0
0.054307,9.6904,64.6,0.0045372,-4.8768,0.0030463,0,0,0.0011729,4,0
0.047678,105.24,43.066,0.019056,-4.4775,0.0016219,0,0,0.0067146,8,0
0.04007,37.521,21.533,0.017241,-4.7604,0.0019479,0,0,0.15323,31,0
0.05388,71.971,64.6,0.0027223,-4.6862,0.0018689,0,0,0.00030669,6,0
0.058807,88.061,43.066,0.00090744,-4.6119,0.0019508,0,0,0,1,0
0.053584,222.62,21.533,0.0018149,-4.071,0.0017564,0,0,0.020509,4,0
0.047005,70.15,43.066,0.00090744,-4.6608,0.0015564,0,0,0.031617,18,0
0.054613,46.102,64.6,0.00090744,-4.7918,0.0028242,0,0,0.00053163,7,0
0.062616,121.41,64.6,0.0018149,-4.4418,0.0022473,0,0,0.0017539,7,0
0.049779,160.13,21.533,0.022686,-4.3308,0.0021473,0,0,0.0017874,13,0
0.037401,6.1794,43.066,0.03539,-4.958,0.0034847,0,0,0.05993,13,0
0.04243,-64.054,64.6,0.021779,-5.469,0.0034962,0,0,0.034697,12,0
0.045381,9.3513,43.066,0.027223,-5.1513,0.0050816,0,0,0.037088,7,0
0.038242,88.886,21.533,0.034483,-4.7782,0.0026288,0,0,0.043043,11,0
0.040314,-66.669,43.066,0.020871,-5.3592,0.0033081,0,0,0.027226,17,0
0.061696,133.08,64.6,0.0063521,-4.5991,0.0024578,0,0,7.4261e-05,1,0
0.065648,182.57,64.6,0.0018149,-4.2813,0.0019549,0,0,1.3028e-05,3,0
0.053678,209.11,21.533,0.011797,-4.314,0.0027077,0,0,0.00066682,7,0
0.054032,73.051,43.066,0.012704,-4.6826,0.0023726,0,0,0.014106,11,0
0.057979,38.622,43.066,0.0045372,-5.0772,0.0056757,0,0,0.046195,11,0
0.052421,115.41,21.533,0.0090744,-4.7286,0.0034328,0,0,0.00062134,6,0
0.040989,58.842,43.066,0.018149,-4.8365,0.003107,0,0,0.031763,10,0
0.040679,-53.245,64.6,0.041742,-5.3179,0.0032822,0,0,2.9114e-05,3,0
0.050199,9.0297,43.066,0.03176,-5.1133,0.0023499,0,0,0.026404,13,0
0.05958,198.11,21.533,0.010889,-4.5563,0.0025981,0,0,0.05065,12,0
0.063231,255.81,21.533,0.014519,-4.3494,0.0021168,0,0,2.7064e-05,1,0
0.057551,-0.2571,64.6,0.017241,-5.1484,0.0026353,0,0,0.04696,6,0
0.044026,74.801,43.066,0.024501,-4.8794,0.0053296,0,0,0.053009,28,0
0.043363,111.08,21.533,0.029946,-4.7486,0.0048039,0,0,0.00044307,7,0
0.051226,72.126,43.066,0.018149,-4.7416,0.0015998,0,0,0.00021186,6,0
0.049443,-17.791,64.6,0.00090744,-5.1436,0.0025989,0,0,1.5197e-05,1,0
0.042028,5.209,43.066,0.0045372,-5.095,0.002385,0,0,0.0052089,35,0
0.041086,82.109,21.533,0.019964,-4.9658,0.0039272,0,0,0.17239,15,0
0.056654,43.315,64.6,0.029946,-5.2146,0.01051,1,18,0.0014731,4,0
0.054223,29.651,64.6,0.028131,-5.4104,0.02389,1,19,0.024918,18,0
0.043556,-48.212,21.533,0.021779,-5.6312,0.025481,1,17,0.17447,36,0
0.060264,228.27,43.066,0.022686,-5.0454,0.026687,1,18,0.0055048,13,0
0.064501,72.227,64.6,0.022686,-5.4154,0.022893,1,19,0.0037021,22,0
0.051501,-72.143,64.6,0.025408,-5.779,0.020112,1,19,0.013467,32,1
0.047539,16.804,21.533,0.044465,-5.5284,0.022992,1,18,0.16801,34,1
0.062159,179.67,21.533,0.032668,-5.2205,0.019676,1,16,0.026184,18,1
0.068483,175.73,64.6,0.017241,-5.1557,0.018157,1,15,0.013027,14,1
0.06108,3.9601,64.6,0.011797,-5.3961,0.015302,1,15,0.0087549,8,1
0.043699,76.525,21.533,0.036298,-5.1921,0.014815,1,19,0.04478,28,1
0.046728,61.899,21.533,0.044465,-5.0574,0.0076548,0,0,0.090799,17,1
0.058803,65.55,64.6,0.011797,-4.9321,0.0027757,0,0,0.00030926,6,1
0.052612,26.591,64.6,0.011797,-4.9664,0.0035408,0,0,0.0014686,10,1
0.045105,100.66,21.533,0.022686,-4.7526,0.0023123,0,0,0.050729,24,1
0.049354,38.984,21.533,0.024501,-4.8537,0.0031472,0,0,0.19052,4,1
0.063531,129.71,64.6,0.015426,-4.6192,0.0017564,0,0,0.024661,1,1
0.059874,109.1,64.6,0.012704,-4.6682,0.0020275,0,0,0,1,1
0.042548,55.385,21.533,0.028131,-4.8526,0.0039446,0,0,0.10326,26,1
0.039413,-43.553,43.066,0.021779,-5.3099,0.0046811,0,0,0.041348,25,1
0.054678,-31.143,64.6,0.011797,-5.4279,0.023177,1,19,0.010783,18,1
0.05736,138.59,64.6,0.015426,-5.2961,0.038499,2,10,0.007229,24,1
0.04616,30.353,21.533,0.044465,-5.6092,0.038867,2,10,0.16129,94,1
0.049304,25.359,64.6,0.053539,-5.6129,0.030905,4,3,0.049063,87,1
0.052997,-33.123,64.6,0.043557,-5.7953,0.029188,5,3,0.020466,111,1
0.048877,31.195,43.066,0.083485,-5.8458,0.041147,4,3,0.074536,133,1
0.051597,143.56,21.533,0.073503,-5.6987,0.045038,3,4,0.057937,114,1
0.050621,-41.6,43.066,0.030853,-5.6945,0.037985,1,18,0.022437,56,1
0.052169,23.979,64.6,0.015426,-5.4216,0.027729,1,19,0.012722,29,1
0.059858,208.02,21.533,0.008167,-4.7756,0.018072,1,18,0.053339,6,1
0.06194,174.11,21.533,0.0063521,-4.5644,0.013605,1,19,0.015121,13,1
0.050609,10.149,64.6,0.0090744,-5.0331,0.0016968,0,0,0.1287,10,1
0.037032,-4.8173,21.533,0.012704,-5.042,0.0033937,0,0,0.16509,23,1
0.04257,103.58,43.066,0.015426,-4.6191,0.0020278,0,0,1.3039e-05,1,1
0.042091,36.359,43.066,0.0099819,-4.8521,0.0024888,0,0,0.01372,5,1
0.047511,-55.061,64.6,0.014519,-5.3224,0.0032065,0,0,0.017907,17,1
0.10025,498.17,43.066,0.026316,-4.692,0.0044266,0,0,0.55466,13,1
0.14024,1643.4,667.53,0.029038,-4.7901,0.021913,1,15,0.46112,12,1
0.14892,1285.4,732.13,0.033575,-4.8217,0.029208,2,10,0.94542,14,1
0.14148,1065.7,732.13,0.036298,-5.1302,0.030541,3,10,0.80538,14,1
0.18036,1580.3,581.4,0.032668,-4.9959,0.041499,2,10,0.92056,13,1
0.23764,2607,646,0.028131,-4.5849,0.043202,1,18,1.1579,16,1
0.22674,2104,710.6,0.030853,-4.7212,0.046531,1,17,1.0131,11,1
0.19668,1829.7,387.6,0.03176,-4.8257,0.043479,2,11,1.0822,15,1
0.19779,1949.1,409.13,0.037205,-4.6813,0.038931,2,11,1.1974,14,1
0.21897,2108.2,409.13,0.039927,-4.5455,0.036293,1,16,1.3017,24,1
0.24405,2272.2,430.66,0.032668,-4.4257,0.019099,1,15,1.3384,36,1
0.23978,2241,430.66,0.038113,-4.4015,0.029813,1,16,1.3689,36,1
0.23044,2178.9,409.13,0.047187,-4.3048,0.027182,1,15,1.3964,36,1
0.21274,2037.4,409.13,0.03902,-4.4648,0.038494,1,15,1.2888,26,1
0.19223,1685.9,409.13,0.037205,-4.5322,0.032356,1,15,1.2164,22,1
0.18009,1647.3,409.13,0.038113,-4.591,0.036289,1,16,1.1704,10,1
0.16071,1398.7,387.6,0.03539,-4.6729,0.028847,1,14,1.1976,16,1
0.15996,1421.1,387.6,0.036298,-4.6692,0.027924,1,14,1.1058,19,1
0.16457,1349.2,366.06,0.033575,-4.7376,0.039451,1,14,1.0442,17,1
0.15497,1394.4,366.06,0.037205,-4.728,0.041305,1,14,1.2056,13,1
0.15052,1214.3,689.06,0.036298,-4.7433,0.034936,1,14,1.2658,12,1
0.16638,1451,667.53,0.029946,-4.5951,0.031693,1,15,1.2448,11,1
0.17341,1478.1,624.46,0.028131,-4.6285,0.030822,1,14,1.2369,11,1
0.18408,1389.8,602.93,0.027223,-4.5622,0.024669,1,14,1.463,11,1
0.19984,1685.9,602.93,0.026316,-4.3793,0.024291,1,14,1.5197,11,1
0.19712,1603.8,559.86,0.024501,-4.6508,0.034623,1,14,1.286,10,1
0.16741,1333.1,538.33,0.03176,-4.8167,0.039356,1,14,1.1037,10,1
0.12337,1013.2,495.26,0.030853,-5.0188,0.034984,1,14,0.89745,12,1
0.11754,1054.7,473.73,0.025408,-4.8487,0.030812,1,14,1.078,9,1
0.11713,755.69,452.2,0.029946,-5.0732,0.031697,1,14,0.90527,16,1
0.10693,752.37,430.66,0.027223,-4.8817,0.019812,1,14,1.0926,16,1
0.10509,853.06,21.533,0.027223,-4.8335,0.018795,1,14,1.0427,16,1
0.10393,678.98,430.66,0.03539,-4.8649,0.015338,1,13,1.0343,16,1
0.12517,872.78,452.2,0.029038,-4.9443,0.021551,1,14,0.85617,14,1
0.1344,1422.5,430.66,0.029946,-5.0151,0.029591,1,14,0.81029,15,1
0.11933,1051.5,624.46,0.041742,-5.081,0.017795,1,14,0.94231,22,1
0.12488,1002.7,21.533,0.038113,-4.9111,0.022365,1,14,0.98202,19,1
0.12724,980.02,430.66,0.033575,-4.948,0.022074,1,14,0.96707,13,1
0.11518,929.47,452.2,0.029038,-4.9292,0.025914,1,14,0.91441,15,1
0.10951,800.77,452.2,0.026316,-4.8831,0.015317,1,14,1.1402,18,1
0.11176,799.12,452.2,0.034483,-4.8199,0.016283,1,14,1.1616,17,1
0.10944,827.37,452.2,0.029946,-4.9063,0.017573,1,14,1.15,20,1
0.11406,763.38,452.2,0.024501,-4.8835,0.019076,1,14,1.1057,15,1
0.12166,1002,473.73,0.043557,-4.8149,0.021154,1,17,1.0974,19,1
0.11922,897.54,473.73,0.040835,-4.8128,0.016315,1,15,1.0057,21,1
0.11685,769.03,473.73,0.032668,-4.891,0.020507,1,14,1.1241,21,1
0.11635,877.32,473.73,0.033575,-4.8185,0.016306,1,14,1.2745,16,1
0.12188,961.92,495.26,0.024501,-4.7831,0.016599,1,18,1.1874,12,1
0.11941,873,495.26,0.030853,-4.8513,0.018557,1,19,1.2024,12,1
0.11319,812.29,495.26,0.03176,-4.9546,0.036958,1,19,1.2203,10,1
0.11157,694.65,495.26,0.029946,-4.932,0.027499,1,19,1.1365,10,1
0.12601,1083.1,495.26,0.036298,-5.0836,0.052779,1,19,0.79046,16,1
0.14926,1640.5,581.4,0.045372,-4.9691,0.028358,1,15,0.478,31,1
0.25212,2222.4,409.13,0.040835,-5.1661,0.045459,2,19,0.57707,21,1
0.40348,4867.1,495.26,0.025408,-4.9297,0.053172,1,14,1.296,9,1
0.50576,4349.8,495.26,0.021779,-4.6424,0.043699,2,6,1.5753,9,1
0.51735,4259.6,495.26,0.020871,-4.736,0.054541,4,3,1.5674,9,1
0.50722,4058.1,473.73,0.024501,-4.7955,0.042326,3,14,1.4826,9,1
0.54114,4896.2,516.8,0.032668,-4.7523,0.032591,3,6,1.3808,9,1
0.60907,6169.2,538.33,0.029946,-4.963,0.038957,4,6,1.5593,10,1
0.69441,8302.2,538.33,0.023593,-4.9244,0.028445,1,21,1.5744,10,1
0.71914,7667.4,538.33,0.023593,-4.6233,0.025236,1,19,1.5952,10,1
0.69002,7125.6,538.33,0.022686,-4.6934,0.037311,2,14,1.5578,10,1
0.65814,6446.4,516.8,0.023593,-4.2739,0.023778,2,22,1.5772,10,1
0.61495,5603.6,516.8,0.022686,-4.2151,0.016267,3,6,1.5748,9,1
0.56241,5010.8,516.8,0.021779,-4.2214,0.026665,3,6,1.6037,9,1
0.51502,4378.1,495.26,0.020871,-4.5114,0.02925,4,6,1.514,9,1
0.47029,4046.5,473.73,0.020871,-4.4462,0.041326,4,6,1.5116,9,1
0.44012,3848,473.73,0.020871,-4.314,0.025512,6,6,1.5716,9,1
0.40778,3483.2,473.73,0.019964,-4.4774,0.049195,7,6,1.5069,8,1
0.34316,2971.5,452.2,0.019964,-4.4962,0.057003,6,6,1.4673,8,1
0.31602,2797.6,452.2,0.019056,-4.5066,0.043746,2,15,1.4091,8,1
0.30611,3007.7,452.2,0.019964,-4.4997,0.056783,3,14,1.3927,8,1
0.27315,2661.3,430.66,0.029038,-4.59,0.055497,2,15,1.328,8,1
0.27196,2519.5,430.66,0.034483,-4.5143,0.047574,5,6,1.3644,12,1
0.29077,2679.4,430.66,0.027223,-4.4686,0.046254,2,15,1.4296,11,1
0.30045,2888.2,430.66,0.026316,-4.411,0.037415,2,15,1.4511,9,1
0.30906,2994.8,430.66,0.029946,-4.4022,0.045542,2,15,1.4429,8,1
0.31209,2822.9,430.66,0.023593,-4.4127,0.057598,2,15,1.4449,8,1
0.30598,2782.8,430.66,0.025408,-4.4401,0.050995,2,15,1.4446,10,1
0.29079,2964.1,430.66,0.034483,-4.5365,0.048668,3,6,1.4181,25,1
0.27226,2664.4,430.66,0.032668,-4.4774,0.04832,3,6,1.3757,34,1
0.25858,2443.4,430.66,0.038113,-4.3923,0.048578,1,15,1.3705,36,1
0.24556,2376,409.13,0.047187,-4.4649,0.051444,3,15,1.368,36,1
0.24477,2319.4,409.13,0.045372,-4.4467,0.047647,2,15,1.3577,36,0
0.25055,2512.9,430.66,0.045372,-4.3494,0.054592,1,15,1.4004,37,0
0.2557,2349.1,430.66,0.034483,-4.431,0.040914,2,15,1.391,37,0
0.26363,2895.3,430.66,0.043557,-4.8062,0.055094,2,15,1.3012,37,0
0.2704,2936.9,430.66,0.060799,-4.5477,0.055023,2,15,1.2209,37,0
0.28649,2964.6,430.66,0.044465,-4.5323,0.059779,2,15,1.3132,38,0
0.30945,3119.5,430.66,0.041742,-4.4291,0.04392,1,15,1.3763,38,0
0.3164,3211.5,430.66,0.046279,-4.5154,0.05056,1,15,1.3433,38,0
0.30955,3219.6,430.66,0.040835,-4.5748,0.04005,1,15,1.3178,38,0
0.30148,3237.8,452.2,0.046279,-4.5911,0.046006,2,16,1.3265,39,0
0.30008,3139.2,452.2,0.044465,-4.683,0.050485,2,15,1.3511,34,0
0.30682,3060.3,452.2,0.037205,-4.6374,0.046189,2,15,1.4032,23,0
0.32236,3147.6,452.2,0.038113,-4.5532,0.039729,2,16,1.449,8,0
0.3367,3233.5,452.2,0.030853,-4.5623,0.035224,2,15,1.4588,8,0
0.34202,3311.4,452.2,0.029038,-4.5547,0.0368,2,15,1.4418,8,0
0.34258,3378.2,452.2,0.036298,-4.6013,0.048152,2,15,1.4352,8,0
0.34715,3350.5,473.73,0.03176,-4.5528,0.037282,2,15,1.4088,8,0
0.36686,3584.8,473.73,0.032668,-4.6042,0.039028,2,15,1.3679,8,0
0.39232,3791.3,473.73,0.034483,-4.4521,0.028183,1,24,1.3826,9,0
0.42291,3938.8,473.73,0.028131,-4.4291,0.037415,2,15,1.4444,9,0
0.45125,4275,473.73,0.024501,-4.2997,0.045585,2,6,1.4961,9,0
0.4689,4162.5,473.73,0.020871,-4.2166,0.029556,2,15,1.5348,9,0
0.47732,4095.5,473.73,0.020871,-4.1751,0.029114,2,15,1.5582,9,0
0.48584,4292.2,473.73,0.020871,-4.1255,0.032492,2,15,1.5653,9,0
0.49087,4136.9,473.73,0.020871,-4.0609,0.0305,2,15,1.5676,9,0
0.49084,4226.8,473.73,0.020871,-4.1228,0.033283,2,15,1.563,9,0
0.49242,4405.8,473.73,0.020871,-4.1241,0.028423,2,15,1.5357,9,0
0.49777,4442.5,473.73,0.020871,-4.1071,0.020407,2,15,1.5485,9,0
0.50474,4392.2,473.73,0.019964,-4.1589,0.021733,2,15,1.5592,9,0
0.50206,4265.7,473.73,0.020871,-3.9838,0.013527,2,15,1.5542,9,0
0.49808,4127.9,473.73,0.020871,-3.8052,0.015162,2,15,1.5715,8,0
0.49395,4233.7,473.73,0.019964,-3.9316,0.015765,2,11,1.5647,8,0
0.47327,3989.8,452.2,0.019964,-4.0649,0.015007,1,15,1.5462,8,0
0.4534,3724.3,452.2,0.019964,-4.1042,0.02124,1,15,1.5056,8,0
0.48143,4029.9,452.2,0.019056,-4.0455,0.018187,1,15,1.5498,8,0
0.53433,4392.1,452.2,0.019056,-3.7347,0.0076969,0,0,1.5813,8,0
0.57197,4952,452.2,0.019964,-3.728,0.0087005,0,0,1.5791,8,0
0.59546,5207.6,452.2,0.019964,-3.7033,0.0083311,0,0,1.5754,8,0
0.59911,5273.5,452.2,0.019964,-3.7563,0.0077161,0,0,1.5797,8,0
0.58788,4923.7,452.2,0.019056,-3.7263,0.0038529,0,0,1.5586,8,0
0.56456,4765.9,452.2,0.019056,-3.6696,0.015695,1,18,1.5692,8,0
0.50879,4177,430.66,0.019056,-3.7551,0.010719,1,31,1.5089,8,0
0.44374,3111,409.13,0.018149,-3.717,0.010046,1,15,1.4845,7,0
0.34925,2660.3,409.13,0.017241,-3.6065,0.0036433,0,0,1.4723,7,0
0.21336,991.76,387.6,0.016334,-4.2043,0.01319,1,14,1.3425,7,0
0.10998,522.64,387.6,0.027223,-4.4271,0.0036505,0,0,1.2148,7,0
0.050195,134.23,21.533,0.028131,-4.7187,0.0026212,0,0,0.15592,8,0
0.049512,97.835,64.6,0.029946,-4.736,0.0013142,0,0,0.12566,8,0
0.045162,-30.719,64.6,0.020871,-5.1502,0.0017453,0,0,0.0059225,9,0
0.040048,31.728,21.533,0.011797,-4.7828,0.0026022,0,0,0.056323,32,0
0.046242,123.95,21.533,0.014519,-4.4759,0.002678,0,0,0.012627,4,0
0.051995,-14.91,64.6,0.0027223,-5.0866,0.0033987,0,0,0.00010099,2,0
0.057381,93.917,64.6,0.0045372,-4.6945,0.0023546,0,0,0.00087832,5,0
0.049712,189.51,21.533,0.013612,-4.3922,0.0027989,0,0,0.0013595,13,0
0.039392,38.866,21.533,0.011797,-4.8404,0.0027169,0,0,0.029987,15,0
0.048783,56.352,64.6,0.0027223,-4.8293,0.0028634,0,0,0.00066348,9,0
0.047831,36.105,64.6,0.0063521,-4.8059,0.003459,0,0,0.0042546,7,1
0.037625,21.833,21.533,0.017241,-4.8975,0.0037706,0,0,0.030522,34,1
0.04879,52.871,21.533,0.011797,-4.7967,0.0038736,0,0,0.069487,4,1
0.058718,142.87,64.6,0.00090744,-4.5956,0.0044002,0,0,0.003773,4,1
0.05317,52.414,43.066,0.014519,-4.799,0.0041023,0,0,0.084841,15,1
0.04332,142.98,21.533,0.029946,-4.5492,0.0020485,0,0,0.17316,11,1
0.038205,-32.671,64.6,0.015426,-5.1992,0.0044683,0,0,0.060613,14,1
