@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE entropy 	REAL
@ATTRIBUTE domfreq 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.51708,0.85527,1.3171,1
0.49384,0.97549,1.3073,1
0.48367,1.0138,1.0244,1
0.50099,1.0668,1.0146,1
0.51735,1.0795,1.2488,1
0.49559,1.094,1.2585,1
0.48919,0.90058,1.0146,1
0.51807,0.90358,1.0146,1
0.53024,0.95267,1.0146,1
0.52364,0.96953,1.0146,1
0.52801,0.89497,1.0146,1
0.54521,0.92611,1.2878,1
0.55066,0.97517,1.3073,1
0.54779,0.95524,1.3073,1
0.52603,0.92004,1.3073,1
0.52532,0.86436,1.2976,1
0.52592,0.88029,1.3073,1
0.5232,0.87895,1.2878,1
0.52884,0.79598,1.2878,1
0.51238,0.87295,1.2976,1
0.51061,0.82317,1.3073,1
0.50507,0.85334,1.0439,1
0.50619,0.82726,1.0341,1
0.52087,0.73381,1.2878,1
0.50578,0.80848,1.2878,1
0.49483,0.79122,1.3073,1
0.49864,0.79836,1.0439,1
0.48355,0.73667,1.0439,1
0.44537,0.66793,1.0439,1
0.44207,0.62268,1.2976,1
0.45628,0.64377,1.2878,1
0.46306,0.69016,1.278,1
0.47261,0.64527,1.2683,1
0.46529,0.59506,1.2683,1
0.43479,0.73137,1.2488,1
0.37303,0.69148,1.239,1
0.33478,0.65414,1.1707,1
0.34024,0.65133,1.3756,1
0.33924,0.63164,1.3463,1
0.31714,0.58112,2.1561,1
0.2987,0.57956,1.4732,1
0.30296,0.50302,1.4634,1
0.27962,0.41548,1.4537,1
0.22481,0.34877,1.4244,1
0.21633,0.2814,1.4244,1
0.23041,0.32185,1.4244,1
0.21182,0.25139,1.4146,1
0.19889,0.2626,1.4146,1
0.2096,0.25483,1.4341,1
0.20991,0.23051,1.4341,1
0.19467,0.18606,1.4244,1
0.2137,0.20762,1.4146,1
0.227,0.23668,1.4341,1
0.21032,0.19166,1.4341,1
0.20749,0.19735,1.4341,1
0.20956,0.24943,1.4537,1
0.20299,0.25803,1.4634,1
0.18596,0.21086,1.4732,1
0.17276,0.21127,1.2683,1
0.15047,0.1684,1.278,1
0.14997,0.1733,1.278,1
0.16135,0.18887,2.1171,1
0.1665,0.20863,1.2878,1
0.19502,0.27023,1.3073,1
0.21462,0.28765,1.3171,1
0.19517,0.24862,1.9512,1
0.1748,0.22552,1.2976,1
0.17856,0.23307,1.961,1
0.19521,0.23423,2.1854,1
0.19907,0.26012,1.9512,1
0.18777,0.24914,1.9512,1
0.17613,0.23179,1.278,1
0.1804,0.21832,1.278,1
0.18904,0.21978,1.278,1
0.16625,0.21863,1.2683,1
0.1442,0.1777,2.2927,1
0.1452,0.15963,2.0878,1
0.14555,0.15444,2.0878,1
0.14337,0.18449,0.0097561,1
0.14041,0.13995,1.0439,1
0.14849,0.16423,2.078,1
0.14997,0.17804,2.078,1
0.13745,0.13868,2.078,1
0.1484,0.16209,2.078,1
0.14751,0.14631,2.078,1
0.13896,0.15459,1.4732,1
0.15568,0.20487,1.2878,1
0.15968,0.18662,1.2976,1
0.1506,0.14943,1.2976,1
0.1664,0.19853,2.1561,1
0.20535,0.26001,1.3171,1
0.21323,0.22793,1.3073,1
0.18768,0.23797,2.1561,1
0.18384,0.26022,1.278,1
0.2035,0.22762,1.2683,1
0.18731,0.20884,1.2683,1
0.15266,0.21047,1.239,1
0.12811,0.14499,0.0097561,1
0.11287,0.10322,1.4244,1
0.12434,0.12671,0.029268,1
0.1308,0.17293,0.0097561,1
0.13277,0.15708,2.039,1
0.12931,0.126,1.3951,1
0.12814,0.1259,0.019512,1
0.12771,0.15443,0.019512,1
0.12253,0.10704,1.4049,1
0.12277,0.11968,1.4146,1
0.12039,0.10452,1.4049,1
0.12808,0.12852,1.4146,1
0.12712,0.11588,1.4244,1
0.12613,0.097609,1.4244,1
0.13855,0.14538,1.4244,1
0.14366,0.19551,1.4634,1
0.15463,0.17772,1.4732,1
0.16675,0.19445,1.278,1
0.17394,0.20775,1.2878,1
0.17092,0.19316,1.2878,1
0.16313,0.17626,1.2683,1
0.16135,0.18347,1.2585,1
0.16743,0.17946,1.2683,1
0.16937,0.19312,1.2683,1
0.16419,0.1825,1.2683,1
0.15885,0.17141,1.2585,1
0.16612,0.19974,1.2683,1
0.18208,0.22772,1.2976,1
0.19241,0.22502,1.2976,1
0.20447,0.25544,1.278,1
0.20872,0.25418,1.278,1
0.2033,0.22545,1.278,1
0.19973,0.23551,1.278,1
0.20402,0.20989,1.278,1
0.22214,0.26423,1.2878,1
0.2457,0.29076,1.3171,1
0.25214,0.30643,1.3268,1
0.2507,0.24106,1.3463,1
0.25391,0.34007,1.3561,1
0.25105,0.34256,1.3659,1
0.2582,0.42019,1.3951,1
0.27676,0.40875,1.4146,1
0.28213,0.40685,1.4146,1
0.26346,0.36578,1.1707,1
0.24632,0.34403,1.1707,1
0.27524,0.38575,1.4146,1
0.28151,0.40301,2.1268,1
0.24624,0.33694,1.4146,1
0.25593,0.35103,1.1805,1
0.289,0.44313,2.1561,1
0.29931,0.44914,2.1756,1
0.28478,0.42912,2.1659,1
0.28145,0.38147,1.1805,1
0.29727,0.39296,1.1707,1
0.29997,0.38926,1.1805,1
0.29488,0.42493,1.1707,1
0.2635,0.42164,1.1805,1
0.22684,0.36095,1.3268,1
0.23012,0.35118,1.3561,1
0.22723,0.35021,1.3659,1
0.21505,0.34095,1.3366,1
0.22267,0.3608,1.3171,1
0.23824,0.33616,1.3171,1
0.27631,0.42925,1.1415,1
0.31579,0.40914,1.1707,1
0.32584,0.37937,1.1707,1
0.28919,0.3558,1.161,1
0.22834,0.27012,1.1317,1
0.18317,0.26674,1.122,1
0.14586,0.1681,0.019512,1
0.12381,0.093541,0.029268,1
0.10244,0.068444,0.019512,1
0.08987,0.072423,1.1707,1
0.090604,0.063484,1.1707,1
0.080566,0.033653,0.029268,1
0.068305,0.025574,0.019512,0
0.076735,0.040572,0.0097561,0
0.078879,0.030956,0.019512,0
0.064009,0.01668,0.0097561,0
0.057494,0.0014103,0.029268,0
0.050068,0.017965,0.0097561,0
0.04336,0.0011927,0.039024,0
0.062674,0.0062334,0.029268,0
0.063825,0.020641,0.0097561,0
0.062707,0.025959,0.0097561,0
0.058408,0.00064694,0.078049,0
0.04282,0.0017079,0.029268,0
0.054011,0.023523,0.0097561,0
0.054452,-0.00097093,0.029268,0
0.05574,-0.0034504,0.029268,0
0.055645,0.023427,0.0097561,0
0.041321,-0.0085395,0.078049,0
0.081852,0.039814,0.0097561,0
0.082956,0.018206,0.029268,0
0.044526,0.017014,0.0097561,0
0.051231,0.0039459,0.029268,0
0.065248,0.010203,0.029268,0
0.057377,0.01198,0.019512,0
0.060304,0.012399,0.0097561,0
0.094047,0.070772,0.0097561,1
0.1001,0.042838,0.029268,1
0.099729,0.073,0.029268,1
0.16399,0.17146,0.56585,1
0.21984,0.24736,0.58537,1
0.22852,0.21625,0.57561,1
0.21884,0.26454,0.57561,1
0.25127,0.26635,1.3854,1
0.27292,0.31985,1.3854,1
0.27955,0.37596,1.4244,1
0.32826,0.46883,1.161,1
0.37443,0.50006,1.1805,1
0.42326,0.54394,1.1805,1
0.46306,0.63876,1.1902,1
0.46484,0.62921,1.2,1
0.4791,0.70392,1.2,1
0.45746,0.73809,1.1805,1
0.42044,0.72434,1.1707,1
0.40931,0.70938,1.161,1
0.38366,0.77394,1.1902,1
0.37398,0.68375,1.1512,1
0.37751,0.70795,1.1902,1
0.37888,0.65174,1.1512,1
0.35485,0.67246,1.3951,1
0.32845,0.6661,1.1317,1
0.32007,0.57565,2.0878,1
0.31231,0.57311,1.2585,1
0.30094,0.48039,1.2585,1
0.28677,0.50276,1.2683,1
0.27792,0.46375,2.0878,1
0.27204,0.44152,2.0878,1
0.25892,0.38153,2.0683,1
0.26872,0.39141,2.078,1
0.29201,0.39225,2.0976,1
0.34529,0.5626,1.3171,1
0.34966,0.48728,1.3268,1
0.32515,0.48278,1.3561,1
0.33333,0.56106,1.3756,1
0.33561,0.52697,1.3951,1
0.36458,0.53349,1.1317,1
0.3746,0.53693,1.122,1
0.35978,0.53975,1.3951,1
0.34062,0.51035,1.4049,1
0.33212,0.46891,1.122,1
0.31686,0.44243,1.3951,1
0.29786,0.44869,1.3854,1
0.29726,0.43056,1.3756,1
0.30799,0.42634,1.3561,1
0.32825,0.50886,1.3463,1
0.31307,0.49924,1.3268,1
0.27795,0.46948,1.3073,1
0.29892,0.48368,2.1073,1
0.32925,0.50157,1.3268,1
0.34425,0.52243,1.3561,1
0.3671,0.51346,1.3659,1
0.37211,0.55836,1.3659,1
0.36337,0.47812,1.0829,1
0.35851,0.48202,1.0732,1
0.32777,0.53033,1.0634,1
0.30185,0.42972,1.0634,1
0.36187,0.49545,1.0829,1
0.35731,0.4445,1.1024,1
0.28292,0.38757,1.1024,1
0.29556,0.3904,1.0927,1
0.34983,0.38479,1.0732,1
0.30501,0.39412,1.0829,1
0.19242,0.17527,1.3756,1
0.18286,0.23174,1.0927,1
0.21995,0.26878,1.1024,1
0.22033,0.22275,1.0829,1
0.22454,0.25458,1.0829,1
0.19811,0.18448,1.0927,1
0.15068,0.17004,1.0829,1
0.18316,0.21782,0.79024,1
0.19959,0.23555,0.79024,1
0.18988,0.22206,0.79024,1
0.18117,0.24491,0.79024,1
0.16411,0.18787,0.8,1
0.14865,0.1594,0.029268,1
0.14232,0.19558,1.0537,1
0.1251,0.10423,0.019512,0
0.1125,0.089202,0.029268,0
0.098826,0.052383,0.029268,0
0.07227,0.043251,0.0097561,0
0.071961,0.037889,0.0097561,0
0.083342,0.033272,0.029268,0
0.069576,0.018403,0.029268,0
0.058185,0.022885,0.0097561,0
0.061312,0.013556,0.0097561,0
0.072899,0.019047,0.029268,0
0.068444,0.015836,0.029268,0
0.051127,0.011039,0.0097561,0
0.049578,0.0036316,0.019512,0
0.066232,0.0016401,0.029268,0
0.065246,0.021735,0.029268,0
0.049407,0.0091062,0.0097561,0
0.050737,0.0051156,0.029268,0
0.055157,-0.0016979,0.029268,0
0.050232,0.0084469,0.0097561,0
0.055448,0.010514,0.0097561,0
0.05743,-0.001964,0.029268,0
0.062561,0.0051163,0.029268,0
0.080667,0.047882,0.0097561,0
0.097873,0.06702,0.0097561,0
0.11653,0.082435,0.51707,1
0.10832,0.088253,0.51707,1
0.10289,0.077136,0.019512,1
0.11366,0.086546,0.50732,1
0.10404,0.043964,0.50732,1
0.10501,0.08832,0.019512,1
0.10349,0.072273,0.0097561,1
0.10097,0.067766,0.019512,1
0.093762,0.045076,0.49756,1
0.094446,0.061596,0.0097561,1
0.11803,0.12604,0.029268,1
0.14034,0.10799,1.2488,1
0.15589,0.1543,0.50732,1
0.15061,0.14864,1.2976,1
0.17114,0.21341,1.3268,1
0.18767,0.21398,2.1366,1
0.17066,0.21427,2.1659,1
0.14792,0.16224,0.0097561,1
0.15048,0.19564,0.28293,1
0.14957,0.1376,0.28293,1
0.12325,0.098026,1.3951,1
0.11512,0.10512,1.3951,1
0.12735,0.13435,1.3951,1
0.16337,0.1935,0.56585,1
0.18218,0.22309,1.3756,1
0.18636,0.22906,2.1756,1
0.20384,0.27189,0.0097561,1
0.20231,0.25792,1.3951,1
0.1825,0.29495,1.1317,1
0.18516,0.28829,0.57561,1
0.21094,0.32766,0.57561,1
0.22945,0.28005,0.59512,1
0.20669,0.30649,0.59512,1
0.17372,0.25667,0.0097561,1
0.16059,0.18544,0.53659,1
0.15871,0.19947,0.53659,1
0.16618,0.20643,0.0097561,1
0.15783,0.22417,0.27317,1
0.14615,0.12855,0.019512,1
0.1178,0.11499,0.0097561,1
0.091643,0.056114,0.27317,1
0.093819,0.065974,0.0097561,1
0.092059,0.04799,0.029268,1
0.080236,0.043427,0.0097561,1
0.063892,0.020372,0.029268,1
0.068619,0.029651,0.0097561,1
0.059377,0.015057,0.019512,1
0.05181,0.0056504,0.019512,1
0.062543,0.023862,0.0097561,0
0.064424,0.019426,0.029268,0
0.056426,0.0036515,0.029268,0
0.042134,0.0041388,0.0097561,0
0.047594,0.013129,0.087805,0
0.053709,0.012699,0.0097561,0
0.047991,0.0015846,0.029268,0
0.040369,0.0024773,0.0097561,0
0.060128,0.018917,0.019512,1
0.087174,0.056884,0.029268,1
0.090179,0.053132,0.019512,1
0.10127,0.090835,0.52683,1
0.13388,0.11543,0.53659,1
0.13829,0.082025,0.53659,1
0.12498,0.10733,0.52683,1
0.13011,0.1157,0.53659,1
0.12483,0.099897,0.019512,1
0.13032,0.084596,0.52683,1
0.13555,0.12002,0.51707,1
0.136,0.12075,0.53659,1
0.1445,0.11132,0.53659,1
0.12518,0.08025,0.54634,1
0.112,0.10015,0.49756,1
0.1352,0.13762,1.3171,1
0.16166,0.15666,0.53659,1
0.17767,0.16244,0.27317,1
0.19229,0.24229,0.27317,1
0.18715,0.25527,0.60488,1
0.16523,0.19286,0.27317,1
0.18913,0.2716,0.27317,1
0.2084,0.23873,0.59512,1
0.18408,0.22903,0.59512,1
0.16548,0.20766,0.54634,1
0.23563,0.27916,0.60488,1
0.25285,0.31393,0.59512,1
0.20014,0.23767,0.58537,1
0.15977,0.11595,0.56585,1
0.13437,0.16094,0.0097561,1
0.13665,0.13115,0.019512,1
0.12134,0.10267,0.019512,1
0.1101,0.08186,0.28293,1
0.09529,0.068683,0.0097561,1
0.093074,0.052179,0.019512,1
0.10199,0.067077,0.029268,1
0.088392,0.034186,0.27317,1
0.063331,0.032649,0.0097561,1
0.056802,0.020015,0.029268,1
0.063553,0.011561,0.019512,1
0.065112,0.0093388,0.029268,0
0.061317,0.026223,0.0097561,0
0.065285,0.022323,0.0097561,0
0.070623,0.016707,0.029268,0
0.058587,0.012839,0.0097561,0
0.041651,0.0076346,0.0097561,0
0.050378,0.011684,0.029268,0
0.054977,-0.00043423,0.029268,0
0.043762,0.0061864,0.019512,0
0.047023,0.0062099,0.0097561,1
0.094618,0.054044,0.019512,1
0.12958,0.14275,0.4878,1
0.16717,0.15197,0.54634,1
0.29438,0.31028,0.58537,1
0.4013,0.34037,0.59512,1
0.41599,0.36961,0.59512,1
0.34338,0.3595,0.59512,1
0.26466,0.26598,0.57561,1
0.23687,0.24679,0.53659,1
0.23827,0.32114,0.53659,1
0.23443,0.35031,0.52683,1
0.21299,0.23559,0.54634,1
0.22529,0.30204,0.57561,1
0.214,0.27281,0.56585,1
0.20488,0.27109,0.56585,1
0.23288,0.28172,0.83902,1
0.25255,0.33663,1.1024,1
0.26118,0.38005,1.1024,1
0.28535,0.49589,1.0634,1
0.33886,0.59979,1.2683,1
0.34789,0.57559,1.2293,1
0.29573,0.45421,1.1805,1
0.25289,0.42082,1.161,1
0.23219,0.33639,2.078,1
0.23239,0.36495,2.078,1
0.24272,0.37318,1.1707,1
0.22007,0.38493,1.1512,1
0.18586,0.29345,1.3463,1
0.17872,0.26415,1.9805,1
0.17649,0.27578,1.3171,1
0.18096,0.27952,1.2878,1
0.17708,0.27416,1.2488,1
0.15535,0.20778,1.2293,1
0.15158,0.20439,0.0097561,1
0.15937,0.19265,1.4049,1
0.16622,0.20725,1.4049,1
0.16365,0.22842,1.3951,1
0.16033,0.1859,1.4049,1
0.16432,0.18456,1.4049,1
0.15773,0.18087,1.4146,1
0.15254,0.20251,1.4049,1
0.15557,0.18693,1.3756,1
0.16049,0.18728,1.3756,1
0.1565,0.17909,1.3854,1
0.14672,0.19077,1.3756,1
0.13435,0.16068,1.3463,1
0.12816,0.14838,1.3463,1
0.12244,0.12157,0.019512,1
0.11137,0.12504,0.0097561,1
0.11091,0.10209,1.5122,1
0.11108,0.097232,1.5122,1
0.11175,0.12041,0.0097561,1
0.12142,0.12429,1.5024,1
0.1236,0.1302,1.5122,1
0.11575,0.10829,0.029268,1
0.11942,0.13401,0.0097561,1
0.12724,0.16105,0.019512,1
0.1342,0.15547,1.3756,1
0.13749,0.13468,1.3659,1
0.1319,0.14333,2.1171,1
0.14211,0.17514,0.029268,1
0.14046,0.13389,0.029268,1
0.12228,0.11573,1.522,1
0.11448,0.10807,1.5122,1
0.10427,0.085839,1.5122,1
0.1118,0.10247,1.5122,1
0.12138,0.11957,1.5122,1
0.12895,0.14662,0.0097561,1
0.13447,0.13692,1.3561,1
0.13767,0.12877,1.3756,1
0.14198,0.16107,0.0097561,1
0.126,0.11305,1.3756,1
0.11135,0.10873,1.3854,1
0.11329,0.094881,1.3756,1
0.11534,0.12908,0.0097561,1
0.13565,0.14604,1.3854,1
0.15241,0.15609,1.3756,1
0.13915,0.15478,1.3659,1
0.1211,0.10772,2.322,1
0.12946,0.13011,2.3317,1
0.13718,0.16748,1.3659,1
0.13391,0.14017,2.322,1
0.13062,0.15322,0.0097561,1
0.12566,0.11547,2.2927,1
0.12898,0.12611,1.3463,1
0.14225,0.14693,0.0097561,1
0.1341,0.12691,1.3463,1
0.12085,0.12604,1.3561,1
0.13937,0.12868,1.3659,1
0.14311,0.17544,1.3659,1
0.11669,0.093078,2.322,1
0.11368,0.10528,0.019512,1
0.1426,0.1469,1.1902,1
0.16197,0.19908,1.2,1
0.16049,0.19153,1.1902,1
0.14079,0.14334,1.3756,1
0.13957,0.16656,1.3854,1
0.15782,0.18034,1.2,1
0.17323,0.22973,1.2,1
0.17295,0.17852,1.2,1
0.16809,0.21241,1.3854,1
0.16566,0.21281,1.2,1
0.18251,0.23594,1.239,1
0.17602,0.1896,1.2195,1
0.1528,0.13826,1.2195,1
0.17694,0.18699,1.2293,1
0.2147,0.23891,1.239,1
0.24329,0.2797,1.239,1
0.23977,0.31241,1.2585,1
0.23763,0.31393,1.2683,1
0.25039,0.30023,1.2683,1
0.23134,0.28476,1.239,1
0.20221,0.23578,1.2293,1
0.20932,0.25342,1.239,1
0.23971,0.28514,1.2488,1
0.28001,0.38228,1.278,1
0.28374,0.40105,1.2683,1
0.26777,0.30711,1.2683,1
0.29639,0.41781,1.2976,1
0.31705,0.45431,1.3073,1
0.30567,0.43298,1.3073,1
0.31545,0.49903,1.2878,1
0.33894,0.43718,1.278,1
0.32138,0.50749,1.3073,1
0.27919,0.41228,1.3171,1
0.31468,0.49259,1.2878,1
0.34851,0.45359,1.278,1
0.30777,0.43777,1.2976,1
0.26302,0.42057,1.3073,1
0.24143,0.34981,2.4098,1
0.2907,0.39651,1.2976,1
0.30437,0.5115,1.3073,1
0.24174,0.35149,0.8878,1
0.22695,0.32685,0.89756,1
0.25611,0.46314,1.3073,1
0.28948,0.41937,1.2976,1
0.30831,0.41571,1.2976,1
0.30991,0.40202,1.3073,1
0.2799,0.4123,1.3073,1
0.25589,0.37365,1.3268,1
0.2531,0.38751,1.3268,1
0.23679,0.34837,1.3268,1
0.23742,0.32879,1.3268,1
0.24728,0.37067,1.3268,1
0.24122,0.33023,1.3268,1
0.22266,0.35561,1.3268,1
0.24193,0.34149,1.3463,1
0.23404,0.36143,1.3366,1
0.19066,0.26449,1.9805,1
0.20984,0.31147,1.3268,1
0.24838,0.40295,2.2927,1
0.26167,0.38434,2.3024,1
0.28199,0.44535,1.1707,1
0.38509,0.62078,1.1902,1
0.4538,0.62324,1.2195,1
0.42708,0.61499,1.239,1
0.38702,0.55487,1.2488,1
0.36318,0.55715,1.2098,1
0.36323,0.46885,1.1902,1
0.34263,0.46141,1.2,1
0.33622,0.50628,0.99512,1
0.34594,0.47419,1.0049,1
0.25558,0.35091,0.99512,1
0.14044,0.12272,1.0049,1
0.11257,0.086383,0.019512,1
0.097414,0.088478,0.99512,1
0.082108,0.056214,0.019512,1
0.077,0.040602,0.99512,0
0.078571,0.04056,1.0049,0
0.079526,0.051159,0.0097561,0
0.07826,0.033769,0.019512,0
0.070732,0.018289,0.019512,0
0.067907,0.035524,0.0097561,0
0.071269,0.03637,0.019512,0
0.063108,0.0064105,0.029268,0
0.047846,0.0033717,0.019512,0
0.040558,0.0088216,0.0097561,0
0.048912,0.0062242,0.0097561,0
0.05725,9.4716e-05,0.029268,0
0.050653,0.0052834,0.029268,0
0.053488,0.019312,0.0097561,0
0.063683,0.016959,0.029268,0
0.046261,-0.0084417,0.0097561,0
0,NaN,0.0097561,0
0.099974,0.088687,0.33171,0
0.095409,0.074028,0.068293,0
0.085893,0.076073,0.45854,0
0.081438,0.046964,0.078049,0
0.077007,0.051336,0.0097561,1
0.10762,0.092,0.32195,1
0.14642,0.20872,0.45854,1
0.18431,0.22311,0.4878,1
0.20444,0.25303,0.49756,1
0.20711,0.24222,0.14634,1
0.21074,0.28051,0.1561,1
0.23498,0.33924,0.14634,1
0.28586,0.33962,0.1561,1
0.30717,0.44201,0.4878,1
0.31393,0.43342,0.47805,1
0.33127,0.4453,0.46829,1
0.32164,0.49441,0.46829,1
0.32609,0.47706,0.47805,1
0.36024,0.47832,0.4878,1
0.37015,0.48457,0.4878,1
0.33274,0.41055,0.2439,1
0.26519,0.33748,0.2439,1
0.1914,0.22219,0.23415,1
0.14064,0.14892,0.76098,1
0.19038,0.21833,0.50732,1
0.25485,0.3159,0.51707,1
0.31924,0.35267,0.78049,1
0.39961,0.401,0.79024,1
0.46117,0.46333,0.8,1
0.47832,0.48371,0.8,1
0.47308,0.55655,0.79024,1
0.44864,0.66715,0.8,1
0.42083,0.68454,0.76098,1
0.39619,0.59045,0.75122,1
0.37314,0.60975,0.74146,1
0.37579,0.54081,0.74146,1
0.37707,0.60718,0.74146,1
0.38982,0.58817,0.75122,1
0.39578,0.6128,0.74146,1
0.3668,0.61214,0.74146,1
0.35265,0.53284,0.75122,1
0.34632,0.48406,0.75122,1
0.35567,0.49264,0.74146,1
0.36835,0.5239,0.49756,1
0.34458,0.53922,0.49756,1
0.32131,0.4236,1.239,1
0.32773,0.45577,1.239,1
0.34182,0.47854,1.239,1
0.32844,0.4577,1.2488,1
0.31497,0.48282,0.49756,1
0.31463,0.55461,1.0049,1
0.29778,0.44712,0.75122,1
0.28091,0.40058,1.239,1
0.30428,0.42702,1.239,1
0.316,0.45083,1.2293,1
0.31999,0.4453,0.49756,1
0.34204,0.53136,0.4878,1
0.35096,0.50842,0.47805,1
0.3721,0.52757,0.4878,1
0.35581,0.56537,0.47805,1
0.27296,0.36131,0.46829,1
0.2644,0.38744,0.45854,1
0.25898,0.3637,0.44878,1
0.19282,0.23667,0.18537,1
0.1687,0.22067,0.18537,1
0.15594,0.1809,0.18537,1
0.16367,0.15063,0.18537,1
0.21123,0.24866,0.23415,1
0.2981,0.28634,0.23415,0
0.34118,0.35135,0.23415,0
0.34665,0.38546,0.2439,0
0.37243,0.38525,0.2439,0
0.38694,0.39636,0.2439,0
0.38919,0.39969,0.23415,0
0.36107,0.39283,0.23415,0
0.28961,0.31242,0.23415,0
0.28654,0.33663,0.22439,0
0.29076,0.32995,0.22439,0
0.26824,0.28013,0.04878,0
0.30141,0.34304,0.18537,0
0.28188,0.31493,0.17561,0
0.21977,0.25634,0.22439,0
0.18889,0.14782,0.21463,0
0.13975,0.12544,0.21463,0
0.15122,0.18884,0.23415,0
0.1694,0.16591,0.18537,0
0.16144,0.18827,0.51707,0
0.20528,0.28203,0.53659,0
0.23072,0.273,0.54634,1
0.24348,0.26236,0.54634,1
0.24593,0.30313,0.53659,1
0.24441,0.24524,0.53659,1
0.22279,0.28811,0.28293,1
0.22946,0.3464,0.26341,1
0.32481,0.41919,0.79024,1
0.40274,0.53221,0.79024,1
0.41048,0.56504,0.8,1
0.42581,0.61124,1.0732,1
0.47987,0.66288,1.0732,1
0.50237,0.80644,1.0634,1
0.49755,0.83236,1.3171,1
0.47256,0.9441,1.3073,1
0.45283,0.92663,1.0244,1
0.4719,0.95404,1.0146,1
0.49058,1.0005,1.2488,1
0.4668,0.97709,1.2585,1
0.46542,0.86694,1.2683,1
0.49747,0.86366,1.0146,1
0.50909,0.91228,1.0146,1
0.49846,0.92927,1.0146,1
0.49987,0.81546,1.0146,1
0.5222,0.88902,1.2878,1
0.52768,0.9074,1.3073,1
0.5248,0.88691,1.3073,1
0.50293,0.87289,1.3073,1
0.49952,0.79408,1.2976,1
0.50096,0.8024,1.3073,1
0.49836,0.79918,1.2878,1
0.50254,0.73163,1.2878,1
0.48522,0.81718,1.2976,1
0.48475,0.78784,1.3073,1
0.47208,0.80664,1.0439,1
0.47153,0.78605,1.0341,1
0.49288,0.68746,1.2878,1
0.47639,0.73428,1.2878,1
0.45954,0.73105,1.3073,1
0.45865,0.70519,1.0439,1
0.44482,0.67425,1.0439,1
0.40317,0.56982,1.0439,1
0.3997,0.54633,1.2976,1
0.42155,0.59869,1.2878,1
0.43091,0.64093,1.278,1
0.4375,0.56922,1.2683,1
0.43019,0.5515,1.2683,1
0.40285,0.68922,1.2488,1
0.34574,0.64986,1.2,1
0.30921,0.58721,1.1707,1
0.30493,0.60596,1.3756,1
0.29924,0.58054,1.3463,1
0.27781,0.47622,2.1561,1
0.25949,0.48073,1.4732,1
0.26438,0.45772,1.4634,1
0.24271,0.37717,1.4537,1
0.18903,0.27075,1.4244,1
0.18014,0.22628,1.4244,1
0.19181,0.26171,1.4244,1
0.16909,0.20372,1.4146,1
0.15838,0.19569,1.4146,1
0.17438,0.19194,1.4341,1
0.1749,0.20004,1.4341,1
0.15839,0.1534,1.4244,1
0.17226,0.17928,1.4146,1
0.18296,0.19009,1.4341,1
0.16756,0.15301,1.4341,1
0.16133,0.14926,1.4341,1
0.16644,0.17976,1.4537,1
0.17202,0.22506,1.4634,1
0.16669,0.20166,1.4732,1
0.16442,0.22163,1.2683,1
0.15499,0.17794,1.278,1
0.14337,0.18985,0.097561,1
0.1573,0.21742,0.17561,1
0.18373,0.23422,0.087805,1
0.20333,0.31507,0.21463,1
0.2117,0.32223,1.3171,1
0.19753,0.28682,1.9512,1
0.1811,0.24783,0.21463,1
0.18545,0.23778,1.961,1
0.28145,0.49625,0.4878,1
0.33655,0.69934,0.43902,1
0.36196,0.56651,0.22439,1
0.4317,0.88972,0.20488,1
0.47162,0.86403,0.11707,1
0.44719,0.88552,0.18537,1
0.43577,0.81281,0.11707,1
0.44779,0.7233,0.11707,1
0.40911,0.7108,0.13659,1
0.36434,0.63475,0.13659,1
0.37323,0.59162,0.19512,1
0.35642,0.53949,0.19512,1
0.3159,0.5779,0.04878,1
0.29877,0.59243,0.04878,1
0.26553,0.38736,0.039024,1
0.27654,0.42605,0.039024,1
0.28727,0.42212,0.04878,1
0.23919,0.3226,0.039024,1
0.21361,0.33442,0.12683,1
0.24351,0.34781,0.04878,1
0.2473,0.39594,0.04878,1
0.2559,0.42763,0.04878,1
0.2855,0.61286,0.1561,1
0.28766,0.46382,0.16585,1
0.26282,0.41788,0.1561,1
0.26993,0.45762,0.1561,1
0.26745,0.4073,0.1561,1
0.20449,0.30196,1.2683,1
0.15773,0.20324,1.239,1
0.15788,0.25089,0.12683,1
0.15763,0.18025,0.04878,1
0.14535,0.18793,0.11707,1
0.13077,0.17831,0.11707,1
0.12501,0.14875,2.039,1
0.11261,0.12667,1.4049,1
0.11047,0.11575,1.3854,1
0.11404,0.13513,1.4049,1
0.1079,0.101,1.4049,1
0.10834,0.11266,1.4146,1
0.10561,0.097197,1.4049,1
0.11034,0.095325,1.4146,1
0.10473,0.093705,1.4244,1
0.095658,0.071567,1.4244,1
0.10996,0.099858,1.4244,1
0.1139,0.13241,1.4634,1
0.11791,0.1165,1.4732,1
0.13089,0.15035,1.278,1
0.14069,0.14865,1.2878,1
0.13862,0.14189,1.2878,1
0.12523,0.12512,1.2683,1
0.11924,0.11516,1.2585,1
0.131,0.12476,1.2683,1
0.13677,0.14713,1.2683,1
0.13215,0.14375,1.2683,1
0.12506,0.12791,1.2585,1
0.13537,0.15096,1.2683,1
0.15001,0.17736,1.2976,1
0.15067,0.16632,1.2976,1
0.15733,0.17695,1.278,1
