@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,4-6'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute normalizedSpectralEntropy numeric
@attribute class {0,1}

@data
1166,3.7788,1
1300.2,3.6793,1
1202.8,3.8455,1
1179,3.7432,1
1101.8,3.8211,1
1135.2,3.7009,1
1230.5,3.9806,1
1115.5,3.8726,1
955.31,3.8383,1
969.26,3.9657,1
714.49,4.0433,1
154.09,4.7426,1
4.676,4.9092,1
579.6,3.8598,1
142.71,3.608,1
124.33,3.4961,1
580.44,2.6918,1
0,3.8871,1
31.215,4.7706,1
51.229,5.6662,1
80.064,5.4792,0
69.397,5.5262,0
99.765,5.6245,0
107.03,5.7241,0
96.784,5.6329,0
97.966,5.6407,0
101.35,5.6402,0
102.53,5.6515,0
79.01,5.4819,0
93.988,5.5815,0
85.589,5.5649,0
79.313,5.5263,0
84.244,5.5149,0
53.333,5.631,0
33.488,5.6003,0
33.912,5.6825,0
45.947,5.6467,0
81.785,5.6703,0
178.23,4.3218,0
685.06,4.253,1
1549.6,4.3558,1
1766.8,4.3173,1
1845,4.2598,1
2084,4.2243,1
1878,3.6663,1
1831.3,3.8866,1
1747.8,3.752,1
1635.8,3.7596,1
1436.5,3.7285,1
1451,3.6689,1
1339.9,3.7014,1
1197.8,3.7781,1
1173,3.7698,1
1262.4,3.7634,1
1360.9,3.7826,1
1362.8,3.8342,1
1454.1,3.865,1
1697.4,3.9888,1
1675,3.7245,1
1595.8,3.6537,1
1530.6,3.6155,1
1572.8,3.7018,1
1514.3,3.719,1
1307,3.7778,1
1308.1,3.7029,1
1463.8,3.6899,1
1421.5,3.6459,1
1391.6,3.6317,1
1426,3.6106,1
1381.8,3.597,1
1384.3,3.6358,1
1266.9,3.6997,1
1290.3,3.6407,1
1285.6,3.5937,1
1358.5,3.5627,1
1390.8,3.6261,1
1391,3.6726,1
1334.7,3.5891,1
1315.2,3.6485,1
1295,3.7194,1
1410.7,3.725,1
1339.8,3.6911,1
1358.3,3.6137,1
1332.8,3.6792,1
1289.3,3.6697,1
1228.2,3.7289,1
1146.7,3.6539,1
1122.4,3.6936,1
986.38,3.7559,1
770.69,3.9481,1
171.24,4.3382,1
42.283,4.8089,0
30.6,4.4921,0
22.611,4.2174,0
21.866,4.1991,0
61.295,5.3119,0
37.436,5.4529,0
83.235,5.4636,0
75.564,5.4398,0
74.162,5.608,0
89.564,5.5697,0
89.91,5.5783,0
96.187,5.643,0
97.577,5.6759,0
76.747,5.612,0
96.117,5.6689,0
98.264,5.6104,0
96.402,5.6179,0
89.818,5.6476,0
92.728,5.6351,0
41.376,5.5525,0
29.289,5.4829,0
33.07,5.6952,0
22.306,4.5183,0
289.8,4.4391,0
579.82,4.6519,1
994.27,4.5534,1
1375.4,4.3835,1
1623.6,4.34,1
2006.9,4.195,1
1801.8,3.8415,1
1731.3,3.7246,1
1498.8,3.7993,1
1304.4,3.6999,1
1281,3.8462,1
1326,3.8152,1
1230.6,3.7583,1
1390.3,3.7868,1
1477.3,3.7046,1
1523.9,3.712,1
1578.3,3.7801,1
1577.7,3.7239,1
1556,3.668,1
1552.3,3.6865,1
1586.8,3.65,1
1659.7,3.7246,1
1657.7,3.7032,1
1594.6,3.6746,1
1539.4,3.808,1
1652.4,3.7871,1
1569.1,3.6888,1
1560.2,3.712,1
1517.4,3.7894,1
1557.5,3.7101,1
1503.4,3.7698,1
1490.7,3.7302,1
1372.6,3.8141,1
1448.8,3.7796,1
1454.3,3.9048,1
1269,3.9809,1
1056.2,4.0735,1
1002.8,4.0269,1
1186,4.1076,1
881.67,4.4538,1
627.46,5.2437,1
178.84,4.8024,1
113.05,4.3104,1
106.81,4.1513,1
61.984,5.1815,0
40.233,4.749,0
18.898,4.0687,0
33.463,5.313,0
38.498,5.6791,0
74.726,5.4255,0
97.067,5.6028,0
21.423,5.6001,0
97.563,5.6906,0
92.758,5.6841,0
90.72,5.5842,0
99.687,5.638,0
93.74,5.5707,0
87.293,5.5086,0
93.868,5.609,0
91.249,5.579,0
89.192,5.5749,0
88.82,5.6066,0
79.781,5.6264,0
59.544,5.5993,0
41.475,5.5965,0
31.779,5.5741,0
31.85,5.6933,0
51.552,5.7482,0
72.12,5.342,0
322.86,4.2028,1
914.58,4.176,1
1588.8,4.3355,1
1900.1,4.365,1
1940.3,4.2886,1
1986.7,3.915,1
1843.2,3.8136,1
1776,3.6882,1
1655.2,3.701,1
1618.4,3.7789,1
1398.9,3.91,1
1311.2,3.9581,1
1232,3.8987,1
1374.8,3.8584,1
1568,4.0664,1
1836,3.9978,1
1296.4,3.9642,1
1182.6,3.935,1
1090.1,4.025,1
1158.4,3.8853,1
1203.6,3.8825,1
1303.4,3.8844,1
1328.7,3.7893,1
1402.5,3.8205,1
1272.5,3.8123,1
1022.3,4.1029,1
740.03,4.2645,1
685.46,4.3287,1
392.52,4.5934,1
222.58,4.512,1
161.76,4.6131,1
188.16,4.2281,1
17.767,4.4303,0
33.794,4.6053,0
30.922,4.6943,0
31.64,5.2171,0
30.088,5.3574,0
41.609,5.5654,0
62.582,5.6872,0
93.255,5.5587,0
110.12,5.7219,0
108.93,5.7118,0
50.001,5.6123,0
100.08,5.6291,0
92.184,5.6069,0
89.41,5.5674,0
94.707,5.6369,0
104.47,5.6989,0
101.67,5.6831,0
93.269,5.5695,0
76.823,5.6313,0
73.068,5.5692,0
65.265,5.5854,0
48.01,5.6326,0
32.114,5.6524,0
29.062,5.6846,0
34.862,5.5713,0
29.06,4.6517,0
85.72,5.5129,0
0,5.5869,0
0,5.5757,0
0,5.5485,0
3.9815,5.6417,0
16.513,5.6281,0
31.683,4.952,0
8.8693,4.7755,0
17.214,5.1053,0
47.646,5.0825,0
118.04,4.8958,0
329.54,4.5605,0
617.29,4.2684,1
1009.2,3.9719,1
1109.4,3.9944,1
1012.9,3.9276,1
985.16,3.8299,1
991.64,3.8731,1
969.96,3.7858,1
834.33,3.8502,1
797.49,3.7882,1
722.62,3.6513,1
768.04,3.6304,1
705.91,3.7418,1
661.51,3.7799,1
681.8,3.7826,1
690.79,3.7005,1
761.26,3.6915,1
858.65,3.6424,1
809.18,3.6272,1
817.88,3.6559,1
909.42,3.6474,1
951.16,3.7633,1
1053.8,3.8545,1
953.04,3.8976,1
935.09,3.8321,1
934.13,3.8919,1
862.38,4.1068,1
752.25,4.3961,1
717.06,4.4298,1
699.87,4.6189,1
632.22,4.4259,1
510.29,4.4,1
495.06,4.4583,1
446.51,4.5906,1
489.32,4.3322,1
481.08,4.2758,1
434.75,4.3222,1
384.94,4.3106,1
320.04,4.3546,1
243.39,4.6702,1
187.84,4.7328,1
80.751,4.9132,1
55.537,4.7984,1
110.67,4.9189,1
218.86,4.6726,1
202.39,4.7483,1
122.82,4.6823,1
57.97,4.9696,1
1.1703,5.0869,1
0,5.0537,1
1.3812,5.1532,1
1.5981,5.1351,1
48.449,5.2507,1
59.338,5.3286,1
17.677,5.2196,1
12.829,5.0011,1
33.771,5.0604,1
75.619,4.8844,1
101.37,4.6771,1
101.74,4.7044,1
121.57,4.8314,1
177.11,4.5226,1
200.06,4.5009,1
206.48,4.5546,1
222.71,4.6017,1
245.29,4.6133,1
256.08,4.509,1
272.83,4.4848,1
241.94,4.577,1
216.66,4.7397,1
244.43,4.7141,1
297.63,4.6001,1
320.22,4.5707,1
306.55,4.5662,1
291.49,4.8393,1
331.02,4.8499,1
405.37,4.6998,1
422.46,4.6158,1
415.56,4.5731,1
445.94,4.5585,1
476.93,4.4667,1
466.65,4.5823,1
411.09,4.6449,1
427.96,4.5886,1
398.05,4.5715,1
402.11,4.6714,1
374.63,4.542,1
365.06,4.6547,1
314.02,4.5814,1
347.51,4.5395,1
367.64,4.6811,1
329.97,4.7339,1
282.51,4.6981,1
244.31,4.6348,1
250.14,4.5731,1
253.37,4.7299,1
311.8,4.5649,1
352.05,4.6255,1
385.41,4.7027,1
493.94,4.6817,1
614.23,4.6755,1
762.44,4.5309,1
874,4.8053,1
1229,4.9823,1
1298.9,5.0086,1
1473.4,5.0257,1
1387.1,4.9063,1
1416.9,4.8893,1
1927.2,4.9636,1
2151.5,4.947,1
3657.7,5.0939,1
6031.4,5.2083,1
7185.7,5.2631,1
6977,5.194,1
7107.3,5.2008,1
7007,5.2866,1
5990.9,5.2599,1
6828.1,5.2649,1
6986.9,5.2897,1
6854.5,5.1997,1
6851,5.1182,1
6971.5,5.0652,1
7235.5,5.0634,1
7161,5.0471,1
7253.2,5.1685,1
7210.4,5.2184,1
7541.1,5.2496,1
7516.1,5.2006,1
7915,5.2393,1
7581.2,5.1647,1
7673.8,5.1838,1
7420.9,5.1764,1
7146.5,5.1921,1
7234.2,5.1743,1
7031.1,5.2176,1
7050.3,5.1846,1
6891.8,5.1879,1
7034,5.1671,1
6640,5.111,1
6209.1,5.156,1
7113.3,5.1316,1
6539.7,5.1772,1
6083.3,5.1343,1
5596.7,5.0423,1
5198.8,5.0453,1
4825.8,4.9617,1
5291,4.977,1
5153,4.9764,1
4830,4.9235,1
5209.3,4.979,1
5143,4.9669,1
5063.3,5.0099,1
4466.1,5.0246,1
3724.9,4.8223,1
3930.1,4.9235,1
3004.7,4.7487,1
2952.1,4.7745,1
2760.1,4.7973,1
2949.8,4.9367,1
2331.4,4.6432,1
2137.2,4.5044,1
2641.5,4.9073,1
2073.4,4.5099,1
2048.2,4.5612,1
1784.9,4.5812,1
1937.5,4.6795,1
1673.8,4.6652,1
1619.1,4.5615,1
1713.7,4.6364,1
1679,4.4882,1
1715.9,4.4891,1
1705.7,4.4947,1
1651.9,4.4774,1
1646.6,4.5103,1
1510.4,4.5083,1
1482.1,4.575,1
1537.2,4.7884,1
1298.8,4.6872,1
1300.6,4.6949,1
1283.1,4.8226,1
1099.7,4.7867,1
853.38,4.8071,1
753.28,4.6585,1
648,4.7036,1
555.1,4.7294,1
497.4,4.6922,1
422.64,4.7269,1
375.39,4.7521,1
380.37,4.7716,1
383.16,4.7344,1
364.45,4.779,1
332.47,4.7802,1
321.8,4.7128,1
326.24,4.7149,1
344.87,4.6407,1
340.87,4.6159,1
353.21,4.6426,1
367.01,4.6611,1
345.3,4.6072,1
369.36,4.5878,1
364.76,4.5886,1
371.08,4.5945,1
351.01,4.6487,1
312.76,4.633,1
307.24,4.6884,1
280.04,4.7357,1
263.92,4.5501,1
265.49,4.4921,1
250.73,4.6557,1
190.57,4.624,1
160.53,4.5645,1
137.2,4.6442,1
130.82,4.5552,1
116.03,4.6066,1
113.64,4.6434,1
81.325,4.7857,1
83.542,4.5763,1
45.198,4.8566,1
24.293,4.863,1
60.401,4.8275,1
60.383,4.6248,1
36.323,4.7275,1
31.055,4.8036,1
54.656,4.6979,1
57.352,4.7013,1
57.64,4.6475,1
58.963,4.6642,1
61.664,4.5731,1
56.937,4.7385,1
77.644,4.6393,1
68.536,4.776,1
49.162,4.7643,1
73.599,4.7043,1
91.134,4.5412,1
93.733,4.6004,1
135.68,4.3281,1
124.52,4.3076,1
102.76,4.3906,1
74.915,4.5307,1
77.012,4.5406,1
72.345,4.5723,1
62.979,4.5662,1
65.113,4.563,1
70.012,4.6087,1
63.705,4.6089,1
79.199,4.5909,1
99.011,4.5086,1
143.74,4.4856,1
230.66,4.5411,1
160.38,4.6473,1
31.408,4.8714,0
20.442,4.7332,0
19.818,4.7134,0
23.968,4.9815,0
53.73,5.5034,0
72.687,5.4333,0
72.394,5.4056,0
79.59,5.4829,0
84.61,5.5458,0
82.144,5.5178,0
82.291,5.5239,0
78.108,5.542,0
69.641,5.5344,0
60.353,5.4837,0
51.27,5.5455,0
45.505,5.5349,0
41.26,5.5317,0
36.272,5.4648,0
36.53,5.3724,0
30.76,5.4104,0
24.716,5.4749,0
20.027,5.5189,0
19.086,5.4169,0
13.764,5.443,0
13.367,5.4902,0
12.219,5.5244,0
14.749,5.5241,0
13.187,5.4419,0
12.468,5.5737,0
30.664,5.6306,0
34.704,5.2497,0
144.99,4.9444,0
275.46,4.7264,1
333.63,4.6988,1
395.51,4.5172,1
477.48,4.3508,1
591.37,4.1424,1
662.71,4.0816,1
687.68,4.167,1
726.42,4.0492,1
746.05,4.1277,1
768.49,4.0875,1
751.09,4.0984,1
715.09,4.1747,1
738.84,4.0778,1
730.74,4.1458,1
747.06,4.56,1
711.34,4.777,1
767.69,4.807,1
775.29,4.8708,1
836.57,4.9626,1
817.18,4.9156,1
773.46,5.1008,1
869.25,5.0887,1
1130,5.1289,1
1750.8,5.1236,1
3349.5,5.1587,1
3410.6,5.1692,1
4183.4,5.08,1
4668.2,5.2735,1
5358.2,5.1595,1
5222.5,5.1687,1
6134.9,5.1839,1
5939,5.2189,1
6395.3,5.2481,1
5304.1,5.3223,1
4791,5.2592,1
5303,5.262,1
6270.4,5.3031,1
6540.2,5.3016,1
6123.5,5.279,1
5564.9,5.3145,1
6977.3,5.2739,1
7779,5.2836,1
7015.5,5.2712,1
7459.8,5.2129,1
7943.6,5.3126,1
7742.4,5.2836,1
7873.3,5.2791,1
8842.5,5.2724,1
7984.4,5.24,1
8950.1,5.2831,1
9223.9,5.1476,1
7818.1,5.206,1
7268.1,5.1688,1
7677.6,5.3046,1
6949.4,5.2389,1
7232.2,5.2267,1
7552.1,5.1709,1
7171.3,5.2068,1
6150.6,5.182,1
6218.7,5.2384,1
5966.1,5.2145,1
5844.1,5.2317,1
5972.6,5.1918,1
6010,5.1952,1
5832.7,5.1901,1
5296.8,5.1559,1
4975.7,5.081,1
5442.2,5.0713,1
5487.3,5.0361,1
5417.3,5.0921,1
4798.2,5.0666,1
5600.4,5.1034,1
4518.9,5.0393,1
5254,5.1112,1
4350.6,4.9689,1
4240.5,5.1079,1
4291.4,5.0998,1
4089.7,5.0391,1
4162.4,5.0424,1
3556,4.7863,1
4023.1,4.9935,1
3754.3,4.8231,1
3855.4,4.9883,1
3798.3,4.9016,1
3693.1,4.889,1
3692,4.7991,1
3782.6,4.8491,1
3545,4.7234,1
4110.5,4.8931,1
4217.6,4.8624,1
4180.3,4.7814,1
4446.6,4.953,1
3497.5,4.6999,1
4058.7,4.9138,1
3025.4,4.6326,1
2669.5,4.511,1
2568.2,4.6623,1
2164.6,4.3587,1
2452.6,4.7486,1
2430.8,4.7031,1
2490.8,4.6525,1
2074.3,4.4988,1
2023.6,4.4456,1
2305.4,4.8493,1
1716,4.7086,1
1465.7,4.6952,1
1200.2,4.8771,1
1022.5,4.7123,1
935.82,4.7373,1
801.01,4.7856,1
654.1,4.8332,1
612.76,4.7486,1
654.46,4.6133,1
677.64,4.697,1
639.43,4.7823,1
500.85,4.5773,1
333.9,4.7882,1
189.2,4.9083,1
65.626,5.0242,1
41.596,4.9324,1
38.275,5.0061,1
0,5.113,1
6.7108,5.1155,1
19.447,5.1208,1
5.9538,5.1564,1
0,5.1301,1
28.102,5.1053,1
44.684,5.0282,1
31.313,4.9894,1
75.516,5.0772,1
175.91,4.9344,1
187.98,4.9456,1
205.08,4.7474,1
223.22,4.8863,1
243.07,4.8665,1
337.91,4.7258,1
419.96,4.5486,1
471.87,4.4234,1
518.75,4.3945,1
557.06,4.4322,1
730.31,4.3221,1
771.02,4.2897,1
766.78,4.3002,1
796.78,4.2511,1
782.79,4.2174,1
807.59,4.1957,1
836.83,4.218,1
821.35,4.2831,1
747.78,4.3611,1
669.93,4.442,1
681.65,4.5275,1
615.02,4.48,1
610.67,4.5043,1
560.87,4.5693,1
508.2,4.6679,1
548.54,4.5055,1
551.8,4.4863,1
570.16,4.441,1
567.28,4.4334,1
558.33,4.4042,1
551.17,4.418,1
545.33,4.3586,1
529.68,4.3644,1
542.79,4.3046,1
565.29,4.3144,1
559.19,4.3819,1
451.88,4.5349,1
409.72,4.5726,1
411.01,4.6887,1
318.74,4.7032,1
295.3,4.7204,1
364.36,4.6897,1
69.45,4.7257,0
35.588,4.876,0
28.988,4.9575,0
25.631,5.0199,0
40.116,5.4654,0
60.091,5.4889,0
73.446,5.4718,0
78.082,5.4767,0
81.57,5.5361,0
83.016,5.5709,0
82.268,5.5714,0
77.724,5.5959,0
74.84,5.6239,0
71.192,5.5846,0
69.239,5.5909,0
63.531,5.6031,0
57.341,5.5159,0
51.584,5.4835,0
47.212,5.2963,0
41.351,5.5208,0
35.965,5.5062,0
29.601,5.4862,0
25.281,5.5017,0
20.467,5.5106,0
15.595,5.5829,0
21.858,5.4847,0
23.122,5.476,0
21.048,5.4956,0
20.148,5.4731,0
20.051,5.5284,0
31.051,5.562,0
43.234,5.2188,0
0,4.5492,0
28.289,4.8597,0
60.376,4.9852,0
216.47,4.7482,1
328.43,4.6196,1
393.28,4.4739,1
464.4,4.4413,1
538.85,4.1877,1
621.47,3.9926,1
621.95,4.0543,1
602.55,4.0861,1
552.47,4.0568,1
577.94,4.0522,1
636.79,4.0285,1
620.87,4.0128,1
582.63,3.9927,1
646.49,4.0107,1
662.89,4.0148,1
674.39,3.968,1
643.98,4.0594,1
640.24,4.0438,1
613.56,4.0464,1
537.28,4.1886,1
619.19,4.575,1
565.6,4.6649,1
567.68,4.7038,1
586.61,4.5885,1
661.9,4.6311,1
769.14,4.5736,1
748.8,4.617,1
611.03,4.7596,1
586.44,4.8858,1
741.24,4.9173,1
823,4.9595,1
973.31,4.9407,1
1424.1,5.005,1
2088.7,5.1606,1
2857.4,5.1734,1
3365.8,5.1458,1
3250.5,5.1761,1
4007.7,5.2224,1
3647.8,5.1274,1
3971,5.2022,1
3487.8,5.1348,1
3146.9,5.0991,1
3892.7,5.288,1
6021.2,5.1929,1
5506.8,5.2916,1
6019.5,5.2281,1
5925.4,5.2374,1
5203.6,5.3452,1
5440.1,5.2792,1
5927.9,5.2614,1
6717.7,5.3357,1
5616,5.2198,1
5029.3,5.232,1
5042.7,5.254,1
4982.7,5.2138,1
4956.8,5.2151,1
5188.8,5.2667,1
4413.7,5.2215,1
5452.7,5.111,1
4493,5.1278,1
3976.2,5.2525,1
4523.4,5.148,1
4358.2,5.1207,1
4663.8,5.1359,1
4679.2,5.0844,1
4369,5.0968,1
3971.7,5.0619,1
4168,5.093,1
4962.3,5.069,1
4637.4,5.0955,1
4560.9,5.0816,1
4830.5,5.0808,1
4827.4,5.1745,1
4365.6,5.1492,1
4633.9,5.2002,1
4233,5.2373,1
4316.8,5.1142,1
4359.1,5.1069,1
4091,5.1184,1
3558.2,5.1337,1
2945.5,5.1078,1
2494.3,5.0035,1
1709,5.0246,1
2140.7,5.0625,1
2856.5,4.9866,1
2047.6,5.0765,1
2442.8,5.2037,1
2238.2,5.1758,1
1950.2,5.0384,1
1898.5,4.9894,1
2065.6,5.1244,1
2149.8,5.0828,1
2030.5,4.8747,1
2482.5,5.1374,1
1973.2,5.1716,1
1720.2,4.9838,1
1991.3,5.1168,1
2590.7,5.1191,1
2307.7,5.1926,1
1928.6,5.1456,1
1977,5.0548,1
2238.8,5.2156,1
2818.2,5.2095,1
2612.1,5.1646,1
2323.9,5.106,1
1764.4,5.0079,1
1636.9,4.9966,1
2383.1,5.1386,1
2167.4,5.0737,1
1835.1,4.9914,1
2136.4,4.9897,1
2591.5,5.1338,1
1538.5,5.0725,1
2551.5,5.1493,1
1909.4,4.9589,1
1756.3,5.0321,1
2398.9,5.1375,1
2805.4,5.1385,1
1460.9,5.0213,1
1380.4,5.0247,1
1957.7,4.9958,1
1172.7,5.1428,1
1898,5.0579,1
1732.5,5.0471,1
2353.5,5.0706,1
1296.1,4.882,1
2045.3,5.0367,1
1056.3,4.943,1
890.94,4.9352,1
825.49,5.0587,1
658.13,4.6273,1
788.46,5.0109,1
481.89,4.8734,1
371.55,4.8699,1
658.8,5.1262,1
701.93,5.108,1
649.46,4.8871,1
599.64,4.6653,1
557.98,4.6257,1
517.4,4.5834,1
388.88,4.6622,1
323.62,4.6445,1
323.67,4.618,1
342.75,4.4522,1
283.22,4.3771,1
211.18,4.4141,1
135.58,4.6381,1
105.16,4.616,1
69.877,4.6277,1
16.472,4.6814,1
21.329,4.7651,0
35.81,4.8071,0
30.154,4.67,0
27.269,4.588,0
34.04,4.6572,0
30.011,5.0104,0
18.637,5.1957,0
16.343,5.4649,0
15.77,5.3137,0
15.51,5.4709,0
15.397,5.4744,0
14.618,5.4852,0
15.538,5.5089,0
14.713,5.3393,0
15.928,5.419,0
26.231,4.743,0
23.496,4.596,0
15.965,5.4028,0
17.971,5.3746,0
23.089,5.4567,0
16.15,5.3846,0
19.679,5.5882,0
70.621,5.5433,0
50.289,5.3678,0
41.238,5.6155,0
46.696,5.6697,0
54.407,5.6208,0
55.019,5.5567,0
61.455,5.5836,0
63.348,5.6469,0
64.299,5.5804,0
63.707,5.5218,0
62.023,5.5862,0
63.59,5.5444,0
56.789,5.5404,0
53.353,5.5845,0
46.706,5.6184,0
30.565,5.4489,0
24.599,5.4518,0
20.879,5.3886,0
17.99,5.4828,0
17.821,5.3723,0
15.478,5.4276,0
13.841,5.5909,0
13.813,5.5527,0
15.417,5.3929,0
15.515,5.563,0
15.835,5.6495,0
16.478,5.7005,0
15.655,5.6923,0
14.542,5.5221,0
13.011,5.6771,0
18.59,5.6225,0
16.433,5.6305,0
14.683,5.5974,0
17.561,5.4491,0
21.291,5.4591,0
64.015,5.2879,0
73.861,4.9195,0
215.81,4.6716,0
328.59,4.5061,1
533.73,4.386,1
537.37,4.1967,1
524.27,3.8909,1
466.58,3.8008,1
436.74,3.8872,1
413.39,3.8665,1
376,3.7996,1
390,3.8157,1
394.54,3.8196,1
397.1,3.8445,1
433.71,3.8666,1
451.11,3.9167,1
500.16,3.8379,1
548.22,3.8639,1
589.49,3.8482,1
681.94,3.9431,1
784.67,3.9811,1
839.38,3.932,1
826.8,3.9609,1
853.08,4.0544,1
887.57,3.9544,1
917.29,4.0762,1
951.12,4.1492,1
942.24,4.4376,1
948.1,4.6669,1
861.92,4.8417,1
814.09,4.9846,1
923.97,4.9074,1
1035.9,4.8096,1
1097,4.7738,1
911.65,4.9485,1
690.73,4.9158,1
908.91,4.9817,1
1344,4.8007,1
1249.8,4.9432,1
1314.8,5.0198,1
1694.5,5.0752,1
2617.6,5.2589,1
3652.1,5.1158,1
2856.9,5.2372,1
3971.1,5.2402,1
5229.3,5.1395,1
5445.8,5.2205,1
5361.3,5.2469,1
4261.4,5.3026,1
5741.2,5.227,1
5621.9,5.2685,1
5676.2,5.259,1
5016.7,5.2637,1
4281.3,5.2375,1
4747.7,5.2388,1
3860.3,5.3642,1
4328.5,5.1996,1
3681.1,5.2084,1
4120.8,5.2239,1
4066.5,5.2229,1
5482.5,5.2413,1
6072.5,5.2375,1
5158.6,5.2283,1
5087.1,5.201,1
5723.5,5.1696,1
4076.5,5.1232,1
4943.7,5.1028,1
3683.9,5.1104,1
4114.1,4.9854,1
2953.6,5.0597,1
2922.3,4.8964,1
2620.7,4.8503,1
2601.6,4.8734,1
2507.8,4.959,1
2128.1,4.9353,1
1850,4.9472,1
1451,4.8815,1
1633.9,4.8562,1
1774.2,4.448,1
2064.6,4.2019,1
2078.8,4.0841,1
2051,4.0786,1
1866.6,4.023,1
1801.2,3.9935,1
1820.1,3.9285,1
1910.2,3.758,1
1684.8,3.8225,1
1151.6,3.9228,1
1015.9,3.9025,1
1033.8,3.8252,1
1068.9,3.768,1
1072.6,3.7935,1
1043.9,3.7746,1
994.34,3.8209,1
972.85,3.7609,1
892.76,3.6925,1
720.53,3.7116,1
567.29,3.7027,1
534.68,3.6496,1
446.34,3.653,1
397.27,3.6856,1
458.78,3.5908,1
402.88,3.8344,1
442.83,3.7893,1
505.32,3.6892,1
443.11,3.8095,1
308.46,3.9223,1
313.35,3.8,1
241.95,3.9036,1
174.57,4.0114,1
139.19,4.0416,1
95.31,4.1355,1
89.923,4.1524,1
56.613,4.3126,1
14.911,4.5023,1
0,4.6765,1
13.573,4.6943,1
34.658,4.7835,1
49.754,4.975,1
39.68,4.8717,0
59.6,4.5214,0
36.482,4.2858,0
31.384,4.9229,0
24.49,5.221,0
21.026,5.2226,0
18.629,5.207,0
19.107,5.5533,0
36.897,5.3842,0
25.129,5.5944,0
27.849,5.6503,0
63.829,5.4572,0
49.083,5.6223,0
48.966,5.687,0
52.383,5.6963,0
56.495,5.6581,0
53.041,5.6838,0
54.17,5.6233,0
51.848,5.5785,0
52.709,5.5988,0
43.713,5.5486,0
42.584,5.6063,0
33.699,5.6151,0
31.134,5.5723,0
26.273,5.4988,0
23.42,5.4743,0
21.481,5.5824,0
18.974,5.6651,0
18.487,5.6241,0
1.1066,4.9522,0
0,5.5621,0
0,5.6064,0
0,5.602,0
5.0609,5.656,0
18.134,5.6262,0
33.078,4.929,0
11.07,4.7765,0
19.488,5.105,0
50.404,5.0817,0
120.41,4.8945,0
331.69,4.5606,0
621.3,4.2736,1
1010.8,3.9688,1
1108,3.9927,1
1017,3.9321,1
990.85,3.829,1
994.82,3.8751,1
971.05,3.7826,1
835.6,3.8444,1
798.37,3.7879,1
725.94,3.6481,1
770.75,3.6312,1
708.05,3.7423,1
663.24,3.7784,1
683.49,3.7832,1
693.27,3.6982,1
763.58,3.6916,1
860.82,3.6383,1
812.58,3.6266,1
819.72,3.6558,1
911.65,3.6461,1
954.04,3.7653,1
1056.3,3.8529,1
953.94,3.8983,1
937.28,3.8299,1
936.54,3.8916,1
865.17,4.1061,1
755.72,4.3952,1
719.03,4.4298,1
700.37,4.6198,1
635.77,4.425,1
512.69,4.4015,1
496.23,4.4583,1
450.57,4.5927,1
492.03,4.3301,1
482.91,4.2755,1
435.73,4.3233,1
387.24,4.3083,1
322.86,4.3547,1
246.11,4.6695,1
189.65,4.7329,1
82.898,4.9105,1
58.2,4.7966,1
112.39,4.9203,1
220.33,4.6713,1
205.42,4.7497,1
125.27,4.6842,1
60.546,4.9676,1
3.4133,5.0888,1
0,5.0517,1
1.5833,5.1495,1
2.0438,5.1352,1
48.867,5.2497,1
59.897,5.3279,1
18.132,5.2196,1
13.466,4.9969,1
34.788,5.0569,1
77.082,4.8816,1
101.75,4.6719,1
101.37,4.6936,1
123.87,4.8204,1
177.08,4.508,1
200.44,4.487,1
206.01,4.5442,1
226.72,4.587,1
247.47,4.601,1
254.57,4.5032,1
271.28,4.4705,1
241.9,4.5697,1
218.24,4.7261,1
245.25,4.7037,1
297.05,4.5931,1
321.24,4.5663,1
307.72,4.5613,1
293.57,4.8344,1
332.28,4.8473,1
405.6,4.6976,1
423.54,4.6149,1
416.25,4.5726,1
445.87,4.5591,1
479.02,4.4651,1
466.52,4.5806,1
411.93,4.6416,1
429.06,4.5848,1
399.63,4.5615,1
402.89,4.6713,1
375.78,4.541,1
365.65,4.6554,1
314.84,4.5794,1
347.83,4.5385,1
368.35,4.6791,1
330.51,4.7355,1
282.09,4.6964,1
243.53,4.6396,1
250.6,4.5721,1
253.89,4.7279,1
312.25,4.5678,1
353.19,4.6201,1
385.29,4.7012,1
494.97,4.6829,1
615.85,4.6753,1
762.6,4.5311,1
873.7,4.8055,1
1228.1,4.9827,1
1297.7,5.0093,1
1473.5,5.0254,1
1386.4,4.9057,1
1416.5,4.8903,1
1926.7,4.9628,1
2152.2,4.947,1
3658.2,5.0939,1
6032.3,5.2083,1
7184.5,5.2629,1
6976,5.1938,1
7107.7,5.2007,1
7008,5.2866,1
5991.8,5.2599,1
6828.9,5.2651,1
6987.4,5.2898,1
6855.3,5.1997,1
6851.7,5.1182,1
6972.3,5.065,1
7236.7,5.0633,1
7160.8,5.0473,1
7254.7,5.1688,1
7208.8,5.218,1
7541.1,5.2497,1
7518.4,5.2008,1
7914.8,5.2391,1
7581.3,5.1647,1
7674.6,5.1838,1
7420,5.1762,1
7148,5.1922,1
7234.8,5.1744,1
7031.3,5.2175,1
7050.5,5.1846,1
6891.8,5.1878,1
7033.9,5.1672,1
6641.4,5.111,1
