@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,4-6'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute normalizedSpectralEntropy numeric
@attribute class {0,1}

@data
132.55,4.1436,0
9.1608,4.7723,0
0,4.7517,0
25.055,4.905,0
41.952,5.0161,0
25.211,4.649,0
11.456,4.6452,0
13.26,4.835,0
43.141,4.6181,0
144.7,4.6535,0
179.78,4.8378,0
238.44,4.7778,1
331.61,4.673,1
340.45,4.6234,1
391.87,4.6272,1
492.25,4.4248,1
489.97,4.3428,1
422.24,4.4133,1
493.94,4.3982,1
424.77,4.3962,1
535.46,4.3959,1
495.66,4.4102,1
496.47,4.361,1
445.61,4.3012,1
553.84,4.2617,1
473.87,4.3732,1
518.27,4.2974,1
506.74,4.3549,1
559.32,4.348,1
625.33,4.2516,1
462.37,4.3643,1
520.82,4.6797,1
396.2,4.8309,1
466.64,4.7824,1
439.57,4.6683,1
576.54,4.6935,1
586.88,4.6771,1
748.72,4.6501,1
544.37,4.7748,1
387.15,4.9807,1
586.43,4.9509,1
621.46,4.9968,1
748.17,4.9734,1
1047.7,5.0298,1
1568.5,5.1604,1
2028.8,5.1829,1
2514.4,5.1598,1
2363.8,5.1939,1
3100.7,5.2147,1
2623.8,5.1269,1
2928.4,5.193,1
2642.3,5.1388,1
2249.4,5.1193,1
2840.9,5.2901,1
4837.4,5.1824,1
4110.3,5.2829,1
4725.7,5.2092,1
4452.4,5.2442,1
3817.1,5.3507,1
4341,5.2908,1
4619.8,5.2748,1
5193.6,5.3325,1
4347.4,5.2222,1
3764.1,5.2473,1
3754.8,5.2366,1
3993.6,5.2358,1
3584.3,5.2274,1
4002.3,5.2839,1
3373.6,5.2333,1
4135,5.0985,1
3627.8,5.1269,1
3182.4,5.2521,1
3618.8,5.1,1
3607.3,5.0932,1
3716.4,5.1556,1
3919,5.0686,1
3489.6,5.1015,1
2993.4,5.0899,1
3263.8,5.0902,1
3895.5,5.0359,1
3538.1,5.0938,1
3540,5.0825,1
3668.4,5.0755,1
3714.7,5.17,1
3535.6,5.1306,1
3486.2,5.2082,1
3313.7,5.2078,1
3248.7,5.0707,1
3233.6,5.09,1
3257.1,5.0905,1
2727.5,5.1449,1
2230,5.1185,1
1813.9,5.0408,1
1325.5,5.0473,1
1563.3,5.102,1
2029.8,5.0338,1
1433.7,5.114,1
1748.1,5.2182,1
1584,5.2076,1
1433,5.0631,1
1363.5,5.045,1
1425,5.161,1
1547.4,5.1237,1
1484.4,4.916,1
1806.2,5.1786,1
1414.1,5.2038,1
1276.1,5.0155,1
1401.8,5.159,1
2000,5.1308,1
1784.4,5.196,1
1334.6,5.1864,1
1395.9,5.0918,1
1618.1,5.2436,1
2221,5.2067,1
1992,5.1715,1
1717.1,5.1135,1
1325.9,5.0528,1
1140.1,5.0628,1
1678.2,5.1534,1
1804.9,5.0908,1
1345.8,5.0462,1
1540.5,5.0554,1
2064.9,5.1273,1
1122.3,5.0941,1
1893.7,5.1314,1
1371.6,5.0264,1
1250,5.0495,1
1869.5,5.0854,1
2184.7,5.1012,1
1011.7,5.062,1
934.06,5.1028,1
1434.7,5.0513,1
802.03,5.2079,1
1421.5,5.0726,1
1303.7,5.0801,1
1798.5,5.0754,1
1019.9,5.0018,1
1521.7,5.0468,1
758.75,5.0241,1
704.65,5.021,1
616.18,5.1086,1
530.75,4.8229,1
555.98,5.062,1
473.27,4.9125,1
282.63,5.0613,1
442.45,5.2336,1
490.73,5.1662,1
621.93,4.9192,1
488.97,4.8683,1
439.98,4.8205,1
412.27,4.8052,1
302.2,4.8536,1
378.84,4.7292,1
217.39,4.8925,1
252.54,4.729,1
238.21,4.6584,1
141.48,4.7646,1
186.16,4.7303,1
136.48,4.7443,1
86.302,4.808,1
62.683,4.7466,1
29.593,4.7632,0
94.287,4.5341,0
56.546,4.7131,0
34.657,5.0422,0
39.119,5.0662,0
35.396,4.9339,0
43.068,5.0136,0
55.803,4.3266,0
24.541,4.8758,0
2.6213,4.7224,0
0,4.7931,0
51.589,4.5097,0
10.498,4.751,0
7.7558,4.7745,0
5.1325,4.7294,0
23.918,4.9094,0
0,4.71,0
26.007,4.7287,0
41.612,5.0197,0
41.943,4.531,0
39.193,4.5577,0
35.917,4.5664,0
5.1321,4.7547,0
37.967,4.6076,0
83.914,4.4088,0
0.29973,4.7758,0
14.234,4.8389,0
30.984,5.0107,0
45.384,5.0713,0
43.914,4.5192,0
3.8616,4.8341,0
14.667,4.935,0
16.989,5.0045,0
41.424,4.686,0
36.295,5.0621,0
35.737,5.0118,0
20.781,4.903,0
18.805,4.9246,0
16.003,4.7003,0
45.66,4.6267,0
0.90538,4.7245,0
14.378,4.7794,0
27.688,4.6611,0
1.7156,4.7833,0
34.27,4.9694,0
62.218,4.4413,0
11.725,4.8049,0
15.237,4.6442,0
60.181,4.4953,0
18.013,4.8063,0
44.997,5.0402,0
9.2985,4.7345,0
41.494,4.5769,0
31.755,4.5633,0
17.287,4.6744,0
29.986,4.9672,0
3.1603,4.7629,0
22.079,5.1378,0
48.799,5.051,0
169.66,4.8141,0
279.41,4.6844,1
433.9,4.5884,1
397.54,4.4107,1
462.64,4.2705,1
390.74,4.2784,1
417.54,4.2925,1
297.46,4.3779,1
381.69,4.2117,1
352.94,4.2568,1
319.63,4.3487,1
420.8,4.268,1
378.37,4.2848,1
387.46,4.3386,1
439.91,4.2952,1
492.06,4.2777,1
460.18,4.3042,1
615.69,4.2933,1
650.87,4.3052,1
593.52,4.2882,1
642.52,4.275,1
701.99,4.3355,1
697.45,4.2942,1
738.17,4.3534,1
727.43,4.4562,1
767.39,4.5821,1
830.68,4.7396,1
635.16,4.9031,1
676.62,4.9847,1
688.01,4.9423,1
723.15,4.8744,1
767.58,4.8617,1
695.38,4.9806,1
540.61,4.9519,1
639.88,5.0465,1
963.42,4.8947,1
853.65,5.0298,1
962.03,5.0752,1
1137,5.122,1
1761.1,5.2551,1
2617.3,5.1131,1
2007,5.2403,1
2971.2,5.2252,1
4083.8,5.109,1
4291.6,5.2024,1
4126.3,5.2327,1
3106.9,5.3041,1
4324.7,5.2334,1
4520.9,5.2589,1
4451.6,5.2438,1
3748.3,5.2601,1
3080.3,5.2328,1
3649.5,5.2444,1
2853.2,5.363,1
3320.3,5.1762,1
2748.3,5.2129,1
3117.4,5.2305,1
3126.3,5.2107,1
4053,5.2344,1
4710.6,5.2233,1
3973.4,5.2212,1
3770,5.2019,1
4329.3,5.1618,1
2991.3,5.1221,1
3649.1,5.1073,1
2605.8,5.1316,1
2971.8,4.998,1
2058.7,5.0792,1
2217.5,4.911,1
1868.9,4.8918,1
1935.2,4.9198,1
1899.8,4.9752,1
1598.8,4.9824,1
1381.5,4.99,1
1081.8,4.9448,1
1223.6,4.9336,1
1326.2,4.5264,1
1444.5,4.3733,1
1536.6,4.3061,1
1646.5,4.2664,1
1401.7,4.2727,1
1345.9,4.3143,1
1277.1,4.2371,1
1409.1,4.0936,1
1326.6,4.1291,1
861.59,4.3443,1
733.06,4.3815,1
789.2,4.2651,1
859.14,4.2767,1
884.4,4.2503,1
844.56,4.2131,1
763.32,4.2689,1
814.02,4.2316,1
669.24,4.2453,1
522.02,4.2511,1
436.47,4.3363,1
369.75,4.3946,1
363.4,4.3292,1
351.83,4.3716,1
290.86,4.3533,1
341.1,4.44,1
428.21,4.327,1
452.53,4.2989,1
357.18,4.3704,1
266.36,4.4579,1
251.69,4.4244,1
146.09,4.6209,1
132.04,4.6033,1
176.75,4.4281,1
100.18,4.6463,1
217.63,4.3944,1
180.6,4.4287,1
35.942,4.8479,1
13.284,4.9047,1
60.2,4.7458,1
84.339,4.4661,1
25.752,4.9728,1
16.564,4.9223,0
83.358,4.6594,0
81.574,4.5276,0
27.338,4.9559,0
18.802,4.869,0
14.268,4.8339,0
28.005,4.6064,0
29.632,5.0116,0
30.482,4.9296,0
14.497,4.8558,0
7.9269,4.798,0
35.614,5.0358,0
27.769,4.9425,0
41.285,4.6028,0
54.899,4.4825,0
7.3514,4.7226,0
31.464,4.6371,0
5.4065,4.7753,0
10.676,4.6678,0
23.951,4.8933,0
1.3436,4.8593,0
27.016,5.0497,0
28.627,5.0353,0
30.734,5.0545,0
12.25,4.8796,0
17.008,4.8554,0
40.382,5.0987,0
28.72,4.9798,0
68.186,5.2805,0
70.234,5.4407,0
0,4.9653,0
18.663,4.8974,0
38.167,4.8065,0
0,5.1412,0
14.686,5.2359,0
0.072851,5.1152,0
92.018,4.9633,0
127.28,4.9554,0
240.84,4.9704,0
144.73,5.0738,0
322.05,4.8314,0
580.54,4.6371,1
808.81,4.4521,1
954.5,4.3899,1
822.28,4.2519,1
1099.2,4.2375,1
908.7,4.2598,1
905.62,4.2727,1
925.11,4.2765,1
702.74,4.3349,1
613.62,4.3525,1
702.12,4.4325,1
746.29,4.3715,1
831.77,4.4344,1
755.02,4.4423,1
780.95,4.5136,1
981.67,4.3483,1
957.78,4.3577,1
822.21,4.3797,1
823.86,4.5106,1
1059.9,4.4184,1
1125.3,4.3853,1
1184.3,4.3956,1
952.71,4.4233,1
812.04,4.571,1
1014.2,4.4418,1
787.24,4.6291,1
881.67,4.6763,1
844.45,4.6535,1
480.29,4.948,1
647.63,4.7675,1
934.91,4.6589,1
554.19,4.8335,1
659.23,4.7576,1
780.09,4.6659,1
642.23,4.6665,1
437.18,4.7473,1
761.92,4.5874,1
488.62,4.7139,1
412.85,4.7841,1
464.31,4.8079,1
272.98,4.8725,1
227.66,4.9562,1
409.92,4.7841,1
391.27,4.8068,1
358.85,4.8212,1
378.75,4.7962,1
169.86,4.9974,1
215.19,4.9704,1
142.69,5.0077,1
380.45,4.8245,1
483.96,4.6811,1
444.29,4.6187,1
276.11,4.7941,1
322.88,4.96,1
648.8,4.7524,1
354.43,4.9175,1
440.97,4.9185,1
311.72,4.8542,1
431.43,4.8834,1
653.68,4.7843,1
528.79,4.7908,1
464.74,4.8309,1
480.26,4.7077,1
446.33,4.9145,1
612.21,4.8639,1
481.61,4.8931,1
542.13,4.9122,1
380.03,5.0259,1
276.75,5.0993,1
610.37,4.9187,1
594.88,4.9219,1
653.07,4.8852,1
517.4,4.973,1
632.55,4.946,1
340.27,5.1269,1
468.6,5.0922,1
495.11,4.9993,1
513.18,4.9894,1
450.68,5.0306,1
638.72,4.8778,1
551.11,4.9503,1
418.43,5.0118,1
478.41,4.9848,1
545.18,4.9448,1
407.15,5.0428,1
339.43,5.0463,1
531.42,4.9404,1
590.63,4.8743,1
310.7,5.0439,1
369.23,5.0327,1
480.39,5.0071,1
877.16,4.7504,1
326.12,5.1028,1
647.16,5.2511,1
555.39,5.3426,1
450.71,5.3808,1
577.27,5.3359,1
773.74,5.2193,1
715.9,5.2192,1
759.56,5.2834,1
946.65,5.168,1
1083.8,5.162,1
1139.4,5.2383,1
1062.3,5.2663,1
1336.9,5.2266,1
1297.6,5.1077,1
1064.1,5.1823,1
1419.3,5.1313,1
1710.1,5.1044,1
2907.3,5.1559,1
4724.6,5.1828,1
5935.1,5.2615,1
5705,5.1644,1
5859,5.1751,1
5823.2,5.2918,1
4814.4,5.241,1
5696.8,5.273,1
5692.3,5.2769,1
5722.5,5.1999,1
5569.2,5.1091,1
5496.4,5.0546,1
5601.4,5.0147,1
5857.8,5.034,1
5939.8,5.1602,1
5968.5,5.1895,1
6315.1,5.2382,1
6253.1,5.1938,1
6593.7,5.2374,1
6198.1,5.1644,1
6305.2,5.196,1
5928.1,5.1528,1
5824.6,5.1846,1
5832.7,5.1594,1
5802.6,5.2051,1
5677.8,5.1662,1
5697.4,5.1885,1
5649.3,5.1579,1
5400.2,5.1004,1
5113.4,5.1279,1
5887.8,5.1281,1
5627.7,5.1696,1
5206.2,5.1394,1
4596.2,5.1045,1
4223.2,5.0907,1
4234,4.9659,1
4363.5,5.0094,1
4191.9,5.0068,1
4105.5,4.9074,1
4294.8,5.0064,1
4027.9,4.9466,1
4128.8,5.043,1
3668.1,5.0299,1
3053.4,4.8479,1
3072.2,4.9802,1
2507.8,4.8327,1
2379.9,4.8303,1
2225.5,4.911,1
2316.7,5.0358,1
1930.4,4.8504,1
1650.9,4.7681,1
1943.4,4.9983,1
1811.9,4.781,1
1643.8,4.7825,1
1463.7,4.8061,1
1560.7,4.8788,1
1440.4,4.8792,1
1381.2,4.8341,1
1560,4.8788,1
1541.8,4.7804,1
1462.6,4.7754,1
1504.1,4.8129,1
1545.9,4.7942,1
2132.6,4.6581,1
1715.7,4.7549,1
1734.2,4.7987,1
1508.1,4.9173,1
1407.8,4.8995,1
1647.8,4.811,1
1202.9,4.9829,1
1075.2,4.9753,1
921.65,5.0009,1
866.88,4.9201,1
760.7,4.9389,1
575.2,5.0121,1
580.74,5.0575,1
613.31,4.9518,1
577.68,4.9324,1
995.07,4.7201,1
1008.4,4.7183,1
597.94,4.9073,1
575.79,4.8854,1
588.12,4.8339,1
421.88,5.0555,1
387.8,5.0225,1
353.74,4.9969,1
631.17,4.799,1
586.31,4.8853,1
485.6,4.944,1
451.71,4.9385,1
683.08,4.773,1
745.01,4.7743,1
658.89,4.75,1
478.67,4.8029,1
452.09,4.9239,1
637.99,4.6392,1
531.93,4.824,1
341.14,4.8765,1
242.17,4.9468,1
301.35,4.9613,1
276.13,4.9437,1
313.64,4.8652,1
341.54,4.8143,1
321.63,4.7915,1
619.55,4.5413,1
522.74,4.6377,1
380.68,4.7709,1
313.18,4.8217,1
425.18,4.6954,1
422.8,4.7076,1
319.03,4.8672,1
412.2,4.8199,1
422.84,4.9268,1
459.14,4.8216,1
372.92,4.8391,1
485.96,4.8199,1
270.59,4.9412,1
230.84,5.0777,1
284.92,5.0456,1
374.58,4.8781,1
313.42,5.0764,1
324.23,4.9717,1
465.2,4.8731,1
439.92,4.9158,1
280.34,5.0105,1
160.26,5.0444,1
226.28,5.0173,1
125.77,5.0229,1
69.77,5.0217,1
225.4,4.9238,1
80.667,5.0297,1
10.89,5.042,1
82.652,4.9721,1
71.239,5.0143,1
100.49,4.9404,1
93.292,4.9266,1
35.359,4.9386,1
94.797,4.8786,1
140.56,4.9167,1
136.4,4.8766,1
0,5.1297,0
45.198,4.9791,0
91.335,4.7804,0
125.98,4.7429,0
215.61,4.6999,0
134.88,4.8494,0
30.831,5.1499,0
68.52,5.1076,0
45.737,5.0809,0
24.728,5.1712,0
32.273,5.1118,0
0,5.2621,0
141.9,4.9465,0
194.49,4.6944,0
25.152,5.0768,0
4.665,5.0678,0
27.401,5.0484,0
0,5.1396,0
9.8061,5.0868,0
50.557,4.9565,0
44.599,4.9806,0
0,5.2094,0
103.8,4.9182,0
73.737,4.9377,0
14.825,5.0283,0
12.916,5.0668,0
1.1352,5.1525,0
0.43609,5.1517,0
135.54,4.8972,0
117.87,4.8731,0
56.205,5.2003,0
114.23,5.2081,0
322.7,4.9739,1
269.16,5.0345,1
469.67,4.8549,1
433.49,4.8312,1
571.31,4.6679,1
596.04,4.7371,1
567.75,4.6808,1
639.45,4.6249,1
623.05,4.6732,1
644.65,4.6827,1
685.51,4.662,1
682.44,4.717,1
751.12,4.5583,1
787.67,4.5826,1
648.35,4.7306,1
635.72,4.8842,1
732.4,4.8792,1
851.35,4.8442,1
690.63,5.0619,1
620.68,5.0832,1
687.96,5.0779,1
716.77,5.1411,1
968.76,5.1444,1
1435.6,5.1464,1
2485.1,5.2034,1
2548,5.1963,1
3303.6,5.1075,1
3618.2,5.2789,1
4180.6,5.1456,1
4042.4,5.156,1
4926.9,5.1794,1
4700,5.2189,1
5253.6,5.2273,1
4223.7,5.3043,1
3870,5.2668,1
4118,5.2422,1
4969.9,5.2951,1
5413.5,5.3062,1
5037.3,5.2963,1
4365.6,5.3025,1
5508.3,5.2731,1
5804.5,5.2846,1
5629.7,5.2859,1
5871.5,5.1908,1
6558.5,5.2898,1
6361.7,5.261,1
6750.1,5.2577,1
7342.7,5.2345,1
6666.2,5.2274,1
7445.5,5.257,1
7737.8,5.1418,1
6673.9,5.2189,1
5817.8,5.189,1
6449.3,5.3031,1
5932.7,5.2117,1
6007.4,5.2416,1
6300.7,5.1502,1
5829.8,5.1905,1
5063.4,5.1685,1
4984.2,5.2126,1
4918,5.2211,1
4701.4,5.2186,1
4864.1,5.2007,1
4799.1,5.1508,1
4745.5,5.1651,1
4152.8,5.1422,1
3972.4,5.0513,1
4404.7,5.0669,1
4302,5.0325,1
4329,5.0696,1
3665.1,5.0586,1
4478.2,5.086,1
3603.7,5.0423,1
4199.4,5.0783,1
3536.4,4.9759,1
3543.1,5.1413,1
3504.4,5.1163,1
3413.9,5.0742,1
3361.3,5.0834,1
2909.9,4.8311,1
3159.9,5.0347,1
3322.6,4.8852,1
3129.5,5.0407,1
3119,4.9805,1
2918.4,4.9303,1
2968.1,4.8667,1
3112.2,4.8733,1
3017.5,4.7896,1
3469.7,4.912,1
3679.3,4.9061,1
3530.5,4.8041,1
3633.8,4.9732,1
2939.1,4.7343,1
3321.3,4.924,1
2521.8,4.7651,1
2252.5,4.6691,1
2091.7,4.8062,1
1832.7,4.6757,1
1951.9,4.8968,1
1923.1,4.91,1
2167.8,4.8735,1
1741.9,4.7882,1
1770.2,4.7397,1
1752.2,5.0016,1
1475.4,4.9439,1
1217,4.9498,1
1148.4,5.0634,1
874.54,4.9606,1
759.35,5.0488,1
717.72,5.067,1
513.1,5.0922,1
640.77,5.0009,1
679.56,4.9106,1
729.82,4.8901,1
675.15,4.9411,1
510.09,4.9013,1
334.8,5.023,1
239.95,5.0218,1
238.02,5.0987,1
239.91,5.027,1
318.07,5.0398,1
140.43,5.1981,1
207.8,5.1187,1
204.23,5.132,1
195.44,5.2324,1
206.19,5.1136,1
276.54,5.1165,1
300.29,5.1534,1
166.15,5.2385,1
195.67,5.2877,1
331.41,5.1133,1
211.14,5.214,1
215.58,5.1823,1
340.55,5.1292,1
282.24,5.1034,1
374.95,5.0441,1
552.34,4.8968,1
536.41,4.8516,1
521.53,4.9395,1
688.1,4.843,1
805.34,4.7829,1
791.77,4.774,1
658.34,4.7688,1
794.88,4.7927,1
708.5,4.8004,1
858.85,4.7669,1
610.33,4.712,1
710.32,4.7805,1
585.3,4.8243,1
692.3,4.8433,1
592.28,4.9066,1
548.58,4.8733,1
622.16,4.8912,1
657.55,4.9251,1
540.78,4.9615,1
579.76,4.9598,1
514.52,4.9149,1
538.91,4.961,1
584.09,4.8423,1
579.47,4.8809,1
500.23,4.8668,1
543.92,4.8627,1
475.26,4.9265,1
496.4,4.8493,1
499.74,4.8823,1
508.22,4.7654,1
498.03,4.8809,1
443.12,4.9283,1
447.94,4.9812,1
378.68,4.9863,1
342.25,4.9692,1
395.75,4.8732,1
279.05,4.8558,0
165.19,4.9128,0
143.78,4.9536,0
107.2,5.003,0
169.76,4.8852,0
339.75,4.6987,0
294.15,4.7334,0
88.754,5.1075,0
90.472,5.1101,0
58.917,5.224,0
170.66,4.9751,0
106.25,5.1462,0
158.94,5.0392,0
195.92,4.9804,0
198.59,4.9437,0
143.68,4.9365,0
245.15,4.8013,0
47.28,5.1185,0
107.63,5.0064,0
122.44,4.9922,0
55.869,5.1277,0
82.19,5.0731,0
58.478,5.1514,0
85.669,5.0988,0
98.984,5.0606,0
241.84,4.8027,0
94.041,5.1086,0
191.69,4.8743,0
253.69,4.7896,0
118.46,4.9934,0
142,5.0212,0
209.52,4.9334,0
183.05,4.996,0
309.92,4.9688,0
433.29,4.8907,0
519.46,4.8478,1
499.19,4.8852,1
455.84,4.8929,1
559.07,4.8575,1
639.14,4.7954,1
619.71,4.8022,1
770.23,4.7223,1
601.91,4.7003,1
500.6,4.7717,1
680.66,4.769,1
712.77,4.748,1
847.6,4.6986,1
714.46,4.677,1
675.89,4.7084,1
725.33,4.8031,1
778.8,4.716,1
647.93,4.7669,1
717.04,4.6864,1
748.93,4.6593,1
661.47,4.6915,1
601.43,4.8839,1
620.06,4.7958,1
785.45,4.7943,1
495.91,4.9148,1
693,4.8035,1
724,4.818,1
837.58,4.7472,1
666.03,4.8596,1
769.98,4.8237,1
812.8,4.908,1
522.62,5.0962,1
795.13,5.0523,1
1262.8,5.0498,1
1675.9,5.1602,1
2301.6,5.1761,1
2421.2,5.1714,1
2331.3,5.1906,1
3022.6,5.217,1
2842.8,5.137,1
3277.6,5.1633,1
2540.6,5.1348,1
2382.9,5.135,1
2907.6,5.3022,1
4811.2,5.2109,1
4330.7,5.3035,1
4705.9,5.2086,1
4504.9,5.242,1
4098.3,5.3447,1
4292.8,5.2887,1
4773.3,5.2619,1
5407.2,5.3323,1
4473,5.221,1
4227.6,5.2622,1
3832.3,5.245,1
4315.9,5.2469,1
3952.1,5.2259,1
4193.7,5.2927,1
3412.2,5.2298,1
4191.3,5.0949,1
3521.3,5.1437,1
2956.2,5.2549,1
3526.9,5.1568,1
3251.5,5.126,1
3708,5.1422,1
3630,5.0949,1
3138.8,5.1105,1
2977.4,5.0894,1
3324,5.1201,1
4113.4,5.0543,1
3573,5.1069,1
3401.3,5.0968,1
3722.6,5.0953,1
3820.8,5.1985,1
3381.4,5.1652,1
3751.3,5.1827,1
3516.6,5.2494,1
3636.1,5.107,1
3428,5.1112,1
3205,5.1126,1
2817.2,5.1636,1
2218.6,5.1409,1
1869.9,5.0514,1
1152.2,5.0983,1
1695.3,5.1031,1
2131.3,5.0618,1
1513.2,5.1122,1
1949.6,5.2084,1
1720.4,5.2149,1
1391.1,5.1004,1
1421.3,5.0455,1
1495.1,5.2007,1
1640.6,5.1694,1
1528.5,4.9764,1
2074.8,5.1907,1
1462.8,5.2345,1
1401.4,5.0651,1
1421.2,5.1839,1
1921.9,5.1556,1
1776.3,5.1977,1
1564.3,5.2097,1
1543.6,5.1683,1
1907.1,5.2558,1
2436.6,5.2297,1
2122.9,5.2121,1
1805,5.1773,1
1408,5.1581,1
1463.4,5.1203,1
1911.9,5.1723,1
1964.6,5.1568,1
1446.8,5.1246,1
1733.5,5.1038,1
2335.1,5.1367,1
1314.9,5.1832,1
2166.7,5.1899,1
1529.6,5.1448,1
1327.6,5.1273,1
2063.7,5.1697,1
2495,5.1199,1
1238.3,5.1587,1
1118.1,5.179,1
1606.8,5.0843,1
1254.5,5.2177,1
1679.8,5.1582,1
1470.9,5.1621,1
2043,5.1461,1
1009.5,5.0829,1
1672.8,5.1093,1
962.48,5.0739,1
810.63,5.0709,1
698.92,5.0944,1
687.53,4.9475,1
830.48,5.0688,1
509.06,5.0839,1
431.11,5.0658,1
559.89,5.2022,1
642.96,5.1707,1
481.43,5.0767,1
536.62,4.9914,1
630.06,4.9712,1
707.78,4.9294,1
521.19,4.9509,1
405.98,4.9999,1
388.99,4.9322,1
553.75,4.8305,1
367.99,4.7818,1
225.3,4.8829,1
285.93,4.9,1
203.75,4.9443,1
310.8,4.8031,1
99.294,4.9874,1
141.82,4.8809,0
139.25,4.9012,0
79.159,4.9975,0
148.4,4.9175,0
118.81,4.9282,0
107.36,4.924,0
45.153,4.9331,0
197.47,4.7877,0
67.024,4.9552,0
88.292,4.9466,0
204.13,4.7788,0
126.44,4.8822,0
163.11,4.7737,0
101.97,4.9438,0
187.6,4.865,0
170.85,4.8051,0
144.48,4.8309,0
61.488,4.9123,0
104.46,4.9118,0
156.88,4.8172,0
76.696,5.001,0
130.97,4.8148,0
254.58,4.6858,0
135.37,4.8002,0
149.09,4.8472,0
113.37,4.9004,0
91.267,4.8787,0
78.994,4.8748,0
101.79,4.9607,0
142.97,4.9092,0
83.24,4.8379,0
194.22,4.732,0
185.48,4.7296,0
76.361,4.9688,0
62.06,5.0346,0
0,5.1079,0
147.78,4.8261,0
198.76,4.6421,0
57.095,4.9687,0
105.27,4.861,0
167.64,4.7788,0
146.95,4.7284,0
54.496,4.9998,0
185.64,4.6752,0
54.028,4.972,0
143.44,4.8036,0
89.489,4.848,0
164.37,4.7274,0
68.786,4.8839,0
165.44,4.7747,0
191.93,4.7309,0
182.16,4.7492,0
116.86,4.8824,0
179.45,4.8169,0
24.204,5.0994,0
177.49,4.7472,0
134.21,4.9317,0
14.502,5.2119,0
168.2,5.0658,0
416.87,4.7597,0
365.64,4.8232,1
448.5,4.7483,1
579.01,4.6096,1
688.36,4.4203,1
440.46,4.6288,1
452.17,4.554,1
364.74,4.6925,1
323.43,4.7764,1
494.12,4.6754,1
402.73,4.7554,1
506.7,4.6749,1
504.29,4.6294,1
514.18,4.7041,1
444.88,4.6924,1
401.92,4.7663,1
546.77,4.5676,1
607.27,4.6739,1
638.2,4.6604,1
771.86,4.5933,1
727.62,4.6389,1
807.56,4.5821,1
843.2,4.528,1
804.27,4.5415,1
900.99,4.6216,1
740.7,4.765,1
831.12,4.9108,1
766.78,4.9594,1
653.6,5.0479,1
790.7,4.9367,1
777.81,4.9181,1
1052.6,4.7802,1
827.27,5.0142,1
819.08,4.8597,1
832.6,4.9786,1
1111.6,4.9072,1
897.23,5.0058,1
1090.3,5.044,1
1239.9,5.102,1
2228,5.2306,1
2808.1,5.0989,1
2216,5.2271,1
3063.2,5.2202,1
4177,5.1137,1
4587.9,5.2298,1
4186.8,5.2362,1
3169.1,5.3172,1
4418.4,5.2396,1
4290,5.2607,1
4455.5,5.2402,1
3950.3,5.241,1
3236.7,5.2219,1
3587.3,5.2446,1
3035.3,5.3568,1
3189.2,5.1826,1
2824,5.2178,1
3101.4,5.2286,1
3298.7,5.2093,1
4155.1,5.2469,1
4918.9,5.2217,1
4051,5.2337,1
4062.3,5.1886,1
4519.5,5.1629,1
3193.3,5.1193,1
3765.2,5.0957,1
2926.4,5.1245,1
2991.5,5.0123,1
2192.8,5.1109,1
2066.9,4.9487,1
2021.3,4.8942,1
1998.3,4.9177,1
2184.4,4.9645,1
1499.1,5.014,1
1237.6,5.0487,1
1290.1,4.9517,1
1488.4,4.8771,1
1473.1,4.6365,1
1537.2,4.4509,1
1684.3,4.4232,1
1837.4,4.4171,1
1786.6,4.3901,1
1606.3,4.3644,1
1439.6,4.332,1
1574,4.2602,1
1227.3,4.2487,1
954.51,4.3779,1
937.62,4.5028,1
792.07,4.4836,1
746.58,4.4138,1
1025.2,4.4196,1
918.87,4.4255,1
876.44,4.3449,1
876.85,4.4072,1
737.51,4.4071,1
609.93,4.4994,1
634.81,4.5122,1
516.02,4.4752,1
341.56,4.6412,1
362.48,4.585,1
529.6,4.4598,1
703.43,4.3316,1
474.03,4.5348,1
481.03,4.422,1
558.19,4.5647,1
485.65,4.5496,1
268.01,4.6562,1
267.09,4.6759,1
383.74,4.5551,1
162.64,4.861,1
205.63,4.8386,1
258.28,4.7264,1
139.52,4.9213,1
114.13,4.9702,1
198.38,4.8276,1
99.98,4.9026,1
111.24,4.8772,1
83.187,4.8816,1
14.899,5.1298,0
138.15,4.8026,0
110.88,4.9324,0
135.39,4.753,0
132.26,4.8191,0
97.273,4.8023,0
70.297,4.923,0
88.328,4.949,0
43.211,4.9528,0
94.496,4.9043,0
52.33,4.9297,0
88.812,4.8933,0
151.16,4.784,0
91.875,4.8212,0
75.238,4.8643,0
16.717,5.0952,0
17.037,5.0326,0
97.348,4.8701,0
0,5.1505,0
70.703,4.9633,0
188,4.6563,0
89.107,4.9046,0
141.31,4.7011,0
76.162,4.8036,0
137.14,4.7266,0
0,5.0352,0
90.064,4.8175,0
32.392,4.9764,0
50.456,4.9695,0
33.358,4.9657,0
0,4.6536,0
0,4.9295,0
11.577,4.9003,0
0,4.9932,0
0,4.9465,0
236.98,5.1434,1
532.32,5.0547,1
613.73,5.0744,1
788.27,4.9168,1
1015.2,4.9093,1
1592.3,4.8361,1
2086.6,4.9408,1
2470,4.8319,1
2423.2,4.6974,1
2442,4.8141,1
2727.2,4.8144,1
2818.3,4.7121,1
2891.6,4.6716,1
2889.8,4.5544,1
2796.5,4.5581,1
2626.1,4.5351,1
