@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3-5'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute mostDominantFrequency_min numeric
@attribute class {0,1}

@data
909.83,430.66,1
881.11,409.13,1
808.48,409.13,1
833.25,409.13,1
789.22,409.13,1
854.35,409.13,1
926.38,409.13,1
941.29,409.13,1
920.38,409.13,1
947.72,409.13,1
960.08,409.13,1
976,409.13,1
1011.4,409.13,1
1066.6,409.13,1
1108.6,409.13,1
1095.3,409.13,1
1061.5,409.13,1
1060.9,409.13,1
1157.5,409.13,1
1186.6,409.13,1
1189.9,409.13,1
1268.9,409.13,1
1355.7,409.13,1
1311.9,409.13,1
1284.5,409.13,1
1309.6,409.13,1
1414.7,409.13,1
1459.9,409.13,1
1413.1,409.13,1
1457.4,409.13,1
1537.8,409.13,1
1633.4,409.13,1
1712.4,387.6,1
1833.8,387.6,1
1850.4,387.6,1
1829,387.6,1
1837.9,387.6,1
1805.2,366.06,1
1740,366.06,1
1549.2,366.06,1
1615.5,366.06,1
1717.4,387.6,1
2234.4,366.06,1
4012.9,366.06,1
4696.7,366.06,1
5117.9,2497.9,1
6834.3,1055.1,1
7477.2,2562.5,1
7535.4,2584,1
7508.4,2605.5,1
7477.2,2584,1
8497.4,2734.7,1
8199.4,2756.2,1
7932.7,2734.7,1
8118.1,2734.7,1
7694.7,2842.4,1
7155.4,2842.4,1
6671.9,839.79,1
6534.3,2842.4,1
6655.3,1033.6,1
7386.5,2670.1,1
7138.3,1012.1,1
7961.4,1356.6,1
7715.1,2713.2,1
7706.3,1356.6,1
7890,2842.4,1
8193.6,1313.5,1
6735,2928.5,1
6477.4,2928.5,1
6082,2885.4,1
5735.4,2863.9,1
5433.6,2799.3,1
5084.2,2756.2,1
5033.6,2713.2,1
4518.7,2971.6,1
4349.5,2950,1
4348,2950,1
4147,2885.4,1
4140.9,2885.4,1
3964.1,2863.9,1
3604.3,1421.2,1
3282,1399.7,1
3380.6,2777.8,1
3511.7,1399.7,1
3376.8,1421.2,1
3367.7,2842.4,1
3244.9,2820.8,1
3065.7,2777.8,1
3167.5,2734.7,1
3085.2,1055.1,1
2510.1,1055.1,1
2245.1,1033.6,1
1891.1,1012.1,1
1360.2,990.53,1
708.14,904.39,1
465.92,968.99,1
402.66,968.99,1
384.62,839.79,1
503.46,861.33,1
527.11,904.39,1
583.72,925.93,1
621.64,753.66,1
798.67,796.73,1
865.03,796.73,1
930.19,796.73,1
1166.7,839.79,1
1248.3,861.33,1
1269,839.79,1
970.45,818.26,1
1022.8,839.79,1
752.34,839.79,1
665.94,839.79,1
450.52,818.26,1
359.41,818.26,1
241.03,753.66,1
212.12,775.2,1
303.17,818.26,1
279.63,559.86,1
343.37,559.86,1
354.57,559.86,1
321.37,559.86,1
396.58,559.86,1
487.01,581.4,1
514.59,581.4,1
546.75,602.93,1
555.87,624.46,1
530.91,624.46,1
403.12,602.93,1
292.57,581.4,1
220.97,559.86,1
232.24,559.86,1
147.84,538.33,1
0,473.73,1
3.5973,559.86,1
42.512,516.8,0
50.522,581.4,0
47.188,559.86,0
40.003,581.4,0
17.235,559.86,0
13.982,0,0
13.167,86.133,0
12.439,258.4,0
10.969,107.67,0
10.47,86.133,0
8.8632,236.87,0
11.744,107.67,0
11.504,0,0
12.127,21.533,0
13.245,86.133,0
10.6,107.67,0
59.649,624.46,0
3.9504,452.2,0
0,473.73,0
44.966,624.46,0
37.526,538.33,0
59.077,538.33,0
52.488,581.4,0
48.275,602.93,0
54.003,538.33,0
59.3,602.93,0
58.871,559.86,0
48.57,538.33,0
17.108,0,0
34.414,559.86,0
36.261,559.86,0
23.62,516.8,0
33.613,0,0
61.54,581.4,0
33.142,452.2,0
0,495.26,0
50.956,516.8,0
129.25,538.33,0
147.98,538.33,0
30.596,495.26,0
23.515,624.46,0
52.532,516.8,0
52.99,581.4,0
32.173,624.46,0
51.891,624.46,0
72.418,559.86,0
70.009,495.26,0
58.276,495.26,0
66.11,581.4,0
22.141,624.46,0
80.892,495.26,0
344.82,581.4,0
444.45,279.93,0
8.7176,258.4,0
28.326,581.4,0
30.767,279.93,0
27.894,279.93,0
33.853,279.93,0
45.843,2605.5,0
78.54,2605.5,0
77.488,2584,0
76.148,624.46,0
76.461,2584,0
82.506,2734.7,0
84.334,2734.7,0
86.293,2691.7,0
89.543,2756.2,0
79.334,2734.7,0
84.255,2670.1,0
87.194,839.79,0
80.906,2670.1,0
80.594,775.2,0
75.467,818.26,0
72.245,818.26,0
61.019,215.33,0
50.146,732.13,0
41.007,323,0
31.841,172.27,0
27.65,0,0
25.939,215.33,0
25.83,150.73,0
33.33,387.6,0
31.819,107.67,0
28.361,172.27,0
27.475,86.133,0
28.403,301.46,0
30.158,323,0
26.832,86.133,0
4.2633,646,0
510.01,710.6,1
834.67,366.06,1
1153.6,366.06,1
1471.9,387.6,1
1574.7,387.6,1
1454,387.6,1
1458.4,366.06,1
1356.5,366.06,1
1308.3,344.53,1
1243.7,344.53,1
1419.5,344.53,1
1504.5,344.53,1
1576.7,344.53,1
1586.1,344.53,1
1582.1,344.53,1
1517.1,344.53,1
1382.1,344.53,1
1475.8,344.53,1
1455.1,323,1
1233,323,1
1345.1,323,1
1521.1,323,1
1503.3,323,1
1438.4,323,1
1709.5,646,1
1680.7,323,1
1501,323,1
1512.1,323,1
1441.8,323,1
1415.7,323,1
1481,323,1
1595.2,323,1
1523.3,323,1
1669.3,667.53,1
1704.8,646,1
1633.4,646,1
1592.9,323,1
1649.5,646,1
1542.3,323,1
1510.7,323,1
1624.8,323,1
1634.2,323,1
1534.9,323,1
1684.9,323,1
1577.5,323,1
1492.8,323,1
1389.5,301.46,1
1188.7,301.46,1
666.48,279.93,1
80.904,258.4,1
78.357,301.46,1
77.361,301.46,0
71.749,279.93,0
68.854,258.4,0
54.014,279.93,0
37.879,581.4,0
28.34,301.46,0
28.589,279.93,0
53.142,301.46,0
100.47,559.86,0
38.986,2368.7,0
549.7,2497.9,0
394.6,2476.3,0
41.961,2411.7,0
86.341,2497.9,0
72.055,172.27,0
36.991,172.27,0
57.647,129.2,0
76.132,129.2,0
93.186,150.73,0
95.249,8247.2,0
75.893,8031.9,0
67.394,7924.2,0
61.211,8720.9,0
37.359,8010.4,0
26.177,172.27,0
30.331,0,0
65.83,667.53,0
16.752,301.46,0
461.56,538.33,1
997.13,602.93,1
1377.6,689.06,1
1738.4,387.6,1
1966.6,387.6,1
2061.6,409.13,1
2086.6,409.13,1
1869.2,387.6,1
1740,387.6,1
1742.5,387.6,1
1655.7,366.06,1
1714.3,366.06,1
1775.1,366.06,1
1686.4,366.06,1
1546.4,366.06,1
1476.6,366.06,1
1432.6,366.06,1
1402.6,344.53,1
1478.4,710.6,1
1539.5,344.53,1
1595.4,344.53,1
1567.5,366.06,1
1511.1,366.06,1
1483.4,710.6,1
1799.3,710.6,1
2025,732.13,1
2041.1,732.13,1
2067.8,732.13,1
2060.3,732.13,1
2070.4,732.13,1
2066.6,732.13,1
2083.8,732.13,1
2182.2,732.13,1
2283,732.13,1
2298.4,732.13,1
2284.9,732.13,1
2296.5,732.13,1
2347.8,732.13,1
2312,732.13,1
2309.7,732.13,1
2427.1,366.06,1
2439.7,366.06,1
2423.5,366.06,1
2286.6,366.06,1
2260.3,366.06,1
3456.4,344.53,1
5128.7,1033.6,1
6427.9,1033.6,1
6725.5,1033.6,1
6276.2,2411.7,1
7492.2,1033.6,1
7939,1033.6,1
8879.5,1033.6,1
9273.7,1033.6,1
9989,1055.1,1
9932,2433.3,1
10817,2411.7,1
10558,2411.7,1
10538,2411.7,1
10808,2411.7,1
11122,2390.2,1
12104,2540.9,1
11143,2519.4,1
10297,2519.4,1
10650,2519.4,1
10574,2519.4,1
11400,2842.4,1
11925,2863.9,1
11698,2863.9,1
12351,2863.9,1
12167,2713.2,1
12467,2885.4,1
12386,667.53,1
11606,3036.2,1
10038,3036.2,1
10018,3014.6,1
9248.9,2971.6,1
8127.2,2928.5,1
7155.3,2885.4,1
6413.5,2842.4,1
6770.7,2842.4,1
6393.8,2842.4,1
6257.6,2863.9,1
5772,2885.4,1
6860.8,2885.4,1
7473.3,5404.8,1
7256,5684.8,1
7208.6,5684.8,1
7548.9,2820.8,1
7156.1,925.93,1
6211.9,904.39,1
5397.7,904.39,1
4772.4,882.86,1
3964.6,861.33,1
3559,839.79,1
3039.6,839.79,1
2769.3,818.26,1
2574.9,818.26,1
2718.2,818.26,1
2765.7,818.26,1
2540.2,818.26,1
2364.3,818.26,1
2273.9,818.26,1
2283.3,839.79,1
2153.2,839.79,1
2028.9,839.79,1
1988.9,839.79,1
1807.5,839.79,1
1613.3,839.79,1
1402,839.79,1
1059.5,818.26,1
888.69,818.26,1
748.56,796.73,1
704.43,818.26,1
728.36,818.26,1
703.18,839.79,1
629.11,839.79,1
554.41,818.26,1
508.63,559.86,1
620.85,559.86,1
683.6,581.4,1
700.83,581.4,1
751.64,581.4,1
816.77,581.4,1
817.8,602.93,1
631.45,581.4,1
639.85,581.4,1
771.12,581.4,1
765.3,581.4,1
683.64,581.4,1
696.1,581.4,1
730.26,581.4,1
711.87,581.4,1
629.09,581.4,1
576.65,581.4,1
738.65,581.4,1
821.87,581.4,1
906.24,602.93,1
947.07,602.93,1
901.17,602.93,1
1057.9,602.93,1
1442.8,602.93,1
1842.6,602.93,1
1698.4,602.93,1
1549.8,581.4,1
252.41,258.4,1
14.721,602.93,0
17.863,581.4,0
31.148,301.46,0
31.191,279.93,0
30.101,279.93,0
27.629,279.93,0
25.889,323,0
34.356,301.46,0
40.436,581.4,0
53.909,2261,0
73.519,925.93,0
77.889,839.79,0
78.964,839.79,0
77.222,1098.2,0
49.615,1033.6,0
67.431,1033.6,0
64.544,947.46,0
81.344,753.66,0
67.746,882.86,0
66.229,968.99,0
58.547,947.46,0
53.368,968.99,0
44.001,1119.7,0
33.876,904.39,0
24.619,818.26,0
15.116,753.66,0
9.3161,0,0
10.32,0,0
13.054,107.67,0
23.328,258.4,0
0,559.86,0
260.67,646,1
148.81,581.4,1
38.912,710.6,1
296.38,581.4,1
779.94,646,1
997.2,667.53,1
1104.6,667.53,1
1249.7,667.53,1
1614.6,689.06,1
1772.8,689.06,1
1697.7,667.53,1
1557,667.53,1
1359.8,667.53,1
1330.2,667.53,1
1373.8,667.53,1
1363.8,667.53,1
1442,689.06,1
1512.6,689.06,1
1463.6,689.06,1
1495.9,689.06,1
1421.6,366.06,1
1399.3,344.53,1
1397.9,344.53,1
1381,344.53,1
1441.2,366.06,1
1534.2,366.06,1
1393.7,366.06,1
1393.4,366.06,1
1472.8,344.53,1
1362.5,344.53,1
1414.6,344.53,1
1274.1,323,1
1166,323,1
1300.2,323,1
1202.8,301.46,1
1179,301.46,1
1101.8,301.46,1
1135.2,301.46,1
1230.5,301.46,1
1115.5,301.46,1
955.31,301.46,1
969.26,301.46,1
714.49,279.93,1
154.09,258.4,1
4.676,279.93,1
579.6,193.8,1
142.71,150.73,1
124.33,193.8,1
580.44,193.8,1
0,150.73,1
31.215,150.73,1
51.229,150.73,1
80.064,732.13,0
69.397,6201.6,0
99.765,172.27,0
107.03,968.99,0
96.784,1076.7,0
97.966,2131.8,0
101.35,904.39,0
102.53,6352.3,0
79.01,1593.5,0
93.988,904.39,0
85.589,6653.8,0
79.313,6524.6,0
84.244,6524.6,0
53.333,818.26,0
33.488,796.73,0
33.912,86.133,0
45.947,0,0
81.785,861.33,0
178.23,516.8,0
685.06,538.33,1
1549.6,602.93,1
1766.8,667.53,1
1845,710.6,1
2084,366.06,1
1878,387.6,1
1831.3,366.06,1
1747.8,366.06,1
1635.8,344.53,1
1436.5,344.53,1
1451,344.53,1
1339.9,344.53,1
1197.8,344.53,1
1173,323,1
1262.4,323,1
1360.9,323,1
1362.8,344.53,1
1454.1,344.53,1
1697.4,689.06,1
1675,689.06,1
1595.8,344.53,1
1530.6,344.53,1
1572.8,344.53,1
1514.3,667.53,1
1307,323,1
1308.1,323,1
1463.8,323,1
1421.5,323,1
1391.6,323,1
1426,323,1
1381.8,323,1
1384.3,323,1
1266.9,323,1
1290.3,323,1
1285.6,323,1
1358.5,323,1
1390.8,323,1
1391,323,1
1334.7,323,1
1315.2,323,1
1295,323,1
1410.7,323,1
1339.8,323,1
1358.3,323,1
1332.8,323,1
1289.3,323,1
1228.2,301.46,1
1146.7,301.46,1
1122.4,301.46,1
986.38,301.46,1
770.69,279.93,1
171.24,258.4,1
42.283,279.93,0
30.6,301.46,0
22.611,107.67,0
21.866,129.2,0
61.295,172.27,0
37.436,2239.5,0
83.235,430.66,0
75.564,452.2,0
74.162,473.73,0
89.564,430.66,0
89.91,430.66,0
96.187,2239.5,0
97.577,6352.3,0
76.747,2239.5,0
96.117,6567.6,0
98.264,6416.9,0
96.402,6718.4,0
89.818,6610.7,0
92.728,6632.2,0
41.376,279.93,0
29.289,86.133,0
33.07,64.6,0
22.306,387.6,0
289.8,624.46,0
579.82,667.53,1
994.27,602.93,1
1375.4,667.53,1
1623.6,710.6,1
2006.9,387.6,1
1801.8,387.6,1
1731.3,366.06,1
1498.8,366.06,1
1304.4,366.06,1
1281,344.53,1
1326,344.53,1
1230.6,344.53,1
1390.3,344.53,1
1477.3,344.53,1
1523.9,344.53,1
1578.3,344.53,1
1577.7,344.53,1
1556,344.53,1
1552.3,344.53,1
1586.8,344.53,1
1659.7,344.53,1
1657.7,344.53,1
1594.6,344.53,1
1539.4,344.53,1
1652.4,344.53,1
1569.1,344.53,1
1560.2,344.53,1
1517.4,344.53,1
1557.5,344.53,1
1503.4,344.53,1
1490.7,323,1
1372.6,323,1
1448.8,323,1
1454.3,323,1
1269,301.46,1
1056.2,301.46,1
1002.8,301.46,1
1186,301.46,1
881.67,279.93,1
627.46,301.46,1
178.84,193.8,1
113.05,150.73,1
106.81,172.27,1
61.984,236.87,0
40.233,172.27,0
18.898,172.27,0
33.463,150.73,0
38.498,129.2,0
74.726,753.66,0
97.067,925.93,0
21.423,1033.6,0
97.563,7601.2,0
92.758,2261,0
90.72,2174.9,0
99.687,2174.9,0
93.74,818.26,0
87.293,2196.4,0
93.868,2153.3,0
91.249,2217.9,0
89.192,2110.3,0
88.82,2131.8,0
79.781,732.13,0
59.544,818.26,0
41.475,0,0
31.779,344.53,0
31.85,129.2,0
51.552,10034,0
72.12,366.06,0
322.86,301.46,1
914.58,624.46,1
1588.8,667.53,1
1900.1,710.6,1
1940.3,387.6,1
1986.7,387.6,1
1843.2,387.6,1
1776,366.06,1
1655.2,366.06,1
1618.4,344.53,1
1398.9,323,1
1311.2,323,1
1232,323,1
1374.8,323,1
1568,323,1
1836,301.46,1
1296.4,301.46,1
1182.6,301.46,1
1090.1,301.46,1
1158.4,301.46,1
1203.6,301.46,1
1303.4,323,1
1328.7,323,1
1402.5,323,1
1272.5,301.46,1
1022.3,301.46,1
740.03,279.93,1
685.46,279.93,1
392.52,301.46,1
222.58,301.46,1
161.76,301.46,1
188.16,215.33,1
17.767,129.2,0
33.794,107.67,0
30.922,86.133,0
31.64,129.2,0
30.088,129.2,0
41.609,301.46,0
62.582,10422,0
93.255,753.66,0
110.12,2325.6,0
108.93,2907,0
50.001,968.99,0
100.08,2325.6,0
92.184,2304.1,0
89.41,6244.6,0
94.707,6675.3,0
104.47,6287.7,0
101.67,6223.1,0
93.269,818.26,0
76.823,775.2,0
73.068,947.46,0
65.265,689.06,0
48.01,1119.7,0
32.114,193.8,0
29.062,107.67,0
34.862,86.133,0
29.06,581.4,0
85.72,581.4,0
0,0,0
0,0,0
0,43.066,0
3.9815,0,0
16.513,538.33,0
31.683,430.66,0
8.8693,516.8,0
17.214,559.86,0
47.646,624.46,0
118.04,452.2,0
329.54,495.26,0
617.29,516.8,1
1009.2,516.8,1
1109.4,538.33,1
1012.9,538.33,1
985.16,516.8,1
991.64,495.26,1
969.96,495.26,1
834.33,473.73,1
797.49,473.73,1
722.62,473.73,1
768.04,473.73,1
705.91,473.73,1
661.51,473.73,1
681.8,473.73,1
690.79,473.73,1
761.26,473.73,1
858.65,473.73,1
809.18,452.2,1
817.88,473.73,1
909.42,473.73,1
951.16,473.73,1
1053.8,452.2,1
953.04,452.2,1
935.09,452.2,1
934.13,452.2,1
862.38,452.2,1
752.25,430.66,1
717.06,430.66,1
699.87,689.06,1
632.22,689.06,1
510.29,689.06,1
495.06,689.06,1
446.51,667.53,1
489.32,646,1
481.08,646,1
434.75,646,1
384.94,646,1
320.04,624.46,1
243.39,624.46,1
187.84,602.93,1
80.751,538.33,1
55.537,516.8,1
110.67,538.33,1
218.86,602.93,1
202.39,581.4,1
122.82,559.86,1
57.97,559.86,1
1.1703,732.13,1
0,689.06,1
1.3812,710.6,1
1.5981,516.8,1
48.449,667.53,1
59.338,689.06,1
17.677,559.86,1
12.829,602.93,1
33.771,624.46,1
75.619,667.53,1
101.37,689.06,1
101.74,689.06,1
121.57,689.06,1
177.11,710.6,1
200.06,710.6,1
206.48,710.6,1
222.71,710.6,1
245.29,710.6,1
256.08,732.13,1
272.83,710.6,1
241.94,710.6,1
216.66,710.6,1
244.43,732.13,1
297.63,732.13,1
320.22,753.66,1
306.55,753.66,1
291.49,753.66,1
331.02,473.73,1
405.37,473.73,1
422.46,473.73,1
415.56,495.26,1
445.94,495.26,1
476.93,495.26,1
466.65,495.26,1
411.09,473.73,1
427.96,473.73,1
398.05,473.73,1
402.11,473.73,1
374.63,452.2,1
365.06,452.2,1
314.02,732.13,1
347.51,732.13,1
367.64,452.2,1
329.97,452.2,1
282.51,473.73,1
244.31,473.73,1
250.14,495.26,1
253.37,495.26,1
311.8,495.26,1
352.05,495.26,1
385.41,516.8,1
493.94,516.8,1
614.23,538.33,1
762.44,559.86,1
874,581.4,1
1229,1658.1,1
1298.9,925.93,1
1473.4,925.93,1
1387.1,581.4,1
1416.9,1636.5,1
1927.2,2002.6,1
2151.5,1981.1,1
3657.7,2045.7,1
6031.4,2045.7,1
7185.7,2433.3,1
6977,2411.7,1
7107.3,2433.3,1
7007,1679.6,1
5990.9,1356.6,1
6828.1,2454.8,1
6986.9,2454.8,1
6854.5,2476.3,1
6851,2476.3,1
6971.5,2476.3,1
7235.5,1335.1,1
7161,1335.1,1
7253.2,1335.1,1
7210.4,1313.5,1
7541.1,1313.5,1
7516.1,1313.5,1
7915,1292,1
7581.2,1292,1
7673.8,1292,1
7420.9,1292,1
7146.5,1292,1
7234.2,1292,1
7031.1,1270.5,1
7050.3,1270.5,1
6891.8,1270.5,1
7034,1248.9,1
6640,2605.5,1
6209.1,2605.5,1
7113.3,2670.1,1
6539.7,2605.5,1
6083.3,2734.7,1
5596.7,2691.7,1
5198.8,2734.7,1
4825.8,2627.1,1
5291,1399.7,1
5153,1356.6,1
4830,1378.1,1
5209.3,1356.6,1
5143,1335.1,1
5063.3,1356.6,1
4466.1,1313.5,1
3724.9,1313.5,1
3930.1,1292,1
3004.7,1270.5,1
2952.1,2670.1,1
2760.1,2605.5,1
2949.8,2584,1
2331.4,2562.5,1
2137.2,2540.9,1
2641.5,1442.7,1
2073.4,2734.7,1
2048.2,2734.7,1
1784.9,2691.7,1
1937.5,2713.2,1
1673.8,2476.3,1
1619.1,2497.9,1
1713.7,1184.3,1
1679,1184.3,1
1715.9,1205.9,1
1705.7,1205.9,1
1651.9,1205.9,1
1646.6,1205.9,1
1510.4,2540.9,1
1482.1,2540.9,1
1537.2,2497.9,1
1298.8,2713.2,1
1300.6,1399.7,1
1283.1,1378.1,1
1099.7,2584,1
853.38,2540.9,1
753.28,2519.4,1
648,2519.4,1
555.1,2476.3,1
497.4,2476.3,1
422.64,2454.8,1
375.39,2454.8,1
380.37,796.73,1
383.16,796.73,1
364.45,796.73,1
332.47,796.73,1
321.8,796.73,1
326.24,796.73,1
344.87,796.73,1
340.87,796.73,1
353.21,818.26,1
367.01,839.79,1
345.3,839.79,1
369.36,839.79,1
364.76,839.79,1
371.08,839.79,1
351.01,839.79,1
312.76,839.79,1
307.24,818.26,1
280.04,818.26,1
263.92,796.73,1
265.49,796.73,1
250.73,796.73,1
190.57,775.2,1
160.53,775.2,1
137.2,775.2,1
130.82,775.2,1
116.03,775.2,1
113.64,775.2,1
81.325,753.66,1
83.542,732.13,1
45.198,710.6,1
24.293,689.06,1
60.401,732.13,1
60.383,775.2,1
36.323,753.66,1
31.055,775.2,1
54.656,818.26,1
57.352,818.26,1
57.64,796.73,1
58.963,796.73,1
61.664,796.73,1
56.937,581.4,1
77.644,602.93,1
68.536,602.93,1
49.162,581.4,1
73.599,581.4,1
91.134,172.27,1
93.733,172.27,1
135.68,172.27,1
124.52,172.27,1
102.76,172.27,1
74.915,172.27,1
77.012,172.27,1
72.345,150.73,1
62.979,150.73,1
65.113,150.73,1
70.012,150.73,1
63.705,150.73,1
79.199,150.73,1
99.011,172.27,1
143.74,172.27,1
230.66,172.27,1
160.38,172.27,1
31.408,0,0
20.442,516.8,0
19.818,495.26,0
23.968,258.4,0
53.73,258.4,0
72.687,624.46,0
72.394,646,0
79.59,624.46,0
84.61,215.33,0
82.144,215.33,0
82.291,646,0
78.108,2196.4,0
69.641,646,0
60.353,581.4,0
51.27,215.33,0
45.505,2196.4,0
41.26,2239.5,0
36.272,2196.4,0
36.53,624.46,0
30.76,473.73,0
24.716,538.33,0
20.027,0,0
19.086,193.8,0
13.764,215.33,0
13.367,215.33,0
12.219,0,0
14.749,236.87,0
13.187,236.87,0
12.468,495.26,0
30.664,538.33,0
34.704,430.66,0
144.99,473.73,0
275.46,516.8,1
333.63,559.86,1
395.51,581.4,1
477.48,581.4,1
591.37,602.93,1
662.71,602.93,1
687.68,602.93,1
726.42,602.93,1
746.05,602.93,1
768.49,602.93,1
751.09,602.93,1
715.09,602.93,1
738.84,602.93,1
730.74,602.93,1
747.06,602.93,1
711.34,602.93,1
767.69,602.93,1
775.29,215.33,1
836.57,215.33,1
817.18,236.87,1
773.46,215.33,1
869.25,215.33,1
1130,215.33,1
1750.8,990.53,1
3349.5,236.87,1
3410.6,1012.1,1
4183.4,2174.9,1
4668.2,2368.7,1
5358.2,2368.7,1
5222.5,2368.7,1
6134.9,1765.7,1
5939,2390.2,1
6395.3,2390.2,1
5304.1,2627.1,1
4791,1615,1
5303,904.39,1
6270.4,602.93,1
6540.2,1399.7,1
6123.5,1378.1,1
5564.9,1442.7,1
6977.3,2670.1,1
7779,2777.8,1
7015.5,1292,1
7459.8,1292,1
7943.6,2885.4,1
7742.4,1313.5,1
7873.3,1313.5,1
8842.5,2885.4,1
7984.4,2863.9,1
8950.1,2842.4,1
9223.9,1356.6,1
7818.1,1356.6,1
7268.1,1356.6,1
7677.6,2842.4,1
6949.4,1313.5,1
7232.2,1356.6,1
7552.1,1313.5,1
7171.3,1292,1
6150.6,1270.5,1
6218.7,1227.4,1
5966.1,1356.6,1
5844.1,2713.2,1
5972.6,1550.4,1
6010,1528.9,1
5832.7,1485.8,1
5296.8,2928.5,1
4975.7,2842.4,1
5442.2,2820.8,1
5487.3,2820.8,1
5417.3,2863.9,1
4798.2,2713.2,1
5600.4,1399.7,1
4518.9,1378.1,1
5254,2713.2,1
4350.6,1356.6,1
4240.5,1356.6,1
4291.4,2670.1,1
4089.7,1335.1,1
4162.4,2756.2,1
3556,1313.5,1
4023.1,1313.5,1
3754.3,1292,1
3855.4,1270.5,1
3798.3,1270.5,1
3693.1,1248.9,1
3692,1248.9,1
3782.6,1248.9,1
3545,1248.9,1
4110.5,1270.5,1
4217.6,1270.5,1
4180.3,1270.5,1
4446.6,1292,1
3497.5,1270.5,1
4058.7,1248.9,1
3025.4,1205.9,1
2669.5,1205.9,1
2568.2,1184.3,1
2164.6,2799.3,1
2452.6,1184.3,1
2430.8,2799.3,1
2490.8,1184.3,1
2074.3,2799.3,1
2023.6,1184.3,1
2305.4,1162.8,1
1716,2713.2,1
1465.7,2691.7,1
1200.2,2648.6,1
1022.5,2605.5,1
935.82,2605.5,1
801.01,2605.5,1
654.1,839.79,1
612.76,818.26,1
654.46,818.26,1
677.64,818.26,1
639.43,796.73,1
500.85,775.2,1
333.9,753.66,1
189.2,710.6,1
65.626,818.26,1
41.596,796.73,1
38.275,775.2,1
0,689.06,1
6.7108,775.2,1
19.447,732.13,1
5.9538,646,1
0,689.06,1
28.102,667.53,1
44.684,667.53,1
31.313,667.53,1
75.516,689.06,1
175.91,775.2,1
187.98,818.26,1
205.08,602.93,1
223.22,602.93,1
243.07,624.46,1
337.91,667.53,1
419.96,689.06,1
471.87,689.06,1
518.75,710.6,1
557.06,710.6,1
730.31,732.13,1
771.02,732.13,1
766.78,732.13,1
796.78,732.13,1
782.79,732.13,1
807.59,732.13,1
836.83,732.13,1
821.35,710.6,1
747.78,710.6,1
669.93,689.06,1
681.65,689.06,1
615.02,667.53,1
610.67,667.53,1
560.87,667.53,1
508.2,667.53,1
548.54,667.53,1
551.8,667.53,1
570.16,667.53,1
567.28,667.53,1
558.33,667.53,1
551.17,667.53,1
545.33,667.53,1
529.68,667.53,1
542.79,667.53,1
565.29,667.53,1
559.19,667.53,1
451.88,646,1
409.72,646,1
411.01,624.46,1
318.74,602.93,1
295.3,581.4,1
364.36,581.4,1
69.45,602.93,0
35.588,64.6,0
28.988,581.4,0
25.631,581.4,0
40.116,581.4,0
60.091,689.06,0
73.446,710.6,0
78.082,279.93,0
81.57,323,0
83.016,710.6,0
82.268,323,0
77.724,775.2,0
74.84,2304.1,0
71.192,667.53,0
69.239,667.53,0
63.531,689.06,0
57.341,689.06,0
51.584,646,0
47.212,624.46,0
41.351,646,0
35.965,710.6,0
29.601,624.46,0
25.281,301.46,0
20.467,796.73,0
15.595,279.93,0
21.858,839.79,0
23.122,796.73,0
21.048,236.87,0
20.148,193.8,0
20.051,193.8,0
31.051,301.46,0
43.234,344.53,0
0,344.53,0
28.289,473.73,0
60.376,366.06,0
216.47,452.2,1
328.43,516.8,1
393.28,538.33,1
464.4,581.4,1
538.85,602.93,1
621.47,624.46,1
621.95,215.33,1
602.55,236.87,1
552.47,236.87,1
577.94,215.33,1
636.79,215.33,1
620.87,236.87,1
582.63,236.87,1
646.49,236.87,1
662.89,236.87,1
674.39,236.87,1
643.98,236.87,1
640.24,236.87,1
613.56,236.87,1
537.28,236.87,1
619.19,215.33,1
565.6,215.33,1
567.68,215.33,1
586.61,215.33,1
661.9,215.33,1
769.14,215.33,1
748.8,150.73,1
611.03,150.73,1
586.44,150.73,1
741.24,150.73,1
823,150.73,1
973.31,150.73,1
1424.1,538.33,1
2088.7,516.8,1
2857.4,753.66,1
3365.8,516.8,1
3250.5,538.33,1
4007.7,2239.5,1
3647.8,775.2,1
3971,516.8,1
3487.8,516.8,1
3146.9,516.8,1
3892.7,839.79,1
6021.2,2411.7,1
5506.8,1119.7,1
6019.5,2540.9,1
5925.4,1227.4,1
5203.6,1227.4,1
5440.1,2540.9,1
5927.9,990.53,1
6717.7,2627.1,1
5616,1141.3,1
5029.3,1033.6,1
5042.7,1162.8,1
4982.7,2627.1,1
4956.8,1162.8,1
5188.8,1098.2,1
4413.7,2584,1
5452.7,1162.8,1
4493,990.53,1
3976.2,2433.3,1
4523.4,1162.8,1
4358.2,1205.9,1
4663.8,1184.3,1
4679.2,1162.8,1
4369,1141.3,1
3971.7,1141.3,1
4168,2734.7,1
4962.3,2713.2,1
4637.4,2691.7,1
4560.9,2691.7,1
4830.5,2648.6,1
4827.4,2627.1,1
4365.6,1184.3,1
4633.9,1162.8,1
4233,2756.2,1
4316.8,2713.2,1
4359.1,2777.8,1
4091,2734.7,1
3558.2,2691.7,1
2945.5,1098.2,1
2494.3,2777.8,1
1709,2734.7,1
2140.7,1227.4,1
2856.5,2885.4,1
2047.6,1227.4,1
2442.8,2691.7,1
2238.2,1141.3,1
