@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3'

@attribute energy_min numeric
@attribute zeroCrossingRate_min numeric
@attribute class {0,1}

@data
0.11995,-0.083485,1
0.16595,-0.098911,1
0.17507,-0.098911,1
0.13035,-0.073503,1
0.11231,-0.051724,1
0.14068,-0.062613,1
0.13714,-0.058076,1
0.12379,-0.051724,1
0.13327,-0.062613,1
0.17006,-0.07441,1
0.16642,-0.072595,1
0.12696,-0.076225,1
0.14079,-0.091652,1
0.15623,-0.099819,1
0.1467,-0.10345,1
0.12464,-0.093466,1
0.12282,-0.088022,1
0.12299,-0.090744,1
0.12868,-0.088929,1
0.15286,-0.091652,1
0.15673,-0.10073,1
0.12694,-0.094374,1
0.12953,-0.084392,1
0.12694,-0.079855,1
0.10343,-0.079855,1
0.1419,-0.093466,1
0.14764,-0.097096,1
0.13865,-0.087114,1
0.12796,-0.080762,1
0.10348,-0.092559,1
0.10611,-0.083485,1
0.079412,-0.012704,1
0.065426,-0.021779,1
0.057972,-0.07441,1
0.02686,-0.089837,0
0.12475,-0.11434,0
0.1252,-0.10708,0
0.031236,-0.089837,0
0.04915,-0.10073,0
0.075911,-0.11797,0
0.052593,-0.090744,0
0.039905,-0.084392,0
0.10382,-0.093466,0
0.10997,-0.07804,0
0.079673,-0.08167,0
0.06093,-0.064428,0
0.046803,-0.045372,0
0.070052,-0.065336,0
0.062881,-0.055354,0
0.018734,-0.03902,0
0.046553,-0.066243,0
0.09643,-0.092559,0
0.085619,-0.088022,0
0.028535,-0.053539,0
0.04561,-0.07804,0
0.078568,-0.11525,0
0.056961,-0.1098,0
0.045327,-0.10708,0
0.087317,-0.11252,0
0.091473,-0.11797,0
0.063992,-0.10617,0
0.069171,-0.10436,0
0.07715,-0.10526,1
0.10142,-0.092559,1
0.11365,-0.088022,1
0.098986,-0.085299,1
0.1293,-0.086207,1
0.17284,-0.086207,1
0.18318,-0.088929,1
0.1898,-0.082577,1
0.16654,-0.08167,1
0.12057,-0.082577,1
0.12632,-0.082577,1
0.14223,-0.083485,1
0.1417,-0.082577,1
0.13384,-0.080762,1
0.15375,-0.086207,1
0.15798,-0.093466,1
0.1287,-0.088929,1
0.098662,-0.080762,1
0.093511,-0.07441,1
0.11928,-0.079855,1
0.13701,-0.086207,1
0.12157,-0.077132,1
0.093223,-0.073503,1
0.12975,-0.076225,1
0.15229,-0.069873,1
0.14852,-0.069873,1
0.13697,-0.060799,1
0.14445,-0.059891,1
0.16584,-0.079855,1
0.14714,-0.079855,1
0.13028,-0.069873,1
0.13265,-0.071688,1
0.13676,-0.059891,1
0.12943,-0.054446,1
0.13853,-0.068966,1
0.17278,-0.082577,1
0.17535,-0.080762,1
0.15337,-0.07441,1
0.14645,-0.08167,1
0.15805,-0.082577,1
0.1533,-0.078947,1
0.12767,-0.063521,1
0.12574,-0.054446,1
0.13653,-0.069873,1
0.14313,-0.062613,1
0.16823,-0.030853,1
0.21471,-0.012704,1
0.24529,-0.018149,1
0.27017,-0.024501,1
0.29336,-0.021779,1
0.31074,-0.034483,1
0.32671,-0.024501,1
0.34301,-0.008167,1
0.36846,-0.026316,1
0.38154,-0.022686,1
0.37992,-0.001815,1
0.37375,0,1
0.38481,-0.002722,1
0.39772,-0.001815,1
0.39477,0,1
0.39598,0,1
0.4009,-0.008167,1
0.38915,-0.008167,1
0.37451,-0.005445,1
0.37497,-0.008167,1
0.37736,-0.017241,1
0.38232,-0.004537,1
0.38145,-0.004537,1
0.37968,-0.011797,1
0.37768,-0.012704,1
0.37184,-0.00726,1
0.36461,0,1
0.35548,0,1
0.35127,-0.018149,1
0.35093,-0.032668,1
0.34334,-0.020871,1
0.3241,-0.032668,1
0.29289,-0.029038,1
0.26433,-0.010889,1
0.26661,-0.032668,1
0.25646,-0.039927,1
0.2372,-0.049002,1
0.23408,-0.066243,1
0.23511,-0.058076,1
0.26781,-0.025408,1
0.29314,0,1
0.31043,0,1
0.32492,-0.017241,1
0.30703,-0.032668,1
0.27991,-0.057169,1
0.26095,-0.084392,1
0.24031,-0.10163,1
0.21579,-0.11434,1
0.20666,-0.12613,1
0.20099,-0.13249,1
0.19482,-0.13884,1
0.18061,-0.14338,1
0.16058,-0.14428,1
0.18985,-0.14701,1
0.21529,-0.14882,1
0.19552,-0.14338,1
0.1723,-0.14428,1
0.17385,-0.14701,1
0.18189,-0.14338,1
0.16341,-0.14156,1
0.1317,-0.13793,1
0.14622,-0.14065,1
0.15034,-0.14791,1
0.1194,-0.15064,1
0.10098,-0.14701,1
0.13467,-0.16062,1
0.1222,-0.16334,1
0.050904,-0.1461,1
0.058163,-0.14791,1
0.102,-0.16152,1
0.092037,-0.16334,1
0.066423,-0.16062,1
0.088248,-0.16606,1
0.082838,-0.14882,1
0.076003,-0.14338,1
0.083836,-0.15336,1
0.074451,-0.15154,1
0.12413,-0.15971,1
0.12745,-0.16515,1
0.08041,-0.16062,1
0.090064,-0.16606,1
0.10963,-0.17423,1
0.10718,-0.17423,1
0.083381,-0.16606,1
0.085763,-0.15517,1
0.063875,-0.15699,1
0.06206,-0.16243,1
0.095125,-0.16425,1
0.095982,-0.16334,1
0.072484,-0.16515,1
0.051991,-0.16606,1
0.061176,-0.16152,1
0.072575,-0.15154,1
0.066428,-0.1461,1
0.039562,-0.15154,1
0.073347,-0.15517,1
0.11622,-0.15426,1
0.1087,-0.14701,1
0.083906,-0.1461,1
0.061426,-0.1588,1
0.046739,-0.15517,1
0.027045,-0.15154,0
0.043095,-0.16243,0
0.090991,-0.17423,0
0.084064,-0.17241,0
0.03308,-0.16243,0
0.048552,-0.16969,0
0.057074,-0.17786,0
0.01585,-0.16606,0
0.008593,-0.13702,0
0.030668,-0.14065,0
0.041705,-0.1706,0
0.059427,-0.18149,0
0.058666,-0.16062,0
0.038675,-0.15336,0
0.04097,-0.17241,0
0.040605,-0.17967,0
0.032494,-0.16606,0
0.024005,-0.16334,0
0.044853,-0.16515,0
0.04043,-0.16606,0
0.025659,-0.16243,0
0.036522,-0.16515,0
0.055387,-0.15608,0
0.079585,-0.15517,0
0.089445,-0.17151,0
0.064999,-0.15517,0
0.044964,-0.1588,0
0.042185,-0.17151,0
0.067379,-0.16788,0
0.079995,-0.17241,0
0.040754,-0.15426,0
0.010171,-0.14791,1
0.016742,-0.16969,1
0.054766,-0.16334,1
0.073019,-0.16152,1
0.074285,-0.16152,1
0.088262,-0.1588,1
0.10235,-0.16243,1
0.092178,-0.15517,1
0.082796,-0.14973,1
0.099949,-0.15245,1
0.10559,-0.15608,1
0.080084,-0.15154,1
0.074308,-0.14519,1
0.10462,-0.15336,1
0.10005,-0.15789,1
0.087704,-0.1588,1
0.10013,-0.16243,1
0.10544,-0.15789,1
0.099235,-0.15789,1
0.080419,-0.1588,1
0.084816,-0.15608,1
0.1034,-0.16152,1
0.12472,-0.16515,1
0.11516,-0.15971,1
0.095553,-0.15971,1
0.092604,-0.15789,1
0.078059,-0.15699,1
0.085817,-0.16152,1
0.097479,-0.1588,1
0.10239,-0.16062,1
0.10021,-0.16062,1
0.11666,-0.14791,1
0.11413,-0.14882,1
0.083465,-0.16334,1
0.073643,-0.16697,1
0.085845,-0.16425,1
0.090454,-0.15517,1
0.089518,-0.15245,1
0.091197,-0.15789,1
0.10633,-0.15789,1
0.11097,-0.14156,1
0.087351,-0.13793,1
0.063272,-0.15064,1
0.041559,-0.15426,1
0.031361,-0.16788,1
0.037166,-0.17241,1
0.052667,-0.16062,1
0.068814,-0.16515,1
0.085422,-0.16878,1
0.050899,-0.16606,1
0.007689,-0.16969,1
0.03535,-0.17786,1
0.03168,-0.17604,0
0.000701,-0.15517,0
0.03346,-0.1588,0
0.062791,-0.17967,0
0.046681,-0.16878,0
0.019112,-0.16062,0
0.004814,-0.17423,0
0.03684,-0.17423,0
0.040206,-0.15336,0
0.012645,-0.15517,0
0.008012,-0.17332,0
0.009003,-0.17241,0
0.017891,-0.1706,0
0.030776,-0.16606,0
0.038354,-0.1706,0
0.042512,-0.1706,0
0.041349,-0.15517,0
0.048826,-0.16243,0
0.04152,-0.17151,0
0.043903,-0.16515,1
0.076935,-0.15426,1
0.12665,-0.15789,1
0.13013,-0.16243,1
0.10908,-0.15789,1
0.099313,-0.16062,1
0.097185,-0.15608,1
0.10645,-0.15336,1
0.097284,-0.15699,1
0.10735,-0.15789,1
0.11015,-0.15971,1
0.11713,-0.16515,1
0.12403,-0.16969,1
0.083511,-0.16062,1
0.06747,-0.15064,1
0.079134,-0.15245,1
0.082647,-0.15971,1
0.085351,-0.15699,1
0.10188,-0.15789,1
0.10728,-0.15699,1
0.080873,-0.15426,1
0.088558,-0.16425,1
0.098011,-0.15608,1
0.085285,-0.14791,1
0.086435,-0.15971,1
0.086274,-0.16425,1
0.10955,-0.16606,1
0.11984,-0.16788,1
0.096613,-0.14973,1
0.087113,-0.14973,1
0.090017,-0.16152,1
0.083077,-0.16062,1
0.065906,-0.16425,1
0.08063,-0.14338,1
0.081619,-0.12432,1
0.087165,-0.14247,1
0.11846,-0.16515,1
0.10218,-0.16969,1
0.06854,-0.15699,1
0.089595,-0.15154,1
0.1143,-0.16243,1
0.10239,-0.16425,1
0.080711,-0.16152,1
0.084597,-0.15064,1
0.083555,-0.15154,1
0.079776,-0.16697,1
0.071049,-0.15426,1
0.063895,-0.14156,1
0.097222,-0.15789,1
0.083429,-0.16515,1
0.040185,-0.16425,1
0.04125,-0.1706,1
0.037913,-0.17423,0
0.020112,-0.17695,0
0.002268,-0.17151,0
0.026052,-0.17423,0
0.042916,-0.17967,0
0.050347,-0.17695,0
0.039626,-0.15699,0
0.016504,-0.15789,0
0.0156,-0.14882,0
0.012557,-0.13521,0
0.016959,-0.14973,0
0.039221,-0.16334,0
0.054773,-0.17423,0
0.047862,-0.1461,0
0.042043,-0.14701,0
0.034564,-0.1706,0
0.024217,-0.16515,0
0.007692,-0.16606,0
0.026709,-0.17151,0
0.049324,-0.17423,0
0.029847,-0.17604,0
0.0328,-0.17151,0
0.032503,-0.17151,0
0.02024,-0.16878,0
0.018289,-0.16515,1
0.057346,-0.16062,1
0.09095,-0.13612,1
0.081492,-0.1098,1
0.085738,-0.088929,1
0.10801,-0.077132,1
0.10164,-0.050817,1
0.077262,-0.032668,1
0.063114,-0.03176,1
0.082331,-0.028131,1
0.10606,-0.034483,1
0.084639,-0.040835,1
0.066996,-0.03176,1
0.089374,-0.034483,1
0.099154,-0.034483,1
0.09429,-0.034483,1
0.094311,-0.03539,1
0.10616,-0.030853,1
0.11599,-0.037205,1
0.1076,-0.03902,1
0.1018,-0.029946,1
0.10762,-0.030853,1
0.10053,-0.030853,1
0.076591,-0.026316,1
0.071338,-0.034483,1
0.10667,-0.03539,1
0.1136,-0.027223,1
0.083159,-0.029038,1
0.088566,-0.030853,1
0.10427,-0.032668,1
0.10655,-0.033575,1
0.098129,-0.023593,1
0.076854,-0.028131,1
0.073695,-0.023593,1
0.083415,-0.018149,1
0.08077,-0.019056,1
0.081893,-0.00726,1
0.096858,-0.011797,1
0.090291,-0.009982,1
0.075821,-0.009982,1
0.050465,-0.03902,1
0.015981,-0.049909,1
0.000135,-0.039927,1
0.011097,-0.047187,0
0.03467,-0.057169,0
0.019836,-0.03176,0
0.023131,-0.009074,0
0.056859,-0.030853,0
0.065016,-0.046279,0
0.034517,-0.047187,0
0,-0.045372,0
0.032252,-0.046279,0
0.055041,-0.055354,0
0.022397,-0.054446,0
0.019619,-0.049909,0
0.055594,-0.046279,0
0.052201,-0.048094,0
0.027867,-0.054446,0
0.014759,-0.041742,0
0.058904,-0.04265,0
0.074398,-0.051724,0
0.028882,-0.03539,0
0.001561,-0.030853,0
0.018945,-0.04265,0
0.048077,-0.052632,0
0.053931,-0.056261,0
0.048114,-0.047187,0
0.048675,-0.048094,0
0.065058,-0.051724,1
0.069561,-0.041742,1
0.077861,-0.040835,1
0.097584,-0.033575,1
0.10688,-0.027223,1
0.13128,-0.029946,1
0.12755,-0.023593,1
0.12706,-0.024501,1
0.12219,-0.029038,1
0.10248,-0.028131,1
0.10552,-0.038113,1
0.086946,-0.009074,1
0.081486,0,1
0.10311,-0.027223,1
0.093202,-0.037205,1
0.066752,-0.04265,1
0.081225,-0.052632,1
0.13836,-0.03902,1
0.11624,-0.03902,1
0.052299,-0.017241,1
0.086787,-0.020871,1
0.11014,-0.058984,1
0.089348,-0.054446,1
0.075695,-0.04265,1
0.11359,-0.047187,1
0.10242,-0.045372,1
0.068078,-0.044465,1
0.044534,-0.043557,1
0.003106,-0.023593,1
0.018098,-0.037205,1
0.011935,-0.046279,1
0,-0.041742,1
0.07507,-0.061706,0
0.086408,-0.068966,0
0.035153,-0.066243,0
0.012254,-0.061706,0
0.041773,-0.064428,0
0.049686,-0.065336,0
0.041409,-0.064428,0
0.059857,-0.064428,0
0.027168,-0.050817,0
0.003749,-0.049002,0
0.002901,-0.049909,0
0.018653,-0.053539,0
0.035226,-0.067151,0
0.061329,-0.063521,0
0.057457,-0.049909,0
0.048489,-0.04265,0
0.062474,-0.051724,0
0.030264,-0.061706,0
0.033375,-0.065336,0
0.045258,-0.07078,0
0.031384,-0.068966,0
0.044578,-0.057169,0
0.032708,-0.049909,0
0.018424,-0.062613,0
0.016082,-0.056261,0
0,-0.046279,0
0,-0.062613,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-0.005445,0
0.095275,-0.017241,0
0.16325,-0.018149,0
0.11531,-0.013612,0
0.12207,-0.013612,1
0.17907,-0.018149,1
0.14311,-0.010889,1
0.077165,0,1
0.070925,0,1
0.11615,-0.00726,1
0.10947,-0.006352,1
0.064915,-0.005445,1
0.073367,-0.009074,1
0.079887,-0.00726,1
0.10353,-0.010889,1
0.1107,-0.00726,1
0.087129,-0.001815,1
0.18519,-0.011797,1
0.24998,-0.020871,1
0.2061,-0.017241,1
0.1174,-0.00363,1
0.088602,0,1
0.22439,-0.011797,1
0.29869,-0.024501,1
0.21247,-0.016334,1
0.17119,-0.009074,1
0.24663,-0.017241,1
0.20342,-0.018149,1
0.17831,-0.014519,1
0.17425,-0.011797,1
0.11377,-0.008167,1
0.10118,0,1
0.085621,0,1
0.10294,-0.002722,1
0.087537,-0.000907,1
0.059218,0,1
0.063122,-0.001815,1
0.066391,-0.013612,1
0.073906,-0.009982,1
0.075545,-0.006352,1
0.083917,-0.006352,1
0.070472,-0.011797,1
0.062765,-0.015426,1
0.073881,-0.00363,1
0.066484,-0.00363,1
0.075531,-0.008167,1
0.081856,-0.012704,1
0.072735,-0.006352,1
0.07846,0,1
0.13643,-0.008167,1
0.12961,-0.005445,1
0.090848,-0.004537,1
0.14708,-0.002722,1
0.16195,0,1
0.16101,0,1
0.21034,-0.00726,1
0.23552,0,1
0.21027,0,1
0.23425,-0.00726,1
0.29785,-0.029038,1
0.29856,-0.028131,1
0.26801,-0.008167,1
0.27684,-0.001815,1
0.26451,0,1
0.24242,0,1
0.25612,0,1
0.23602,-0.009074,1
0.21087,-0.016334,1
0.19078,-0.019964,1
0.19273,-0.016334,1
0.21934,-0.017241,1
0.21852,-0.019056,1
0.22568,-0.005445,1
0.24689,0,1
0.25182,0,1
0.25463,0,1
0.25747,-0.008167,1
0.23315,-0.014519,1
0.19576,-0.00726,1
0.1807,-0.012704,1
0.19603,-0.008167,1
0.19005,-0.002722,1
0.17987,-0.014519,1
0.16907,-0.020871,1
0.14464,-0.017241,1
0.14409,-0.009982,1
0.15811,-0.011797,1
0.16179,-0.014519,1
0.14934,-0.009982,1
0.16033,-0.028131,1
0.14391,-0.034483,1
0.1145,-0.025408,1
0.14146,-0.044465,1
0.13016,-0.036298,1
0.096906,-0.015426,1
0.10956,-0.015426,1
0.097116,-0.009074,1
0.1034,-0.016334,1
0.112,-0.024501,1
0.087097,-0.03539,1
0.10228,-0.058984,1
0.10239,-0.058076,1
0.074962,-0.054446,1
0.049075,-0.060799,1
0.018606,-0.051724,1
0.019973,-0.063521,1
0.019385,-0.066243,1
0.001809,-0.056261,1
0.021322,-0.068966,1
0.03625,-0.068966,1
0.037439,-0.071688,1
0.030011,-0.079855,1
0.068544,-0.085299,1
0.10079,-0.091652,1
0.069599,-0.075318,1
0.07033,-0.061706,1
0.12172,-0.078947,1
0.10052,-0.07441,1
0.035061,-0.055354,1
0.044782,-0.058984,1
0.065875,-0.07441,1
0.036521,-0.058984,1
0,-0.049909,1
0,-0.059891,1
0,-0.055354,1
0.031026,-0.068966,1
0.057109,-0.084392,1
0.065374,-0.090744,1
0.054618,-0.085299,1
0.03275,-0.07441,1
0.020517,-0.077132,1
0.030783,-0.071688,1
0.056924,-0.069873,1
0.070896,-0.095281,1
0.064778,-0.10073,1
0.049834,-0.080762,1
0.074504,-0.080762,1
0.090089,-0.088929,1
0.050214,-0.090744,1
0.036796,-0.099819,1
0.046663,-0.098004,1
0.020879,-0.085299,1
0.006398,-0.082577,1
0.036955,-0.091652,1
0.062906,-0.096189,0
0.045969,-0.095281,0
0.055692,-0.10163,0
0.08939,-0.10617,0
0.060035,-0.090744,0
0.043424,-0.089837,0
0.054822,-0.093466,0
0.022328,-0.082577,0
0.021057,-0.085299,0
0.018864,-0.086207,0
0.023824,-0.090744,0
0.024191,-0.085299,0
0,-0.076225,0
0.053116,-0.090744,0
0.061975,-0.096189,0
0.007604,-0.086207,0
0.014275,-0.086207,0
0.040644,-0.099819,0
0.084093,-0.11071,0
0.088884,-0.10799,0
0.030575,-0.093466,0
0.062076,-0.099819,0
0.093897,-0.10526,0
0.045157,-0.08167,0
0.012868,-0.075318,0
0.024816,-0.075318,0
0.017124,-0.076225,0
0.034162,-0.094374,0
0.031096,-0.10163,0
0.040167,-0.10345,0
0.055886,-0.10073,0
0.05434,-0.095281,0
0.05653,-0.095281,0
0.043532,-0.096189,0
0.079331,-0.10073,0
0.12258,-0.10345,0
0.10465,-0.095281,0
0.08752,-0.091652,0
0.073818,-0.088929,0
0.05826,-0.092559,0
0.075834,-0.10345,0
0.05807,-0.10163,0
0.043621,-0.094374,0
0.027176,-0.094374,0
0.025581,-0.091652,0
0.064422,-0.095281,0
0.06424,-0.10163,0
0.042415,-0.10254,0
0.041224,-0.10345,0
0.075465,-0.098911,0
0.10702,-0.089837,0
0.1184,-0.093466,0
0.093923,-0.10254,0
0.051559,-0.094374,0
0.046198,-0.084392,0
0.036443,-0.092559,0
0.021884,-0.098911,0
0.009161,-0.085299,0
0.011854,-0.083485,0
0.0319,-0.092559,0
0.036312,-0.099819,0
0.029959,-0.094374,0
0.039564,-0.087114,0
0.084735,-0.097096,0
0.07953,-0.10163,0
0.040785,-0.097096,0
0.040859,-0.090744,0
0.050013,-0.091652,0
0.063963,-0.098004,0
0.040684,-0.097096,0
0.016352,-0.097096,0
0.050386,-0.10163,0
0.055141,-0.10436,0
0.047933,-0.10163,0
0.044637,-0.098004,0
0.042854,-0.096189,0
0.071482,-0.097096,0
0.060622,-0.095281,0
0.029991,-0.087114,0
0.027132,-0.093466,0
0.030442,-0.10345,0
0.036867,-0.097096,0
0.040473,-0.098004,0
0.04507,-0.10254,0
0.05786,-0.098911,0
0.056802,-0.089837,0
0.04513,-0.088929,0
0.046274,-0.089837,0
0.044454,-0.084392,0
0.040551,-0.077132,1
0.055239,-0.075318,1
0.09278,-0.086207,1
0.0965,-0.088929,1
0.089466,-0.090744,1
0.12092,-0.097096,1
0.13261,-0.098911,1
0.11067,-0.096189,1
0.08855,-0.088929,1
0.098031,-0.088022,1
0.11471,-0.089837,1
0.10425,-0.092559,1
0.097746,-0.097096,1
0.10934,-0.093466,1
0.11448,-0.092559,1
0.11194,-0.094374,1
0.1138,-0.097096,1
0.11261,-0.097096,1
0.10047,-0.088022,1
0.084091,-0.092559,1
0.084735,-0.093466,1
0.1024,-0.085299,1
0.10916,-0.086207,1
0.12202,-0.090744,1
0.11423,-0.092559,1
0.091074,-0.091652,1
0.10317,-0.094374,1
0.11471,-0.098911,1
0.12426,-0.098911,1
0.1214,-0.093466,1
0.10301,-0.094374,1
0.096203,-0.094374,1
0.094896,-0.088929,1
0.10459,-0.086207,1
0.11833,-0.090744,1
0.12132,-0.097096,1
0.12625,-0.092559,1
0.1258,-0.088929,1
0.10218,-0.082577,1
0.081099,-0.082577,1
0.086725,-0.088022,1
0.096893,-0.092559,1
0.11282,-0.097096,1
0.11778,-0.098004,1
0.12759,-0.10073,1
0.12635,-0.082577,1
0.090085,-0.058984,1
0.079128,-0.040835,1
0.057289,-0.011797,1
0.030622,-0.03539,1
0.035,-0.077132,1
0.024854,-0.080762,0
0.056178,-0.096189,0
0.057802,-0.099819,0
0.012367,-0.089837,0
0.00263,-0.090744,0
0.010488,-0.092559,0
0.017271,-0.097096,0
0.023791,-0.095281,0
0.025591,-0.083485,0
0.022808,-0.041742,0
0.029694,-0.029946,0
0.031551,-0.057169,0
0.016403,-0.026316,0
0.010472,-0.027223,0
0.037082,-0.07441,0
0.040908,-0.079855,0
0.027954,-0.080762,0
0.020766,-0.080762,0
0.014149,-0.062613,0
0.042865,-0.061706,0
0.061506,-0.077132,0
0.063844,-0.088929,0
0.051029,-0.093466,0
0.012624,-0.084392,0
0,-0.088929,0
0.000793,-0.088022,0
0.018077,-0.080762,0
0.053771,-0.097096,0
0.06144,-0.097096,1
0.068275,-0.082577,1
0.083201,-0.078947,1
0.10634,-0.077132,1
0.13214,-0.083485,1
0.13461,-0.090744,1
0.1406,-0.092559,1
0.14991,-0.094374,1
0.14863,-0.092559,1
0.13796,-0.086207,1
0.11795,-0.077132,1
0.11252,-0.073503,1
0.11856,-0.076225,1
0.11171,-0.07804,1
0.10198,-0.083485,1
0.09152,-0.07804,1
0.12781,-0.076225,1
0.19774,-0.085299,1
0.1818,-0.083485,1
0.10908,-0.073503,1
0.13389,-0.078947,1
0.18702,-0.088929,1
0.1872,-0.090744,1
0.14685,-0.082577,1
0.10467,-0.062613,1
0.11601,-0.057169,1
0.134,-0.064428,1
0.14786,-0.069873,1
0.16814,-0.068058,1
0.15379,-0.069873,1
0.14501,-0.069873,1
0.14282,-0.062613,1
0.1258,-0.060799,1
0.12707,-0.057169,1
0.13151,-0.049909,1
0.1296,-0.049002,1
0.13921,-0.049909,1
0.13725,-0.051724,1
0.14376,-0.064428,1
0.1396,-0.058076,1
0.10705,-0.046279,1
0.11399,-0.061706,1
0.12275,-0.066243,1
0.12297,-0.059891,1
0.10973,-0.03176,1
0.12102,-0.010889,1
0.18944,-0.019964,1
0.24198,-0.021779,1
0.2729,-0.019056,1
0.29143,-0.020871,1
0.30821,-0.029946,1
0.33245,-0.024501,1
0.36075,-0.019056,1
0.37652,-0.019056,1
0.38617,-0.008167,1
0.38859,0,1
0.38008,0,1
0.39079,0,1
0.40313,0,1
0.40418,0,1
0.39851,0,1
0.39667,-0.001815,1
0.39178,-0.017241,1
0.38514,-0.03176,1
0.38468,-0.019964,1
0.38203,-0.014519,1
0.38659,-0.012704,1
0.38704,-0.017241,1
0.38397,-0.018149,1
0.38208,-0.018149,1
0.37896,-0.017241,1
0.37202,0,1
0.3641,0,1
0.35424,-0.010889,1
0.35425,-0.021779,1
0.35679,-0.024501,1
0.32905,-0.021779,1
0.2962,-0.009074,1
0.27568,-0.012704,1
0.26202,-0.034483,1
0.25318,-0.038113,1
0.22839,-0.034483,1
0.22017,-0.03902,1
0.2338,-0.038113,1
0.26046,-0.005445,1
0.29352,0,1
0.31588,-0.001815,1
0.32455,-0.009982,1
0.30643,-0.029038,1
0.28134,-0.055354,1
0.2627,-0.082577,1
0.23418,-0.10526,1
0.21145,-0.1216,1
0.2009,-0.13067,1
0.18277,-0.13158,1
0.1817,-0.13612,1
0.17513,-0.13975,1
0.15434,-0.13975,1
0.18175,-0.14338,1
0.19855,-0.14428,1
0.18475,-0.14338,1
0.16322,-0.14338,1
0.16398,-0.14338,1
0.19046,-0.14247,1
0.17302,-0.14519,1
0.1357,-0.1461,1
0.15876,-0.14973,1
0.16152,-0.15245,1
0.12394,-0.14973,1
0.10394,-0.14701,1
0.11479,-0.15064,1
0.164,-0.1588,1
0.14603,-0.15608,1
0.20658,-0.16697,1
0.24188,-0.17695,1
0.13894,-0.16697,1
0.086972,-0.15789,1
0.082504,-0.14882,1
0.078029,-0.15064,1
0.16531,-0.16969,1
0.21425,-0.17695,1
0.23519,-0.17241,1
0.31783,-0.17604,1
0.30965,-0.17332,1
0.22613,-0.16515,1
0.35476,-0.17241,1
0.37251,-0.17514,1
0.26997,-0.1706,1
0.33518,-0.17604,1
0.2833,-0.17151,1
0.17809,-0.1706,1
0.1767,-0.17241,1
0.090818,-0.15699,1
0.076712,-0.15971,1
0.13656,-0.1706,1
0.15634,-0.1706,1
0.21329,-0.17604,1
0.20663,-0.16969,1
0.095656,-0.14156,1
0.055362,-0.13702,1
0.093062,-0.15245,1
0.13366,-0.15064,1
0.14895,-0.15245,1
0.15241,-0.16425,1
0.11531,-0.16788,1
0.07238,-0.16969,1
0.069104,-0.17241,0
0.05938,-0.16243,0
0.04626,-0.15245,0
0.024188,-0.15426,0
0.030175,-0.15789,0
0.023608,-0.14973,0
0.017888,-0.14428,0
0.045509,-0.15426,0
0.044923,-0.15699,0
0.031533,-0.15517,0
0.021412,-0.15426,0
0.044826,-0.16062,0
0.070708,-0.16062,0
0.047362,-0.15699,0
0.019968,-0.16425,0
0.026115,-0.16697,0
0.045159,-0.16243,0
0.05221,-0.15245,0
0.030482,-0.15336,0
0.008203,-0.15608,0
0.015476,-0.15426,0
0.022156,-0.15699,0
0.023624,-0.16152,0
0.048103,-0.16425,0
0.045957,-0.15426,0
0.036944,-0.15245,0
0.050794,-0.1588,0
0.050424,-0.15971,0
0.050719,-0.15971,0
0.044686,-0.16334,0
0.066624,-0.16425,0
0.10913,-0.15699,1
0.081807,-0.14701,1
0.082834,-0.15789,1
0.091271,-0.16062,1
0.077079,-0.14882,1
0.11425,-0.15426,1
0.11162,-0.15336,1
0.10727,-0.14882,1
0.11894,-0.14791,1
0.12069,-0.15336,1
0.10771,-0.15517,1
0.10238,-0.15426,1
0.10634,-0.15426,1
0.093137,-0.14973,1
0.091447,-0.15245,1
0.12623,-0.16062,1
0.13468,-0.15608,1
0.12635,-0.15064,1
0.14421,-0.15699,1
0.15225,-0.15971,1
0.13959,-0.15789,1
0.1309,-0.15789,1
0.12722,-0.15789,1
0.11768,-0.15971,1
0.13586,-0.16062,1
0.15464,-0.16243,1
0.13539,-0.16697,1
0.10122,-0.16334,1
0.10671,-0.15699,1
0.1244,-0.15336,1
0.12609,-0.15336,1
0.12213,-0.15699,1
0.10028,-0.15064,1
0.10027,-0.14247,1
0.095506,-0.14156,1
0.08423,-0.14338,1
0.10109,-0.15064,1
0.10813,-0.15789,1
0.11598,-0.14882,1
0.1136,-0.14065,1
0.089675,-0.14065,1
0.066706,-0.1343,1
0.039847,-0.10708,1
0.018752,-0.11706,1
0.056175,-0.16062,1
0.054241,-0.15608,1
0.033578,-0.15608,1
0.044544,-0.16606,1
0.056601,-0.16606,1
0.04875,-0.15789,1
0.010746,-0.14973,1
0.022036,-0.13975,1
0.052192,-0.13612,0
0.046216,-0.14701,0
0.026437,-0.15336,0
0.017082,-0.15426,0
0.0166,-0.14882,0
0.023829,-0.15699,0
0.012754,-0.15154,0
0.042686,-0.14973,0
0.069703,-0.16969,0
0.066852,-0.16606,0
0.050293,-0.15971,0
0.032512,-0.15789,0
0.020036,-0.15699,0
0.009421,-0.15336,0
0.00086,-0.14156,0
0.015813,-0.15245,0
0.026656,-0.1588,0
0.031721,-0.15336,0
0.050153,-0.15517,0
0.064351,-0.14973,1
0.097131,-0.14701,1
0.13186,-0.14882,1
0.13454,-0.15245,1
0.13086,-0.15245,1
0.12415,-0.15426,1
0.12227,-0.15699,1
0.12452,-0.15154,1
