@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3,5-6'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute normalizedSpectralEntropy_min numeric
@attribute class {0,1}

@data
646.11,-0.77798,1
798.46,-0.88866,1
870.02,-0.87913,1
695.16,-0.93361,1
792.58,-0.86917,1
770.81,-0.89296,1
786.37,-0.9073,1
723.43,-0.79344,1
877.38,-0.79904,1
852.74,-0.86623,1
836.05,-0.80633,1
1013.5,-0.82865,1
864.84,-0.73142,1
877.13,-0.7014,1
919.53,-0.70011,1
875.91,-0.63206,1
916.75,-0.60642,1
1054.1,-0.70635,1
925.19,-0.65175,1
968.11,-0.69276,1
973.91,-0.67744,1
1155.1,-0.68305,1
1102.8,-0.64704,1
1276.7,-0.56887,1
970.78,-0.42097,1
1166.2,-0.42582,1
1187,-0.36323,1
1221.4,-0.27183,1
1362.9,-0.32477,1
1382.1,-0.36006,1
1415.3,-0.47853,1
1370.9,-0.43506,1
1204.2,-0.37535,1
1168.6,-0.36988,1
1131.5,-0.30235,1
1353.1,-0.43888,1
1325.3,-0.42198,1
1511.9,-0.086545,1
2952.7,-0.005335,1
3528,0,1
4047.7,0,1
5216.2,0,1
5833.8,-0.027611,1
5873.3,-0.043809,1
5679.1,-0.002588,1
6132.5,-0.028321,1
6901.4,0,1
6499.9,-0.018486,1
6614.7,-0.026213,1
6632.4,-0.096369,1
6372,-0.10437,1
5893.7,-0.13198,1
4736.1,-0.11273,1
5236.7,-0.016098,1
5169,0,1
5893.2,0,1
5669,-0.077686,1
6153.5,-0.086621,1
6113.8,-0.17774,1
6525.1,-0.20402,1
6498.4,-0.099825,1
6827.4,-0.052143,1
5394.1,-0.11078,1
4742.6,-0.12378,1
5017,-0.11738,1
4565.2,-0.2138,1
3923.5,-0.34266,1
4116.7,-0.26637,1
3621.7,-0.28104,1
3586.5,-0.43305,1
3391.3,-0.36976,1
2992.4,-0.31701,1
3520,-0.42647,1
3212.3,-0.34601,1
3119.8,-0.42862,1
2987.8,-0.35178,1
2347.3,-0.36382,1
2651,-0.48378,1
2770.9,-0.36297,1
2402,-0.37219,1
2629.7,-0.40493,1
2544.9,-0.3874,1
2120.9,-0.35522,1
2448.1,-0.3344,1
2123.9,-0.26969,1
1670.4,-0.495,1
1628.1,-0.57809,1
1383,-0.55116,1
1121.3,-0.54031,1
635.63,-0.43011,1
364.59,-0.35033,1
378.99,-0.4042,1
345.67,-0.40058,1
419.18,-0.45805,1
489.26,-0.64009,1
562.78,-0.50738,1
574.39,-0.47571,1
688.01,-0.45745,1
843.88,-0.53534,1
807.58,-0.47825,1
841.19,-0.46841,1
956.07,-0.50603,1
907.23,-0.51459,1
807.53,-0.48398,1
831.08,-0.67188,1
620.52,-0.64388,1
540.34,-0.49074,1
390.43,-0.50612,1
321.83,-0.46196,1
155.89,-0.23523,1
218.49,-0.40031,1
309.36,-0.50419,1
192.94,-0.43117,1
253.94,-0.4193,1
245.16,-0.46158,1
325.74,-0.55124,1
301.3,-0.42831,1
437.09,-0.6002,1
331.44,-0.54114,1
430.35,-0.65521,1
398,-0.71173,1
445.88,-0.80016,1
290.74,-0.56878,1
403.53,-0.58868,1
461.24,-0.65973,1
420.74,-0.64895,1
297.06,-0.50402,1
244.77,-0.48951,1
208.06,-0.57094,1
122.75,-0.50629,0
52.257,-0.41123,0
34.947,-0.41363,0
43.336,-0.44239,0
61.262,-0.53598,0
79.871,-0.5324,0
20.299,-0.29651,0
83.616,-0.57444,0
42.014,-0.43193,0
9.6826,-0.39966,0
153.03,-0.73355,0
0,-0.4217,0
13.809,-0.47519,0
9.4815,-0.32192,0
63.463,-0.60146,0
11.995,-0.43781,0
56.96,-0.58325,0
192.65,-0.597,0
253.8,-0.719,0
163.22,-0.71662,0
9.6039,-0.48849,0
38.548,-0.54844,0
140.48,-0.7067,0
11.518,-0.33571,0
38.454,-0.42844,0
33.32,-0.51663,0
34.507,-0.50542,0
128.53,-0.91344,0
37.906,-0.58931,0
94.807,-0.69533,0
120.04,-0.85444,0
6.4872,-0.54294,0
29.736,-0.57761,0
138.9,-0.75536,0
51.249,-0.3977,0
198.76,-0.69626,0
251.14,-0.80365,0
324.36,-0.74364,0
202.48,-0.5234,0
29.165,-0.26538,0
97.176,-0.47362,0
147.83,-0.60555,0
51.798,-0.39827,0
34.28,-0.24839,0
54.677,-0.39871,0
16.843,-0.29065,0
7.3443,-0.40742,0
72.742,-0.74206,0
132.88,-0.69281,0
68.385,-0.51655,0
198.16,-0.55678,0
324.64,-0.74884,0
397.14,-1.0794,0
250.98,-1.1465,0
82.627,-0.67728,0
61.512,-0.68139,0
186.77,-0.97608,0
262.7,-1.1204,0
6.5262,-0.22715,0
17.929,-0.27036,0
79.899,-0.64603,0
6.002,-0.433,0
9.9078,-0.43138,0
67.753,-0.53195,0
98.945,-0.72917,0
32.209,-0.44597,0
37.624,-0.15192,0
33.757,-0.40583,0
2.2944,-0.35435,0
2.4367,-0.26023,0
36.861,-0.39722,0
48.325,-0.4848,0
16.508,-0.40288,0
16.16,-0.38676,0
88.049,-0.68379,0
7.4955,-0.4205,0
175.18,-0.86296,0
27.009,-0.49628,0
167.74,-0.75205,0
190.47,-0.69994,0
10.659,-0.16449,0
6.2926,-0.10597,0
1.4025,-0.093989,0
69.799,-0.3308,0
125.33,-0.48384,0
34.056,-0.12205,0
0,-0.23568,0
80.401,-0.47084,0
56.41,-0.27229,0
372.82,-0.38523,1
576.51,-0.72785,1
742.39,-0.9485,1
1002.3,-1.0221,1
1121.8,-1.08,1
1082.7,-1.026,1
1014.7,-1.02,1
1104.7,-0.94623,1
1052.5,-0.86419,1
935.67,-0.67281,1
1172.9,-0.61116,1
1476.5,-0.78291,1
1320.5,-0.77211,1
1248,-0.84151,1
1240.2,-0.68887,1
1204.1,-0.78383,1
1124.2,-0.71038,1
1062.6,-0.76573,1
1082.1,-0.6578,1
1008.8,-0.71909,1
1156,-0.59575,1
1397.6,-0.45428,1
1555.5,-0.3573,1
1562.8,-0.32807,1
1704.7,-0.44752,1
1779.7,-0.53893,1
1700.9,-0.43622,1
1473.9,-0.46428,1
1370.8,-0.43203,1
1391.4,-0.52966,1
1222,-0.53089,1
1400.8,-0.76292,1
1255,-0.88952,1
1247.6,-0.89415,1
1295.3,-0.99712,1
1209,-1.0533,1
1207,-1.2024,1
1344.5,-1.2684,1
1220,-1.1609,1
990.68,-1.3081,1
1386.8,-1.229,1
1204.8,-1.2502,1
981.79,-1.3013,1
1254.4,-1.3607,1
1364.4,-1.2561,1
1133.5,-1.2007,1
1132.6,-1.186,1
832.11,-1.0532,1
530.88,-0.71707,1
162.39,-0.43138,1
138.72,-0.79244,1
81.903,-0.65451,0
139.81,-0.8226,0
38.291,-0.60408,0
350.89,-1.5606,0
5.1519,-0.43483,0
67.532,-0.72817,0
67.87,-0.71296,0
156.51,-1.007,0
92.793,-0.53527,0
71.779,0,0
602.56,-0.21228,0
307.39,-0.14941,0
70.265,-0.036605,0
127.69,-0.045217,0
99.664,-0.36554,0
164.19,-0.38467,0
14.101,-0.14289,0
273.38,-0.70179,0
52.533,-0.37338,0
222.11,-0.91163,0
22.144,-0.55825,0
69.733,-0.71448,0
270.29,-1.3505,0
2.0499,-0.54155,0
59.058,-0.2208,0
34.142,-0.63618,0
32.83,-0.64567,0
66.164,-0.7121,0
427.38,-0.94272,1
734.45,-0.87012,1
1067,-0.80885,1
1247.5,-0.88851,1
1458.5,-1.05,1
1589.2,-1.3093,1
1473.3,-1.3047,1
1403.5,-1.4136,1
1208.2,-1.3075,1
1194,-1.2951,1
1176.4,-1.2824,1
1210.6,-1.1699,1
1321.1,-1.0137,1
1129.3,-1.0801,1
1130.3,-1.1519,1
968.64,-1.1381,1
1013.4,-1.1132,1
1039.9,-1.183,1
1122.2,-1.223,1
1280.5,-1.2174,1
1119.2,-1.1,1
1153.6,-1.0925,1
940.17,-0.88462,1
1138.5,-0.97262,1
1393.8,-0.9946,1
1342.6,-1.0533,1
1405.2,-1.065,1
1476.7,-1.1057,1
1496.8,-1.1294,1
1484.7,-1.1289,1
1458.3,-1.1143,1
1586.5,-1.1107,1
1636.3,-1.0875,1
1629.7,-0.99476,1
1711.6,-1.1406,1
1751,-0.97271,1
1601.9,-1.0008,1
1766.3,-0.90079,1
1532.9,-0.93901,1
1717.6,-0.90653,1
1696,-0.7735,1
1711.5,-0.76464,1
1669.9,-0.667,1
1547.6,-0.68607,1
1571.4,-0.41958,1
2124.7,-0.2858,1
3806.5,-0.34644,1
5082.6,-0.33523,1
5473.9,-0.38761,1
5067.5,-0.43582,1
6346.1,-0.33447,1
6846.7,-0.30541,1
7691.8,-0.24082,1
8147.8,-0.27318,1
8756.8,-0.26415,1
8716.6,-0.23885,1
9520.4,-0.11184,1
9288,-0.20715,1
9448.3,-0.18809,1
9871.5,-0.12554,1
9818.7,-0.17268,1
11142,-0.10221,1
9902.4,-0.19795,1
8838.1,-0.28835,1
9489.5,-0.25381,1
9363.7,-0.2169,1
9976.9,-0.15484,1
10646,-0.058231,1
10099,-0.14971,1
10772,-0.078234,1
10653,-0.035817,1
10809,-0.041968,1
10781,-0.033629,1
10150,-0.059469,1
8629.6,-0.2082,1
8586.3,-0.15883,1
7894.5,-0.1321,1
6847,-0.17505,1
5888.5,-0.21449,1
5242.2,-0.27124,1
5487.4,-0.21663,1
5017.9,-0.19254,1
5148.5,-0.21419,1
4370,-0.33676,1
5749.2,-0.32646,1
6399.7,-0.46578,1
5951.3,-0.61877,1
6420.6,-0.7202,1
6493.2,-0.53726,1
5463.7,-0.45181,1
4993.5,-0.476,1
3958.3,-0.50644,1
3571.2,-0.58321,1
2886,-0.77129,1
2431.1,-0.82482,1
2180,-1.0029,1
2018.4,-1.0236,1
1901.6,-1.1233,1
1920.8,-1.2804,1
2133.1,-1.3359,1
1718.1,-1.2224,1
1755.6,-1.3428,1
1866.9,-1.2138,1
1621.6,-1.2762,1
1576.7,-1.3794,1
1448.1,-1.3554,1
1448.3,-1.3354,1
1189,-1.2396,1
1134.1,-1.2235,1
1068.4,-1.1426,1
750.84,-1.0828,1
639.1,-1.0858,1
499.31,-1.0427,1
529.44,-1.0081,1
509.92,-1.0543,1
521.27,-1.0247,1
475.88,-0.97075,1
451.74,-1.1114,1
456.84,-0.96684,1
453.48,-1.0734,1
494.97,-1.1111,1
470.33,-1.101,1
725.06,-1.2144,1
704.91,-1.2373,1
672.27,-1.2112,1
433.64,-0.99179,1
489.98,-1.0858,1
556.98,-1.0718,1
698.61,-1.0911,1
751.73,-1.1514,1
543.1,-1.0463,1
500.78,-1.0783,1
541.01,-1.1323,1
542.43,-1.0515,1
476.91,-1.0406,1
622.91,-1.0679,1
818.35,-1.2677,1
839.75,-1.1197,1
809.05,-1.1784,1
630.8,-1.1743,1
848.81,-1.1963,1
1043.7,-1.3309,1
1254.6,-1.487,1
1219.5,-1.4345,1
1030.5,-1.3137,1
159.56,-0.87917,1
53.599,-0.81379,0
48.157,-0.80889,0
222.48,-1.3336,0
139.91,-0.99844,0
109.35,-1.0223,0
22.819,-0.67351,0
84.102,-0.82611,0
22.907,-0.43777,0
67.739,-0.82975,0
19.402,-0.48433,0
49.868,-0.74709,0
101.56,-0.89441,0
33.879,-0.69846,0
120.9,-0.87283,0
218.36,-1.0334,0
2.3741,-0.43098,0
35.36,-0.61269,0
118.78,-0.86025,0
117.84,-0.90417,0
46.601,-0.73779,0
21.499,-0.71904,0
54.767,-0.84413,0
100.84,-0.93771,0
203.81,-1.2715,0
10.652,-0.64528,0
24.083,-0.70414,0
241.9,-1.3902,0
22.7,-0.75601,0
40.575,-0.77971,0
3.0145,-0.62602,0
1.1607,-0.58494,0
270.77,-1.0261,1
228.28,-0.90646,1
121.5,-0.66833,1
268.06,-0.66332,1
763.87,-1.0765,1
912.99,-1.2475,1
865.78,-1.2715,1
978.06,-1.3827,1
1197.4,-1.4896,1
1324.4,-1.5061,1
1195.8,-1.4638,1
1205.1,-1.4649,1
933.15,-1.3759,1
906.12,-1.5463,1
929.71,-1.4851,1
1084.7,-1.4347,1
997.95,-1.4425,1
1243.5,-1.6279,1
1043.5,-1.5796,1
1159.2,-1.5895,1
946.18,-1.4755,1
985.55,-1.4972,1
990.4,-1.5798,1
1165.3,-1.5773,1
1149.3,-1.5389,1
1161.6,-1.6486,1
1048.5,-1.5173,1
930.29,-1.4615,1
1129,-1.6087,1
991.88,-1.5867,1
1002.9,-1.524,1
932.3,-1.4831,1
1080.8,-1.4735,1
1056.1,-1.6057,1
886.99,-1.4731,1
962.61,-1.4475,1
840.23,-1.3931,1
719.47,-1.4,1
1063.6,-1.3928,1
932.85,-1.4363,1
701.4,-1.4012,1
798.36,-1.3951,1
563.3,-1.2827,1
216.87,-0.81683,1
4.1296,-0.48938,1
396.05,-1.2199,1
85.765,-0.95022,1
134.62,-0.92726,1
598.57,-1.7051,1
128.18,-1.0669,1
0,-0.52407,1
39.29,-0.62045,1
25.694,-0.48591,0
47.857,-0.36164,0
36.581,-0.4868,0
171.46,-0.9717,0
115.73,-0.86753,0
197.11,-0.97412,0
41.787,-0.47163,0
3.6141,-0.35156,0
55.356,-0.4657,0
16.118,-0.43762,0
1.2636,-0.44894,0
80.2,-0.6874,0
462.78,-1.0768,0
309.21,-1.0285,0
379.1,-1.0528,0
335.01,-0.98849,0
665.86,-1.2646,0
468.49,-0.97673,0
810.28,-1.4322,0
769.58,-1.1245,1
1333.3,-1.0855,1
1607.5,-1.109,1
1181,-0.98389,1
1552.5,-1.0856,1
1382.4,-1.4532,1
1456.5,-1.3391,1
1290.5,-1.4595,1
1279.9,-1.379,1
1274.5,-1.4134,1
896.18,-1.3456,1
1079.5,-1.445,1
916.53,-1.3469,1
847.12,-1.3167,1
935.92,-1.2762,1
1154.9,-1.43,1
953.47,-1.3091,1
1235.3,-1.3266,1
1234,-1.3469,1
1183.6,-1.4638,1
1152.2,-1.4742,1
1262.8,-1.5764,1
1125.8,-1.5007,1
1233.4,-1.4285,1
998.67,-1.3952,1
991.92,-1.5592,1
1226.6,-1.4976,1
1050.3,-1.4987,1
1086.1,-1.5105,1
1005,-1.5018,1
1066.6,-1.5724,1
925.94,-1.4862,1
944.01,-1.436,1
1074,-1.4866,1
853.1,-1.4339,1
935.58,-1.5615,1
967.14,-1.4636,1
1264.7,-1.5293,1
1019.2,-1.55,1
938.6,-1.5088,1
948.98,-1.4296,1
1070.2,-1.5734,1
900.51,-1.4273,1
1025.7,-1.4392,1
942.84,-1.4804,1
961.87,-1.4363,1
989.25,-1.4279,1
858.23,-1.4884,1
798.19,-1.4238,1
726.86,-1.3635,1
495.32,-1.1551,1
242.47,-1.1126,1
60.411,-0.78182,0
21.64,-0.74293,0
10.648,-0.47829,0
45.532,-0.70591,0
2.0392,-0.39619,0
7.6097,-0.21581,0
39.936,-0.55568,0
15.788,-0.2492,0
115.34,-0.39383,0
32.573,-0.40898,0
0.41692,-0.29623,0
122.04,-0.53769,0
19.946,-0.2281,0
90.718,-0.25878,0
7.7705,-0.15074,0
170.43,-0.74409,0
0,-0.045577,0
33.036,-0.066843,0
6.8861,-0.22714,0
197.4,-0.94641,0
72.043,-0.58916,0
45.416,-0.63018,0
60.86,-0.52698,0
265.85,-0.65451,0
555.87,-0.65896,1
606.34,-0.59042,1
1048.4,-0.80014,1
1107.5,-0.80583,1
1332.7,-0.94427,1
1397.2,-1.2981,1
1223.9,-1.2633,1
1044.1,-1.1212,1
977.26,-1.217,1
916.27,-1.2081,1
1138.3,-1.1877,1
996.84,-1.1984,1
1006,-1.2532,1
1046,-1.2044,1
1049.2,-1.283,1
1185.9,-1.3236,1
1220.4,-1.3079,1
1178,-1.3307,1
1188.6,-1.3193,1
1042.1,-1.2895,1
1335.3,-1.3485,1
1225,-1.2619,1
1096.2,-1.2918,1
1176.1,-1.2135,1
1182.5,-1.2164,1
1150.5,-1.3058,1
1249.4,-1.2697,1
1013.6,-1.2007,1
1262.4,-1.3256,1
1084,-1.1868,1
1205.3,-1.2555,1
1124.5,-1.2755,1
1209.9,-1.259,1
1115.7,-1.1796,1
937.35,-1.1253,1
715.3,-1.0599,1
758.18,-1.0611,1
787.08,-0.99556,1
879.11,-0.97198,1
402.66,-0.064832,1
181.74,-0.53279,1
97.276,-0.54714,1
122.35,-0.62364,1
0,-0.26905,0
9.045,-0.39464,0
18.222,-0.4358,0
22.74,-0.40975,0
71.536,-0.61085,0
126.07,-0.50151,0
44.973,-0.33377,0
47.6,0,0
85.129,-0.54602,0
38.335,-0.41178,0
7.8911,-0.20873,0
126.09,-0.61757,0
30.79,-0.28762,0
67.115,-0.53715,0
131.93,-0.63906,0
5.8201,-0.33477,0
27.329,-0.16672,0
28.288,-0.49046,0
108.68,-0.72824,0
92.028,-0.74391,0
71.005,-0.63428,0
3.3485,-0.36034,0
38.322,-0.56241,0
0,-0.34909,0
33.08,-0.1588,0
281.47,-0.83641,1
690.55,-0.94058,1
1170.2,-0.87165,1
1380.6,-0.86096,1
1472.6,-0.89922,1
1425.7,-1.2158,1
1431.6,-1.2893,1
1280.9,-1.3401,1
1314.2,-1.3603,1
1237.5,-1.3116,1
1036.2,-1.1779,1
1112.8,-1.1843,1
1063.4,-1.2526,1
1087.4,-1.2011,1
957.84,-1.0752,1
1121.2,-1.1639,1
874.48,-1.1394,1
1081.8,-1.2807,1
824.65,-1.1272,1
762.31,-1.1316,1
899.72,-1.1462,1
764.93,-1.1012,1
1006.8,-1.3208,1
858.45,-1.2374,1
1037.9,-1.3046,1
863.93,-1.0804,1
447.99,-0.74779,1
628.56,-0.99878,1
382.54,-0.62791,1
191.55,-0.59296,1
90.829,-0.43954,1
225.82,-0.92185,1
104.48,-0.66096,0
30.693,-0.52932,0
49.605,-0.12397,0
40.94,-0.59226,0
19.452,-0.33694,0
88.937,-0.70343,0
42.618,-0.13771,0
105.15,-0.63034,0
36.483,-0.039397,0
19.322,-0.053468,0
34.808,-0.014593,0
41.123,-0.33762,0
7.9585,-0.31973,0
105.5,-0.64215,0
117.68,-0.62109,0
71.432,-0.47498,0
99.873,-0.54826,0
16.648,-0.32174,0
80.49,-0.63832,0
121.36,-0.71998,0
64.29,-0.61737,0
52.396,-0.65012,0
169.75,-1.0239,0
70.01,-0.74283,0
46.65,-0.55421,0
43.099,-0.52141,0
31.824,-0.31309,0
0,0,0
23.215,-0.0692,0
47.729,-0.16377,0
0,0,0
0,0,0
43.445,-0.077188,0
134.52,-0.24576,0
219.49,-0.27552,0
419.85,-0.42527,1
506.67,-0.53053,1
633.66,-0.43948,1
790.89,-0.6327,1
878.31,-0.67929,1
905.3,-0.67505,1
753.94,-0.72409,1
724.08,-0.65891,1
655.21,-0.64959,1
563.1,-0.5919,1
742.57,-0.70477,1
848.83,-0.77646,1
760.42,-0.70542,1
1015.3,-0.83119,1
969.43,-0.79592,1
859.61,-0.68814,1
989.97,-0.67735,1
930.43,-0.63744,1
1142.2,-0.75715,1
1041.9,-0.68888,1
1083.9,-0.69562,1
1255.4,-0.67049,1
867.13,-0.55836,1
1172.6,-0.61568,1
1219.5,-0.64373,1
1064.5,-0.57927,1
1062.2,-0.56529,1
1332.5,-0.63511,1
1385.9,-0.63432,1
1524.6,-0.75492,1
1431.6,-0.68175,1
1054.1,-0.56993,1
1134.7,-0.64448,1
1419.3,-0.67359,1
1282.4,-0.62484,1
1265.1,-0.54725,1
1528.2,-0.56612,1
1317.4,-0.52808,1
1370.7,-0.49378,1
1662,-0.4308,1
1550.8,-0.45931,1
1356.3,-0.50718,1
1466.8,-0.55685,1
1571.9,-0.54864,1
1305.2,-0.43546,1
1254.7,-0.38816,1
1244.5,-0.44496,1
1068.7,-0.38462,1
1564.3,-0.19595,1
2769.5,-0.15079,1
3335.5,0,1
3683.6,-0.007638,1
5174.5,0,1
6039.9,-0.066328,1
5980.1,-0.029334,1
5718.2,0,1
5922.2,-0.027114,1
6883.1,0,1
5796.4,-0.039442,1
6066.4,-0.069219,1
6930.4,-0.081703,1
6423.3,-0.13776,1
6110.8,-0.14932,1
5348.4,-0.16401,1
5161,-0.019941,1
5197.4,-0.042251,1
5451.3,0,1
5257.1,-0.099592,1
6436.7,-0.042309,1
6550.4,-0.15716,1
6547.9,-0.18814,1
6662.4,-0.1082,1
7012.2,-0.047505,1
5659.3,-0.12446,1
5252.6,-0.15301,1
4820.9,-0.10928,1
4484.2,-0.20052,1
4164,-0.32501,1
3924.1,-0.22746,1
3607.4,-0.23865,1
3350.1,-0.41972,1
3503.5,-0.29261,1
3599.6,-0.28298,1
3437,-0.43194,1
3363.3,-0.29811,1
3263.9,-0.41593,1
2761.9,-0.26811,1
2596.6,-0.37333,1
2820.9,-0.42271,1
2777.3,-0.30515,1
2753.1,-0.33557,1
2546.1,-0.32859,1
2463.4,-0.26642,1
2867.9,-0.32772,1
2866.5,-0.252,1
2415.4,-0.24776,1
2415,-0.35385,1
2104.3,-0.34281,1
1880.8,-0.31683,1
1444.1,-0.24913,1
1111.8,-0.19911,1
840.28,-0.10737,1
952.43,-0.21125,1
747.68,-0.13412,1
806,-0.1956,1
913.4,-0.24956,1
720.47,-0.14095,1
851.75,-0.23452,1
997.31,-0.24144,1
671.35,-0.1031,1
816.12,-0.13603,1
1127.7,-0.23046,1
1163,-0.27047,1
1135.7,-0.30686,1
969.03,-0.32971,1
1064.4,-0.31896,1
697.71,-0.2888,1
752.97,-0.2523,1
482.51,-0.2086,1
518.6,-0.31982,1
346.22,-0.32812,1
393.73,-0.31368,1
364.85,-0.27936,1
411.25,-0.29272,1
568.26,-0.43436,1
628.21,-0.50198,1
365.45,-0.31568,1
375.71,-0.26305,1
602.48,-0.47606,1
398.34,-0.35124,1
463.45,-0.53887,1
449.96,-0.55504,1
760.71,-0.79196,1
742.07,-0.75036,1
490.99,-0.54584,1
361.41,-0.59042,1
467.05,-0.65799,1
527.1,-0.57588,1
515.77,-0.62776,1
461.44,-0.63262,1
455.59,-0.61565,0
389.55,-0.52083,0
329.37,-0.44489,0
489.28,-0.59167,0
388.23,-0.45068,0
351.78,-0.3827,0
310.37,-0.47995,0
558.5,-0.71056,0
270.22,-0.38974,0
176.96,-0.29455,0
320.26,-0.40991,0
356.32,-0.49183,0
205.03,-0.3443,0
272.8,-0.53551,0
330.08,-0.56147,0
188.27,-0.37554,0
170,-0.33881,0
375.97,-0.55545,0
159.49,-0.26021,0
189.79,-0.35341,0
164.55,-0.38773,0
250.52,-0.48658,0
143.89,-0.2883,0
127.95,-0.27351,0
414.41,-0.64018,0
216.32,-0.49225,0
199.58,-0.4671,0
165.69,-0.45146,0
238.83,-0.58278,0
231.64,-0.61674,0
363.18,-0.73685,0
432.83,-0.79556,0
326.56,-0.70165,0
384.51,-0.72574,0
528.31,-0.82936,0
1229.4,-1.2356,0
1013.9,-0.97362,0
1084.2,-0.93552,0
519.03,-0.63397,0
848.9,-0.86432,0
1013.2,-1.1006,0
437.04,-0.71037,0
355.55,-0.58464,0
447.04,-0.61296,0
476.22,-0.6269,0
454.18,-0.71183,0
372.95,-0.59808,0
380.79,-0.53307,0
455.54,-0.72076,0
404.55,-0.69914,0
1186.4,-1.0534,0
1143.6,-1.035,0
837.51,-0.99599,0
476.83,-0.86816,0
530.49,-0.94559,0
259.87,-0.49738,0
193.17,-0.51458,0
187.29,-0.46527,0
493.02,-0.63296,0
494.27,-0.7489,0
374.74,-0.59743,0
251.28,-0.54931,0
577.77,-0.84207,0
670.67,-0.91444,0
585.21,-0.89349,0
476.17,-0.85644,0
253.41,-0.54142,0
544.27,-1.003,0
543.84,-0.73958,0
216.15,-0.53817,0
100.93,-0.40704,0
166.29,-0.43246,0
168.58,-0.44546,0
257.66,-0.63987,0
391.15,-0.73743,0
315.44,-0.74397,0
715.89,-1.1225,0
569.85,-0.95998,0
450.07,-0.76034,0
358.79,-0.75851,0
519.31,-0.89006,0
519.74,-0.91689,0
328.07,-0.55399,0
546.02,-0.7101,0
488.03,-0.55385,0
622.86,-0.73734,0
538.6,-0.68807,0
568.38,-0.66189,0
428.22,-0.51219,0
553.49,-0.34682,1
724.95,-0.51296,1
1167.8,-0.78601,1
1291.8,-0.77529,1
1133,-0.78269,1
1407.9,-0.97996,1
1407.2,-0.93108,1
1125.7,-0.86163,1
887.36,-0.84804,1
1173.7,-0.92701,1
1304.3,-0.95385,1
1084.4,-0.9107,1
1276.5,-0.94948,1
1262.7,-1.0644,1
1157.6,-1.018,1
1187.8,-1.0791,1
1065.4,-1.0015,1
1217.9,-1.1132,1
1026,-0.95911,1
741.07,-0.81516,1
865.95,-0.95144,1
1075.8,-1.0183,1
1008.4,-0.95759,1
1077.5,-1.0519,1
1214.8,-0.98993,1
1086,-1.1986,1
981.4,-1.0507,1
1336.4,-1.0977,1
1269.5,-1.1262,1
978.7,-0.9833,1
1159.9,-1.0291,1
998.85,-0.978,1
1053.2,-1.0057,1
1206.5,-1.0966,1
1269.7,-1.0863,1
1161.7,-1.1382,1
1319.6,-1.2894,1
1130,-1.172,1
1135.8,-1.1684,1
972.27,-1.0311,1
972.57,-1.1011,1
946.92,-1.1094,1
1181.6,-1.1509,1
1268.9,-1.2203,1
989.98,-1.0485,1
1242.8,-1.1325,1
820.84,-0.90873,1
665.64,-0.9435,1
529.6,-0.73265,1
10.306,-0.1243,1
0,-0.28961,1
147.21,-0.4595,0
131.95,-0.51874,0
12.586,-0.34897,0
0,-0.18577,0
159.23,-0.55086,0
38.076,-0.35453,0
175.93,-0.54754,0
200.69,-0.63588,0
118.46,-0.38497,0
169.71,-0.04182,0
368.48,0,0
364.97,-0.096062,0
141.74,0,0
232.47,-0.067664,0
125.34,-0.20685,0
162.59,-0.18675,0
175.14,-0.31512,0
304.31,-0.47839,0
188.93,-0.4464,0
147.92,-0.46803,0
363.35,-0.85977,0
284.76,-0.72591,0
85.496,-0.31357,0
73.115,-0.33119,0
141.55,-0.46061,0
86.499,-0.4191,0
144.13,-0.50114,0
147.73,-0.48374,0
236.91,-0.49993,1
830.63,-0.75559,1
1163.4,-0.77395,1
1285.2,-0.78189,1
1418.5,-0.91457,1
1423,-1.1982,1
1237,-1.1519,1
1473.1,-1.2359,1
1270.1,-1.1172,1
1331.8,-1.1365,1
1200,-1.0121,1
1139.1,-1.0189,1
1277.1,-0.86878,1
1336.2,-1.0531,1
1246.8,-1.0414,1
1067,-0.93958,1
965.23,-0.87216,1
1193.6,-1.0461,1
1156.1,-1.0177,1
1172.3,-0.96366,1
1233.4,-0.88502,1
1192.4,-0.86838,1
1111.6,-0.74401,1
1117.8,-0.72199,1
1320.7,-0.68592,1
1481.9,-0.75727,1
1657.6,-0.96077,1
1765.8,-0.89844,1
1741,-0.92843,1
1830.9,-0.92726,1
1939.3,-0.94,1
1819.6,-0.87989,1
1498.4,-0.7653,1
1913.4,-0.87075,1
1911,-0.83443,1
1770.1,-0.82341,1
2337,-0.88533,1
1915.8,-0.81851,1
1762.6,-0.77431,1
1617.1,-0.68037,1
1468.3,-0.66452,1
1618.7,-0.6199,1
1868.3,-0.63026,1
1766.5,-0.60115,1
1591.4,-0.368,1
2495.9,-0.34447,1
3718.5,-0.33544,1
4872.2,-0.32647,1
5473.7,-0.35502,1
5087.5,-0.38296,1
6352.1,-0.29916,1
6911.1,-0.24426,1
7877.8,-0.2381,1
8232.8,-0.24504,1
8852.2,-0.2599,1
8698.1,-0.19376,1
9336.3,-0.12411,1
9640.9,-0.14378,1
9494.3,-0.1694,1
9928.4,-0.082997,1
10105,-0.12532,1
10691,-0.091524,1
9853.4,-0.16614,1
8968.5,-0.25664,1
9589.3,-0.2056,1
9522.4,-0.1884,1
10000,-0.13496,1
10672,-0.02344,1
10166,-0.093632,1
10772,-0.063691,1
10748,-0.021826,1
10997,-0.004954,1
10727,0,1
