@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3-5'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute mostDominantFrequency_min numeric
@attribute class {0,1}

@data
162.39,43.066,1
138.72,0,1
81.903,21.533,0
139.81,0,0
38.291,43.066,0
350.89,0,0
5.1519,43.066,0
67.532,43.066,0
67.87,21.533,0
156.51,21.533,0
92.793,0,0
71.779,43.066,0
602.56,43.066,0
307.39,0,0
70.265,43.066,0
127.69,43.066,0
99.664,43.066,0
164.19,0,0
14.101,21.533,0
273.38,43.066,0
52.533,21.533,0
222.11,0,0
22.144,43.066,0
69.733,43.066,0
270.29,0,0
2.0499,0,0
59.058,43.066,0
34.142,43.066,0
32.83,0,0
66.164,43.066,0
427.38,21.533,1
734.45,43.066,1
1067,43.066,1
1247.5,0,1
1458.5,387.6,1
1589.2,409.13,1
1473.3,0,1
1403.5,21.533,1
1208.2,387.6,1
1194,387.6,1
1176.4,366.06,1
1210.6,43.066,1
1321.1,366.06,1
1129.3,0,1
1130.3,0,1
968.64,43.066,1
1013.4,366.06,1
1039.9,21.533,1
1122.2,710.6,1
1280.5,43.066,1
1119.2,43.066,1
1153.6,21.533,1
940.17,0,1
1138.5,43.066,1
1393.8,21.533,1
1342.6,0,1
1405.2,21.533,1
1476.7,43.066,1
1496.8,43.066,1
1484.7,0,1
1458.3,732.13,1
1586.5,732.13,1
1636.3,732.13,1
1629.7,0,1
1711.6,732.13,1
1751,43.066,1
1601.9,43.066,1
1766.3,0,1
1532.9,21.533,1
1717.6,732.13,1
1696,0,1
1711.5,21.533,1
1669.9,366.06,1
1547.6,366.06,1
1571.4,0,1
2124.7,21.533,1
3806.5,344.53,1
5082.6,1033.6,1
5473.9,2433.3,1
5067.5,2411.7,1
6346.1,1033.6,1
6846.7,1033.6,1
7691.8,1033.6,1
8147.8,1033.6,1
8756.8,1055.1,1
8716.6,2433.3,1
9520.4,2411.7,1
9288,2411.7,1
9448.3,2411.7,1
9871.5,2411.7,1
9818.7,2390.2,1
11142,2540.9,1
9902.4,2519.4,1
8838.1,2519.4,1
9489.5,2519.4,1
9363.7,2519.4,1
9976.9,2842.4,1
10646,2863.9,1
10099,2863.9,1
10772,2863.9,1
10653,2713.2,1
10809,0,1
10781,2863.9,1
10150,3036.2,1
8629.6,3036.2,1
8586.3,3014.6,1
7894.5,2971.6,1
6847,2928.5,1
5888.5,2885.4,1
5242.2,2842.4,1
5487.4,2842.4,1
5017.9,2842.4,1
5148.5,0,1
4370,21.533,1
5749.2,2885.4,1
6399.7,5404.8,1
5951.3,5361.8,1
6420.6,5684.8,1
6493.2,5663.2,1
5463.7,925.93,1
4993.5,904.39,1
3958.3,904.39,1
3571.2,882.86,1
2886,861.33,1
2431.1,839.79,1
2180,839.79,1
2018.4,818.26,1
1901.6,818.26,1
1920.8,818.26,1
2133.1,818.26,1
1718.1,818.26,1
1755.6,818.26,1
1866.9,818.26,1
1621.6,839.79,1
1576.7,839.79,1
1448.1,839.79,1
1448.3,839.79,1
1189,839.79,1
1134.1,839.79,1
1068.4,839.79,1
750.84,0,1
639.1,21.533,1
499.31,21.533,1
529.44,0,1
509.92,21.533,1
521.27,43.066,1
475.88,43.066,1
451.74,0,1
456.84,43.066,1
453.48,43.066,1
494.97,0,1
470.33,21.533,1
725.06,21.533,1
704.91,0,1
672.27,43.066,1
433.64,0,1
489.98,43.066,1
556.98,0,1
698.61,43.066,1
751.73,0,1
543.1,43.066,1
500.78,581.4,1
541.01,0,1
542.43,43.066,1
476.91,43.066,1
622.91,0,1
818.35,172.27,1
839.75,21.533,1
809.05,602.93,1
630.8,0,1
848.81,0,1
1043.7,43.066,1
1254.6,602.93,1
1219.5,602.93,1
1030.5,581.4,1
159.56,43.066,1
53.599,43.066,0
48.157,0,0
222.48,21.533,0
139.91,43.066,0
109.35,0,0
22.819,21.533,0
84.102,43.066,0
22.907,43.066,0
67.739,43.066,0
19.402,0,0
49.868,21.533,0
101.56,43.066,0
33.879,0,0
120.9,0,0
218.36,43.066,0
2.3741,21.533,0
35.36,21.533,0
118.78,21.533,0
117.84,43.066,0
46.601,21.533,0
21.499,0,0
54.767,21.533,0
100.84,43.066,0
203.81,0,0
10.652,21.533,0
24.083,21.533,0
241.9,43.066,0
22.7,0,0
40.575,21.533,0
3.0145,43.066,0
1.1607,43.066,0
270.77,0,1
228.28,21.533,1
121.5,21.533,1
268.06,43.066,1
763.87,0,1
912.99,21.533,1
865.78,43.066,1
978.06,0,1
1197.4,689.06,1
1324.4,689.06,1
1195.8,667.53,1
1205.1,667.53,1
933.15,0,1
906.12,21.533,1
929.71,43.066,1
1084.7,0,1
997.95,21.533,1
1243.5,689.06,1
1043.5,689.06,1
1159.2,0,1
946.18,0,1
985.55,344.53,1
990.4,21.533,1
1165.3,0,1
1149.3,366.06,1
1161.6,366.06,1
1048.5,366.06,1
930.29,21.533,1
1129,344.53,1
991.88,344.53,1
1002.9,0,1
932.3,0,1
1080.8,43.066,1
1056.1,323,1
886.99,301.46,1
962.61,21.533,1
840.23,301.46,1
719.47,43.066,1
1063.6,0,1
932.85,43.066,1
701.4,43.066,1
798.36,0,1
563.3,0,1
216.87,43.066,1
4.1296,43.066,1
396.05,0,1
85.765,0,1
134.62,43.066,1
598.57,43.066,1
128.18,0,1
0,0,1
39.29,43.066,1
25.694,43.066,0
47.857,0,0
36.581,0,0
171.46,43.066,0
115.73,21.533,0
197.11,0,0
41.787,43.066,0
3.6141,43.066,0
55.356,21.533,0
16.118,0,0
1.2636,21.533,0
80.2,43.066,0
462.78,0,0
309.21,21.533,0
379.1,43.066,0
335.01,43.066,0
665.86,0,0
468.49,21.533,0
810.28,236.87,0
769.58,258.4,1
1333.3,0,1
1607.5,43.066,1
1181,43.066,1
1552.5,366.06,1
1382.4,387.6,1
1456.5,366.06,1
1290.5,344.53,1
1279.9,344.53,1
1274.5,0,1
896.18,43.066,1
1079.5,344.53,1
916.53,0,1
847.12,43.066,1
935.92,323,1
1154.9,323,1
953.47,0,1
1235.3,344.53,1
1234,344.53,1
1183.6,21.533,1
1152.2,344.53,1
1262.8,344.53,1
1125.8,43.066,1
1233.4,667.53,1
998.67,0,1
991.92,323,1
1226.6,323,1
1050.3,0,1
1086.1,323,1
1005,323,1
1066.6,323,1
925.94,0,1
944.01,301.46,1
1074,323,1
853.1,0,1
935.58,21.533,1
967.14,21.533,1
1264.7,323,1
1019.2,323,1
938.6,0,1
948.98,43.066,1
1070.2,323,1
900.51,0,1
1025.7,21.533,1
942.84,43.066,1
961.87,323,1
989.25,301.46,1
858.23,0,1
798.19,43.066,1
726.86,21.533,1
495.32,0,1
242.47,21.533,1
60.411,43.066,0
21.64,43.066,0
10.648,0,0
45.532,21.533,0
2.0392,43.066,0
7.6097,21.533,0
39.936,0,0
15.788,21.533,0
115.34,43.066,0
32.573,0,0
0.41692,0,0
122.04,21.533,0
19.946,43.066,0
90.718,0,0
7.7705,0,0
170.43,43.066,0
0,21.533,0
33.036,0,0
6.8861,21.533,0
197.4,43.066,0
72.043,21.533,0
45.416,0,0
60.86,21.533,0
265.85,43.066,0
555.87,0,1
606.34,21.533,1
1048.4,43.066,1
1107.5,710.6,1
1332.7,387.6,1
1397.2,387.6,1
1223.9,366.06,1
1044.1,366.06,1
977.26,366.06,1
916.27,344.53,1
1138.3,344.53,1
996.84,344.53,1
1006,344.53,1
1046,344.53,1
1049.2,344.53,1
1185.9,344.53,1
1220.4,344.53,1
1178,344.53,1
1188.6,344.53,1
1042.1,0,1
1335.3,344.53,1
1225,344.53,1
1096.2,344.53,1
1176.1,344.53,1
1182.5,344.53,1
1150.5,344.53,1
1249.4,43.066,1
1013.6,0,1
1262.4,344.53,1
1084,344.53,1
1205.3,21.533,1
1124.5,323,1
1209.9,323,1
1115.7,323,1
937.35,301.46,1
715.3,0,1
758.18,301.46,1
787.08,301.46,1
879.11,0,1
402.66,21.533,1
181.74,43.066,1
97.276,21.533,1
122.35,0,1
0,0,0
9.045,43.066,0
18.222,43.066,0
22.74,0,0
71.536,43.066,0
126.07,43.066,0
44.973,43.066,0
47.6,0,0
85.129,43.066,0
38.335,43.066,0
7.8911,21.533,0
126.09,0,0
30.79,43.066,0
67.115,43.066,0
131.93,21.533,0
5.8201,0,0
27.329,43.066,0
28.288,43.066,0
108.68,0,0
92.028,21.533,0
71.005,43.066,0
3.3485,43.066,0
38.322,21.533,0
0,0,0
33.08,43.066,0
281.47,21.533,1
690.55,0,1
1170.2,667.53,1
1380.6,710.6,1
1472.6,387.6,1
1425.7,387.6,1
1431.6,387.6,1
1280.9,366.06,1
1314.2,366.06,1
1237.5,344.53,1
1036.2,323,1
1112.8,323,1
1063.4,323,1
1087.4,323,1
957.84,43.066,1
1121.2,301.46,1
874.48,0,1
1081.8,43.066,1
824.65,0,1
762.31,301.46,1
899.72,0,1
764.93,43.066,1
1006.8,323,1
858.45,323,1
1037.9,0,1
863.93,43.066,1
447.99,43.066,1
628.56,0,1
382.54,301.46,1
191.55,43.066,1
90.829,21.533,1
225.82,43.066,1
104.48,0,0
30.693,43.066,0
49.605,21.533,0
40.94,0,0
19.452,21.533,0
88.937,21.533,0
42.618,43.066,0
105.15,0,0
36.483,43.066,0
19.322,43.066,0
34.808,0,0
41.123,43.066,0
7.9585,21.533,0
105.5,43.066,0
117.68,0,0
71.432,0,0
99.873,43.066,0
16.648,21.533,0
80.49,0,0
121.36,21.533,0
64.29,43.066,0
52.396,43.066,0
169.75,0,0
70.01,43.066,0
46.65,43.066,0
43.099,0,0
31.824,64.6,0
0,0,0
23.215,0,0
47.729,21.533,0
0,0,0
0,0,0
43.445,0,0
134.52,0,0
219.49,0,0
419.85,21.533,1
506.67,0,1
633.66,0,1
790.89,0,1
878.31,0,1
905.3,0,1
753.94,0,1
724.08,430.66,1
655.21,0,1
563.1,21.533,1
742.57,0,1
848.83,0,1
760.42,409.13,1
1015.3,0,1
969.43,0,1
859.61,0,1
989.97,409.13,1
930.43,0,1
1142.2,0,1
1041.9,0,1
1083.9,0,1
1255.4,21.533,1
867.13,0,1
1172.6,0,1
1219.5,0,1
1064.5,0,1
1062.2,409.13,1
1332.5,0,1
1385.9,409.13,1
1524.6,409.13,1
1431.6,0,1
1054.1,409.13,1
1134.7,409.13,1
1419.3,409.13,1
1282.4,409.13,1
1265.1,0,1
1528.2,409.13,1
1317.4,409.13,1
1370.7,387.6,1
1662,387.6,1
1550.8,387.6,1
1356.3,387.6,1
1466.8,387.6,1
1571.9,366.06,1
1305.2,0,1
1254.7,0,1
1244.5,0,1
1068.7,0,1
1564.3,0,1
2769.5,0,1
3335.5,43.066,1
3683.6,0,1
5174.5,0,1
6039.9,2433.3,1
5980.1,0,1
5718.2,0,1
5922.2,0,1
6883.1,43.066,1
5796.4,0,1
6066.4,0,1
6930.4,2734.7,1
6423.3,2842.4,1
6110.8,2842.4,1
5348.4,839.79,1
5161,2842.4,1
5197.4,2734.7,1
5451.3,0,1
5257.1,0,1
6436.7,1356.6,1
6550.4,2713.2,1
6547.9,1356.6,1
6662.4,1335.1,1
7012.2,1313.5,1
5659.3,0,1
5252.6,2928.5,1
4820.9,2885.4,1
4484.2,2863.9,1
4164,2799.3,1
3924.1,2756.2,1
3607.4,0,1
3350.1,2971.6,1
3503.5,2950,1
3599.6,0,1
3437,2885.4,1
3363.3,2885.4,1
3263.9,2863.9,1
2761.9,0,1
2596.6,1399.7,1
2820.9,0,1
2777.3,0,1
2753.1,1421.2,1
2546.1,0,1
2463.4,2820.8,1
2867.9,2777.8,1
2866.5,2734.7,1
2415.4,1076.7,1
2415,1055.1,1
2104.3,0,1
1880.8,1012.1,1
1444.1,968.99,1
1111.8,0,1
840.28,64.6,1
952.43,86.133,1
747.68,172.27,1
806,0,1
913.4,0,1
720.47,0,1
851.75,64.6,1
997.31,0,1
671.35,0,1
816.12,0,1
1127.7,43.066,1
1163,0,1
1135.7,0,1
969.03,86.133,1
1064.4,0,1
697.71,0,1
752.97,0,1
482.51,107.67,1
518.6,0,1
346.22,86.133,1
393.73,0,1
364.85,86.133,1
411.25,0,1
568.26,0,1
628.21,86.133,1
365.45,21.533,1
375.71,0,1
602.48,0,1
398.34,0,1
463.45,0,1
449.96,21.533,1
760.71,0,1
742.07,0,1
490.99,129.2,1
361.41,86.133,1
467.05,86.133,1
527.1,193.8,1
515.77,279.93,1
461.44,0,1
455.59,107.67,0
389.55,86.133,0
329.37,0,0
489.28,0,0
388.23,107.67,0
351.78,0,0
310.37,86.133,0
558.5,236.87,0
270.22,86.133,0
176.96,107.67,0
320.26,0,0
356.32,107.67,0
205.03,0,0
272.8,43.066,0
330.08,86.133,0
188.27,107.67,0
170,0,0
375.97,86.133,0
159.49,0,0
189.79,0,0
164.55,64.6,0
250.52,0,0
143.89,0,0
127.95,0,0
414.41,86.133,0
216.32,21.533,0
199.58,86.133,0
165.69,107.67,0
238.83,0,0
231.64,86.133,0
363.18,107.67,0
432.83,0,0
326.56,0,0
384.51,0,0
528.31,86.133,0
1229.4,323,0
1013.9,344.53,0
1084.2,301.46,0
519.03,0,0
848.9,323,0
1013.2,323,0
437.04,323,0
355.55,86.133,0
447.04,86.133,0
476.22,0,0
454.18,0,0
372.95,0,0
380.79,0,0
455.54,86.133,0
404.55,344.53,0
1186.4,0,0
1143.6,0,0
837.51,323,0
476.83,86.133,0
530.49,0,0
259.87,107.67,0
193.17,86.133,0
187.29,344.53,0
493.02,323,0
494.27,344.53,0
374.74,86.133,0
251.28,107.67,0
577.77,323,0
670.67,0,0
585.21,323,0
476.17,323,0
253.41,0,0
544.27,323,0
543.84,86.133,0
216.15,0,0
100.93,86.133,0
166.29,107.67,0
168.58,107.67,0
257.66,107.67,0
391.15,107.67,0
315.44,107.67,0
715.89,86.133,0
569.85,0,0
450.07,0,0
358.79,43.066,0
519.31,258.4,0
519.74,86.133,0
328.07,86.133,0
546.02,301.46,0
488.03,86.133,0
622.86,301.46,0
538.6,344.53,0
568.38,86.133,0
428.22,323,0
553.49,86.133,1
724.95,107.67,1
1167.8,0,1
1291.8,387.6,1
1133,387.6,1
1407.9,387.6,1
1407.2,366.06,1
1125.7,366.06,1
887.36,366.06,1
1173.7,344.53,1
1304.3,344.53,1
1084.4,689.06,1
1276.5,344.53,1
1262.7,344.53,1
1157.6,344.53,1
1187.8,344.53,1
1065.4,344.53,1
1217.9,344.53,1
1026,323,1
741.07,323,1
865.95,323,1
1075.8,323,1
1008.4,323,1
1077.5,323,1
1214.8,646,1
1086,646,1
981.4,344.53,1
1336.4,323,1
1269.5,323,1
978.7,323,1
1159.9,323,1
998.85,323,1
1053.2,667.53,1
1206.5,667.53,1
1269.7,646,1
1161.7,646,1
1319.6,323,1
1130,323,1
1135.8,323,1
972.27,323,1
972.57,323,1
946.92,323,1
1181.6,323,1
1268.9,323,1
989.98,323,1
1242.8,301.46,1
820.84,301.46,1
665.64,301.46,1
529.6,279.93,1
10.306,107.67,1
0,86.133,1
147.21,43.066,0
131.95,86.133,0
12.586,86.133,0
0,107.67,0
159.23,107.67,0
38.076,0,0
175.93,107.67,0
200.69,86.133,0
118.46,0,0
169.71,0,0
368.48,86.133,0
364.97,43.066,0
141.74,86.133,0
232.47,0,0
125.34,86.133,0
162.59,86.133,0
175.14,129.2,0
304.31,193.8,0
188.93,0,0
147.92,0,0
363.35,0,0
284.76,0,0
85.496,0,0
73.115,0,0
141.55,107.67,0
86.499,0,0
144.13,0,0
147.73,0,0
236.91,0,1
830.63,0,1
1163.4,0,1
1285.2,387.6,1
1418.5,387.6,1
1423,409.13,1
1237,409.13,1
1473.1,387.6,1
1270.1,387.6,1
1331.8,366.06,1
1200,366.06,1
1139.1,366.06,1
1277.1,366.06,1
1336.2,366.06,1
1246.8,366.06,1
1067,366.06,1
965.23,366.06,1
1193.6,0,1
1156.1,0,1
1172.3,344.53,1
1233.4,344.53,1
1192.4,0,1
1111.6,0,1
1117.8,0,1
1320.7,710.6,1
1481.9,732.13,1
1657.6,732.13,1
1765.8,366.06,1
1741,0,1
1830.9,0,1
1939.3,366.06,1
1819.6,732.13,1
1498.4,732.13,1
1913.4,732.13,1
1911,732.13,1
1770.1,366.06,1
2337,366.06,1
1915.8,732.13,1
1762.6,732.13,1
1617.1,732.13,1
1468.3,732.13,1
1618.7,366.06,1
1868.3,366.06,1
1766.5,366.06,1
1591.4,366.06,1
2495.9,344.53,1
3718.5,1033.6,1
4872.2,1033.6,1
5473.7,2433.3,1
5087.5,2411.7,1
6352.1,1033.6,1
6911.1,1033.6,1
7877.8,1033.6,1
8232.8,1033.6,1
8852.2,1055.1,1
8698.1,2433.3,1
9336.3,2584,1
9640.9,2411.7,1
9494.3,2411.7,1
9928.4,2411.7,1
10105,2390.2,1
10691,2540.9,1
9853.4,2519.4,1
8968.5,2519.4,1
9589.3,2519.4,1
9522.4,2519.4,1
10000,2842.4,1
10672,2863.9,1
10166,2519.4,1
10772,2863.9,1
10748,2713.2,1
10997,2885.4,1
10727,2863.9,1
10208,3036.2,1
8771.4,3036.2,1
8740.6,3014.6,1
8059.9,2971.6,1
6835.4,2907,1
6174.6,2885.4,1
5194.4,2842.4,1
5391.4,2842.4,1
5005.4,2842.4,1
5262.3,2863.9,1
4944.9,2885.4,1
5746.4,2885.4,1
6333.7,5404.8,1
6143.3,5684.8,1
6396.5,5684.8,1
6434.8,5663.2,1
5970.5,925.93,1
5019.2,904.39,1
4185.7,904.39,1
3565.2,882.86,1
2904.5,861.33,1
2701.4,839.79,1
2044.9,839.79,1
2196.5,818.26,1
1867,818.26,1
2020.5,818.26,1
2299.6,818.26,1
2121.2,818.26,1
2039.3,818.26,1
1892.2,818.26,1
1875.8,839.79,1
1449,839.79,1
1517.9,839.79,1
1490.6,839.79,1
1364.6,0,1
1178,0,1
1142.5,839.79,1
936.4,0,1
805.97,0,1
1014.3,0,1
601.79,0,1
733.13,0,1
919.31,0,1
693.56,21.533,1
606.75,0,1
433.69,0,1
627.5,0,1
602.69,0,1
775.09,43.066,1
603.23,0,1
559.04,0,1
566.14,21.533,1
432.43,0,1
258.24,0,1
627.46,21.533,1
523.87,0,1
630.13,0,1
663.67,21.533,1
572.34,0,1
596.92,21.533,1
692.79,86.133,1
689.36,0,1
688.9,43.066,1
706.11,0,1
862.25,0,1
641.18,0,1
768.86,602.93,1
765.7,0,1
1086.2,0,1
1430.8,602.93,1
1408.8,0,1
1072.6,0,1
268.62,107.67,1
131.17,0,0
110.56,0,0
251.16,0,0
245.97,107.67,0
220.84,86.133,0
179.77,21.533,0
259.59,0,0
503.54,0,0
439.84,301.46,0
144.7,64.6,0
167.04,0,0
121.29,0,0
261.93,0,0
165.14,0,0
252.81,86.133,0
326.58,107.67,0
336.3,107.67,0
226.4,86.133,0
378.17,107.67,0
103.19,21.533,0
175.07,64.6,0
198.11,21.533,0
112.65,86.133,0
145.78,86.133,0
116.14,0,0
154.3,0,0
169.15,0,0
359.85,0,0
164.49,86.133,0
296.79,21.533,0
407.31,0,0
345.94,0,1
341.44,107.67,1
323.31,0,1
421.9,0,1
839.35,107.67,1
1258.4,64.6,1
1262.4,667.53,1
1023.9,667.53,1
1344.5,689.06,1
1476.5,689.06,1
1284.2,667.53,1
1146.2,667.53,1
1284.4,667.53,1
1008.4,667.53,1
1074.6,667.53,1
1366.3,667.53,1
1370.8,689.06,1
1496.4,344.53,1
1342.8,0,1
1122.2,0,1
1368.2,344.53,1
1647.9,344.53,1
1215.5,344.53,1
1439.4,344.53,1
1054,0,1
1220.6,0,1
1349,0,1
1221.2,366.06,1
1208.6,344.53,1
1054.6,0,1
1230.1,344.53,1
1292.4,323,1
896.71,301.46,1
1340.3,323,1
1240.9,301.46,1
1122.1,301.46,1
959.97,301.46,1
1115.5,301.46,1
1095.5,301.46,1
1027.6,86.133,1
927.25,301.46,1
774.17,279.93,1
532.4,279.93,1
310.04,0,1
91.613,86.133,1
457.16,64.6,1
163.34,86.133,1
373.22,86.133,1
494.68,193.8,1
221.25,86.133,1
157.77,0,1
125.64,64.6,1
156.93,0,0
265.05,0,0
243.76,107.67,0
239.92,107.67,0
139.4,107.67,0
201.92,0,0
438.47,258.4,0
103.24,0,0
233.39,0,0
232.21,0,0
427.23,0,0
199.77,86.133,0
247.9,107.67,0
117.1,86.133,0
168.86,43.066,0
148.55,86.133,0
69.012,0,0
104.18,0,0
309.45,0,0
511.95,0,1
1185.9,602.93,1
1289.9,667.53,1
1433.7,0,1
1456.3,366.06,1
1427.4,387.6,1
1287.2,366.06,1
1383.5,366.06,1
1265,344.53,1
993.81,344.53,1
985.57,344.53,1
1391,323,1
1075,344.53,1
1030.1,323,1
957.74,323,1
1027.5,323,1
933.75,344.53,1
1106.6,344.53,1
1161.3,689.06,1
1309.5,689.06,1
1071.3,344.53,1
1120.2,344.53,1
1262.8,689.06,1
1190.2,667.53,1
899.75,344.53,1
957.16,323,1
1114.5,323,1
1116,323,1
1049.8,323,1
1150,323,1
1099.8,323,1
945.68,323,1
882.4,301.46,1
1035.9,323,1
723.86,323,1
1146,323,1
1064.7,0,1
1119.7,0,1
820.35,323,1
1048.3,301.46,1
1022.5,0,1
1372.2,323,1
1185.7,0,1
1399.4,323,1
887.08,323,1
1151.3,0,1
1173.7,0,1
915.87,301.46,1
943.89,301.46,1
676.7,0,1
344.43,0,1
314.38,86.133,1
367.01,107.67,0
72.054,107.67,0
129.28,86.133,0
157.55,86.133,0
537.95,43.066,0
288.36,86.133,0
141.9,107.67,0
279.56,43.066,0
104.87,43.066,0
91.705,64.6,0
244.85,86.133,0
211.36,107.67,0
158.56,107.67,0
197.82,86.133,0
280.6,129.2,0
176.47,86.133,0
145.49,43.066,0
124.88,86.133,0
157.31,86.133,0
57.458,107.67,0
123.23,86.133,0
228.04,86.133,0
395.28,301.46,0
459.44,86.133,0
399.53,646,1
622.16,64.6,1
1076.8,667.53,1
1243.4,710.6,1
1479.1,387.6,1
1536.8,387.6,1
1109.6,366.06,1
1167.7,366.06,1
824.63,344.53,1
1093.3,344.53,1
1010.5,344.53,1
859.91,344.53,1
1174.2,344.53,1
1047.1,344.53,1
939.07,344.53,1
1071.7,344.53,1
1457,344.53,1
1109.9,344.53,1
1212.3,344.53,1
1391.5,344.53,1
1232.3,344.53,1
1360.3,344.53,1
1162.9,344.53,1
1309.9,344.53,1
1165.5,344.53,1
1412.2,344.53,1
1144,344.53,1
1190.9,344.53,1
1340.3,344.53,1
1197.3,344.53,1
1041.7,323,1
1152.1,323,1
1064.2,323,1
999.9,323,1
1069.1,301.46,1
848.27,301.46,1
703.96,301.46,1
1068.2,301.46,1
761.39,301.46,1
342.9,279.93,1
291.77,43.066,1
271.74,64.6,1
186.25,107.67,1
64.754,86.133,0
0,0,0
154.9,0,0
240.1,0,0
55.262,43.066,0
149.14,86.133,0
214.57,0,0
230.77,107.67,0
46.551,86.133,0
217.29,107.67,0
45.457,86.133,0
157.62,107.67,0
93.876,107.67,0
194.27,86.133,0
70.848,172.27,0
198.48,86.133,0
242.54,86.133,0
216.67,0,0
139.34,86.133,0
223.29,86.133,0
12.066,0,0
217.77,236.87,0
161.47,107.67,0
0,107.67,0
5.1887,107.67,0
395.52,86.133,1
671.42,86.133,1
1057.9,667.53,1
1312.9,710.6,1
1594.3,387.6,1
1436.6,387.6,1
1462.4,387.6,1
1310.3,366.06,1
1073.5,366.06,1
1216.2,344.53,1
1291.3,323,1
1183.5,323,1
797.76,323,1
881.99,323,1
1052.2,323,1
1088.3,301.46,1
797.13,301.46,1
961.56,301.46,1
734.34,301.46,1
897.26,323,1
873.38,301.46,1
956.74,323,1
820.62,323,1
1303.4,323,1
932.32,301.46,1
769.36,301.46,1
589.51,279.93,1
439.2,86.133,1
289,107.67,1
225.52,86.133,1
78.679,86.133,1
150.97,43.066,1
135.74,64.6,0
278.88,107.67,0
213.14,107.67,0
100.42,107.67,0
49.308,129.2,0
78.499,0,0
128.86,86.133,0
257.94,107.67,0
332.82,0,0
276.7,0,0
231.57,0,0
102.85,0,0
228.97,0,0
51.996,86.133,0
126.54,86.133,0
56.95,107.67,0
145.42,86.133,0
186.88,43.066,0
66.469,86.133,0
287.95,86.133,0
182.93,107.67,0
98.325,86.133,0
94.056,107.67,0
144.84,107.67,0
22.916,86.133,0
92.836,129.2,0
0,129.2,0
0,0,0
0,0,0
10.7,882.86,0
0,21.533,0
0,646,0
156.74,559.86,0
200.61,21.533,0
319.3,646,0
458.38,172.27,0
621.55,172.27,0
1407.3,193.8,0
1677.6,172.27,1
2388,193.8,1
2788.3,193.8,1
2335.1,193.8,1
2395.7,538.33,1
2498.9,387.6,1
2890.5,387.6,1
3072.9,366.06,1
2885.3,387.6,1
2310.1,387.6,1
2091.3,387.6,1
996.09,495.26,1
743.14,495.26,1
904.65,495.26,1
676.4,495.26,1
910.82,495.26,1
919.97,495.26,1
601.36,473.73,1
697.69,495.26,1
842.29,495.26,1
1040.1,495.26,1
1118.6,473.73,1
1478.8,473.73,1
888.66,473.73,1
899.96,473.73,1
1086,473.73,1
1414.8,452.2,1
1924,301.46,1
1973.6,172.27,1
1488.9,366.06,1
1075.7,430.66,1
932.54,409.13,1
1048.1,366.06,1
959.67,366.06,1
755.97,667.53,1
790.88,667.53,1
527.74,667.53,1
471.28,279.93,1
471.94,64.6,1
883.83,64.6,1
467.97,258.4,1
0,0,1
174.54,0,1
215.9,21.533,1
184.78,646,1
105.65,646,1
248.54,43.066,1
350.96,43.066,1
343.37,215.33,1
207.9,236.87,1
109.11,129.2,1
52.66,21.533,1
149.44,301.46,1
251.63,301.46,1
102.52,301.46,1
382.1,215.33,1
1131,409.13,1
1786.2,409.13,1
2566.5,409.13,1
2550.8,430.66,1
2869.9,430.66,1
2916.8,430.66,1
3265.2,409.13,1
3109,409.13,1
1957.6,409.13,1
2281.4,387.6,1
2724.6,387.6,1
1734.9,473.73,1
2100.1,301.46,1
2208.7,279.93,1
1899.1,387.6,1
944.93,366.06,1
734.36,409.13,1
785.31,409.13,1
508.2,301.46,1
672.78,258.4,1
603.8,538.33,1
559.64,387.6,1
671.69,559.86,1
726.57,301.46,1
810.9,258.4,1
1061.8,387.6,1
1555.8,452.2,1
1450,344.53,1
904.21,323,1
567.65,516.8,1
730.91,387.6,1
784.73,344.53,1
994.16,323,1
631.81,366.06,1
665.98,279.93,1
941.79,258.4,1
507.74,538.33,1
707.74,323,1
886.06,279.93,1
682.84,86.133,1
863.4,107.67,1
1055.8,86.133,1
863.94,581.4,1
644.3,624.46,1
834.67,279.93,1
808.99,646,1
1150.8,366.06,1
1280.8,279.93,1
1033.7,258.4,1
1148.1,1722.7,1
1298.7,279.93,1
1719.6,279.93,1
1727.3,2045.7,1
3221.6,2110.3,1
5116.3,2110.3,1
6156.9,2497.9,1
5913.3,2476.3,1
5943.4,2497.9,1
5592.1,1744.2,1
4795.4,1421.2,1
5589.3,2519.4,1
5714.6,2519.4,1
5686.5,2540.9,1
5683.5,2540.9,1
5836.3,2540.9,1
6000.5,1399.7,1
5991.2,1399.7,1
5946.5,1399.7,1
6401.1,1378.1,1
6326.1,1378.1,1
6276.5,1378.1,1
6824.7,1356.6,1
6299.5,1356.6,1
6358.1,1356.6,1
6408.8,1356.6,1
5848.5,1356.6,1
6066.2,1356.6,1
5703.9,1335.1,1
5651.8,1335.1,1
5617.7,1335.1,1
5655.4,1313.5,1
5278.7,2670.1,1
5022.2,2670.1,1
5926.4,2734.7,1
5456.9,2799.3,1
5020.3,2799.3,1
4570.3,2756.2,1
4175.4,2799.3,1
3933.1,2691.7,1
4422.4,1464.3,1
4454.2,1421.2,1
4240.9,1421.2,1
4733.3,1421.2,1
4414.7,1399.7,1
4555.5,1421.2,1
4118.8,1378.1,1
3671,1378.1,1
3908.2,1356.6,1
