@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.081504,0,0.051724,0,0.5656,0,5,0,0
0.079169,0,0.053539,0,0.48357,0,6,0,0
0.068849,0,0.049909,0.0036298,0.51467,0.031101,4,2,0
0.061807,0,0.055354,0,0.34298,0,5,1,0
0.058218,0,0.057169,0,0.29604,0,5,1,1
0.075633,0.017416,0.049002,0.008167,0.45471,0.15867,4,2,1
0.12815,0.069928,0.049909,0.0072595,0.52901,0.23297,3,3,1
0.15689,0.098676,0.050817,0.0063521,0.78074,0.4847,5,1,1
0.16586,0.10764,0.053539,0.0036298,0.78074,0.4847,8,0,1
0.18717,0.12896,0.054446,0.0027223,0.53054,0.2345,8,0,1
0.20181,0.14359,0.050817,0.0063521,0.40829,0.11225,8,0,1
0.23932,0.1811,0.054446,0.0027223,0.5511,0.25506,8,0,1
0.29931,0.24109,0.049002,0.008167,0.66486,0.36882,8,0,1
0.30055,0.24233,0.052632,0.0045372,0.53393,0.23789,8,0,1
0.28098,0.22276,0.058984,0,0.72106,0.42502,8,0,1
0.29069,0.23247,0.051724,0.0072595,0.486,0.18996,8,0,1
0.29038,0.23216,0.058076,0.00090744,0.68731,0.39127,8,0,1
0.28724,0.22902,0.071688,0,0.80552,0.50948,8,0,1
0.30608,0.24786,0.067151,0.0045372,1.1057,0.80962,7,1,1
0.35401,0.29579,0.051724,0.019964,1.1223,0.82622,7,1,1
0.33203,0.27381,0.064428,0.0072595,1.2093,0.91329,9,0,1
0.2992,0.24098,0.066243,0.0054446,1.1663,0.87031,11,0,1
0.27709,0.21888,0.067151,0.0045372,1.2817,0.9857,9,2,1
0.23863,0.18041,0.084392,0,1.3122,1.0161,9,2,1
0.2512,0.19298,0.084392,0,1.3254,1.0294,9,2,1
0.23779,0.17958,0.087114,0,1.3292,1.0331,8,3,1
0.24903,0.19081,0.07804,0.0090744,1.381,1.0849,9,2,1
0.26932,0.21111,0.060799,0.026316,1.4234,1.1273,3,8,1
0.27484,0.21662,0.055354,0.03176,1.5753,1.2793,2,9,1
0.28645,0.22823,0.051724,0.03539,1.6278,1.3317,2,9,1
0.30957,0.25135,0.044465,0.04265,1.6737,1.3777,2,9,1
0.32405,0.26583,0.03902,0.048094,1.6076,1.3116,2,9,1
0.30848,0.25026,0.047187,0.039927,1.5415,1.2455,2,9,1
0.2892,0.23098,0.053539,0.033575,1.5326,1.2365,2,9,1
0.28383,0.22561,0.053539,0.033575,1.4717,1.1756,2,9,1
0.29929,0.24107,0.051724,0.03539,1.545,1.249,2,9,1
0.32561,0.26739,0.049002,0.038113,1.5192,1.2232,2,9,1
0.34492,0.2867,0.046279,0.040835,1.3689,1.0729,2,9,1
0.35366,0.29544,0.051724,0.03539,1.2471,0.95107,2,9,1
0.37946,0.32124,0.047187,0.039927,1.4377,1.1417,2,9,1
0.4153,0.35708,0.029946,0.057169,1.6685,1.3725,2,9,1
0.40731,0.3491,0.026316,0.060799,1.6631,1.367,2,9,1
0.38374,0.32552,0.037205,0.049909,1.7,1.404,2,9,1
0.36154,0.30332,0.054446,0.032668,1.6254,1.3293,2,9,1
0.33667,0.27845,0.057169,0.029946,1.4987,1.2027,2,9,1
0.36314,0.30493,0.048094,0.03902,1.6046,1.3085,2,9,1
0.38255,0.32434,0.039927,0.047187,1.6637,1.3677,2,9,1
0.37372,0.3155,0.03176,0.055354,1.6692,1.3731,2,9,1
0.37865,0.32043,0.028131,0.058984,1.6663,1.3702,2,9,1
0.38991,0.3317,0.025408,0.061706,1.6544,1.3584,2,9,1
0.41427,0.35606,0.024501,0.062613,1.6396,1.3435,2,9,1
0.43288,0.37466,0.025408,0.061706,1.7256,1.4296,2,9,1
0.3861,0.32788,0.023593,0.063521,1.71,1.414,2,9,1
0.30709,0.24887,0.022686,0.064428,1.7099,1.4139,2,9,1
0.2595,0.20128,0.022686,0.064428,1.563,1.2669,2,9,1
0.20812,0.1499,0.023593,0.063521,1.6443,1.3483,2,9,1
0.14244,0.084225,0.036298,0.050817,1.2571,0.96106,2,9,1
0.096529,0.038312,0.044465,0.04265,0.59817,0.30213,3,8,1
0.088153,0.029936,0.037205,0.049909,0.2304,0,4,7,1
0.093351,0.035134,0.029038,0.058076,0.40154,0.17114,1,10,1
0.088862,0.030645,0.03176,0.055354,0.42738,0.19698,5,6,1
0.072162,0.013944,0.03539,0.051724,0.046681,0,8,3,0
0.07028,0.012062,0.037205,0.049909,0.30288,0.2562,1,10,0
0.079306,0.021088,0.03539,0.051724,0.65681,0.61013,1,10,0
0.085097,0.026879,0.028131,0.058984,0.72916,0.68248,1,10,0
0.087327,0.02911,0.019964,0.067151,0.29155,0.24487,1,10,0
0.11099,0.052777,0.016334,0.07078,0.39399,0.3473,2,9,0
0.16606,0.10784,0.022686,0.064428,1.1394,1.0928,2,9,0
0.25277,0.19455,0.022686,0.064428,1.2838,1.2371,2,9,0
0.29402,0.2358,0.023593,0.063521,1.4282,1.3815,2,9,0
0.29637,0.23815,0.022686,0.064428,1.3867,1.34,2,9,0
0.33279,0.27457,0.022686,0.064428,1.4695,1.4228,2,9,0
0.35291,0.29469,0.023593,0.063521,1.482,1.4353,2,9,0
0.34891,0.2907,0.022686,0.064428,1.4421,1.3954,2,9,0
0.3235,0.26528,0.023593,0.063521,1.3263,1.2796,2,9,0
0.24768,0.18946,0.027223,0.059891,0.94572,0.89904,2,9,0
0.24377,0.18555,0.025408,0.061706,1.0114,0.96474,2,9,0
0.25229,0.19407,0.023593,0.063521,1.0313,0.98465,2,9,0
0.22009,0.16187,0.020871,0.066243,0.7697,0.72301,2,9,0
0.25142,0.1932,0.023593,0.063521,1.0462,0.99953,2,9,0
0.24207,0.18385,0.034483,0.052632,0.97971,0.93303,1,10,0
0.19044,0.13223,0.032668,0.054446,0.79388,0.7472,2,9,0
0.16196,0.10374,0.022686,0.064428,1.0831,1.0364,2,9,0
0.11591,0.057691,0.034483,0.052632,0.92656,0.87988,2,9,0
0.11055,0.052328,0.040835,0.046279,1.0042,0.95756,2,9,0
0.11565,0.057435,0.03176,0.055354,0.62014,0.57346,2,9,0
0.091342,0.033125,0.026316,0.060799,0.55381,0.50713,4,7,1
0.12037,0.062154,0.024501,0.062613,0.72662,0.67994,2,9,1
0.15569,0.097469,0.034483,0.052632,1.0915,1.0448,2,9,1
0.18298,0.12476,0.043557,0.043557,1.3498,1.3031,2,9,1
0.21113,0.15291,0.04265,0.044465,1.4008,1.3541,2,9,1
0.23747,0.17926,0.03539,0.051724,1.3727,1.326,2,9,1
0.24487,0.18665,0.03902,0.048094,1.4769,1.4302,2,9,1
0.25442,0.1962,0.044465,0.04265,1.2277,1.181,2,9,1
0.24806,0.18984,0.046279,0.040835,1.1583,1.1116,3,8,1
0.24317,0.18495,0.043557,0.043557,1.2889,1.2422,2,9,1
0.24163,0.18341,0.043557,0.043557,1.3518,1.3052,2,9,1
0.2268,0.16858,0.049909,0.037205,1.38,1.3333,3,8,1
0.24407,0.18585,0.04265,0.044465,1.5598,1.5131,2,9,1
0.2386,0.18038,0.047187,0.039927,1.3689,1.3223,3,8,1
0.22836,0.17014,0.052632,0.034483,1.4384,1.3917,7,4,1
0.24039,0.18217,0.043557,0.043557,1.372,1.3253,3,8,1
0.24667,0.18845,0.040835,0.046279,1.4308,1.3841,2,9,1
0.24038,0.18216,0.04265,0.044465,1.4108,1.3642,2,9,1
0.25487,0.19665,0.039927,0.047187,1.4363,1.3896,2,9,1
0.25877,0.20056,0.048094,0.03902,1.395,1.3483,2,9,1
0.25423,0.19602,0.054446,0.032668,1.3197,1.273,2,9,1
0.26343,0.20521,0.044465,0.04265,1.4008,1.3541,2,9,1
0.23745,0.17923,0.04265,0.044465,1.1569,1.1102,2,9,1
0.22571,0.16749,0.039927,0.047187,1.1589,1.1122,2,9,1
0.21536,0.15714,0.049002,0.038113,1.3305,1.2839,3,8,1
0.19184,0.13362,0.069873,0.017241,1.1929,1.1463,7,4,1
0.17646,0.11824,0.07441,0.012704,1.1775,1.1308,13,0,1
0.16137,0.10316,0.072595,0.014519,1.134,1.0873,16,0,1
0.15859,0.10038,0.078947,0.008167,1.1721,1.1254,17,0,1
0.17088,0.11266,0.072595,0.014519,1.2189,1.1723,14,3,1
0.16837,0.11015,0.065336,0.021779,1.3667,1.32,11,6,1
0.16755,0.10933,0.058984,0.028131,1.2293,1.1826,11,6,1
0.19109,0.13287,0.048094,0.03902,1.3701,1.3234,3,14,1
0.20143,0.14321,0.050817,0.036298,1.3314,1.2847,3,14,1
0.20957,0.15135,0.058076,0.029038,1.0897,1.043,4,13,1
0.20323,0.14501,0.058076,0.029038,1.0055,0.95886,6,11,1
0.18958,0.13137,0.056261,0.030853,1.0742,1.0276,7,10,1
0.18657,0.12835,0.059891,0.027223,1.3489,1.3022,3,14,1
0.19379,0.13557,0.051724,0.03539,1.4372,1.3906,2,15,1
0.20511,0.14689,0.044465,0.04265,1.4884,1.4417,2,15,1
0.19721,0.13899,0.058076,0.029038,1.487,1.4403,3,14,1
0.20312,0.1449,0.067151,0.019964,1.4211,1.3744,5,12,1
0.20671,0.14849,0.07078,0.016334,1.3963,1.3496,4,13,1
0.1949,0.13668,0.076225,0.010889,1.2951,1.2485,10,7,1
0.18474,0.12653,0.073503,0.013612,1.0926,1.0459,7,10,1
0.16835,0.11013,0.071688,0.015426,0.866,0.81932,6,11,1
0.1668,0.10859,0.062613,0.024501,0.90963,0.86295,6,11,1
0.17122,0.113,0.054446,0.032668,0.91465,0.86797,6,11,1
0.17394,0.11572,0.049909,0.037205,0.86805,0.82137,6,11,1
0.1802,0.12198,0.060799,0.026316,0.70706,0.66038,7,10,1
0.18469,0.12647,0.07078,0.016334,0.72198,0.6753,6,11,1
0.18074,0.12252,0.064428,0.022686,0.8082,0.76151,6,11,1
0.17445,0.11624,0.062613,0.024501,0.94396,0.89728,6,11,1
0.17525,0.11704,0.056261,0.030853,1.0656,1.0189,6,11,1
0.17607,0.11785,0.058076,0.029038,0.88274,0.83606,6,11,1
0.1764,0.11818,0.066243,0.020871,0.98523,0.93855,9,8,1
0.18529,0.12707,0.057169,0.029946,1.216,1.1693,9,8,1
0.1837,0.12548,0.053539,0.033575,1.3665,1.3198,9,8,1
0.18332,0.1251,0.058076,0.029038,1.3876,1.3409,9,8,1
0.19218,0.13397,0.059891,0.027223,1.3976,1.351,9,8,1
0.2045,0.14628,0.061706,0.025408,1.4753,1.4286,10,7,1
0.23185,0.17363,0.057169,0.029946,1.5067,1.46,9,8,1
0.25353,0.19531,0.051724,0.03539,1.6664,1.6197,2,15,1
0.25378,0.19556,0.054446,0.032668,1.6567,1.61,2,15,1
0.24708,0.18886,0.062613,0.024501,1.6511,1.6044,10,7,1
0.25483,0.19662,0.059891,0.027223,1.6551,1.6084,2,15,1
0.26437,0.20615,0.053539,0.033575,1.688,1.6413,2,15,1
0.26602,0.2078,0.049002,0.038113,1.6964,1.6497,2,15,1
0.26825,0.21003,0.044465,0.04265,1.6386,1.5919,2,15,1
0.27267,0.21445,0.034483,0.052632,1.5732,1.5265,2,15,1
0.28059,0.22238,0.032668,0.054446,1.5656,1.5189,2,15,1
0.29587,0.23765,0.028131,0.058984,1.5618,1.5151,2,15,1
0.28608,0.22786,0.026316,0.060799,1.4857,1.4391,2,15,1
0.2582,0.19998,0.036298,0.050817,1.3481,1.3015,2,15,1
0.25339,0.19517,0.03902,0.048094,1.4329,1.3863,2,15,1
0.27059,0.21238,0.040835,0.046279,1.3803,1.3336,2,15,1
0.28127,0.22305,0.043557,0.043557,1.3264,1.2797,2,15,1
0.29366,0.23544,0.03902,0.048094,1.4111,1.3644,2,15,1
0.29319,0.23498,0.03176,0.055354,1.469,1.4223,2,15,1
0.27972,0.2215,0.03176,0.055354,1.4457,1.399,2,15,1
0.26929,0.21107,0.03902,0.048094,1.4329,1.3862,2,15,1
0.25907,0.20086,0.036298,0.050817,1.2552,1.2085,2,15,1
0.30041,0.24219,0.03902,0.048094,0.73738,0.6907,3,14,1
0.31248,0.25427,0.049002,0.038113,0.47615,0.42947,4,13,1
0.37321,0.31499,0.038113,0.049002,0.85531,0.80863,3,14,1
0.45419,0.39598,0.030853,0.056261,0.89758,0.8509,2,15,1
0.46634,0.40812,0.034483,0.052632,0.28174,0.23506,4,13,1
0.4405,0.38228,0.03539,0.051724,0.25338,0.20669,4,13,1
0.42163,0.36341,0.032668,0.054446,0.11352,0.066843,2,15,1
0.43015,0.37193,0.029038,0.058076,0.48937,0.44269,1,16,1
0.39619,0.33797,0.034483,0.052632,0.40741,0.36073,3,14,1
0.35171,0.29349,0.037205,0.049909,0.51994,0.47326,3,14,1
0.3612,0.30298,0.03176,0.055354,0.65882,0.61214,2,15,1
0.33131,0.2731,0.03176,0.055354,0.78445,0.73777,2,15,1
0.27945,0.22123,0.045372,0.041742,0.2439,0.19722,7,10,1
0.26067,0.20245,0.049002,0.038113,0.25236,0.20568,9,8,1
