@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
850.36,843.01,4.8842,0.51124,818.26,732.13,0.75631,0.70963,3,14,0
980.5,973.16,5.0882,0.30724,236.87,150.73,0.20713,0.16045,5,12,0
1013.2,1005.8,5.0033,0.3921,409.13,323,0.23009,0.18341,6,11,0
627.27,619.92,5.01,0.38543,818.26,732.13,0.37421,0.32753,3,14,0
826.41,819.07,4.9879,0.40752,409.13,323,0.27786,0.23118,7,10,0
768.04,760.7,4.8705,0.52491,861.33,775.2,0.34135,0.29467,5,12,0
1131.9,1124.6,4.6981,0.6973,409.13,323,0.80324,0.75656,2,15,0
1198.5,1191.1,4.6074,0.78804,473.73,387.6,0.8767,0.83001,2,15,0
1744.1,1736.7,4.5141,0.8813,516.8,430.66,0.80513,0.75845,2,15,0
2851.5,2844.1,4.2385,1.1569,516.8,430.66,1.0121,0.96541,2,15,0
2989.9,2982.6,4.1913,1.2041,516.8,430.66,1.2055,1.1588,2,15,0
2547.7,2540.4,4.4661,0.92931,516.8,430.66,0.98016,0.93348,2,15,0
1224.1,1216.8,4.6942,0.70115,193.8,107.67,0.32927,0.28259,4,13,0
1094.5,1087.2,4.6248,0.77063,495.26,409.13,0.29734,0.25066,3,14,0
1121.8,1114.4,4.7179,0.67748,516.8,430.66,0.68704,0.64036,3,14,0
1194.1,1186.8,5.2107,0.18468,344.53,258.4,0.39191,0.34523,3,14,0
886.19,878.85,4.9153,0.48009,409.13,323,0.32658,0.2799,3,14,0
866.19,858.84,4.9254,0.46997,538.33,452.2,0.39334,0.34666,3,14,0
612.32,604.98,4.9879,0.4075,473.73,387.6,0.60005,0.55337,2,15,0
987.33,979.99,4.7639,0.6315,452.2,366.06,0.46,0.41331,3,14,0
996.96,989.62,4.9681,0.42727,473.73,387.6,0.5589,0.51222,2,15,0
1422.5,1415.2,5.0885,0.30692,452.2,366.06,1.0907,1.044,2,15,0
1108.2,1100.8,4.9661,0.42927,473.73,387.6,0.90459,0.85791,2,15,0
663.71,656.37,5.0641,0.33135,473.73,387.6,0.28392,0.23724,3,14,0
766.77,759.42,5.0229,0.37245,473.73,387.6,0.5997,0.55302,3,14,0
998.69,991.35,4.9023,0.4931,689.06,602.93,0.5115,0.46482,3,14,0
1117.4,1110,4.9286,0.46678,473.73,387.6,0.40293,0.35625,3,14,0
814.96,807.62,5.0371,0.35827,258.4,172.27,0.30386,0.25717,4,13,0
1295.5,1288.2,4.9781,0.4173,452.2,366.06,0.64856,0.60187,5,12,0
1510.4,1503.1,4.9878,0.40763,452.2,366.06,0.70045,0.65377,4,13,0
