@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
2343.6,2097.7,4.3532,0.87008,387.6,258.4,0.026947,0.012284,33,0
1890.4,1644.5,4.1514,1.0718,495.26,366.06,0.030798,0.016134,36,0
1067.5,821.61,4.4716,0.75167,473.73,344.53,0.021728,0.0070645,35,0
819.77,573.89,4.5391,0.68412,516.8,387.6,0.029374,0.014711,57,0
948.91,703.03,4.6188,0.60445,516.8,387.6,0.029281,0.014618,55,0
647.31,401.43,4.8599,0.36332,409.13,279.93,0.036159,0.021496,77,0
569.05,323.16,4.9818,0.24148,366.06,236.87,0.026193,0.011529,126,1
1139.8,893.88,4.881,0.34228,538.33,409.13,0.029792,0.015129,73,1
1197.9,951.99,4.8641,0.35915,473.73,344.53,0.053777,0.039114,75,1
2007.9,1762,4.851,0.37225,473.73,344.53,0.065389,0.050725,77,1
2255.2,2009.4,4.8055,0.41775,473.73,344.53,0.07874,0.064077,77,1
2072.8,1826.9,4.782,0.44129,473.73,344.53,0.094455,0.079792,77,1
2851.9,2606.1,4.7769,0.4464,495.26,366.06,0.098105,0.083442,75,1
3087.9,2842,4.8614,0.3619,495.26,366.06,0.093121,0.078458,74,1
3196.8,2950.9,4.7582,0.46501,495.26,366.06,0.10189,0.087223,74,1
2815.7,2569.9,4.7679,0.45531,495.26,366.06,0.1094,0.094738,74,1
2391,2145.1,4.8139,0.40933,495.26,366.06,0.092254,0.077591,74,1
2249.1,2003.2,4.8205,0.40278,495.26,366.06,0.099445,0.084781,75,1
2866.3,2620.4,4.7392,0.48406,473.73,344.53,0.091105,0.076442,75,1
2561.9,2316,4.9073,0.31597,495.26,366.06,0.089829,0.075166,75,1
2404.2,2158.3,4.8942,0.32904,495.26,366.06,0.10504,0.090377,75,1
2715.5,2469.6,4.7913,0.43193,473.73,344.53,0.098938,0.084275,75,1
2848.5,2602.7,4.7683,0.45494,473.73,344.53,0.094102,0.079439,171,1
2183.2,1937.3,4.8212,0.40201,495.26,366.06,0.10603,0.091364,75,1
2746,2500.1,4.6737,0.54956,495.26,366.06,0.098331,0.083668,169,1
2905.5,2659.6,4.7117,0.51153,473.73,344.53,0.10042,0.085753,75,1
2552.9,2307,4.6955,0.52778,473.73,344.53,0.11984,0.10517,76,1
2926.5,2680.6,4.7943,0.42895,473.73,344.53,0.10915,0.094488,77,1
2763.7,2517.8,4.8949,0.32837,473.73,344.53,0.086379,0.071715,79,1
2648.8,2402.9,4.7714,0.45189,452.2,323,0.098465,0.083802,80,1
2324.1,2078.2,4.7499,0.47333,452.2,323,0.11234,0.09768,81,1
2186.1,1940.2,4.859,0.36426,452.2,323,0.11003,0.095362,81,1
1626.6,1380.7,5.0201,0.20318,452.2,323,0.094411,0.079748,82,1
1495.6,1249.7,4.9619,0.2613,452.2,323,0.10041,0.085747,82,1
1786.5,1540.7,4.8698,0.35349,452.2,323,0.10658,0.091922,82,1
1600.6,1354.7,4.8843,0.33891,452.2,323,0.10455,0.08989,83,1
1900.7,1654.8,4.8885,0.33472,452.2,323,0.10811,0.093451,82,1
1779,1533.1,4.9044,0.31887,452.2,323,0.12032,0.10566,82,1
1957.9,1712,4.8087,0.41454,452.2,323,0.11673,0.10207,81,1
2135,1889.1,4.8085,0.41475,473.73,344.53,0.10028,0.085618,80,1
2230.8,1985,4.7974,0.42589,452.2,323,0.10942,0.094753,81,1
2471.2,2225.3,4.817,0.40623,452.2,323,0.11367,0.099006,81,1
2029.2,1783.3,4.9215,0.30178,452.2,323,0.1064,0.091734,80,1
1954.8,1708.9,4.7409,0.48231,473.73,344.53,0.11443,0.099772,79,1
1846.1,1600.2,4.7664,0.45684,473.73,344.53,0.11201,0.097343,78,1
2011.1,1765.2,4.7766,0.44661,473.73,344.53,0.1114,0.096742,79,1
2105.4,1859.5,4.7675,0.45578,473.73,344.53,0.10702,0.092358,79,1
2260.3,2014.4,4.7671,0.4562,473.73,344.53,0.11305,0.098389,79,1
2229.8,1983.9,4.7454,0.47785,473.73,344.53,0.10082,0.086156,179,1
2054,1808.1,4.8963,0.32698,452.2,323,0.10031,0.085646,81,1
1896.7,1650.8,4.9031,0.32019,452.2,323,0.10077,0.086109,82,1
1968.8,1723,4.9313,0.29196,452.2,323,0.1041,0.089441,83,1
1801.8,1555.9,4.8602,0.36304,452.2,323,0.11029,0.095622,84,1
1884.6,1638.8,4.913,0.31028,452.2,323,0.088861,0.074198,85,1
1884.1,1638.2,4.916,0.30726,452.2,323,0.084094,0.069431,85,1
1964.9,1719,4.9579,0.26533,430.66,301.46,0.097834,0.08317,84,1
2078.4,1832.6,4.9041,0.31915,452.2,323,0.099695,0.085032,85,1
1842,1596.1,4.9254,0.29787,452.2,323,0.10418,0.089522,84,1
2130.1,1884.2,4.8022,0.42109,430.66,301.46,0.10159,0.086928,84,1
1973.8,1727.9,4.714,0.50927,452.2,323,0.10507,0.090405,84,1
1670,1424.1,4.9202,0.30308,452.2,323,0.099936,0.085273,83,1
2015.1,1769.3,4.8525,0.37074,452.2,323,0.089372,0.074709,82,1
1865.7,1619.8,4.6931,0.53012,452.2,323,0.096412,0.081749,82,1
1826.5,1580.6,4.6388,0.58441,452.2,323,0.097633,0.08297,81,1
1795.2,1549.3,4.548,0.67529,452.2,323,0.10354,0.088873,81,1
1881.6,1635.7,4.52,0.70323,452.2,323,0.11843,0.10376,81,1
2073.9,1828,4.5151,0.70813,473.73,344.53,0.12357,0.10891,80,1
2224,1978.1,4.6219,0.60131,473.73,344.53,0.12044,0.10577,78,1
2475,2229.2,4.4961,0.72719,473.73,344.53,0.11941,0.10474,76,1
2514.6,2268.7,4.6616,0.56165,473.73,344.53,0.087198,0.072535,77,1
2218.8,1972.9,4.4077,0.81557,473.73,344.53,0.11577,0.10111,77,1
2472.2,2226.3,4.4681,0.75519,473.73,344.53,0.12201,0.10734,76,1
2319.5,2073.7,4.3517,0.87155,473.73,344.53,0.11197,0.097308,76,1
2403.1,2157.3,4.3226,0.90063,473.73,344.53,0.11439,0.099723,75,1
2438.9,2193,4.4203,0.80296,495.26,366.06,0.10186,0.087195,74,1
2553.8,2308,4.4337,0.78953,495.26,366.06,0.091873,0.07721,74,1
2738.1,2492.3,4.4375,0.7858,495.26,366.06,0.10079,0.086122,73,1
2944.9,2699.1,4.4177,0.80552,495.26,366.06,0.11605,0.10139,73,1
2991.9,2746,4.5918,0.63144,495.26,366.06,0.092313,0.07765,74,1
2565.2,2319.3,4.6309,0.59231,495.26,366.06,0.089592,0.074929,75,1
2930.2,2684.3,4.62,0.60322,495.26,366.06,0.088981,0.074317,169,1
2900.1,2654.2,4.6345,0.58877,495.26,366.06,0.097881,0.083218,75,1
2960,2714.1,4.6689,0.55436,495.26,366.06,0.083949,0.069286,75,1
3138.6,2892.7,4.6196,0.60365,473.73,344.53,0.087053,0.07239,76,1
3216,2970.1,4.5457,0.67751,473.73,344.53,0.084968,0.070304,76,1
2846.5,2600.7,4.6169,0.60635,473.73,344.53,0.09819,0.083527,76,1
2780.1,2534.3,4.5855,0.63776,473.73,344.53,0.099291,0.084628,76,1
2682.5,2436.6,4.6408,0.58248,473.73,344.53,0.09409,0.079427,78,1
4165,3919.1,4.9343,0.28898,452.2,323,0.057502,0.042838,177,1
6170.4,5924.5,4.8411,0.38218,473.73,344.53,0.050277,0.035614,80,1
4878.6,4632.8,4.8481,0.37514,452.2,323,0.057886,0.043222,81,1
8303.6,8057.8,4.821,0.40225,452.2,323,0.054439,0.039775,81,1
7573.8,7327.9,4.8637,0.35956,258.4,129.2,0.06103,0.046367,59,1
7815.9,7570,4.7009,0.52235,430.66,301.46,0.034046,0.019383,15,1
7006.6,6760.7,4.6821,0.54116,258.4,129.2,0.030274,0.015611,88,1
6432,6186.1,4.6904,0.53282,258.4,129.2,0.04282,0.028157,94,1
6096.2,5850.3,4.6031,0.62012,301.46,172.27,0.029964,0.015301,80,1
4894,4648.1,4.7373,0.48591,732.13,602.93,0.042638,0.027975,104,1
5070.3,4824.4,4.616,0.60729,430.66,301.46,0.042372,0.027709,111,1
4226.3,3980.4,4.4982,0.7251,430.66,301.46,0.039455,0.024792,62,1
3879.2,3633.3,5.012,0.21129,107.67,0,0.035873,0.02121,113,1
4079.6,3833.7,5.0898,0.13342,107.67,0,0.0445,0.029837,117,1
2377.8,2131.9,4.9735,0.24974,86.133,0,0.027828,0.013165,104,1
2668.9,2423,4.7737,0.44952,86.133,0,0.026659,0.011996,100,1
2268.4,2022.5,4.674,0.54928,107.67,21.533,0.031753,0.01709,79,1
1749.8,1503.9,4.8352,0.38801,107.67,21.533,0.02514,0.010477,58,1
1805.5,1559.6,4.6311,0.59219,279.93,193.8,0.021705,0.0070422,129,1
1976.2,1730.3,4.6244,0.59888,710.6,624.46,0.02396,0.0092973,89,1
2352.1,2106.2,4.7526,0.47064,107.67,21.533,0.02073,0.0060672,71,1
2412.7,2166.9,5.1618,0.061493,107.67,21.533,0.051863,0.0372,105,1
4173.9,3928,5.3954,0,344.53,258.4,0.042869,0.028206,62,1
2843.7,2597.8,5.2084,0.18695,366.06,279.93,0.038307,0.023643,129,1
2659,2413.1,5.0989,0.29651,344.53,258.4,0.039051,0.024388,67,1
2232.7,1986.8,4.9352,0.46018,344.53,258.4,0.035051,0.020388,74,1
2050.7,1804.8,4.9115,0.48387,344.53,258.4,0.039125,0.024461,103,1
1169.2,923.3,5.0569,0.33854,366.06,279.93,0.03789,0.023227,102,1
662.43,416.55,5.2012,0.19419,646,559.86,0.025083,0.01042,66,1
1152.1,906.18,4.9446,0.4508,279.93,193.8,0.022922,0.0082586,95,1
700.1,454.22,4.91,0.48544,107.67,21.533,0.0326,0.017937,70,1
708.6,462.72,4.9182,0.47719,258.4,172.27,0.023673,0.0090095,33,1
589.39,343.51,4.9199,0.47553,258.4,172.27,0.025555,0.010891,191,0
396.82,150.94,5.0332,0.36223,366.06,279.93,0.019633,0.0049699,28,0
324.78,78.903,4.98,0.41538,279.93,193.8,0.021748,0.0070849,98,0
301.17,55.293,4.971,0.4244,258.4,172.27,0.017957,0.003294,105,0
353.33,107.45,4.8658,0.52964,279.93,193.8,0.016843,0.00218,161,0
261.07,15.192,4.8316,0.5638,279.93,193.8,0.014074,0,146,0
228.71,0,4.8482,0.5472,258.4,172.27,0.015841,0.0017673,23,0
147.72,0,4.9448,0.45064,258.4,172.27,0.020201,0.0061273,68,0
141.77,0,4.9856,0.40981,581.4,495.26,0.015624,0.0015499,77,0
157.48,15.714,4.9162,0.47918,258.4,172.27,0.014867,0.00079301,118,0
21.059,0,5.1063,0.28913,129.2,43.066,0.013112,0,123,0
7.3432,0,5.1439,0.25149,107.67,21.533,0.010079,0,131,0
69.931,62.588,5.0406,0.35485,559.86,473.73,0.014885,0.0048061,50,0
96.855,89.512,4.9987,0.39667,301.46,215.33,0.013918,0.0038388,142,0
33.385,26.041,5.1502,0.24523,258.4,172.27,0.014831,0.0047517,79,0
41.644,34.301,5.0889,0.30648,387.6,301.46,0.018962,0.0088826,67,0
85.978,78.635,5.0291,0.36626,150.73,64.6,0.017049,0.0069695,81,0
39.545,32.202,5.1089,0.2865,279.93,193.8,0.0147,0.0046211,54,0
14.84,7.4967,5.2044,0.19101,495.26,409.13,0.015349,0.0052697,179,0
138.5,131.15,5.1532,0.24224,150.73,64.6,0.023943,0.013864,29,0
87.789,80.446,5.1125,0.28288,150.73,64.6,0.022196,0.012117,142,0
157.73,150.39,5.0154,0.38002,172.27,86.133,0.01938,0.0093009,144,0
119.25,111.91,5.0236,0.3718,409.13,323,0.018393,0.0083136,79,0
138.97,131.63,5.0065,0.3889,387.6,301.46,0.012724,0.0026444,48,0
115.72,108.38,4.9514,0.44405,409.13,323,0.014413,0.0043338,139,0
93.233,85.89,4.9948,0.40061,581.4,495.26,0.017243,0.007164,70,0
86.866,79.522,5.1967,0.19871,387.6,301.46,0.018624,0.0085447,70,0
87.615,80.272,5.2008,0.19464,236.87,150.73,0.016637,0.0065576,122,0
155,147.65,5.1494,0.24605,387.6,301.46,0.024196,0.014117,93,0
183.97,176.63,5.0336,0.36181,409.13,323,0.019982,0.0099025,66,0
215.9,208.56,5.0861,0.30927,215.33,129.2,0.021298,0.011219,67,0
230.15,222.81,5.2147,0.18067,236.87,150.73,0.020463,0.010384,137,0
447.01,439.67,5.1927,0.20272,409.13,323,0.033322,0.023243,84,0
349.63,342.29,5.1976,0.19784,236.87,150.73,0.027374,0.017295,96,0
559.65,552.3,5.0325,0.3629,775.2,689.06,0.028114,0.018035,32,0
509.41,502.07,5.1095,0.28587,796.73,710.6,0.036335,0.026255,93,0
424.15,416.8,5.1777,0.21766,430.66,344.53,0.024501,0.014422,99,0
231.21,223.86,5.3256,0.069755,775.2,689.06,0.022263,0.012184,95,0
281.05,273.71,5.2105,0.18487,775.2,689.06,0.024319,0.014239,152,0
203.12,195.78,5.312,0.083422,409.13,323,0.024199,0.01412,62,0
375.79,368.45,5.1153,0.28014,775.2,689.06,0.032781,0.022702,95,0
562.77,555.42,5.1546,0.24083,430.66,344.53,0.022589,0.01251,20,0
639.73,632.39,5.0311,0.36425,409.13,323,0.025485,0.015406,97,0
466.27,458.93,5.0551,0.3403,775.2,689.06,0.027173,0.017094,34,0
691.2,683.86,4.9815,0.41389,775.2,689.06,0.026131,0.016052,155,0
611.18,603.84,5.0191,0.37635,538.33,452.2,0.018979,0.0088997,161,0
665.82,658.48,5.0032,0.39216,215.33,129.2,0.0263,0.016221,109,0
1054.8,1047.4,4.9518,0.44362,409.13,323,0.028615,0.018536,95,0
866.84,859.5,5.0227,0.37271,215.33,129.2,0.035134,0.025054,85,0
723.66,716.32,4.9427,0.45274,796.73,710.6,0.031299,0.02122,39,0
713.34,705.99,4.9075,0.4879,796.73,710.6,0.027616,0.017537,98,0
837.87,830.53,4.9974,0.39799,818.26,732.13,0.029029,0.01895,13,0
828.3,820.96,4.9871,0.40829,387.6,301.46,0.029639,0.01956,66,0
754.14,746.8,4.8388,0.5566,818.26,732.13,0.031439,0.02136,83,0
850.36,843.01,4.8842,0.51124,818.26,732.13,0.028997,0.018918,40,0
980.5,973.16,5.0882,0.30724,236.87,150.73,0.024234,0.014155,41,0
1013.2,1005.8,5.0033,0.3921,409.13,323,0.022553,0.012474,25,0
627.27,619.92,5.01,0.38543,818.26,732.13,0.0216,0.011521,32,0
826.41,819.07,4.9879,0.40752,409.13,323,0.028103,0.018024,119,0
768.04,760.7,4.8705,0.52491,861.33,775.2,0.025929,0.01585,146,0
1131.9,1124.6,4.6981,0.6973,409.13,323,0.024611,0.014532,72,0
1198.5,1191.1,4.6074,0.78804,473.73,387.6,0.02483,0.01475,79,0
1744.1,1736.7,4.5141,0.8813,516.8,430.66,0.030546,0.020467,78,0
2851.5,2844.1,4.2385,1.1569,516.8,430.66,0.030938,0.020859,64,0
2989.9,2982.6,4.1913,1.2041,516.8,430.66,0.034875,0.024796,72,0
2547.7,2540.4,4.4661,0.92931,516.8,430.66,0.026392,0.016313,56,0
1224.1,1216.8,4.6942,0.70115,193.8,107.67,0.025289,0.01521,97,0
1094.5,1087.2,4.6248,0.77063,495.26,409.13,0.02135,0.011271,78,0
1121.8,1114.4,4.7179,0.67748,516.8,430.66,0.02463,0.014551,169,0
1194.1,1186.8,5.2107,0.18468,344.53,258.4,0.027137,0.017058,68,0
886.19,878.85,4.9153,0.48009,409.13,323,0.026611,0.016532,123,0
866.19,858.84,4.9254,0.46997,538.33,452.2,0.025006,0.014927,73,0
612.32,604.98,4.9879,0.4075,473.73,387.6,0.019058,0.0089786,122,0
987.33,979.99,4.7639,0.6315,452.2,366.06,0.021307,0.011228,89,0
996.96,989.62,4.9681,0.42727,473.73,387.6,0.024509,0.01443,80,0
1422.5,1415.2,5.0885,0.30692,452.2,366.06,0.038398,0.028319,76,0
1108.2,1100.8,4.9661,0.42927,473.73,387.6,0.026706,0.016627,48,0
663.71,656.37,5.0641,0.33135,473.73,387.6,0.026075,0.015996,117,0
766.77,759.42,5.0229,0.37245,473.73,387.6,0.029512,0.019433,50,0
998.69,991.35,4.9023,0.4931,689.06,602.93,0.033142,0.023063,103,0
1117.4,1110,4.9286,0.46678,473.73,387.6,0.036659,0.02658,86,0
814.96,807.62,5.0371,0.35827,258.4,172.27,0.032081,0.022001,49,0
1295.5,1288.2,4.9781,0.4173,452.2,366.06,0.031657,0.021578,27,0
1510.4,1503.1,4.9878,0.40763,452.2,366.06,0.037687,0.027608,73,0
1162.1,1154.7,4.994,0.4014,1055.1,968.99,0.033871,0.023792,105,0
752.36,745.01,5.1278,0.26765,1033.6,947.46,0.036112,0.026033,66,0
1280.1,1272.7,5.1167,0.27866,430.66,344.53,0.041814,0.031735,23,0
1270.6,1263.3,4.953,0.44243,430.66,344.53,0.042414,0.032335,108,0
772.81,765.47,5.1082,0.28721,409.13,323,0.034394,0.024315,55,0
760.02,752.67,5.0654,0.33003,710.6,624.46,0.034155,0.024076,46,0
618.11,610.77,5.1063,0.28914,215.33,129.2,0.025703,0.015624,33,0
466.5,459.15,5.1691,0.22627,387.6,301.46,0.025116,0.015036,42,0
351.36,344.01,5.268,0.1274,538.33,452.2,0.021258,0.011179,21,0
470.99,463.64,5.1724,0.22304,387.6,301.46,0.025628,0.015549,83,0
593.73,586.39,5.1772,0.21822,753.66,667.53,0.024438,0.014359,158,0
778.53,771.19,5.0532,0.34224,710.6,624.46,0.034785,0.024706,168,0
792.22,784.87,4.9819,0.41348,409.13,323,0.026459,0.01638,42,0
623.62,616.27,5.1328,0.26257,279.93,193.8,0.019926,0.0098473,42,0
1161.4,1154.1,5.273,0.12241,215.33,129.2,0.041432,0.031353,66,0
671.15,663.81,5.122,0.27342,236.87,150.73,0.028425,0.018346,48,0
633.47,626.13,5.1282,0.26723,409.13,323,0.027111,0.017032,49,0
487.88,480.54,5.124,0.27143,129.2,43.066,0.030296,0.020217,109,0
304.39,297.05,5.2217,0.17367,107.67,21.533,0.01978,0.0097011,53,0
313.34,306,5.0902,0.30516,107.67,21.533,0.022346,0.012267,91,0
419.57,412.23,4.7896,0.60578,387.6,301.46,0.028166,0.018087,70,0
332.62,325.28,4.9372,0.45815,409.13,323,0.029503,0.019424,85,0
189.14,181.79,5.0622,0.33323,129.2,43.066,0.021088,0.011009,72,0
216.94,209.59,5.2119,0.18346,366.06,279.93,0.02059,0.010511,116,0
217.25,209.91,5.2096,0.18577,129.2,43.066,0.02616,0.016081,40,0
178.25,170.91,5.1557,0.23965,129.2,43.066,0.022512,0.012433,89,0
135.14,127.79,5.22,0.17545,818.26,732.13,0.019929,0.0098495,144,0
126.46,119.11,5.2407,0.15466,215.33,129.2,0.022909,0.01283,47,0
100.73,93.388,5.2601,0.13527,129.2,43.066,0.019676,0.0095968,28,0
125.24,117.9,5.1672,0.22816,409.13,323,0.014572,0.0044931,91,0
211.48,204.13,5.2336,0.16182,150.73,64.6,0.023345,0.013266,103,0
168.5,161.16,5.2153,0.18009,107.67,21.533,0.014508,0.0044287,78,0
258.18,250.84,5.0073,0.38811,107.67,21.533,0.025698,0.015619,107,0
462.78,455.44,4.9598,0.43561,925.93,839.79,0.028928,0.018849,73,0
485.21,477.87,4.955,0.44036,925.93,839.79,0.02564,0.015561,25,0
348.32,340.98,5.1114,0.28398,150.73,64.6,0.022856,0.012777,175,0
420.58,413.23,4.9827,0.41268,452.2,366.06,0.023287,0.013208,71,0
420.34,412.99,5.0454,0.35001,452.2,366.06,0.027445,0.017366,74,0
249.82,242.48,5.1545,0.24094,430.66,344.53,0.022916,0.012837,73,0
352.08,344.74,5.2102,0.18525,107.67,21.533,0.019146,0.0090672,137,0
176.87,169.52,5.2794,0.11598,107.67,21.533,0.027486,0.017407,70,0
279.1,271.76,5.2777,0.1177,452.2,366.06,0.024708,0.014629,87,0
162.07,154.73,5.3159,0.079463,689.06,602.93,0.022452,0.012372,108,0
177.15,169.81,5.1286,0.26675,710.6,624.46,0.020665,0.010586,120,0
131.25,123.91,5.2018,0.19362,430.66,344.53,0.019924,0.0098446,114,0
65.992,58.649,5.2612,0.13422,452.2,366.06,0.017663,0.007584,81,0
210.32,202.98,5.0345,0.36088,323,236.87,0.0176,0.0075205,55,0
371.64,364.29,5.1535,0.24189,344.53,258.4,0.022077,0.011997,84,0
443.16,435.81,5.0408,0.35457,129.2,43.066,0.028959,0.018879,177,0
