@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.20581,0.017241,1.307,8,1
0.19733,0.014519,1.3772,14,1
0.19177,0.014519,1.3406,8,1
0.19619,0.018149,1.3869,8,1
0.21195,0.019964,0.61803,11,1
0.20277,0.018149,0.54457,13,1
0.17686,0.016334,1.2284,20,1
0.17297,0.014519,1.2705,7,1
0.16793,0.016334,1.2026,24,1
0.17034,0.017241,1.2778,13,1
0.17557,0.028131,1.1982,12,1
0.1821,0.026316,1.1321,11,1
0.18709,0.015426,1.1693,12,1
0.18424,0.016334,1.1774,11,1
0.17742,0.013612,1.2022,13,1
0.15852,0.024501,1.2414,14,1
0.13225,0.049909,1.2967,11,1
0.11841,0.07078,1.3174,11,1
0.1003,0.075318,1.2482,18,1
0.071174,0.065336,1.4442,13,1
0.054559,0.066243,1.0812,22,1
0.052911,0.064428,0.72395,16,1
0.043785,0.038113,0.40415,7,0
0.022249,0.029946,0.5284,6,0
0.010838,0.060799,0.38581,22,0
0.0035533,0.092559,0.58232,64,0
0.0022979,0.12069,0.66029,147,0
0.0024672,0.22505,0.29204,171,0
0.004672,0.37024,0.24864,199,0
0.01087,0.39383,0.19838,195,0
0.013516,0.31942,0.18197,180,0
0.017176,0.29764,0.13372,147,0
0.017036,0.28766,0.26306,139,0
0.010805,0.28221,0.2458,134,0
0.0084266,0.29401,0.31714,134,0
0.0083271,0.31034,0.26316,152,0
0.0084282,0.3167,0.21507,166,0
0.0086995,0.28675,0.22439,157,0
0.0096469,0.25499,0.20501,136,0
0.0081577,0.27314,0.25083,157,0
0.0053394,0.28312,0.20465,164,0
0.0048329,0.28312,0.24851,161,0
0.0039671,0.25045,0.30137,167,0
0.0026395,0.21143,0.37324,140,0
0.0016327,0.25045,0.43347,199,0
0.0014245,0.26679,0.35057,213,0
0.0015595,0.24047,0.2803,204,0
0.013339,0.13158,0.36408,44,0
0.013285,0.021779,0.34407,15,0
0.0016372,0.2078,0.21466,197,0
0.0016136,0.21597,0.23142,205,0
0.0014935,0.24229,0.32133,232,0
0.001466,0.23321,0.23115,218,0
0.0016983,0.22505,0.219,175,0
0.002807,0.21053,0.27063,117,0
0.018019,0.11706,0.48536,38,0
0.038588,0.045372,0.79531,12,0
0.064136,0.037205,0.61816,11,1
0.093605,0.03176,1.0196,13,1
0.11225,0.033575,1.1008,14,1
0.1273,0.03539,1.3817,15,1
0.13641,0.03902,1.3552,15,1
0.1356,0.046279,1.2591,16,1
0.14205,0.03539,1.2746,12,1
0.1485,0.020871,1.4504,8,1
0.14914,0.019056,1.5022,8,1
0.147,0.021779,1.4815,8,1
0.1446,0.021779,1.4397,8,1
0.15058,0.018149,1.4488,8,1
0.1582,0.021779,1.464,8,1
0.16124,0.023593,1.4874,8,1
0.16111,0.026316,1.4766,8,1
0.15932,0.026316,1.4742,8,1
0.16041,0.019964,1.4599,8,1
0.16393,0.019056,1.4688,8,1
0.16733,0.023593,1.4637,8,1
0.17265,0.022686,1.463,8,1
0.17646,0.019056,1.4895,8,1
0.17537,0.019056,1.4861,8,1
0.16971,0.018149,1.4964,8,1
0.17189,0.018149,1.4866,8,1
0.17827,0.019056,1.4699,8,1
0.17769,0.020871,1.4265,8,1
0.1786,0.021779,1.4119,8,1
0.18211,0.026316,1.4277,8,1
0.18841,0.026316,1.4295,8,1
0.18925,0.019964,1.4237,8,1
0.18671,0.019056,1.3926,8,1
0.19045,0.019056,1.3563,8,1
0.19939,0.018149,1.3747,8,1
0.20125,0.021779,1.3962,8,1
0.19518,0.024501,1.3716,8,1
0.19402,0.020871,1.3786,8,1
0.19675,0.018149,1.3364,8,1
0.19609,0.018149,1.351,8,1
0.19858,0.018149,1.2602,7,1
0.20493,0.018149,1.343,7,1
0.2027,0.020871,1.2971,8,1
0.20524,0.026316,1.3218,8,1
0.20162,0.029946,1.2825,8,1
0.19923,0.030853,1.2327,7,1
0.1965,0.029946,1.2957,7,1
0.18522,0.029946,1.2926,7,1
0.19075,0.03176,1.2967,7,1
0.19548,0.03539,1.287,7,1
0.21578,0.047187,1.0542,18,1
0.25115,0.073503,0.91826,43,1
0.27784,0.099819,0.68371,44,1
0.30494,0.096189,0.74817,45,1
0.34266,0.095281,0.62096,43,1
0.3476,0.092559,0.45355,45,1
0.35034,0.090744,0.48396,49,1
0.36702,0.10526,0.66081,47,1
0.37293,0.099819,0.78357,48,1
0.384,0.097096,0.69893,49,1
0.39071,0.11343,0.7789,49,1
0.38805,0.11887,0.89834,48,1
0.39224,0.11252,0.85038,50,1
0.40078,0.11071,0.90735,53,1
0.38758,0.097096,1.1439,52,1
0.36884,0.088929,1.1293,52,1
0.34083,0.093466,0.85827,52,1
0.33736,0.10436,0.49752,47,1
0.34582,0.10799,0.47591,50,1
0.34508,0.10254,0.48283,51,1
0.37665,0.1098,0.60545,43,1
0.40267,0.11797,0.77836,50,1
0.39833,0.11525,0.73352,51,1
0.39586,0.11887,0.60909,49,1
0.38876,0.1225,0.56513,49,1
0.36237,0.11978,0.90667,54,1
0.34328,0.11434,0.8844,54,1
0.32708,0.11252,0.87495,53,1
0.34471,0.12069,0.87937,52,1
0.35208,0.12432,1.2062,51,1
0.33274,0.12432,1.2407,51,1
0.31877,0.11252,1.0317,48,1
0.29495,0.11162,1.2247,55,1
0.29117,0.11887,1.1783,55,1
0.2952,0.11525,1.1468,54,1
0.29418,0.11525,1.2127,54,1
0.29771,0.12069,1.2458,53,1
0.28903,0.1098,1.2543,53,1
0.25326,0.092559,1.0633,52,1
0.24353,0.098004,1.047,52,1
0.25707,0.10436,1.182,51,1
0.24736,0.10345,1.0263,32,1
0.23031,0.11162,1.1087,49,1
0.22889,0.11615,1.1865,52,1
0.22285,0.11434,1.1775,52,1
0.21876,0.1098,1.0919,51,1
0.21906,0.11162,1.119,50,1
0.21588,0.095281,1.1205,46,1
0.21655,0.067151,1.3465,23,1
0.19926,0.058076,1.3693,19,1
0.17771,0.049909,1.2816,19,1
0.14587,0.044465,1.2631,18,1
0.10398,0.046279,0.66827,19,1
0.075154,0.054446,0.53756,21,1
0.066594,0.052632,0.56135,28,1
0.068469,0.046279,0.99055,17,1
0.080733,0.045372,1.212,16,1
0.089676,0.04265,1.3867,16,1
0.087513,0.045372,0.99163,20,1
0.089887,0.055354,0.97566,21,1
0.10336,0.069873,1.3416,16,1
0.10871,0.068058,1.4178,18,1
0.10812,0.056261,1.2062,24,1
0.13301,0.048094,1.3341,24,1
0.14714,0.039927,1.4813,16,1
0.13767,0.038113,1.4392,21,1
0.12566,0.045372,1.3509,24,1
0.11787,0.053539,1.4151,21,1
0.10511,0.077132,1.4111,76,1
0.086504,0.10436,1.2099,48,1
0.074015,0.10073,1.2064,59,1
0.064554,0.098004,1.152,39,1
0.056302,0.090744,0.85048,58,1
0.051057,0.077132,0.9496,44,1
0.057023,0.093466,1.1509,55,1
0.060539,0.098004,1.2539,69,1
0.062808,0.078947,1.2141,58,1
0.064134,0.085299,1.2541,39,1
0.063432,0.099819,1.1759,55,1
0.068848,0.098911,1.2011,55,1
0.081184,0.085299,1.281,43,1
0.085845,0.067151,1.3192,30,1
0.088571,0.047187,1.3904,12,1
0.094739,0.034483,1.4788,11,1
0.092471,0.036298,1.4781,11,1
0.080666,0.03176,1.3845,12,1
0.065888,0.027223,1.2903,11,1
0.059412,0.026316,1.3875,11,1
0.058871,0.029038,1.4219,11,1
0.04795,0.043557,1.0701,16,1
0.030861,0.041742,0.42261,24,1
0.020764,0.041742,0.68692,33,1
0.014663,0.07441,0.51964,33,0
0.010139,0.096189,0.57454,33,0
0.005,0.11978,0.28126,92,0
0.0026368,0.14338,0.46564,84,0
0.0022345,0.15245,0.53884,108,0
0.0016703,0.17332,0.26671,201,0
0.0015193,0.19964,0.14185,217,0
0.0013622,0.23775,0.20281,218,0
0.001235,0.2804,0.18152,233,0
0.0013352,0.24682,0.1078,234,0
0.001332,0.24047,0.10506,227,0
0.0011711,0.27949,0.13669,240,0
0.0013139,0.25136,0.082616,224,0
0.0014444,0.2323,0.069278,226,0
0.0013458,0.23503,0.15297,203,0
0.0012102,0.21416,0.098917,240,0
0.011155,0.13521,0.69203,95,0
0.021573,0.076225,0.58623,48,0
0.0255,0.059891,0.89984,39,0
0.018268,0.083485,0.48286,55,0
0.0051552,0.17604,0.17899,84,0
0.0067417,0.17241,0.63028,82,0
0.012715,0.088929,0.68581,52,0
0.014194,0.062613,0.56319,42,0
0.011829,0.068058,0.52026,45,0
0.0098196,0.090744,0.45027,55,0
0.0072951,0.13249,0.6366,70,0
0.0037523,0.19964,0.32326,134,0
0.0015924,0.22051,0.18146,190,0
0.0028718,0.20599,0.31228,135,0
0.003055,0.20417,0.39997,144,0
0.0019066,0.22142,0.18721,187,0
0.0030022,0.24047,0.22645,140,0
0.010819,0.15608,0.47576,63,0
0.018696,0.077132,0.54428,52,0
0.025552,0.064428,0.93784,20,0
0.033256,0.044465,1.1229,14,0
0.042949,0.03539,1.1913,12,0
0.04324,0.03539,1.1141,16,0
0.031342,0.048094,0.66038,33,0
0.021312,0.067151,0.61354,56,0
0.016333,0.07804,0.33155,48,0
0.015324,0.078947,0.41147,62,0
0.018484,0.07078,0.71108,30,0
0.016045,0.066243,0.38621,43,0
0.010198,0.082577,0.48556,49,0
0.0066271,0.13612,0.62495,57,0
0.0059518,0.1588,0.64147,55,0
0.013515,0.10163,0.56173,37,0
0.021513,0.056261,0.39785,37,0
0.040794,0.038113,0.61586,17,0
0.070872,0.026316,1.1528,11,0
0.0684,0.021779,1.0577,11,0
0.032293,0.03539,0.69857,8,0
0.0052382,0.091652,1.2326,23,0
0.0028793,0.10254,0.81232,78,0
0.0033149,0.082577,1.2002,33,0
0.0057882,0.098004,0.3073,77,0
0.012551,0.11978,0.46118,67,0
0.012139,0.14428,0.48992,52,0
0.0054869,0.1588,0.27944,64,0
0.0056105,0.16062,0.33138,90,0
0.0061313,0.16062,0.31781,85,0
0.0063508,0.16243,0.32148,92,0
0.0065215,0.17786,0.30273,99,0
0.0070925,0.17967,0.39831,83,0
0.0087062,0.16152,0.34527,75,0
0.0089845,0.15426,0.4262,66,0
0.0079433,0.16425,0.36278,65,0
0.0074024,0.17332,0.34163,75,0
0.0066226,0.16425,0.36998,77,0
0.0054872,0.16152,0.31783,79,0
0.0055507,0.15517,0.48574,73,0
0.0054372,0.15245,0.43983,62,0
0.0041681,0.15154,0.36566,58,0
0.0031558,0.15154,0.30772,80,0
0.0022942,0.1824,0.48613,109,0
0.0018005,0.17695,0.27238,179,0
0.0015773,0.17423,0.1966,206,0
0.0012863,0.21869,0.14049,222,0
0.0013907,0.21779,0.2745,247,0
0.0016285,0.21688,0.17508,190,0
0.0015608,0.24501,0.15719,189,0
0.0013267,0.24864,0.14626,206,0
0.0014099,0.25862,0.12042,228,0
0.0014364,0.26407,0.10134,249,0
0.0013139,0.26407,0.13894,233,0
0.0013384,0.25862,0.19033,240,0
0.038289,0.14791,0.76206,51,0
0.081468,0.044465,1.0325,14,1
0.1219,0.033575,1.2159,13,1
0.15523,0.036298,1.2257,14,1
0.18684,0.030853,1.2714,14,1
0.20786,0.026316,1.3438,12,1
0.2096,0.022686,1.393,7,1
0.20324,0.016334,1.4238,7,1
0.19848,0.016334,1.4593,7,1
0.19044,0.016334,1.4081,7,1
0.1841,0.015426,1.3098,10,1
0.19018,0.026316,1.2756,12,1
0.1973,0.038113,1.3082,12,1
0.20251,0.026316,1.2712,13,1
0.20762,0.020871,1.2817,13,1
0.20238,0.027223,1.2788,13,1
0.19832,0.023593,1.2727,13,1
0.20247,0.017241,1.2959,12,1
0.2031,0.015426,1.3152,8,1
0.19795,0.019056,1.346,6,1
0.18486,0.019964,1.2919,8,1
0.1881,0.016334,1.2677,11,1
0.20546,0.014519,1.2982,11,1
0.20518,0.021779,1.2731,12,1
0.19947,0.029946,1.2696,12,1
0.20898,0.029038,1.3632,11,1
0.21392,0.027223,1.3093,11,1
0.21318,0.022686,1.2672,12,1
0.21041,0.016334,1.3218,12,1
0.20016,0.024501,1.2665,12,1
0.19589,0.028131,1.291,11,1
0.20273,0.019964,1.2907,11,1
0.20681,0.022686,1.2815,12,1
0.2072,0.028131,1.2846,12,1
0.21384,0.029038,1.3821,12,1
0.21465,0.029946,1.4018,12,1
0.21258,0.029946,1.3547,12,1
0.21531,0.034483,1.3395,12,1
0.21431,0.03539,1.3614,12,1
0.20664,0.029038,1.3271,11,1
0.20628,0.023593,1.2998,11,1
0.21339,0.016334,1.2847,11,1
0.21295,0.016334,1.2828,12,1
0.21392,0.016334,1.2897,11,1
0.21742,0.014519,1.2907,9,1
0.21313,0.012704,1.2565,14,1
0.19927,0.012704,1.274,9,1
0.18191,0.013612,1.226,15,1
0.16438,0.048094,1.2476,11,1
0.12291,0.10708,1.1894,36,1
0.060695,0.23321,0.93284,153,1
0.018888,0.32305,0.37896,210,1
0.012819,0.25045,0.7745,180,0
0.010656,0.2069,0.96954,139,0
0.007072,0.19056,0.82915,152,0
0.0051247,0.16425,1.0219,133,0
0.0031275,0.17151,0.65625,163,0
0.0021033,0.16515,0.6627,160,0
0.0018405,0.18693,0.76666,149,0
0.0060436,0.27405,0.25066,190,0
0.015694,0.34574,0.25604,200,0
0.047515,0.31125,0.29699,128,0
0.07597,0.2196,0.52765,55,0
0.067826,0.23775,0.72942,55,0
0.044316,0.29764,0.25971,143,0
0.037541,0.33122,0.2601,156,0
0.027103,0.33575,0.21536,171,0
0.029866,0.27042,0.49462,153,0
0.027365,0.25953,0.30289,142,0
0.022736,0.30853,0.27055,152,0
0.018784,0.34211,0.20503,158,0
0.013891,0.35481,0.1869,154,0
0.011093,0.36842,0.23422,155,0
0.0074986,0.38475,0.22588,155,0
0.0051852,0.37477,0.25296,165,0
0.002831,0.31307,0.30181,169,0
0.0016002,0.21869,0.12583,198,0
0.0018244,0.21143,0.10457,188,0
0.0047747,0.25318,0.23904,183,0
0.039702,0.1706,0.65791,50,0
0.085496,0.058984,1.1992,10,1
0.12521,0.029038,0.80397,19,1
0.15979,0.033575,0.99419,13,1
0.19943,0.039927,1.1787,14,1
0.23563,0.03539,1.2596,9,1
0.26071,0.026316,1.3786,8,1
0.26948,0.020871,1.4141,8,1
0.26011,0.017241,1.4244,7,1
0.24087,0.020871,1.4428,7,1
0.23066,0.021779,1.453,7,1
0.22193,0.017241,1.3393,14,1
0.21124,0.025408,1.3135,12,1
0.21511,0.03176,1.2638,13,1
0.20699,0.022686,1.2531,14,1
0.19881,0.019964,1.2815,16,1
0.19192,0.032668,1.2692,13,1
0.18397,0.038113,1.2674,13,1
0.18447,0.03902,1.3068,13,1
0.18645,0.040835,1.3102,13,1
0.19366,0.039927,1.326,13,1
0.19368,0.041742,1.2868,13,1
0.19404,0.040835,1.2856,13,1
0.18441,0.041742,1.2602,13,1
0.18522,0.04265,1.29,13,1
0.20284,0.049002,1.3387,13,1
0.22272,0.053539,1.3618,13,1
0.22865,0.056261,1.3414,13,1
0.22365,0.049002,1.3449,13,1
0.22585,0.039927,1.3423,13,1
0.22506,0.044465,1.3564,13,1
0.22595,0.053539,1.349,13,1
0.22379,0.047187,1.3669,13,1
0.23274,0.039927,1.369,13,1
0.23685,0.047187,1.3799,13,1
0.23579,0.049909,1.3823,13,1
0.23795,0.063521,1.3586,13,1
0.23215,0.075318,1.3913,13,1
0.23514,0.066243,1.3748,13,1
0.22842,0.065336,1.3726,13,1
0.22847,0.058076,1.3341,19,1
0.2321,0.059891,1.2873,28,1
0.23039,0.060799,1.2304,23,1
0.22906,0.055354,1.2115,26,1
0.21662,0.050817,1.2296,21,1
0.20578,0.061706,1.1759,19,1
0.2319,0.089837,1.0097,42,1
0.31077,0.093466,0.95811,37,1
0.3685,0.086207,1.1847,44,1
0.39551,0.077132,1.2742,45,1
0.4119,0.071688,1.3013,45,1
0.42391,0.080762,1.2875,45,1
0.4418,0.092559,1.17,33,1
0.4625,0.098004,1.1691,42,1
0.48097,0.094374,1.1658,40,1
0.49532,0.092559,1.075,45,1
0.49648,0.10254,1.0052,46,1
0.48322,0.11434,0.88521,49,1
0.49039,0.12432,0.9977,46,1
0.50496,0.12886,1.0083,45,1
0.50486,0.13612,1.0604,45,1
0.49918,0.14791,0.95177,48,1
0.50096,0.14519,0.80448,54,1
0.49834,0.13067,1.0359,47,1
0.49085,0.12523,1.1063,46,1
0.48505,0.12613,1.0673,50,1
0.48423,0.11797,1.0146,57,1
0.49399,0.12613,1.0142,53,1
0.49283,0.13249,0.76881,53,1
0.4898,0.12523,0.75467,56,1
0.48739,0.12613,0.79261,55,1
0.48474,0.13612,0.70398,61,1
0.48051,0.15336,0.71451,71,1
0.4716,0.16334,0.62768,93,1
0.46217,0.15971,0.73555,66,1
0.46332,0.14701,0.91024,55,1
0.46174,0.13884,1.0593,56,1
0.4312,0.14791,0.93104,58,1
0.39737,0.17514,0.95984,54,1
0.37924,0.16515,1.0068,53,1
0.37753,0.13249,1.0986,52,1
0.37381,0.12704,1.1655,52,1
0.34378,0.13612,1.0614,52,1
0.3267,0.14247,0.96556,53,1
0.33842,0.13793,1.0753,53,1
0.37045,0.16152,1.1216,89,1
0.40602,0.18784,1.1544,100,1
0.43121,0.18421,1.2524,99,1
0.43754,0.17604,1.2515,104,1
0.42264,0.16425,1.1567,93,1
0.39918,0.15064,1.0288,64,1
0.37695,0.11434,1.2358,32,1
0.35864,0.069873,1.3247,18,1
0.33973,0.054446,1.3809,17,1
0.33085,0.048094,1.3879,17,1
0.31049,0.041742,1.4878,15,1
0.29281,0.037205,1.4695,15,1
0.28106,0.037205,1.5425,15,1
0.27448,0.03539,1.5263,15,1
0.29891,0.036298,1.5736,15,1
0.30652,0.037205,1.6071,15,1
0.29747,0.036298,1.5942,15,1
0.28264,0.036298,1.6103,15,1
0.27435,0.037205,1.5732,15,1
0.276,0.038113,1.6333,15,1
0.26094,0.037205,1.5903,15,1
0.24539,0.037205,1.601,15,1
0.23112,0.038113,1.5477,15,1
0.21318,0.038113,1.5653,15,1
0.19336,0.037205,1.5023,15,1
0.17208,0.037205,1.5012,15,1
0.14618,0.037205,1.4645,15,1
0.12764,0.036298,1.4954,15,1
0.1168,0.036298,1.477,15,1
0.10511,0.03539,1.4045,15,1
0.1098,0.03539,1.462,15,1
0.1056,0.039927,1.4269,15,1
0.099641,0.041742,1.4105,15,1
0.093166,0.044465,1.4039,15,1
0.089418,0.049909,1.3145,15,1
0.097629,0.049909,1.3839,11,1
0.1084,0.041742,1.4365,11,1
0.11411,0.03539,1.4119,11,1
0.11451,0.030853,1.4455,11,1
0.1239,0.026316,1.4468,11,1
0.12162,0.03176,1.4746,11,1
0.10342,0.037205,1.3936,11,1
0.10322,0.040835,1.375,11,1
0.11426,0.03902,1.426,11,1
0.11251,0.03539,1.4408,11,1
0.10789,0.039927,1.3831,11,1
0.10657,0.040835,1.386,11,1
0.10782,0.03902,1.4161,11,1
0.10914,0.03902,1.4221,11,1
0.098767,0.039927,1.3983,11,1
0.096774,0.04265,1.3661,11,1
0.1083,0.041742,1.3842,11,1
0.11703,0.041742,1.4092,11,1
0.12927,0.048094,1.413,16,1
0.13276,0.052632,1.4272,10,1
0.12845,0.053539,1.3919,11,1
0.14848,0.050817,1.4149,11,1
0.18956,0.040835,1.4913,11,1
0.21739,0.03176,1.5161,11,1
0.21125,0.030853,1.4789,11,1
0.16416,0.025408,1.236,11,1
0.087433,0.021779,0.74611,11,1
0.01325,0.029038,1.0721,11,0
0.0097722,0.058076,1.2655,13,0
0.0056409,0.072595,0.87365,13,0
0.0044743,0.068966,0.94362,39,0
0.003581,0.089837,0.94897,32,0
0.0028708,0.1225,0.72837,53,0
0.0023065,0.15789,0.39379,104,0
0.0022516,0.15971,0.5011,117,0
0.0026274,0.16152,0.40362,123,0
0.0036679,0.17877,0.34194,92,0
0.0057802,0.19056,0.30991,111,0
0.0072694,0.2069,0.28843,118,0
0.0088561,0.17967,0.39037,107,0
0.011049,0.13884,0.40852,52,0
0.01284,0.11706,0.38928,60,0
0.013037,0.1225,0.36265,61,0
0.011096,0.16334,0.32925,99,0
0.0095944,0.18603,0.28217,113,0
0.0089179,0.17877,0.32748,113,0
0.0070868,0.18512,0.33525,107,0
0.0058071,0.18784,0.3687,110,0
0.0049831,0.1824,0.306,110,0
0.0040145,0.15426,0.3319,110,0
0.0034755,0.12613,0.37411,98,0
0.0025176,0.14519,0.24229,126,0
0.0019281,0.17786,0.4409,133,0
0.0015086,0.19419,0.24169,214,0
0.0014471,0.21325,0.21944,229,0
0.0015937,0.21325,0.09578,237,0
0.0025852,0.16425,0.29715,165,0
0.024279,0.090744,0.66459,18,0
0.046568,0.03539,0.57098,10,1
0.044239,0.032668,0.42938,13,1
0.032744,0.041742,0.44136,13,1
0.068685,0.040835,0.88416,12,1
0.11213,0.03176,1.297,11,1
0.13952,0.030853,1.5358,12,1
0.15422,0.030853,1.5329,12,1
0.17556,0.029946,1.5034,12,1
0.2046,0.029946,1.5235,12,1
0.21494,0.030853,1.5233,12,1
0.2111,0.030853,1.4936,12,1
0.2,0.030853,1.4884,12,1
0.18471,0.029946,1.4325,12,1
0.18029,0.029946,1.4393,12,1
0.17821,0.030853,1.4674,12,1
0.17905,0.030853,1.4354,12,1
0.19112,0.030853,1.4387,12,1
0.19985,0.030853,1.4228,12,1
0.19424,0.03176,1.3291,12,1
0.19572,0.029946,1.3454,12,1
0.19561,0.021779,1.287,13,1
0.19331,0.016334,1.3262,7,1
0.19806,0.016334,1.3388,6,1
0.19658,0.015426,1.3402,7,1
0.20597,0.015426,1.3831,7,1
0.2091,0.016334,1.388,7,1
0.20189,0.016334,1.3802,9,1
0.19669,0.016334,1.3303,13,1
0.19428,0.016334,1.287,13,1
0.19771,0.016334,1.3124,12,1
0.19788,0.015426,1.3324,6,1
0.18741,0.014519,1.3322,6,1
0.18209,0.016334,1.3361,6,1
0.18928,0.017241,1.4149,6,1
0.18136,0.017241,1.3534,6,1
0.1712,0.017241,1.3146,12,1
0.17163,0.019056,1.3284,8,1
0.17589,0.021779,1.3584,9,1
0.17856,0.029038,1.2871,6,1
0.17056,0.03539,1.2724,10,1
0.15722,0.049909,1.3519,7,1
0.15552,0.069873,1.3903,11,1
0.1286,0.072595,1.3079,15,1
0.065528,0.12523,0.94239,67,1
0.057565,0.12432,0.50253,45,1
0.087267,0.043557,0.74096,7,1
0.082296,0.012704,0.8596,3,1
0.07184,0.0099819,0.58454,3,1
0.083783,0.011797,0.92518,3,1
0.063711,0.011797,0.43759,2,1
0.01384,0.10889,0.36587,14,1
0.0041999,0.24864,0.22761,184,1
0.015703,0.27132,0.49018,130,0
0.018031,0.26134,0.49166,115,0
0.011985,0.28131,0.28537,133,0
0.0094164,0.27949,0.1959,159,0
0.0085642,0.25499,0.24405,144,0
0.009013,0.22777,0.34408,103,0
0.010966,0.22323,0.35347,116,0
0.010869,0.24682,0.29806,121,0
0.012283,0.24773,0.22723,127,0
0.011596,0.24864,0.21616,122,0
0.0081239,0.29946,0.35124,133,0
0.0079458,0.31397,0.36147,128,0
0.0059861,0.28221,0.37008,139,0
0.0035964,0.23775,0.21279,145,0
0.0018274,0.22595,0.32296,189,0
0.001656,0.29855,0.12751,235,0
0.0033356,0.33666,0.19183,221,0
0.011113,0.30309,0.11121,191,0
0.053077,0.15245,0.95853,31,0
0.11169,0.022686,1.183,10,1
0.17242,0.026316,1.1557,10,1
0.20398,0.029946,1.2558,12,1
0.21767,0.03176,1.3636,13,1
0.23909,0.029946,1.29,13,1
0.24525,0.021779,1.35,7,1
0.24084,0.017241,1.4193,7,1
0.23414,0.016334,1.3588,8,1
0.22167,0.015426,1.3602,6,1
0.20938,0.016334,1.3046,12,1
0.20081,0.015426,1.3714,6,1
0.192,0.014519,1.3904,6,1
0.17776,0.014519,1.2743,12,1
0.17348,0.015426,1.2577,12,1
0.18388,0.015426,1.2705,13,1
0.19267,0.015426,1.3067,12,1
0.18892,0.020871,1.2788,12,1
0.19337,0.027223,1.2571,12,1
0.21162,0.029946,1.3454,12,1
0.21746,0.030853,1.3532,12,1
0.20884,0.022686,1.3278,12,1
0.20471,0.019056,1.2782,12,1
0.21053,0.026316,1.3585,12,1
0.20414,0.028131,1.3626,12,1
0.18593,0.020871,1.2637,12,1
0.18685,0.016334,1.2661,11,1
0.1978,0.015426,1.2879,11,1
0.19899,0.013612,1.2794,11,1
0.19878,0.014519,1.2829,11,1
0.20095,0.014519,1.3135,8,1
0.19852,0.014519,1.2907,11,1
0.19282,0.013612,1.2739,11,1
0.1865,0.013612,1.2533,11,1
0.18471,0.013612,1.2871,11,1
0.18848,0.016334,1.3078,12,1
0.19388,0.016334,1.2925,12,1
0.19634,0.014519,1.2687,11,1
0.19503,0.014519,1.2912,11,1
0.19081,0.014519,1.2871,11,1
0.18397,0.014519,1.281,11,1
0.18659,0.014519,1.2445,11,1
0.1955,0.014519,1.3219,12,1
0.19537,0.014519,1.3111,12,1
0.19005,0.014519,1.2935,11,1
0.18396,0.014519,1.2693,11,1
0.17987,0.013612,1.2663,11,1
0.17573,0.013612,1.2621,11,1
0.17104,0.014519,1.2481,12,1
0.16561,0.013612,1.2533,11,1
0.14996,0.012704,1.2745,7,1
0.11954,0.034483,1.2404,10,1
0.071129,0.059891,1.078,12,1
0.017802,0.080762,0.62012,68,0
0.0093451,0.058076,0.84415,23,0
0.01272,0.03176,0.55692,6,0
0.011931,0.033575,0.55211,25,0
0.019091,0.085299,0.36511,81,0
0.0209,0.14338,0.46872,52,0
0.015061,0.12795,0.55726,65,0
0.016332,0.14519,0.79933,77,0
0.017459,0.18149,0.49592,110,0
0.016357,0.21597,0.25791,116,0
0.014259,0.24319,0.37685,111,0
0.014728,0.27042,0.38,123,0
0.017202,0.28857,0.26128,134,0
0.019658,0.3049,0.28171,140,0
0.018472,0.35118,0.24573,141,0
0.015249,0.36298,0.24203,165,0
0.013339,0.36388,0.25852,151,0
0.010226,0.35299,0.25194,145,0
0.0063842,0.30399,0.23076,163,0
0.0033914,0.21325,0.30402,152,0
0.0014843,0.16969,0.20733,191,0
0.0014663,0.19601,0.1746,189,0
0.02317,0.13884,0.34992,48,0
0.058625,0.051724,1.0192,11,0
0.084812,0.03176,0.33094,11,1
0.12722,0.030853,0.83614,12,1
0.16921,0.03176,1.238,12,1
0.19647,0.034483,1.2765,13,1
0.22319,0.028131,1.2191,13,1
0.24294,0.019964,1.4154,8,1
0.23632,0.017241,1.4537,7,1
0.21592,0.016334,1.4837,7,1
0.20216,0.015426,1.5245,7,1
0.19271,0.015426,1.4371,6,1
0.1912,0.016334,1.4098,7,1
0.1897,0.015426,1.4197,6,1
0.19959,0.015426,1.3885,8,1
0.21193,0.016334,1.4297,7,1
0.21442,0.016334,1.4517,6,1
0.2209,0.017241,1.4156,6,1
0.21966,0.017241,1.3809,6,1
0.21349,0.017241,1.3813,6,1
0.21894,0.017241,1.3718,6,1
0.22143,0.015426,1.3368,10,1
0.22066,0.014519,1.3245,11,1
0.2251,0.015426,1.347,6,1
0.22116,0.016334,1.3314,12,1
0.21138,0.015426,1.3073,9,1
0.21293,0.014519,1.2749,12,1
0.21828,0.015426,1.3097,12,1
0.21218,0.015426,1.2865,12,1
0.20565,0.015426,1.2815,12,1
0.20521,0.014519,1.2762,12,1
0.20443,0.015426,1.2934,12,1
0.20441,0.017241,1.2807,12,1
0.20321,0.016334,1.2883,13,1
0.20266,0.015426,1.3118,12,1
0.19589,0.014519,1.3012,8,1
0.18496,0.021779,1.3335,9,1
0.17375,0.046279,1.3592,6,1
0.16428,0.040835,1.3762,9,1
0.17532,0.037205,1.3929,6,1
