@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.29564,0.049909,0.055349,5,5,0.25034,0.012704,0.05354,5,5,1
0.32139,0.047187,0.046061,4,3,0.27609,0.0099819,0.044251,4,3,1
0.33868,0.046279,0.036224,5,3,0.29338,0.0090744,0.034415,5,3,1
0.34643,0.049909,0.046994,5,3,0.30113,0.012704,0.045184,5,3,1
0.37074,0.043557,0.038382,3,3,0.32544,0.0063521,0.036572,3,3,1
0.40237,0.029946,0.024213,4,4,0.35707,0,0.022403,4,4,1
0.39803,0.026316,0.05069,4,4,0.35273,0,0.048881,4,4,1
0.38175,0.033575,0.051002,4,4,0.33645,0.0072595,0.049192,4,4,1
0.36232,0.050817,0.057382,3,4,0.31702,0.024501,0.055573,3,4,1
0.34,0.057169,0.064044,4,4,0.2947,0.030853,0.062234,4,4,1
0.36333,0.048094,0.050175,3,4,0.31803,0.021779,0.048366,3,4,1
0.38102,0.039927,0.049489,4,4,0.33572,0.013612,0.047679,4,4,1
0.37292,0.03176,0.035715,3,4,0.32762,0.0054446,0.033905,3,4,1
0.376,0.026316,0.033413,4,4,0.3307,0,0.031604,4,4,1
0.38838,0.023593,0.038904,5,4,0.34308,0,0.037095,5,4,1
0.41751,0.022686,0.020766,4,3,0.37221,0,0.018956,4,3,1
0.43654,0.023593,0.014534,3,10,0.39124,0.00090744,0.012724,3,10,1
0.38575,0.023593,0.031817,3,3,0.34045,0.00090744,0.030007,3,3,1
0.30098,0.023593,0.033921,4,3,0.25568,0.00090744,0.032112,4,3,1
0.24969,0.023593,0.031116,3,3,0.20439,0.00090744,0.029307,3,3,1
0.19837,0.023593,0.033697,3,3,0.15307,0.00090744,0.031887,3,3,1
0.13233,0.034483,0.0249,1,13,0.087029,0.011797,0.023091,1,13,1
0.081775,0.04265,0.031333,1,13,0.036475,0.019964,0.029524,1,13,1
0.0695,0.037205,0.020074,2,12,0.0242,0.014519,0.018264,2,12,1
0.072868,0.03176,0.013274,1,13,0.027569,0.0090744,0.011465,1,13,1
0.069398,0.032668,0.0088349,0,0,0.024099,0.0099819,0.0070255,0,0,1
0.056154,0.034483,0.011986,1,15,0.010855,0.011797,0.010177,1,15,0
0.054794,0.037205,0.0022754,0,0,0.0094947,0.014519,0.000466,0,0,0
0.061619,0.034483,0.0027245,0,0,0.01632,0.011797,0.00091511,0,0,0
0.065887,0.026316,0.0017793,0,0,0.020587,0.0036298,0,0,0,0
0.067939,0.018149,0.01115,1,15,0.022639,0,0.0093707,1,15,0
0.085652,0.018149,0.0014462,0,0,0.040352,0,0,0,0,0
0.12795,0.024501,0.00049832,0,0,0.082651,0.0063521,0,0,0,0
0.19609,0.022686,0.0012033,0,0,0.15079,0.0045372,0.00070495,0,0,0
0.22847,0.023593,0.0050828,0,0,0.18317,0.0054446,0.0045845,0,0,0
0.22951,0.022686,0.008781,0,0,0.18421,0.0045372,0.0082827,0,0,0
0.25832,0.022686,0.013065,1,24,0.21302,0.0045372,0.012567,1,24,0
0.27648,0.023593,0.017525,2,15,0.23118,0.0054446,0.017027,2,15,0
0.27562,0.022686,0.010928,1,24,0.23032,0.0045372,0.01043,1,24,0
0.25511,0.023593,0.0080894,0,0,0.20981,0.0054446,0.0075911,0,0,0
0.19327,0.027223,0.0066859,0,0,0.14797,0.0090744,0.0061876,0,0,0
0.19047,0.025408,0.0031726,0,0,0.14517,0.0072595,0.0026742,0,0,0
0.19712,0.023593,0.016482,1,15,0.15182,0.0054446,0.015983,1,15,0
0.16995,0.020871,0.018384,1,14,0.12465,0.0027223,0.017885,1,14,0
0.1942,0.023593,0.019061,1,14,0.1489,0.0054446,0.018563,1,14,0
0.18695,0.034483,0.021064,1,13,0.14165,0.016334,0.020566,1,13,0
0.14688,0.032668,0.0083881,0,0,0.10158,0.014519,0.0078897,0,0,0
0.12496,0.022686,0.0014289,0,0,0.079663,0.0045372,0.00093053,0,0,0
0.089448,0.034483,0.003333,0,0,0.044149,0.016334,0.0028346,0,0,0
0.085269,0.040835,0.0077064,0,0,0.03997,0.022686,0.0072081,0,0,0
0.089299,0.03176,0.014513,1,8,0.043999,0.013612,0.014014,1,8,0
0.072387,0.026316,0.015909,2,8,0.027088,0.008167,0.015411,2,8,1
0.1074,0.026316,0.0040781,0,0,0.062098,0.008167,0.0035798,0,0,1
0.14542,0.032668,0.011888,3,13,0.10012,0.014519,0.011389,3,13,1
0.17284,0.039927,0.038145,1,13,0.12754,0.021779,0.037646,1,13,1
0.19655,0.044465,0.052036,4,4,0.15125,0.026316,0.051538,4,4,1
0.21816,0.03902,0.042951,3,4,0.17286,0.020871,0.042452,3,4,1
0.22765,0.036298,0.04254,3,4,0.18235,0.018149,0.042042,3,4,1
0.23562,0.039927,0.064254,4,4,0.19032,0.021779,0.063756,4,4,1
0.23031,0.046279,0.054261,3,4,0.18501,0.028131,0.053763,3,4,1
0.23054,0.045372,0.055585,3,4,0.18524,0.027223,0.055087,3,4,1
0.23116,0.047187,0.056245,3,4,0.18586,0.029038,0.055747,3,4,1
0.21844,0.051724,0.051167,4,4,0.17314,0.033575,0.050669,4,4,1
0.23124,0.045372,0.040174,4,4,0.18594,0.027223,0.039675,4,4,1
0.22764,0.051724,0.050456,3,4,0.18234,0.033575,0.049958,3,4,1
0.22034,0.057169,0.042352,4,4,0.17504,0.03902,0.041853,4,4,1
0.22881,0.049909,0.055634,3,4,0.18351,0.03176,0.055136,3,4,1
0.23439,0.040835,0.041806,4,4,0.18909,0.022686,0.041308,4,4,1
0.22957,0.040835,0.045623,4,4,0.18427,0.022686,0.045125,4,4,1
0.24012,0.039927,0.039857,3,4,0.19482,0.021779,0.039359,3,4,1
0.24131,0.044465,0.060171,2,4,0.19601,0.026316,0.059672,2,4,1
0.23754,0.050817,0.057247,3,4,0.19224,0.032668,0.056749,3,4,1
0.24412,0.044465,0.067162,3,4,0.19882,0.026316,0.066664,3,4,1
0.21906,0.046279,0.088165,2,4,0.17376,0.028131,0.087667,2,4,1
0.20799,0.041742,0.061685,2,4,0.16269,0.023593,0.061187,2,4,1
0.20032,0.052632,0.058366,3,4,0.15503,0.034483,0.057868,3,4,1
0.18012,0.069873,0.058386,4,4,0.13482,0.051724,0.057887,4,4,1
0.16547,0.071688,0.061965,3,4,0.12017,0.053539,0.061467,3,4,1
0.15261,0.071688,0.054527,3,4,0.10731,0.053539,0.054029,3,4,1
0.15,0.076225,0.054462,4,4,0.1047,0.058076,0.053963,4,4,1
0.16171,0.072595,0.056075,4,4,0.11641,0.054446,0.055577,4,4,1
0.16095,0.068966,0.064579,4,4,0.11565,0.050817,0.064081,4,4,1
0.16027,0.066243,0.061665,3,4,0.11497,0.048094,0.061166,3,4,1
0.1793,0.049909,0.054684,4,4,0.134,0.03176,0.054185,4,4,1
0.18945,0.047187,0.050727,4,4,0.14415,0.029038,0.050228,4,4,1
0.19541,0.052632,0.061647,3,4,0.15011,0.034483,0.061148,3,4,1
0.18833,0.058984,0.05283,4,4,0.14303,0.040835,0.052332,4,4,1
0.17935,0.065336,0.052251,3,4,0.13405,0.047187,0.051753,3,4,1
0.17928,0.067151,0.054582,3,4,0.13398,0.049002,0.054084,3,4,1
0.18595,0.055354,0.054551,2,4,0.14065,0.037205,0.054053,2,4,1
0.19631,0.046279,0.055878,3,4,0.15101,0.028131,0.05538,3,4,1
0.19043,0.058076,0.057004,3,4,0.14513,0.039927,0.056506,3,4,1
0.19566,0.065336,0.047841,2,12,0.15036,0.047187,0.047343,2,12,1
0.19847,0.065336,0.043179,4,4,0.15317,0.047187,0.042681,4,4,1
0.18556,0.065336,0.062132,3,4,0.14026,0.047187,0.061634,3,4,1
0.17232,0.071688,0.064334,3,4,0.12702,0.053539,0.063836,3,4,1
0.15692,0.075318,0.059731,3,4,0.11162,0.057169,0.059232,3,4,1
0.15644,0.063521,0.0588,3,4,0.11115,0.045372,0.058302,3,4,1
0.16,0.060799,0.052516,3,4,0.1147,0.04265,0.052018,3,4,1
0.16126,0.061706,0.049755,2,12,0.11596,0.043557,0.049256,2,12,1
0.16523,0.067151,0.074398,3,4,0.11993,0.049002,0.0739,3,4,1
0.16825,0.068058,0.071478,1,11,0.12295,0.049909,0.07098,1,11,1
0.16452,0.062613,0.056371,1,11,0.11922,0.044465,0.055873,1,11,1
0.16103,0.064428,0.048769,1,11,0.11573,0.046279,0.048271,1,11,1
0.16452,0.058076,0.044056,1,12,0.11922,0.039927,0.043558,1,12,1
0.16513,0.056261,0.042453,2,12,0.11983,0.038113,0.041954,2,12,1
0.16596,0.057169,0.046001,3,11,0.12066,0.03902,0.045502,3,11,1
0.17543,0.055354,0.04994,1,12,0.13013,0.037205,0.049441,1,12,1
0.17488,0.060799,0.044892,1,12,0.12958,0.04265,0.044393,1,12,1
0.17577,0.061706,0.044444,2,12,0.13047,0.043557,0.043945,2,12,1
0.18495,0.061706,0.044134,3,12,0.13965,0.043557,0.043636,3,12,1
0.19904,0.063521,0.049563,1,13,0.15374,0.045372,0.049065,1,13,1
0.22474,0.057169,0.057979,3,12,0.17944,0.03902,0.05748,3,12,1
0.24348,0.053539,0.067424,2,12,0.19818,0.03539,0.066926,2,12,1
0.24503,0.054446,0.081506,4,4,0.19973,0.036298,0.081008,4,4,1
0.23996,0.062613,0.057253,2,13,0.19466,0.044465,0.056755,2,13,1
0.24476,0.065336,0.077145,2,13,0.19946,0.047187,0.076646,2,13,1
0.25166,0.058984,0.069993,4,4,0.20636,0.040835,0.069495,4,4,1
0.25494,0.051724,0.071854,4,4,0.20964,0.033575,0.071356,4,4,1
0.2607,0.044465,0.073874,4,4,0.2154,0.026316,0.073375,4,4,1
0.26662,0.034483,0.066879,2,13,0.22132,0.016334,0.066381,2,13,1
0.27321,0.030853,0.080172,2,13,0.22791,0.012704,0.079674,2,13,1
0.28496,0.026316,0.07651,3,4,0.23966,0.008167,0.076012,3,4,1
0.27571,0.022686,0.080335,3,4,0.23041,0.0045372,0.079837,3,4,1
0.25164,0.029038,0.082152,3,4,0.20634,0.010889,0.081654,3,4,1
0.24935,0.03539,0.077832,2,13,0.20405,0.017241,0.077334,2,13,1
0.26437,0.03902,0.078754,3,5,0.21907,0.020871,0.078255,3,5,1
0.27066,0.041742,0.075958,3,5,0.22536,0.023593,0.07546,3,5,1
0.27894,0.03902,0.062549,4,5,0.23364,0.020871,0.062051,4,5,1
0.27663,0.03176,0.047953,3,5,0.23133,0.013612,0.047455,3,5,1
0.26483,0.03176,0.058715,3,5,0.21953,0.013612,0.058217,3,5,1
0.25671,0.038113,0.062084,3,5,0.21141,0.019964,0.061586,3,5,1
0.24612,0.036298,0.07806,2,4,0.20082,0.018149,0.077562,2,4,1
0.27263,0.03902,0.042116,3,13,0.22733,0.020871,0.041618,3,13,1
0.27362,0.050817,0.012772,1,13,0.22832,0.032668,0.012274,1,13,1
0.33495,0.040835,0.031637,1,14,0.28965,0.022686,0.031138,1,14,1
0.41876,0.032668,0.022453,1,13,0.37346,0.014519,0.021955,1,13,1
0.42434,0.034483,0.019798,2,13,0.37904,0.016334,0.019299,2,13,1
0.39176,0.03539,0.014358,1,12,0.34646,0.017241,0.01386,1,12,1
0.3755,0.032668,0.030628,1,13,0.3302,0.014519,0.03013,1,13,1
0.38803,0.029038,0.033245,1,14,0.34273,0.010889,0.032747,1,14,1
0.36218,0.03539,0.026271,1,13,0.31688,0.017241,0.025772,1,13,1
0.31175,0.037205,0.040551,1,13,0.26645,0.019056,0.040053,1,13,1
0.30901,0.025408,0.013638,1,12,0.26371,0.0072595,0.01314,1,12,1
0.2788,0.026316,0.01637,1,12,0.2335,0.008167,0.015871,1,12,1
0.2266,0.039927,0.045746,1,12,0.1813,0.021779,0.045247,1,12,1
0.2139,0.04265,0.045254,1,13,0.1686,0.024501,0.044756,1,13,1
0.18093,0.039927,0.03959,1,13,0.13563,0.021779,0.039092,1,13,1
0.18501,0.029038,0.035566,1,13,0.13972,0.010889,0.035067,1,13,1
0.20078,0.019964,0.024414,1,13,0.15548,0.0018149,0.023915,1,13,1
0.17036,0.026316,0.024094,1,12,0.12506,0.008167,0.023596,1,12,1
0.14668,0.033575,0.0042744,0,0,0.10138,0.015426,0.0037761,0,0,1
0.17531,0.029946,0.018133,1,13,0.13001,0.011797,0.017634,1,13,1
0.17267,0.026316,0.019648,1,14,0.12737,0.008167,0.01915,1,14,1
0.1759,0.049909,0.029109,3,13,0.1306,0.03176,0.02861,3,13,1
0.18835,0.068966,0.064639,1,13,0.14305,0.050817,0.064141,1,13,1
0.18395,0.047187,0.028586,2,13,0.13865,0.029038,0.028088,2,13,1
0.18114,0.033575,0.052935,2,13,0.13584,0.015426,0.052437,2,13,1
0.16741,0.034483,0.016851,1,13,0.12211,0.016334,0.016353,1,13,1
0.14554,0.030853,0.015789,1,13,0.10025,0.012704,0.015291,1,13,1
0.09896,0.045372,0.017511,1,13,0.05366,0.027223,0.017013,1,13,1
0.077036,0.064428,0.010385,1,18,0.031736,0.046279,0.009887,1,18,1
0.084484,0.043557,0.017223,1,14,0.039185,0.025408,0.016724,1,14,1
0.087681,0.024501,0.012071,2,12,0.042382,0.0063521,0.011572,2,12,1
0.076878,0.037205,0.001921,0,0,0.031578,0.019056,0.0014227,0,0,1
0.062149,0.04265,0.0017938,0,0,0.016849,0.024501,0.0012955,0,0,0
0.053445,0.04265,0.0091828,0,0,0.0081453,0.024501,0.0086845,0,0,0
0.045215,0.044465,0.003922,0,0,0,0.026316,0.0034237,0,0,0
0.044332,0.043557,0.0072803,0,0,0,0.025408,0.006782,0,0,0
0.046071,0.040835,0.0023413,0,0,0.0017392,0.022686,0.001843,0,0,0
0.043523,0.029038,0.004222,0,0,0,0.010889,0.0037236,0,0,0
0.038639,0.025408,0.00051425,0,0,0,0.0072595,1.5928e-05,0,0,0
0.035128,0.034483,0.0050776,0,0,0,0.016334,0.0045793,0,0,0
0.037851,0.03902,0.0057332,0,0,0.0027222,0.020871,0.0052349,0,0,0
0.032359,0.044465,0.0012748,0,0,0,0.026316,0.00077652,0,0,0
0.024129,0.046279,0.0038995,0,0,0,0.028131,0.0034012,0,0,0
0.027208,0.046279,0.0026822,0,0,0.0030792,0.028131,0.0021839,0,0,0
0.02716,0.044465,0.0084896,0,0,0.0030307,0.026316,0.0079912,0,0,0
0.025947,0.046279,0.0045892,0,0,0.0018182,0.028131,0.0040909,0,0,0
0.026624,0.049909,0.0018211,0,0,0.0024953,0.03176,0.0013228,0,0,0
0.0275,0.045372,0.0048789,0,0,0.0033713,0.027223,0.0043806,0,0,0
0.028416,0.047187,0.006002,0,0,0.0042875,0.029038,0.0055037,0,0,0
0.025329,0.057169,0.0047016,0,0,0.0012004,0.03902,0.0042032,0,0,0
0.024801,0.061706,0.0042172,0,0,0.00067193,0.043557,0.0037188,0,0,0
0.032326,0.050817,0.015203,1,12,0.008197,0.032668,0.014705,1,12,0
0.033961,0.043557,0.0055432,0,0,0.0098323,0.025408,0.0050449,0,0,0
0.033056,0.04265,0.0074417,0,0,0.0089267,0.024501,0.0069434,0,0,0
0.031049,0.055354,0.0048458,0,0,0.0069203,0.037205,0.0043475,0,0,0
0.032435,0.054446,0.0050197,0,0,0.0083064,0.036298,0.0045214,0,0,0
0.034098,0.043557,0.0034342,0,0,0.0099685,0.025408,0.0029358,0,0,0
0.029225,0.054446,0.0026225,0,0,0.0050963,0.036298,0.0021241,0,0,0
0.027638,0.057169,0.01195,2,12,0.0035091,0.03902,0.011452,2,12,0
0.030465,0.050817,0.002826,0,0,0.0063362,0.032668,0.0023277,0,0,0
0.037486,0.045372,0.0092,0,0,0.013357,0.027223,0.0087017,0,0,0
0.041381,0.04265,0.0068255,0,0,0.017252,0.024501,0.0063272,0,0,0
0.040967,0.041742,0.0093862,0,0,0.016838,0.023593,0.0088878,0,0,0
0.044618,0.056261,0.012458,1,9,0.020489,0.038113,0.01196,1,9,0
0.051104,0.059891,0.011677,1,7,0.026975,0.041742,0.011179,1,7,0
0.056406,0.058076,0.011249,1,9,0.032277,0.039927,0.010751,1,9,0
0.060722,0.059891,0.0147,2,10,0.036593,0.041742,0.014202,2,10,0
0.061491,0.054446,0.0064735,0,0,0.037362,0.036298,0.0059751,0,0,0
0.053188,0.060799,0.0079749,0,0,0.029059,0.04265,0.0074766,0,0,0
0.042736,0.067151,0.0084302,0,0,0.018607,0.049002,0.0079319,0,0,0
0.040581,0.058076,0.0077837,0,0,0.016452,0.039927,0.0072854,0,0,0
0.041157,0.069873,0.016736,1,13,0.017028,0.051724,0.016238,1,13,0
0.049187,0.071688,0.011249,1,9,0.025058,0.053539,0.01075,1,9,0
0.057431,0.054446,0.0094006,0,0,0.033302,0.036298,0.0089023,0,0,0
0.061382,0.050817,0.004712,0,0,0.037253,0.032668,0.0042137,0,0,0
0.063413,0.049002,0.0050084,0,0,0.039284,0.030853,0.0045101,0,0,0
0.065029,0.049002,0.015817,1,10,0.0409,0.030853,0.015319,1,10,0
0.065332,0.047187,0.0041298,0,0,0.041203,0.029038,0.0036315,0,0,0
0.07134,0.053539,0.0028436,0,0,0.047211,0.03539,0.0023453,0,0,0
0.078244,0.054446,0.0054191,0,0,0.054115,0.036298,0.0049208,0,0,0
0.076636,0.046279,0.015194,1,26,0.052507,0.028131,0.014695,1,26,0
0.076082,0.044465,0.014863,1,26,0.051953,0.026316,0.014364,1,26,0
0.076612,0.040835,0.0036392,0,0,0.052483,0.022686,0.0031409,0,0,0
0.075487,0.037205,0.0073539,0,0,0.051358,0.019056,0.0068556,0,0,0
0.077823,0.043557,0.0050014,0,0,0.053694,0.025408,0.0045031,0,0,0
0.077156,0.045372,0.0072337,0,0,0.053027,0.027223,0.0067354,0,0,0
0.079438,0.046279,0.012223,1,28,0.055309,0.028131,0.011725,1,28,0
0.0775,0.048094,0.011661,1,19,0.053371,0.029946,0.011163,1,19,0
0.070963,0.04265,0.0022487,0,0,0.046834,0.024501,0.0017504,0,0,0
0.069913,0.043557,0.0095318,0,0,0.045784,0.025408,0.0090335,0,0,0
0.067156,0.048094,0.0074443,0,0,0.043027,0.029946,0.0069459,0,0,0
0.079744,0.038113,0.0058104,0,0,0.055615,0.019964,0.0053121,0,0,0
0.10068,0.029038,0.0030615,0,0,0.076552,0.010889,0.0025632,0,0,0
0.10582,0.029038,0.00098521,0,0,0.081687,0.010889,0.00048689,0,0,0
0.13047,0.024501,0.0026277,0,0,0.10634,0.0063521,0.0021294,0,0,0
0.17979,0.025408,0.0010851,0,0,0.15566,0.0072595,0.00058679,0,0,0
0.21538,0.027223,0,0,0,0.19125,0.0090744,0,0,0,0
0.18404,0.03176,0.00055272,0,0,0.15991,0.013612,0.00055272,0,0,0
0.11745,0.036298,0.0026443,0,0,0.093317,0.018149,0.0026443,0,0,0
0.10375,0.03539,0.0007549,0,0,0.079616,0.017241,0.0007549,0,0,0
0.088458,0.03902,0.00136,0,0,0.064329,0.020871,0.00136,0,0,0
0.084514,0.036298,0.031662,1,12,0.060385,0.018149,0.031662,1,12,0
0.089476,0.033575,0.0045139,0,0,0.065347,0.015426,0.0045139,0,0,0
0.072776,0.040835,0.0013786,0,0,0.048647,0.022686,0.0013786,0,0,0
0.063586,0.044465,0.0024734,0,0,0.039457,0.026316,0.0024734,0,0,0
0.080707,0.040835,0.0057985,0,0,0.056578,0.022686,0.0057985,0,0,0
0.10189,0.041742,0.0069098,0,0,0.077765,0.023593,0.0069098,0,0,0
0.10612,0.036298,0.029805,1,23,0.081987,0.018149,0.029805,1,23,0
0.093063,0.03176,0.008011,0,0,0.068934,0.013612,0.008011,0,0,0
0.075103,0.045372,0.010856,1,23,0.050974,0.027223,0.010856,1,23,0
0.076991,0.043557,0.0052344,0,0,0.052862,0.025408,0.0052344,0,0,0
0.083161,0.036298,0.003555,0,0,0.059032,0.018149,0.003555,0,0,0
0.084231,0.045372,0.0026839,0,0,0.060102,0.027223,0.0026839,0,0,0
0.087637,0.049909,0.0039235,0,0,0.063508,0.03176,0.0039235,0,0,0
0.094409,0.047187,0.017644,1,23,0.07028,0.029038,0.017644,1,23,0
0.10194,0.051724,0.0079349,0,0,0.077807,0.033575,0.0079349,0,0,0
0.087345,0.059891,0.004132,0,0,0.063216,0.041742,0.004132,0,0,0
0.083341,0.056261,0.015381,1,11,0.059212,0.038113,0.015381,1,11,0
0.098782,0.046279,0.013429,3,11,0.074653,0.028131,0.013429,3,11,0
0.099821,0.04265,0.010763,1,9,0.075692,0.024501,0.010763,1,9,0
0.083442,0.053539,0.016846,1,10,0.059313,0.03539,0.016846,1,10,0
0.069086,0.057169,0.026315,1,9,0.044957,0.03902,0.026315,1,9,0
0.064929,0.061706,0.02352,1,9,0.0408,0.043557,0.02352,1,9,0
0.058517,0.066243,0.0059491,0,0,0.034388,0.048094,0.0059491,0,0,0
0.051675,0.068058,0.013749,1,12,0.027546,0.049909,0.013749,1,12,0
0.051658,0.075318,0.019064,1,11,0.027529,0.057169,0.019064,1,11,0
0.066063,0.051724,0.019929,2,10,0.041934,0.033575,0.019929,2,10,0
0.076006,0.03176,0.0238,2,11,0.051877,0.013612,0.0238,2,11,0
0.073159,0.03902,0.008882,0,0,0.04903,0.020871,0.008882,0,0,0
0.075218,0.049909,0.016693,1,10,0.051089,0.03176,0.016693,1,10,0
0.074371,0.065336,0.046034,2,11,0.050242,0.047187,0.046034,2,11,0
0.069592,0.062613,0.011997,1,9,0.045463,0.044465,0.011997,1,9,0
0.073046,0.053539,0.020226,1,11,0.048917,0.03539,0.020226,1,11,0
0.064203,0.056261,0.014302,2,11,0.040074,0.038113,0.014302,2,11,0
0.053755,0.049002,0.008916,0,0,0.029626,0.030853,0.008916,0,0,0
0.057696,0.04265,0.008874,0,0,0.033567,0.024501,0.008874,0,0,0
0.065913,0.032668,0.0077394,0,0,0.041784,0.014519,0.0077394,0,0,0
0.061645,0.029946,0.0056316,0,0,0.037516,0.011797,0.0056316,0,0,0
0.046806,0.036298,0.0016201,0,0,0.022677,0.016334,0.0016201,0,0,0
0.040432,0.049002,0.0088871,0,0,0.016303,0.029038,0.0088871,0,0,0
0.039136,0.057169,0.01563,1,13,0.015007,0.037205,0.01563,1,13,0
0.041312,0.054446,0.020766,1,12,0.017183,0.034483,0.020766,1,12,0
0.034828,0.073503,0.018944,1,13,0.010699,0.053539,0.018944,1,13,0
0.030693,0.077132,0.011972,1,15,0.006564,0.057169,0.011972,1,15,0
0.033357,0.061706,0.0036552,0,0,0.0092284,0.041742,0.0036552,0,0,0
0.031373,0.067151,0.004201,0,0,0.0072437,0.047187,0.004201,0,0,0
0.035054,0.062613,0.0088047,0,0,0.010925,0.04265,0.0088047,0,0,0
0.040713,0.048094,0.0075252,0,0,0.016584,0.028131,0.0075252,0,0,0
0.044361,0.041742,0.0084373,0,0,0.020232,0.021779,0.0084373,0,0,0
0.060275,0.041742,0.0075565,0,0,0.036146,0.021779,0.0075565,0,0,0
0.06367,0.04265,0.0011942,0,0,0.039541,0.022686,0.0011942,0,0,0
0.053179,0.040835,0.010084,1,28,0.02905,0.020871,0.010084,1,28,0
0.055817,0.041742,0.0046924,0,0,0.031688,0.021779,0.0046924,0,0,0
0.055719,0.041742,0.0091783,0,0,0.03159,0.021779,0.0091783,0,0,0
0.047433,0.044465,0.0062723,0,0,0.023304,0.024501,0.0062723,0,0,0
0.054388,0.045372,0.0080572,0,0,0.030259,0.025408,0.0080572,0,0,0
0.051699,0.049002,0.0056568,0,0,0.02757,0.029038,0.0056568,0,0,0
0.037665,0.061706,0.017395,1,13,0.013536,0.041742,0.017395,1,13,0
0.034749,0.061706,0.013407,1,12,0.01062,0.041742,0.013407,1,12,0
0.034479,0.067151,0.0031719,0,0,0.01035,0.047187,0.0031719,0,0,0
0.033872,0.066243,0.010126,1,12,0.0097432,0.046279,0.010126,1,12,0
0.028522,0.059891,0.0056959,0,0,0.0043931,0.039927,0.0056959,0,0,0
0.038485,0.050817,0.0073948,0,0,0.014356,0.030853,0.0073948,0,0,0
0.052006,0.034483,0.0050302,0,0,0.027877,0.014519,0.0050302,0,0,0
