@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
443.98,4.8632,64.6,0.00010747,1,385.5,0.79708,43.066,0.00010747,0,0
838.91,4.3907,21.533,0.00025756,8,780.44,0.32453,0,0.00025756,7,0
547.68,4.8271,21.533,0.014524,28,489.2,0.76099,0,0.014524,27,0
509.63,4.9639,64.6,0.05243,14,451.15,0.89779,43.066,0.05243,13,0
481.03,4.8521,43.066,0.010962,6,422.56,0.78601,21.533,0.010962,5,0
707.04,4.6133,43.066,0.022252,10,648.56,0.54716,21.533,0.022252,9,0
385.46,5.0147,43.066,0.046791,17,326.98,0.94862,21.533,0.046791,16,0
314.75,5.1102,64.6,0.089414,19,256.27,1.0441,43.066,0.089414,18,0
755.75,4.5022,43.066,0.019238,8,697.28,0.43611,21.533,0.019238,7,0
655.4,4.5101,21.533,0.0057118,10,596.92,0.44397,0,0.0057118,9,0
315.97,4.9539,43.066,0.014197,4,257.49,0.88781,21.533,0.014197,3,0
376.66,4.894,64.6,0.093472,11,318.18,0.82792,43.066,0.093472,10,0
1208.3,4.1408,21.533,0.034474,13,1149.9,0.074699,0,0.034474,12,0
1067.7,4.0577,43.066,0.00067883,2,1009.2,0,21.533,0.00067883,1,0
537.12,4.6021,43.066,0.0055689,13,478.64,0.54445,21.533,0.0055689,12,0
574.84,4.6013,64.6,0.050173,5,516.36,0.54368,43.066,0.050173,4,0
616.86,4.4549,21.533,0.14808,12,558.39,0.39725,0,0.14808,11,0
968.48,4.1656,43.066,0,1,910,0.10799,21.533,0,0,0
612.14,4.5305,64.6,5.2891e-05,1,553.66,0.47282,43.066,5.2891e-05,0,0
269.21,4.9946,64.6,0.031726,4,210.73,0.93699,43.066,0.031726,3,0
755.96,4.667,21.533,0.15331,14,697.48,0.6093,0,0.15331,13,1
636.71,4.8718,43.066,0.072888,14,578.24,0.81415,21.533,0.072888,13,1
534.68,4.9577,43.066,0.001042,5,476.2,0.90004,21.533,0.001042,4,1
710.27,5.0549,64.6,0.091431,8,651.79,0.99723,43.066,0.091431,7,1
1608.3,4.6338,21.533,0.53811,11,1549.8,0.57611,0,0.53811,10,1
1514.6,4.6604,43.066,0.66756,12,1456.1,0.60278,21.533,0.66756,11,1
1412.1,4.6696,64.6,0.63329,12,1353.6,0.61198,43.066,0.63329,11,1
1546.8,4.6336,689.06,1.0167,12,1488.3,0.57592,667.53,1.0167,11,1
1687,4.5764,710.6,1.2903,12,1628.5,0.51873,689.06,1.2903,11,1
1866.2,4.5183,710.6,1.1874,12,1807.7,0.46062,689.06,1.1874,11,1
1457.5,4.6431,689.06,1.1196,12,1399,0.58541,667.53,1.1196,11,1
1739.2,4.5547,689.06,1.2399,12,1680.7,0.49703,667.53,1.2399,11,1
1450.4,4.5987,689.06,1.2072,12,1392,0.54102,667.53,1.2072,11,1
1395.8,4.4616,689.06,0.87126,12,1337.3,0.40396,667.53,0.87126,11,1
1601.1,4.4632,64.6,0.81238,12,1542.6,0.40551,43.066,0.81238,11,1
1642.6,4.5476,21.533,0.91974,12,1584.1,0.48992,0,0.91974,11,1
1749.7,4.4817,710.6,0.90617,12,1691.2,0.42407,689.06,0.90617,11,1
1798.5,4.4418,710.6,0.94814,12,1740,0.38419,689.06,0.94814,11,1
1529.8,4.5059,710.6,0.91813,12,1471.3,0.44827,689.06,0.91813,11,1
1644.5,4.4586,710.6,1.0352,12,1586.1,0.40098,689.06,1.0352,11,1
1594.9,4.4553,387.6,0.96564,12,1536.4,0.39761,366.06,0.96564,11,1
1401.2,4.6415,366.06,0.82876,7,1342.8,0.58384,344.53,0.82876,6,1
1836.8,4.4155,366.06,0.68538,7,1778.3,0.35788,344.53,0.68538,6,1
2088.5,4.395,21.533,0.72964,7,2030,0.33732,0,0.72964,6,1
1514.1,4.5987,387.6,0.91368,7,1455.6,0.54101,366.06,0.91368,6,1
1646.6,4.4791,387.6,0.96838,8,1588.1,0.42144,366.06,0.96838,7,1
1464.7,4.5719,387.6,1.161,7,1406.3,0.51423,366.06,1.161,6,1
1594,4.4756,387.6,1.0359,12,1535.6,0.41791,366.06,1.0359,11,1
1709.2,4.4743,366.06,0.87215,13,1650.7,0.41669,344.53,0.87215,12,1
1307.9,4.5758,366.06,0.80824,12,1249.4,0.51813,344.53,0.80824,11,1
1759.4,4.4705,21.533,0.86385,8,1700.9,0.41287,0,0.86385,7,1
1809.5,4.5615,21.533,0.91683,6,1751.1,0.50389,0,0.91683,5,1
1548.5,4.8169,344.53,0.74337,6,1490,0.75925,323,0.74337,5,1
1353.5,4.8507,344.53,1.0776,6,1295,0.793,323,1.0776,5,1
1429.5,4.8189,323,0.9872,7,1371.1,0.76121,301.46,0.9872,6,1
1532.9,4.8191,323,0.72019,8,1439.7,0.76145,301.46,0.72019,7,1
1144.3,4.9768,323,0.76855,11,1051.1,0.91918,301.46,0.76855,10,1
1228.2,4.9402,323,0.75598,8,1135.1,0.88252,301.46,0.75598,7,1
1753.5,4.8609,21.533,1.0365,13,1660.4,0.8032,0,1.0365,12,1
1463.1,4.92,323,0.68357,8,1369.9,0.86239,301.46,0.68357,7,1
1142.7,5.0256,323,0.60397,8,1049.6,0.9679,301.46,0.60397,7,1
1497.2,4.9803,323,0.80043,10,1404.1,0.92269,301.46,0.80043,9,1
1082.1,5.2297,21.533,0.6565,25,988.94,1.172,0,0.6565,24,1
626.86,5.4034,64.6,0.10268,31,533.72,1.3457,43.066,0.10268,30,1
162.72,5.5593,64.6,0.029589,37,69.587,1.5016,43.066,0.029589,36,1
1008.4,4.6836,21.533,0.30406,11,915.23,0.62597,0,0.30406,10,1
877.36,4.3676,21.533,0.19531,2,784.23,0.30999,0,0.19531,1,1
419.34,4.8873,64.6,0.099822,5,326.2,0.82963,43.066,0.099822,4,1
1267.9,4.2571,64.6,0.29499,4,1174.8,0.19947,43.066,0.29499,3,1
984.47,4.227,21.533,0.10976,30,891.34,0.16937,0,0.10976,29,1
448.68,4.7194,21.533,0.0099344,17,355.55,0.66176,0,0.0099344,16,1
555.67,4.7122,64.6,0.00034037,9,462.54,0.65454,43.066,0.00034037,8,1
436.41,5.0623,64.6,0.0068671,11,343.28,1.0047,43.066,0.0068671,10,0
375.41,5.3121,21.533,0.037853,46,282.27,1.2544,0,0.037853,45,0
465.35,5.0204,21.533,0.059231,7,372.22,0.96271,0,0.059231,6,0
796.09,4.6668,64.6,0.0033121,9,702.96,0.60917,43.066,0.0033121,8,0
502.03,4.9114,43.066,0.074002,14,408.9,0.85378,21.533,0.074002,13,0
792.37,4.6559,21.533,0.18888,7,699.24,0.59827,0,0.18888,6,0
249.15,5.332,64.6,0.061856,21,156.01,1.2743,43.066,0.061856,20,0
268.94,5.2863,64.6,0.012525,10,175.81,1.2287,43.066,0.012525,9,0
675.49,4.8691,43.066,0.032936,7,582.36,0.81147,21.533,0.032936,6,0
694.93,4.8099,21.533,0.063266,12,601.8,0.75222,0,0.063266,11,0
329.74,5.02,43.066,0.0060308,15,236.6,0.9623,21.533,0.0060308,14,0
235.98,5.2663,64.6,0.18538,10,142.84,1.2087,43.066,0.18538,9,0
832.86,4.8537,21.533,0.20681,13,739.72,0.79603,0,0.20681,12,0
678.22,4.7727,43.066,0.051565,17,585.09,0.71505,21.533,0.051565,16,0
696.21,4.8149,64.6,0.024871,15,603.08,0.75725,43.066,0.024871,14,0
586.4,4.8723,64.6,0.11828,10,493.26,0.81466,43.066,0.11828,9,0
1062.9,4.6534,21.533,0.23034,5,969.79,0.59573,0,0.23034,4,0
1066.1,4.7133,43.066,0.19977,9,972.93,0.65566,21.533,0.19977,8,0
864.04,4.7758,258.4,0.41026,6,770.91,0.71812,236.87,0.41026,5,0
887.46,4.9512,279.93,0.70702,11,794.33,0.8935,258.4,0.70702,10,1
1744.1,4.8939,624.46,0.85717,11,1651,0.83625,602.93,0.85717,10,1
2518.5,4.7356,64.6,0.79131,12,2425.3,0.67794,43.066,0.79131,11,1
1797.1,4.8836,732.13,0.73053,13,1704,0.82593,710.6,0.73053,12,1
2048.8,4.8424,387.6,1.0406,13,1955.6,0.78477,366.06,1.0406,12,1
1976.4,4.5586,409.13,1.1338,7,1883.3,0.50099,387.6,1.1338,6,1
1867.6,4.6846,387.6,1.1038,7,1774.4,0.62697,366.06,1.1038,6,1
1640.7,4.6654,366.06,1.0795,7,1547.6,0.60773,344.53,1.0795,6,1
1644,4.7307,366.06,1.0687,7,1550.9,0.67299,344.53,1.0687,6,1
2178.7,4.5373,21.533,0.92267,11,2085.6,0.47969,0,0.92267,10,1
1450.3,4.6997,366.06,0.75776,6,1357.1,0.642,344.53,0.75776,5,1
1492.4,4.7297,366.06,0.74753,6,1399.2,0.67201,344.53,0.74753,5,1
2124.2,4.4005,21.533,0.84734,11,2031.1,0.34288,0,0.84734,10,1
1468.8,4.7797,344.53,0.55041,12,1375.6,0.72202,323,0.55041,11,1
1218.5,4.9499,344.53,0.80274,12,1125.4,0.89225,323,0.80274,11,1
1490.8,4.8161,344.53,0.95568,10,1397.7,0.75849,323,0.95568,9,1
1838.7,4.5648,21.533,0.91545,12,1745.5,0.50718,0,0.91545,11,1
1546.6,4.7944,366.06,0.87882,12,1453.5,0.73673,344.53,0.87882,11,1
1472.5,4.7629,366.06,0.89775,12,1379.4,0.70526,344.53,0.89775,11,1
2085.3,4.4477,43.066,0.96841,12,1992.2,0.39004,21.533,0.96841,11,1
1538.9,4.6399,366.06,1.0974,12,1445.7,0.58222,344.53,1.0974,11,1
1641.8,4.5606,366.06,1.065,12,1548.7,0.50297,344.53,1.065,11,1
1718.2,4.5542,366.06,0.96863,12,1625,0.49658,344.53,0.96863,11,1
1673.4,4.6732,689.06,1.0626,12,1580.3,0.61555,667.53,1.0626,11,1
1924.6,4.5184,21.533,0.96465,12,1831.5,0.46076,0,0.96465,11,1
1208.9,4.7467,344.53,0.98359,12,1115.8,0.68901,323,0.98359,11,1
1632.4,4.7155,344.53,0.85623,11,1539.3,0.65785,323,0.85623,10,1
2125.3,4.4399,21.533,1.0298,11,2032.1,0.38222,0,1.0298,10,1
1413.5,4.738,344.53,0.82723,11,1320.4,0.68033,323,0.82723,10,1
1472.3,4.71,344.53,0.89669,10,1379.2,0.6523,323,0.89669,9,1
1421.6,4.6952,344.53,0.95629,14,1328.5,0.63754,323,0.95629,13,1
1754.3,4.4983,21.533,1.1029,11,1661.2,0.4406,0,1.1029,10,1
1131.6,4.8775,323,1.0071,11,1038.5,0.8198,301.46,1.0071,10,1
1545.6,4.7634,344.53,0.97115,7,1452.4,0.70572,323,0.97115,6,1
1371.6,4.6756,344.53,1.0084,9,1278.4,0.61794,323,1.0084,8,1
1562.9,4.5111,344.53,0.8954,12,1469.8,0.45347,323,0.8954,11,1
1954.3,4.4661,43.066,0.73665,11,1861.2,0.40841,21.533,0.73665,10,1
1583.2,4.6648,344.53,0.84165,11,1490.1,0.60718,323,0.84165,10,1
1449.4,4.5799,344.53,1.0755,11,1356.2,0.52228,323,1.0755,10,1
1944,4.431,21.533,0.79871,11,1850.8,0.37331,0,0.79871,10,1
1638,4.6126,64.6,0.59603,10,1544.9,0.55498,43.066,0.59603,9,1
1404.7,4.6129,344.53,0.85744,11,1311.5,0.55528,323,0.85744,10,1
1628.4,4.5245,21.533,1.0317,12,1535.3,0.4668,0,1.0317,11,1
1659.5,4.5884,344.53,0.79484,11,1566.4,0.53074,323,0.79484,10,1
1549.8,4.5868,344.53,0.75103,11,1456.7,0.52913,323,0.75103,10,1
1243.8,4.7364,344.53,0.80304,11,1150.7,0.67879,323,0.80304,10,1
1418.9,4.7398,323,0.94519,10,1325.8,0.68214,301.46,0.94519,9,1
1392.2,4.6568,323,1.0322,11,1299.1,0.59912,301.46,1.0322,10,1
1346.5,4.6767,64.6,0.59917,8,1253.4,0.61908,43.066,0.59917,7,1
1441,4.6283,43.066,0.5479,7,1347.8,0.57068,21.533,0.5479,6,1
1031.9,4.8933,21.533,0.55892,9,938.74,0.83568,0,0.55892,8,1
804.58,4.8399,43.066,0.19223,12,711.44,0.78226,21.533,0.19223,11,1
281.92,5.0447,64.6,0.018023,10,188.79,0.98707,43.066,0.018023,9,0
478.28,4.618,64.6,0.00091801,8,385.14,0.56035,43.066,0.00091801,7,0
358.83,4.8039,21.533,0.11726,24,265.7,0.74628,0,0.11726,23,0
585.43,4.5919,43.066,0.0016265,8,492.3,0.53428,21.533,0.0016265,7,0
337.54,5.1063,64.6,0.0066863,7,244.41,1.0486,43.066,0.0066863,6,0
804.98,4.8241,43.066,0.00011073,2,711.85,0.76647,21.533,0.00011073,1,0
772.67,4.5877,21.533,0.0057957,14,679.54,0.53008,0,0.0057957,13,0
176.63,5.3892,43.066,0.00068522,9,83.499,1.3316,21.533,0.00068522,8,0
366.65,5.3739,64.6,0.0067709,18,273.52,1.3162,43.066,0.0067709,17,0
450.29,5.1134,21.533,0.031892,17,357.15,1.0557,0,0.031892,16,0
550.8,5.0285,21.533,0.010247,24,457.66,0.97088,0,0.010247,23,0
430.48,5.3159,43.066,0.0061298,20,337.34,1.2582,21.533,0.0061298,19,0
522.83,5.219,64.6,0.0077354,19,429.7,1.1613,43.066,0.0077354,18,0
973.46,4.9625,21.533,0.0019492,17,880.33,0.90481,0,0.0019492,16,0
556.32,5.228,21.533,0.20869,23,463.19,1.1704,0,0.20869,22,0
390.53,5.2453,64.6,0.012414,26,297.39,1.1876,43.066,0.012414,25,0
313.95,5.4712,43.066,0.00066676,7,220.81,1.4136,21.533,0.00066676,6,0
509.94,4.8639,21.533,0.092759,26,416.81,0.80624,0,0.092759,25,0
543.56,4.8239,43.066,0.017568,21,450.43,0.76624,21.533,0.017568,20,0
468.03,4.8087,64.6,0.061854,5,374.9,0.75102,43.066,0.061854,4,0
572.65,4.6234,43.066,0.0046915,13,479.51,0.56579,21.533,0.0046915,12,0
866.44,4.2098,21.533,0.016414,1,773.31,0.15213,0,0.016414,0,0
384.58,4.9164,43.066,0.0029678,8,291.44,0.85879,21.533,0.0029678,7,0
436.74,5.1436,64.6,0.16879,10,343.6,1.0859,43.066,0.16879,9,0
1084.8,4.9817,21.533,0.26891,14,991.71,0.92409,0,0.26891,13,1
1482.1,4.8419,43.066,0.42164,15,1388.9,0.78429,21.533,0.42164,14,1
1655.3,4.8546,64.6,0.68262,12,1562.2,0.79697,43.066,0.68262,11,1
1512.9,4.9971,732.13,0.96275,13,1419.7,0.93947,710.6,0.96275,12,1
1865.8,4.8566,409.13,1.0095,13,1772.7,0.79895,387.6,1.0095,12,1
1771.3,4.644,409.13,1.1423,7,1678.2,0.58631,387.6,1.1423,6,1
1737.5,4.648,387.6,1.1497,7,1644.3,0.59031,366.06,1.1497,6,1
1210.7,4.8713,387.6,1.1284,7,1117.6,0.81361,366.06,1.1284,6,1
1460.5,4.7242,387.6,1.213,7,1367.4,0.6665,366.06,1.213,6,1
1434,4.7948,366.06,0.95261,6,1340.9,0.73712,344.53,0.95261,5,1
1622.5,4.8065,366.06,0.77145,6,1529.3,0.74885,344.53,0.77145,5,1
1609.4,4.7658,366.06,0.91367,6,1516.2,0.70811,344.53,0.91367,5,1
1359.1,4.8007,366.06,1.2846,7,1266,0.74308,344.53,1.2846,6,1
1506.8,4.7656,366.06,1.1577,7,1413.7,0.70796,344.53,1.1577,6,1
1494.7,4.6984,366.06,1.0262,6,1401.6,0.64079,344.53,1.0262,5,1
1631.1,4.6958,366.06,1.1414,6,1538,0.63813,344.53,1.1414,5,1
1831.5,4.6601,366.06,1.1535,6,1738.4,0.60248,344.53,1.1535,5,1
1592.1,4.6604,366.06,0.95691,6,1498.9,0.60277,344.53,0.95691,5,1
1766.1,4.6202,366.06,0.90456,6,1673,0.56254,344.53,0.90456,5,1
1714.9,4.5775,366.06,1.0645,7,1621.8,0.51982,344.53,1.0645,6,1
1939.9,4.567,366.06,1.0997,6,1846.8,0.50934,344.53,1.0997,5,1
1608.8,4.6768,366.06,0.92704,6,1515.7,0.61917,344.53,0.92704,5,1
1730.3,4.6006,366.06,1.0225,9,1637.2,0.54296,344.53,1.0225,8,1
1639.5,4.7434,366.06,1.1276,7,1546.3,0.6857,344.53,1.1276,6,1
1441.2,4.8044,366.06,1.0659,12,1348.1,0.74676,344.53,1.0659,11,1
1456,4.7271,366.06,0.88698,12,1362.9,0.66948,344.53,0.88698,11,1
2128.9,4.5557,366.06,0.83875,12,2035.7,0.49809,344.53,0.83875,11,1
1556.1,4.7329,366.06,0.9692,12,1463,0.67524,344.53,0.9692,11,1
1787.1,4.6319,366.06,1.0228,12,1693.9,0.5742,344.53,1.0228,11,1
1456.6,4.8019,366.06,0.83941,12,1363.5,0.74421,344.53,0.83941,11,1
1959.8,4.6129,344.53,0.84882,12,1866.7,0.55522,323,0.84882,11,1
1807.6,4.6791,344.53,0.96965,9,1714.5,0.62142,323,0.96965,8,1
1663.2,4.7944,344.53,1.1237,10,1570.1,0.73679,323,1.1237,9,1
1311.6,5.0135,344.53,0.98322,9,1218.5,0.95589,323,0.98322,8,1
1402.2,5.086,323,0.90747,7,1309.1,1.0284,301.46,0.90747,6,1
1626.8,5.0446,21.533,0.69816,10,1533.7,0.9869,0,0.69816,9,1
1246.1,5.2337,323,0.73814,13,1152.9,1.176,301.46,0.73814,12,1
1272.4,5.2446,323,0.70236,7,1179.3,1.1869,301.46,0.70236,6,1
1881.4,5.2651,21.533,0.31531,45,1788.2,1.2074,0,0.31531,44,1
1818.5,5.9118,43.066,0.075367,105,1725.4,1.8542,21.533,0.075367,104,1
635.01,5.4766,64.6,0.12111,50,541.88,1.4189,43.066,0.12111,49,1
375.05,5.2845,43.066,0.17509,27,281.92,1.2268,21.533,0.17509,26,1
583.48,4.9173,21.533,0.13074,13,490.35,0.85962,0,0.13074,12,1
400.19,4.8782,21.533,0.0060304,25,307.05,0.82056,0,0.0060304,24,0
257.15,5.0047,64.6,0.00037019,5,164.01,0.947,43.066,0.00037019,4,0
420.37,4.7563,64.6,0.0028581,6,327.23,0.69865,43.066,0.0028581,5,0
763.24,4.3939,21.533,0.021302,12,670.1,0.33626,0,0.021302,11,0
713.04,4.4794,64.6,0.00060438,10,619.9,0.42172,43.066,0.00060438,9,0
639.34,4.8998,64.6,0.00011648,3,546.21,0.84212,43.066,0.00011648,2,0
294.54,5.2329,64.6,0.031891,19,201.41,1.1753,43.066,0.031891,18,0
470.31,5.3457,21.533,0.55769,16,377.18,1.2881,0,0.55769,15,0
539.97,4.8497,64.6,0.0082474,13,446.83,0.79202,43.066,0.0082474,12,0
445.53,4.9367,64.6,5.6071e-05,2,352.39,0.87901,43.066,5.6071e-05,1,0
468.68,4.8516,43.066,0.0052857,20,375.55,0.79395,21.533,0.0052857,19,0
616.09,4.804,21.533,0.056005,36,522.95,0.74634,0,0.056005,35,0
608.21,4.8808,64.6,0.0003058,4,515.08,0.82314,43.066,0.0003058,3,0
375.18,5.0249,64.6,0,1,282.04,0.96726,43.066,0,0,0
641.98,4.7302,43.066,0.044709,11,548.85,0.67257,21.533,0.044709,10,0
420.51,4.9125,21.533,0.1526,9,327.37,0.8548,0,0.1526,8,0
427.4,4.808,64.6,6.5044e-05,2,334.27,0.75037,43.066,6.5044e-05,1,0
768.01,4.4241,64.6,3.0313e-06,1,674.88,0.36644,43.066,3.0313e-06,0,0
745.24,4.4812,21.533,0.062229,13,652.1,0.42349,0,0.062229,12,0
398.79,4.8259,43.066,0.023956,24,305.65,0.76824,21.533,0.023956,23,0
197.83,5.1671,64.6,0.030991,4,104.7,1.1094,43.066,0.030991,3,0
479.3,4.6685,64.6,0.00013134,2,386.17,0.61086,43.066,0.00013134,1,0
1072.9,4.056,43.066,0.00012626,7,979.79,0,21.533,0.00012626,6,0
577.5,4.5528,21.533,0.056934,10,484.37,0.49679,0,0.056934,9,0
300.06,5.0425,64.6,0.00015026,1,206.93,0.98653,43.066,0.00015026,0,0
895.85,4.7181,43.066,0.074533,12,802.72,0.66208,21.533,0.074533,11,1
1550.5,4.6406,21.533,0.45751,11,1387.8,0.58458,0,0.45751,10,1
1600.1,4.9251,689.06,0.9908,12,1437.4,0.86914,667.53,0.9908,11,1
1792.2,4.9347,732.13,0.88555,14,1629.5,0.87867,710.6,0.88555,13,1
1978.5,4.8711,409.13,0.99419,14,1815.8,0.81511,387.6,0.99419,13,1
2225.2,4.5844,409.13,1.0854,7,2062.4,0.52843,387.6,1.0854,6,1
2008.7,4.6356,409.13,1.1359,7,1846,0.57964,387.6,1.1359,6,1
1767.6,4.7171,387.6,1.036,7,1604.9,0.66109,366.06,1.036,6,1
2276.3,4.5662,387.6,1.11,7,2113.6,0.5102,366.06,1.11,6,1
1950.8,4.6914,366.06,1.151,6,1788.1,0.63539,344.53,1.151,5,1
1375.1,4.984,344.53,0.8029,8,1212.4,0.928,323,0.8029,7,1
1619.5,4.9845,344.53,0.96095,10,1456.8,0.92853,323,0.96095,9,1
1578.8,4.9361,344.53,1.1447,7,1416.1,0.88014,323,1.1447,6,1
1737.7,4.8713,344.53,0.90336,9,1575,0.81535,323,0.90336,8,1
1467.7,4.9528,344.53,0.50839,13,1305,0.89677,323,0.50839,12,1
1762.2,4.8508,323,0.63887,10,1599.4,0.7948,301.46,0.63887,9,1
1396,4.9743,323,0.77482,12,1233.3,0.91829,301.46,0.77482,11,1
2062.2,4.7734,64.6,0.52812,8,1899.4,0.71741,43.066,0.52812,7,1
1559.2,4.9073,21.533,0.62992,21,1396.5,0.85126,0,0.62992,20,1
853.46,5.1851,323,1.0767,10,690.74,1.1291,301.46,1.0767,9,1
1963.1,4.6876,21.533,0.89311,13,1800.3,0.63162,0,0.89311,12,1
1633.2,4.7358,64.6,0.50613,11,1470.4,0.67976,43.066,0.50613,10,1
1491.4,4.6691,344.53,0.92563,11,1328.7,0.6131,323,0.92563,10,1
1175.9,4.8386,344.53,0.94283,11,1013.2,0.78261,323,0.94283,10,1
1917.7,4.6062,21.533,0.79787,6,1754.9,0.55017,0,0.79787,5,1
1524,4.9796,64.6,0.49077,6,1361.3,0.9236,43.066,0.49077,5,1
899.83,5.3939,64.6,0.42992,16,737.1,1.3379,43.066,0.42992,15,1
1219.8,5.2442,21.533,0.69376,14,1057.1,1.1882,0,0.69376,13,1
400.06,5.7611,323,0.79739,26,237.34,1.7051,301.46,0.79739,25,1
481.91,5.4947,64.6,0.24075,27,319.19,1.4387,43.066,0.24075,26,1
534.96,5.1677,43.066,0.10805,23,372.24,1.1117,21.533,0.10805,22,1
291.01,5.293,64.6,0.31467,31,128.29,1.2371,43.066,0.31467,30,1
910.78,4.4526,21.533,0.14616,19,748.06,0.39659,0,0.14616,18,0
539.41,4.5553,64.6,7.6889e-05,2,376.69,0.49926,43.066,7.6889e-05,1,0
357.11,4.7212,43.066,0.00032506,4,194.39,0.6652,21.533,0.00032506,3,0
528.09,4.5726,21.533,0.042075,30,365.37,0.51661,0,0.042075,29,0
296.39,4.8385,43.066,0.0009946,8,133.67,0.78254,21.533,0.0009946,7,0
591.47,4.5804,43.066,0.0024369,5,428.75,0.52445,21.533,0.0024369,4,0
269.16,5.068,64.6,0.016767,21,106.44,1.012,43.066,0.016767,20,0
1068,4.5556,21.533,0.10487,17,905.25,0.49958,0,0.10487,16,0
26.443,5.7563,64.6,0.064634,33,0,1.7003,43.066,0.064634,32,0
31.868,5.7579,64.6,0.0077922,29,5.4253,1.7019,43.066,0.0077922,28,0
371.53,5.4195,21.533,0.027811,38,345.09,1.3635,0,0.027811,37,0
485.52,5.0603,64.6,0.0028177,19,459.07,1.0043,43.066,0.0028177,18,0
318.1,5.0848,43.066,0.044832,17,291.66,1.0288,21.533,0.044832,16,0
291.39,5.1713,64.6,0.056707,6,264.94,1.1153,43.066,0.056707,5,0
871.29,4.5565,21.533,0.029813,8,844.85,0.50049,0,0.029813,7,0
626.26,4.7421,21.533,0.00079119,19,599.82,0.68614,0,0.00079119,18,0
513.84,4.9502,64.6,0,1,487.4,0.89417,43.066,0,0,0
315.66,5.1471,43.066,0.14874,12,289.22,1.0911,21.533,0.14874,11,0
546.66,4.6971,21.533,0.043137,7,520.22,0.64112,0,0.043137,6,0
580.01,4.7839,43.066,0.16872,6,553.56,0.72792,21.533,0.16872,5,0
380.54,4.9238,64.6,0.0088832,35,354.1,0.86785,43.066,0.0088832,34,0
503.04,4.6756,64.6,0.0088833,13,476.6,0.61961,43.066,0.0088833,12,0
619.36,4.5213,21.533,0.19383,6,592.91,0.46535,0,0.19383,5,0
361.27,4.794,64.6,0.033859,10,334.83,0.73805,43.066,0.033859,9,0
226.51,5.0734,64.6,0.034448,8,200.07,1.0174,43.066,0.034448,7,0
180.55,5.1579,21.533,0.54034,26,154.11,1.1019,0,0.54034,25,0
116.75,5.8273,86.133,0.11417,17,90.305,1.7713,64.6,0.11417,16,0
1180.5,4.2725,21.533,0.47297,11,0,0,0,0,0,0
987.68,4.3617,21.533,0.47295,12,0,0.089203,0,0,1,0
536.27,4.7898,43.066,0.032522,7,0,0.51731,21.533,0,0,0
725.93,4.5567,21.533,0.43602,6,189.66,0.28417,0,0.40349,0,0
351.24,4.8649,21.533,0.19941,10,0,0.59237,0,0.16689,4,0
989.55,4.2268,21.533,0.19936,5,638.32,0,0,0.16684,0,0
1951,3.758,21.533,0.097118,14,1599.8,0,0,0.064596,9,0
1133.4,4.434,21.533,0.046982,13,782.16,0.67604,0,0.01446,8,0
1499,4.4764,43.066,0.045281,5,1147.8,0.7184,21.533,0.012759,0,1
2464.5,4.0531,21.533,0.4429,13,2113.3,0.29504,0,0.41037,8,1
1970,4.3954,21.533,0.50288,14,1618.8,0.63737,0,0.47035,9,1
1461,4.6458,21.533,0.54646,15,1109.8,0.88779,0,0.51394,10,1
1455,4.6634,21.533,0.55614,15,1103.7,0.90536,0,0.52361,10,1
2343.9,4.3374,21.533,0.71461,15,1992.7,0.57938,0,0.68208,10,1
1767.8,4.3785,21.533,0.74142,8,1416.5,0.62051,0,0.7089,3,1
1188,4.742,452.2,0.63203,8,836.78,0.98395,430.66,0.59951,3,1
1644.3,4.4616,21.533,1.0404,8,1293,0.7036,0,1.0079,3,1
1197.7,4.6614,43.066,0.51122,8,846.43,0.90336,21.533,0.4787,3,1
1779.2,4.4127,21.533,0.65375,8,1428,0.65467,0,0.62123,3,1
2096.3,4.3111,21.533,0.9076,8,1745.1,0.55308,0,0.87507,3,1
1205.7,4.7301,430.66,0.72051,8,854.42,0.9721,409.13,0.68799,3,1
2303.8,4.292,21.533,0.60382,8,1952.6,0.53397,0,0.5713,3,1
3324.4,3.936,21.533,1.0411,8,2973.2,0.17804,0,1.0086,3,1
2580.4,4.2589,21.533,0.73637,8,2229.2,0.50093,0,0.70385,3,1
1523.3,4.7727,430.66,0.57388,8,1172.1,1.0147,409.13,0.54135,3,1
1496.7,4.7313,21.533,0.81382,8,1145.5,0.97325,0,0.7813,3,1
2651.9,4.3574,21.533,0.64004,8,2300.6,0.59943,0,0.60752,3,1
3878.1,4.0174,21.533,1.0136,8,3526.9,0.25936,0,0.98113,3,1
2570.1,4.3451,21.533,0.60791,8,2218.9,0.58711,0,0.57539,3,1
1973.5,4.7407,430.66,0.41613,8,1622.3,0.9827,409.13,0.38361,3,1
3410.3,4.097,21.533,0.55555,8,3059,0.33898,0,0.52303,3,1
