@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.20073,0.040835,2054.6,5.0486,21.533,0.029879,3,8,0.85624,8,0.099369,0.037205,1736.3,0.56611,0,0.025096,3,8,0.85607,6,1
0.20885,0.024501,2177.4,5.0129,43.066,0.033028,2,7,0.59816,7,0.10749,0.020871,1859,0.53042,21.533,0.028245,2,7,0.59798,5,1
0.21575,0.034483,2104.1,5.049,387.6,0.022473,2,7,0.66953,7,0.1144,0.030853,1785.8,0.56654,366.06,0.01769,2,7,0.66936,5,1
0.20369,0.04265,1664,5.241,409.13,0.018831,2,8,0.84728,9,0.10233,0.03902,1345.7,0.75851,387.6,0.014047,2,8,0.84711,7,1
0.20107,0.049002,2263.2,5.3738,21.533,0.042373,3,5,0.86556,21,0.099712,0.045372,1944.8,0.89132,0,0.03759,3,5,0.86538,19,1
0.23873,0.069873,3624.8,5.5081,387.6,0.089066,3,4,0.75785,44,0.13738,0.066243,3306.4,1.0256,366.06,0.084283,3,4,0.75767,42,1
0.26763,0.085299,4289.2,5.5868,387.6,0.12944,3,6,0.59086,42,0.16627,0.08167,3970.9,1.1043,366.06,0.12465,3,6,0.59069,40,1
0.28319,0.076225,4656.6,5.6504,2519.4,0.13286,2,14,0.66992,45,0.18183,0.072595,4338.2,1.1679,2497.9,0.12808,2,14,0.66975,43,1
0.31114,0.082577,6036.6,5.7279,1076.7,0.12766,2,14,0.567,43,0.20978,0.078947,5718.2,1.2455,1055.1,0.12288,2,14,0.56683,41,1
0.32164,0.091652,6761.9,5.6753,2584,0.13854,2,14,0.41267,45,0.22028,0.088022,6443.5,1.1929,2562.5,0.13376,2,14,0.4125,43,1
0.32689,0.088022,6766.7,5.7179,2584,0.16541,2,6,0.40654,48,0.22554,0.084392,6448.4,1.2354,2562.5,0.16063,2,6,0.40637,46,1
0.33963,0.098911,6569,5.7438,2627.1,0.14516,2,6,0.60616,47,0.23827,0.095281,6250.6,1.2614,2605.5,0.14038,2,6,0.60599,45,1
0.34883,0.099819,7053.7,5.7464,2605.5,0.13065,3,14,0.75518,47,0.24748,0.096189,6735.4,1.2639,2584,0.12587,3,14,0.755,45,1
0.35372,0.094374,7701.7,5.8373,2562.5,0.12527,4,8,0.6893,49,0.25236,0.090744,7383.3,1.3548,2540.9,0.12048,4,8,0.68912,47,1
0.3629,0.10436,7273.1,5.8175,2777.8,0.13087,4,14,0.7176,50,0.26154,0.10073,6954.7,1.3351,2756.2,0.12609,4,14,0.71742,48,1
0.36698,0.1098,7811.4,5.7963,2756.2,0.10314,2,14,0.83323,48,0.26562,0.10617,7493,1.3138,2734.7,0.098355,2,14,0.83305,46,1
0.36419,0.10526,7426.7,5.7632,2756.2,0.12537,4,14,0.82123,50,0.26283,0.10163,7108.3,1.2807,2734.7,0.12058,4,14,0.82105,48,1
0.37449,0.10163,7142.7,5.794,2863.9,0.12052,4,14,0.84184,53,0.27314,0.098004,6824.4,1.3116,2842.4,0.11573,4,14,0.84166,51,1
0.35839,0.091652,6833,5.753,2863.9,0.1244,5,5,1.0349,52,0.25703,0.088022,6514.7,1.2705,2842.4,0.11962,5,5,1.0348,50,1
0.33485,0.08167,5872.5,5.7265,861.33,0.10481,5,5,0.99444,52,0.23349,0.07804,5554.2,1.244,839.79,0.10003,5,5,0.99427,50,1
0.31521,0.088022,6373.1,5.7809,21.533,0.080169,5,14,0.78149,52,0.21386,0.084392,6054.8,1.2984,0,0.075385,5,14,0.78132,50,1
0.31807,0.096189,6061.9,5.8119,1055.1,0.10791,6,7,0.42645,47,0.21671,0.092559,5743.5,1.3294,1033.6,0.10312,6,7,0.42628,45,1
0.32884,0.095281,6920.2,5.8633,64.6,0.092233,4,6,0.4173,48,0.22748,0.091652,6601.9,1.3808,43.066,0.08745,4,6,0.41713,46,1
0.32719,0.095281,6918.3,5.7896,21.533,0.083237,4,7,0.45515,49,0.22584,0.091652,6600,1.3071,0,0.078453,4,7,0.45497,47,1
0.35162,0.10254,7212.6,5.7767,1378.1,0.096671,3,6,0.58154,42,0.25027,0.098911,6894.3,1.2942,1356.6,0.091888,3,6,0.58137,40,1
0.37599,0.1098,6894.5,5.7715,2734.7,0.07835,3,8,0.71393,50,0.27463,0.10617,6576.1,1.2891,2713.2,0.073566,3,8,0.71376,48,1
0.3723,0.11434,7650.2,5.7155,1378.1,0.09315,3,8,0.69488,50,0.27094,0.11071,7331.8,1.233,1356.6,0.088366,3,8,0.6947,48,1
0.36557,0.1225,7118,5.8544,2863.9,0.091469,4,7,0.60714,50,0.26421,0.11887,6799.6,1.3719,2842.4,0.086685,4,7,0.60697,48,1
0.36456,0.11887,7794.7,5.8576,1335.1,0.080895,3,7,0.55716,49,0.26321,0.11525,7476.4,1.3751,1313.5,0.076112,3,7,0.55698,47,1
0.33357,0.11797,6187.1,5.7904,2950,0.068303,6,4,0.83777,54,0.23221,0.11434,5868.8,1.3079,2928.5,0.06352,6,4,0.83759,52,1
0.31418,0.11706,5512.6,5.8038,2950,0.079145,4,5,0.78351,54,0.21282,0.11343,5194.3,1.3213,2928.5,0.074362,4,5,0.78334,52,1
0.31453,0.10617,6299.4,5.7297,21.533,0.055895,5,4,0.81222,53,0.21317,0.10254,5981.1,1.2472,0,0.051111,5,4,0.81205,51,1
0.31887,0.11162,5058.6,5.7166,2885.4,0.072653,3,4,0.78042,52,0.21751,0.10799,4740.3,1.2341,2863.9,0.06787,3,4,0.78025,50,1
0.32089,0.11162,4735.3,5.5979,2820.8,0.054024,7,4,1.0581,51,0.21954,0.10799,4417,1.1155,2799.3,0.04924,7,4,1.0579,49,1
0.30801,0.10708,5080.8,5.6585,2777.8,0.075721,5,8,1.1047,51,0.20665,0.10345,4762.4,1.176,2756.2,0.070937,5,8,1.1045,49,1
0.29294,0.10708,4565.1,5.5427,2734.7,0.056676,5,4,0.89612,49,0.19158,0.10345,4246.7,1.0602,2713.2,0.051892,5,4,0.89595,47,1
0.27929,0.098911,4327.4,5.4436,2993.1,0.043454,3,7,1.0254,55,0.17794,0.095281,4009.1,0.96116,2971.6,0.038671,3,7,1.0252,53,1
0.27588,0.10073,3920.1,5.5135,2971.6,0.039863,4,8,1.0053,55,0.17452,0.097096,3601.8,1.031,2950,0.035079,4,8,1.0051,53,1
0.27391,0.10708,3932.5,5.4756,2971.6,0.073922,4,4,0.9554,54,0.17255,0.10345,3614.1,0.99311,2950,0.069138,4,4,0.95523,52,1
0.28892,0.099819,4555,5.3669,43.066,0.063651,4,7,0.97526,54,0.18757,0.096189,4236.7,0.88443,21.533,0.058868,4,7,0.97509,52,1
0.29607,0.089837,4024.1,5.5233,2907,0.081623,3,8,0.90494,53,0.19471,0.086207,3705.8,1.0408,2885.4,0.07684,3,8,0.90476,51,1
0.27479,0.088929,3631.3,5.467,2885.4,0.054223,3,9,0.99977,53,0.17344,0.085299,3313,0.98456,2863.9,0.04944,3,9,0.9996,51,1
0.24357,0.088929,3828.6,5.4891,21.533,0.062365,3,7,0.93703,52,0.14222,0.085299,3510.2,1.0066,0,0.057582,3,7,0.93686,50,1
0.2354,0.085299,2966.3,5.4643,1421.2,0.074188,4,7,0.81075,52,0.13405,0.08167,2648,0.9818,1399.7,0.069404,4,7,0.81057,50,1
0.24905,0.083485,3101.6,5.4185,2799.3,0.046238,3,7,0.93493,51,0.1477,0.079855,2783.3,0.93606,2777.8,0.041455,3,7,0.93476,49,1
0.24211,0.085299,3367.8,5.5107,1421.2,0.05969,4,5,0.75724,35,0.14076,0.08167,3049.5,1.0282,1399.7,0.054906,4,5,0.75706,33,1
0.22117,0.093466,3215.8,5.4888,21.533,0.047803,3,7,0.90061,50,0.11981,0.089837,2897.5,1.0064,0,0.04302,3,7,0.90044,48,1
0.22793,0.095281,3605.5,5.4067,43.066,0.074548,3,7,0.89698,52,0.12657,0.091652,3287.1,0.92425,21.533,0.069765,3,7,0.89681,50,1
0.23547,0.083485,3186.2,5.4942,64.6,0.066352,3,8,0.74028,52,0.13412,0.079855,2867.9,1.0118,43.066,0.061568,3,8,0.7401,50,1
0.23415,0.08167,2959.9,5.4476,43.066,0.078717,3,8,0.66144,51,0.13279,0.07804,2641.6,0.96512,21.533,0.073934,3,8,0.66127,49,1
0.22347,0.084392,3439.1,5.408,21.533,0.083121,3,7,0.89911,50,0.12211,0.080762,3120.8,0.92548,0,0.078337,3,7,0.89894,48,1
0.21424,0.082577,2720.6,5.5538,1098.2,0.090328,3,7,0.79653,46,0.11289,0.078947,2402.3,1.0714,1076.7,0.085545,3,7,0.79636,44,1
0.22221,0.068058,2364.1,5.2871,1076.7,0.063386,2,6,0.83279,22,0.12085,0.064428,2045.7,0.80459,1055.1,0.058603,2,6,0.83262,20,1
0.20102,0.056261,2441.3,5.1087,1055.1,0.06912,2,6,0.93136,20,0.099668,0.052632,2123,0.62627,1033.6,0.064337,2,6,0.93119,18,1
0.16874,0.056261,1811.8,5.2239,1033.6,0.079773,3,6,1.0303,19,0.067381,0.052632,1493.4,0.74143,1012.1,0.074989,3,6,1.0301,17,1
0.16068,0.04265,1531.7,5.2366,990.53,0.065578,3,6,0.71768,18,0.059325,0.03902,1213.4,0.75414,968.99,0.060794,3,6,0.7175,16,1
0.15595,0.028131,1067.9,5.2809,64.6,0.025036,1,15,0.17656,19,0.054596,0.024501,749.54,0.79841,43.066,0.020252,1,15,0.17639,17,1
0.13285,0.029946,898.07,5.252,43.066,0.039379,1,13,0.073627,26,0.031494,0.026316,579.73,0.7695,21.533,0.034596,1,13,0.073453,24,1
0.1065,0.03902,936.91,5.1906,21.533,0.035391,1,13,0.30228,29,0.0051414,0.03539,618.57,0.70815,0,0.030608,1,13,0.3021,27,1
0.112,0.029946,594.18,5.4249,43.066,0.042205,1,13,0.2584,19,0.010643,0.026316,275.84,0.94246,21.533,0.037422,1,13,0.25822,17,1
0.12452,0.026316,949.47,5.1712,64.6,0.028876,2,13,0.28578,16,0.023167,0.022686,631.13,0.68877,43.066,0.024092,2,13,0.28561,14,1
0.12589,0.039927,1074.3,5.0334,21.533,0.033824,2,13,0.5924,16,0.024533,0.036298,755.99,0.55094,0,0.029041,2,13,0.59223,14,1
0.1345,0.036298,1026,5.2395,43.066,0.045044,2,13,0.39338,21,0.033143,0.032668,707.7,0.75701,21.533,0.040261,2,13,0.3932,19,1
0.14374,0.026316,954.61,5.2875,64.6,0.052749,1,13,0.23571,26,0.042383,0.022686,636.27,0.80502,43.066,0.047966,1,13,0.23554,24,1
0.14749,0.033575,1251.3,5.2532,64.6,0.075559,3,4,0.45303,15,0.046137,0.029946,932.95,0.7707,43.066,0.070776,3,4,0.45286,13,1
0.13407,0.045372,1297.1,5.2073,21.533,0.076421,3,5,0.76134,16,0.032714,0.041742,978.77,0.72478,0,0.071637,3,5,0.76117,14,1
0.13682,0.04265,1278.9,5.2695,43.066,0.081817,3,5,0.63708,23,0.03546,0.03902,960.59,0.78705,21.533,0.077034,3,5,0.6369,21,1
0.17293,0.04265,1275.3,5.284,64.6,0.098212,3,5,0.51104,22,0.071578,0.03902,956.99,0.80154,43.066,0.093428,3,5,0.51087,20,1
0.18055,0.050817,1685.3,5.147,43.066,0.089495,3,5,0.70635,16,0.07919,0.047187,1367,0.66452,21.533,0.084712,3,5,0.70617,14,1
0.15754,0.058076,1791.3,5.0692,21.533,0.090057,3,5,0.81959,19,0.056184,0.054446,1472.9,0.58675,0,0.085273,3,5,0.81942,17,1
0.15016,0.056261,1127.4,5.3454,839.79,0.076855,3,5,0.65437,24,0.048803,0.052632,809.09,0.86297,818.26,0.072072,3,5,0.6542,22,1
0.16016,0.048094,1373.2,5.1207,861.33,0.081239,3,5,0.72032,20,0.0588,0.044465,1054.9,0.63822,839.79,0.076456,3,5,0.72014,18,1
0.15764,0.040835,1427.8,4.947,64.6,0.056244,3,5,0.3677,70,0.056286,0.037205,1109.5,0.46451,43.066,0.051461,3,5,0.36753,68,1
0.16869,0.027223,1593.5,4.8656,21.533,0.064908,4,5,0.26878,47,0.067334,0.023593,1275.1,0.38311,0,0.060124,4,5,0.26861,45,1
0.1543,0.040835,915.87,5.111,64.6,0.055982,4,5,0.15211,58,0.052943,0.037205,597.53,0.62853,43.066,0.051199,4,5,0.15193,56,1
0.11646,0.048094,552.55,5.3643,64.6,0.055303,4,5,0.22171,49,0.015107,0.044465,234.21,0.88185,43.066,0.05052,4,5,0.22154,47,1
0.13883,0.023593,1170.5,4.8419,21.533,0.046229,2,12,0.08371,42,0.037477,0.019964,852.2,0.35945,0,0.041445,2,12,0.083536,40,1
0.18155,0.011797,1267.1,4.7,43.066,0.042544,2,13,0.020131,23,0.080194,0.008167,948.75,0.21756,21.533,0.03776,2,13,0.019957,21,1
0.15351,0.04265,843.68,5.0771,21.533,0.049667,3,12,0.12503,49,0.052155,0.03902,525.34,0.59462,0,0.044884,3,12,0.12486,47,1
0.098622,0.052632,350.3,5.4442,21.533,0.028896,3,12,0.42312,68,0,0.049002,31.959,0.96171,0,0.024113,3,12,0.42294,66,1
0.13315,0.027223,1100.6,4.8271,21.533,0.044725,4,5,0.2481,60,0.034524,0.023593,782.23,0.34464,0,0.039942,4,5,0.24792,58,1
0.1438,0.037205,831.89,4.9891,64.6,0.041844,4,5,0.0979,29,0.045183,0.033575,513.55,0.50662,43.066,0.037061,4,5,0.097726,27,1
0.14142,0.03902,618.87,5.234,64.6,0.038969,4,5,0.10442,40,0.042797,0.03539,300.53,0.75152,43.066,0.034186,4,5,0.10424,38,1
0.14893,0.029946,891.66,5.1223,64.6,0.048494,4,5,0.13026,50,0.050306,0.026316,573.32,0.63982,43.066,0.043711,4,5,0.13009,48,1
0.15377,0.039927,1486.7,4.751,21.533,0.052726,4,5,0.32607,45,0.055145,0.036298,1168.4,0.26851,0,0.047943,4,5,0.3259,43,1
0.14603,0.037205,858.27,5.0737,64.6,0.046559,4,5,0.2776,32,0.047405,0.033575,539.93,0.59126,43.066,0.041776,4,5,0.27742,30,1
0.13453,0.029946,703.96,5.1978,64.6,0.035195,4,3,0.39784,13,0.03591,0.026316,385.62,0.71533,43.066,0.030411,4,3,0.39767,11,1
0.12948,0.032668,1091.4,4.8966,21.533,0.02134,1,20,0.61887,11,0.030859,0.029038,773.1,0.41415,0,0.016556,1,20,0.6187,9,1
0.11838,0.03902,839.31,5.062,43.066,0.012515,1,9,0.54496,11,0.019762,0.03539,520.97,0.57954,21.533,0.0077319,1,9,0.54478,9,1
0.12336,0.033575,661.43,5.2126,64.6,0.022898,2,19,0.39835,11,0.02474,0.029946,343.09,0.73014,43.066,0.018114,2,19,0.39817,9,1
0.14063,0.025408,675.97,5.2541,64.6,0.020197,2,19,0.1472,13,0.042003,0.021779,357.63,0.77161,43.066,0.015414,2,19,0.14703,11,1
0.14022,0.025408,1011.3,4.9883,64.6,0.0080139,0,0,0.18501,13,0.041601,0.021779,693.01,0.50584,43.066,0.0032305,0,0,0.18484,11,1
0.12484,0.018149,1051.6,4.9265,21.533,0.018937,1,19,0.31625,14,0.026222,0.014519,733.29,0.44398,0,0.014154,1,19,0.31608,12,1
0.12636,0.008167,561.07,5.3091,43.066,0.008916,0,0,0.057294,14,0.027737,0.0045372,242.73,0.82663,21.533,0.0041326,0,0,0.05712,12,1
0.14088,0.0045372,683.17,5.0949,64.6,0.0053908,0,0,0.0005171,2,0.042263,0.00090744,364.83,0.6124,43.066,0.00060742,0,0,0.00034305,0,1
0.13137,0.0054446,931.53,4.7788,21.533,0.01054,1,18,0.089418,9,0.032752,0.0018149,613.19,0.29634,0,0.0057571,1,18,0.089244,7,1
0.12234,0.0054446,759.71,4.7655,43.066,0.0064876,0,0,0.00020154,2,0.023722,0.0018149,441.37,0.28308,21.533,0.0017042,0,0,2.749e-05,0,0
0.11128,0.0045372,243.29,5.3123,64.6,0.007242,0,0,0.01071,11,0.012662,0.00090744,0,0.82979,43.066,0.0024586,0,0,0.010535,9,0
0.10517,0.032668,169.27,5.3754,64.6,0.0068763,0,0,0.0067156,14,0.0065451,0.029038,0,0.89289,43.066,0.0020929,0,0,0.0065416,12,0
0.10253,0.03902,455.91,4.9347,21.533,0.0062846,0,0,0.055113,27,0.0039066,0.03539,286.64,0.45225,0,0.0015012,0,0,0.054939,25,0
0.11243,0.010889,622.53,4.7716,21.533,0.0071172,0,0,0.058457,22,0.013807,0.0072595,453.26,0.28913,0,0.0023338,0,0,0.058283,20,0
0.14474,0.0027223,562.12,4.8336,64.6,0.0076563,0,0,0.00021437,1,0.046119,0,392.85,0.35117,43.066,0.0028729,0,0,4.032e-05,0,0
0.14404,0.00090744,649.17,4.5322,43.066,0.010445,1,7,0,1,0.045419,0,479.9,0.049775,21.533,0.0056618,1,7,0,0,0
0.10268,0.015426,641.13,4.7585,21.533,0.0081797,0,0,0.036749,5,0.0040628,0.014519,471.85,0.27598,0,0.0033963,0,0,0.036749,4,0
0.085444,0.021779,277.04,5.1987,21.533,0.0079779,0,0,0.081752,10,0,0.020871,107.77,0.71623,0,0.0031945,0,0,0.081752,9,0
0.12613,0.014519,327.59,5.0141,64.6,0.007049,0,0,3.4215e-05,1,0.040683,0.013612,158.32,0.53162,43.066,0.0022656,0,0,3.4215e-05,0,0
0.12175,0.026316,657.43,4.7714,43.066,0.0051135,0,0,0.00025411,2,0.036301,0.025408,488.16,0.28896,21.533,0.00033013,0,0,0.00025411,1,0
0.094191,0.024501,543.02,4.6547,21.533,0.006529,0,0,0.0029851,11,0.008747,0.023593,373.75,0.17218,0,0.0017456,0,0,0.0029851,10,0
0.1233,0.0063521,351.21,4.9765,43.066,0.0056207,0,0,0.020577,11,0.037858,0.0054446,181.93,0.49405,21.533,0.0008373,0,0,0.020577,10,0
0.13983,0.00090744,505.1,4.713,64.6,0.0055217,0,0,5.8256e-05,4,0.054382,0,335.83,0.23057,43.066,0.00073832,0,0,5.8256e-05,3,0
0.11501,0.0036298,738.33,4.4863,43.066,0.0063136,0,0,0.004882,6,0.029565,0.0027223,569.06,0.0037969,21.533,0.0015302,0,0,0.004882,5,0
0.10163,0.0036298,435.07,4.7714,21.533,0.0056831,0,0,0.036367,16,0.016186,0.0027223,265.8,0.28888,0,0.00089974,0,0,0.036367,15,0
0.11044,0.026316,501.02,4.8315,64.6,0.0055781,0,0,0.00012136,2,0.024996,0.025408,331.75,0.34905,43.066,0.00079467,0,0,0.00012136,1,0
0.10249,0.055354,273.59,5.4019,43.066,0.01037,1,13,0.13266,12,0.017046,0.054446,104.32,0.91942,21.533,0.0055862,1,13,0.13266,11,0
0.11722,0.037205,919.05,4.8425,43.066,0.014323,1,13,0.050873,18,0.031774,0.036298,749.78,0.36007,21.533,0.0095391,1,13,0.050873,17,0
0.12765,0.014519,789.13,4.7358,21.533,0.0065413,0,0,0.1836,13,0.042208,0.013612,619.86,0.25334,0,0.0017579,0,0,0.1836,12,0
0.10861,0.017241,317.65,5.0201,43.066,0.0058716,0,0,0.00024791,3,0.023164,0.016334,148.38,0.53758,21.533,0.0010882,0,0,0.00024791,2,0
0.10686,0.015426,292.96,5.0854,43.066,0.005139,0,0,0.085993,5,0.021414,0.014519,123.69,0.60296,21.533,0.00035561,0,0,0.085993,4,0
0.11669,0.014519,732.08,4.7182,21.533,0.0081529,0,0,0.12597,11,0.031243,0.013612,562.81,0.23575,0,0.0033695,0,0,0.12597,10,0
0.11076,0.023593,625.53,4.7466,21.533,0.0078696,0,0,0,1,0.025318,0.022686,456.26,0.26417,0,0.0030862,0,0,0,0,0
0.13111,0.013612,393.61,5.0363,64.6,0.0064097,0,0,2.467e-05,1,0.045667,0.012704,224.34,0.55381,43.066,0.0016263,0,0,2.467e-05,0,0
0.14279,0.00090744,580.89,4.7145,64.6,0.0067896,0,0,4.3989e-05,3,0.05735,0,411.61,0.23205,43.066,0.0020061,0,0,4.3989e-05,2,0
0.10877,0.027223,565.45,4.7217,21.533,0.0083842,0,0,0.016461,7,0.023323,0.026316,396.18,0.23922,0,0.0036008,0,0,0.016461,6,0
0.099039,0.034483,567.33,4.6799,21.533,0.0039614,0,0,0.1858,11,0.013595,0.033575,398.06,0.19739,0,0,0,0,0.1858,10,0
0.13142,0.008167,270.7,5.0529,64.6,0.0063752,0,0,0.0056468,13,0.045971,0.0072595,101.43,0.57041,43.066,0.0024138,0,0,0.0056468,12,0
0.11761,0.023593,693.64,4.6283,64.6,0.0053879,0,0,0.0088173,11,0.032166,0.022686,524.37,0.14578,43.066,0.0014265,0,0,0.0088173,10,0
0.10526,0.046279,729.09,4.5595,21.533,0.0099864,0,0,0.4111,9,0.019813,0.045372,559.81,0.076989,0,0.006025,0,0,0.4111,8,0
0.12826,0.022686,528.69,4.6199,64.6,0.0073281,0,0,0.044177,10,0.042818,0.021779,359.41,0.13747,43.066,0.0033667,0,0,0.044177,9,0
0.11467,0.0099819,353.96,4.9454,64.6,0.0086977,0,0,0.0096791,9,0.029224,0.0090744,184.69,0.46296,43.066,0.0047363,0,0,0.0096791,8,0
0.083326,0.034483,566.53,4.8642,21.533,0.0046971,0,0,0.12237,21,0,0.033575,397.25,0.38174,0,0.00073571,0,0,0.12237,20,0
0.091941,0.027223,444.23,5.0776,21.533,0.010755,2,13,0.088633,28,0.0086143,0.026316,274.96,0.59516,0,0.0067937,2,13,0.088633,27,0
0.14413,0.0099819,705.59,4.885,64.6,0.010422,1,13,0.051996,21,0.060802,0.0090744,536.32,0.40253,43.066,0.006461,1,13,0.051996,20,0
0.14347,0.016334,699.32,4.9079,64.6,0.015046,1,17,0.16164,6,0.06014,0.015426,530.05,0.42541,43.066,0.011085,1,17,0.16164,5,0
0.12147,0.016334,753.18,4.9934,21.533,0.017291,1,18,0.25221,13,0.038142,0.015426,583.9,0.51098,0,0.01333,1,18,0.25221,12,0
0.10829,0.020871,738.47,5.0144,43.066,0.018936,1,17,0.12031,19,0.024968,0.019964,569.19,0.5319,21.533,0.014975,1,17,0.12031,18,0
0.087036,0.028131,70.13,5.6715,64.6,0.020701,1,15,0.048036,24,0.0037097,0.027223,0,1.189,43.066,0.01674,1,15,0.048036,23,0
0.096095,0.015426,466.28,5.1229,64.6,0.016083,1,14,0.0099408,17,0.012769,0.014519,396.15,0.64043,43.066,0.012122,1,14,0.0099408,16,0
0.096078,0.018149,681.45,4.9141,21.533,0.010117,1,18,0.074076,14,0.012752,0.017241,611.32,0.43166,0,0.006156,1,18,0.074076,13,0
0.096778,0.032668,312.68,5.2935,64.6,0.01258,1,27,0.13269,14,0.013452,0.03176,242.55,0.81106,43.066,0.0086181,1,27,0.13269,13,0
0.10039,0.053539,67.091,5.7337,64.6,0.01312,2,14,0.0013113,6,0.017065,0.052632,0,1.2512,43.066,0.0091586,2,14,0.0013113,5,0
0.099967,0.044465,523.74,5.01,43.066,0.013708,1,18,0.0079042,11,0.016641,0.043557,456.65,0.52749,21.533,0.0097469,1,18,0.0079042,10,0
0.10168,0.036298,569.38,4.7334,21.533,0.006427,0,0,0.0051641,13,0.018355,0.03539,502.29,0.25092,0,0.0024656,0,0,0.0051641,12,0
0.10106,0.029946,178.16,5.2459,43.066,0.0089343,0,0,0.00013705,5,0.01773,0.029038,111.06,0.76344,21.533,0.0049729,0,0,0.00013705,4,0
0.11099,0.011797,211.12,5.1639,64.6,0.0066259,0,0,0.0013095,11,0.027668,0.010889,144.03,0.68145,43.066,0.0026645,0,0,0.0013095,10,0
0.12261,0.014519,772.24,4.6818,21.533,0.0071067,0,0,0.017652,23,0.039288,0.013612,705.15,0.19933,0,0.0031453,0,0,0.017652,22,0
0.11348,0.019056,694.1,4.6993,21.533,0.012542,1,17,0.02478,9,0.030153,0.018149,627.01,0.21687,0,0.0085808,1,17,0.02478,8,0
0.12299,0.017241,413.85,5.2762,64.6,0.010588,1,18,0.039352,11,0.039668,0.016334,346.76,0.79377,43.066,0.0066266,1,18,0.039352,10,0
0.14933,0.014519,793.31,4.9847,64.6,0.012536,1,17,0.20035,8,0.066007,0.013612,726.22,0.50221,43.066,0.0085749,1,17,0.20035,7,0
0.14174,0.023593,1482.8,4.3766,21.533,0.005552,0,0,0.1093,8,0.058418,0.022686,1415.7,0,0,0.0015906,0,0,0.1093,7,0
0.13849,0.013612,919.05,4.4141,21.533,0.0074845,0,0,0.27122,9,0.055166,0.012704,851.96,0.037515,0,0.0035232,0,0,0.27122,8,0
0.13966,0.0063521,276.18,5.0356,64.6,0.005456,0,0,0.0068529,1,0.056337,0.0054446,209.09,0.65904,43.066,0.0014946,0,0,0.0068529,0,0
0.12518,0.021779,508.78,4.6458,43.066,0.0065113,0,0,3.2715e-05,3,0.041855,0.020871,441.68,0.2692,21.533,0.0025499,0,0,3.2715e-05,2,0
0.13634,0.029038,1074,4.3268,21.533,0.0056261,0,0,0.10748,10,0.053013,0.028131,1006.9,0,0,0.0016648,0,0,0.10748,9,0
0.1315,0.039927,659.02,4.7072,43.066,0.0055249,0,0,0.087347,8,0.048176,0.03902,591.93,0.3804,21.533,0.0015635,0,0,0.087347,7,0
0.10053,0.064428,275.28,5.3143,64.6,0.021294,1,13,0.013171,26,0.017204,0.063521,208.19,0.98754,43.066,0.017333,1,13,0.013171,25,0
0.096151,0.051724,80.139,5.4929,43.066,0.0068804,0,0,0.1664,19,0.012824,0.050817,13.048,1.1661,21.533,0.002919,0,0,0.1664,18,0
0.10521,0.027223,749.55,4.5983,43.066,0.0098192,0,0,0.062523,2,0.021881,0.026316,682.46,0.27148,21.533,0.0058578,0,0,0.062523,1,0
0.11123,0.013612,588.53,4.6752,43.066,0.013493,1,13,4.1751e-05,1,0.0279,0.012704,521.44,0.34837,21.533,0.0095312,1,13,4.1751e-05,0,0
0.12395,0.012704,301.82,5.0936,64.6,0.0040818,0,0,0.00012195,5,0.040619,0.011797,234.73,0.76683,43.066,0.00012038,0,0,0.00012195,4,0
0.10542,0.033575,396.25,4.9843,21.533,0.015288,1,13,0.13172,16,0.022091,0.032668,329.16,0.65747,0,0.011326,1,13,0.13172,15,0
0.10353,0.041742,739.44,4.6001,43.066,0.010864,1,13,0.0080797,12,0.0202,0.040835,672.35,0.27329,21.533,0.0069029,1,13,0.0080797,11,0
0.12025,0.027223,483.95,4.9077,64.6,0.016723,1,13,0.0080585,21,0.036924,0.026316,416.86,0.5809,43.066,0.012762,1,13,0.0080585,20,0
0.10003,0.029946,80.167,5.5357,43.066,0.012898,1,14,0.0020524,29,0.016708,0.029038,13.076,1.2089,21.533,0.0089363,1,14,0.0020524,28,0
0.067647,0.076225,323.44,5.198,21.533,0.013397,1,13,0.15275,37,0,0.075318,256.35,0.87124,0,0.009436,1,13,0.15275,36,0
0.078643,0.057169,371.77,5.0402,21.533,0.01067,1,5,0.051672,30,0.010997,0.056261,304.68,0.71344,0,0.0067087,1,5,0.051672,29,0
