@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.089106,0.039927,630.98,4.1359,21.533,0.0060546,0,0,0.010899,14,0.037346,0.037205,617.23,0,0,0.0031919,0,0,0.010899,13,0
0.094193,0.037205,497.19,4.3972,21.533,0.0042707,0,0,0.27155,8,0.042433,0.034483,483.44,0.26135,0,0.001408,0,0,0.27155,7,0
0.094715,0.011797,96.045,5.0333,64.6,0.0036352,0,0,0.0068087,1,0.042955,0.0090744,82.294,0.89743,43.066,0.00077255,0,0,0.0068087,0,0
0.085177,0.019964,249.87,4.6171,43.066,0.0040838,0,0,4.8853e-05,5,0.033417,0.017241,236.12,0.4812,21.533,0.0012212,0,0,4.8853e-05,4,0
0.095361,0.033575,582.05,4.5762,21.533,0.0064194,0,0,0.10048,26,0.043601,0.030853,568.3,0.44033,0,0.0035568,0,0,0.10048,25,0
0.11436,0.080762,939.27,5.6952,43.066,0.077547,4,3,0.37163,83,0.062596,0.07804,925.52,1.5594,21.533,0.074684,4,3,0.37163,82,1
0.13122,0.14791,1421.1,5.665,882.86,0.12226,5,4,0.92555,75,0.079459,0.14519,1407.4,1.5291,861.33,0.1194,5,4,0.92555,74,1
0.14058,0.16334,1517.5,5.5571,904.39,0.10661,5,4,0.90028,72,0.088817,0.16062,1503.7,1.4213,882.86,0.10375,5,4,0.90028,71,1
0.14242,0.13158,1888,5.6003,43.066,0.12091,5,4,0.75478,50,0.09066,0.12886,1874.2,1.4644,21.533,0.11805,5,4,0.75478,49,1
0.14586,0.095281,1536.9,5.2071,947.46,0.061759,5,3,1.0224,35,0.094103,0.092559,1523.2,1.0713,925.93,0.058897,5,3,1.0224,34,1
0.1519,0.072595,1379.2,5.2778,947.46,0.054157,5,3,0.90796,46,0.10014,0.069873,1365.4,1.142,925.93,0.051294,5,3,0.90796,45,1
0.15873,0.08167,1658.5,5.3025,1399.7,0.063626,5,3,1.1028,46,0.10697,0.078947,1644.7,1.1666,1378.1,0.060764,5,3,1.1028,45,1
0.19877,0.10163,2424.6,5.2006,1399.7,0.075382,4,3,1.2054,44,0.14701,0.098911,2410.8,1.0647,1378.1,0.07252,4,3,1.2054,43,1
0.24332,0.10889,2889.7,5.1213,3186.9,0.081565,5,3,1.2376,56,0.19156,0.10617,2876,0.98544,3165.4,0.078702,5,3,1.2376,55,1
0.2507,0.12069,2861.8,5.092,3186.9,0.085099,4,3,1.3404,57,0.19894,0.11797,2848.1,0.95616,3165.4,0.082236,4,3,1.3404,56,1
0.25843,0.12523,3091.3,5.0647,3208.4,0.0876,5,3,1.4004,58,0.20667,0.1225,3077.6,0.92879,3186.9,0.084737,5,3,1.4004,57,1
0.2805,0.12613,3478.5,5.0467,3208.4,0.090981,6,3,1.3949,58,0.22874,0.12341,3464.8,0.9108,3186.9,0.088118,6,3,1.3949,57,1
0.29639,0.12704,3603.1,5.0753,3208.4,0.098037,5,5,1.3202,58,0.24463,0.12432,3589.3,0.93946,3186.9,0.095174,5,5,1.3202,57,1
0.31243,0.12523,4022.5,5.1473,3230,0.10714,6,5,1.3194,59,0.26067,0.1225,4008.8,1.0114,3208.4,0.10428,6,5,1.3194,58,1
0.31937,0.12432,4186.3,5.1832,3251.5,0.093367,6,5,1.359,59,0.26761,0.1216,4172.5,1.0473,3230,0.090504,6,5,1.359,58,1
0.31111,0.1343,4354.1,5.2088,3230,0.096653,5,2,1.3257,59,0.25935,0.13158,4340.3,1.0729,3208.4,0.09379,5,2,1.3257,58,1
0.29341,0.12069,4303.6,5.4125,3208.4,0.11229,6,2,1.2295,52,0.24165,0.11797,4289.9,1.2766,3186.9,0.10943,6,2,1.2295,51,1
0.26667,0.10889,3548.6,5.4385,1378.1,0.095771,5,9,1.171,42,0.21491,0.10617,3534.8,1.3026,1356.6,0.092908,5,9,1.171,41,1
0.22968,0.11887,2985.8,5.6186,1378.1,0.092631,6,5,1.17,41,0.17792,0.11615,2972,1.4828,1356.6,0.089768,6,5,1.17,40,1
0.20096,0.1216,2873.4,5.9652,1356.6,0.11162,6,5,1.0264,44,0.1492,0.11887,2859.6,1.8293,1335.1,0.10876,6,5,1.0264,43,1
0.18901,0.11887,2669.9,6.0563,64.6,0.10157,6,5,0.6262,69,0.13725,0.11615,2656.2,1.9205,43.066,0.098705,6,5,0.6262,68,1
0.18001,0.13975,2534.1,6.0638,3402.2,0.087762,6,5,0.70558,62,0.12825,0.13702,2520.4,1.928,3380.7,0.084899,6,5,0.70558,61,1
0.17481,0.15971,2630.6,5.9399,21.533,0.086723,5,5,0.72357,68,0.12305,0.15699,2616.9,1.804,0,0.083861,5,5,0.72357,67,1
0.17986,0.14065,2662.5,6.02,43.066,0.094508,5,6,0.72646,65,0.1281,0.13793,2648.8,1.8842,21.533,0.091645,5,6,0.72646,64,1
0.19889,0.13975,2608.2,5.9951,1356.6,0.083604,6,5,0.85311,57,0.14713,0.13702,2594.5,1.8592,1335.1,0.080741,6,5,0.85311,56,1
0.20737,0.13249,3134.9,5.957,1378.1,0.092288,6,5,0.91499,52,0.15561,0.12976,3121.2,1.8211,1356.6,0.089425,6,5,0.91499,51,1
0.19819,0.11615,3033.4,5.9799,1399.7,0.08802,4,9,0.85556,50,0.14643,0.11343,3019.6,1.8441,1378.1,0.085157,4,9,0.85556,49,1
0.20053,0.10345,2739.1,6.0327,1464.3,0.085725,7,6,0.71379,47,0.14877,0.10073,2725.3,1.8969,1442.7,0.082862,7,6,0.71379,46,1
0.21862,0.10163,2681,5.7387,1485.8,0.058038,5,9,0.95294,38,0.16686,0.098911,2667.2,1.6028,1464.3,0.055175,5,9,0.95294,37,1
0.23067,0.10799,2804.1,5.7435,1507.3,0.055039,8,3,1.0685,48,0.17891,0.10526,2790.3,1.6076,1485.8,0.052176,8,3,1.0685,47,1
0.25051,0.10345,4170.2,5.8006,1507.3,0.070213,6,5,0.85231,32,0.19875,0.10073,4156.5,1.6648,1485.8,0.06735,6,5,0.85231,31,1
0.27046,0.10163,4998.6,5.828,1507.3,0.094353,3,13,0.68424,35,0.2187,0.098911,4984.8,1.6921,1485.8,0.09149,3,13,0.68424,34,1
0.26585,0.098911,4262.7,5.7689,1485.8,0.091081,4,6,0.9048,45,0.21409,0.096189,4248.9,1.633,1464.3,0.088218,4,6,0.9048,44,1
0.25918,0.11252,3613,5.6682,1485.8,0.094974,5,6,0.98734,45,0.20742,0.1098,3599.2,1.5323,1464.3,0.092111,5,6,0.98734,44,1
0.27316,0.11252,3777.7,5.6351,1464.3,0.08535,5,6,1.0806,44,0.2214,0.1098,3764,1.4992,1442.7,0.082487,5,6,1.0806,43,1
0.2836,0.10708,3746.1,5.5737,1442.7,0.084665,7,10,1.0724,35,0.23184,0.10436,3732.4,1.4378,1421.2,0.081802,7,10,1.0724,34,1
0.27367,0.10254,3689.4,5.6336,1421.2,0.059015,4,6,1.1401,34,0.22191,0.099819,3675.7,1.4977,1399.7,0.056152,4,6,1.1401,33,1
0.24596,0.083485,3310.9,5.5185,1399.7,0.046004,5,6,1.1686,29,0.1942,0.080762,3297.1,1.3826,1378.1,0.043141,5,6,1.1686,28,1
0.18953,0.07804,1957.6,5.7394,1399.7,0.050926,4,9,0.95548,25,0.13777,0.075318,1943.9,1.6035,1378.1,0.048063,4,9,0.95548,24,1
0.15029,0.073503,1764.3,5.8808,925.93,0.029352,6,6,0.67018,28,0.098528,0.07078,1750.5,1.7449,904.39,0.026489,6,6,0.67018,27,1
0.15383,0.079855,2012,5.8117,43.066,0.065687,3,10,0.50539,27,0.10207,0.077132,1998.2,1.6759,21.533,0.062824,3,10,0.50539,26,1
0.17621,0.096189,2597,5.7788,21.533,0.064895,3,13,0.29576,43,0.12445,0.093466,2583.3,1.643,0,0.062032,3,13,0.29576,42,1
0.17875,0.088022,2355.1,5.6759,64.6,0.061843,4,11,0.3544,48,0.12699,0.085299,2341.3,1.5401,43.066,0.05898,4,11,0.3544,47,1
0.13502,0.069873,937.77,5.8681,64.6,0.053888,5,11,0.36215,40,0.083256,0.067151,924.02,1.7322,43.066,0.051026,5,11,0.36215,39,1
0.10234,0.040835,586.43,5.7118,21.533,0.032609,2,11,0.17984,49,0.05058,0.038113,572.68,1.576,0,0.029746,2,11,0.17984,48,1
0.088738,0.024501,334.22,5.4901,21.533,0.010303,1,2,0.012763,39,0.036978,0.021779,320.47,1.3543,0,0.0074408,1,2,0.012763,38,1
0.088328,0.018149,134.53,5.7818,43.066,0.021953,2,2,0.0032877,45,0.036568,0.015426,120.78,1.6459,21.533,0.019091,2,2,0.0032877,44,1
0.098198,0.0063521,274.24,5.6091,64.6,0.012795,2,13,0.0024252,33,0.046438,0.0036298,260.49,1.4733,43.066,0.0099324,2,13,0.0024252,32,1
0.085488,0.036298,341.63,5.7329,21.533,0.036759,5,4,0.062216,112,0.033728,0.033575,327.88,1.597,0,0.033897,5,4,0.062216,111,1
0.07696,0.044465,292.72,5.7583,21.533,0.025801,4,3,0.015263,96,0.0252,0.041742,278.97,1.6224,0,0.022938,4,3,0.015263,95,1
0.11306,0.017241,327.97,5.5364,64.6,0.015305,1,14,0.0023073,12,0.061301,0.014519,314.22,1.4006,43.066,0.012442,1,14,0.0023073,11,1
0.1268,0.008167,315.97,5.4293,64.6,0.019411,1,27,0.00068111,10,0.075041,0.0054446,302.22,1.2935,43.066,0.016548,1,27,0.00068111,9,1
0.09318,0.072595,470.68,5.4258,21.533,0.013921,1,7,0.011827,46,0.04142,0.069873,456.93,1.2899,0,0.011059,1,7,0.011827,45,1
0.066977,0.11615,9.2489,6.2107,43.066,0.021981,3,6,0.049696,126,0.015217,0.11343,0,2.0749,21.533,0.019118,3,6,0.049696,125,0
0.088232,0.069873,264.87,6.047,64.6,0.022457,4,2,0.041796,105,0.036472,0.067151,255.62,1.9112,43.066,0.019594,4,2,0.041796,104,0
0.087749,0.055354,280.97,6.0149,64.6,0.017142,3,5,0.011771,86,0.035989,0.052632,271.72,1.8791,43.066,0.01428,3,5,0.011771,85,0
0.068733,0.07078,216.82,6.0258,21.533,0.021139,3,6,0.093567,117,0.016973,0.068058,207.58,1.89,0,0.018276,3,6,0.093567,116,0
0.077871,0.083485,442.5,5.8386,21.533,0.022987,3,2,0.11064,93,0.026111,0.080762,433.25,1.7027,0,0.020124,3,2,0.11064,92,0
0.11195,0.053539,358.05,5.8844,64.6,0.015742,1,26,0.022087,57,0.06019,0.050817,348.8,1.7485,43.066,0.01288,1,26,0.022087,56,0
0.10971,0.025408,533.8,5.596,43.066,0.013502,2,11,0.010123,38,0.057949,0.022686,524.56,1.4602,21.533,0.010639,2,11,0.010123,37,0
0.080144,0.045372,414.86,5.6137,21.533,0.012808,2,9,0.1489,60,0.028384,0.04265,405.61,1.4779,0,0.009945,2,9,0.1489,59,0
0.098595,0.030853,407.64,5.5613,43.066,0.010517,1,28,0.030926,33,0.046835,0.028131,398.39,1.4255,21.533,0.0076545,1,28,0.030926,32,0
0.11285,0.0045372,341.42,5.4537,64.6,0.015012,1,22,0.006939,15,0.061093,0.0018149,332.17,1.3178,43.066,0.012149,1,22,0.006939,14,0
0.092896,0.008167,249.74,5.4317,43.066,0.0073782,0,0,0.0013425,16,0.041137,0.0054446,240.49,1.2958,21.533,0.0045155,0,0,0.0013425,15,0
0.067677,0.032668,257.14,5.2713,21.533,0.0068852,0,0,0.036875,24,0.015917,0.029946,247.89,1.1355,0,0.0040225,0,0,0.036875,23,0
0.070698,0.029946,147.64,5.3761,21.533,0.0054322,0,0,0.050815,18,0.018939,0.027223,138.39,1.2402,0,0.0025696,0,0,0.050815,17,0
0.079839,0.026316,134.42,5.5941,64.6,0.025081,2,18,0.040242,34,0.028079,0.023593,125.17,1.4583,43.066,0.022218,2,18,0.040242,33,1
0.095258,0.059891,628.97,5.7058,21.533,0.057088,6,3,0.27025,81,0.043498,0.057169,619.72,1.57,0,0.054225,6,3,0.27025,80,1
0.13033,0.072595,1250.5,5.5382,43.066,0.097173,4,4,0.54517,31,0.07857,0.069873,1241.3,1.4024,21.533,0.09431,4,4,0.54517,30,1
0.14751,0.064428,1407.4,5.5244,925.93,0.083584,4,4,0.66297,21,0.095751,0.061706,1398.2,1.3886,904.39,0.080722,4,4,0.66297,20,1
0.14504,0.056261,1217.8,5.0499,947.46,0.033464,4,4,1.162,17,0.09328,0.053539,1208.6,0.914,925.93,0.030601,4,4,1.162,16,1
0.14709,0.055354,1000.2,5.1539,947.46,0.039737,4,3,1.162,17,0.095331,0.052632,991,1.0181,925.93,0.036874,4,3,1.162,16,1
0.13399,0.057169,1223.6,5.0647,947.46,0.043005,5,3,1.2154,17,0.082225,0.054446,1214.4,0.92886,925.93,0.040142,5,3,1.2154,16,1
0.12095,0.055354,858.94,5.1944,947.46,0.03848,5,4,1.1375,18,0.069187,0.052632,849.69,1.0585,925.93,0.035617,5,4,1.1375,17,1
0.13411,0.060799,944.08,5.2778,947.46,0.052311,4,3,0.80644,20,0.082347,0.058076,934.83,1.142,925.93,0.049448,4,3,0.80644,19,1
0.13764,0.075318,1277.2,5.1532,21.533,0.062561,4,3,0.79429,48,0.085883,0.072595,1268,1.0173,0,0.059698,4,3,0.79429,47,1
0.14371,0.07441,1496.6,5.2005,43.066,0.058431,5,3,0.79358,71,0.091948,0.071688,1487.4,1.0647,21.533,0.055568,5,3,0.79358,70,1
0.1464,0.077132,1204.4,5.3441,925.93,0.054131,6,3,0.84995,73,0.094643,0.07441,1195.1,1.2082,904.39,0.051268,6,3,0.84995,72,1
0.15632,0.097096,1606.7,5.3374,1378.1,0.065469,5,3,1.166,49,0.10456,0.094374,1597.4,1.2016,1356.6,0.062606,5,3,1.166,48,1
0.20098,0.10708,2481.4,5.221,21.533,0.079241,6,3,1.2478,51,0.14922,0.10436,2472.1,1.0852,0,0.076378,6,3,1.2478,50,1
0.24344,0.11434,2840.8,5.2704,2734.7,0.092298,5,3,1.2252,66,0.19168,0.11162,2831.6,1.1345,2713.2,0.089436,5,3,1.2252,65,1
0.29175,0.11162,3593.5,5.2724,2734.7,0.096452,7,3,1.3037,50,0.23999,0.10889,3584.2,1.1365,2713.2,0.09359,7,3,1.3037,49,1
0.31152,0.10708,4595,5.3514,2713.2,0.077489,7,3,1.3309,49,0.25976,0.10436,4585.8,1.2155,2691.7,0.074626,7,3,1.3309,48,1
0.29423,0.11615,4087.9,5.6407,2670.1,0.068373,5,2,1.2928,48,0.24247,0.11343,4078.6,1.5048,2648.6,0.06551,5,2,1.2928,47,1
0.27567,0.10254,4208.3,5.5988,2648.6,0.066634,6,2,1.1433,48,0.22392,0.099819,4199.1,1.463,2627.1,0.063772,6,2,1.1433,47,1
0.22367,0.1098,2890.7,5.8119,1335.1,0.073305,7,2,0.83308,55,0.17191,0.10708,2881.4,1.6761,1313.5,0.070442,7,2,0.83308,54,1
0.16958,0.13249,2516.7,5.9869,21.533,0.086006,6,2,0.93496,60,0.11782,0.12976,2507.5,1.851,0,0.083144,6,2,0.93496,59,1
0.17353,0.1343,2128.9,6.0052,2562.5,0.075543,5,5,0.92831,55,0.12177,0.13158,2119.7,1.8693,2540.9,0.07268,5,5,0.92831,54,1
0.20581,0.12341,2764.9,5.9153,2605.5,0.082051,5,5,0.98638,57,0.15405,0.12069,2755.7,1.7794,2584,0.079188,5,5,0.98638,56,1
0.24224,0.1225,3840.2,5.9639,3079.2,0.11947,6,5,0.96294,56,0.19048,0.11978,3830.9,1.8281,3057.7,0.11661,6,5,0.96294,55,1
0.27628,0.11706,4167.8,5.8667,3165.4,0.12109,6,3,0.8905,55,0.22452,0.11434,4158.6,1.7308,3143.8,0.11823,6,3,0.8905,54,1
0.31164,0.10708,5729.9,5.7665,21.533,0.11807,6,3,0.70635,57,0.25988,0.10436,5720.6,1.6306,0,0.11521,6,3,0.70635,56,1
0.33052,0.12976,5211.6,5.7672,2950,0.10341,8,3,1.0921,54,0.27876,0.12704,5202.4,1.6313,2928.5,0.10055,8,3,1.0921,53,1
0.34048,0.12432,6041.1,5.7832,3057.7,0.10743,6,3,0.96858,55,0.28872,0.1216,6031.9,1.6474,3036.2,0.10457,6,3,0.96858,54,1
0.34576,0.12069,5714.9,5.6468,3165.4,0.10292,8,3,1.2591,52,0.294,0.11797,5705.6,1.5109,3143.8,0.10006,8,3,1.2591,51,1
0.29433,0.13158,4153.6,5.8337,3230,0.086567,6,3,1.2129,59,0.23749,0.12886,4144.3,1.6978,3208.4,0.083704,6,3,1.2129,58,1
0.2359,0.1216,2724.5,5.9262,1636.5,0.092333,7,3,0.92628,50,0.17906,0.11887,2715.2,1.7903,1615,0.08947,7,3,0.92627,49,1
0.26079,0.1225,3876.7,5.8467,1615,0.0943,7,3,1.0293,48,0.20395,0.11978,3867.5,1.7109,1593.5,0.091437,7,3,1.0293,47,1
0.29504,0.12704,4469.1,5.6424,3143.8,0.097211,7,3,1.247,50,0.2382,0.12432,4459.9,1.5065,3122.3,0.094349,7,3,1.247,49,1
0.29639,0.1098,4434.3,5.5498,3079.2,0.096036,5,3,1.0606,53,0.23955,0.10708,4425,1.4139,3057.7,0.093173,5,3,1.0606,52,1
0.26468,0.093466,3464.9,5.5674,1485.8,0.10485,6,3,0.92399,39,0.20784,0.090744,3455.7,1.4315,1464.3,0.10199,6,3,0.92399,38,1
0.2141,0.087114,2802.2,5.5819,1421.2,0.072701,5,3,0.87587,29,0.15726,0.084392,2792.9,1.4461,1399.7,0.069839,5,3,0.87587,28,1
0.1635,0.07804,1959.2,5.6453,925.93,0.05547,6,4,1.0488,28,0.10666,0.075318,1950,1.5094,904.39,0.052607,6,4,1.0488,27,1
0.14461,0.084392,1566.8,5.8471,64.6,0.074778,4,12,0.5588,42,0.087773,0.08167,1557.6,1.7113,43.066,0.071915,4,12,0.5588,41,1
0.13379,0.084392,1144.6,5.8253,64.6,0.086949,5,4,0.44179,41,0.07695,0.08167,1135.4,1.6894,43.066,0.084086,5,4,0.44179,40,1
0.10295,0.049909,811.26,5.4963,21.533,0.06306,3,4,0.27407,38,0.046105,0.047187,802.01,1.3604,0,0.060197,3,4,0.27403,37,1
0.079647,0.022686,305.01,5,21.533,0.0044507,0,0,0.039947,28,0.022806,0.019964,295.77,0.86411,0,0.001588,0,0,0.039913,27,1
0.097432,0.008167,228.78,4.6762,64.6,0.0039054,0,0,0.00039056,5,0.040591,0.0054446,219.53,0.5403,43.066,0.0003955,0,0,0.0003562,4,1
0.10029,0.0045372,320.67,4.7414,64.6,0.0044356,0,0,0.0090304,9,0.043445,0.0018149,311.42,0.60559,43.066,0.00092567,0,0,0.0089961,8,1
0.084898,0.04265,381.86,5.108,21.533,0.03402,3,4,0.069923,43,0.028057,0.03902,372.61,0.97214,0,0.03051,3,4,0.069889,42,1
0.087038,0.051724,245.73,5.5368,64.6,0.05708,5,4,0.038509,44,0.030197,0.047187,236.48,1.4009,43.066,0.05357,5,4,0.038474,43,1
0.085423,0.019056,130.88,5.5925,43.066,0.04015,4,4,0.13701,39,0.028582,0.014519,121.63,1.4566,21.533,0.03664,4,4,0.13698,38,1
0.089037,0.0090744,335.65,5.0378,64.6,0.024495,4,4,0.0006994,4,0.032196,0.0045372,326.41,0.90189,43.066,0.020985,4,4,0.00066504,3,0
0.084229,0.010889,236.87,4.906,64.6,0.0088872,0,0,0.0095299,11,0.027388,0.0063521,227.63,0.77018,43.066,0.0053773,0,0,0.0094955,10,0
0.059127,0.021779,279.31,4.772,21.533,0.0067459,0,0,0.018568,13,0.0022857,0.017241,270.06,0.6361,0,0.0032359,0,0,0.018534,12,0
0.069979,0.013612,167.11,4.929,43.066,0.0048258,0,0,0.00066172,7,0.013138,0.0090744,157.86,0.79314,21.533,0.0013158,0,0,0.00062736,6,0
0.082078,0.011797,143.56,4.9601,43.066,0.0057765,0,0,0.015089,17,0.025237,0.0072595,134.32,0.8242,21.533,0.0022666,0,0,0.015054,16,0
0.097848,0.014519,682.01,4.1112,21.533,0.0039473,0,0,0,1,0.041007,0.0099819,672.76,0,0,0.00043731,0,0,0,0,0
0.11596,0.0027223,491.31,4.2273,43.066,0.0036406,0,0,0.002345,9,0.059122,0,482.06,0.11612,21.533,0.00013066,0,0,0.002345,8,0
0.094706,0.012704,175.51,4.743,64.6,0.0079793,0,0,0,1,0.037865,0.0099819,166.26,0.63187,43.066,0.0044693,0,0,0,0,0
0.056595,0.014519,69.486,5.0507,21.533,0.0055383,0,0,0.39092,11,0,0.011797,60.237,0.93952,0,0.0020284,0,0,0.39092,10,0
0.070452,0.0045372,260.89,4.5584,43.066,0.0034554,0,0,0,1,0.013857,0.0018149,251.64,0.44723,21.533,0,0,0,0,0,0
0.0944,0.0045372,363.81,4.4357,64.6,0.0046927,0,0,0,1,0.037805,0.0018149,354.56,0.32459,43.066,0.0012374,0,0,0,0,0
0.090649,0.0045372,122.7,4.9267,64.6,0.0041281,0,0,0.0092085,8,0.034054,0.0018149,113.45,0.81553,43.066,0.00067273,0,0,0.0092085,7,0
0.081716,0.0036298,211.57,4.7072,21.533,0.0057918,0,0,0.011951,15,0.025121,0.00090744,202.33,0.59606,0,0.0023364,0,0,0.011951,14,0
0.10411,0.0036298,640.46,4.0163,21.533,0.0036031,0,0,0.00017353,5,0.047519,0.00090744,631.21,0,0,0.00014773,0,0,0.00017353,4,1
0.11269,0.0099819,292.64,4.664,64.6,0.0048561,0,0,0.0015192,3,0.056097,0.0072595,283.39,0.64772,43.066,0.0014007,0,0,0.0015192,2,1
0.10451,0.03902,443.53,5.664,43.066,0.032749,4,3,0.044596,67,0.047914,0.036298,434.29,1.6478,21.533,0.029294,4,3,0.044596,66,1
0.093941,0.085299,962.98,5.6906,43.066,0.066263,5,3,0.30607,61,0.037346,0.082577,953.73,1.6744,21.533,0.062808,5,3,0.30607,60,1
0.10657,0.10163,1044.5,5.8256,21.533,0.079457,4,3,0.58278,66,0.049972,0.098911,1035.3,1.8093,0,0.076001,4,3,0.58278,65,1
0.13057,0.098911,1249.6,5.6624,64.6,0.081281,4,4,0.71288,26,0.073974,0.096189,1240.4,1.6461,43.066,0.077825,4,4,0.71288,25,1
0.14006,0.084392,1105.3,5.3762,925.93,0.06373,4,4,0.76996,25,0.083461,0.08167,1096.1,1.36,904.39,0.060275,4,4,0.76996,24,1
0.13431,0.088929,1231.6,5.265,43.066,0.070595,4,3,0.88879,36,0.077719,0.086207,1222.4,1.2487,21.533,0.06714,4,3,0.88879,35,1
0.12748,0.12069,1228,5.3606,21.533,0.064514,4,3,0.97423,50,0.070884,0.11797,1218.8,1.3443,0,0.061059,4,3,0.97423,49,1
0.14352,0.097096,1324.3,5.3862,64.6,0.065419,4,3,0.69773,55,0.086923,0.094374,1315,1.37,43.066,0.061964,4,3,0.69773,54,1
0.15686,0.07441,1484.4,5.3598,43.066,0.061476,5,3,0.76789,51,0.10026,0.071688,1475.1,1.3435,21.533,0.058021,5,3,0.76789,50,1
0.16653,0.088929,1955.7,5.2912,21.533,0.069854,5,3,0.99045,52,0.10993,0.086207,1946.5,1.275,0,0.066398,5,3,0.99045,51,1
0.18499,0.098911,1987.5,5.3042,1313.5,0.0536,5,3,1.1337,55,0.1284,0.096189,1978.3,1.2879,1292,0.050145,5,3,1.1337,54,1
0.22054,0.093466,2466.2,5.1592,1313.5,0.061237,5,3,1.1747,55,0.16395,0.090744,2456.9,1.143,1292,0.057782,5,3,1.1747,54,1
0.25382,0.096189,3048.5,5.1669,3057.7,0.066714,5,3,1.1722,55,0.19722,0.093466,3039.3,1.1507,3036.2,0.063259,5,3,1.1722,54,1
0.28277,0.11615,3674.8,5.1083,2648.6,0.076738,5,3,1.3082,49,0.22617,0.11343,3665.6,1.0921,2627.1,0.073283,5,3,1.3082,48,1
0.29881,0.11434,3804.1,5.2348,2670.1,0.060958,4,3,1.3611,48,0.24222,0.11162,3794.9,1.2186,2648.6,0.057503,4,3,1.3611,47,1
0.31535,0.11525,4073.3,5.2389,2670.1,0.065648,6,3,1.3858,48,0.25875,0.11252,4064,1.2226,2648.6,0.062193,6,3,1.3858,47,1
0.30878,0.11525,4164.1,5.3423,2648.6,0.051675,7,2,1.3574,48,0.25219,0.11252,4154.8,1.3261,2627.1,0.048219,7,2,1.3574,47,1
0.26357,0.1098,3485.8,5.4685,2648.6,0.061908,5,9,1.3161,48,0.20697,0.10708,3476.5,1.4523,2627.1,0.058453,5,9,1.3161,47,1
0.22774,0.13067,2738.8,5.6958,1335.1,0.07856,5,10,1.1819,49,0.17114,0.12795,2729.6,1.6795,1313.5,0.075105,5,10,1.1819,48,1
0.21747,0.1216,3041.3,5.9767,1335.1,0.10222,6,9,0.84044,47,0.16088,0.11887,3032.1,1.9604,1313.5,0.098769,6,9,0.84044,46,1
0.21118,0.11162,2916.2,5.7994,1356.6,0.11908,7,2,0.85667,57,0.15458,0.10889,2907,1.7832,1335.1,0.11563,7,2,0.85667,56,1
0.20566,0.13249,2852.7,5.9103,21.533,0.10215,6,9,0.94352,42,0.14906,0.12976,2843.5,1.894,0,0.098698,6,9,0.94352,41,1
0.21976,0.13339,2962.7,5.812,1378.1,0.10005,7,3,0.94571,63,0.16317,0.13067,2953.5,1.7957,1356.6,0.096595,7,3,0.94571,62,1
0.23097,0.13067,3352.6,5.9045,2691.7,0.12399,7,3,0.96475,49,0.17438,0.12795,3343.4,1.8882,2670.1,0.12053,7,3,0.96475,48,1
0.22689,0.13702,3677.4,6.0584,21.533,0.096137,6,5,0.73982,49,0.17029,0.1343,3668.1,2.0421,0,0.092682,6,5,0.73982,48,1
0.24415,0.15608,4669.8,6.0415,2756.2,0.14082,6,3,0.79967,66,0.18755,0.15336,4660.6,2.0252,2734.7,0.13736,6,3,0.79967,65,1
0.27413,0.15608,5175.2,6.0575,1464.3,0.17204,7,3,0.65693,75,0.21753,0.15336,5165.9,2.0413,1442.7,0.16859,7,3,0.65693,74,1
0.27554,0.13249,4438.6,5.8624,1550.4,0.13755,7,3,0.89181,54,0.21895,0.12976,4429.4,1.8462,1528.9,0.13409,7,3,0.89181,53,1
0.26364,0.11525,3571.2,5.5834,3143.8,0.10252,7,3,1.0323,53,0.20705,0.11252,3561.9,1.5672,3122.3,0.099061,7,3,1.0323,52,1
0.25284,0.11887,3555.9,5.5025,21.533,0.093459,6,3,1.0095,52,0.19625,0.11615,3546.6,1.4863,0,0.090004,6,3,1.0095,51,1
0.24094,0.12069,2703,5.581,3230,0.087505,6,3,1.0268,59,0.18435,0.11797,2693.7,1.5647,3208.4,0.08405,6,3,1.0268,58,1
0.22544,0.11887,2891.6,5.638,1615,0.098643,6,3,1.0363,52,0.16884,0.11615,2882.3,1.6218,1593.5,0.095188,6,3,1.0363,51,1
0.22267,0.11978,3067.4,5.7496,1593.5,0.10593,6,3,1.0166,48,0.16607,0.11706,3058.2,1.7334,1571.9,0.10247,6,3,1.0166,47,1
