@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
224.06,5.3237,258.4,155.2,0.81125,172.27,0
392.41,5.1522,473.73,323.54,0.63977,387.6,0
325.23,5.5755,279.93,256.36,1.0631,193.8,0
365.78,5.6158,258.4,296.92,1.1034,172.27,0
329.88,5.6141,495.26,261.01,1.1017,409.13,0
337.27,5.5936,602.93,268.41,1.0812,516.8,0
244.01,5.4046,172.27,175.14,0.89215,86.133,0
273.44,5.3763,344.53,204.57,0.86389,258.4,0
61.029,5.6314,323,0,1.119,236.87,0
110.87,5.6214,301.46,49.846,1.1089,215.33,0
157.02,5.5244,581.4,95.99,1.0119,495.26,0
14.208,5.6346,387.6,0,1.1222,301.46,0
3.9298,5.6306,409.13,0,1.1182,323,0
119.81,5.4307,236.87,115.88,0.91826,150.73,0
265.86,5.2109,258.4,261.93,0.69843,172.27,0
743.07,4.8408,710.6,739.14,0.32835,624.46,0
855,4.7322,473.73,851.07,0.2198,387.6,0
789.19,4.7842,861.33,785.26,0.27176,775.2,0
1067.8,4.6268,236.87,1063.9,0.11432,150.73,0
687.74,4.9745,236.87,683.81,0.46204,150.73,0
907.57,4.9148,430.66,903.64,0.40234,344.53,0
572.36,5.2816,452.2,568.43,0.76917,366.06,0
588.69,4.5604,21.533,0,0,0,0
323,4.8837,64.6,0,0.32329,43.066,0
318.34,4.968,64.6,0,0.40766,43.066,0
571.11,4.5482,43.066,252.77,0,21.533,0
768.18,4.4825,43.066,449.84,0,21.533,0
487.21,4.7582,43.066,168.87,0.27578,21.533,0
438.41,4.8246,64.6,120.07,0.34213,43.066,0
842.92,4.6212,21.533,524.58,0.13872,0,0
1063.7,4.6669,43.066,745.38,0.1844,21.533,1
708.32,5.1945,64.6,389.98,0.712,43.066,1
939.84,5.023,21.533,621.5,0.54052,0,1
1322.4,4.8048,64.6,1004.1,0.32235,43.066,1
1316.5,4.8157,43.066,998.16,0.33323,21.533,1
893.64,4.9843,452.2,575.3,0.5018,430.66,1
1115.1,4.8063,452.2,796.79,0.32384,430.66,1
1489.7,4.525,43.066,1171.4,0.04249,21.533,1
1125.7,4.6392,430.66,807.34,0.15675,409.13,1
822.76,4.8531,430.66,504.42,0.37066,409.13,1
784.12,4.888,430.66,465.78,0.40553,409.13,1
1134.9,4.7359,430.66,816.56,0.25344,409.13,1
1389.8,4.625,64.6,1071.5,0.14257,43.066,1
1433.4,4.6564,430.66,1115,0.17388,409.13,1
1011.5,4.7207,430.66,693.2,0.23825,409.13,1
1530.8,4.599,430.66,1212.5,0.11655,409.13,1
1083.5,4.8156,430.66,765.13,0.33317,409.13,1
1608.4,4.5653,64.6,1290.1,0.082804,43.066,1
1282.2,4.7649,430.66,963.84,0.28244,409.13,1
1157.3,4.8762,430.66,838.99,0.39372,409.13,1
1191.1,4.8125,430.66,872.73,0.33002,409.13,1
1404.8,4.7458,430.66,1086.5,0.26337,409.13,1
1496.9,4.8446,430.66,1178.5,0.36211,409.13,1
1120.8,5.037,430.66,802.42,0.55458,409.13,1
1123.9,5.03,430.66,805.59,0.54753,409.13,1
1324.6,4.9436,430.66,1006.3,0.4611,409.13,1
1217.1,5.0145,430.66,898.73,0.53201,409.13,1
1236.8,5.0568,430.66,918.44,0.57431,409.13,1
1719.4,4.853,430.66,1401.1,0.37057,409.13,1
1875.9,4.7482,430.66,1557.5,0.26578,409.13,1
1298.5,5.0089,430.66,980.18,0.52646,409.13,1
1441.3,4.9381,430.66,1123,0.45567,409.13,1
1705.8,4.8763,430.66,1387.4,0.39383,409.13,1
1728.1,4.8705,430.66,1409.7,0.38805,409.13,1
1903.9,4.8997,430.66,1585.5,0.41719,409.13,1
1150.4,5.2386,430.66,832.03,0.75616,409.13,1
1738.1,5.0787,430.66,1419.7,0.59624,409.13,1
2287.2,4.9367,21.533,1968.9,0.45426,0,1
1907.8,5.1252,409.13,1589.4,0.64277,387.6,1
1781,5.1952,409.13,1462.7,0.71269,387.6,1
2171.9,5.0451,409.13,1853.6,0.56261,387.6,1
2267.8,4.9749,409.13,1949.4,0.49245,387.6,1
1860.8,5.1538,409.13,1542.4,0.67134,387.6,1
1528.8,5.2488,409.13,1210.4,0.76633,387.6,1
2054.6,5.0486,21.533,1736.3,0.56611,0,1
2177.4,5.0129,43.066,1859,0.53042,21.533,1
2104.1,5.049,387.6,1785.8,0.56654,366.06,1
1664,5.241,409.13,1345.7,0.75851,387.6,1
2263.2,5.3738,21.533,1944.8,0.89132,0,1
3624.8,5.5081,387.6,3306.4,1.0256,366.06,1
4289.2,5.5868,387.6,3970.9,1.1043,366.06,1
4656.6,5.6504,2519.4,4338.2,1.1679,2497.9,1
6036.6,5.7279,1076.7,5718.2,1.2455,1055.1,1
6761.9,5.6753,2584,6443.5,1.1929,2562.5,1
6766.7,5.7179,2584,6448.4,1.2354,2562.5,1
6569,5.7438,2627.1,6250.6,1.2614,2605.5,1
7053.7,5.7464,2605.5,6735.4,1.2639,2584,1
7701.7,5.8373,2562.5,7383.3,1.3548,2540.9,1
7273.1,5.8175,2777.8,6954.7,1.3351,2756.2,1
7811.4,5.7963,2756.2,7493,1.3138,2734.7,1
7426.7,5.7632,2756.2,7108.3,1.2807,2734.7,1
7142.7,5.794,2863.9,6824.4,1.3116,2842.4,1
6833,5.753,2863.9,6514.7,1.2705,2842.4,1
5872.5,5.7265,861.33,5554.2,1.244,839.79,1
6373.1,5.7809,21.533,6054.8,1.2984,0,1
6061.9,5.8119,1055.1,5743.5,1.3294,1033.6,1
6920.2,5.8633,64.6,6601.9,1.3808,43.066,1
6918.3,5.7896,21.533,6600,1.3071,0,1
7212.6,5.7767,1378.1,6894.3,1.2942,1356.6,1
6894.5,5.7715,2734.7,6576.1,1.2891,2713.2,1
7650.2,5.7155,1378.1,7331.8,1.233,1356.6,1
7118,5.8544,2863.9,6799.6,1.3719,2842.4,1
7794.7,5.8576,1335.1,7476.4,1.3751,1313.5,1
6187.1,5.7904,2950,5868.8,1.3079,2928.5,1
5512.6,5.8038,2950,5194.3,1.3213,2928.5,1
6299.4,5.7297,21.533,5981.1,1.2472,0,1
5058.6,5.7166,2885.4,4740.3,1.2341,2863.9,1
4735.3,5.5979,2820.8,4417,1.1155,2799.3,1
5080.8,5.6585,2777.8,4762.4,1.176,2756.2,1
4565.1,5.5427,2734.7,4246.7,1.0602,2713.2,1
4327.4,5.4436,2993.1,4009.1,0.96116,2971.6,1
3920.1,5.5135,2971.6,3601.8,1.031,2950,1
3932.5,5.4756,2971.6,3614.1,0.99311,2950,1
4555,5.3669,43.066,4236.7,0.88443,21.533,1
4024.1,5.5233,2907,3705.8,1.0408,2885.4,1
3631.3,5.467,2885.4,3313,0.98456,2863.9,1
3828.6,5.4891,21.533,3510.2,1.0066,0,1
2966.3,5.4643,1421.2,2648,0.9818,1399.7,1
3101.6,5.4185,2799.3,2783.3,0.93606,2777.8,1
3367.8,5.5107,1421.2,3049.5,1.0282,1399.7,1
3215.8,5.4888,21.533,2897.5,1.0064,0,1
3605.5,5.4067,43.066,3287.1,0.92425,21.533,1
3186.2,5.4942,64.6,2867.9,1.0118,43.066,1
2959.9,5.4476,43.066,2641.6,0.96512,21.533,1
3439.1,5.408,21.533,3120.8,0.92548,0,1
2720.6,5.5538,1098.2,2402.3,1.0714,1076.7,1
2364.1,5.2871,1076.7,2045.7,0.80459,1055.1,1
2441.3,5.1087,1055.1,2123,0.62627,1033.6,1
1811.8,5.2239,1033.6,1493.4,0.74143,1012.1,1
1531.7,5.2366,990.53,1213.4,0.75414,968.99,1
1067.9,5.2809,64.6,749.54,0.79841,43.066,1
898.07,5.252,43.066,579.73,0.7695,21.533,1
936.91,5.1906,21.533,618.57,0.70815,0,1
594.18,5.4249,43.066,275.84,0.94246,21.533,1
949.47,5.1712,64.6,631.13,0.68877,43.066,1
1074.3,5.0334,21.533,755.99,0.55094,0,1
1026,5.2395,43.066,707.7,0.75701,21.533,1
954.61,5.2875,64.6,636.27,0.80502,43.066,1
1251.3,5.2532,64.6,932.95,0.7707,43.066,1
1297.1,5.2073,21.533,978.77,0.72478,0,1
1278.9,5.2695,43.066,960.59,0.78705,21.533,1
1275.3,5.284,64.6,956.99,0.80154,43.066,1
1685.3,5.147,43.066,1367,0.66452,21.533,1
1791.3,5.0692,21.533,1472.9,0.58675,0,1
1127.4,5.3454,839.79,809.09,0.86297,818.26,1
1373.2,5.1207,861.33,1054.9,0.63822,839.79,1
1427.8,4.947,64.6,1109.5,0.46451,43.066,1
1593.5,4.8656,21.533,1275.1,0.38311,0,1
915.87,5.111,64.6,597.53,0.62853,43.066,1
552.55,5.3643,64.6,234.21,0.88185,43.066,1
1170.5,4.8419,21.533,852.2,0.35945,0,1
1267.1,4.7,43.066,948.75,0.21756,21.533,1
843.68,5.0771,21.533,525.34,0.59462,0,1
350.3,5.4442,21.533,31.959,0.96171,0,1
1100.6,4.8271,21.533,782.23,0.34464,0,1
831.89,4.9891,64.6,513.55,0.50662,43.066,1
618.87,5.234,64.6,300.53,0.75152,43.066,1
891.66,5.1223,64.6,573.32,0.63982,43.066,1
1486.7,4.751,21.533,1168.4,0.26851,0,1
858.27,5.0737,64.6,539.93,0.59126,43.066,1
703.96,5.1978,64.6,385.62,0.71533,43.066,1
1091.4,4.8966,21.533,773.1,0.41415,0,1
839.31,5.062,43.066,520.97,0.57954,21.533,1
661.43,5.2126,64.6,343.09,0.73014,43.066,1
675.97,5.2541,64.6,357.63,0.77161,43.066,1
1011.3,4.9883,64.6,693.01,0.50584,43.066,1
1051.6,4.9265,21.533,733.29,0.44398,0,1
561.07,5.3091,43.066,242.73,0.82663,21.533,1
683.17,5.0949,64.6,364.83,0.6124,43.066,1
931.53,4.7788,21.533,613.19,0.29634,0,1
759.71,4.7655,43.066,441.37,0.28308,21.533,0
243.29,5.3123,64.6,0,0.82979,43.066,0
169.27,5.3754,64.6,0,0.89289,43.066,0
455.91,4.9347,21.533,286.64,0.45225,0,0
622.53,4.7716,21.533,453.26,0.28913,0,0
562.12,4.8336,64.6,392.85,0.35117,43.066,0
649.17,4.5322,43.066,479.9,0.049775,21.533,0
641.13,4.7585,21.533,471.85,0.27598,0,0
277.04,5.1987,21.533,107.77,0.71623,0,0
327.59,5.0141,64.6,158.32,0.53162,43.066,0
657.43,4.7714,43.066,488.16,0.28896,21.533,0
543.02,4.6547,21.533,373.75,0.17218,0,0
351.21,4.9765,43.066,181.93,0.49405,21.533,0
505.1,4.713,64.6,335.83,0.23057,43.066,0
738.33,4.4863,43.066,569.06,0.0037969,21.533,0
435.07,4.7714,21.533,265.8,0.28888,0,0
501.02,4.8315,64.6,331.75,0.34905,43.066,0
273.59,5.4019,43.066,104.32,0.91942,21.533,0
919.05,4.8425,43.066,749.78,0.36007,21.533,0
789.13,4.7358,21.533,619.86,0.25334,0,0
317.65,5.0201,43.066,148.38,0.53758,21.533,0
292.96,5.0854,43.066,123.69,0.60296,21.533,0
732.08,4.7182,21.533,562.81,0.23575,0,0
625.53,4.7466,21.533,456.26,0.26417,0,0
393.61,5.0363,64.6,224.34,0.55381,43.066,0
580.89,4.7145,64.6,411.61,0.23205,43.066,0
565.45,4.7217,21.533,396.18,0.23922,0,0
567.33,4.6799,21.533,398.06,0.19739,0,0
270.7,5.0529,64.6,101.43,0.57041,43.066,0
693.64,4.6283,64.6,524.37,0.14578,43.066,0
729.09,4.5595,21.533,559.81,0.076989,0,0
528.69,4.6199,64.6,359.41,0.13747,43.066,0
353.96,4.9454,64.6,184.69,0.46296,43.066,0
566.53,4.8642,21.533,397.25,0.38174,0,0
444.23,5.0776,21.533,274.96,0.59516,0,0
705.59,4.885,64.6,536.32,0.40253,43.066,0
699.32,4.9079,64.6,530.05,0.42541,43.066,0
753.18,4.9934,21.533,583.9,0.51098,0,0
738.47,5.0144,43.066,569.19,0.5319,21.533,0
70.13,5.6715,64.6,0,1.189,43.066,0
466.28,5.1229,64.6,396.15,0.64043,43.066,0
681.45,4.9141,21.533,611.32,0.43166,0,0
312.68,5.2935,64.6,242.55,0.81106,43.066,0
67.091,5.7337,64.6,0,1.2512,43.066,0
523.74,5.01,43.066,456.65,0.52749,21.533,0
569.38,4.7334,21.533,502.29,0.25092,0,0
178.16,5.2459,43.066,111.06,0.76344,21.533,0
211.12,5.1639,64.6,144.03,0.68145,43.066,0
772.24,4.6818,21.533,705.15,0.19933,0,0
694.1,4.6993,21.533,627.01,0.21687,0,0
413.85,5.2762,64.6,346.76,0.79377,43.066,0
793.31,4.9847,64.6,726.22,0.50221,43.066,0
1482.8,4.3766,21.533,1415.7,0,0,0
919.05,4.4141,21.533,851.96,0.037515,0,0
276.18,5.0356,64.6,209.09,0.65904,43.066,0
508.78,4.6458,43.066,441.68,0.2692,21.533,0
1074,4.3268,21.533,1006.9,0,0,0
659.02,4.7072,43.066,591.93,0.3804,21.533,0
275.28,5.3143,64.6,208.19,0.98754,43.066,0
80.139,5.4929,43.066,13.048,1.1661,21.533,0
749.55,4.5983,43.066,682.46,0.27148,21.533,0
588.53,4.6752,43.066,521.44,0.34837,21.533,0
301.82,5.0936,64.6,234.73,0.76683,43.066,0
396.25,4.9843,21.533,329.16,0.65747,0,0
739.44,4.6001,43.066,672.35,0.27329,21.533,0
483.95,4.9077,64.6,416.86,0.5809,43.066,0
80.167,5.5357,43.066,13.076,1.2089,21.533,0
323.44,5.198,21.533,256.35,0.87124,0,0
371.77,5.0402,21.533,304.68,0.71344,0,0
287.42,5.183,64.6,220.32,0.85619,43.066,0
582.22,4.7848,64.6,515.13,0.45805,43.066,0
612.01,4.7506,43.066,544.92,0.42384,21.533,0
693.58,4.6619,21.533,626.49,0.33512,0,0
588.22,4.8192,64.6,521.13,0.49237,43.066,0
441.39,4.9245,43.066,374.3,0.59769,21.533,0
365.28,4.9882,43.066,298.19,0.66145,21.533,0
297.1,5.1117,21.533,230.01,0.78491,0,0
452.63,4.8157,64.6,385.54,0.4889,43.066,0
703.47,4.7941,43.066,636.38,0.46731,21.533,0
1027.9,4.6557,21.533,960.8,0.32895,0,0
516.14,4.9896,43.066,449.05,0.66283,21.533,0
205.26,5.5817,64.6,138.17,1.2549,43.066,0
553.43,5.0971,43.066,486.34,0.77034,21.533,0
447.11,5.2557,21.533,380.02,0.92892,0,0
476.19,5.153,43.066,409.1,0.8262,21.533,0
425.73,5.0074,64.6,358.64,0.68065,43.066,0
371.11,5.0835,43.066,304.01,0.75674,21.533,0
507.41,4.9568,21.533,440.32,0.63002,0,0
421.46,5.2657,64.6,354.37,0.93887,43.066,0
902.48,5.2894,43.066,835.39,0.96262,21.533,1
1656,4.7605,43.066,1588.9,0.43375,21.533,1
1577.6,4.7319,43.066,1510.5,0.40512,21.533,1
1584.1,4.8089,64.6,1517,0.48211,43.066,1
1675.2,4.806,409.13,1608.1,0.47924,387.6,1
1893.8,4.8122,21.533,1826.7,0.48542,0,1
1606.4,4.9428,387.6,1539.3,0.61603,366.06,1
1339.3,5.1602,387.6,1272.2,0.83343,366.06,1
1771,5.1157,366.06,1703.9,0.78892,344.53,1
1596,5.2955,366.06,1528.9,0.96875,344.53,1
1815.5,5.34,64.6,1748.4,1.0132,43.066,1
1944.5,5.2865,366.06,1877.4,0.95975,344.53,1
2019,5.1215,21.533,1951.9,0.79471,0,1
2056,5.0348,21.533,1988.9,0.70802,0,1
1770.5,5.2995,366.06,1703.4,0.9727,344.53,1
1918.8,5.1496,64.6,1851.7,0.82276,43.066,1
1772,5.2089,21.533,1704.9,0.88212,0,1
1756.1,5.1912,366.06,1689,0.8644,344.53,1
1943.4,5.1736,64.6,1876.3,0.84683,43.066,1
1797.7,5.1902,64.6,1730.6,0.86338,43.066,1
2047.8,5.2126,21.533,1980.7,0.88577,0,1
1613.4,5.6107,344.53,1546.3,1.2839,323,1
1952.9,5.6456,344.53,1885.9,1.3188,323,1
2073.5,5.6027,64.6,2006.4,1.2759,43.066,1
2114.1,5.5629,667.53,2047,1.2361,646,1
2393.3,5.4556,667.53,2326.2,1.1288,646,1
2200.1,5.485,344.53,2133,1.1582,323,1
2310,5.347,43.066,2242.9,1.0202,21.533,1
2063.8,5.3603,21.533,1996.7,1.0335,0,1
1997.4,5.3591,43.066,1930.3,1.0323,21.533,1
1866.9,5.3219,64.6,1799.8,0.99507,43.066,1
1962,5.1608,344.53,1894.9,0.83397,323,1
1913.9,4.9755,344.53,1846.8,0.6487,323,1
1706.3,5.0049,689.06,1639.2,0.67808,667.53,1
1738.8,4.9142,667.53,1671.7,0.58744,646,1
1903.8,4.7956,21.533,1836.7,0.4688,0,1
2188.7,4.5845,43.066,2121.6,0.2577,21.533,1
2158.5,4.6487,667.53,2091.4,0.32189,646,1
1870.5,4.7271,21.533,1803.4,0.40027,0,1
1345.2,4.8085,344.53,1278.1,0.48169,323,1
2062.4,4.7749,344.53,1995.3,0.44814,323,1
1580.6,4.8705,344.53,1513.5,0.54372,323,1
1535.4,4.8143,344.53,1468.3,0.48755,323,1
2151.5,4.6775,21.533,2084.4,0.35071,0,1
2210.1,4.8473,323,2143,0.52054,301.46,1
1503.8,5.0941,323,1436.7,0.76734,301.46,1
1412.6,5.1527,323,1345.5,0.82586,301.46,1
1817.7,5.0853,21.533,1750.6,0.75851,0,1
776.35,5.8229,301.46,709.26,1.4961,279.93,1
316.81,5.9476,64.6,249.72,1.6208,43.066,1
869.03,4.8539,21.533,801.94,0.52713,0,1
58.477,5.6761,43.066,0,1.3493,21.533,0
1351.1,4.2467,21.533,1292.7,0,0,0
735.25,4.5799,64.6,676.77,0.33317,43.066,0
739.06,4.5142,21.533,680.58,0.26742,0,0
365.81,4.8811,64.6,307.34,0.63437,43.066,0
520.64,4.71,64.6,462.16,0.46329,43.066,0
593.29,4.6642,43.066,534.82,0.41746,21.533,0
337.68,4.9608,43.066,279.2,0.71409,21.533,0
1153.6,4.6804,21.533,1095.2,0.43365,0,0
471.71,5.8211,64.6,413.23,1.5744,43.066,0
1137.9,5.7797,64.6,1079.4,1.5329,43.066,0
917.02,5.72,21.533,858.54,1.4732,0,0
453.7,5.9203,64.6,395.23,1.6735,43.066,0
376.98,6.0665,64.6,318.5,1.8197,43.066,0
576.4,5.5674,64.6,517.93,1.3207,43.066,0
460.94,5.7124,21.533,402.46,1.4657,0,0
521.04,5.4962,43.066,462.56,1.2495,21.533,0
538.97,5.5087,64.6,480.49,1.262,43.066,0
766.67,5.1181,43.066,708.19,0.87132,21.533,0
608.1,5.1192,21.533,549.62,0.87242,0,0
437.63,5.0556,64.6,379.15,0.80882,43.066,0
402.74,5.0388,64.6,344.26,0.79202,43.066,0
877.39,4.5326,21.533,818.91,0.28582,0,0
491.93,4.5899,21.533,433.45,0.34313,0,0
486.06,4.6202,64.6,427.58,0.37346,43.066,0
668.82,4.549,64.6,610.34,0.30225,43.066,0
775.62,4.3785,21.533,717.15,0.13175,0,0
591.13,4.8342,64.6,532.65,0.58742,43.066,0
789.07,4.9975,43.066,730.6,0.75079,21.533,1
1512.9,4.8751,64.6,1454.5,0.62839,43.066,1
1688.7,5.0345,64.6,1630.2,0.78776,43.066,1
1948.1,4.9732,21.533,1889.7,0.7264,0,1
2042.3,4.9001,409.13,1983.8,0.65338,387.6,1
2063.2,4.7409,430.66,2004.7,0.49411,409.13,1
2769.3,4.5518,430.66,2710.8,0.30502,409.13,1
2427.6,4.5278,409.13,2369.1,0.28106,387.6,1
1765.6,4.8024,409.13,1707.1,0.55562,387.6,1
1554.5,4.8296,409.13,1496.1,0.58281,387.6,1
1874.3,4.6832,387.6,1815.9,0.43649,366.06,1
2027.3,4.6972,387.6,1968.8,0.45042,366.06,1
1797.9,4.972,387.6,1739.4,0.72523,366.06,1
1729.2,4.8453,387.6,1670.7,0.59859,366.06,1
2384.3,4.5377,21.533,2325.8,0.29093,0,1
1717.4,4.7481,64.6,1659,0.50133,43.066,1
1436.2,4.9143,387.6,1377.7,0.66756,366.06,1
1812.9,4.7471,366.06,1754.4,0.50032,344.53,1
1439.8,4.8733,732.13,1381.3,0.62651,710.6,1
1801.6,4.794,366.06,1743.1,0.54721,344.53,1
1606.2,4.935,366.06,1547.8,0.68826,344.53,1
1890.7,4.8148,43.066,1832.3,0.56802,21.533,1
1488.4,5.0559,21.533,1429.9,0.80918,0,1
1670.1,5.0237,64.6,1611.7,0.77693,43.066,1
2079.9,4.9786,387.6,2021.4,0.73186,366.06,1
2486.5,4.7244,21.533,2428,0.47764,0,1
2077.5,4.8607,753.66,2019,0.61397,732.13,1
2085,4.8933,753.66,2026.5,0.64655,732.13,1
2327.1,4.7613,64.6,2268.6,0.51455,43.066,1
2464.6,4.735,21.533,2406.1,0.48825,0,1
1964.6,4.9218,753.66,1906.1,0.675,732.13,1
1884.6,4.964,753.66,1826.1,0.71724,732.13,1
2249.3,4.8904,753.66,2190.8,0.64361,732.13,1
2372.9,4.9266,753.66,2314.4,0.67984,732.13,1
2075,4.886,753.66,2016.6,0.63927,732.13,1
2550,4.96,753.66,2491.5,0.71328,732.13,1
2663.9,4.8338,64.6,2605.4,0.58703,43.066,1
2856.9,4.94,21.533,2798.4,0.69322,0,1
2317.5,4.931,753.66,2259.1,0.68427,732.13,1
2414.9,5.0121,753.66,2356.4,0.7653,732.13,1
2658.7,5.0289,21.533,2600.3,0.78211,0,1
2457.1,5.0807,387.6,2398.6,0.83396,366.06,1
2048.8,5.2882,387.6,1990.3,1.0415,366.06,1
2180.7,5.2398,387.6,2122.2,0.9931,366.06,1
2653.3,5.3125,21.533,2594.8,1.0658,0,1
3483.9,5.4877,43.066,3425.4,1.2409,21.533,1
4512.8,5.5845,366.06,4454.3,1.3377,344.53,1
6018.6,5.626,1055.1,5960.1,1.3792,1033.6,1
6537.8,5.6135,2454.8,6479.3,1.3668,2433.3,1
5927.2,5.5865,2433.3,5868.7,1.3397,2411.7,1
6957.6,5.7195,1055.1,6899.2,1.4728,1033.6,1
7520.1,5.7917,1055.1,7461.6,1.5449,1033.6,1
8745.4,5.8762,1055.1,8686.9,1.6294,1033.6,1
9026.5,5.8794,1055.1,8968,1.6326,1033.6,1
9663.1,5.8919,1076.7,9604.7,1.6452,1055.1,1
9794.1,5.9397,2454.8,9735.6,1.6929,2433.3,1
10931,6.017,2433.3,10873,1.7702,2411.7,1
10652,5.9651,2433.3,10593,1.7183,2411.7,1
10633,6.0421,2433.3,10574,1.7954,2411.7,1
11078,6.1184,2433.3,11020,1.8716,2411.7,1
11675,6.0863,2411.7,11617,1.8395,2390.2,1
12843,6.0925,2562.5,12785,1.8457,2540.9,1
11234,6.036,2540.9,11175,1.7893,2519.4,1
10307,5.9827,2540.9,10249,1.7359,2519.4,1
10887,5.998,2540.9,10829,1.7512,2519.4,1
10779,6.0325,2540.9,10721,1.7858,2519.4,1
11675,6.1287,2863.9,11616,1.8819,2842.4,1
12210,6.1293,2885.4,12152,1.8826,2863.9,1
11651,6.0588,2885.4,11592,1.8121,2863.9,1
12498,6.1392,2885.4,12439,1.8925,2863.9,1
12143,6.1473,2734.7,12085,1.9006,2713.2,1
12490,6.1153,2907,12431,1.8686,2885.4,1
12143,6.1509,689.06,12084,1.9041,667.53,1
11545,6.1309,3057.7,11486,1.8841,3036.2,1
10295,6.0018,3057.7,10237,1.7551,3036.2,1
9839,6.0849,3036.2,9780.5,1.8382,3014.6,1
9211.6,6.0325,2993.1,9153.2,1.7857,2971.6,1
7899.5,6.0125,2950,7841.1,1.7657,2928.5,1
6922.1,5.9323,2907,6863.6,1.6856,2885.4,1
6460.6,5.8549,2863.9,6402.1,1.6081,2842.4,1
6185.4,5.9065,2863.9,6126.9,1.6598,2842.4,1
5889.3,5.9053,2863.9,5830.8,1.6585,2842.4,1
6600.2,5.7917,21.533,6541.8,1.545,0,1
5388.3,5.7259,2907,5329.8,1.4791,2885.4,1
6760.9,5.9138,2907,6702.4,1.6671,2885.4,1
7833.1,5.8258,5426.4,7774.6,1.5791,5404.8,1
7462.9,5.7318,5383.3,7404.5,1.4851,5361.8,1
7830.5,5.6629,5706.3,7772,1.4161,5684.8,1
7472.1,5.8102,5684.8,7413.6,1.5635,5663.2,1
6800.7,5.7836,947.46,6742.2,1.5369,925.93,1
6297.6,5.6423,925.93,6239.1,1.3955,904.39,1
5020.6,5.5518,925.93,4962.1,1.3051,904.39,1
4147.7,5.5189,904.39,4089.2,1.2722,882.86,1
3853.1,5.2534,882.86,3794.6,1.0066,861.33,1
3628,5.1031,861.33,3569.5,0.85635,839.79,1
2836.5,5.0443,861.33,2778,0.79751,839.79,1
2780.8,5.0212,839.79,2722.3,0.77442,818.26,1
2604.1,4.8837,839.79,2545.6,0.63698,818.26,1
2870.4,4.6986,839.79,2811.9,0.45188,818.26,1
2905.9,4.6843,839.79,2847.5,0.43759,818.26,1
2629.3,4.7245,839.79,2570.8,0.47771,818.26,1
2563,4.6321,839.79,2504.5,0.38531,818.26,1
2490.7,4.7573,839.79,2432.2,0.51056,818.26,1
2242.9,4.7311,861.33,2184.4,0.48435,839.79,1
2186.4,4.6523,861.33,2127.9,0.4056,839.79,1
1935.2,4.6756,861.33,1876.8,0.42889,839.79,1
2336.6,4.5689,861.33,2278.1,0.32215,839.79,1
1747.3,4.747,861.33,1688.8,0.50029,839.79,1
1752.3,4.7329,861.33,1693.9,0.48615,839.79,1
1728.6,4.798,861.33,1670.1,0.55127,839.79,1
1812.7,4.5909,21.533,1754.3,0.34418,0,1
1365.3,4.7089,43.066,1306.8,0.46219,21.533,1
860.99,4.9302,43.066,802.51,0.68346,21.533,1
1147.6,4.7634,21.533,1089.1,0.51665,0,1
1294.4,4.6659,43.066,1236,0.41915,21.533,1
926.9,4.9493,64.6,868.42,0.70252,43.066,1
918.01,4.9661,64.6,859.53,0.71938,43.066,1
1292.8,4.6062,21.533,1234.3,0.35944,0,1
713.86,5.0972,64.6,655.39,0.85045,43.066,1
819.32,5.0163,64.6,760.85,0.76955,43.066,1
1337.2,4.6145,21.533,1278.7,0.36778,0,1
1022.9,4.8478,43.066,964.4,0.60105,21.533,1
1330.9,4.748,43.066,1272.4,0.50127,21.533,1
1760.8,4.5106,21.533,1702.4,0.26386,0,1
1098.4,4.839,64.6,1039.9,0.59222,43.066,1
1304.9,4.6391,21.533,1246.4,0.39231,0,1
1079,4.7893,64.6,1020.5,0.54256,43.066,1
1388.7,4.7018,21.533,1330.2,0.45508,0,1
1283.1,4.7921,64.6,1224.6,0.5454,43.066,1
1355,4.685,21.533,1296.5,0.43827,0,1
876.79,4.9458,64.6,818.31,0.69908,43.066,1
748.96,5.0157,602.93,690.48,0.76897,581.4,1
1518.3,4.5459,21.533,1459.8,0.29911,0,1
1193.7,4.7569,64.6,1135.3,0.51013,43.066,1
751.94,5.0042,64.6,693.46,0.75748,43.066,1
963.83,4.9723,21.533,905.35,0.72556,0,1
1223,4.8384,193.8,1164.6,0.59168,172.27,1
1257.5,4.915,43.066,1199,0.6683,21.533,1
1039.2,4.9878,624.46,980.68,0.74107,602.93,1
899.03,4.982,624.46,840.55,0.73528,602.93,1
1501.7,4.8342,21.533,1443.2,0.58747,0,1
1797.5,4.6313,64.6,1739,0.38454,43.066,1
1694.2,4.6584,624.46,1635.7,0.41161,602.93,1
1681,4.6825,624.46,1622.5,0.43573,602.93,1
1530.9,4.728,602.93,1472.5,0.48128,581.4,1
483.96,4.9225,64.6,425.48,0.67571,43.066,1
476.52,4.7099,64.6,418.04,0.46312,43.066,0
675.54,4.4562,21.533,617.06,0.20946,0,0
