@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
861.97,5.3455,323,0.022204,4,6,858.15,2.0964,301.46,0.022204,4,6,1
1090.8,5.3285,323,0.028667,5,6,1086.9,2.0795,301.46,0.028667,5,6,1
1031.8,5.7226,301.46,0.033074,7,6,1028,2.4736,279.93,0.033074,7,6,1
1026.4,6.3718,323,0.084789,8,3,1022.6,3.1227,301.46,0.084789,8,3,1
112.85,6.0217,215.33,0.041219,5,8,109.03,2.7726,193.8,0.041219,5,8,1
125.2,5.3918,172.27,0.017558,2,12,121.38,2.1428,150.73,0.017558,2,12,1
144.74,5.0402,193.8,0.010389,1,12,140.92,1.7911,172.27,0.010389,1,12,1
159.86,6.1955,258.4,0.012753,1,16,156.03,2.9464,236.87,0.012753,1,16,0
108.09,5.7267,193.8,0.005909,0,0,104.26,2.4776,172.27,0.005909,0,0,0
53.871,4.9887,193.8,0.0013561,0,0,50.047,1.7397,172.27,0.0013561,0,0,0
72.637,6.0017,172.27,0.0026861,0,0,68.814,2.7527,150.73,0.0026861,0,0,0
98.144,6.514,150.73,0.0024734,0,0,94.32,3.265,129.2,0.0024734,0,0,0
187.51,6.2371,775.2,0.009759,0,0,183.68,2.9881,753.66,0.009759,0,0,0
218.05,6.4145,947.46,0.01572,1,15,214.23,3.1654,925.93,0.01572,1,15,0
145.76,6.2158,1055.1,0.028443,3,15,141.93,2.9668,1033.6,0.028443,3,15,0
203.13,6.5038,7622.8,0.0088742,0,0,199.3,3.2547,7601.2,0.0088742,0,0,0
189.56,6.4943,2282.5,0.0082126,0,0,185.74,3.2452,2261,0.0082126,0,0,0
189.33,6.4143,2196.4,0.01191,2,4,185.51,3.1652,2174.9,0.01191,2,4,0
204.4,6.4204,2196.4,0.018183,2,4,200.58,3.1714,2174.9,0.018183,2,4,0
201.87,6.3342,839.79,0.015,2,4,198.05,3.0852,818.26,0.015,2,4,0
186.06,6.3483,2217.9,0.012394,1,19,182.23,3.0992,2196.4,0.012394,1,19,0
192.54,6.4217,2174.9,0.010187,1,19,188.71,3.1726,2153.3,0.010187,1,19,0
192.1,6.3908,2239.5,0.013346,1,19,188.28,3.1417,2217.9,0.013346,1,19,0
176.82,6.3687,2131.8,0.012446,2,4,173,3.1196,2110.3,0.012446,2,4,0
170.14,6.3609,2153.3,0.018205,2,4,166.32,3.1119,2131.8,0.018205,2,4,0
155.35,6.4416,21.533,0.0094221,0,0,151.52,3.1926,0,0.0094221,0,0,0
121.55,6.5192,839.79,0.0053206,0,0,117.73,3.2702,818.26,0.0053206,0,0,0
87.965,6.5708,861.33,0.0021703,0,0,84.141,3.3217,839.79,0.0021703,0,0,0
74.617,6.5368,43.066,0.00085545,0,0,70.794,3.2877,21.533,0.00085545,0,0,0
78.935,6.5527,64.6,0.0012199,0,0,75.112,3.3036,43.066,0.0012199,0,0,0
123.73,6.6301,21.533,0.0036369,0,0,119.91,3.3811,0,0.0036369,0,0,0
183.18,6.3689,387.6,0.0063989,0,0,179.35,3.1198,366.06,0.0063989,0,0,0
215.1,4.993,323,0.0071553,0,0,211.28,1.7439,301.46,0.0071553,0,0,1
819.15,4.7022,646,0.028872,4,5,815.33,1.4532,624.46,0.028872,4,5,1
1496.8,4.6903,689.06,0.045394,4,5,1493,1.4412,667.53,0.045394,4,5,1
1807.2,4.6824,732.13,0.033583,4,5,1803.4,1.4334,710.6,0.033583,4,5,1
1836.4,4.6628,409.13,0.044237,4,5,1832.6,1.4137,387.6,0.044237,4,5,1
1866.3,4.3769,409.13,0.021553,2,5,1862.4,1.1278,387.6,0.021553,2,5,1
1716.5,4.4108,409.13,0.02209,3,5,1712.6,1.1617,387.6,0.02209,3,5,1
1639.4,4.4409,387.6,0.017152,3,5,1635.5,1.1918,366.06,0.017152,3,5,1
1514.1,4.506,387.6,0.019647,2,19,1510.3,1.2569,366.06,0.019647,2,19,1
1469.1,4.6158,366.06,0.020469,4,19,1465.3,1.3668,344.53,0.020469,4,19,1
1238.9,4.8569,344.53,0.016661,1,19,1235.1,1.6078,323,0.016661,1,19,1
1151.1,4.974,344.53,0.019629,4,11,1147.3,1.725,323,0.019629,4,11,1
1098,5.004,344.53,0.023841,5,2,1094.2,1.755,323,0.023841,5,2,1
1236,4.887,344.53,0.016912,4,6,1232.2,1.6379,323,0.016912,4,6,1
1478.3,4.8419,344.53,0.013763,2,16,1474.5,1.5929,323,0.013763,2,16,1
2133.7,4.6897,323,0.015415,2,16,2129.9,1.4406,301.46,0.015415,2,16,1
1208.1,4.9607,323,0.018685,5,5,1204.3,1.7116,301.46,0.018685,5,5,1
1047,5.0874,323,0.024785,3,6,1043.1,1.8383,301.46,0.024785,3,6,1
942.07,5.1297,323,0.029045,3,6,938.24,1.8807,301.46,0.029045,3,6,1
1009.4,4.9418,323,0.018568,3,3,1005.6,1.6927,301.46,0.018568,3,3,1
1096.6,4.8565,323,0.019244,4,11,1092.8,1.6074,301.46,0.019244,4,11,1
1350.3,4.7359,344.53,0.020576,2,11,1346.5,1.4869,323,0.020576,2,11,1
1287.6,4.6243,344.53,0.0097115,0,0,1283.8,1.3752,323,0.0097115,0,0,1
1291.3,4.6287,344.53,0.014961,3,12,1287.5,1.3797,323,0.014961,3,12,1
1130.5,4.8088,323,0.025797,4,15,1126.7,1.5598,301.46,0.025797,4,15,1
889.12,5.1885,323,0.02804,4,5,885.3,1.9394,301.46,0.02804,4,5,1
594.55,5.5252,301.46,0.027743,4,6,590.73,2.2761,279.93,0.02768,4,6,1
577.45,5.6276,301.46,0.024433,4,6,563.07,2.3786,279.93,0.02437,4,6,1
256.35,5.8548,323,0.032798,6,6,241.97,2.6057,301.46,0.032735,6,6,1
91.413,5.8728,323,0.037707,4,6,77.032,2.6237,301.46,0.037644,4,6,1
43.861,5.709,323,0.022831,2,11,29.48,2.4599,301.46,0.022768,2,11,1
77.377,5.3558,236.87,0.0098808,0,0,62.996,2.1067,215.33,0.0098178,0,0,1
28.193,5.3156,150.73,0.0055222,0,0,13.813,2.0666,129.2,0.0054592,0,0,0
57.114,5.1326,129.2,0.0034244,0,0,42.733,1.8836,107.67,0.0033614,0,0,0
69.8,5.4451,107.67,0.00097411,0,0,55.419,2.196,86.133,0.00091103,0,0,0
75.703,6.21,150.73,0.00088864,0,0,61.322,2.961,129.2,0.00082556,0,0,0
75.215,6.2686,150.73,0.0017419,0,0,60.835,3.0196,129.2,0.0016788,0,0,0
97.451,6.5103,323,0.0026383,0,0,83.07,3.2613,301.46,0.0025753,0,0,0
152.76,6.5728,10444,0.0098444,0,0,138.38,3.3237,10422,0.0097813,0,0,0
248.25,6.5434,775.2,0.010348,1,19,233.87,3.2944,753.66,0.010285,1,19,0
238.74,6.4973,2347.1,0.011222,3,2,224.36,3.2483,2325.6,0.011159,3,2,0
233.97,6.4768,2928.5,0.017659,3,9,219.59,3.2277,2907,0.017596,3,9,0
167.42,6.2394,990.53,0.029411,2,19,153.04,2.9903,968.99,0.029348,2,19,0
214.38,6.417,2347.1,0.022868,3,5,199.99,3.168,2325.6,0.022805,3,5,0
194.39,6.4132,2325.6,0.018439,3,2,180,3.1641,2304.1,0.018376,3,2,0
194.72,6.4108,6266.2,0.020178,4,5,180.34,3.1618,6244.6,0.020115,4,5,0
199.45,6.4179,6696.8,0.01808,2,5,185.07,3.1688,6675.3,0.018017,2,5,0
205.65,6.4395,6309.2,0.016094,3,5,191.27,3.1905,6287.7,0.016031,3,5,0
200.49,6.4388,6244.6,0.013036,2,5,186.11,3.1897,6223.1,0.012973,2,5,0
186.16,6.3319,839.79,0.010963,1,19,171.78,3.0829,818.26,0.010899,1,19,0
169.4,6.5316,796.73,0.005873,0,0,155.02,3.2825,775.2,0.0058099,0,0,0
164.3,6.4922,968.99,0.0075052,0,0,149.92,3.2431,947.46,0.0074421,0,0,0
137.83,6.4898,710.6,0.0046494,0,0,123.45,3.2408,689.06,0.0045863,0,0,0
106.96,6.5618,43.066,0.0023938,0,0,92.579,3.3127,21.533,0.0023307,0,0,0
77.932,6.635,21.533,0.0014235,0,0,63.551,3.386,0,0.0013604,0,0,0
70.598,6.6428,43.066,0.0016217,0,0,56.217,3.3937,21.533,0.0015586,0,0,0
78.543,6.5616,64.6,0.00093063,0,0,64.162,3.3125,43.066,0.00086755,0,0,0
79.296,5.3734,602.93,0.00037438,0,0,64.915,2.1243,581.4,0.0003113,0,0,0
197.74,6.3162,602.93,0.003711,0,0,183.35,3.0672,581.4,0.0036479,0,0,0
76.682,6.5237,21.533,0.0013838,0,0,0,0,0,0,0,0,0
74.682,6.5056,21.533,0.0011739,0,0,0,0,0,0,0,0,0
73.653,6.6143,215.33,0.00088863,0,0,0,0.10869,193.8,0,0,0,0
76.62,6.6039,21.533,0.00099303,0,0,2.9665,0.098309,0,0.0001044,0,0,0
83.841,6.6157,21.533,0.0018668,0,0,10.188,0.11008,0,0.00097814,0,0,0
102.81,6.4502,21.533,0.0056844,0,0,29.154,0,0,0.0047957,0,0,0
99.729,5.6121,387.6,0.0020663,0,0,26.076,0,366.06,0.0011776,0,0,0
83.732,4.9003,559.86,0.00099541,0,0,10.078,0,538.33,0.00010678,0,0,0
224.44,4.9358,602.93,0.0077724,0,0,150.79,0.035478,581.4,0.0068838,0,0,1
601.52,4.7421,689.06,0.013232,3,13,527.86,0,667.53,0.012343,3,13,1
733.63,4.6942,775.2,0.012927,2,13,659.98,0,753.66,0.012039,2,13,1
840.15,4.4326,818.26,0.0080003,0,0,766.5,0,796.73,0.0071117,0,0,1
971.38,4.4136,839.79,0.0087655,0,0,897.73,0,818.26,0.0078769,0,0,1
828.14,4.3907,452.2,0.018697,1,15,754.49,0,430.66,0.017808,1,15,1
864.37,4.2385,452.2,0.0072717,0,0,790.72,0,430.66,0.0063831,0,0,1
835.14,4.2022,430.66,0.010757,1,14,761.48,0,409.13,0.0098686,1,14,1
757.43,4.1978,430.66,0.012554,2,18,683.78,0,409.13,0.011666,2,18,1
777.12,4.2412,430.66,0.015046,1,19,703.46,0.043367,409.13,0.014157,1,19,1
728.71,4.2293,430.66,0.007504,0,0,655.06,0.031455,409.13,0.0066153,0,0,1
792.06,4.2819,430.66,0.014137,1,18,718.41,0.084073,409.13,0.013248,1,18,1
863.24,4.2448,430.66,0.020098,3,4,789.59,0.047045,409.13,0.01921,3,4,1
871.61,4.2615,430.66,0.014377,2,13,797.95,0.063654,409.13,0.013488,2,13,1
853,4.2485,430.66,0.01523,3,4,779.35,0.050708,409.13,0.014341,3,4,1
868.14,4.3135,430.66,0.018097,3,12,794.48,0.11571,409.13,0.017208,3,12,1
876.45,4.3503,430.66,0.017237,4,12,802.8,0.15249,409.13,0.016349,4,12,1
895.99,4.3037,430.66,0.017859,2,12,822.34,0.10595,409.13,0.01697,2,12,1
924.46,4.4443,430.66,0.023716,2,12,850.8,0.24646,409.13,0.022828,2,12,1
979.66,4.4185,430.66,0.020825,3,5,906.01,0.22074,409.13,0.019936,3,5,1
1024.5,4.3205,430.66,0.022309,2,13,950.88,0.12267,409.13,0.02142,2,13,1
1004.6,4.3793,430.66,0.012653,3,5,930.93,0.18154,409.13,0.011765,3,5,1
966.13,4.5422,430.66,0.021755,2,13,892.48,0.34444,409.13,0.020867,2,13,1
955.78,4.6385,430.66,0.021968,3,5,882.13,0.4407,409.13,0.021079,3,5,1
1051.5,4.5848,430.66,0.020516,2,5,977.89,0.38701,409.13,0.019628,2,5,1
1079.6,4.7319,430.66,0.018602,3,5,1006,0.53412,409.13,0.017713,3,5,1
1080.3,4.7027,430.66,0.025349,4,5,1006.7,0.50495,409.13,0.024461,4,5,1
1158.8,4.7403,430.66,0.029748,3,5,1085.2,0.54251,409.13,0.02886,3,5,1
1250.5,4.6921,430.66,0.025078,3,5,1176.8,0.49433,409.13,0.024189,3,5,1
1205,4.6575,430.66,0.020661,3,5,1131.4,0.4597,409.13,0.019773,3,5,1
1176,4.6803,430.66,0.022987,2,5,1102.4,0.48249,409.13,0.022098,2,5,1
1193.3,4.7213,430.66,0.016768,3,5,1119.7,0.52354,409.13,0.015879,3,5,1
1310.9,4.656,430.66,0.016886,1,6,1237.2,0.45823,409.13,0.015998,1,6,1
1347.8,4.6039,430.66,0.017124,2,6,1274.1,0.40605,409.13,0.016235,2,6,1
1308.8,4.7088,430.66,0.016636,2,18,1235.1,0.511,409.13,0.015748,2,18,1
1346.6,4.9072,430.66,0.034643,2,6,1272.9,0.70938,409.13,0.033755,2,6,1
1424.2,4.9756,430.66,0.024492,3,6,1350.5,0.77782,409.13,0.023604,3,6,1
1528.6,4.9822,430.66,0.025084,2,7,1454.9,0.78439,409.13,0.024195,2,7,1
1604,5.0698,409.13,0.042783,2,7,1530.3,0.87204,387.6,0.041894,2,7,1
1730.2,5.0405,409.13,0.049299,3,7,1656.5,0.84269,387.6,0.04841,3,7,1
1739.1,5.0347,409.13,0.036814,3,7,1665.5,0.83695,387.6,0.035926,3,7,1
1715.9,4.9818,409.13,0.036847,4,7,1642.3,0.78404,387.6,0.035959,4,7,1
1719.4,5.0353,409.13,0.055363,4,7,1645.7,0.83752,387.6,0.054474,4,7,1
1705.3,5.0311,387.6,0.051174,3,7,1631.7,0.83328,366.06,0.050286,3,7,1
1634.2,5.0831,387.6,0.038772,4,7,1560.5,0.88528,366.06,0.037883,4,7,1
1445.5,5.1637,387.6,0.041088,3,7,1371.8,0.96586,366.06,0.040199,3,7,1
1505.2,5.1198,387.6,0.033096,2,8,1431.5,0.92202,366.06,0.032207,2,8,1
1602.4,5.1525,409.13,0.030784,2,8,1528.7,0.95472,387.6,0.029896,2,8,1
2127.8,5.3923,387.6,0.061588,3,5,2054.2,1.1945,366.06,0.060699,3,5,1
3893,5.5015,387.6,0.10207,3,4,3819.4,1.3037,366.06,0.10118,3,4,1
4583.1,5.6613,387.6,0.12626,3,6,4509.4,1.4635,366.06,0.12538,3,6,1
5026.5,5.6957,2519.4,0.12603,2,14,4952.8,1.4979,2497.9,0.12514,2,14,1
6757.3,5.7727,1076.7,0.11696,2,14,6683.7,1.5749,1055.1,0.11607,2,14,1
7392.5,5.7224,2584,0.14824,1,14,7318.8,1.5246,2562.5,0.14735,1,14,1
7576.4,5.794,2605.5,0.16116,4,6,7502.7,1.5962,2584,0.16027,4,6,1
7534.2,5.7938,2627.1,0.15262,2,14,7460.5,1.596,2605.5,0.15173,2,14,1
7503.4,5.8187,2605.5,0.1366,4,8,7429.8,1.6209,2584,0.13571,4,8,1
8580.2,5.906,2756.2,0.12887,6,7,8506.6,1.7082,2734.7,0.12798,6,7,1
8343.1,5.8505,2777.8,0.13869,4,14,8269.5,1.6527,2756.2,0.1378,4,14,1
8017.9,5.853,2756.2,0.098391,2,14,7944.3,1.6552,2734.7,0.097502,2,14,1
8269.2,5.8451,2756.2,0.12589,3,14,8195.6,1.6473,2734.7,0.125,3,14,1
7874.5,5.8501,2863.9,0.11922,4,14,7800.8,1.6523,2842.4,0.11834,4,14,1
7292.9,5.7846,2863.9,0.11995,5,14,7219.2,1.5868,2842.4,0.11906,5,14,1
6734.6,5.7465,861.33,0.11432,6,5,6660.9,1.5487,839.79,0.11343,6,5,1
6584.6,5.8678,2863.9,0.084461,4,14,6511,1.67,2842.4,0.083572,4,14,1
6665.5,5.8612,1055.1,0.10182,5,7,6591.9,1.6634,1033.6,0.10093,5,7,1
7440.9,5.9267,2691.7,0.098717,4,6,7367.3,1.7289,2670.1,0.097829,4,6,1
7162.4,5.8524,1033.6,0.091509,4,14,7088.8,1.6546,1012.1,0.09062,4,14,1
7984.1,5.8595,1378.1,0.086854,4,7,7910.4,1.6617,1356.6,0.085965,4,7,1
7749.6,5.8332,2734.7,0.087579,3,14,7676,1.6354,2713.2,0.08669,3,14,1
7862.3,5.7594,1378.1,0.089701,3,13,7788.7,1.5617,1356.6,0.088813,3,13,1
8103.1,5.8927,2863.9,0.091378,4,7,8029.4,1.6949,2842.4,0.09049,4,7,1
8380.7,5.9224,1335.1,0.084513,3,7,8307,1.7246,1313.5,0.083624,3,7,1
6881,5.8458,2950,0.080561,5,5,6807.3,1.648,2928.5,0.079673,5,5,1
6590.5,5.8435,2950,0.086354,4,5,6516.8,1.6457,2928.5,0.085466,4,5,1
6145.5,5.8245,2907,0.071446,5,5,6071.9,1.6267,2885.4,0.070557,5,5,1
5745.1,5.7196,2885.4,0.076476,3,4,5671.4,1.5218,2863.9,0.075587,3,4,1
5408.2,5.6273,2820.8,0.065899,6,4,5334.6,1.4295,2799.3,0.06501,6,4,1
5047.1,5.7111,2777.8,0.079318,6,4,4973.5,1.5133,2756.2,0.07843,6,4,1
4929.4,5.6069,2734.7,0.062685,5,4,4855.8,1.4091,2713.2,0.061797,5,4,1
4408.3,5.4907,2993.1,0.049155,3,4,4334.6,1.2929,2971.6,0.048267,3,4,1
4235.3,5.5437,2971.6,0.044027,4,4,4161.7,1.3459,2950,0.043138,4,4,1
4249.8,5.5562,2971.6,0.077056,5,4,4176.2,1.3584,2950,0.076168,5,4,1
4050.5,5.4322,2907,0.078074,3,7,3976.8,1.2345,2885.4,0.077185,3,7,1
4056.8,5.5766,2907,0.088842,4,4,3983.1,1.3788,2885.4,0.087953,4,4,1
3863.9,5.4468,2885.4,0.056829,4,4,3790.2,1.249,2863.9,0.05594,4,4,1
3475.2,5.5185,1442.7,0.06486,3,7,3401.5,1.3207,1421.2,0.063972,3,7,1
3151.4,5.4259,1421.2,0.071499,4,8,3077.7,1.2281,1399.7,0.07061,4,8,1
3268.3,5.3626,2799.3,0.059867,4,4,3194.7,1.1648,2777.8,0.058978,4,4,1
3386.5,5.4564,1421.2,0.070611,4,7,3312.8,1.2586,1399.7,0.069722,4,7,1
3263.9,5.4758,1442.7,0.049727,4,7,3190.3,1.278,1421.2,0.048839,4,7,1
3260.7,5.4459,2863.9,0.078358,4,5,3187,1.2481,2842.4,0.077469,4,5,1
3126,5.4672,2842.4,0.0682,3,8,3052.4,1.2694,2820.8,0.067311,3,8,1
2938.3,5.4965,2799.3,0.081723,3,8,2864.6,1.2987,2777.8,0.080834,3,8,1
3054.5,5.5561,2756.2,0.082411,4,5,2980.8,1.3583,2734.7,0.081523,4,5,1
2968.5,5.4918,1076.7,0.1015,3,6,2894.8,1.294,1055.1,0.10061,3,6,1
2413.3,5.1501,1076.7,0.083915,2,6,2339.6,0.9523,1055.1,0.083027,2,6,1
2177.4,4.9735,1055.1,0.081124,2,6,2103.8,0.77575,1033.6,0.080236,2,6,1
1834.4,4.9902,1033.6,0.091746,3,6,1760.7,0.79237,1012.1,0.090858,3,6,1
1315.9,5.0067,1012.1,0.085204,3,6,1242.2,0.80886,990.53,0.084316,3,6,1
657.8,5.2255,925.93,0.040113,1,14,584.15,1.0277,904.39,0.039225,1,14,1
425.41,5.2532,990.53,0.04861,1,13,351.75,1.0554,968.99,0.047722,1,13,1
367.44,5.2838,990.53,0.045836,2,13,293.78,1.086,968.99,0.044947,2,13,1
351.11,5.2257,861.33,0.05275,1,13,277.46,1.0279,839.79,0.051861,1,13,1
463.05,5.1723,882.86,0.046615,2,13,389.4,0.97453,861.33,0.045726,2,13,1
490.99,4.9791,925.93,0.053235,2,13,417.34,0.78127,904.39,0.052346,2,13,1
545.08,5.2024,947.46,0.063099,2,13,471.42,1.0046,925.93,0.06221,2,13,1
585.46,5.1343,775.2,0.061573,2,13,511.81,0.93655,753.66,0.060684,2,13,1
758.06,5.1542,818.26,0.09102,3,4,684.41,0.95638,796.73,0.090131,3,4,1
822.46,5.1512,818.26,0.082198,3,4,748.81,0.95337,796.73,0.081309,3,4,1
888.95,5.2225,818.26,0.095032,3,4,815.29,1.0247,796.73,0.094143,3,4,1
1118.9,5.1281,861.33,0.10315,3,4,1045.3,0.93034,839.79,0.10226,3,4,1
1203.5,5.0477,882.86,0.096736,3,5,1129.9,0.84992,861.33,0.095847,3,5,1
1219.8,5.0224,861.33,0.096079,3,5,1146.2,0.82462,839.79,0.095191,3,5,1
922.51,5.0909,839.79,0.093138,3,5,848.86,0.89309,818.26,0.09225,3,5,1
977.22,5.0063,861.33,0.092373,3,5,903.57,0.80855,839.79,0.091484,3,5,1
714.22,4.8453,861.33,0.064921,3,5,640.56,0.64749,839.79,0.064032,3,5,1
621.03,5.066,861.33,0.085713,4,5,547.37,0.86822,839.79,0.084824,4,5,1
408.74,5.0596,839.79,0.074149,4,5,335.08,0.86178,818.26,0.073261,4,5,1
325.67,5.144,839.79,0.073964,4,5,252.01,0.9462,818.26,0.073076,4,5,1
214.27,5.275,775.2,0.062305,2,13,140.61,1.0772,753.66,0.061416,2,13,1
179.8,5.2368,796.73,0.06052,2,13,106.14,1.039,775.2,0.059631,2,13,1
266.29,5.1818,839.79,0.066171,4,5,192.64,0.98404,818.26,0.065283,4,5,1
250.91,4.9725,581.4,0.046797,3,13,177.25,0.77471,559.86,0.045908,3,13,1
310.75,5.0568,581.4,0.063871,4,5,237.09,0.85902,559.86,0.062982,4,5,1
322.85,4.9498,581.4,0.05721,4,5,249.2,0.75198,559.86,0.056322,4,5,1
288.55,5.028,581.4,0.069285,4,5,214.9,0.83018,559.86,0.068396,4,5,1
367.53,5.0222,581.4,0.072134,4,5,293.87,0.82445,559.86,0.071246,4,5,1
450.37,4.9992,602.93,0.068922,4,5,376.72,0.80143,581.4,0.068033,4,5,1
481.49,4.9048,602.93,0.059663,4,5,407.84,0.70701,581.4,0.058774,4,5,1
512.85,4.8245,624.46,0.048981,4,4,439.19,0.62668,602.93,0.048092,4,4,1
511.2,4.6812,646,0.033316,3,10,437.55,0.48344,624.46,0.032427,3,10,1
483.73,4.7112,646,0.026616,3,10,410.07,0.5134,624.46,0.025728,3,10,1
352.54,5.0158,624.46,0.042548,5,3,278.88,0.81798,602.93,0.041659,5,3,1
252.71,5.092,602.93,0.037139,4,10,179.05,0.89425,581.4,0.03625,4,10,1
185.34,4.9341,581.4,0.029062,3,10,111.68,0.7363,559.86,0.028173,3,10,1
197.74,4.9373,581.4,0.028588,2,19,124.09,0.73946,559.86,0.0277,2,19,1
111.77,5.2792,559.86,0.027972,1,19,38.121,1.0814,538.33,0.027083,1,19,1
39.857,5.543,495.26,0.016569,2,13,0,1.3453,473.73,0.015681,2,13,1
78.465,5.5446,581.4,0.02112,2,13,38.609,1.3468,559.86,0.020232,2,13,1
119.34,5.7827,538.33,0.019218,2,13,79.484,1.5849,516.8,0.018329,2,13,0
122.62,5.8666,602.93,0.0087,0,0,82.765,1.6688,581.4,0.0078114,0,0,0
117.29,6.1658,581.4,0.0052159,0,0,77.434,1.968,559.86,0.0043272,0,0,0
109.39,6.3566,602.93,0.0068484,0,0,69.531,2.1588,581.4,0.0059598,0,0,0
78.697,6.4873,581.4,0.0010302,0,0,38.841,2.2895,559.86,0.00014155,0,0,0
73.501,6.4625,21.533,0.00077356,0,0,33.645,2.2647,0,0,0,0,0
73.302,6.5871,107.67,0.00097163,0,0,33.446,2.3893,86.133,0.00019807,0,0,0
74.085,6.6003,279.93,0.0011779,0,0,34.228,2.4025,258.4,0.00040432,0,0,0
70.976,6.606,129.2,0.0010168,0,0,31.119,2.4082,107.67,0.0002432,0,0,0
72.841,6.6898,107.67,0.0014179,0,0,32.984,2.492,86.133,0.00064432,0,0,0
68.271,6.7154,258.4,0.0013362,0,0,28.414,2.5176,236.87,0.00056261,0,0,0
73.93,6.6482,129.2,0.0013655,0,0,34.073,2.4504,107.67,0.0005919,0,0,0
71.388,6.7046,21.533,0.00092575,0,0,31.532,2.5068,0,0.00015219,0,0,0
72.11,6.5999,43.066,0.0010644,0,0,32.254,2.4021,21.533,0.00029084,0,0,0
72.17,6.5946,107.67,0.00098522,0,0,32.314,2.3968,86.133,0.00021166,0,0,0
71.085,6.6827,129.2,0.0011325,0,0,31.228,2.4849,107.67,0.00035897,0,0,0
130.96,6.021,646,0.0099766,0,0,91.104,1.8232,624.46,0.009203,0,0,0
96.751,5.7663,473.73,0.028453,3,9,56.895,1.5686,452.2,0.027679,3,9,0
50.133,5.5698,495.26,0.027136,3,9,10.277,1.372,473.73,0.026363,3,9,0
124.93,5.8374,646,0.01962,2,13,85.073,1.6396,624.46,0.018846,2,13,0
102.02,6.3415,559.86,0.0029477,0,0,62.162,2.1437,538.33,0.0021741,0,0,0
130.78,6.2103,559.86,0.010446,1,20,90.922,2.0125,538.33,0.0096725,1,20,0
130.51,5.8755,602.93,0.01796,1,18,90.65,1.6777,581.4,0.017187,1,18,0
128.02,5.8522,624.46,0.018019,2,13,88.167,1.6544,602.93,0.017245,2,13,0
130.66,5.8884,559.86,0.015841,1,18,90.802,1.6906,538.33,0.015067,1,18,0
136.68,6.0058,624.46,0.010847,1,9,96.827,1.808,602.93,0.010074,1,9,0
134.48,6.0855,581.4,0.011824,1,19,94.626,1.8877,559.86,0.01105,1,19,0
116,6.3118,559.86,0.0072925,0,0,76.144,2.114,538.33,0.006519,0,0,0
75.644,6.5632,21.533,0.0021736,0,0,35.787,2.3654,0,0.0014001,0,0,0
99.783,6.5063,581.4,0.003163,0,0,59.926,2.3085,559.86,0.0023894,0,0,0
103.24,6.3918,581.4,0.0040616,0,0,63.387,2.194,559.86,0.003288,0,0,0
86.323,6.4487,538.33,0.0019356,0,0,46.466,2.2509,516.8,0.001162,0,0,0
98.639,6.534,21.533,0.0026315,0,0,58.783,2.3362,0,0.001858,0,0,0
133.88,5.985,602.93,0.011307,1,18,94.019,1.7873,581.4,0.010533,1,18,0
121.8,5.8394,473.73,0.026713,2,13,81.947,1.6416,452.2,0.02594,2,13,0
70.026,5.5961,516.8,0.027872,3,9,30.17,1.3983,495.26,0.027099,3,9,0
8.1514,5.3403,538.33,0.02438,1,17,0,1.1425,516.8,0.023606,1,17,0
69.072,5.2634,559.86,0.031166,1,17,60.92,1.0656,538.33,0.030393,1,17,0
83.257,5.3075,559.86,0.033715,1,18,75.106,1.1097,538.33,0.032941,1,18,0
24.38,5.4994,516.8,0.02406,1,20,16.229,1.3016,495.26,0.023286,1,20,0
89.094,5.669,646,0.022593,2,13,80.942,1.4712,624.46,0.021819,2,13,0
113.21,5.7452,538.33,0.020661,2,13,105.06,1.5474,516.8,0.019887,2,13,0
114.61,5.7553,602.93,0.016485,2,13,106.46,1.5575,581.4,0.015711,2,13,0
96.387,5.6578,646,0.02089,3,9,88.236,1.46,624.46,0.020117,3,9,0
118.23,5.7832,646,0.016937,2,13,110.07,1.5854,624.46,0.016163,2,13,0
134.57,5.9553,581.4,0.013282,1,18,126.41,1.7575,559.86,0.012509,1,18,0
128.55,6.1189,516.8,0.0063084,0,0,120.4,1.9211,495.26,0.0055348,0,0,0
107.17,6.2137,516.8,0.0042449,0,0,99.015,2.0159,495.26,0.0034714,0,0,0
125.6,5.8456,602.93,0.01105,1,18,117.45,1.6478,581.4,0.010277,1,18,0
86.097,5.6127,646,0.019143,1,18,77.946,1.4149,624.46,0.01837,1,18,0
20.971,5.3168,516.8,0.01853,1,18,12.819,1.119,495.26,0.017756,1,18,0
276.21,4.9481,602.93,0.01754,1,18,268.06,0.75031,581.4,0.016766,1,18,0
379.48,4.4326,301.46,0.0052181,0,0,371.32,0.23477,279.93,0.0044446,0,0,0
